웅진씽크빅(095720),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-05-18,17746,18103,17667,18104,43172,577856.0,25289120.0
2010-05-19,17985,18143,17549,18144,49740,579121.0,25289120.0
2010-05-20,18103,18261,17549,18144,59837,579121.0,25289120.0
2010-05-24,18064,18064,17073,17312,123291,552567.0,25289120.0
2010-05-25,17034,17271,16638,17153,77519,547509.0,25289120.0
2010-05-26,16954,17588,16954,17589,59190,561418.0,25289120.0
2010-05-27,17232,17667,17232,17391,24194,555096.0,25289120.0
2010-05-28,17588,17588,17153,17312,120707,552567.0,25289120.0
2010-05-31,17232,17470,17113,17470,71002,557625.0,25289120.0
2010-06-01,17549,17588,17153,17470,103336,557625.0,25289120.0
2010-06-03,17667,17985,17430,17669,112501,563947.0,25289120.0
2010-06-04,17588,18103,17588,17906,90642,571757.0,25298966.0
2010-06-07,17628,17985,17430,17906,50199,571757.0,25298966.0
2010-06-08,17905,18064,17707,17866,28581,570492.0,25298966.0
2010-06-09,17945,18460,17905,18064,53274,576816.0,25298966.0
2010-06-10,18024,18302,17905,18104,57809,578081.0,25298966.0
2010-06-11,18817,18856,18381,18659,125210,595791.0,25298966.0
2010-06-14,18658,18935,18499,18936,43225,604645.0,25298966.0
2010-06-15,18896,19014,18578,18698,43442,597056.0,25298966.0
2010-06-16,18737,18975,18222,18619,95282,594526.0,25298966.0
2010-06-17,18658,19609,18460,19412,118754,619825.0,25298966.0
2010-06-18,19410,20084,19410,20045,228063,640064.0,25298966.0
2010-06-21,19807,20203,19490,20203,135050,645124.0,25298966.0
2010-06-22,19807,20282,19728,19728,77593,629944.0,25298966.0
2010-06-23,19767,19925,19292,19927,91026,636269.0,25298966.0
2010-06-24,19807,20004,19529,19768,102781,631209.0,25298966.0
2010-06-25,19450,19767,19331,19491,154051,622355.0,25298966.0
2010-06-28,19371,20004,19252,19848,123380,633739.0,25298966.0
2010-06-29,19965,20282,19728,19728,127445,629944.0,25298966.0
2010-06-30,19569,20124,19252,20085,97371,641329.0,25298966.0
2010-07-01,19767,20876,19767,20838,165223,665363.0,25298966.0
2010-07-02,20599,20836,20242,20560,202153,656508.0,25298966.0
2010-07-05,20757,21074,20480,20996,121081,670423.0,25298966.0
2010-07-06,20718,20995,20242,20679,77624,660303.0,25298966.0
2010-07-07,20678,21272,20401,20639,156780,659038.0,25298966.0
2010-07-08,20956,20956,20084,20838,216225,665363.0,25298966.0
2010-07-09,20678,21550,20401,21392,210862,683072.0,25298966.0
2010-07-12,21392,21392,20163,20164,384467,643859.0,25298966.0
2010-07-13,20322,21233,20242,20838,247137,665363.0,25298966.0
2010-07-14,21154,21431,20599,21114,121773,674217.0,25298966.0
2010-07-15,20797,20995,20520,20719,157080,661568.0,25298966.0
2010-07-16,20678,21629,20678,21392,160979,683072.0,25298966.0
2010-07-19,21154,22104,21154,21273,74480,679277.0,25298966.0
2010-07-20,21312,21747,21154,21550,72739,688132.0,25298966.0
2010-07-21,21827,21827,20876,21075,118858,672952.0,25298966.0
2010-07-22,21074,21074,20124,20164,132709,643859.0,25298966.0
2010-07-23,20203,20836,20045,20600,99462,657773.0,25298966.0
2010-07-26,20599,20797,20242,20402,30242,651448.0,25298966.0
2010-07-27,20599,20797,20282,20402,41767,651448.0,25298966.0
2010-07-28,20282,20520,20004,20006,77186,638799.0,25298966.0
2010-07-29,19925,20322,19371,19966,238838,637534.0,25298966.0
2010-07-30,20163,20203,19569,19768,90658,631209.0,25298966.0
2010-08-02,19886,19925,19292,19292,160788,616030.0,25298966.0
2010-08-03,19371,19886,19133,19768,200740,631209.0,25298966.0
2010-08-04,19609,20045,19490,19807,136642,632474.0,25298966.0
2010-08-05,20004,20004,19529,19570,80035,624884.0,25298966.0
2010-08-06,19569,19767,18935,19253,121443,614765.0,25298966.0
2010-08-09,19292,19410,19054,19213,67023,613500.0,25298966.0
2010-08-10,19173,19213,18737,18936,241248,604645.0,25298966.0
2010-08-11,18817,19014,18302,18302,163307,584406.0,25298966.0
2010-08-12,18222,18777,17430,17945,475908,573022.0,25298966.0
2010-08-13,17945,18302,17667,18263,110238,583141.0,25298966.0
2010-08-16,18381,19014,18024,19016,123122,607175.0,25298966.0
2010-08-17,18935,19133,18737,18857,491887,602115.0,25298966.0
2010-08-18,18856,18856,18499,18698,155445,597056.0,25298966.0
2010-08-19,18975,19093,18697,18976,155670,605910.0,25298966.0
2010-08-20,18935,18935,18460,18500,163159,590731.0,25298966.0
2010-08-23,18578,18697,17866,18540,147752,591996.0,25298966.0
2010-08-24,18302,18618,18103,18144,125106,579346.0,25298966.0
2010-08-25,18143,18143,17628,17669,168366,564167.0,25298966.0
2010-08-26,17905,17905,17311,17391,221871,555312.0,25298966.0
2010-08-27,17390,17985,17271,17945,164750,573022.0,25298966.0
2010-08-30,18103,18103,17746,18064,125633,576816.0,25298966.0
2010-08-31,18064,18499,17628,18460,228169,589466.0,25298966.0
2010-09-01,18460,18975,18222,18976,224647,605910.0,25298966.0
2010-09-02,18975,19133,18618,18976,186331,605910.0,25298966.0
2010-09-03,18975,19728,18737,19728,181426,629944.0,25298966.0
2010-09-06,19807,19807,19292,19292,157843,616030.0,25298966.0
2010-09-07,19490,19886,19213,19807,216616,632474.0,25298966.0
2010-09-08,19886,19886,19371,19371,152913,618560.0,25298966.0
2010-09-09,19529,19569,18817,19371,238509,618560.0,25298966.0
2010-09-10,19252,19649,19093,19095,202194,609705.0,25298966.0
2010-09-13,19014,19014,18697,18698,192433,597056.0,25298966.0
2010-09-14,18697,19213,18420,19055,214332,608440.0,25298966.0
2010-09-15,19054,19093,18658,18857,147628,602115.0,25298966.0
2010-09-16,18777,19093,18578,19016,122147,607175.0,25298966.0
2010-09-17,19014,19014,18499,18619,163006,594526.0,25298966.0
2010-09-20,18697,18737,18460,18500,46154,590903.0,25306350.0
2010-09-24,18618,18896,18499,18857,111806,602291.0,25306350.0
2010-09-27,18896,19331,18618,19292,196617,616210.0,25306350.0
2010-09-28,19371,19609,19133,19292,100929,616210.0,25306350.0
2010-09-29,19252,19925,19252,19807,177588,632659.0,25306350.0
2010-09-30,19886,20203,19529,19848,222692,633924.0,25306350.0
2010-10-01,19886,20242,19688,20006,148614,638985.0,25306350.0
2010-10-04,19925,20163,19728,20006,202027,638985.0,25306350.0
2010-10-05,19846,20124,19410,19412,222559,620006.0,25306350.0
2010-10-06,19569,20282,19490,20243,196220,646577.0,25306350.0
2010-10-07,20124,20124,19688,20006,153145,638985.0,25306350.0
2010-10-08,19807,20004,19569,19570,119230,625067.0,25306350.0
2010-10-11,19608,20044,19529,19927,315240,636455.0,25306350.0
2010-10-12,20044,20044,17826,18619,549732,594699.0,25306350.0
2010-10-13,18618,18737,18024,18223,524430,582046.0,25306350.0
2010-10-14,18460,18578,17985,18144,372738,579515.0,25306350.0
2010-10-15,18024,18341,18024,18263,275847,583311.0,25306350.0
2010-10-18,18302,18975,18302,18936,259083,604822.0,25306350.0
2010-10-19,19014,19410,18618,19253,354422,614944.0,25306350.0
2010-10-20,19213,19728,18817,19728,377984,630128.0,25306350.0
2010-10-21,19490,19649,19331,19451,168649,621271.0,25306350.0
2010-10-22,19331,19331,18697,18896,331651,603556.0,25306350.0
2010-10-25,18896,18975,18499,18936,387029,604822.0,25306350.0
2010-10-26,18975,19014,18658,18936,191391,604822.0,25306350.0
2010-10-27,18935,19213,18697,18976,270563,606087.0,25306350.0
2010-10-28,19054,19410,18975,19016,259246,607352.0,25306350.0
2010-10-29,19093,19133,18737,18896,107525,603556.0,25306350.0
2010-11-01,19054,19965,18896,19966,311183,637720.0,25306350.0
2010-11-02,19965,20440,19807,20085,262607,641516.0,25306350.0
2010-11-03,20203,20322,19886,20283,210869,647843.0,25306350.0
2010-11-04,20440,20440,19807,20283,291073,647843.0,25306350.0
2010-11-05,20282,20282,19807,19887,188753,635189.0,25306350.0
2010-11-08,20124,20124,19609,19728,95265,630128.0,25306350.0
2010-11-09,19886,20084,19529,20006,145147,638985.0,25306350.0
2010-11-10,19807,20242,19292,19807,191527,632659.0,25306350.0
2010-11-11,19846,19886,19252,19253,133913,614944.0,25306350.0
2010-11-12,19450,19529,18420,18738,221317,598495.0,25306350.0
2010-11-15,18856,19569,18658,19530,192734,623802.0,25306350.0
2010-11-16,19649,19767,19172,19768,127141,631393.0,25306350.0
2010-11-17,19410,19450,19054,19095,91206,609883.0,25306350.0
2010-11-18,19093,19886,18856,19887,120331,635189.0,25306350.0
2010-11-19,19846,19846,19490,19491,52464,622536.0,25306350.0
2010-11-22,19688,19688,19252,19371,54121,618740.0,25306350.0
2010-11-23,19609,19767,19173,19174,96360,612414.0,25306350.0
2010-11-24,18539,19173,18460,18698,158690,597230.0,25306350.0
2010-11-25,18975,19093,18777,18857,114000,602291.0,25306350.0
2010-11-26,19093,19093,18460,18540,59677,592169.0,25306350.0
2010-11-29,18737,19093,18539,19055,62051,608618.0,25306350.0
2010-11-30,19213,19252,18618,18738,96628,598495.0,25306350.0
2010-12-01,18658,18697,17707,17827,451994,569393.0,25306350.0
2010-12-02,17985,18064,17707,17906,324758,571924.0,25306350.0
2010-12-03,18024,18064,17390,17549,253170,560536.0,25306350.0
2010-12-06,17628,17826,16914,17034,520442,544087.0,25306350.0
2010-12-07,17034,17271,16954,17233,233813,550413.0,25306350.0
2010-12-08,17350,17746,17350,17549,245273,560536.0,25306350.0
2010-12-09,17707,17866,17588,17866,185909,570658.0,25306350.0
2010-12-10,17826,17826,17549,17669,230499,564332.0,25306350.0
2010-12-13,17667,17866,17588,17827,84047,569393.0,25306350.0
2010-12-14,17905,17985,17826,17945,118838,573189.0,25306350.0
2010-12-15,18024,18024,17667,17906,227533,571924.0,25306350.0
2010-12-16,17707,17866,17667,17669,141246,564332.0,25306350.0
2010-12-17,17746,17905,17667,17669,157579,564332.0,25306350.0
2010-12-20,17549,17667,17430,17628,151932,563066.0,25306350.0
2010-12-21,17746,17826,17667,17708,93961,565597.0,25306350.0
2010-12-22,17826,17945,17707,17906,184584,571924.0,25306350.0
2010-12-23,18024,18064,17866,17945,133237,573189.0,25306350.0
2010-12-24,17945,18064,17866,17945,135990,573189.0,25306350.0
2010-12-27,17945,18103,17945,18025,175101,575719.0,25306350.0
2010-12-28,18064,18302,18024,18263,289180,583311.0,25306350.0
2010-12-29,17826,17826,17509,17589,172314,561801.0,25306350.0
2010-12-30,17549,17667,17232,17272,184149,551678.0,25306350.0
2011-01-03,17430,17509,17311,17510,135321,559270.0,25306350.0
2011-01-04,17549,17588,17271,17312,119161,552944.0,25306350.0
2011-01-05,17271,17509,17192,17272,232280,551678.0,25306350.0
2011-01-06,17350,17430,17192,17272,103845,551678.0,25306350.0
2011-01-07,17271,17271,16954,17074,183505,545352.0,25306350.0
2011-01-10,17034,17192,16281,16520,500886,527637.0,25306350.0
2011-01-11,16400,17073,16400,17034,298670,544087.0,25306350.0
2011-01-12,17034,17034,16756,16757,125958,535229.0,25306350.0
2011-01-13,16756,16914,16479,16678,194858,532699.0,25306350.0
2011-01-14,16717,16756,16518,16559,208966,528903.0,25306350.0
2011-01-17,16559,17034,16241,16321,243547,521311.0,25306350.0
2011-01-18,16321,16479,16043,16084,142776,513719.0,25306350.0
2011-01-19,16162,16162,15647,15806,353444,504862.0,25306350.0
2011-01-20,15687,15766,15370,15450,357585,493474.0,25306350.0
2011-01-21,15489,15489,14775,14856,345246,474494.0,25306350.0
2011-01-24,14855,15013,14657,15014,196284,479555.0,25306350.0
2011-01-25,14895,15013,14498,14499,232547,463106.0,25306350.0
2011-01-26,14538,14617,14300,14420,178696,460576.0,25306350.0
2011-01-27,14380,14657,14300,14380,208495,459310.0,25306350.0
2011-01-28,14380,14538,14102,14459,260706,461841.0,25306350.0
2011-01-31,14339,14380,14102,14301,269616,456780.0,25306350.0
2011-02-01,14260,14260,13508,13667,335572,436535.0,25306350.0
2011-02-07,13666,14102,13666,13865,290203,442861.0,25306350.0
2011-02-08,14181,14577,13785,14024,453691,447922.0,25306350.0
2011-02-09,14142,14142,13627,13627,194986,435269.0,25306350.0
2011-02-10,13745,13984,13428,13826,161342,441596.0,25306350.0
2011-02-11,13706,13904,13428,13430,158362,428943.0,25306350.0
2011-02-14,13468,13627,13231,13351,144659,426412.0,25306350.0
2011-02-15,13270,13349,12993,13033,225846,416289.0,25306350.0
2011-02-16,12993,13627,12795,13548,271125,432739.0,25306350.0
2011-02-17,13548,13984,13548,13627,186016,435269.0,25306350.0
2011-02-18,13904,14181,13666,14063,173255,449188.0,25306350.0
2011-02-21,14102,14181,13706,13786,90546,440330.0,25306350.0
2011-02-22,13627,13785,13270,13469,131886,430208.0,25306350.0
2011-02-23,13191,13389,13191,13231,64718,422616.0,25306350.0
2011-02-24,13152,13428,12914,12954,122020,413759.0,25306350.0
2011-02-25,12914,13270,12795,13152,97596,420085.0,25306350.0
2011-02-28,13152,13310,12914,13113,75419,418820.0,25306350.0
2011-03-02,12993,13112,12795,12835,77483,409963.0,25306350.0
2011-03-03,12834,12993,12795,12994,86533,415024.0,25306350.0
2011-03-04,13152,13152,12676,12677,189071,404902.0,25306350.0
2011-03-07,12755,12755,12359,12399,132166,396044.0,25306350.0
2011-03-08,12359,12993,12359,12677,186169,404902.0,25306350.0
2011-03-09,12716,13231,12716,13192,137413,421351.0,25306350.0
2011-03-10,13032,13428,13032,13390,133575,427677.0,25306350.0
2011-03-11,13310,13389,13112,13113,106465,418820.0,25306350.0
2011-03-14,12795,13032,12399,12558,144826,401106.0,25306350.0
2011-03-15,12438,12637,11685,11963,248327,382126.0,25306350.0
2011-03-16,11805,12201,11805,12201,99895,389718.0,25306350.0
2011-03-17,11805,12042,11805,11963,90041,382126.0,25306350.0
2011-03-18,11963,12478,11923,12479,120507,398575.0,25306350.0
2011-03-21,12557,12637,12478,12519,93335,399840.0,25306350.0
2011-03-22,12716,12795,12596,12716,165953,406167.0,25306350.0
2011-03-23,12795,12993,12755,12954,126681,413759.0,25306350.0
2011-03-24,13072,13072,12716,12915,114353,412494.0,25306350.0
2011-03-25,12993,13428,12993,13192,179711,421351.0,25306350.0
2011-03-28,13231,13270,13112,13192,139318,421351.0,25306350.0
2011-03-29,13191,13231,12914,13152,122892,420085.0,25306350.0
2011-03-30,13191,13191,12914,13073,142522,417555.0,25306350.0
2011-03-31,13152,13508,13032,13311,141457,425147.0,25306350.0
2011-04-01,13231,13508,13112,13192,168533,421351.0,25306350.0
2011-04-04,13349,13349,13112,13152,107963,420085.0,25306350.0
2011-04-05,13310,14023,13270,13945,453781,445392.0,25306350.0
2011-04-06,13666,13785,13389,13469,209284,430208.0,25306350.0
2011-04-07,13349,13428,13072,13152,227899,420085.0,25306350.0
2011-04-08,13072,13231,12834,13033,173404,416289.0,25306350.0
2011-04-11,13032,13152,12676,12716,141552,406167.0,25306350.0
2011-04-12,12636,12755,12399,12399,167423,396044.0,25306350.0
2011-04-13,12240,12557,12161,12281,141495,392248.0,25306350.0
2011-04-14,12280,12596,12280,12519,74047,399840.0,25306350.0
2011-04-15,12438,12557,12359,12479,71526,398575.0,25306350.0
2011-04-18,12557,12557,12201,12360,95515,394779.0,25306350.0
2011-04-19,12201,12557,12201,12519,79513,399840.0,25306350.0
2011-04-20,12478,12676,12478,12598,73830,402371.0,25306350.0
2011-04-21,12676,13191,12596,12994,249501,415024.0,25306350.0
2011-04-22,13032,13112,12676,12716,135285,406167.0,25306350.0
2011-04-25,12676,12834,12557,12677,112401,404902.0,25306350.0
2011-04-26,12557,12716,12478,12558,146419,401106.0,25306350.0
2011-04-27,12676,12755,12557,12677,71248,404902.0,25306350.0
2011-04-28,12676,12874,12596,12835,166887,409963.0,25306350.0
2011-04-29,12993,13785,12834,13667,526993,436535.0,25306350.0
2011-05-02,13745,13825,13428,13509,247124,431473.0,25306350.0
2011-05-03,13548,13627,13310,13548,128156,432739.0,25306350.0
2011-05-04,13706,13706,13349,13351,96673,426412.0,25306350.0
2011-05-06,13349,13548,13072,13469,94108,430208.0,25306350.0
2011-05-09,13468,13548,13231,13390,60128,427677.0,25306350.0
2011-05-11,13310,13468,13191,13390,121167,427677.0,25306350.0
2011-05-12,13468,13627,13310,13509,121133,431473.0,25306350.0
2011-05-13,13548,13864,13310,13311,105428,425147.0,25306350.0
2011-05-16,13428,13428,13191,13311,46976,425147.0,25306350.0
2011-05-17,13231,13270,13032,13073,85844,417555.0,25306350.0
2011-05-18,13072,13152,12993,13152,77460,420085.0,25306350.0
2011-05-19,13231,13270,13032,13073,77200,417555.0,25306350.0
2011-05-20,13072,13191,12280,12320,373015,393514.0,25306350.0
2011-05-23,12161,12914,12002,12716,165577,406167.0,25306350.0
2011-05-24,12517,12795,12517,12677,30481,404902.0,25306350.0
2011-05-25,12755,12834,12399,12399,45383,396044.0,25306350.0
2011-05-26,12596,12596,12399,12598,48611,402371.0,25306350.0
2011-05-27,12478,12676,12399,12479,61938,398575.0,25306350.0
2011-05-30,12517,12557,12359,12360,53652,394779.0,25306350.0
2011-05-31,12399,12596,12399,12598,37241,402371.0,25306350.0
2011-06-01,12636,12795,12596,12637,35161,403636.0,25306350.0
2011-06-02,12914,12914,12438,12637,48833,403636.0,25306350.0
2011-06-03,12676,12676,12478,12519,26166,399840.0,25306350.0
2011-06-07,12517,12834,12478,12716,48422,406167.0,25306350.0
2011-06-08,12637,12795,12517,12558,31759,401106.0,25306350.0
2011-06-09,12716,12716,12478,12558,40678,401106.0,25306350.0
2011-06-10,12557,12596,12478,12558,40303,401106.0,25306350.0
2011-06-13,12399,12676,12399,12677,33896,404902.0,25306350.0
2011-06-14,12636,12716,12557,12637,35846,403636.0,25306350.0
2011-06-15,12795,12795,12596,12677,35913,404902.0,25306350.0
2011-06-16,12716,13072,12557,12795,70702,408698.0,25306350.0
2011-06-17,12953,13032,12121,12677,164188,404902.0,25306350.0
2011-06-20,12874,12874,12557,12677,49783,404902.0,25306350.0
2011-06-21,12914,12914,12676,12716,22129,406167.0,25306350.0
2011-06-22,12716,12795,12637,12756,39632,407432.0,25306350.0
2011-06-23,12676,12834,12676,12716,43222,406167.0,25306350.0
2011-06-24,12637,12795,12637,12677,66290,404902.0,25306350.0
2011-06-27,12716,12755,12517,12558,82485,401106.0,25306350.0
2011-06-28,12755,12755,12596,12677,39150,404902.0,25306350.0
2011-06-29,12637,12716,12596,12677,42322,404902.0,25306350.0
2011-06-30,12716,13072,12676,12954,93474,413759.0,25306350.0
2011-07-01,12993,12993,12834,12915,40567,412494.0,25306350.0
2011-07-04,12953,13152,12914,13073,126179,417555.0,25306350.0
2011-07-05,13112,13152,12993,13073,43592,417555.0,25306350.0
2011-07-06,13152,13627,13032,13430,427470,428943.0,25306350.0
2011-07-07,13508,13785,13349,13786,272952,440330.0,25306350.0
2011-07-08,13864,13984,12953,13667,714091,436535.0,25306350.0
2011-07-11,13666,14102,13627,14063,199164,449188.0,25306350.0
2011-07-12,13944,14142,13785,14063,173577,449188.0,25306350.0
2011-07-13,14063,14260,14023,14142,137682,451718.0,25306350.0
2011-07-14,14181,14260,13904,14142,124411,451718.0,25306350.0
2011-07-15,14142,14339,14063,14222,101920,454249.0,25306350.0
2011-07-18,14300,14419,14063,14380,91918,459310.0,25306350.0
2011-07-19,14300,14380,14181,14262,61640,455514.0,25306350.0
2011-07-20,14419,14775,14260,14301,176955,456780.0,25306350.0
2011-07-21,14300,14498,13944,14341,107614,458045.0,25306350.0
2011-07-22,14419,14895,14339,14499,211856,463106.0,25306350.0
2011-07-25,14617,15132,14577,14895,191317,475759.0,25306350.0
2011-07-26,15053,15092,14657,15014,103623,479555.0,25306350.0
2011-07-27,15053,15053,14538,14538,163111,464372.0,25306350.0
2011-07-28,14339,15013,14260,14935,131171,477025.0,25306350.0
2011-07-29,14934,14934,14617,14618,67224,466902.0,25306350.0
2011-08-01,14617,14934,14380,14935,96556,486827.0,25826350.0
2011-08-02,14816,14895,14498,14618,87725,476496.0,25826350.0
2011-08-03,14459,14538,14221,14459,111128,471331.0,25826350.0
2011-08-04,14617,14696,14221,14380,94881,468748.0,25826350.0
2011-08-05,13548,14260,13428,14024,195125,457126.0,25826350.0
2011-08-08,13785,14181,12834,13865,171433,451961.0,25826350.0
2011-08-09,13231,13468,12280,13231,220996,431300.0,25826350.0
2011-08-10,13745,13984,13627,13865,107946,451961.0,25826350.0
2011-08-11,13507,14380,13468,13905,135420,453252.0,25826350.0
2011-08-12,14102,14102,13825,14063,93266,458418.0,25826350.0
2011-08-16,14260,14419,14023,14183,80195,462292.0,25826350.0
2011-08-17,14023,14221,13944,14142,38907,461000.0,25826350.0
2011-08-18,14102,14419,13904,14420,150099,470040.0,25826350.0
2011-08-19,14102,15607,13944,15054,498792,490701.0,25826350.0
2011-08-22,15330,15647,14498,15094,258886,491992.0,25826350.0
2011-08-23,15291,15330,14260,14262,298425,464874.0,25826350.0
2011-08-24,14339,14380,13666,13984,200169,455835.0,25826350.0
2011-08-25,14181,14181,13508,13627,173100,444213.0,25826350.0
2011-08-26,13508,13666,13152,13192,164765,430009.0,25826350.0
2011-08-29,13191,13508,13152,13351,107183,435174.0,25826350.0
2011-08-30,13428,14023,13231,13984,166931,455835.0,25826350.0
2011-08-31,14181,14181,13706,13865,89665,451961.0,25826350.0
2011-09-01,13864,14063,13508,13706,148602,446796.0,25826350.0
2011-09-02,13627,13825,13548,13667,44533,445505.0,25826350.0
2011-09-05,13587,13825,13389,13469,60215,439048.0,25826350.0
2011-09-06,13310,13428,12993,13073,89135,426135.0,25826350.0
2011-09-07,14260,14380,13468,13667,333391,445505.0,25826350.0
2011-09-08,13627,14102,13310,13945,137927,454544.0,25826350.0
2011-09-09,13944,14023,13627,13627,42721,444213.0,25826350.0
2011-09-14,13627,13904,13231,13231,63818,431300.0,25826350.0
2011-09-15,13508,13587,13191,13390,33711,436465.0,25826350.0
2011-09-16,13468,13745,13428,13747,37626,448087.0,25826350.0
2011-09-19,13745,13785,13389,13588,53608,442922.0,25826350.0
2011-09-20,13389,13627,13270,13588,71934,442922.0,25826350.0
2011-09-21,13666,13944,13627,13865,62371,451961.0,25826350.0
2011-09-22,13706,13984,13587,13826,74331,450670.0,25826350.0
2011-09-23,13468,13587,12914,12915,111017,420970.0,25826350.0
2011-09-26,13032,13112,11805,12281,91510,400308.0,25826350.0
2011-09-27,12399,12914,12399,12835,40270,418387.0,25826350.0
2011-09-28,12636,12914,12557,12716,42128,414513.0,25826350.0
2011-09-29,12676,13032,12438,13033,20082,424843.0,25826350.0
2011-09-30,12874,12953,12676,12875,30352,419678.0,25826350.0
2011-10-04,12320,12993,12320,12994,58080,423552.0,25826350.0
2011-10-05,13072,13072,12596,12915,27203,420970.0,25826350.0
2011-10-06,12914,13152,12478,12756,89139,415804.0,25826350.0
2011-10-07,12637,13032,12637,13033,51135,424843.0,25826350.0
2011-10-10,12834,13032,12716,12915,34210,420970.0,25826350.0
2011-10-11,12676,12953,12676,12795,77061,417096.0,25826350.0
2011-10-12,12795,12953,12676,12835,51892,418387.0,25826350.0
2011-10-13,12914,12993,12716,12994,56968,423552.0,25826350.0
2011-10-14,12874,12953,12755,12915,45546,420970.0,25826350.0
2011-10-17,12834,13270,12834,13271,88807,432591.0,25826350.0
2011-10-18,13072,13231,12834,12835,81037,418387.0,25826350.0
2011-10-19,12914,13112,12676,12756,154204,415804.0,25826350.0
2011-10-20,12716,12834,12478,12677,68980,413222.0,25826350.0
2011-10-21,12637,12676,12399,12519,102150,408056.0,25826350.0
2011-10-24,12637,12716,12478,12598,81677,410639.0,25826350.0
2011-10-25,12557,12676,12517,12558,43127,409348.0,25826350.0
2011-10-26,12438,12637,12438,12598,64034,410639.0,25826350.0
2011-10-27,12596,12676,12438,12558,92315,409348.0,25826350.0
2011-10-28,12676,12874,12636,12795,79800,417096.0,25826350.0
2011-10-31,12716,12795,12596,12756,54276,415804.0,25826350.0
2011-11-01,12637,12676,12399,12519,69825,408056.0,25826350.0
2011-11-02,12280,12596,12121,12360,88302,402891.0,25826350.0
2011-11-03,12399,12676,12359,12677,42395,413222.0,25826350.0
2011-11-04,12755,12755,12517,12558,61555,409348.0,25826350.0
2011-11-07,12557,12637,12438,12598,27326,410639.0,25826350.0
2011-11-08,12517,12716,12517,12558,45168,409348.0,25826350.0
2011-11-09,12517,12596,12438,12519,57304,408056.0,25826350.0
2011-11-10,12320,12359,11884,12122,104309,395143.0,25826350.0
2011-11-11,12121,12161,11884,11963,100141,389978.0,25826350.0
2011-11-14,12002,12517,11963,12122,71186,395143.0,25826350.0
2011-11-15,12240,12637,12121,12558,98114,409348.0,25826350.0
2011-11-16,12637,12637,12399,12519,53082,408056.0,25826350.0
2011-11-17,12399,12596,12280,12598,21008,410639.0,25826350.0
2011-11-18,12399,12438,12121,12399,37416,404182.0,25826350.0
2011-11-21,12201,12596,12201,12360,52160,402891.0,25826350.0
2011-11-22,12399,12438,12042,12241,47379,399017.0,25826350.0
2011-11-23,12240,12240,11963,12162,24869,396434.0,25826350.0
2011-11-24,11963,12596,11963,12558,37730,409348.0,25826350.0
2011-11-25,12557,12834,12320,12716,102993,414513.0,25826350.0
2011-11-28,12795,12874,12557,12795,43334,417096.0,25826350.0
2011-11-29,12676,12874,12557,12598,53774,410639.0,25826350.0
2011-11-30,12517,12637,12438,12598,106321,410639.0,25826350.0
2011-12-01,12637,12795,12517,12558,151954,409348.0,25826350.0
2011-12-02,12557,12637,12517,12598,43118,410639.0,25826350.0
2011-12-05,12676,12755,12517,12558,53141,409348.0,25826350.0
2011-12-06,12517,12596,12359,12479,48273,406765.0,25826350.0
2011-12-07,12320,12596,12320,12479,23922,406765.0,25826350.0
2011-12-08,12438,12596,12320,12479,145338,406765.0,25826350.0
2011-12-09,12399,12637,12399,12479,136090,406765.0,25826350.0
2011-12-12,12557,12596,12438,12479,113481,406765.0,25826350.0
2011-12-13,12478,12478,12320,12360,108739,402891.0,25826350.0
2011-12-14,12478,12914,12399,12875,260300,419678.0,25826350.0
2011-12-15,12834,12874,12636,12716,125037,414513.0,25826350.0
2011-12-16,12755,13032,12637,12994,123826,423552.0,25826350.0
2011-12-19,12993,13072,11884,12399,120461,404182.0,25826350.0
2011-12-20,12399,12795,12121,12756,79790,415804.0,25826350.0
2011-12-21,12874,12993,12676,12875,92113,419678.0,25826350.0
2011-12-22,12834,13112,12676,13033,67660,424843.0,25826350.0
2011-12-23,13231,13231,12953,12994,104328,423552.0,25826350.0
2011-12-26,13032,13032,12834,12915,65798,420970.0,25826350.0
2011-12-27,12834,12914,12517,12756,120674,415804.0,25826350.0
2011-12-28,12359,12557,12320,12519,76214,408056.0,25826350.0
2011-12-29,12359,12676,12280,12598,54565,410639.0,25826350.0
2012-01-02,12557,12557,12280,12440,43452,405474.0,25826350.0
2012-01-03,12596,12874,12280,12795,112006,417096.0,25826350.0
2012-01-04,12834,13072,12596,12994,76478,423552.0,25826350.0
2012-01-05,12993,13032,12637,12915,111222,420970.0,25826350.0
2012-01-06,12874,13152,12676,13113,79622,427426.0,25826350.0
2012-01-09,13072,13072,12637,12954,127261,422261.0,25826350.0
2012-01-10,12953,13072,12795,12994,105230,423552.0,25826350.0
2012-01-11,12993,12993,12596,12677,100003,413222.0,25826350.0
2012-01-12,12637,12716,12557,12677,29090,413222.0,25826350.0
2012-01-13,12596,12755,12557,12598,42203,410639.0,25826350.0
2012-01-16,12517,12596,12280,12479,48493,406765.0,25826350.0
2012-01-17,12478,12795,12399,12795,54873,417096.0,25826350.0
2012-01-18,12755,12914,12557,12835,80470,418387.0,25826350.0
2012-01-19,12953,13508,12795,12835,218182,418387.0,25826350.0
2012-01-20,12874,13072,12517,12716,200844,414513.0,25826350.0
2012-01-25,12716,12874,12359,12637,179135,411930.0,25826350.0
