동원시스템즈(014820),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-04-12,41921,42111,41161,41732,303400,105040.0,2381856.0
1999-04-13,41923,44953,41543,42583,523400,107184.0,2381856.0
1999-04-14,42585,44955,42305,44476,634600,111947.0,2381856.0
1999-04-15,45149,45339,44009,44760,742700,112662.0,2381856.0
1999-04-16,44955,47505,44765,45895,897800,115520.0,2381856.0
1999-04-19,46564,48264,46374,46794,610400,117783.0,2381856.0
1999-04-20,46370,47130,45420,45801,442200,115282.0,2381856.0
1999-04-21,46272,46942,45332,45422,780200,114329.0,2381856.0
1999-04-22,45422,45422,45422,45422,0,114329.0,2381856.0
1999-04-23,45422,45422,45422,45422,0,,
1999-04-26,49215,52245,47795,52236,1235440,131478.0,23818560.0
1999-04-27,58585,60005,56784,59995,2508390,151010.0,23818560.0
1999-04-28,61414,68995,60094,68985,2415990,173637.0,23818560.0
1999-04-29,70973,77603,67193,68133,2227270,171494.0,23818560.0
1999-04-30,70033,72863,64353,68133,1389530,171494.0,23818560.0
1999-05-03,69085,72396,68135,70026,908690,176257.0,23818560.0
1999-05-04,70972,72682,67192,69553,851430,175066.0,23818560.0
1999-05-06,69559,70979,66249,69080,886350,173875.0,23818560.0
1999-05-07,69080,70500,65290,66241,953420,166730.0,23818560.0
1999-05-10,66244,66244,63404,65294,815110,164348.0,23818560.0
1999-05-11,65295,73816,65295,70026,1760970,176257.0,23818560.0
1999-05-12,69559,69559,64828,65389,610030,164586.0,23818560.0
1999-05-13,66248,68618,64358,64348,611670,161966.0,23818560.0
1999-05-14,63406,65297,57166,57156,585700,143864.0,23818560.0
1999-05-17,59627,59627,53946,54507,469870,137195.0,23818560.0
1999-05-18,53561,56401,53091,55831,598010,140530.0,23818560.0
1999-05-19,56780,58670,56300,57440,516920,144579.0,23818560.0
1999-05-20,56786,56786,51106,52046,325440,131002.0,23818560.0
1999-05-21,52058,54799,51108,53939,337010,135766.0,23818560.0
1999-05-24,54220,55360,52050,52330,179520,131717.0,23818560.0
1999-05-25,52248,54328,52058,53939,259470,135766.0,23818560.0
1999-05-26,54985,58675,54895,57346,378960,144340.0,23818560.0
1999-05-27,58670,59050,55829,56210,390230,141482.0,23818560.0
1999-05-28,57720,60090,57160,58670,553960,147675.0,23818560.0
1999-05-31,59718,61048,58678,59238,476330,149104.0,23818560.0
1999-06-01,59330,65290,58670,63780,1386250,160537.0,23818560.0
1999-06-02,66241,67661,62461,63402,918020,159584.0,23818560.0
1999-06-03,62931,63871,59621,60941,573890,153392.0,23818560.0
1999-06-04,58772,61983,58772,60563,377250,152439.0,23818560.0
1999-06-07,61132,63123,59712,60563,408260,152439.0,23818560.0
1999-06-08,60566,63406,60566,61036,464170,153630.0,23818560.0
1999-06-09,61230,61510,58480,58670,402780,147675.0,23818560.0
1999-06-10,56976,60096,56786,59617,372260,150057.0,23818560.0
1999-06-11,61048,66249,61048,64159,1081140,161490.0,23818560.0
1999-06-14,66243,67193,63403,64254,602310,161728.0,23818560.0
1999-06-15,63407,63407,57536,59617,469290,150057.0,23818560.0
1999-06-16,58779,61710,58779,60090,297440,151248.0,23818560.0
1999-06-17,60092,61893,59622,60563,346610,152439.0,23818560.0
1999-06-18,60189,61519,58678,60279,360080,151724.0,23818560.0
1999-06-21,60567,67198,60567,64348,822000,161966.0,23818560.0
1999-06-22,65298,66158,62087,64348,480120,161966.0,23818560.0
1999-06-23,66249,72690,66249,69080,2423460,173875.0,23818560.0
1999-06-24,69084,70974,67664,67944,855910,171017.0,23818560.0
1999-06-25,69087,69937,65966,67187,486520,169112.0,23818560.0
1999-06-28,67197,68807,66716,67187,573430,169112.0,23818560.0
1999-06-29,68429,72310,67669,69080,871140,173875.0,23818560.0
1999-06-30,70034,70034,64544,65294,455080,164348.0,23818560.0
1999-07-01,65776,67947,64356,65957,636040,166015.0,23818560.0
1999-07-02,66243,68613,64163,68133,873210,171494.0,23818560.0
1999-07-05,70039,72399,68708,70499,1316640,177448.0,23818560.0
1999-07-06,70974,74194,69084,72865,1511510,183403.0,23818560.0
1999-07-07,74762,75232,70972,70972,1071910,178639.0,23818560.0
1999-07-08,73813,81573,72202,77123,2639910,194121.0,23818560.0
1999-07-09,78833,79963,74763,77123,1311990,194121.0,23818560.0
1999-07-12,80441,80911,71921,72392,1196500,182212.0,23818560.0
1999-07-13,70979,72970,69089,69080,835560,173875.0,23818560.0
1999-07-14,70977,73727,67197,67187,846990,169112.0,23818560.0
1999-07-15,66240,69080,65290,66241,448120,166730.0,23818560.0
1999-07-16,66243,69843,66243,68133,667760,171494.0,23818560.0
1999-07-19,78353,78353,75703,78353,1300420,197218.0,23818560.0
1999-07-20,83756,85076,77606,77596,4116950,195312.0,23818560.0
1999-07-21,79497,89248,75707,88479,3231110,222704.0,23818560.0
1999-07-22,94636,101736,93686,101727,3713110,256050.0,23818560.0
1999-07-23,116877,116877,113087,116868,3953650,294159.0,23818560.0
1999-07-26,116876,127756,99365,112136,6422360,282250.0,23818560.0
1999-07-27,113565,117345,105995,113556,3269460,285823.0,23818560.0
1999-07-28,118291,122071,113561,114502,2670110,288205.0,23818560.0
1999-07-29,120184,131545,120184,131535,3130820,331078.0,23818560.0
1999-07-30,141003,150934,137693,150934,4301600,379906.0,23818560.0
1999-08-02,151416,170337,151416,152827,3953430,384670.0,23818560.0
1999-08-03,151418,159459,136277,156139,3105720,393006.0,23818560.0
1999-08-04,152351,164181,149041,149042,1761710,375142.0,23818560.0
1999-08-05,137210,144310,126800,127750,1777430,321551.0,23818560.0
1999-08-06,127758,140059,119238,138159,2964990,347751.0,23818560.0
1999-08-09,139116,146687,135326,136267,1905300,342987.0,23818560.0
1999-08-10,139114,144314,133434,134374,1967020,338224.0,23818560.0
1999-08-11,134370,136270,123020,127750,1160210,321551.0,23818560.0
1999-08-12,125863,130123,125863,126804,717750,319169.0,23818560.0
1999-08-13,126808,136749,123968,130589,1464480,328696.0,23818560.0
1999-08-16,130593,135323,126333,126804,962380,319169.0,23818560.0
1999-08-17,126804,130594,108824,108824,1062070,273913.0,23818560.0
1999-08-18,105512,108822,92832,104093,1388790,262004.0,23818560.0
1999-08-19,105995,119716,105995,119706,1541710,301305.0,23818560.0
1999-08-20,121133,128223,118293,119233,2095040,300114.0,23818560.0
1999-08-23,119238,124449,114978,121599,1202900,306068.0,23818560.0
1999-08-24,121602,129642,118762,122072,1707380,307259.0,23818560.0
1999-08-25,122072,125862,121132,122072,913190,307259.0,23818560.0
1999-08-26,122072,131543,120182,120653,1150030,303687.0,23818560.0
1999-08-27,120187,125387,115456,118287,820450,297732.0,23818560.0
1999-08-30,118291,126331,118291,124911,1118980,314405.0,23818560.0
1999-08-31,123024,130124,122074,125384,803480,315596.0,23818560.0
1999-09-01,127754,133434,120184,125384,2023870,315596.0,23818560.0
1999-09-02,120183,127753,118293,119233,1097220,300114.0,23818560.0
1999-09-03,120653,123963,115453,119233,885830,300114.0,23818560.0
1999-09-06,117342,124912,117342,122072,670450,307259.0,23818560.0
1999-09-07,123969,124920,120189,120180,463690,302496.0,23818560.0
1999-09-08,120652,127752,120182,120653,912090,303687.0,23818560.0
1999-09-09,121135,123496,118765,121126,419840,304878.0,23818560.0
1999-09-10,121135,125386,119715,121126,674260,304878.0,23818560.0
1999-09-13,122074,139115,121604,139106,3989730,350133.0,23818560.0
1999-09-14,141001,144781,134371,140052,2409950,352515.0,23818560.0
1999-09-15,140053,147623,139113,144783,1999620,364424.0,23818560.0
1999-09-16,144314,148574,133434,134374,1463330,338224.0,23818560.0
1999-09-17,133434,138164,127753,134374,1264620,338224.0,23818560.0
1999-09-20,133433,153304,132953,143364,3355310,360851.0,23818560.0
1999-09-21,143843,147624,140533,143364,1463650,360851.0,23818560.0
1999-09-22,147157,154257,141946,143837,1690320,362042.0,23818560.0
1999-09-27,142891,145731,132481,132481,888150,333460.0,23818560.0
1999-09-28,133437,139118,130597,133428,1027070,335842.0,23818560.0
1999-09-29,133439,133439,119238,121599,832340,306068.0,23818560.0
1999-09-30,116398,126808,115458,115448,924420,290586.0,23818560.0
1999-10-01,117346,120657,108826,118287,942540,297732.0,23818560.0
1999-10-04,119715,121135,113565,113556,618030,285823.0,23818560.0
1999-10-05,113560,116390,99360,100781,543790,253668.0,23818560.0
1999-10-06,99367,115458,99367,115448,1054730,290586.0,23818560.0
1999-10-07,117343,123023,112613,119233,1108130,300114.0,23818560.0
1999-10-08,121130,121130,114030,117341,569560,295350.0,23818560.0
1999-10-11,122079,124449,118769,120180,829020,302496.0,23818560.0
1999-10-12,120181,125861,118761,123492,913090,310832.0,23818560.0
1999-10-13,122071,132481,121131,132481,1202920,333460.0,23818560.0
1999-10-14,131545,139116,129175,130116,1561300,327505.0,23818560.0
1999-10-15,134375,136275,127755,131535,919010,331078.0,23818560.0
1999-10-18,128705,139115,128225,131535,1684670,331078.0,23818560.0
1999-10-19,133907,135327,123027,125857,865570,316787.0,23818560.0
1999-10-20,131547,132017,126806,127277,691620,320360.0,23818560.0
1999-10-21,127751,131541,123491,123492,705330,310832.0,23818560.0
1999-10-22,123026,125866,118765,121126,636100,304878.0,23818560.0
1999-10-25,118760,122070,113560,117341,521420,295350.0,23818560.0
1999-10-26,114033,121603,109773,119233,863640,300114.0,23818560.0
1999-10-27,118293,123963,116873,119233,506070,300114.0,23818560.0
1999-10-28,119718,130129,119718,129169,1064050,325123.0,23818560.0
1999-10-29,131540,133900,127750,127750,1263980,321551.0,23818560.0
1999-11-01,132480,136740,129170,133901,1248030,337033.0,23818560.0
1999-11-02,133437,138167,130596,134847,1161060,339414.0,23818560.0
1999-11-03,137210,144780,135320,135320,2015570,340605.0,23818560.0
1999-11-04,137213,139113,133433,135794,893560,341796.0,23818560.0
1999-11-05,141945,147625,138165,139106,3241420,350133.0,23818560.0
1999-11-08,143363,151413,141003,144783,1853250,364424.0,23818560.0
1999-11-09,146685,149516,141945,146676,1417890,369188.0,23818560.0
1999-11-10,151416,167496,150466,161817,4034870,407297.0,23818560.0
1999-11-11,166556,185957,164186,185947,3625590,468035.0,23818560.0
1999-11-12,207715,207715,173174,175065,5348070,440643.0,23818560.0
1999-11-15,179805,189266,167025,188786,3073900,475180.0,23818560.0
1999-11-16,188315,200615,182645,190206,2969370,478753.0,23818560.0
1999-11-17,190210,194940,162760,168441,2182580,423970.0,23818560.0
1999-11-18,166079,174129,149998,163709,1855960,412061.0,23818560.0
1999-11-19,161821,171281,160871,165602,1761100,416825.0,23818560.0
1999-11-22,165609,168449,159929,163709,1067330,412061.0,23818560.0
1999-11-23,160871,178851,159921,176011,1904680,443025.0,23818560.0
1999-11-24,173170,179800,170330,178850,1493270,450171.0,23818560.0
1999-11-25,178858,191628,176488,183108,2648270,460889.0,23818560.0
1999-11-26,179807,187847,162766,169387,1457890,426352.0,23818560.0
1999-11-29,165603,173173,163713,170333,951350,428734.0,23818560.0
1999-11-30,170333,176963,167493,170333,1326310,428734.0,23818560.0
1999-12-01,172237,178857,159456,161817,1325550,407297.0,23818560.0
1999-12-02,165606,165606,147155,148095,1417150,372760.0,23818560.0
1999-12-03,148573,155193,143362,153773,1106690,387052.0,23818560.0
1999-12-06,160877,163248,152357,158978,1559900,400152.0,23818560.0
1999-12-07,158987,168918,151417,151407,1473560,381097.0,23818560.0
1999-12-08,154251,159921,149511,158031,983950,397770.0,23818560.0
1999-12-09,160870,178850,159920,178850,2545170,450171.0,23818560.0
1999-12-10,179806,180746,166076,170806,2061350,429925.0,23818560.0
1999-12-13,172239,182649,169398,172699,1396740,434689.0,23818560.0
1999-12-14,172237,180747,165606,176957,1777020,445407.0,23818560.0
1999-12-15,176488,185479,168918,174119,2315580,438262.0,23818560.0
1999-12-16,175540,181690,168440,168441,980020,423970.0,23818560.0
1999-12-17,168914,171284,152833,159924,1040410,402534.0,23818560.0
1999-12-20,159924,163714,157094,159924,554870,402534.0,23818560.0
1999-12-21,157095,160875,149514,149515,855830,376333.0,23818560.0
1999-12-22,146681,169861,137691,165602,1615730,416825.0,23818560.0
1999-12-23,165608,166558,149517,151407,1193970,381097.0,23818560.0
1999-12-24,154250,160870,150460,151881,687180,382288.0,23818560.0
1999-12-27,154253,160873,148573,152354,872900,383479.0,23818560.0
1999-12-28,151884,156145,141944,149515,802230,376333.0,23818560.0
2000-01-04,162761,168441,158981,165602,940660,416825.0,23818560.0
2000-01-05,158036,162766,153776,154246,667600,388243.0,23818560.0
2000-01-06,156145,158985,142894,149515,566770,376333.0,23818560.0
2000-01-07,142892,148572,139582,146203,478650,367997.0,23818560.0
2000-01-10,148579,150469,141009,145730,451700,366806.0,23818560.0
2000-01-11,145734,155194,145734,149515,828690,376333.0,23818560.0
2000-01-12,146688,147628,139588,140998,438270,354897.0,23818560.0
2000-01-13,140058,140058,131547,133428,694020,335842.0,23818560.0
2000-01-14,133433,137214,125383,126804,773320,319169.0,23818560.0
2000-01-17,134372,135322,129642,129643,555280,326314.0,23818560.0
2000-01-18,130598,136279,126808,130589,578920,328696.0,23818560.0
2000-01-19,127750,128700,116390,117341,633600,295350.0,23818560.0
2000-01-20,109777,123028,105047,123019,869410,309641.0,23818560.0
2000-01-21,118296,131547,110726,125857,974950,316787.0,23818560.0
2000-01-24,126803,134373,123023,126804,910440,319169.0,23818560.0
2000-01-25,123490,135320,123490,126331,1099980,317978.0,23818560.0
2000-01-26,129175,130125,122075,122545,477470,308450.0,23818560.0
2000-01-27,122078,125388,121138,123019,397150,309641.0,23818560.0
2000-01-28,123020,141470,123020,133901,1885650,337033.0,23818560.0
2000-01-31,132480,143360,131060,135320,1121450,340605.0,23818560.0
2000-02-01,144788,148578,140058,140998,1294740,354897.0,23818560.0
2000-02-02,141003,150463,137213,144783,1480910,364424.0,23818560.0
2000-02-03,146685,150465,140525,148095,978060,372760.0,23818560.0
2000-02-07,147621,153301,147621,149042,740970,375142.0,23818560.0
2000-02-08,149514,149994,140054,141944,588940,357278.0,23818560.0
2000-02-09,142891,145261,137211,140052,516990,352515.0,23818560.0
2000-02-10,137216,144317,133906,136267,518250,342987.0,23818560.0
2000-02-11,137214,145264,131064,141944,1113940,357278.0,23818560.0
2000-02-14,141004,145734,134374,134374,549440,338224.0,23818560.0
2000-02-15,134370,137210,123020,127750,628530,321551.0,23818560.0
2000-02-16,129642,141943,128222,137213,865420,345369.0,23818560.0
2000-02-17,137215,141005,133435,139106,533260,350133.0,23818560.0
2000-02-18,139114,146684,137214,141944,830180,357278.0,23818560.0
2000-02-21,138162,141942,133432,138632,459050,348942.0,23818560.0
2000-02-22,143845,155675,141945,155666,1723600,391815.0,23818560.0
2000-02-23,160403,163243,149043,153773,1571070,387052.0,23818560.0
2000-02-24,153776,170337,153776,169387,1659830,426352.0,23818560.0
2000-02-25,165601,173171,164181,165602,985070,416825.0,23818560.0
2000-02-28,160876,172236,158985,163236,771810,410870.0,23818560.0
2000-02-29,163248,167498,151417,158978,674960,400152.0,23818560.0
2000-03-02,164668,173179,161828,165129,976390,415634.0,23818560.0
2000-03-03,168448,171758,157097,158978,590360,400152.0,23818560.0
2000-03-06,165601,173171,158981,165602,939620,416825.0,23818560.0
2000-03-07,163713,170333,160873,170333,589240,428734.0,23818560.0
2000-03-08,164669,172239,163719,163709,788410,412061.0,23818560.0
2000-03-09,164188,169398,158987,158978,526270,400152.0,23818560.0
2000-03-10,166555,166555,156145,157085,412010,395388.0,23818560.0
2000-03-13,154253,160873,151413,152354,412440,383479.0,23818560.0
2000-03-14,149514,153304,141944,141944,578950,357278.0,23818560.0
2000-03-15,138162,140533,132952,137213,460610,345369.0,23818560.0
2000-03-16,139119,141009,128228,130589,490440,328696.0,23818560.0
2000-03-17,135327,138168,129647,133428,564430,335842.0,23818560.0
2000-03-20,133434,139114,132484,134374,422570,338224.0,23818560.0
2000-03-21,133431,134851,129171,132481,547330,333460.0,23818560.0
2000-03-22,133434,138164,131543,134374,840850,338224.0,23818560.0
2000-03-23,138161,139111,132481,132481,469020,333460.0,23818560.0
2000-03-24,132481,135321,131061,132481,385610,333460.0,23818560.0
2000-03-27,135324,138634,132484,134374,412800,338224.0,23818560.0
2000-03-28,134851,138161,131541,132481,456540,333460.0,23818560.0
2000-03-29,131541,132011,124911,124911,592270,314405.0,23818560.0
2000-03-30,123029,124920,120189,120180,357530,302496.0,23818560.0
2000-03-31,121139,126809,121139,121599,478970,306068.0,23818560.0
2000-04-03,122555,124446,111665,113556,416400,285823.0,23818560.0
2000-04-04,108825,113566,104575,112136,359020,282250.0,23818560.0
2000-04-06,113566,115456,110246,112136,222770,282250.0,23818560.0
2000-04-07,112143,121134,112143,117814,531170,296541.0,23818560.0
2000-04-10,122072,131542,119232,129643,1216190,326314.0,23818560.0
2000-04-11,124911,125861,114031,115921,508550,291777.0,23818560.0
2000-04-12,117818,119718,115458,115448,331070,290586.0,23818560.0
2000-04-14,106938,111668,104098,106458,503410,267959.0,23818560.0
2000-04-17,90844,94634,90844,90844,498580,228658.0,23818560.0
2000-04-18,104095,104095,91984,98415,1019600,247713.0,23818560.0
2000-04-19,102202,113082,100782,104093,1442620,262004.0,23818560.0
2000-04-20,105040,111190,103150,108351,1377350,272723.0,23818560.0
2000-04-21,108823,111193,105513,110244,568510,277486.0,23818560.0
2000-04-24,113081,113081,106461,106931,326880,269150.0,23818560.0
2000-04-25,102208,106939,102208,105039,408410,264386.0,23818560.0
2000-04-26,110720,110720,100780,100781,374580,253668.0,23818560.0
2000-04-27,96054,106465,95584,98415,347150,247713.0,23818560.0
2000-04-28,99836,104096,98416,103146,327170,259622.0,23818560.0
2000-05-02,101738,106469,101738,105039,316070,264386.0,23818560.0
2000-05-03,103152,104092,101732,104093,156810,262004.0,23818560.0
2000-05-04,103153,105993,100783,102673,275110,258431.0,23818560.0
2000-05-08,105992,116393,105992,111663,815690,281059.0,23818560.0
2000-05-09,111194,114504,107404,107405,314290,270341.0,23818560.0
2000-05-10,109305,115456,107885,112136,599770,282250.0,23818560.0
2000-05-12,113084,115454,107404,107405,662330,270341.0,23818560.0
2000-05-15,106931,113561,99361,99361,707490,250095.0,23818560.0
2000-05-16,102670,105990,99830,102200,444680,257240.0,23818560.0
2000-05-17,105992,113562,101252,104093,1047240,262004.0,23818560.0
2000-05-18,97473,102203,89903,93683,522600,235804.0,23818560.0
2000-05-19,93783,95583,85173,91034,615240,229135.0,23818560.0
2000-05-22,87066,89146,77415,77786,579330,195789.0,23818560.0
2000-05-23,70979,76659,70979,72959,634250,183641.0,23818560.0
2000-05-24,69085,77125,64354,71445,1181470,179830.0,23818560.0
2000-05-25,74767,82148,73917,82139,1115350,206745.0,23818560.0
2000-05-26,79967,81298,74767,74757,591310,188167.0,23818560.0
2000-05-29,70032,82142,69082,78543,428240,197694.0,23818560.0
2000-05-30,84035,86875,82045,86775,670530,218416.0,23818560.0
2000-05-31,94637,99368,93687,98888,1104490,248904.0,23818560.0
2000-06-01,97942,103622,93302,96522,1124270,242949.0,23818560.0
2000-06-02,105992,105992,95582,96522,819500,242949.0,23818560.0
2000-06-05,102206,107886,99836,103146,1507060,259622.0,23818560.0
2000-06-07,101256,105047,97946,101727,985360,256050.0,23818560.0
2000-06-08,101732,103623,93212,95103,978560,239377.0,23818560.0
2000-06-09,91794,93684,88764,90844,876950,228658.0,23818560.0
2000-06-12,91796,100317,90946,100307,1263030,252477.0,23818560.0
2000-06-13,94635,98415,92744,94535,662170,237947.0,23818560.0
2000-06-14,92830,96050,90840,93021,346010,234136.0,23818560.0
2000-06-15,90180,91890,86110,86681,413110,218178.0,23818560.0
2000-06-16,89435,91325,86115,88006,486140,221513.0,23818560.0
2000-06-19,86496,88486,84226,85167,380610,214367.0,23818560.0
2000-06-20,87156,88016,83375,86586,307520,217940.0,23818560.0
2000-06-21,88013,91224,86873,87154,447160,219369.0,23818560.0
2000-06-22,89903,89903,85552,86113,286360,216749.0,23818560.0
2000-06-23,85172,89713,84322,86113,254610,216749.0,23818560.0
2000-06-26,86117,91798,86117,89898,622010,226276.0,23818560.0
2000-06-27,92746,94636,90946,94156,612010,236995.0,23818560.0
2000-06-28,92838,97009,91988,93589,420820,235566.0,23818560.0
2000-06-29,95101,95581,88191,88952,449090,223894.0,23818560.0
2000-06-30,88014,89435,86214,89425,354940,225085.0,23818560.0
2000-07-03,91322,102673,90372,102673,2085150,258431.0,23818560.0
2000-07-04,105995,112615,104095,105985,3012930,266768.0,23818560.0
2000-07-05,110721,116391,104571,114502,2505870,288205.0,23818560.0
2000-07-06,115459,118299,110729,112609,1808320,283441.0,23818560.0
2000-07-07,115451,116871,109301,114502,1295980,288205.0,23818560.0
2000-07-10,113560,125380,112140,117341,2210790,295350.0,23818560.0
2000-07-11,116394,119714,108824,108824,1174410,273913.0,23818560.0
2000-07-12,108820,112140,105510,109770,812370,276295.0,23818560.0
2000-07-13,109777,118298,109777,115448,1671530,290586.0,23818560.0
2000-07-14,115451,121131,112141,115921,2363850,291777.0,23818560.0
2000-07-18,119235,124915,116875,122545,2459790,308450.0,23818560.0
2000-07-19,123024,123964,114504,116394,1225770,292968.0,23818560.0
2000-07-20,112614,114034,106934,108824,1025470,273913.0,23818560.0
2000-07-21,110720,113080,106930,109770,831390,276295.0,23818560.0
2000-07-24,106939,108359,96528,97469,840120,245331.0,23818560.0
2000-07-25,94636,102676,92836,101727,948640,256050.0,23818560.0
2000-07-26,102205,105045,99835,104566,693240,263195.0,23818560.0
2000-07-27,102202,106932,101252,104093,495450,262004.0,23818560.0
2000-07-28,101258,105518,101258,105039,511240,264386.0,23818560.0
2000-07-31,105512,115452,103622,113082,1223100,284632.0,23818560.0
2000-08-01,114508,116878,111198,114029,1141520,287014.0,23818560.0
2000-08-02,114501,120651,113081,114502,753470,288205.0,23818560.0
2000-08-03,115459,116399,111669,112609,640800,283441.0,23818560.0
2000-08-04,111666,114506,110246,110717,437960,278677.0,23818560.0
2000-08-07,111662,114032,104092,104093,519730,262004.0,23818560.0
2000-08-08,106933,107883,100783,101254,483120,254859.0,23818560.0
2000-08-09,103628,106938,102208,106458,452130,267959.0,23818560.0
2000-08-10,106463,108824,103623,108824,449880,273913.0,23818560.0
2000-08-11,105510,109770,105040,108351,552550,272723.0,23818560.0
2000-08-14,114502,115452,111192,113082,738030,284632.0,23818560.0
2000-08-16,114504,116395,111664,114975,583320,289396.0,23818560.0
2000-08-17,115920,122070,115920,117341,1232550,295350.0,23818560.0
2000-08-18,115455,119235,110725,113556,495930,285823.0,23818560.0
2000-08-21,111196,113086,110726,112136,254840,282250.0,23818560.0
2000-08-22,110722,114502,110722,113082,386180,284632.0,23818560.0
2000-08-23,113087,113087,108827,109297,292210,275104.0,23818560.0
2000-08-24,108357,111197,105516,109297,331370,275104.0,23818560.0
2000-08-25,108823,110723,106463,110244,286160,277486.0,23818560.0
2000-08-28,110722,114972,109302,113082,564900,284632.0,23818560.0
2000-08-29,114035,114505,110725,113556,350020,285823.0,23818560.0
2000-08-30,112616,112616,110726,110717,185310,278677.0,23818560.0
2000-08-31,107885,109305,104575,105985,334050,266768.0,23818560.0
2000-09-01,107401,108821,105511,106931,189260,269150.0,23818560.0
2000-09-04,106467,112148,105997,107878,357610,271532.0,23818560.0
2000-09-05,109772,111662,108822,111663,285210,281059.0,23818560.0
2000-09-06,109777,110727,108357,109297,159350,275104.0,23818560.0
2000-09-07,106935,107885,105515,105985,222260,266768.0,23818560.0
