이연제약(102460),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-02-15,9850,10119,9811,9966,133017,167055.0,12900000.0
2012-02-16,9965,10581,9850,10312,186097,172860.0,12900000.0
2012-02-17,10466,11812,10312,11505,389037,192855.0,12900000.0
2012-02-20,11620,11697,11081,11159,181110,187050.0,12900000.0
2012-02-21,11081,11158,10619,10889,129517,182535.0,12900000.0
2012-02-22,10889,11466,10619,11466,179500,192210.0,12900000.0
2012-02-23,11466,11466,10619,10812,129331,181245.0,12900000.0
2012-02-24,10619,10927,10542,10851,84399,181890.0,12900000.0
2012-02-27,10850,11043,10389,10428,56072,174795.0,12900000.0
2012-02-28,10427,10619,10004,10158,72342,170280.0,12900000.0
2012-02-29,10312,10312,10042,10312,31170,172860.0,12900000.0
2012-03-02,10389,10389,9927,10235,41973,171570.0,12900000.0
2012-03-05,10235,10427,10119,10274,42733,172215.0,12900000.0
2012-03-06,10389,10389,9234,9773,118891,163830.0,12900000.0
2012-03-07,9504,9888,9504,9581,22353,160605.0,12900000.0
2012-03-08,9581,10312,9581,9889,91983,165765.0,12900000.0
2012-03-09,9850,10081,9657,9696,38430,162540.0,12900000.0
2012-03-12,9657,9888,9504,9658,35090,161895.0,12900000.0
2012-03-13,9657,9773,9427,9581,38365,160605.0,12900000.0
2012-03-14,9696,9734,9542,9696,47585,162540.0,12900000.0
2012-03-15,9619,10081,9542,9812,36482,164475.0,12900000.0
2012-03-16,9811,9850,9581,9735,28613,163185.0,12900000.0
2012-03-19,9619,9850,9273,9350,62121,156735.0,12900000.0
2012-03-20,9350,9388,9119,9158,59386,153510.0,12900000.0
2012-03-21,9157,9311,9080,9158,33660,153510.0,12900000.0
2012-03-22,9119,9388,9080,9235,21503,154800.0,12900000.0
2012-03-23,9080,9273,9080,9273,17564,155445.0,12900000.0
2012-03-26,9350,9350,8734,8811,45640,147705.0,12900000.0
2012-03-27,8926,8926,8542,8811,55967,147705.0,12900000.0
2012-03-28,8734,8849,8580,8658,24620,145125.0,12900000.0
2012-03-29,8542,8696,8465,8696,24235,145770.0,12900000.0
2012-03-30,8696,8734,8503,8619,11967,144480.0,12900000.0
2012-04-02,8657,8696,8465,8696,21831,145770.0,12900000.0
2012-04-03,8696,9003,8580,8696,52990,145770.0,12900000.0
2012-04-04,8542,8619,8388,8504,13070,142545.0,12900000.0
2012-04-05,8272,8580,8118,8311,40700,139320.0,12900000.0
2012-04-06,8195,8272,8118,8157,11430,136740.0,12900000.0
2012-04-09,8080,8080,7772,7850,27870,131580.0,12900000.0
2012-04-10,7464,8118,7464,8003,46840,134160.0,12900000.0
2012-04-12,8080,8080,7811,7926,13219,132870.0,12900000.0
2012-04-13,7964,8080,7849,7965,25114,133515.0,12900000.0
2012-04-16,7926,7964,7695,7965,10480,133515.0,12900000.0
2012-04-17,7926,8003,7541,7696,49730,129000.0,12900000.0
2012-04-18,7695,7811,7641,7734,24033,129645.0,12900000.0
2012-04-19,7772,7811,7664,7665,11432,128484.0,12900000.0
2012-04-20,7657,7849,7641,7673,14491,128613.0,12900000.0
2012-04-23,7772,7772,7526,7642,15660,128097.0,12900000.0
2012-04-24,7564,7564,7210,7295,59484,122292.0,12900000.0
2012-04-25,7310,7310,7118,7118,29721,119325.0,12900000.0
2012-04-26,7141,7249,7103,7103,20251,119067.0,12900000.0
2012-04-27,7079,7226,7079,7226,8670,121131.0,12900000.0
2012-04-30,7333,7618,7287,7619,49184,127710.0,12900000.0
2012-05-02,7610,7610,7356,7488,15517,125517.0,12900000.0
2012-05-03,7587,7680,7541,7626,7920,127839.0,12900000.0
2012-05-04,7626,7772,7603,7773,11726,130290.0,12900000.0
2012-05-07,7695,7695,7526,7619,4810,127710.0,12900000.0
2012-05-08,7549,7695,7487,7657,10570,128355.0,12900000.0
2012-05-09,7510,7541,7326,7388,24430,123840.0,12900000.0
2012-05-10,7356,7572,7356,7403,9700,124098.0,12900000.0
2012-05-11,7403,7464,7349,7457,3506,125001.0,12900000.0
2012-05-14,7487,7557,7480,7488,6885,125517.0,12900000.0
2012-05-15,7487,7587,7195,7403,16310,124098.0,12900000.0
2012-05-16,7387,7395,7203,7280,6132,122034.0,12900000.0
2012-05-17,7233,7464,7233,7311,4170,122550.0,12900000.0
2012-05-18,7256,7256,7056,7165,14723,120099.0,12900000.0
2012-05-21,7110,7195,6910,6995,19900,117261.0,12900000.0
2012-05-22,6995,7179,6995,7134,5056,119583.0,12900000.0
2012-05-23,7010,7133,7010,7026,7335,117777.0,12900000.0
2012-05-24,6964,7079,6926,7003,10048,117390.0,12900000.0
2012-05-25,6941,7033,6941,6980,10870,117003.0,12900000.0
2012-05-29,6941,7156,6941,7072,5562,118551.0,12900000.0
2012-05-30,7126,7126,7041,7080,5540,118680.0,12900000.0
2012-05-31,7064,7310,7002,7272,13273,121905.0,12900000.0
2012-06-01,7272,7541,7272,7503,28495,125775.0,12900000.0
2012-06-04,7156,7372,7126,7134,8832,119583.0,12900000.0
2012-06-05,7110,7256,7110,7157,10087,119970.0,12900000.0
2012-06-07,7210,7333,7195,7326,10734,122808.0,12900000.0
2012-06-08,7310,7341,7126,7272,9410,121905.0,12900000.0
2012-06-11,7303,7433,7203,7419,5514,124356.0,12900000.0
2012-06-12,7310,7418,7272,7365,4520,123453.0,12900000.0
2012-06-13,7287,7310,7179,7272,6620,121905.0,12900000.0
2012-06-14,7179,7272,7179,7265,3204,121776.0,12900000.0
2012-06-15,7264,7295,7126,7257,13315,121647.0,12900000.0
2012-06-18,7264,7326,7164,7280,7018,122034.0,12900000.0
2012-06-19,7280,7341,7226,7295,9391,122292.0,12900000.0
2012-06-20,7241,7295,7233,7234,11609,121260.0,12900000.0
2012-06-21,7195,7380,7195,7342,16066,123066.0,12900000.0
2012-06-22,7233,7380,7218,7326,6891,122808.0,12900000.0
2012-06-25,7303,7464,7303,7403,25605,124098.0,12900000.0
2012-06-26,7395,7464,7333,7372,18111,123582.0,12900000.0
2012-06-27,7372,8118,7364,7926,118348,132870.0,12900000.0
2012-06-28,7926,7926,7634,7773,51351,130290.0,12900000.0
2012-06-29,7772,7926,7657,7773,34540,130290.0,12900000.0
2012-07-02,7849,7926,7672,7773,42559,130290.0,12900000.0
2012-07-03,7811,7887,7672,7696,28479,129000.0,12900000.0
2012-07-04,7695,7734,7603,7696,14610,129000.0,12900000.0
2012-07-05,7695,7734,7580,7657,15848,128355.0,12900000.0
2012-07-06,7634,7849,7634,7696,25420,129000.0,12900000.0
2012-07-09,7695,7734,7626,7696,16540,129000.0,12900000.0
2012-07-10,7657,7687,7541,7549,26498,126549.0,12900000.0
2012-07-11,7503,7603,7487,7557,11460,126678.0,12900000.0
2012-07-12,7649,7649,7518,7557,8380,126678.0,12900000.0
2012-07-13,7557,7634,7233,7442,19602,124743.0,12900000.0
2012-07-16,7433,7533,7364,7442,12620,124743.0,12900000.0
2012-07-17,7533,7533,7272,7426,41950,124485.0,12900000.0
2012-07-18,7426,7426,7272,7380,17490,123711.0,12900000.0
2012-07-19,7380,7441,7272,7311,17170,122550.0,12900000.0
2012-07-20,7310,7687,7310,7565,106965,126807.0,12900000.0
2012-07-23,7426,7533,7326,7334,17802,122937.0,12900000.0
2012-07-24,7333,7418,7218,7388,25631,123840.0,12900000.0
2012-07-25,7249,7295,7195,7234,6950,121260.0,12900000.0
2012-07-26,7187,7387,7187,7226,5090,121131.0,12900000.0
2012-07-27,7280,7395,6995,7295,11326,122292.0,12900000.0
2012-07-30,7295,7380,7295,7295,6428,122292.0,12900000.0
2012-07-31,7218,7310,7218,7234,6470,121260.0,12900000.0
2012-08-01,7233,7372,7233,7372,5313,123582.0,12900000.0
2012-08-02,7372,7418,7272,7334,3420,122937.0,12900000.0
2012-08-03,7356,7372,7264,7357,5693,123324.0,12900000.0
2012-08-06,7356,7449,7295,7357,8562,123324.0,12900000.0
2012-08-07,7356,7457,7280,7357,8519,123324.0,12900000.0
2012-08-08,7356,7380,7303,7365,6386,123453.0,12900000.0
2012-08-09,7364,7464,7356,7411,16650,124227.0,12900000.0
2012-08-10,7356,7426,7341,7372,15090,123582.0,12900000.0
2012-08-13,7349,7441,7349,7419,4430,124356.0,12900000.0
2012-08-14,7433,7657,7433,7534,28040,126291.0,12900000.0
2012-08-16,7533,7557,7449,7542,11931,126420.0,12900000.0
2012-08-17,7518,7695,7495,7673,28080,128613.0,12900000.0
2012-08-20,7695,7926,7626,7850,52800,131580.0,12900000.0
2012-08-21,7849,8349,7849,8196,85830,137385.0,12900000.0
2012-08-22,8272,8503,8195,8504,91691,142545.0,12900000.0
2012-08-23,8580,9273,8542,9196,224613,154155.0,12900000.0
2012-08-24,9273,9273,8965,9004,97840,150930.0,12900000.0
2012-08-27,8926,8965,8542,8734,103066,146415.0,12900000.0
2012-08-28,8734,9350,8619,9119,130180,152865.0,12900000.0
2012-08-29,9157,9157,8965,9004,55377,150930.0,12900000.0
2012-08-30,9080,9080,8619,8773,77040,147060.0,12900000.0
2012-08-31,9196,10081,9119,10081,604218,168990.0,12900000.0
2012-09-03,10081,10466,9888,10081,303364,168990.0,12900000.0
2012-09-04,10119,10158,9734,9773,210605,163830.0,12900000.0
2012-09-05,9734,10004,9619,9696,87578,162540.0,12900000.0
2012-09-06,9734,9888,9504,9504,114328,159315.0,12900000.0
2012-09-07,9619,9657,9234,9581,91527,160605.0,12900000.0
2012-09-10,9581,9581,9196,9350,69516,156735.0,12900000.0
2012-09-11,9311,9581,9234,9427,46339,158025.0,12900000.0
2012-09-12,9465,9465,9157,9312,81575,156090.0,12900000.0
2012-09-13,9350,9773,9157,9543,144997,159960.0,12900000.0
2012-09-14,9619,9619,8157,9119,120871,152865.0,12900000.0
2012-09-17,9003,9196,8849,9158,39306,153510.0,12900000.0
2012-09-18,9196,9734,9196,9619,101574,161250.0,12900000.0
2012-09-19,9657,9811,9542,9735,69042,163185.0,12900000.0
2012-09-20,9734,10350,9619,10081,207704,168990.0,12900000.0
2012-09-21,10196,10696,9965,10658,158340,178665.0,12900000.0
2012-09-24,10696,11004,10542,10620,92710,178020.0,12900000.0
2012-09-25,10619,10850,10389,10620,82377,178020.0,12900000.0
2012-09-26,10466,10735,10427,10697,50545,179310.0,12900000.0
2012-09-27,10658,11197,10658,11043,259941,185115.0,12900000.0
2012-09-28,11120,11312,10966,11197,90142,187695.0,12900000.0
2012-10-02,11197,11274,10696,11236,109852,188340.0,12900000.0
2012-10-04,11235,11466,11043,11389,99504,190920.0,12900000.0
2012-10-05,11504,12466,11350,12082,206323,202530.0,12900000.0
2012-10-08,11966,12197,11735,12082,85787,202530.0,12900000.0
2012-10-09,11966,12620,11774,11928,120474,199950.0,12900000.0
2012-10-10,12043,12043,11158,11466,154780,192210.0,12900000.0
2012-10-11,11427,11697,10927,11351,101093,190275.0,12900000.0
2012-10-12,11543,12120,11312,11967,112557,200595.0,12900000.0
2012-10-15,12005,12774,11889,12467,199139,208980.0,12900000.0
2012-10-16,12543,12928,12043,12082,143499,202530.0,12900000.0
2012-10-17,12082,12312,11889,12313,67898,206400.0,12900000.0
2012-10-18,12159,12389,11427,11659,98553,195435.0,12900000.0
2012-10-19,11620,11735,10773,11313,106880,189630.0,12900000.0
2012-10-22,11158,11504,10850,11389,37792,190920.0,12900000.0
2012-10-23,11504,12312,11504,12044,139269,201885.0,12900000.0
2012-10-24,12005,12505,11889,12313,107234,206400.0,12900000.0
2012-10-25,12428,12928,12274,12544,141432,210270.0,12900000.0
2012-10-26,12697,12697,11851,11967,84844,200595.0,12900000.0
2012-10-29,11889,12159,10773,11043,146624,185115.0,12900000.0
2012-10-30,11043,11466,10927,11351,74901,190275.0,12900000.0
2012-10-31,11350,11928,11350,11851,82045,198660.0,12900000.0
2012-11-01,12120,12389,11697,12005,121926,201240.0,12900000.0
2012-11-02,11966,12120,11774,11967,53906,200595.0,12900000.0
2012-11-05,11966,12466,11966,12159,65797,203820.0,12900000.0
2012-11-06,12082,12582,11966,12582,72186,210915.0,12900000.0
2012-11-07,12697,12697,12235,12351,61479,207045.0,12900000.0
2012-11-08,12159,12389,12082,12351,41721,207045.0,12900000.0
2012-11-09,12274,12466,12082,12390,45951,207690.0,12900000.0
2012-11-12,12312,12543,12120,12390,26076,207690.0,12900000.0
2012-11-13,12389,13005,11620,11890,219950,199305.0,12900000.0
2012-11-14,11928,12043,11389,11505,74505,192855.0,12900000.0
2012-11-15,11466,11774,11158,11543,40452,193500.0,12900000.0
2012-11-16,11543,11928,11158,11466,42226,192210.0,12900000.0
2012-11-19,11466,11735,11466,11697,25632,196080.0,12900000.0
2012-11-20,11697,11812,11427,11697,31429,196080.0,12900000.0
2012-11-21,11697,11774,11389,11543,24167,193500.0,12900000.0
2012-11-22,11466,11543,11197,11466,34391,192210.0,12900000.0
2012-11-23,11427,11620,11312,11505,20294,192855.0,12900000.0
2012-11-26,11620,11620,10850,10889,69924,182535.0,12900000.0
2012-11-27,10773,10889,10004,10158,135080,170280.0,12900000.0
2012-11-28,10004,10466,9927,10351,30200,173505.0,12900000.0
2012-11-29,10235,10504,10042,10312,30661,172860.0,12900000.0
2012-11-30,10273,10696,10273,10658,23568,178665.0,12900000.0
2012-12-03,10619,10735,10389,10620,21425,178020.0,12900000.0
2012-12-04,10504,10619,10350,10466,19460,175440.0,12900000.0
2012-12-05,10466,10658,10119,10197,39465,170925.0,12900000.0
2012-12-06,10158,10273,9619,10043,110585,168345.0,12900000.0
2012-12-07,9850,10119,9619,10004,56370,167700.0,12900000.0
2012-12-10,10004,10004,9465,9927,77962,166410.0,12900000.0
2012-12-11,9773,10004,9427,9619,72431,161250.0,12900000.0
2012-12-12,9734,9888,9581,9850,20089,165120.0,12900000.0
2012-12-13,9773,10312,9773,10274,49090,172215.0,12900000.0
2012-12-14,10350,10350,9965,10004,28773,167700.0,12900000.0
2012-12-17,10004,10081,9811,10004,15334,167700.0,12900000.0
2012-12-18,10042,10042,9696,9966,33861,167055.0,12900000.0
2012-12-20,9811,10004,9811,9927,10214,166410.0,12900000.0
2012-12-21,9850,9927,9581,9773,31421,163830.0,12900000.0
2012-12-24,9888,9888,9581,9812,42436,164475.0,12900000.0
2012-12-26,9927,10158,9734,10158,54616,170280.0,12900000.0
2012-12-27,10158,10312,10004,10312,37125,172860.0,12900000.0
2012-12-28,10427,10504,10273,10389,23392,174150.0,12900000.0
2013-01-02,10427,10466,10273,10428,33900,174795.0,12900000.0
2013-01-03,10504,10504,10312,10389,35641,174150.0,12900000.0
2013-01-04,10504,10504,10235,10428,37470,174795.0,12900000.0
2013-01-07,10466,11081,10466,11043,104741,185115.0,12900000.0
2013-01-08,10966,11427,10966,11428,87309,191565.0,12900000.0
2013-01-09,11466,11620,11197,11582,55697,194145.0,12900000.0
2013-01-10,11581,11658,11158,11351,50721,190275.0,12900000.0
2013-01-11,11350,11851,11274,11851,82534,198660.0,12900000.0
2013-01-14,12043,12197,11774,11851,83465,198660.0,12900000.0
2013-01-15,11966,11966,11427,11428,41076,191565.0,12900000.0
2013-01-16,11389,12120,11389,12044,104385,201885.0,12900000.0
2013-01-17,12043,12235,11851,12005,42870,201240.0,12900000.0
2013-01-18,11928,12005,11620,11851,40915,198660.0,12900000.0
2013-01-21,11966,12159,11697,12159,55835,203820.0,12900000.0
2013-01-22,12235,12312,12005,12121,51261,203175.0,12900000.0
2013-01-23,12005,12235,11774,11890,24914,199305.0,12900000.0
2013-01-24,11735,11735,11350,11466,66495,192210.0,12900000.0
2013-01-25,11543,11543,10850,11428,42058,191565.0,12900000.0
2013-01-28,11350,11466,10966,11351,35687,190275.0,12900000.0
2013-01-29,11427,11427,11081,11351,20433,190275.0,12900000.0
2013-01-30,11620,11620,11120,11313,17540,189630.0,12900000.0
2013-01-31,11389,11543,11120,11120,9980,186405.0,12900000.0
2013-02-01,11120,11350,10889,11351,18946,190275.0,12900000.0
2013-02-04,11350,11543,11197,11313,11561,189630.0,12900000.0
2013-02-05,11312,11389,11043,11043,20860,185115.0,12900000.0
2013-02-06,11081,11081,10889,11043,27370,185115.0,12900000.0
2013-02-07,11004,11274,10966,11005,26980,184470.0,12900000.0
2013-02-08,11197,11197,10696,10928,36880,183180.0,12900000.0
2013-02-12,10927,11120,10812,10889,5944,182535.0,12900000.0
2013-02-13,10927,11120,10850,11005,12370,184470.0,12900000.0
2013-02-14,11081,11081,10850,11082,15645,185760.0,12900000.0
2013-02-15,11004,11697,10966,11428,44472,191565.0,12900000.0
2013-02-18,11543,11543,11158,11313,35150,189630.0,12900000.0
2013-02-19,11274,11543,11274,11351,49281,190275.0,12900000.0
2013-02-20,11389,11466,11197,11351,41300,190275.0,12900000.0
2013-02-21,11350,11466,10966,11005,44160,184470.0,12900000.0
2013-02-22,10966,11543,10850,11389,121852,190920.0,12900000.0
2013-02-25,11543,11928,11504,11774,107563,197370.0,12900000.0
2013-02-26,11928,12005,11735,11813,57273,198015.0,12900000.0
2013-02-27,11812,12120,11658,12005,66073,201240.0,12900000.0
2013-02-28,12005,12312,12005,12313,64979,206400.0,12900000.0
2013-03-04,12312,12582,12197,12351,77187,207045.0,12900000.0
2013-03-05,12505,12659,12120,12659,88510,212205.0,12900000.0
2013-03-06,12774,12967,12659,12659,87135,212205.0,12900000.0
2013-03-07,12659,13236,12620,12929,105060,216720.0,12900000.0
2013-03-08,12928,13236,12890,13006,56473,218010.0,12900000.0
2013-03-11,12851,13044,12736,13044,58812,218655.0,12900000.0
2013-03-12,13120,13120,12774,12890,41829,216075.0,12900000.0
2013-03-13,12851,13005,12774,12890,47903,216075.0,12900000.0
2013-03-14,12813,13467,12813,13390,92384,224460.0,12900000.0
2013-03-15,13505,13775,13313,13775,71756,230910.0,12900000.0
2013-03-18,13698,13813,13313,13390,72745,224460.0,12900000.0
2013-03-19,13197,13929,13197,13891,79562,232845.0,12900000.0
2013-03-20,13929,14814,13659,14160,120215,237360.0,12900000.0
2013-03-21,14621,14775,13852,14044,104330,235425.0,12900000.0
2013-03-22,14082,14660,13621,14622,114868,245100.0,12900000.0
2013-03-25,14814,15583,14814,15430,147635,258645.0,12900000.0
2013-03-26,15275,16083,15006,16007,205810,268320.0,12900000.0
2013-03-27,16006,16391,15699,15853,92333,265740.0,12900000.0
2013-03-28,15814,16122,15545,16084,76973,269610.0,12900000.0
2013-03-29,16199,16545,15737,15776,104534,264450.0,12900000.0
2013-04-01,15775,16160,15506,16084,61922,269610.0,12900000.0
2013-04-02,16160,16507,15660,15930,89120,267030.0,12900000.0
2013-04-03,15852,16006,15545,15776,96534,264450.0,12900000.0
2013-04-04,15775,17045,15506,16584,176399,277995.0,12900000.0
2013-04-05,16737,18738,16622,18546,340570,310890.0,12900000.0
2013-04-08,18623,18661,16891,16969,252318,284445.0,12900000.0
2013-04-09,17084,19508,16776,18931,439828,317340.0,12900000.0
2013-04-10,19162,19315,18469,18970,201749,317985.0,12900000.0
2013-04-11,18931,19623,18584,19047,213913,319275.0,12900000.0
2013-04-12,19162,19777,18931,18970,172225,317985.0,12900000.0
2013-04-15,18738,19238,18469,18585,150612,311535.0,12900000.0
2013-04-16,18200,19238,17545,19008,236476,318630.0,12900000.0
2013-04-17,19469,19546,18277,18469,136647,309600.0,12900000.0
2013-04-18,18238,18700,17699,18085,195648,303150.0,12900000.0
2013-04-19,18200,18469,17084,17161,225081,287670.0,12900000.0
2013-04-22,17430,19277,17430,19047,291754,319275.0,12900000.0
2013-04-23,18931,19700,18854,19508,163778,327015.0,12900000.0
2013-04-24,19585,19700,19162,19239,94923,322500.0,12900000.0
2013-04-25,19469,20547,19085,19239,158848,322500.0,12900000.0
2013-04-26,19392,20162,18738,19893,150530,333465.0,12900000.0
2013-04-29,19893,19893,19469,19547,64401,327660.0,12900000.0
2013-04-30,19893,19970,18700,19316,85484,323790.0,12900000.0
2013-05-02,19046,19123,18623,18662,81803,312825.0,12900000.0
2013-05-03,18854,19046,18661,18893,56294,316695.0,12900000.0
2013-05-06,19123,19392,18777,18816,67673,315405.0,12900000.0
2013-05-07,18661,19469,18238,19354,111534,324435.0,12900000.0
2013-05-08,19469,19469,18738,18893,91496,316695.0,12900000.0
2013-05-09,18931,18931,18084,18085,79584,303150.0,12900000.0
2013-05-10,18161,18661,18161,18392,57709,308310.0,12900000.0
2013-05-13,18277,18469,15852,17623,80002,295410.0,12900000.0
2013-05-14,17584,18046,16122,16238,202354,272190.0,12900000.0
2013-05-15,16430,16814,16083,16661,122332,279285.0,12900000.0
2013-05-16,16468,17007,16276,16969,79067,284445.0,12900000.0
2013-05-20,16699,17122,16660,16853,41025,282510.0,12900000.0
2013-05-21,16968,16968,16314,16699,55342,279930.0,12900000.0
2013-05-22,16699,17315,16276,17238,57435,288960.0,12900000.0
2013-05-23,17199,17430,16122,16161,98621,270900.0,12900000.0
2013-05-24,16160,16391,15699,15776,101620,264450.0,12900000.0
2013-05-27,15968,16237,15814,16161,43711,270900.0,12900000.0
2013-05-28,16776,17622,16699,17392,161885,291540.0,12900000.0
2013-05-29,17392,17392,16930,17200,55494,288315.0,12900000.0
2013-05-30,17007,17315,16891,17161,37679,287670.0,12900000.0
2013-05-31,17007,17161,16430,16584,48365,277995.0,12900000.0
2013-06-03,16583,16583,16006,16007,33065,268320.0,12900000.0
2013-06-04,16083,16199,14967,15006,82518,251550.0,12900000.0
2013-06-05,15006,15083,14467,14660,56106,245745.0,12900000.0
2013-06-07,14698,14852,14044,14852,61035,248970.0,12900000.0
2013-06-10,15044,15468,14852,15391,35175,258000.0,12900000.0
2013-06-11,15429,15622,15006,15584,35490,261225.0,12900000.0
2013-06-12,15391,15775,15314,15584,24010,261225.0,12900000.0
2013-06-13,15429,15583,14583,15006,74906,251550.0,12900000.0
2013-06-14,15044,15314,14583,14776,25758,247680.0,12900000.0
2013-06-17,14852,14852,13967,13967,59386,234135.0,12900000.0
2013-06-18,13929,14775,13813,14737,45911,247035.0,12900000.0
2013-06-19,14621,14890,14159,14429,30586,241875.0,12900000.0
2013-06-20,14044,14390,13929,14160,24575,237360.0,12900000.0
2013-06-21,13544,14005,13467,13967,57866,234135.0,12900000.0
2013-06-24,14082,14352,13890,13891,52270,232845.0,12900000.0
2013-06-25,13852,13890,12120,12428,123640,208335.0,12900000.0
2013-06-26,12620,13159,12159,13121,67611,219945.0,12900000.0
2013-06-27,13467,14929,13428,14891,91749,249615.0,12900000.0
2013-06-28,14890,15506,14544,15006,64010,251550.0,12900000.0
2013-07-01,15006,15660,15006,15160,26280,254130.0,12900000.0
2013-07-02,15237,15275,14814,15160,45453,254130.0,12900000.0
2013-07-03,15237,15237,14583,14737,30822,247035.0,12900000.0
2013-07-04,14775,14890,14236,14622,21612,245100.0,12900000.0
2013-07-05,14737,15160,14506,14814,21180,248325.0,12900000.0
2013-07-08,15198,15198,14352,14622,26741,245100.0,12900000.0
2013-07-09,14814,14814,13967,14314,41522,239940.0,12900000.0
2013-07-10,14352,14467,14005,14044,27330,235425.0,12900000.0
2013-07-11,14313,15545,14082,15314,64147,256710.0,12900000.0
2013-07-12,15237,15622,15006,15391,43111,258000.0,12900000.0
2013-07-15,15391,15891,15237,15430,38210,258645.0,12900000.0
2013-07-16,15429,15660,15083,15122,39361,253485.0,12900000.0
2013-07-17,15083,16237,15083,15737,119740,263805.0,12900000.0
2013-07-18,15737,16237,15660,16007,60160,268320.0,12900000.0
2013-07-19,16006,16391,15852,16161,52642,270900.0,12900000.0
2013-07-22,16160,17007,16160,16699,70824,279930.0,12900000.0
2013-07-23,16699,16853,16276,16430,48201,275415.0,12900000.0
2013-07-24,16430,16814,16083,16776,31780,281220.0,12900000.0
2013-07-25,16853,16853,16353,16469,29040,276060.0,12900000.0
2013-07-26,16507,16660,16276,16353,15195,274125.0,12900000.0
2013-07-29,16430,16430,15737,16007,38105,268320.0,12900000.0
2013-07-30,15852,16430,15814,16392,37770,274770.0,12900000.0
2013-07-31,16468,16699,16160,16699,44840,279930.0,12900000.0
2013-08-01,16737,17892,16737,17007,89357,285090.0,12900000.0
2013-08-02,16891,17392,16583,16892,68990,283155.0,12900000.0
2013-08-05,17392,17392,16930,16930,45430,283800.0,12900000.0
2013-08-06,17084,17161,16583,16969,41994,284445.0,12900000.0
2013-08-07,16853,17315,16737,16930,31477,283800.0,12900000.0
2013-08-08,17084,17276,16776,17123,29084,287025.0,12900000.0
2013-08-09,17238,17545,16853,17007,33521,285090.0,12900000.0
2013-08-12,16776,17045,16083,16353,47574,274125.0,12900000.0
2013-08-13,16353,16353,15699,15930,47303,267030.0,12900000.0
2013-08-14,16045,16353,15929,16199,23260,271545.0,12900000.0
2013-08-16,16006,16199,15891,16199,11952,271545.0,12900000.0
2013-08-19,15929,16237,15660,15968,31261,267675.0,12900000.0
2013-08-20,15814,15852,14929,15391,65443,258000.0,12900000.0
2013-08-21,15583,15583,14698,15391,45387,258000.0,12900000.0
2013-08-22,15160,15160,14352,14352,62890,240585.0,12900000.0
2013-08-23,14159,15006,14159,15006,37371,251550.0,12900000.0
2013-08-26,14929,15237,14929,15083,26890,252840.0,12900000.0
2013-08-27,14698,14929,14467,14622,40364,245100.0,12900000.0
2013-08-28,14121,14467,13544,14429,50064,241875.0,12900000.0
2013-08-29,14621,14621,13852,13929,49947,233490.0,12900000.0
2013-08-30,13967,14082,13621,14083,32380,236070.0,12900000.0
2013-09-02,13890,14660,13890,14583,27592,244455.0,12900000.0
2013-09-03,14814,14814,14467,14545,14041,243810.0,12900000.0
2013-09-04,14544,14583,14313,14506,10220,243165.0,12900000.0
2013-09-05,14544,14737,14429,14737,6088,247035.0,12900000.0
2013-09-06,14660,14775,14390,14622,10230,245100.0,12900000.0
2013-09-09,14544,14698,13967,14006,23447,234780.0,12900000.0
2013-09-10,14044,14159,13852,14083,17083,236070.0,12900000.0
2013-09-11,14121,14621,14005,14468,13982,242520.0,12900000.0
2013-09-12,14506,14967,14467,14968,36455,250905.0,12900000.0
2013-09-13,14929,15083,14506,14891,24207,249615.0,12900000.0
2013-09-16,14814,14890,14198,14391,30540,241230.0,12900000.0
2013-09-17,14390,14429,14121,14391,12189,241230.0,12900000.0
2013-09-23,14313,14506,14121,14198,12220,238005.0,12900000.0
2013-09-24,14198,14737,14159,14660,21036,245745.0,12900000.0
2013-09-25,14660,14737,14352,14429,7819,241875.0,12900000.0
2013-09-26,14429,15275,14429,15199,40000,254775.0,12900000.0
2013-09-27,15083,15391,14814,15391,24460,258000.0,12900000.0
2013-09-30,15391,15737,15237,15507,12200,259935.0,12900000.0
2013-10-01,15429,16199,14967,16084,76742,269610.0,12900000.0
2013-10-02,16276,16968,16006,16045,140008,268965.0,12900000.0
2013-10-04,16083,16353,15737,15930,23190,267030.0,12900000.0
2013-10-07,16006,16930,15929,16930,95001,283800.0,12900000.0
2013-10-08,16930,17045,16583,16622,35274,278640.0,12900000.0
2013-10-10,16122,16814,16122,16776,41111,281220.0,12900000.0
2013-10-11,16699,17199,16660,16892,54777,283155.0,12900000.0
2013-10-14,16853,17122,16545,16661,34010,279285.0,12900000.0
2013-10-15,16660,16891,16468,16738,23290,280575.0,12900000.0
2013-10-16,16737,16891,15968,15968,67056,267675.0,12900000.0
2013-10-17,15852,16160,14852,15276,95160,256065.0,12900000.0
2013-10-18,15275,15429,15121,15276,37626,256065.0,12900000.0
2013-10-21,15275,15468,14775,14929,67892,250260.0,12900000.0
2013-10-22,15044,15583,14929,15545,47972,260580.0,12900000.0
2013-10-23,15352,15622,14814,14814,49439,248325.0,12900000.0
2013-10-24,14775,15160,14737,15160,19260,254130.0,12900000.0
2013-10-25,15121,16545,15121,16238,96575,272190.0,12900000.0
2013-10-28,16237,16391,15929,16122,33520,270255.0,12900000.0
2013-10-29,16430,16814,16122,16507,78690,276705.0,12900000.0
2013-10-30,16507,16814,16083,16315,52398,273480.0,12900000.0
