퍼시스(016800),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-01-04,5145,5649,5145,5145,172350,74970.0,3060000.0
1999-01-05,5334,5334,4935,5040,98750,73440.0,3060000.0
1999-01-06,5061,5187,5040,5187,111000,75582.0,3060000.0
1999-01-07,5250,5460,5103,5166,282700,75276.0,3060000.0
1999-01-08,5124,5271,4956,5040,91000,73440.0,3060000.0
1999-01-11,5082,5313,4956,5250,275750,76500.0,3060000.0
1999-01-12,5313,5565,5145,5565,371550,81090.0,3060000.0
1999-01-13,5586,6048,5355,5670,390450,82620.0,3060000.0
1999-01-14,5460,5470,4956,5145,121550,74970.0,3060000.0
1999-01-15,5040,5355,5040,5145,105200,74970.0,3060000.0
1999-01-18,5250,5397,5250,5313,81000,77418.0,3060000.0
1999-01-19,5271,5344,5061,5061,137500,73746.0,3060000.0
1999-01-20,5166,5250,4998,5040,70850,73440.0,3060000.0
1999-01-21,5019,5019,4620,4704,63100,68544.0,3060000.0
1999-01-22,4515,4788,4515,4599,57450,67014.0,3060000.0
1999-01-25,4515,4536,4347,4473,33850,65178.0,3060000.0
1999-01-26,4200,4599,4200,4200,18450,61200.0,3060000.0
1999-01-27,4305,4326,4074,4284,83850,62424.0,3060000.0
1999-01-28,4305,4536,4305,4410,117000,64260.0,3060000.0
1999-01-29,4410,4620,4410,4620,80650,67320.0,3060000.0
1999-02-01,4830,5208,4767,5103,171500,74358.0,3060000.0
1999-02-02,5103,5145,4830,5145,124100,74970.0,3060000.0
1999-02-03,4830,5397,4830,5187,84550,75582.0,3060000.0
1999-02-04,5040,5187,4998,5145,172150,74970.0,3060000.0
1999-02-05,5145,5145,5061,5061,31700,73746.0,3060000.0
1999-02-08,4998,5103,4998,5040,49300,73440.0,3060000.0
1999-02-09,4935,5019,4830,4977,82150,72522.0,3060000.0
1999-02-10,4893,4935,4651,4893,107950,71298.0,3060000.0
1999-02-11,4893,5208,4872,5208,124450,75888.0,3060000.0
1999-02-12,5250,5250,5082,5103,60000,74358.0,3060000.0
1999-02-18,4767,5250,4767,5019,69550,73134.0,3060000.0
1999-02-19,5040,5040,4872,4935,21800,71910.0,3060000.0
1999-02-22,4851,4935,4788,4830,36750,70380.0,3060000.0
1999-02-23,4872,4998,4630,4851,7900,70686.0,3060000.0
1999-02-24,4861,4924,4767,4830,25850,70380.0,3060000.0
1999-02-25,4809,4830,4725,4830,63750,70380.0,3060000.0
1999-02-26,4840,4998,4840,4998,20800,72828.0,3060000.0
1999-03-02,4998,5124,4788,4935,15450,71910.0,3060000.0
1999-03-03,5040,5040,4830,4830,11450,70380.0,3060000.0
1999-03-04,4683,4998,4683,4998,7050,72828.0,3060000.0
1999-03-05,4935,5040,4935,5030,26500,73287.0,3060000.0
1999-03-08,5145,5166,4851,5040,11450,73440.0,3060000.0
1999-03-09,5061,5103,4882,5040,50800,73440.0,3060000.0
1999-03-10,5124,5355,5040,5250,88900,76500.0,3060000.0
1999-03-11,5250,5397,5145,5250,51450,76500.0,3060000.0
1999-03-12,5250,5271,5145,5145,23850,74970.0,3060000.0
1999-03-15,5145,5271,5019,5250,79350,76500.0,3060000.0
1999-03-16,5418,5418,5197,5345,47200,77877.0,3060000.0
1999-03-17,5292,5292,5145,5145,27350,74970.0,3060000.0
1999-03-18,5019,5187,5019,5145,29450,74970.0,3060000.0
1999-03-19,5145,5187,5061,5145,41600,74970.0,3060000.0
1999-03-22,5145,5439,5145,5397,150050,78642.0,3060000.0
1999-03-23,5670,5670,5334,5460,66850,79560.0,3060000.0
1999-03-24,5460,5880,5271,5838,112250,85068.0,3060000.0
1999-03-25,5775,5775,5628,5775,32750,84150.0,3060000.0
1999-03-26,5670,5943,5544,5775,127500,84150.0,3060000.0
1999-03-29,5880,5880,5019,5502,30800,80172.0,3060000.0
1999-03-30,5481,5880,5481,5838,184600,85068.0,3060000.0
1999-03-31,5943,5943,5691,5775,48250,84150.0,3060000.0
1999-04-01,5712,5985,5712,5817,64350,84762.0,3060000.0
1999-04-02,5880,5964,5670,5964,77600,86904.0,3060000.0
1999-04-06,5964,6153,5880,6090,86550,88740.0,3060000.0
1999-04-07,6258,6300,6090,6090,235400,88740.0,3060000.0
1999-04-08,6048,6195,5985,6195,66750,90270.0,3060000.0
1999-04-09,6090,6195,5985,6090,87000,88740.0,3060000.0
1999-04-12,5901,6195,5901,6195,34550,90270.0,3060000.0
1999-04-13,5985,6090,5932,6090,6350,88740.0,3060000.0
1999-04-14,5922,6405,5901,6279,135400,91494.0,3060000.0
1999-04-15,6510,6531,6300,6342,59350,92412.0,3060000.0
1999-04-16,6342,6510,6153,6300,22750,91800.0,3060000.0
1999-04-19,6300,6300,6027,6027,12400,87822.0,3060000.0
1999-04-20,6090,6362,6090,6332,74050,92259.0,3060000.0
1999-04-21,6489,6489,6237,6300,60400,91800.0,3060000.0
1999-04-22,6300,6468,5565,5565,58450,81090.0,3060000.0
1999-04-23,6300,6300,5880,5964,35350,86904.0,3060000.0
1999-04-26,6594,6856,5880,6857,85600,99909.0,3060000.0
1999-04-27,6856,7707,6856,7707,87700,112302.0,3060000.0
1999-04-28,7507,7518,7077,7350,29400,107100.0,3060000.0
1999-04-29,7182,7392,6972,7140,52950,104040.0,3060000.0
1999-04-30,7245,7707,7035,7140,74450,104040.0,3060000.0
1999-05-03,6930,7140,6846,7140,27050,104040.0,3060000.0
1999-05-04,7245,7749,6972,7749,73350,112914.0,3060000.0
1999-05-06,7161,8085,7161,8085,177100,117810.0,3060000.0
1999-05-07,8085,8295,7980,8085,140100,117810.0,3060000.0
1999-05-10,7812,8295,7812,7917,65250,115362.0,3060000.0
1999-05-11,7917,8274,7791,8190,178450,119340.0,3060000.0
1999-05-12,7812,8190,7728,7875,42350,114750.0,3060000.0
1999-05-13,7770,7875,7465,7875,31300,114750.0,3060000.0
1999-05-14,7833,7875,7350,7833,29250,114138.0,3060000.0
1999-05-17,6804,7497,6804,7497,17300,109242.0,3060000.0
1999-05-18,7350,7812,7350,7812,127300,113832.0,3060000.0
1999-05-19,7812,8190,7161,7875,46250,114750.0,3060000.0
1999-05-20,7770,7875,7350,7833,119050,114138.0,3060000.0
1999-05-21,7833,8001,7791,7875,166400,114750.0,3060000.0
1999-05-24,7875,7896,7812,7896,14950,115056.0,3060000.0
1999-05-25,7980,8022,7759,7980,86350,116280.0,3060000.0
1999-05-26,8022,8148,7875,8148,36700,118728.0,3060000.0
1999-05-27,7770,8610,7770,8400,66650,122400.0,3060000.0
1999-05-28,8379,8504,8085,8505,33000,123930.0,3060000.0
1999-05-31,8400,8505,8295,8295,13300,120870.0,3060000.0
1999-06-01,7980,8463,7980,8400,24800,122400.0,3060000.0
1999-06-02,8295,8400,8190,8400,36050,122400.0,3060000.0
1999-06-03,8295,8400,8085,8400,41450,122400.0,3060000.0
1999-06-04,8085,8610,8085,8610,52100,125460.0,3060000.0
1999-06-07,8610,8820,8421,8820,58050,128520.0,3060000.0
1999-06-08,9030,9660,8820,9030,60800,131580.0,3060000.0
1999-06-09,8715,9030,8463,8988,13550,130968.0,3060000.0
1999-06-10,7812,9450,7644,9450,59950,137700.0,3060000.0
1999-06-11,9303,9303,8841,8904,166250,129744.0,3060000.0
1999-06-14,8442,8862,8420,8421,11750,122706.0,3060000.0
1999-06-15,8421,8421,8011,8400,71750,122400.0,3060000.0
1999-06-16,8190,8400,8001,8400,18150,122400.0,3060000.0
1999-06-17,7791,8274,7791,8232,6100,119952.0,3060000.0
