한일홀딩스(003300),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-05-26,17553,18642,17266,17782,21180,196317.0,6332807.0
1999-05-27,18356,19445,18356,18356,47370,202650.0,6332807.0
1999-05-28,18356,19044,18069,18642,11230,205816.0,6332807.0
1999-05-31,17208,19790,17208,19503,89520,215315.0,6332807.0
1999-06-01,18356,20076,18356,19503,37740,215315.0,6332807.0
1999-06-02,21223,21223,19790,20593,82450,227348.0,6332807.0
1999-06-03,20650,21051,20076,20076,54590,221648.0,6332807.0
1999-06-04,19790,20593,19617,20535,37720,226714.0,6332807.0
1999-06-07,20478,20937,19790,20650,48600,227981.0,6332807.0
1999-06-08,20650,21223,20076,20650,37780,227981.0,6332807.0
1999-06-09,20650,20937,19790,19790,18500,218482.0,6332807.0
1999-06-10,18987,21510,18987,21511,34240,237480.0,6332807.0
1999-06-11,21396,21453,19790,20650,52250,227981.0,6332807.0
1999-06-14,20707,20707,19617,19790,138960,218482.0,6332807.0
1999-06-15,19790,19790,18872,19101,30850,210882.0,6332807.0
1999-06-16,19101,19732,18929,19503,31730,215315.0,6332807.0
1999-06-17,19503,20248,19216,19503,21810,215315.0,6332807.0
1999-06-18,19790,20277,19101,19503,33440,215315.0,6332807.0
1999-06-21,20019,20650,19503,20593,45950,227348.0,6332807.0
1999-06-22,20248,20593,19790,20478,19660,226081.0,6332807.0
1999-06-23,20134,20707,20076,20650,31550,227981.0,6332807.0
1999-06-24,20707,20879,19962,20650,50770,227981.0,6332807.0
1999-06-25,20679,21740,20650,21740,68260,240013.0,6332807.0
1999-06-28,22084,24034,22084,23117,127880,255212.0,6332807.0
1999-06-29,23288,23518,22371,22830,43400,252046.0,6332807.0
1999-06-30,22830,23805,22084,22084,68280,243813.0,6332807.0
1999-07-01,22944,23633,19790,19790,75450,218482.0,6332807.0
1999-07-02,22743,22743,22743,22744,14040,251096.0,6332807.0
1999-07-05,23231,24034,22657,23174,62800,255845.0,6332807.0
1999-07-06,23231,23460,22371,23461,49650,259012.0,6332807.0
1999-07-07,23518,23518,22457,23461,65930,259012.0,6332807.0
1999-07-08,23776,24550,23489,24092,116070,265978.0,6332807.0
1999-07-09,24005,24952,23518,24379,35400,269144.0,6332807.0
1999-07-12,25181,25181,23518,24092,35590,265978.0,6332807.0
1999-07-13,23518,23518,22657,22945,15450,253312.0,6332807.0
1999-07-14,22399,22944,21854,21969,43290,242547.0,6332807.0
1999-07-15,21682,22313,21682,22199,25900,245080.0,6332807.0
1999-07-16,22887,22887,21682,22199,12620,245080.0,6332807.0
1999-07-19,22399,22944,22256,22945,21960,253312.0,6332807.0
1999-07-20,22944,22944,22026,22830,11800,252046.0,6332807.0
1999-07-21,22256,22944,21510,22830,26870,252046.0,6332807.0
1999-07-22,21797,22657,21797,22371,12980,246979.0,6332807.0
1999-07-23,20248,22084,20248,21224,27300,234314.0,6332807.0
1999-07-26,20134,21740,18929,20650,23740,227981.0,6332807.0
1999-07-27,21510,21510,20076,21453,13960,236847.0,6332807.0
1999-07-28,21682,22313,21453,21797,20050,240647.0,6332807.0
1999-07-29,22084,22084,20965,21224,8340,234314.0,6332807.0
1999-07-30,21281,21510,19503,20076,49690,221648.0,6332807.0
1999-08-02,20650,20650,18470,18929,34480,208983.0,6332807.0
1999-08-03,20076,20076,19331,19503,28730,215315.0,6332807.0
1999-08-04,18987,20363,18987,20306,15860,224181.0,6332807.0
1999-08-05,19962,20134,19216,19474,5630,214999.0,6332807.0
1999-08-06,18728,19732,18728,19101,13810,210882.0,6332807.0
1999-08-09,18929,19474,18356,19446,15880,214682.0,6332807.0
1999-08-10,19101,19101,18298,18356,24050,202650.0,6332807.0
1999-08-11,18642,18642,18126,18356,31120,202650.0,6332807.0
1999-08-12,18356,18356,17782,18069,17800,199483.0,6332807.0
1999-08-13,18069,18356,17208,17208,45330,189984.0,6332807.0
1999-08-16,17524,17524,16061,16233,70360,179218.0,6332807.0
1999-08-17,16348,18298,16348,16635,132350,183651.0,6332807.0
1999-08-18,16922,17208,16348,17208,23140,189984.0,6332807.0
1999-08-19,16750,17782,16750,17782,23170,196317.0,6332807.0
1999-08-20,17839,18241,17380,17983,28890,198533.0,6332807.0
1999-08-23,17782,18356,17725,18011,30930,198850.0,6332807.0
1999-08-24,18011,18241,17782,17782,13910,196317.0,6332807.0
1999-08-25,18356,18356,17208,17782,65690,196317.0,6332807.0
1999-08-26,17839,18356,17495,17495,19930,193151.0,6332807.0
1999-08-27,17495,18069,17093,17323,29440,191251.0,6332807.0
1999-08-30,17495,17782,16864,17036,20220,188084.0,6332807.0
1999-08-31,16778,16979,16549,16577,37910,183018.0,6332807.0
1999-09-01,16692,16950,16061,16291,30590,179852.0,6332807.0
1999-09-02,15889,16291,14914,15602,44470,172252.0,6332807.0
1999-09-03,15488,15832,14742,15459,26880,170669.0,6332807.0
1999-09-06,15000,15717,15000,15488,15320,170986.0,6332807.0
1999-09-07,15488,16291,15488,15946,23860,176052.0,6332807.0
1999-09-08,16119,16864,16119,16119,37390,177952.0,6332807.0
1999-09-09,16061,16635,15832,16635,21380,183651.0,6332807.0
1999-09-10,16692,17380,16692,17208,31020,189984.0,6332807.0
1999-09-13,17380,17495,16922,17208,17450,189984.0,6332807.0
1999-09-14,17266,17266,16463,16463,21030,181752.0,6332807.0
1999-09-15,16176,16635,15602,16061,17100,177319.0,6332807.0
1999-09-16,16061,16577,15774,15774,6330,174152.0,6332807.0
1999-09-17,15774,16061,15573,15717,8490,173519.0,6332807.0
1999-09-20,15717,16463,15488,15832,9170,174785.0,6332807.0
1999-09-21,16290,16290,15774,16061,40810,177319.0,6332807.0
1999-09-22,16061,16176,15488,15488,11560,170986.0,6332807.0
1999-09-27,15516,15774,14913,14914,18560,164653.0,6332807.0
1999-09-28,14799,15258,14340,14340,16230,158320.0,6332807.0
1999-09-29,14341,14627,14054,14226,15090,157054.0,6332807.0
1999-09-30,14226,14914,14054,14054,19470,155154.0,6332807.0
1999-10-01,14025,14025,12791,13193,42920,145655.0,6332807.0
1999-10-04,12963,13479,12906,13308,11760,146921.0,6332807.0
1999-10-05,12963,13566,12046,12562,24060,138688.0,6332807.0
1999-10-06,11758,12848,11300,12849,189190,141855.0,6332807.0
1999-10-07,12907,13136,12562,13136,51250,145021.0,6332807.0
1999-10-08,13480,14111,12964,13537,138770,149454.0,6332807.0
1999-10-11,13824,14054,13537,13881,47460,153254.0,6332807.0
1999-10-12,13853,14283,13710,14054,39200,155154.0,6332807.0
1999-10-13,14054,14054,13193,13881,17460,153254.0,6332807.0
1999-10-14,13881,14282,13651,13939,46930,153887.0,6332807.0
1999-10-15,14111,14111,13480,13595,24490,150088.0,6332807.0
1999-10-18,13192,13479,12963,13394,39540,147871.0,6332807.0
1999-10-19,13394,13480,12734,13078,37950,144388.0,6332807.0
1999-10-20,13480,13595,13164,13537,27260,149454.0,6332807.0
1999-10-21,13939,13939,13193,13595,28340,150088.0,6332807.0
1999-10-22,13652,14054,13480,14054,37900,155154.0,6332807.0
1999-10-25,14283,14799,13767,14054,72120,155154.0,6332807.0
1999-10-26,13996,14340,13595,14340,21290,158320.0,6332807.0
1999-10-27,14512,14512,13939,14082,16000,155470.0,6332807.0
1999-10-28,14340,14742,14111,14340,54830,158320.0,6332807.0
1999-10-29,14340,14741,14282,14283,33770,157687.0,6332807.0
1999-11-01,14684,15200,14397,14914,30820,164653.0,6332807.0
1999-11-02,14627,15201,14513,15143,21050,167186.0,6332807.0
1999-11-03,14627,15430,14627,14771,17850,163070.0,6332807.0
1999-11-04,15430,15430,14398,14685,23150,162120.0,6332807.0
1999-11-05,14742,15172,14225,14627,32710,161487.0,6332807.0
1999-11-08,14685,14914,14111,14254,30510,157370.0,6332807.0
1999-11-09,13910,14513,13824,14340,81400,158320.0,6332807.0
1999-11-10,14369,14914,14341,14512,56730,160220.0,6332807.0
1999-11-11,14914,14914,14341,14512,53030,160220.0,6332807.0
1999-11-12,14569,14627,14082,14111,26770,155787.0,6332807.0
1999-11-15,14054,14656,13939,14340,74460,158320.0,6332807.0
1999-11-16,14140,14513,13537,13767,38440,151987.0,6332807.0
1999-11-17,13480,14053,13193,13193,85360,145655.0,6332807.0
1999-11-18,13193,13480,12648,12648,29130,139638.0,6332807.0
1999-11-19,13079,13882,13079,13767,79430,151987.0,6332807.0
1999-11-22,12907,14226,12907,14054,24850,155154.0,6332807.0
1999-11-23,13996,13996,13394,13881,10840,153254.0,6332807.0
1999-11-24,13308,13480,12906,13078,22400,144388.0,6332807.0
1999-11-25,13652,13652,12562,12906,21560,142488.0,6332807.0
1999-11-26,13193,13365,12907,13136,83310,145021.0,6332807.0
1999-11-29,13365,13652,12333,13136,33320,145021.0,6332807.0
1999-11-30,13480,13480,12705,13021,34130,143755.0,6332807.0
1999-12-01,13021,13365,12791,13365,31470,147554.0,6332807.0
1999-12-02,13365,14168,12993,13595,80280,150088.0,6332807.0
1999-12-03,13595,13882,13193,13250,18790,146288.0,6332807.0
1999-12-06,13251,13480,12849,12906,22650,142488.0,6332807.0
1999-12-07,12734,12906,11759,11759,26670,129823.0,6332807.0
1999-12-08,11472,11759,10898,11587,26160,127923.0,6332807.0
1999-12-09,11472,11758,10898,10899,38550,120323.0,6332807.0
1999-12-10,11185,12017,10899,11472,85390,126656.0,6332807.0
1999-12-13,11759,12390,11530,12275,54920,135522.0,6332807.0
1999-12-14,12332,12849,11787,12562,38410,138688.0,6332807.0
1999-12-15,12533,12820,11787,11788,16270,130139.0,6332807.0
1999-12-16,11272,12907,11272,12620,21090,139322.0,6332807.0
1999-12-17,12907,12907,12046,12620,18300,139322.0,6332807.0
1999-12-20,12045,12619,11758,12046,15740,132989.0,6332807.0
1999-12-21,12332,12332,10956,10956,28180,120957.0,6332807.0
1999-12-22,10955,10955,9321,9981,94160,110191.0,6332807.0
1999-12-23,9751,10210,9722,9866,77600,108924.0,6332807.0
1999-12-24,10210,10325,9895,10210,38850,112724.0,6332807.0
1999-12-27,10612,11186,10210,11185,11420,123490.0,6332807.0
1999-12-28,11185,11730,10726,11558,19580,127606.0,6332807.0
2000-01-04,10382,11529,10382,11243,3950,124123.0,6332807.0
2000-01-05,11472,11960,10956,11472,22490,126656.0,6332807.0
2000-01-06,11128,11472,10784,11128,6810,122856.0,6332807.0
2000-01-07,11472,11702,11185,11472,18960,126656.0,6332807.0
2000-01-10,11759,11931,11472,11931,18150,131722.0,6332807.0
2000-01-11,12045,12303,11472,11702,23520,129189.0,6332807.0
2000-01-12,11988,11988,11500,11587,16120,127923.0,6332807.0
2000-01-13,11587,12104,11472,11816,58920,130456.0,6332807.0
2000-01-14,11758,12791,11758,12046,90170,132989.0,6332807.0
2000-01-17,12562,12562,12046,12161,28820,134256.0,6332807.0
2000-01-18,11931,12046,11243,11472,72520,126656.0,6332807.0
2000-01-19,10927,11214,10325,10325,28170,113991.0,6332807.0
2000-01-20,11472,11472,9292,10841,16000,119690.0,6332807.0
2000-01-21,10440,10899,9866,10554,6920,116524.0,6332807.0
2000-01-24,10554,10899,10554,10669,8590,117790.0,6332807.0
2000-01-25,9924,10727,9924,10382,17870,114624.0,6332807.0
2000-01-26,10382,10726,10210,10411,18490,114940.0,6332807.0
2000-01-27,10325,10841,10325,10841,21720,119690.0,6332807.0
2000-01-28,11185,11185,10324,10612,15140,117157.0,6332807.0
2000-01-31,10525,10697,10210,10698,7610,118107.0,6332807.0
2000-02-01,10612,10956,10354,10641,7370,117474.0,6332807.0
2000-02-02,10641,11100,10641,11013,14350,121590.0,6332807.0
2000-02-03,11013,11989,10899,11472,26770,126656.0,6332807.0
2000-02-07,11586,11959,11070,11415,12760,126023.0,6332807.0
2000-02-08,11271,11415,10784,11042,12680,121907.0,6332807.0
2000-02-09,10784,11128,10325,10382,28870,114624.0,6332807.0
2000-02-10,10211,10211,9579,9579,61690,105758.0,6332807.0
2000-02-11,9407,9464,8890,9178,88140,101325.0,6332807.0
2000-02-14,9235,9407,8890,9006,36590,99425.0,6332807.0
2000-02-15,8718,9063,8604,8662,24260,95625.0,6332807.0
2000-02-16,8777,8891,8059,8317,33110,91826.0,6332807.0
2000-02-17,8374,8489,8030,8203,38450,90559.0,6332807.0
2000-02-18,8231,8317,7916,7973,49950,88026.0,6332807.0
2000-02-21,7915,7915,7198,7228,80290,79793.0,6332807.0
2000-02-22,7170,7399,6940,7314,77420,80743.0,6332807.0
2000-02-23,7543,8317,7457,8289,46520,91509.0,6332807.0
2000-02-24,8317,8317,7514,7859,24220,86759.0,6332807.0
2000-02-25,7514,8031,7514,7973,26860,88026.0,6332807.0
2000-02-28,7514,8604,7457,8260,60230,91192.0,6332807.0
2000-02-29,8834,8834,7859,8317,75900,91826.0,6332807.0
2000-03-02,8317,9177,8145,8891,83100,98159.0,6332807.0
2000-03-03,9751,10210,9177,9809,207590,108291.0,6332807.0
2000-03-06,10325,10554,9751,10153,149420,112091.0,6332807.0
2000-03-07,9866,10325,9636,10153,81390,112091.0,6332807.0
2000-03-08,9809,10325,9579,10210,64770,112724.0,6332807.0
2000-03-09,9809,10612,9809,9837,70020,108608.0,6332807.0
2000-03-10,9952,10239,9694,10038,44080,110824.0,6332807.0
2000-03-13,10325,10612,10038,10468,57150,115574.0,6332807.0
2000-03-14,10612,11931,10325,10382,145910,114624.0,6332807.0
2000-03-15,9866,10268,9580,9751,39700,107658.0,6332807.0
2000-03-16,9752,10211,9235,9751,47480,107658.0,6332807.0
2000-03-17,10096,10096,9522,9579,17050,105758.0,6332807.0
2000-03-20,9464,9751,9464,9694,12330,107024.0,6332807.0
2000-03-21,9349,9808,9292,9465,21610,104491.0,6332807.0
2000-03-22,9694,9808,9206,9465,19910,104491.0,6332807.0
2000-03-23,9579,10038,9465,9665,36250,106708.0,6332807.0
2000-03-24,9694,9981,9464,9608,37880,106075.0,6332807.0
2000-03-27,9694,9694,9435,9465,19350,104491.0,6332807.0
2000-03-28,9292,9464,8890,9006,39590,99425.0,6332807.0
2000-03-29,8718,9177,8718,8748,27050,96575.0,6332807.0
2000-03-30,8776,8776,8546,8719,14250,96259.0,6332807.0
2000-03-31,8662,8834,8318,8489,21040,93726.0,6332807.0
2000-04-03,8776,9292,8489,8662,36210,95625.0,6332807.0
2000-04-04,8891,8891,8604,8690,23840,95942.0,6332807.0
2000-04-06,8776,8776,8432,8604,17510,94992.0,6332807.0
2000-04-07,8604,8604,8202,8432,35090,93092.0,6332807.0
2000-04-10,8604,9464,8432,8834,106010,97525.0,6332807.0
2000-04-11,8833,9005,8374,8461,34720,93409.0,6332807.0
2000-04-12,8432,8776,8432,8432,24190,93092.0,6332807.0
2000-04-14,8719,8719,8002,8518,20790,94042.0,6332807.0
2000-04-17,8030,8317,7743,7744,35610,85493.0,6332807.0
2000-04-18,7973,8087,7858,7916,13670,87393.0,6332807.0
2000-04-19,7916,8891,7916,8317,46040,91826.0,6332807.0
2000-04-20,8260,8546,8116,8375,9830,92459.0,6332807.0
2000-04-21,8374,8604,8260,8461,9400,93409.0,6332807.0
2000-04-24,8718,8833,8432,8461,40520,93409.0,6332807.0
2000-04-25,8719,8776,8489,8604,19590,94992.0,6332807.0
2000-04-26,8834,8834,8489,8604,26030,94992.0,6332807.0
2000-04-27,8604,8604,8117,8317,11810,91826.0,6332807.0
2000-04-28,8317,8776,8317,8604,13810,94992.0,6332807.0
2000-05-02,8719,8776,8432,8432,17060,93092.0,6332807.0
2000-05-03,8432,8604,8375,8604,5880,94992.0,6332807.0
2000-05-04,8547,8719,8518,8604,11010,94992.0,6332807.0
2000-05-08,8890,8890,8546,8576,9530,94675.0,6332807.0
2000-05-09,8317,8546,8231,8260,17540,91192.0,6332807.0
2000-05-10,8260,8346,8088,8317,9310,91826.0,6332807.0
2000-05-12,8318,8605,8117,8489,22210,93726.0,6332807.0
2000-05-15,8604,8718,8174,8547,19590,94359.0,6332807.0
2000-05-16,8317,9349,8317,9264,55420,102275.0,6332807.0
2000-05-17,9350,9464,8891,9149,43220,101008.0,6332807.0
2000-05-18,9177,9177,8632,8834,13990,97525.0,6332807.0
2000-05-19,8604,8604,8030,8117,40900,89609.0,6332807.0
2000-05-22,8145,8288,7801,7945,16760,87709.0,6332807.0
2000-05-23,8031,8317,7830,7973,18510,88026.0,6332807.0
2000-05-24,7973,8317,7744,7973,51700,88026.0,6332807.0
2000-05-25,8030,8891,8030,8776,20380,96892.0,6332807.0
2000-05-26,8776,8891,8432,8862,11960,97842.0,6332807.0
2000-05-29,8804,8804,8145,8719,18660,96259.0,6332807.0
2000-05-30,8718,8718,8260,8375,39570,92459.0,6332807.0
2000-05-31,8489,8718,8174,8203,90930,90559.0,6332807.0
2000-06-01,8203,8260,7916,7973,75620,88026.0,6332807.0
2000-06-02,8001,8202,7858,7916,64100,87393.0,6332807.0
2000-06-05,8001,8718,8001,8461,178550,93409.0,6332807.0
2000-06-07,8919,9722,8776,9723,188720,107341.0,6332807.0
2000-06-08,10899,10899,8633,8948,190180,98792.0,6332807.0
2000-06-09,9177,9407,8604,8834,109130,97525.0,6332807.0
2000-06-12,9121,9178,8662,8862,58570,97842.0,6332807.0
2000-06-13,8777,8891,8318,8317,38210,91826.0,6332807.0
2000-06-14,8318,9293,8203,8489,100490,93726.0,6332807.0
2000-06-15,8890,8890,8116,8117,40920,89609.0,6332807.0
2000-06-16,8202,8317,7801,7859,25620,86759.0,6332807.0
2000-06-19,8087,8374,7743,8088,40530,89293.0,6332807.0
2000-06-20,8087,8317,8059,8260,20760,91192.0,6332807.0
2000-06-21,8145,8317,8059,8088,20270,89293.0,6332807.0
2000-06-22,8317,8317,7858,7945,25040,87709.0,6332807.0
2000-06-23,8145,8145,7830,7973,13890,88026.0,6332807.0
2000-06-26,7973,8662,7916,8317,55220,91826.0,6332807.0
2000-06-27,8374,8547,8088,8346,27350,92142.0,6332807.0
2000-06-28,8489,8518,8145,8289,27120,91509.0,6332807.0
2000-06-29,8546,8546,8116,8289,26730,91509.0,6332807.0
2000-06-30,8145,8432,8145,8289,12530,91509.0,6332807.0
2000-07-03,8317,8776,8317,8633,44590,95309.0,6332807.0
2000-07-04,8891,8891,8489,8518,21630,94042.0,6332807.0
2000-07-05,8518,8661,8317,8604,27500,94992.0,6332807.0
2000-07-06,8489,8718,8489,8633,30580,95309.0,6332807.0
2000-07-07,8776,9292,8718,9006,73650,99425.0,6332807.0
2000-07-10,9177,9407,8891,8977,45530,99108.0,6332807.0
2000-07-11,8776,9034,8604,8604,37050,94992.0,6332807.0
2000-07-12,8604,8719,8432,8604,24390,94992.0,6332807.0
2000-07-13,8604,8719,8432,8604,17730,94992.0,6332807.0
2000-07-14,8604,8833,8604,8834,15570,97525.0,6332807.0
2000-07-18,8718,8890,8661,8662,30690,95625.0,6332807.0
2000-07-19,8719,9350,8661,9063,113400,100058.0,6332807.0
2000-07-20,9035,9551,9035,9207,147560,101642.0,6332807.0
2000-07-21,9322,9350,8977,9034,72890,99742.0,6332807.0
2000-07-24,9121,9121,8318,8317,50850,91826.0,6332807.0
2000-07-25,8116,8489,7887,7945,43200,87709.0,6332807.0
2000-07-26,8030,8260,7772,8088,31910,89293.0,6332807.0
2000-07-27,7915,8030,7801,7916,22200,87393.0,6332807.0
2000-07-28,8001,8231,7858,8031,18820,88659.0,6332807.0
2000-07-31,7915,8145,7629,8031,17850,88659.0,6332807.0
2000-08-01,8088,8117,7858,8059,15010,88976.0,6332807.0
2000-08-02,8087,8145,7944,8031,21390,88659.0,6332807.0
2000-08-03,8030,8087,7944,8031,33190,88659.0,6332807.0
2000-08-04,8317,8317,8002,8145,13760,89926.0,6332807.0
2000-08-07,8145,8260,8031,8145,24760,89926.0,6332807.0
2000-08-08,8030,8145,7801,7801,17570,86126.0,6332807.0
2000-08-09,7916,8260,7916,8145,15370,89926.0,6332807.0
2000-08-10,8030,8145,7915,8088,19820,89293.0,6332807.0
2000-08-11,7973,8116,7915,8031,68590,88659.0,6332807.0
2000-08-14,8260,8489,8030,8203,71630,90559.0,6332807.0
2000-08-16,8087,8374,8087,8289,25040,91509.0,6332807.0
2000-08-17,8087,8260,8030,8088,22110,89293.0,6332807.0
2000-08-18,7915,8174,7915,8031,15710,88659.0,6332807.0
2000-08-21,7973,8087,7915,7945,10300,87709.0,6332807.0
2000-08-22,7973,8834,7973,8604,70100,94992.0,6332807.0
2000-08-23,8489,8575,8174,8461,19700,93409.0,6332807.0
2000-08-24,8604,8833,8231,8432,11140,93092.0,6332807.0
2000-08-25,8432,8604,8260,8432,15440,93092.0,6332807.0
2000-08-28,8890,8890,8518,8547,32080,94359.0,6332807.0
2000-08-29,8605,8605,8375,8403,7270,92776.0,6332807.0
2000-08-30,8403,8547,8403,8432,9880,93092.0,6332807.0
2000-08-31,8317,8317,8002,8059,29650,88976.0,6332807.0
2000-09-01,7916,8404,7916,8317,17920,91826.0,6332807.0
2000-09-04,8461,8547,8260,8403,17530,92776.0,6332807.0
2000-09-05,8403,8891,8403,8604,25580,94992.0,6332807.0
2000-09-06,8432,8604,8317,8375,13330,92459.0,6332807.0
2000-09-07,8604,8604,8145,8317,13900,91826.0,6332807.0
2000-09-08,8203,8375,8059,8317,20900,91826.0,6332807.0
2000-09-14,8088,8289,8031,8059,16250,88976.0,6332807.0
2000-09-15,8059,8260,8001,8031,13400,88659.0,6332807.0
2000-09-18,7887,8030,7629,7887,28700,87076.0,6332807.0
