유엔젤(072130),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-01-13,8250,8450,8100,8150,119327,104172.0,6390890.0
2004-01-14,8275,8475,8225,8400,149107,107367.0,6390890.0
2004-01-15,8500,8500,7950,8000,111385,102254.0,6390890.0
2004-01-16,8050,8100,7750,7775,106794,99378.0,6390890.0
2004-01-19,7775,7850,6700,7375,329810,94266.0,6390890.0
2004-01-20,7200,7350,7000,7275,112820,92987.0,6390890.0
2004-01-26,7200,7450,7050,7250,111188,92668.0,6390890.0
2004-01-27,7300,7300,7025,7025,82129,89792.0,6390890.0
2004-01-28,7000,7175,6925,7000,70898,89472.0,6390890.0
2004-01-29,7000,7275,7000,7125,111715,91070.0,6390890.0
2004-01-30,7125,7275,7075,7100,53055,90751.0,6390890.0
2004-02-02,7100,7150,6975,7025,85472,89792.0,6390890.0
2004-02-03,6975,7025,6675,6875,110437,87875.0,6390890.0
2004-02-04,6800,7200,6800,7150,117770,91390.0,6390890.0
2004-02-05,7100,7575,7050,7575,186634,96822.0,6390890.0
2004-02-06,7575,7725,7375,7500,247780,95863.0,6390890.0
2004-02-09,7650,7650,7300,7300,126745,93307.0,6390890.0
2004-02-10,7500,7750,7450,7650,233180,97781.0,6390890.0
2004-02-11,7875,8150,7825,7825,346930,100017.0,6390890.0
2004-02-12,7800,8000,7625,7950,158831,101615.0,6390890.0
2004-02-13,8125,8175,7850,7950,119950,101615.0,6390890.0
2004-02-16,7750,7950,7525,7525,94280,96183.0,6390890.0
2004-02-17,7550,7625,7375,7475,86349,95544.0,6390890.0
2004-02-18,7525,7525,7125,7200,123189,92029.0,6390890.0
2004-02-19,7200,7300,7125,7225,71391,92348.0,6390890.0
2004-02-20,7200,7225,7025,7150,66311,91390.0,6390890.0
2004-02-23,7075,7200,7075,7150,39518,91390.0,6390890.0
2004-02-24,7175,7425,7125,7125,90285,91070.0,6390890.0
2004-02-25,7125,7175,6775,6875,51069,87875.0,6390890.0
2004-02-26,6900,6950,6775,6850,57415,87555.0,6390890.0
2004-02-27,6850,7075,6800,7000,41671,89472.0,6390890.0
2004-03-02,7000,7050,6825,6850,46862,87555.0,6390890.0
2004-03-03,6850,7200,6850,7050,88860,90112.0,6390890.0
2004-03-04,7150,7300,6975,7275,134410,92987.0,6390890.0
2004-03-05,7350,7350,7100,7100,78940,90751.0,6390890.0
2004-03-08,7050,7150,6975,6975,70327,89153.0,6390890.0
2004-03-09,6950,7000,6825,6900,40447,88194.0,6390890.0
2004-03-10,6850,7100,6850,6850,44700,87555.0,6390890.0
2004-03-11,6800,6975,6775,6850,43750,87555.0,6390890.0
2004-03-12,6900,7050,5850,6525,181437,83401.0,6390890.0
2004-03-15,6525,6625,6375,6600,75980,84360.0,6390890.0
2004-03-16,6450,6625,6350,6575,87303,84040.0,6390890.0
2004-03-17,6600,6725,6525,6675,54371,85318.0,6390890.0
2004-03-18,6725,6950,6625,6725,87790,85957.0,6390890.0
2004-03-19,6750,6925,6700,6725,86194,85957.0,6390890.0
2004-03-22,6675,6800,6500,6600,67200,84360.0,6390890.0
2004-03-23,6475,6600,6375,6425,61640,82123.0,6390890.0
2004-03-24,6425,6500,6175,6200,71030,79247.0,6390890.0
2004-03-25,6175,6225,5900,5900,77090,75413.0,6390890.0
2004-03-26,6025,6100,5800,5800,77635,74134.0,6390890.0
2004-03-29,5775,5975,5775,5800,79701,74134.0,6390890.0
2004-03-30,5825,6125,5800,6050,210054,77330.0,6390890.0
2004-03-31,6100,6100,5925,5975,66441,76371.0,6390890.0
2004-04-01,5975,6150,5950,6100,81391,77969.0,6390890.0
2004-04-02,6300,6450,6200,6200,174288,79247.0,6390890.0
2004-04-06,6325,6575,6200,6550,244721,83721.0,6390890.0
2004-04-07,6550,6600,6425,6425,104335,82123.0,6390890.0
2004-04-08,6525,6725,6425,6500,242970,83082.0,6390890.0
2004-04-09,6500,6500,6250,6350,117990,81164.0,6390890.0
2004-04-12,6350,6375,6175,6175,185050,78927.0,6390890.0
2004-04-13,6200,6250,5925,5950,123590,76052.0,6390890.0
2004-04-14,5900,6075,5850,6050,64730,77330.0,6390890.0
2004-04-16,5975,6150,5975,6050,61110,77330.0,6390890.0
2004-04-19,6050,6400,6050,6325,119060,80845.0,6390890.0
2004-04-20,6400,6400,6225,6350,106900,81164.0,6390890.0
2004-04-21,6275,6575,6250,6350,193531,81164.0,6390890.0
2004-04-22,6375,6450,6250,6375,150241,81484.0,6390890.0
2004-04-23,6500,7325,6425,7325,1071733,93627.0,6390890.0
2004-04-26,7875,8400,7400,8400,669820,107367.0,6390890.0
2004-04-27,9225,9650,8400,9650,2054182,123344.0,6390890.0
2004-04-28,9475,9500,8225,8225,759793,105130.0,6390890.0
2004-04-29,7800,7925,7000,7300,1083133,93307.0,6390890.0
2004-04-30,7375,8050,7050,7050,1341840,90112.0,6390890.0
2004-05-03,7125,7625,6975,7625,710157,97461.0,6390890.0
2004-05-04,7675,7775,7275,7275,479110,92987.0,6390890.0
2004-05-06,7275,7425,6350,6800,535517,86916.0,6390890.0
2004-05-07,6700,6875,6400,6775,321388,86597.0,6390890.0
2004-05-10,6625,7000,5825,5925,363810,75732.0,6390890.0
2004-05-11,5925,6250,5875,6025,330800,77010.0,6390890.0
2004-05-12,6175,6550,6100,6450,445790,82442.0,6390890.0
2004-05-13,6325,6375,6025,6025,211870,77010.0,6390890.0
2004-05-14,6250,6925,6125,6925,1340246,88514.0,6390890.0
2004-05-17,6925,6950,5900,5900,593855,75413.0,6390890.0
2004-05-18,5800,6150,5400,5950,415371,76052.0,6390890.0
2004-05-19,6100,6625,6100,6275,528075,80206.0,6390890.0
2004-05-20,6000,6125,5375,5625,388851,71898.0,6390890.0
2004-05-21,5800,6050,5700,5775,216088,73815.0,6390890.0
2004-05-24,5950,6350,5825,6025,465234,77010.0,6390890.0
2004-05-25,6050,6050,5700,5775,183712,73815.0,6390890.0
2004-05-27,6000,6075,5825,5825,176943,74454.0,6390890.0
2004-05-28,5925,6150,5875,6025,233429,77010.0,6390890.0
2004-05-31,6025,6050,5750,5900,140492,75413.0,6390890.0
2004-06-01,5900,6100,5825,5900,144375,75413.0,6390890.0
2004-06-02,5850,6000,5825,6000,101232,76691.0,6390890.0
2004-06-03,6100,6375,5600,5700,442230,72856.0,6390890.0
2004-06-04,5825,5850,5450,5750,245357,73495.0,6390890.0
2004-06-07,5775,6075,5775,5875,259384,75093.0,6390890.0
2004-06-08,5950,6050,5725,5775,150499,73815.0,6390890.0
2004-06-09,5800,5875,5550,5600,216153,71578.0,6390890.0
2004-06-10,5550,5700,5500,5675,99240,72537.0,6390890.0
2004-06-11,5625,5675,5200,5300,174120,67743.0,6390890.0
2004-06-14,5125,5325,4580,4650,229841,59435.0,6390890.0
2004-06-15,4675,4750,4355,4650,170978,59435.0,6390890.0
2004-06-16,4560,4860,4475,4500,162357,57518.0,6390890.0
2004-06-17,4460,4540,4345,4350,127361,55601.0,6390890.0
2004-06-18,4305,4525,4125,4125,170702,52725.0,6390890.0
2004-06-21,4155,4275,3995,4030,166485,51511.0,6390890.0
2004-06-22,4045,4090,3885,4000,135184,51127.0,6390890.0
2004-06-23,3950,4040,3865,3865,115900,49402.0,6390890.0
2004-06-24,3975,4230,3895,4150,192905,53044.0,6390890.0
2004-06-25,4125,4235,4040,4235,127690,54131.0,6390890.0
2004-06-28,4250,4315,4100,4110,92363,52533.0,6390890.0
2004-06-29,4115,4390,4115,4340,130160,55473.0,6390890.0
2004-06-30,4375,4490,4275,4290,153230,54834.0,6390890.0
2004-07-01,4390,4470,4325,4400,157030,56240.0,6390890.0
2004-07-02,4275,4285,4105,4105,98740,52469.0,6390890.0
2004-07-05,4075,4175,4065,4130,55470,52789.0,6390890.0
2004-07-06,4105,4200,4105,4170,57740,53300.0,6390890.0
2004-07-07,4000,4100,3965,4070,55281,52022.0,6390890.0
2004-07-08,4060,4130,3980,3990,47208,50999.0,6390890.0
2004-07-09,3990,4585,3990,4585,197883,58604.0,6390890.0
2004-07-12,5050,5250,4900,5250,849816,67104.0,6390890.0
2004-07-13,5250,5250,4725,4800,476390,61353.0,6390890.0
2004-07-14,4885,5500,4855,5250,854522,67104.0,6390890.0
2004-07-15,5125,6025,4910,6025,546130,77010.0,6390890.0
2004-07-16,5900,6675,5675,5850,923260,74773.0,6390890.0
2004-07-19,5850,6450,5850,6200,590913,79247.0,6390890.0
2004-07-20,6100,6200,5275,5300,952990,67743.0,6390890.0
2004-07-21,5400,5675,5225,5250,543430,67104.0,6390890.0
2004-07-22,5100,5425,4965,5000,499868,63909.0,6390890.0
2004-07-23,5000,5300,4985,5200,387007,66465.0,6390890.0
2004-07-26,5050,5150,4505,4525,337551,57838.0,6390890.0
2004-07-27,4430,4520,4000,4100,370020,52405.0,6390890.0
2004-07-28,4200,4575,4200,4295,369882,54898.0,6390890.0
2004-07-29,4155,4370,4030,4030,198860,51511.0,6390890.0
2004-07-30,4120,4575,4105,4350,480343,55601.0,6390890.0
2004-08-02,4500,4740,4155,4200,533780,53683.0,6390890.0
2004-08-03,4300,4340,4065,4105,158563,52469.0,6390890.0
2004-08-04,4035,4190,4010,4070,125501,52022.0,6390890.0
2004-08-05,4155,4550,4140,4350,463855,55601.0,6390890.0
2004-08-06,4135,4290,4125,4245,126145,54259.0,6390890.0
2004-08-09,4240,4475,4150,4355,196950,55665.0,6390890.0
2004-08-10,4315,4415,4275,4350,122100,55601.0,6390890.0
2004-08-11,4455,4530,4325,4325,285160,55281.0,6390890.0
2004-08-12,4350,4795,4350,4600,579904,58796.0,6390890.0
2004-08-13,4600,4775,4415,4440,370780,56751.0,6390890.0
2004-08-16,4525,4550,4335,4380,197287,55984.0,6390890.0
2004-08-17,4495,4520,4350,4370,151183,55856.0,6390890.0
2004-08-18,4370,4430,4335,4335,95118,55409.0,6390890.0
2004-08-19,4465,4705,4450,4450,395081,56879.0,6390890.0
2004-08-20,4455,4500,4370,4375,92370,55920.0,6390890.0
2004-08-23,4485,4540,4405,4420,94840,56495.0,6390890.0
2004-08-24,4450,4575,4405,4575,171752,58477.0,6390890.0
2004-08-25,4705,5250,4705,5250,1185053,67104.0,6390890.0
2004-08-26,5400,5400,4980,5075,665793,64868.0,6390890.0
2004-08-27,5150,5225,4930,5175,530790,66146.0,6390890.0
2004-08-30,5175,5500,5000,5150,546271,65826.0,6390890.0
2004-08-31,5100,5250,4955,5075,225389,64868.0,6390890.0
2004-09-01,5050,5175,4975,5100,481780,65187.0,6390890.0
2004-09-02,5100,5175,4955,5000,179167,63909.0,6390890.0
2004-09-03,5075,5650,4995,5250,891765,67104.0,6390890.0
2004-09-06,5375,5750,5200,5625,546141,71898.0,6390890.0
2004-09-07,5550,5600,5275,5350,288900,68383.0,6390890.0
2004-09-08,5500,5550,4960,4965,490737,63462.0,6390890.0
2004-09-09,4965,5100,4865,5100,188380,65187.0,6390890.0
2004-09-10,5175,5175,4975,5000,178820,63909.0,6390890.0
2004-09-13,5025,5250,5000,5250,259031,67104.0,6390890.0
2004-09-14,5350,5425,5075,5100,237428,65187.0,6390890.0
2004-09-15,5150,5300,5075,5300,179472,67743.0,6390890.0
2004-09-16,5250,5600,5250,5300,487350,67743.0,6390890.0
2004-09-17,5300,5400,5125,5125,173050,65507.0,6390890.0
2004-09-20,5125,5350,5075,5275,210980,67424.0,6390890.0
2004-09-21,5250,5575,5225,5525,367370,70619.0,6390890.0
2004-09-22,5550,5625,5050,5100,279422,65187.0,6390890.0
2004-09-23,5025,5125,4930,4930,165310,63014.0,6390890.0
2004-09-24,4880,5000,4850,4960,127080,63398.0,6390890.0
2004-09-30,4975,5075,4910,4910,113610,62759.0,6390890.0
2004-10-01,4860,5025,4860,4985,125993,63717.0,6390890.0
2004-10-04,5100,5100,4980,5075,152031,64868.0,6390890.0
2004-10-05,5225,5325,5100,5150,317310,65826.0,6390890.0
2004-10-06,5150,5225,5025,5050,112251,64548.0,6390890.0
2004-10-07,5100,5150,5050,5125,120332,65507.0,6390890.0
2004-10-08,5075,5100,4950,4955,126336,63334.0,6390890.0
2004-10-11,4900,4950,4895,4925,76880,62950.0,6390890.0
2004-10-12,4955,5050,4925,4925,83476,62950.0,6390890.0
2004-10-13,4955,5125,4935,4985,278166,63717.0,6390890.0
2004-10-14,5000,5025,4895,4900,91090,62631.0,6390890.0
2004-10-15,4875,4875,4725,4775,87598,61033.0,6390890.0
2004-10-18,4775,4775,4500,4575,66739,58477.0,6390890.0
2004-10-19,4580,4650,4580,4580,49830,58541.0,6390890.0
2004-10-20,4600,4645,4315,4315,70950,55153.0,6390890.0
2004-10-21,4400,4440,4295,4340,59160,55473.0,6390890.0
2004-10-22,4340,4430,4300,4350,30459,55601.0,6390890.0
2004-10-25,4255,4340,4175,4175,41920,53364.0,6390890.0
2004-10-26,4175,4310,4175,4295,55761,54898.0,6390890.0
2004-10-27,4315,4550,4190,4450,130300,56879.0,6390890.0
2004-10-28,4465,4495,4415,4415,53822,56432.0,6390890.0
2004-10-29,4435,4475,4250,4255,71628,54386.0,6390890.0
2004-11-01,4220,4285,4080,4150,80751,53044.0,6390890.0
2004-11-02,4105,4375,4105,4250,89931,54323.0,6390890.0
2004-11-03,4205,4300,4195,4250,42110,54323.0,6390890.0
2004-11-04,4280,4350,4265,4350,62829,55601.0,6390890.0
2004-11-05,4450,4450,4335,4335,50570,55409.0,6390890.0
2004-11-08,4315,4375,4250,4250,45800,54323.0,6390890.0
2004-11-09,4250,4280,4150,4180,34720,53428.0,6390890.0
2004-11-10,4160,4215,4075,4100,49240,52405.0,6390890.0
2004-11-11,4105,4155,4075,4075,46440,52086.0,6390890.0
2004-11-12,4105,4190,4100,4105,42332,52469.0,6390890.0
2004-11-15,4205,4590,4200,4350,162970,55601.0,6390890.0
2004-11-16,4375,4395,4190,4190,71007,53556.0,6390890.0
2004-11-17,4205,4350,4200,4265,64235,54514.0,6390890.0
2004-11-18,4270,4415,4255,4310,89110,55089.0,6390890.0
2004-11-19,4285,4340,4255,4285,37763,54770.0,6390890.0
2004-11-22,4295,4325,4125,4125,49008,52725.0,6390890.0
2004-11-23,4130,4190,4100,4135,49441,52853.0,6390890.0
2004-11-24,4155,4280,4120,4200,66160,53683.0,6390890.0
2004-11-25,4275,4315,4145,4145,46910,52980.0,6390890.0
2004-11-26,4140,4175,4050,4075,51490,52086.0,6390890.0
2004-11-29,4030,4115,4030,4050,29320,51766.0,6390890.0
2004-11-30,4000,4060,3980,4025,45390,51447.0,6390890.0
2004-12-01,4025,4090,4020,4055,27420,51830.0,6390890.0
2004-12-02,4115,4325,4115,4165,119780,53236.0,6390890.0
2004-12-03,4200,4200,4100,4125,31680,52725.0,6390890.0
2004-12-06,4125,4345,4110,4220,104421,53939.0,6390890.0
2004-12-07,4225,4405,4175,4240,120760,54195.0,6390890.0
2004-12-08,4270,4875,4270,4875,375098,62311.0,6390890.0
2004-12-09,4950,5325,4500,4555,750421,58221.0,6390890.0
2004-12-10,4600,4650,4255,4305,190180,55026.0,6390890.0
2004-12-13,4405,4750,4255,4455,474216,56943.0,6390890.0
2004-12-14,4365,4440,4255,4310,199136,55089.0,6390890.0
2004-12-15,4310,4390,4175,4180,128211,53428.0,6390890.0
2004-12-16,4180,4260,4170,4200,106569,53683.0,6390890.0
2004-12-17,4185,4425,4165,4340,183790,55473.0,6390890.0
2004-12-20,4465,4500,4275,4295,105583,54898.0,6390890.0
2004-12-21,4400,4400,4155,4160,113257,53172.0,6390890.0
2004-12-22,4230,4250,4160,4160,73670,53172.0,6390890.0
2004-12-23,4115,4205,4075,4090,83445,52277.0,6390890.0
2004-12-24,4050,4150,4050,4100,69297,52405.0,6390890.0
2004-12-27,4100,4325,4100,4200,149578,53683.0,6390890.0
2004-12-28,4185,4325,4110,4125,148764,52725.0,6390890.0
2004-12-29,4200,4275,4100,4125,50860,52725.0,6390890.0
2004-12-30,4135,4245,4120,4245,67396,54259.0,6390890.0
2005-01-03,4535,4770,4515,4750,426311,60713.0,6390890.0
2005-01-04,4850,5125,4650,4650,637647,59435.0,6390890.0
2005-01-05,4600,4705,4400,4680,258864,59819.0,6390890.0
2005-01-06,4895,4895,4145,4330,267592,55345.0,6390890.0
2005-01-07,4330,4400,4275,4330,103030,55345.0,6390890.0
2005-01-10,4400,4825,4345,4680,310265,59819.0,6390890.0
2005-01-11,4655,4695,4475,4575,135890,58477.0,6390890.0
2005-01-12,4600,5250,4560,5100,968530,65187.0,6390890.0
2005-01-13,5200,5450,4920,5125,612460,65507.0,6390890.0
2005-01-14,5125,5525,5050,5250,404000,67104.0,6390890.0
2005-01-17,5425,5450,5100,5100,335000,65187.0,6390890.0
2005-01-18,5225,5350,5075,5125,197575,65507.0,6390890.0
2005-01-19,5225,5875,5225,5875,584096,75093.0,6390890.0
2005-01-20,6075,6650,5475,5700,1050184,72856.0,6390890.0
2005-01-21,5850,6050,5500,6000,573497,76691.0,6390890.0
2005-01-24,6200,6900,6100,6900,965279,88194.0,6390890.0
2005-01-25,6650,6750,6125,6500,599365,83082.0,6390890.0
2005-01-26,6500,6650,5550,5700,500012,72856.0,6390890.0
2005-01-27,5625,5875,5425,5725,258501,73176.0,6390890.0
2005-01-28,5750,6125,5700,5725,412599,73176.0,6390890.0
2005-01-31,5650,5750,5425,5500,215358,70300.0,6390890.0
2005-02-01,5525,5700,5475,5650,168528,72217.0,6390890.0
2005-02-02,5700,5750,5250,5250,213920,67104.0,6390890.0
2005-02-03,5200,5325,4900,5050,208220,64548.0,6390890.0
2005-02-04,5000,5450,5000,5300,263550,67743.0,6390890.0
2005-02-07,5300,5525,5300,5425,156260,69341.0,6390890.0
2005-02-11,5325,5425,5150,5200,148270,66465.0,6390890.0
2005-02-14,5250,5750,5225,5500,495862,70300.0,6390890.0
2005-02-15,5700,5875,5500,5600,385710,71578.0,6390890.0
2005-02-16,5650,5725,5300,5500,203060,70300.0,6390890.0
2005-02-17,5500,6325,5425,6100,1363355,77969.0,6390890.0
2005-02-18,5925,6100,5650,5675,405240,72537.0,6390890.0
2005-02-21,5825,5925,5525,5675,301760,72537.0,6390890.0
2005-02-22,5650,5800,5125,5200,397760,66465.0,6390890.0
2005-02-23,4995,5250,4995,5250,219335,67104.0,6390890.0
2005-02-24,5250,5450,5200,5225,156840,66785.0,6390890.0
2005-02-25,5350,5350,5150,5175,157812,66146.0,6390890.0
2005-02-28,5225,5425,5200,5300,121485,67743.0,6390890.0
2005-03-02,5300,5400,5200,5350,142061,68383.0,6390890.0
2005-03-03,5350,5450,5250,5250,111232,67104.0,6390890.0
2005-03-04,5275,5300,5125,5250,156361,67104.0,6390890.0
2005-03-07,5150,5325,5025,5050,130007,64548.0,6390890.0
2005-03-08,5075,5125,4750,4800,207125,61353.0,6390890.0
2005-03-09,4760,4945,4750,4825,78358,61672.0,6390890.0
2005-03-10,4800,4870,4705,4720,115620,60330.0,6390890.0
2005-03-11,4820,4950,4735,4945,169641,63206.0,6390890.0
2005-03-14,4915,4995,4805,4905,83520,62695.0,6390890.0
2005-03-15,4925,4945,4780,4800,107500,61353.0,6390890.0
