유화증권(003460),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-08-20,6900,7050,6900,7000,9680,79383.0,11340483.0
2003-08-21,7000,7200,7000,7150,18276,81084.0,11340483.0
2003-08-22,7020,7020,7000,7000,11620,79383.0,11340483.0
2003-08-25,7000,7100,7000,7000,7440,79383.0,11340483.0
2003-08-26,6830,7050,6830,6900,10431,78249.0,11340483.0
2003-08-27,6910,7100,6910,6970,7970,79043.0,11340483.0
2003-08-28,6970,6980,6830,6960,5600,78930.0,11340483.0
2003-08-29,6990,6990,6850,6890,7370,78136.0,11340483.0
2003-09-01,7000,7000,6980,7000,3398,79383.0,11340483.0
2003-09-02,6900,7000,6900,6960,11550,78930.0,11340483.0
2003-09-03,7000,7150,6900,7000,3090,79383.0,11340483.0
2003-09-04,7000,7000,6900,7000,8760,79383.0,11340483.0
2003-09-05,6910,7000,6900,6900,6848,78249.0,11340483.0
2003-09-08,6900,6990,6900,6990,1400,79270.0,11340483.0
2003-09-09,6910,6990,6910,6990,310,79270.0,11340483.0
2003-09-15,6900,6920,6850,6850,11130,77682.0,11340483.0
2003-09-16,6800,7000,6800,7000,11190,79383.0,11340483.0
2003-09-17,7000,7000,6950,7000,22400,79383.0,11340483.0
2003-09-18,6990,7050,6980,7050,10760,79950.0,11340483.0
2003-09-19,7050,7050,6960,7000,6910,79383.0,11340483.0
2003-09-22,6900,6900,6870,6900,6940,78249.0,11340483.0
2003-09-23,6800,6910,6800,6910,2876,78363.0,11340483.0
2003-09-24,6860,7200,6860,7200,4480,81651.0,11340483.0
2003-09-25,7200,7200,6950,7000,1750,79383.0,11340483.0
2003-09-26,6900,7200,6900,7200,770,81651.0,11340483.0
2003-09-29,7090,7090,6910,6990,1210,79270.0,11340483.0
2003-09-30,6910,7060,6900,6900,590,78249.0,11340483.0
2003-10-01,6910,7000,6850,7000,3130,79383.0,11340483.0
2003-10-02,7000,7040,6920,7040,2550,79837.0,11340483.0
2003-10-06,7000,7000,6860,6860,2225,77796.0,11340483.0
2003-10-07,6900,6990,6900,6990,810,79270.0,11340483.0
2003-10-08,6800,6990,6800,6940,10690,78703.0,11340483.0
2003-10-09,6900,6900,6900,6900,430,78249.0,11340483.0
2003-10-10,6900,7100,6900,6910,6306,78363.0,11340483.0
2003-10-13,6900,7000,6900,7000,1666,79383.0,11340483.0
2003-10-14,7000,7000,6930,7000,2170,79383.0,11340483.0
2003-10-15,7000,7050,6910,7050,31150,79950.0,11340483.0
2003-10-16,7000,7000,6950,7000,5390,79383.0,11340483.0
2003-10-17,6920,7000,6920,7000,5940,79383.0,11340483.0
2003-10-20,7000,7000,6950,7000,10100,79383.0,11340483.0
2003-10-21,7000,7000,6950,6960,7420,78930.0,11340483.0
2003-10-22,6960,7000,6960,7000,4850,79383.0,11340483.0
2003-10-23,6960,7000,6950,7000,4470,79383.0,11340483.0
2003-10-24,7000,7000,6960,7000,6460,79383.0,11340483.0
2003-10-27,7000,7000,6950,7000,9220,79383.0,11340483.0
2003-10-28,7000,7200,6960,7190,6160,81538.0,11340483.0
2003-10-29,7150,7150,7000,7000,9920,79383.0,11340483.0
2003-10-30,7000,7150,7000,7000,13301,79383.0,11340483.0
2003-10-31,7000,7000,6950,6970,20590,79043.0,11340483.0
2003-11-03,7000,7000,6950,7000,13160,79383.0,11340483.0
2003-11-04,7300,7300,6870,6960,764,78930.0,11340483.0
2003-11-05,6960,7000,6960,7000,1300,79383.0,11340483.0
2003-11-06,6900,6980,6900,6980,3250,79157.0,11340483.0
2003-11-07,6730,7000,6730,6990,4060,79270.0,11340483.0
2003-11-10,6800,6990,6800,6990,40,79270.0,11340483.0
2003-11-11,6730,6730,6730,6730,69,76321.0,11340483.0
2003-11-12,6800,6800,6800,6800,775,77115.0,11340483.0
2003-11-13,6800,7000,6700,6800,5990,77115.0,11340483.0
2003-11-14,6830,7000,6830,6900,2344,78249.0,11340483.0
2003-11-17,6900,7300,6900,6970,16441,79043.0,11340483.0
2003-11-18,6910,7000,6910,6970,5938,79043.0,11340483.0
2003-11-19,6990,6990,6900,6970,2170,79043.0,11340483.0
2003-11-20,6970,6970,6860,6900,25540,78249.0,11340483.0
2003-11-21,6900,6990,6900,6990,43080,79270.0,11340483.0
2003-11-24,6990,6990,6850,6900,19010,78249.0,11340483.0
2003-11-25,6900,7000,6900,7000,11330,79383.0,11340483.0
2003-11-26,6900,6900,6900,6900,675,78249.0,11340483.0
2003-11-27,6900,6900,6810,6900,12291,78249.0,11340483.0
2003-11-28,6900,6900,6800,6900,10610,78249.0,11340483.0
2003-12-01,6900,6900,6900,6900,9630,78249.0,11340483.0
2003-12-02,6900,6900,6820,6820,10010,77342.0,11340483.0
2003-12-03,6850,6850,6830,6830,1750,77455.0,11340483.0
2003-12-04,6830,6850,6830,6850,1250,77682.0,11340483.0
2003-12-05,6850,6900,6850,6850,7000,77682.0,11340483.0
2003-12-08,6850,6850,6850,6850,5000,77682.0,11340483.0
2003-12-09,6850,6870,6730,6870,6602,77909.0,11340483.0
2003-12-10,6870,6950,6870,6950,1250,78816.0,11340483.0
2003-12-11,6800,6900,6800,6900,290,78249.0,11340483.0
2003-12-12,7000,7000,6800,6900,1530,78249.0,11340483.0
2003-12-15,6800,6850,6800,6850,390,77682.0,11340483.0
2003-12-16,6850,6850,6850,6850,4600,77682.0,11340483.0
2003-12-17,6850,6850,6750,6800,11379,77115.0,11340483.0
2003-12-18,6800,6950,6800,6800,962,77115.0,11340483.0
2003-12-19,6800,6800,6750,6760,6370,76662.0,11340483.0
2003-12-22,6760,6930,6760,6930,2080,78590.0,11340483.0
2003-12-23,6920,6920,6920,6920,0,78476.0,11340483.0
2003-12-24,6740,6750,6730,6750,1991,76548.0,11340483.0
2003-12-26,6750,6750,6750,6750,4300,76548.0,11340483.0
2003-12-29,6710,6710,6710,6710,20,76095.0,11340483.0
2003-12-30,6900,6900,6800,6900,640,78249.0,11340483.0
2004-01-02,6750,6900,6740,6900,290,78249.0,11340483.0
2004-01-05,6750,7290,6750,6910,16275,78363.0,11340483.0
2004-01-06,6910,6910,6800,6900,1760,78249.0,11340483.0
2004-01-07,6820,7100,6820,7100,4710,80517.0,11340483.0
2004-01-08,6850,6950,6850,6950,280,78816.0,11340483.0
2004-01-09,6830,6970,6830,6840,3714,77569.0,11340483.0
2004-01-12,6850,6990,6850,6900,720,78249.0,11340483.0
2004-01-13,6900,6910,6900,6900,20270,78249.0,11340483.0
2004-01-14,6900,6990,6800,6900,16320,78249.0,11340483.0
2004-01-15,6900,6980,6900,6980,16561,79157.0,11340483.0
2004-01-16,6900,6900,6750,6900,1610,78249.0,11340483.0
2004-01-19,6900,6990,6850,6900,6910,78249.0,11340483.0
2004-01-20,6900,6950,6900,6910,5780,78363.0,11340483.0
2004-01-26,6910,7000,6910,7000,14480,79383.0,11340483.0
2004-01-27,7000,7000,6830,6900,10540,78249.0,11340483.0
2004-01-28,6900,7000,6900,7000,10480,79383.0,11340483.0
2004-01-29,7000,7000,6820,6950,13830,78816.0,11340483.0
2004-01-30,6950,7000,6950,7000,6450,79383.0,11340483.0
2004-02-02,7000,7000,6910,7000,25180,79383.0,11340483.0
2004-02-03,7000,7000,6900,6920,5990,78476.0,11340483.0
2004-02-04,6920,6920,6920,6920,920,78476.0,11340483.0
2004-02-05,6930,7000,6920,7000,6290,79383.0,11340483.0
2004-02-06,7000,7000,6870,7000,11090,79383.0,11340483.0
2004-02-09,7000,7000,6880,6950,5345,78816.0,11340483.0
2004-02-10,7000,7000,6950,7000,16150,79383.0,11340483.0
2004-02-11,7000,7000,6900,6960,38653,78930.0,11340483.0
2004-02-12,6960,7000,6930,6930,13520,78590.0,11340483.0
2004-02-13,7000,7200,6930,7000,75350,79383.0,11340483.0
2004-02-16,7000,7000,6900,6900,19520,78249.0,11340483.0
2004-02-17,6900,6990,6900,6990,37850,79270.0,11340483.0
2004-02-18,6990,6990,6900,6990,7820,79270.0,11340483.0
2004-02-19,6970,6970,6920,6920,9600,78476.0,11340483.0
2004-02-20,6920,6960,6920,6920,2310,78476.0,11340483.0
2004-02-23,6920,6980,6920,6920,3580,78476.0,11340483.0
2004-02-24,6990,6990,6910,6920,918,78476.0,11340483.0
2004-02-25,6920,6980,6910,6920,5450,78476.0,11340483.0
2004-02-26,6950,6950,6920,6950,16545,78816.0,11340483.0
2004-02-27,6910,6950,6910,6950,3600,78816.0,11340483.0
2004-03-02,6970,7000,6930,6950,7330,78816.0,11340483.0
2004-03-03,6950,7000,6950,6960,5040,78930.0,11340483.0
2004-03-04,6950,7000,6950,6960,7081,78930.0,11340483.0
2004-03-05,6960,6990,6940,6990,22190,79270.0,11340483.0
2004-03-08,6940,7000,6940,6950,5560,78816.0,11340483.0
2004-03-09,6940,6990,6940,6990,2330,79270.0,11340483.0
2004-03-10,6950,7000,6850,6910,43700,78363.0,11340483.0
2004-03-11,6920,7000,6920,6980,13250,79157.0,11340483.0
2004-03-12,6930,7000,6920,7000,16150,79383.0,11340483.0
2004-03-15,7000,7000,6930,7000,5900,79383.0,11340483.0
2004-03-16,6950,6990,6940,6990,5680,79270.0,11340483.0
2004-03-17,6950,7000,6950,7000,27340,79383.0,11340483.0
2004-03-18,6990,7000,6940,6990,32360,79270.0,11340483.0
2004-03-19,7000,7300,6980,7170,27450,81311.0,11340483.0
2004-03-22,6990,7110,6990,7000,9850,79383.0,11340483.0
2004-03-23,7000,7180,6980,7000,42640,79383.0,11340483.0
2004-03-24,7000,7000,6980,6980,20740,79157.0,11340483.0
2004-03-25,7000,7100,6980,7000,25850,79383.0,11340483.0
2004-03-26,7000,7050,6990,7000,13171,79383.0,11340483.0
2004-03-29,7000,7180,7000,7000,18740,79383.0,11340483.0
2004-03-30,6330,6690,6330,6520,3005,73940.0,11340483.0
2004-03-31,6400,6590,6400,6590,4460,74734.0,11340483.0
2004-04-01,6350,6450,6350,6430,1760,72919.0,11340483.0
2004-04-02,6410,6660,6410,6660,620,75528.0,11340483.0
2004-04-06,6510,6620,6510,6600,4590,74847.0,11340483.0
2004-04-07,6520,6660,6520,6600,1990,74847.0,11340483.0
2004-04-08,6600,7070,6600,7070,1060,80177.0,11340483.0
2004-04-09,6960,6960,6630,6640,2070,75301.0,11340483.0
2004-04-12,6510,6750,6510,6750,540,76548.0,11340483.0
2004-04-13,6570,6740,6570,6610,406,74961.0,11340483.0
2004-04-14,6610,6910,6530,6890,110,78136.0,11340483.0
2004-04-16,6550,6700,6550,6700,2220,75981.0,11340483.0
2004-04-19,6530,6550,6530,6550,420,74280.0,11340483.0
2004-04-20,6700,6700,6700,6700,10,75981.0,11340483.0
2004-04-21,6460,6690,6460,6690,760,75868.0,11340483.0
2004-04-22,6590,6890,6590,6630,4770,75187.0,11340483.0
2004-04-23,6620,7000,6610,7000,21020,79383.0,11340483.0
2004-04-26,6890,6900,6720,6900,4500,78249.0,11340483.0
2004-04-27,6730,6900,6730,6890,5080,78136.0,11340483.0
2004-04-28,6610,6800,6610,6800,2340,77115.0,11340483.0
2004-04-29,6110,6800,6110,6780,6370,76888.0,11340483.0
2004-04-30,6990,6990,6700,6710,418,76095.0,11340483.0
2004-05-03,6650,6710,6650,6710,1099,76095.0,11340483.0
2004-05-04,6690,7000,6690,6990,13170,79270.0,11340483.0
2004-05-06,6890,6990,6790,6900,3940,78249.0,11340483.0
2004-05-07,6810,6930,6810,6930,3070,78590.0,11340483.0
2004-05-10,6720,7000,6720,6980,4910,79157.0,11340483.0
2004-05-11,6970,6970,6720,6900,1830,78249.0,11340483.0
2004-05-12,6760,6900,6760,6770,270,76775.0,11340483.0
2004-05-13,6670,6880,6670,6880,1920,78023.0,11340483.0
2004-05-14,6900,6900,6700,6880,3160,78023.0,11340483.0
2004-05-17,6800,6850,6690,6850,8130,77682.0,11340483.0
2004-05-18,6690,6750,6610,6610,4710,74961.0,11340483.0
2004-05-19,6610,6840,6610,6800,16330,77115.0,11340483.0
2004-05-20,6660,6850,6630,6700,5820,75981.0,11340483.0
2004-05-21,6800,6800,6750,6790,660,77002.0,11340483.0
2004-05-24,6650,6790,6650,6660,1301,75528.0,11340483.0
2004-05-25,6780,6780,6690,6780,1580,76888.0,11340483.0
2004-05-27,6660,6780,6660,6780,3230,76888.0,11340483.0
2004-05-28,6670,6770,6670,6770,610,76775.0,11340483.0
2004-05-31,6670,6670,6670,6670,511,75641.0,11340483.0
2004-06-01,6680,6750,6670,6750,1930,76548.0,11340483.0
2004-06-02,6700,6700,6700,6700,890,75981.0,11340483.0
2004-06-03,6660,6660,6610,6660,13420,75528.0,11340483.0
2004-06-04,6800,6800,6790,6800,3040,77115.0,11340483.0
2004-06-07,6840,7400,6750,6770,9246,76775.0,11340483.0
2004-06-08,6780,6820,6730,6790,3412,77002.0,11340483.0
2004-06-09,6720,7200,6720,6850,520,77682.0,11340483.0
2004-06-10,6730,6850,6730,6850,1544,77682.0,11340483.0
2004-06-11,6720,6850,6720,6800,2100,77115.0,11340483.0
2004-06-14,6720,6800,6720,6800,1270,77115.0,11340483.0
2004-06-15,6800,6800,6800,6800,7650,77115.0,11340483.0
2004-06-16,6710,7000,6710,6900,20960,78249.0,11340483.0
2004-06-17,6900,7000,6900,7000,62602,79383.0,11340483.0
2004-06-18,6900,6900,6900,6900,2860,78249.0,11340483.0
2004-06-21,6710,6950,6710,6900,3100,78249.0,11340483.0
2004-06-22,6900,6900,6900,6900,6340,78249.0,11340483.0
2004-06-23,6900,6980,6900,6910,3650,78363.0,11340483.0
2004-06-24,6910,7000,6900,7000,3350,79383.0,11340483.0
2004-06-25,6930,6930,6900,6900,9750,78249.0,11340483.0
2004-06-28,6900,6900,6810,6810,1523,77229.0,11340483.0
2004-06-29,6850,6900,6850,6900,3870,78249.0,11340483.0
2004-06-30,6910,6910,6900,6910,6590,78363.0,11340483.0
2004-07-01,6800,6900,6800,6900,210,78249.0,11340483.0
2004-07-02,6900,6920,6900,6920,1450,78476.0,11340483.0
2004-07-05,6910,6910,6910,6910,2050,78363.0,11340483.0
2004-07-06,6810,6930,6810,6920,4980,78476.0,11340483.0
2004-07-07,6900,7000,6880,6900,2110,78249.0,11340483.0
2004-07-08,6850,7000,6850,7000,3010,79383.0,11340483.0
2004-07-09,6800,6910,6800,6910,20,78363.0,11340483.0
2004-07-12,6910,6960,6910,6940,700,78703.0,11340483.0
2004-07-13,6950,6950,6900,6900,19840,78249.0,11340483.0
2004-07-14,6950,7100,6900,6980,16820,79157.0,11340483.0
2004-07-15,6910,6940,6900,6940,2020,78703.0,11340483.0
2004-07-16,6990,6990,6910,6920,310,78476.0,11340483.0
2004-07-19,6910,6910,6910,6910,810,78363.0,11340483.0
2004-07-20,6900,6900,6900,6900,2770,78249.0,11340483.0
2004-07-21,6900,6970,6900,6970,490,79043.0,11340483.0
2004-07-22,6900,6990,6900,6990,118,79270.0,11340483.0
2004-07-23,6900,6900,6900,6900,650,78249.0,11340483.0
2004-07-26,6900,6910,6900,6910,60,78363.0,11340483.0
2004-07-27,6910,6990,6910,6910,730,78363.0,11340483.0
2004-07-28,6910,6950,6900,6950,3200,78816.0,11340483.0
2004-07-29,6920,6950,6920,6950,560,78816.0,11340483.0
2004-07-30,7090,7090,7000,7000,1030,79383.0,11340483.0
2004-08-02,7000,7000,7000,7000,0,79383.0,11340483.0
2004-08-03,7000,7000,6900,7000,5340,79383.0,11340483.0
2004-08-04,6910,6930,6910,6920,100,78476.0,11340483.0
2004-08-05,7280,7280,7280,7280,25,82559.0,11340483.0
2004-08-06,6950,6950,6920,6920,330,78476.0,11340483.0
2004-08-09,6920,6920,6920,6920,410,78476.0,11340483.0
2004-08-10,6930,6930,6930,6930,50,78590.0,11340483.0
2004-08-11,6910,6910,6910,6910,50,78363.0,11340483.0
2004-08-12,6920,6930,6920,6920,860,78476.0,11340483.0
2004-08-13,6920,6930,6910,6910,51030,78363.0,11340483.0
2004-08-16,6910,7000,6910,7000,65260,79383.0,11340483.0
2004-08-17,6910,6990,6910,6990,50380,79270.0,11340483.0
2004-08-18,6920,6920,6920,6920,50200,78476.0,11340483.0
2004-08-19,6930,6970,6930,6970,32970,79043.0,11340483.0
2004-08-20,6930,6930,6930,6930,100,78590.0,11340483.0
2004-08-23,6920,7020,6920,7020,660,79610.0,11340483.0
2004-08-24,6910,6930,6910,6930,860,78590.0,11340483.0
2004-08-25,6930,7000,6930,7000,865,79383.0,11340483.0
2004-08-26,6930,6950,6930,6950,160,78816.0,11340483.0
2004-08-27,6930,6940,6930,6930,728,78590.0,11340483.0
2004-08-30,6930,6930,6920,6930,1130,78590.0,11340483.0
2004-08-31,7000,7000,6990,7000,1670,79383.0,11340483.0
2004-09-01,6990,7000,6930,6930,2588,78590.0,11340483.0
2004-09-02,6940,6960,6940,6960,450,78930.0,11340483.0
2004-09-03,6930,7000,6930,6970,480,79043.0,11340483.0
2004-09-06,6970,7040,6950,7040,21880,79837.0,11340483.0
2004-09-07,7040,7100,6960,7040,61600,79837.0,11340483.0
2004-09-08,7030,7040,6960,6960,21010,78930.0,11340483.0
2004-09-09,6940,6950,6930,6930,20820,78590.0,11340483.0
2004-09-10,6930,6940,6920,6930,26450,78590.0,11340483.0
2004-09-13,6930,7050,6930,7050,183140,79950.0,11340483.0
2004-09-14,6960,7010,6960,7000,14000,79383.0,11340483.0
2004-09-15,6960,7000,6960,7000,43440,79383.0,11340483.0
2004-09-16,6940,7030,6940,7000,250264,79383.0,11340483.0
2004-09-17,7000,7040,6970,7040,12696,79837.0,11340483.0
2004-09-20,6970,7040,6970,7040,12880,79837.0,11340483.0
2004-09-21,6980,7020,6980,7020,11373,79610.0,11340483.0
2004-09-22,7020,7130,6970,7050,23490,79950.0,11340483.0
2004-09-23,6960,7090,6960,7090,1460,80404.0,11340483.0
2004-09-24,7070,8150,7070,8150,58634,92425.0,11340483.0
2004-09-30,8140,8140,7760,8110,27480,91971.0,11340483.0
2004-10-01,7900,8000,7740,7800,11440,88456.0,11340483.0
2004-10-04,7680,7750,7310,7680,36950,87095.0,11340483.0
2004-10-05,7750,8150,7500,7540,46300,85507.0,11340483.0
2004-10-06,7550,7620,7390,7500,25470,85054.0,11340483.0
2004-10-07,7600,7600,7320,7500,11000,85054.0,11340483.0
2004-10-08,7350,7490,7320,7320,11020,83012.0,11340483.0
2004-10-11,7320,7400,7160,7320,8560,83012.0,11340483.0
2004-10-12,7250,7310,7220,7220,3127,81878.0,11340483.0
2004-10-13,7160,7450,7160,7400,6240,83920.0,11340483.0
2004-10-14,7350,7400,7350,7400,2160,83920.0,11340483.0
2004-10-15,7110,7300,7110,7290,4920,82672.0,11340483.0
2004-10-18,7210,7390,7210,7230,2214,81992.0,11340483.0
2004-10-19,7380,7380,7210,7380,1830,83693.0,11340483.0
2004-10-20,7250,7380,7250,7300,5160,82786.0,11340483.0
2004-10-21,7210,7300,7210,7280,5220,82559.0,11340483.0
2004-10-22,7220,7280,7220,7230,4670,81992.0,11340483.0
2004-10-25,7230,7300,7230,7230,1470,81992.0,11340483.0
2004-10-26,7150,7300,7150,7300,360,82786.0,11340483.0
2004-10-27,7400,7400,7390,7390,1510,83806.0,11340483.0
2004-10-28,7400,7400,7250,7300,3210,82786.0,11340483.0
2004-10-29,7250,7500,7250,7500,7400,85054.0,11340483.0
2004-11-01,7500,7500,7450,7500,21828,85054.0,11340483.0
2004-11-02,7400,7590,7400,7590,35210,86074.0,11340483.0
2004-11-03,7310,7590,7310,7590,550,86074.0,11340483.0
2004-11-04,7340,7550,7340,7450,4090,84487.0,11340483.0
2004-11-05,7450,7500,7420,7500,12240,85054.0,11340483.0
2004-11-08,7460,7470,7420,7450,3810,84487.0,11340483.0
2004-11-09,7410,7500,7400,7500,2130,85054.0,11340483.0
2004-11-10,7430,7590,7430,7570,1000,85847.0,11340483.0
2004-11-11,7570,7600,7400,7600,210,86188.0,11340483.0
2004-11-12,7450,7510,7430,7510,4210,85167.0,11340483.0
2004-11-15,7380,7600,7380,7600,2780,86188.0,11340483.0
2004-11-16,7500,7670,7500,7670,2100,86982.0,11340483.0
2004-11-17,7550,7760,7550,7760,4580,88002.0,11340483.0
2004-11-18,7220,7800,7220,7750,1090,87889.0,11340483.0
2004-11-19,7550,7740,7530,7740,550,87775.0,11340483.0
2004-11-22,7550,7720,7550,7720,1030,87549.0,11340483.0
2004-11-23,7660,7690,7470,7690,2410,87208.0,11340483.0
2004-11-24,7540,7780,7510,7780,2520,88229.0,11340483.0
2004-11-25,7560,7700,7560,7700,260,87322.0,11340483.0
2004-11-26,7700,7700,7490,7630,1400,86528.0,11340483.0
2004-11-29,7460,7620,7450,7600,1490,86188.0,11340483.0
2004-11-30,7590,7690,7590,7690,2960,87208.0,11340483.0
2004-12-01,7600,7690,7600,7690,4480,87208.0,11340483.0
2004-12-02,7540,7750,7540,7730,330,87662.0,11340483.0
2004-12-03,7560,7710,7560,7710,40,87435.0,11340483.0
2004-12-06,7600,7750,7600,7750,1330,87889.0,11340483.0
2004-12-07,7580,7740,7580,7700,3280,87322.0,11340483.0
2004-12-08,7700,7700,7500,7690,1780,87208.0,11340483.0
2004-12-09,7500,7700,7500,7700,2700,87322.0,11340483.0
2004-12-10,7500,7790,7500,7790,2010,88342.0,11340483.0
2004-12-13,7600,7670,7550,7670,1000,86982.0,11340483.0
2004-12-14,7670,7670,7670,7670,0,86982.0,11340483.0
2004-12-15,7670,7670,7670,7670,0,,
2004-12-16,7670,7800,7670,7700,12050,87322.0,11340483.0
2004-12-17,7550,8000,7550,7840,18820,88909.0,11340483.0
2004-12-20,7840,7840,7660,7830,1912,88796.0,11340483.0
2004-12-21,7830,7830,7610,7700,3570,87322.0,11340483.0
2004-12-22,7580,7920,7580,7700,3650,87322.0,11340483.0
2004-12-23,7710,7800,7710,7720,1120,87549.0,11340483.0
2004-12-24,7800,7830,7660,7800,2060,88456.0,11340483.0
2004-12-27,7800,7900,7800,7900,2380,89590.0,11340483.0
2004-12-28,7980,7980,7900,7980,460,90497.0,11340483.0
2004-12-29,7800,8200,7800,8200,5030,92992.0,11340483.0
2004-12-30,8390,8390,8390,8390,110,95147.0,11340483.0
2005-01-03,8150,8220,8040,8200,4310,92992.0,11340483.0
2005-01-04,8000,8200,8000,8200,800,92992.0,11340483.0
2005-01-05,8010,8200,8010,8200,270,92992.0,11340483.0
2005-01-06,8000,8200,8000,8200,930,92992.0,11340483.0
2005-01-07,7970,8180,7900,8180,1690,92765.0,11340483.0
2005-01-10,7910,8190,7910,8000,75449,90724.0,11340483.0
2005-01-11,7950,8290,7950,8240,1830,93446.0,11340483.0
2005-01-12,8060,9380,8060,8480,46430,96167.0,11340483.0
2005-01-13,8520,8520,8170,8490,360,96281.0,11340483.0
2005-01-14,8200,9760,8200,9400,1590,106601.0,11340483.0
2005-01-17,9200,9200,8500,8700,5740,98662.0,11340483.0
2005-01-18,8600,8600,8400,8590,5830,97415.0,11340483.0
2005-01-19,8590,8590,8240,8470,7373,96054.0,11340483.0
2005-01-20,8250,8570,8250,8520,10340,96621.0,11340483.0
2005-01-21,8480,8490,8300,8470,4164,96054.0,11340483.0
2005-01-24,8790,8790,8290,8620,5310,97755.0,11340483.0
2005-01-25,8310,8680,8310,8610,4310,97642.0,11340483.0
2005-01-26,8610,9300,8370,9050,10720,102631.0,11340483.0
2005-01-27,9250,9250,8650,8930,15460,101271.0,11340483.0
2005-01-28,8890,9060,8650,8900,1770,100930.0,11340483.0
2005-01-31,9150,9150,8650,8900,8060,100930.0,11340483.0
2005-02-01,8750,8990,8660,8660,2390,98209.0,11340483.0
2005-02-02,8900,8900,8530,8880,4260,100703.0,11340483.0
2005-02-03,8900,8900,8880,8880,2400,100703.0,11340483.0
2005-02-04,8660,8800,8650,8780,6690,99569.0,11340483.0
2005-02-07,8880,8900,8700,8850,13790,100363.0,11340483.0
2005-02-11,8800,8950,8750,8880,40170,100703.0,11340483.0
2005-02-14,8980,9200,8880,9100,39080,103198.0,11340483.0
2005-02-15,9100,9250,9000,9200,4250,104332.0,11340483.0
2005-02-16,9250,9250,8990,9000,71710,102064.0,11340483.0
2005-02-17,8860,9090,8860,9080,2640,102972.0,11340483.0
2005-02-18,8910,9120,8900,9000,87900,102064.0,11340483.0
2005-02-21,9000,9100,8900,9030,36550,102405.0,11340483.0
2005-02-22,9030,9100,8900,8990,15920,101951.0,11340483.0
2005-02-23,8990,8990,8870,8880,48821,100703.0,11340483.0
2005-02-24,8760,9080,8760,9020,175507,102291.0,11340483.0
2005-02-25,9050,9400,9050,9370,32830,106260.0,11340483.0
2005-02-28,9590,9970,9210,9780,51676,110910.0,11340483.0
2005-03-02,10000,10750,9900,10450,60500,118508.0,11340483.0
2005-03-03,11000,12000,10600,11850,156834,134385.0,11340483.0
2005-03-04,11900,12300,11300,11550,113360,130983.0,11340483.0
2005-03-07,11800,11900,11000,11500,64615,130416.0,11340483.0
2005-03-08,11050,11650,11050,11450,32840,129849.0,11340483.0
2005-03-09,11100,11800,11100,11600,24030,131550.0,11340483.0
2005-03-10,11450,11850,11350,11600,28310,131550.0,11340483.0
2005-03-11,12000,12050,11600,11900,32370,134952.0,11340483.0
2005-03-14,11650,11900,11650,11700,9390,132684.0,11340483.0
2005-03-15,11500,11850,11100,11700,18570,132684.0,11340483.0
2005-03-16,11250,11600,10900,11600,5300,131550.0,11340483.0
2005-03-17,11300,11750,11200,11350,12970,128714.0,11340483.0
2005-03-18,11300,11600,11150,11150,5910,126446.0,11340483.0
2005-03-21,11150,11200,10600,10600,14090,120209.0,11340483.0
2005-03-22,11050,11100,10800,11100,5180,125879.0,11340483.0
2005-03-23,11050,11300,10800,10900,8730,123611.0,11340483.0
2005-03-24,11600,11600,10550,10800,11963,122477.0,11340483.0
2005-03-25,11150,11150,10600,10600,18693,120209.0,11340483.0
2005-03-28,10500,10800,10400,10500,16664,119075.0,11340483.0
2005-03-29,10450,10600,10300,10400,43440,117941.0,11340483.0
2005-03-30,10000,10000,9450,9750,28480,110570.0,11340483.0
2005-03-31,9800,9990,9700,9720,20570,110229.0,11340483.0
2005-04-01,9450,9980,9450,9900,11550,112271.0,11340483.0
2005-04-04,9620,10400,9610,10000,18680,113405.0,11340483.0
2005-04-06,9950,9950,9630,9730,5960,110343.0,11340483.0
2005-04-07,10000,10000,9780,9920,11530,112498.0,11340483.0
2005-04-08,10150,10150,9850,9940,3030,112724.0,11340483.0
2005-04-11,9810,9910,9710,9850,6400,111704.0,11340483.0
2005-04-12,9980,9980,8380,9580,18520,108642.0,11340483.0
2005-04-13,9410,9750,9410,9730,9060,110343.0,11340483.0
2005-04-14,9600,9760,9600,9730,14720,110343.0,11340483.0
2005-04-15,9650,9730,9600,9610,1500,108982.0,11340483.0
2005-04-18,9610,9610,9410,9550,14930,108302.0,11340483.0
2005-04-19,9550,9600,9320,9600,8260,108869.0,11340483.0
2005-04-20,9320,9600,9320,9570,34195,108528.0,11340483.0
2005-04-21,9430,9570,9430,9570,1300,108528.0,11340483.0
2005-04-22,9900,9900,9520,9570,4060,108528.0,11340483.0
2005-04-25,9400,9600,9400,9600,3260,108869.0,11340483.0
2005-04-26,9570,9790,9570,9790,5090,111023.0,11340483.0
2005-04-27,9420,9990,9420,9790,7940,111023.0,11340483.0
2005-04-28,9610,9900,9610,9890,11310,112157.0,11340483.0
2005-04-29,9880,9950,9660,9700,45720,110003.0,11340483.0
2005-05-02,9890,9960,9710,9900,19365,112271.0,11340483.0
2005-05-03,9900,9980,9720,9900,13300,112271.0,11340483.0
2005-05-04,9990,10000,9720,9960,26550,112951.0,11340483.0
2005-05-06,9990,11200,9900,10050,15270,113972.0,11340483.0
2005-05-09,10000,10950,9810,10200,7520,115673.0,11340483.0
2005-05-10,10900,10900,9920,10000,3160,113405.0,11340483.0
