컨버즈(109070),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-06-15,16988,16988,16712,16845,37443,22473.0,10935838.0
2009-06-16,16732,16887,16567,16634,34048,22200.0,10935838.0
2009-06-17,16646,16823,16580,16845,28110,22473.0,10935838.0
2009-06-18,16893,17058,16605,16882,24282,22528.0,10935838.0
2009-06-19,17093,17093,16387,16431,68414,21926.0,10935838.0
2009-06-22,16421,16499,15936,16146,62523,21544.0,10935838.0
2009-06-23,16094,16116,15586,15741,46760,20997.0,10935838.0
2009-06-24,15619,15785,13367,13975,401941,18646.0,10935838.0
2009-06-25,14221,14386,13735,14177,84021,18919.0,10935838.0
2009-06-26,14271,14679,14017,14591,59131,19540.0,10977450.0
2009-06-29,14548,14946,14063,14913,111980,19979.0,10977450.0
2009-06-30,14870,16339,14870,16229,98442,21735.0,10977450.0
2009-07-01,16328,16482,15643,16229,39159,21735.0,10977450.0
2009-07-02,16171,16171,15608,15907,11330,21296.0,10977450.0
2009-07-03,15890,15890,15017,15658,9380,20967.0,10977450.0
2009-07-06,15835,16585,15636,15658,25134,20967.0,10977450.0
2009-07-07,15663,15906,15310,15410,31713,20638.0,10977450.0
2009-07-08,15122,15630,15122,15410,18380,20638.0,10977450.0
2009-07-09,15503,15559,15095,15327,33423,20528.0,10977450.0
2009-07-10,15027,15325,15005,15281,36701,20473.0,10977450.0
2009-07-13,15076,15220,14513,14591,30561,19540.0,10977450.0
2009-07-14,14869,15078,14515,14748,22800,19759.0,10977450.0
2009-07-15,14904,15157,14572,14794,22060,19814.0,10977450.0
2009-07-16,14609,15007,14289,14830,45050,19869.0,10977450.0
2009-07-17,14548,14946,14548,14748,16616,19759.0,10977450.0
2009-07-20,14880,15111,14626,15079,22658,20199.0,10977450.0
2009-07-21,14778,15474,14778,15033,38650,20144.0,10977450.0
2009-07-22,14861,15237,14861,15116,19806,20253.0,10977450.0
2009-07-23,14841,15172,14841,14996,33151,20089.0,10977450.0
2009-07-24,14946,15167,14626,14748,60875,19759.0,10977450.0
2009-07-27,14694,14970,14616,14628,77400,19595.0,10977450.0
2009-07-28,14679,14845,14458,14591,47586,19540.0,10977450.0
2009-07-29,14513,14701,14458,14591,37474,19540.0,10977450.0
2009-07-30,14569,15132,14326,14867,50400,19924.0,10977450.0
2009-07-31,14869,15034,14714,14748,43300,19759.0,10977450.0
2009-08-03,14714,14924,14626,14913,33001,19979.0,10977450.0
2009-08-04,14872,15005,14629,14674,40660,19650.0,10977450.0
2009-08-05,14629,14762,14464,14508,49545,19430.0,10977450.0
2009-08-06,14438,14714,14394,14748,47485,19759.0,10977450.0
2009-08-07,14727,14804,14572,14628,35267,19595.0,10977450.0
2009-08-10,14670,14780,14515,14748,31809,19759.0,10977450.0
2009-08-11,14768,16920,14713,16965,1429862,22723.0,10977450.0
2009-08-12,17364,17849,16094,17618,341245,23602.0,10977450.0
2009-08-13,17371,17989,16720,17416,133040,23327.0,10977450.0
2009-08-14,17435,18374,17049,18032,108061,24150.0,10977450.0
2009-08-17,17695,18390,16657,16680,98499,22339.0,10977450.0
2009-08-18,16412,16754,15496,15861,90754,21241.0,10977450.0
2009-08-19,15834,16232,15503,16266,79156,21790.0,10977450.0
2009-08-20,16103,16589,16026,16634,30666,22284.0,10977450.0
2009-08-21,16287,16663,15801,15824,50261,21186.0,10977450.0
2009-08-24,16034,16034,14962,14996,67214,20089.0,10977450.0
2009-08-25,14944,15231,14834,15033,62842,20144.0,10977450.0
2009-08-26,14847,16271,14847,16183,71540,21680.0,10977450.0
2009-08-27,15801,16939,15426,16762,68282,22449.0,10977450.0
2009-08-28,16738,16738,15866,16716,20834,22394.0,10977450.0
2009-08-31,16666,17052,16247,16468,41270,22065.0,10977450.0
2009-09-01,16341,16495,15943,16385,50011,21955.0,10977450.0
2009-09-02,16352,16440,15711,15944,4620,21351.0,10977450.0
2009-09-03,15890,16177,15702,15990,65761,21406.0,10977450.0
2009-09-04,15950,15950,15122,15410,90771,20638.0,10977450.0
2009-09-07,15393,15625,14940,15162,72195,20308.0,10977450.0
2009-09-08,15098,15132,14734,14867,88838,19924.0,10977450.0
2009-09-09,14869,14924,14460,14748,49015,19759.0,10977450.0
2009-09-10,14758,14946,14306,14748,76985,19759.0,10977450.0
2009-09-11,14869,14869,14604,14748,30529,19759.0,10977450.0
2009-09-14,14791,15255,14791,15079,23221,20199.0,10977450.0
2009-09-15,14957,15167,14846,15079,24730,20199.0,10977450.0
2009-09-16,15065,15065,14856,15033,35640,20144.0,10977450.0
2009-09-17,14856,15231,14856,15033,42080,20144.0,10977450.0
2009-09-18,15001,15542,14924,15079,93930,20199.0,10977450.0
2009-09-21,14835,15034,14835,14913,25579,19979.0,10977450.0
2009-09-22,14994,14994,14696,14950,39440,20034.0,10977450.0
2009-09-23,14714,14924,14626,14748,16570,19759.0,10977450.0
2009-09-24,14694,15102,14484,14628,24840,19595.0,10977450.0
2009-09-25,14620,15316,14322,14389,25454,19265.0,10977450.0
2009-09-28,14409,14861,13846,13846,44410,18552.0,10977450.0
2009-09-29,14228,14714,13731,13975,42454,18717.0,10977450.0
2009-09-30,13868,14652,13702,13846,53950,18552.0,10977450.0
2009-10-01,13936,13980,13362,13561,61150,18168.0,10977450.0
2009-10-05,13586,13741,13365,13432,53650,18003.0,10977450.0
2009-10-06,13906,13906,13432,13763,23410,18442.0,10977450.0
2009-10-07,13494,13825,13494,13561,7010,18168.0,10977450.0
2009-10-08,13741,14072,13564,13598,39721,18223.0,10977450.0
2009-10-09,13687,14140,13544,13809,29836,18497.0,10977450.0
2009-10-12,13781,14234,13781,14058,10180,18826.0,10977450.0
2009-10-13,13842,14007,13621,13809,34756,18497.0,10977450.0
2009-10-14,13985,13985,13544,13809,22313,18497.0,10977450.0
2009-10-15,13671,13847,13671,13892,15053,18607.0,10977450.0
2009-10-16,13702,14000,13680,13846,17610,18552.0,10977450.0
2009-10-19,13687,13842,13522,13809,14576,18497.0,10977450.0
2009-10-20,13619,13741,13509,13598,24740,18223.0,10977450.0
2009-10-21,13426,13680,13426,13515,9196,18113.0,10977450.0
2009-10-22,13586,13586,13233,13432,15470,18003.0,10977450.0
2009-10-23,13362,13571,13362,13561,3870,18168.0,10977450.0
2009-10-26,13398,13564,13376,13598,7390,18223.0,10977450.0
2009-10-27,13360,13360,13139,13239,41661,17729.0,10977450.0
2009-10-28,13249,13327,12686,13073,55380,17509.0,10977450.0
2009-10-29,12995,12995,12741,12908,11037,17289.0,10977450.0
2009-10-30,13279,13279,12627,12705,30570,17015.0,10977450.0
2009-11-02,12611,12743,12346,12622,12474,16905.0,10977450.0
2009-11-03,12605,12903,12418,12871,6414,17235.0,10977450.0
2009-11-04,12826,12903,12561,12871,30371,17235.0,10977450.0
2009-11-05,12799,12832,12511,12788,19270,17125.0,10977450.0
2009-11-06,12813,13156,12813,13156,7350,17619.0,10977450.0
2009-11-09,12918,12995,12742,12742,14560,17070.0,10977450.0
2009-11-10,12835,13244,12736,12825,25913,17180.0,10977450.0
2009-11-11,12819,13084,12819,13073,22291,17509.0,10977450.0
2009-11-12,13006,13327,12918,13073,21890,17509.0,10977450.0
2009-11-13,13347,13910,12916,13358,32759,17893.0,10977450.0
2009-11-16,13303,13833,13181,13358,19360,17893.0,10977450.0
2009-11-17,13321,13431,13078,13322,41786,17838.0,10977450.0
2009-11-18,13487,13487,12979,13156,19320,17619.0,10977450.0
2009-11-19,13282,13305,12907,13239,20561,17729.0,10977450.0
2009-11-20,13240,13417,13097,13119,7501,17564.0,10977450.0
2009-11-23,13078,13619,13078,13432,7309,18003.0,10977450.0
2009-11-24,13229,13527,13041,13561,71042,18168.0,10977450.0
2009-11-25,13203,13501,13093,13193,52440,17674.0,10977450.0
2009-11-26,13143,13341,13065,13276,11090,17783.0,10977450.0
2009-11-27,13078,13211,12747,12825,101320,17180.0,10977450.0
2009-11-30,12841,13062,12841,12908,7230,17289.0,10977450.0
2009-12-01,12903,12981,12605,12871,9770,17235.0,10977450.0
2009-12-02,12743,13041,12743,12954,25923,17344.0,10977450.0
2009-12-03,13161,13547,13062,13073,2710,17509.0,10977450.0
2009-12-04,12909,13097,12909,13119,38610,17564.0,10977450.0
2009-12-07,13139,13139,12841,13073,28162,17509.0,10977450.0
2009-12-08,13097,13097,12743,13119,9951,17564.0,10977450.0
2009-12-09,12986,13097,12832,13119,18440,17564.0,10977450.0
2009-12-10,12887,13207,12832,13119,31497,17564.0,10977450.0
2009-12-11,13202,13731,13146,13644,31240,18277.0,10977450.0
2009-12-14,13564,13619,13299,13598,20619,18223.0,10977450.0
2009-12-15,13310,13696,13310,13598,26030,18223.0,10977450.0
2009-12-16,13680,13912,13514,13846,24310,18552.0,10977450.0
2009-12-17,13825,13991,13737,13892,7960,18607.0,10977450.0
2009-12-18,13917,13939,13752,13929,2549,18662.0,10977450.0
2009-12-21,14000,14077,13636,13846,4821,18552.0,10977450.0
2009-12-22,13542,13917,13542,13929,39250,18662.0,10977450.0
2009-12-23,13752,13917,13697,13929,63194,18679.0,10987565.0
2009-12-24,13906,13906,13398,13432,35965,18020.0,10987565.0
2009-12-28,13362,13660,13362,13561,8890,18184.0,10987565.0
2009-12-29,13674,13906,13465,13763,7480,18459.0,10987565.0
2009-12-30,13737,13737,13339,13561,1820,18184.0,10987565.0
2010-01-04,13522,13731,13389,13644,26650,18294.0,10987565.0
2010-01-05,13768,13768,13282,13404,33860,17965.0,10987565.0
2010-01-06,13310,13454,13078,13432,31865,18020.0,10987565.0
2010-01-07,13286,13419,13065,13276,37833,17800.0,10987565.0
2010-01-08,13073,13194,12962,13239,10040,17745.0,10987565.0
2010-01-11,13240,13240,12986,13119,12801,17580.0,10987565.0
2010-01-12,13117,13139,12521,12908,34285,17305.0,10987565.0
2010-01-13,12841,13360,12753,12908,18365,17305.0,10987565.0
2010-01-14,12887,12887,12589,12788,18568,17141.0,10987565.0
2010-01-15,13097,13097,12556,12788,59106,17141.0,10987565.0
2010-01-18,12909,12909,12257,12622,65126,16921.0,10987565.0
2010-01-19,12826,12826,12418,12705,25060,17031.0,10987565.0
2010-01-20,12661,12661,12418,12705,19794,17031.0,10987565.0
2010-01-21,12421,12642,12267,12411,25152,16646.0,10987565.0
2010-01-22,12258,12578,12180,12457,39090,16701.0,10987565.0
2010-01-25,12261,12570,11864,12052,26183,16152.0,10987565.0
2010-01-26,12134,12134,11406,11638,82180,15602.0,10987565.0
2010-01-27,11772,11938,11418,11684,56351,15657.0,10987565.0
2010-01-28,11809,11864,11544,11721,8820,15712.0,10987565.0
2010-01-29,11634,11689,11358,11601,8890,15547.0,10987565.0
2010-02-01,11702,11713,11426,11758,11165,15767.0,10987565.0
2010-02-02,11560,11781,11240,11307,52310,15163.0,10987565.0
2010-02-03,11538,11538,11240,11307,9624,15163.0,10987565.0
2010-02-04,11336,11413,11247,11436,31560,15328.0,10987565.0
2010-02-05,11102,11400,10771,11224,14350,15053.0,10987565.0
2010-02-08,11247,11413,11005,11104,11630,14888.0,10987565.0
2010-02-09,11005,11281,11005,11104,7641,14888.0,10987565.0
2010-02-10,11358,11358,10927,10939,10872,14668.0,10987565.0
2010-02-11,10826,11345,10826,11058,3280,14833.0,10987565.0
2010-02-12,11240,11262,11108,11307,3960,15163.0,10987565.0
2010-02-16,11176,11474,11021,11518,12579,15438.0,10987565.0
2010-02-17,11419,11474,11242,11518,7097,15438.0,10987565.0
2010-02-18,11428,11428,11240,11472,4071,15383.0,10987565.0
2010-02-19,11350,11571,11317,11472,15270,15383.0,10987565.0
2010-02-22,11544,11787,11191,11721,11820,15712.0,10987565.0
2010-02-23,11726,11891,11317,11472,9712,15383.0,10987565.0
2010-02-24,11419,11584,11341,11518,2820,15438.0,10987565.0
2010-02-25,11422,11698,11400,11555,5320,15492.0,10987565.0
2010-02-26,11544,11886,11433,11886,5571,15932.0,10987565.0
2010-03-02,11792,11792,11649,11804,1150,15822.0,10987565.0
2010-03-03,11772,11772,11242,11684,2960,15657.0,10987565.0
2010-03-04,11711,11799,11446,11601,14000,15547.0,10987565.0
2010-03-05,11529,11717,11419,11518,9230,15438.0,10987565.0
2010-03-08,11419,11938,11419,11518,6364,15438.0,10987565.0
2010-03-09,11864,11864,11544,11721,5650,15712.0,10987565.0
2010-03-10,11636,11879,11636,11758,18313,15767.0,10987565.0
2010-03-11,11814,11958,11715,11969,5110,16042.0,10987565.0
2010-03-12,11958,11980,11869,11969,8034,16042.0,10987565.0
2010-03-15,11959,13450,11937,12622,79460,16921.0,10987565.0
2010-03-16,12826,12826,12285,12705,29467,17031.0,10987565.0
2010-03-17,12747,13056,12261,12659,36570,16976.0,10987565.0
2010-03-18,12600,12600,12180,12291,25272,16481.0,10987565.0
2010-03-19,12092,12335,12092,12291,10859,16481.0,10987565.0
2010-03-22,12261,12350,12041,12328,4240,16536.0,10987565.0
2010-03-23,12504,12504,12096,12162,22460,16317.0,10987565.0
2010-03-24,12466,12466,11814,12135,17270,16262.0,10987565.0
2010-03-25,12252,12252,11247,11601,24814,15547.0,10987565.0
2010-03-26,11468,11523,11303,11436,16518,15328.0,10987565.0
2010-03-29,11549,11626,11439,11638,1410,15602.0,10987565.0
2010-03-30,11476,12017,11454,12006,2026,16097.0,10987565.0
2010-03-31,12218,13752,12195,13763,1226706,18459.0,10987565.0
2010-04-01,14167,15801,14167,15824,1085486,21206.0,10987565.0
2010-04-02,17118,17251,14127,15033,1079586,20162.0,10987565.0
2010-04-05,14880,15310,13621,14472,865728,19393.0,10987565.0
2010-04-06,14793,15180,13347,13358,969368,17910.0,10987565.0
2010-04-07,13579,13744,13347,13358,331891,17910.0,10987565.0
2010-04-08,13347,13512,12916,13358,206959,17910.0,10987565.0
2010-04-09,13233,13741,13045,13432,200074,18020.0,10987565.0
2010-04-12,13457,13744,13137,13193,187400,17690.0,10987565.0
2010-04-13,13144,13310,12195,12494,251262,16756.0,10987565.0
2010-04-14,12372,12968,12030,12659,189061,16976.0,10987565.0
2010-04-15,12670,12824,12129,12494,93901,16756.0,10987565.0
2010-04-16,12471,12504,12041,12328,93150,16536.0,10987565.0
2010-04-19,12191,12412,12180,12291,64750,16481.0,10987565.0
2010-04-20,12180,12600,12180,12457,68780,16701.0,10987565.0
2010-04-21,12427,12802,12295,12825,96476,17196.0,10987565.0
2010-04-22,12808,12808,12355,12742,102643,17086.0,10987565.0
2010-04-23,12747,12979,12316,12328,121678,16536.0,10987565.0
2010-04-26,12281,12359,11774,11840,139857,15877.0,10987565.0
2010-04-27,11868,12044,11868,12089,40559,16207.0,10987565.0
2010-04-28,12033,12044,11779,12089,43610,16207.0,10987565.0
2010-04-29,11921,12407,11921,12208,45916,16371.0,10987565.0
2010-04-30,12265,12673,12044,12089,130850,16207.0,10987565.0
2010-05-03,12184,12184,11776,12162,32270,16317.0,10987565.0
2010-05-04,12189,12289,12035,12245,37980,16426.0,10987565.0
2010-05-06,11855,12175,11855,12208,29220,16371.0,10987565.0
2010-05-07,11864,11864,10992,11390,75136,15273.0,10987565.0
2010-05-10,11350,11626,11350,11472,22155,15383.0,10987565.0
2010-05-11,11477,11787,11433,11721,86430,15712.0,10987565.0
2010-05-12,11483,12035,11439,11638,15481,15602.0,10987565.0
2010-05-13,11643,11864,11643,11886,9640,15932.0,10987565.0
2010-05-14,11869,12267,11593,12245,21870,16426.0,10987565.0
2010-05-17,12140,12140,11566,11721,20290,15712.0,10987565.0
2010-05-18,11731,12029,11356,11721,38571,15712.0,10987565.0
2010-05-19,11737,11792,11549,11804,4243,15822.0,10987565.0
2010-05-20,11775,11797,10992,11058,143950,14833.0,10987565.0
2010-05-24,10912,10923,10283,10571,54271,14174.0,10987565.0
2010-05-25,10375,10463,9801,9835,64224,13185.0,10987565.0
2010-05-26,10373,10373,9811,10286,12690,13789.0,10987565.0
2010-05-27,10046,10929,10046,10819,10470,14504.0,10987565.0
2010-05-28,11041,11196,10467,10700,23655,14339.0,10987565.0
2010-05-31,10852,10852,10234,10488,29590,14064.0,10987565.0
2010-06-01,10522,10765,10357,10534,14320,14119.0,10987565.0
2010-06-03,10539,11179,10407,11224,57847,15053.0,10987565.0
2010-06-04,11428,11869,10776,11141,77391,14943.0,10987565.0
2010-06-07,10870,10925,10418,10782,13812,14449.0,10987565.0
2010-06-08,10539,11025,10539,11058,6830,14833.0,10987565.0
2010-06-09,10456,10710,9981,10368,228510,13899.0,10987565.0
2010-06-10,10213,11350,10213,11141,224561,14943.0,10987565.0
2010-06-11,11422,11422,10694,11058,33640,14833.0,10987565.0
2010-06-14,11038,11115,10839,11104,17351,14888.0,10987565.0
2010-06-15,11152,11152,10942,11141,26820,14943.0,10987565.0
2010-06-16,11030,11108,10942,11141,25860,14943.0,10987565.0
2010-06-17,11345,11345,10650,11058,15362,14833.0,10987565.0
2010-06-18,10942,11262,10832,11307,109170,15163.0,10987565.0
2010-06-21,11281,11281,10872,11104,84190,14888.0,10987565.0
2010-06-22,11030,11262,11030,11307,16210,15163.0,10987565.0
2010-06-23,11258,11258,11005,11270,25696,15108.0,10987565.0
2010-06-24,12283,12283,11179,11224,70232,15053.0,10987565.0
2010-06-25,11257,11257,11069,11224,6010,15053.0,10987565.0
2010-06-28,11102,11257,11102,11224,7418,15053.0,10987565.0
2010-06-29,11257,11257,11025,11058,31942,14833.0,10987565.0
2010-06-30,10997,11185,10997,11141,40060,14943.0,10987565.0
2010-07-01,11108,11152,10997,11141,5480,14943.0,10987565.0
2010-07-02,11391,11391,11038,11104,13793,14888.0,10987565.0
2010-07-05,11030,11428,11030,11472,47084,15383.0,10987565.0
2010-07-06,11191,11698,11157,11721,15760,15712.0,10987565.0
2010-07-07,11626,11626,11273,11472,9186,15383.0,10987565.0
2010-07-08,11787,11787,11323,11721,6435,15712.0,10987565.0
2010-07-09,11544,11787,11477,11721,2270,15712.0,10987565.0
2010-07-12,11704,11704,11273,11638,6200,15602.0,10987565.0
2010-07-13,11358,11546,11303,11601,12642,15547.0,10987565.0
2010-07-14,11273,11649,11273,11472,38920,15383.0,10987565.0
2010-07-15,11549,11626,11361,11638,10150,15602.0,10987565.0
2010-07-16,11772,11772,11419,11518,23831,15438.0,10987565.0
2010-07-19,11422,11533,11268,11390,19960,15273.0,10987565.0
2010-07-20,11312,11621,11268,11555,11150,15492.0,10987565.0
2010-07-21,11549,11704,11317,11638,8510,15602.0,10987565.0
2010-07-22,11637,12057,11549,11969,42270,16042.0,10987565.0
2010-07-23,12033,12044,11702,12089,22450,16207.0,10987565.0
2010-07-26,11787,12052,11787,12052,4750,16152.0,10987565.0
2010-07-27,11869,12112,11869,12135,6462,16262.0,10987565.0
2010-07-28,11886,12107,11864,11886,5332,15932.0,10987565.0
2010-07-29,11774,12039,11641,12006,1330,16097.0,10987565.0
2010-07-30,11772,12412,11772,12457,42970,16701.0,10987565.0
2010-08-02,12103,12832,12103,12788,57550,17141.0,10987565.0
2010-08-03,12743,13572,12511,12788,78951,17141.0,10987565.0
2010-08-04,12832,13340,12346,12788,82881,17141.0,10987565.0
2010-08-05,12510,12753,12212,12576,25750,16866.0,10987565.0
2010-08-06,12267,12620,12189,12245,20290,16426.0,10987565.0
2010-08-09,12009,12219,11866,12208,28950,16371.0,10987565.0
2010-08-10,12316,12504,12030,12328,28950,16536.0,10987565.0
2010-08-11,12112,12377,12035,12411,2480,16646.0,10987565.0
2010-08-12,12132,12420,12033,12089,7790,16207.0,10987565.0
2010-08-13,12086,12175,11921,12208,2220,16371.0,10987565.0
2010-08-16,11969,12212,11969,12245,3110,16426.0,10987565.0
2010-08-17,11952,12349,11864,11886,22710,15932.0,10987565.0
2010-08-18,11869,12201,11715,12135,12427,16262.0,10987565.0
2010-08-19,11941,12570,11941,12494,44370,16756.0,10987565.0
2010-08-20,12511,12578,12257,12622,11483,16921.0,10987565.0
2010-08-23,12637,12670,12206,12328,23810,16536.0,10987565.0
2010-08-24,12280,12578,12180,12622,41060,16921.0,10987565.0
2010-08-25,12653,13249,12432,12908,186793,17305.0,10987565.0
2010-08-26,0,0,0,12908,0,17305.0,10987565.0
2010-08-27,0,0,0,12908,0,,
2010-08-30,0,0,0,12908,0,,
2010-08-31,0,0,0,12908,0,,
2010-09-01,0,0,0,12908,0,,
2010-09-02,0,0,0,12908,0,,
2010-09-03,0,0,0,12908,0,,
2010-09-06,0,0,0,12908,0,,
2010-09-07,0,0,0,12908,0,,
2010-09-08,0,0,0,12908,0,,
2010-09-09,0,0,0,12908,0,,
2010-09-10,0,0,0,12908,0,,
2010-09-13,0,0,0,12908,0,,
2010-09-14,0,0,0,12908,0,,
2010-09-15,0,0,0,12908,0,,
2010-09-16,0,0,0,12908,0,,
2010-09-17,0,0,0,12908,0,,
2010-09-20,0,0,0,12908,0,,
2010-09-24,0,0,0,12908,0,,
2010-09-27,0,0,0,12908,0,,
2010-09-28,12898,13914,11363,11794,305371,18449.0,8891296.0
2010-09-29,11794,12092,11474,11518,156791,18005.0,8891296.0
2010-09-30,11490,11733,11413,11436,85271,17872.0,8891296.0
2010-10-01,11396,11860,11396,11574,49660,18094.0,8891296.0
2010-10-04,11489,11897,11444,11942,20062,18672.0,8891296.0
2010-10-05,11925,12035,11516,11748,16980,18361.0,8891296.0
2010-10-06,11507,11860,11396,11574,28584,18094.0,8891296.0
2010-10-07,11584,11717,11374,11629,8148,18183.0,8891296.0
2010-10-08,11667,11965,11501,11656,54224,18227.0,8891296.0
2010-10-11,11926,12302,11639,11850,99360,18538.0,8891296.0
2010-10-12,12305,12305,11599,11997,6860,18761.0,8891296.0
2010-10-13,11965,11965,11667,11712,8210,18316.0,8891296.0
2010-10-14,11660,12090,11615,12024,19561,18805.0,8891296.0
2010-10-15,12132,12453,12132,12199,20959,19072.0,8891296.0
2010-10-18,12476,13978,12068,14012,107757,21917.0,8891296.0
2010-10-19,14524,14524,13299,13874,53993,21695.0,8891296.0
2010-10-20,13805,13805,13319,13441,34296,21028.0,8891296.0
2010-10-21,13450,13847,13450,13561,13885,21206.0,8891296.0
2010-10-22,13518,13926,13121,13165,17914,20583.0,8891296.0
2010-10-25,13546,13546,12850,13027,29670,20361.0,8891296.0
2010-10-26,12828,13303,12696,13303,18780,20806.0,8891296.0
2010-10-27,13358,13546,12960,13082,17485,20450.0,8891296.0
2010-10-28,12977,13297,12977,13110,11630,20494.0,8891296.0
2010-10-29,13010,13297,13010,13110,8970,20494.0,8891296.0
2010-11-01,13058,13588,13025,13423,6062,20983.0,8891296.0
2010-11-02,13132,13860,13132,13441,13637,21028.0,8891296.0
2010-11-03,13424,14892,13214,13358,36600,20895.0,8891296.0
2010-11-04,13334,14758,13334,14582,83870,22806.0,8891296.0
2010-11-05,13941,14990,13941,14361,28272,22451.0,8891296.0
2010-11-08,14567,14567,14026,14214,5700,22228.0,8891296.0
2010-11-09,14228,14449,14206,14306,11570,22362.0,8891296.0
2010-11-10,14313,14611,14280,14324,10730,22406.0,8891296.0
2010-11-11,14313,14578,14103,14324,11310,22406.0,8891296.0
2010-11-12,14579,14679,13696,13818,16919,21606.0,8891296.0
2010-11-15,13923,13923,12797,12963,41906,20272.0,8891296.0
2010-11-16,12802,12802,12096,12162,33202,19027.0,8891296.0
2010-11-17,12140,12140,11643,11831,14640,18494.0,8891296.0
2010-11-18,11864,11864,11466,11831,10796,18494.0,8891296.0
2010-11-19,11807,12359,11807,12227,42770,19116.0,8891296.0
2010-11-22,12186,12429,11722,11767,10589,18405.0,8891296.0
2010-11-23,12140,12140,11787,11831,3843,18494.0,8891296.0
2010-11-24,11623,11755,11358,11767,11680,18405.0,8891296.0
2010-11-25,12108,12108,11634,11712,6266,18316.0,8891296.0
