한솔테크닉스(004710),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-04-28,34336,36237,34269,36172,215282,337296.0,6328264.0
2010-04-29,36168,36508,34743,34813,154768,324640.0,6328264.0
2010-04-30,35285,35489,34132,35220,232158,328437.0,6328264.0
2010-05-03,34743,34811,33793,34407,152670,320843.0,6328264.0
2010-05-04,34607,35218,33419,33695,129271,314198.0,6328264.0
2010-05-06,32638,34471,32638,33389,151534,311351.0,6328264.0
2010-05-07,32472,33861,31656,33321,195016,310718.0,6328264.0
2010-05-10,33658,33725,32708,32845,281541,306288.0,6328264.0
2010-05-11,32844,37594,31757,35697,917766,332867.0,6328264.0
2010-05-12,36439,37254,35897,36714,242676,342359.0,6328264.0
2010-05-13,37593,40307,36168,39361,368877,367039.0,6328264.0
2010-05-14,39358,41937,39019,40853,269795,380961.0,6328264.0
2010-05-17,40579,43294,39834,43297,232343,403743.0,6328264.0
2010-05-18,44650,46618,40376,41466,419854,386657.0,6328264.0
2010-05-19,41733,42820,38409,41737,356217,389188.0,6328264.0
2010-05-20,41732,42209,37524,39090,254637,364508.0,6328264.0
2010-05-24,38476,40106,37458,39429,231363,367672.0,6328264.0
2010-05-25,39086,39222,34269,37257,285716,347422.0,6328264.0
2010-05-26,37661,40036,37457,38953,300574,363242.0,6328264.0
2010-05-27,38951,42320,38249,42042,284883,379063.0,6328264.0
2010-05-28,42671,43373,40846,40849,184104,368305.0,6328264.0
2010-05-31,40846,41969,40285,41972,115928,378430.0,6328264.0
2010-06-01,41758,42109,40003,40007,123009,360711.0,6328264.0
2010-06-03,40425,40846,39232,39375,138707,355016.0,6328264.0
2010-06-04,39582,41127,39372,39725,139815,358180.0,6328264.0
2010-06-07,38179,39302,37968,38883,92479,350586.0,6328264.0
2010-06-08,38881,40846,38812,40356,154618,363875.0,6328264.0
2010-06-09,41057,41688,39513,39936,171206,360078.0,6328264.0
2010-06-10,40004,40496,39303,40356,97182,363875.0,6328264.0
2010-06-11,40916,40986,39302,39304,107407,354383.0,6328264.0
2010-06-14,39232,39232,36986,36989,310767,333500.0,6328264.0
2010-06-15,37196,38530,36846,37551,240504,338562.0,6328264.0
2010-06-16,38460,40636,38109,39866,275996,359445.0,6328264.0
2010-06-17,40355,41969,40355,41341,368837,372735.0,6328264.0
2010-06-18,42110,42320,40286,40356,159019,363875.0,6328264.0
2010-06-21,40566,41056,39582,40708,189353,367039.0,6328264.0
2010-06-22,40215,41408,39793,39936,130924,360078.0,6328264.0
2010-06-23,40003,40706,39161,39164,96053,353117.0,6328264.0
2010-06-24,39443,39724,38881,39234,57552,353750.0,6328264.0
2010-06-25,39232,41056,39022,41060,142543,370203.0,6328264.0
2010-06-28,40706,41408,40286,40498,127170,365141.0,6328264.0
2010-06-29,41527,42337,40128,40718,128643,349953.0,6328264.0
2010-06-30,39907,41600,39539,40056,131432,344258.0,6328264.0
2010-07-01,39981,40790,38803,39835,807532,342359.0,6328264.0
2010-07-02,40053,40128,38066,38142,212598,327804.0,6328264.0
2010-07-05,38288,38361,36667,36817,187220,316413.0,6328264.0
2010-07-06,36814,40274,36078,39762,288553,341726.0,6328264.0
2010-07-07,40202,41306,39097,40129,218913,344890.0,6328264.0
2010-07-08,40718,40938,39760,39762,146092,392985.0,7277503.0
2010-07-09,39981,40938,39391,39908,132564,394441.0,7277503.0
2010-07-12,40348,43515,40202,42706,403487,422095.0,7277503.0
2010-07-13,43073,43883,42337,42559,269161,420640.0,7277503.0
2010-07-14,43367,43883,42630,43075,189751,425734.0,7277503.0
2010-07-15,43515,43957,42780,43296,180395,427917.0,7277503.0
2010-07-16,43809,46165,43736,45505,479508,449750.0,7277503.0
2010-07-19,44915,46313,44472,45284,230895,469945.0,7641378.0
2010-07-20,45356,46386,43442,43443,325557,450841.0,7641378.0
2010-07-21,44178,45061,41969,42413,291354,440143.0,7641378.0
2010-07-22,42780,42926,39981,40129,311799,416455.0,7641378.0
2010-07-23,40938,41233,37256,39099,685454,405757.0,7641378.0
2010-07-26,39097,39760,38434,39541,269316,410342.0,7641378.0
2010-07-27,39981,39981,37625,37626,325148,390474.0,7641378.0
2010-07-28,37919,38803,37476,37773,182700,392003.0,7641378.0
2010-07-29,37992,38949,36410,36523,275657,379012.0,7641378.0
2010-07-30,36814,37772,36152,37479,191802,388946.0,7641378.0
2010-08-02,37476,38213,36814,37626,213257,390474.0,7641378.0
2010-08-03,38140,39760,37845,38583,373195,400408.0,7641378.0
2010-08-04,38949,39391,38361,39319,220952,408050.0,7641378.0
2010-08-05,39760,39760,36447,36817,390944,382069.0,7641378.0
2010-08-06,36372,36372,34827,35417,336705,367550.0,7641378.0
2010-08-09,35489,35894,34495,34570,220347,358763.0,7641378.0
2010-08-10,34789,36004,34789,35417,187239,367550.0,7641378.0
2010-08-11,35157,35452,32249,32325,401244,335456.0,7641378.0
2010-08-12,31072,32949,30924,31955,225893,331636.0,7641378.0
2010-08-13,32471,33354,32359,33355,125357,346154.0,7641378.0
2010-08-16,33243,33943,32471,33871,100933,351503.0,7641378.0
2010-08-17,33721,33979,33170,33540,74191,348065.0,7641378.0
2010-08-18,33648,33795,32249,32471,187945,336985.0,7641378.0
2010-08-19,32765,33465,32617,32692,146814,339277.0,7641378.0
2010-08-20,32654,33133,32322,32692,130574,339277.0,7641378.0
2010-08-23,32765,33058,30776,30778,259395,319410.0,7641378.0
2010-08-24,30850,31477,29746,30925,207506,320938.0,7641378.0
2010-08-25,30335,31108,30335,30373,110410,315207.0,7641378.0
2010-08-26,30630,31586,30519,30852,133985,320174.0,7641378.0
2010-08-27,30630,31255,29819,30078,131168,312150.0,7641378.0
2010-08-30,30630,30776,29083,29343,246808,304509.0,7641378.0
2010-08-31,29046,29303,27831,28312,345091,293811.0,7641378.0
2010-09-01,28567,29120,28125,28570,205160,296485.0,7641378.0
2010-09-02,29156,30188,29083,30115,349388,312532.0,7641378.0
2010-09-03,30371,31292,30188,30999,254431,321702.0,7641378.0
2010-09-06,31439,32028,31329,32030,269435,332400.0,7641378.0
2010-09-07,32287,33058,32066,32067,307916,332782.0,7641378.0
2010-09-08,32028,32544,31477,32435,149016,336603.0,7641378.0
2010-09-09,32507,32765,31512,32214,179732,334310.0,7641378.0
2010-09-10,32322,32617,31771,31809,210279,330108.0,7641378.0
2010-09-13,31660,32765,31180,32361,263850,335839.0,7641378.0
2010-09-14,32802,32802,31439,31441,159386,326287.0,7641378.0
2010-09-15,31512,31844,29819,30521,223313,316735.0,7641378.0
2010-09-16,30813,31660,30556,31588,148035,327815.0,7641378.0
2010-09-17,31917,34200,31881,34129,583191,354178.0,7641378.0
2010-09-20,34090,34569,33612,33724,252025,349975.0,7641378.0
2010-09-24,33686,33721,32212,32950,225806,341952.0,7641378.0
2010-09-27,33465,34385,33427,34387,278220,356852.0,7641378.0
2010-09-28,34311,35526,33979,35343,269896,366786.0,7641378.0
2010-09-29,35342,36188,35048,36007,262376,373663.0,7641378.0
2010-09-30,36004,38361,35783,38142,486315,395823.0,7641378.0
2010-10-01,38213,39244,37183,38288,319818,397352.0,7641378.0
2010-10-04,37919,39834,37845,38288,280878,397352.0,7641378.0
2010-10-05,38288,40128,38288,40129,451883,416455.0,7641378.0
2010-10-06,41084,41084,39760,40129,230357,416455.0,7641378.0
2010-10-07,40569,46019,40202,43663,852795,453134.0,7641378.0
2010-10-08,44178,45503,43809,44179,295310,458483.0,7641378.0
2010-10-11,44693,44693,42264,42264,315847,438615.0,7641378.0
2010-10-12,41895,44251,40864,44179,391104,458483.0,7641378.0
2010-10-13,44545,44915,43220,44105,185334,457719.0,7641378.0
2010-10-14,44399,46386,43073,46168,376263,479114.0,7641378.0
2010-10-15,46386,47049,45650,46314,156088,480643.0,7641378.0
2010-10-18,46313,47123,45282,46241,193321,479879.0,7641378.0
2010-10-19,47123,47344,44251,44327,271728,460011.0,7641378.0
2010-10-20,43662,47860,43589,47714,334768,495161.0,7641378.0
2010-10-21,48670,49332,47417,48008,272198,498218.0,7641378.0
2010-10-22,48006,48300,46975,47860,161518,496690.0,7641378.0
2010-10-25,47859,49699,46754,49702,206582,515793.0,7641378.0
2010-10-26,50069,50290,48596,49334,123672,511972.0,7641378.0
2010-10-27,49332,49332,47785,48303,201820,501274.0,7641378.0
2010-10-28,48597,48670,45798,46314,226863,480643.0,7641378.0
2010-10-29,47271,47860,44104,47125,594845,489048.0,7641378.0
2010-11-01,46975,48154,46165,47272,158034,490576.0,7641378.0
2010-11-02,47491,48154,46165,46977,102900,487520.0,7641378.0
2010-11-03,46681,47417,45724,46020,157910,477586.0,7641378.0
2010-11-04,45798,48227,45798,47714,205666,495161.0,7641378.0
2010-11-05,48596,49037,46092,46461,168803,482171.0,7641378.0
2010-11-08,46681,46681,45282,46314,102819,480643.0,7641378.0
2010-11-09,47712,51393,47491,48597,525324,504331.0,7641378.0
2010-11-10,48375,50069,48375,48966,152579,508152.0,7641378.0
2010-11-11,49111,49626,47860,47860,126098,496690.0,7641378.0
2010-11-12,48375,49037,44545,47125,269672,489048.0,7641378.0
2010-11-15,46828,48227,45798,46977,141779,487520.0,7641378.0
2010-11-16,47049,47638,46019,46682,85638,484463.0,7641378.0
2010-11-17,45871,47785,45798,46757,125000,485228.0,7641378.0
2010-11-18,46755,48891,46755,48818,150688,506623.0,7641378.0
2010-11-19,48816,49479,48375,49187,113095,510444.0,7641378.0
2010-11-22,49111,51467,48596,50512,199043,524199.0,7641378.0
2010-11-23,50216,51173,48816,49923,123266,518085.0,7641378.0
2010-11-24,48227,49626,47860,49334,130392,511972.0,7641378.0
2010-11-25,49700,51393,48891,50659,135772,525727.0,7641378.0
2010-11-26,50952,51247,48521,48891,110387,507387.0,7641378.0
2010-11-29,48081,48743,47491,48008,125147,498218.0,7641378.0
2010-11-30,48375,49626,47712,47935,98229,497454.0,7641378.0
2010-12-01,48375,49626,47933,49628,105661,515029.0,7641378.0
2010-12-02,50290,52572,50069,52426,343738,544066.0,7641378.0
2010-12-03,52572,53529,51320,53309,172519,553236.0,7641378.0
2010-12-06,52939,53971,51909,51911,129400,538717.0,7641378.0
2010-12-07,52203,53750,51761,52279,185036,542538.0,7641378.0
2010-12-08,52498,52572,49700,50217,180367,521142.0,7641378.0
2010-12-09,50436,51025,49700,50880,97966,528019.0,7641378.0
2010-12-10,49921,51173,49921,51027,74894,529547.0,7641378.0
2010-12-13,51025,51320,49184,49554,166062,514265.0,7641378.0
2010-12-14,49332,49553,46975,48524,404175,503567.0,7641378.0
2010-12-15,49111,49332,47712,48818,140998,506623.0,7641378.0
2010-12-16,48521,48596,47123,47198,187837,489812.0,7641378.0
2010-12-17,47344,49111,47271,48891,255827,507387.0,7641378.0
2010-12-20,47785,48521,46975,47860,172623,496690.0,7641378.0
2010-12-21,48227,48596,46460,46682,202488,484463.0,7641378.0
2010-12-22,46828,47565,43662,44695,539730,463832.0,7641378.0
2010-12-23,45282,45282,43662,43663,221386,453134.0,7641378.0
2010-12-24,44029,44840,42410,43075,230617,447021.0,7641378.0
2010-12-27,43515,44104,42558,42928,163408,445492.0,7641378.0
2010-12-28,43073,45208,43073,44842,216467,465360.0,7641378.0
2010-12-29,45208,45208,44399,44916,100118,466124.0,7641378.0
2010-12-30,45061,45356,44104,45284,126080,469945.0,7641378.0
2011-01-03,45798,46535,45282,45873,179558,476058.0,7641378.0
2011-01-04,45650,46092,45061,45946,128653,476822.0,7641378.0
2011-01-05,45798,45798,44251,44548,166378,462303.0,7641378.0
2011-01-06,44915,45282,43515,44621,209161,463068.0,7641378.0
2011-01-07,44178,47123,43515,46830,532420,485992.0,7641378.0
2011-01-10,47638,48670,46165,46168,373587,479114.0,7641378.0
2011-01-11,46681,46755,45061,45432,145226,471473.0,7641378.0
2011-01-12,45429,45798,44178,44179,241878,458483.0,7641378.0
2011-01-13,44251,44840,43809,44400,248262,460775.0,7641378.0
2011-01-14,44620,44620,42852,43001,327653,446256.0,7641378.0
2011-01-17,42852,43736,41233,41234,298836,427917.0,7641378.0
2011-01-18,40864,41748,39834,39835,409309,413399.0,7641378.0
2011-01-19,39981,42264,39171,42118,288644,437087.0,7641378.0
2011-01-20,42999,44029,42852,43296,310387,449313.0,7641378.0
2011-01-21,42926,43589,41969,42339,166679,439379.0,7641378.0
2011-01-24,41969,42999,41969,42634,118508,442436.0,7641378.0
2011-01-25,42926,44620,42926,44253,226939,459247.0,7641378.0
2011-01-26,44325,44766,43589,44179,132112,458483.0,7641378.0
2011-01-27,44472,44472,42999,43663,116098,453134.0,7641378.0
2011-01-28,43442,44104,43146,43443,96308,505586.0,8569253.0
2011-01-31,42705,43515,42410,43296,96335,503872.0,8569253.0
2011-02-01,43809,44029,42558,42634,122930,496160.0,8569253.0
2011-02-07,43294,44472,42926,43885,145363,510727.0,8569253.0
2011-02-08,43883,44104,42043,42854,110208,498731.0,8569253.0
2011-02-09,42410,42926,41380,41824,106349,486734.0,8569253.0
2011-02-10,41380,42484,40864,41381,96554,481592.0,8569253.0
2011-02-11,41233,41674,39171,39173,129543,455884.0,8569253.0
2011-02-14,39612,40790,39244,40129,93190,467024.0,8569253.0
2011-02-15,40128,40864,39391,39762,65163,462740.0,8569253.0
2011-02-16,39318,39981,37772,37921,167516,441317.0,8569253.0
2011-02-17,37698,38508,35857,37184,266063,432747.0,8569253.0
2011-02-18,37256,38288,37256,38142,86516,443887.0,8569253.0
2011-02-21,37845,38803,37698,38216,71166,444744.0,8569253.0
2011-02-22,37772,37772,36410,37258,96278,433604.0,8569253.0
2011-02-23,36814,37476,36114,36523,63105,425035.0,8569253.0
2011-02-24,36114,36298,35342,35564,95406,413895.0,8569253.0
2011-02-25,35563,36447,35563,36301,50894,422464.0,8569253.0
2011-02-28,35857,36593,35748,35748,43691,416037.0,8569253.0
2011-03-02,35232,35748,34495,35086,82177,408325.0,8569253.0
2011-03-03,35085,36741,35085,36448,111204,424178.0,8569253.0
2011-03-04,37109,37403,36667,36817,99764,428463.0,8569253.0
2011-03-07,36888,36963,36004,36190,74539,421179.0,8569253.0
2011-03-08,35820,37625,35563,37626,118479,437889.0,8569253.0
2011-03-09,37919,37992,36298,36558,132794,425463.0,8569253.0
2011-03-10,36188,36520,35526,35527,117314,413466.0,8569253.0
2011-03-11,34679,35194,34053,34792,151569,404897.0,8569253.0
2011-03-14,34236,34569,32028,32950,121056,383474.0,8569253.0
2011-03-15,32654,33943,31734,33062,152034,384759.0,8569253.0
2011-03-16,33133,34127,32617,32987,110306,383903.0,8569253.0
2011-03-17,32139,32507,31586,31920,108693,371477.0,8569253.0
2011-03-18,32397,33501,32249,33503,202678,389901.0,8569253.0
2011-03-21,33501,34457,33427,34165,96282,397613.0,8569253.0
2011-03-22,34164,34421,33538,33798,90162,393329.0,8569253.0
2011-03-23,33870,34236,33133,33650,79752,391615.0,8569253.0
2011-03-24,33648,35085,33648,34939,118928,406611.0,8569253.0
2011-03-25,35121,36557,34827,36007,223152,419036.0,8569253.0
2011-03-28,36410,36814,35416,35786,150669,416466.0,8569253.0
2011-03-29,35416,35710,34421,34827,259139,405326.0,8569253.0
2011-03-30,34900,35305,34569,34901,196351,406183.0,8569253.0
2011-03-31,35194,36447,34863,36411,184112,423750.0,8569253.0
2011-04-01,36372,37329,35783,37332,184942,434461.0,8569253.0
2011-04-04,37403,37403,36335,36411,127767,423750.0,8569253.0
2011-04-05,36630,37992,36078,37921,186601,441317.0,8569253.0
2011-04-06,37772,38288,37256,37552,195063,437032.0,8569253.0
2011-04-07,37919,38655,37476,37626,142729,437889.0,8569253.0
2011-04-08,37403,38213,37035,37184,120349,432747.0,8569253.0
2011-04-11,37035,37698,36004,36338,121106,422893.0,8569253.0
2011-04-12,36335,36335,35121,35232,138136,410039.0,8569253.0
2011-04-13,35342,36114,34827,35454,95515,412610.0,8569253.0
2011-04-14,35342,35378,34274,34496,187387,401470.0,8569253.0
2011-04-15,34311,34973,34311,34754,75530,404469.0,8569253.0
2011-04-18,34532,34900,33501,33540,112409,390329.0,8569253.0
2011-04-19,33096,35563,32875,35564,143188,413895.0,8569253.0
2011-04-20,35636,36520,35416,35786,188834,416466.0,8569253.0
2011-04-21,36226,36704,35268,36226,142806,421607.0,8569253.0
2011-04-22,36298,36593,35121,35160,114675,409182.0,8569253.0
2011-04-25,34900,35783,34421,35491,106058,413038.0,8569253.0
2011-04-26,35599,35894,33758,34091,124940,396756.0,8569253.0
2011-04-27,34236,36004,33906,35527,186262,413466.0,8569253.0
2011-04-28,35894,36447,35157,35306,178994,410896.0,8569253.0
2011-04-29,34973,35048,33832,34349,105467,399756.0,8569253.0
2011-05-02,34090,35563,34090,35417,68874,412181.0,8569253.0
2011-05-03,35048,35194,34236,34718,56566,404040.0,8569253.0
2011-05-04,34385,35452,34311,35454,76084,412610.0,8569253.0
2011-05-06,35048,35342,34385,34645,47546,403183.0,8569253.0
2011-05-09,34752,34973,33465,33540,95755,390329.0,8569253.0
2011-05-11,33501,33648,31917,31920,245021,371477.0,8569253.0
2011-05-12,31660,31844,30702,30999,187871,360766.0,8569253.0
2011-05-13,31292,32249,30997,31294,146551,364193.0,8569253.0
2011-05-16,30924,30924,29746,29747,172028,346198.0,8569253.0
2011-05-17,29267,29893,28494,29122,157602,338914.0,8569253.0
2011-05-18,29415,29415,28494,28606,160597,332915.0,8569253.0
2011-05-19,28678,29231,26395,26986,233342,314063.0,8569253.0
2011-05-20,27353,27390,25034,25329,386122,294782.0,8569253.0
2011-05-23,25622,25954,24849,25293,209064,294354.0,8569253.0
2011-05-24,25291,26026,25144,25551,144973,297353.0,8569253.0
2011-05-25,25548,25622,24002,24004,223887,279358.0,8569253.0
2011-05-26,24298,24702,24113,24519,126036,285356.0,8569253.0
2011-05-27,24445,25660,24223,24961,176254,290498.0,8569253.0
2011-05-30,25144,25144,23486,23857,138086,277644.0,8569253.0
2011-05-31,23966,24148,23266,24152,128977,281071.0,8569253.0
2011-06-01,23966,24186,23414,23599,126416,274645.0,8569253.0
2011-06-02,22861,23008,22088,22200,250592,258363.0,8569253.0
2011-06-03,22236,22383,21425,21796,219116,253650.0,8569253.0
2011-06-07,21352,21646,20947,21391,167887,248937.0,8569253.0
2011-06-08,21608,21904,20984,20985,158518,244224.0,8569253.0
2011-06-09,20984,22493,20947,22127,281048,257506.0,8569253.0
2011-06-10,22236,22271,21057,21059,143837,245081.0,8569253.0
2011-06-13,20763,21572,20689,20912,91581,243367.0,8569253.0
2011-06-14,20689,21646,20689,21169,101126,246366.0,8569253.0
2011-06-15,21720,23045,21425,23047,244648,268218.0,8569253.0
2011-06-16,22567,23303,22309,22715,178339,264361.0,8569253.0
2011-06-17,23192,23339,21683,21905,158373,254935.0,8569253.0
2011-06-20,21683,22420,21389,22090,76027,257078.0,8569253.0
2011-06-21,22383,24223,22236,23968,354776,278929.0,8569253.0
2011-06-22,24076,25439,24040,24409,389011,284071.0,8569253.0
2011-06-23,24407,24776,23929,24041,129713,279786.0,8569253.0
2011-06-24,24002,24960,23635,24961,283305,290498.0,8569253.0
2011-06-27,24518,25548,24445,24961,108948,290498.0,8569253.0
2011-06-28,25365,25401,24445,24446,104195,284499.0,8569253.0
2011-06-29,24849,24885,23818,23931,97372,278501.0,8569253.0
2011-06-30,24076,24076,22971,23231,227315,270360.0,8569253.0
2011-07-01,23414,25328,23414,25035,237395,291355.0,8569253.0
2011-07-04,25770,26911,25475,26030,383413,302923.0,8569253.0
2011-07-05,26026,26432,25328,26434,161991,307636.0,8569253.0
2011-07-06,26138,26580,25806,26434,82831,307636.0,8569253.0
2011-07-07,26322,26726,25806,25845,153609,300781.0,8569253.0
2011-07-08,26064,26176,25328,25809,112579,300352.0,8569253.0
2011-07-11,25806,26285,25475,25660,79369,298638.0,8569253.0
2011-07-12,25180,25401,24518,24593,104309,286213.0,8569253.0
2011-07-13,24813,24813,23670,23968,114562,278929.0,8569253.0
2011-07-14,23966,24148,22824,23342,173519,271645.0,8569253.0
2011-07-15,23192,24260,23119,24078,86131,280215.0,8569253.0
2011-07-18,24407,24591,24113,24189,66283,281500.0,8569253.0
2011-07-19,23892,25328,23892,24704,166479,287498.0,8569253.0
2011-07-20,25180,25401,24591,24961,115785,290498.0,8569253.0
2011-07-21,24960,24960,24076,24114,114089,280643.0,8569253.0
2011-07-22,24186,24739,24186,24446,81848,284499.0,8569253.0
2011-07-25,24445,24445,23561,23857,74044,277644.0,8569253.0
2011-07-26,23708,24148,23414,23674,109303,275501.0,8569253.0
2011-07-27,23598,23598,23229,23415,63535,272502.0,8569253.0
2011-07-28,23045,23966,22899,23783,80624,276787.0,8569253.0
2011-07-29,23929,24813,23561,24078,118975,280215.0,8569253.0
2011-08-01,24445,24702,24113,24519,94144,285356.0,8569253.0
2011-08-02,24148,24445,23339,23489,75832,273359.0,8569253.0
2011-08-03,22787,22935,22309,22495,95759,261791.0,8569253.0
2011-08-04,22677,22935,21352,21353,95353,248508.0,8569253.0
2011-08-05,19290,20137,18407,19034,202022,221515.0,8569253.0
2011-08-08,18259,18959,16198,17304,213014,201377.0,8569253.0
2011-08-09,16566,17302,14725,16199,258249,188524.0,8569253.0
2011-08-10,17228,17338,16639,16972,155569,197521.0,8569253.0
2011-08-11,15608,17302,15608,17304,112364,201377.0,8569253.0
2011-08-12,17891,18149,17082,17157,146171,199664.0,8569253.0
2011-08-16,18259,19694,17744,19697,329336,229228.0,8569253.0
2011-08-17,19879,22567,19731,20985,497810,244224.0,8569253.0
2011-08-18,21130,21388,19659,19770,186654,230084.0,8569253.0
2011-08-19,18407,18628,16970,17672,155522,205662.0,8569253.0
2011-08-22,17560,18038,17082,17598,118984,204805.0,8569253.0
2011-08-23,18038,18663,17781,18628,124975,216802.0,8569253.0
2011-08-24,18738,19106,17891,18077,105626,210375.0,8569253.0
2011-08-25,18369,18590,17781,17782,109505,206947.0,8569253.0
2011-08-26,17265,17817,17265,17672,58486,205662.0,8569253.0
2011-08-29,17965,18701,17707,18592,144158,216374.0,8569253.0
2011-08-30,18847,19253,18296,18371,122235,213803.0,8569253.0
2011-08-31,18407,18553,17817,18224,102532,212089.0,8569253.0
2011-09-01,18369,18663,17670,17857,234675,207804.0,8569253.0
2011-09-02,17707,17853,17449,17561,79769,204377.0,8569253.0
2011-09-05,17265,17265,16712,16715,67734,194522.0,8569253.0
2011-09-06,15829,16529,15755,15942,81343,185524.0,8569253.0
2011-09-07,16345,17008,16234,17009,76893,197950.0,8569253.0
2011-09-08,17082,17228,16307,16530,58384,192380.0,8569253.0
2011-09-09,16307,16750,16271,16272,38571,189380.0,8569253.0
2011-09-14,16271,16529,15608,15794,51788,183810.0,8569253.0
2011-09-15,16123,16382,15092,15463,59862,179954.0,8569253.0
2011-09-16,15867,16639,15867,16642,94760,193665.0,8569253.0
2011-09-19,16382,16823,16013,16015,51085,186381.0,8569253.0
2011-09-20,15903,17670,15718,17525,150244,203948.0,8569253.0
2011-09-21,17302,17891,16934,17304,129404,201377.0,8569253.0
2011-09-22,16676,16786,16087,16237,65155,188952.0,8569253.0
2011-09-23,15130,15351,14873,15058,124088,175241.0,8569253.0
2011-09-26,15204,15461,12995,12995,140222,151247.0,8569253.0
2011-09-27,13327,13841,12995,13474,156837,156817.0,8569253.0
2011-09-28,13620,14172,13327,13327,117521,155103.0,8569253.0
2011-09-29,12957,13952,12627,13952,167361,162387.0,8569253.0
2011-09-30,13841,14172,13620,13917,113978,161959.0,8569253.0
2011-10-04,12921,13068,12663,12886,72181,149962.0,8569253.0
2011-10-05,13068,13436,12736,12960,97956,150819.0,8569253.0
2011-10-06,13473,14504,13399,13732,216463,159817.0,8569253.0
2011-10-07,14209,14357,13841,14102,105642,164101.0,8569253.0
2011-10-10,13989,14908,13989,14726,154998,171385.0,8569253.0
2011-10-11,15424,15461,14576,14652,124370,170528.0,8569253.0
2011-10-12,14467,15867,14467,15794,179505,183810.0,8569253.0
2011-10-13,16123,16786,15792,16457,201838,191523.0,8569253.0
2011-10-14,16418,16786,16050,16420,117035,191094.0,8569253.0
2011-10-17,16934,16934,16307,16642,104294,193665.0,8569253.0
2011-10-18,16123,16307,15829,15942,78564,185524.0,8569253.0
2011-10-19,16123,16492,15939,16310,75035,189809.0,8569253.0
2011-10-20,16050,17082,15755,16051,168814,186810.0,8569253.0
2011-10-21,16271,17082,15939,16715,225441,194522.0,8569253.0
2011-10-24,17008,17523,16860,17193,177590,200092.0,8569253.0
2011-10-25,17339,17413,16860,16898,79092,196664.0,8569253.0
2011-10-26,16529,17449,16345,17304,109572,201377.0,8569253.0
2011-10-27,17560,19474,17449,18813,401856,218944.0,8569253.0
2011-10-28,19144,19179,17965,18003,194785,209518.0,8569253.0
2011-10-31,18002,18481,17670,17966,82316,209090.0,8569253.0
2011-11-01,17633,18038,17302,17451,134176,203091.0,8569253.0
2011-11-02,16676,17154,16307,17157,130714,199664.0,8569253.0
2011-11-03,17154,17375,16603,16936,125410,197093.0,8569253.0
2011-11-04,17449,18185,17375,18040,209094,209947.0,8569253.0
2011-11-07,18332,20579,18296,19734,569451,229656.0,8569253.0
2011-11-08,19805,19879,18701,18702,306429,217659.0,8569253.0
2011-11-09,19106,19106,18332,18482,114086,215088.0,8569253.0
2011-11-10,17413,17670,16860,16862,179405,196236.0,8569253.0
2011-11-11,17486,17891,17117,17782,99477,206947.0,8569253.0
2011-11-14,18185,18296,17965,18261,95523,212517.0,8569253.0
2011-11-15,17891,18038,17560,17635,75957,205234.0,8569253.0
2011-11-16,17744,18112,16970,16972,91705,197521.0,8569253.0
2011-11-17,17191,17449,16786,17377,65102,202234.0,8569253.0
2011-11-18,16970,17154,16750,17157,59053,199664.0,8569253.0
2011-11-21,17154,17154,16786,17046,38168,198378.0,8569253.0
2011-11-22,16529,17008,16492,17009,61892,197950.0,8569253.0
2011-11-23,16860,16970,16198,16383,70256,190666.0,8569253.0
2011-11-24,16123,16345,15497,15979,63435,185953.0,8569253.0
2011-11-25,15792,15976,14725,15094,120315,175670.0,8569253.0
2011-11-28,15130,15976,15130,15905,96630,185096.0,8569253.0
2011-11-29,16050,16566,15903,16346,117146,190237.0,8569253.0
2011-11-30,16123,16271,15976,16272,51840,189380.0,8569253.0
2011-12-01,15277,16050,14762,14800,666050,172242.0,8569253.0
2011-12-02,14798,15497,14798,15316,142682,178240.0,8569253.0
2011-12-05,15461,17265,15167,16642,289742,193665.0,8569253.0
2011-12-06,17008,18738,16934,17635,393804,205234.0,8569253.0
2011-12-07,18038,18038,17302,17451,137805,203091.0,8569253.0
2011-12-08,17596,18516,17302,17561,165262,204377.0,8569253.0
2011-12-09,17375,18038,17117,17635,118317,205234.0,8569253.0
2011-12-12,18149,18185,17744,17782,101895,206947.0,8569253.0
2011-12-13,17449,17891,17375,17598,193365,204805.0,8569253.0
2011-12-14,17117,17633,16823,17525,213059,203948.0,8569253.0
2011-12-15,17760,17918,16733,17485,117488,189809.0,8569253.0
2011-12-16,17484,17484,16852,16932,88836,183810.0,8569253.0
2011-12-19,16694,16891,15353,15787,149835,171385.0,8569253.0
2011-12-20,15787,16220,15668,16144,80277,175241.0,8569253.0
2011-12-21,16457,16733,16339,16657,67930,180811.0,8569253.0
2011-12-22,16536,16616,16102,16498,33110,179097.0,8569253.0
2011-12-23,16931,17049,16576,16932,51439,183810.0,8569253.0
2011-12-26,16970,16970,16339,16419,36701,178240.0,8569253.0
2011-12-27,16260,16457,15550,16025,81529,173956.0,8569253.0
2011-12-28,15787,16023,15668,15787,26908,171385.0,8569253.0
2011-12-29,15787,16102,15628,16025,45804,173956.0,8569253.0
2012-01-02,15866,16141,15471,15512,86871,168386.0,8569253.0
2012-01-03,15707,15787,15432,15591,125939,169243.0,8569253.0
2012-01-04,15787,15787,15432,15512,79885,168386.0,8569253.0
