미원에스씨(268280),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-10-23,55300,55500,55000,55500,1789,287441.0,5179111.0
2017-10-24,55500,55800,55300,55700,2008,288476.0,5179111.0
2017-10-25,55500,55500,55000,55200,1309,285887.0,5179111.0
2017-10-26,55200,55500,54900,55000,1331,284851.0,5179111.0
2017-10-27,55000,55600,55000,55500,1457,287441.0,5179111.0
2017-10-30,55500,56800,55500,56600,1716,293138.0,5179111.0
2017-10-31,56600,57800,56500,56800,11533,294174.0,5179111.0
2017-11-01,56600,57300,56600,57000,1944,295209.0,5179111.0
2017-11-02,56700,57400,56200,57100,1087,295727.0,5179111.0
2017-11-03,57400,57400,56600,56900,550,294691.0,5179111.0
2017-11-06,56300,56900,56200,56900,1494,294691.0,5179111.0
2017-11-07,56600,57800,56600,57300,694,296763.0,5179111.0
2017-11-08,56600,57800,56500,56500,1993,292620.0,5179111.0
2017-11-09,57500,57500,56800,57100,1164,295727.0,5179111.0
2017-11-10,57500,57500,56900,56900,636,294691.0,5179111.0
2017-11-13,57000,57700,56800,57700,1073,298835.0,5179111.0
2017-11-14,57300,68900,57300,60800,15468,314890.0,5179111.0
2017-11-15,63200,63200,60100,60700,5187,314372.0,5179111.0
2017-11-16,61200,61200,58500,59900,2973,310229.0,5179111.0
2017-11-17,59900,59900,58200,59300,1480,307121.0,5179111.0
2017-11-20,59300,59500,58400,58500,2707,302978.0,5179111.0
2017-11-21,58800,59000,57600,58400,1370,302460.0,5179111.0
2017-11-22,57600,58400,57100,57500,1896,297799.0,5179111.0
2017-11-23,57600,58400,57200,58000,1915,300388.0,5179111.0
2017-11-24,58300,58300,57000,57700,1984,298835.0,5179111.0
2017-11-27,57200,58200,56900,57700,1877,298835.0,5179111.0
2017-11-28,58300,58300,57000,57400,609,297281.0,5179111.0
2017-11-29,57400,57900,56100,57000,1557,295209.0,5179111.0
2017-11-30,57000,57400,56400,57000,4139,295209.0,5179111.0
2017-12-01,57000,57400,56600,57200,1124,296245.0,5179111.0
2017-12-04,58000,58000,56600,57000,589,295209.0,5179111.0
2017-12-05,57400,57400,56400,57000,298,295209.0,5179111.0
2017-12-06,57000,57100,56100,56900,2249,294691.0,5179111.0
2017-12-07,56400,57400,56000,56300,1555,291584.0,5179111.0
2017-12-08,55300,57200,55300,55800,1675,288994.0,5179111.0
2017-12-11,58000,59900,56000,57900,8431,299871.0,5179111.0
2017-12-12,57900,58500,56700,57500,3764,297799.0,5179111.0
2017-12-13,57700,58200,57500,58000,5741,300388.0,5179111.0
2017-12-14,58000,59900,58000,58800,2868,304532.0,5179111.0
2017-12-15,58200,59400,58200,59000,34095,305568.0,5179111.0
2017-12-18,59300,60500,58500,59200,62125,306603.0,5179111.0
2017-12-19,59000,59500,59000,59200,22653,306603.0,5179111.0
2017-12-20,59200,59500,58200,58300,29110,301942.0,5179111.0
2017-12-21,58200,59400,57900,58600,35888,303496.0,5179111.0
2017-12-22,58600,59400,58600,58800,60253,304532.0,5179111.0
2017-12-26,58900,59100,58500,58700,2531,304014.0,5179111.0
2017-12-27,59600,59600,56700,57800,3000,299353.0,5179111.0
2017-12-28,58900,64000,58000,58400,22056,302460.0,5179111.0
2018-01-02,58300,58800,57600,57600,2532,298317.0,5179111.0
2018-01-03,57600,58400,56700,58100,5011,300906.0,5179111.0
2018-01-04,59500,59500,57700,58500,4284,302978.0,5179111.0
2018-01-05,59800,59800,58100,58800,2172,304532.0,5179111.0
2018-01-08,58200,58500,57100,58500,4212,302978.0,5179111.0
2018-01-09,58400,59500,56800,56800,5684,294174.0,5179111.0
2018-01-10,57000,58600,56300,57300,4398,296763.0,5179111.0
2018-01-11,57300,57400,55700,57000,4220,295209.0,5179111.0
2018-01-12,57000,59000,56500,58000,5053,300388.0,5179111.0
2018-01-15,57500,57700,56500,56500,6235,292620.0,5179111.0
2018-01-16,56500,56500,55800,56400,3968,292102.0,5179111.0
2018-01-17,56400,56400,55200,55800,13207,288994.0,5179111.0
2018-01-18,55800,56400,55500,55500,3095,287441.0,5179111.0
2018-01-19,55500,56400,55300,56200,2368,291066.0,5179111.0
2018-01-22,56200,56200,55500,56000,2760,290030.0,5179111.0
2018-01-23,55500,56700,55500,56200,2764,291066.0,5179111.0
2018-01-24,56200,56800,56100,56700,490,293656.0,5179111.0
2018-01-25,56700,57900,56500,57400,3178,297281.0,5179111.0
2018-01-26,57800,60000,57500,59400,3912,307639.0,5179111.0
2018-01-29,60100,60100,58500,59700,1990,309193.0,5179111.0
2018-01-30,59700,60500,58400,60400,5997,312818.0,5179111.0
2018-01-31,60000,60200,58200,59700,5382,309193.0,5179111.0
2018-02-01,59800,60200,58800,59300,2057,307121.0,5179111.0
2018-02-02,60100,60100,58300,59000,4989,305568.0,5179111.0
2018-02-05,57500,59000,57500,58700,3719,304014.0,5179111.0
2018-02-06,59600,59600,56400,58100,1711,300906.0,5179111.0
2018-02-07,58700,58700,57400,58100,1916,300906.0,5179111.0
2018-02-08,58200,58200,57500,57700,1180,298835.0,5179111.0
2018-02-09,57200,58000,57000,57800,1743,299353.0,5179111.0
2018-02-12,58000,58400,57300,58200,1167,301424.0,5179111.0
2018-02-13,58500,59000,57500,58200,1424,301424.0,5179111.0
2018-02-14,58200,58200,57600,58200,996,301424.0,5179111.0
2018-02-19,59700,59700,57200,58200,2188,301424.0,5179111.0
2018-02-20,58200,58300,57600,58300,1036,301942.0,5179111.0
2018-02-21,58800,58800,57400,58300,506,301942.0,5179111.0
2018-02-22,58000,58300,57000,57600,1171,298317.0,5179111.0
2018-02-23,57600,58500,57100,57800,4464,299353.0,5179111.0
2018-02-26,57500,58400,57200,58200,1097,301424.0,5179111.0
2018-02-27,58200,58300,57000,58300,3282,301942.0,5179111.0
2018-02-28,58300,59100,57700,58600,3762,303496.0,5179111.0
2018-03-02,58600,59700,58600,59200,3200,306603.0,5179111.0
2018-03-05,58800,60500,58800,60000,16431,310747.0,5179111.0
2018-03-06,60600,60600,59700,60100,2658,311265.0,5179111.0
2018-03-07,60000,60500,59200,59800,3970,309711.0,5179111.0
2018-03-08,60100,60500,59200,60200,4094,311782.0,5179111.0
2018-03-09,60000,60600,59600,59800,2551,309711.0,5179111.0
2018-03-12,59800,60500,59800,60500,3389,313336.0,5179111.0
2018-03-13,60700,60700,60000,60200,3953,311782.0,5179111.0
2018-03-14,60000,60100,59700,59800,1190,309711.0,5179111.0
2018-03-15,59500,60200,59500,59800,4292,309711.0,5179111.0
2018-03-16,59900,60200,59600,60200,5337,311782.0,5179111.0
2018-03-19,60000,60600,59600,60600,4897,313854.0,5179111.0
2018-03-20,60400,60600,59900,60300,7221,312300.0,5179111.0
2018-03-21,60400,60500,60000,60000,7630,310747.0,5179111.0
2018-03-22,60100,60600,59900,60500,40077,313336.0,5179111.0
2018-03-23,60500,60500,59000,60100,10155,311265.0,5179111.0
2018-03-26,60000,60700,59000,60700,19348,314372.0,5179111.0
2018-03-27,60800,61700,60600,60800,10986,314890.0,5179111.0
2018-03-28,60400,60600,59000,60200,4284,311782.0,5179111.0
2018-03-29,59300,60600,59300,60400,3078,312818.0,5179111.0
2018-03-30,60600,60600,59500,60500,6754,313336.0,5179111.0
2018-04-02,60500,61100,60100,60200,1160,311782.0,5179111.0
2018-04-03,60100,60300,59700,60300,2484,312300.0,5179111.0
2018-04-04,60400,60600,59900,60300,1634,312300.0,5179111.0
2018-04-05,60300,60600,59900,60500,3382,313336.0,5179111.0
2018-04-06,60600,61300,60200,60200,2022,311782.0,5179111.0
2018-04-09,60000,60300,59500,60000,3264,310747.0,5179111.0
2018-04-10,60100,60300,59500,60200,1791,311782.0,5179111.0
2018-04-11,60600,60700,60200,60300,2276,312300.0,5179111.0
2018-04-12,59800,61000,59800,60000,1140,310747.0,5179111.0
2018-04-13,59900,62400,59900,61300,3637,317480.0,5179111.0
2018-04-16,62300,62300,60100,60500,2848,313336.0,5179111.0
2018-04-17,61800,61800,60300,60900,1220,315408.0,5179111.0
2018-04-18,61200,62200,60500,60500,1713,313336.0,5179111.0
2018-04-19,60500,60900,60100,60200,1743,311782.0,5179111.0
2018-04-20,60200,60200,59700,60000,1971,310747.0,5179111.0
2018-04-23,59800,60000,58600,58600,2051,303496.0,5179111.0
2018-04-24,59700,59700,58500,59100,582,306085.0,5179111.0
2018-04-25,59100,60300,58600,60300,2855,312300.0,5179111.0
2018-04-26,59800,60000,58700,58800,1164,304532.0,5179111.0
2018-04-27,58800,59400,58700,59100,1114,306085.0,5179111.0
2018-04-30,59600,59600,58700,59100,569,306085.0,5179111.0
2018-05-02,59000,59200,58500,59000,344,305568.0,5179111.0
2018-05-03,59000,59900,59000,59900,399,310229.0,5179111.0
2018-05-04,59000,61000,58500,60100,1193,311265.0,5179111.0
2018-05-08,60100,60100,59000,59400,1565,307639.0,5179111.0
2018-05-09,58200,59600,58100,59300,1887,307121.0,5179111.0
2018-05-10,59300,59700,59200,59300,2188,307121.0,5179111.0
2018-05-11,59300,60000,58400,59400,374,307639.0,5179111.0
2018-05-14,59900,59900,58600,59800,585,309711.0,5179111.0
2018-05-15,59800,59900,59000,59700,4096,309193.0,5179111.0
2018-05-16,59000,61000,59000,60400,3643,312818.0,5179111.0
2018-05-17,60500,60700,59600,60500,3395,313336.0,5179111.0
2018-05-18,60500,61700,60500,60800,3119,314890.0,5179111.0
2018-05-21,60900,62400,60900,61800,3613,320069.0,5179111.0
2018-05-23,60800,62200,60800,62100,3484,321623.0,5179111.0
2018-05-24,62100,66800,61500,65900,10744,341303.0,5179111.0
2018-05-25,65800,65800,63100,64000,4552,331463.0,5179111.0
2018-05-28,63300,63800,61000,61800,5729,320069.0,5179111.0
2018-05-29,61600,62900,61100,61900,3185,320587.0,5179111.0
2018-05-30,62000,62700,61100,61900,1577,320587.0,5179111.0
2018-05-31,61200,63500,61200,62000,930,321105.0,5179111.0
2018-06-01,62400,62500,62000,62400,1144,323177.0,5179111.0
2018-06-04,62900,62900,61800,61800,824,320069.0,5179111.0
2018-06-05,61700,62500,61700,62500,681,323694.0,5179111.0
2018-06-07,62400,62700,61900,62700,858,324730.0,5179111.0
2018-06-08,62000,62700,62000,62500,525,323694.0,5179111.0
2018-06-11,63700,63700,62500,62500,490,323694.0,5179111.0
2018-06-12,62000,62900,62000,62600,741,324212.0,5179111.0
2018-06-14,62600,62600,62000,62200,641,322141.0,5179111.0
2018-06-15,63500,63500,62200,62800,818,325248.0,5179111.0
2018-06-18,63800,63800,62200,62500,1519,323694.0,5179111.0
2018-06-19,62600,63200,62400,62400,1673,323177.0,5179111.0
2018-06-20,61700,62500,61700,62400,665,323177.0,5179111.0
2018-06-21,62100,62400,61300,62200,1532,322141.0,5179111.0
2018-06-22,62400,62600,61900,62300,490,322659.0,5179111.0
2018-06-25,62300,62400,59500,62100,1909,321623.0,5179111.0
2018-06-26,62800,62900,61800,61900,2058,320587.0,5179111.0
2018-06-27,62400,62400,61900,61900,1031,320587.0,5179111.0
2018-06-28,61500,61800,61300,61500,799,318515.0,5179111.0
2018-06-29,61500,61500,60500,60500,828,313336.0,5179111.0
2018-07-02,59600,60200,59000,59000,725,305568.0,5179111.0
2018-07-03,59000,60600,59000,59200,566,306603.0,5179111.0
2018-07-04,59400,61000,59100,59400,460,307639.0,5179111.0
2018-07-05,59300,60900,59300,60200,51,311782.0,5179111.0
2018-07-06,60000,60900,59500,60400,775,312818.0,5179111.0
2018-07-09,60400,60400,59500,59500,167,308157.0,5179111.0
2018-07-10,59500,60300,58600,60100,409,311265.0,5179111.0
2018-07-11,60700,60700,59900,60000,283,310747.0,5179111.0
2018-07-12,60000,60500,59900,60200,408,311782.0,5179111.0
2018-07-13,60200,60200,59400,59900,208,310229.0,5179111.0
2018-07-16,59100,60000,59000,59900,182,310229.0,5179111.0
2018-07-17,59900,61500,59900,61300,3137,317480.0,5179111.0
2018-07-18,60400,61400,60400,60900,588,315408.0,5179111.0
2018-07-19,60900,61900,60700,61900,1809,320587.0,5179111.0
2018-07-20,62200,62200,61700,62000,1423,321105.0,5179111.0
2018-07-23,62000,62700,61400,61900,1780,320587.0,5179111.0
2018-07-24,61900,63000,61900,62100,1715,321623.0,5179111.0
2018-07-25,61700,62300,61700,61800,5626,320069.0,5179111.0
2018-07-26,63600,63600,62000,62500,2733,323694.0,5179111.0
2018-07-27,61600,62900,61600,62400,3533,323177.0,5179111.0
2018-07-30,62400,63300,62000,63000,3811,326284.0,5179111.0
2018-07-31,63000,63000,62300,63000,1929,326284.0,5179111.0
2018-08-01,62000,63100,62000,62900,1693,325766.0,5179111.0
2018-08-02,62800,63200,62600,62700,1237,324730.0,5179111.0
2018-08-03,62800,63200,61500,62600,119,324212.0,5179111.0
2018-08-06,62100,63200,62100,63100,1729,326802.0,5179111.0
2018-08-07,63900,63900,62000,63100,832,326802.0,5179111.0
2018-08-08,63100,63100,62600,62600,69,324212.0,5179111.0
2018-08-09,62100,63400,62100,62200,320,322141.0,5179111.0
2018-08-10,62300,63000,62300,62800,1149,325248.0,5179111.0
2018-08-13,62800,63600,62200,62800,1293,325248.0,5179111.0
2018-08-14,62800,74000,62400,67000,28903,347000.0,5179111.0
2018-08-16,67000,69200,66500,69000,10245,357359.0,5179111.0
2018-08-17,69000,69300,67000,68700,3301,357597.0,5205195.0
2018-08-20,68700,69200,67400,68400,1892,356035.0,5205195.0
2018-08-21,67500,68400,66700,67000,1107,348748.0,5205195.0
2018-08-22,67000,67500,66500,66600,374,346666.0,5205195.0
2018-08-23,66700,67000,66200,66400,1133,345625.0,5205195.0
2018-08-24,66100,66400,65100,66000,937,343543.0,5205195.0
2018-08-27,66000,66900,66000,66700,1102,347187.0,5205195.0
2018-08-28,66700,67800,66400,66700,1149,347187.0,5205195.0
2018-08-29,67600,67600,65500,66500,1332,346145.0,5205195.0
2018-08-30,65500,66400,64600,65700,902,341981.0,5205195.0
2018-08-31,65700,65700,64800,65700,831,341981.0,5205195.0
2018-09-03,65700,66700,65500,65500,758,340940.0,5205195.0
2018-09-04,65000,66700,65000,66500,2728,346145.0,5205195.0
2018-09-05,68900,68900,66500,66900,848,348228.0,5205195.0
2018-09-06,66900,67100,66100,67100,1786,349269.0,5205195.0
2018-09-07,67400,67600,66200,67500,1424,351351.0,5205195.0
2018-09-10,67000,67700,67000,67600,1831,351871.0,5205195.0
2018-09-11,67600,67800,66900,67500,694,351351.0,5205195.0
2018-09-12,67500,67700,66300,67700,682,352392.0,5205195.0
2018-09-13,68000,68500,67000,67500,1561,351351.0,5205195.0
2018-09-14,68000,68500,67300,67800,1431,352912.0,5205195.0
2018-09-17,67800,68300,67500,68000,1546,353953.0,5205195.0
2018-09-18,68000,68000,67000,67800,1728,352912.0,5205195.0
2018-09-19,67800,67800,65300,66600,4064,346666.0,5205195.0
2018-09-20,66600,66700,65500,66500,2034,346145.0,5205195.0
2018-09-21,66200,67000,65600,67000,3017,348748.0,5205195.0
2018-09-27,67000,67900,66500,67500,1418,351351.0,5205195.0
2018-09-28,67500,68100,67500,67700,1373,352392.0,5205195.0
2018-10-01,67800,68900,67700,68900,3469,358638.0,5205195.0
2018-10-02,70000,70500,68900,70200,3940,365405.0,5205195.0
2018-10-04,70200,71200,68400,69300,2728,360720.0,5205195.0
2018-10-05,69200,70000,67700,69900,2030,363843.0,5205195.0
2018-10-08,70000,70100,68500,68500,1663,356556.0,5205195.0
2018-10-10,68500,70000,66500,67600,3802,351871.0,5205195.0
2018-10-11,64900,66700,64900,66300,8777,345104.0,5205195.0
2018-10-12,66300,67500,66000,67500,1464,351351.0,5205195.0
2018-10-15,67500,67500,66000,67300,1423,350310.0,5205195.0
2018-10-16,67200,67400,66500,67400,1285,350830.0,5205195.0
2018-10-17,67400,72400,67300,68900,687,358638.0,5205195.0
2018-10-18,67300,68700,67000,67600,1594,351871.0,5205195.0
2018-10-19,67400,67400,65000,67100,1987,349269.0,5205195.0
2018-10-22,67100,67100,66000,67100,291,349269.0,5205195.0
2018-10-23,67100,67100,65800,66900,1516,348228.0,5205195.0
2018-10-24,67100,67100,65500,65800,8214,342502.0,5205195.0
2018-10-25,64900,65700,63800,65300,11507,339899.0,5205195.0
2018-10-26,64200,65100,63400,63600,4443,331050.0,5205195.0
2018-10-29,63700,64800,62000,62500,3370,325325.0,5205195.0
2018-10-30,62500,64100,62500,63900,55777,332612.0,5205195.0
2018-10-31,65000,65500,64300,65400,1943,340420.0,5205195.0
2018-11-01,65400,66000,64500,65500,1748,340940.0,5205195.0
2018-11-02,65000,67000,65000,67000,1708,348748.0,5205195.0
2018-11-05,67500,67500,65000,67100,1579,349269.0,5205195.0
2018-11-06,67100,67900,67100,67500,1132,351351.0,5205195.0
2018-11-07,68000,69400,66800,67300,2912,350310.0,5205195.0
2018-11-08,67300,67400,66700,67000,188,348748.0,5205195.0
2018-11-09,67000,67300,66000,67100,1727,349269.0,5205195.0
2018-11-12,70200,73000,65600,66700,2287,347187.0,5205195.0
2018-11-13,66500,67300,66000,66900,904,348228.0,5205195.0
2018-11-14,67200,67200,66200,67100,1593,349269.0,5205195.0
2018-11-15,66100,66600,63800,64900,13787,337817.0,5205195.0
2018-11-16,64900,65500,63800,65000,134937,338338.0,5205195.0
2018-11-19,65000,65300,64100,64500,1101,335735.0,5205195.0
2018-11-20,65000,65000,64100,64800,6453,337297.0,5205195.0
2018-11-21,65600,65600,64200,64700,95090,336776.0,5205195.0
2018-11-22,64700,65400,64700,65200,1088,339379.0,5205195.0
2018-11-23,65200,65500,64500,65000,1033,338338.0,5205195.0
2018-11-26,63300,64900,63300,64500,1609,335735.0,5205195.0
2018-11-27,65000,65200,64600,64600,456,336256.0,5205195.0
2018-11-28,64500,65000,64400,64700,1148,336776.0,5205195.0
2018-11-29,64700,65500,64700,65000,386,338338.0,5205195.0
2018-11-30,64500,65400,64500,64600,943,336256.0,5205195.0
2018-12-03,65700,65700,64500,64500,677,335735.0,5205195.0
2018-12-04,64400,64700,64000,64400,628,335215.0,5205195.0
2018-12-05,64400,64400,63500,63500,2509,330530.0,5205195.0
2018-12-06,63600,63800,63100,63200,5890,328968.0,5205195.0
2018-12-07,63200,64500,63200,64500,1431,335735.0,5205195.0
2018-12-10,62500,64500,62500,64500,1430,335735.0,5205195.0
2018-12-11,64500,66000,64500,65900,1542,343022.0,5205195.0
2018-12-12,68600,68600,66100,66800,1120,347707.0,5205195.0
2018-12-13,66500,66900,65500,66700,499,347187.0,5205195.0
2018-12-14,66700,66700,64300,65000,1189,338338.0,5205195.0
2018-12-17,65000,66900,64500,65000,3984,338338.0,5205195.0
2018-12-18,64100,64700,64000,64000,682,333132.0,5205195.0
2018-12-19,63700,65800,63700,63700,1434,332595.0,5221276.0
2018-12-20,64000,64400,63600,64000,1287,334162.0,5221276.0
2018-12-21,64100,64400,64000,64300,974,335728.0,5221276.0
2018-12-24,64000,64500,64000,64000,1134,334162.0,5221276.0
2018-12-26,64000,66600,64000,64200,1988,335206.0,5221276.0
2018-12-27,64200,64600,63200,64600,1855,337294.0,5221276.0
2018-12-28,64600,66700,64600,64600,433,337294.0,5221276.0
2019-01-02,64600,64600,63700,64100,3455,334684.0,5221276.0
2019-01-03,64000,65500,64000,64600,6628,337294.0,5221276.0
2019-01-04,70100,70100,64700,64800,1714,338339.0,5221276.0
2019-01-07,65500,65500,64900,65300,3885,340949.0,5221276.0
2019-01-08,65300,65500,64700,64700,2352,337817.0,5221276.0
2019-01-09,65900,65900,62700,64200,2428,335206.0,5221276.0
2019-01-10,64400,64400,64100,64300,716,335728.0,5221276.0
2019-01-11,64300,64700,63500,64300,963,335728.0,5221276.0
2019-01-14,64400,65400,62700,65100,1221,339905.0,5221276.0
2019-01-15,64100,66000,64100,64500,521,336772.0,5221276.0
2019-01-16,64300,65000,64200,64400,354,336250.0,5221276.0
2019-01-17,64400,64900,64300,64500,291,336772.0,5221276.0
2019-01-18,64700,64800,64500,64600,1950,337294.0,5221276.0
2019-01-21,65500,65500,64600,65000,129,339383.0,5221276.0
2019-01-22,65000,65300,64500,65200,2178,340427.0,5221276.0
2019-01-23,65500,65500,65000,65100,294,339905.0,5221276.0
2019-01-24,65100,65100,64900,65100,540,339905.0,5221276.0
2019-01-25,65100,65100,64700,65000,352,339383.0,5221276.0
2019-01-28,64100,64800,64100,64700,999,337817.0,5221276.0
2019-01-29,65500,65500,63800,64600,1783,337294.0,5221276.0
2019-01-30,64000,64500,63700,63700,1673,332595.0,5221276.0
2019-01-31,63700,64400,63500,64400,1210,336250.0,5221276.0
2019-02-01,63200,64400,63200,63800,1014,333117.0,5221276.0
2019-02-07,64000,64000,63000,63700,1253,332595.0,5221276.0
2019-02-08,64000,64000,63600,64000,1798,334162.0,5221276.0
2019-02-11,64000,64100,63600,63800,1024,333117.0,5221276.0
2019-02-12,64100,64200,63700,64100,3510,334684.0,5221276.0
2019-02-13,64100,65000,64000,64400,3175,336250.0,5221276.0
2019-02-14,64500,65300,64000,65300,8368,340949.0,5221276.0
2019-02-15,65600,67400,65400,67400,3431,351914.0,5221276.0
