한국철강(104700),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-12-04,5080,5230,4860,4980,48999,229329.0,9210000.0
2008-12-05,4900,5160,4900,5040,47075,232092.0,9210000.0
2008-12-08,5140,5400,5090,5240,65751,241302.0,9210000.0
2008-12-09,5290,5720,5290,5560,128798,256038.0,9210000.0
2008-12-10,5660,6329,5640,6020,163572,277221.0,9210000.0
2008-12-11,6249,6249,6000,6100,70056,280905.0,9210000.0
2008-12-12,5920,6230,5850,6080,39716,279984.0,9210000.0
2008-12-15,6320,6600,6200,6440,55686,296562.0,9210000.0
2008-12-16,6420,6660,6090,6520,51067,300246.0,9210000.0
2008-12-17,6650,6740,5940,6400,48016,294720.0,9210000.0
2008-12-18,6400,6520,6110,6520,50660,300246.0,9210000.0
2008-12-19,6300,6520,6240,6400,29594,294720.0,9210000.0
2008-12-22,6360,6420,6150,6270,20151,288734.0,9210000.0
2008-12-23,6220,6220,5910,6200,27812,285510.0,9210000.0
2008-12-24,6040,6170,5870,6160,47677,283668.0,9210000.0
2008-12-26,6260,6360,6000,6000,26636,276300.0,9210000.0
2008-12-29,5900,5940,5649,5780,13547,266169.0,9210000.0
2008-12-30,5860,6200,5720,6200,26668,285510.0,9210000.0
2009-01-02,6200,6600,6080,6600,39979,303930.0,9210000.0
2009-01-05,6760,6800,6480,6800,27359,313140.0,9210000.0
2009-01-06,6700,7340,6700,7260,68536,334323.0,9210000.0
2009-01-07,7400,8200,7310,7600,77867,349980.0,9210000.0
2009-01-08,7500,7890,7400,7700,37249,354585.0,9210000.0
2009-01-09,7800,8100,7640,7890,67387,363334.0,9210000.0
2009-01-12,7810,7880,7510,7600,50221,349980.0,9210000.0
2009-01-13,7900,7900,7340,7800,29786,359190.0,9210000.0
2009-01-14,7650,8360,7650,8100,66536,373005.0,9210000.0
2009-01-15,7850,8300,7699,7700,39154,354585.0,9210000.0
2009-01-16,7800,8230,7660,8000,63228,368400.0,9210000.0
2009-01-19,8220,8400,7950,8000,23711,368400.0,9210000.0
2009-01-20,8020,8220,7720,8160,27085,375768.0,9210000.0
2009-01-21,8090,8300,7720,8160,31731,375768.0,9210000.0
2009-01-22,8480,8780,8200,8520,59426,392346.0,9210000.0
2009-01-23,8520,8520,8140,8260,42247,380373.0,9210000.0
2009-01-28,8380,8650,7960,8280,57485,381294.0,9210000.0
2009-01-29,8600,8600,8290,8400,39704,386820.0,9210000.0
2009-01-30,8210,8600,8180,8600,32313,396030.0,9210000.0
2009-02-02,8600,8720,8200,8380,44213,385899.0,9210000.0
2009-02-03,8230,8380,8150,8300,29113,382215.0,9210000.0
2009-02-04,8400,8590,8230,8590,44321,395570.0,9210000.0
2009-02-05,8350,8790,8350,8740,42537,402477.0,9210000.0
2009-02-06,8880,9020,8700,8860,42050,408003.0,9210000.0
2009-02-09,8970,8970,8390,8390,50456,386360.0,9210000.0
2009-02-10,8430,8510,8300,8500,20474,391425.0,9210000.0
2009-02-11,8270,8400,7910,8040,57102,370242.0,9210000.0
2009-02-12,8060,8060,7580,7600,59305,349980.0,9210000.0
2009-02-13,7590,7840,7400,7780,59950,358269.0,9210000.0
2009-02-16,7700,8050,7639,7830,48159,360572.0,9210000.0
2009-02-17,7749,7949,7530,7800,23313,359190.0,9210000.0
2009-02-18,7620,8200,7480,8200,25876,377610.0,9210000.0
2009-02-19,8080,8580,7970,8500,29727,391425.0,9210000.0
2009-02-20,8410,8680,8010,8500,32824,391425.0,9210000.0
2009-02-23,8400,8790,8320,8600,41181,396030.0,9210000.0
2009-02-24,8540,8580,8400,8540,13280,393267.0,9210000.0
2009-02-25,8600,8740,8500,8500,10068,391425.0,9210000.0
2009-02-26,8460,8580,8059,8460,15282,389583.0,9210000.0
2009-02-27,8430,8540,8250,8540,14619,393267.0,9210000.0
2009-03-02,8600,8600,7970,8260,7497,380373.0,9210000.0
2009-03-03,7810,8290,7800,8290,22054,381754.0,9210000.0
2009-03-04,8360,8550,8100,8350,70105,384518.0,9210000.0
2009-03-05,8300,8750,8240,8300,25937,382215.0,9210000.0
2009-03-06,8290,8370,8129,8200,14825,377610.0,9210000.0
2009-03-09,8270,8320,8030,8320,24593,383136.0,9210000.0
2009-03-10,8320,8400,8170,8400,9766,386820.0,9210000.0
2009-03-11,8460,8750,8450,8740,30277,402477.0,9210000.0
2009-03-12,8900,8970,8760,8820,17260,406161.0,9210000.0
2009-03-13,8990,8990,8520,8530,32799,392806.0,9210000.0
2009-03-16,8530,8680,8240,8680,24067,399714.0,9210000.0
2009-03-17,8600,8700,8380,8380,31394,385899.0,9210000.0
2009-03-18,8450,8460,8220,8260,21841,380373.0,9210000.0
2009-03-19,8500,8520,8160,8160,21522,375768.0,9210000.0
2009-03-20,8120,8560,8120,8520,30770,392346.0,9210000.0
2009-03-23,8600,8600,8370,8590,19472,395570.0,9210000.0
2009-03-24,8740,8770,8440,8660,45012,398793.0,9210000.0
2009-03-25,8660,8960,8510,8950,24531,412148.0,9210000.0
2009-03-26,8940,9760,8860,9760,21820,449448.0,9210000.0
2009-03-27,9700,9960,9470,9610,22180,442540.0,9210000.0
2009-03-30,9900,10200,9400,9400,89633,432870.0,9210000.0
2009-03-31,9400,9800,9340,9760,47276,449448.0,9210000.0
2009-04-01,9970,10600,9970,10560,79026,486288.0,9210000.0
2009-04-02,10580,10980,10560,10660,54435,490893.0,9210000.0
2009-04-03,11260,11260,10480,10480,25900,482604.0,9210000.0
2009-04-06,10760,10760,10300,10300,52434,474315.0,9210000.0
2009-04-07,10340,10340,10060,10340,57986,476157.0,9210000.0
2009-04-08,10200,10800,10020,10200,52379,469710.0,9210000.0
2009-04-09,10300,10780,10199,10780,52581,496419.0,9210000.0
2009-04-10,10780,10840,10360,10480,44878,482604.0,9210000.0
2009-04-13,10560,10640,10280,10440,44221,480762.0,9210000.0
2009-04-14,10340,10440,10080,10200,36890,469710.0,9210000.0
2009-04-15,10100,10420,10020,10400,41608,478920.0,9210000.0
2009-04-16,10600,11560,10500,11000,124648,506550.0,9210000.0
2009-04-17,11120,11539,10520,10600,54812,488130.0,9210000.0
2009-04-20,10699,10800,10140,10360,83528,477078.0,9210000.0
2009-04-21,10100,10320,10080,10200,26782,469710.0,9210000.0
2009-04-22,10320,10900,10200,10900,48382,501945.0,9210000.0
2009-04-23,10760,10860,10500,10800,39058,497340.0,9210000.0
2009-04-24,10780,10840,10520,10800,27909,497340.0,9210000.0
2009-04-27,10999,10999,10380,10700,33780,492735.0,9210000.0
2009-04-28,10540,10640,9980,10020,41801,461421.0,9210000.0
2009-04-29,10200,10400,10040,10400,38527,478920.0,9210000.0
2009-04-30,10420,10740,10400,10740,30005,494577.0,9210000.0
2009-05-04,10780,10980,10600,10940,30545,503787.0,9210000.0
2009-05-06,10940,11140,10800,11140,30010,512997.0,9210000.0
2009-05-07,11140,11400,11060,11340,39648,522207.0,9210000.0
2009-05-08,11520,11560,11139,11560,22845,532338.0,9210000.0
2009-05-11,11399,11559,11239,11300,37048,520365.0,9210000.0
2009-05-12,11120,11200,10100,11000,39046,506550.0,9210000.0
2009-05-13,11100,11320,10820,11300,38314,520365.0,9210000.0
2009-05-14,11239,11860,10800,11780,72492,542469.0,9210000.0
2009-05-15,12020,12140,11400,11600,46676,534180.0,9210000.0
2009-05-18,11560,11600,11120,11440,15079,526812.0,9210000.0
2009-05-19,11559,11800,11500,11780,29238,542469.0,9210000.0
2009-05-20,11900,12100,11720,12000,32096,552600.0,9210000.0
2009-05-21,12000,12180,11780,11860,22626,546153.0,9210000.0
2009-05-22,11840,12259,11619,11880,43486,547074.0,9210000.0
2009-05-25,11700,12060,10839,12060,25234,555363.0,9210000.0
2009-05-26,12060,12060,11540,11700,27780,538785.0,9210000.0
2009-05-27,11739,11960,11240,11480,28390,528654.0,9210000.0
2009-05-28,11400,11400,10880,11400,35097,524970.0,9210000.0
2009-05-29,11400,11400,10920,11400,24828,524970.0,9210000.0
2009-06-01,11120,11540,11120,11500,7564,529575.0,9210000.0
2009-06-02,11680,11800,11440,11440,19706,526812.0,9210000.0
2009-06-03,11500,11540,11120,11300,12771,520365.0,9210000.0
2009-06-04,11280,11280,11020,11240,20235,517602.0,9210000.0
2009-06-05,11140,11240,10760,11040,44060,508392.0,9210000.0
2009-06-08,11040,11280,10900,11280,22463,519444.0,9210000.0
2009-06-09,11280,11280,10640,10640,10323,489972.0,9210000.0
2009-06-10,10720,10940,10400,10880,20441,501024.0,9210000.0
2009-06-11,10800,10900,10640,10900,29752,501945.0,9210000.0
2009-06-12,11040,11160,10880,11160,27955,513918.0,9210000.0
2009-06-15,11280,11280,11020,11120,12859,512076.0,9210000.0
2009-06-16,10880,11120,10740,10860,23350,500103.0,9210000.0
2009-06-17,10880,10880,10400,10400,21688,478920.0,9210000.0
2009-06-18,10400,10600,10320,10360,24990,477078.0,9210000.0
2009-06-19,10420,10519,10080,10300,18064,474315.0,9210000.0
2009-06-22,10160,10300,9940,10180,23230,468789.0,9210000.0
2009-06-23,10060,10060,9820,9870,13300,454514.0,9210000.0
2009-06-24,9880,10480,9860,10400,26446,478920.0,9210000.0
2009-06-25,10280,10780,10240,10780,11138,496419.0,9210000.0
2009-06-26,10900,10980,10439,10980,19325,505629.0,9210000.0
2009-06-29,10980,11100,10700,11100,15616,511155.0,9210000.0
2009-06-30,11080,11180,10839,11180,24818,514839.0,9210000.0
2009-07-01,11060,11060,10560,10580,31996,487209.0,9210000.0
2009-07-02,10580,10720,10360,10720,21036,493656.0,9210000.0
2009-07-03,10640,10640,10480,10540,10246,485367.0,9210000.0
2009-07-06,10560,10640,10400,10400,6500,478920.0,9210000.0
2009-07-07,10480,10480,10200,10280,9124,473394.0,9210000.0
2009-07-08,10280,10280,9900,9910,34481,456356.0,9210000.0
2009-07-09,9990,10060,9900,9920,24325,456816.0,9210000.0
2009-07-10,9950,10020,9640,9720,65568,447606.0,9210000.0
2009-07-13,9600,9820,9500,9600,15286,442080.0,9210000.0
2009-07-14,9690,9790,9340,9790,20575,450830.0,9210000.0
2009-07-15,9700,10020,9560,9710,41994,447146.0,9210000.0
2009-07-16,9800,9890,9360,9430,39647,434252.0,9210000.0
2009-07-17,9470,9600,9200,9600,25455,442080.0,9210000.0
2009-07-20,9660,9780,9500,9650,41795,444382.0,9210000.0
2009-07-21,9700,9780,9540,9650,47491,444382.0,9210000.0
2009-07-22,9740,9740,9460,9520,54233,438396.0,9210000.0
2009-07-23,9440,9550,9370,9410,88310,433330.0,9210000.0
2009-07-24,9470,9480,9340,9360,29935,431028.0,9210000.0
2009-07-27,9380,9750,9360,9600,51346,442080.0,9210000.0
2009-07-28,9640,9660,9480,9600,38702,442080.0,9210000.0
2009-07-29,9670,9770,9600,9770,28988,449908.0,9210000.0
2009-07-30,9640,9970,9600,9880,19627,454974.0,9210000.0
2009-07-31,9980,10100,9840,10100,26797,465105.0,9210000.0
2009-08-03,10140,10240,9960,10000,20809,460500.0,9210000.0
2009-08-04,10000,10180,9530,9570,41329,440698.0,9210000.0
2009-08-05,9660,10020,9660,9800,45186,451290.0,9210000.0
2009-08-06,9940,9940,9620,9780,20469,450369.0,9210000.0
2009-08-07,9900,9920,9670,9790,31035,450830.0,9210000.0
2009-08-10,9790,9830,9620,9700,53737,446685.0,9210000.0
2009-08-11,9640,9660,9540,9560,47401,440238.0,9210000.0
2009-08-12,9470,9570,9360,9430,40243,434252.0,9210000.0
2009-08-13,9490,9580,9260,9580,72890,441159.0,9210000.0
2009-08-14,9580,9580,9390,9460,47559,435633.0,9210000.0
2009-08-17,9460,9560,9300,9400,32992,432870.0,9210000.0
2009-08-18,9280,9460,9200,9460,37414,435633.0,9210000.0
2009-08-19,9450,9520,9270,9330,23595,429646.0,9210000.0
2009-08-20,9320,9500,9190,9500,36617,437475.0,9210000.0
2009-08-21,9490,9490,9280,9400,43670,432870.0,9210000.0
2009-08-24,9470,9720,9470,9650,52930,444382.0,9210000.0
2009-08-25,9660,9690,9540,9650,22740,444382.0,9210000.0
2009-08-26,9690,9690,9500,9690,29309,446224.0,9210000.0
2009-08-27,9620,9640,9480,9540,19397,439317.0,9210000.0
2009-08-28,9540,9540,9320,9390,29292,432410.0,9210000.0
2009-08-31,9420,9440,9160,9440,53872,434712.0,9210000.0
2009-09-01,9450,9450,9220,9260,28713,426423.0,9210000.0
2009-09-02,9240,9250,9160,9210,32794,424120.0,9210000.0
2009-09-03,9200,9200,8800,9030,36646,415832.0,9210000.0
2009-09-04,9060,9060,8850,8920,52473,410766.0,9210000.0
2009-09-07,8910,8990,8850,8990,24528,413990.0,9210000.0
2009-09-08,9080,9080,8990,9040,21682,416292.0,9210000.0
2009-09-09,9040,9150,9020,9150,14756,421358.0,9210000.0
2009-09-10,9170,9400,9040,9400,36448,432870.0,9210000.0
2009-09-11,9400,9400,9220,9400,23051,432870.0,9210000.0
2009-09-14,9390,9390,9230,9380,13740,431949.0,9210000.0
2009-09-15,9380,9380,9290,9360,35982,431028.0,9210000.0
2009-09-16,9400,9530,9360,9400,44464,432870.0,9210000.0
2009-09-17,9480,9630,9430,9530,46786,438856.0,9210000.0
2009-09-18,9540,10400,9540,10060,146221,463263.0,9210000.0
2009-09-21,10200,10340,10020,10040,74576,462342.0,9210000.0
2009-09-22,10140,10160,9970,10120,38975,466026.0,9210000.0
2009-09-23,10220,10220,10020,10080,29168,464184.0,9210000.0
2009-09-24,10180,10180,9720,9780,47880,450369.0,9210000.0
2009-09-25,9830,9830,9470,9800,58664,451290.0,9210000.0
2009-09-28,9870,9870,9550,9800,30374,451290.0,9210000.0
2009-09-29,9800,9800,9530,9750,55057,448988.0,9210000.0
2009-09-30,9680,9680,9330,9400,62442,432870.0,9210000.0
2009-10-01,9300,9360,9090,9280,27456,427344.0,9210000.0
2009-10-05,9010,9370,9010,9320,27241,429186.0,9210000.0
2009-10-06,9450,9450,9180,9230,15518,425042.0,9210000.0
2009-10-07,9250,9300,9060,9090,46932,418594.0,9210000.0
2009-10-08,9060,9240,9000,9220,37119,424581.0,9210000.0
2009-10-09,9260,9280,9190,9230,14699,425042.0,9210000.0
2009-10-12,9290,9320,9160,9270,15560,426884.0,9210000.0
2009-10-13,9240,9260,9110,9260,35677,426423.0,9210000.0
2009-10-14,9260,9450,9210,9390,24620,432410.0,9210000.0
2009-10-15,9490,9760,9410,9740,32058,448527.0,9210000.0
2009-10-16,9770,9770,9530,9530,19361,438856.0,9210000.0
2009-10-19,9530,9600,9330,9600,12200,442080.0,9210000.0
2009-10-20,9600,9660,9470,9600,9034,442080.0,9210000.0
2009-10-21,9480,9570,9370,9470,21033,436094.0,9210000.0
2009-10-22,9400,9400,9210,9340,13776,430107.0,9210000.0
2009-10-23,9340,9520,9270,9520,8021,438396.0,9210000.0
2009-10-26,9520,9580,9350,9570,12001,440698.0,9210000.0
2009-10-27,9570,9600,9390,9600,9162,442080.0,9210000.0
2009-10-28,9460,9460,9310,9340,15566,430107.0,9210000.0
2009-10-29,9170,9270,9080,9250,13393,425962.0,9210000.0
2009-10-30,9340,9460,9160,9460,11261,435633.0,9210000.0
2009-11-02,9210,9290,8970,8970,30128,413068.0,9210000.0
2009-11-03,8940,9000,8630,8660,52894,398793.0,9210000.0
2009-11-04,8670,8740,8440,8670,27325,399254.0,9210000.0
2009-11-05,8620,8670,8450,8480,23706,390504.0,9210000.0
2009-11-06,8570,8600,8420,8580,15008,395109.0,9210000.0
2009-11-09,8510,8580,8380,8410,31407,387280.0,9210000.0
2009-11-10,8460,8510,8380,8380,7130,385899.0,9210000.0
2009-11-11,8380,8470,8260,8470,13722,390044.0,9210000.0
2009-11-12,8420,8490,8400,8470,7762,390044.0,9210000.0
2009-11-13,8420,8500,8320,8490,8610,390964.0,9210000.0
2009-11-16,8560,8760,8490,8680,16761,399714.0,9210000.0
2009-11-17,8680,8840,8660,8800,9552,405240.0,9210000.0
2009-11-18,8720,9100,8720,9080,16366,418134.0,9210000.0
2009-11-19,9050,9350,8790,9000,62483,414450.0,9210000.0
2009-11-20,8850,9100,8850,9100,3874,419055.0,9210000.0
2009-11-23,9000,9000,8900,9000,7537,414450.0,9210000.0
2009-11-24,8910,9070,8850,8850,3454,407542.0,9210000.0
2009-11-25,8920,8990,8720,8990,6865,413990.0,9210000.0
2009-11-26,8840,9040,8840,8940,5813,411687.0,9210000.0
2009-11-27,8720,8860,8570,8860,12486,408003.0,9210000.0
2009-11-30,8710,8850,8690,8800,20612,405240.0,9210000.0
2009-12-01,8660,8780,8570,8630,12536,397412.0,9210000.0
2009-12-02,8570,8660,8570,8630,11107,397412.0,9210000.0
2009-12-03,8680,8790,8600,8740,20031,402477.0,9210000.0
2009-12-04,8640,8750,8640,8710,10223,401096.0,9210000.0
2009-12-07,8750,8750,8650,8720,7801,401556.0,9210000.0
2009-12-08,8720,8760,8540,8600,9573,396030.0,9210000.0
2009-12-09,8600,8680,8460,8640,9144,397872.0,9210000.0
2009-12-10,8660,8730,8560,8720,12289,401556.0,9210000.0
2009-12-11,8710,8900,8660,8900,13557,409845.0,9210000.0
2009-12-14,8900,9140,8850,9140,37015,420897.0,9210000.0
2009-12-15,9100,9180,9070,9140,8115,420897.0,9210000.0
2009-12-16,9030,9430,9030,9280,26752,427344.0,9210000.0
2009-12-17,9220,9480,9200,9280,10630,427344.0,9210000.0
2009-12-18,9090,9210,9010,9160,17302,421818.0,9210000.0
2009-12-21,9120,9120,8880,9020,36654,415371.0,9210000.0
2009-12-22,8990,9000,8850,8920,15081,410766.0,9210000.0
2009-12-23,8870,8880,8670,8670,30264,399254.0,9210000.0
2009-12-24,8670,8800,8660,8760,6648,403398.0,9210000.0
2009-12-28,8770,8780,8600,8700,25174,400635.0,9210000.0
2009-12-29,8660,8710,8630,8700,7935,400635.0,9210000.0
2009-12-30,8650,8860,8650,8820,17662,406161.0,9210000.0
2010-01-04,8720,8890,8720,8880,7523,408924.0,9210000.0
2010-01-05,8890,9200,8890,9170,33510,422278.0,9210000.0
2010-01-06,9170,9180,9060,9170,8081,422278.0,9210000.0
2010-01-07,9110,9130,9000,9040,5224,416292.0,9210000.0
2010-01-08,9160,9270,9060,9230,8750,425042.0,9210000.0
2010-01-11,9230,9280,9040,9260,13591,426423.0,9210000.0
2010-01-12,9300,9300,9110,9190,5160,423200.0,9210000.0
2010-01-13,9100,9170,8810,9050,8991,416752.0,9210000.0
2010-01-14,9020,9370,9020,9300,63590,428265.0,9210000.0
2010-01-15,9300,9360,9220,9310,33280,428726.0,9210000.0
2010-01-18,9320,9450,9200,9400,23050,432870.0,9210000.0
2010-01-19,9580,9600,9310,9310,14632,428726.0,9210000.0
2010-01-20,9360,9540,9310,9540,22963,439317.0,9210000.0
2010-01-21,9450,9480,9300,9450,14240,435172.0,9210000.0
2010-01-22,9410,9410,9100,9140,4565,420897.0,9210000.0
2010-01-25,9020,9160,8940,9160,22180,421818.0,9210000.0
2010-01-26,9100,9200,8810,8980,6621,413529.0,9210000.0
2010-01-27,8880,9030,8800,9000,4114,414450.0,9210000.0
2010-01-28,8870,9220,8870,9140,5672,420897.0,9210000.0
2010-01-29,9020,9250,8840,8920,3770,410766.0,9210000.0
2010-02-01,8760,9080,8680,8970,6384,413068.0,9210000.0
2010-02-02,8910,9040,8770,8770,5972,403858.0,9210000.0
2010-02-03,8800,8870,8660,8800,8353,405240.0,9210000.0
2010-02-04,8880,8890,8700,8740,2889,402477.0,9210000.0
2010-02-05,8580,8640,8460,8560,3941,394188.0,9210000.0
2010-02-08,8380,8600,8000,8000,18150,368400.0,9210000.0
2010-02-09,8010,8030,7730,7930,39667,365176.0,9210000.0
2010-02-10,8000,8000,7800,7840,4941,361032.0,9210000.0
2010-02-11,7840,8030,7840,7990,2551,367940.0,9210000.0
2010-02-12,8030,8240,7920,8240,4351,379452.0,9210000.0
2010-02-16,8360,8380,8140,8340,3041,384057.0,9210000.0
2010-02-17,8340,8390,8240,8340,7993,384057.0,9210000.0
2010-02-18,8260,8330,8230,8290,4221,381754.0,9210000.0
2010-02-19,8290,8290,8040,8080,1967,372084.0,9210000.0
2010-02-22,8190,8340,8120,8340,4586,384057.0,9210000.0
2010-02-23,8360,8460,8240,8460,3960,389583.0,9210000.0
2010-02-24,8310,8500,8260,8500,1790,391425.0,9210000.0
2010-02-25,8340,8340,8200,8280,10660,381294.0,9210000.0
2010-02-26,8290,8290,7960,8020,17739,369321.0,9210000.0
2010-03-02,8020,8170,8010,8110,4729,373466.0,9210000.0
2010-03-03,8100,8190,8060,8190,6230,377150.0,9210000.0
2010-03-04,8190,8220,8100,8160,4772,375768.0,9210000.0
2010-03-05,8220,8230,8050,8150,4145,375308.0,9210000.0
2010-03-08,8220,8220,8129,8190,7758,377150.0,9210000.0
2010-03-09,8190,8230,8180,8220,4151,378531.0,9210000.0
2010-03-10,8210,8220,8090,8190,11580,377150.0,9210000.0
2010-03-11,8130,8180,8020,8060,18274,371163.0,9210000.0
2010-03-12,8100,8210,8000,8210,8530,378070.0,9210000.0
2010-03-15,8110,8240,8030,8060,5540,371163.0,9210000.0
2010-03-16,8020,8080,7819,7820,9964,360111.0,9210000.0
2010-03-17,7900,8100,7880,7990,7190,367940.0,9210000.0
2010-03-18,7990,8090,7940,7950,5943,366098.0,9210000.0
2010-03-19,7950,8040,7950,7950,6065,366098.0,9210000.0
2010-03-22,7950,8150,7929,8150,11881,375308.0,9210000.0
2010-03-23,8139,8160,8020,8140,8120,374847.0,9210000.0
2010-03-24,8180,8200,7950,8080,9265,372084.0,9210000.0
2010-03-25,8080,8080,7950,8080,6480,372084.0,9210000.0
2010-03-26,8080,8080,7900,7950,17237,366098.0,9210000.0
2010-03-29,7870,7959,7870,7950,4120,366098.0,9210000.0
2010-03-30,7940,7960,7789,7960,17012,366558.0,9210000.0
2010-03-31,7850,7950,7809,7950,12772,366098.0,9210000.0
2010-04-01,7869,7890,7789,7800,16875,359190.0,9210000.0
2010-04-02,7800,7859,7619,7620,14453,350901.0,9210000.0
2010-04-05,7620,7660,7200,7200,28994,331560.0,9210000.0
2010-04-06,7250,7260,7010,7010,27991,322810.0,9210000.0
2010-04-07,7050,7330,7020,7300,29851,336165.0,9210000.0
2010-04-08,7300,7300,7140,7140,25639,328797.0,9210000.0
2010-04-09,7200,7200,7060,7140,11081,328797.0,9210000.0
2010-04-12,7150,7350,6980,7020,29533,323271.0,9210000.0
2010-04-13,7040,7070,6960,6980,37780,321429.0,9210000.0
2010-04-14,7040,7060,6980,6980,8810,321429.0,9210000.0
2010-04-15,6990,7110,6990,7110,13493,327416.0,9210000.0
2010-04-16,7110,7170,7060,7060,18517,325113.0,9210000.0
2010-04-19,7000,7000,6880,6880,26393,316824.0,9210000.0
2010-04-20,7000,7060,6850,6910,28620,318206.0,9210000.0
2010-04-21,6920,7200,6920,7110,23145,327416.0,9210000.0
2010-04-22,7170,7410,7070,7260,36820,334323.0,9210000.0
2010-04-23,7280,7330,7220,7220,26796,332481.0,9210000.0
2010-04-26,7230,7320,7150,7280,18908,335244.0,9210000.0
2010-04-27,7280,7650,7149,7570,38337,348598.0,9210000.0
2010-04-28,7350,7580,7350,7380,27937,339849.0,9210000.0
2010-04-29,7400,7490,7300,7320,12596,337086.0,9210000.0
2010-04-30,7320,7440,7180,7250,12824,333862.0,9210000.0
2010-05-03,7150,7230,7070,7110,15757,327416.0,9210000.0
2010-05-04,7150,7300,7140,7220,12909,332481.0,9210000.0
2010-05-06,7150,7410,7090,7410,21118,341230.0,9210000.0
2010-05-07,7320,7370,7140,7210,26554,332020.0,9210000.0
2010-05-10,7309,7490,7220,7490,14181,344914.0,9210000.0
2010-05-11,7540,7640,7450,7450,15861,343072.0,9210000.0
2010-05-12,7620,7620,7020,7050,65833,324652.0,9210000.0
2010-05-13,7060,7130,6810,6990,73598,321890.0,9210000.0
2010-05-14,6970,7080,6890,6910,10190,318206.0,9210000.0
2010-05-17,6800,6900,6640,6760,19883,311298.0,9210000.0
2010-05-18,6760,6800,6650,6700,13963,308535.0,9210000.0
2010-05-19,6760,6760,6490,6620,17239,304851.0,9210000.0
2010-05-20,6620,6710,6440,6590,9377,303470.0,9210000.0
2010-05-24,6350,6620,6350,6590,10831,303470.0,9210000.0
2010-05-25,6450,6660,6200,6380,17683,293799.0,9210000.0
2010-05-26,6300,6500,6060,6160,60890,283668.0,9210000.0
2010-05-27,6200,6440,6160,6380,46620,293799.0,9210000.0
2010-05-28,6490,6580,6360,6560,26035,302088.0,9210000.0
2010-05-31,6560,6790,6560,6790,20878,312680.0,9210000.0
2010-06-01,6770,6950,6730,6940,23960,319587.0,9210000.0
