금호타이어(073240),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-12-16,13899,14093,13600,14034,268689,329000.0,70000000.0
2008-12-17,14511,14571,13944,14332,301246,336000.0,70000000.0
2008-12-18,14332,14929,14332,14631,304806,343000.0,70000000.0
2008-12-19,14541,15108,14347,15049,211164,352800.0,70000000.0
2008-12-22,15198,15317,14630,14750,289173,345800.0,70000000.0
2008-12-23,14630,14750,13765,13780,153770,323050.0,70000000.0
2008-12-24,13884,14929,13794,14750,448806,345800.0,70000000.0
2008-12-26,14914,14929,14018,14183,227080,332500.0,70000000.0
2008-12-29,13974,13974,13003,13287,128980,311500.0,70000000.0
2008-12-30,13138,13585,13138,13407,102541,314300.0,70000000.0
2009-01-02,13526,13974,13257,13899,127837,325850.0,70000000.0
2009-01-05,14183,14227,13735,13899,269084,325850.0,70000000.0
2009-01-06,14093,14257,13765,13989,195772,327950.0,70000000.0
2009-01-07,14138,14526,13884,14512,285819,340200.0,70000000.0
2009-01-08,14407,14407,14033,14064,165008,329700.0,70000000.0
2009-01-09,14332,14720,14183,14631,301887,343000.0,70000000.0
2009-01-12,14720,15676,14630,15198,609171,356300.0,70000000.0
2009-01-13,15019,15198,14690,14870,229129,348600.0,70000000.0
2009-01-14,14929,15138,14511,15049,291911,352800.0,70000000.0
2009-01-15,14347,14511,13735,13735,264164,322000.0,70000000.0
2009-01-16,13824,14153,13809,14138,175381,331450.0,70000000.0
2009-01-19,14362,14392,14138,14183,106581,332500.0,70000000.0
2009-01-20,14183,14183,13391,13437,306224,315000.0,70000000.0
2009-01-21,13078,13227,12839,13078,196257,306600.0,70000000.0
2009-01-22,13272,13436,13167,13332,127640,312550.0,70000000.0
2009-01-23,12943,13302,12929,13078,99039,306600.0,70000000.0
2009-01-28,13287,13705,13287,13705,132734,321300.0,70000000.0
2009-01-29,13705,13929,13496,13765,134817,322700.0,70000000.0
2009-01-30,13615,13660,13466,13616,91466,319200.0,70000000.0
2009-02-02,13391,13630,13212,13437,157437,315000.0,70000000.0
2009-02-03,13556,13556,13227,13392,128558,313950.0,70000000.0
2009-02-04,13585,14451,13570,14452,858566,338800.0,70000000.0
2009-02-05,14332,14481,13645,13646,319722,319900.0,70000000.0
2009-02-06,13869,14093,13854,14034,252840,329000.0,70000000.0
2009-02-09,14257,14272,13959,14108,190144,330750.0,70000000.0
2009-02-10,14317,14392,13989,14138,213834,331450.0,70000000.0
2009-02-11,13884,13929,13735,13840,546819,324450.0,70000000.0
2009-02-12,13780,13884,13541,13735,362862,322000.0,70000000.0
2009-02-13,13466,13466,13182,13347,663462,312900.0,70000000.0
2009-02-16,13376,13376,13048,13108,454809,307300.0,70000000.0
2009-02-17,13108,13108,12257,12272,606137,287700.0,70000000.0
2009-02-18,12033,12152,11839,11959,442512,280350.0,70000000.0
2009-02-19,11898,12063,11839,11869,367972,278250.0,70000000.0
2009-02-20,11809,12152,11495,11555,290182,270900.0,70000000.0
2009-02-23,11555,11943,11346,11735,173999,275100.0,70000000.0
2009-02-24,11376,11630,11227,11272,195355,264250.0,70000000.0
2009-02-25,11540,11585,11018,11018,307566,258300.0,70000000.0
2009-02-26,11137,11391,10689,10914,300632,255850.0,70000000.0
2009-02-27,11003,11092,10749,10914,174439,255850.0,70000000.0
2009-03-02,10749,10749,10196,10406,264067,243950.0,70000000.0
2009-03-03,10092,10420,9913,10361,152455,242900.0,70000000.0
2009-03-04,10390,10555,10137,10555,359812,247450.0,70000000.0
2009-03-05,10629,10674,10301,10436,607213,244650.0,70000000.0
2009-03-06,10077,10137,9928,10033,322077,235200.0,70000000.0
2009-03-09,10152,10181,9972,10092,436133,236600.0,70000000.0
2009-03-10,9928,10241,9928,10152,1042527,238000.0,70000000.0
2009-03-11,10495,10644,10376,10466,876409,245350.0,70000000.0
2009-03-12,10510,10570,10211,10570,661291,247800.0,70000000.0
2009-03-13,10734,10943,10570,10585,681195,248150.0,70000000.0
2009-03-16,10585,10779,10480,10615,710327,248850.0,70000000.0
2009-03-17,10659,11406,10644,11376,1144282,266700.0,70000000.0
2009-03-18,11660,11928,11331,11332,979650,265650.0,70000000.0
2009-03-19,11376,11585,11092,11197,689691,262500.0,70000000.0
2009-03-20,11331,11465,11167,11242,610722,263550.0,70000000.0
2009-03-23,11316,11704,11286,11541,854299,270550.0,70000000.0
2009-03-24,11794,11883,11450,11555,1080792,270900.0,70000000.0
2009-03-25,11495,11674,11346,11645,719845,273000.0,70000000.0
2009-03-26,11779,13108,11674,12780,2538091,299600.0,70000000.0
2009-03-27,13123,13257,12540,12765,1753211,299250.0,70000000.0
2009-03-30,12839,12973,12167,12257,737548,287350.0,70000000.0
2009-03-31,12242,12510,12048,12242,643670,287000.0,70000000.0
2009-04-01,12346,12973,12242,12974,1064793,304150.0,70000000.0
2009-04-02,13287,13779,13182,13586,1222268,318500.0,70000000.0
2009-04-03,13884,13959,13152,13243,858046,310450.0,70000000.0
2009-04-06,13272,14018,13257,13586,1133528,318500.0,70000000.0
2009-04-07,13750,14720,13585,14661,1432845,343700.0,70000000.0
2009-04-08,14392,15467,14153,15139,1152863,354900.0,70000000.0
2009-04-09,15228,17407,15228,17408,1755532,408100.0,70000000.0
2009-04-10,18423,19886,17706,18841,3409079,441700.0,70000000.0
2009-04-13,19109,20363,17915,20095,1728476,471100.0,70000000.0
2009-04-14,19886,20304,19109,20006,886712,469000.0,70000000.0
2009-04-15,19408,19647,17467,19110,1366385,448000.0,70000000.0
2009-04-16,19348,19587,18124,18125,920667,424900.0,70000000.0
2009-04-17,18333,18602,16601,16870,1038750,395500.0,70000000.0
2009-04-20,16422,17318,15825,17259,1085115,404600.0,70000000.0
2009-04-21,16780,18512,16422,18453,1038092,432600.0,70000000.0
2009-04-22,18691,20602,18512,19558,2128551,458500.0,70000000.0
2009-04-23,19856,19856,18841,18841,736741,441700.0,70000000.0
2009-04-24,18900,19766,18841,19438,752427,455700.0,70000000.0
2009-04-27,19617,19707,18214,18214,654088,427000.0,70000000.0
2009-04-28,18214,18452,17169,17229,721891,403900.0,70000000.0
2009-04-29,17497,18482,17049,18005,596357,422100.0,70000000.0
2009-04-30,18393,18900,18214,18393,535713,431200.0,70000000.0
2009-05-04,18542,19199,18393,18513,544179,434000.0,70000000.0
2009-05-06,18721,19139,18482,18662,552119,437500.0,70000000.0
2009-05-07,18960,19020,18064,18423,575475,431900.0,70000000.0
2009-05-08,18214,18870,18214,18453,370229,432600.0,70000000.0
2009-05-11,18602,18691,18273,18453,366853,432600.0,70000000.0
2009-05-12,18214,18333,17676,17706,630777,415100.0,70000000.0
2009-05-13,17706,18094,17437,17557,391816,411600.0,70000000.0
2009-05-14,17318,18214,17109,17438,547235,408800.0,70000000.0
2009-05-15,17616,18064,17318,17378,371281,407400.0,70000000.0
2009-05-18,17019,17079,16213,16721,626063,392000.0,70000000.0
2009-05-19,16780,17825,16571,17766,850640,416500.0,70000000.0
2009-05-20,17736,17736,17169,17348,335954,406700.0,70000000.0
2009-05-21,17079,17288,16631,16781,437259,393400.0,70000000.0
2009-05-22,16960,16989,16422,16482,318676,386400.0,70000000.0
2009-05-25,16243,16601,15168,15766,525895,369600.0,70000000.0
2009-05-26,16004,16571,15377,16034,555284,375900.0,70000000.0
2009-05-27,16303,16303,15258,15258,375382,357700.0,70000000.0
2009-05-28,15078,15646,15049,15228,357238,357000.0,70000000.0
2009-05-29,15317,15974,15258,15885,346965,372400.0,70000000.0
2009-06-01,15974,16512,15646,16512,409322,387100.0,70000000.0
2009-06-02,16780,17616,16422,16572,935726,388500.0,70000000.0
2009-06-03,16750,17019,16303,16303,268299,382200.0,70000000.0
2009-06-04,16213,16213,15616,15646,352273,366800.0,70000000.0
2009-06-05,15616,15825,15287,15377,333139,360500.0,70000000.0
2009-06-08,15437,15885,15377,15437,368253,361900.0,70000000.0
2009-06-09,15646,15646,15049,15109,448938,354200.0,70000000.0
2009-06-10,15049,15228,14481,14691,976360,344400.0,70000000.0
2009-06-11,14660,14854,14377,14377,903220,337050.0,70000000.0
2009-06-12,14481,14929,14451,14930,571406,350000.0,70000000.0
2009-06-15,15108,15138,14705,14915,369584,349650.0,70000000.0
2009-06-16,14780,15019,14630,14810,188167,347200.0,70000000.0
2009-06-17,14840,15526,14675,14930,436337,350000.0,70000000.0
2009-06-18,15019,15049,14690,14750,239412,345800.0,70000000.0
2009-06-19,14929,14989,14705,14930,232960,350000.0,70000000.0
2009-06-22,15078,15258,14929,15258,291853,357700.0,70000000.0
2009-06-23,15019,15019,14511,14526,377478,340550.0,70000000.0
2009-06-24,14556,14616,13735,14034,356857,329000.0,70000000.0
2009-06-25,14212,14556,14033,14362,273710,336700.0,70000000.0
2009-06-26,14511,14914,14481,14631,319288,343000.0,70000000.0
2009-06-29,15556,16004,14481,14571,1323183,341600.0,70000000.0
2009-06-30,14630,14825,14033,14034,586517,329000.0,70000000.0
2009-07-01,14093,14451,14063,14437,232335,338450.0,70000000.0
2009-07-02,14601,14601,14287,14332,201756,336000.0,70000000.0
2009-07-03,14198,14630,14123,14631,239395,343000.0,70000000.0
2009-07-06,14630,14765,14526,14631,208509,343000.0,70000000.0
2009-07-07,14735,14750,14451,14452,239836,338800.0,70000000.0
2009-07-08,14212,14541,14033,14094,445560,330400.0,70000000.0
2009-07-09,14153,14212,14033,14123,236920,331100.0,70000000.0
2009-07-10,14302,14332,14063,14213,139991,333200.0,70000000.0
2009-07-13,14302,14302,13959,14004,198701,328300.0,70000000.0
2009-07-14,14272,14272,14033,14108,162601,330750.0,70000000.0
2009-07-15,14153,14317,14033,14243,241664,333900.0,70000000.0
2009-07-16,14451,14451,14078,14079,266827,330050.0,70000000.0
2009-07-17,14138,14362,14108,14168,220831,332150.0,70000000.0
2009-07-20,14212,15198,14212,15168,684048,355600.0,70000000.0
2009-07-21,15407,15526,15049,15437,590287,361900.0,70000000.0
2009-07-22,15496,16153,15496,15706,760205,368200.0,70000000.0
2009-07-23,15974,15974,15168,15646,478938,366800.0,70000000.0
2009-07-24,15795,15944,15138,15139,384397,354900.0,70000000.0
2009-07-27,15138,15496,15138,15198,349795,356300.0,70000000.0
2009-07-28,15556,16482,15526,16124,1108457,378000.0,70000000.0
2009-07-29,16303,16422,15168,15407,1121031,361200.0,70000000.0
2009-07-30,15287,15467,14989,15467,382790,362600.0,70000000.0
2009-07-31,15467,16303,15287,15467,1018279,362600.0,70000000.0
2009-08-03,15795,17766,15586,17348,3557861,406700.0,70000000.0
2009-08-04,17407,18781,16780,17318,2874634,406000.0,70000000.0
2009-08-05,17348,17437,16512,16721,799709,392000.0,70000000.0
2009-08-06,16750,18214,16750,17766,2205616,416500.0,70000000.0
2009-08-07,18184,18661,17945,18453,1565950,432600.0,70000000.0
2009-08-10,18751,18751,17766,18154,1122068,425600.0,70000000.0
2009-08-11,18154,18452,17855,18363,671855,430500.0,70000000.0
2009-08-12,18333,18811,18034,18811,914940,441000.0,70000000.0
2009-08-13,19259,19318,18243,18244,1182240,427700.0,70000000.0
2009-08-14,18214,18303,17587,17796,1128449,417200.0,70000000.0
2009-08-17,17258,17766,16960,17079,688903,400400.0,70000000.0
2009-08-18,16721,17049,15705,16214,1210645,380100.0,70000000.0
2009-08-19,16332,16780,16243,16602,542329,389200.0,70000000.0
2009-08-20,16721,17169,16422,17079,393180,400400.0,70000000.0
2009-08-21,17228,17228,16422,16542,474917,387800.0,70000000.0
2009-08-24,16452,16541,15825,16423,469100,385000.0,70000000.0
2009-08-25,16153,17169,15914,16691,614075,391300.0,70000000.0
2009-08-26,16452,17766,16123,17139,705240,401800.0,70000000.0
2009-08-27,17318,18303,17198,17736,1534239,415800.0,70000000.0
2009-08-28,17855,17915,17258,17617,592490,413000.0,70000000.0
2009-08-31,17616,17885,17378,17587,379546,412300.0,70000000.0
2009-09-01,17467,18005,17467,17975,429560,421400.0,70000000.0
2009-09-02,17825,18303,17587,17886,513996,419300.0,70000000.0
2009-09-03,17975,18124,17557,17796,334122,417200.0,70000000.0
2009-09-04,17885,17885,17497,17796,437663,417200.0,70000000.0
2009-09-07,20453,20453,19736,20454,1343041,479500.0,70000000.0
2009-09-08,20781,21020,18930,19020,4401613,445900.0,70000000.0
2009-09-09,18990,19378,18064,18214,1123088,427000.0,70000000.0
2009-09-10,18333,19139,18243,18363,991624,430500.0,70000000.0
2009-09-11,18393,19557,18393,19558,958883,458519.0,70002915.0
2009-09-14,19975,20005,18751,19588,817775,459219.0,70002915.0
2009-09-15,19647,19647,18960,19408,464418,455019.0,70002915.0
2009-09-16,19318,19468,19079,19259,622134,451519.0,70002915.0
2009-09-17,19259,19438,18691,19020,454793,445919.0,70002915.0
2009-09-18,18811,19229,18691,18841,372618,441718.0,70002915.0
2009-09-21,18990,19348,18960,19170,252507,449419.0,70002915.0
2009-09-22,19259,19766,19169,19349,375762,453619.0,70002915.0
2009-09-23,19378,19378,18512,18513,405153,434018.0,70002915.0
2009-09-24,18542,18691,18005,18274,276897,428418.0,70002915.0
2009-09-25,18184,18452,17915,18184,201141,426318.0,70002915.0
2009-09-28,18064,18363,17736,18095,215587,424218.0,70002915.0
2009-09-29,18243,18363,17676,17766,315251,416517.0,70002915.0
2009-09-30,17646,17855,17378,17587,380072,412334.0,70005741.0
2009-10-01,17587,17736,17318,17468,159426,409534.0,70005741.0
2009-10-05,17198,17318,16960,17139,155385,401833.0,70005741.0
2009-10-06,17109,17198,16870,17050,222617,399733.0,70005741.0
2009-10-07,17049,17616,17049,17617,198396,413034.0,70005741.0
2009-10-08,17497,17646,17288,17617,155623,413034.0,70005741.0
2009-10-09,17497,17915,17467,17856,177884,418634.0,70005741.0
2009-10-12,18064,18064,17557,17617,110821,413034.0,70005741.0
2009-10-13,17646,17796,17198,17199,112155,403233.0,70005741.0
2009-10-14,17348,17437,16661,16960,300062,397633.0,70005741.0
2009-10-15,17198,17198,16870,16870,194837,395543.0,70007672.0
2009-10-16,16780,17348,16750,16841,249291,394843.0,70007672.0
2009-10-19,16780,17288,16780,17288,131555,405344.0,70007672.0
2009-10-20,17228,17228,16840,16990,156283,398344.0,70007672.0
2009-10-21,16989,17079,16810,16870,151536,395543.0,70007672.0
2009-10-22,16691,16810,16243,16243,444643,380842.0,70007672.0
2009-10-23,16243,16273,15765,15855,359580,371741.0,70007672.0
2009-10-26,15735,16332,15735,16273,237948,381542.0,70007672.0
2009-10-27,16123,16153,15705,16034,186214,375941.0,70007672.0
2009-10-28,15825,15974,15377,15407,219952,361240.0,70007672.0
2009-10-29,15407,15526,14212,14750,487790,345838.0,70007672.0
2009-10-30,14854,15407,14750,14959,258902,350738.0,70007672.0
2009-11-02,14840,15078,14630,14900,159766,349338.0,70007672.0
2009-11-03,15078,15078,14795,14795,108921,346888.0,70007672.0
2009-11-04,14810,14929,14720,14930,104823,350038.0,70007672.0
2009-11-05,14795,14959,14735,14810,52752,347238.0,70007672.0
2009-11-06,15078,15407,14959,15258,149322,357739.0,70007672.0
2009-11-09,15467,15496,15019,15049,90442,352839.0,70007672.0
2009-11-10,15078,15228,14989,15079,84758,353539.0,70007672.0
2009-11-11,15019,15496,15019,15348,122048,359839.0,70007672.0
2009-11-12,15258,15526,15258,15318,69831,359139.0,70007672.0
2009-11-13,15287,15705,15287,15586,110148,365441.0,70007854.0
2009-11-16,15795,16930,15735,16482,574620,386443.0,70007854.0
2009-11-17,16183,16303,15914,16034,139536,375942.0,70007854.0
2009-11-18,15914,16332,15765,16064,213002,376642.0,70007854.0
2009-11-19,15885,16243,15825,15885,138399,372442.0,70007854.0
2009-11-20,15855,16064,15855,16064,93811,376642.0,70007854.0
2009-11-23,16213,16661,16094,16243,215985,380843.0,70007854.0
2009-11-24,16512,16512,15616,15676,250444,367541.0,70007854.0
2009-11-25,15646,16392,15586,16124,274755,378042.0,70007854.0
2009-11-26,15974,16123,15735,15736,117451,368941.0,70007854.0
2009-11-27,15377,15735,14780,14780,426129,346539.0,70007854.0
2009-11-30,14929,15168,14720,14810,322852,347239.0,70007854.0
2009-12-01,14810,15138,14690,14930,175411,350039.0,70007854.0
2009-12-02,14959,15078,14884,14900,171880,349339.0,70007854.0
2009-12-03,14899,15168,14810,15019,181225,352140.0,70007854.0
2009-12-04,15019,15019,14884,14959,172648,350739.0,70007854.0
2009-12-07,15019,15914,14989,15258,762329,357740.0,70007854.0
2009-12-08,15317,15317,14840,14930,665773,350039.0,70007854.0
2009-12-09,14750,14840,14541,14691,694237,344439.0,70007854.0
2009-12-10,14630,14810,14630,14721,331146,345139.0,70007854.0
2009-12-11,14750,15078,14750,14930,396385,350041.0,70008215.0
2009-12-14,15049,15138,14914,15109,397858,354242.0,70008215.0
2009-12-15,15228,15317,15108,15318,332332,359142.0,70008215.0
2009-12-16,15377,15496,15049,15139,385255,354942.0,70008215.0
2009-12-17,15138,15287,14989,15109,292443,354242.0,70008215.0
2009-12-18,14989,15049,14869,15049,287214,352841.0,70008215.0
2009-12-21,14929,15019,14884,14900,341024,349341.0,70008215.0
2009-12-22,14929,15049,14869,14930,340286,350041.0,70008215.0
2009-12-23,14914,14929,14750,14765,313731,346191.0,70008215.0
2009-12-24,14765,14914,14645,14810,222742,347241.0,70008215.0
2009-12-28,14511,14630,14421,14497,434012,339890.0,70008215.0
2009-12-29,14496,14496,12436,12660,1980615,296835.0,70008215.0
2009-12-30,10764,10764,10764,10764,808379,252380.0,70008215.0
2010-01-04,0,0,0,10764,0,252380.0,70008215.0
2010-01-05,9151,9151,9151,9152,1377255,214575.0,70008215.0
2010-01-06,7793,10047,7793,9167,17549730,214925.0,70008215.0
2010-01-07,9584,10540,9345,10451,5687302,245029.0,70008215.0
2010-01-08,10988,11450,9928,10092,4118646,236628.0,70008215.0
2010-01-11,9898,9913,8957,9241,2884563,216675.0,70008215.0
2010-01-12,9107,10002,9032,9734,1836696,228227.0,70008215.0
2010-01-13,9883,10211,9749,9854,1192595,231027.0,70008215.0
2010-01-14,10002,10002,9271,9615,762732,225426.0,70008215.0
2010-01-15,9838,9913,9599,9824,541760,230327.0,70008343.0
2010-01-18,9943,11137,9823,10645,2792333,249580.0,70008343.0
2010-01-19,10570,10570,10137,10212,986828,239429.0,70008343.0
2010-01-20,10331,11047,10316,10436,1475959,244679.0,70008343.0
2010-01-21,10510,10659,10271,10346,591999,242579.0,70008343.0
2010-01-22,10450,11182,10301,10794,3846928,253080.0,70008343.0
2010-01-25,10495,11152,9853,10301,1329567,241529.0,70008343.0
2010-01-26,10480,10540,10152,10167,546158,238378.0,70008343.0
2010-01-27,10002,10002,9256,9704,622605,227527.0,70008343.0
2010-01-28,9554,10047,9420,9734,448107,228227.0,70008343.0
2010-01-29,9719,9719,9435,9540,286752,223677.0,70008343.0
2010-02-01,9540,9540,8972,9376,406563,219826.0,70008343.0
2010-02-02,9256,10450,9017,9943,703295,233128.0,70008343.0
2010-02-03,10107,10211,9734,9779,352398,229277.0,70008343.0
2010-02-04,9823,9943,9495,9645,255000,226127.0,70008343.0
2010-02-05,9196,10226,9107,9734,633932,228227.0,70008343.0
2010-02-08,8898,9883,8659,9167,1865938,214926.0,70008343.0
2010-02-09,10152,10540,10002,10540,2554583,247129.0,70008343.0
2010-02-10,10868,10988,9749,10600,2451041,248530.0,70008343.0
2010-02-11,10331,10450,10032,10197,831655,239078.0,70008343.0
2010-02-12,10196,10390,9749,10033,699736,235228.0,70008343.0
2010-02-16,9868,10122,9734,10092,285305,236632.0,70009574.0
2010-02-17,10107,10211,10002,10048,485217,235582.0,70009574.0
2010-02-18,10047,10122,9793,9809,472140,229981.0,70009574.0
2010-02-19,9763,9778,9495,9645,344910,226131.0,70009574.0
2010-02-22,9644,10196,9644,10197,612392,239083.0,70009574.0
2010-02-23,10540,10585,10032,10212,543118,239433.0,70009574.0
2010-02-24,10062,10241,9853,10242,305559,240133.0,70009574.0
2010-02-25,10092,10241,9883,10063,477881,235932.0,70009574.0
2010-02-26,9972,10181,9913,10167,206447,238383.0,70009574.0
2010-03-02,10137,10465,10137,10391,442364,243633.0,70009574.0
2010-03-03,9972,10495,9943,10212,603255,239433.0,70009574.0
2010-03-04,10122,10316,10062,10152,440860,238033.0,70009574.0
2010-03-05,10256,10838,10152,10510,1188365,246434.0,70009574.0
2010-03-08,10600,11047,10376,10764,1879422,252385.0,70009574.0
2010-03-09,10809,10988,10585,10585,925751,248184.0,70009574.0
2010-03-10,10092,10361,10047,10301,1160926,241533.0,70009574.0
2010-03-11,10211,10450,10107,10316,701977,241883.0,70009574.0
2010-03-12,10226,10450,10181,10286,458986,241183.0,70009613.0
2010-03-15,10286,10749,10196,10719,611200,251335.0,70009613.0
2010-03-16,10585,10838,10465,10600,594910,248534.0,70009613.0
2010-03-17,10689,11018,10674,10899,623403,255535.0,70009613.0
2010-03-18,10988,11018,10644,10839,525944,254135.0,70009613.0
2010-03-19,10838,10928,10779,10914,399819,255885.0,70009613.0
2010-03-22,10749,11197,10614,10899,502327,255535.0,70009613.0
2010-03-23,10181,10361,9286,9421,2201368,220880.0,70009613.0
2010-03-24,9316,9689,8569,9495,1118932,222631.0,70009613.0
2010-03-25,9704,10689,9704,10630,1661198,249234.0,70009613.0
2010-03-26,10390,11032,10152,10839,1217339,254135.0,70009613.0
2010-03-29,10838,11555,10749,11212,1211699,262886.0,70009613.0
2010-03-30,11212,11227,10181,10570,1137678,247834.0,70009613.0
2010-03-31,10450,11182,10092,10451,1116278,245034.0,70009613.0
2010-04-01,0,0,0,10451,0,245034.0,70009613.0
2010-04-02,12018,12018,12018,12018,1679292,281789.0,70009613.0
2010-04-05,11465,11704,10301,10391,2883554,243633.0,70009613.0
2010-04-06,10689,10943,10450,10719,1037725,251335.0,70009613.0
2010-04-07,10898,11809,10794,11541,1819521,270587.0,70009613.0
2010-04-08,11719,11764,10928,11197,1060662,262536.0,70009613.0
2010-04-09,9883,10600,9868,10421,2222926,244334.0,70009613.0
2010-04-12,10331,10540,10211,10540,877606,247134.0,70009613.0
2010-04-13,10749,11197,10510,10570,1174597,247834.0,70009613.0
2010-04-14,10555,11212,10510,11167,1285139,261836.0,70009613.0
2010-04-15,11197,11256,10809,11123,643461,260786.0,70009613.0
2010-04-16,11316,11495,11047,11436,761584,268139.0,70010232.0
2010-04-19,12660,12839,9808,10764,3573913,252387.0,70010232.0
2010-04-20,11047,11301,10779,11063,1152419,259388.0,70010232.0
2010-04-21,11197,11256,10450,11257,1489722,263939.0,70010232.0
2010-04-22,11794,11794,11047,11137,1792043,261138.0,70010232.0
2010-04-23,11212,11256,10181,10600,1757497,248536.0,70010232.0
2010-04-26,10600,11137,10331,10899,1133693,255537.0,70010232.0
2010-04-27,10898,10898,10614,10660,459751,249937.0,70010232.0
2010-04-28,10301,10749,10211,10540,616983,247136.0,70010232.0
2010-04-29,10540,10868,10540,10869,603009,254837.0,70010232.0
2010-04-30,10988,11167,10405,10809,2408422,253437.0,70010232.0
2010-05-03,10659,10913,10555,10854,631776,254487.0,70010232.0
2010-05-04,11047,11062,10794,10809,462686,253437.0,70010232.0
2010-05-06,10600,10779,10480,10495,424616,246086.0,70010232.0
2010-05-07,10241,10420,10047,10212,465304,239435.0,70010232.0
2010-05-10,10062,10420,9898,10212,575253,239435.0,70010232.0
2010-05-11,10420,10883,10420,10510,509793,246436.0,70010232.0
2010-05-12,10659,10823,10420,10495,316458,246086.0,70010232.0
2010-05-13,10555,10659,10465,10555,362006,247486.0,70010232.0
2010-05-14,10510,10958,10435,10749,494994,252037.0,70010291.0
2010-05-17,10749,10853,10600,10749,450768,252037.0,70010291.0
2010-05-18,10749,10779,10570,10749,310992,252037.0,70010291.0
2010-05-19,10749,10764,10465,10690,305389,250637.0,70010291.0
2010-05-20,10644,10734,10390,10466,317297,245386.0,70010291.0
2010-05-24,10420,10480,9943,10227,263850,239785.0,70010291.0
2010-05-25,10152,10152,9256,9585,465185,224733.0,70010291.0
2010-05-26,9584,9659,9345,9630,241377,225783.0,70010291.0
2010-05-27,9569,10122,9525,9839,197436,230684.0,70010291.0
2010-05-28,10062,10525,9838,10436,296800,244686.0,70010291.0
2010-05-31,10435,10958,10286,10749,543848,252037.0,70010291.0
2010-06-01,10749,10749,10346,10346,348196,242586.0,70010291.0
2010-06-03,10167,10301,10047,10107,374168,236985.0,70010291.0
2010-06-04,10107,10346,10107,10316,138664,241886.0,70010291.0
2010-06-07,9913,10137,9883,10018,221613,234885.0,70010291.0
2010-06-08,9943,10286,9943,10152,145350,238035.0,70010291.0
2010-06-09,10196,10376,10092,10212,114227,239435.0,70010291.0
2010-06-10,10122,10211,10032,10033,142595,235235.0,70010291.0
2010-06-11,10181,10211,10077,10122,123445,237335.0,70010291.0
2010-06-14,10122,10196,10062,10152,144579,238035.0,70010291.0
2010-06-15,10152,10301,10032,10107,181551,236985.0,70010291.0
2010-06-16,10181,10256,10107,10212,242790,239435.0,70010291.0
2010-06-17,10211,11734,10152,11735,2734537,275140.0,70010291.0
2010-06-18,11704,11704,10809,10988,1290603,257638.0,70010291.0
2010-06-21,11047,12570,11003,12302,1917071,288442.0,70010291.0
2010-06-22,12092,13421,11883,13004,2194203,304895.0,70010291.0
2010-06-23,13018,13630,12600,12959,1348386,303845.0,70010291.0
2010-06-24,12958,13063,12391,12690,882863,297544.0,70010291.0
2010-06-25,12570,12764,11988,12033,691564,282141.0,70010291.0
2010-06-28,12391,12466,12033,12406,511119,290893.0,70010291.0
2010-06-29,12525,12525,11391,11839,993701,277591.0,70010291.0
2010-06-30,11495,12391,11256,12392,488161,290543.0,70010291.0
2010-07-01,12436,12510,11824,12242,459055,287042.0,70010291.0
2010-07-02,12107,12182,11883,11914,298669,279341.0,70010291.0
2010-07-05,11913,12122,11809,12003,185214,281441.0,70010291.0
2010-07-06,12003,12063,11704,11914,164013,279341.0,70010291.0
2010-07-07,12033,12391,11824,12392,379603,290543.0,70010291.0
2010-07-08,12540,13944,12540,13138,1720490,308045.0,70010291.0
2010-07-09,13421,13720,12690,13138,689601,308045.0,70010291.0
2010-07-12,13138,13481,12929,13093,413700,306995.0,70010291.0
2010-07-13,12749,13197,12749,12839,440530,301044.0,70010291.0
2010-07-14,12899,13227,12839,13228,845365,310146.0,70010294.0
2010-07-15,13302,14362,13242,14064,1578146,329748.0,70010294.0
2010-07-16,14272,14720,14033,14303,1058730,335349.0,70010294.0
2010-07-19,14108,14556,14093,14347,467686,336399.0,70010294.0
2010-07-20,14421,14884,14183,14780,673642,346551.0,70010294.0
2010-07-21,14914,15078,14362,14765,584144,346201.0,70010294.0
2010-07-22,14466,14869,14033,14213,512238,333249.0,70010294.0
2010-07-23,14362,14720,14242,14512,300449,340250.0,70010294.0
2010-07-26,14362,14601,14138,14526,326605,340600.0,70010294.0
2010-07-27,14511,14586,12451,12839,2323054,301044.0,70010294.0
2010-07-28,13138,14093,13138,13601,1422874,318897.0,70010294.0
2010-07-29,13481,14153,13481,13735,379925,322047.0,70010294.0
2010-07-30,13735,14481,13556,14422,1487406,338150.0,70010294.0
2010-08-02,14421,15258,14421,14900,1101313,349351.0,70010294.0
2010-08-03,14959,15019,14421,14482,503398,339550.0,70010294.0
2010-08-04,14362,16631,14212,16632,3138387,389957.0,70010294.0
2010-08-05,17258,17885,16482,16721,2993309,392058.0,70010294.0
2010-08-06,16452,17139,16094,16721,1301410,392058.0,70010294.0
2010-08-09,16900,17019,16153,16154,852258,378756.0,70010294.0
2010-08-10,16273,16750,15676,16333,671000,382956.0,70010294.0
2010-08-11,16213,16332,15616,15945,678526,373855.0,70010294.0
2010-08-12,15586,15944,15407,15586,477563,365454.0,70010294.0
2010-08-13,15616,15914,15377,15825,488306,371055.0,70010294.0
2010-08-16,15825,16512,15556,16363,487603,383656.0,70010294.0
2010-08-17,16332,16422,15795,16214,390190,380156.0,70010294.0
