조비(001550),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-11-25,9941,9955,9858,9927,5480,6750.0,1869840.0
2003-11-26,10147,10175,9927,10174,3280,6918.0,1869840.0
2003-11-27,9913,10436,9913,10037,1940,6825.0,1869840.0
2003-11-28,10051,10175,9955,10174,2050,6918.0,1869840.0
2003-12-01,9927,10230,9927,10229,1140,6956.0,1869840.0
2003-12-02,10257,10285,10175,10257,6440,6975.0,1869840.0
2003-12-03,10175,10312,10106,10105,1980,6872.0,1869840.0
2003-12-04,10175,10230,9955,10147,4550,6900.0,1869840.0
2003-12-05,9982,10147,9982,10147,630,6900.0,1869840.0
2003-12-08,10010,10161,10010,10147,160,6900.0,1869840.0
2003-12-09,10147,10147,9941,10078,2480,6853.0,1869840.0
2003-12-10,10065,10120,9941,9940,1450,6759.0,1869840.0
2003-12-11,9941,10037,9941,10037,460,6825.0,1869840.0
2003-12-12,10092,10092,9955,9982,470,6788.0,1869840.0
2003-12-15,10175,10312,10037,10064,990,6844.0,1869840.0
2003-12-16,10120,10312,10037,10064,690,6844.0,1869840.0
2003-12-17,10408,10408,9913,9913,2970,6741.0,1869840.0
2003-12-18,10175,10175,9927,10092,820,6862.0,1869840.0
2003-12-19,9955,10147,9927,9927,1720,6750.0,1869840.0
2003-12-22,10381,10477,10202,10298,3320,7003.0,1869840.0
2003-12-23,10449,10449,9776,9817,1260,6675.0,1869840.0
2003-12-24,10037,10161,9652,10009,3390,6806.0,1869840.0
2003-12-26,10147,10147,9625,9872,4871,6713.0,1869840.0
2003-12-29,9955,9955,9625,9624,1740,6544.0,1869840.0
2003-12-30,10120,10120,9625,9762,3310,6638.0,1869840.0
2004-01-02,10037,10037,9680,9913,2880,6741.0,1869840.0
2004-01-05,9900,9941,9652,9940,5530,6759.0,1869840.0
2004-01-06,10010,10010,9666,9665,14590,6572.0,1869840.0
2004-01-07,9845,10381,9377,9789,39010,6657.0,1869840.0
2004-01-08,9927,9927,8332,8332,45712,5666.0,1869840.0
2004-01-09,7631,8222,7095,7094,128470,4824.0,1869840.0
2004-01-12,7095,7342,6765,6764,45948,4600.0,1869840.0
2004-01-13,6765,7095,6765,6998,11630,4759.0,1869840.0
2004-01-14,6998,8043,6998,8043,43252,5469.0,1869840.0
2004-01-15,8552,9075,7562,7864,140859,5348.0,1869840.0
2004-01-16,7631,7631,7205,7287,26780,4955.0,1869840.0
2004-01-19,7177,7645,7012,7562,14880,5142.0,1869840.0
2004-01-20,7562,7947,7150,7534,15960,5123.0,1869840.0
2004-01-26,7287,8085,7287,7699,13310,5236.0,1869840.0
2004-01-27,7975,7975,7480,7520,5091,5114.0,1869840.0
2004-01-28,7493,7810,7425,7534,2160,5123.0,1869840.0
2004-01-29,7920,7975,7617,7809,12415,5310.0,1869840.0
2004-01-30,8057,8057,7576,7617,6090,5179.0,1869840.0
2004-02-02,7617,7920,7438,7479,5950,5086.0,1869840.0
2004-02-03,7466,7810,7466,7685,13610,5226.0,1869840.0
2004-02-04,7975,8827,7975,8827,36410,6002.0,1869840.0
2004-02-05,9075,9597,7975,8002,74450,5441.0,1869840.0
2004-02-06,8250,8250,7975,8112,10830,5516.0,1869840.0
2004-02-09,8415,8415,7865,7864,9620,5348.0,1869840.0
2004-02-10,7727,8030,7700,7947,6930,5404.0,1869840.0
2004-02-11,7947,8236,7947,8057,4630,5479.0,1869840.0
2004-02-12,8112,8112,7920,7919,7830,5385.0,1869840.0
2004-02-13,7810,7975,7810,7974,6570,5423.0,1869840.0
2004-02-16,8057,9171,8057,9170,54322,6236.0,1869840.0
2004-02-17,9487,9900,8525,8799,85099,5983.0,1869840.0
2004-02-18,9020,9047,8635,8882,12380,6040.0,1869840.0
2004-02-19,8800,8800,8250,8332,15389,5666.0,1869840.0
2004-02-20,8208,8717,8112,8442,9671,5740.0,1869840.0
2004-02-23,8250,8745,8250,8744,6440,5946.0,1869840.0
2004-02-24,8882,9212,8415,8414,22590,5722.0,1869840.0
2004-02-25,8525,9625,8525,9542,48079,6488.0,1869840.0
2004-02-26,9597,10092,8855,9047,29659,6152.0,1869840.0
2004-02-27,8882,9542,8800,9074,11140,6170.0,1869840.0
2004-03-02,8813,9075,8813,9019,12090,6133.0,1869840.0
2004-03-03,9185,9185,8772,8799,10960,5983.0,1869840.0
2004-03-04,8937,10120,8813,9074,81690,6170.0,1869840.0
2004-03-05,9432,9432,8937,9074,8810,6170.0,1869840.0
2004-03-08,9322,9350,8855,8937,10580,6077.0,1869840.0
2004-03-09,8855,9143,8855,9019,1550,6133.0,1869840.0
2004-03-10,8882,9130,8827,8923,10990,6068.0,1869840.0
2004-03-11,8786,9033,8648,9019,2500,6133.0,1869840.0
2004-03-12,8855,8855,7947,8249,16210,5610.0,1869840.0
2004-03-15,8525,8745,8387,8579,1710,5834.0,1869840.0
2004-03-16,8580,8580,8305,8524,5430,5797.0,1869840.0
2004-03-17,8580,8800,8525,8799,6900,5983.0,1869840.0
2004-03-18,8662,8800,8662,8717,730,5927.0,1869840.0
2004-03-19,8538,8800,8538,8634,6990,5871.0,1869840.0
2004-03-22,8662,8662,8525,8524,4050,5797.0,1869840.0
2004-03-23,8758,8758,8305,8510,610,5787.0,1869840.0
2004-03-24,8731,8731,8250,8510,5230,5787.0,1869840.0
2004-03-25,8511,8511,8263,8469,1470,5759.0,1869840.0
2004-03-26,8442,8442,8085,8249,6180,5610.0,1869840.0
2004-03-29,8442,8442,8305,8442,1190,5740.0,1869840.0
2004-03-30,8525,8772,8497,8579,5150,5834.0,1869840.0
2004-03-31,8497,8662,8332,8414,3560,5722.0,1869840.0
2004-04-01,8250,8607,8250,8607,2670,5853.0,1869840.0
2004-04-02,8580,8580,8332,8359,1010,5684.0,1869840.0
2004-04-06,8332,8470,8263,8277,6570,5628.0,1869840.0
2004-04-07,8250,8428,8250,8304,5260,5647.0,1869840.0
2004-04-08,8277,8277,8250,8249,6750,5610.0,1869840.0
2004-04-09,8126,8250,8126,8167,3840,5553.0,1869840.0
2004-04-12,8250,8497,8195,8263,10190,5619.0,1869840.0
2004-04-13,8057,8250,8057,8139,7320,5535.0,1869840.0
2004-04-14,8057,8140,8030,8139,1840,5535.0,1869840.0
2004-04-16,8676,9350,8291,8345,42300,5675.0,1869840.0
2004-04-19,9047,9047,8387,8442,19512,5740.0,1869840.0
2004-04-20,8332,8635,8332,8414,6420,5722.0,1869840.0
2004-04-21,8305,8552,8291,8414,9750,5722.0,1869840.0
2004-04-22,8277,8360,8195,8318,11110,5656.0,1869840.0
2004-04-23,8167,8373,8140,8180,15730,5563.0,1869840.0
2004-04-26,8277,8497,8030,8497,32830,5778.0,1869840.0
2004-04-27,8195,8387,8195,8387,10960,5703.0,1869840.0
2004-04-28,9032,9645,8871,9193,45780,5329.0,1869840.0
2004-04-29,9032,9032,7919,8548,21570,4955.0,1869840.0
2004-04-30,8548,9145,8097,8758,10500,5077.0,1869840.0
2004-05-03,8419,8871,8419,8870,2320,5142.0,1869840.0
2004-05-04,8855,8968,8613,8790,7900,5095.0,1869840.0
2004-05-06,8629,8677,8387,8419,6650,4880.0,1869840.0
2004-05-07,8339,8484,8065,8354,11000,4843.0,1869840.0
2004-05-10,8387,9597,8387,9596,111093,5563.0,1869840.0
2004-05-11,10645,10645,8306,8854,174150,5133.0,1869840.0
2004-05-12,8871,10161,8113,9096,97841,5273.0,1869840.0
2004-05-13,8968,9194,8387,8548,28319,4955.0,1869840.0
2004-05-14,8419,9484,8419,8741,20793,5067.0,1869840.0
2004-05-17,8742,9145,7806,8000,16020,4637.0,1869840.0
2004-05-18,7290,8645,7290,7677,38700,4450.0,1869840.0
2004-05-19,7710,8065,7597,7774,29030,4506.0,1869840.0
2004-05-20,7613,7742,7484,7677,17777,4450.0,1869840.0
2004-05-21,7484,7935,7484,7774,11700,4506.0,1869840.0
2004-05-24,7774,8065,7677,7741,29210,4488.0,1869840.0
2004-05-25,7516,7758,7516,7741,24420,4488.0,1869840.0
2004-05-27,7758,8903,7742,8903,255790,5161.0,1869840.0
2004-05-28,8581,8581,7629,7629,154446,4422.0,1869840.0
2004-05-31,7710,7984,7339,7983,35960,4628.0,1869840.0
2004-06-01,7435,7742,7435,7580,30110,4394.0,1869840.0
2004-06-02,7468,7726,7339,7419,39810,4301.0,1869840.0
2004-06-03,7468,7742,7339,7338,31950,4254.0,1869840.0
2004-06-04,7355,7581,7355,7419,12000,4301.0,1869840.0
2004-06-07,7339,7516,7339,7419,20320,4301.0,1869840.0
2004-06-08,7419,7581,7387,7467,18110,4329.0,1869840.0
2004-06-09,7710,7710,7323,7419,18397,4301.0,1869840.0
2004-06-10,7306,7484,7306,7370,7650,4273.0,1869840.0
2004-06-11,7516,7516,7081,7096,11840,4114.0,1869840.0
2004-06-14,6952,7161,6919,6919,10440,4011.0,1869840.0
2004-06-15,6806,6806,6645,6661,13370,3861.0,1869840.0
2004-06-16,6581,6758,6581,6661,6430,3861.0,1869840.0
2004-06-17,6677,6968,6613,6741,12570,3908.0,1869840.0
2004-06-18,6484,6581,6323,6370,13662,3693.0,1869840.0
2004-06-21,6726,7323,6710,6774,113432,3927.0,1869840.0
2004-06-22,6758,6774,6323,6322,24120,9212.0,4700000.0
2004-06-23,6161,6323,6000,6032,21220,8789.0,4700000.0
2004-06-24,6113,6774,5984,6370,29480,9282.0,4700000.0
2004-06-25,6129,6355,6065,6306,20440,9188.0,4700000.0
2004-06-28,6306,6452,6177,6193,7225,9024.0,4700000.0
2004-06-29,6226,6613,6226,6612,35700,9635.0,4700000.0
2004-06-30,6581,6742,6387,6419,16430,9353.0,4700000.0
2004-07-01,6661,6661,6306,6306,14910,9188.0,4700000.0
2004-07-02,6323,6484,6210,6451,19370,9400.0,4700000.0
2004-07-05,6452,6452,6177,6258,13930,9118.0,4700000.0
2004-07-06,6129,6323,6016,6290,11530,9165.0,4700000.0
2004-07-07,6113,6290,6097,6290,11530,9165.0,4700000.0
2004-07-08,6290,6290,6129,6225,13110,9071.0,4700000.0
2004-07-09,6226,7097,6226,6419,58520,9353.0,4700000.0
2004-07-12,6468,6710,6371,6370,15730,9282.0,4700000.0
2004-07-13,6419,6419,6177,6209,9150,9048.0,4700000.0
2004-07-14,6210,6452,6194,6241,7930,9094.0,4700000.0
2004-07-15,6145,6290,6129,6129,12572,8930.0,4700000.0
2004-07-16,6145,6274,6097,6129,7890,8930.0,4700000.0
2004-07-19,6145,6290,6129,6241,4090,9094.0,4700000.0
2004-07-20,6161,6210,6065,6080,9200,8860.0,4700000.0
2004-07-21,6129,6258,6065,6177,26880,9000.0,4700000.0
2004-07-22,6161,6177,6016,6064,4110,8836.0,4700000.0
2004-07-23,5984,6161,5984,6096,11310,8883.0,4700000.0
2004-07-26,5952,6323,5952,6080,7070,8860.0,4700000.0
2004-07-27,6129,6129,6000,6112,9820,8906.0,4700000.0
2004-07-28,6097,6226,6097,6129,7422,8930.0,4700000.0
2004-07-29,6129,6323,5903,6129,10760,8930.0,4700000.0
2004-07-30,6210,6710,6129,6145,30704,8954.0,4700000.0
2004-08-02,6290,6306,5968,5967,23140,8695.0,4700000.0
2004-08-03,6194,6194,5242,5967,19641,8695.0,4700000.0
2004-08-04,5839,6855,5774,5790,357457,8436.0,4700000.0
2004-08-05,5774,5903,5516,5645,45850,8225.0,4700000.0
2004-08-06,5581,5581,5387,5451,13700,7943.0,4700000.0
2004-08-09,5387,5710,5323,5500,10030,8014.0,4700000.0
2004-08-10,5419,5613,5387,5483,6390,7990.0,4700000.0
2004-08-11,5581,5581,5484,5483,6410,7990.0,4700000.0
2004-08-12,5758,5758,5484,5500,7930,8014.0,4700000.0
2004-08-13,5548,5629,5484,5612,10575,8178.0,4700000.0
2004-08-16,5565,6452,5565,6451,174146,9400.0,4700000.0
2004-08-17,7258,7419,7000,7419,278983,10810.0,4700000.0
2004-08-18,8161,8258,6806,7564,390540,11022.0,4700000.0
2004-08-19,7371,7516,6903,7000,95591,10199.0,4700000.0
2004-08-20,7145,8048,7032,8048,379251,11726.0,4700000.0
2004-08-23,8387,9242,7887,8225,637737,11985.0,4700000.0
2004-08-24,8710,8710,7742,8419,104035,12267.0,4700000.0
2004-08-25,8323,9323,8323,8564,252760,12478.0,4700000.0
2004-08-26,7742,8677,7742,7967,228868,11609.0,4700000.0
2004-08-27,8129,8129,7581,7983,91246,11632.0,4700000.0
2004-08-30,7774,7984,7258,7290,85600,10622.0,4700000.0
2004-08-31,7323,7355,6968,7032,64570,10246.0,4700000.0
2004-09-01,7032,7581,7032,7322,78020,10669.0,4700000.0
2004-09-02,7516,7645,7145,7274,49870,10598.0,4700000.0
2004-09-03,7339,7484,7048,7177,63072,10458.0,4700000.0
2004-09-06,7210,7516,7161,7338,60534,10692.0,4700000.0
2004-09-07,7452,7581,7113,7403,64860,10786.0,4700000.0
2004-09-08,7484,7484,7000,7193,39210,10481.0,4700000.0
2004-09-09,7145,7145,7016,7048,30164,10270.0,4700000.0
2004-09-10,6935,6968,6823,6903,18360,10058.0,4700000.0
2004-09-13,6774,7048,6677,6919,26670,10082.0,4700000.0
2004-09-14,6823,7081,6823,6903,5050,10058.0,4700000.0
2004-09-15,6839,7000,6742,6741,14710,9823.0,4700000.0
2004-09-16,6758,6887,6645,6774,12420,9870.0,4700000.0
2004-09-17,6919,6935,6726,6725,7040,9800.0,4700000.0
2004-09-20,6677,6855,6677,6741,14270,9823.0,4700000.0
2004-09-21,6774,6871,6516,6580,12570,9588.0,4700000.0
2004-09-22,6484,6726,6387,6387,26548,9306.0,4700000.0
2004-09-23,6306,6452,6210,6258,11137,9118.0,4700000.0
2004-09-24,6258,6581,6258,6274,6700,9142.0,4700000.0
2004-09-30,6032,6323,6032,6193,11450,9024.0,4700000.0
2004-10-01,6129,6419,6129,6403,9610,9330.0,4700000.0
2004-10-04,6274,6548,6274,6435,5801,9376.0,4700000.0
2004-10-05,6452,6645,6387,6435,9266,9376.0,4700000.0
2004-10-06,6516,6516,6371,6403,9103,9330.0,4700000.0
2004-10-07,6403,6516,6355,6354,5010,9259.0,4700000.0
2004-10-08,6355,6355,6081,6129,18270,8930.0,4700000.0
2004-10-11,6129,6226,6032,6193,5540,9024.0,4700000.0
2004-10-12,6194,6306,6129,6193,9370,9024.0,4700000.0
2004-10-13,6145,6935,6145,6467,28890,9424.0,4700000.0
2004-10-14,6484,6968,6339,6774,45550,9870.0,4700000.0
2004-10-15,7032,7065,6290,6403,37150,9330.0,4700000.0
2004-10-18,6484,6645,6387,6532,16200,9518.0,4700000.0
2004-10-19,6613,6710,6387,6451,14210,9400.0,4700000.0
2004-10-20,6435,6548,6258,6403,6250,9330.0,4700000.0
2004-10-21,6258,6452,6258,6274,6270,9142.0,4700000.0
2004-10-22,6258,6419,6194,6338,10160,9236.0,4700000.0
2004-10-25,6242,6387,6161,6290,8100,9165.0,4700000.0
2004-10-26,6242,6258,6129,6209,7800,9048.0,4700000.0
2004-10-27,6242,6258,6032,6096,7620,8883.0,4700000.0
2004-10-28,6129,6323,6097,6096,20731,8883.0,4700000.0
2004-10-29,6113,6274,6097,6258,8710,9118.0,4700000.0
2004-11-01,6452,6903,6371,6451,28180,9400.0,4700000.0
2004-11-02,6758,6758,6323,6483,24320,9447.0,4700000.0
2004-11-03,6516,6581,6355,6370,5000,9282.0,4700000.0
2004-11-04,6258,6452,6258,6419,5210,9353.0,4700000.0
2004-11-05,6306,6613,6306,6532,8150,9518.0,4700000.0
2004-11-08,6484,6484,6290,6306,9070,9188.0,4700000.0
2004-11-09,6323,6371,6194,6322,6450,9212.0,4700000.0
2004-11-10,6355,6645,6323,6516,24376,9494.0,4700000.0
2004-11-11,6516,6613,6355,6354,16780,9259.0,4700000.0
2004-11-12,6452,6452,6290,6322,6910,9212.0,4700000.0
2004-11-15,6242,6581,6242,6354,3900,9259.0,4700000.0
2004-11-16,6387,6484,6274,6274,12470,9142.0,4700000.0
2004-11-17,6274,6387,6274,6274,6860,9142.0,4700000.0
2004-11-18,6290,6387,6113,6225,11480,9071.0,4700000.0
2004-11-19,6323,6371,6129,6258,9010,9118.0,4700000.0
2004-11-22,6194,6323,6145,6177,4051,9000.0,4700000.0
2004-11-23,6129,6339,6129,6129,7740,8930.0,4700000.0
2004-11-24,6161,6258,6129,6241,4800,9094.0,4700000.0
2004-11-25,6161,6274,6129,6177,6930,9000.0,4700000.0
2004-11-26,6258,6274,6161,6209,5740,9048.0,4700000.0
2004-11-29,6145,6258,6145,6161,10690,8977.0,4700000.0
2004-11-30,6274,6290,6161,6274,14880,9142.0,4700000.0
2004-12-01,6274,6581,6242,6290,16780,9165.0,4700000.0
2004-12-02,6339,7226,6339,7225,367349,10528.0,4700000.0
2004-12-03,7581,7581,6806,7129,165301,10387.0,4700000.0
2004-12-06,7258,7258,6710,6887,96330,10034.0,4700000.0
2004-12-07,6919,7919,6919,7612,379283,11092.0,4700000.0
2004-12-08,7355,7677,7258,7645,91837,11139.0,4700000.0
2004-12-09,7806,7806,6677,6838,140970,9964.0,4700000.0
2004-12-10,6613,6839,6452,6532,100527,9518.0,4700000.0
2004-12-13,6306,6516,6306,6322,62498,9212.0,4700000.0
2004-12-14,6387,6548,6258,6548,39590,9541.0,4700000.0
2004-12-15,6452,6613,6258,6403,33490,9330.0,4700000.0
2004-12-16,6323,6532,6306,6354,29500,9259.0,4700000.0
2004-12-17,6355,6419,6194,6258,26650,9118.0,4700000.0
2004-12-20,6274,6355,6226,6225,24680,9071.0,4700000.0
2004-12-21,6194,6258,6097,6225,32700,9071.0,4700000.0
2004-12-22,6161,6226,6129,6193,25170,9024.0,4700000.0
2004-12-23,6145,6274,6145,6241,9950,9094.0,4700000.0
2004-12-24,6306,6323,6210,6241,8840,9094.0,4700000.0
2004-12-27,6177,6306,6177,6225,9230,9071.0,4700000.0
2004-12-28,6194,6371,6177,6290,19000,9165.0,4700000.0
2004-12-29,6258,6339,6242,6322,3600,9212.0,4700000.0
2004-12-30,6323,6355,6226,6322,11070,9212.0,4700000.0
2005-01-03,6306,6419,6306,6306,12240,9188.0,4700000.0
2005-01-04,6306,6452,6290,6435,14480,9376.0,4700000.0
2005-01-05,6419,6839,6387,6580,44470,9588.0,4700000.0
2005-01-06,6581,6839,6548,6677,21680,9729.0,4700000.0
2005-01-07,6645,6806,6452,6467,22368,9424.0,4700000.0
2005-01-10,6468,6581,6403,6548,11330,9541.0,4700000.0
2005-01-11,6613,6710,6452,6548,9380,9541.0,4700000.0
2005-01-12,6484,6581,6452,6564,10280,9564.0,4700000.0
2005-01-13,6581,6677,6484,6500,6680,9470.0,4700000.0
2005-01-14,6645,6726,6532,6645,10420,9682.0,4700000.0
2005-01-17,6774,6774,6581,6645,18992,9682.0,4700000.0
2005-01-18,6613,6774,6565,6580,10540,9588.0,4700000.0
2005-01-19,6710,6903,6565,6725,25900,9800.0,4700000.0
2005-01-20,6871,6935,6710,6725,12200,9800.0,4700000.0
2005-01-21,6903,7032,6581,6983,49900,10176.0,4700000.0
2005-01-24,6887,7032,6887,6967,13450,10152.0,4700000.0
2005-01-25,6968,7258,6871,7193,28512,10481.0,4700000.0
2005-01-26,7258,7419,7129,7129,29530,10387.0,4700000.0
2005-01-27,7000,7081,6565,6677,30520,9729.0,4700000.0
2005-01-28,6710,6919,6548,6919,24700,10082.0,4700000.0
2005-01-31,7032,7032,6774,6838,13356,9964.0,4700000.0
2005-02-01,6839,7258,6839,7096,47490,10340.0,4700000.0
2005-02-02,7258,8065,6984,7387,105370,10763.0,4700000.0
2005-02-03,7419,7645,7258,7370,38062,10740.0,4700000.0
2005-02-04,7306,7726,7194,7451,27240,10857.0,4700000.0
2005-02-07,8161,8565,7903,8564,452460,12478.0,4700000.0
2005-02-11,8387,9419,8097,8935,315542,13019.0,4700000.0
2005-02-14,8710,9032,8452,8838,85620,12878.0,4700000.0
2005-02-15,8839,9194,8387,8532,81700,12432.0,4700000.0
2005-02-16,8452,9806,8242,9806,216028,14288.0,4700000.0
2005-02-17,9806,10548,9258,10000,207550,14570.0,4700000.0
2005-02-18,9742,10000,9548,9564,55630,13936.0,4700000.0
2005-02-21,9677,10129,9355,9612,66894,14006.0,4700000.0
2005-02-22,9935,10452,9065,9193,160110,13395.0,4700000.0
2005-02-23,8919,9516,8871,9354,61030,13630.0,4700000.0
2005-02-24,9355,10000,9355,9596,49781,13982.0,4700000.0
2005-02-25,9403,9903,9403,9612,51240,14006.0,4700000.0
2005-02-28,9677,9710,9355,9580,45970,13959.0,4700000.0
2005-03-02,10000,10000,9387,9403,52560,13700.0,4700000.0
2005-03-03,9097,10806,8419,9419,690886,13724.0,4700000.0
2005-03-04,9677,10823,9387,9935,735940,14476.0,4700000.0
2005-03-07,10065,10145,9355,9516,120500,13865.0,4700000.0
2005-03-08,9516,9645,8742,8806,126420,12831.0,4700000.0
2005-03-09,8613,9000,8548,8709,50663,12690.0,4700000.0
2005-03-10,8581,8935,8581,8774,37730,12784.0,4700000.0
2005-03-11,8774,9000,8387,8596,60050,12526.0,4700000.0
2005-03-14,8468,8726,8468,8645,33350,12596.0,4700000.0
2005-03-15,8774,8774,8355,8419,31710,12267.0,4700000.0
2005-03-16,8194,8500,8161,8483,31690,12361.0,4700000.0
2005-03-17,8226,8387,8000,8387,15730,12220.0,4700000.0
2005-03-18,8177,8468,8081,8080,16626,11774.0,4700000.0
2005-03-21,7919,8306,7742,7838,28980,11421.0,4700000.0
2005-03-22,7742,8097,7742,7870,29920,11468.0,4700000.0
2005-03-23,7742,7774,7484,7532,17950,10974.0,4700000.0
2005-03-24,7484,7694,7129,7258,21584,10575.0,4700000.0
2005-03-25,7177,7419,7000,7354,24826,10716.0,4700000.0
2005-03-28,7419,7516,7419,7419,5960,10810.0,4700000.0
2005-03-29,7419,8532,7419,8532,175471,12432.0,4700000.0
2005-03-30,8871,9355,7806,8548,211810,12455.0,4700000.0
2005-03-31,8419,8677,8129,8516,48800,12408.0,4700000.0
2005-04-01,8806,9516,8613,9064,151330,13207.0,4700000.0
2005-04-04,8790,9032,8629,8790,77817,12808.0,4700000.0
2005-04-06,8790,9194,8742,8806,41650,12831.0,4700000.0
2005-04-07,8806,8903,8387,8548,25950,12455.0,4700000.0
2005-04-08,8258,8774,8258,8290,40200,12079.0,4700000.0
2005-04-11,8129,8323,8129,8225,6040,11985.0,4700000.0
2005-04-12,8097,8226,8097,8112,5430,11820.0,4700000.0
2005-04-13,8129,8210,8032,8193,11079,11938.0,4700000.0
2005-04-14,8371,8387,8097,8112,10160,11820.0,4700000.0
2005-04-15,8129,8355,7790,7854,2420,11444.0,4700000.0
2005-04-18,7871,8129,7419,7419,5370,10810.0,4700000.0
2005-04-19,7581,7887,7419,7741,7280,11280.0,4700000.0
2005-04-20,7742,8016,7516,7548,8900,10998.0,4700000.0
2005-04-21,7419,7613,7258,7580,17690,11045.0,4700000.0
2005-04-22,8065,8065,7581,7709,12740,11233.0,4700000.0
2005-04-25,7548,7726,7516,7612,6660,11092.0,4700000.0
2005-04-26,7645,7758,7548,7677,4900,11186.0,4700000.0
2005-04-27,7871,7871,7452,7612,3830,11092.0,4700000.0
2005-04-28,7742,7742,7516,7516,6750,10951.0,4700000.0
2005-04-29,7226,7710,7000,7612,14820,11092.0,4700000.0
2005-05-02,7419,7677,7323,7451,5530,10857.0,4700000.0
2005-05-03,7452,7565,7274,7322,8450,10669.0,4700000.0
2005-05-04,7306,7629,7306,7548,9930,10998.0,4700000.0
2005-05-06,7710,7710,7323,7322,17352,10669.0,4700000.0
2005-05-09,7339,7468,7258,7258,4510,10575.0,4700000.0
2005-05-10,7323,7581,7065,7403,9850,10786.0,4700000.0
2005-05-11,7081,7387,7081,7290,6650,10622.0,4700000.0
2005-05-12,7484,7484,7161,7225,3730,10528.0,4700000.0
2005-05-13,7177,7403,7097,7338,5920,10692.0,4700000.0
2005-05-16,8435,8435,8387,8435,48910,12290.0,4700000.0
2005-05-17,9355,9355,7823,8225,180965,11985.0,4700000.0
2005-05-18,8065,8161,7823,8080,24780,11774.0,4700000.0
2005-05-19,8226,8710,8097,8709,94915,12690.0,4700000.0
2005-05-20,8871,8871,8097,8096,47516,11797.0,4700000.0
2005-05-23,8548,9032,8113,8129,38110,11844.0,4700000.0
2005-05-24,8226,8419,7742,7951,16980,11586.0,4700000.0
2005-05-25,7935,7935,7774,7790,7672,11350.0,4700000.0
2005-05-26,7629,7984,7581,7693,18484,11210.0,4700000.0
2005-05-27,7629,7871,7629,7741,14780,11280.0,4700000.0
2005-05-30,7742,7968,7742,7870,11490,11468.0,4700000.0
2005-05-31,7758,7935,7742,7870,5490,11468.0,4700000.0
2005-06-01,7887,7887,7532,7612,23410,11092.0,4700000.0
2005-06-02,7613,7613,7484,7596,13190,11068.0,4700000.0
2005-06-03,7500,7694,7500,7677,19250,11186.0,4700000.0
2005-06-07,7742,8710,7548,8225,49740,11985.0,4700000.0
2005-06-08,8339,8371,8065,8161,19630,11891.0,4700000.0
2005-06-09,8000,8161,7935,8000,17370,11656.0,4700000.0
2005-06-10,7935,8226,7935,8129,26110,11844.0,4700000.0
2005-06-13,8000,8355,8000,8322,20780,12126.0,4700000.0
2005-06-14,8097,8403,7935,8064,10120,11750.0,4700000.0
2005-06-15,7919,8129,7919,8064,11890,11750.0,4700000.0
2005-06-16,8129,8387,8065,8145,9850,11868.0,4700000.0
2005-06-17,8161,8871,8065,8258,105000,12032.0,4700000.0
2005-06-20,8677,9129,8516,8709,141950,12690.0,4700000.0
2005-06-21,8871,8968,8161,8467,30490,12338.0,4700000.0
2005-06-22,8968,8968,8565,8709,35812,12690.0,4700000.0
2005-06-23,8452,8710,8452,8548,23500,12455.0,4700000.0
2005-06-24,8387,8629,8339,8467,18870,12338.0,4700000.0
2005-06-27,9645,9645,7935,8661,53050,12620.0,4700000.0
2005-06-28,8661,8661,8323,8387,12910,12220.0,4700000.0
2005-06-29,8323,8710,8161,8193,29210,11938.0,4700000.0
2005-06-30,8387,8677,8258,8387,26780,12220.0,4700000.0
2005-07-01,8613,8613,8339,8338,21070,12150.0,4700000.0
2005-07-04,8548,8952,8548,8677,42670,12643.0,4700000.0
2005-07-05,8742,9032,8581,8935,47530,13019.0,4700000.0
2005-07-06,8806,10274,8758,10274,299611,14970.0,4700000.0
2005-07-07,10161,10161,9548,9612,164631,14006.0,4700000.0
2005-07-08,9677,9677,8871,8919,163870,12996.0,4700000.0
2005-07-11,9226,9387,8935,9064,305540,13207.0,4700000.0
2005-07-12,9323,9323,8726,8790,104340,12808.0,4700000.0
2005-07-13,8435,8935,8435,8645,88870,12596.0,4700000.0
2005-07-14,8694,8806,8581,8580,48760,12502.0,4700000.0
2005-07-15,8613,8710,8468,8661,25570,12620.0,4700000.0
2005-07-18,8742,9355,8742,8967,108220,13066.0,4700000.0
2005-07-19,9097,9194,8839,8870,35890,12925.0,4700000.0
2005-07-20,10177,10177,8871,9000,189880,13113.0,4700000.0
2005-07-21,8790,9016,8710,8725,101940,12714.0,4700000.0
2005-07-22,8565,8903,8565,8645,70361,12596.0,4700000.0
2005-07-25,8645,9081,8645,8709,46570,12690.0,4700000.0
2005-07-26,8855,9065,8710,9064,62370,13207.0,4700000.0
2005-07-27,9194,9339,8790,8822,54070,12854.0,4700000.0
2005-07-28,8839,9258,8823,8903,66971,12972.0,4700000.0
2005-07-29,8887,9177,8823,8983,65870,13090.0,4700000.0
2005-08-01,9129,9145,8774,8806,46640,12831.0,4700000.0
2005-08-02,8694,8855,8629,8774,24060,12784.0,4700000.0
2005-08-03,8500,8839,8500,8838,59660,12878.0,4700000.0
2005-08-04,8710,8839,8516,8532,32589,12432.0,4700000.0
2005-08-05,8290,8532,8048,8064,46990,11750.0,4700000.0
2005-08-08,7871,8145,7742,7838,12750,11421.0,4700000.0
