롯데하이마트(071840),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-02-22,71700,72000,70300,71000,103957,1676148.0,23607712.0
2013-02-25,70800,71300,69700,69800,105614,1647818.0,23607712.0
2013-02-26,69800,70500,69500,69600,77880,1643097.0,23607712.0
2013-02-27,69200,71200,69200,70900,74971,1673787.0,23607712.0
2013-02-28,70900,71600,69300,70100,110518,1654901.0,23607712.0
2013-03-04,69800,70000,68700,69900,91272,1650179.0,23607712.0
2013-03-05,70300,71800,69300,71700,97177,1692673.0,23607712.0
2013-03-06,71400,71700,70200,70700,59710,1669065.0,23607712.0
2013-03-07,70400,70800,69600,69600,40683,1643097.0,23607712.0
2013-03-08,69800,70400,69500,70300,30204,1659622.0,23607712.0
2013-03-11,70600,70600,69400,70400,28635,1661983.0,23607712.0
2013-03-12,70200,71000,69700,70600,54302,1666704.0,23607712.0
2013-03-13,71000,74600,70600,74500,328118,1758775.0,23607712.0
2013-03-14,75000,75200,73700,74500,127867,1758775.0,23607712.0
2013-03-15,74900,74900,73200,74500,120367,1758775.0,23607712.0
2013-03-18,74600,74700,73800,74000,66861,1746971.0,23607712.0
2013-03-19,74000,74500,73200,73500,66125,1735167.0,23607712.0
2013-03-20,73500,74700,73500,73800,99989,1742249.0,23607712.0
2013-03-21,73700,74400,72700,72700,65209,1716281.0,23607712.0
2013-03-22,72700,74300,72400,74000,77306,1746971.0,23607712.0
2013-03-25,74600,74600,73500,74000,55988,1746971.0,23607712.0
2013-03-26,74000,74000,73000,73600,53519,1737528.0,23607712.0
2013-03-27,73500,74500,72900,73600,69577,1737528.0,23607712.0
2013-03-28,73300,75000,73300,74700,111097,1763496.0,23607712.0
2013-03-29,75700,76700,74900,76400,146280,1803629.0,23607712.0
2013-04-01,76300,76600,75400,76600,72976,1808351.0,23607712.0
2013-04-02,77000,78200,76000,76200,108227,1798908.0,23607712.0
2013-04-03,76900,77400,76300,77400,88593,1827237.0,23607712.0
2013-04-04,77200,77500,75500,75500,86855,1782382.0,23607712.0
2013-04-05,74800,74800,71800,72900,316886,1721002.0,23607712.0
2013-04-08,72300,73600,72300,72400,57783,1709198.0,23607712.0
2013-04-09,72300,74400,72200,74200,60214,1751692.0,23607712.0
2013-04-10,73500,74400,73300,73800,68627,1742249.0,23607712.0
2013-04-11,74200,74200,73300,73500,46235,1735167.0,23607712.0
2013-04-12,73800,75500,73000,75000,84309,1770578.0,23607712.0
2013-04-15,75200,75400,72700,73400,69088,1732806.0,23607712.0
2013-04-16,72700,73400,72000,73000,37583,1723363.0,23607712.0
2013-04-17,73500,73500,72000,72300,58756,1706838.0,23607712.0
2013-04-18,71900,72400,70800,72000,63687,1699755.0,23607712.0
2013-04-19,71000,72500,70600,71100,63628,1678508.0,23607712.0
2013-04-22,70800,73400,70800,73000,44934,1723363.0,23607712.0
2013-04-23,72500,73400,71200,72400,52138,1709198.0,23607712.0
2013-04-24,72400,73000,71500,72000,71454,1699755.0,23607712.0
2013-04-25,72000,76900,72000,76100,208874,1796547.0,23607712.0
2013-04-26,76500,79000,75800,79000,214746,1865009.0,23607712.0
2013-04-29,78800,79700,77600,79400,72015,1874452.0,23607712.0
2013-04-30,79400,79400,77900,78100,55307,1843762.0,23607712.0
2013-05-02,77800,78500,76500,77300,57687,1824876.0,23607712.0
2013-05-03,77300,78300,77300,78000,46114,1841402.0,23607712.0
2013-05-06,78500,78700,76800,77400,64418,1827237.0,23607712.0
2013-05-07,77100,78800,77100,78000,71579,1841402.0,23607712.0
2013-05-08,78100,80200,73700,78500,91168,1853205.0,23607712.0
2013-05-09,78400,79700,77900,79500,80828,1876813.0,23607712.0
2013-05-10,79400,82200,78800,81600,271160,1926389.0,23607712.0
2013-05-13,81900,83400,81400,82500,152306,1947636.0,23607712.0
2013-05-14,81800,83000,81600,81800,94404,1931111.0,23607712.0
2013-05-15,81600,82500,80400,81300,42955,1919307.0,23607712.0
2013-05-16,81200,83600,81200,83500,52941,1971244.0,23607712.0
2013-05-20,83500,84500,83000,83700,82050,1975965.0,23607712.0
2013-05-21,83800,84100,82000,83000,65787,1959440.0,23607712.0
2013-05-22,82500,84700,81500,83000,89229,1959440.0,23607712.0
2013-05-23,83000,84100,82600,83600,37079,1973605.0,23607712.0
2013-05-24,83100,84500,82700,83700,61533,1975965.0,23607712.0
2013-05-27,83700,84700,82300,83000,52574,1959440.0,23607712.0
2013-05-28,83500,84100,81500,83300,61123,1966522.0,23607712.0
2013-05-29,83300,84100,82700,82900,59258,1957079.0,23607712.0
2013-05-30,83700,85900,83300,85100,86178,2009016.0,23607712.0
2013-05-31,85300,85900,83800,83800,74157,1978326.0,23607712.0
2013-06-03,83800,84700,82200,82200,80337,1940554.0,23607712.0
2013-06-04,82200,82700,80600,81100,91581,1914585.0,23607712.0
2013-06-05,81500,82700,80000,80000,55834,1888617.0,23607712.0
2013-06-07,80200,83900,80200,83400,78844,1968883.0,23607712.0
2013-06-10,83900,84000,82800,83600,35959,1973605.0,23607712.0
2013-06-11,83700,84400,82300,83400,38951,1968883.0,23607712.0
2013-06-12,83900,83900,82300,83500,21008,1971244.0,23607712.0
2013-06-13,83500,83900,81500,83200,61693,1964162.0,23607712.0
2013-06-14,83200,84100,82300,83900,34544,1980687.0,23607712.0
2013-06-17,83000,83500,82000,82700,35879,1952358.0,23607712.0
2013-06-18,83400,83400,81500,83300,48669,1966522.0,23607712.0
2013-06-19,83700,83700,78900,80300,145249,1895699.0,23607712.0
2013-06-20,79000,80800,78500,79300,77747,1872092.0,23607712.0
2013-06-21,78100,78900,75900,78000,120231,1841402.0,23607712.0
2013-06-24,77800,78600,76500,77000,58285,1817794.0,23607712.0
2013-06-25,77200,77900,75200,76000,67086,1794186.0,23607712.0
2013-06-26,77900,78700,77000,78000,43600,1841402.0,23607712.0
2013-06-27,79700,85400,79100,84500,174192,1994852.0,23607712.0
2013-06-28,84500,85000,83200,84800,99126,2001934.0,23607712.0
2013-07-01,84800,85000,83200,84300,47892,1990130.0,23607712.0
2013-07-02,85200,85400,83300,83700,65892,1975965.0,23607712.0
2013-07-03,83700,84800,82800,83000,50750,1959440.0,23607712.0
2013-07-04,83200,86500,83100,85000,101034,2006656.0,23607712.0
2013-07-05,86000,86800,84400,85400,45778,2016099.0,23607712.0
2013-07-08,85400,86100,83100,84500,55865,1994852.0,23607712.0
2013-07-09,86000,86000,83700,85900,66957,2027902.0,23607712.0
2013-07-10,85900,86500,84100,85000,55597,2006656.0,23607712.0
2013-07-11,85100,85500,84300,84500,32141,1994852.0,23607712.0
2013-07-12,84100,87000,84100,86900,82407,2051510.0,23607712.0
2013-07-15,86900,86900,84500,84700,69730,1999573.0,23607712.0
2013-07-16,85000,85000,83300,83600,88496,1973605.0,23607712.0
2013-07-17,82900,85700,82900,85600,91350,2020820.0,23607712.0
2013-07-18,84600,85700,84100,84100,41900,1985409.0,23607712.0
2013-07-19,84800,85900,84400,85900,29029,2027902.0,23607712.0
2013-07-22,85300,85700,84200,85000,51290,2006656.0,23607712.0
2013-07-23,85400,85500,83800,84100,64677,1985409.0,23607712.0
2013-07-24,84600,84600,83300,83500,55223,1971244.0,23607712.0
2013-07-25,83300,84200,82700,83100,73540,1961801.0,23607712.0
2013-07-26,82900,84800,82700,84600,74123,1997212.0,23607712.0
2013-07-29,84400,84400,81900,82100,52115,1938193.0,23607712.0
2013-07-30,82500,84100,82000,84000,61539,1983048.0,23607712.0
2013-07-31,83900,85100,83200,84900,56788,2004295.0,23607712.0
2013-08-01,84900,84900,82600,84500,77069,1994852.0,23607712.0
2013-08-02,84000,84200,82000,82500,123822,1947636.0,23607712.0
2013-08-05,82100,82300,80900,81200,103048,1916946.0,23607712.0
2013-08-06,81200,82000,80600,81900,43649,1933472.0,23607712.0
2013-08-07,82000,82000,80900,81300,23714,1919307.0,23607712.0
2013-08-08,82600,85200,82200,84800,160351,2001934.0,23607712.0
2013-08-09,84300,85300,83200,85000,84104,2006656.0,23607712.0
2013-08-12,86700,86700,83700,84100,124181,1985409.0,23607712.0
2013-08-13,84900,87000,84500,86900,167378,2051510.0,23607712.0
2013-08-14,87100,87900,85900,86800,74600,2049149.0,23607712.0
2013-08-16,86100,86900,85000,85400,47724,2016099.0,23607712.0
2013-08-19,85400,85900,84300,85000,50876,2006656.0,23607712.0
2013-08-20,85000,86000,84300,84400,49206,1992491.0,23607712.0
2013-08-21,84300,85000,84100,84500,55975,1994852.0,23607712.0
2013-08-22,84100,84400,82700,84400,68086,1992491.0,23607712.0
2013-08-23,84500,85200,84300,84600,63842,1997212.0,23607712.0
2013-08-26,85200,85200,81800,81900,118670,1933472.0,23607712.0
2013-08-27,82100,82200,78300,79000,221905,1865009.0,23607712.0
2013-08-28,78300,80400,78000,80300,75869,1895699.0,23607712.0
2013-08-29,80300,80700,78900,79200,81443,1869731.0,23607712.0
2013-08-30,78900,79900,78300,79500,78530,1876813.0,23607712.0
2013-09-02,80300,80300,78100,78300,89907,1848484.0,23607712.0
2013-09-03,78300,79300,78000,78400,65843,1850845.0,23607712.0
2013-09-04,78100,78600,75900,77000,201785,1817794.0,23607712.0
2013-09-05,76600,78100,76500,78000,112929,1841402.0,23607712.0
2013-09-06,77700,78000,75600,76800,144966,1813072.0,23607712.0
2013-09-09,77000,77600,75100,75100,172364,1772939.0,23607712.0
2013-09-10,75500,76400,74700,75300,99887,1777661.0,23607712.0
2013-09-11,75100,76300,75100,75800,95876,1789465.0,23607712.0
2013-09-12,76400,76700,75800,76000,113531,1794186.0,23607712.0
2013-09-13,75600,76200,74300,75400,120137,1780021.0,23607712.0
2013-09-16,75300,76500,75100,76200,41560,1798908.0,23607712.0
2013-09-17,76100,76800,74900,76200,70812,1798908.0,23607712.0
2013-09-23,76800,78600,76500,78600,139312,1855566.0,23607712.0
2013-09-24,78700,79700,78100,79300,142702,1872092.0,23607712.0
2013-09-25,79400,79900,77900,78600,113705,1855566.0,23607712.0
2013-09-26,79100,81300,78900,80900,138129,1909864.0,23607712.0
2013-09-27,80600,82100,80400,81200,86215,1916946.0,23607712.0
2013-09-30,81000,81200,79600,79900,50507,1886256.0,23607712.0
2013-10-01,80100,80700,78900,80100,60583,1890978.0,23607712.0
2013-10-02,80900,81800,80300,81500,126241,1924029.0,23607712.0
2013-10-04,81200,81700,79200,81700,82878,1928750.0,23607712.0
2013-10-07,81600,81800,79600,79800,54301,1883895.0,23607712.0
2013-10-08,79600,80000,78700,79100,47323,1867370.0,23607712.0
2013-10-10,79100,79700,78700,79400,39286,1874452.0,23607712.0
2013-10-11,78700,80000,78700,79300,74010,1872092.0,23607712.0
2013-10-14,79300,79300,77600,77800,65492,1836680.0,23607712.0
2013-10-15,77700,79800,77300,79800,76112,1883895.0,23607712.0
2013-10-16,79800,79800,78300,78400,25862,1850845.0,23607712.0
2013-10-17,79400,79400,76900,77700,73990,1834319.0,23607712.0
2013-10-18,78000,78100,76900,77200,44473,1822515.0,23607712.0
2013-10-21,77200,79400,77000,79300,46099,1872092.0,23607712.0
2013-10-22,78700,81500,78700,81000,83056,1912225.0,23607712.0
2013-10-23,81400,81900,80600,81600,83905,1926389.0,23607712.0
2013-10-24,81700,81900,80400,81600,64724,1926389.0,23607712.0
2013-10-25,81300,82400,80800,81400,38544,1921668.0,23607712.0
2013-10-28,81900,83300,81400,82900,109085,1957079.0,23607712.0
2013-10-29,83000,83800,82600,83400,85345,1968883.0,23607712.0
2013-10-30,83900,84900,83500,84500,120624,1994852.0,23607712.0
2013-10-31,84600,84900,82700,83500,67579,1971244.0,23607712.0
2013-11-01,83400,85000,82700,84900,83670,2004295.0,23607712.0
2013-11-04,85200,85200,83100,84000,70579,1983048.0,23607712.0
2013-11-05,84000,85200,83200,85000,69940,2006656.0,23607712.0
2013-11-06,84400,85100,83300,84000,26774,1983048.0,23607712.0
2013-11-07,84000,84000,81300,81800,70806,1931111.0,23607712.0
2013-11-08,81800,85000,81800,84900,122650,2004295.0,23607712.0
2013-11-11,84400,85500,84000,84600,27212,1997212.0,23607712.0
2013-11-12,83900,85200,83600,84900,38479,2004295.0,23607712.0
2013-11-13,84500,85400,84100,84700,39079,1999573.0,23607712.0
2013-11-14,85700,85700,80300,85400,34756,2016099.0,23607712.0
2013-11-15,85500,85700,84300,84700,30943,1999573.0,23607712.0
2013-11-18,84300,84800,83300,83800,32018,1978326.0,23607712.0
2013-11-19,83500,84600,83300,84100,36236,1985409.0,23607712.0
2013-11-20,83600,85500,83300,83800,39861,1978326.0,23607712.0
2013-11-21,83600,85300,82800,85000,76938,2006656.0,23607712.0
2013-11-22,85400,86000,84600,85800,67786,2025542.0,23607712.0
2013-11-25,85800,86700,85700,86400,58616,2039706.0,23607712.0
2013-11-26,86600,86800,84200,85000,135256,2006656.0,23607712.0
2013-11-27,85800,85800,84300,85000,67239,2006656.0,23607712.0
2013-11-28,84700,85500,84700,84900,50035,2004295.0,23607712.0
2013-11-29,85000,86800,84900,86700,121548,2046789.0,23607712.0
2013-12-02,86300,86700,83300,84500,58867,1994852.0,23607712.0
2013-12-03,84400,86200,84300,86200,46185,2034985.0,23607712.0
2013-12-04,86500,86800,85300,86700,55734,2046789.0,23607712.0
2013-12-05,86000,86900,85700,86400,30520,2039706.0,23607712.0
2013-12-06,86200,87800,85300,87400,87450,2063314.0,23607712.0
2013-12-09,87900,88700,87300,88200,68406,2082200.0,23607712.0
2013-12-10,87800,88800,86700,88000,20792,2077479.0,23607712.0
2013-12-11,87300,88100,86300,87100,69963,2056232.0,23607712.0
2013-12-12,86600,88600,86100,88300,29876,2084561.0,23607712.0
2013-12-13,88500,89000,87600,88600,43763,2091643.0,23607712.0
2013-12-16,89000,90700,89000,90400,120147,2134137.0,23607712.0
2013-12-17,90500,91400,89200,90500,91281,2136498.0,23607712.0
2013-12-18,90500,90700,88300,89000,51483,2101086.0,23607712.0
2013-12-19,88800,88800,86600,87100,106175,2056232.0,23607712.0
2013-12-20,87800,88000,86400,87000,46702,2053871.0,23607712.0
2013-12-23,87200,87500,86500,87000,31782,2053871.0,23607712.0
2013-12-24,87000,87000,85500,85900,66575,2027902.0,23607712.0
2013-12-26,86100,87700,86100,87200,52056,2058592.0,23607712.0
2013-12-27,87600,88500,87200,87200,50197,2058592.0,23607712.0
2013-12-30,87500,88300,86700,87500,28055,2065675.0,23607712.0
2014-01-02,88200,90000,87600,89600,96518,2115251.0,23607712.0
2014-01-03,89600,90300,87600,88200,60745,2082200.0,23607712.0
2014-01-06,88600,89200,86700,86800,30822,2049149.0,23607712.0
2014-01-07,86800,88500,86500,88000,56478,2077479.0,23607712.0
2014-01-08,87600,87800,84200,87500,218185,2065675.0,23607712.0
2014-01-09,87000,87000,80500,83000,413854,1959440.0,23607712.0
2014-01-10,82100,83600,82000,83000,76415,1959440.0,23607712.0
2014-01-13,83000,84900,82000,84400,68394,1992491.0,23607712.0
2014-01-14,83500,84400,82800,82900,63755,1957079.0,23607712.0
2014-01-15,83100,84600,82100,83700,70340,1975965.0,23607712.0
2014-01-16,83700,83800,82100,82700,53357,1952358.0,23607712.0
2014-01-17,82200,82300,80700,81000,68356,1912225.0,23607712.0
2014-01-20,80600,81400,79700,80500,67910,1900421.0,23607712.0
2014-01-21,80100,82200,80000,81600,76056,1926389.0,23607712.0
2014-01-22,81900,82700,80300,82500,79902,1947636.0,23607712.0
2014-01-23,81800,82500,79400,79800,166193,1883895.0,23607712.0
2014-01-24,79600,79700,76200,77000,259111,1817794.0,23607712.0
2014-01-27,76600,77500,75000,76200,143103,1798908.0,23607712.0
2014-01-28,75300,77900,75300,77800,98013,1836680.0,23607712.0
2014-01-29,78000,78700,76000,77200,158664,1822515.0,23607712.0
2014-02-03,77200,77400,76000,77100,76142,1820155.0,23607712.0
2014-02-04,76300,77800,75000,76400,90505,1803629.0,23607712.0
2014-02-05,76500,76900,76000,76900,103141,1815433.0,23607712.0
2014-02-06,77400,77600,76100,76800,58295,1813072.0,23607712.0
2014-02-07,77400,78200,76200,76700,80457,1810712.0,23607712.0
2014-02-10,77500,78800,77200,78700,78025,1857927.0,23607712.0
2014-02-11,79300,79500,77100,78100,70927,1843762.0,23607712.0
2014-02-12,77500,78300,76700,77000,147150,1817794.0,23607712.0
2014-02-13,76600,77400,76600,77300,81910,1824876.0,23607712.0
2014-02-14,76900,77600,76500,76900,69088,1815433.0,23607712.0
2014-02-17,76800,78500,76700,78200,44349,1846123.0,23607712.0
2014-02-18,78200,80000,77500,79800,50144,1883895.0,23607712.0
2014-02-19,80100,80300,78900,79800,39596,1883895.0,23607712.0
2014-02-20,80000,81400,79200,80400,112019,1898060.0,23607712.0
2014-02-21,79900,81200,79400,80500,66905,1900421.0,23607712.0
2014-02-24,80700,81000,78400,79000,45053,1865009.0,23607712.0
2014-02-25,79100,82200,79100,81500,89410,1924029.0,23607712.0
2014-02-26,81400,83200,80700,83000,102788,1959440.0,23607712.0
2014-02-27,82900,82900,80500,80900,65740,1909864.0,23607712.0
2014-02-28,80400,81200,79000,79200,88559,1869731.0,23607712.0
2014-03-03,79400,81500,78600,79900,59822,1886256.0,23607712.0
2014-03-04,79000,81000,78900,80900,56476,1909864.0,23607712.0
2014-03-05,81400,81400,79400,79800,64719,1883895.0,23607712.0
2014-03-06,79800,80200,78500,78600,67954,1855566.0,23607712.0
2014-03-07,78900,79000,78300,78700,93841,1857927.0,23607712.0
2014-03-10,78500,78600,76800,77700,95436,1834319.0,23607712.0
2014-03-11,77800,79300,77800,78700,68384,1857927.0,23607712.0
2014-03-12,78700,78800,77500,77600,40875,1831958.0,23607712.0
2014-03-13,77000,78200,76500,77800,70072,1836680.0,23607712.0
2014-03-14,76700,77800,76000,76400,75422,1803629.0,23607712.0
2014-03-17,76800,78000,76600,77500,55318,1829598.0,23607712.0
2014-03-18,78200,78200,77000,77400,43407,1827237.0,23607712.0
2014-03-19,77400,77500,75100,75200,91332,1775300.0,23607712.0
2014-03-20,75000,75400,73100,73200,73297,1728085.0,23607712.0
2014-03-21,74500,74800,73300,74000,47302,1746971.0,23607712.0
2014-03-24,74100,74800,71600,72100,74620,1702116.0,23607712.0
2014-03-25,71000,72300,71000,72200,112977,1704477.0,23607712.0
2014-03-26,72300,73000,71400,72700,90485,1716281.0,23607712.0
2014-03-27,72300,73300,71500,73000,51332,1723363.0,23607712.0
2014-03-28,72700,73000,71900,72000,77621,1699755.0,23607712.0
2014-03-31,71800,72400,71500,72400,50146,1709198.0,23607712.0
2014-04-01,72600,74700,71500,73700,87855,1739888.0,23607712.0
2014-04-02,73800,75200,73600,74200,91137,1751692.0,23607712.0
2014-04-03,74300,75000,73700,74000,60609,1746971.0,23607712.0
2014-04-04,74800,75900,74100,74400,49905,1756414.0,23607712.0
2014-04-07,73600,75300,73400,74400,48891,1756414.0,23607712.0
2014-04-08,73900,75600,73600,74400,51626,1756414.0,23607712.0
2014-04-09,74100,74800,73600,74500,44770,1758775.0,23607712.0
2014-04-10,75000,75200,73100,73400,47606,1732806.0,23607712.0
2014-04-11,72600,75800,72200,75500,42961,1782382.0,23607712.0
2014-04-14,75600,75600,74000,74600,30147,1761135.0,23607712.0
2014-04-15,74200,75000,73300,74800,33939,1765857.0,23607712.0
2014-04-16,74400,74400,72200,72600,122553,1713920.0,23607712.0
2014-04-17,72800,73600,72400,73600,43448,1737528.0,23607712.0
2014-04-18,74000,74000,72700,73600,40144,1737528.0,23607712.0
2014-04-21,73600,73900,71700,73700,72670,1739888.0,23607712.0
2014-04-22,73700,74300,73000,74300,45081,1754053.0,23607712.0
2014-04-23,74500,75000,73400,74400,44924,1756414.0,23607712.0
2014-04-24,74600,74600,72400,73200,73204,1728085.0,23607712.0
2014-04-25,72600,72900,70600,71300,70145,1683230.0,23607712.0
2014-04-28,71700,72100,70500,71500,50389,1687951.0,23607712.0
2014-04-29,71200,72400,71000,72100,25584,1702116.0,23607712.0
2014-04-30,72300,72800,71700,72500,12422,1711559.0,23607712.0
2014-05-02,72700,72800,71100,71700,37243,1692673.0,23607712.0
2014-05-07,71700,72200,70500,71500,40879,1687951.0,23607712.0
2014-05-08,70900,71700,70500,70900,23656,1673787.0,23607712.0
2014-05-09,71100,72700,70800,72300,25423,1706838.0,23607712.0
2014-05-12,71000,73500,71000,73400,44578,1732806.0,23607712.0
2014-05-13,73000,73200,71800,72900,47202,1721002.0,23607712.0
2014-05-14,72900,74100,71800,73400,61605,1732806.0,23607712.0
2014-05-15,73300,73800,72900,73000,24732,1723363.0,23607712.0
2014-05-16,72900,73000,70900,72000,73253,1699755.0,23607712.0
2014-05-19,72000,72200,70300,70600,68416,1666704.0,23607712.0
2014-05-20,71000,71100,70400,70500,32261,1664344.0,23607712.0
2014-05-21,70400,71200,70400,71100,31712,1678508.0,23607712.0
2014-05-22,70600,71500,70600,71400,36621,1685591.0,23607712.0
2014-05-23,71100,72000,70900,71400,29477,1685591.0,23607712.0
2014-05-26,70500,72000,70300,71800,98932,1695034.0,23607712.0
2014-05-27,71200,72400,70600,71900,62929,1697394.0,23607712.0
2014-05-28,71800,72100,71200,71700,35293,1692673.0,23607712.0
2014-05-29,71200,71600,70200,70300,81980,1659622.0,23607712.0
2014-05-30,70800,70800,67400,67400,160284,1591160.0,23607712.0
2014-06-02,67400,67900,66200,66400,80461,1567552.0,23607712.0
2014-06-03,65900,66600,65100,65300,113138,1541584.0,23607712.0
2014-06-05,65300,65700,62000,63800,167722,1506172.0,23607712.0
2014-06-09,62500,65000,62100,64500,74321,1522697.0,23607712.0
2014-06-10,64200,69100,64200,67500,168415,1593521.0,23607712.0
2014-06-11,67200,67500,66100,67200,56362,1586438.0,23607712.0
2014-06-12,67200,67900,66900,66900,38590,1579356.0,23607712.0
2014-06-13,66900,67200,65400,65800,68457,1553387.0,23607712.0
2014-06-16,65500,66300,65400,65800,51832,1553387.0,23607712.0
2014-06-17,65400,66300,65400,66300,63943,1565191.0,23607712.0
2014-06-18,66000,68200,66000,67000,65840,1581717.0,23607712.0
2014-06-19,66800,67900,66400,67600,47944,1595881.0,23607712.0
2014-06-20,67200,67900,65200,66700,85167,1574634.0,23607712.0
2014-06-23,66800,67800,66500,67600,43318,1595881.0,23607712.0
2014-06-24,67600,68800,66800,67600,51219,1595881.0,23607712.0
2014-06-25,67300,69600,67300,68000,72310,1605324.0,23607712.0
2014-06-26,68700,68900,66900,68300,39283,1612407.0,23607712.0
2014-06-27,68300,70100,67700,70000,50980,1652540.0,23607712.0
2014-06-30,70300,70400,68900,69700,49348,1645458.0,23607712.0
2014-07-01,69700,69700,67900,68200,46561,1610046.0,23607712.0
2014-07-02,68400,68800,68000,68600,31858,1619489.0,23607712.0
2014-07-03,68900,70000,68700,69800,50096,1647818.0,23607712.0
2014-07-04,69600,70600,69400,70500,48113,1664344.0,23607712.0
2014-07-07,70400,70400,68500,68700,61847,1621850.0,23607712.0
2014-07-08,68700,70200,68600,69900,36282,1650179.0,23607712.0
2014-07-09,69700,70600,69300,70500,46758,1664344.0,23607712.0
2014-07-10,70900,72900,70900,72100,113661,1702116.0,23607712.0
2014-07-11,72100,72800,71000,71900,58147,1697394.0,23607712.0
2014-07-14,71600,73100,71100,72900,68420,1721002.0,23607712.0
2014-07-15,72900,73500,72000,72000,59787,1699755.0,23607712.0
2014-07-16,72000,72700,71400,72200,23182,1704477.0,23607712.0
2014-07-17,72300,72300,69800,70000,120985,1652540.0,23607712.0
2014-07-18,69000,70300,68000,68900,112228,1626571.0,23607712.0
2014-07-21,69100,69600,67000,67300,97664,1588799.0,23607712.0
2014-07-22,67000,68900,66200,68500,87129,1617128.0,23607712.0
2014-07-23,68500,68500,67200,67800,70420,1600603.0,23607712.0
2014-07-24,68000,68000,66600,67100,74629,1584077.0,23607712.0
2014-07-25,67600,67600,66200,66600,75125,1572274.0,23607712.0
2014-07-28,66800,67600,66400,67200,85545,1586438.0,23607712.0
2014-07-29,67000,68000,66100,67700,62789,1598242.0,23607712.0
2014-07-30,66800,68500,66600,68400,62904,1614768.0,23607712.0
2014-07-31,68400,69000,67600,68600,57301,1619489.0,23607712.0
2014-08-01,67800,69100,67800,69100,31789,1631293.0,23607712.0
2014-08-04,69000,69000,67100,67300,51564,1588799.0,23607712.0
2014-08-05,67300,68600,67300,68100,43850,1607685.0,23607712.0
2014-08-06,67800,67900,65000,66200,99727,1562831.0,23607712.0
2014-08-07,66200,66200,65300,65400,56964,1543944.0,23607712.0
2014-08-08,65600,65600,64200,64900,49828,1532141.0,23607712.0
2014-08-11,64700,68500,64700,67800,84963,1600603.0,23607712.0
2014-08-12,68000,68000,65500,67000,52469,1581717.0,23607712.0
2014-08-13,66600,71200,66400,71000,193875,1676148.0,23607712.0
2014-08-14,71000,72000,69000,71500,101431,1687951.0,23607712.0
2014-08-18,71500,71700,70600,71000,31403,1676148.0,23607712.0
2014-08-19,70400,73300,70400,72700,129195,1716281.0,23607712.0
2014-08-20,72700,74000,72000,73200,103644,1728085.0,23607712.0
2014-08-21,73600,74500,72600,74300,84143,1754053.0,23607712.0
2014-08-22,74000,75900,73700,75900,147522,1791825.0,23607712.0
2014-08-25,75900,77100,73900,77000,101725,1817794.0,23607712.0
2014-08-26,76900,77000,75500,75500,78852,1782382.0,23607712.0
2014-08-27,75900,77900,75500,77800,93703,1836680.0,23607712.0
2014-08-28,77700,77900,75500,77000,91505,1817794.0,23607712.0
2014-08-29,76400,76400,74100,75000,69763,1770578.0,23607712.0
2014-09-01,74900,75800,74000,75700,53393,1787104.0,23607712.0
2014-09-02,75000,78300,75000,77800,104249,1836680.0,23607712.0
2014-09-03,77300,79400,77300,79000,100213,1865009.0,23607712.0
2014-09-04,79000,79600,78000,78800,109388,1860288.0,23607712.0
2014-09-05,78700,78800,77100,77500,87284,1829598.0,23607712.0
2014-09-11,77000,77900,75800,75900,37308,1791825.0,23607712.0
2014-09-12,75600,76500,74700,75300,70475,1777661.0,23607712.0
2014-09-15,75900,77500,74600,75700,69655,1787104.0,23607712.0
2014-09-16,76300,76400,74500,75200,45840,1775300.0,23607712.0
2014-09-17,74800,75600,74300,75000,25159,1770578.0,23607712.0
2014-09-18,75400,76100,73900,75000,27914,1770578.0,23607712.0
2014-09-19,75000,77800,74400,77200,63932,1822515.0,23607712.0
2014-09-22,76500,77300,75100,76000,54251,1794186.0,23607712.0
2014-09-23,75000,76600,74900,76400,40396,1803629.0,23607712.0
2014-09-24,76800,77300,75600,75800,38216,1789465.0,23607712.0
2014-09-25,75800,76300,74400,75200,41837,1775300.0,23607712.0
2014-09-26,74500,76200,74100,75100,47566,1772939.0,23607712.0
2014-09-29,75500,76100,72700,73200,51395,1728085.0,23607712.0
2014-09-30,74200,74200,71100,72500,95593,1711559.0,23607712.0
2014-10-01,71900,72200,68100,70000,122535,1652540.0,23607712.0
2014-10-02,68800,71400,67900,70700,87839,1669065.0,23607712.0
2014-10-06,70500,71400,68200,68400,64732,1614768.0,23607712.0
2014-10-07,69000,69000,66900,67000,72414,1581717.0,23607712.0
2014-10-08,66900,70900,66700,70900,66698,1673787.0,23607712.0
2014-10-10,70900,71000,68000,70900,66508,1673787.0,23607712.0
2014-10-13,70800,70800,68000,68500,61227,1617128.0,23607712.0
2014-10-14,69500,69700,67100,68300,66438,1612407.0,23607712.0
2014-10-15,67500,71700,67500,71500,89675,1687951.0,23607712.0
2014-10-16,71300,71900,69400,70100,87143,1654901.0,23607712.0
2014-10-17,70000,70800,68600,69400,48321,1638375.0,23607712.0
2014-10-20,70500,70500,68000,68100,58591,1607685.0,23607712.0
2014-10-21,68000,68800,67600,68400,53004,1614768.0,23607712.0
2014-10-22,68500,68900,66400,67500,121178,1593521.0,23607712.0
2014-10-23,67200,67600,66400,66400,42288,1567552.0,23607712.0
2014-10-24,66400,66500,64600,64800,107783,1529780.0,23607712.0
