한화손해보험(000370),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-05-28,4934,4934,4752,4819,30676,67790.0,46431734.0
2003-05-29,5000,5017,4886,5002,14708,70344.0,46431734.0
2003-05-30,4934,4934,4786,4786,24560,67326.0,46431734.0
2003-06-02,4820,5166,4820,5018,53500,70576.0,46431734.0
2003-06-03,4984,5214,4901,5216,61270,73362.0,46431734.0
2003-06-04,5413,5992,5281,5992,177950,84274.0,46431734.0
2003-06-05,6882,6882,6602,6883,254838,96810.0,46431734.0
2003-06-09,6965,7889,6454,6933,888108,97507.0,46431734.0
2003-06-10,6636,7526,6636,7361,261880,103543.0,46431734.0
2003-06-11,7427,8451,7163,8270,982880,116311.0,46431734.0
2003-06-12,8567,8582,8022,8270,379839,116311.0,46431734.0
2003-06-13,8318,8318,7329,7593,399641,106793.0,46431734.0
2003-06-16,7542,7542,7030,7427,221150,104471.0,46431734.0
2003-06-17,7626,8104,7493,7593,276590,106793.0,46431734.0
2003-06-18,7460,7575,7080,7130,205640,100293.0,46431734.0
2003-06-19,7262,7427,7064,7097,109470,99828.0,46431734.0
2003-06-20,6998,7229,6998,7180,56310,100989.0,46431734.0
2003-06-23,7080,7244,6915,6916,61100,97274.0,46431734.0
2003-06-24,6650,6915,6635,6916,95200,97274.0,46431734.0
2003-06-25,7030,7426,6980,7395,183060,104007.0,46431734.0
2003-06-26,7378,7576,7048,7064,75800,99364.0,46431734.0
2003-06-27,7212,7279,6931,7032,73940,98900.0,46431734.0
2003-06-30,6766,6783,6287,6470,185640,91006.0,46431734.0
2003-07-01,6305,7263,6305,6933,218360,97507.0,46431734.0
2003-07-02,7031,7064,6602,6883,165010,96810.0,46431734.0
2003-07-03,7097,7163,6733,6734,194270,94721.0,46431734.0
2003-07-04,6650,6766,6502,6602,106370,92863.0,46431734.0
2003-07-07,6617,6750,6535,6652,71279,93560.0,46431734.0
2003-07-08,6685,6899,6518,6570,138340,92399.0,46431734.0
2003-07-09,6568,6667,6486,6520,47040,91703.0,46431734.0
2003-07-10,6536,6536,6288,6355,103500,89381.0,46431734.0
2003-07-11,6173,6436,6155,6436,66600,90542.0,46431734.0
2003-07-14,6388,6503,6339,6372,64089,89613.0,46431734.0
2003-07-15,6337,6502,6272,6436,69560,90542.0,46431734.0
2003-07-16,6321,6469,6106,6272,46900,88220.0,46431734.0
2003-07-18,6107,6305,6008,6058,45190,85202.0,46431734.0
2003-07-21,6057,6222,5775,5777,29350,81256.0,46431734.0
2003-07-22,5611,5776,5429,5430,57790,76380.0,46431734.0
2003-07-23,5512,5792,5281,5743,89920,80791.0,46431734.0
2003-07-24,5909,5925,5480,5512,48702,77541.0,46431734.0
2003-07-25,5478,5528,5379,5479,34400,77077.0,46431734.0
2003-07-28,5479,5776,5479,5611,62440,78934.0,46431734.0
2003-07-29,5611,5742,5512,5561,22470,78237.0,46431734.0
2003-07-30,5512,5545,5446,5447,31511,76612.0,46431734.0
2003-07-31,5530,5530,5349,5415,23429,76148.0,46431734.0
2003-08-01,5413,5529,5380,5447,23909,76612.0,46431734.0
2003-08-04,5446,5612,5282,5281,25109,74291.0,46431734.0
2003-08-05,5495,6073,5347,5579,129280,78470.0,46431734.0
2003-08-06,5712,5712,5447,5679,59490,79863.0,46431734.0
2003-08-07,5627,5760,5495,5579,31885,78470.0,46431734.0
2003-08-08,5545,5924,5545,5777,50796,81256.0,46431734.0
2003-08-11,5810,6040,5644,6008,100730,84506.0,46431734.0
2003-08-12,6124,6156,5842,5942,56640,83577.0,46431734.0
2003-08-13,5842,6074,5578,5611,97000,78934.0,46431734.0
2003-08-14,5760,5792,5479,5611,40880,78934.0,46431734.0
2003-08-18,5645,6009,5645,5893,90294,82881.0,46431734.0
2003-08-19,5941,6007,5875,6008,93658,84506.0,46431734.0
2003-08-20,6073,6684,6040,6602,323505,92863.0,46431734.0
2003-08-21,6602,6701,6321,6668,179690,93792.0,46431734.0
2003-08-22,6701,6965,6503,6536,166230,91935.0,46431734.0
2003-08-25,6469,6601,6024,6272,72415,88220.0,46431734.0
2003-08-26,6188,6304,5941,6305,49390,88685.0,46431734.0
2003-08-27,6223,6900,6139,6668,178058,93792.0,46431734.0
2003-08-28,6701,6916,6470,6768,158310,95185.0,46431734.0
2003-08-29,6998,7525,6635,6734,251150,94721.0,46431734.0
2003-09-01,6668,6932,6552,6933,81628,97507.0,46431734.0
2003-09-02,6850,7262,6850,7097,88660,99828.0,46431734.0
2003-09-03,7262,7378,6931,7064,77840,99364.0,46431734.0
2003-09-04,7180,7180,6750,7064,57740,99364.0,46431734.0
2003-09-05,6932,6965,6587,6768,66267,95185.0,46431734.0
2003-09-08,6651,6651,6370,6486,41700,91238.0,46431734.0
2003-09-09,6502,6536,6272,6486,77941,91238.0,46431734.0
2003-09-15,6289,6289,5959,6108,91582,85899.0,46431734.0
2003-09-16,6089,6172,6007,6172,68408,86827.0,46431734.0
2003-09-17,6206,6355,6025,6024,50570,84738.0,46431734.0
2003-09-18,6057,6239,6025,6074,18410,85434.0,46431734.0
2003-09-19,6206,6272,6025,6024,36900,84738.0,46431734.0
2003-09-22,6105,6105,5611,5777,43860,81256.0,46431734.0
2003-09-23,5363,5775,5363,5710,63081,80327.0,46431734.0
2003-09-24,5545,5760,5545,5579,52200,78470.0,46431734.0
2003-09-25,5545,5545,5330,5447,37070,76612.0,46431734.0
2003-09-26,5463,5611,5330,5430,32300,76380.0,46431734.0
2003-09-29,5249,5349,5200,5199,34690,73130.0,46431734.0
2003-09-30,5281,5513,5215,5331,25901,74987.0,46431734.0
2003-10-01,5232,5430,5117,5381,22230,75684.0,46431734.0
2003-10-02,5381,5596,5381,5596,27228,78702.0,46431734.0
2003-10-06,5445,5742,5445,5710,31010,80327.0,46431734.0
2003-10-07,5528,5710,5528,5579,11560,78470.0,46431734.0
2003-10-08,5711,5711,5282,5447,38050,76612.0,46431734.0
2003-10-09,5446,5446,5232,5365,18810,75452.0,46431734.0
2003-10-10,5430,5579,5380,5512,29140,77541.0,46431734.0
2003-10-13,5495,5924,5446,5777,142806,81256.0,46431734.0
2003-10-14,5859,5875,5562,5645,38171,79398.0,46431734.0
2003-10-15,5626,5644,5478,5496,14466,77309.0,46431734.0
2003-10-16,5497,5596,5397,5465,37200,76845.0,46431734.0
2003-10-17,5381,5777,5381,5415,68160,76148.0,46431734.0
2003-10-20,5396,5578,5380,5579,12140,78470.0,46431734.0
2003-10-21,5612,5612,5480,5546,17120,78005.0,46431734.0
2003-10-22,5545,5545,5396,5397,17100,75916.0,46431734.0
2003-10-23,5445,5512,5016,5265,65991,74059.0,46431734.0
2003-10-24,5215,5282,5215,5281,9800,74291.0,46431734.0
2003-10-27,5199,5396,5182,5347,8510,75219.0,46431734.0
2003-10-28,5298,5413,5298,5365,16390,75452.0,46431734.0
2003-10-29,5413,5446,5298,5347,19240,75219.0,46431734.0
2003-10-30,5249,5380,5249,5298,49988,74523.0,46431734.0
2003-10-31,5281,5347,5214,5315,36740,74755.0,46431734.0
2003-11-03,5264,5430,5214,5233,7120,73594.0,46431734.0
2003-11-04,5232,5446,5232,5233,39690,73594.0,46431734.0
2003-11-05,5264,5330,5182,5315,21800,74755.0,46431734.0
2003-11-06,5282,5331,5166,5167,21160,72666.0,46431734.0
2003-11-07,5232,5396,5033,5216,92700,73362.0,46431734.0
2003-11-10,5150,5513,5133,5149,43902,72434.0,46431734.0
2003-11-11,5298,5298,5066,5216,24732,73362.0,46431734.0
2003-11-12,5133,5183,5067,5084,23496,71505.0,46431734.0
2003-11-13,5116,5248,5116,5216,24950,73362.0,46431734.0
2003-11-14,5149,5282,5100,5216,31340,73362.0,46431734.0
2003-11-17,5132,5149,5083,5100,14960,71737.0,46431734.0
2003-11-18,4473,4622,4341,4342,126510,61058.0,46431734.0
2003-11-19,3995,4027,3797,3896,185569,54789.0,46431734.0
2003-11-20,4094,4094,3863,4044,75064,56879.0,46431734.0
2003-11-21,3945,4060,3945,3994,61120,56182.0,46431734.0
2003-11-24,3927,4093,3663,3796,29356,53396.0,46431734.0
2003-11-25,3813,3846,3713,3730,66780,52468.0,46431734.0
2003-11-26,3730,3926,3730,3928,31479,55254.0,46431734.0
2003-11-27,3827,4125,3812,4060,35850,57111.0,46431734.0
2003-11-28,3977,4159,3977,4028,30930,56647.0,46431734.0
2003-12-01,3928,4226,3813,4110,107990,57808.0,46431734.0
2003-12-02,4060,4226,3962,4110,63990,57808.0,46431734.0
2003-12-03,4059,4175,3960,3961,31370,55718.0,46431734.0
2003-12-04,3927,4159,3862,3944,47590,55486.0,46431734.0
2003-12-05,3912,4027,3896,4028,22480,56647.0,46431734.0
2003-12-08,4076,4143,3976,4060,10160,57111.0,46431734.0
2003-12-09,4125,4125,4010,4010,9420,56415.0,46431734.0
2003-12-10,4109,4143,4026,4060,28260,57111.0,46431734.0
2003-12-11,4026,4125,3994,4060,24790,57111.0,46431734.0
2003-12-12,4027,4127,4027,4110,72560,57808.0,46431734.0
2003-12-15,4110,4159,3995,4044,40710,56879.0,46431734.0
2003-12-16,4026,4026,3894,3961,40200,55718.0,46431734.0
2003-12-17,3911,4125,3795,3961,59770,55718.0,46431734.0
2003-12-18,3961,3994,3862,3944,10040,55486.0,46431734.0
2003-12-19,4043,4043,3827,3928,19980,55254.0,46431734.0
2003-12-22,3763,3878,3763,3813,22380,53629.0,46431734.0
2003-12-23,3828,3878,3697,3697,23170,52004.0,46431734.0
2003-12-24,3731,3747,3152,3599,43890,50611.0,46431734.0
2003-12-26,3714,3714,3533,3599,14610,50611.0,46431734.0
2003-12-29,3465,3597,3383,3482,14242,48985.0,46431734.0
2003-12-30,3483,3565,3466,3467,16890,48753.0,46431734.0
2004-01-02,3500,3682,3500,3681,28780,51771.0,46431734.0
2004-01-05,3632,3895,3632,3730,13620,52468.0,46431734.0
2004-01-06,3746,3746,3597,3631,20300,51075.0,46431734.0
2004-01-07,3632,3682,3500,3681,16650,51771.0,46431734.0
2004-01-08,3681,3730,3532,3631,16154,51075.0,46431734.0
2004-01-09,3583,3632,3152,3467,32060,48753.0,46431734.0
2004-01-12,3432,3976,3432,3978,120193,55950.0,46431734.0
2004-01-13,4159,4423,3796,3879,386443,54557.0,46431734.0
2004-01-14,3812,3812,3564,3665,126900,51539.0,46431734.0
2004-01-15,3680,3762,3482,3499,100730,49218.0,46431734.0
2004-01-16,3597,3730,3382,3499,36197,49218.0,46431734.0
2004-01-19,3483,3583,3366,3434,52030,48289.0,46431734.0
2004-01-20,3433,3532,3383,3516,60220,49450.0,46431734.0
2004-01-26,3564,3581,3399,3581,28860,50378.0,46431734.0
2004-01-27,3548,3563,3464,3499,55846,49218.0,46431734.0
2004-01-28,3466,3500,3384,3434,58310,48289.0,46431734.0
2004-01-29,3401,3466,3334,3434,28410,48289.0,46431734.0
2004-01-30,3500,3500,3384,3467,25910,48753.0,46431734.0
2004-02-02,3416,3466,3416,3434,24410,48289.0,46431734.0
2004-02-03,3384,3450,3366,3434,49180,48289.0,46431734.0
2004-02-04,3432,3449,3399,3400,11560,47825.0,46431734.0
2004-02-05,3384,3533,3384,3467,23300,48753.0,46431734.0
2004-02-06,3515,3515,3401,3467,32380,48753.0,46431734.0
2004-02-09,3483,3483,3400,3482,26700,48985.0,46431734.0
2004-02-10,3434,3500,3434,3434,24550,48289.0,46431734.0
2004-02-11,3401,3500,3401,3434,36290,48289.0,46431734.0
2004-02-12,3466,3500,3434,3434,35160,48289.0,46431734.0
2004-02-13,3434,3483,3434,3467,22970,48753.0,46431734.0
2004-02-16,3401,3483,3401,3467,56450,48753.0,46431734.0
2004-02-17,3498,3976,3498,3978,233100,55950.0,46431734.0
2004-02-18,4258,4571,4175,4572,819047,64308.0,46431734.0
2004-02-19,5134,5250,4803,5249,1459437,73826.0,46431734.0
2004-02-20,5249,6008,4721,4721,1659494,66397.0,46431734.0
2004-02-23,4688,5414,4325,5415,1226881,76148.0,46431734.0
2004-02-24,5893,6224,4902,4953,2298440,69648.0,46431734.0
2004-02-25,4836,5578,4488,4754,844508,66862.0,46431734.0
2004-02-26,5051,5084,4555,4721,371376,66397.0,46431734.0
2004-02-27,4654,5330,4456,4456,1404411,62683.0,46431734.0
2004-03-02,4621,4721,4290,4423,490259,62219.0,46431734.0
2004-03-03,4423,4439,4192,4358,538310,61290.0,46431734.0
2004-03-04,4290,4506,4175,4308,818330,60593.0,46431734.0
2004-03-05,4407,4819,4389,4540,1116840,63844.0,46431734.0
2004-03-08,4538,4538,4339,4440,321502,62451.0,46431734.0
2004-03-09,4224,4289,4125,4142,346155,58272.0,46431734.0
2004-03-10,4059,4125,3827,3829,217810,53861.0,46431734.0
2004-03-11,3647,3961,3647,3846,153980,54093.0,46431734.0
2004-03-12,3746,3828,3300,3615,197490,50843.0,46431734.0
2004-03-15,3681,4026,3548,3829,182900,53861.0,46431734.0
2004-03-16,3796,3863,3664,3813,74727,53629.0,46431734.0
2004-03-17,3747,3928,3747,3863,142160,54325.0,46431734.0
2004-03-18,3846,3945,3829,3863,83340,54325.0,46431734.0
2004-03-19,4010,4438,3961,4440,202410,62451.0,46431734.0
2004-03-22,4621,4752,4389,4490,646220,63147.0,46431734.0
2004-03-23,4622,5150,4555,5149,1369220,72434.0,46431734.0
2004-03-24,5282,5331,4820,5034,879690,70808.0,46431734.0
2004-03-25,4984,5100,4291,4473,534140,62915.0,46431734.0
2004-03-26,4473,4473,4473,4473,0,62915.0,46431734.0
2004-03-29,4473,4473,4473,4473,0,,
2004-03-30,4473,4473,4473,4473,0,,
2004-03-31,4473,4473,4473,4473,0,,
2004-04-01,4473,4473,4473,4473,0,,
2004-04-02,4473,4473,4473,4473,0,,
2004-04-06,4473,4473,4473,4473,0,,
2004-04-07,4473,4473,4473,4473,0,,
2004-04-08,4473,4473,4473,4473,0,,
2004-04-09,4473,4473,4473,4473,0,,
2004-04-12,4473,4473,4473,4473,0,,
2004-04-13,4473,4473,4473,4473,0,,
2004-04-14,4473,4473,4473,4473,0,,
2004-04-16,4473,4473,4473,4473,0,,
2004-04-19,4473,4473,4473,4473,0,,
2004-04-20,4473,4473,4473,4473,0,,
2004-04-21,4473,4473,4473,4473,0,,
2004-04-22,4473,4473,4473,4473,0,,
2004-04-23,4473,4473,4473,4473,0,,
2004-04-26,4473,4473,4473,4473,0,,
2004-04-27,4473,4473,4473,4473,0,,
2004-04-28,4473,5144,4183,5144,462061,96114.0,15477244.0
2004-04-29,5914,5914,5807,5915,1054712,110508.0,15477244.0
2004-04-30,5376,5964,5028,5144,705600,96114.0,15477244.0
2004-05-03,4912,5119,4374,4415,501810,82494.0,15477244.0
2004-05-04,4447,4514,4107,4232,389394,79089.0,15477244.0
2004-05-06,4332,4555,3602,3727,606310,69648.0,15477244.0
2004-05-07,3590,3759,3263,3358,301879,62760.0,15477244.0
2004-05-10,3395,3433,2858,2874,249290,53706.0,15477244.0
2004-05-11,2675,2978,2646,2858,263990,53396.0,15477244.0
2004-05-12,2944,3283,2919,3284,169728,61367.0,15477244.0
2004-05-13,3419,3598,3039,3081,439681,57575.0,15477244.0
2004-05-14,3214,3219,2858,3023,166401,56492.0,15477244.0
2004-05-17,2940,3080,2733,2882,129467,53861.0,15477244.0
2004-05-18,2740,2981,2740,2783,123473,52004.0,15477244.0
2004-05-19,2858,3131,2824,3053,217450,57034.0,15477244.0
2004-05-20,2982,2982,2809,2817,107902,52623.0,15477244.0
2004-05-21,2899,2923,2799,2821,79585,52700.0,15477244.0
2004-05-24,2850,2932,2820,2858,53119,53396.0,15477244.0
2004-05-25,2858,3023,2790,2977,103186,55641.0,15477244.0
2004-05-27,3065,3139,2945,2991,93740,55873.0,15477244.0
2004-05-28,3023,3064,2940,3007,98509,56182.0,15477244.0
2004-05-31,3105,3454,3039,3305,320903,61754.0,15477244.0
2004-06-01,3213,3635,3172,3247,254659,60671.0,15477244.0
2004-06-02,3264,3264,3086,3086,71462,57653.0,15477244.0
2004-06-03,3039,3183,2923,2924,107403,54635.0,15477244.0
2004-06-04,2900,2965,2833,2871,72860,53629.0,15477244.0
2004-06-07,2795,2894,2795,2882,65320,53861.0,15477244.0
2004-06-08,2858,2910,2815,2833,39290,52932.0,15477244.0
2004-06-09,2833,2883,2816,2817,28420,52623.0,15477244.0
2004-06-10,2816,2829,2775,2829,48545,52855.0,15477244.0
2004-06-11,2819,2828,2733,2742,48470,51230.0,15477244.0
2004-06-14,2659,2734,2485,2560,40720,47825.0,15477244.0
2004-06-15,2480,2568,2426,2526,50726,47206.0,15477244.0
2004-06-16,2526,2584,2451,2457,25350,45890.0,15477244.0
2004-06-17,2460,2485,2419,2427,29270,45348.0,15477244.0
2004-06-18,2368,2459,2294,2369,38649,44265.0,15477244.0
2004-06-21,2298,2435,2277,2278,32130,42562.0,15477244.0
2004-06-22,2277,2352,2253,2319,15053,43336.0,15477244.0
2004-06-23,2332,2485,2270,2270,27070,42408.0,15477244.0
2004-06-24,2269,2609,2269,2443,90250,45658.0,15477244.0
2004-06-25,2444,2485,2360,2386,22676,44574.0,15477244.0
2004-06-28,2344,2368,2326,2369,16560,44265.0,15477244.0
2004-06-29,2400,2422,2359,2361,16500,44110.0,15477244.0
2004-06-30,2376,2476,2376,2431,20818,45426.0,15477244.0
2004-07-01,2472,2472,2381,2386,9170,44574.0,15477244.0
2004-07-02,2318,2359,2318,2339,12364,43723.0,15477244.0
2004-07-05,2318,2359,2277,2278,10759,42562.0,15477244.0
2004-07-06,2270,2352,2270,2336,17190,43646.0,15477244.0
2004-07-07,2245,2332,2245,2270,13136,42408.0,15477244.0
2004-07-08,2311,2311,2257,2262,13005,42253.0,15477244.0
2004-07-09,2261,2295,2253,2270,2870,42408.0,15477244.0
2004-07-12,2245,2349,2245,2294,14220,42872.0,15477244.0
2004-07-13,2326,2344,2253,2257,9250,42175.0,15477244.0
2004-07-14,2260,2285,2214,2216,19820,41402.0,15477244.0
2004-07-15,2215,2286,2195,2220,8620,41479.0,15477244.0
2004-07-16,2195,2303,2195,2233,7546,41711.0,15477244.0
2004-07-19,2215,2291,2200,2233,3427,41711.0,15477244.0
2004-07-20,2231,2277,2203,2203,9250,41169.0,15477244.0
2004-07-21,2212,2250,2204,2249,12630,42021.0,15477244.0
2004-07-22,2194,2231,2178,2194,7940,41015.0,15477244.0
2004-07-23,2178,2223,2178,2194,2290,41015.0,15477244.0
2004-07-26,2103,2178,2103,2153,9613,40241.0,15477244.0
2004-07-27,2120,2153,2075,2120,6980,39622.0,15477244.0
2004-07-28,2082,2166,2082,2138,8810,39931.0,15477244.0
2004-07-29,2104,2108,2079,2088,10050,39003.0,15477244.0
2004-07-30,2049,2153,2049,2153,6990,40241.0,15477244.0
2004-08-02,2096,2229,2087,2088,7170,39003.0,15477244.0
2004-08-03,2087,2278,2087,2149,8926,40163.0,15477244.0
2004-08-04,2153,2153,2070,2153,4840,40241.0,15477244.0
2004-08-05,2178,2178,2086,2112,7612,39467.0,15477244.0
2004-08-06,2078,2153,2078,2144,2240,40086.0,15477244.0
2004-08-09,2087,2137,2087,2129,3090,39777.0,15477244.0
2004-08-10,2095,2128,2078,2103,7642,39312.0,15477244.0
2004-08-11,2137,2154,2083,2088,19750,39003.0,15477244.0
2004-08-12,2058,2153,2058,2112,6850,39467.0,15477244.0
2004-08-13,2079,2236,2079,2220,13030,41479.0,15477244.0
2004-08-16,2220,2270,2174,2220,7990,41479.0,15477244.0
2004-08-17,2277,2277,2195,2220,6320,41479.0,15477244.0
2004-08-18,2260,2443,2219,2278,19032,42562.0,15477244.0
2004-08-19,2318,2616,2260,2617,119829,48908.0,15477244.0
2004-08-20,2840,3005,2749,3007,120762,56182.0,15477244.0
2004-08-23,3214,3455,3089,3289,977273,61445.0,15477244.0
2004-08-24,3230,3562,2974,2974,428375,55563.0,15477244.0
2004-08-25,3065,3384,3024,3231,517140,60361.0,15477244.0
2004-08-26,3230,3388,2906,2941,442530,54944.0,15477244.0
2004-08-27,2982,3006,2709,2775,316905,51849.0,15477244.0
2004-08-30,2865,3081,2824,3016,456949,56337.0,15477244.0
2004-08-31,3065,3466,3065,3467,628454,64772.0,15477244.0
2004-09-01,3743,3983,3313,3400,1550218,63534.0,15477244.0
2004-09-02,3446,3757,3330,3331,804440,62219.0,15477244.0
2004-09-03,3438,3538,3346,3404,268011,63611.0,15477244.0
2004-09-06,3254,3271,2955,2998,319309,56028.0,15477244.0
2004-09-07,3003,3143,3003,3066,140486,57266.0,15477244.0
2004-09-08,3123,3123,2924,2941,134038,54944.0,15477244.0
2004-09-09,3032,3106,2941,2982,116590,55718.0,15477244.0
2004-09-10,2924,2965,2859,2858,112076,53396.0,15477244.0
2004-09-13,2859,2865,2800,2808,65380,52468.0,15477244.0
2004-09-14,2799,2858,2778,2783,54340,52004.0,15477244.0
2004-09-15,2815,2823,2758,2783,18510,52004.0,15477244.0
2004-09-16,2774,2890,2758,2758,49650,51539.0,15477244.0
2004-09-17,2759,2859,2700,2713,36283,50688.0,15477244.0
2004-09-20,2692,2770,2617,2652,61170,49527.0,15477244.0
2004-09-21,2645,2774,2580,2750,56794,51384.0,15477244.0
2004-09-22,2729,2770,2642,2643,41740,49372.0,15477244.0
2004-09-23,2616,2650,2542,2543,36110,47515.0,15477244.0
2004-09-24,2493,2584,2485,2552,37020,47670.0,15477244.0
2004-09-30,2568,2932,2568,2932,193440,54789.0,15477244.0
2004-10-01,2890,2973,2740,2874,134800,53706.0,15477244.0
2004-10-04,2874,2970,2800,2899,68250,54170.0,15477244.0
2004-10-05,2990,2990,2790,2791,66384,52158.0,15477244.0
2004-10-06,2737,2815,2720,2721,63173,50843.0,15477244.0
2004-10-07,2709,2738,2626,2652,50087,49527.0,15477244.0
2004-10-08,2633,2708,2633,2708,40410,50611.0,15477244.0
2004-10-11,2733,2790,2654,2708,37130,50611.0,15477244.0
2004-10-12,2708,2878,2699,2700,41780,50456.0,15477244.0
2004-10-13,2683,2769,2683,2708,19069,50611.0,15477244.0
2004-10-14,2800,2800,2725,2734,17730,51075.0,15477244.0
2004-10-15,2733,2774,2671,2708,27650,50611.0,15477244.0
2004-10-18,2783,2783,2646,2652,39140,49527.0,15477244.0
2004-10-19,2659,2705,2651,2652,24026,49527.0,15477244.0
2004-10-20,2651,2651,2568,2568,37129,47979.0,15477244.0
2004-10-21,2560,2568,2510,2510,22900,46896.0,15477244.0
2004-10-22,2526,2564,2501,2518,17681,47051.0,15477244.0
2004-10-25,2501,2519,2469,2477,18772,46277.0,15477244.0
2004-10-26,2444,2485,2444,2468,14500,46122.0,15477244.0
2004-10-27,2485,2543,2456,2457,9370,45890.0,15477244.0
2004-10-28,2477,2642,2477,2498,13670,46664.0,15477244.0
2004-10-29,2469,2596,2469,2531,16540,47283.0,15477244.0
2004-11-01,2583,2583,2335,2493,3700,46587.0,15477244.0
2004-11-02,2568,2568,2459,2493,14490,46587.0,15477244.0
2004-11-03,2490,2568,2490,2560,12394,47825.0,15477244.0
2004-11-04,2576,2642,2568,2593,16550,48444.0,15477244.0
2004-11-05,2596,2634,2560,2568,13540,47979.0,15477244.0
2004-11-08,2634,2634,2572,2609,12550,48753.0,15477244.0
2004-11-09,2609,2616,2575,2584,8100,48289.0,15477244.0
2004-11-10,2584,2700,2584,2622,31590,48985.0,15477244.0
2004-11-11,2684,2692,2610,2609,22760,48753.0,15477244.0
2004-11-12,2650,2650,2583,2605,28270,48676.0,15477244.0
2004-11-15,2592,2650,2592,2647,9320,49450.0,15477244.0
2004-11-16,2617,2651,2610,2609,6980,48753.0,15477244.0
2004-11-17,2614,2883,2614,2734,39660,51075.0,15477244.0
2004-11-18,2695,2733,2359,2617,28490,48908.0,15477244.0
2004-11-19,2626,2651,2610,2609,17800,48753.0,15477244.0
2004-11-22,2610,2626,2535,2609,14780,48753.0,15477244.0
2004-11-23,2575,2650,2575,2617,12880,48908.0,15477244.0
2004-11-24,2584,2659,2584,2622,6870,48985.0,15477244.0
2004-11-25,2629,2691,2616,2667,11795,49837.0,15477244.0
2004-11-26,2622,2720,2610,2643,22735,49372.0,15477244.0
2004-11-29,2622,2734,2622,2630,13350,49140.0,15477244.0
2004-11-30,2650,2650,2588,2638,21088,49295.0,15477244.0
2004-12-01,2617,2709,2601,2634,31325,49218.0,15477244.0
2004-12-02,2717,2725,2634,2717,37433,50765.0,15477244.0
2004-12-03,2740,2740,2658,2667,22993,49837.0,15477244.0
2004-12-06,2667,2717,2642,2693,13200,50301.0,15477244.0
2004-12-07,2696,2696,2651,2697,39775,50378.0,15477244.0
2004-12-08,2666,2716,2658,2658,34534,49682.0,15477244.0
2004-12-09,2659,2696,2601,2602,10840,48599.0,15477244.0
2004-12-10,2605,2664,2560,2560,54676,47825.0,15477244.0
2004-12-13,2583,2583,2484,2563,4730,47902.0,15477244.0
2004-12-14,2525,2568,2492,2522,20543,47128.0,15477244.0
2004-12-15,2568,2568,2493,2552,15750,47670.0,15477244.0
2004-12-16,2518,2600,2518,2597,7570,48521.0,15477244.0
2004-12-17,2592,2610,2526,2589,14080,48366.0,15477244.0
2004-12-20,2551,2592,2543,2560,4700,47825.0,15477244.0
2004-12-21,2545,2609,2542,2605,12952,48676.0,15477244.0
2004-12-22,2568,2605,2555,2560,19580,47825.0,15477244.0
2004-12-23,2542,2625,2530,2556,17490,47747.0,15477244.0
2004-12-24,2543,2610,2535,2568,15580,47979.0,15477244.0
2004-12-27,2535,2734,2535,2602,30580,48599.0,15477244.0
2004-12-28,2617,2725,2617,2676,12990,49991.0,15477244.0
2004-12-29,2667,2717,2568,2676,18720,49991.0,15477244.0
2004-12-30,2634,2791,2634,2734,36890,51075.0,15477244.0
2005-01-03,2734,2759,2709,2734,25342,51075.0,15477244.0
2005-01-04,2734,2775,2705,2775,34020,51849.0,15477244.0
2005-01-05,2799,2799,2713,2721,14189,50843.0,15477244.0
2005-01-06,2696,2709,2622,2654,40350,49605.0,15477244.0
2005-01-07,2646,2688,2634,2652,24462,49527.0,15477244.0
2005-01-10,2651,2651,2610,2634,18000,49218.0,15477244.0
2005-01-11,2634,2692,2634,2693,30045,50301.0,15477244.0
2005-01-12,2729,2734,2634,2654,19025,49605.0,15477244.0
2005-01-13,2716,2716,2641,2658,9641,49682.0,15477244.0
2005-01-14,2651,2725,2568,2652,24750,49527.0,15477244.0
2005-01-17,2659,2734,2659,2697,27951,50378.0,15477244.0
2005-01-18,2696,2717,2667,2693,11530,50301.0,15477244.0
2005-01-19,2691,2749,2691,2750,21486,51384.0,15477244.0
2005-01-20,2799,2799,2716,2758,17351,51539.0,15477244.0
2005-01-21,2767,3015,2734,2928,87939,54712.0,15477244.0
2005-01-24,2928,3313,2928,3305,160040,61754.0,15477244.0
2005-01-25,3304,3395,3039,3118,100486,58272.0,15477244.0
2005-01-26,3180,3225,2906,2957,98020,55254.0,15477244.0
2005-01-27,2965,3148,2911,3066,45470,57266.0,15477244.0
2005-01-28,3019,3139,2924,3057,42630,57111.0,15477244.0
2005-01-31,2944,3147,2944,3143,34860,58736.0,15477244.0
2005-02-01,3198,3301,3123,3148,38600,58814.0,15477244.0
2005-02-02,3197,3254,3105,3111,45016,58117.0,15477244.0
2005-02-03,3122,3225,3031,3040,31030,56801.0,15477244.0
2005-02-04,3032,3106,3006,3032,20330,56647.0,15477244.0
2005-02-07,3044,3106,3015,3023,61320,56492.0,15477244.0
2005-02-11,3052,3065,2991,3057,21170,57111.0,15477244.0
2005-02-14,3055,3482,3055,3482,238744,65082.0,15477244.0
2005-02-15,3455,3504,3296,3496,96150,65314.0,15477244.0
2005-02-16,3488,3603,3364,3396,71947,63457.0,15477244.0
2005-02-17,3569,3805,3478,3545,161746,66243.0,15477244.0
2005-02-18,3545,3765,3496,3712,118677,69338.0,15477244.0
