삼화왕관(004450),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-07-08,9576,9588,9471,9576,360,30639.0,3736455.0
2004-07-09,9576,9576,9471,9471,2130,30303.0,3736455.0
2004-07-12,9471,9576,9471,9576,1460,30639.0,3736455.0
2004-07-13,9576,9576,9576,9576,100,30639.0,3736455.0
2004-07-14,9459,9576,9459,9576,2050,30639.0,3736455.0
2004-07-15,9552,9552,9470,9483,1040,30340.0,3736455.0
2004-07-16,9458,9458,9458,9460,10,30265.0,3736455.0
2004-07-19,9552,9552,9458,9460,1340,30265.0,3736455.0
2004-07-20,9459,9553,9459,9553,270,30564.0,3736455.0
2004-07-21,9552,9797,9458,9787,9710,31311.0,3736455.0
2004-07-22,9750,9808,9633,9810,4710,31386.0,3736455.0
2004-07-23,9867,9925,9575,9927,6690,31760.0,3736455.0
2004-07-26,9587,10135,9587,10102,2650,32320.0,3736455.0
2004-07-27,9786,10160,9786,10160,270,32507.0,3736455.0
2004-07-28,9868,9880,9809,9880,770,31610.0,3736455.0
2004-07-29,9867,10217,9867,10219,5110,32694.0,3736455.0
2004-07-30,9856,10265,9634,10195,4170,32619.0,3736455.0
2004-08-02,10043,10043,10043,10043,0,32134.0,3736455.0
2004-08-03,9751,10043,9599,10043,1890,32134.0,3736455.0
2004-08-04,10043,10160,10043,10043,5600,32134.0,3736455.0
2004-08-05,9925,10217,9925,10219,5200,32694.0,3736455.0
2004-08-06,10860,10860,10090,10230,550,32731.0,3736455.0
2004-08-09,10112,10112,9925,10114,630,32358.0,3736455.0
2004-08-10,10113,10113,9926,10055,6580,32171.0,3736455.0
2004-08-11,9880,10265,9880,10265,11626,32843.0,3736455.0
2004-08-12,10066,10312,10066,10277,1670,32881.0,3736455.0
2004-08-13,10277,10510,9926,10277,5610,32881.0,3736455.0
2004-08-16,10392,10392,9949,10184,1630,32582.0,3736455.0
2004-08-17,10100,10474,10100,10476,4440,33516.0,3736455.0
2004-08-18,10580,10662,10382,10382,5495,33217.0,3736455.0
2004-08-19,10392,10626,10369,10394,4290,33254.0,3736455.0
2004-08-20,10392,10824,10392,10826,3510,34637.0,3736455.0
2004-08-23,11011,11011,10801,10803,20,34562.0,3736455.0
2004-08-24,10392,10976,10392,10978,5780,35123.0,3736455.0
2004-08-25,10976,10976,10859,10861,1010,34749.0,3736455.0
2004-08-26,10568,10859,10556,10861,420,34749.0,3736455.0
2004-08-27,10859,10859,10859,10861,10,34749.0,3736455.0
2004-08-30,10966,10966,10966,10966,11,35085.0,3736455.0
2004-08-31,10522,11036,10522,11024,5230,35272.0,3736455.0
2004-09-01,10860,11094,10860,10966,570,35085.0,3736455.0
2004-09-02,10859,11058,10859,11060,290,35384.0,3736455.0
2004-09-03,10976,11070,10871,11060,2980,35384.0,3736455.0
2004-09-06,10976,11093,10976,11095,5070,35496.0,3736455.0
2004-09-07,11093,11210,10976,11095,3250,35496.0,3736455.0
2004-09-08,11093,11093,11093,11095,0,35496.0,3736455.0
2004-09-09,10754,10801,10754,10803,530,34562.0,3736455.0
2004-09-10,10580,10849,10580,10662,2000,34114.0,3736455.0
2004-09-13,10545,10825,10545,10814,1200,34600.0,3736455.0
2004-09-14,11071,11071,10849,11071,80,35422.0,3736455.0
2004-09-15,10977,11141,10849,11141,5040,35646.0,3736455.0
2004-09-16,11128,11128,10976,11083,300,35459.0,3736455.0
2004-09-17,11081,11151,10976,11083,960,35459.0,3736455.0
2004-09-20,11093,11327,11093,11270,3920,36057.0,3736455.0
2004-09-21,11269,11386,11117,11363,2850,36356.0,3736455.0
2004-09-22,11327,11327,10941,11188,220,35795.0,3736455.0
2004-09-23,11093,11093,10883,10978,310,35123.0,3736455.0
2004-09-24,10930,11549,10930,11095,1040,35496.0,3736455.0
2004-09-30,11210,11210,10801,11095,380,35496.0,3736455.0
2004-10-01,11211,11211,11094,11211,120,35870.0,3736455.0
2004-10-04,11047,11328,11047,11328,100,36244.0,3736455.0
2004-10-05,11328,11433,11328,11433,630,36580.0,3736455.0
2004-10-06,11408,11408,11408,11410,0,36505.0,3736455.0
2004-10-07,11151,11268,11093,11095,1030,35496.0,3736455.0
2004-10-08,11036,11152,10989,10989,160,35160.0,3736455.0
2004-10-11,12612,12612,11386,11912,15630,38112.0,3736455.0
2004-10-12,11912,12145,11678,11912,7250,38112.0,3736455.0
2004-10-13,11912,12145,11795,12087,2950,38672.0,3736455.0
2004-10-14,12087,12087,11573,11970,1200,38299.0,3736455.0
2004-10-15,12028,12028,11912,11912,250,38112.0,3736455.0
2004-10-18,11503,11912,11503,11912,120,38112.0,3736455.0
2004-10-19,11911,12027,11735,11737,6680,37551.0,3736455.0
2004-10-20,12145,12145,11678,11678,170,37365.0,3736455.0
2004-10-21,11677,12144,11677,12029,5540,38485.0,3736455.0
2004-10-22,11036,11912,11036,11912,3750,38112.0,3736455.0
2004-10-25,11795,11795,11444,11678,2020,37365.0,3736455.0
2004-10-26,11678,11970,11561,11970,3990,38299.0,3736455.0
2004-10-27,11969,12027,11607,12029,720,38485.0,3736455.0
2004-10-28,12204,12262,11678,12204,2740,39046.0,3736455.0
2004-10-29,11853,13313,11853,13313,12790,42596.0,3736455.0
2004-11-01,13078,13370,12611,13197,7620,42222.0,3736455.0
2004-11-02,13078,13195,12786,13197,1300,42222.0,3736455.0
2004-11-03,12846,13255,12846,13255,440,42409.0,3736455.0
2004-11-04,12846,13313,12495,13255,4460,42409.0,3736455.0
2004-11-05,12845,13195,12845,13197,1600,42222.0,3736455.0
2004-11-08,13312,13312,13137,13197,800,42222.0,3736455.0
2004-11-09,13137,13195,13137,13197,510,42222.0,3736455.0
2004-11-10,12963,13313,12963,13255,6360,42409.0,3736455.0
2004-11-11,13079,13313,12904,13313,460,42596.0,3736455.0
2004-11-12,13021,13255,12963,13255,1550,42409.0,3736455.0
2004-11-15,13195,13254,13195,13197,900,42222.0,3736455.0
2004-11-16,13313,13313,12787,12846,2620,41101.0,3736455.0
2004-11-17,12846,13138,12554,12846,4270,41101.0,3736455.0
2004-11-18,12553,13078,12494,13080,2141,41848.0,3736455.0
2004-11-19,12671,12671,12262,12671,5332,40541.0,3736455.0
2004-11-22,12612,12671,12379,12379,2090,39606.0,3736455.0
2004-11-23,12379,12554,12262,12262,4040,39233.0,3736455.0
2004-11-24,12379,13138,12262,12963,7490,41475.0,3736455.0
2004-11-25,13078,13078,12611,13080,390,41848.0,3736455.0
2004-11-26,12671,12729,12379,12379,11300,39606.0,3736455.0
2004-11-29,12320,12846,12262,12846,6610,41101.0,3736455.0
2004-11-30,12845,12845,12553,12613,960,40354.0,3736455.0
2004-12-01,12436,12436,12261,12321,12811,39420.0,3736455.0
2004-12-02,12319,12378,12027,12029,7211,38485.0,3736455.0
2004-12-03,12027,12027,11560,11632,16370,37215.0,3736455.0
2004-12-06,11631,12087,11585,11970,6187,38299.0,3736455.0
2004-12-07,11969,12086,11794,12029,1360,38485.0,3736455.0
2004-12-08,11643,12028,11643,11970,1723,38299.0,3736455.0
2004-12-09,11795,11853,11678,11795,1490,37738.0,3736455.0
2004-12-10,11794,11852,11735,11854,2140,37925.0,3736455.0
2004-12-13,11654,11852,11654,11854,1660,37925.0,3736455.0
2004-12-14,11678,11795,11655,11655,1650,37290.0,3736455.0
2004-12-15,11642,11852,11642,11854,2880,37925.0,3736455.0
2004-12-16,11912,11912,11643,11655,3221,37290.0,3736455.0
2004-12-17,11655,11795,11655,11795,1060,37738.0,3736455.0
2004-12-20,11795,11853,11678,11795,2510,37738.0,3736455.0
2004-12-21,11853,12028,11643,11795,6231,37738.0,3736455.0
2004-12-22,11678,11912,11678,11912,4990,38112.0,3736455.0
2004-12-23,11912,12262,11736,11795,10880,37738.0,3736455.0
2004-12-24,11678,12028,11678,11912,3230,38112.0,3736455.0
2004-12-27,11735,12086,11677,12029,12220,38485.0,3736455.0
2004-12-28,11969,12086,11794,12029,5540,38485.0,3736455.0
2004-12-29,11631,11970,11573,11795,14360,37738.0,3736455.0
2004-12-30,11795,12028,11795,11912,5297,38112.0,3736455.0
2005-01-03,11678,11678,11678,11678,1750,37365.0,3736455.0
2005-01-04,11573,12145,11573,11970,3800,38299.0,3736455.0
2005-01-05,11736,11736,11620,11678,550,37365.0,3736455.0
2005-01-06,11970,11970,11643,11643,1360,37252.0,3736455.0
2005-01-07,11620,11736,11620,11678,1990,37365.0,3736455.0
2005-01-10,11630,11735,11630,11737,2010,37551.0,3736455.0
2005-01-11,11677,11911,11619,11854,1610,37925.0,3736455.0
2005-01-12,11619,12670,11619,12496,11252,39980.0,3736455.0
2005-01-13,12144,12728,12086,12730,6960,40727.0,3736455.0
2005-01-14,12729,12963,12729,12846,1361,41101.0,3736455.0
2005-01-17,12612,12612,12320,12379,1120,39606.0,3736455.0
2005-01-18,12086,12553,12086,12438,5040,39793.0,3736455.0
2005-01-19,12144,12436,12027,12438,5650,39793.0,3736455.0
2005-01-20,12319,12436,12144,12321,660,39420.0,3736455.0
2005-01-21,12027,12494,12027,12496,2971,39980.0,3736455.0
2005-01-24,12261,13078,12203,12496,16486,39980.0,3736455.0
2005-01-25,13020,13020,12319,12321,1590,39420.0,3736455.0
2005-01-26,12319,12670,12319,12613,3530,40354.0,3736455.0
2005-01-27,12786,12786,12436,12496,5270,39980.0,3736455.0
2005-01-28,12611,12728,12494,12496,3410,39980.0,3736455.0
2005-01-31,12436,12786,12436,12613,1350,40354.0,3736455.0
2005-02-01,12612,12963,12612,12963,2800,41475.0,3736455.0
2005-02-02,12728,12845,12611,12613,410,40354.0,3736455.0
2005-02-03,12729,12963,12554,12846,6690,41101.0,3736455.0
2005-02-04,12786,13487,12786,13372,7625,42782.0,3736455.0
2005-02-07,13430,13488,13196,13430,5310,42969.0,3736455.0
2005-02-11,13254,13370,13078,13080,1780,41848.0,3736455.0
2005-02-14,13078,13896,13078,13664,8330,43717.0,3736455.0
2005-02-15,13313,15532,13313,14189,36420,45398.0,3736455.0
2005-02-16,14306,14364,13839,13839,6679,44277.0,3736455.0
2005-02-17,13896,14305,13779,14248,9692,45585.0,3736455.0
2005-02-18,14014,14364,13897,14306,21441,45772.0,3736455.0
2005-02-21,14421,15005,14421,14832,38485,47453.0,3736455.0
2005-02-22,14948,15006,14014,14014,18994,44837.0,3736455.0
2005-02-23,13896,14363,13546,14365,19270,45958.0,3736455.0
2005-02-24,14364,14773,14306,14598,15909,46706.0,3736455.0
2005-02-25,14597,14830,14305,14832,9942,47453.0,3736455.0
2005-02-28,14830,15297,14830,15124,5841,48387.0,3736455.0
2005-03-02,15182,15415,14948,15182,17610,48574.0,3736455.0
2005-03-03,15182,15590,15006,15357,14350,49134.0,3736455.0
2005-03-04,15356,15764,15297,15766,8350,50442.0,3736455.0
2005-03-07,15649,15882,15065,15182,11380,48574.0,3736455.0
2005-03-08,15182,15298,14714,15065,5590,48200.0,3736455.0
2005-03-09,14772,14889,14538,14657,15481,46893.0,3736455.0
2005-03-10,14889,14889,14480,14832,10090,47453.0,3736455.0
2005-03-11,14947,15005,14480,15007,7630,48013.0,3736455.0
2005-03-14,14773,15357,14773,14948,3920,47827.0,3736455.0
2005-03-15,14948,14948,14598,14598,6800,46706.0,3736455.0
2005-03-16,14597,14713,14363,14715,8470,47079.0,3736455.0
2005-03-17,14481,14773,14306,14773,8880,47266.0,3736455.0
2005-03-18,14655,14713,14363,14365,5090,45958.0,3736455.0
2005-03-21,14363,14363,13546,14073,12290,45024.0,3736455.0
2005-03-22,14014,14014,13780,13897,1290,44464.0,3736455.0
2005-03-23,13896,13896,13312,13664,13350,43717.0,3736455.0
2005-03-24,13780,13780,13430,13722,1400,43903.0,3736455.0
2005-03-25,13430,13897,13430,13897,1050,44464.0,3736455.0
2005-03-28,14013,14188,13779,14131,1722,45211.0,3736455.0
2005-03-29,13604,14013,13487,13489,4039,43156.0,3736455.0
2005-03-30,13488,13839,13488,13839,590,44277.0,3736455.0
2005-03-31,14130,14130,13839,13839,1300,44277.0,3736455.0
2005-04-01,13838,13954,13662,13956,740,44651.0,3736455.0
2005-04-04,13604,14071,13604,14073,4090,45024.0,3736455.0
2005-04-06,14072,14364,14072,14306,1760,45772.0,3736455.0
2005-04-07,14421,14830,14421,14832,2510,47453.0,3736455.0
2005-04-08,14831,14948,14598,14890,1140,47640.0,3736455.0
2005-04-11,15064,15064,14947,15007,450,48013.0,3736455.0
2005-04-12,14539,15182,14539,15182,8940,48574.0,3736455.0
2005-04-13,15181,15181,14772,14832,2860,47453.0,3736455.0
2005-04-14,14598,15006,14598,14598,1420,46706.0,3736455.0
2005-04-15,14598,14656,14189,14598,5860,46706.0,3736455.0
2005-04-18,14363,14597,14129,14248,8770,45585.0,3736455.0
2005-04-19,14013,14597,14013,14540,4260,46519.0,3736455.0
2005-04-20,14539,14831,14481,14598,3502,46706.0,3736455.0
2005-04-21,14598,14656,14539,14598,7720,46706.0,3736455.0
2005-04-22,14714,15123,14714,14773,1960,47266.0,3736455.0
2005-04-25,14597,14830,14597,14832,3158,47453.0,3736455.0
2005-04-26,14713,14830,14655,14657,8440,46893.0,3736455.0
2005-04-27,14247,14481,14247,14481,1760,46332.0,3736455.0
2005-04-28,14364,14598,14247,14598,8320,46706.0,3736455.0
2005-04-29,14773,14773,14481,14481,6590,46332.0,3736455.0
2005-05-02,14713,14713,14421,14657,550,46893.0,3736455.0
2005-05-03,14364,14656,14364,14598,720,46706.0,3736455.0
2005-05-04,14655,14655,14421,14657,1750,46893.0,3736455.0
2005-05-06,14655,14655,14363,14540,1490,46519.0,3736455.0
2005-05-09,14538,14655,14305,14540,3650,46519.0,3736455.0
2005-05-10,14538,14538,14421,14540,80,46519.0,3736455.0
2005-05-11,14364,14598,14247,14598,950,46706.0,3736455.0
2005-05-12,14364,14539,14364,14481,3370,46332.0,3736455.0
2005-05-13,14130,14481,14072,14481,5750,46332.0,3736455.0
2005-05-16,14246,14655,14246,14657,3440,46893.0,3736455.0
2005-05-17,14305,14655,14305,14657,2370,46893.0,3736455.0
2005-05-18,14480,14480,14246,14248,1820,45585.0,3736455.0
2005-05-19,14539,14539,14422,14481,220,46332.0,3736455.0
2005-05-20,14305,14305,14129,14131,1012,45211.0,3736455.0
2005-05-23,13779,14305,13779,14248,1590,45585.0,3736455.0
2005-05-24,14246,14480,14246,14423,870,46145.0,3736455.0
2005-05-25,14129,14363,14129,14365,2470,45958.0,3736455.0
2005-05-26,14363,14480,14129,14423,1470,46145.0,3736455.0
2005-05-27,14421,14538,14421,14540,120,46519.0,3736455.0
2005-05-30,14656,14656,14247,14598,4690,46706.0,3736455.0
2005-05-31,14597,14597,14305,14365,1890,45958.0,3736455.0
2005-06-01,14539,14773,14539,14773,1220,47266.0,3736455.0
2005-06-02,14598,14831,14598,14598,5000,46706.0,3736455.0
2005-06-03,14598,14598,14598,14598,200,46706.0,3736455.0
2005-06-07,14363,14363,14363,14365,260,45958.0,3736455.0
2005-06-08,14538,14713,14305,14540,2740,46519.0,3736455.0
2005-06-09,14480,14480,14129,14131,3240,45211.0,3736455.0
2005-06-10,14481,14481,14247,14481,270,46332.0,3736455.0
2005-06-13,14480,14480,14246,14423,1870,46145.0,3736455.0
2005-06-14,14538,14538,14246,14248,1740,45585.0,3736455.0
2005-06-15,14247,14598,14247,14598,23550,46706.0,3736455.0
2005-06-16,14598,14598,14364,14598,1248,46706.0,3736455.0
2005-06-17,14597,14655,14480,14657,840,46893.0,3736455.0
2005-06-20,14481,14598,14422,14598,800,46706.0,3736455.0
2005-06-21,14597,14655,14597,14657,1570,46893.0,3736455.0
2005-06-22,14714,15182,14598,15065,20300,48200.0,3736455.0
2005-06-23,14772,14947,14772,14832,1000,47453.0,3736455.0
2005-06-24,14948,15006,14948,14948,1800,47827.0,3736455.0
2005-06-27,14948,15182,14948,15182,3600,48574.0,3736455.0
2005-06-28,15065,15065,14948,15065,960,48200.0,3736455.0
2005-06-29,15065,15065,14831,15065,4190,48200.0,3736455.0
2005-06-30,15064,16056,14947,16058,13970,51376.0,3736455.0
2005-07-01,15998,16056,15531,16000,2930,51189.0,3736455.0
2005-07-04,16056,16232,15764,16058,6680,51376.0,3736455.0
2005-07-05,15940,16056,15706,16000,2060,51189.0,3736455.0
2005-07-06,16056,16115,16056,16058,7210,51376.0,3736455.0
2005-07-07,16056,16056,15648,16000,470,51189.0,3736455.0
2005-07-08,16056,16056,15414,15416,3593,49321.0,3736455.0
2005-07-11,15881,16056,15764,16058,2470,51376.0,3736455.0
2005-07-12,15824,16057,15649,15649,1560,50068.0,3736455.0
2005-07-13,15648,15998,15648,16000,890,51189.0,3736455.0
2005-07-14,15765,15941,15590,15649,3940,50068.0,3736455.0
2005-07-15,15882,15882,15415,15649,2920,50068.0,3736455.0
2005-07-18,15356,15648,15297,15299,4060,48948.0,3736455.0
2005-07-19,15239,15648,15239,15474,3070,49508.0,3736455.0
2005-07-20,15648,15764,15122,15299,6300,48948.0,3736455.0
2005-07-21,15298,15649,15240,15532,3500,49695.0,3736455.0
2005-07-22,15181,15764,15122,15766,11256,50442.0,3736455.0
2005-07-25,15064,15764,15064,15766,5960,50442.0,3736455.0
2005-07-26,15589,16056,15531,16058,4500,51376.0,3736455.0
2005-07-27,16057,16057,15532,15941,2960,51003.0,3736455.0
2005-07-28,15765,16700,15649,16583,12310,53058.0,3736455.0
2005-07-29,16349,16583,15999,16583,4890,53058.0,3736455.0
2005-08-01,16116,16525,16116,16408,2090,52497.0,3736455.0
2005-08-02,16408,16466,16057,16408,3430,52497.0,3736455.0
2005-08-03,16407,16582,16232,16350,3290,52310.0,3736455.0
2005-08-04,15999,16466,15882,16233,2100,51937.0,3736455.0
2005-08-05,15707,16116,15707,16116,3210,51563.0,3736455.0
2005-08-08,15649,16057,15649,15649,3340,50068.0,3736455.0
2005-08-09,15532,15941,15415,15941,3540,51003.0,3736455.0
2005-08-10,15764,15764,15414,15416,4235,49321.0,3736455.0
2005-08-11,15239,15531,14947,15299,6681,48948.0,3736455.0
2005-08-12,15298,15532,15298,15532,3750,49695.0,3736455.0
2005-08-16,15239,15589,15064,15591,2670,49882.0,3736455.0
2005-08-17,15181,16465,15005,15007,9600,48013.0,3736455.0
2005-08-18,15064,15122,14713,15124,4860,48387.0,3736455.0
2005-08-19,15182,15182,14831,15182,1930,48574.0,3736455.0
2005-08-22,14714,15415,14714,15065,11420,48200.0,3736455.0
2005-08-23,15182,15298,14831,15182,4050,48574.0,3736455.0
2005-08-24,15298,15473,15065,15065,144,48200.0,3736455.0
2005-08-25,14830,15181,14830,15124,1440,48387.0,3736455.0
2005-08-26,15065,15415,15065,15182,12220,48574.0,3736455.0
2005-08-29,15181,15181,14830,15124,2400,48387.0,3736455.0
2005-08-30,15123,15123,14656,14890,2520,47640.0,3736455.0
2005-08-31,14831,14890,14481,14890,4770,47640.0,3736455.0
2005-09-01,14889,15122,14480,15124,3520,48387.0,3736455.0
2005-09-02,15123,15182,14948,14948,5580,47827.0,3736455.0
2005-09-05,15065,15182,15065,15182,970,48574.0,3736455.0
2005-09-06,15182,15182,14948,14948,500,47827.0,3736455.0
2005-09-07,14830,15122,14830,14832,960,47453.0,3736455.0
2005-09-08,14830,15005,14830,15007,790,48013.0,3736455.0
2005-09-09,15006,15182,15006,15182,4880,48574.0,3736455.0
2005-09-12,15181,15181,15064,15124,5650,48387.0,3736455.0
2005-09-13,15064,15181,15005,15124,1900,48387.0,3736455.0
2005-09-14,14948,15182,14948,15182,5900,48574.0,3736455.0
2005-09-15,15181,16115,15181,16058,8001,51376.0,3736455.0
2005-09-16,15941,16233,15765,16233,9190,51937.0,3736455.0
2005-09-20,16233,16233,15765,15941,1350,51003.0,3736455.0
2005-09-21,15882,16525,15882,16233,6840,51937.0,3736455.0
2005-09-22,16291,16291,15941,16116,3170,51563.0,3736455.0
2005-09-23,15940,16173,15764,16175,7890,51750.0,3736455.0
2005-09-26,16233,16525,15999,16525,6270,52871.0,3736455.0
2005-09-27,16933,16933,16174,16291,6780,52124.0,3736455.0
2005-09-28,16291,16583,16116,16583,8632,53058.0,3736455.0
2005-09-29,16816,18684,16582,18102,24000,57915.0,3736455.0
2005-09-30,17926,18335,17225,18335,9500,58662.0,3736455.0
2005-10-04,18334,19210,17516,18686,6070,59783.0,3736455.0
2005-10-05,18685,18919,18568,18919,3900,60531.0,3736455.0
2005-10-06,18801,18801,18334,18686,5670,59783.0,3736455.0
2005-10-07,18275,18859,17516,18277,17800,58476.0,3736455.0
2005-10-10,18043,18218,17692,18218,4110,58289.0,3736455.0
2005-10-11,18159,18859,18159,18861,4270,60344.0,3736455.0
2005-10-12,18509,19268,18392,19270,6070,61652.0,3736455.0
2005-10-13,19152,19795,18860,19678,3900,62959.0,3736455.0
2005-10-14,19677,21720,19385,20321,9240,65014.0,3736455.0
2005-10-17,20320,20320,18860,20145,7120,64454.0,3736455.0
2005-10-18,19561,20846,19561,20846,8920,66696.0,3736455.0
2005-10-19,20203,21430,20203,21313,6210,68190.0,3736455.0
2005-10-20,20903,22188,19852,21255,14910,68003.0,3736455.0
2005-10-21,20962,21838,20729,21430,4770,68564.0,3736455.0
2005-10-24,21138,21780,21079,21605,2660,69124.0,3736455.0
2005-10-25,21078,21545,20669,21547,4210,68938.0,3736455.0
2005-10-26,21545,21545,21078,21080,330,67443.0,3736455.0
2005-10-27,21079,21138,20437,21138,4310,67630.0,3736455.0
2005-10-28,20202,20377,20085,20087,1480,64267.0,3736455.0
2005-10-31,20378,20437,19853,20437,3110,65388.0,3736455.0
2005-11-01,19852,20961,19852,20963,6430,67069.0,3736455.0
2005-11-02,21079,21196,21021,21196,5050,67817.0,3736455.0
2005-11-03,21312,21662,21312,21372,2960,68377.0,3736455.0
2005-11-04,21371,21721,21371,21605,1420,69124.0,3736455.0
2005-11-07,21254,21254,20612,21021,2250,67256.0,3736455.0
2005-11-08,21253,21253,21253,21255,50,68003.0,3736455.0
2005-11-09,21545,21604,21253,21547,4410,68938.0,3736455.0
2005-11-10,21370,21604,20903,21547,9930,68938.0,3736455.0
2005-11-11,21545,21604,21078,21080,520,67443.0,3736455.0
2005-11-14,20670,21313,20670,21313,2320,68190.0,3736455.0
2005-11-15,21488,21488,21488,21488,30,68751.0,3736455.0
2005-11-16,21312,21312,20494,21080,9180,67443.0,3736455.0
2005-11-17,21313,22189,21254,22072,8610,70619.0,3736455.0
2005-11-18,21488,21897,21371,21897,1560,70059.0,3736455.0
2005-11-21,22188,22188,21720,22131,2806,70806.0,3736455.0
2005-11-22,21488,22189,21488,22189,1240,70993.0,3736455.0
2005-11-23,21779,22188,21604,21839,4240,69872.0,3736455.0
2005-11-24,21488,21955,21488,21897,1810,70059.0,3736455.0
2005-11-25,22773,23356,21897,22364,7960,71553.0,3736455.0
2005-11-28,22247,22831,22013,22831,3020,73048.0,3736455.0
2005-11-29,22364,23240,22364,22539,950,72114.0,3736455.0
2005-11-30,22422,23298,22422,23123,1410,73982.0,3736455.0
2005-12-01,22772,23355,22596,23357,4590,74729.0,3736455.0
2005-12-02,23939,24407,23122,23591,4060,75476.0,3736455.0
2005-12-05,24524,24524,22189,23532,7920,75290.0,3736455.0
2005-12-06,22888,22947,22421,22890,5780,73235.0,3736455.0
2005-12-07,22364,22948,21897,22948,5740,73421.0,3736455.0
2005-12-08,22714,22773,22189,22539,3040,72114.0,3736455.0
2005-12-09,21896,22421,21896,22014,3120,70432.0,3736455.0
2005-12-12,22188,22421,22188,22423,1390,71740.0,3736455.0
2005-12-13,21955,22189,21780,22189,1860,70993.0,3736455.0
2005-12-14,21780,21838,21313,21313,6180,68190.0,3736455.0
2005-12-15,21253,21545,21078,21547,4670,68938.0,3736455.0
2005-12-16,20494,21604,19852,21547,20320,68938.0,3736455.0
2005-12-19,21545,21545,21545,21547,2540,68938.0,3736455.0
2005-12-20,21604,21604,20903,21255,2120,68003.0,3736455.0
2005-12-21,21021,21488,20437,21488,10450,68751.0,3736455.0
2005-12-22,20962,21196,20612,21021,4611,67256.0,3736455.0
2005-12-23,20787,21021,20437,21021,2670,67256.0,3736455.0
2005-12-26,20962,20962,20437,20554,5650,65762.0,3736455.0
2005-12-27,20027,20845,20027,20496,3131,65575.0,3736455.0
2005-12-28,19619,20846,19619,20729,2790,66322.0,3736455.0
2005-12-29,20904,20904,20846,20904,4250,66883.0,3736455.0
2006-01-02,21020,21020,20319,20963,4150,67069.0,3736455.0
2006-01-03,20377,21370,19910,21372,7210,68377.0,3736455.0
2006-01-04,20554,20787,20437,20437,1840,65388.0,3736455.0
2006-01-05,20261,20261,18567,18686,19670,59783.0,3736455.0
2006-01-06,18685,19911,18685,19853,11940,63520.0,3736455.0
2006-01-09,19970,19970,18919,19211,1790,61465.0,3736455.0
2006-01-10,19211,19269,18452,18510,3710,59223.0,3736455.0
2006-01-11,18627,18627,17517,17751,6210,56794.0,3736455.0
2006-01-12,17750,17750,17516,17518,3070,56047.0,3736455.0
2006-01-13,17166,17399,16932,17109,3560,54739.0,3736455.0
2006-01-16,17399,19502,17399,17810,11390,56981.0,3736455.0
2006-01-17,17808,17983,16816,17401,19290,55673.0,3736455.0
2006-01-18,16817,16933,15182,16116,22240,51563.0,3736455.0
2006-01-19,16056,16290,15589,16000,2890,51189.0,3736455.0
2006-01-20,15998,16115,15005,15007,9400,48013.0,3736455.0
2006-01-23,14597,14830,13779,14365,9962,45958.0,3736455.0
2006-01-24,14363,14480,13779,14423,4840,46145.0,3736455.0
2006-01-25,14189,15298,14189,15182,8072,48574.0,3736455.0
2006-01-26,15648,16056,15181,15416,4640,49321.0,3736455.0
2006-01-27,15764,15764,15356,15766,5390,50442.0,3736455.0
2006-01-31,15298,16057,15298,15941,4951,51003.0,3736455.0
2006-02-01,15999,15999,15298,15649,3170,50068.0,3736455.0
2006-02-02,15589,15648,15064,15299,2190,48948.0,3736455.0
2006-02-03,15298,15298,14831,15182,1530,48574.0,3736455.0
2006-02-06,14713,15940,14713,15124,5030,48387.0,3736455.0
2006-02-07,15005,15648,14830,15416,2390,49321.0,3736455.0
2006-02-08,15415,15415,14890,14948,1547,47827.0,3736455.0
2006-02-09,14830,14830,14129,14657,11770,46893.0,3736455.0
2006-02-10,14655,14889,14597,14715,781,47079.0,3736455.0
2006-02-13,14713,14830,14597,14832,698,47453.0,3736455.0
2006-02-14,14598,14948,14598,14890,1060,47640.0,3736455.0
2006-02-15,15123,15123,14598,14948,2221,47827.0,3736455.0
2006-02-16,14948,14948,14831,14890,470,47640.0,3736455.0
2006-02-17,14363,14947,14363,14715,1501,47079.0,3736455.0
2006-02-20,14481,14890,14481,14890,764,47640.0,3736455.0
2006-02-21,14714,15065,14714,14948,1190,47827.0,3736455.0
2006-02-22,14713,14772,14363,14540,4240,46519.0,3736455.0
2006-02-23,14713,14772,14246,14365,6871,45958.0,3736455.0
2006-02-24,14421,14713,14363,14657,5500,46893.0,3736455.0
2006-02-27,14772,15239,14772,15124,6191,48387.0,3736455.0
2006-02-28,15239,15531,14947,15474,14290,49508.0,3736455.0
2006-03-02,15765,15765,15357,15357,7065,49134.0,3736455.0
2006-03-03,14947,15414,14713,14715,4790,47079.0,3736455.0
2006-03-06,14831,15765,14656,15182,3980,48574.0,3736455.0
2006-03-07,15182,15999,15006,15357,5000,49134.0,3736455.0
2006-03-08,14655,15414,14655,15299,2220,48948.0,3736455.0
2006-03-09,14948,15357,14948,15357,4740,49134.0,3736455.0
2006-03-10,15706,15706,15064,15124,1160,48387.0,3736455.0
2006-03-13,15123,15649,15123,15182,3570,48574.0,3736455.0
2006-03-14,15065,15357,15065,15357,1880,49134.0,3736455.0
2006-03-15,15357,15649,15240,15532,5628,49695.0,3736455.0
2006-03-16,15764,15940,15414,15708,4703,50255.0,3736455.0
2006-03-17,15648,15706,15414,15708,3180,50255.0,3736455.0
