한국항공우주(047810),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2012-01-18,35850,36300,33050,33800,2375333,3294659.0,97475107.0
2012-01-19,34050,34400,33000,33000,1946609,3216679.0,97475107.0
2012-01-20,32800,34550,31450,33900,4619674,3304406.0,97475107.0
2012-01-25,33700,33800,32100,32100,1588955,3128951.0,97475107.0
2012-01-26,32350,33350,32300,33050,1078994,3221552.0,97475107.0
2012-01-27,33300,33750,32050,32250,1170242,3143572.0,97475107.0
2012-01-30,32950,33650,32450,32650,1103684,3182562.0,97475107.0
2012-01-31,32500,32650,31450,32000,1522177,3119203.0,97475107.0
2012-02-01,32000,33350,31750,33200,1497685,3236174.0,97475107.0
2012-02-02,33100,33850,32750,32900,1009127,3206931.0,97475107.0
2012-02-03,33150,33500,32200,32350,835098,3153320.0,97475107.0
2012-02-06,32600,32650,31150,31150,1140444,3036350.0,97475107.0
2012-02-07,30950,31750,30500,31300,901983,3050971.0,97475107.0
2012-02-08,31350,31700,30550,30700,1162025,2992486.0,97475107.0
2012-02-09,30750,31250,30600,31250,812862,3046097.0,97475107.0
2012-02-10,31400,32700,31100,31550,1459090,3075340.0,97475107.0
2012-02-13,31850,34300,31550,33950,2544451,3309280.0,97475107.0
2012-02-14,34000,34250,33300,33550,1080049,3270290.0,97475107.0
2012-02-15,33950,34100,33100,33600,734541,3275164.0,97475107.0
2012-02-16,33550,34350,33500,33600,1029912,3275164.0,97475107.0
2012-02-17,32700,32950,31550,31650,3033090,3085087.0,97475107.0
2012-02-20,31900,32250,31450,31550,917779,3075340.0,97475107.0
2012-02-21,31600,32250,31150,32150,824572,3133825.0,97475107.0
2012-02-22,32100,32900,31900,32300,739038,3148446.0,97475107.0
2012-02-23,32350,32450,31500,31700,544601,3089961.0,97475107.0
2012-02-24,31600,31850,31400,31700,423263,3089961.0,97475107.0
2012-02-27,31600,31700,30750,30800,630884,3002233.0,97475107.0
2012-02-28,30800,31100,29650,29750,1240052,2899884.0,97475107.0
2012-02-29,29750,30150,29700,30100,681700,2934001.0,97475107.0
2012-03-02,30150,31100,30150,31000,623440,3021728.0,97475107.0
2012-03-05,31450,31950,31000,31050,715129,3026602.0,97475107.0
2012-03-06,31000,31300,30300,30500,483236,2972991.0,97475107.0
2012-03-07,30050,30400,29850,30100,391304,2934001.0,97475107.0
2012-03-08,30300,31000,30250,30600,336972,2982738.0,97475107.0
2012-03-09,30850,31000,30200,30250,384962,2948622.0,97475107.0
2012-03-12,30100,30550,29800,29900,401860,2914506.0,97475107.0
2012-03-13,29950,30150,29350,29500,679911,2875516.0,97475107.0
2012-03-14,29800,29900,29000,29050,928093,2831652.0,97475107.0
2012-03-15,29200,29600,29000,29500,529029,2875516.0,97475107.0
2012-03-16,29800,30350,29500,29500,800567,2875516.0,97475107.0
2012-03-19,29750,30000,29550,29800,294639,2904758.0,97475107.0
2012-03-20,29900,32200,29900,31850,1937725,3104582.0,97475107.0
2012-03-21,32350,32550,31050,31100,1433152,3031476.0,97475107.0
2012-03-22,31200,31550,30550,30950,662322,3016855.0,97475107.0
2012-03-23,31050,32000,31050,31350,833371,3055845.0,97475107.0
2012-03-26,31650,31950,30750,30800,513371,3002233.0,97475107.0
2012-03-27,30900,31100,29850,30150,742180,2938874.0,97475107.0
2012-03-28,30000,30100,29300,29400,701278,2865768.0,97475107.0
2012-03-29,29200,29800,28800,28850,574726,2812157.0,97475107.0
2012-03-30,28800,29300,28750,29050,385354,2831652.0,97475107.0
2012-04-02,29200,29200,28100,28200,1062665,2748798.0,97475107.0
2012-04-03,28300,28400,27400,27550,1031009,2685439.0,97475107.0
2012-04-04,27500,28100,27200,27200,638247,2651323.0,97475107.0
2012-04-05,27000,27500,26850,27300,438175,2661070.0,97475107.0
2012-04-06,27500,28150,27350,27900,473711,2719555.0,97475107.0
2012-04-09,27650,28000,26650,26650,493352,2597712.0,97475107.0
2012-04-10,26600,27750,26600,27600,452213,2690313.0,97475107.0
2012-04-12,28000,28950,27850,28800,858621,2807283.0,97475107.0
2012-04-13,29100,29100,28400,28800,491021,2807283.0,97475107.0
2012-04-16,28750,29400,28600,28950,426320,2821904.0,97475107.0
2012-04-17,29400,29650,29100,29100,545577,2836526.0,97475107.0
2012-04-18,29750,29750,29150,29400,380643,2865768.0,97475107.0
2012-04-19,29450,30200,29150,30050,910921,2929127.0,97475107.0
2012-04-20,31950,32250,30850,31150,2001214,3036350.0,97475107.0
2012-04-23,30650,30900,29400,29550,837479,2880389.0,97475107.0
2012-04-24,29200,29400,28350,28500,641569,2778041.0,97475107.0
2012-04-25,28500,29100,27150,27500,770751,2680565.0,97475107.0
2012-04-26,27700,28000,26950,27100,591038,2641575.0,97475107.0
2012-04-27,27100,27650,26950,27550,470165,2685439.0,97475107.0
2012-04-30,27600,28700,27600,28050,514013,2734177.0,97475107.0
2012-05-02,28000,28400,27150,27250,596693,2656197.0,97475107.0
2012-05-03,27250,27300,26750,26850,521314,2617207.0,97475107.0
2012-05-04,26850,27900,26650,27900,504271,2719555.0,97475107.0
2012-05-07,27500,27600,27050,27200,276060,2651323.0,97475107.0
2012-05-08,27450,27500,26800,26850,464350,2617207.0,97475107.0
2012-05-09,27000,27300,26650,26850,377655,2617207.0,97475107.0
2012-05-10,27100,27300,26700,26800,367804,2612333.0,97475107.0
2012-05-11,26800,27000,25750,25850,609142,2519732.0,97475107.0
2012-05-14,25850,26200,25750,26100,294887,2544100.0,97475107.0
2012-05-15,25600,27150,25500,27050,727604,2636702.0,97475107.0
2012-05-16,27150,27300,25750,25750,539646,2509984.0,97475107.0
2012-05-17,26000,26400,25150,25250,479312,2461246.0,97475107.0
2012-05-18,25050,25500,24400,24550,561964,2393014.0,97475107.0
2012-05-21,24600,24850,23700,24150,507044,2354024.0,97475107.0
2012-05-22,24400,24650,24100,24250,355811,2363771.0,97475107.0
2012-05-23,24400,25250,24350,24600,524307,2397888.0,97475107.0
2012-05-24,25050,26800,24850,26600,1075918,2592838.0,97475107.0
2012-05-25,26850,27250,26250,27250,680127,2656197.0,97475107.0
2012-05-29,26900,27150,26400,26900,426140,2622080.0,97475107.0
2012-05-30,26750,26850,25900,26250,450931,2558722.0,97475107.0
2012-05-31,25850,25900,24850,24850,1089621,2422256.0,97475107.0
2012-06-01,25250,27100,25150,26850,1526702,2617207.0,97475107.0
2012-06-04,26300,26800,25750,25900,716905,2524605.0,97475107.0
2012-06-05,26200,27200,25750,27050,789841,2636702.0,97475107.0
2012-06-07,27350,27750,27050,27100,740417,2641575.0,97475107.0
2012-06-08,27300,27850,26900,27800,701107,2709808.0,97475107.0
2012-06-11,28150,28450,27800,28200,559254,2748798.0,97475107.0
2012-06-12,27800,28400,27450,28150,542127,2743924.0,97475107.0
2012-06-13,28700,29300,28250,28650,743788,2792662.0,97475107.0
2012-06-14,28700,29150,28200,28650,448245,2792662.0,97475107.0
2012-06-15,28800,29800,28250,29700,906397,2895011.0,97475107.0
2012-06-18,30200,30450,29850,30150,719733,2938874.0,97475107.0
2012-06-19,30050,30350,29800,30200,419099,2943748.0,97475107.0
2012-06-20,30250,30350,29300,29300,660062,2856021.0,97475107.0
2012-06-21,29300,30250,29250,29800,478356,2904758.0,97475107.0
2012-06-22,29600,30100,29350,29900,430895,2914506.0,97475107.0
2012-06-25,30150,30150,29300,29800,322638,2904758.0,97475107.0
2012-06-26,29550,29600,28750,28800,352053,2807283.0,97475107.0
2012-06-27,29000,29750,28450,29700,452108,2895011.0,97475107.0
2012-06-28,29800,30000,29100,29600,268572,2885263.0,97475107.0
2012-06-29,29600,29750,29050,29400,390117,2865768.0,97475107.0
2012-07-02,29450,29550,28900,28900,328955,2817031.0,97475107.0
2012-07-03,28650,29200,27750,27800,956302,2709808.0,97475107.0
2012-07-04,27500,28000,27150,27300,869987,2661070.0,97475107.0
2012-07-05,27500,28200,27450,27700,646987,2700060.0,97475107.0
2012-07-06,28000,28350,27200,27550,413140,2685439.0,97475107.0
2012-07-09,27150,28050,27150,27750,385836,2704934.0,97475107.0
2012-07-10,27600,27800,27050,27350,271325,2665944.0,97475107.0
2012-07-11,27350,27650,26850,27200,247942,2651323.0,97475107.0
2012-07-12,27000,27200,26000,26000,699619,2534353.0,97475107.0
2012-07-13,26000,26250,25200,26150,369203,2548974.0,97475107.0
2012-07-16,26400,26600,26100,26150,254613,2548974.0,97475107.0
2012-07-17,26000,27250,25850,26700,433043,2602585.0,97475107.0
2012-07-18,26500,26950,26400,26550,224378,2587964.0,97475107.0
2012-07-19,26750,26950,26300,26500,235013,2583090.0,97475107.0
2012-07-20,26800,26800,26200,26550,299242,2587964.0,97475107.0
2012-07-23,26100,26400,25600,26000,398533,2534353.0,97475107.0
2012-07-24,25600,26850,25600,26500,320121,2583090.0,97475107.0
2012-07-25,26100,26650,26050,26300,217337,2563595.0,97475107.0
2012-07-26,26500,26800,26250,26550,185561,2587964.0,97475107.0
2012-07-27,26800,27200,26650,27100,285005,2641575.0,97475107.0
2012-07-30,27450,27500,26900,27200,206351,2651323.0,97475107.0
2012-07-31,27200,27350,26800,27000,293138,2631828.0,97475107.0
2012-08-01,26800,26800,25550,26250,627544,2558722.0,97475107.0
2012-08-02,26200,26850,25950,26800,242149,2612333.0,97475107.0
2012-08-03,26550,26700,26100,26200,160319,2553848.0,97475107.0
2012-08-06,26250,26850,26000,26300,443774,2563595.0,97475107.0
2012-08-07,26750,27900,26650,27900,991725,2719555.0,97475107.0
2012-08-08,28200,28250,26850,26900,820709,2622080.0,97475107.0
2012-08-09,27100,27350,26950,27150,335977,2646449.0,97475107.0
2012-08-10,27250,27250,26600,26750,338950,2607459.0,97475107.0
2012-08-13,26850,27050,26850,27000,179572,2631828.0,97475107.0
2012-08-14,27150,27250,26950,27250,261537,2656197.0,97475107.0
2012-08-16,27400,27650,26950,27550,392369,2685439.0,97475107.0
2012-08-17,27150,27200,26600,26700,641257,2602585.0,97475107.0
2012-08-20,26700,26750,26250,26500,284405,2583090.0,97475107.0
2012-08-21,26450,26900,26450,26900,226698,2622080.0,97475107.0
2012-08-22,26900,26900,26300,26350,260340,2568469.0,97475107.0
2012-08-23,26250,26450,26100,26250,281374,2558722.0,97475107.0
2012-08-24,26200,26500,26100,26250,257434,2558722.0,97475107.0
2012-08-27,26350,26400,26100,26200,259072,2553848.0,97475107.0
2012-08-28,26200,26600,26000,26050,233832,2539227.0,97475107.0
2012-08-29,26100,26450,25700,26450,407748,2578217.0,97475107.0
2012-08-30,26500,26600,25950,26000,304308,2534353.0,97475107.0
2012-08-31,25850,26150,25600,25750,388552,2509984.0,97475107.0
2012-09-03,25550,26200,25300,26100,332111,2544100.0,97475107.0
2012-09-04,26200,26450,25900,26300,305609,2563595.0,97475107.0
2012-09-05,26300,26500,26000,26400,274945,2573343.0,97475107.0
2012-09-06,26450,26750,26150,26550,330003,2587964.0,97475107.0
2012-09-07,26800,26900,26500,26650,340542,2597712.0,97475107.0
2012-09-10,26750,26850,26450,26500,240921,2583090.0,97475107.0
2012-09-11,26400,26500,25800,25850,340379,2519732.0,97475107.0
2012-09-12,25900,26050,25750,25950,211521,2529479.0,97475107.0
2012-09-13,26200,26250,25800,26000,236187,2534353.0,97475107.0
2012-09-14,26200,26400,25900,26100,567338,2544100.0,97475107.0
2012-09-17,26000,26050,25750,25750,373081,2509984.0,97475107.0
2012-09-18,25700,26000,25600,25800,305850,2514858.0,97475107.0
2012-09-19,25750,26050,25750,25850,245138,2519732.0,97475107.0
2012-09-20,25900,26050,25800,25800,195744,2514858.0,97475107.0
2012-09-21,25900,25950,25550,25600,305515,2495363.0,97475107.0
2012-09-24,25700,25750,25250,25400,298135,2475868.0,97475107.0
2012-09-25,25250,25350,24450,24600,701772,2397888.0,97475107.0
2012-09-26,24400,24950,24400,24900,272445,2427130.0,97475107.0
2012-09-27,24600,24900,24050,24300,447686,2368645.0,97475107.0
2012-09-28,27000,27900,26550,27900,3670568,2719555.0,97475107.0
2012-10-02,28200,29150,26800,27000,2709519,2631828.0,97475107.0
2012-10-04,27100,27800,26750,27500,1018117,2680565.0,97475107.0
2012-10-05,27500,28650,27500,28200,1131291,2748798.0,97475107.0
2012-10-08,28800,28950,28300,28300,628492,2758546.0,97475107.0
2012-10-09,28050,28500,27450,28100,579561,2739051.0,97475107.0
2012-10-10,28000,29250,27950,28900,899037,2817031.0,97475107.0
2012-10-11,28900,29450,28250,28600,1120299,2787788.0,97475107.0
2012-10-12,28400,28900,27900,28550,613006,2782914.0,97475107.0
2012-10-15,28550,28850,28050,28850,567738,2812157.0,97475107.0
2012-10-16,28950,29300,28250,28250,452751,2753672.0,97475107.0
2012-10-17,28150,28450,27950,28250,361515,2753672.0,97475107.0
2012-10-18,28400,28450,28050,28350,314953,2763419.0,97475107.0
2012-10-19,28450,28550,27700,28350,386410,2763419.0,97475107.0
2012-10-22,27750,28200,27750,27800,222009,2709808.0,97475107.0
2012-10-23,27850,28100,27250,27400,424049,2670818.0,97475107.0
2012-10-24,27050,27150,26400,26600,632301,2592838.0,97475107.0
2012-10-25,26550,27750,26500,27750,440933,2704934.0,97475107.0
2012-10-26,28050,28250,26650,26700,485233,2602585.0,97475107.0
2012-10-29,26450,26600,25600,25700,389843,2505110.0,97475107.0
2012-10-30,25550,26900,25550,26900,293556,2622080.0,97475107.0
2012-10-31,27000,27800,26800,27400,362373,2670818.0,97475107.0
2012-11-01,27450,27650,27000,27050,255832,2636702.0,97475107.0
2012-11-02,27350,27600,26900,27100,273979,2641575.0,97475107.0
2012-11-05,27100,28500,27100,28400,674111,2768293.0,97475107.0
2012-11-06,28500,28750,28050,28650,538750,2792662.0,97475107.0
2012-11-07,29250,29300,28150,28400,762819,2768293.0,97475107.0
2012-11-08,28000,28900,27850,28800,538900,2807283.0,97475107.0
2012-11-09,28650,28800,28050,28300,360702,2758546.0,97475107.0
2012-11-12,28050,28200,27000,27000,484830,2631828.0,97475107.0
2012-11-13,26850,27950,26450,27350,498550,2665944.0,97475107.0
2012-11-14,27500,28150,27400,27900,341475,2719555.0,97475107.0
2012-11-15,27500,28300,27150,28000,468301,2729303.0,97475107.0
2012-11-16,27800,28650,27400,27900,463186,2719555.0,97475107.0
2012-11-19,27950,28400,27500,27500,274280,2680565.0,97475107.0
2012-11-20,27800,27950,27000,27000,358892,2631828.0,97475107.0
2012-11-21,27150,27700,27050,27050,270299,2636702.0,97475107.0
2012-11-22,27250,27450,26600,26600,366846,2592838.0,97475107.0
2012-11-23,26350,26950,26300,26950,177493,2626954.0,97475107.0
2012-11-26,27300,27700,27150,27500,224002,2680565.0,97475107.0
2012-11-27,27350,27700,26700,27450,344442,2675692.0,97475107.0
2012-11-28,27300,27450,26400,26900,507582,2622080.0,97475107.0
2012-11-29,27150,27750,26900,27300,541718,2661070.0,97475107.0
2012-11-30,26400,27600,26250,27600,613479,2690313.0,97475107.0
2012-12-03,27500,27500,27000,27000,282915,2631828.0,97475107.0
2012-12-04,26700,27200,26650,26950,181271,2626954.0,97475107.0
2012-12-05,26900,27250,26900,27050,217091,2636702.0,97475107.0
2012-12-06,27200,27300,26900,26950,199207,2626954.0,97475107.0
2012-12-07,26950,27150,26750,26800,170524,2612333.0,97475107.0
2012-12-10,26650,27000,26000,26100,490371,2544100.0,97475107.0
2012-12-11,26100,26350,26050,26350,193968,2568469.0,97475107.0
2012-12-12,26350,26800,26300,26800,266827,2612333.0,97475107.0
2012-12-13,26800,26900,25500,25800,581598,2514858.0,97475107.0
2012-12-14,25700,26200,25650,25900,277338,2524605.0,97475107.0
2012-12-17,27000,27000,25800,26700,592584,2602585.0,97475107.0
2012-12-18,25950,26100,25350,25850,555702,2519732.0,97475107.0
2012-12-20,26050,26500,25950,26350,327314,2568469.0,97475107.0
2012-12-21,26050,26200,25600,25900,291597,2524605.0,97475107.0
2012-12-24,25800,26000,25450,25700,282439,2505110.0,97475107.0
2012-12-26,25600,25900,25600,25650,223238,2500236.0,97475107.0
2012-12-27,25600,25800,25250,25450,277912,2480741.0,97475107.0
2012-12-28,25500,25950,25400,25850,271436,2519732.0,97475107.0
2013-01-02,26050,26200,25850,26050,277339,2539227.0,97475107.0
2013-01-03,26000,26100,25550,25650,403451,2500236.0,97475107.0
2013-01-04,25650,25750,25400,25750,249721,2509984.0,97475107.0
2013-01-07,25750,25800,24800,24900,760532,2427130.0,97475107.0
2013-01-08,24800,25200,24700,24950,405404,2432004.0,97475107.0
2013-01-09,25000,25050,24750,24900,291037,2427130.0,97475107.0
2013-01-10,24900,25050,24750,25050,269834,2441751.0,97475107.0
2013-01-11,25100,25100,24850,25000,317508,2436878.0,97475107.0
2013-01-14,24950,25000,24400,24500,495875,2388140.0,97475107.0
2013-01-15,24500,24550,24100,24200,381857,2358898.0,97475107.0
2013-01-16,24350,24900,24300,24500,383928,2388140.0,97475107.0
2013-01-17,24400,24650,24350,24450,187563,2383266.0,97475107.0
2013-01-18,24500,24750,24400,24500,200426,2388140.0,97475107.0
2013-01-21,24500,24950,24500,24850,160915,2422256.0,97475107.0
2013-01-22,24900,25000,24750,24950,210896,2432004.0,97475107.0
2013-01-23,24850,24950,24550,24650,181441,2402761.0,97475107.0
2013-01-24,24550,24850,24550,24700,141327,2407635.0,97475107.0
2013-01-25,24900,25300,24750,25000,344899,2436878.0,97475107.0
2013-01-28,25150,25200,24850,25050,272736,2441751.0,97475107.0
2013-01-29,25100,25750,25100,25700,526644,2505110.0,97475107.0
2013-01-30,25800,25900,25400,25800,676164,2514858.0,97475107.0
2013-01-31,26900,27150,25250,25250,1960242,2461246.0,97475107.0
2013-02-01,25300,25450,24600,24650,625411,2402761.0,97475107.0
2013-02-04,24500,24750,24250,24300,374680,2368645.0,97475107.0
2013-02-05,24150,24500,24150,24300,238259,2368645.0,97475107.0
2013-02-06,24300,24650,24300,24450,190882,2383266.0,97475107.0
2013-02-07,24450,24850,24350,24700,229010,2407635.0,97475107.0
2013-02-08,24850,25100,24750,24900,260648,2427130.0,97475107.0
2013-02-12,25000,25000,24600,24700,126558,2407635.0,97475107.0
2013-02-13,24750,24900,24500,24550,363021,2393014.0,97475107.0
