부산도시가스(015350),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-06-18,23351,23925,23024,23760,65450,261000.0,9000000.0
1999-06-21,23761,23925,23515,23842,70920,261900.0,9000000.0
1999-06-22,23761,24253,23515,23760,94020,261000.0,9000000.0
1999-06-23,23761,23761,22942,23187,30540,254700.0,9000000.0
1999-06-24,23269,23761,23024,23064,13770,253350.0,9000000.0
1999-06-25,22942,23433,22696,22695,16300,249300.0,9000000.0
1999-06-28,22860,23269,22245,22245,22670,244350.0,9000000.0
1999-06-29,22614,23351,22122,23351,98760,256500.0,9000000.0
1999-06-30,23761,24498,23515,23924,89530,262800.0,9000000.0
1999-07-01,24334,26137,23925,25604,144430,281250.0,9000000.0
1999-07-02,24826,28677,24826,28677,192680,315000.0,9000000.0
1999-07-05,28513,28513,27038,27366,36200,300600.0,9000000.0
1999-07-06,27038,28185,26547,27284,52700,299700.0,9000000.0
1999-07-07,27038,27776,26219,27120,36030,297900.0,9000000.0
1999-07-08,26547,27940,26547,27447,42760,301500.0,9000000.0
1999-07-09,27448,28595,26670,28185,45170,309600.0,9000000.0
1999-07-12,28431,30152,27858,28595,82550,314100.0,9000000.0
1999-07-13,28267,29496,27858,29086,204490,319500.0,9000000.0
1999-07-14,29087,29496,27940,28677,74890,315000.0,9000000.0
1999-07-15,26219,28267,26219,27857,31510,306000.0,9000000.0
1999-07-16,27530,28022,26711,27857,51650,306000.0,9000000.0
1999-07-19,27161,28267,27161,28021,42870,307800.0,9000000.0
1999-07-20,28022,28185,27448,27857,108300,306000.0,9000000.0
1999-07-21,27858,28022,27038,27447,33230,301500.0,9000000.0
1999-07-22,26465,27366,26465,27120,13930,297900.0,9000000.0
1999-07-23,26219,27284,25400,25399,28950,279000.0,9000000.0
1999-07-26,24662,24990,23843,24580,13550,270000.0,9000000.0
1999-07-27,24580,25564,24334,25399,44760,279000.0,9000000.0
1999-07-28,25482,29210,24990,28431,68400,312300.0,9000000.0
1999-07-29,27448,28431,27448,28431,53790,312300.0,9000000.0
1999-07-30,27489,27489,25564,26423,60160,290250.0,9000000.0
1999-08-02,25400,25727,24580,25563,37750,280800.0,9000000.0
1999-08-03,25564,29087,24990,27038,40390,297000.0,9000000.0
1999-08-04,25891,27038,25891,26792,44090,294300.0,9000000.0
1999-08-05,25891,26629,25891,26055,22200,286200.0,9000000.0
1999-08-06,26055,26219,25891,26055,9600,286200.0,9000000.0
1999-08-09,26055,26219,25523,25891,35340,284400.0,9000000.0
1999-08-10,25891,26055,25645,25727,11270,282600.0,9000000.0
1999-08-11,25482,26833,24990,25809,32590,283500.0,9000000.0
1999-08-12,24580,26874,24580,26300,13730,288900.0,9000000.0
1999-08-13,25891,26629,24580,25030,22820,274950.0,9000000.0
1999-08-16,25072,25072,24253,24989,1890,274500.0,9000000.0
1999-08-17,25400,26219,24621,25071,22250,275400.0,9000000.0
1999-08-18,24334,27038,24334,24989,2250,274500.0,9000000.0
1999-08-19,24662,24990,24580,24703,9180,271350.0,9000000.0
1999-08-20,26178,26178,24744,24948,2510,274050.0,9000000.0
1999-08-23,25727,25727,24826,25399,4830,279000.0,9000000.0
1999-08-24,25400,26219,25236,26218,6440,288000.0,9000000.0
1999-08-25,25482,26137,25482,26055,9090,286200.0,9000000.0
1999-08-26,25482,26055,25482,25809,5740,283500.0,9000000.0
1999-08-27,25400,25564,24580,25071,41490,275400.0,9000000.0
1999-08-30,24990,24990,24416,24580,28300,270000.0,9000000.0
1999-08-31,24662,24744,23597,23760,38310,261000.0,9000000.0
1999-09-01,23761,23802,22532,22941,36180,252000.0,9000000.0
1999-09-02,22532,23761,22122,22859,5410,251100.0,9000000.0
1999-09-03,22122,24498,21876,22941,37120,252000.0,9000000.0
1999-09-06,21713,23351,21713,22777,99680,250200.0,9000000.0
1999-09-07,24498,25236,23351,25235,61630,277200.0,9000000.0
1999-09-08,25154,25809,24171,25399,33780,279000.0,9000000.0
1999-09-09,24744,25236,24580,24662,8350,270900.0,9000000.0
1999-09-10,24580,24908,23843,24580,21380,270000.0,9000000.0
1999-09-13,24580,24580,23761,24416,7260,268200.0,9000000.0
1999-09-14,24171,24334,23925,24252,2900,266400.0,9000000.0
1999-09-15,24253,24908,24089,24580,6460,270000.0,9000000.0
1999-09-16,23761,24457,23761,24170,2750,265500.0,9000000.0
1999-09-17,24171,24580,23679,24580,3940,270000.0,9000000.0
1999-09-20,23638,24990,23638,24580,3300,270000.0,9000000.0
1999-09-21,24990,24990,24171,24826,9800,272700.0,9000000.0
1999-09-22,24580,24580,24007,24580,1480,270000.0,9000000.0
1999-09-27,23843,24171,23679,24170,4730,265500.0,9000000.0
1999-09-28,23269,24089,23269,23760,3190,261000.0,9000000.0
1999-09-29,23351,23597,22204,22204,28680,243900.0,9000000.0
1999-09-30,22942,22942,22122,22368,5010,245700.0,9000000.0
1999-10-01,22122,22860,20156,21958,18940,241200.0,9000000.0
1999-10-04,20893,21958,20893,21876,5590,240300.0,9000000.0
1999-10-05,21876,21876,19623,19623,17170,215550.0,9000000.0
1999-10-06,18927,20811,18271,20811,88580,228600.0,9000000.0
1999-10-07,20811,20811,20074,20565,14770,225900.0,9000000.0
1999-10-08,20893,21631,19664,20114,65050,220950.0,9000000.0
1999-10-11,20647,20647,19664,20360,23460,223650.0,9000000.0
1999-10-12,19746,20729,19746,20483,30320,225000.0,9000000.0
1999-10-13,20484,20484,19910,20483,25600,225000.0,9000000.0
1999-10-14,20320,20566,20074,20073,43150,220500.0,9000000.0
1999-10-15,20320,20975,20238,20647,30570,226800.0,9000000.0
1999-10-18,20484,21385,20320,21139,104900,232200.0,9000000.0
1999-10-19,21549,21549,20566,20565,56800,225900.0,9000000.0
1999-10-20,20893,21795,20729,21466,22070,235800.0,9000000.0
1999-10-21,21549,21631,20893,21057,19850,231300.0,9000000.0
1999-10-22,20566,21057,20566,20688,11440,227250.0,9000000.0
1999-10-25,20238,21016,20238,20975,30540,230400.0,9000000.0
1999-10-26,20975,21549,20361,21220,16400,233100.0,9000000.0
1999-10-27,21303,21467,20647,20647,5320,226800.0,9000000.0
1999-10-28,20647,21057,20074,21057,38820,231300.0,9000000.0
1999-10-29,20566,21467,20566,21384,13090,234900.0,9000000.0
1999-11-01,21508,21795,21303,21794,19270,239400.0,9000000.0
1999-11-02,21999,22532,21795,22368,20040,245700.0,9000000.0
1999-11-03,21958,22368,21631,21958,5240,241200.0,9000000.0
1999-11-04,22122,22532,21549,21712,15990,238500.0,9000000.0
1999-11-05,21876,22286,21713,21753,19450,238950.0,9000000.0
1999-11-08,21754,22368,21713,22204,19470,243900.0,9000000.0
1999-11-09,22204,23597,22122,23597,31150,259200.0,9000000.0
1999-11-10,23597,24990,23597,24826,82500,272700.0,9000000.0
1999-11-11,25973,26219,24007,24989,42850,274500.0,9000000.0
1999-11-12,24990,24990,22778,23064,18000,253350.0,9000000.0
1999-11-15,24007,24171,22122,24170,36360,265500.0,9000000.0
1999-11-16,24990,24990,23761,24252,82430,266400.0,9000000.0
1999-11-17,24908,24908,22532,23351,33020,256500.0,9000000.0
1999-11-18,22532,23269,22122,22613,15420,248400.0,9000000.0
1999-11-19,22122,22942,21958,22122,42610,243000.0,9000000.0
1999-11-22,21876,23146,21754,22450,43950,246600.0,9000000.0
1999-11-23,22614,22614,21958,22081,29320,242550.0,9000000.0
1999-11-24,22122,22368,21180,21302,57120,234000.0,9000000.0
1999-11-25,21876,22122,21549,21630,43150,237600.0,9000000.0
1999-11-26,21631,21917,21057,21139,30050,232200.0,9000000.0
1999-11-29,21303,21876,20811,21876,42290,240300.0,9000000.0
1999-11-30,21876,22778,21876,22204,113220,243900.0,9000000.0
1999-12-01,22040,22696,21958,22368,14740,245700.0,9000000.0
1999-12-02,22204,22696,21713,22122,116200,243000.0,9000000.0
1999-12-03,22122,22491,21221,21630,39050,237600.0,9000000.0
1999-12-06,21713,22491,21713,22450,189480,246600.0,9000000.0
1999-12-07,21000,23000,21000,21100,92510,189900.0,9000000.0
1999-12-08,22200,22800,18750,19500,46450,175500.0,9000000.0
1999-12-09,18500,19500,17500,19500,60840,175500.0,9000000.0
1999-12-10,22000,22400,21000,22000,102830,198000.0,9000000.0
1999-12-13,22000,22000,20500,21300,44920,191700.0,9000000.0
1999-12-14,21000,21650,20600,21200,33940,190800.0,9000000.0
1999-12-15,20500,21700,19500,19650,29780,176850.0,9000000.0
1999-12-16,19200,19700,18300,18700,41070,168300.0,9000000.0
1999-12-17,18900,19300,17700,18250,47460,164250.0,9000000.0
1999-12-20,17750,18450,17300,17500,27390,157500.0,9000000.0
1999-12-21,17200,17550,15900,16600,25520,149400.0,9000000.0
1999-12-22,17000,17100,15650,15950,33690,175450.0,11000000.0
1999-12-23,15950,16000,15100,15100,49460,166100.0,11000000.0
1999-12-24,15100,15800,15050,15500,31020,170500.0,11000000.0
1999-12-27,15550,16000,15100,15650,35590,172150.0,11000000.0
1999-12-28,15650,16000,14950,15700,32100,172700.0,11000000.0
2000-01-04,15100,15950,14900,15900,26790,174900.0,11000000.0
2000-01-05,15300,16000,14700,14950,44310,164450.0,11000000.0
2000-01-06,15200,15400,13500,14200,29880,156200.0,11000000.0
2000-01-07,14900,14900,13400,13500,24620,148500.0,11000000.0
2000-01-10,14100,14400,13800,14200,13650,156200.0,11000000.0
2000-01-11,14200,14600,13450,13500,60270,148500.0,11000000.0
2000-01-12,13300,13650,12900,13200,97030,145200.0,11000000.0
2000-01-13,13250,13800,13150,13700,144330,150700.0,11000000.0
2000-01-14,13700,14300,13550,14200,76220,156200.0,11000000.0
2000-01-17,15000,15000,13900,14000,80700,154000.0,11000000.0
2000-01-18,14200,14300,13300,13600,45960,149600.0,11000000.0
2000-01-19,13200,13200,12300,12800,25120,140800.0,11000000.0
2000-01-20,12150,12250,11500,12250,32360,134750.0,11000000.0
2000-01-21,12200,12350,11650,11950,22550,131450.0,11000000.0
2000-01-24,11600,12650,11600,12300,35360,135300.0,11000000.0
2000-01-25,13000,13000,11700,11700,21760,128700.0,11000000.0
2000-01-26,11750,12000,11550,11600,24490,127600.0,11000000.0
2000-01-27,11800,12500,11700,12300,36650,135300.0,11000000.0
2000-01-28,12300,12800,12100,12200,46570,134200.0,11000000.0
2000-01-31,12400,12900,12100,12700,55890,139700.0,11000000.0
2000-02-01,13000,13450,12900,13400,79630,147400.0,11000000.0
2000-02-02,13400,13950,13200,13800,44140,151800.0,11000000.0
2000-02-03,13800,14400,13600,14150,59190,155650.0,11000000.0
2000-02-07,14150,14300,13600,13700,21920,150700.0,11000000.0
2000-02-08,13700,13700,12950,13100,31330,144100.0,11000000.0
2000-02-09,13000,13000,12550,12600,18320,138600.0,11000000.0
2000-02-10,12100,12300,11900,12200,20560,134200.0,11000000.0
2000-02-11,12300,12450,12100,12150,22650,133650.0,11000000.0
2000-02-14,12200,12200,11200,11300,30180,124300.0,11000000.0
2000-02-15,10800,11950,10800,11350,21720,124850.0,11000000.0
2000-02-16,11900,13050,10800,13050,65540,143550.0,11000000.0
2000-02-17,12000,12400,11650,11950,20860,131450.0,11000000.0
2000-02-18,12400,12400,11400,11650,15250,128150.0,11000000.0
2000-02-21,11400,11450,10800,10900,15160,119900.0,11000000.0
2000-02-22,10300,10850,10100,10200,25660,112200.0,11000000.0
2000-02-23,10500,11500,10500,10850,19300,119350.0,11000000.0
2000-02-24,11000,11350,10500,10700,74000,117700.0,11000000.0
2000-02-25,10200,10600,10150,10450,121980,114950.0,11000000.0
2000-02-28,10700,11200,10200,10500,303090,115500.0,11000000.0
2000-02-29,10900,11200,10600,10700,155830,117700.0,11000000.0
2000-03-02,10700,10950,10500,10650,100180,117150.0,11000000.0
2000-03-03,10650,11300,10600,11300,136720,124300.0,11000000.0
2000-03-06,12000,12950,11800,12950,246520,142450.0,11000000.0
2000-03-07,12500,13100,12000,12100,182500,133100.0,11000000.0
2000-03-08,11500,12650,11350,12250,121160,134750.0,11000000.0
2000-03-09,12700,12950,11800,12000,182740,132000.0,11000000.0
2000-03-10,12100,12700,11850,12200,128420,134200.0,11000000.0
2000-03-13,12600,14000,12300,13800,243030,151800.0,11000000.0
2000-03-14,13600,13900,13000,13150,93390,144650.0,11000000.0
2000-03-15,12700,13000,12100,12300,116200,135300.0,11000000.0
2000-03-16,12400,12750,11500,11750,69920,129250.0,11000000.0
2000-03-17,11950,12250,11650,12000,67500,132000.0,11000000.0
2000-03-20,12000,12400,11700,12100,42940,133100.0,11000000.0
2000-03-21,12000,12400,11800,12400,64250,136400.0,11000000.0
2000-03-22,12800,13500,12100,13400,190410,147400.0,11000000.0
2000-03-23,13700,13800,12800,12950,234660,142450.0,11000000.0
2000-03-24,13300,14700,13000,14300,340010,157300.0,11000000.0
2000-03-27,14600,15500,13750,13750,284560,151250.0,11000000.0
2000-03-28,13850,14900,13400,13500,245680,148500.0,11000000.0
2000-03-29,13150,13350,12650,12900,124270,141900.0,11000000.0
2000-03-30,12900,13150,12400,12700,89200,139700.0,11000000.0
2000-03-31,12850,13250,12500,13000,82340,143000.0,11000000.0
2000-04-03,13400,13400,12000,12100,77790,133100.0,11000000.0
2000-04-04,11900,12100,11100,11400,63290,125400.0,11000000.0
2000-04-06,11700,11700,11100,11300,35460,124300.0,11000000.0
2000-04-07,11400,11500,11100,11350,53510,124850.0,11000000.0
2000-04-10,11100,11900,11100,11500,97730,126500.0,11000000.0
2000-04-11,11500,11500,11000,11000,50250,121000.0,11000000.0
2000-04-12,10700,11200,10700,11100,35690,122100.0,11000000.0
2000-04-14,10700,11100,10700,10850,33970,119350.0,11000000.0
2000-04-17,10150,10300,9250,9700,116960,106700.0,11000000.0
2000-04-18,10000,10300,10000,10300,71760,113300.0,11000000.0
2000-04-19,10400,10700,9650,10050,127910,110550.0,11000000.0
2000-04-20,9950,10500,9800,10050,57950,110550.0,11000000.0
2000-04-21,10100,10300,10100,10200,27490,112200.0,11000000.0
2000-04-24,10050,10300,9900,9900,30140,108900.0,11000000.0
2000-04-25,10200,10200,9850,9920,20520,109120.0,11000000.0
2000-04-26,10050,10150,9600,9600,43530,105600.0,11000000.0
2000-04-27,9500,9600,9110,9200,38570,101200.0,11000000.0
2000-04-28,9220,9560,9210,9210,52760,101310.0,11000000.0
2000-05-02,9310,9400,8850,9080,41250,99880.0,11000000.0
2000-05-03,9100,9100,8870,8900,59790,97900.0,11000000.0
2000-05-04,8950,9090,8820,8950,28230,98450.0,11000000.0
2000-05-08,8950,9150,8950,9000,30480,99000.0,11000000.0
2000-05-09,9000,9300,8960,9160,71780,100760.0,11000000.0
2000-05-10,9160,9500,9160,9300,28140,102300.0,11000000.0
2000-05-12,9300,9300,8900,8950,31720,98450.0,11000000.0
2000-05-15,8830,8830,8400,8500,42120,93500.0,11000000.0
2000-05-16,8500,8500,8200,8500,34960,93500.0,11000000.0
2000-05-17,8510,8690,8000,8100,58230,89100.0,11000000.0
2000-05-18,7820,8000,7510,7780,33910,85580.0,11000000.0
2000-05-19,8170,8170,7500,7780,34400,85580.0,11000000.0
2000-05-22,7700,7700,7300,7450,48270,81950.0,11000000.0
2000-05-23,7300,7600,6850,7250,25370,79750.0,11000000.0
2000-05-24,7100,7350,6630,7250,166760,79750.0,11000000.0
2000-05-25,7310,7990,7310,7800,83740,85800.0,11000000.0
2000-05-26,7600,7650,7050,7400,33940,81400.0,11000000.0
2000-05-29,6700,7390,6700,7270,27150,79970.0,11000000.0
2000-05-30,7310,7750,7310,7600,40270,83600.0,11000000.0
2000-05-31,7900,8200,7790,8000,69590,88000.0,11000000.0
2000-06-01,7980,8090,7700,7900,32470,86900.0,11000000.0
2000-06-02,8020,8200,7900,8050,64320,88550.0,11000000.0
2000-06-05,8300,8560,8300,8400,43170,92400.0,11000000.0
2000-06-07,8510,8980,8400,8790,42430,96690.0,11000000.0
2000-06-08,8790,8900,8160,8300,33800,91300.0,11000000.0
2000-06-09,8020,8260,8020,8190,22480,90090.0,11000000.0
2000-06-12,8250,8350,7950,8200,64770,90200.0,11000000.0
2000-06-13,8050,8300,8040,8080,39200,88880.0,11000000.0
2000-06-14,8090,8100,7850,8000,17500,88000.0,11000000.0
2000-06-15,7990,7990,7560,7560,26310,83160.0,11000000.0
2000-06-16,7540,7650,7300,7300,21910,80300.0,11000000.0
2000-06-19,7300,7500,7290,7290,26410,80190.0,11000000.0
2000-06-20,7290,7600,7290,7590,63660,83490.0,11000000.0
2000-06-21,7800,7800,7600,7620,22760,83820.0,11000000.0
2000-06-22,7810,7810,7600,7650,11500,84150.0,11000000.0
2000-06-23,7450,7650,7450,7450,9670,81950.0,11000000.0
2000-06-26,7560,8170,7500,7750,71200,85250.0,11000000.0
2000-06-27,8000,8050,7810,8000,41250,88000.0,11000000.0
2000-06-28,8100,8100,7830,7900,38040,86900.0,11000000.0
2000-06-29,7900,7900,7610,7650,21340,84150.0,11000000.0
2000-06-30,7450,7810,7450,7650,28710,84150.0,11000000.0
2000-07-03,7900,8790,7850,8790,218440,96690.0,11000000.0
2000-07-04,9100,9500,8900,9360,335560,102960.0,11000000.0
2000-07-05,9550,10350,8700,9900,380280,108900.0,11000000.0
2000-07-06,9980,11350,9500,11350,389450,124850.0,11000000.0
2000-07-07,11900,12500,10800,11100,361120,122100.0,11000000.0
2000-07-10,11300,11600,10600,10600,152730,116600.0,11000000.0
2000-07-11,10750,11550,10600,10800,266520,118800.0,11000000.0
2000-07-12,10800,11000,10150,10400,81410,114400.0,11000000.0
2000-07-13,10600,10650,9900,10000,98620,110000.0,11000000.0
2000-07-14,10050,10400,9430,9650,75770,106150.0,11000000.0
2000-07-18,9650,9850,9300,9400,51690,103400.0,11000000.0
2000-07-19,9590,9590,8710,9000,87070,99000.0,11000000.0
2000-07-20,9000,9300,8800,9200,52930,101200.0,11000000.0
2000-07-21,9300,9600,9150,9580,64520,105380.0,11000000.0
2000-07-24,9700,9700,9150,9250,49780,101750.0,11000000.0
2000-07-25,9350,9700,9070,9700,41820,106700.0,11000000.0
2000-07-26,9750,9840,9440,9510,24460,104610.0,11000000.0
2000-07-27,9200,9400,9040,9100,23970,100100.0,11000000.0
2000-07-28,8810,9090,8700,8710,47090,95810.0,11000000.0
2000-07-31,8700,8700,8200,8600,173280,94600.0,11000000.0
2000-08-01,8850,8980,8550,8890,62450,97790.0,11000000.0
2000-08-02,8900,8960,8800,8850,44310,97350.0,11000000.0
2000-08-03,9000,9190,8810,9000,218770,99000.0,11000000.0
2000-08-04,9000,9050,8660,8760,56550,96360.0,11000000.0
2000-08-07,8750,8750,8530,8580,42490,94380.0,11000000.0
2000-08-08,8240,8850,8240,8680,31450,95480.0,11000000.0
2000-08-09,8510,8950,8510,8830,18290,97130.0,11000000.0
2000-08-10,8950,8950,8710,8900,21000,97900.0,11000000.0
2000-08-11,8900,9390,8800,9150,67140,100650.0,11000000.0
2000-08-14,9150,9480,9150,9210,37570,101310.0,11000000.0
2000-08-16,9380,10300,9240,10200,118680,112200.0,11000000.0
2000-08-17,10200,10200,9500,10200,86010,112200.0,11000000.0
2000-08-18,10150,11000,10000,10250,128040,112750.0,11000000.0
2000-08-21,10350,10450,10100,10100,52270,111100.0,11000000.0
2000-08-22,10300,10350,9900,9980,53680,109780.0,11000000.0
2000-08-23,10100,10100,9750,9750,39100,107250.0,11000000.0
2000-08-24,9750,9900,9550,9800,52210,107800.0,11000000.0
2000-08-25,9800,9900,9600,9800,42770,107800.0,11000000.0
2000-08-28,9850,10300,9850,10150,85570,111650.0,11000000.0
2000-08-29,10100,10200,9900,10000,22020,110000.0,11000000.0
2000-08-30,10000,10400,9900,10300,34740,113300.0,11000000.0
2000-08-31,10400,10500,9950,10200,109230,112200.0,11000000.0
2000-09-01,10300,11700,10250,11650,410140,128150.0,11000000.0
2000-09-04,12000,12800,11750,11850,420730,130350.0,11000000.0
2000-09-05,12000,12100,11350,12100,156040,133100.0,11000000.0
2000-09-06,12050,12500,11600,12100,259650,133100.0,11000000.0
2000-09-07,12100,12450,11500,11500,342460,126500.0,11000000.0
2000-09-08,11900,11900,10650,10900,170230,119900.0,11000000.0
2000-09-14,10750,11000,10250,11000,70660,121000.0,11000000.0
2000-09-15,10900,11700,10800,11300,122070,124300.0,11000000.0
2000-09-18,10850,10950,9800,10300,115170,113300.0,11000000.0
