삼성SDI(006400),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-11-29,167500,170000,165500,167000,274888,7608243.0,45558341.0
2010-11-30,167500,167500,162000,165500,523317,7539905.0,45558341.0
2010-12-01,164000,165000,161000,163500,479123,7448789.0,45558341.0
2010-12-02,166500,170500,166000,170000,523471,7744918.0,45558341.0
2010-12-03,171500,171500,167000,169500,378498,7722139.0,45558341.0
2010-12-06,170500,176000,169000,174000,736094,7927151.0,45558341.0
2010-12-07,176500,179000,174500,176500,958771,8041047.0,45558341.0
2010-12-08,177000,179000,176500,177500,429072,8086606.0,45558341.0
2010-12-09,178000,179000,175500,179000,465395,8154943.0,45558341.0
2010-12-10,178500,181000,178000,179000,307115,8154943.0,45558341.0
2010-12-13,179500,180000,175500,177500,330676,8086606.0,45558341.0
2010-12-14,176000,177000,172500,173500,792521,7904372.0,45558341.0
2010-12-15,174000,175500,168500,170500,1034650,7767697.0,45558341.0
2010-12-16,169000,172000,168500,170000,447342,7744918.0,45558341.0
2010-12-17,171000,172500,170500,170500,323881,7767697.0,45558341.0
2010-12-20,167000,169500,166000,168500,534613,7676580.0,45558341.0
2010-12-21,171000,171500,170000,170500,350341,7767697.0,45558341.0
2010-12-22,169500,172000,169000,169000,302305,7699360.0,45558341.0
2010-12-23,168500,169500,166000,166500,319429,7585464.0,45558341.0
2010-12-24,166000,168000,162500,162500,462657,7403230.0,45558341.0
2010-12-27,162000,166500,161500,165500,333170,7539905.0,45558341.0
2010-12-28,166500,169500,166000,168500,396340,7676580.0,45558341.0
2010-12-29,169500,171000,168000,169500,207875,7722139.0,45558341.0
2010-12-30,170000,170500,167000,168000,276605,7653801.0,45558341.0
2011-01-03,169500,178000,169500,178000,885579,8109385.0,45558341.0
2011-01-04,178500,181000,176000,179000,764987,8154943.0,45558341.0
2011-01-05,178000,178500,175000,178000,452369,8109385.0,45558341.0
2011-01-06,180500,184500,179000,180500,845862,8223281.0,45558341.0
2011-01-07,180500,182000,177500,178000,395998,8109385.0,45558341.0
2011-01-10,176500,178000,173000,174000,635030,7927151.0,45558341.0
2011-01-11,172000,173000,168500,169000,927755,7699360.0,45558341.0
2011-01-12,169500,172000,169000,169500,527201,7722139.0,45558341.0
2011-01-13,171500,173500,169000,170000,487983,7744918.0,45558341.0
2011-01-14,171500,171500,168000,171500,389887,7813255.0,45558341.0
2011-01-17,171500,172000,166000,167500,646265,7631022.0,45558341.0
2011-01-18,166500,173500,166000,169000,581202,7699360.0,45558341.0
2011-01-19,170000,172000,167500,171000,448416,7790476.0,45558341.0
2011-01-20,170000,171000,163500,165000,909717,7517126.0,45558341.0
2011-01-21,163000,164500,159000,159000,800975,7243776.0,45558341.0
2011-01-24,160000,161000,158000,160000,450027,7289335.0,45558341.0
2011-01-25,161000,166000,161000,164000,446052,7471568.0,45558341.0
2011-01-26,165500,167000,163500,163500,301511,7448789.0,45558341.0
2011-01-27,165000,165000,160000,162000,452405,7380451.0,45558341.0
2011-01-28,160000,160500,153000,154500,1498279,7038764.0,45558341.0
2011-01-31,152000,158500,151000,156000,428034,7107101.0,45558341.0
2011-02-01,157500,159000,154500,154500,334846,7038764.0,45558341.0
2011-02-07,156500,158500,156000,157000,255079,7152660.0,45558341.0
2011-02-08,156000,159000,155500,156000,229405,7107101.0,45558341.0
2011-02-09,158000,161500,157500,158000,447454,7198218.0,45558341.0
2011-02-10,157000,158500,154500,156000,435701,7107101.0,45558341.0
2011-02-11,155000,160000,154000,155000,420781,7061543.0,45558341.0
2011-02-14,156500,158000,155000,157000,257573,7152660.0,45558341.0
2011-02-15,157500,160500,157000,158500,374893,7220997.0,45558341.0
2011-02-16,161000,162500,160000,160000,415337,7289335.0,45558341.0
2011-02-17,162500,164000,161000,162500,499413,7403230.0,45558341.0
2011-02-18,163500,165500,162500,163000,366385,7426010.0,45558341.0
2011-02-21,163000,167500,162000,165500,545605,7539905.0,45558341.0
2011-02-22,164000,168000,163500,166000,519787,7562685.0,45558341.0
2011-02-23,165000,167000,161500,165000,365280,7517126.0,45558341.0
2011-02-24,164000,164500,160500,163500,258560,7448789.0,45558341.0
2011-02-25,163000,164500,161000,163500,221007,7448789.0,45558341.0
2011-02-28,163000,168000,162000,166500,483300,7585464.0,45558341.0
2011-03-02,166000,172000,166000,168500,567516,7676580.0,45558341.0
2011-03-03,169500,175000,169000,174000,746243,7927151.0,45558341.0
2011-03-04,177500,178000,172500,174000,651837,7927151.0,45558341.0
2011-03-07,173000,176500,172500,173500,324198,7904372.0,45558341.0
2011-03-08,174000,178000,173500,174500,581948,7949931.0,45558341.0
2011-03-09,175500,176000,167000,169500,858509,7722139.0,45558341.0
2011-03-10,167500,171500,166500,167500,521480,7631022.0,45558341.0
2011-03-11,164500,171000,163500,166000,579563,7562685.0,45558341.0
2011-03-14,169000,169500,163000,167000,444574,7608243.0,45558341.0
2011-03-15,168000,173000,162500,168500,723421,7676580.0,45558341.0
2011-03-16,170000,172000,166000,167500,374177,7631022.0,45558341.0
2011-03-17,164500,166000,161000,165000,394063,7517126.0,45558341.0
2011-03-18,164500,168500,161000,165000,600683,7517126.0,45558341.0
2011-03-21,167000,168500,162000,163000,726654,7426010.0,45558341.0
2011-03-22,162500,163000,155000,157000,1294489,7152660.0,45558341.0
2011-03-23,158000,160000,155500,159500,744323,7266555.0,45558341.0
2011-03-24,160000,161000,158000,158000,330199,7198218.0,45558341.0
2011-03-25,159500,162000,159000,161500,514767,7357672.0,45558341.0
2011-03-28,162500,162500,161000,161500,271736,7357672.0,45558341.0
2011-03-29,160500,161500,159000,161000,347412,7334893.0,45558341.0
2011-03-30,161000,168000,160500,168000,868816,7653801.0,45558341.0
2011-03-31,168000,169500,167000,168000,457444,7653801.0,45558341.0
2011-04-01,168000,172000,167500,172000,611281,7836035.0,45558341.0
2011-04-04,172500,172500,168500,169500,373427,7722139.0,45558341.0
2011-04-05,171000,174500,171000,172500,642650,7858814.0,45558341.0
2011-04-06,173500,175000,169000,171000,636112,7790476.0,45558341.0
2011-04-07,172500,177500,172000,172500,759067,7858814.0,45558341.0
2011-04-08,172500,174500,171000,173000,377831,7881593.0,45558341.0
2011-04-11,173000,176000,171500,174000,413145,7927151.0,45558341.0
2011-04-12,177500,180500,174000,174000,915537,7927151.0,45558341.0
2011-04-13,175500,178500,175000,177000,490622,8063826.0,45558341.0
2011-04-14,177000,182000,177000,181000,1059645,8246060.0,45558341.0
2011-04-15,181500,186500,181000,185000,954907,8428293.0,45558341.0
2011-04-18,185500,193500,184500,189000,1043117,8610526.0,45558341.0
2011-04-19,188500,192500,184500,189000,856878,8610526.0,45558341.0
2011-04-20,192000,200000,191000,198000,1279245,9020552.0,45558341.0
2011-04-21,199500,202000,194000,196500,1177090,8952214.0,45558341.0
2011-04-22,195500,196000,189000,194500,1152763,8861097.0,45558341.0
2011-04-25,194000,199000,192000,194500,539585,8861097.0,45558341.0
2011-04-26,196500,201000,189500,189500,1146567,8633306.0,45558341.0
2011-04-27,190500,193000,186000,190000,713309,8656085.0,45558341.0
2011-04-28,192500,194500,186500,189000,581767,8610526.0,45558341.0
2011-04-29,188500,194000,188000,191500,628585,8724422.0,45558341.0
2011-05-02,192000,198000,192000,197000,526341,8974993.0,45558341.0
2011-05-03,197000,198500,194500,197500,448300,8997772.0,45558341.0
2011-05-04,198000,198000,187500,188000,822241,8564968.0,45558341.0
2011-05-06,184500,187000,180500,186500,550480,8496631.0,45558341.0
2011-05-09,187500,190000,185500,186000,261407,8473851.0,45558341.0
2011-05-11,185500,187000,183500,184500,376461,8405514.0,45558341.0
2011-05-12,182500,191500,181000,188500,572413,8587747.0,45558341.0
2011-05-13,189500,192000,187000,189000,353980,8610526.0,45558341.0
2011-05-16,187000,193000,186000,191500,361962,8724422.0,45558341.0
2011-05-17,191500,191500,187000,187500,362971,8542189.0,45558341.0
2011-05-18,188000,190500,185000,189500,320950,8633306.0,45558341.0
2011-05-19,194000,195000,185000,185000,703533,8428293.0,45558341.0
2011-05-20,185500,190500,184500,189000,276415,8610526.0,45558341.0
2011-05-23,188500,190000,182500,184000,300799,8382735.0,45558341.0
2011-05-24,182500,185000,181500,183000,243989,8337176.0,45558341.0
2011-05-25,186000,189500,184000,184000,353234,8382735.0,45558341.0
2011-05-26,186500,201000,186000,201000,1584504,9157227.0,45558341.0
2011-05-27,200000,211000,198500,200500,2150703,9134447.0,45558341.0
2011-05-30,198000,198500,174000,177500,3416730,8086606.0,45558341.0
2011-05-31,177500,181500,173500,176500,1736187,8041047.0,45558341.0
2011-06-01,180000,183500,177500,178500,1217332,8132164.0,45558341.0
2011-06-02,174500,179000,171000,174000,936530,7927151.0,45558341.0
2011-06-03,174500,175500,163000,164500,1672533,7494347.0,45558341.0
2011-06-07,162000,166500,160500,166500,567143,7585464.0,45558341.0
2011-06-08,167000,169000,162500,163500,469592,7448789.0,45558341.0
2011-06-09,162500,168000,162500,165500,483268,7539905.0,45558341.0
2011-06-10,167500,168000,160000,160000,542931,7289335.0,45558341.0
2011-06-13,157000,159500,155000,156500,495765,7129880.0,45558341.0
2011-06-14,156000,163500,155000,162500,545669,7403230.0,45558341.0
2011-06-15,164000,167000,163500,163500,305237,7448789.0,45558341.0
2011-06-16,161000,167500,160000,164500,343546,7494347.0,45558341.0
2011-06-17,165500,166000,157500,161000,472718,7334893.0,45558341.0
2011-06-20,161000,164500,158500,161500,268067,7357672.0,45558341.0
2011-06-21,163500,165500,162500,164500,279017,7494347.0,45558341.0
2011-06-22,163500,165500,159000,162500,557459,7403230.0,45558341.0
2011-06-23,163500,167000,162500,164500,302870,7494347.0,45558341.0
2011-06-24,166000,172000,166000,170500,648375,7767697.0,45558341.0
2011-06-27,169500,172000,168500,169500,272428,7722139.0,45558341.0
2011-06-28,172000,172500,166000,166500,269608,7585464.0,45558341.0
2011-06-29,168500,169500,163500,165500,357779,7539905.0,45558341.0
2011-06-30,165500,166500,163000,163500,352913,7448789.0,45558341.0
2011-07-01,165500,170000,165000,168500,411614,7676580.0,45558341.0
2011-07-04,170500,172500,169000,170000,400718,7744918.0,45558341.0
2011-07-05,171000,175500,170000,174500,372958,7949931.0,45558341.0
2011-07-06,173500,174500,171000,173500,233345,7904372.0,45558341.0
2011-07-07,174000,174500,171000,172000,298357,7836035.0,45558341.0
2011-07-08,173500,174000,171000,173000,263829,7881593.0,45558341.0
2011-07-11,171500,172000,168000,168000,273599,7653801.0,45558341.0
2011-07-12,166000,166500,163500,164500,227450,7494347.0,45558341.0
2011-07-13,165500,167500,164000,165000,287471,7517126.0,45558341.0
2011-07-14,165000,167500,164000,167500,271999,7631022.0,45558341.0
2011-07-15,166000,169500,166000,169500,184570,7722139.0,45558341.0
2011-07-18,168500,169000,163500,163500,331851,7448789.0,45558341.0
2011-07-19,164000,166000,162500,163000,261445,7426010.0,45558341.0
2011-07-20,167000,174500,166500,174500,751268,7949931.0,45558341.0
2011-07-21,174000,175000,170000,175000,409404,7972710.0,45558341.0
2011-07-22,176500,177000,172000,173500,311320,7904372.0,45558341.0
2011-07-25,172500,173000,168000,169500,285611,7722139.0,45558341.0
2011-07-26,169500,172000,169000,170000,164322,7744918.0,45558341.0
2011-07-27,169500,171000,167500,169500,251997,7722139.0,45558341.0
2011-07-28,166500,171000,165500,169500,206198,7722139.0,45558341.0
2011-07-29,171000,174000,169500,170000,347020,7744918.0,45558341.0
2011-08-01,173500,176000,173000,175500,372450,7995489.0,45558341.0
2011-08-02,174000,174500,170500,170500,252270,7767697.0,45558341.0
2011-08-03,167500,169000,163000,163500,454083,7448789.0,45558341.0
2011-08-04,164500,166500,158000,160000,411192,7289335.0,45558341.0
2011-08-05,152000,159500,146000,156000,547178,7107101.0,45558341.0
2011-08-08,154000,155500,138500,148500,644223,6765414.0,45558341.0
2011-08-09,142500,145500,130000,141500,877648,6446505.0,45558341.0
2011-08-10,149000,149500,145000,145500,623456,6628739.0,45558341.0
2011-08-11,138500,157500,138000,155000,647086,7061543.0,45558341.0
2011-08-12,156000,159500,151000,152000,468567,6924868.0,45558341.0
2011-08-16,157000,160000,156500,158000,215918,7198218.0,45558341.0
2011-08-17,157000,164000,156000,161000,338238,7334893.0,45558341.0
2011-08-18,160500,161500,155000,158000,385526,7198218.0,45558341.0
2011-08-19,150000,151000,138500,139000,769455,6332609.0,45558341.0
2011-08-22,140500,143000,133000,133000,392445,6059259.0,45558341.0
2011-08-23,134500,141000,132000,141000,418273,6423726.0,45558341.0
2011-08-24,138500,139500,129000,131500,1668872,5990922.0,45558341.0
2011-08-25,134000,135000,130000,130500,419260,5945364.0,45558341.0
2011-08-26,130500,133000,129500,131000,416264,5968143.0,45558341.0
2011-08-29,134000,142000,132500,141500,697400,6446505.0,45558341.0
2011-08-30,143500,144000,138000,138500,384071,6309830.0,45558341.0
2011-08-31,139500,140500,135500,140000,309373,6378168.0,45558341.0
2011-09-01,140000,145000,138000,138000,612314,6287051.0,45558341.0
2011-09-02,137500,139500,135500,137500,242290,6264272.0,45558341.0
2011-09-05,135000,135500,129000,129000,435552,5877026.0,45558341.0
2011-09-06,125500,127000,118500,120000,858570,5467001.0,45558341.0
2011-09-07,124500,125000,120500,125000,663892,5694793.0,45558341.0
2011-09-08,127000,128500,121500,122500,544109,5580897.0,45558341.0
2011-09-09,120500,123500,115500,117000,865130,5330326.0,45558341.0
2011-09-14,116000,118000,110500,110500,712591,5034197.0,45558341.0
2011-09-15,115000,117000,109000,113000,504182,5148093.0,45558341.0
2011-09-16,115000,116000,112000,116000,804815,5284768.0,45558341.0
2011-09-19,115000,119500,113500,114000,447998,5193651.0,45558341.0
2011-09-20,113000,122500,112000,122000,808828,5558118.0,45558341.0
2011-09-21,120500,123500,119000,121500,675112,5535338.0,45558341.0
2011-09-22,117000,117500,114500,115000,433133,5239209.0,45558341.0
2011-09-23,110000,112500,105000,105000,720654,4783626.0,45558341.0
2011-09-26,106500,107500,99900,100000,631005,4555834.0,45558341.0
2011-09-27,106000,110000,104500,110000,663502,5011418.0,45558341.0
2011-09-28,112000,117000,111500,114500,812641,5216430.0,45558341.0
2011-09-29,114000,121000,112500,119000,543213,5421443.0,45558341.0
2011-09-30,118500,119000,114500,116000,400827,5284768.0,45558341.0
2011-10-04,108500,112500,105000,111500,377112,5079755.0,45558341.0
2011-10-05,112500,113500,105000,105000,469627,4783626.0,45558341.0
2011-10-06,110500,120500,109500,120500,655548,5489780.0,45558341.0
2011-10-07,124500,128500,122000,122000,982274,5558118.0,45558341.0
2011-10-10,122500,128000,122000,127000,559483,5785909.0,45558341.0
2011-10-11,130000,130500,124500,126500,634139,5763130.0,45558341.0
2011-10-12,123000,125500,120500,125500,543823,5717572.0,45558341.0
2011-10-13,127500,128000,122500,122500,555989,5580897.0,45558341.0
2011-10-14,121500,127000,120000,126500,477219,5763130.0,45558341.0
2011-10-17,128000,129000,125500,127000,354806,5785909.0,45558341.0
2011-10-18,122500,125500,122000,124000,343160,5649234.0,45558341.0
2011-10-19,126000,126500,121500,125000,323733,5694793.0,45558341.0
2011-10-20,125000,135000,124500,128000,1195382,5831468.0,45558341.0
2011-10-21,131000,137000,127000,136000,806511,6195934.0,45558341.0
2011-10-24,138000,139000,133500,137500,495856,6264272.0,45558341.0
2011-10-25,137000,142500,136000,137500,569126,6264272.0,45558341.0
2011-10-26,137500,141000,137000,139000,417508,6332609.0,45558341.0
2011-10-27,139500,140500,133500,135500,688523,6173155.0,45558341.0
2011-10-28,138000,138000,132500,133500,534948,6082039.0,45558341.0
2011-10-31,133000,141000,133000,136000,586625,6195934.0,45558341.0
2011-11-01,137000,140500,135500,136500,445854,6218714.0,45558341.0
2011-11-02,132500,137000,131000,136500,325562,6218714.0,45558341.0
2011-11-03,137500,138500,134500,135000,277036,6150376.0,45558341.0
2011-11-04,139500,143000,139000,142000,458373,6469284.0,45558341.0
2011-11-07,140500,143000,140000,141000,234998,6423726.0,45558341.0
2011-11-08,142000,142500,138000,138000,210203,6287051.0,45558341.0
2011-11-09,140000,141500,136500,138500,172371,6309830.0,45558341.0
2011-11-10,133000,134000,127500,128500,700068,5854247.0,45558341.0
2011-11-11,131000,131500,129000,130000,313181,5922584.0,45558341.0
2011-11-14,134000,134000,129000,131000,480501,5968143.0,45558341.0
2011-11-15,129000,130000,125000,127000,558273,5785909.0,45558341.0
2011-11-16,127500,129000,121500,122000,747473,5558118.0,45558341.0
2011-11-17,123000,125500,121000,125500,306285,5717572.0,45558341.0
2011-11-18,122000,122500,119500,121500,450726,5535338.0,45558341.0
2011-11-21,120000,121000,115500,119500,344327,5444222.0,45558341.0
2011-11-22,117000,124500,116500,123500,384828,5626455.0,45558341.0
2011-11-23,123000,124000,120000,120500,253721,5489780.0,45558341.0
2011-11-24,120000,124000,120000,123000,235254,5603676.0,45558341.0
2011-11-25,122000,124500,119000,122500,298164,5580897.0,45558341.0
2011-11-28,126000,127000,124500,127000,367027,5785909.0,45558341.0
2011-11-29,127500,132500,126500,131500,702484,5990922.0,45558341.0
2011-11-30,131000,137500,130000,133500,566049,6082039.0,45558341.0
2011-12-01,140000,140500,137000,139000,598869,6332609.0,45558341.0
2011-12-02,138000,142000,137000,141000,301919,6423726.0,45558341.0
2011-12-05,141500,142500,139000,141500,199365,6446505.0,45558341.0
2011-12-06,140000,140500,132500,133500,554242,6082039.0,45558341.0
2011-12-07,134500,139500,133500,139500,492038,6355389.0,45558341.0
2011-12-08,137500,139000,136000,136500,310914,6218714.0,45558341.0
2011-12-09,133500,140500,131000,140000,452512,6378168.0,45558341.0
2011-12-12,143000,150000,142500,149500,894445,6810972.0,45558341.0
2011-12-13,148500,153000,147500,148500,546583,6765414.0,45558341.0
2011-12-14,146000,146000,141000,144000,427301,6560401.0,45558341.0
2011-12-15,139500,141000,136000,137500,421065,6264272.0,45558341.0
2011-12-16,139000,140000,134000,139000,433135,6332609.0,45558341.0
2011-12-19,136500,137500,128000,130500,600758,5945364.0,45558341.0
2011-12-20,132500,133500,130500,132500,268375,6036480.0,45558341.0
2011-12-21,136500,137000,135000,135500,290148,6173155.0,45558341.0
2011-12-22,134500,137500,133500,135000,154526,6150376.0,45558341.0
2011-12-23,136500,137000,133500,134000,308180,6104818.0,45558341.0
2011-12-26,135000,135500,132500,133000,138290,6059259.0,45558341.0
2011-12-27,132500,134000,130000,132500,372632,6036480.0,45558341.0
2011-12-28,133000,136000,132000,134000,242622,6104818.0,45558341.0
2011-12-29,132500,136000,132500,133500,314064,6082039.0,45558341.0
2012-01-02,135000,139000,135000,137500,293425,6264272.0,45558341.0
2012-01-03,138500,141000,137500,141000,320051,6423726.0,45558341.0
2012-01-04,141000,141000,138000,138500,228676,6309830.0,45558341.0
2012-01-05,139000,140000,133000,134000,707734,6104818.0,45558341.0
2012-01-06,134500,134500,131000,134500,415046,6127597.0,45558341.0
2012-01-09,134500,134500,132000,132500,226995,6036480.0,45558341.0
2012-01-10,133000,134500,132000,133500,382635,6082039.0,45558341.0
2012-01-11,133000,133500,130500,131500,373103,5990922.0,45558341.0
2012-01-12,131000,134000,131000,133000,322570,6059259.0,45558341.0
2012-01-13,132500,134000,130500,131000,429105,5968143.0,45558341.0
2012-01-16,130000,132000,128000,129500,391741,5899805.0,45558341.0
2012-01-17,130000,131500,127000,128500,711657,5854247.0,45558341.0
2012-01-18,128500,131000,128000,129000,343891,5877026.0,45558341.0
2012-01-19,131000,135500,130000,135500,1018130,6173155.0,45558341.0
2012-01-20,136000,139000,135500,138500,834688,6309830.0,45558341.0
2012-01-25,139000,143000,138000,141500,738851,6446505.0,45558341.0
2012-01-26,142500,145000,140000,144500,727255,6583180.0,45558341.0
2012-01-27,143500,145000,141500,144500,311642,6583180.0,45558341.0
2012-01-30,142000,144000,139500,140500,420269,6400947.0,45558341.0
2012-01-31,141500,143000,138000,139500,488374,6355389.0,45558341.0
2012-02-01,141000,146500,140500,145000,614778,6605959.0,45558341.0
2012-02-02,147000,149500,143000,144500,802970,6583180.0,45558341.0
2012-02-03,145000,145500,140000,142500,481169,6492064.0,45558341.0
2012-02-06,144500,146500,141500,143000,458886,6514843.0,45558341.0
2012-02-07,142500,144500,140500,141500,326773,6446505.0,45558341.0
2012-02-08,140000,148000,139500,146000,760502,6651518.0,45558341.0
2012-02-09,146000,150500,144500,150500,686181,6856530.0,45558341.0
2012-02-10,151000,153000,150000,151500,568115,6902089.0,45558341.0
2012-02-13,150500,154000,149000,153000,441976,6970426.0,45558341.0
2012-02-14,154000,154500,152000,153000,337082,6970426.0,45558341.0
2012-02-15,150000,151000,143000,147500,1071377,6719855.0,45558341.0
2012-02-16,146000,147500,142000,142000,547757,6469284.0,45558341.0
2012-02-17,144500,145500,141500,144000,575449,6560401.0,45558341.0
2012-02-20,144000,145500,138500,141500,748366,6446505.0,45558341.0
2012-02-21,140000,142000,139000,141500,397308,6446505.0,45558341.0
2012-02-22,141500,141500,137000,138000,609143,6287051.0,45558341.0
2012-02-23,137000,140000,134000,136500,544485,6218714.0,45558341.0
2012-02-24,137000,141000,136000,141000,484756,6423726.0,45558341.0
2012-02-27,141500,142500,137000,138000,360862,6287051.0,45558341.0
2012-02-28,138000,139000,135000,139000,332514,6332609.0,45558341.0
2012-02-29,139000,141500,138000,138000,426408,6287051.0,45558341.0
2012-03-02,139500,142000,139000,141000,415634,6423726.0,45558341.0
2012-03-05,140000,141000,135500,138500,376844,6309830.0,45558341.0
2012-03-06,137500,139500,137000,138500,196697,6309830.0,45558341.0
2012-03-07,136000,138000,136000,136000,254884,6195934.0,45558341.0
2012-03-08,137500,142000,137000,141000,463035,6423726.0,45558341.0
2012-03-09,143000,143000,140000,142500,306164,6492064.0,45558341.0
2012-03-12,142500,143000,140500,142000,164061,6469284.0,45558341.0
2012-03-13,143000,144500,142000,144000,352237,6560401.0,45558341.0
2012-03-14,146000,147000,143000,144000,424532,6560401.0,45558341.0
2012-03-15,144000,144500,141500,142000,191566,6469284.0,45558341.0
2012-03-16,144500,148000,144000,146000,715429,6651518.0,45558341.0
2012-03-19,146000,146500,144000,145500,270052,6628739.0,45558341.0
2012-03-20,145000,145500,139000,140000,684343,6378168.0,45558341.0
2012-03-21,138000,140000,134500,137000,799367,6241493.0,45558341.0
2012-03-22,137000,137500,135500,136000,249537,6195934.0,45558341.0
2012-03-23,135000,137500,134000,137500,286653,6264272.0,45558341.0
2012-03-26,138000,139000,135000,136000,274042,6195934.0,45558341.0
2012-03-27,137500,138000,136000,137000,158978,6241493.0,45558341.0
2012-03-28,137000,138500,135500,137000,184985,6241493.0,45558341.0
2012-03-29,136500,138500,135500,137500,149035,6264272.0,45558341.0
2012-03-30,137500,138000,136000,137000,127929,6241493.0,45558341.0
2012-04-02,137000,140500,137000,139000,294996,6332609.0,45558341.0
2012-04-03,140000,143500,139500,142000,470088,6469284.0,45558341.0
2012-04-04,142000,144000,140000,141000,254005,6423726.0,45558341.0
2012-04-05,140000,140500,135000,138500,299322,6309830.0,45558341.0
2012-04-06,137500,139000,136500,139000,193093,6332609.0,45558341.0
2012-04-09,137500,138000,134000,134500,233077,6127597.0,45558341.0
2012-04-10,134000,134500,129500,131000,517323,5968143.0,45558341.0
2012-04-12,131000,131500,127000,130000,366832,5922584.0,45558341.0
2012-04-13,130500,136000,130500,134500,380794,6127597.0,45558341.0
2012-04-16,133000,135500,132500,134500,159481,6127597.0,45558341.0
2012-04-17,135000,138000,133000,136000,276532,6195934.0,45558341.0
2012-04-18,137500,139000,136500,136500,228589,6218714.0,45558341.0
2012-04-19,135500,139500,135500,137500,269230,6264272.0,45558341.0
2012-04-20,137000,142000,137000,141500,592374,6446505.0,45558341.0
2012-04-23,140500,141000,139000,140500,179153,6400947.0,45558341.0
2012-04-24,138500,139000,137000,138500,215816,6309830.0,45558341.0
2012-04-25,141000,143000,139000,141500,411907,6446505.0,45558341.0
2012-04-26,142500,143000,137500,140500,213357,6400947.0,45558341.0
2012-04-27,140000,151500,140000,151000,1358281,6879309.0,45558341.0
2012-04-30,153500,167000,152500,163000,1687129,7426010.0,45558341.0
2012-05-02,166500,166500,160000,160500,717756,7312114.0,45558341.0
2012-05-03,160000,166000,158000,163000,605649,7426010.0,45558341.0
2012-05-04,163000,166000,161500,163000,397500,7426010.0,45558341.0
2012-05-07,160000,163500,158000,161500,282527,7357672.0,45558341.0
2012-05-08,164500,170000,163500,166500,727378,7585464.0,45558341.0
2012-05-09,165000,170000,164500,168000,526048,7653801.0,45558341.0
2012-05-10,168500,171500,167000,167000,385963,7608243.0,45558341.0
2012-05-11,167500,168000,163000,165500,277959,7539905.0,45558341.0
2012-05-14,165000,167500,162000,166000,283081,7562685.0,45558341.0
2012-05-15,165000,167500,162500,167000,308607,7608243.0,45558341.0
2012-05-16,166500,170000,152500,154500,1071459,7038764.0,45558341.0
2012-05-17,156500,161500,154500,158500,561350,7220997.0,45558341.0
2012-05-18,155000,159500,152000,156000,449771,7107101.0,45558341.0
2012-05-21,159000,159500,155500,156500,264968,7129880.0,45558341.0
2012-05-22,160000,162500,148500,156500,1001596,7129880.0,45558341.0
2012-05-23,153000,155000,150000,153500,487557,6993205.0,45558341.0
2012-05-24,153500,154500,150000,152000,208728,6924868.0,45558341.0
2012-05-25,153500,156000,152500,153500,241091,6993205.0,45558341.0
2012-05-29,154000,155500,153500,155000,182268,7061543.0,45558341.0
2012-05-30,155000,155000,151000,154000,193245,7015985.0,45558341.0
2012-05-31,151500,153500,151000,153000,171655,6970426.0,45558341.0
2012-06-01,152500,156000,152000,153500,180602,6993205.0,45558341.0
2012-06-04,148500,150500,148000,149000,276613,6788193.0,45558341.0
2012-06-05,151500,152000,148500,150000,172204,6833751.0,45558341.0
2012-06-07,154000,155000,152000,152000,227829,6924868.0,45558341.0
2012-06-08,152000,153000,148000,149500,253070,6810972.0,45558341.0
2012-06-11,151500,156000,150500,154500,254861,7038764.0,45558341.0
2012-06-12,152000,157500,151500,156000,227753,7107101.0,45558341.0
2012-06-13,157500,157500,155500,157000,186766,7152660.0,45558341.0
2012-06-14,156000,160000,155500,156000,328898,7107101.0,45558341.0
2012-06-15,157000,157000,150500,152500,320720,6947647.0,45558341.0
2012-06-18,156000,158000,154000,155500,302308,7084322.0,45558341.0
2012-06-19,154500,156500,154000,155000,134833,7061543.0,45558341.0
2012-06-20,157500,158000,155000,155500,152118,7084322.0,45558341.0
2012-06-21,156500,157000,153000,154500,191854,7038764.0,45558341.0
2012-06-22,152500,153500,150500,151500,201831,6902089.0,45558341.0
2012-06-25,151500,152000,148000,149500,186943,6810972.0,45558341.0
2012-06-26,148500,150500,147500,148500,156293,6765414.0,45558341.0
2012-06-27,148500,150000,146000,148000,223417,6742634.0,45558341.0
2012-06-28,149500,151000,148500,149000,158099,6788193.0,45558341.0
2012-06-29,149000,153500,148500,151500,168575,6902089.0,45558341.0
2012-07-02,153000,153500,149500,150000,163366,6833751.0,45558341.0
2012-07-03,151000,151500,146500,148000,491922,6742634.0,45558341.0
2012-07-04,149000,150500,146000,149500,357903,6810972.0,45558341.0
2012-07-05,148500,149000,146000,147500,305039,6719855.0,45558341.0
2012-07-06,148500,148500,142000,144000,515925,6560401.0,45558341.0
2012-07-09,141500,143500,140000,141500,263223,6446505.0,45558341.0
2012-07-10,141500,143000,140000,140000,212598,6378168.0,45558341.0
2012-07-11,140500,143500,139500,141500,288361,6446505.0,45558341.0
2012-07-12,142500,144000,141000,141000,217827,6423726.0,45558341.0
2012-07-13,142500,144500,138000,143000,271702,6514843.0,45558341.0
2012-07-16,144000,144500,141500,143000,171322,6514843.0,45558341.0
2012-07-17,142000,145000,140500,142000,170489,6469284.0,45558341.0
2012-07-18,142000,143000,139000,140500,224094,6400947.0,45558341.0
2012-07-19,142000,144500,141500,143000,236518,6514843.0,45558341.0
