대한해운(005880),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-08-06,1179731,1233253,1177514,1231086,94410,276000.0,10000000.0
2004-08-09,1213223,1289046,1208739,1255619,72777,281500.0,10000000.0
2004-08-10,1255547,1273423,1222119,1246698,55131,279500.0,10000000.0
2004-08-11,1253350,1262258,1204312,1211014,89266,271500.0,10000000.0
2004-08-12,1239970,1262271,1228833,1242238,57031,278500.0,10000000.0
2004-08-13,1224360,1264538,1224360,1242238,63261,278500.0,10000000.0
2004-08-16,1262249,1300160,1262249,1269000,91138,284500.0,10000000.0
2004-08-17,1293484,1320269,1280141,1309144,83770,293500.0,10000000.0
2004-08-18,1324750,1447404,1324750,1400584,206543,314000.0,10000000.0
2004-08-19,1427331,1596853,1418412,1561160,309200,350000.0,10000000.0
2004-08-20,1572274,1634753,1505409,1574542,206249,353000.0,10000000.0
2004-08-23,1587895,1634766,1543331,1561160,151218,350000.0,10000000.0
2004-08-24,1541056,1565625,1442922,1460800,227479,327500.0,10000000.0
2004-08-25,1489731,1525425,1476388,1496484,115697,335500.0,10000000.0
2004-08-26,1496445,1507621,1465235,1476412,61934,331000.0,10000000.0
2004-08-27,1476421,1643678,1476421,1643679,237555,368500.0,10000000.0
2004-08-30,1721696,1888953,1715006,1889004,336083,423500.0,10000000.0
2004-08-31,2011650,2065172,1744003,1784183,515860,400000.0,10000000.0
2004-09-01,1855510,2051769,1810897,1978213,665982,443500.0,10000000.0
2004-09-02,1951410,2185580,1911241,2074113,1105156,465000.0,10000000.0
2004-09-03,2169997,2185608,1931342,1942530,513961,435500.0,10000000.0
2004-09-06,1891221,1942524,1657052,1694974,695845,380000.0,10000000.0
2004-09-07,1688272,1781912,1661486,1694974,391404,380000.0,10000000.0
2004-09-08,1710589,1750718,1605764,1605765,401119,360000.0,10000000.0
2004-09-09,1619125,1681555,1619125,1661521,305283,372500.0,10000000.0
2004-09-10,1688253,1692678,1413906,1436268,766945,322000.0,10000000.0
2004-09-13,1425095,1538829,1425095,1489793,415863,334000.0,10000000.0
2004-09-14,1529899,1712766,1516506,1712816,627891,384000.0,10000000.0
2004-09-15,1712773,1732856,1574520,1616916,569001,362500.0,10000000.0
2004-09-16,1628032,1728383,1607948,1639218,412733,367500.0,10000000.0
2004-09-17,1659252,1706072,1650333,1661521,168737,372500.0,10000000.0
2004-09-20,1677070,1735065,1674852,1690514,237585,379000.0,10000000.0
2004-09-21,1690492,1824321,1690492,1726197,526315,387000.0,10000000.0
2004-09-22,1739591,1750716,1561160,1561160,315832,350000.0,10000000.0
2004-09-23,1552243,1645893,1552243,1605765,209390,360000.0,10000000.0
2004-09-24,1605764,1630292,1572287,1576772,139694,353500.0,10000000.0
2004-09-30,1561131,1728387,1561131,1699435,316350,381000.0,10000000.0
2004-10-01,1683796,1712799,1654794,1672672,106220,375000.0,10000000.0
2004-10-04,1699374,1726158,1686030,1706125,152340,382500.0,10000000.0
2004-10-05,1737283,1788589,1712766,1712816,190470,384000.0,10000000.0
2004-10-06,1714998,1750691,1694954,1723967,110655,386500.0,10000000.0
2004-10-07,1744000,1810913,1701654,1701665,258600,381500.0,10000000.0
2004-10-08,1699390,1824309,1690482,1761881,390557,395000.0,10000000.0
2004-10-11,1810925,1882313,1788614,1868932,341675,419000.0,10000000.0
2004-10-12,1920205,1931330,1775202,1775262,161945,398000.0,10000000.0
2004-10-13,1804214,1828733,1712781,1746269,141460,391500.0,10000000.0
2004-10-14,1726183,1770796,1683799,1688283,108440,378500.0,10000000.0
2004-10-15,1668195,1668195,1599063,1628067,112680,365000.0,10000000.0
2004-10-18,1610195,1677109,1516545,1516556,857030,340000.0,10000000.0
2004-10-19,1592349,1668172,1583441,1648139,151710,369500.0,10000000.0
2004-10-20,1650352,1663744,1547742,1565621,130742,351000.0,10000000.0
2004-10-21,1565595,1592331,1516509,1547779,63696,347000.0,10000000.0
2004-10-22,1541030,1583426,1516511,1579002,54410,354000.0,10000000.0
2004-10-25,1538856,1561157,1512071,1516556,48970,340000.0,10000000.0
2004-10-26,1534338,1599035,1516521,1550009,75913,347500.0,10000000.0
2004-10-27,1592355,1610183,1534350,1536628,63389,344500.0,10000000.0
2004-10-28,1565561,1592345,1554434,1565621,48543,351000.0,10000000.0
2004-10-29,1547767,1561160,1518763,1561160,43500,350000.0,10000000.0
2004-11-01,1556636,1565544,1532116,1532167,31050,343500.0,10000000.0
2004-11-02,1534373,1556674,1527672,1538858,31779,345000.0,10000000.0
2004-11-03,1538824,1561134,1527649,1543319,54602,346000.0,10000000.0
2004-11-04,1556651,1599046,1541040,1543319,83960,346000.0,10000000.0
2004-11-05,1561120,1574513,1541027,1547779,51125,347000.0,10000000.0
2004-11-08,1565638,1574546,1445201,1463030,120670,328000.0,10000000.0
2004-11-09,1465228,1538834,1465228,1536628,115850,344500.0,10000000.0
2004-11-10,1556677,1592381,1547768,1576772,100910,353500.0,10000000.0
2004-11-11,1576725,1619120,1576725,1601304,48080,359000.0,10000000.0
2004-11-12,1628027,1628027,1587848,1592384,52278,357000.0,10000000.0
2004-11-15,1592325,1623544,1592325,1607995,32955,360500.0,10000000.0
2004-11-16,1607981,1616889,1556676,1583463,30933,355000.0,10000000.0
2004-11-17,1585642,1601251,1558905,1563391,34980,350500.0,10000000.0
2004-11-18,1565544,1581204,1532116,1532167,21965,343500.0,10000000.0
2004-11-19,1552208,1650331,1527640,1623607,130021,364000.0,10000000.0
2004-11-22,1668183,1677092,1601269,1619146,56775,363000.0,10000000.0
2004-11-23,1601243,1623556,1567816,1601304,68730,359000.0,10000000.0
2004-11-24,1594550,1670373,1592332,1592384,113310,357000.0,10000000.0
2004-11-25,1619154,1619154,1563366,1567851,50450,351500.0,10000000.0
2004-11-26,1570031,1614633,1556638,1570081,38370,352000.0,10000000.0
2004-11-29,1570060,1634757,1570060,1634758,58430,366500.0,10000000.0
2004-11-30,1668189,1679374,1652588,1659290,273148,372000.0,10000000.0
2004-12-01,1661462,1721674,1661462,1712816,84496,384000.0,10000000.0
2004-12-02,1737285,1761853,1712767,1728428,81306,387500.0,10000000.0
2004-12-03,1728393,1752910,1712782,1739579,30334,390000.0,10000000.0
2004-12-06,1721703,1784182,1721703,1755190,39670,393500.0,10000000.0
2004-12-07,1752896,1766288,1672639,1728428,66860,387500.0,10000000.0
2004-12-08,1712789,1726183,1690479,1694974,25952,380000.0,10000000.0
2004-12-09,1686063,1688280,1632492,1650370,106040,370000.0,10000000.0
2004-12-10,1661464,1681547,1567814,1570081,85110,352000.0,10000000.0
2004-12-13,1547755,1605750,1547755,1574542,62780,353000.0,10000000.0
2004-12-14,1574505,1610160,1572249,1592384,37590,357000.0,10000000.0
2004-12-15,1583453,1628065,1583453,1628067,32190,365000.0,10000000.0
2004-12-16,1625851,1639194,1619149,1636988,28660,367000.0,10000000.0
2004-12-17,1636976,1650369,1594580,1650370,38816,370000.0,10000000.0
2004-12-20,1592371,1641459,1592371,1628067,13089,365000.0,10000000.0
2004-12-21,1632465,1650331,1605729,1623607,43020,364000.0,10000000.0
2004-12-22,1616854,1628028,1567816,1579002,41580,354000.0,10000000.0
2004-12-23,1583448,1583448,1552228,1552239,16650,348000.0,10000000.0
2004-12-24,1545535,1552227,1536617,1536628,19936,344500.0,10000000.0
2004-12-27,1521017,1552237,1521017,1529937,27250,343000.0,10000000.0
2004-12-28,1547755,1547755,1516545,1545549,25360,346500.0,10000000.0
2004-12-29,1523203,1578942,1523203,1579002,24660,354000.0,10000000.0
2004-12-30,1578942,1585643,1554423,1579002,51986,354000.0,10000000.0
2005-01-03,1565608,1578952,1549948,1550009,15554,347500.0,10000000.0
2005-01-04,1547753,1547753,1523234,1529937,26180,343000.0,10000000.0
2005-01-05,1521006,1574528,1512049,1536628,35815,344500.0,10000000.0
2005-01-06,1521029,1547764,1494244,1516556,50110,340000.0,10000000.0
2005-01-07,1494213,1514307,1429516,1429577,61287,320500.0,10000000.0
2005-01-10,1433998,1436216,1382695,1384972,61760,310500.0,10000000.0
2005-01-11,1380476,1411697,1378259,1391663,44021,312000.0,10000000.0
2005-01-12,1384947,1384947,1342560,1344828,45200,301500.0,10000000.0
2005-01-13,1338099,1373793,1338099,1347058,33650,302000.0,10000000.0
2005-01-14,1338084,1458520,1338084,1458570,97880,327000.0,10000000.0
2005-01-17,1483067,1512020,1474109,1494254,51610,335000.0,10000000.0
2005-01-18,1494236,1498711,1442933,1454109,24929,326000.0,10000000.0
2005-01-19,1471899,1480808,1404985,1427347,43100,320000.0,10000000.0
2005-01-20,1416169,1422860,1400558,1411735,18467,316500.0,10000000.0
2005-01-21,1387182,1458530,1382698,1445188,36330,324000.0,10000000.0
2005-01-24,1467464,1474155,1445201,1463030,23827,328000.0,10000000.0
2005-01-25,1463030,1467464,1447419,1463030,26060,328000.0,10000000.0
2005-01-26,1489765,1494249,1454120,1463030,29900,328000.0,10000000.0
2005-01-27,1454086,1471913,1436219,1451879,22940,325500.0,10000000.0
2005-01-28,1449612,1465223,1427311,1445188,32960,324000.0,10000000.0
2005-01-31,1431771,1467415,1431771,1449649,22270,325000.0,10000000.0
2005-02-01,1451829,1463004,1422876,1422886,21823,319000.0,10000000.0
2005-02-02,1427286,1445162,1425068,1427347,23950,320000.0,10000000.0
2005-02-03,1427309,1438485,1400572,1400584,18320,314000.0,10000000.0
2005-02-04,1391613,1409491,1378270,1378282,29902,309000.0,10000000.0
2005-02-07,1404992,1404992,1382681,1389433,17140,311500.0,10000000.0
2005-02-11,1418389,1422873,1389386,1413965,33920,317000.0,10000000.0
2005-02-14,1407218,1509826,1407218,1489793,99788,334000.0,10000000.0
2005-02-15,1487545,1628065,1487545,1605765,212620,360000.0,10000000.0
2005-02-16,1661503,1661503,1552243,1599074,57131,358500.0,10000000.0
2005-02-17,1599062,1659285,1599062,1605765,65210,360000.0,10000000.0
2005-02-18,1605740,1648086,1601256,1610225,49660,361000.0,10000000.0
2005-02-21,1641421,1641421,1585634,1601304,41416,359000.0,10000000.0
2005-02-22,1585654,1610173,1561136,1565621,66760,351000.0,10000000.0
2005-02-23,1536620,1590140,1536620,1574542,54220,353000.0,10000000.0
2005-02-24,1563368,1583462,1563368,1583463,40220,355000.0,10000000.0
2005-02-25,1565626,1652585,1565626,1650370,93816,370000.0,10000000.0
2005-02-28,1672673,1703893,1659281,1681593,87981,377000.0,10000000.0
2005-03-02,1694963,1748484,1686055,1694974,98673,380000.0,10000000.0
2005-03-03,1683798,1694974,1663764,1681593,44531,377000.0,10000000.0
2005-03-04,1715027,1715027,1643678,1643679,31680,368500.0,10000000.0
2005-03-07,1610161,1639164,1585642,1585693,68516,355500.0,10000000.0
2005-03-08,1572279,1672671,1572279,1672672,95893,375000.0,10000000.0
2005-03-09,1668188,1686014,1645886,1665981,46732,373500.0,10000000.0
2005-03-10,1665945,1717248,1661470,1661521,49118,372500.0,10000000.0
2005-03-11,1663727,1717248,1663727,1668211,36658,374000.0,10000000.0
2005-03-14,1694952,1732864,1683777,1730658,47984,388000.0,10000000.0
2005-03-15,1721718,1721718,1639193,1643679,47542,368500.0,10000000.0
2005-03-16,1645881,1645881,1583450,1590153,74110,356500.0,10000000.0
2005-03-17,1583425,1614646,1565608,1585693,55482,355500.0,10000000.0
2005-03-18,1578953,1599046,1561136,1565621,34790,351000.0,10000000.0
2005-03-21,1561130,1574523,1471914,1474181,64232,330500.0,10000000.0
2005-03-22,1440681,1509802,1440681,1494254,23620,335000.0,10000000.0
2005-03-23,1445163,1471890,1402768,1449649,88611,325000.0,10000000.0
2005-03-24,1471924,1476397,1380490,1445188,64040,324000.0,10000000.0
2005-03-25,1440679,1449587,1416160,1427347,22620,320000.0,10000000.0
2005-03-28,1431779,1447389,1396085,1405044,51320,315000.0,10000000.0
2005-03-29,1413902,1422859,1382681,1389433,25900,311500.0,10000000.0
2005-03-30,1389409,1411712,1382718,1409505,11130,316000.0,10000000.0
2005-03-31,1431770,1438471,1425078,1434037,66200,321500.0,10000000.0
2005-04-01,1422873,1425080,1407213,1413965,38875,317000.0,10000000.0
2005-04-04,1411684,1456289,1411684,1434037,26970,321500.0,10000000.0
2005-04-06,1460765,1494202,1449589,1471951,42630,330000.0,10000000.0
2005-04-07,1485322,1494231,1476413,1485333,23421,333000.0,10000000.0
2005-04-08,1500895,1527630,1491986,1494254,34280,335000.0,10000000.0
2005-04-11,1494228,1516529,1485310,1505405,27300,337500.0,10000000.0
2005-04-12,1505404,1518747,1498713,1498714,18530,336000.0,10000000.0
2005-04-13,1498718,1541064,1498718,1538858,15010,345000.0,10000000.0
2005-04-14,1543315,1543315,1525439,1527707,12330,342500.0,10000000.0
2005-04-15,1514324,1514324,1467455,1485333,37940,333000.0,10000000.0
2005-04-18,1427296,1449606,1396085,1405044,58070,315000.0,10000000.0
2005-04-19,1400573,1440703,1400573,1422886,24560,319000.0,10000000.0
2005-04-20,1420632,1449636,1420632,1440728,14331,323000.0,10000000.0
2005-04-21,1427335,1449636,1422900,1440728,9710,323000.0,10000000.0
2005-04-22,1463017,1503146,1458533,1476412,33110,331000.0,10000000.0
2005-04-25,1471926,1471926,1445189,1454109,13630,326000.0,10000000.0
2005-04-26,1456312,1458529,1422876,1422886,28180,319000.0,10000000.0
2005-04-27,1396114,1440728,1387206,1440728,20310,323000.0,10000000.0
2005-04-28,1413940,1451852,1398330,1418426,12940,318000.0,10000000.0
2005-04-29,1391640,1418425,1373811,1418426,73751,318000.0,10000000.0
2005-05-02,1413893,1427286,1409469,1427347,13030,320000.0,10000000.0
2005-05-03,1436196,1449589,1422853,1449649,2360,325000.0,10000000.0
2005-05-04,1467445,1514314,1451835,1514326,15330,339500.0,10000000.0
2005-05-06,1449592,1514288,1449592,1509865,8620,338500.0,10000000.0
2005-05-09,1494227,1494227,1449623,1460800,15660,327500.0,10000000.0
2005-05-10,1460788,1509825,1460788,1474181,9660,330500.0,10000000.0
2005-05-11,1454074,1469684,1454074,1465261,11960,328500.0,10000000.0
2005-05-12,1454086,1498688,1454086,1480872,23921,332000.0,10000000.0
2005-05-13,1480844,1494236,1451842,1454109,6390,326000.0,10000000.0
2005-05-16,1467427,1467427,1413905,1413965,4945,317000.0,10000000.0
2005-05-17,1416156,1442892,1373770,1373821,19651,308000.0,10000000.0
2005-05-18,1378256,1382691,1360389,1360440,7250,305000.0,10000000.0
2005-05-19,1364900,1373808,1351508,1358210,28968,304500.0,10000000.0
2005-05-20,1360389,1373782,1355955,1360440,29210,305000.0,10000000.0
2005-05-23,1360403,1369311,1353702,1355979,23710,304000.0,10000000.0
2005-05-24,1355966,1360402,1338090,1340368,32810,300500.0,10000000.0
2005-05-25,1338102,1369322,1338102,1349289,15940,302500.0,10000000.0
2005-05-26,1351467,1353684,1329166,1329217,29960,298000.0,10000000.0
2005-05-27,1331399,1342575,1329182,1333677,13850,299000.0,10000000.0
2005-05-30,1333668,1369311,1333668,1355979,24680,304000.0,10000000.0
2005-05-31,1355991,1360425,1333689,1335907,18225,299500.0,10000000.0
2005-06-01,1333651,1342570,1315785,1315835,30300,295000.0,10000000.0
2005-06-02,1315784,1315784,1284574,1286842,44926,288500.0,10000000.0
2005-06-03,1284598,1284598,1253377,1260079,74310,282500.0,10000000.0
2005-06-07,1282355,1282355,1237753,1242238,70430,278500.0,10000000.0
2005-06-08,1235524,1260053,1231051,1248928,50401,280000.0,10000000.0
2005-06-09,1248856,1289034,1244422,1269000,66759,284500.0,10000000.0
2005-06-10,1277862,1324692,1275645,1300224,56051,291500.0,10000000.0
2005-06-13,1302466,1302466,1271196,1275691,48390,286000.0,10000000.0
2005-06-14,1255593,1271202,1244467,1244468,29550,279000.0,10000000.0
2005-06-15,1237728,1262247,1235511,1253389,26513,281000.0,10000000.0
2005-06-16,1253330,1268940,1253330,1269000,11051,284500.0,10000000.0
2005-06-17,1253353,1280138,1253353,1271231,11810,285000.0,10000000.0
2005-06-20,1271180,1271180,1242227,1242238,18940,278500.0,10000000.0
2005-06-21,1239980,1248889,1199851,1206554,22974,270500.0,10000000.0
2005-06-22,1199836,1228829,1195352,1195403,19750,268000.0,10000000.0
2005-06-23,1226558,1338075,1219905,1329217,71525,298000.0,10000000.0
2005-06-24,1297958,1315785,1275656,1315835,30540,295000.0,10000000.0
2005-06-27,1309096,1347008,1282360,1347058,22845,302000.0,10000000.0
2005-06-28,1351492,1351492,1315787,1347058,20940,302000.0,10000000.0
2005-06-29,1338113,1358196,1311377,1320296,15748,296000.0,10000000.0
2005-06-30,1302428,1315771,1284551,1284612,20140,288000.0,10000000.0
2005-07-01,1275655,1302441,1275655,1293533,23120,290000.0,10000000.0
2005-07-04,1293504,1320290,1226590,1244468,37255,279000.0,10000000.0
2005-07-05,1239984,1262295,1239984,1260079,10876,282500.0,10000000.0
2005-07-06,1262257,1262257,1222128,1224396,37380,274500.0,10000000.0
2005-07-07,1217654,1246646,1217654,1224396,21710,274500.0,10000000.0
2005-07-08,1222127,1237728,1219910,1231086,11891,276000.0,10000000.0
2005-07-11,1231038,1251122,1231038,1240007,14300,278000.0,10000000.0
2005-07-12,1264539,1264539,1235535,1235547,10956,277000.0,10000000.0
2005-07-13,1226565,1235523,1222130,1233317,18053,276500.0,10000000.0
2005-07-14,1237740,1239958,1219912,1233317,22822,276500.0,10000000.0
2005-07-15,1248881,1286792,1242239,1280152,38699,287000.0,10000000.0
2005-07-18,1293471,1320257,1291254,1300224,29020,291500.0,10000000.0
2005-07-19,1309082,1309082,1284564,1293533,14988,290000.0,10000000.0
2005-07-20,1293467,1300159,1253338,1253389,28670,281000.0,10000000.0
2005-07-21,1253340,1268950,1239947,1240007,30215,278000.0,10000000.0
2005-07-22,1222130,1235523,1202045,1211014,35255,271500.0,10000000.0
2005-07-25,1199838,1210965,1190920,1204324,30880,270000.0,10000000.0
2005-07-26,1208771,1217680,1195378,1199863,21870,269000.0,10000000.0
2005-07-27,1217643,1217643,1202033,1208784,19883,271000.0,10000000.0
2005-07-28,1219911,1224346,1213210,1217705,22553,273000.0,10000000.0
2005-07-29,1226565,1233256,1217656,1233317,32150,276500.0,10000000.0
2005-08-01,1244428,1244428,1208734,1208784,16110,271000.0,10000000.0
2005-08-02,1206520,1237740,1206520,1233317,10243,276500.0,10000000.0
2005-08-03,1231039,1280125,1224338,1262310,42810,283000.0,10000000.0
2005-08-04,1273427,1382677,1262251,1329217,134102,298000.0,10000000.0
2005-08-05,1338071,1433988,1331380,1427347,171570,320000.0,10000000.0
2005-08-08,1418398,1460784,1369312,1384972,69385,310500.0,10000000.0
2005-08-09,1384960,1413904,1371568,1391663,45210,312000.0,10000000.0
2005-08-10,1418400,1418400,1382706,1400584,39566,314000.0,10000000.0
2005-08-11,1404995,1404995,1364866,1391663,14750,312000.0,10000000.0
2005-08-12,1404995,1404995,1378259,1391663,26511,312000.0,10000000.0
2005-08-16,1393895,1449624,1393895,1431807,48500,321000.0,10000000.0
2005-08-17,1271157,1447380,1271157,1427347,25581,320000.0,10000000.0
2005-08-18,1447389,1447389,1338089,1382742,21470,310000.0,10000000.0
2005-08-19,1344792,1358183,1309098,1340368,23529,300500.0,10000000.0
2005-08-22,1351493,1351493,1320273,1333677,10460,299000.0,10000000.0
2005-08-23,1320248,1373770,1320248,1373821,15580,308000.0,10000000.0
2005-08-24,1373792,1373792,1311352,1331447,12060,298500.0,10000000.0
2005-08-25,1315785,1349262,1315785,1338137,11143,300000.0,10000000.0
2005-08-26,1364901,1427332,1360418,1402814,36180,314500.0,10000000.0
2005-08-29,1378265,1378265,1318042,1338137,13040,300000.0,10000000.0
2005-08-30,1338101,1340368,1306891,1326986,10131,297500.0,10000000.0
2005-08-31,1313557,1338075,1293461,1329217,15971,298000.0,10000000.0
2005-09-01,1338104,1393882,1338104,1393893,20730,312500.0,10000000.0
2005-09-02,1389394,1391601,1369300,1369361,11015,307000.0,10000000.0
2005-09-05,1380473,1382690,1338087,1338137,6500,300000.0,10000000.0
2005-09-06,1362656,1362656,1338088,1353749,9939,303500.0,10000000.0
2005-09-07,1382703,1391611,1340357,1340368,17911,300500.0,10000000.0
2005-09-08,1347022,1364889,1342588,1364900,9950,306000.0,10000000.0
2005-09-09,1364862,1369297,1342560,1344828,4800,301500.0,10000000.0
2005-09-12,1351492,1364885,1340356,1347058,8640,302000.0,10000000.0
2005-09-13,1342550,1351468,1324733,1351519,12350,303000.0,10000000.0
2005-09-14,1342550,1360378,1342550,1351519,7310,303000.0,10000000.0
2005-09-15,1351481,1360390,1335871,1353749,23240,303500.0,10000000.0
2005-09-16,1351481,1353697,1329179,1331447,9205,298500.0,10000000.0
2005-09-20,1335870,1362656,1324744,1360440,38300,305000.0,10000000.0
2005-09-21,1364863,1369297,1355954,1367130,13730,306500.0,10000000.0
2005-09-22,1367083,1371566,1360391,1369361,11501,307000.0,10000000.0
2005-09-23,1373782,1400567,1360389,1360440,49587,305000.0,10000000.0
2005-09-26,1373775,1433988,1373775,1420656,34840,318500.0,10000000.0
2005-09-27,1420609,1632477,1409483,1632528,99635,366000.0,10000000.0
2005-09-28,1607974,1717284,1561154,1636988,40114,367000.0,10000000.0
2005-09-29,1628065,1636974,1567852,1605765,25483,360000.0,10000000.0
2005-09-30,1605730,1659252,1570036,1639218,28488,367500.0,10000000.0
2005-10-04,1639165,1663733,1590129,1594614,68617,357500.0,10000000.0
2005-10-05,1717241,1717241,1545500,1554470,59919,348500.0,10000000.0
2005-10-06,1516528,1538829,1463006,1489793,71282,334000.0,10000000.0
2005-10-07,1503136,1507621,1476400,1483102,38808,332500.0,10000000.0
2005-10-10,1456331,1518762,1456331,1516556,34450,340000.0,10000000.0
2005-10-11,1514287,1529897,1487502,1494254,16245,335000.0,10000000.0
2005-10-12,1503124,1507608,1474131,1474181,24051,330500.0,10000000.0
2005-10-13,1447396,1467440,1405010,1467491,13984,329000.0,10000000.0
2005-10-14,1454108,1485329,1425116,1447419,65940,324500.0,10000000.0
2005-10-17,1436230,1463015,1409494,1438498,21350,322500.0,10000000.0
2005-10-18,1431816,1438508,1384986,1396123,49210,313000.0,10000000.0
2005-10-19,1382691,1391599,1353687,1360440,19360,305000.0,10000000.0
2005-10-20,1391596,1393853,1324682,1329217,45682,298000.0,10000000.0
2005-10-21,1347032,1347032,1326987,1335907,39710,299500.0,10000000.0
2005-10-24,1358183,1360401,1338099,1347058,16070,302000.0,10000000.0
2005-10-25,1362668,1362668,1340356,1347058,11530,302000.0,10000000.0
2005-10-26,1346984,1373770,1335858,1351519,21150,303000.0,10000000.0
2005-10-27,1342587,1360414,1335895,1342598,16580,301000.0,10000000.0
2005-10-28,1329182,1338100,1320273,1333677,15120,299000.0,10000000.0
2005-10-31,1335857,1358158,1329166,1329217,5802,298000.0,10000000.0
2005-11-01,1324758,1344802,1324758,1326986,17984,297500.0,10000000.0
2005-11-02,1329204,1349288,1329204,1335907,15840,299500.0,10000000.0
2005-11-03,1342560,1346994,1331385,1344828,15150,301500.0,10000000.0
2005-11-04,1344789,1344789,1326962,1331447,10020,298500.0,10000000.0
2005-11-07,1331373,1331373,1324682,1329217,11640,298000.0,10000000.0
2005-11-08,1324765,1335891,1286804,1289072,22370,289000.0,10000000.0
2005-11-09,1284560,1297943,1260032,1262310,23300,283000.0,10000000.0
2005-11-10,1262295,1271204,1224384,1237777,34521,277500.0,10000000.0
2005-11-11,1248891,1262284,1242250,1244468,42340,279000.0,10000000.0
2005-11-14,1255557,1268950,1237730,1240007,20650,278000.0,10000000.0
2005-11-15,1226574,1226574,1204312,1204324,37292,270000.0,10000000.0
2005-11-16,1199861,1204336,1159732,1177561,40080,264000.0,10000000.0
2005-11-17,1173039,1217643,1173039,1208784,20034,271000.0,10000000.0
2005-11-18,1208760,1226587,1182024,1206554,24340,270500.0,10000000.0
2005-11-21,1206514,1208732,1157428,1164180,25993,261000.0,10000000.0
2005-11-22,1166372,1182032,1159721,1161949,12310,260500.0,10000000.0
2005-11-23,1164129,1193122,1155210,1164180,31680,261000.0,10000000.0
2005-11-24,1168606,1231046,1168606,1224396,32248,274500.0,10000000.0
2005-11-25,1213218,1226562,1190917,1202094,38400,269500.0,10000000.0
2005-11-28,1204312,1224356,1177527,1182021,45940,265000.0,10000000.0
2005-11-29,1177525,1199836,1159708,1195403,58040,268000.0,10000000.0
2005-11-30,1190906,1215425,1190906,1208784,65270,271000.0,10000000.0
2005-12-01,1213233,1226576,1199840,1219935,35810,273500.0,10000000.0
2005-12-02,1219909,1219909,1204250,1208784,47700,271000.0,10000000.0
2005-12-05,1217679,1217679,1202069,1206554,43450,270500.0,10000000.0
2005-12-06,1213217,1215425,1204250,1208784,56870,271000.0,10000000.0
2005-12-07,1204335,1206552,1168640,1184252,29311,265500.0,10000000.0
2005-12-08,1197620,1197620,1166351,1182021,34490,265000.0,10000000.0
2005-12-09,1166362,1182022,1164156,1168640,17460,262000.0,10000000.0
2005-12-12,1164166,1175342,1155248,1155259,37906,259000.0,10000000.0
2005-12-13,1155248,1166383,1148556,1155259,28096,259000.0,10000000.0
2005-12-14,1157450,1164141,1132931,1144108,59790,256500.0,10000000.0
2005-12-15,1141850,1150759,1130715,1137417,43023,255000.0,10000000.0
2005-12-16,1128446,1130713,1110628,1121805,51500,251500.0,10000000.0
2005-12-19,1137405,1155221,1124012,1150798,16014,258000.0,10000000.0
2005-12-20,1157441,1226572,1157441,1195403,45840,268000.0,10000000.0
2005-12-21,1195376,1204335,1179766,1184252,35050,265500.0,10000000.0
2005-12-22,1177546,1199847,1159719,1159719,44117,260000.0,10000000.0
2005-12-23,1150761,1159720,1124025,1146338,27331,257000.0,10000000.0
2005-12-26,1144112,1190931,1144112,1190942,31270,267000.0,10000000.0
2005-12-27,1195367,1213233,1195367,1213245,39664,272000.0,10000000.0
2005-12-28,1182020,1186454,1137416,1159719,64200,260000.0,10000000.0
2005-12-29,1159706,1182007,1139621,1150798,42370,258000.0,10000000.0
2006-01-02,1139636,1146327,1130717,1146338,18040,257000.0,10000000.0
2006-01-03,1139634,1159719,1130715,1159719,23301,260000.0,10000000.0
2006-01-04,1153005,1179741,1153005,1179791,43340,264500.0,10000000.0
2006-01-05,1181995,1215423,1166336,1170870,69790,262500.0,10000000.0
2006-01-06,1161925,1182019,1159707,1166410,44651,261500.0,10000000.0
2006-01-09,1168625,1182018,1141839,1144108,58370,256500.0,10000000.0
2006-01-10,1144071,1155207,1128422,1132956,29532,254000.0,10000000.0
2006-01-11,1132933,1137418,1106148,1124035,54392,252000.0,10000000.0
2006-01-12,1108388,1130689,1108388,1126266,23519,252500.0,10000000.0
2006-01-13,1126243,1126243,1112859,1117345,23312,250500.0,10000000.0
2006-01-16,1106120,1117295,1106120,1110654,25830,249000.0,10000000.0
2006-01-17,1117331,1146324,1115114,1115115,34603,250000.0,10000000.0
2006-01-18,1123997,1123997,1034781,1074970,50409,241000.0,10000000.0
2006-01-19,1063772,1070473,1057080,1066050,11410,239000.0,10000000.0
2006-01-20,1043692,1052611,938876,938926,70332,210500.0,10000000.0
2006-01-23,905434,932170,798400,869789,86095,195000.0,10000000.0
2006-01-24,865280,905458,865280,874250,75370,196000.0,10000000.0
2006-01-25,916584,916584,874238,874250,61720,196000.0,10000000.0
2006-01-26,863063,883157,863063,874250,24750,196000.0,10000000.0
2006-01-27,885377,936682,885377,934466,31868,209500.0,10000000.0
2006-01-31,956743,956743,936649,945617,37610,212000.0,10000000.0
2006-02-01,936646,943337,905426,907703,26970,203500.0,10000000.0
2006-02-02,898760,972365,898760,941157,25331,211000.0,10000000.0
2006-02-03,936659,936659,900965,909933,12920,204000.0,10000000.0
2006-02-06,896542,945580,896542,941157,10890,211000.0,10000000.0
2006-02-07,974597,974597,950078,958999,14460,215000.0,10000000.0
2006-02-08,967859,994645,958951,990222,27420,222000.0,10000000.0
