SPC삼립(005610),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-05-20,6400,7086,6057,6171,2840,1359.0,503220.0
1999-05-21,6400,6629,6400,6400,580,1409.0,503220.0
1999-05-24,6400,6400,5714,5714,1310,1258.0,503220.0
1999-05-25,5714,6057,5714,6057,790,1334.0,503220.0
1999-05-26,5714,6400,5714,6400,3070,1409.0,503220.0
1999-05-27,6171,6171,6171,6171,60,1359.0,503220.0
1999-05-28,6286,6286,6057,6171,320,1359.0,503220.0
1999-05-31,6171,6629,5943,6582,7040,1449.0,503220.0
1999-06-01,6583,6583,5943,5942,2100,1308.0,503220.0
1999-06-02,5714,6171,5714,6171,860,1359.0,503220.0
1999-06-03,6171,6171,5943,6171,1900,1359.0,503220.0
1999-06-04,5943,5966,5943,5965,220,1313.0,503220.0
1999-06-07,6171,6171,5829,5828,3720,1283.0,503220.0
1999-06-08,6171,6171,5943,5942,4990,1308.0,503220.0
1999-06-09,6400,6400,6057,6171,3410,1359.0,503220.0
1999-06-10,6400,6811,6171,6811,5740,1500.0,503220.0
1999-06-11,5806,6811,5806,6788,3200,1495.0,503220.0
1999-06-14,6857,6971,6057,6857,3380,1510.0,503220.0
1999-06-15,6857,6971,6103,6308,5840,1389.0,503220.0
1999-06-16,6309,7246,6126,7245,13910,1595.0,503220.0
1999-06-17,7543,8331,7543,8331,35080,1834.0,503220.0
1999-06-18,8571,9577,8549,9131,39410,2010.0,503220.0
1999-06-21,9600,9623,8686,9417,35550,2073.0,503220.0
1999-06-22,8011,9371,8011,9371,9950,2063.0,503220.0
1999-06-23,8000,9371,8000,8457,3250,1862.0,503220.0
1999-06-24,8457,9371,8457,9348,7120,2058.0,503220.0
1999-06-25,9371,9531,9143,9531,9390,2098.0,503220.0
1999-06-28,9829,10960,8686,10960,43660,2413.0,503220.0
1999-06-29,12594,12594,12594,12594,9460,2773.0,503220.0
1999-06-30,14469,14469,14469,14468,19110,3185.0,503220.0
1999-07-01,16617,16617,13943,16617,25500,3658.0,503220.0
1999-07-02,16617,17989,16617,17600,26290,3875.0,503220.0
1999-07-05,14971,16457,14971,15314,10020,3372.0,503220.0
1999-07-06,14857,15543,14857,14857,8670,3271.0,503220.0
1999-07-07,14903,14903,12640,14857,13030,3271.0,503220.0
1999-07-08,15086,15086,13486,14605,4840,3216.0,503220.0
1999-07-09,15314,16777,15314,16662,7460,3668.0,503220.0
1999-07-12,16571,17371,16000,16274,5920,3583.0,503220.0
1999-07-13,16000,18697,16000,18697,13690,4116.0,503220.0
1999-07-14,18766,21486,18766,21485,13070,4730.0,503220.0
1999-07-15,18286,21943,18286,21371,5220,4705.0,503220.0
1999-07-16,21600,23771,21600,22057,7820,4856.0,503220.0
1999-07-19,21943,24000,20229,24000,15270,5284.0,503220.0
1999-07-20,24000,24000,22857,22857,2730,5032.0,503220.0
1999-07-21,22857,22857,20914,20914,1700,4604.0,503220.0
1999-07-22,19657,21943,19657,21485,2960,4730.0,503220.0
1999-07-23,21486,21486,20343,20571,4810,4529.0,503220.0
1999-07-26,21714,22857,21714,21942,13480,4831.0,503220.0
1999-07-27,21029,22811,21029,22720,890,5002.0,503220.0
1999-07-28,22857,22857,21943,22720,6650,5002.0,503220.0
1999-07-29,22857,23314,21486,22857,2060,5032.0,503220.0
1999-07-30,22857,22857,21714,22400,760,4932.0,503220.0
1999-08-02,22171,22171,20571,21485,7580,4730.0,503220.0
1999-08-03,22629,22629,21486,21942,430,4831.0,503220.0
1999-08-04,21943,21943,21509,21942,22190,4831.0,503220.0
1999-08-05,20914,22857,20914,21714,6040,4781.0,503220.0
1999-08-06,21486,21714,19429,21028,2300,4630.0,503220.0
1999-08-09,22400,22400,22400,22400,50,4932.0,503220.0
1999-08-10,19086,21943,19086,21028,2710,4630.0,503220.0
1999-08-11,20571,20571,20571,20571,1550,4529.0,503220.0
1999-08-12,19886,22400,19886,22400,1190,4932.0,503220.0
1999-08-13,21257,21257,19429,19428,2680,4277.0,503220.0
1999-08-16,20571,20571,19657,20342,3440,4479.0,503220.0
1999-08-17,18263,20549,18263,20548,680,4524.0,503220.0
1999-08-18,18971,18971,17486,17485,2060,3850.0,503220.0
1999-08-19,18971,20091,18971,20091,370,4423.0,503220.0
1999-08-20,20571,20571,19429,20457,310,4504.0,503220.0
1999-08-23,20320,20320,17417,18514,890,4076.0,503220.0
1999-08-24,18514,20000,18514,19428,1350,4277.0,503220.0
1999-08-25,19886,19886,19429,19542,1780,4303.0,503220.0
1999-08-26,19657,20571,19429,20571,7390,4529.0,503220.0
1999-08-27,20571,20571,18514,18514,1770,4076.0,503220.0
1999-08-30,20571,20571,20571,20571,20,4529.0,503220.0
1999-08-31,19429,19429,19429,19428,0,4277.0,503220.0
1999-09-01,20571,20571,20571,20571,50,4529.0,503220.0
1999-09-02,19429,19429,19429,19428,950,4277.0,503220.0
1999-09-03,19429,19429,18286,18285,1140,4026.0,503220.0
1999-09-06,20343,20343,20343,20342,30,4479.0,503220.0
1999-09-07,18034,18286,18034,18285,70,4026.0,503220.0
1999-09-08,18286,18286,18286,18285,600,4026.0,503220.0
1999-09-09,18286,20320,18286,20320,120,4474.0,503220.0
1999-09-10,19200,19200,19200,19200,0,4227.0,503220.0
1999-09-13,19200,19200,16320,18971,830,4177.0,503220.0
1999-09-14,16343,20571,16343,20571,1110,4529.0,503220.0
1999-09-15,20434,20434,20434,20434,0,4499.0,503220.0
1999-09-16,19429,20434,19429,20434,120,4499.0,503220.0
1999-09-17,20434,20434,20434,20434,20,4499.0,503220.0
1999-09-20,17600,20343,17600,19634,280,4323.0,503220.0
1999-09-21,17623,19177,17623,19177,60,4222.0,503220.0
1999-09-22,17646,19177,17646,19177,620,4222.0,503220.0
1999-09-27,20343,20343,20343,20342,20,4479.0,503220.0
1999-09-28,17600,20343,17600,20068,6890,4418.0,503220.0
1999-09-29,17714,17760,17714,17760,610,3910.0,503220.0
1999-09-30,16686,17600,16686,17600,2910,3875.0,503220.0
1999-10-01,17646,20229,17646,20228,340,4453.0,503220.0
1999-10-04,20229,20229,20229,20228,0,4453.0,503220.0
1999-10-05,17600,20229,17600,20228,2870,4453.0,503220.0
1999-10-06,17211,19337,17211,18994,70,4182.0,503220.0
1999-10-07,16457,16457,16229,16228,4100,3573.0,503220.0
1999-10-08,16229,17120,16229,17120,3770,3769.0,503220.0
1999-10-11,17120,17120,15886,16914,4220,3724.0,503220.0
1999-10-12,15771,16457,15771,16457,60,3623.0,503220.0
1999-10-13,16571,16571,16000,16411,4100,3613.0,503220.0
1999-10-14,16457,16457,16000,16000,1570,3523.0,503220.0
1999-10-15,16000,16000,16000,16000,4150,3523.0,503220.0
1999-10-18,16457,16457,15314,16000,1730,3523.0,503220.0
1999-10-19,16000,16000,16000,16000,3350,3523.0,503220.0
1999-10-20,15771,16000,14400,16000,1430,3523.0,503220.0
1999-10-21,16000,16000,14857,16000,620,3523.0,503220.0
1999-10-22,14857,16000,14857,16000,4710,3523.0,503220.0
1999-10-25,17143,17143,17143,17142,40,3774.0,503220.0
1999-10-26,15086,16000,15086,16000,3060,3523.0,503220.0
1999-10-27,15086,16000,15086,16000,1280,3523.0,503220.0
1999-10-28,16000,17143,16000,17142,2800,3774.0,503220.0
1999-10-29,17143,18286,16000,18285,570,4026.0,503220.0
1999-11-01,19429,19429,18286,18285,400,4026.0,503220.0
1999-11-02,18743,18743,17143,18514,630,4076.0,503220.0
1999-11-03,16686,16686,16686,16685,50,3674.0,503220.0
1999-11-04,16686,16686,16686,16685,1060,3674.0,503220.0
1999-11-05,16000,17143,16000,16914,610,3724.0,503220.0
1999-11-08,16686,16686,16000,16000,500,3523.0,503220.0
1999-11-09,16914,16914,16000,16457,1180,3623.0,503220.0
1999-11-10,16000,16457,16000,16457,240,3623.0,503220.0
1999-11-11,16457,16457,16000,16457,420,3623.0,503220.0
1999-11-12,18286,18286,17371,17371,160,3824.0,503220.0
1999-11-15,17143,17143,15314,17142,840,3774.0,503220.0
1999-11-16,17143,17143,17143,17142,440,3774.0,503220.0
1999-11-17,18286,18286,15543,15542,470,3422.0,503220.0
1999-11-18,16000,16000,15543,16000,600,3523.0,503220.0
1999-11-19,16000,16000,16000,16000,210,3523.0,503220.0
1999-11-22,16000,16000,16000,16000,50,3523.0,503220.0
1999-11-23,16000,16000,16000,16000,600,3523.0,503220.0
1999-11-24,16000,16000,15086,16000,450,3523.0,503220.0
1999-11-25,16000,16000,13714,16000,120,3523.0,503220.0
1999-11-26,16000,16000,14857,14857,320,3271.0,503220.0
1999-11-29,15314,16000,14857,16000,580,3523.0,503220.0
1999-11-30,16000,16000,16000,16000,30,3523.0,503220.0
1999-12-01,16000,16000,16000,16000,330,3523.0,503220.0
1999-12-02,13714,18400,13714,18400,990,4051.0,503220.0
1999-12-03,19429,19429,17143,19428,260,4277.0,503220.0
1999-12-06,17829,17829,17829,17828,0,3925.0,503220.0
1999-12-07,18971,18971,18286,18285,120,4026.0,503220.0
1999-12-08,17943,17943,17943,17942,0,3950.0,503220.0
1999-12-09,17806,17806,17806,17805,0,3920.0,503220.0
1999-12-10,16000,17143,16000,16228,230,3573.0,503220.0
1999-12-13,18286,18286,13806,14285,90,3145.0,503220.0
1999-12-14,13051,16411,13051,16411,870,3613.0,503220.0
1999-12-15,14903,17143,14903,17142,130,3774.0,503220.0
1999-12-16,17829,18743,15543,15542,600,3422.0,503220.0
1999-12-17,16229,17600,16229,17600,240,3875.0,503220.0
1999-12-20,20114,20114,18286,18285,180,4026.0,503220.0
1999-12-21,16914,16914,15543,15542,400,3422.0,503220.0
1999-12-22,14400,15429,14400,15428,390,3397.0,503220.0
1999-12-23,13989,17737,13120,17737,1620,3905.0,503220.0
1999-12-24,15086,16000,15086,16000,30,3523.0,503220.0
1999-12-27,17371,17371,17143,17142,220,3774.0,503220.0
1999-12-28,15543,15543,15291,15291,220,3367.0,503220.0
2000-01-04,13394,15726,13394,15634,360,3442.0,503220.0
2000-01-05,15543,17966,15543,17965,380,3955.0,503220.0
2000-01-06,15291,18286,15291,18285,680,4026.0,503220.0
2000-01-07,16709,16709,16137,16137,210,3553.0,503220.0
2000-01-10,15109,15109,15109,15108,580,3326.0,503220.0
2000-01-11,14857,16229,14857,16228,440,3573.0,503220.0
2000-01-12,16229,16229,14857,15771,660,3472.0,503220.0
2000-01-13,14880,14880,14171,14171,1450,3120.0,503220.0
2000-01-14,14171,14171,14171,14171,50,3120.0,503220.0
2000-01-17,13943,16297,13943,16297,390,3588.0,503220.0
2000-01-18,16297,16297,16000,16000,300,3523.0,503220.0
2000-01-19,14880,14880,13966,14125,390,3110.0,503220.0
2000-01-20,14629,14629,14629,14628,10,3221.0,503220.0
2000-01-21,14514,14629,14514,14628,180,3221.0,503220.0
2000-01-24,13691,13714,13691,13714,300,3019.0,503220.0
2000-01-25,13714,13714,13714,13714,0,3019.0,503220.0
2000-01-26,13714,13714,12183,12182,170,2682.0,503220.0
2000-01-27,11657,12571,11657,12251,130,2697.0,503220.0
2000-01-28,12457,12457,12457,12457,20,2743.0,503220.0
2000-01-31,11429,11429,10811,11428,1350,2516.0,503220.0
2000-02-01,11657,12343,11657,12342,570,2717.0,503220.0
2000-02-02,11657,12183,11657,11657,1070,2566.0,503220.0
2000-02-03,11863,12114,11863,12114,110,2667.0,503220.0
2000-02-07,12114,12297,12114,12297,210,2707.0,503220.0
2000-02-08,12343,12343,11703,11885,350,2617.0,503220.0
2000-02-09,10103,11474,10103,11474,1600,2526.0,503220.0
2000-02-10,11417,11417,10537,10537,150,2320.0,503220.0
2000-02-11,9851,11200,9851,11200,690,2466.0,503220.0
2000-02-14,11200,11200,11200,11200,0,2466.0,503220.0
2000-02-15,10537,11200,10514,10514,400,2315.0,503220.0
2000-02-16,10971,10971,10971,10971,50,2415.0,503220.0
2000-02-17,9326,10057,9326,9394,2230,2068.0,503220.0
2000-02-18,9440,9440,9360,9360,860,2061.0,503220.0
2000-02-21,9360,9360,8937,8937,120,1968.0,503220.0
2000-02-22,8914,8914,8914,8914,0,1963.0,503220.0
2000-02-23,9143,9143,9143,9142,50,2013.0,503220.0
2000-02-24,8480,9143,8069,8662,1490,1907.0,503220.0
2000-02-25,8457,9143,7566,8662,1310,1907.0,503220.0
2000-02-28,9029,9829,9029,9828,870,2164.0,503220.0
2000-02-29,9017,9166,9017,9165,350,2018.0,503220.0
2000-03-02,9097,9166,8937,8937,570,1968.0,503220.0
2000-03-03,8960,10274,8960,10274,540,2262.0,503220.0
2000-03-06,10971,11200,10971,11177,60,2461.0,503220.0
2000-03-07,11177,12846,11177,12845,5080,2828.0,503220.0
2000-03-08,12800,14766,12800,14765,3420,3251.0,503220.0
2000-03-09,16000,16686,16000,16685,1430,3674.0,503220.0
2000-03-10,16457,16457,16457,16457,270,3623.0,503220.0
2000-03-13,14469,16457,14171,16457,2530,3623.0,503220.0
2000-03-14,16457,16457,14469,15017,1710,3306.0,503220.0
2000-03-15,13257,16000,12800,16000,3650,3523.0,503220.0
2000-03-16,13966,15543,13737,14742,4650,3246.0,503220.0
2000-03-17,12937,12937,12571,12571,1350,2768.0,503220.0
2000-03-20,11680,11680,10697,10742,7770,2365.0,503220.0
2000-03-21,12320,12320,9623,10285,5870,2264.0,503220.0
2000-03-22,10286,11200,10286,10971,1910,2415.0,503220.0
2000-03-23,12069,12069,9600,9600,1820,2114.0,503220.0
2000-03-24,9714,9829,9600,9600,5760,2114.0,503220.0
2000-03-27,9829,10971,9829,10971,2530,2415.0,503220.0
2000-03-28,11429,12343,11429,12342,3260,2717.0,503220.0
2000-03-29,12571,13486,11429,11428,4530,2516.0,503220.0
2000-03-30,11886,11886,10297,11657,2050,2566.0,503220.0
2000-03-31,11657,13257,11657,12342,3110,2717.0,503220.0
2000-04-03,12114,12343,12114,12342,1750,2717.0,503220.0
2000-04-04,12114,12114,12114,12114,0,2667.0,503220.0
2000-04-06,10537,11886,10537,11885,130,2617.0,503220.0
2000-04-07,10766,11886,10103,11885,6240,2617.0,503220.0
2000-04-10,11863,11886,11657,11657,2300,2566.0,503220.0
2000-04-11,10286,10286,10171,10285,2860,2264.0,503220.0
2000-04-12,10286,10491,8800,10057,1570,2214.0,503220.0
2000-04-14,9394,9394,9211,9211,420,2028.0,503220.0
2000-04-17,9097,9486,8674,9142,800,2013.0,503220.0
2000-04-18,9143,9829,9029,9165,12290,2018.0,503220.0
2000-04-19,9829,9829,9371,9828,6740,2164.0,503220.0
2000-04-20,10994,10994,9143,9142,8050,2013.0,503220.0
2000-04-21,9600,9600,9143,9142,2950,2013.0,503220.0
2000-04-24,9143,9554,9143,9554,6500,2103.0,503220.0
2000-04-25,9554,10983,8686,10982,17050,2418.0,503220.0
2000-04-26,12617,12617,10663,12594,6160,2773.0,503220.0
2000-04-27,12091,13714,10766,13714,4430,3019.0,503220.0
2000-04-28,12594,12663,11657,11657,1070,2566.0,503220.0
2000-05-02,10514,10514,9920,10011,15710,2204.0,503220.0
2000-05-03,9417,10514,9417,10514,1960,2315.0,503220.0
2000-05-04,10514,11200,8937,10285,9170,2264.0,503220.0
2000-05-08,9829,10514,9509,10514,5190,2315.0,503220.0
2000-05-09,10057,10491,9646,10491,1710,2310.0,503220.0
2000-05-10,10491,10857,9669,9760,2450,2149.0,503220.0
2000-05-12,11223,11223,11131,11200,20610,2466.0,503220.0
2000-05-15,11429,11429,9829,10114,5380,2227.0,503220.0
2000-05-16,10114,10114,9189,10034,2070,2209.0,503220.0
2000-05-17,8869,11520,8869,9600,5990,2114.0,503220.0
2000-05-18,8366,9097,8160,9097,2280,2003.0,503220.0
2000-05-19,8023,9097,8000,9097,920,2003.0,503220.0
2000-05-22,9029,9029,9029,9028,200,1988.0,503220.0
2000-05-23,8457,9486,8023,8022,2700,1766.0,503220.0
2000-05-24,8000,8686,7337,8685,430,1912.0,503220.0
2000-05-25,8069,9143,8069,8228,270,1812.0,503220.0
2000-05-26,7726,8686,7543,7542,1530,1661.0,503220.0
2000-05-29,7543,7954,7200,7200,1050,1585.0,503220.0
2000-05-30,7543,7543,6857,7200,2610,1585.0,503220.0
2000-05-31,7314,7543,7314,7314,2930,1610.0,503220.0
2000-06-01,6869,7749,6869,7748,1970,1706.0,503220.0
2000-06-02,7109,7657,7109,7200,2290,1585.0,503220.0
2000-06-05,7657,7657,7314,7497,4030,1651.0,503220.0
2000-06-07,8229,8503,7497,8480,5370,1867.0,503220.0
2000-06-08,8663,8663,7314,7314,1840,1610.0,503220.0
2000-06-09,7314,7977,7314,7542,16370,1661.0,503220.0
2000-06-12,7543,7634,7543,7634,2160,1681.0,503220.0
2000-06-13,7749,7749,7314,7725,790,1701.0,503220.0
2000-06-14,7749,8571,7543,7577,870,1668.0,503220.0
2000-06-15,7429,7543,7086,7542,5030,1661.0,503220.0
2000-06-16,7086,7543,7086,7542,110,1661.0,503220.0
2000-06-19,6857,6857,6743,6742,690,1484.0,503220.0
2000-06-20,6971,6971,6514,6720,760,1479.0,503220.0
2000-06-21,6766,6994,6743,6742,760,1484.0,503220.0
2000-06-22,6857,6857,6743,6742,1690,1484.0,503220.0
2000-06-23,6857,6971,6834,6834,900,1505.0,503220.0
2000-06-26,6834,6857,6514,6651,910,1464.0,503220.0
2000-06-27,6857,6857,6400,6400,1250,1409.0,503220.0
2000-06-28,6640,6743,6629,6742,7760,1484.0,503220.0
2000-06-29,6857,7086,6834,6834,1750,1505.0,503220.0
2000-06-30,7063,7063,6743,7017,3630,1545.0,503220.0
2000-07-03,8000,8000,7314,7542,5210,1661.0,503220.0
2000-07-04,7771,8206,7771,8205,19260,1807.0,503220.0
2000-07-05,8457,8914,8457,8914,1230,1963.0,503220.0
2000-07-06,9143,10171,8914,8914,3960,1963.0,503220.0
2000-07-07,8686,9714,8686,9600,480,2114.0,503220.0
2000-07-10,10057,10057,8914,9142,5470,2013.0,503220.0
2000-07-11,8914,9326,8914,9234,5300,2033.0,503220.0
2000-07-12,9143,9143,9029,9028,2750,1988.0,503220.0
2000-07-13,8914,9371,8914,9371,4470,2063.0,503220.0
2000-07-14,9371,9371,8914,9371,880,2063.0,503220.0
2000-07-18,9029,9029,8914,9005,2040,1983.0,503220.0
2000-07-19,8709,9120,8709,9120,1280,2008.0,503220.0
2000-07-20,8937,9029,8914,8914,4490,1963.0,503220.0
2000-07-21,8914,8914,8914,8914,2300,1963.0,503220.0
2000-07-24,9120,9120,9120,9120,20,2008.0,503220.0
2000-07-25,8023,8023,7794,7794,740,1716.0,503220.0
2000-07-26,7771,8069,7566,7954,560,1751.0,503220.0
2000-07-27,7611,7611,7611,7611,100,1676.0,503220.0
2000-07-28,8000,8743,8000,8742,4140,1925.0,503220.0
2000-07-31,10046,10046,7451,7771,7560,1711.0,503220.0
2000-08-01,8891,8891,7337,7908,5170,1741.0,503220.0
2000-08-02,8457,8663,8434,8662,7840,1907.0,503220.0
2000-08-03,8251,9166,8251,8891,3740,1958.0,503220.0
2000-08-04,8686,8686,8114,8137,1480,1791.0,503220.0
2000-08-07,8229,8800,8229,8754,1650,1927.0,503220.0
2000-08-08,8754,8754,8754,8754,480,1927.0,503220.0
2000-08-09,8754,9120,8754,9120,2250,2008.0,503220.0
2000-08-10,8686,8686,8686,8685,150,1912.0,503220.0
2000-08-11,8914,8914,8800,8800,1710,1937.0,503220.0
2000-08-14,9143,9143,8800,8800,2000,1937.0,503220.0
2000-08-16,8914,9143,8846,9120,1080,2008.0,503220.0
2000-08-17,8846,9029,8800,9028,1020,1988.0,503220.0
2000-08-18,9143,9143,8846,9074,1650,1998.0,503220.0
2000-08-21,9131,9371,9120,9142,6380,2013.0,503220.0
2000-08-22,9829,9829,9463,9462,5560,2083.0,503220.0
2000-08-23,8846,9486,8846,9371,330,2063.0,503220.0
2000-08-24,9829,10743,9806,10742,7550,2365.0,503220.0
2000-08-25,10720,10743,9851,10742,3420,2365.0,503220.0
2000-08-28,10743,10743,9131,10742,6240,2365.0,503220.0
2000-08-29,10743,12320,10629,12114,7450,2667.0,503220.0
2000-08-30,12114,13920,12114,13920,7530,3065.0,503220.0
2000-08-31,16000,16000,14857,16000,12190,3523.0,503220.0
2000-09-01,16000,16686,13600,13600,12570,2994.0,503220.0
2000-09-04,11931,13714,11931,12914,20010,2843.0,503220.0
2000-09-05,12457,13600,12366,13462,5260,2964.0,503220.0
2000-09-06,15474,15474,12571,12777,11690,2813.0,503220.0
2000-09-07,12366,13257,10880,10994,4290,2420.0,503220.0
2000-09-08,11451,11451,9669,9965,3540,2194.0,503220.0
2000-09-14,11451,11451,11451,11451,5480,2521.0,503220.0
2000-09-15,13166,13166,13166,13165,9950,2899.0,503220.0
2000-09-18,15131,15131,11200,11222,20910,2471.0,503220.0
2000-09-19,12000,12891,12000,12891,8300,2838.0,503220.0
2000-09-20,13257,14811,12777,12777,16940,2813.0,503220.0
2000-09-21,13257,13280,12137,13028,7580,2868.0,503220.0
2000-09-22,13486,13486,12091,12411,11440,2732.0,503220.0
2000-09-25,12457,13029,12457,12571,7120,2768.0,503220.0
2000-09-26,14423,14423,12343,13485,4080,2969.0,503220.0
2000-09-27,11474,13029,11474,11474,8980,2526.0,503220.0
2000-09-28,11909,12091,11429,11817,5340,2602.0,503220.0
2000-09-29,10811,11086,10720,10720,8380,2360.0,503220.0
2000-10-02,10811,11177,9874,10171,7350,2239.0,503220.0
2000-10-04,9600,10080,9600,9942,6690,2189.0,503220.0
2000-10-05,9806,9851,9189,9851,11230,2169.0,503220.0
2000-10-06,9783,9783,9257,9257,11180,2038.0,503220.0
2000-10-09,8731,9600,8731,8800,8680,1937.0,503220.0
2000-10-10,8480,8594,8000,8022,7490,1766.0,503220.0
2000-10-11,8457,9223,8457,9222,7370,2030.0,503220.0
2000-10-12,9211,10057,8069,9805,11490,2159.0,503220.0
2000-10-13,9600,9600,8754,9200,4480,2025.0,503220.0
2000-10-16,9200,9371,8891,8891,3690,1958.0,503220.0
2000-10-17,8891,9600,8891,9005,2730,1983.0,503220.0
2000-10-18,9006,9006,8503,8502,2920,1872.0,503220.0
2000-10-19,7429,8914,7429,8914,3260,1963.0,503220.0
2000-10-20,9577,9577,8686,9120,3170,2008.0,503220.0
