화천기공(000850),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2000-11-09,8649,8993,8611,8801,9740,19320.0,1680000.0
2000-11-10,8955,8955,8572,8801,12640,19320.0,1680000.0
2000-11-13,8611,8993,8458,8687,5270,19068.0,1680000.0
2000-11-14,8687,8878,8457,8610,8250,18900.0,1680000.0
2000-11-15,8649,9185,8611,8725,25050,19152.0,1680000.0
2000-11-16,8687,9032,8649,8725,14920,19152.0,1680000.0
2000-11-17,8687,8764,8572,8610,13530,18900.0,1680000.0
2000-11-20,8725,8725,8266,8266,13850,18144.0,1680000.0
2000-11-21,8037,8419,7807,7921,18320,17388.0,1680000.0
2000-11-22,7883,8151,7883,8036,13260,17640.0,1680000.0
2000-11-23,7845,8190,7577,7577,11640,16632.0,1680000.0
2000-11-24,7730,7922,7654,7730,7380,16968.0,1680000.0
2000-11-27,7883,8266,7654,8266,16270,18144.0,1680000.0
2000-11-28,8572,8649,8037,8036,15460,17640.0,1680000.0
2000-11-29,7807,8113,7654,7653,10210,16800.0,1680000.0
2000-11-30,7616,7960,7577,7806,8200,17136.0,1680000.0
2000-12-01,7463,7807,7463,7806,6240,17136.0,1680000.0
2000-12-04,7424,7998,7424,7806,5170,17136.0,1680000.0
2000-12-05,7807,7883,7631,7806,2770,17136.0,1680000.0
2000-12-06,7807,7960,7654,7653,6870,16800.0,1680000.0
2000-12-07,7654,7807,7424,7577,7560,16632.0,1680000.0
2000-12-08,7577,7730,7424,7539,6410,16548.0,1680000.0
2000-12-11,7577,7845,7577,7577,7450,16632.0,1680000.0
2000-12-12,7631,8687,7577,8227,59890,18060.0,1680000.0
2000-12-13,8381,8955,8075,8419,61640,18480.0,1680000.0
2000-12-14,8419,9644,8419,9414,109640,20664.0,1680000.0
2000-12-15,9185,9414,8840,9108,33970,19992.0,1680000.0
2000-12-18,8687,9108,8611,8610,19290,18900.0,1680000.0
2000-12-19,8266,9185,8266,8725,96920,19152.0,1680000.0
2000-12-20,8572,8649,8113,8304,37030,18228.0,1680000.0
2000-12-21,8113,8113,7654,7653,14050,16800.0,1680000.0
2000-12-22,7501,8190,7501,7615,10480,16716.0,1680000.0
2000-12-26,7501,7883,7501,7653,13390,16800.0,1680000.0
2001-01-02,6988,7654,6988,7500,9700,16464.0,1680000.0
2001-01-03,7386,7654,7271,7562,16800,16598.0,1680000.0
2001-01-04,7883,8037,7623,7883,21780,17304.0,1680000.0
2001-01-05,7883,7883,7577,7653,25050,16800.0,1680000.0
2001-01-08,7883,7883,7516,7653,14540,16800.0,1680000.0
2001-01-09,7654,8151,7654,7806,24950,17136.0,1680000.0
2001-01-10,8037,8151,7807,7883,30420,17304.0,1680000.0
2001-01-11,7998,8266,7807,7960,33510,17472.0,1680000.0
2001-01-12,8037,8534,7883,8266,53820,18144.0,1680000.0
2001-01-15,8266,8419,8037,8113,41280,17808.0,1680000.0
2001-01-16,8113,8381,7118,7806,50800,17136.0,1680000.0
2001-01-17,7730,7730,7554,7607,27460,16699.0,1680000.0
2001-01-18,7639,7807,7501,7638,22010,16766.0,1680000.0
2001-01-19,7639,7807,7562,7562,22200,16598.0,1680000.0
2001-01-22,7616,7639,7463,7508,44710,16481.0,1680000.0
2001-01-26,7539,7646,7501,7577,14070,16632.0,1680000.0
2001-01-29,7769,7807,7531,7653,14020,16800.0,1680000.0
2001-01-30,7769,7807,7600,7692,36610,16884.0,1680000.0
2001-01-31,7769,7769,7539,7615,17710,16716.0,1680000.0
2001-02-01,7654,7922,7539,7692,34170,16884.0,1680000.0
2001-02-02,7769,8419,7769,8036,85300,17640.0,1680000.0
2001-02-05,8151,8534,7922,8304,76700,18228.0,1680000.0
2001-02-06,8419,8419,7960,8151,40320,17892.0,1680000.0
2001-02-07,8266,8266,7883,7883,22000,17304.0,1680000.0
2001-02-08,7807,8113,7807,7806,19790,17136.0,1680000.0
2001-02-09,7845,7998,7807,7883,18650,17304.0,1680000.0
2001-02-12,8037,8037,7807,7921,20810,17388.0,1680000.0
2001-02-13,7883,8075,7883,7998,20620,17556.0,1680000.0
2001-02-14,7845,7998,7807,7883,20720,17304.0,1680000.0
2001-02-15,7960,8496,7960,8342,77370,18312.0,1680000.0
2001-02-16,8113,8343,7922,8074,26180,17724.0,1680000.0
2001-02-19,8113,8343,8075,8189,22240,17976.0,1680000.0
2001-02-20,8075,8419,8075,8380,30460,18396.0,1680000.0
2001-02-21,8304,8955,8190,8572,57330,18816.0,1680000.0
2001-02-22,8419,8496,8037,8113,33310,17808.0,1680000.0
2001-02-23,8037,8419,8037,8266,21200,18144.0,1680000.0
2001-02-26,8419,8917,8266,8763,123590,19236.0,1680000.0
2001-02-27,8955,9108,8419,8534,64930,18732.0,1680000.0
2001-02-28,8649,8993,8419,8648,78670,18984.0,1680000.0
2001-03-02,8878,9338,8611,8801,154880,19320.0,1680000.0
2001-03-05,8802,9414,8496,9146,126780,20076.0,1680000.0
2001-03-06,9338,9797,8917,9108,221460,19992.0,1680000.0
2001-03-07,9032,9797,8955,9261,162990,20328.0,1680000.0
2001-03-08,9261,9338,8687,8840,75400,19404.0,1680000.0
2001-03-09,8955,9146,8572,8840,68360,19404.0,1680000.0
2001-03-12,8534,8993,7807,7806,54350,17136.0,1680000.0
2001-03-13,7883,8037,7585,7692,40880,16884.0,1680000.0
2001-03-14,7807,8151,7769,7883,39800,17304.0,1680000.0
2001-03-15,7654,7769,7577,7730,30550,16968.0,1680000.0
2001-03-16,7807,7960,7639,7806,32400,17136.0,1680000.0
2001-03-19,7654,7883,7654,7730,17680,16968.0,1680000.0
2001-03-20,7883,8190,7730,7883,32220,17304.0,1680000.0
2001-03-21,7883,7922,7577,7768,22230,17052.0,1680000.0
2001-03-22,7730,7883,7654,7653,11360,16800.0,1680000.0
2001-03-23,7654,7769,7623,7692,10190,16884.0,1680000.0
2001-03-26,7730,7883,7730,7806,13240,17136.0,1680000.0
2001-03-27,7960,7960,7654,7653,12500,16800.0,1680000.0
2001-03-28,7769,7769,7654,7730,20660,16968.0,1680000.0
2001-03-29,7654,7654,7585,7592,7920,16666.0,1680000.0
2001-03-30,7508,7692,7424,7500,15760,16464.0,1680000.0
2001-04-02,7462,7462,7248,7271,12650,15960.0,1680000.0
2001-04-03,7195,7348,6965,7255,10180,15926.0,1680000.0
2001-04-04,7187,7271,7011,7049,5840,15473.0,1680000.0
2001-04-06,7264,7264,7080,7209,4670,15826.0,1680000.0
2001-04-09,7049,7195,6965,7072,5370,15523.0,1680000.0
2001-04-10,7003,7195,6965,7102,9250,15590.0,1680000.0
2001-04-11,7118,7271,7103,7232,5250,15876.0,1680000.0
2001-04-12,7271,7470,7126,7347,4900,16128.0,1680000.0
2001-04-13,7195,7386,7195,7286,2740,15994.0,1680000.0
2001-04-16,7286,7340,7080,7240,4110,15893.0,1680000.0
2001-04-17,7271,7271,7087,7194,5940,15792.0,1680000.0
2001-04-18,7118,7271,7118,7232,15370,15876.0,1680000.0
2001-04-19,7348,7485,7348,7462,20940,16380.0,1680000.0
2001-04-20,7562,7562,7317,7347,5270,16128.0,1680000.0
2001-04-23,7355,7424,7233,7271,12110,15960.0,1680000.0
2001-04-24,7195,7256,7118,7194,5870,15792.0,1680000.0
2001-04-25,7271,7309,7195,7294,10140,16010.0,1680000.0
2001-04-26,7294,7294,7195,7248,8280,15910.0,1680000.0
2001-04-27,7133,7271,7133,7148,2110,15691.0,1680000.0
2001-04-30,7164,7248,7149,7248,17450,15910.0,1680000.0
2001-05-02,7386,7386,7202,7271,11580,15960.0,1680000.0
2001-05-03,7233,7271,7179,7186,15240,15775.0,1680000.0
2001-05-04,7195,7225,7110,7171,12700,15742.0,1680000.0
2001-05-07,7195,7248,7118,7179,8430,15758.0,1680000.0
2001-05-08,7233,7348,7195,7278,24490,15977.0,1680000.0
2001-05-09,7332,7348,7187,7263,13680,15943.0,1680000.0
2001-05-10,7279,7378,7233,7347,14510,16128.0,1680000.0
2001-05-11,7386,7424,7309,7347,11640,16128.0,1680000.0
2001-05-14,7417,7600,7363,7485,17330,16430.0,1680000.0
2001-05-15,7485,7562,7401,7493,13620,16447.0,1680000.0
2001-05-16,7348,7493,7348,7355,8430,16145.0,1680000.0
2001-05-17,7363,7463,7355,7424,15830,16296.0,1680000.0
2001-05-18,7424,7440,7317,7385,8330,16212.0,1680000.0
2001-05-21,7386,7493,7386,7454,23070,16363.0,1680000.0
2001-05-22,7485,7524,7447,7462,14270,16380.0,1680000.0
2001-05-23,7462,7646,7462,7646,18630,16783.0,1680000.0
2001-05-24,7646,7960,7646,7730,22980,16968.0,1680000.0
2001-05-25,7845,8113,7692,7768,20660,17052.0,1680000.0
2001-05-28,8037,8037,7692,7692,10120,16884.0,1680000.0
2001-05-29,7769,7922,7730,7730,9860,16968.0,1680000.0
2001-05-30,7807,7807,7646,7692,10640,16884.0,1680000.0
2001-05-31,7654,7654,7531,7531,7720,16531.0,1680000.0
2001-06-01,7616,7616,7501,7539,8160,16548.0,1680000.0
2001-06-04,7516,7883,7463,7806,14480,17136.0,1680000.0
2001-06-05,7922,8113,7730,7806,43340,17136.0,1680000.0
2001-06-07,7654,7730,7585,7600,9060,16682.0,1680000.0
2001-06-08,7639,7730,7539,7730,9090,16968.0,1680000.0
2001-06-11,7730,7730,7593,7646,36950,16783.0,1680000.0
2001-06-12,7577,8037,7577,7921,54890,17388.0,1680000.0
2001-06-13,7922,8381,7883,8036,43330,17640.0,1680000.0
2001-06-14,8037,8113,7883,7960,25930,17472.0,1680000.0
2001-06-15,7883,8113,7807,8113,17450,17808.0,1680000.0
2001-06-18,7922,8725,7922,8342,54980,18312.0,1680000.0
2001-06-19,8419,8572,7960,7998,40510,17556.0,1680000.0
2001-06-20,8151,8151,7807,7845,17360,17220.0,1680000.0
2001-06-21,7845,7998,7845,7883,6810,17304.0,1680000.0
2001-06-22,7883,8075,7883,7883,8800,17304.0,1680000.0
2001-06-25,7960,7960,7769,7806,6240,17136.0,1680000.0
2001-06-26,7730,7807,7516,7516,13450,16498.0,1680000.0
2001-06-27,7577,7654,7394,7493,14340,16447.0,1680000.0
2001-06-28,7570,7577,7432,7431,10270,16313.0,1680000.0
2001-06-29,7440,7440,7348,7385,7260,16212.0,1680000.0
2001-07-02,7463,7554,7463,7539,2980,16548.0,1680000.0
2001-07-03,7577,7608,7470,7539,5570,16548.0,1680000.0
2001-07-04,7501,7616,7424,7493,4820,16447.0,1680000.0
2001-07-05,7462,7462,7424,7431,7890,16313.0,1680000.0
2001-07-06,7355,7478,7348,7408,6190,16262.0,1680000.0
2001-07-09,7309,7309,7080,7148,10380,15691.0,1680000.0
2001-07-10,7424,7654,7156,7248,11010,15910.0,1680000.0
2001-07-11,7195,7195,7042,7118,5800,15624.0,1680000.0
2001-07-12,7271,7271,7118,7271,5350,15960.0,1680000.0
2001-07-13,7156,7294,7126,7263,8700,15943.0,1680000.0
2001-07-16,7386,7386,7195,7378,11420,16195.0,1680000.0
2001-07-18,7340,7340,7133,7133,8700,15658.0,1680000.0
2001-07-19,7248,7248,7034,7225,7100,15859.0,1680000.0
2001-07-20,7080,7187,7057,7072,7180,15523.0,1680000.0
2001-07-23,7042,7118,6927,7079,2990,15540.0,1680000.0
2001-07-24,7042,7042,6697,6781,4050,14885.0,1680000.0
2001-07-25,6781,6858,6735,6750,6980,14818.0,1680000.0
2001-07-26,6751,6881,6743,6857,3250,15053.0,1680000.0
2001-07-27,6850,6919,6797,6888,7180,15120.0,1680000.0
2001-07-30,6888,6904,6827,6903,5890,15154.0,1680000.0
2001-07-31,6888,6904,6812,6888,4480,15120.0,1680000.0
2001-08-01,7026,7026,6873,6987,7090,15338.0,1680000.0
2001-08-02,6904,6965,6888,6903,2750,15154.0,1680000.0
2001-08-03,6965,6965,6896,6903,3460,15154.0,1680000.0
2001-08-06,6957,7026,6888,6934,2010,15221.0,1680000.0
2001-08-07,6934,7042,6934,7041,1290,15456.0,1680000.0
2001-08-08,7019,7019,6934,7003,550,15372.0,1680000.0
2001-08-09,6919,6957,6888,6957,680,15271.0,1680000.0
2001-08-10,6957,7003,6911,6957,1170,15271.0,1680000.0
