휴니드테크놀러지스(005870),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-01-09,49500,51000,45900,48600,297090,9935.0,6132475.0
2002-01-10,50700,50700,41400,41400,361842,8463.0,6132475.0
2002-01-11,40500,47700,40500,47700,301870,9720.0,6132475.0
2002-01-14,48300,51000,46200,47100,299037,9628.0,6132475.0
2002-01-15,44700,47700,44700,44700,102331,9137.0,6132475.0
2002-01-16,45000,46200,42300,42300,118083,8616.0,6132475.0
2002-01-17,39300,44100,38700,43500,153526,8892.0,6132475.0
2002-01-18,44100,45900,42300,43500,135654,8892.0,6132475.0
2002-01-21,43500,45000,42300,42900,80191,8769.0,6132475.0
2002-01-22,42600,44700,42600,44700,102958,9137.0,6132475.0
2002-01-23,43800,45600,43200,45000,71712,9199.0,6132475.0
2002-01-24,45000,50100,43800,48900,147011,9996.0,6132475.0
2002-01-25,50100,50700,48300,50100,231195,10241.0,6132475.0
2002-01-28,51000,51000,48000,50700,317434,10364.0,6132475.0
2002-01-29,51000,51000,47700,47700,135560,9751.0,6132475.0
2002-01-30,47100,49500,47100,48000,241640,9812.0,6132475.0
2002-01-31,49500,49500,40800,40800,381180,8340.0,6132475.0
2002-02-01,37500,42000,37500,38100,421970,7788.0,6132475.0
2002-02-04,38100,38100,33600,33600,156230,6868.0,6132475.0
2002-02-05,33000,38700,32400,38700,161750,7880.0,6132475.0
2002-02-06,40500,40500,35700,37200,243436,7604.0,6132475.0
2002-02-07,37200,37200,35700,36300,82575,7390.0,6132475.0
2002-02-08,35400,36600,35400,36000,67520,7359.0,6132475.0
2002-02-14,34500,34500,32400,33000,140331,6746.0,6132475.0
2002-02-15,33000,33600,30000,30000,243944,6132.0,6132475.0
2002-02-18,30300,30300,26400,26400,328320,5397.0,6132475.0
2002-02-19,26100,29400,25800,29400,148890,5979.0,6132475.0
2002-02-20,29400,29400,27300,27600,99630,5642.0,6132475.0
2002-02-21,27900,28800,26100,26100,98380,5335.0,6132475.0
2002-02-22,26100,28500,26100,27300,110216,5550.0,6132475.0
2002-02-25,26700,27300,26400,27000,93100,5489.0,6132475.0
2002-02-26,27000,28200,26400,26700,37222,5458.0,6132475.0
2002-02-27,27000,27600,26400,27000,76790,5489.0,6132475.0
2002-02-28,27000,27600,27000,27600,107740,5642.0,6132475.0
2002-03-04,27900,27900,26700,26700,84071,5458.0,6132475.0
2002-03-05,26700,30600,26700,30600,213231,6255.0,6132475.0
2002-03-06,30600,33900,29400,31500,304801,6408.0,6132475.0
2002-03-07,30900,30900,27600,28800,100488,5887.0,6132475.0
2002-03-08,27300,28800,27300,27900,160341,5703.0,6132475.0
2002-03-11,27000,31200,27000,31200,316882,6378.0,6132475.0
2002-03-12,30900,30900,29100,29100,64439,5949.0,6132475.0
2002-03-13,29100,30600,28800,30600,201120,6224.0,6132475.0
2002-03-14,30000,30300,27900,28500,227642,5795.0,6132475.0
2002-03-15,27900,29100,27900,27900,301840,5703.0,6132475.0
2002-03-18,24000,24000,24000,24000,34210,4875.0,6132475.0
2002-03-19,20400,20400,20400,20400,30770,4170.0,6132475.0
2002-03-20,18000,18000,17400,17400,1292250,3557.0,6132475.0
2002-03-21,17400,17400,17400,17400,0,3557.0,6132475.0
2002-03-22,17400,17400,17400,17400,0,,
2002-03-25,17400,17400,17400,17400,0,,
2002-03-26,17400,17400,17400,17400,0,,
2002-03-27,17400,17400,17400,17400,0,,
2002-03-28,17400,17400,17400,17400,0,,
2002-03-29,17400,17400,17400,17400,0,,
2002-04-01,17400,17400,17400,17400,0,,
2002-04-02,17400,17400,17400,17400,0,,
2002-04-03,17400,17400,17400,17400,0,,
2002-04-04,17400,17400,17400,17400,0,,
2002-04-08,17400,17400,17400,17400,0,,
2002-04-09,17400,17400,17400,17400,0,,
2002-04-10,17400,17400,17400,17400,0,,
2002-04-11,17400,17400,17400,17400,0,,
2002-04-12,17400,17400,17400,17400,0,,
2002-04-15,17400,17400,17400,17400,0,,
2002-04-16,17400,17400,17400,17400,0,,
2002-04-17,17400,17400,17400,17400,0,,
2002-04-18,17400,17400,17400,17400,0,,
2002-04-19,17400,17400,17400,17400,0,,
2002-04-22,17400,17400,17400,17400,0,,
2002-04-23,17400,17400,17400,17400,0,,
2002-04-24,17400,17400,17400,17400,0,,
2002-04-25,20000,20000,20000,20000,11019,118783.0,5939171.0
2002-04-26,19700,19700,17000,17000,22355,100966.0,5939171.0
2002-04-29,16550,16550,14450,14450,3301,85821.0,5939171.0
2002-04-30,12300,12300,12300,12300,3815,73052.0,5939171.0
2002-05-02,10750,14100,10750,11300,17795,67113.0,5939171.0
2002-05-03,11300,12950,11300,12900,9895,76615.0,5939171.0
2002-05-06,13000,14500,12500,13700,3437,81367.0,5939171.0
2002-05-07,14000,15750,14000,15500,9097,92057.0,5939171.0
2002-05-08,15600,16200,13200,13200,7398,78397.0,5939171.0
2002-05-09,15150,15150,15150,15150,14160,89978.0,5939171.0
2002-05-10,17350,17350,14500,16200,13164,96215.0,5939171.0
2002-05-13,18600,18600,18600,18600,11525,110469.0,5939171.0
2002-05-14,21350,21350,20200,21350,78774,126801.0,5939171.0
2002-05-15,21350,24000,19100,20000,86297,118783.0,5939171.0
2002-05-16,20000,20000,20000,20000,0,118783.0,5939171.0
2002-05-17,20000,20000,20000,20000,0,,
2002-05-20,19800,23000,18150,23000,105343,136601.0,59391710.0
2002-05-21,26000,26450,24300,26450,168376,157091.0,59391710.0
2002-05-22,25500,29500,22500,24600,243648,146104.0,59391710.0
2002-05-23,22800,25500,20950,20950,115883,124426.0,59391710.0
2002-05-24,20950,21900,17850,18000,99549,106905.0,59391710.0
2002-05-27,16000,19650,16000,17150,118527,101857.0,59391710.0
2002-05-28,17150,17900,14600,15050,80868,89385.0,59391710.0
2002-05-29,14550,15350,13050,13550,70552,80476.0,59391710.0
2002-05-30,12650,15550,12600,15550,213000,92354.0,59391710.0
2002-05-31,16200,16350,13250,13250,149102,78694.0,59391710.0
2002-06-03,12050,12950,11300,11300,82488,67113.0,59391710.0
2002-06-04,11200,12950,10700,12950,112364,76912.0,59391710.0
2002-06-05,12950,14850,12950,14850,132630,88197.0,59391710.0
2002-06-07,17050,17050,16000,17050,52201,101263.0,59391710.0
2002-06-10,19550,19600,15400,17100,591904,101560.0,59391710.0
2002-06-11,17950,18000,14550,14550,264687,86415.0,59391710.0
2002-06-12,14300,16300,13400,14350,436849,85227.0,59391710.0
2002-06-14,14800,16000,14000,14500,501463,86118.0,59391710.0
2002-06-17,15100,15100,13300,13500,168421,80179.0,59391710.0
2002-06-18,13900,14200,12900,13600,164407,80773.0,59391710.0
2002-06-19,13300,13600,11650,11900,140888,70676.0,59391710.0
2002-06-20,11500,13650,11150,13650,229490,81070.0,59391710.0
2002-06-21,14000,15300,12900,13200,533066,78397.0,59391710.0
2002-06-24,13100,13100,11700,12000,166282,71270.0,59391710.0
2002-06-25,12300,12750,11400,11700,147845,69488.0,59391710.0
2002-06-26,11000,11300,9950,9950,114530,59095.0,59391710.0
2002-06-27,10200,10650,9900,10350,80190,61470.0,59391710.0
2002-06-28,10150,11550,10150,10600,138492,62955.0,59391710.0
2002-07-02,10250,11200,10200,10600,94087,62955.0,59391710.0
2002-07-03,10650,12150,10600,12150,365351,72161.0,59391710.0
2002-07-04,12800,13000,11550,11950,254339,70973.0,59391710.0
2002-07-05,12000,12250,11800,12000,126758,71270.0,59391710.0
2002-07-08,12250,13800,12100,13800,415866,81961.0,59391710.0
2002-07-09,14600,15450,13500,14000,449381,83148.0,59391710.0
2002-07-10,14000,16100,13500,14000,804887,83148.0,59391710.0
2002-07-11,14000,14500,12450,12700,203138,75427.0,59391710.0
2002-07-12,12800,13400,12150,12400,131702,73646.0,59391710.0
2002-07-15,12100,13350,12100,12400,169005,73646.0,59391710.0
2002-07-16,12200,12800,11200,11650,118133,69191.0,59391710.0
2002-07-18,12300,12550,11750,12000,102979,71270.0,59391710.0
2002-07-19,11800,12100,11300,11500,84298,68300.0,59391710.0
2002-07-22,11200,12150,10550,10900,140554,64737.0,59391710.0
2002-07-23,11000,11400,10600,11300,68864,67113.0,59391710.0
2002-07-24,10900,11200,10600,10600,67739,62955.0,59391710.0
2002-07-25,11100,12150,10900,12150,135952,72161.0,59391710.0
2002-07-26,13950,13950,12050,12200,698278,72458.0,59391710.0
2002-07-29,12500,12500,11100,11600,211850,68894.0,59391710.0
2002-07-30,11700,12000,10800,10900,167358,64737.0,59391710.0
2002-07-31,11100,11350,10900,10900,94940,64737.0,59391710.0
2002-08-01,11100,12400,11100,11500,287379,68300.0,59391710.0
2002-08-02,11200,11350,10900,11100,93624,65925.0,59391710.0
2002-08-05,11200,11400,10800,11200,81724,66519.0,59391710.0
2002-08-06,11400,12600,11000,11100,406594,65925.0,59391710.0
2002-08-07,11600,11600,11100,11200,127854,66519.0,59391710.0
2002-08-08,11350,12700,11250,12300,429071,73052.0,59391710.0
2002-08-09,12200,12250,11500,11600,169124,68894.0,59391710.0
2002-08-12,11900,12000,11300,11350,113484,67410.0,59391710.0
2002-08-13,11350,11600,11300,11500,90763,68300.0,59391710.0
2002-08-14,11350,12700,11350,12500,425703,74240.0,59391710.0
2002-08-16,12500,12500,11350,11400,189971,67707.0,59391710.0
2002-08-19,11600,11800,11400,11500,84518,68300.0,59391710.0
2002-08-20,11500,12300,11400,12000,149079,71270.0,59391710.0
2002-08-21,12200,12750,11550,11750,308746,69785.0,59391710.0
2002-08-22,12300,12300,11650,11850,98913,70379.0,59391710.0
2002-08-23,11900,12000,11450,11450,98951,68004.0,59391710.0
2002-08-26,11500,11650,11350,11400,52513,67707.0,59391710.0
2002-08-27,11400,11550,11200,11300,63131,67113.0,59391710.0
2002-08-28,11150,11500,11150,11150,44621,66222.0,59391710.0
2002-08-29,11150,11500,11100,11200,52748,66519.0,59391710.0
2002-08-30,11100,11300,10700,11000,77276,65331.0,59391710.0
2002-09-02,11000,11200,10700,10900,49016,64737.0,59391710.0
2002-09-03,10900,11200,10750,10800,44424,64143.0,59391710.0
2002-09-04,10700,10700,10400,10450,68690,62064.0,59391710.0
2002-09-05,10600,10750,10350,10350,43609,61470.0,59391710.0
2002-09-06,10250,10500,10150,10200,44130,60580.0,59391710.0
2002-09-09,10000,11700,10000,11700,402471,69488.0,59391710.0
2002-09-10,12900,12900,10800,11200,571740,66519.0,59391710.0
2002-09-11,11000,11200,10400,10600,172913,62955.0,59391710.0
2002-09-12,10750,10900,10450,10450,116077,62064.0,59391710.0
2002-09-13,10600,11500,10600,10750,451864,63846.0,59391710.0
2002-09-16,10600,10800,10450,10550,93020,62658.0,59391710.0
2002-09-17,10600,10700,10400,10500,78049,62361.0,59391710.0
2002-09-18,10500,10500,10250,10250,65255,60877.0,59391710.0
2002-09-19,10000,10500,10000,10150,45251,60283.0,59391710.0
2002-09-23,10050,10600,10000,10150,73457,60283.0,59391710.0
2002-09-24,10150,10350,9800,9850,55342,58501.0,59391710.0
2002-09-25,9550,10000,8400,8750,80235,51968.0,59391710.0
2002-09-26,8850,9350,8400,8400,49876,49889.0,59391710.0
2002-09-27,8450,8650,7500,7700,56054,45732.0,59391710.0
2002-09-30,7300,7700,6650,6700,56843,39792.0,59391710.0
2002-10-01,6150,7250,6150,6550,55718,38902.0,59391710.0
2002-10-02,6850,7100,6500,6600,38656,39199.0,59391710.0
2002-10-04,6400,7050,6400,6900,55326,40980.0,59391710.0
2002-10-07,7050,7900,6900,7900,180913,46919.0,59391710.0
2002-10-08,8400,8400,7600,7700,230504,45732.0,59391710.0
2002-10-09,7650,8250,7500,8100,106831,48107.0,59391710.0
2002-10-10,7850,8100,6950,6950,76576,41277.0,59391710.0
2002-10-11,7100,7400,6750,7000,78961,41574.0,59391710.0
2002-10-14,7250,7550,7050,7400,68466,43950.0,59391710.0
2002-10-15,7350,7800,7300,7450,61920,44247.0,59391710.0
2002-10-16,7650,7750,7250,7300,49623,43356.0,59391710.0
2002-10-17,7200,7650,7150,7400,51513,43950.0,59391710.0
2002-10-18,7550,7800,7500,7650,58463,45435.0,59391710.0
2002-10-21,8000,8000,7400,7500,53447,44544.0,59391710.0
2002-10-22,7650,7650,7050,7050,41550,41871.0,59391710.0
2002-10-23,6950,7300,6950,7200,34662,42762.0,59391710.0
2002-10-24,7200,7400,7100,7250,24169,43059.0,59391710.0
2002-10-25,7100,7350,7000,7050,29410,41871.0,59391710.0
2002-10-28,7050,7500,7050,7450,48977,44247.0,59391710.0
2002-10-29,7350,7450,7150,7250,25180,43059.0,59391710.0
2002-10-30,7300,7350,7000,7250,32035,43059.0,59391710.0
2002-10-31,7200,7300,7100,7150,15761,42465.0,59391710.0
2002-11-01,7100,7200,7050,7150,13955,42465.0,59391710.0
2002-11-04,7100,7300,7100,7300,31668,43356.0,59391710.0
2002-11-05,7400,7950,7350,7600,100609,45138.0,59391710.0
2002-11-06,7700,7700,7300,7350,32997,43653.0,59391710.0
2002-11-07,7450,7450,7150,7300,30447,43356.0,59391710.0
2002-11-08,7300,7450,7000,7050,49657,41871.0,59391710.0
2002-11-11,7200,8100,7150,7400,368691,43950.0,59391710.0
2002-11-12,7400,7600,7050,7050,85742,41871.0,59391710.0
2002-11-13,7200,7250,6950,6950,67782,41277.0,59391710.0
2002-11-14,6900,7000,6700,6900,54720,40980.0,59391710.0
2002-11-15,6950,7050,6850,6850,32093,40683.0,59391710.0
2002-11-18,6750,6950,6700,6750,32720,40089.0,59391710.0
2002-11-19,6650,7500,6650,6900,99133,40980.0,59391710.0
2002-11-20,7000,7250,6850,6950,37100,41277.0,59391710.0
2002-11-21,7000,7050,6750,6800,28980,40386.0,59391710.0
2002-11-22,6850,6950,6750,6750,33588,40089.0,59391710.0
2002-11-25,6650,7600,6650,7500,178488,44544.0,59391710.0
2002-11-26,7800,8300,7300,8200,128978,48701.0,59391710.0
2002-11-27,8400,9400,8350,9400,113451,55828.0,59391710.0
2002-11-28,10800,10800,10800,10800,60343,64143.0,59391710.0
2002-11-29,12400,12400,12400,12400,21224,73646.0,59391710.0
2002-12-02,14250,14250,10550,10550,2662480,62658.0,59391710.0
2002-12-03,10650,10650,9000,9400,3507115,55828.0,59391710.0
2002-12-04,9600,9700,8900,9150,1850112,54343.0,59391710.0
2002-12-05,9200,9400,8850,8900,1096845,52859.0,59391710.0
2002-12-06,8750,8900,8400,8400,780003,49889.0,59391710.0
2002-12-09,8500,8950,8450,8650,957550,51374.0,59391710.0
2002-12-10,8500,9750,8500,9000,2227936,53453.0,59391710.0
2002-12-11,9300,9650,8950,9000,1912454,53453.0,59391710.0
2002-12-12,9350,9450,8350,8500,1361759,50483.0,59391710.0
2002-12-13,8500,8850,8400,8550,470932,50780.0,59391710.0
2002-12-16,8450,8600,8050,8050,388011,47810.0,59391710.0
2002-12-17,8150,8400,7800,8300,846567,49295.0,59391710.0
2002-12-18,8250,9200,8200,8450,1562960,50186.0,59391710.0
2002-12-20,8500,8850,8100,8100,595227,48107.0,59391710.0
2002-12-23,8100,8200,6950,7400,653494,43950.0,59391710.0
2002-12-24,7200,7350,6600,6800,471328,40386.0,59391710.0
2002-12-26,6650,6800,6150,6150,364656,36526.0,59391710.0
2002-12-27,5850,6450,5700,5950,549024,35338.0,59391710.0
2002-12-30,5800,5950,5150,5450,583533,32368.0,59391710.0
2003-01-02,5650,6250,5500,6250,450926,37120.0,59391710.0
2003-01-03,6500,6950,6350,6550,611589,38902.0,59391710.0
2003-01-06,6700,6800,6450,6650,388722,39495.0,59391710.0
2003-01-07,6750,6850,6100,6150,316215,36526.0,59391710.0
2003-01-08,6100,6350,5900,6100,257711,36229.0,59391710.0
2003-01-09,6000,6200,5750,5750,232373,34150.0,59391710.0
2003-01-10,5900,6150,5300,5850,614275,34744.0,59391710.0
2003-01-13,5750,6050,5750,5900,285555,35041.0,59391710.0
2003-01-14,5900,6750,5900,6450,1128765,38308.0,59391710.0
2003-01-15,6300,7400,6150,6600,1669590,39199.0,59391710.0
2003-01-16,6650,6800,6300,6350,313108,37714.0,59391710.0
2003-01-17,6400,6550,5950,5950,242805,35338.0,59391710.0
2003-01-20,5900,6300,5850,6100,333956,36229.0,59391710.0
2003-01-21,6150,6300,5900,5900,333093,35041.0,59391710.0
2003-01-22,5750,6000,5600,5700,147327,33853.0,59391710.0
2003-01-23,5650,5800,5600,5650,164540,33556.0,59391710.0
2003-01-24,5650,5800,5300,5350,170152,31775.0,59391710.0
2003-01-27,5150,5200,5000,5100,128256,30290.0,59391710.0
2003-01-28,4950,5600,4950,5300,373422,31478.0,59391710.0
2003-01-29,5300,5600,5050,5100,209625,30290.0,59391710.0
2003-01-30,5200,5350,5150,5300,95866,31478.0,59391710.0
2003-02-03,5400,5500,5300,5450,101901,32368.0,59391710.0
2003-02-04,5500,5650,5450,5500,125564,32665.0,59391710.0
2003-02-05,5450,6250,5400,6000,594945,35635.0,59391710.0
2003-02-06,6100,6100,5550,5700,214866,33853.0,59391710.0
2003-02-07,5750,6150,5700,5900,508788,35041.0,59391710.0
2003-02-10,5900,6450,5800,5850,754918,34744.0,59391710.0
2003-02-11,5950,6100,5500,5650,321053,33556.0,59391710.0
2003-02-12,5600,5850,5500,5700,257620,33853.0,59391710.0
2003-02-13,5700,5750,5500,5550,212768,32962.0,59391710.0
2003-02-14,5500,5750,5500,5650,195661,33556.0,59391710.0
2003-02-17,5700,5850,5650,5750,261113,34150.0,59391710.0
2003-02-18,5850,5900,5650,5700,233298,33853.0,59391710.0
2003-02-19,5750,6050,5750,5800,301481,34447.0,59391710.0
2003-02-20,5900,5900,5650,5650,232072,33556.0,59391710.0
2003-02-21,5650,6050,5550,5650,409962,33556.0,59391710.0
2003-02-24,5700,5800,5650,5650,191286,33556.0,59391710.0
2003-02-25,5700,6450,5700,6450,2183795,38308.0,59391710.0
2003-02-26,6700,6800,6150,6200,1048055,36823.0,59391710.0
2003-02-27,6400,6400,5550,5600,579339,33259.0,59391710.0
2003-02-28,5700,5950,5600,5850,419688,34744.0,59391710.0
2003-03-03,5900,6150,5800,5850,546079,34744.0,59391710.0
2003-03-04,5850,5950,5550,5650,354058,33556.0,59391710.0
2003-03-05,5700,6150,5700,5850,1169585,34744.0,59391710.0
2003-03-06,5900,6500,5900,6350,1688781,37714.0,59391710.0
2003-03-07,6500,6700,5850,6000,1391409,35635.0,59391710.0
2003-03-10,6200,6900,6150,6900,2275437,40980.0,59391710.0
2003-03-11,6900,7300,5900,5900,2203202,35041.0,59391710.0
2003-03-12,6000,6100,5600,5850,998119,34744.0,59391710.0
2003-03-13,5900,6100,5800,6100,1027492,36229.0,59391710.0
2003-03-14,6300,6600,6200,6300,1358042,37417.0,59391710.0
2003-03-17,6600,7200,6450,7200,2778722,42762.0,59391710.0
2003-03-18,6900,7950,6650,7300,5008589,43356.0,59391710.0
2003-03-19,7400,8250,7200,7800,4492714,46326.0,59391710.0
2003-03-20,7800,8100,6650,6650,3668709,39495.0,59391710.0
2003-03-21,6750,7050,6350,6550,1737188,38902.0,59391710.0
2003-03-24,6800,7450,6700,7250,2691398,43059.0,59391710.0
2003-03-25,7600,7950,6800,6900,4932212,40980.0,59391710.0
2003-03-26,6900,7150,6550,6800,1918567,40386.0,59391710.0
2003-03-27,7000,7300,6800,7000,2017303,41574.0,59391710.0
2003-03-28,7050,7100,6700,6750,782746,40089.0,59391710.0
2003-03-31,6750,6900,5800,6000,932225,35635.0,59391710.0
2003-04-01,5900,6150,5900,6050,706650,35932.0,59391710.0
2003-04-02,6050,6200,5850,5900,634436,35041.0,59391710.0
2003-04-03,5950,6300,5900,6150,1155910,36526.0,59391710.0
2003-04-04,6200,6200,5800,5850,589801,34744.0,59391710.0
2003-04-07,5850,5950,5750,5900,4288528,35041.0,59391710.0
2003-04-08,5900,6150,5900,5900,5766934,35041.0,59391710.0
2003-04-09,5950,6000,5650,5650,4381289,33556.0,59391710.0
2003-04-10,5600,5700,5350,5450,3496870,32368.0,59391710.0
2003-04-11,5350,5900,5350,5700,6818393,33853.0,59391710.0
2003-04-14,5750,5800,5600,5600,3369460,33259.0,59391710.0
2003-04-15,5700,5800,5650,5750,3152330,34150.0,59391710.0
2003-04-16,5850,5900,5750,5800,3316049,34447.0,59391710.0
2003-04-17,5800,6400,5700,5950,9139920,35338.0,59391710.0
2003-04-18,6050,6400,5850,6150,8190805,36526.0,59391710.0
2003-04-21,6250,6300,6000,6150,3688200,36526.0,59391710.0
2003-04-22,6100,6250,6050,6050,5142890,35932.0,59391710.0
2003-04-23,6100,6250,5800,5850,4450340,34744.0,59391710.0
2003-04-24,5800,5950,5600,5600,2780421,33259.0,59391710.0
2003-04-25,5550,6350,5550,5850,24364131,34744.0,59391710.0
2003-04-28,5850,5850,5400,5500,6228490,32665.0,59391710.0
2003-04-29,5500,5650,5450,5600,3761891,33259.0,59391710.0
2003-04-30,5550,5650,5450,5500,2648470,32665.0,59391710.0
2003-05-02,5550,5650,5500,5600,2998280,33259.0,59391710.0
2003-05-06,5650,5850,5600,5600,4791080,33259.0,59391710.0
2003-05-07,5650,5700,5550,5550,2447289,32962.0,59391710.0
2003-05-09,5600,5700,5550,5550,2213680,32962.0,59391710.0
2003-05-12,5650,6050,5550,5650,15674357,33556.0,59391710.0
2003-05-13,5750,5800,5550,5550,3948709,32962.0,59391710.0
2003-05-14,5600,5700,5550,5600,1983060,33259.0,59391710.0
2003-05-15,5650,5750,5550,5600,2125750,33259.0,59391710.0
2003-05-16,5500,5600,5400,5400,2581160,32072.0,59391710.0
2003-05-19,5350,5450,5100,5100,2262390,30290.0,59391710.0
2003-05-20,5200,5300,5150,5150,1839230,30587.0,59391710.0
2003-05-21,5150,5200,5100,5100,1268520,30290.0,59391710.0
2003-05-22,5100,5250,5100,5150,1739350,30587.0,59391710.0
2003-05-23,5200,5200,5000,5100,1668980,30290.0,59391710.0
2003-05-26,5000,5200,5000,5150,1468930,30914.0,60026406.0
2003-05-27,5150,5200,5050,5150,1222330,30914.0,60026406.0
2003-05-28,5150,5300,5150,5250,2214840,31514.0,60026406.0
2003-05-29,5350,5400,5150,5150,1326110,30914.0,60026406.0
2003-05-30,5150,5250,5100,5150,1311339,30914.0,60026406.0
2003-06-02,5100,5500,5100,5400,3563801,32414.0,60026406.0
2003-06-03,5350,6200,5300,6200,8554484,37216.0,60026406.0
2003-06-04,7100,7100,5650,5650,19183341,33915.0,60026406.0
2003-06-05,5650,5750,5350,5450,3840277,32714.0,60026406.0
2003-06-09,5450,5550,5400,5400,2454865,32414.0,60026406.0
2003-06-10,5400,5600,5350,5550,3091510,33315.0,60026406.0
2003-06-11,5500,6350,5500,6350,16749246,38117.0,60026406.0
2003-06-12,6250,6300,5850,5900,6924621,35416.0,60026406.0
2003-06-13,6050,6300,5850,6000,6819270,36016.0,60026406.0
2003-06-16,6050,6200,5950,5950,4156031,35716.0,60026406.0
2003-06-17,6000,6150,5900,5900,4093230,35416.0,60026406.0
2003-06-18,5900,5900,5750,5750,2411140,34515.0,60026406.0
2003-06-19,5750,6000,5750,5800,2544420,34815.0,60026406.0
2003-06-20,5850,5900,5650,5800,2153880,34815.0,60026406.0
2003-06-23,5850,6250,5850,5900,4687680,35416.0,60026406.0
2003-06-24,5900,6000,5800,5800,2171870,34815.0,60026406.0
2003-06-25,5850,5900,5700,5800,2186450,34815.0,60026406.0
2003-06-26,5800,6100,5750,6000,3316610,36016.0,60026406.0
2003-06-27,6100,6100,5750,5800,2154810,34815.0,60026406.0
2003-06-30,5900,5900,5650,5650,2199390,33915.0,60026406.0
2003-07-01,5650,5750,5550,5600,1684406,33615.0,60026406.0
2003-07-02,5700,6000,5600,5850,3024056,35115.0,60026406.0
2003-07-03,5800,5900,5650,5650,2210400,33915.0,60026406.0
2003-07-04,5650,5750,5600,5650,957660,33915.0,60026406.0
2003-07-07,5650,5750,5650,5650,1003837,33915.0,60026406.0
2003-07-08,5700,5850,5700,5800,1710373,34815.0,60026406.0
2003-07-09,5800,5850,5700,5750,1088121,34515.0,60026406.0
2003-07-10,5750,5950,5750,5900,2136400,35416.0,60026406.0
2003-07-11,6100,6500,5950,6000,7304580,36016.0,60026406.0
2003-07-14,6150,6150,5850,6000,2305811,36016.0,60026406.0
2003-07-15,6100,6100,5850,6050,2242708,36316.0,60026406.0
2003-07-16,6050,6400,6000,6050,5272536,36316.0,60026406.0
2003-07-18,6100,6250,5850,5850,3008051,35115.0,60026406.0
2003-07-21,5800,5950,5750,5950,1720961,35716.0,60026406.0
2003-07-22,5900,6100,5800,5900,1726350,35416.0,60026406.0
2003-07-23,6050,6450,6000,6300,6402485,37817.0,60026406.0
2003-07-24,6600,6700,6250,6350,4023140,38117.0,60026406.0
2003-07-25,6400,6800,6200,6800,3558894,40818.0,60026406.0
2003-07-28,6850,6900,6550,6700,3804661,40218.0,60026406.0
2003-07-29,6800,6850,5900,6150,6185360,36916.0,60026406.0
2003-07-30,6050,6350,6000,6000,3445540,36016.0,60026406.0
2003-07-31,6050,6150,5800,5900,1482520,35416.0,60026406.0
2003-08-01,5900,6100,5900,6100,1847460,36616.0,60026406.0
2003-08-04,6050,6050,5850,5950,1441740,35716.0,60026406.0
2003-08-05,5950,6000,5800,5800,1534880,34815.0,60026406.0
2003-08-06,5750,5800,5650,5700,1226050,34215.0,60026406.0
2003-08-07,5650,5800,5650,5750,1009390,34515.0,60026406.0
2003-08-08,5750,5800,5700,5750,657780,34515.0,60026406.0
2003-08-11,5700,5750,5650,5650,649320,33915.0,60026406.0
2003-08-12,5650,5750,5650,5700,481050,34215.0,60026406.0
2003-08-13,5700,5750,5600,5600,1201640,33615.0,60026406.0
2003-08-14,5650,5800,5650,5650,1199040,33915.0,60026406.0
2003-08-18,5750,5800,5650,5750,1250652,34515.0,60026406.0
2003-08-19,5700,6000,5700,5900,1649098,35416.0,60026406.0
2003-08-20,6000,6150,5850,5900,1375650,35416.0,60026406.0
2003-08-21,6000,6000,5700,5700,1223700,34215.0,60026406.0
2003-08-22,5800,5800,5600,5650,940360,33915.0,60026406.0
2003-08-25,5650,5650,5500,5500,983370,33015.0,60026406.0
2003-08-26,5400,5800,5400,5650,1725380,33915.0,60026406.0
2003-08-27,5600,5750,5450,5450,1099070,32714.0,60026406.0
2003-08-28,5500,5550,5400,5450,1210670,32714.0,60026406.0
2003-08-29,5450,5600,5450,5500,567700,33015.0,60026406.0
2003-09-01,5500,5700,5500,5650,739120,33915.0,60026406.0
2003-09-02,5700,5700,5550,5600,890680,33615.0,60026406.0
2003-09-03,5650,5850,5600,5700,1880740,34215.0,60026406.0
2003-09-04,5650,5750,5650,5700,646380,34215.0,60026406.0
2003-09-05,5700,5850,5700,5850,1482650,35115.0,60026406.0
2003-09-08,5850,6100,5850,5900,3096730,35416.0,60026406.0
2003-09-09,5900,5900,5650,5700,1235630,34215.0,60026406.0
2003-09-15,5650,5700,5550,5600,951290,33615.0,60026406.0
2003-09-16,5600,5850,5600,5700,2599230,34215.0,60026406.0
2003-09-17,5750,5750,5650,5650,1635880,33915.0,60026406.0
2003-09-18,5650,5700,5500,5500,1043770,33015.0,60026406.0
2003-09-19,5550,5650,5500,5550,685180,33315.0,60026406.0
2003-09-22,5550,5600,5200,5350,1516170,32114.0,60026406.0
2003-09-23,5250,5400,5200,5250,1006110,31514.0,60026406.0
2003-09-24,5250,5350,5150,5250,1218301,31514.0,60026406.0
2003-09-25,5150,5200,5050,5100,595850,30613.0,60026406.0
2003-09-26,5000,5100,4900,4900,980133,29413.0,60026406.0
2003-09-29,5050,5150,4950,5000,680567,30013.0,60026406.0
2003-09-30,4950,5200,4950,5150,949591,30914.0,60026406.0
2003-10-01,5100,5200,5000,5100,461961,30613.0,60026406.0
2003-10-02,5100,5150,5050,5050,542610,30313.0,60026406.0
2003-10-06,5050,5100,5000,5000,752110,30013.0,60026406.0
