이수화학(005950),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-07-08,25600,28500,25500,26900,369460,257387.0,9568277.0
1999-07-09,26900,27600,26000,27400,177390,262171.0,9568277.0
1999-07-12,27500,27900,25000,25500,142650,243991.0,9568277.0
1999-07-13,25500,26400,24400,24600,145380,235380.0,9568277.0
1999-07-14,24900,25200,23500,23700,125330,226768.0,9568277.0
1999-07-15,23200,23900,22900,23900,81920,228682.0,9568277.0
1999-07-16,23900,24700,23600,24000,239470,229639.0,9568277.0
1999-07-19,25050,25050,23700,24100,133020,230595.0,9568277.0
1999-07-20,24100,24600,23500,24100,115190,230595.0,9568277.0
1999-07-21,23300,24100,23100,24100,154240,230595.0,9568277.0
1999-07-22,23500,24300,23200,23600,218510,225811.0,9568277.0
1999-07-23,23600,23600,20700,21000,235240,200934.0,9568277.0
1999-07-26,19800,21000,19200,19500,128940,186581.0,9568277.0
1999-07-27,19500,20400,19000,20200,186740,193279.0,9568277.0
1999-07-28,20450,21000,20300,20300,153270,194236.0,9568277.0
1999-07-29,20200,21400,20200,20850,163190,199499.0,9568277.0
1999-07-30,21500,21800,20500,20600,145720,197107.0,9568277.0
1999-08-02,19500,21000,19500,19900,89360,190409.0,9568277.0
1999-08-03,19900,20600,19900,20300,86520,194236.0,9568277.0
1999-08-04,21500,22950,21100,22500,433740,215286.0,9568277.0
1999-08-05,21900,22200,21250,21700,133850,207632.0,9568277.0
1999-08-06,20500,21800,20500,21000,128530,200934.0,9568277.0
1999-08-09,21000,21400,20550,20900,111630,199977.0,9568277.0
1999-08-10,21100,21400,20600,20900,88140,199977.0,9568277.0
1999-08-11,20700,21000,19700,20000,89390,191366.0,9568277.0
1999-08-12,19700,20200,19550,19600,168070,187538.0,9568277.0
1999-08-13,19500,19900,19000,19300,93880,184668.0,9568277.0
1999-08-16,19000,19500,18200,19500,70580,186581.0,9568277.0
1999-08-17,19500,19900,18150,18500,60690,177013.0,9568277.0
1999-08-18,18000,18500,16500,18000,76870,172229.0,9568277.0
1999-08-19,16800,18200,16500,17800,107270,170315.0,9568277.0
1999-08-20,18000,18200,17000,17950,103190,171751.0,9568277.0
1999-08-23,18250,18450,17800,18200,135470,174143.0,9568277.0
1999-08-24,18550,18900,18400,18600,138280,177970.0,9568277.0
1999-08-25,18800,19200,18800,18950,114350,181319.0,9568277.0
1999-08-26,19500,19500,18400,18400,113620,176056.0,9568277.0
1999-08-27,18550,18600,17600,18000,104110,172229.0,9568277.0
1999-08-30,17600,18900,17600,18100,142510,173186.0,9568277.0
1999-08-31,18800,18900,17500,17600,140080,168402.0,9568277.0
1999-09-01,17800,18200,17000,17000,106030,162661.0,9568277.0
1999-09-02,16500,17000,16200,17000,80100,162661.0,9568277.0
1999-09-03,16200,16850,16200,16600,59590,158833.0,9568277.0
1999-09-06,16300,17400,16000,16700,244830,159790.0,9568277.0
1999-09-07,17100,18500,16800,17900,274600,171272.0,9568277.0
1999-09-08,17850,17900,17000,17000,101650,162661.0,9568277.0
1999-09-09,17300,17600,17000,17450,102480,166966.0,9568277.0
1999-09-10,17850,18850,17500,18300,252050,175099.0,9568277.0
1999-09-13,18600,18900,18100,18600,144520,177970.0,9568277.0
1999-09-14,18550,18550,17900,18000,80600,172229.0,9568277.0
1999-09-15,17500,17800,17400,17700,92450,169359.0,9568277.0
1999-09-16,17800,17900,17300,17400,67620,166488.0,9568277.0
1999-09-17,17400,17600,16800,17250,51930,165053.0,9568277.0
1999-09-20,17000,17800,16900,17300,95180,165531.0,9568277.0
1999-09-21,17200,17700,17150,17700,55170,169359.0,9568277.0
1999-09-22,17500,17650,16900,17000,59750,162661.0,9568277.0
1999-09-27,17000,17400,16750,16900,43960,161704.0,9568277.0
1999-09-28,16850,17100,16400,16400,36070,156920.0,9568277.0
1999-09-29,16200,16750,15300,15300,107120,146395.0,9568277.0
1999-09-30,15700,15700,15200,15500,119600,148308.0,9568277.0
1999-10-01,15050,15700,13700,15700,132620,150222.0,9568277.0
1999-10-04,15700,15700,14600,14900,26800,142567.0,9568277.0
1999-10-05,14500,15200,13050,13400,112520,128215.0,9568277.0
1999-10-06,13050,14000,12750,14000,85050,133956.0,9568277.0
1999-10-07,14700,14900,14200,14900,136190,142567.0,9568277.0
1999-10-08,15300,15300,14550,14600,113280,139697.0,9568277.0
1999-10-11,15100,15400,14700,15100,266300,144481.0,9568277.0
1999-10-12,15300,15800,15200,15800,150730,151179.0,9568277.0
1999-10-13,16050,16150,15500,16100,110180,154049.0,9568277.0
1999-10-14,16000,16700,15800,16550,159140,158355.0,9568277.0
1999-10-15,16800,16850,16000,16500,86670,157877.0,9568277.0
1999-10-18,16000,16000,15400,15600,83730,149265.0,9568277.0
1999-10-19,15600,15900,14700,15500,137370,148308.0,9568277.0
1999-10-20,16000,17700,15800,16300,145260,155963.0,9568277.0
1999-10-21,16800,16800,16100,16200,89240,155006.0,9568277.0
1999-10-22,16800,16800,15900,15900,52630,152136.0,9568277.0
1999-10-25,15500,15900,15000,15300,46000,146395.0,9568277.0
1999-10-26,15000,15600,14800,15100,31480,144481.0,9568277.0
1999-10-27,14600,15250,14600,14800,32360,141610.0,9568277.0
1999-10-28,14600,16300,14600,16150,57090,154528.0,9568277.0
1999-10-29,16450,16800,16000,16000,127210,153092.0,9568277.0
1999-11-01,16200,16450,15800,16200,156040,155006.0,9568277.0
1999-11-02,16200,16450,15700,16100,141220,154049.0,9568277.0
1999-11-03,17800,18000,16700,16900,521130,161704.0,9568277.0
1999-11-04,17000,17300,16450,16750,171310,160269.0,9568277.0
1999-11-05,17000,17100,16600,16750,260700,160269.0,9568277.0
1999-11-08,17000,17300,16700,16750,177670,160269.0,9568277.0
1999-11-09,16800,17200,16700,17200,181910,164574.0,9568277.0
1999-11-10,17500,18000,17100,17200,371640,164574.0,9568277.0
1999-11-11,17500,17700,16800,16900,428700,161704.0,9568277.0
1999-11-12,16900,17200,15700,16100,337360,154049.0,9568277.0
1999-11-15,15950,15950,15150,15550,216320,148787.0,9568277.0
1999-11-16,15200,17850,15200,17850,973670,170794.0,9568277.0
1999-11-17,17800,19700,17000,17000,1042930,162661.0,9568277.0
1999-11-18,17550,18000,17000,17700,237460,169359.0,9568277.0
1999-11-19,17600,17850,16300,16700,277010,159790.0,9568277.0
1999-11-22,16700,17450,16200,17400,321030,166488.0,9568277.0
1999-11-23,17500,17600,16500,17250,241290,165053.0,9568277.0
1999-11-24,17150,17400,16750,17150,270690,164096.0,9568277.0
1999-11-25,16900,17000,15700,15700,311630,150222.0,9568277.0
1999-11-26,15700,15900,14900,15850,252850,151657.0,9568277.0
1999-11-29,15900,16400,14900,15450,206950,147830.0,9568277.0
1999-11-30,14600,15350,14600,15000,261990,143524.0,9568277.0
1999-12-01,15000,15500,14300,14700,391130,140654.0,9568277.0
1999-12-02,14750,16900,14750,15800,779080,151179.0,9568277.0
1999-12-03,15500,15900,14100,14300,593210,136826.0,9568277.0
1999-12-06,14700,14700,13250,13650,549180,130607.0,9568277.0
1999-12-07,13600,13800,12200,12400,431760,118647.0,9568277.0
1999-12-08,12000,12300,11600,11700,641840,111949.0,9568277.0
1999-12-09,11500,12450,11400,12100,539320,115776.0,9568277.0
1999-12-10,12100,13300,11700,12950,622620,123909.0,9568277.0
1999-12-13,13100,13450,12750,13000,397120,124388.0,9568277.0
1999-12-14,13000,14000,12600,13300,594450,127258.0,9568277.0
1999-12-15,13300,13300,12250,12400,254080,118647.0,9568277.0
1999-12-16,12500,12850,12100,12350,230420,118168.0,9568277.0
1999-12-17,12300,12500,11850,11900,197790,113862.0,9568277.0
1999-12-20,11900,12200,11500,11550,201020,110514.0,9568277.0
1999-12-21,11600,11750,10600,10600,255880,101424.0,9568277.0
1999-12-22,10250,10400,9610,9970,269860,95396.0,9568277.0
1999-12-23,10050,10850,9800,9860,296850,94343.0,9568277.0
1999-12-24,9900,10350,9720,9800,180130,93769.0,9568277.0
1999-12-27,10000,10250,9500,9530,197500,91186.0,9568277.0
1999-12-28,9600,9790,9010,9420,209820,90133.0,9568277.0
2000-01-04,9120,10200,8800,10050,200790,96161.0,9568277.0
2000-01-05,10000,10450,9600,10000,262850,95683.0,9568277.0
2000-01-06,10250,10600,9400,9590,177630,91760.0,9568277.0
2000-01-07,9590,10400,9510,10400,169120,99510.0,9568277.0
2000-01-10,10400,11250,10050,11200,302730,107165.0,9568277.0
2000-01-11,11150,11800,10500,10500,294940,100467.0,9568277.0
2000-01-12,10750,12050,10550,12050,546880,115298.0,9568277.0
2000-01-13,13850,13850,10450,11800,1310030,112906.0,9568277.0
2000-01-14,12500,12500,11400,11600,311800,110992.0,9568277.0
2000-01-17,11600,11750,10900,11000,318460,105251.0,9568277.0
2000-01-18,10800,11900,10800,11300,384310,108122.0,9568277.0
2000-01-19,10750,11200,10000,10000,195850,95683.0,9568277.0
2000-01-20,9600,10400,9600,10200,151120,97596.0,9568277.0
2000-01-21,10200,10500,9900,10150,153180,97118.0,9568277.0
2000-01-24,10050,10550,10050,10250,114230,98075.0,9568277.0
2000-01-25,10000,10450,9850,10050,115590,96161.0,9568277.0
2000-01-26,9810,10300,9810,10200,100540,97596.0,9568277.0
2000-01-27,10200,11200,10100,10650,181640,101902.0,9568277.0
2000-01-28,10950,11100,10400,10800,127740,103337.0,9568277.0
2000-01-31,10650,11350,10350,10900,237050,104294.0,9568277.0
2000-02-01,11200,11200,10800,10850,115340,103816.0,9568277.0
2000-02-02,10900,11650,10750,11400,228350,109078.0,9568277.0
2000-02-03,11200,12250,11200,12100,252960,115776.0,9568277.0
2000-02-07,12300,12750,12100,12150,324970,116255.0,9568277.0
2000-02-08,12200,12400,11500,11500,207240,110035.0,9568277.0
2000-02-09,11650,12000,11400,11450,159980,109557.0,9568277.0
2000-02-10,11300,11300,10700,10700,116620,102381.0,9568277.0
2000-02-11,10850,10900,10000,10100,182750,96640.0,9568277.0
2000-02-14,9600,10300,9600,9800,103620,93769.0,9568277.0
2000-02-15,9800,10700,9800,10450,158580,99988.0,9568277.0
2000-02-16,10100,10800,9900,10100,95960,96640.0,9568277.0
2000-02-17,9810,10450,9810,10200,119270,97596.0,9568277.0
2000-02-18,10200,10400,9950,10000,134640,95683.0,9568277.0
2000-02-21,9950,10000,9700,10000,164820,95683.0,9568277.0
2000-02-22,10000,10150,9800,9800,55420,93769.0,9568277.0
2000-02-23,9800,11000,9800,10500,186770,100467.0,9568277.0
2000-02-24,10500,10550,9950,10050,73470,96161.0,9568277.0
2000-02-25,9900,10350,9860,10250,78000,98075.0,9568277.0
2000-02-28,10200,11100,9900,11100,250450,106208.0,9568277.0
2000-02-29,11500,11600,10300,10300,256140,98553.0,9568277.0
2000-03-02,10600,11200,10500,11050,363410,105729.0,9568277.0
2000-03-03,10700,10800,10300,10300,163040,98553.0,9568277.0
2000-03-06,10900,11800,10700,11800,276390,112906.0,9568277.0
2000-03-07,13550,13550,13550,13550,108000,129650.0,9568277.0
2000-03-08,15550,15550,14600,15550,1491490,148787.0,9568277.0
2000-03-09,15900,16300,14450,15400,2095780,147351.0,9568277.0
2000-03-10,15900,17000,14900,15150,1072530,144959.0,9568277.0
2000-03-13,15150,17400,14650,17400,1213070,166488.0,9568277.0
2000-03-14,17050,17400,14800,14800,724290,141610.0,9568277.0
2000-03-15,14300,15300,13500,13750,583910,131564.0,9568277.0
2000-03-16,14100,14800,12650,12900,539030,123431.0,9568277.0
2000-03-17,13150,13400,12250,12500,312200,119603.0,9568277.0
2000-03-20,12700,14350,12500,13800,904600,132042.0,9568277.0
2000-03-21,13750,13750,12800,12900,297480,123431.0,9568277.0
2000-03-22,13000,14200,13000,13600,735460,130129.0,9568277.0
2000-03-23,14100,14800,13700,14250,653510,136348.0,9568277.0
2000-03-24,14400,15300,13850,14400,746620,137783.0,9568277.0
2000-03-27,15000,15300,14050,14400,347380,137783.0,9568277.0
2000-03-28,14200,14550,13800,13900,220640,132999.0,9568277.0
2000-03-29,13900,13900,12150,12450,411040,119125.0,9568277.0
2000-03-30,12600,13200,12400,12500,277650,119603.0,9568277.0
2000-03-31,12500,12800,12200,12300,146100,117690.0,9568277.0
2000-04-03,12050,12800,11200,11350,171580,108600.0,9568277.0
2000-04-04,11100,11800,10800,11200,183140,107165.0,9568277.0
2000-04-06,11250,11700,11000,11350,125770,108600.0,9568277.0
2000-04-07,11400,11750,11200,11650,232960,111470.0,9568277.0
2000-04-10,11600,12300,11350,11900,302820,113862.0,9568277.0
2000-04-11,11650,11800,11150,11200,127200,107165.0,9568277.0
2000-04-12,11050,11300,10950,11200,169210,107165.0,9568277.0
2000-04-14,10950,11700,10750,11300,168330,108122.0,9568277.0
2000-04-17,10400,12150,10100,11000,424550,105251.0,9568277.0
2000-04-18,12500,12500,11400,11600,304420,110992.0,9568277.0
2000-04-19,11800,12500,11400,11400,481060,109078.0,9568277.0
2000-04-20,11400,11750,11300,11500,187320,110035.0,9568277.0
2000-04-21,11500,11600,11300,11500,161100,110035.0,9568277.0
2000-04-24,11600,11700,10900,11000,146310,105251.0,9568277.0
2000-04-25,10800,10850,10600,10800,94880,103337.0,9568277.0
2000-04-26,11000,11200,10200,10200,148760,97596.0,9568277.0
2000-04-27,9810,10250,9800,9900,134240,94726.0,9568277.0
2000-04-28,9710,10200,9710,9900,148820,94726.0,9568277.0
2000-05-02,9900,10350,9800,10300,110480,98553.0,9568277.0
2000-05-03,10500,10800,10100,10300,117350,98553.0,9568277.0
2000-05-04,10100,10350,10000,10100,136100,96640.0,9568277.0
2000-05-08,10100,10450,10100,10100,104760,96640.0,9568277.0
2000-05-09,10100,10300,9900,9990,94180,95587.0,9568277.0
2000-05-10,9910,10000,9800,9850,99140,94248.0,9568277.0
2000-05-12,9800,9800,9400,9500,142840,90899.0,9568277.0
2000-05-15,9300,9500,8500,8700,127820,83244.0,9568277.0
2000-05-16,8530,8610,8110,8150,110540,77981.0,9568277.0
2000-05-17,8200,8450,6950,7100,200000,67935.0,9568277.0
2000-05-18,6520,6980,6340,6400,184050,61237.0,9568277.0
2000-05-19,6700,6750,6280,6470,224620,61907.0,9568277.0
2000-05-22,6510,6600,5760,5820,153010,55687.0,9568277.0
2000-05-23,5800,6300,5800,6100,160030,58366.0,9568277.0
2000-05-24,6100,6600,5990,6350,166530,60759.0,9568277.0
2000-05-25,7250,7250,6550,7200,198220,68892.0,9568277.0
2000-05-26,7050,7050,6360,6400,138960,61237.0,9568277.0
2000-05-29,6040,6990,6000,6570,115130,62864.0,9568277.0
2000-05-30,6630,7080,6630,7010,142120,67074.0,9568277.0
2000-05-31,7500,7600,7200,7210,231530,68987.0,9568277.0
2000-06-01,7200,7280,6860,7020,87250,67169.0,9568277.0
2000-06-02,7400,7400,7010,7100,179790,67935.0,9568277.0
2000-06-05,7290,7650,7290,7500,283500,71762.0,9568277.0
2000-06-07,7700,8000,7600,7890,236550,75494.0,9568277.0
2000-06-08,8000,8300,7210,7270,241910,69561.0,9568277.0
2000-06-09,7400,7800,7280,7390,182330,70710.0,9568277.0
2000-06-12,7450,7810,7410,7660,191770,73293.0,9568277.0
2000-06-13,7660,8500,7360,7860,547350,75207.0,9568277.0
2000-06-14,8200,8390,7570,7750,164780,74154.0,9568277.0
2000-06-15,7600,7700,6800,6900,148600,66021.0,9568277.0
2000-06-16,6700,7290,6700,6900,63920,66021.0,9568277.0
2000-06-19,6750,7100,6750,6850,85500,65543.0,9568277.0
2000-06-20,6760,7090,6760,6920,93950,66212.0,9568277.0
2000-06-21,7000,7180,6850,7050,114400,67456.0,9568277.0
2000-06-22,7280,7380,7000,7090,112240,67839.0,9568277.0
2000-06-23,7090,7140,6910,7000,73970,66978.0,9568277.0
2000-06-26,6950,7280,6940,7200,111230,68892.0,9568277.0
2000-06-27,7380,7400,7210,7310,118710,69944.0,9568277.0
2000-06-28,7310,7430,7200,7290,122010,69753.0,9568277.0
2000-06-29,7320,7750,7200,7400,277590,70805.0,9568277.0
2000-06-30,7380,7490,7240,7350,94630,70327.0,9568277.0
2000-07-03,7500,8000,7410,7900,270170,75589.0,9568277.0
2000-07-04,7850,7900,7650,7750,139600,74154.0,9568277.0
2000-07-05,7800,7860,7400,7650,117000,73197.0,9568277.0
2000-07-06,7700,8250,7660,8050,286480,77025.0,9568277.0
2000-07-07,8210,8400,8030,8150,251690,77981.0,9568277.0
2000-07-10,8250,8490,8020,8300,235780,79417.0,9568277.0
2000-07-11,8450,8450,7920,7920,183450,75781.0,9568277.0
2000-07-12,7950,8100,7610,7700,106530,73676.0,9568277.0
2000-07-13,7700,7830,7600,7610,88690,72815.0,9568277.0
2000-07-14,7600,7890,7500,7530,130360,72049.0,9568277.0
2000-07-18,7550,7670,7220,7270,59710,69561.0,9568277.0
2000-07-19,7210,7270,6900,7020,105510,67169.0,9568277.0
2000-07-20,7000,7050,6760,6820,63750,65256.0,9568277.0
2000-07-21,7000,7080,6800,6850,142080,65543.0,9568277.0
2000-07-24,6800,6840,6430,6500,80680,62194.0,9568277.0
2000-07-25,6500,6700,6400,6510,53780,62289.0,9568277.0
2000-07-26,6600,6700,6540,6650,61770,63629.0,9568277.0
2000-07-27,6500,6620,6470,6540,41470,62577.0,9568277.0
2000-07-28,6500,6690,6430,6450,48380,61715.0,9568277.0
2000-07-31,6250,6570,6250,6570,44290,62864.0,9568277.0
2000-08-01,6600,6760,6500,6760,55490,64682.0,9568277.0
2000-08-02,6770,6850,6620,6720,50400,64299.0,9568277.0
2000-08-03,6720,6810,6610,6660,64580,63725.0,9568277.0
2000-08-04,6790,6790,6520,6550,55460,62672.0,9568277.0
2000-08-07,6800,6990,6710,6810,226470,65160.0,9568277.0
2000-08-08,6690,6810,6480,6510,101020,62289.0,9568277.0
2000-08-09,6500,6850,6450,6720,129930,64299.0,9568277.0
2000-08-10,6820,6940,6670,6730,126540,64395.0,9568277.0
2000-08-11,6730,7070,6680,6950,179670,66500.0,9568277.0
2000-08-14,7290,7990,7200,7650,335550,73197.0,9568277.0
2000-08-16,7650,7750,7350,7650,166250,73197.0,9568277.0
2000-08-17,7550,7860,7300,7550,178540,72240.0,9568277.0
2000-08-18,7700,7990,7500,7550,279480,72240.0,9568277.0
2000-08-21,7650,7680,7250,7300,115110,69848.0,9568277.0
2000-08-22,7300,7430,7150,7200,73940,68892.0,9568277.0
2000-08-23,7300,7430,7160,7250,89730,69370.0,9568277.0
2000-08-24,7340,7370,7220,7300,119040,69848.0,9568277.0
2000-08-25,7300,7470,7100,7300,92770,69848.0,9568277.0
2000-08-28,7390,7550,7300,7530,175800,72049.0,9568277.0
2000-08-29,7450,7590,7290,7470,96370,71475.0,9568277.0
2000-08-30,7400,7400,7250,7250,92620,69370.0,9568277.0
2000-08-31,7200,7240,6860,6900,78120,66021.0,9568277.0
2000-09-01,6950,7180,6900,6990,68610,66882.0,9568277.0
2000-09-04,7050,7100,6910,7020,54480,67169.0,9568277.0
2000-09-05,7200,7200,7010,7100,48180,67935.0,9568277.0
2000-09-06,7180,7270,7100,7100,82680,67935.0,9568277.0
2000-09-07,7100,7180,6900,6900,109880,66021.0,9568277.0
2000-09-08,7000,7000,6820,6900,64410,66021.0,9568277.0
2000-09-14,6730,6800,6600,6610,61580,63246.0,9568277.0
2000-09-15,6660,6750,6500,6600,77970,63151.0,9568277.0
2000-09-18,6480,6490,5700,5880,71120,56261.0,9568277.0
