삼양식품(003230),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-04-08,3100,3110,3045,3050,4450,4398.0,1442000.0
1999-04-09,3150,3150,3150,3150,4260,4542.0,1442000.0
1999-04-12,3300,3300,3200,3300,6460,4759.0,1442000.0
1999-04-13,3300,3300,3300,3300,8640,4759.0,1442000.0
1999-04-14,3330,3505,3200,3505,10930,5054.0,1442000.0
1999-04-15,3690,3690,3500,3500,17110,5047.0,1442000.0
1999-04-16,3500,3500,3120,3300,4470,4759.0,1442000.0
1999-04-19,3300,3300,3290,3300,1520,4759.0,1442000.0
1999-04-20,3300,3300,3010,3295,730,4751.0,1442000.0
1999-04-21,3120,3300,3120,3300,9680,4759.0,1442000.0
1999-04-22,3170,3390,3170,3310,11040,4773.0,1442000.0
1999-04-23,3300,3390,3250,3390,3890,4888.0,1442000.0
1999-04-26,3450,3700,3450,3700,25560,5335.0,1442000.0
1999-04-27,3700,4080,3700,4080,18480,5883.0,1442000.0
1999-04-28,4200,4690,4200,4690,31440,6763.0,1442000.0
1999-04-29,4680,4800,4680,4720,30270,6806.0,1442000.0
1999-04-30,4730,4730,4320,4320,6890,6229.0,1442000.0
1999-05-03,4325,4965,4325,4965,41250,7160.0,1442000.0
1999-05-04,5700,5700,5300,5300,37890,7643.0,1442000.0
1999-05-06,5350,5750,5350,5750,57540,8292.0,1442000.0
1999-05-07,5750,6000,5290,5860,25750,8450.0,1442000.0
1999-05-10,4990,6000,4990,5900,30240,8508.0,1442000.0
1999-05-11,6000,6100,5510,5510,17730,7945.0,1442000.0
1999-05-12,5400,5400,4690,5000,15160,7210.0,1442000.0
1999-05-13,5000,5450,5000,5100,12680,7354.0,1442000.0
1999-05-14,5400,5400,4500,4500,10480,6489.0,1442000.0
1999-05-17,4500,4800,4500,4700,16770,6777.0,1442000.0
1999-05-18,4600,5100,4600,5000,19030,7210.0,1442000.0
1999-05-19,5000,5150,5000,5150,13180,7426.0,1442000.0
1999-05-20,5100,5100,4720,4730,8190,6821.0,1442000.0
1999-05-21,4800,5000,4750,5000,8810,7210.0,1442000.0
1999-05-24,5150,5150,4990,5000,4690,7210.0,1442000.0
1999-05-25,5000,5100,5000,5100,6600,7354.0,1442000.0
1999-05-26,5000,5700,5000,5490,10290,7917.0,1442000.0
1999-05-27,5000,5550,5000,5400,6950,7787.0,1442000.0
1999-05-28,5300,5310,5210,5220,4640,7527.0,1442000.0
1999-05-31,5300,5360,5300,5360,15000,7729.0,1442000.0
1999-06-01,5500,5760,5500,5700,68200,8219.0,1442000.0
1999-06-02,6000,6000,5500,5600,23530,8075.0,1442000.0
1999-06-03,5690,5790,5550,5600,20110,8075.0,1442000.0
1999-06-04,5650,5650,5500,5610,20860,8090.0,1442000.0
1999-06-07,5720,6100,5720,5810,15360,8378.0,1442000.0
1999-06-08,6000,6150,6000,6150,32990,8868.0,1442000.0
1999-06-09,7010,7070,7010,7070,15780,10195.0,1442000.0
1999-06-10,8130,8130,8130,8130,10040,11723.0,1442000.0
1999-06-11,9340,9340,9250,9340,77740,13468.0,1442000.0
1999-06-14,10700,10700,10700,10700,39760,15429.0,1442000.0
1999-06-15,12000,12000,9200,11000,71690,15862.0,1442000.0
1999-06-16,11000,11000,9900,10800,37860,15574.0,1442000.0
1999-06-17,10950,11000,10500,10500,24380,15141.0,1442000.0
1999-06-18,10100,10100,9060,9320,44030,13439.0,1442000.0
1999-06-21,10000,10700,9500,10700,36530,15429.0,1442000.0
1999-06-22,12300,12300,11000,11900,49810,17160.0,1442000.0
1999-06-23,11500,12500,11000,12000,52380,17304.0,1442000.0
1999-06-24,12200,13800,12200,13800,38150,19900.0,1442000.0
1999-06-25,13500,15700,13500,14450,38930,20837.0,1442000.0
1999-06-28,14600,15200,13500,13600,32700,19611.0,1442000.0
1999-06-29,14000,14000,12000,13700,12480,19755.0,1442000.0
1999-06-30,13700,13700,13000,13000,13360,18746.0,1442000.0
1999-07-01,12900,13500,12200,13500,23630,19467.0,1442000.0
1999-07-02,13600,13600,12500,13500,16590,19467.0,1442000.0
1999-07-05,13000,14500,13000,13900,16230,20044.0,1442000.0
1999-07-06,14800,14800,14100,14100,16630,20332.0,1442000.0
1999-07-07,14500,14500,13900,13900,8730,20044.0,1442000.0
1999-07-08,13900,13900,13000,13000,12020,18746.0,1442000.0
1999-07-09,14600,14600,13300,14000,10140,20188.0,1442000.0
1999-07-12,14500,14500,13900,14400,21420,20765.0,1442000.0
1999-07-13,14400,15100,14000,15000,25450,21630.0,1442000.0
1999-07-14,15500,16300,15500,16300,23380,23505.0,1442000.0
1999-07-15,16500,16500,16000,16000,28520,23072.0,1442000.0
1999-07-16,13600,16000,13600,15800,11330,22784.0,1442000.0
1999-07-19,15000,16000,15000,15800,5370,22784.0,1442000.0
1999-07-20,15500,16100,15500,16000,10580,23072.0,1442000.0
1999-07-21,15900,15900,14950,15000,6190,21630.0,1442000.0
1999-07-22,16500,16500,14600,14750,4590,21270.0,1442000.0
1999-07-23,14750,14800,12550,14000,9460,20188.0,1442000.0
1999-07-26,12500,12950,12300,12500,6590,18025.0,1442000.0
1999-07-27,13500,13950,13500,13950,2900,20116.0,1442000.0
1999-07-28,13100,15500,13000,15200,22000,21918.0,1442000.0
1999-07-29,15000,15000,13350,15000,5450,21630.0,1442000.0
1999-07-30,15000,15000,13700,14300,3320,20621.0,1442000.0
1999-08-02,14200,14200,13500,13600,3360,19611.0,1442000.0
1999-08-03,14300,14300,13500,14000,8290,20188.0,1442000.0
1999-08-04,14500,14800,14000,14500,9040,20909.0,1442000.0
1999-08-05,14500,14500,13500,13500,7070,19467.0,1442000.0
1999-08-06,13500,13800,13500,13800,6820,19900.0,1442000.0
1999-08-09,14400,14400,14000,14000,5350,20188.0,1442000.0
1999-08-10,13500,14000,13500,14000,3140,20188.0,1442000.0
1999-08-11,14000,14000,13300,13350,8260,19251.0,1442000.0
1999-08-12,13300,14000,13300,13600,4280,19611.0,1442000.0
1999-08-13,13350,13500,12800,13200,6990,19034.0,1442000.0
1999-08-16,13400,13400,13000,13000,6830,18746.0,1442000.0
1999-08-17,12100,12100,11300,11500,14070,16583.0,1442000.0
1999-08-18,11500,12700,11500,12600,9840,18169.0,1442000.0
1999-08-19,12900,12900,12300,12500,2680,18025.0,1442000.0
1999-08-20,12500,12500,12000,12300,3710,17737.0,1442000.0
1999-08-23,11650,12150,11650,12000,6130,17304.0,1442000.0
1999-08-24,11650,12900,11650,12000,4400,17304.0,1442000.0
1999-08-25,12000,12200,11900,12000,4150,17304.0,1442000.0
1999-08-26,11500,11500,11000,11100,6000,16006.0,1442000.0
1999-08-27,11500,11500,10100,10500,4990,15141.0,1442000.0
1999-08-30,10400,10400,8950,9400,15570,13555.0,1442000.0
1999-08-31,9700,10800,9700,10800,11120,15574.0,1442000.0
1999-09-01,11000,12050,10500,11900,18150,17160.0,1442000.0
1999-09-02,10800,12000,10800,11700,8440,16871.0,1442000.0
1999-09-03,10550,11500,10550,10800,1740,15574.0,1442000.0
1999-09-06,10050,10500,10050,10500,1260,15141.0,1442000.0
1999-09-07,10500,10700,10500,10500,1930,15141.0,1442000.0
1999-09-08,10500,10500,10050,10200,1470,14708.0,1442000.0
1999-09-09,10950,10950,10000,10000,3310,14420.0,1442000.0
1999-09-10,10100,10100,9800,9800,2100,14132.0,1442000.0
1999-09-13,10000,10000,8900,9000,6660,12978.0,1442000.0
1999-09-14,9000,9500,9000,9000,6520,12978.0,1442000.0
1999-09-15,9000,9000,8500,8800,2450,12690.0,1442000.0
1999-09-16,9000,9000,8000,8050,9850,11608.0,1442000.0
1999-09-17,8050,8050,7350,7800,4000,11248.0,1442000.0
1999-09-20,7500,7800,7290,7800,7640,11248.0,1442000.0
1999-09-21,7790,7800,7500,7700,5960,11103.0,1442000.0
1999-09-22,7000,7450,7000,7450,4250,10743.0,1442000.0
1999-09-27,7750,7750,6340,6740,4690,9719.0,1442000.0
1999-09-28,6740,7500,6740,7200,6680,10382.0,1442000.0
1999-09-29,7900,7900,6800,7500,9570,10815.0,1442000.0
1999-09-30,7700,7700,7000,7000,8610,10094.0,1442000.0
1999-10-01,6400,7200,6400,7000,6070,10094.0,1442000.0
1999-10-04,7800,7800,7200,7490,2700,10801.0,1442000.0
1999-10-05,7490,8610,7490,8610,6430,12416.0,1442000.0
1999-10-06,9900,9900,9900,9900,5990,14276.0,1442000.0
1999-10-07,11350,11350,11350,11350,6730,16367.0,1442000.0
1999-10-08,13050,13050,12000,12500,39010,18025.0,1442000.0
1999-10-11,10650,11250,10650,10650,27430,15357.0,1442000.0
1999-10-12,10400,10400,9400,10400,26680,14997.0,1442000.0
1999-10-13,10500,11000,9500,9500,11300,13699.0,1442000.0
1999-10-14,9510,9900,9500,9900,7550,14276.0,1442000.0
1999-10-15,9500,10200,9500,9600,9540,13843.0,1442000.0
1999-10-18,9500,9500,9000,9050,6200,13050.0,1442000.0
1999-10-19,8900,8900,8200,8200,7250,11824.0,1442000.0
1999-10-20,8260,9430,8260,9430,11020,13598.0,1442000.0
1999-10-21,9500,9500,8710,8750,6010,12618.0,1442000.0
1999-10-22,8000,9200,8000,8410,4320,12127.0,1442000.0
1999-10-25,8200,9000,8200,8450,3980,12185.0,1442000.0
1999-10-26,8500,8890,8500,8890,5420,12819.0,1442000.0
1999-10-27,9000,9000,8510,8800,2690,12690.0,1442000.0
1999-10-28,8500,8500,8000,8200,9560,11824.0,1442000.0
1999-10-29,8700,8700,8600,8600,3180,12401.0,1442000.0
1999-11-01,7910,8600,7910,8420,4580,12142.0,1442000.0
1999-11-02,8250,8500,8250,8500,4350,12257.0,1442000.0
1999-11-03,8600,9300,8600,9200,5980,13266.0,1442000.0
1999-11-04,9000,9000,8500,9000,3660,12978.0,1442000.0
1999-11-05,8900,8900,8600,8600,4090,12401.0,1442000.0
1999-11-08,8500,8500,8300,8400,6180,12113.0,1442000.0
1999-11-09,8400,8400,8100,8400,9940,12113.0,1442000.0
1999-11-10,8500,8500,8200,8200,6340,11824.0,1442000.0
1999-11-11,8200,9430,8000,9430,25140,13598.0,1442000.0
1999-11-12,10400,10400,8810,8810,16530,12704.0,1442000.0
1999-11-15,8820,10000,8820,9900,27770,14276.0,1442000.0
1999-11-16,10000,10000,8520,9310,16840,13425.0,1442000.0
1999-11-17,9280,9280,8500,8600,5120,12401.0,1442000.0
1999-11-18,8990,8990,8310,8680,4620,12517.0,1442000.0
1999-11-19,8510,9000,8500,8500,7750,12257.0,1442000.0
1999-11-22,8690,8690,8200,8300,8380,11969.0,1442000.0
1999-11-23,8700,8700,8200,8500,13330,12257.0,1442000.0
1999-11-24,8400,8400,8200,8200,7860,11824.0,1442000.0
1999-11-25,8000,8100,8000,8000,11290,11536.0,1442000.0
1999-11-26,7900,7900,6800,6800,8480,9806.0,1442000.0
1999-11-29,6550,7820,6550,7820,5480,11276.0,1442000.0
1999-11-30,8300,8300,7000,8160,6950,11767.0,1442000.0
1999-12-01,7800,7800,7500,7500,3920,10815.0,1442000.0
1999-12-02,7800,8000,7200,7890,4390,11377.0,1442000.0
1999-12-03,7000,7500,7000,7300,5960,10527.0,1442000.0
1999-12-06,7850,7850,6800,7000,5500,10094.0,1442000.0
1999-12-07,7070,7300,7000,7000,3260,10094.0,1442000.0
1999-12-08,6100,7150,6100,7150,9820,10310.0,1442000.0
1999-12-09,8220,8220,8220,8220,10960,11853.0,1442000.0
1999-12-10,9450,9450,9450,9450,12480,13627.0,1442000.0
1999-12-13,10850,10850,10850,10850,6190,15646.0,1442000.0
1999-12-14,12450,12450,9270,10000,59060,14420.0,1442000.0
1999-12-15,9800,11000,8500,10700,37100,15429.0,1442000.0
1999-12-16,10700,11700,9150,9150,33550,13194.0,1442000.0
1999-12-17,9800,10500,9800,10500,16010,15141.0,1442000.0
1999-12-20,11800,11800,10900,10900,33150,15718.0,1442000.0
1999-12-21,10000,10000,9750,9900,17690,14276.0,1442000.0
1999-12-22,9500,11000,9100,11000,10400,15862.0,1442000.0
1999-12-23,10000,10500,9510,10100,10130,14564.0,1442000.0
1999-12-24,10000,10000,9310,9800,8760,14132.0,1442000.0
1999-12-27,10000,10000,9100,9100,10120,13122.0,1442000.0
1999-12-28,8100,8600,7810,8000,22550,11536.0,1442000.0
2000-01-04,7000,9200,7000,9200,5530,13266.0,1442000.0
2000-01-05,8950,8950,8100,8610,4240,12416.0,1442000.0
2000-01-06,8500,8500,7790,7790,3550,11233.0,1442000.0
2000-01-07,8950,8950,7510,8200,5810,11824.0,1442000.0
2000-01-10,8700,8700,8270,8420,1890,12142.0,1442000.0
2000-01-11,8500,8500,8000,8200,3520,11824.0,1442000.0
2000-01-12,8200,8300,8200,8300,4460,11969.0,1442000.0
2000-01-13,8500,9400,8500,8800,10470,12690.0,1442000.0
2000-01-14,9200,9200,8500,8600,4690,12401.0,1442000.0
2000-01-17,9850,9850,8260,8800,6890,12690.0,1442000.0
2000-01-18,8250,8400,8250,8400,830,12113.0,1442000.0
2000-01-19,8900,8900,7700,7700,4610,11103.0,1442000.0
2000-01-20,7500,7700,7000,7700,1910,11103.0,1442000.0
2000-01-21,7500,7700,7500,7600,2870,10959.0,1442000.0
2000-01-24,7650,8200,7600,7600,1610,10959.0,1442000.0
2000-01-25,8000,8200,7850,7850,1760,11320.0,1442000.0
2000-01-26,7120,8010,7120,8000,520,11536.0,1442000.0
2000-01-27,8000,8000,7500,7500,2710,10815.0,1442000.0
2000-01-28,7600,7790,7500,7500,2250,10815.0,1442000.0
2000-01-31,7500,7550,7500,7500,3100,10815.0,1442000.0
2000-02-01,7500,7750,7500,7510,960,10829.0,1442000.0
2000-02-02,7110,7700,7110,7600,3580,10959.0,1442000.0
2000-02-03,7900,8500,7900,8100,7330,11680.0,1442000.0
2000-02-07,8100,8600,8100,8350,3870,12041.0,1442000.0
2000-02-08,8300,8300,8050,8050,3980,11608.0,1442000.0
2000-02-09,8000,8000,7710,7730,2530,11147.0,1442000.0
2000-02-10,6700,8000,6700,7910,4150,11406.0,1442000.0
2000-02-11,7500,7800,7500,7800,2530,11248.0,1442000.0
2000-02-14,7410,7900,7410,7450,1090,10743.0,1442000.0
2000-02-15,6810,7700,6810,7600,550,10959.0,1442000.0
2000-02-16,7500,7500,6700,6700,4250,9661.0,1442000.0
2000-02-17,6500,6950,6500,6710,5490,9676.0,1442000.0
2000-02-18,6800,6800,6510,6700,4100,9661.0,1442000.0
2000-02-21,6250,6470,6000,6000,3900,8652.0,1442000.0
2000-02-22,6400,6400,6100,6100,4330,8796.0,1442000.0
2000-02-23,6600,6600,6110,6220,3450,8969.0,1442000.0
2000-02-24,6500,6500,6000,6400,3890,9229.0,1442000.0
2000-02-25,6390,6390,6110,6160,700,8883.0,1442000.0
2000-02-28,6000,6100,6000,6010,5330,8666.0,1442000.0
2000-02-29,5830,6200,5830,6200,9250,8940.0,1442000.0
2000-03-02,5600,6110,5600,5710,7250,8234.0,1442000.0
2000-03-03,5750,5950,5750,5900,2740,8508.0,1442000.0
2000-03-06,5750,6300,5750,6250,8250,9012.0,1442000.0
2000-03-07,6300,7180,6300,7180,11340,10354.0,1442000.0
2000-03-08,7500,8250,7200,7200,14660,10382.0,1442000.0
2000-03-09,7200,7300,6850,7300,5990,10527.0,1442000.0
2000-03-10,7300,7300,6300,6600,3430,9517.0,1442000.0
2000-03-13,6700,7190,6700,7000,1650,10094.0,1442000.0
2000-03-14,8050,8050,7000,7100,7090,10238.0,1442000.0
2000-03-15,7100,7100,6710,7010,4110,10108.0,1442000.0
2000-03-16,7010,7010,6830,7000,2840,10094.0,1442000.0
2000-03-17,6500,7000,6500,7000,3100,10094.0,1442000.0
2000-03-20,7000,7000,6400,6400,1850,9229.0,1442000.0
2000-03-21,6600,6600,5800,6000,3550,8652.0,1442000.0
2000-03-22,6100,6600,6100,6600,3040,9517.0,1442000.0
2000-03-23,6600,6800,6600,6700,2930,9661.0,1442000.0
2000-03-24,6310,6800,6310,6560,470,9460.0,1442000.0
2000-03-27,6560,6560,6300,6300,1060,9085.0,1442000.0
2000-03-28,6300,6900,6300,6420,3640,9258.0,1442000.0
2000-03-29,6900,6900,5980,5980,5230,8623.0,1442000.0
2000-03-30,5880,6600,5880,6250,3570,9012.0,1442000.0
2000-03-31,6450,6450,5820,6230,1930,8984.0,1442000.0
2000-04-03,5800,6190,5800,6000,4200,8652.0,1442000.0
2000-04-04,6000,6000,5700,5720,1670,8248.0,1442000.0
2000-04-06,5700,5700,5300,5300,3620,7643.0,1442000.0
2000-04-07,5500,5990,5500,5500,1050,7931.0,1442000.0
2000-04-10,6000,6000,5850,5900,1740,8508.0,1442000.0
2000-04-11,5900,5900,5300,5300,3140,7643.0,1442000.0
2000-04-12,5500,5500,5300,5300,4050,7643.0,1442000.0
2000-04-14,5540,5540,5000,5280,1360,7614.0,1442000.0
2000-04-17,5200,5200,4700,4700,7730,6777.0,1442000.0
2000-04-18,4730,5370,4730,5260,16150,7585.0,1442000.0
2000-04-19,4800,5400,4800,5250,12360,7570.0,1442000.0
2000-04-20,5200,5250,5000,5100,3540,7354.0,1442000.0
2000-04-21,5000,5400,5000,5370,430,7744.0,1442000.0
2000-04-24,5200,5200,5100,5170,1440,7455.0,1442000.0
2000-04-25,5100,5280,4900,5000,4070,7210.0,1442000.0
2000-04-26,5000,5150,4800,4800,8310,6922.0,1442000.0
2000-04-27,4990,5210,4400,5050,10330,7282.0,1442000.0
2000-04-28,4800,4970,4700,4900,10080,7066.0,1442000.0
2000-05-02,4710,4980,4710,4980,4780,7181.0,1442000.0
2000-05-03,4940,4990,4780,4900,4300,7066.0,1442000.0
2000-05-04,4790,5630,4790,5510,10130,7945.0,1442000.0
2000-05-08,5480,5480,5100,5440,9380,7844.0,1442000.0
2000-05-09,5050,5190,4900,4900,10120,7066.0,1442000.0
2000-05-10,4860,4860,4600,4800,4860,6922.0,1442000.0
2000-05-12,4970,4970,4500,4800,3880,6922.0,1442000.0
2000-05-15,4600,4600,4250,4500,6850,6489.0,1442000.0
2000-05-16,4500,4500,4000,4000,3580,5768.0,1442000.0
2000-05-17,4100,4390,3510,3510,3160,5061.0,1442000.0
2000-05-18,3620,3700,3450,3450,3530,4975.0,1442000.0
2000-05-19,3500,3500,3250,3250,5040,4686.0,1442000.0
2000-05-22,3290,3590,2770,3280,3000,4730.0,1442000.0
2000-05-23,3500,3500,3250,3440,2690,4960.0,1442000.0
2000-05-24,3200,3450,3150,3450,3580,4975.0,1442000.0
2000-05-25,3500,3700,3500,3600,7570,5191.0,1442000.0
2000-05-26,3590,3590,3310,3370,1380,4860.0,1442000.0
2000-05-29,3050,3350,3050,3350,4110,4831.0,1442000.0
2000-05-30,3330,3360,3300,3300,3370,4759.0,1442000.0
2000-05-31,3500,3500,3150,3170,13070,4571.0,1442000.0
2000-06-01,3250,3450,3200,3450,6390,4975.0,1442000.0
2000-06-02,3300,3900,3300,3880,8780,5595.0,1442000.0
2000-06-05,4200,4460,4200,4460,4160,6431.0,1442000.0
2000-06-07,4900,4900,4700,4890,4460,7051.0,1442000.0
2000-06-08,4500,5000,4160,4160,5590,5999.0,1442000.0
2000-06-09,3710,4480,3710,4100,5270,5912.0,1442000.0
2000-06-12,4700,4700,4200,4200,9370,6056.0,1442000.0
2000-06-13,4200,4200,3800,3850,2940,5552.0,1442000.0
2000-06-14,4000,4150,4000,4100,3350,5912.0,1442000.0
2000-06-15,4000,4050,3825,4050,3960,5840.0,1442000.0
2000-06-16,4000,4000,3810,3810,3280,5494.0,1442000.0
2000-06-19,3950,3950,3300,3300,2890,4759.0,1442000.0
2000-06-20,3400,3795,3400,3795,5970,5472.0,1442000.0
2000-06-21,3240,4000,3240,3500,16380,5047.0,1442000.0
2000-06-22,3950,3950,3750,3900,1600,5624.0,1442000.0
2000-06-23,3900,3950,3650,3950,5510,5696.0,1442000.0
2000-06-26,4000,4190,3750,4190,7170,6042.0,1442000.0
2000-06-27,4200,4500,4000,4500,25150,6489.0,1442000.0
2000-06-28,4500,4600,4150,4500,5730,6489.0,1442000.0
2000-06-29,4110,4400,4110,4120,1990,5941.0,1442000.0
2000-06-30,4200,4300,3510,4200,3920,6056.0,1442000.0
2000-07-03,3970,4830,3970,4310,29580,6215.0,1442000.0
2000-07-04,4480,4550,4320,4480,8710,6460.0,1442000.0
2000-07-05,4400,4400,4140,4140,5230,5970.0,1442000.0
2000-07-06,3700,4240,3700,4100,6780,5912.0,1442000.0
2000-07-07,4200,4400,4195,4195,3500,6049.0,1442000.0
2000-07-10,3900,4170,3900,4170,3100,6013.0,1442000.0
2000-07-11,4165,4165,4050,4050,5150,5840.0,1442000.0
2000-07-12,4100,4150,4000,4050,2430,5840.0,1442000.0
2000-07-13,4000,4000,3995,3995,3370,5761.0,1442000.0
2000-07-14,3940,4100,3900,4100,3360,5912.0,1442000.0
2000-07-18,4000,4000,3930,3940,1110,5681.0,1442000.0
2000-07-19,4000,4000,3820,3820,3990,5508.0,1442000.0
2000-07-20,3800,3820,3700,3820,3000,5508.0,1442000.0
2000-07-21,3730,3800,3650,3800,2310,5480.0,1442000.0
2000-07-24,3780,3780,3700,3700,510,5335.0,1442000.0
2000-07-25,3560,3670,3560,3670,830,5292.0,1442000.0
2000-07-26,3670,3800,3670,3800,2580,5480.0,1442000.0
2000-07-27,3950,3950,3700,3700,2180,5335.0,1442000.0
2000-07-28,3600,3800,3600,3800,970,5480.0,1442000.0
2000-07-31,3820,3990,3610,3980,3110,5739.0,1442000.0
2000-08-01,3730,3950,3730,3760,360,5422.0,1442000.0
2000-08-02,3800,3970,3800,3830,6470,5523.0,1442000.0
2000-08-03,3850,4380,3850,4300,11380,6201.0,1442000.0
2000-08-04,4190,4190,3870,3900,6390,5624.0,1442000.0
2000-08-07,3830,3880,3830,3830,1610,5523.0,1442000.0
2000-08-08,3950,4080,3900,3900,3340,5624.0,1442000.0
2000-08-09,4000,4000,3820,3830,6040,5523.0,1442000.0
2000-08-10,3850,3855,3850,3855,3630,5559.0,1442000.0
2000-08-11,3990,3990,3860,3870,3590,5581.0,1442000.0
2000-08-14,3990,3990,3870,3920,3490,5653.0,1442000.0
2000-08-16,3960,4505,3960,4495,26720,6482.0,1442000.0
2000-08-17,4200,4400,4200,4250,9890,6128.0,1442000.0
2000-08-18,4240,4240,4000,4100,13070,5912.0,1442000.0
2000-08-21,4480,4480,4190,4300,12920,6201.0,1442000.0
2000-08-22,4480,4480,4275,4275,3560,6165.0,1442000.0
2000-08-23,4200,4330,4200,4280,8130,6172.0,1442000.0
2000-08-24,4900,4900,4310,4400,13390,6345.0,1442000.0
2000-08-25,4510,4510,4295,4490,5010,6475.0,1442000.0
2000-08-28,4300,4500,4300,4500,9690,6489.0,1442000.0
2000-08-29,4500,4500,3850,4100,8260,5912.0,1442000.0
2000-08-30,4100,4715,4100,4715,18890,6799.0,1442000.0
2000-08-31,4980,5420,4800,5000,45580,7210.0,1442000.0
2000-09-01,4900,4900,4400,4400,7950,6345.0,1442000.0
2000-09-04,4270,4750,4270,4500,8740,6489.0,1442000.0
2000-09-05,4700,5170,4700,5170,20680,7455.0,1442000.0
2000-09-06,5300,5900,4800,4800,43280,6922.0,1442000.0
2000-09-07,5190,5190,4700,4700,16540,6777.0,1442000.0
2000-09-08,4510,4510,4260,4310,15090,6215.0,1442000.0
2000-09-14,4330,4820,4200,4450,14450,6417.0,1442000.0
2000-09-15,4400,4605,4150,4165,8400,6006.0,1442000.0
2000-09-18,4290,4320,3545,3600,12410,5191.0,1442000.0
2000-09-19,3500,4140,3400,4140,14810,5970.0,1442000.0
