이마트(139480),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2013-01-30,236000,243000,236000,240500,83893,6704134.0,27875819.0
2013-01-31,241500,244000,239500,242000,89845,6745948.0,27875819.0
2013-02-01,242500,242500,234500,236500,64115,6592631.0,27875819.0
2013-02-04,234000,238000,233000,238000,47110,6634445.0,27875819.0
2013-02-05,235000,236000,231500,234000,38778,6522942.0,27875819.0
2013-02-06,233000,233000,229500,230000,18371,6411438.0,27875819.0
2013-02-07,233000,233000,214500,224000,64116,6244183.0,27875819.0
2013-02-08,221500,224500,220000,222500,39425,6202370.0,27875819.0
2013-02-12,222500,230000,222500,227000,11574,6327811.0,27875819.0
2013-02-13,226000,227500,224000,225500,17824,6285997.0,27875819.0
2013-02-14,227000,230500,225500,228500,19787,6369625.0,27875819.0
2013-02-15,230000,232000,225500,230500,26661,6425376.0,27875819.0
2013-02-18,230500,232000,228000,232000,27213,6467190.0,27875819.0
2013-02-19,230000,230500,226000,227500,16756,6341749.0,27875819.0
2013-02-20,225500,226500,223500,226000,65788,6299935.0,27875819.0
2013-02-21,224000,225500,222500,225500,34766,6285997.0,27875819.0
2013-02-22,223000,224000,221500,223000,37284,6216308.0,27875819.0
2013-02-25,221500,223500,221500,222500,28429,6202370.0,27875819.0
2013-02-26,221000,223500,221000,222000,30907,6188432.0,27875819.0
2013-02-27,223000,223000,221000,221000,50814,6160556.0,27875819.0
2013-02-28,221500,223000,221000,221000,32017,6160556.0,27875819.0
2013-03-04,218500,219000,216000,216000,85302,6021177.0,27875819.0
2013-03-05,214000,216000,211000,213500,164453,5951487.0,27875819.0
2013-03-06,213500,215500,213000,214000,59659,5965425.0,27875819.0
2013-03-07,214000,215000,210500,211500,54207,5895736.0,27875819.0
2013-03-08,212000,214000,211500,212500,36640,5923612.0,27875819.0
2013-03-11,210500,215000,210500,213500,52684,5951487.0,27875819.0
2013-03-12,214000,216000,213500,216000,71643,6021177.0,27875819.0
2013-03-13,216500,217000,214500,215000,94863,5993301.0,27875819.0
2013-03-14,215000,216500,212000,212000,82348,5909674.0,27875819.0
2013-03-15,213000,216000,212000,213500,72381,5951487.0,27875819.0
2013-03-18,213500,217000,213500,213500,49927,5951487.0,27875819.0
2013-03-19,215500,218000,214000,216500,93575,6035115.0,27875819.0
2013-03-20,217500,222000,216500,219500,97186,6118742.0,27875819.0
2013-03-21,221500,224500,219000,220000,45971,6132680.0,27875819.0
2013-03-22,220000,222000,218500,219000,46323,6104804.0,27875819.0
2013-03-25,218000,219000,215500,216500,40931,6035115.0,27875819.0
2013-03-26,216000,217500,215500,216500,54783,6035115.0,27875819.0
2013-03-27,217500,221000,217000,221000,69431,6160556.0,27875819.0
2013-03-28,220000,220500,218000,219500,68221,6118742.0,27875819.0
2013-03-29,221000,221500,218500,220000,36037,6132680.0,27875819.0
2013-04-01,220000,220500,216500,216500,14724,6035115.0,27875819.0
2013-04-02,217500,218000,215500,217000,49276,6049053.0,27875819.0
2013-04-03,216000,216500,213000,213000,84969,5937549.0,27875819.0
2013-04-04,213500,213500,207500,207500,57821,5784232.0,27875819.0
2013-04-05,204500,205500,200500,200500,45620,5589102.0,27875819.0
2013-04-08,201000,202500,197500,198500,62190,5533350.0,27875819.0
2013-04-09,199000,207000,199000,203500,36405,5672729.0,27875819.0
2013-04-10,207000,207000,199500,201000,41349,5603040.0,27875819.0
2013-04-11,201500,203500,199000,203500,28198,5672729.0,27875819.0
2013-04-12,203000,203500,200000,200500,32019,5589102.0,27875819.0
2013-04-15,199500,202500,199000,199000,40105,5547288.0,27875819.0
2013-04-16,198000,198000,192500,195000,84503,5435785.0,27875819.0
2013-04-17,198000,203000,197500,201500,144633,5616978.0,27875819.0
2013-04-18,200000,201000,197500,200000,129356,5575164.0,27875819.0
2013-04-19,200000,201500,198000,199000,28056,5547288.0,27875819.0
2013-04-22,199000,200500,196500,199500,75031,5561226.0,27875819.0
2013-04-23,200500,206500,200000,204500,212235,5700605.0,27875819.0
2013-04-24,205500,206500,203000,206000,109492,5742419.0,27875819.0
2013-04-25,208000,209500,205500,206000,159965,5742419.0,27875819.0
2013-04-26,206500,207000,203500,205500,117211,5728481.0,27875819.0
2013-04-29,205000,215500,204500,215500,181818,6007239.0,27875819.0
2013-04-30,212500,215000,210500,215000,231725,5993301.0,27875819.0
2013-05-02,214000,218500,212500,217000,206829,6049053.0,27875819.0
2013-05-03,216000,217500,215000,215500,242814,6007239.0,27875819.0
2013-05-06,215000,215500,213000,213000,138287,5937549.0,27875819.0
2013-05-07,212500,214000,209000,210500,617320,5867860.0,27875819.0
2013-05-08,207000,209000,203500,205500,569965,5728481.0,27875819.0
2013-05-09,206000,210500,205000,208500,149347,5812108.0,27875819.0
2013-05-10,209500,212500,208000,210000,113972,5853922.0,27875819.0
2013-05-13,209000,210500,206000,208000,285667,5798170.0,27875819.0
2013-05-14,207500,211500,207500,210000,72358,5853922.0,27875819.0
2013-05-15,209500,211500,199500,201000,283889,5603040.0,27875819.0
2013-05-16,199000,200500,196000,196500,205974,5477598.0,27875819.0
2013-05-20,196500,197500,193500,195000,166331,5435785.0,27875819.0
2013-05-21,196000,196000,194500,195500,78491,5449723.0,27875819.0
2013-05-22,196000,198500,195500,197500,175243,5505474.0,27875819.0
2013-05-23,197500,200000,197000,199000,126108,5547288.0,27875819.0
2013-05-24,200000,200000,196500,199000,86162,5547288.0,27875819.0
2013-05-27,199500,200000,197500,199500,39016,5561226.0,27875819.0
2013-05-28,199500,203500,199500,203500,119446,5672729.0,27875819.0
2013-05-29,203500,206000,201500,204500,132354,5700605.0,27875819.0
2013-05-30,202500,204500,199500,200000,106675,5575164.0,27875819.0
2013-05-31,200500,202000,198500,198500,88974,5533350.0,27875819.0
2013-06-03,198000,200000,196000,198500,49125,5533350.0,27875819.0
2013-06-04,198500,200000,197000,200000,52613,5575164.0,27875819.0
2013-06-05,200000,200000,195500,197000,69742,5491536.0,27875819.0
2013-06-07,199500,199500,187000,189000,140225,5268530.0,27875819.0
2013-06-10,190000,196000,189500,195000,90174,5435785.0,27875819.0
2013-06-11,191500,196500,191500,193500,127383,5393971.0,27875819.0
2013-06-12,194000,198500,192500,196500,245842,5477598.0,27875819.0
2013-06-13,196500,203000,196500,203000,547524,5658791.0,27875819.0
2013-06-14,201000,201500,197000,200000,256449,5575164.0,27875819.0
2013-06-17,199500,202000,198000,200000,151723,5575164.0,27875819.0
2013-06-18,200000,201500,198000,201000,59850,5603040.0,27875819.0
2013-06-19,201000,202000,196500,199500,61669,5561226.0,27875819.0
2013-06-20,196500,199500,193500,194000,61669,5407909.0,27875819.0
2013-06-21,191500,193500,190000,191000,162783,5324281.0,27875819.0
2013-06-24,190500,193500,187500,187500,123879,5226716.0,27875819.0
2013-06-25,186500,190500,184000,185500,119060,5170964.0,27875819.0
2013-06-26,186500,187500,184000,187500,126403,5226716.0,27875819.0
2013-06-27,188000,191500,188000,191500,118500,5338219.0,27875819.0
2013-06-28,190500,201000,190000,201000,93323,5603040.0,27875819.0
2013-07-01,200000,201000,198500,198500,72692,5533350.0,27875819.0
2013-07-02,197000,200000,195500,195500,77822,5449723.0,27875819.0
2013-07-03,195500,199000,195500,198000,107089,5519412.0,27875819.0
2013-07-04,196500,203000,196500,203000,72228,5658791.0,27875819.0
2013-07-05,204000,207500,203000,206000,104151,5742419.0,27875819.0
2013-07-08,208000,210500,205000,209500,87155,5839984.0,27875819.0
2013-07-09,211000,214000,208000,211500,89126,5895736.0,27875819.0
2013-07-10,210000,211500,203000,205500,104915,5728481.0,27875819.0
2013-07-11,210000,210000,206500,209000,90218,5826046.0,27875819.0
2013-07-12,209000,209500,204000,209000,48381,5826046.0,27875819.0
2013-07-15,207000,208000,203500,206000,30165,5742419.0,27875819.0
2013-07-16,209000,209000,206000,207500,59723,5784232.0,27875819.0
2013-07-17,206000,211500,204000,211500,45827,5895736.0,27875819.0
2013-07-18,208000,208500,203000,203000,70208,5658791.0,27875819.0
2013-07-19,202500,206000,201000,203000,80178,5658791.0,27875819.0
2013-07-22,205000,205500,202000,203000,77407,5658791.0,27875819.0
2013-07-23,203000,208000,203000,208000,73499,5798170.0,27875819.0
2013-07-24,208000,210000,205500,207000,22404,5770295.0,27875819.0
2013-07-25,204500,207000,201000,202500,64005,5644853.0,27875819.0
2013-07-26,203500,207000,202500,207000,66644,5770295.0,27875819.0
2013-07-29,207000,210000,204500,208500,27372,5812108.0,27875819.0
2013-07-30,208500,213500,207500,213500,46332,5951487.0,27875819.0
2013-07-31,212500,212500,206500,211500,51181,5895736.0,27875819.0
2013-08-01,214000,218000,211500,216000,74186,6021177.0,27875819.0
2013-08-02,215000,216000,212500,213500,29698,5951487.0,27875819.0
2013-08-05,216000,217000,214500,217000,26092,6049053.0,27875819.0
2013-08-06,215500,216000,212000,213000,48656,5937549.0,27875819.0
2013-08-07,211500,214500,210500,210500,22810,5867860.0,27875819.0
2013-08-08,210000,217000,210000,216500,32458,6035115.0,27875819.0
2013-08-09,213500,216500,210000,215500,33403,6007239.0,27875819.0
2013-08-12,213000,217000,212500,215000,31787,5993301.0,27875819.0
2013-08-13,216000,216000,213000,216000,26432,6021177.0,27875819.0
2013-08-14,216000,217000,213500,216000,36969,6021177.0,27875819.0
2013-08-16,211000,216000,210000,210000,77727,5853922.0,27875819.0
2013-08-19,208500,212500,205000,212500,58265,5923612.0,27875819.0
2013-08-20,209500,213000,208000,210000,51067,5853922.0,27875819.0
2013-08-21,210000,210000,206000,206000,47938,5742419.0,27875819.0
2013-08-22,204000,206000,201000,201000,55242,5603040.0,27875819.0
2013-08-23,201000,202500,198500,200000,67078,5575164.0,27875819.0
2013-08-26,199000,201500,199000,200500,28334,5589102.0,27875819.0
2013-08-27,200500,203000,197000,203000,65695,5658791.0,27875819.0
2013-08-28,200000,207000,200000,206500,37423,5756357.0,27875819.0
2013-08-29,205500,209500,205000,208500,41030,5812108.0,27875819.0
2013-08-30,208500,210500,206000,206000,52296,5742419.0,27875819.0
2013-09-02,206000,210500,206000,210000,38579,5853922.0,27875819.0
2013-09-03,210000,212500,209000,212500,47541,5923612.0,27875819.0
2013-09-04,210500,212000,207500,208500,34043,5812108.0,27875819.0
2013-09-05,208000,215000,208000,214500,71742,5979363.0,27875819.0
2013-09-06,214500,222500,214000,222000,114586,6188432.0,27875819.0
2013-09-09,222000,239000,222000,238000,179116,6634445.0,27875819.0
2013-09-10,237000,248500,232000,240000,162499,6690197.0,27875819.0
2013-09-11,240000,248500,238500,248500,123404,6927141.0,27875819.0
2013-09-12,249000,249000,239000,240000,113672,6690197.0,27875819.0
2013-09-13,236500,245000,236500,240000,58745,6690197.0,27875819.0
2013-09-16,244500,245000,239500,241000,45455,6718072.0,27875819.0
2013-09-17,237500,242500,237000,240500,40962,6704134.0,27875819.0
2013-09-23,246000,246000,236500,243500,61572,6787762.0,27875819.0
2013-09-24,242000,244500,240000,242000,47800,6745948.0,27875819.0
2013-09-25,240000,242000,236000,239000,57519,6662321.0,27875819.0
2013-09-26,239000,239000,233000,235000,69587,6550817.0,27875819.0
2013-09-27,238000,251000,237000,244000,138266,6801700.0,27875819.0
2013-09-30,241500,246000,240500,242000,62097,6745948.0,27875819.0
2013-10-01,240000,243500,237000,243000,45427,6773824.0,27875819.0
2013-10-02,243000,245000,237000,238000,86862,6634445.0,27875819.0
2013-10-04,236000,246000,235500,242500,68769,6759886.0,27875819.0
2013-10-07,240500,251500,236500,238000,64844,6634445.0,27875819.0
2013-10-08,236000,236500,223500,228000,170274,6355687.0,27875819.0
2013-10-10,228000,233500,228000,229000,87385,6383563.0,27875819.0
2013-10-11,231500,233500,231500,232000,144939,6467190.0,27875819.0
2013-10-14,229000,239500,229000,235500,65977,6564755.0,27875819.0
2013-10-15,238500,248000,237500,247500,68135,6899265.0,27875819.0
2013-10-16,245000,250000,242500,242500,51725,6759886.0,27875819.0
2013-10-17,245000,252000,243000,246000,58779,6857451.0,27875819.0
2013-10-18,246500,252000,245500,250000,153350,6968955.0,27875819.0
2013-10-21,249500,254000,244500,249000,57470,6941079.0,27875819.0
2013-10-22,254000,258000,250500,252000,101656,7024706.0,27875819.0
2013-10-23,252500,257500,244000,248000,82936,6913203.0,27875819.0
2013-10-24,250000,251000,248000,250000,20365,6968955.0,27875819.0
2013-10-25,250000,253000,243500,243500,29973,6787762.0,27875819.0
2013-10-28,243500,250000,243000,247500,24206,6899265.0,27875819.0
2013-10-29,245000,248500,244500,247000,38932,6885327.0,27875819.0
2013-10-30,246500,249500,244000,246000,42092,6857451.0,27875819.0
2013-10-31,245000,254000,245000,254000,140632,7080458.0,27875819.0
2013-11-01,254000,255500,247000,249500,56668,6955017.0,27875819.0
2013-11-04,249000,250000,242500,248500,90107,6927141.0,27875819.0
2013-11-05,245500,252000,245000,248500,41381,6927141.0,27875819.0
2013-11-06,246000,253000,245000,253000,58970,7052582.0,27875819.0
2013-11-07,249500,252000,245500,251000,37457,6996831.0,27875819.0
2013-11-08,250000,254000,244500,253000,54480,7052582.0,27875819.0
2013-11-11,251000,253500,245500,247000,28786,6885327.0,27875819.0
2013-11-12,247000,248000,238000,241500,60502,6732010.0,27875819.0
2013-11-13,242000,243000,239000,240500,60423,6704134.0,27875819.0
2013-11-14,240500,252500,240500,250000,112847,6968955.0,27875819.0
2013-11-15,251000,254000,249000,250000,35187,6968955.0,27875819.0
2013-11-18,250000,255500,247500,255000,46425,7108334.0,27875819.0
2013-11-19,255000,258500,251000,256500,42597,7150148.0,27875819.0
2013-11-20,255000,261000,254500,259500,88685,7233775.0,27875819.0
2013-11-21,258000,260000,252500,254000,44262,7080458.0,27875819.0
2013-11-22,256500,260000,252500,258000,47847,7191961.0,27875819.0
2013-11-25,262500,267000,256500,256500,46919,7150148.0,27875819.0
2013-11-26,253500,256500,250000,250000,113256,6968955.0,27875819.0
2013-11-27,251500,258500,250500,258500,77837,7205899.0,27875819.0
2013-11-28,260000,275500,258500,271500,78368,7568285.0,27875819.0
2013-11-29,269500,273500,266000,269500,35517,7512533.0,27875819.0
2013-12-02,266500,269000,262500,267500,46679,7456782.0,27875819.0
2013-12-03,264500,271500,260000,263500,49555,7345278.0,27875819.0
2013-12-04,260000,270000,260000,264500,58420,7373154.0,27875819.0
2013-12-05,266500,266500,255500,258000,57518,7191961.0,27875819.0
2013-12-06,258000,260500,253000,256500,71443,7150148.0,27875819.0
2013-12-09,264000,264000,257500,261500,35924,7289527.0,27875819.0
2013-12-10,263500,264000,259000,262000,88017,7303465.0,27875819.0
2013-12-11,263500,263500,259500,263000,80581,7331340.0,27875819.0
2013-12-12,262500,266000,258500,264000,88832,7359216.0,27875819.0
2013-12-13,263000,263500,254000,256000,95464,7136210.0,27875819.0
2013-12-16,255000,260000,254500,258000,91028,7191961.0,27875819.0
2013-12-17,262500,262500,251500,254000,74679,7080458.0,27875819.0
2013-12-18,257000,267000,256000,258500,105151,7205899.0,27875819.0
2013-12-19,267000,267000,261500,264500,32910,7373154.0,27875819.0
2013-12-20,264000,265500,259000,265000,47324,7387092.0,27875819.0
2013-12-23,268500,269500,259000,263000,35341,7331340.0,27875819.0
2013-12-24,263500,269500,263000,267000,47564,7442844.0,27875819.0
2013-12-26,270000,270000,263000,266500,33314,7428906.0,27875819.0
2013-12-27,264000,268000,263000,265500,44723,7401030.0,27875819.0
2013-12-30,267500,267500,263500,266500,56677,7428906.0,27875819.0
2014-01-02,268000,273000,266500,270000,92523,7526471.0,27875819.0
2014-01-03,269000,272500,256500,258000,79640,7191961.0,27875819.0
2014-01-06,260500,262000,255000,258500,76791,7205899.0,27875819.0
2014-01-07,258000,268500,257000,268500,91734,7484657.0,27875819.0
2014-01-08,265500,272000,262000,267500,102796,7456782.0,27875819.0
2014-01-09,270000,272000,266500,269000,95466,7498595.0,27875819.0
2014-01-10,268000,271000,256000,256000,70178,7136210.0,27875819.0
2014-01-13,257000,261000,256000,258500,54818,7205899.0,27875819.0
2014-01-14,256500,262500,256000,261000,40130,7275589.0,27875819.0
2014-01-15,260500,263500,257500,261500,37052,7289527.0,27875819.0
2014-01-16,260000,266000,260000,265000,35977,7387092.0,27875819.0
2014-01-17,263500,267000,253000,253000,61293,7052582.0,27875819.0
2014-01-20,253500,257500,252000,252500,46724,7038644.0,27875819.0
2014-01-21,252500,256500,247000,252500,50562,7038644.0,27875819.0
2014-01-22,253500,256500,251000,253000,48305,7052582.0,27875819.0
2014-01-23,252500,253000,242000,245500,115790,6843514.0,27875819.0
2014-01-24,242500,250000,242000,244000,51761,6801700.0,27875819.0
2014-01-27,241500,250000,236500,247000,55653,6885327.0,27875819.0
2014-01-28,254000,259000,250000,259000,73144,7219837.0,27875819.0
2014-01-29,263000,263000,257500,260000,95079,7247713.0,27875819.0
2014-02-03,254500,260500,251000,258500,61404,7205899.0,27875819.0
2014-02-04,257500,261500,252000,253000,85726,7052582.0,27875819.0
2014-02-05,260000,261500,259500,261500,61325,7289527.0,27875819.0
2014-02-06,265000,272000,262000,264000,108564,7359216.0,27875819.0
2014-02-07,267000,268500,260500,262500,104960,7317402.0,27875819.0
2014-02-10,264500,270000,261500,265500,39017,7401030.0,27875819.0
2014-02-11,263000,267000,259500,262500,54737,7317402.0,27875819.0
2014-02-12,260500,264500,260000,264500,75245,7373154.0,27875819.0
2014-02-13,262500,264000,256000,258500,48454,7205899.0,27875819.0
2014-02-14,257500,262000,257000,260000,39910,7247713.0,27875819.0
2014-02-17,263000,263000,258000,260000,13590,7247713.0,27875819.0
2014-02-18,258500,260000,255500,257500,28954,7178023.0,27875819.0
2014-02-19,256000,259000,255500,258000,30553,7191961.0,27875819.0
2014-02-20,257000,259000,253000,254500,38894,7094396.0,27875819.0
2014-02-21,255000,258500,253500,254500,36633,7094396.0,27875819.0
2014-02-24,254000,257000,251000,252000,36016,7024706.0,27875819.0
2014-02-25,253000,255000,249500,250000,82361,6968955.0,27875819.0
2014-02-26,253000,262000,248500,260000,175281,7247713.0,27875819.0
2014-02-27,260000,265000,259000,264500,55401,7373154.0,27875819.0
2014-02-28,261500,262000,253500,254000,83274,7080458.0,27875819.0
2014-03-03,253000,258500,251000,254500,43547,7094396.0,27875819.0
2014-03-04,253000,258000,252500,257500,41314,7178023.0,27875819.0
2014-03-05,257500,258500,249500,251000,91209,6996831.0,27875819.0
2014-03-06,253000,254000,251000,253000,69686,7052582.0,27875819.0
2014-03-07,253500,254000,242500,245000,129525,6829576.0,27875819.0
2014-03-10,246500,250000,243000,250000,81196,6968955.0,27875819.0
2014-03-11,251000,254500,249500,254500,50146,7094396.0,27875819.0
2014-03-12,251500,254000,246500,247500,37233,6899265.0,27875819.0
2014-03-13,246000,247500,243000,243000,66872,6773824.0,27875819.0
2014-03-14,244000,245500,240000,242500,74659,6759886.0,27875819.0
2014-03-17,243500,254000,242500,248500,51154,6927141.0,27875819.0
2014-03-18,249000,252000,248000,250000,27978,6968955.0,27875819.0
2014-03-19,250500,250500,234000,234000,210953,6522942.0,27875819.0
2014-03-20,233500,237000,231500,235000,35029,6550817.0,27875819.0
2014-03-21,237000,239500,236000,238000,53737,6634445.0,27875819.0
2014-03-24,238500,240000,237000,239500,26436,6676259.0,27875819.0
2014-03-25,239000,242500,235500,242500,51169,6759886.0,27875819.0
2014-03-26,244000,247000,242500,245500,52056,6843514.0,27875819.0
2014-03-27,247000,253000,244000,249000,51714,6941079.0,27875819.0
2014-03-28,249000,252000,242500,250500,58741,6982893.0,27875819.0
2014-03-31,247500,250000,241500,244000,49330,6801700.0,27875819.0
2014-04-01,240500,246000,240000,240000,86481,6690197.0,27875819.0
2014-04-02,241000,249500,240000,248500,94845,6927141.0,27875819.0
2014-04-03,256000,256000,240000,240000,65799,6690197.0,27875819.0
2014-04-04,242500,245500,240500,243500,71861,6787762.0,27875819.0
2014-04-07,243500,246000,241500,246000,28552,6857451.0,27875819.0
2014-04-08,244000,247000,243000,244500,29101,6815638.0,27875819.0
2014-04-09,244500,251500,244500,251000,42405,6996831.0,27875819.0
2014-04-10,249500,251000,246500,248000,66903,6913203.0,27875819.0
2014-04-11,244500,247500,242500,244000,44145,6801700.0,27875819.0
2014-04-14,243000,249500,242000,248000,31447,6913203.0,27875819.0
2014-04-15,253000,258000,248500,256000,91455,7136210.0,27875819.0
2014-04-16,252000,254000,243500,245000,75050,6829576.0,27875819.0
2014-04-17,246500,249500,243500,248000,44082,6913203.0,27875819.0
2014-04-18,248000,253000,246000,252500,28909,7038644.0,27875819.0
2014-04-21,250000,252500,248500,250000,9559,6968955.0,27875819.0
2014-04-22,248500,249500,245500,247000,31866,6885327.0,27875819.0
2014-04-23,252500,256500,243500,243500,48881,6787762.0,27875819.0
2014-04-24,244000,246000,240500,243000,40099,6773824.0,27875819.0
2014-04-25,241000,243000,235000,238500,69481,6648383.0,27875819.0
2014-04-28,238500,242000,237000,238500,29842,6648383.0,27875819.0
2014-04-29,239500,242000,237000,237500,35392,6620507.0,27875819.0
2014-04-30,237500,240000,235500,236000,92719,6578693.0,27875819.0
2014-05-02,236500,240000,236000,238000,43182,6634445.0,27875819.0
2014-05-07,240500,246000,237500,237500,87436,6620507.0,27875819.0
2014-05-08,241500,244500,235000,236000,58514,6578693.0,27875819.0
2014-05-09,236000,238000,234000,236000,45111,6578693.0,27875819.0
2014-05-12,236000,237000,230000,234000,82045,6522942.0,27875819.0
2014-05-13,232500,234500,226000,228500,111001,6369625.0,27875819.0
2014-05-14,230500,233500,229000,233500,122724,6509004.0,27875819.0
2014-05-15,233000,235000,232000,233500,43722,6509004.0,27875819.0
2014-05-16,233500,235000,232000,235000,61258,6550817.0,27875819.0
2014-05-19,233500,235500,233000,234500,29468,6536880.0,27875819.0
2014-05-20,233500,235000,230500,233500,49908,6509004.0,27875819.0
2014-05-21,232500,232500,225500,230500,137928,6425376.0,27875819.0
2014-05-22,229000,232500,227500,229000,58879,6383563.0,27875819.0
2014-05-23,230000,236500,229000,236000,74518,6578693.0,27875819.0
2014-05-26,236000,239000,234500,236000,27240,6578693.0,27875819.0
2014-05-27,238000,238000,235000,235500,33329,6564755.0,27875819.0
2014-05-28,234000,242000,234000,238500,64508,6648383.0,27875819.0
2014-05-29,239000,240500,234000,236000,39981,6578693.0,27875819.0
2014-05-30,235000,237500,230500,234000,56855,6522942.0,27875819.0
2014-06-02,234000,236500,233500,234000,27426,6522942.0,27875819.0
2014-06-03,231000,235000,225000,235000,83930,6550817.0,27875819.0
2014-06-05,235500,235500,226000,228000,92030,6355687.0,27875819.0
2014-06-09,234000,239500,232000,238000,59576,6634445.0,27875819.0
2014-06-10,238500,242000,237000,241500,40001,6732010.0,27875819.0
2014-06-11,240000,250500,240000,249500,73390,6955017.0,27875819.0
2014-06-12,246000,247000,243000,247000,63479,6885327.0,27875819.0
2014-06-13,243500,244000,235500,236000,87662,6578693.0,27875819.0
2014-06-16,236000,238500,232000,235500,46101,6564755.0,27875819.0
2014-06-17,236000,240000,233500,237000,45659,6606569.0,27875819.0
2014-06-18,239000,240000,232500,233500,55305,6509004.0,27875819.0
2014-06-19,237000,238500,233500,235000,34946,6550817.0,27875819.0
2014-06-20,236500,239500,231000,231000,73987,6439314.0,27875819.0
2014-06-23,231000,233500,228500,228500,59926,6369625.0,27875819.0
2014-06-24,228500,230000,226500,228500,92653,6369625.0,27875819.0
2014-06-25,229500,231000,228000,228500,42641,6369625.0,27875819.0
2014-06-26,231500,236000,230000,233000,75475,6495066.0,27875819.0
2014-06-27,233000,234000,229500,230000,50669,6411438.0,27875819.0
2014-06-30,232500,233000,230000,232000,51806,6467190.0,27875819.0
2014-07-01,231500,235500,228000,235500,82343,6564755.0,27875819.0
2014-07-02,234500,235500,232000,235500,54319,6564755.0,27875819.0
2014-07-03,234000,238500,234000,236500,44889,6592631.0,27875819.0
2014-07-04,237000,242500,236500,239000,69753,6662321.0,27875819.0
2014-07-07,240000,240000,236000,239000,39501,6662321.0,27875819.0
2014-07-08,239500,241000,236500,239500,44453,6676259.0,27875819.0
2014-07-09,238000,240000,236500,239000,42201,6662321.0,27875819.0
2014-07-10,239500,239500,234500,236500,35182,6592631.0,27875819.0
2014-07-11,235000,236500,233500,234000,31528,6522942.0,27875819.0
2014-07-14,234500,236500,230500,231000,62143,6439314.0,27875819.0
2014-07-15,230000,232000,228000,228500,67175,6369625.0,27875819.0
2014-07-16,228500,231000,227000,228500,57113,6369625.0,27875819.0
2014-07-17,227500,230000,227500,229000,43556,6383563.0,27875819.0
2014-07-18,228500,229500,227000,228000,79254,6355687.0,27875819.0
2014-07-21,228000,234000,226500,232500,85720,6481128.0,27875819.0
2014-07-22,230500,237500,230000,236500,56240,6592631.0,27875819.0
2014-07-23,235500,243500,235000,241500,147052,6732010.0,27875819.0
2014-07-24,237500,239500,229000,229000,167126,6383563.0,27875819.0
2014-07-25,230000,232500,226000,228000,145044,6355687.0,27875819.0
2014-07-28,228500,233000,228000,231000,99468,6439314.0,27875819.0
2014-07-29,233000,234000,232000,232000,55790,6467190.0,27875819.0
2014-07-30,233000,234500,231000,231000,100033,6439314.0,27875819.0
2014-07-31,231000,234500,231000,232500,131031,6481128.0,27875819.0
2014-08-01,235000,242000,232500,239500,100146,6676259.0,27875819.0
2014-08-04,238500,241500,238500,240500,45236,6704134.0,27875819.0
2014-08-05,240500,241500,238500,240500,45525,6704134.0,27875819.0
2014-08-06,241500,241500,238000,238500,38382,6648383.0,27875819.0
2014-08-07,237500,238500,234000,236000,77387,6578693.0,27875819.0
2014-08-08,236000,237000,233500,235500,44555,6564755.0,27875819.0
2014-08-11,235000,239500,233500,239000,36645,6662321.0,27875819.0
2014-08-12,238000,241000,235500,236500,39024,6592631.0,27875819.0
2014-08-13,238000,243000,236500,242500,52130,6759886.0,27875819.0
2014-08-14,241000,250000,241000,247500,71753,6899265.0,27875819.0
2014-08-18,242000,247500,240500,243000,50900,6773824.0,27875819.0
2014-08-19,241000,243000,240000,242000,60889,6745948.0,27875819.0
2014-08-20,241500,242000,235000,235500,115084,6564755.0,27875819.0
2014-08-21,236000,236000,230000,231500,123809,6453252.0,27875819.0
2014-08-22,231000,232000,230000,231500,118489,6453252.0,27875819.0
2014-08-25,232500,234500,231000,231500,48958,6453252.0,27875819.0
2014-08-26,233000,235500,232500,235500,25027,6564755.0,27875819.0
2014-08-27,236500,246500,236000,246500,130672,6871389.0,27875819.0
2014-08-28,245000,254000,245000,249500,100135,6955017.0,27875819.0
2014-08-29,249500,250500,242500,244000,47260,6801700.0,27875819.0
2014-09-01,242000,244000,239500,242000,21351,6745948.0,27875819.0
2014-09-02,240500,245000,239000,240500,25711,6704134.0,27875819.0
2014-09-03,238500,243000,238500,242500,35573,6759886.0,27875819.0
2014-09-04,243500,243500,240500,241500,49579,6732010.0,27875819.0
2014-09-05,240000,240500,234500,235000,68273,6550817.0,27875819.0
2014-09-11,237000,237500,231500,231500,82759,6453252.0,27875819.0
2014-09-12,232500,235500,231000,231500,40880,6453252.0,27875819.0
2014-09-15,232000,236500,232000,234500,29373,6536880.0,27875819.0
2014-09-16,236500,237000,233500,235000,29858,6550817.0,27875819.0
2014-09-17,234000,235500,232000,234000,36800,6522942.0,27875819.0
2014-09-18,234500,236500,232500,235000,45160,6550817.0,27875819.0
2014-09-19,235500,237000,233000,233000,61836,6495066.0,27875819.0
2014-09-22,234500,235000,232000,232500,30580,6481128.0,27875819.0
2014-09-23,233000,233000,228500,230500,89324,6425376.0,27875819.0
2014-09-24,230500,235000,229500,234500,33669,6536880.0,27875819.0
2014-09-25,235500,240000,233500,235000,57620,6550817.0,27875819.0
2014-09-26,234500,235500,231000,233000,26018,6495066.0,27875819.0
2014-09-29,232000,236500,232000,233000,48042,6495066.0,27875819.0
2014-09-30,233500,235000,229000,230500,51474,6425376.0,27875819.0
