진도(088790),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-06-14,5008,5235,5008,5163,205990,33889.0,6777806.0
2006-06-15,5316,5936,5213,5938,984626,38972.0,6777806.0
2006-06-16,6153,6256,5781,5876,527126,38566.0,6777806.0
2006-06-19,5884,6039,5575,6041,313036,39650.0,6777806.0
2006-06-20,5988,6886,5915,6268,1246484,41141.0,6777806.0
2006-06-21,6266,6938,6143,6609,803494,43378.0,6777806.0
2006-06-22,6660,6691,6350,6443,324251,42294.0,6777806.0
2006-06-23,6402,6629,5834,5834,294155,38295.0,6777806.0
2006-06-26,5833,6091,5678,5938,197111,38972.0,6777806.0
2006-06-27,6040,6113,5607,5607,379720,36803.0,6777806.0
2006-06-28,5297,5421,5163,5390,314801,35380.0,6777806.0
2006-06-29,5471,5554,5409,5473,170537,35922.0,6777806.0
2006-06-30,5564,5760,5544,5628,196961,36939.0,6777806.0
2006-07-03,5669,6278,5586,6113,394454,40125.0,6777806.0
2006-07-04,6195,6216,5792,5865,228199,38498.0,6777806.0
2006-07-05,5564,5729,5482,5535,161529,36329.0,6777806.0
2006-07-06,5431,5648,5390,5617,170370,36871.0,6777806.0
2006-07-07,5729,5771,5471,5473,150891,35922.0,6777806.0
2006-07-10,5421,5472,5317,5359,150532,35177.0,6777806.0
2006-07-11,5358,5451,5244,5318,216866,34906.0,6777806.0
2006-07-12,5327,5389,5182,5184,196032,34025.0,6777806.0
2006-07-13,5121,5524,5101,5111,399253,33550.0,6777806.0
2006-07-14,5121,5194,4698,4884,290539,32059.0,6777806.0
2006-07-18,4801,4801,4543,4543,203182,29822.0,6777806.0
2006-07-19,4543,4646,4388,4543,241270,29822.0,6777806.0
2006-07-20,4646,4739,4574,4574,207468,30026.0,6777806.0
2006-07-21,4491,4553,4409,4409,161413,28941.0,6777806.0
2006-07-24,4346,4563,4346,4492,136289,29483.0,6777806.0
2006-07-25,4521,4676,4490,4523,216732,29687.0,6777806.0
2006-07-26,4533,4595,4388,4409,136622,28941.0,6777806.0
2006-07-27,4409,4440,4367,4409,109312,28941.0,6777806.0
2006-07-28,4361,4557,4361,4487,136969,29450.0,6777806.0
2006-07-31,4563,4883,4552,4678,371894,30703.0,6777806.0
2006-08-01,4677,4739,4543,4595,114623,30161.0,6777806.0
2006-08-02,4573,4573,4418,4451,97670,29212.0,6777806.0
2006-08-03,4449,4501,4387,4389,110502,28806.0,6777806.0
2006-08-04,4387,4439,4335,4358,83077,28602.0,6777806.0
2006-08-07,4356,4408,4212,4234,111937,27789.0,6777806.0
2006-08-08,4259,4269,4197,4218,47032,27687.0,6777806.0
2006-08-09,4233,4326,4233,4285,55561,28128.0,6777806.0
2006-08-10,4304,4583,4304,4399,150701,28873.0,6777806.0
2006-08-11,4480,4480,4366,4389,52524,28806.0,6777806.0
2006-08-14,4371,4423,4258,4270,73326,28026.0,6777806.0
2006-08-16,4299,4361,4206,4229,106125,27755.0,6777806.0
2006-08-17,4223,4295,4213,4223,67545,27721.0,6777806.0
2006-08-18,4202,4264,4161,4182,95810,27450.0,6777806.0
2006-08-21,4176,4279,4114,4125,76909,27077.0,6777806.0
2006-08-22,4109,4182,4058,4182,133392,28604.0,7062716.0
2006-08-23,4263,4573,4232,4234,443643,28957.0,7062716.0
2006-08-24,4233,4285,4099,4099,186345,28039.0,7062716.0
2006-08-25,4139,4170,4067,4110,110322,28110.0,7062716.0
2006-08-28,4103,4155,4083,4167,157930,28498.0,7062716.0
2006-08-29,4232,4728,4181,4482,557112,30652.0,7062716.0
2006-08-30,4470,4490,4366,4482,204233,30652.0,7062716.0
2006-08-31,4542,4645,4480,4492,277062,30723.0,7062716.0
2006-09-01,4490,4521,4408,4492,82781,30723.0,7062716.0
2006-09-04,4543,4750,4502,4667,298568,31923.0,7062716.0
2006-09-05,4749,4749,4573,4647,181891,31782.0,7062716.0
2006-09-06,4645,4645,4459,4492,141328,30723.0,7062716.0
2006-09-07,4440,4646,4367,4595,269636,31429.0,7062716.0
2006-09-08,4635,5275,4583,5277,1419302,36090.0,7062716.0
2006-09-11,5317,5555,5101,5359,1043907,36655.0,7062716.0
2006-09-12,5461,5988,5316,5473,1626877,37432.0,7062716.0
2006-09-13,5555,5565,5286,5421,542977,37079.0,7062716.0
2006-09-14,5440,5533,5182,5308,452114,36302.0,7062716.0
2006-09-15,5327,5626,5244,5473,476480,37432.0,7062716.0
2006-09-18,5524,5710,5390,5390,362693,36867.0,7062716.0
2006-09-19,5328,5369,5101,5101,511995,34890.0,7062716.0
2006-09-20,5023,5116,4910,5106,418966,35864.0,7252656.0
2006-09-21,5203,5265,4986,4988,327290,35030.0,7252656.0
2006-09-22,5007,5358,4986,5246,589808,36843.0,7252656.0
2006-09-25,5244,5440,5172,5380,418476,37786.0,7252656.0
2006-09-26,5399,6029,5337,5566,1251869,39092.0,7252656.0
2006-09-27,5669,5782,5359,5555,573199,39019.0,7252656.0
2006-09-28,5585,5771,5368,5370,418693,37714.0,7252656.0
2006-09-29,5337,5471,5224,5277,407256,37061.0,7252656.0
2006-10-02,5286,5421,5173,5421,273280,38076.0,7252656.0
2006-10-04,5359,5431,5059,5101,324057,35828.0,7252656.0
2006-10-09,5100,5100,4335,4337,387299,31259.0,7442596.0
2006-10-10,4244,4481,4244,4440,292323,32003.0,7442596.0
2006-10-11,4335,4490,4315,4327,226307,31184.0,7442596.0
2006-10-12,4335,4521,4335,4451,144774,32078.0,7442596.0
2006-10-13,4522,4729,4522,4533,196449,32673.0,7442596.0
2006-10-16,4543,4667,4491,4595,126627,33120.0,7442596.0
2006-10-17,4641,4651,4331,4445,190297,32858.0,7632536.0
2006-10-18,4445,4558,4435,4476,116310,33087.0,7632536.0
2006-10-19,4476,4610,4445,4600,135010,34003.0,7632536.0
2006-10-20,4614,4738,4552,4554,152581,33659.0,7632536.0
2006-10-23,4615,4842,4564,4698,179170,34728.0,7632536.0
2006-10-24,4697,4903,4697,4771,232946,35262.0,7632536.0
2006-10-25,4831,4831,4707,4812,85080,35568.0,7632536.0
2006-10-26,4831,4986,4800,4926,158168,36407.0,7632536.0
2006-10-27,4940,4982,4765,4879,112217,36064.0,7632536.0
2006-10-30,4863,4873,4646,4688,107973,34652.0,7632536.0
2006-10-31,4724,4765,4610,4693,118199,34690.0,7632536.0
2006-11-01,4744,4755,4641,4693,113554,34690.0,7632536.0
2006-11-02,4640,4702,4619,4652,91894,34385.0,7632536.0
2006-11-03,4677,4729,4636,4719,103925,34881.0,7632536.0
2006-11-06,4749,4924,4728,4905,240358,36255.0,7632536.0
2006-11-07,4996,4996,4810,4895,126075,36178.0,7632536.0
2006-11-08,4873,4935,4750,4750,96003,35110.0,7632536.0
2006-11-09,4755,4837,4744,4848,67911,35835.0,7632536.0
2006-11-10,4873,4946,4770,4946,86009,36560.0,7632536.0
2006-11-13,4946,4977,4822,4853,79805,35873.0,7632536.0
2006-11-14,4868,4910,4806,4910,96951,36293.0,7632536.0
2006-11-15,4945,4945,4852,4895,67130,36178.0,7632536.0
2006-11-16,4909,5156,4909,5096,361801,37667.0,7632536.0
2006-11-17,5152,5152,5008,5101,148221,37705.0,7632536.0
2006-11-20,5163,5348,5008,5008,338871,37018.0,7632536.0
2006-11-21,4981,4991,4723,4776,263608,35300.0,7632536.0
2006-11-22,4759,4862,4728,4802,126496,35491.0,7632536.0
2006-11-23,4770,4822,4698,4698,126260,34728.0,7632536.0
2006-11-24,4692,4846,4620,4735,152079,34995.0,7632536.0
2006-11-27,4733,4774,4661,4683,70700,34614.0,7632536.0
2006-11-28,4692,4692,4557,4580,120994,33850.0,7632536.0
2006-11-29,4578,4681,4568,4611,60996,34079.0,7632536.0
2006-11-30,4636,4739,4615,4698,96437,34728.0,7632536.0
2006-12-01,4656,4697,4594,4647,88749,34346.0,7632536.0
2006-12-04,4645,4676,4573,4616,74580,34117.0,7632536.0
2006-12-05,4636,4636,4564,4574,90410,33812.0,7632536.0
2006-12-06,4620,4734,4579,4631,130619,34232.0,7632536.0
2006-12-07,4589,4681,4589,4683,88162,34614.0,7632536.0
2006-12-08,4676,4676,4490,4492,106047,33202.0,7632536.0
2006-12-11,4439,4521,4418,4451,84335,32896.0,7632536.0
2006-12-12,4409,4450,4275,4285,123014,31675.0,7632536.0
2006-12-13,4274,4378,4254,4254,48052,31446.0,7632536.0
2006-12-14,4264,4305,4254,4254,70650,31446.0,7632536.0
2006-12-15,4280,4393,4259,4352,67640,32171.0,7632536.0
2006-12-18,4455,4465,4362,4373,53263,32324.0,7632536.0
2006-12-19,4366,4366,4294,4306,69639,31828.0,7632536.0
2006-12-20,4285,4357,4244,4275,65252,31599.0,7632536.0
2006-12-21,4268,4320,4237,4260,65920,31484.0,7632536.0
2006-12-22,4253,4253,4046,4048,229142,30739.0,7841470.0
2006-12-26,4057,4067,3819,3831,147350,29092.0,7841470.0
2006-12-27,3841,3944,3841,3903,44850,29641.0,7841470.0
2006-12-28,3913,4006,3861,3934,46988,29876.0,7841470.0
2007-01-02,3996,4047,3965,4027,58353,30582.0,7841470.0
2007-01-03,3985,4037,3954,4027,54380,30582.0,7841470.0
2007-01-04,3985,4016,3934,3934,47635,29876.0,7841470.0
2007-01-05,3928,3970,3774,3836,57617,29131.0,7841470.0
2007-01-08,3830,3872,3789,3800,32400,28857.0,7841470.0
2007-01-09,3788,3819,3768,3790,47597,28778.0,7841470.0
2007-01-10,3784,3918,3629,3650,72475,27720.0,7841470.0
2007-01-11,3645,3727,3624,3676,61405,27916.0,7841470.0
2007-01-12,3664,3799,3654,3697,47040,28072.0,7841470.0
2007-01-15,3721,3793,3690,3764,41739,28582.0,7841470.0
2007-01-16,3768,3809,3654,3666,61040,27837.0,7841470.0
2007-01-17,3676,3696,3541,3552,86450,26975.0,7841470.0
2007-01-18,3516,3639,3505,3526,58236,26779.0,7841470.0
2007-01-19,3483,3555,3246,3320,168719,25210.0,7841470.0
2007-01-22,3268,3298,3123,3144,144590,23877.0,7841470.0
2007-01-23,3108,3201,3108,3139,52469,23838.0,7841470.0
2007-01-24,3107,3220,3107,3129,60461,23760.0,7841470.0
2007-01-25,3138,3282,3138,3253,116358,24701.0,7841470.0
2007-01-26,3252,3252,3180,3211,61820,24387.0,7841470.0
2007-01-29,3211,3252,3170,3201,47680,24309.0,7841470.0
2007-01-30,3174,3215,3143,3155,51504,23956.0,7841470.0
2007-01-31,3153,3194,3133,3165,42971,24034.0,7841470.0
2007-02-01,3195,3206,3133,3144,32611,23877.0,7841470.0
2007-02-02,3122,3277,3122,3248,94261,24661.0,7841470.0
2007-02-05,3226,3299,3226,3268,46633,24818.0,7841470.0
2007-02-06,3263,3448,3242,3428,176790,26034.0,7841470.0
2007-02-07,3458,3706,3406,3635,206286,27602.0,7841470.0
2007-02-08,3696,3696,3521,3521,77835,26739.0,7841470.0
2007-02-09,3520,3582,3458,3542,37770,26896.0,7841470.0
2007-02-12,3468,3540,3406,3418,60027,25955.0,7841470.0
2007-02-13,3416,3540,3416,3501,46838,26583.0,7841470.0
2007-02-14,3536,3536,3443,3454,40470,26230.0,7841470.0
2007-02-15,3453,3515,3392,3402,53744,25838.0,7841470.0
2007-02-16,3417,3417,3366,3366,28418,25563.0,7841470.0
2007-02-20,3349,3422,3349,3413,24176,25916.0,7841470.0
2007-02-21,3448,3531,3428,3459,82726,26269.0,7841470.0
2007-02-22,3463,3680,3463,3640,120030,27641.0,7841470.0
2007-02-23,3675,3675,3571,3573,54282,27131.0,7841470.0
2007-02-26,3540,4098,3540,3924,479060,29798.0,7841470.0
2007-02-27,3902,4232,3778,3852,494081,29249.0,7841470.0
2007-02-28,3763,3836,3660,3846,192830,29209.0,7841470.0
2007-03-02,3789,4078,3789,4027,164278,30582.0,7841470.0
2007-03-05,3995,4026,3871,3924,84180,29798.0,7841470.0
2007-03-06,3974,3974,3891,3914,61243,29719.0,7841470.0
2007-03-07,3922,4129,3922,4007,109500,30425.0,7841470.0
2007-03-08,4605,4605,4429,4605,960910,34973.0,7841470.0
2007-03-09,4604,4645,4243,4337,627400,32934.0,7841470.0
2007-03-12,4347,4367,4140,4151,234447,31523.0,7841470.0
2007-03-13,4161,4192,4027,4130,211201,31366.0,7841470.0
2007-03-14,4047,4213,3954,4130,161602,31366.0,7841470.0
2007-03-15,4181,4212,4036,4110,165465,31209.0,7841470.0
2007-03-16,4129,4490,4108,4306,384090,32699.0,7841470.0
2007-03-19,4449,4459,4232,4420,134390,33561.0,7841470.0
2007-03-20,4403,4414,4280,4311,79220,32738.0,7841470.0
2007-03-21,4279,4454,4144,4177,272716,31719.0,7841470.0
2007-03-22,4278,4278,4134,4146,136620,31484.0,7841470.0
2007-03-23,4160,4418,4150,4327,254580,32856.0,7841470.0
2007-03-26,4274,4480,4253,4306,142440,32699.0,7841470.0
2007-03-27,4357,4357,4244,4244,56410,32228.0,7841470.0
2007-03-28,4269,4269,4104,4125,119730,31327.0,7841470.0
2007-03-29,4130,4130,4037,4130,84116,31366.0,7841470.0
2007-03-30,4130,4182,4068,4099,69886,31131.0,7841470.0
2007-04-02,4094,4238,4094,4218,278650,32032.0,7841470.0
2007-04-03,4232,4284,4150,4203,57248,31915.0,7841470.0
2007-04-04,4228,4249,4176,4218,65005,32032.0,7841470.0
2007-04-05,4175,4258,4155,4177,76620,31719.0,7841470.0
2007-04-06,4170,4232,4160,4234,47280,32150.0,7841470.0
2007-04-09,4227,4413,4176,4332,166000,32895.0,7841470.0
2007-04-10,4378,4543,4316,4543,132471,34502.0,7841470.0
2007-04-11,4532,4945,4490,4802,279126,36463.0,7841470.0
2007-04-12,4739,4956,4708,4853,144870,36855.0,7841470.0
2007-04-13,4790,4852,4707,4843,85730,36776.0,7841470.0
2007-04-16,4801,4894,4760,4791,66843,36384.0,7841470.0
2007-04-17,4760,4760,4543,4626,131220,35130.0,7841470.0
2007-04-18,4625,4625,4511,4523,66827,34346.0,7841470.0
2007-04-19,4564,4636,4533,4626,69247,35130.0,7841470.0
2007-04-20,4636,4750,4595,4657,61075,35365.0,7841470.0
2007-04-23,4676,5058,4676,4874,216610,37012.0,7841470.0
2007-04-24,4898,5125,4878,5055,183030,38384.0,7841470.0
2007-04-25,5059,5803,5049,5803,714900,44069.0,7841470.0
2007-04-26,6051,6113,5638,5679,756160,43128.0,7841470.0
2007-04-27,5679,5782,5245,5493,256906,41717.0,7841470.0
2007-04-30,5565,5865,5493,5545,273530,42109.0,7841470.0
2007-05-02,5544,5657,5275,5401,269095,41011.0,7841470.0
2007-05-03,5554,6204,5523,6206,489223,47127.0,7841470.0
2007-05-04,6391,6391,5875,6082,377417,46186.0,7841470.0
2007-05-07,6082,6846,6082,6495,465609,49323.0,7841470.0
2007-05-08,6587,6741,6401,6423,221909,48774.0,7841470.0
2007-05-09,6495,6536,6267,6402,116223,48617.0,7841470.0
2007-05-10,6587,7154,6359,6826,310832,51832.0,7841470.0
2007-05-11,6556,7072,6390,6681,230827,50734.0,7841470.0
2007-05-14,6763,7155,5679,5679,621827,43128.0,7841470.0
2007-05-15,5782,5989,5183,5421,360497,41168.0,7841470.0
2007-05-16,5430,5626,5275,5370,141362,40776.0,7841470.0
2007-05-17,5399,6081,5399,5948,187200,45167.0,7841470.0
2007-05-18,5854,5937,5555,5741,107609,43599.0,7841470.0
2007-05-21,5658,5669,5472,5669,99890,43050.0,7841470.0
2007-05-22,5678,5699,5461,5463,79796,41481.0,7841470.0
2007-05-23,5421,5576,5328,5328,81856,40462.0,7841470.0
2007-05-25,5328,5410,5214,5297,51641,40227.0,7841470.0
2007-05-28,5316,5461,5193,5318,110560,40384.0,7841470.0
2007-05-29,5348,5452,5214,5266,172164,39991.0,7841470.0
2007-05-30,5266,5730,5266,5617,133162,42658.0,7841470.0
2007-05-31,5626,5626,5399,5463,99966,41481.0,7841470.0
2007-06-01,5461,5564,5306,5411,96860,41089.0,7841470.0
2007-06-04,5369,5452,5173,5225,158569,39678.0,7841470.0
2007-06-05,5224,5296,5141,5256,115580,39913.0,7841470.0
2007-06-07,5254,5771,5182,5566,127990,42266.0,7841470.0
2007-06-08,5575,5626,5368,5370,96020,40776.0,7841470.0
2007-06-11,5379,5503,5317,5421,73520,41168.0,7841470.0
2007-06-12,5421,5462,5297,5359,101451,40697.0,7841470.0
2007-06-13,5358,5616,5358,5442,105230,41325.0,7841470.0
2007-06-14,5502,5575,5430,5566,87863,42266.0,7841470.0
2007-06-15,5791,6112,5678,5783,266401,43912.0,7841470.0
2007-06-18,5854,5937,5524,5700,271540,43285.0,7841470.0
2007-06-19,5771,5771,5337,5370,375761,40776.0,7841470.0
2007-06-20,5338,5441,5235,5297,172901,40227.0,7841470.0
2007-06-21,5265,5347,5172,5256,99040,39913.0,7841470.0
2007-06-22,5249,5249,5074,5127,97941,38933.0,7841470.0
2007-06-25,5058,5151,4893,4957,164190,37639.0,7841470.0
2007-06-26,4920,5033,4559,4662,122290,35404.0,7841470.0
2007-06-27,4656,4779,4645,4647,72940,35287.0,7841470.0
2007-06-28,4676,4852,4676,4781,38940,36306.0,7841470.0
2007-06-29,4755,4889,4693,4724,52448,35875.0,7841470.0
2007-07-02,4831,5316,4831,5060,169496,38423.0,7841470.0
2007-07-03,5054,5137,4992,5106,61270,38776.0,7841470.0
2007-07-04,5059,5163,4997,5018,52928,38110.0,7841470.0
2007-07-05,5101,5163,5008,5070,58207,38502.0,7841470.0
2007-07-06,5110,5368,5058,5370,121460,40776.0,7841470.0
2007-07-09,5461,5668,5368,5432,157905,41246.0,7841470.0
2007-07-10,5576,5761,5462,5576,178120,42344.0,7841470.0
2007-07-11,5482,5575,5316,5349,168997,40619.0,7841470.0
2007-07-12,5358,5482,5327,5401,139150,41011.0,7841470.0
2007-07-13,5420,5657,5420,5504,125411,41795.0,7841470.0
2007-07-16,5617,5834,5472,5834,263996,44304.0,7841470.0
2007-07-18,5885,6660,4966,5555,994849,42187.0,7841470.0
2007-07-19,5679,6247,5576,6247,318042,47901.0,7917446.0
2007-07-20,6453,6939,6113,6216,565282,47663.0,7917446.0
2007-07-23,6008,6442,5988,6134,151369,47030.0,7917446.0
2007-07-24,6194,6390,6081,6103,132042,46792.0,7917446.0
2007-07-25,6091,6452,6070,6268,147496,48059.0,7917446.0
2007-07-26,6390,6390,5936,5938,116890,45525.0,7917446.0
2007-07-27,5823,5823,5472,5576,159301,42754.0,7917446.0
2007-07-30,5503,5617,5317,5359,103727,41092.0,7917446.0
2007-07-31,5617,5720,5410,5648,77390,44347.0,8107386.0
2007-08-01,5534,5710,5483,5483,48743,43050.0,8107386.0
2007-08-02,5523,5678,5420,5535,46203,43456.0,8107386.0
2007-08-03,5502,5668,5502,5566,31045,43699.0,8107386.0
2007-08-06,5483,5617,5369,5390,27850,42321.0,8107386.0
2007-08-07,5389,5471,5296,5339,92541,41915.0,8107386.0
2007-08-08,5347,5389,5316,5318,54242,41753.0,8107386.0
2007-08-09,5441,5441,5173,5173,79300,40618.0,8107386.0
2007-08-10,5120,5316,5058,5060,65225,39726.0,8107386.0
2007-08-13,5110,5193,4976,5060,94490,39726.0,8107386.0
2007-08-14,5157,5157,5003,5013,82460,39361.0,8107386.0
2007-08-16,4794,5145,4289,4394,77396,34497.0,8107386.0
2007-08-17,4160,4418,3974,3976,112489,31213.0,8107386.0
2007-08-20,4094,4497,4094,4507,111801,35389.0,8107386.0
2007-08-21,4440,4750,4440,4636,55070,36402.0,8107386.0
2007-08-22,4636,4688,4543,4636,24220,36402.0,8107386.0
2007-08-23,4614,4779,4594,4647,49640,36483.0,8107386.0
2007-08-24,4687,4687,4397,4420,102680,34700.0,8107386.0
2007-08-27,4491,4646,4388,4440,67100,34862.0,8107386.0
2007-08-28,4440,4543,4347,4440,29981,34862.0,8107386.0
2007-08-29,4284,4387,4212,4234,67000,33240.0,8107386.0
2007-08-30,4335,4377,4253,4368,93560,34294.0,8107386.0
2007-08-31,4367,4543,4367,4543,81698,35672.0,8107386.0
2007-09-03,4507,4889,4507,4796,101580,37659.0,8107386.0
2007-09-04,4893,5162,4810,5060,143056,39726.0,8107386.0
2007-09-05,5152,5369,4904,5008,87281,39321.0,8107386.0
2007-09-06,4955,5100,4779,4874,111740,38267.0,8107386.0
2007-09-07,4925,4925,4615,4719,126921,37051.0,8107386.0
2007-09-10,4543,4708,4471,4667,43748,36645.0,8107386.0
2007-09-11,4667,4853,4667,4719,82362,37051.0,8107386.0
2007-09-12,4791,4801,4460,4533,48776,35591.0,8107386.0
2007-09-13,4480,4532,4325,4420,85050,34700.0,8107386.0
2007-09-14,4429,4657,4429,4657,76670,36564.0,8107386.0
2007-09-17,4645,4656,4542,4616,26289,36240.0,8107386.0
2007-09-18,4615,4729,4440,4595,43930,36078.0,8107386.0
2007-09-19,4594,4707,4501,4523,67181,35510.0,8107386.0
2007-09-20,4517,4517,4352,4373,63805,34335.0,8107386.0
2007-09-21,4366,4439,4356,4430,55300,34781.0,8107386.0
2007-09-27,4439,4511,4397,4492,43274,35267.0,8107386.0
2007-09-28,4490,4490,4387,4451,36811,34943.0,8107386.0
2007-10-01,4404,4486,4393,4435,24290,34821.0,8107386.0
2007-10-02,4439,4490,4387,4399,43273,34537.0,8107386.0
2007-10-04,4383,4393,4331,4342,45047,34092.0,8107386.0
2007-10-05,4398,4398,4254,4316,47730,33889.0,8107386.0
2007-10-08,4285,4460,4244,4244,56097,33321.0,8107386.0
2007-10-09,4244,4450,4233,4440,77600,34862.0,8107386.0
2007-10-10,4444,4588,4403,4580,60420,35956.0,8107386.0
2007-10-11,4543,4636,4512,4595,55140,36078.0,8107386.0
2007-10-12,4512,4584,4347,4543,37035,35672.0,8107386.0
2007-10-15,4455,4744,4455,4693,79830,36848.0,8107386.0
2007-10-16,4636,4657,4388,4440,64920,34862.0,8107386.0
2007-10-17,4356,4439,4150,4234,60990,33240.0,8107386.0
2007-10-18,4228,4311,4177,4321,55410,33929.0,8107386.0
2007-10-19,4243,4387,4212,4337,72685,34051.0,8107386.0
2007-10-22,4088,4325,4088,4234,53130,33240.0,8107386.0
2007-10-23,4233,4336,4151,4316,42119,33889.0,8107386.0
2007-10-24,4357,4367,4233,4244,43709,33321.0,8107386.0
2007-10-25,4238,4290,4114,4125,57430,32389.0,8107386.0
2007-10-26,4114,4186,4062,4167,34982,32713.0,8107386.0
2007-10-29,4182,4336,4161,4244,55970,33321.0,8107386.0
2007-10-30,4269,4362,4218,4311,33970,33848.0,8107386.0
2007-10-31,4305,4811,4305,4688,103721,36808.0,8107386.0
2007-11-01,4719,5049,4708,5008,120210,39321.0,8107386.0
2007-11-02,4924,5007,4831,4905,100441,38510.0,8107386.0
2007-11-05,4883,5316,4831,5153,184982,40456.0,8107386.0
2007-11-06,5194,5317,5111,5266,103989,41348.0,8107386.0
2007-11-07,5317,5658,5317,5421,205680,42564.0,8107386.0
2007-11-08,5266,5317,4884,5142,122760,40375.0,8107386.0
2007-11-09,5074,5156,4857,5024,74100,39442.0,8107386.0
2007-11-12,5043,5146,4754,4807,51400,37740.0,8107386.0
2007-11-13,4759,4903,4656,4781,56100,37537.0,8107386.0
2007-11-14,4841,5131,4841,5060,97400,39726.0,8107386.0
2007-11-15,5152,5359,4801,5266,178840,41348.0,8107386.0
2007-11-16,5327,5368,5058,5308,87100,41672.0,8107386.0
2007-11-19,5400,5617,5235,5328,110280,41834.0,8107386.0
2007-11-20,5328,5452,5070,5452,102890,42807.0,8107386.0
2007-11-21,5462,5700,5359,5359,180685,42077.0,8107386.0
2007-11-22,5338,6154,5328,6154,348900,48320.0,8107386.0
2007-11-23,6195,6608,5235,5235,677540,41104.0,8107386.0
2007-11-26,5266,5286,4502,4946,367937,38834.0,8107386.0
2007-11-27,4945,4945,4480,4647,107321,36483.0,8107386.0
2007-11-28,4640,4743,4558,4642,103086,36443.0,8107386.0
2007-11-29,4657,4801,4605,4657,91487,36564.0,8107386.0
2007-11-30,4657,5214,4564,5101,240775,40050.0,8107386.0
2007-12-03,5338,5472,5111,5173,139274,40618.0,8107386.0
2007-12-04,5157,5343,5033,5044,84243,39605.0,8107386.0
2007-12-05,4977,5111,4956,5018,37826,39402.0,8107386.0
2007-12-06,5120,5265,4852,4988,72400,39159.0,8107386.0
2007-12-07,5048,5100,4955,4967,54809,38997.0,8107386.0
