SK디스커버리(006120),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-05-13,4391,4517,4301,4362,387322,128728.0,17755537.0
2004-05-14,4433,4529,4156,4235,264342,124999.0,17755537.0
2004-05-17,4235,4301,3795,3965,293064,117009.0,17755537.0
2004-05-18,3867,4066,3819,4031,231377,118962.0,17755537.0
2004-05-19,4120,4367,4090,4332,230640,127840.0,17755537.0
2004-05-20,4240,4306,4012,4013,221592,118429.0,17755537.0
2004-05-21,4060,4211,3940,4211,442626,124289.0,17755537.0
2004-05-24,4331,4541,4301,4392,518517,129615.0,17755537.0
2004-05-25,4288,4337,4192,4338,279001,128017.0,17755537.0
2004-05-27,4464,4565,4422,4530,440936,133699.0,17755537.0
2004-05-28,4560,4631,4499,4566,183240,134765.0,17755537.0
2004-05-31,4565,4571,4354,4428,174950,130681.0,17755537.0
2004-06-01,4451,4842,4451,4771,615654,140801.0,17755537.0
2004-06-02,4872,5474,4794,5354,1259450,158024.0,17755537.0
2004-06-03,5535,5588,4987,4993,652528,147371.0,17755537.0
2004-06-04,5233,5516,5203,5469,1421140,161398.0,17755537.0
2004-06-07,5552,5678,5149,5162,1307725,152343.0,17755537.0
2004-06-08,5179,5366,5137,5168,426190,152520.0,17755537.0
2004-06-09,5186,5282,4842,4903,653240,144708.0,17755537.0
2004-06-10,4813,4903,4656,4807,521530,141867.0,17755537.0
2004-06-11,4806,4885,4631,4632,355266,136718.0,17755537.0
2004-06-14,4481,4625,4330,4362,308790,128728.0,17755537.0
2004-06-15,4301,4662,4301,4644,260180,137073.0,17755537.0
2004-06-16,4577,4734,4373,4428,356047,130681.0,17755537.0
2004-06-17,4391,4512,3940,4049,1715617,119495.0,17755537.0
2004-06-18,4030,4144,3909,4079,954427,120383.0,17755537.0
2004-06-21,4036,4126,3566,3616,1007801,106711.0,17755537.0
2004-06-22,3669,3879,3590,3850,1014140,113635.0,17755537.0
2004-06-23,3940,4024,3928,3977,724108,117364.0,17755537.0
2004-06-24,3994,4084,3958,4025,419562,118785.0,17755537.0
2004-06-25,3982,4187,3952,4181,374112,123401.0,17755537.0
2004-06-28,4205,4289,4090,4229,390600,124821.0,17755537.0
2004-06-29,4241,4674,4181,4416,1299601,130326.0,17755537.0
2004-06-30,4451,4469,4349,4458,273985,131569.0,17755537.0
2004-07-01,4487,4571,4379,4518,386412,133344.0,17755537.0
2004-07-02,4397,4674,4397,4524,310832,133522.0,17755537.0
2004-07-05,4517,4884,4451,4662,355670,137605.0,17755537.0
2004-07-06,4631,4710,4553,4566,134130,134765.0,17755537.0
2004-07-07,4427,4463,4385,4410,210860,130148.0,17755537.0
2004-07-08,4397,4529,4391,4410,193580,130148.0,17755537.0
2004-07-09,4367,4469,4343,4344,105870,128195.0,17755537.0
2004-07-12,4343,4481,4343,4428,175830,130681.0,17755537.0
2004-07-13,4421,4728,4421,4729,305200,139559.0,17755537.0
2004-07-14,4734,4752,4620,4717,358433,139203.0,17755537.0
2004-07-15,4812,4962,4758,4813,482440,142044.0,17755537.0
2004-07-16,4956,5215,4824,4873,734808,143820.0,17755537.0
2004-07-19,4932,4986,4842,4921,241352,145240.0,17755537.0
2004-07-20,4872,4932,4770,4849,256650,143110.0,17755537.0
2004-07-21,4933,4987,4854,4903,234300,144708.0,17755537.0
2004-07-22,4788,4884,4788,4873,156380,143820.0,17755537.0
2004-07-23,4890,4956,4776,4855,257743,143287.0,17755537.0
2004-07-26,4800,4842,4698,4807,189663,141867.0,17755537.0
2004-07-27,4824,4896,4572,4741,561860,139914.0,17755537.0
2004-07-28,4842,4842,4650,4650,384035,137250.0,17755537.0
2004-07-29,4662,4716,4554,4554,223875,134409.0,17755537.0
2004-07-30,4559,4703,4559,4572,214150,134942.0,17755537.0
2004-08-02,4523,4541,4325,4338,235771,128017.0,17755537.0
2004-08-03,4367,4427,4264,4338,221570,128017.0,17755537.0
2004-08-04,4265,4343,4205,4271,171560,126064.0,17755537.0
2004-08-05,4319,4475,4319,4452,186900,131391.0,17755537.0
2004-08-06,4391,4535,4337,4500,156630,132811.0,17755537.0
2004-08-09,4445,4560,4403,4512,107427,133167.0,17755537.0
2004-08-10,4560,4565,4488,4488,95450,132456.0,17755537.0
2004-08-11,4620,4662,4511,4632,239910,136718.0,17755537.0
2004-08-12,4626,4746,4571,4699,196555,138671.0,17755537.0
2004-08-13,4698,4921,4644,4789,205400,141334.0,17755537.0
2004-08-16,4812,4896,4722,4771,113154,140801.0,17755537.0
2004-08-17,4872,4872,4661,4705,114720,138848.0,17755537.0
2004-08-18,4752,4752,4685,4687,62727,138316.0,17755537.0
2004-08-19,4740,4788,4692,4693,147967,138493.0,17755537.0
2004-08-20,4662,4722,4620,4620,71354,136363.0,17755537.0
2004-08-23,4637,4734,4637,4656,66018,137428.0,17755537.0
2004-08-24,4655,4902,4643,4873,191640,143820.0,17755537.0
2004-08-25,4872,4885,4812,4861,107472,143465.0,17755537.0
2004-08-26,4872,4962,4824,4873,181980,143820.0,17755537.0
2004-08-27,4903,4969,4842,4885,118569,144175.0,17755537.0
2004-08-30,4933,5035,4806,4807,292560,141867.0,17755537.0
2004-08-31,4788,4872,4788,4867,143990,143642.0,17755537.0
2004-09-01,4866,4993,4813,4993,220329,147371.0,17755537.0
2004-09-02,4999,5210,4999,5114,512220,150922.0,17755537.0
2004-09-03,5113,5167,5023,5114,180240,150922.0,17755537.0
2004-09-06,5113,5137,5053,5120,206712,151100.0,17755537.0
2004-09-07,5155,5293,5131,5144,314680,151810.0,17755537.0
2004-09-08,5179,5179,4975,4975,216200,146838.0,17755537.0
2004-09-09,4975,5017,4824,4927,160290,145418.0,17755537.0
2004-09-10,4902,4975,4890,4909,198713,144885.0,17755537.0
2004-09-13,4944,5203,4938,5144,358806,151810.0,17755537.0
2004-09-14,5167,5167,4968,5060,150089,149324.0,17755537.0
2004-09-15,5017,5119,5017,5054,86270,149147.0,17755537.0
2004-09-16,4975,5294,4975,5114,419795,150922.0,17755537.0
2004-09-17,5227,5227,5131,5216,206398,153941.0,17755537.0
2004-09-20,5306,5474,5245,5451,652910,160865.0,17755537.0
2004-09-21,5449,5618,5269,5270,569040,155539.0,17755537.0
2004-09-22,5299,5353,5071,5084,291256,150034.0,17755537.0
2004-09-23,4999,5047,4962,4963,211310,146483.0,17755537.0
2004-09-24,4885,5035,4885,4975,178461,146838.0,17755537.0
2004-09-30,4926,5125,4902,5126,202501,151277.0,17755537.0
2004-10-01,5113,5203,5047,5120,266601,151100.0,17755537.0
2004-10-04,5239,5318,5203,5318,296817,156959.0,17755537.0
2004-10-05,5306,5348,5269,5276,205100,155716.0,17755537.0
2004-10-06,5293,5324,5215,5216,238470,153941.0,17755537.0
2004-10-07,5221,5431,5221,5384,412875,158912.0,17755537.0
2004-10-08,5396,6166,5396,6167,2322460,181994.0,17755537.0
2004-10-11,6497,7068,6497,7069,4297428,208628.0,17755537.0
2004-10-12,7670,7820,7038,7219,4284787,213066.0,17755537.0
2004-10-13,7519,7640,6827,7400,2975003,218393.0,17755537.0
2004-10-14,7188,7308,6978,7039,933688,207740.0,17755537.0
2004-10-15,6917,7248,6647,7039,1439450,207740.0,17755537.0
2004-10-18,7339,8091,7188,7340,5049492,216618.0,17755537.0
2004-10-19,7218,7218,6768,6888,1884708,203301.0,17755537.0
2004-10-20,6888,7038,6376,6467,1362079,190872.0,17755537.0
2004-10-21,6527,6647,6166,6467,1324496,190872.0,17755537.0
2004-10-22,6467,6768,6346,6678,1244627,197086.0,17755537.0
2004-10-25,6496,6888,6256,6678,1508860,197086.0,17755537.0
2004-10-26,6918,7128,6617,6648,1461380,196199.0,17755537.0
2004-10-27,6737,6797,6376,6497,856292,191760.0,17755537.0
2004-10-28,6677,6797,6557,6588,974094,194423.0,17755537.0
2004-10-29,6496,6527,5991,6076,1485801,179331.0,17755537.0
2004-11-01,6015,6106,5817,5998,979863,177023.0,17755537.0
2004-11-02,6196,6467,6106,6257,1774880,184658.0,17755537.0
2004-11-03,6226,6678,6106,6648,1381968,196199.0,17755537.0
2004-11-04,6737,6767,6467,6618,759290,195311.0,17755537.0
2004-11-05,6738,6768,6406,6437,705046,189984.0,17755537.0
2004-11-08,6437,6496,6106,6167,829141,181994.0,17755537.0
2004-11-09,6136,6467,6106,6467,582329,190872.0,17755537.0
2004-11-10,6437,6918,6196,6257,1465320,184658.0,17755537.0
2004-11-11,6196,6376,6106,6167,762842,181994.0,17755537.0
2004-11-12,6256,6347,6136,6136,736047,181106.0,17755537.0
2004-11-15,6196,6286,6106,6257,613471,184658.0,17755537.0
2004-11-16,6316,7128,6256,6768,3657775,199750.0,17755537.0
2004-11-17,6888,6948,6737,6888,1017900,203301.0,17755537.0
2004-11-18,6828,6948,6256,6257,1183574,184658.0,17755537.0
2004-11-19,6286,6376,6196,6377,681030,188209.0,17755537.0
2004-11-22,6256,6376,6136,6257,442609,184658.0,17755537.0
2004-11-23,6346,6586,6256,6527,573010,192648.0,17755537.0
2004-11-24,6526,6737,6467,6618,645490,195311.0,17755537.0
2004-11-25,6737,6768,6527,6558,460000,193535.0,17755537.0
2004-11-26,6707,6888,6437,6768,910543,199750.0,17755537.0
2004-11-29,6768,6978,6707,6979,934265,205964.0,17755537.0
2004-11-30,7038,7068,6858,6979,634000,205964.0,17755537.0
2004-12-01,6978,7308,6917,7249,1050766,213954.0,17755537.0
2004-12-02,7339,7400,6948,6949,759924,205076.0,17755537.0
2004-12-03,6978,7008,6617,6648,601431,196199.0,17755537.0
2004-12-06,6678,6858,6527,6738,451729,198862.0,17755537.0
2004-12-07,6678,6797,6407,6738,703824,198862.0,17755537.0
2004-12-08,6617,6707,6527,6588,224161,194423.0,17755537.0
2004-12-09,6586,6647,6406,6497,260910,191760.0,17755537.0
2004-12-10,6496,6557,6256,6287,314313,185545.0,17755537.0
2004-12-13,6256,6286,5895,5926,733908,174892.0,17755537.0
2004-12-14,5967,6106,5937,5980,306123,176490.0,17755537.0
2004-12-15,6075,6256,5985,6197,460769,182882.0,17755537.0
2004-12-16,6226,6497,6226,6437,414545,189984.0,17755537.0
2004-12-17,6496,6677,6406,6497,677998,191760.0,17755537.0
2004-12-20,6677,7098,6677,7009,2067805,206852.0,17755537.0
2004-12-21,7008,7008,6797,7009,336400,206852.0,17755537.0
2004-12-22,6978,7038,6797,6919,576672,204189.0,17755537.0
2004-12-23,6978,7189,6557,6738,775055,198862.0,17755537.0
2004-12-24,6678,6737,6467,6648,320842,196199.0,17755537.0
2004-12-27,6557,6647,6497,6648,283902,196199.0,17755537.0
2004-12-28,6586,6797,6526,6527,413534,192648.0,17755537.0
2004-12-29,6617,6918,6617,6858,379579,202413.0,17755537.0
2004-12-30,6858,7249,6797,7069,833330,208628.0,17755537.0
2005-01-03,7158,7279,7068,7219,408390,213066.0,17755537.0
2005-01-04,7159,7429,7038,7280,505364,214842.0,17755537.0
2005-01-05,7218,7579,7098,7340,855601,216618.0,17755537.0
2005-01-06,7248,7519,7158,7340,592660,216618.0,17755537.0
2005-01-07,7429,7609,7159,7189,335035,212179.0,17755537.0
2005-01-10,7249,7249,7038,7159,330074,211291.0,17755537.0
2005-01-11,7218,7279,7038,7219,236756,213066.0,17755537.0
2005-01-12,7279,7700,7279,7701,819290,227271.0,17755537.0
2005-01-13,7760,8061,7549,8001,788617,236149.0,17755537.0
2005-01-14,7910,8091,7820,8062,457379,237924.0,17755537.0
2005-01-17,8061,8331,7911,7941,517898,234373.0,17755537.0
2005-01-18,8001,8001,7730,7881,310261,232598.0,17755537.0
2005-01-19,7790,7971,7730,7911,377367,233485.0,17755537.0
2005-01-20,7760,7940,7609,7701,284217,227271.0,17755537.0
2005-01-21,7609,7940,7549,7731,279966,228159.0,17755537.0
2005-01-24,7640,7880,7490,7701,433259,227271.0,17755537.0
2005-01-25,7700,7940,7609,7821,360884,230822.0,17755537.0
2005-01-26,7881,8061,7760,8001,359830,236149.0,17755537.0
2005-01-27,8001,8001,7760,7851,234488,231710.0,17755537.0
2005-01-28,7790,8001,7790,7821,339560,230822.0,17755537.0
2005-01-31,7760,8001,7700,7911,312406,233485.0,17755537.0
2005-02-01,7911,8181,7911,8032,605280,237036.0,17755537.0
2005-02-02,8031,8091,7790,7881,313237,232598.0,17755537.0
2005-02-03,7911,8001,7790,7791,158199,229934.0,17755537.0
2005-02-04,7760,7881,7519,7671,273166,226383.0,17755537.0
2005-02-07,7700,7820,7640,7791,291035,229934.0,17755537.0
2005-02-11,7970,8422,7970,8152,800524,240588.0,17755537.0
2005-02-14,8181,8512,8151,8423,783440,248578.0,17755537.0
2005-02-15,8332,8362,8061,8182,401485,241475.0,17755537.0
2005-02-16,8151,8271,7971,8001,401479,236149.0,17755537.0
2005-02-17,7941,8392,7941,8392,395795,247690.0,17755537.0
2005-02-18,8331,8783,8241,8663,782971,255680.0,17755537.0
2005-02-21,9053,9144,8662,8663,949743,255680.0,17755537.0
2005-02-22,8663,8663,8061,8182,553692,241475.0,17755537.0
2005-02-23,8031,8332,7971,8182,233320,241475.0,17755537.0
2005-02-24,8241,8451,8241,8362,376472,246802.0,17755537.0
2005-02-25,8422,8452,7760,7911,904738,233485.0,17755537.0
2005-02-28,7940,8001,7730,7941,539940,234373.0,17755537.0
2005-03-02,8121,8151,7790,8001,384120,236149.0,17755537.0
2005-03-03,7880,7970,7760,7851,272033,231710.0,17755537.0
2005-03-04,7850,7940,7670,7761,405388,229046.0,17755537.0
2005-03-07,7940,8121,7790,7941,568165,234373.0,17755537.0
2005-03-08,7940,8030,7519,7640,350973,225495.0,17755537.0
2005-03-09,7459,7549,7339,7400,457960,218393.0,17755537.0
2005-03-10,7309,7609,7309,7400,339981,218393.0,17755537.0
2005-03-11,7459,7639,7429,7520,329570,221944.0,17755537.0
2005-03-14,7609,7730,7580,7610,217420,224608.0,17755537.0
2005-03-15,7670,7700,7308,7310,256120,215730.0,17755537.0
2005-03-16,7279,7309,7069,7159,193600,211291.0,17755537.0
2005-03-17,6978,7068,6737,6768,407670,199750.0,17755537.0
2005-03-18,6678,6858,6376,6437,637538,189984.0,17755537.0
2005-03-21,6436,6707,6226,6618,683720,195311.0,17755537.0
2005-03-22,6617,6707,6497,6648,383897,196199.0,17755537.0
2005-03-23,6617,6677,6406,6407,229919,189096.0,17755537.0
2005-03-24,6466,6496,6256,6317,218305,186433.0,17755537.0
2005-03-25,6347,6738,6347,6738,311409,198862.0,17755537.0
2005-03-28,6677,6948,6677,6798,236469,200638.0,17755537.0
2005-03-29,6797,6827,6526,6527,228752,192648.0,17755537.0
2005-03-30,6527,6738,6497,6738,150140,198862.0,17755537.0
2005-03-31,6797,6917,6707,6708,258888,197974.0,17755537.0
2005-04-01,6707,7098,6707,7099,349313,209515.0,17755537.0
2005-04-04,7038,7038,6888,6979,189767,205964.0,17755537.0
2005-04-06,7038,7098,6918,7009,185500,206852.0,17755537.0
2005-04-07,7098,7098,6918,6949,157241,205076.0,17755537.0
2005-04-08,7038,7038,6707,6708,251573,197974.0,17755537.0
2005-04-11,6586,6707,6526,6618,148540,195311.0,17755537.0
2005-04-12,6738,6797,6437,6437,264542,189984.0,17755537.0
2005-04-13,6496,6557,6437,6467,137830,190872.0,17755537.0
2005-04-14,6347,6617,6347,6437,260861,189984.0,17755537.0
2005-04-15,6437,6467,6347,6437,126261,189984.0,17755537.0
2005-04-18,6346,6496,6075,6076,265820,179331.0,17755537.0
2005-04-19,6226,6226,6075,6197,122110,182882.0,17755537.0
2005-04-20,6316,6437,6226,6257,142921,184658.0,17755537.0
2005-04-21,6075,6286,6009,6167,288609,181994.0,17755537.0
2005-04-22,6346,6406,6256,6317,212180,186433.0,17755537.0
2005-04-25,6256,7128,6226,6618,1837703,195311.0,17755537.0
2005-04-26,6707,6768,6467,6467,400252,190872.0,17755537.0
2005-04-27,6466,6466,6166,6317,519192,186433.0,17755537.0
2005-04-28,6406,6467,6256,6257,215270,184658.0,17755537.0
2005-04-29,6135,6346,6075,6317,253510,186433.0,17755537.0
2005-05-02,6376,6496,6316,6467,178220,190872.0,17755537.0
2005-05-03,6497,6707,6406,6437,253957,189984.0,17755537.0
2005-05-04,6437,6678,6437,6648,175783,196199.0,17755537.0
2005-05-06,6647,6707,6557,6708,181825,197974.0,17755537.0
2005-05-09,6677,6707,6557,6588,194390,194423.0,17755537.0
2005-05-10,6678,6828,6617,6648,290960,196199.0,17755537.0
2005-05-11,6497,6587,6437,6437,86116,189984.0,17755537.0
2005-05-12,6437,6527,6376,6467,103980,190872.0,17755537.0
2005-05-13,6436,6617,6376,6588,501400,194423.0,17755537.0
2005-05-16,6678,6707,6587,6648,114310,196199.0,17755537.0
2005-05-17,6797,6797,6557,6618,125990,195311.0,17755537.0
2005-05-18,6647,6707,6586,6618,92060,195311.0,17755537.0
2005-05-19,6707,6858,6677,6798,256995,200638.0,17755537.0
2005-05-20,6797,6888,6647,6678,142950,197086.0,17755537.0
2005-05-23,6707,6978,6707,6949,334660,205076.0,17755537.0
2005-05-24,7008,7008,6827,6828,123961,201525.0,17755537.0
2005-05-25,6828,6918,6768,6768,135770,199750.0,17755537.0
2005-05-26,6737,6888,6737,6888,102830,203301.0,17755537.0
2005-05-27,6918,6978,6858,6949,135390,205076.0,17755537.0
2005-05-30,6978,6978,6858,6949,150542,205076.0,17755537.0
2005-05-31,6948,7189,6888,7069,594230,208628.0,17755537.0
2005-06-01,7068,7339,7008,7099,490767,209515.0,17755537.0
2005-06-02,7128,7158,6978,7009,202495,206852.0,17755537.0
2005-06-03,7008,7339,7008,7189,285620,212179.0,17755537.0
2005-06-07,7159,7279,7128,7189,194776,212179.0,17755537.0
2005-06-08,7128,7549,7128,7340,362470,216618.0,17755537.0
2005-06-09,7400,7730,7339,7460,483688,220169.0,17755537.0
2005-06-10,7519,7579,7279,7340,216760,216618.0,17755537.0
2005-06-13,7308,7429,7218,7340,138640,216618.0,17755537.0
2005-06-14,7339,7369,7159,7159,143394,211291.0,17755537.0
2005-06-15,7128,7640,7128,7460,529486,220169.0,17755537.0
2005-06-16,7489,7700,7399,7520,470010,221944.0,17755537.0
2005-06-17,7549,7549,7369,7430,503420,219281.0,17755537.0
2005-06-20,7399,7519,7339,7340,158910,216618.0,17755537.0
2005-06-21,7308,7399,7189,7219,162210,213066.0,17755537.0
2005-06-22,7218,7429,7189,7280,166930,214842.0,17755537.0
2005-06-23,7339,7580,7309,7460,246196,220169.0,17755537.0
2005-06-24,7399,7971,7369,7821,873943,230822.0,17755537.0
2005-06-27,7850,8030,7730,8032,485097,237036.0,17755537.0
2005-06-28,8031,8091,7790,8001,450531,236149.0,17755537.0
2005-06-29,8061,8272,7881,7971,411061,235261.0,17755537.0
2005-06-30,8030,8452,8030,8332,929650,245914.0,17755537.0
2005-07-01,8212,8362,8091,8212,314930,242363.0,17755537.0
2005-07-04,8271,8301,8151,8242,257147,243251.0,17755537.0
2005-07-05,8241,8693,8241,8513,751450,251241.0,17755537.0
2005-07-06,8512,8602,7971,8032,597888,237036.0,17755537.0
2005-07-07,7970,8121,7820,8062,271144,237924.0,17755537.0
2005-07-08,8001,8091,7850,7881,320400,232598.0,17755537.0
2005-07-11,8241,8392,8091,8182,551023,241475.0,17755537.0
2005-07-12,8272,8272,8031,8092,287120,238812.0,17755537.0
2005-07-13,8091,8151,7911,7941,224226,234373.0,17755537.0
2005-07-14,7940,8302,7940,8212,441810,242363.0,17755537.0
2005-07-15,8271,8451,8181,8362,412594,246802.0,17755537.0
2005-07-18,8603,9053,8572,8814,1222013,260119.0,17755537.0
2005-07-19,8783,8963,8783,8814,466850,260119.0,17755537.0
2005-07-20,8873,9354,8723,8964,826467,264558.0,17755537.0
2005-07-21,9144,9173,8692,8784,464830,259231.0,17755537.0
2005-07-22,8662,8782,8422,8784,317620,259231.0,17755537.0
2005-07-25,8633,9325,8633,9205,421000,271660.0,17755537.0
2005-07-26,9204,9685,9173,9385,894975,276986.0,17755537.0
2005-07-27,9565,9565,9204,9325,335317,275211.0,17755537.0
2005-07-28,9384,9806,9324,9746,510883,287640.0,17755537.0
2005-07-29,9655,9836,9535,9686,231367,285864.0,17755537.0
2005-08-01,9474,9775,9474,9656,162491,284976.0,17755537.0
2005-08-02,9625,9685,9324,9475,319330,279650.0,17755537.0
2005-08-03,9505,10106,9474,9686,611060,285864.0,17755537.0
2005-08-04,9775,9866,9505,9656,250621,284976.0,17755537.0
2005-08-05,9504,9564,9144,9295,246362,274323.0,17755537.0
2005-08-08,9053,9414,9053,9295,160770,274323.0,17755537.0
2005-08-09,9475,9746,9445,9746,277550,287640.0,17755537.0
2005-08-10,9745,10136,9745,10077,465588,297405.0,17755537.0
2005-08-11,10046,10347,10046,10197,357034,300956.0,17755537.0
2005-08-12,10257,10347,10076,10107,134017,298293.0,17755537.0
2005-08-16,10106,10347,10046,10047,165863,296517.0,17755537.0
2005-08-17,9926,10347,9866,10348,247374,305395.0,17755537.0
2005-08-18,10437,10437,9896,9927,235561,292966.0,17755537.0
2005-08-19,9926,10167,9715,10047,319093,296517.0,17755537.0
2005-08-22,10257,10257,10016,10167,159944,300069.0,17755537.0
2005-08-23,10046,10407,10046,10408,260600,307171.0,17755537.0
2005-08-24,10437,10437,10076,10107,201312,298293.0,17755537.0
2005-08-25,10016,10197,9866,10137,152161,299181.0,17755537.0
2005-08-26,10016,10136,9986,9987,141880,294742.0,17755537.0
2005-08-29,9806,9806,9234,9325,399671,275211.0,17755537.0
2005-08-30,9474,9595,9324,9475,225850,279650.0,17755537.0
2005-08-31,9324,9595,9324,9475,148347,279650.0,17755537.0
2005-09-01,9535,9896,9535,9866,229410,291191.0,17755537.0
2005-09-02,9866,10046,9836,9836,136480,290303.0,17755537.0
2005-09-05,9866,9986,9805,9897,115650,292079.0,17755537.0
2005-09-06,9896,10167,9836,9866,193735,291191.0,17755537.0
2005-09-07,9956,10106,9895,10107,333390,298293.0,17755537.0
2005-09-08,10227,10257,9866,9927,289685,292966.0,17755537.0
2005-09-09,9896,10016,9836,9927,140024,292966.0,17755537.0
2005-09-12,9986,10046,9895,9897,165488,292079.0,17755537.0
2005-09-13,9836,9926,9565,9566,240710,282313.0,17755537.0
2005-09-14,9504,9655,9445,9596,171113,283201.0,17755537.0
2005-09-15,9625,10317,9535,10167,515893,300069.0,17755537.0
2005-09-16,10347,10437,10197,10348,227578,305395.0,17755537.0
2005-09-20,10377,10618,10287,10588,294561,312497.0,17755537.0
2005-09-21,10648,10979,10407,10829,353367,319600.0,17755537.0
2005-09-22,10768,10948,10617,10919,264542,322263.0,17755537.0
2005-09-23,10918,10918,10468,10558,208991,311610.0,17755537.0
2005-09-26,10648,10708,10527,10709,140162,316049.0,17755537.0
2005-09-27,10588,11310,10588,11100,336891,327590.0,17755537.0
2005-09-28,11219,11219,10918,11070,193360,326702.0,17755537.0
2005-09-29,11069,11520,10918,11491,388263,339131.0,17755537.0
2005-09-30,11640,11670,11310,11461,276210,338243.0,17755537.0
2005-10-04,11430,11791,11370,11581,200510,341794.0,17755537.0
2005-10-05,11460,12002,11460,11882,296186,350672.0,17755537.0
2005-10-06,12031,12122,11881,12032,401464,355111.0,17755537.0
2005-10-07,12242,12573,11821,12092,700534,356886.0,17755537.0
2005-10-10,12092,12633,12092,12634,704484,372866.0,17755537.0
2005-10-11,12633,12813,12482,12694,344584,374642.0,17755537.0
2005-10-12,12753,12753,12091,12273,289172,362213.0,17755537.0
2005-10-13,12031,12392,11671,12333,296240,363989.0,17755537.0
2005-10-14,12272,13446,12272,13235,1491140,390622.0,17755537.0
2005-10-17,13355,13595,12964,12965,1014390,382632.0,17755537.0
2005-10-18,12904,14167,12904,14108,919512,416367.0,17755537.0
2005-10-19,13656,14347,13566,14138,477225,417255.0,17755537.0
2005-10-20,14407,14618,13806,14439,301420,426133.0,17755537.0
2005-10-21,14317,14438,13986,14318,209362,422582.0,17755537.0
2005-10-24,14167,14889,14017,14890,407591,439450.0,17755537.0
2005-10-25,14859,15070,14468,14679,210322,433235.0,17755537.0
2005-10-26,14859,14949,14167,14168,170360,418143.0,17755537.0
2005-10-27,14017,14258,13656,13777,276791,406602.0,17755537.0
2005-10-28,13385,13656,13174,13235,190866,390622.0,17755537.0
2005-10-31,13235,13686,13235,13536,200806,399500.0,17755537.0
2005-11-01,13446,14288,13446,14168,352186,418143.0,17755537.0
2005-11-02,14438,14919,14167,14619,370488,431460.0,17755537.0
2005-11-03,14678,14708,14347,14439,114213,426133.0,17755537.0
2005-11-04,14468,14679,14317,14409,97050,425245.0,17755537.0
2005-11-07,14679,14679,13986,14288,125210,421694.0,17755537.0
2005-11-08,14288,14438,14077,14439,191702,426133.0,17755537.0
2005-11-09,14438,14980,14348,14980,293699,442113.0,17755537.0
2005-11-10,15190,15250,14889,14890,204451,439450.0,17755537.0
2005-11-11,15160,15881,14919,15883,447726,468746.0,17755537.0
2005-11-14,15671,16424,15521,16304,216717,481175.0,17755537.0
2005-11-15,16123,18228,16123,18169,1267218,536217.0,17755537.0
2005-11-16,18047,19551,17837,18139,556071,535329.0,17755537.0
2005-11-17,17927,18048,17477,18048,307740,532666.0,17755537.0
2005-11-18,18409,18619,17717,17748,287956,523788.0,17755537.0
2005-11-21,17626,19250,17566,19252,423252,568177.0,17755537.0
2005-11-22,19792,20514,19250,20094,385520,593035.0,17755537.0
2005-11-23,20394,20845,19733,20214,237402,596586.0,17755537.0
2005-11-24,20454,20544,19822,20094,212084,593035.0,17755537.0
2005-11-25,19972,20183,19792,19974,179351,589484.0,17755537.0
2005-11-28,19852,19972,19341,19372,225671,571728.0,17755537.0
2005-11-29,18950,19913,18800,18800,225681,554861.0,17755537.0
2005-11-30,18769,19311,18769,18951,191116,559299.0,17755537.0
2005-12-01,18980,19161,18408,18500,238057,545983.0,17755537.0
2005-12-02,18649,19582,18619,19402,329167,572616.0,17755537.0
2005-12-05,19161,19792,19011,19191,169305,566402.0,17755537.0
2005-12-06,18920,19311,18499,18530,215031,546871.0,17755537.0
2005-12-07,18379,18860,17205,17988,578525,530891.0,17755537.0
2005-12-08,17627,17837,17296,17357,325166,512247.0,17755537.0
2005-12-09,17085,17747,17055,17146,210921,506033.0,17755537.0
2005-12-12,16904,17596,16874,16875,265622,498043.0,17755537.0
2005-12-13,16904,17085,16273,16364,379956,482951.0,17755537.0
2005-12-14,16544,17747,16483,17748,624603,523788.0,17755537.0
2005-12-15,17567,18739,17446,18710,509966,552197.0,17755537.0
2005-12-16,17777,18408,17115,17266,395147,509584.0,17755537.0
2005-12-19,17266,17416,16604,16725,307260,493604.0,17755537.0
2005-12-20,16544,17687,16393,16785,519204,495379.0,17755537.0
2005-12-21,16784,17446,16784,17026,228176,502482.0,17755537.0
2005-12-22,17085,17175,16243,16244,286107,479399.0,17755537.0
2005-12-23,16032,16453,15491,16364,228336,482951.0,17755537.0
2005-12-26,16243,16904,16243,16755,324246,494492.0,17755537.0
2005-12-27,16604,16904,16483,16665,173240,491828.0,17755537.0
2005-12-28,16393,16724,16333,16695,125578,492716.0,17755537.0
2005-12-29,16754,17205,16483,16965,168452,500706.0,17755537.0
2006-01-02,16965,17867,16844,17808,265210,525564.0,17755537.0
2006-01-03,17807,17988,17386,17958,308241,530003.0,17755537.0
2006-01-04,18018,18138,17446,17447,218460,514911.0,17755537.0
2006-01-05,17326,17446,16453,16845,237237,497155.0,17755537.0
2006-01-06,16664,17266,16574,17236,269527,508696.0,17755537.0
2006-01-09,17446,17446,16724,16785,212334,495379.0,17755537.0
2006-01-10,16784,16845,15521,15612,516057,460756.0,17755537.0
2006-01-11,15611,16062,15491,16063,248222,474073.0,17755537.0
2006-01-12,15942,16393,15822,15822,258397,466971.0,17755537.0
2006-01-13,15581,16002,15581,15852,179850,467858.0,17755537.0
