아모레퍼시픽그룹(002790),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-10-05,1592,1592,1531,1545,25880,195518.0,8500800.0
1999-10-06,1484,1639,1484,1626,30630,205719.0,8500800.0
1999-10-07,1652,1706,1632,1707,32780,215920.0,8500800.0
1999-10-08,1706,1780,1659,1723,22900,218046.0,8500800.0
1999-10-11,1709,1780,1689,1690,9780,213795.0,8500800.0
1999-10-12,1646,1901,1646,1881,144550,238022.0,8500800.0
1999-10-13,1780,1894,1780,1868,58950,236322.0,8500800.0
1999-10-14,1814,1891,1814,1868,42990,236322.0,8500800.0
1999-10-15,1861,1881,1787,1801,33950,227821.0,8500800.0
1999-10-18,1800,1834,1746,1774,20360,224421.0,8500800.0
1999-10-19,1814,1834,1746,1747,50800,221021.0,8500800.0
1999-10-20,1787,1982,1746,1901,88080,240573.0,8500800.0
1999-10-21,1914,1982,1834,1834,54090,232072.0,8500800.0
1999-10-22,1834,1881,1793,1834,19130,232072.0,8500800.0
1999-10-25,1834,1908,1780,1787,25800,226121.0,8500800.0
1999-10-26,1767,1814,1753,1787,26930,226121.0,8500800.0
1999-10-27,1780,1820,1763,1787,15800,226121.0,8500800.0
1999-10-28,1753,1847,1753,1821,51480,230372.0,8500800.0
1999-10-29,1840,1914,1824,1888,40870,238872.0,8500800.0
1999-11-01,1914,1948,1881,1935,25800,244823.0,8500800.0
1999-11-02,1938,1975,1908,1975,56270,249924.0,8500800.0
1999-11-03,1961,1982,1935,1955,23150,247373.0,8500800.0
1999-11-04,1948,1982,1941,1948,45480,246523.0,8500800.0
1999-11-05,1948,1982,1881,1908,52640,241423.0,8500800.0
1999-11-08,1941,1955,1908,1945,98220,246098.0,8500800.0
1999-11-09,1982,2082,1921,2016,75070,255024.0,8500800.0
1999-11-10,1948,1982,1894,1915,59060,242273.0,8500800.0
1999-11-11,1914,1982,1894,1915,47040,242273.0,8500800.0
1999-11-12,1948,1955,1814,1814,103880,229522.0,8500800.0
1999-11-15,1814,1827,1753,1787,45790,226121.0,8500800.0
1999-11-16,1767,1867,1767,1848,51630,233772.0,8500800.0
1999-11-17,1817,2123,1800,2016,348920,255024.0,8500800.0
1999-11-18,2049,2210,1914,2049,458590,259274.0,8500800.0
1999-11-19,2089,2143,2035,2123,195060,268625.0,8500800.0
1999-11-22,2156,2197,2066,2083,205440,263525.0,8500800.0
1999-11-23,2116,2116,2015,2049,116350,259274.0,8500800.0
1999-11-24,2015,2015,1881,1908,122470,241423.0,8500800.0
1999-11-25,1941,1948,1840,1841,139590,232922.0,8500800.0
1999-11-26,1834,1834,1780,1780,106690,225271.0,8500800.0
1999-11-29,1720,1773,1720,1760,58820,222721.0,8500800.0
1999-11-30,1780,1807,1699,1770,75260,223996.0,8500800.0
1999-12-01,1800,1800,1699,1713,81300,216770.0,8500800.0
1999-12-02,1683,1888,1683,1747,142060,221021.0,8500800.0
1999-12-03,1746,1840,1726,1814,94220,229522.0,8500800.0
1999-12-06,1800,1827,1686,1723,56720,218046.0,8500800.0
1999-12-07,1746,1767,1578,1626,59590,205719.0,8500800.0
1999-12-08,1589,1699,1390,1391,61040,175967.0,8500800.0
1999-12-09,1599,1599,1599,1599,94870,202319.0,8500800.0
1999-12-10,1666,1780,1619,1646,132720,208270.0,8500800.0
1999-12-13,1740,1740,1585,1646,71010,208270.0,8500800.0
1999-12-14,1666,1699,1612,1646,94830,208270.0,8500800.0
1999-12-15,1619,1673,1585,1619,60390,204869.0,8500800.0
1999-12-16,1572,1646,1545,1619,59750,204869.0,8500800.0
1999-12-17,1646,1646,1552,1613,45350,204019.0,8500800.0
1999-12-20,1578,1625,1565,1572,52600,198919.0,8500800.0
1999-12-21,1572,1572,1478,1559,59010,197219.0,8500800.0
1999-12-22,1484,1518,1410,1411,97110,178517.0,8500800.0
1999-12-23,1363,1431,1363,1377,92100,174266.0,8500800.0
1999-12-24,1384,1424,1343,1344,77490,170016.0,8500800.0
1999-12-27,1343,1377,1283,1317,74560,166616.0,8500800.0
1999-12-28,1296,1370,1266,1344,88140,170016.0,8500800.0
2000-01-04,1293,1367,1243,1320,48710,167041.0,8500800.0
2000-01-05,1337,1444,1337,1398,56610,176817.0,8500800.0
2000-01-06,1377,1394,1343,1344,161690,170016.0,8500800.0
2000-01-07,1350,1394,1316,1371,28200,173416.0,8500800.0
2000-01-10,1377,1451,1353,1371,48160,173416.0,8500800.0
2000-01-11,1384,1410,1343,1364,52880,172566.0,8500800.0
2000-01-12,1377,1377,1316,1364,48390,172566.0,8500800.0
2000-01-13,1343,1464,1337,1431,101990,181067.0,8500800.0
2000-01-14,1424,1424,1363,1371,27770,173416.0,8500800.0
2000-01-17,1377,1431,1343,1367,59360,172991.0,8500800.0
2000-01-18,1347,1367,1340,1344,95280,170016.0,8500800.0
2000-01-19,1343,1343,1243,1277,42790,161515.0,8500800.0
2000-01-20,1276,1310,1253,1277,51430,161515.0,8500800.0
2000-01-21,1253,1343,1222,1344,47940,170016.0,8500800.0
2000-01-24,1357,1363,1316,1344,37320,170016.0,8500800.0
2000-01-25,1374,1374,1276,1337,14110,169166.0,8500800.0
2000-01-26,1363,1414,1337,1404,55940,177667.0,8500800.0
2000-01-27,1424,1468,1417,1428,39370,180642.0,8500800.0
2000-01-28,1454,1454,1380,1411,24930,178517.0,8500800.0
2000-01-31,1384,1404,1357,1391,23320,175967.0,8500800.0
2000-02-01,1387,1424,1370,1411,43470,178517.0,8500800.0
2000-02-02,1444,1525,1390,1512,26690,191268.0,8500800.0
2000-02-03,1511,1538,1444,1518,28320,192118.0,8500800.0
2000-02-07,1518,1538,1444,1445,27160,182767.0,8500800.0
2000-02-08,1437,1505,1410,1455,27150,184042.0,8500800.0
2000-02-09,1454,1454,1394,1404,44940,177667.0,8500800.0
2000-02-10,1360,1394,1310,1310,41130,165766.0,8500800.0
2000-02-11,1343,1343,1283,1303,30080,164916.0,8500800.0
2000-02-14,1286,1323,1243,1283,25070,162365.0,8500800.0
2000-02-15,1310,1310,1232,1243,31440,157265.0,8500800.0
2000-02-16,1216,1266,1152,1189,81860,150464.0,8500800.0
2000-02-17,1189,1209,1101,1176,152510,148764.0,8500800.0
2000-02-18,1162,1199,1148,1152,75580,145789.0,8500800.0
2000-02-21,1112,1142,1014,1035,46340,130912.0,8500800.0
2000-02-22,1007,1061,974,1055,249130,133463.0,8500800.0
2000-02-23,1075,1175,1054,1142,69290,144514.0,8500800.0
2000-02-24,1128,1209,1091,1176,133180,148764.0,8500800.0
2000-02-25,1202,1209,1169,1176,53840,148764.0,8500800.0
2000-02-28,1202,1263,1189,1223,59930,154715.0,8500800.0
2000-02-29,1259,1259,1148,1203,22020,152164.0,8500800.0
2000-03-02,1195,1222,1175,1206,39030,152589.0,8500800.0
2000-03-03,1236,1236,1108,1122,34690,141963.0,8500800.0
2000-03-06,1148,1243,1142,1226,40840,155140.0,8500800.0
2000-03-07,1209,1303,1189,1300,52450,164490.0,8500800.0
2000-03-08,1229,1384,1222,1364,48010,172566.0,8500800.0
2000-03-09,1290,1410,1175,1176,54350,148764.0,8500800.0
2000-03-10,1243,1337,1236,1310,31480,165766.0,8500800.0
2000-03-13,1316,1437,1246,1411,96770,178517.0,8500800.0
2000-03-14,1410,1417,1353,1408,54500,178092.0,8500800.0
2000-03-15,1337,1394,1323,1367,34570,172991.0,8500800.0
2000-03-16,1384,1410,1330,1337,21220,169166.0,8500800.0
2000-03-17,1397,1397,1337,1371,25590,173416.0,8500800.0
2000-03-20,1410,1410,1330,1344,32960,170016.0,8500800.0
2000-03-21,1374,1404,1330,1337,13920,169166.0,8500800.0
2000-03-22,1323,1357,1303,1344,26670,170016.0,8500800.0
2000-03-23,1323,1337,1303,1310,40120,165766.0,8500800.0
2000-03-24,1323,1323,1300,1310,64990,165766.0,8500800.0
2000-03-27,1323,1330,1296,1307,31480,165341.0,8500800.0
2000-03-28,1337,1350,1303,1344,29930,170016.0,8500800.0
2000-03-29,1377,1377,1259,1260,32660,159390.0,8500800.0
2000-03-30,1263,1296,1256,1256,46060,158965.0,8500800.0
2000-03-31,1290,1296,1243,1263,28470,159815.0,8500800.0
2000-04-03,1263,1290,1249,1277,30640,161515.0,8500800.0
2000-04-04,1276,1306,1256,1256,20190,158965.0,8500800.0
2000-04-06,1243,1249,1175,1193,15840,150889.0,8500800.0
2000-04-07,1192,1222,1165,1209,28600,153014.0,8500800.0
2000-04-10,1175,1229,1162,1209,31680,153014.0,8500800.0
2000-04-11,1216,1226,1169,1169,17340,147914.0,8500800.0
2000-04-12,1148,1195,1142,1142,12700,144514.0,8500800.0
2000-04-14,1148,1148,1095,1115,14020,141113.0,8500800.0
2000-04-17,1011,1095,1011,1065,38330,134738.0,8500800.0
2000-04-18,1075,1159,1064,1109,90330,140263.0,8500800.0
2000-04-19,1202,1202,1105,1129,66710,142813.0,8500800.0
2000-04-20,1125,1135,1108,1115,6420,141113.0,8500800.0
2000-04-21,1128,1175,1115,1176,32580,148764.0,8500800.0
2000-04-24,1152,1175,1122,1176,17920,148764.0,8500800.0
2000-04-25,1169,1209,1162,1169,39690,147914.0,8500800.0
2000-04-26,1195,1216,1112,1112,8360,140688.0,8500800.0
2000-04-27,1112,1148,1061,1068,89790,135163.0,8500800.0
2000-04-28,1068,1128,1068,1129,39690,142813.0,8500800.0
2000-05-02,1145,1209,1128,1146,118040,144939.0,8500800.0
2000-05-03,1169,1202,1162,1199,98820,151739.0,8500800.0
2000-05-04,1206,1350,1206,1310,584820,165766.0,8500800.0
2000-05-08,1397,1461,1337,1411,230450,178517.0,8500800.0
2000-05-09,1471,1471,1363,1384,84640,175116.0,8500800.0
2000-05-10,1384,1437,1330,1424,49480,180217.0,8500800.0
2000-05-12,1410,1410,1320,1337,39790,169166.0,8500800.0
2000-05-15,1266,1410,1222,1347,51070,170441.0,8500800.0
2000-05-16,1300,1377,1300,1357,28900,171716.0,8500800.0
2000-05-17,1290,1390,1273,1297,29820,164065.0,8500800.0
2000-05-18,1263,1343,1243,1250,37800,158115.0,8500800.0
2000-05-19,1243,1266,1162,1216,44940,153864.0,8500800.0
2000-05-22,1195,1236,1165,1183,28440,149614.0,8500800.0
2000-05-23,1148,1232,1148,1179,41000,149189.0,8500800.0
2000-05-24,1229,1243,1175,1216,69850,153864.0,8500800.0
2000-05-25,1263,1306,1212,1256,97020,158965.0,8500800.0
2000-05-26,1256,1353,1253,1310,86150,165766.0,8500800.0
2000-05-29,1310,1377,1310,1344,45470,170016.0,8500800.0
2000-05-30,1357,1410,1350,1381,72990,174691.0,8500800.0
2000-05-31,1384,1427,1377,1377,79000,174266.0,8500800.0
2000-06-01,1397,1511,1380,1411,69980,178517.0,8500800.0
2000-06-02,1410,1441,1384,1384,102260,175116.0,8500800.0
2000-06-05,1431,1464,1367,1431,122190,181067.0,8500800.0
2000-06-07,1417,1464,1377,1438,78080,181917.0,8500800.0
2000-06-08,1404,1451,1286,1344,79670,170016.0,8500800.0
2000-06-09,1316,1377,1316,1377,25240,174266.0,8500800.0
2000-06-12,1357,1437,1357,1411,36200,178517.0,8500800.0
2000-06-13,1410,1410,1377,1384,13000,175116.0,8500800.0
2000-06-14,1384,1397,1323,1357,22640,171716.0,8500800.0
2000-06-15,1363,1397,1216,1300,15590,164490.0,8500800.0
2000-06-16,1337,1337,1222,1277,20070,161515.0,8500800.0
2000-06-19,1276,1310,1243,1243,6150,157265.0,8500800.0
2000-06-20,1253,1363,1253,1290,43310,163215.0,8500800.0
2000-06-21,1276,1343,1276,1290,17850,163215.0,8500800.0
2000-06-22,1310,1337,1256,1337,22830,169166.0,8500800.0
2000-06-23,1330,1333,1286,1307,21790,165341.0,8500800.0
2000-06-26,1310,1363,1310,1344,16230,170016.0,8500800.0
2000-06-27,1377,1397,1337,1398,15310,176817.0,8500800.0
2000-06-28,1410,1424,1357,1411,21350,178517.0,8500800.0
2000-06-29,1390,1451,1390,1411,54440,178517.0,8500800.0
2000-06-30,1451,1451,1397,1398,10770,176817.0,8500800.0
2000-07-03,1377,1599,1370,1545,37640,195518.0,8500800.0
2000-07-04,1505,1531,1410,1438,23140,181917.0,8500800.0
2000-07-05,1478,1508,1417,1492,35590,188718.0,8500800.0
2000-07-06,1491,1642,1451,1599,93060,202319.0,8500800.0
2000-07-07,1599,1666,1548,1565,80110,198069.0,8500800.0
2000-07-10,1612,1625,1548,1572,39830,198919.0,8500800.0
2000-07-11,1602,1605,1535,1535,57910,194243.0,8500800.0
2000-07-12,1511,1558,1511,1539,19520,194668.0,8500800.0
2000-07-13,1538,1538,1478,1512,32930,191268.0,8500800.0
2000-07-14,1578,1605,1484,1485,67100,187868.0,8500800.0
2000-07-18,1451,1518,1417,1418,42480,179367.0,8500800.0
2000-07-19,1387,1451,1387,1418,27850,179367.0,8500800.0
2000-07-20,1404,1471,1404,1418,18190,179367.0,8500800.0
2000-07-21,1417,1471,1414,1445,17270,182767.0,8500800.0
2000-07-24,1417,1464,1347,1357,65330,171716.0,8500800.0
2000-07-25,1357,1458,1357,1411,14300,178517.0,8500800.0
2000-07-26,1410,1491,1397,1438,62730,181917.0,8500800.0
2000-07-27,1471,1531,1451,1492,75380,188718.0,8500800.0
2000-07-28,1505,1545,1464,1498,20350,189568.0,8500800.0
2000-07-31,1471,1545,1471,1545,24390,195518.0,8500800.0
2000-08-01,1548,1578,1505,1545,28730,195518.0,8500800.0
2000-08-02,1558,1592,1531,1545,54710,195518.0,8500800.0
2000-08-03,1535,1545,1498,1498,41360,189568.0,8500800.0
2000-08-04,1478,1545,1468,1518,22210,192118.0,8500800.0
2000-08-07,1518,1592,1488,1545,62580,195518.0,8500800.0
2000-08-08,1578,1706,1578,1646,109120,208270.0,8500800.0
2000-08-09,1693,1726,1649,1680,96830,212520.0,8500800.0
2000-08-10,1629,1676,1582,1646,59810,208270.0,8500800.0
2000-08-11,1642,1706,1612,1707,57330,215920.0,8500800.0
2000-08-14,1746,1794,1706,1737,83600,219746.0,8500800.0
2000-08-16,1746,1867,1746,1841,99170,232922.0,8500800.0
2000-08-17,1814,1867,1787,1787,58460,226121.0,8500800.0
2000-08-18,1746,1834,1730,1780,56830,225271.0,8500800.0
2000-08-21,1770,1834,1693,1814,55040,229522.0,8500800.0
2000-08-22,1814,1901,1814,1881,70150,238022.0,8500800.0
2000-08-23,1847,1881,1827,1848,107070,233772.0,8500800.0
2000-08-24,1840,1874,1760,1807,27930,228672.0,8500800.0
2000-08-25,1881,1901,1827,1888,91390,238872.0,8500800.0
2000-08-28,1901,1901,1851,1868,19720,236322.0,8500800.0
2000-08-29,1881,1935,1861,1915,32490,242273.0,8500800.0
2000-08-30,1948,1948,1867,1881,23870,238022.0,8500800.0
2000-08-31,1599,1881,1599,1841,53830,232922.0,8500800.0
2000-09-01,1840,1901,1814,1878,29440,237597.0,8500800.0
2000-09-04,1908,1935,1783,1861,21800,235472.0,8500800.0
2000-09-05,1807,1901,1807,1821,24720,230372.0,8500800.0
2000-09-06,1814,1847,1783,1807,21940,228672.0,8500800.0
2000-09-07,1787,1817,1753,1814,29210,229522.0,8500800.0
2000-09-08,1814,1847,1767,1807,11700,228672.0,8500800.0
2000-09-14,1686,1814,1686,1754,45600,221871.0,8500800.0
2000-09-15,1767,1767,1703,1733,14990,219321.0,8500800.0
2000-09-18,1686,1723,1646,1713,31920,216770.0,8500800.0
