CJ대한통운(000120),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-01-04,18140.0,20228.0,18140.0,19475.0,411870.0,81936.0,14400000.0
1999-01-05,18824.0,19884.0,18139.0,19886.0,533890.0,83664.0,14400000.0
1999-01-06,20912.0,22316.0,18859.0,20878.0,1438700.0,87840.0,14400000.0
1999-01-07,21219.0,21904.0,20740.0,21221.0,758130.0,89280.0,14400000.0
1999-01-08,20534.0,24402.0,20227.0,24404.0,1280050.0,102672.0,14400000.0
1999-01-11,25636.0,26697.0,23343.0,24917.0,1675710.0,104832.0,14400000.0
1999-01-12,25499.0,27039.0,25327.0,27039.0,1327360.0,113760.0,14400000.0
1999-01-13,27004.0,27894.0,25737.0,26355.0,1091910.0,110880.0,14400000.0
1999-01-14,25361.0,25635.0,22589.0,22761.0,788490.0,95760.0,14400000.0
1999-01-15,23788.0,26150.0,22966.0,26149.0,1328520.0,110016.0,14400000.0
1999-01-18,28064.0,30050.0,27551.0,29401.0,2568180.0,123696.0,14400000.0
1999-01-19,29092.0,29400.0,26696.0,26697.0,1414050.0,112320.0,14400000.0
1999-01-20,27382.0,28032.0,25328.0,25670.0,1202710.0,108000.0,14400000.0
1999-01-21,25669.0,26525.0,24299.0,24986.0,833910.0,105120.0,14400000.0
1999-01-22,25019.0,25326.0,22315.0,22316.0,759740.0,93888.0,14400000.0
1999-01-25,24299.0,25634.0,22999.0,25636.0,998100.0,107856.0,14400000.0
1999-01-26,25669.0,27311.0,22315.0,23959.0,1953080.0,100800.0,14400000.0
1999-01-27,24642.0,24642.0,21322.0,23651.0,812280.0,99504.0,14400000.0
1999-01-28,23615.0,25634.0,23615.0,23959.0,967610.0,100800.0,14400000.0
1999-01-29,24335.0,26526.0,24130.0,26320.0,1588420.0,110736.0,14400000.0
1999-02-01,27346.0,30256.0,26799.0,30257.0,2598880.0,127296.0,14400000.0
1999-02-02,32103.0,33096.0,28578.0,29093.0,4089970.0,122400.0,14400000.0
1999-02-03,30118.0,30290.0,26354.0,26355.0,2300060.0,110880.0,14400000.0
1999-02-04,26834.0,27039.0,24027.0,26320.0,1440750.0,110736.0,14400000.0
1999-02-05,25328.0,26629.0,25157.0,25670.0,1006190.0,108000.0,14400000.0
1999-02-08,25669.0,27004.0,24642.0,24678.0,760920.0,103824.0,14400000.0
1999-02-09,24026.0,24573.0,21939.0,22590.0,811140.0,95040.0,14400000.0
1999-02-10,22590.0,24506.0,21597.0,23411.0,869740.0,98496.0,14400000.0
1999-02-11,23444.0,24950.0,22931.0,23959.0,627210.0,100800.0,14400000.0
1999-02-12,23615.0,24573.0,23615.0,24130.0,522190.0,101520.0,14400000.0
1999-02-18,24301.0,24951.0,23445.0,23719.0,383940.0,99792.0,14400000.0
1999-02-19,21630.0,23273.0,21630.0,22590.0,414390.0,95040.0,14400000.0
1999-02-22,22932.0,24404.0,22590.0,23616.0,688910.0,99360.0,14400000.0
1999-02-23,23958.0,24608.0,22281.0,22590.0,538240.0,95040.0,14400000.0
1999-02-24,22931.0,23239.0,21698.0,21700.0,373770.0,91296.0,14400000.0
1999-02-25,21255.0,21529.0,20297.0,20399.0,380530.0,85824.0,14400000.0
1999-02-26,20878.0,22247.0,20878.0,21939.0,454080.0,92304.0,14400000.0
1999-03-02,22281.0,22829.0,21288.0,22247.0,479700.0,93600.0,14400000.0
1999-03-03,22075.0,22726.0,21220.0,21529.0,293870.0,90576.0,14400000.0
1999-03-04,21905.0,22214.0,21563.0,21802.0,251290.0,91728.0,14400000.0
1999-03-05,21529.0,22521.0,21255.0,21939.0,276750.0,92304.0,14400000.0
1999-03-08,22417.0,24266.0,22417.0,23788.0,813370.0,100080.0,14400000.0
1999-03-09,24472.0,24472.0,23000.0,23103.0,502370.0,97200.0,14400000.0
1999-03-10,23137.0,23923.0,22760.0,22932.0,324290.0,96480.0,14400000.0
1999-03-11,22966.0,25327.0,22931.0,24438.0,855320.0,102816.0,14400000.0
1999-03-12,24986.0,25670.0,24130.0,24643.0,800890.0,103680.0,14400000.0
1999-03-15,25258.0,25498.0,23718.0,24096.0,502880.0,101376.0,14400000.0
1999-03-16,24299.0,24437.0,23786.0,23959.0,369080.0,100800.0,14400000.0
1999-03-17,24299.0,24848.0,23820.0,23959.0,557750.0,100800.0,14400000.0
1999-03-18,23343.0,24301.0,22624.0,22658.0,306450.0,95328.0,14400000.0
1999-03-19,22590.0,23514.0,22590.0,23137.0,350730.0,97344.0,14400000.0
1999-03-22,23137.0,23753.0,22761.0,23274.0,307700.0,97920.0,14400000.0
1999-03-23,23274.0,24130.0,22932.0,23308.0,336190.0,98064.0,14400000.0
1999-03-24,23342.0,26799.0,23342.0,26800.0,1101560.0,112752.0,14400000.0
1999-03-25,25773.0,27382.0,24061.0,24369.0,2421000.0,102528.0,14400000.0
1999-03-26,26081.0,26355.0,24541.0,24643.0,804440.0,103680.0,14400000.0
1999-03-29,23959.0,24472.0,23445.0,23548.0,419710.0,99072.0,14400000.0
1999-03-30,23959.0,24985.0,23856.0,24301.0,480190.0,102240.0,14400000.0
1999-03-31,23959.0,24951.0,23856.0,24301.0,444940.0,102240.0,14400000.0
1999-04-01,23993.0,24815.0,23993.0,24643.0,410360.0,103680.0,14400000.0
1999-04-02,24984.0,25669.0,24471.0,25328.0,750290.0,106560.0,14400000.0
1999-04-06,25841.0,28236.0,24985.0,26868.0,1834070.0,113040.0,14400000.0
1999-04-07,27893.0,30769.0,27072.0,27313.0,1923590.0,114912.0,14400000.0
1999-04-08,28065.0,28065.0,26354.0,27005.0,744250.0,113616.0,14400000.0
1999-04-09,30632.0,30803.0,27107.0,27553.0,1533720.0,115920.0,14400000.0
1999-04-12,27210.0,27552.0,26183.0,26868.0,707680.0,113040.0,14400000.0
1999-04-13,26183.0,28408.0,26183.0,26868.0,597690.0,113040.0,14400000.0
1999-04-14,26388.0,27381.0,26286.0,26286.0,516590.0,110592.0,14400000.0
1999-04-15,26080.0,27209.0,26080.0,26697.0,532080.0,112320.0,14400000.0
