STX(011810),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2004-06-07,284466,291397,282472,283810,118653,84871.0,22938188.0
2004-06-08,282270,326519,277467,326386,1170916,97602.0,22938188.0
2004-06-09,337187,337989,315859,325601,423548,97373.0,22938188.0
2004-06-10,329093,368150,316034,323769,689676,96799.0,22938188.0
2004-06-11,329013,352602,323542,347412,615981,103910.0,22938188.0
2004-06-14,343303,349565,306911,307192,252450,91867.0,22938188.0
2004-06-15,306659,353170,306659,353170,431409,105630.0,22938188.0
2004-06-16,405636,405636,356596,362069,2209247,108268.0,22938188.0
2004-06-17,367393,394982,330611,357009,1537967,106777.0,22938188.0
2004-06-18,357067,375866,345869,346016,546003,103451.0,22938188.0
2004-06-21,345834,361568,345043,345580,436748,103337.0,22938188.0
2004-06-22,347650,352709,325799,331795,358190,99208.0,22938188.0
2004-06-23,331677,381117,331677,381263,1680049,114003.0,22938188.0
2004-06-24,390796,426105,379743,391209,1400691,116985.0,22938188.0
2004-06-25,391112,449343,387245,449490,2051243,134418.0,22938188.0
2004-06-28,476325,512438,457928,461006,1881330,137859.0,22938188.0
2004-06-29,461604,489996,441614,464147,1957644,138776.0,22938188.0
2004-06-30,456160,467760,418720,421920,1381825,126160.0,22938188.0
2004-07-01,421751,454010,421751,423490,847678,126619.0,22938188.0
2004-07-02,406649,438640,397309,416511,921285,124554.0,22938188.0
2004-07-05,408915,418910,388256,394263,769298,117902.0,22938188.0
2004-07-06,395668,450982,395668,426457,1998290,127536.0,22938188.0
2004-07-07,420961,425484,406430,423490,490830,126619.0,22938188.0
2004-07-08,425618,446410,406564,406565,918440,121572.0,22938188.0
2004-07-09,402647,419439,391984,395048,378368,118132.0,22938188.0
2004-07-12,404006,411605,373231,373499,447835,111709.0,22938188.0
2004-07-13,369700,388888,368095,374371,536343,111938.0,22938188.0
2004-07-14,375658,382455,360325,364338,342880,108956.0,22938188.0
2004-07-15,368131,379731,364264,377337,378009,112856.0,22938188.0
2004-07-16,377261,381126,368470,378210,204655,113085.0,22938188.0
2004-07-19,369164,394211,369164,384230,282471,114920.0,22938188.0
2004-07-20,384137,391858,371880,372015,185167,111250.0,22938188.0
2004-07-21,383050,383452,372253,372801,105639,111480.0,22938188.0
2004-07-22,364185,370313,360452,360586,103882,107809.0,22938188.0
2004-07-23,353804,360333,349536,352734,123228,105516.0,22938188.0
2004-07-26,351317,359051,347049,347063,86540,103795.0,22938188.0
2004-07-27,345010,345010,330478,345144,116029,103222.0,22938188.0
2004-07-28,349253,379639,349253,360586,179350,107809.0,22938188.0
2004-07-29,360407,364942,345487,348285,69140,104139.0,22938188.0
2004-07-30,352707,359370,345910,346714,61166,103681.0,22938188.0
2004-08-02,340298,349491,310314,310595,74411,92900.0,22938188.0
2004-08-03,322092,328755,312887,318359,100260,95193.0,22938188.0
2004-08-04,310641,316113,303054,314521,85557,94047.0,22938188.0
2004-08-05,312094,337276,311693,328218,90033,98175.0,22938188.0
2004-08-06,320484,331938,315815,328218,47960,98175.0,22938188.0
2004-08-09,322795,336656,322795,335198,47550,100240.0,22938188.0
2004-08-10,330846,337243,330846,332842,50007,99552.0,22938188.0
2004-08-11,337466,340530,322534,322547,83560,96455.0,22938188.0
2004-08-12,325773,329640,321918,325252,47134,97258.0,22938188.0
2004-08-13,322811,330945,322811,329876,45116,98634.0,22938188.0
2004-08-16,329572,348772,329572,347848,108200,104025.0,22938188.0
2004-08-17,352719,394960,351916,360586,335040,107809.0,22938188.0
2004-08-18,357454,364385,350523,351338,79020,105057.0,22938188.0
2004-08-19,353409,359136,341821,342090,82260,102304.0,22938188.0
2004-08-20,339041,353571,339041,353170,67860,105630.0,22938188.0
2004-08-23,354240,360101,354240,355177,57102,106204.0,22938188.0
2004-08-24,359233,359233,349907,354043,53730,105860.0,22938188.0
2004-08-25,350920,360125,350920,356660,45185,106663.0,22938188.0
2004-08-26,361131,367260,358067,362069,68920,108268.0,22938188.0
2004-08-27,361979,370381,349722,358929,57840,107351.0,22938188.0
2004-08-30,356579,364847,356579,362855,58730,108498.0,22938188.0
2004-08-31,358904,366904,357031,357445,61180,106892.0,22938188.0
2004-09-01,357216,404126,356693,388941,645060,116297.0,22938188.0
2004-09-02,388545,400947,380155,392693,270480,117444.0,22938188.0
2004-09-03,400190,450833,399399,421920,1574891,126160.0,22938188.0
2004-09-06,430055,475374,429265,447919,1040363,133959.0,22938188.0
2004-09-07,477734,514516,417096,514662,3572941,153915.0,22938188.0
2004-09-08,565976,591291,559848,591438,4779374,176853.0,22938188.0
2004-09-09,621090,679456,608955,626685,5278337,187405.0,22938188.0
2004-09-10,614375,625963,552132,590653,2407864,176624.0,22938188.0
2004-09-13,583559,665646,576628,659664,3484691,197268.0,22938188.0
2004-09-14,651957,704060,636624,655826,2591191,196122.0,22938188.0
2004-09-15,642725,682436,621130,621276,1446666,185799.0,22938188.0
2004-09-16,618202,632732,579025,594492,1286878,177771.0,22938188.0
2004-09-17,602107,620504,581314,590653,1402425,176624.0,22938188.0
2004-09-20,583640,595106,543003,575385,1212336,172036.0,22938188.0
2004-09-21,569800,601257,552084,552352,1481828,165155.0,22938188.0
2004-09-22,559785,561912,523804,524608,801219,156897.0,22938188.0
2004-09-23,527713,552895,524648,529319,1274146,158273.0,22938188.0
2004-09-24,540026,608264,533764,608277,3136158,181900.0,22938188.0
2004-09-30,640451,651114,584482,621276,1900073,185799.0,22938188.0
2004-10-01,635725,638254,600670,610545,846677,182588.0,22938188.0
2004-10-04,617327,628927,598273,606008,1016920,181212.0,22938188.0
2004-10-05,605793,628045,601124,625115,1301646,186946.0,22938188.0
2004-10-06,633568,641970,604385,606793,915464,181441.0,22938188.0
2004-10-07,606589,627102,599525,627383,850112,187634.0,22938188.0
2004-10-08,617327,648783,605739,606008,1395893,181212.0,22938188.0
2004-10-11,598308,696383,598308,669610,1648348,200250.0,22938188.0
2004-10-12,681088,690145,636439,636719,990407,190387.0,22938188.0
2004-10-13,636444,648714,620990,622061,561732,186029.0,22938188.0
2004-10-14,613502,617222,589645,589781,479961,176395.0,22938188.0
2004-10-15,577369,611086,571910,582975,336511,174330.0,22938188.0
2004-10-18,582728,594329,575129,576868,349915,172495.0,22938188.0
2004-10-19,579704,590488,572105,574513,245150,171807.0,22938188.0
2004-10-20,573667,585924,549689,552352,347532,165155.0,22938188.0
2004-10-21,553680,563809,529155,559943,313718,167449.0,22938188.0
2004-10-22,557740,567601,546942,546943,259037,163549.0,22938188.0
2004-10-25,532051,552041,532051,544587,277630,162861.0,22938188.0
2004-10-26,544511,551442,543186,548513,155960,164008.0,22938188.0
2004-10-27,554412,566134,546010,546158,189542,163320.0,22938188.0
2004-10-28,551441,609016,551441,579835,556134,173413.0,22938188.0
2004-10-29,579715,603571,559858,592921,255774,177312.0,22938188.0
2004-11-01,600507,603571,587448,592921,185456,177312.0,22938188.0
2004-11-02,595282,602079,587415,594492,196438,177771.0,22938188.0
2004-11-03,598269,627450,594536,608277,361188,181900.0,22938188.0
2004-11-04,609383,612581,581125,581405,284706,173871.0,22938188.0
2004-11-05,584902,605694,581181,593707,289263,177542.0,22938188.0
2004-11-08,598318,651223,588323,598331,1091615,178918.0,22938188.0
2004-11-09,605767,605767,574323,582190,330759,174101.0,22938188.0
2004-11-10,575129,595788,575129,576868,278330,172495.0,22938188.0
2004-11-11,575787,599644,575119,584459,272890,174789.0,22938188.0
2004-11-12,587388,594988,541414,554621,603363,165843.0,22938188.0
2004-11-15,550485,557537,543019,554621,226801,165843.0,22938188.0
2004-11-16,559811,562875,549682,554621,156540,165843.0,22938188.0
2004-11-17,549197,559995,549197,549211,133241,164237.0,22938188.0
2004-11-18,547438,550503,534500,536910,171520,160567.0,22938188.0
2004-11-19,529206,544393,523079,527749,128410,157815.0,22938188.0
2004-11-22,519189,533050,519189,526266,89128,157356.0,22938188.0
2004-11-23,526684,550407,526684,530017,174584,158503.0,22938188.0
2004-11-24,536761,544360,532104,532373,102525,159191.0,22938188.0
2004-11-25,531270,545265,531270,541534,127480,161944.0,22938188.0
2004-11-26,538110,545175,533587,533856,114060,159650.0,22938188.0
2004-11-29,539882,546010,533754,546158,72994,163320.0,22938188.0
2004-11-30,550597,552202,538340,540749,106610,161714.0,22938188.0
2004-12-01,539036,549165,535972,536910,120651,160567.0,22938188.0
2004-12-02,546602,547405,538212,538480,78540,161026.0,22938188.0
2004-12-03,536785,543582,525987,533856,160043,159650.0,22938188.0
2004-12-06,533069,540803,521469,533071,94717,159420.0,22938188.0
2004-12-07,529142,535928,522880,524608,74034,156897.0,22938188.0
2004-12-08,513748,526808,510015,516145,87940,154374.0,22938188.0
2004-12-09,516053,525258,512187,525393,78720,157127.0,22938188.0
2004-12-10,535253,535253,517524,525393,59460,157127.0,22938188.0
2004-12-13,525120,552041,515915,544587,116090,162861.0,22938188.0
2004-12-14,552138,553743,539882,546158,130240,163320.0,22938188.0
2004-12-15,544307,549645,536708,544587,51140,162861.0,22938188.0
2004-12-16,543678,546876,539143,540749,44540,161714.0,22938188.0
2004-12-17,536884,589000,531424,552352,339770,165155.0,22938188.0
2004-12-20,552062,552062,541398,541534,68606,161944.0,22938188.0
2004-12-21,541426,549159,534629,534641,69350,159879.0,22938188.0
2004-12-22,531386,534450,521391,525393,98980,157127.0,22938188.0
2004-12-23,525382,533103,522438,528447,65145,158044.0,22938188.0
2004-12-24,519786,548312,519786,525393,74936,157127.0,22938188.0
2004-12-27,521395,529931,519133,520071,27559,155521.0,22938188.0
2004-12-28,525317,530777,519189,529319,63270,158273.0,22938188.0
2004-12-29,521511,529245,520976,520856,30950,155750.0,22938188.0
2004-12-30,521507,527648,520851,523125,18860,156438.0,22938188.0
2005-01-03,519824,523691,512894,513964,59135,153686.0,22938188.0
2005-01-04,512895,521285,509819,521554,64590,155980.0,22938188.0
2005-01-05,519185,531441,516121,531588,103904,158962.0,22938188.0
2005-01-06,532894,536761,522899,532373,69390,159191.0,22938188.0
2005-01-07,539001,540473,515959,521554,82330,155980.0,22938188.0
2005-01-10,521285,532873,521285,521554,59595,155980.0,22938188.0
2005-01-11,517419,529019,517419,521554,32860,155980.0,22938188.0
2005-01-12,522244,547438,522244,536910,90483,160567.0,22938188.0
2005-01-13,543542,543542,532890,537695,42917,160797.0,22938188.0
2005-01-14,525297,539159,525297,535427,54520,160109.0,22938188.0
2005-01-17,541977,541977,533587,533856,64763,159650.0,22938188.0
2005-01-18,533021,560745,533021,559943,177149,167449.0,22938188.0
2005-01-19,572009,613460,572009,606008,527170,181212.0,22938188.0
2005-01-20,604831,604831,578713,585244,160220,175018.0,22938188.0
2005-01-21,590529,616783,585204,592136,184943,177083.0,22938188.0
2005-01-24,586595,601916,575129,576868,147754,172495.0,22938188.0
2005-01-25,577511,589780,572052,575385,86564,172036.0,22938188.0
2005-01-26,580630,605143,579827,594492,184730,177771.0,22938188.0
2005-01-27,598838,623363,588976,589781,169890,176395.0,22938188.0
2005-01-28,583699,615812,583699,613686,215972,183506.0,22938188.0
2005-01-31,632424,645751,622697,632705,276870,189240.0,22938188.0
2005-02-01,642574,642574,620321,622061,166729,186029.0,22938188.0
2005-02-02,623392,631927,617263,621276,113682,185799.0,22938188.0
2005-02-03,621149,644872,613415,645007,265229,192910.0,22938188.0
2005-02-04,674819,695479,661760,690288,1007987,206444.0,22938188.0
2005-02-07,697974,728628,678786,711837,212039,212866.0,22938188.0
2005-02-11,704098,723420,702627,717159,84845,214472.0,22938188.0
2005-02-14,714897,824452,711030,820720,615755,245439.0,22938188.0
2005-02-15,813120,824452,782466,820720,150342,245439.0,22938188.0
2005-02-16,835766,881874,805258,839914,270784,251173.0,22938188.0
2005-02-17,843663,962533,843663,962668,790549,287874.0,22938188.0
2005-02-18,996993,1004727,927965,989540,419241,295903.0,22938188.0
2005-02-21,1012284,1020017,939522,954991,205171,285580.0,22938188.0
2005-02-22,943306,970091,881865,928119,311490,277552.0,22938188.0
2005-02-23,897347,977842,874159,978111,337163,292462.0,22938188.0
2005-02-24,978055,1123711,978055,1123724,533388,336044.0,22938188.0
2005-02-25,1150677,1288747,1127757,1242640,595814,371599.0,22938188.0
2005-02-28,1326732,1326732,1192651,1204252,374049,360130.0,22938188.0
2005-03-02,1204218,1280992,1135189,1265673,340631,378480.0,22938188.0
2005-03-03,1253917,1365199,1219397,1288705,289010,385362.0,22938188.0
2005-03-04,1276952,1338248,1265352,1319329,239720,394537.0,22938188.0
2005-03-07,1319294,1438163,1319294,1342362,344099,401418.0,22938188.0
2005-03-08,1322946,1372920,1265371,1288705,200800,385362.0,22938188.0
2005-03-09,1273207,1303994,1231099,1280941,110633,383068.0,22938188.0
2005-03-10,1257886,1388089,1257886,1319329,229470,394537.0,22938188.0
2005-03-11,1315389,1373097,1257948,1258082,182468,376186.0,22938188.0
2005-03-14,1253924,1257924,1204083,1227285,172673,367011.0,22938188.0
2005-03-15,1196491,1227145,1142650,1142918,240556,341779.0,22938188.0
2005-03-16,1119912,1185074,1066217,1154434,200165,345220.0,22938188.0
2005-03-17,1112158,1204119,1112158,1139079,153269,340632.0,22938188.0
2005-03-18,1112186,1227201,1004783,1020251,314715,305078.0,22938188.0
2005-03-21,1039140,1050606,927868,1050874,273150,314253.0,22938188.0
2005-03-22,1050676,1073596,1012301,1039357,111390,310812.0,22938188.0
2005-03-23,1016101,1062220,1016101,1047035,121701,313106.0,22938188.0
2005-03-24,1050760,1058347,893503,1027841,512880,307372.0,22938188.0
2005-03-25,1008569,1077610,989382,1077745,343182,322282.0,22938188.0
2005-03-28,1089053,1165817,1073733,1165951,225396,348660.0,22938188.0
2005-03-29,1169574,1235003,1127587,1188896,222131,355542.0,22938188.0
2005-03-30,1188762,1227003,1161841,1227285,117897,367011.0,22938188.0
2005-03-31,1265607,1326914,1211912,1280941,275681,383068.0,22938188.0
2005-04-01,1273258,1319366,1257925,1265673,211096,378480.0,22938188.0
2005-04-04,1257891,1280957,1204062,1211929,156270,362423.0,22938188.0
2005-04-06,1204113,1223313,1165738,1196661,291530,357836.0,22938188.0
2005-04-07,1196628,1223415,1173574,1188896,130184,355542.0,22938188.0
2005-04-08,1180948,1196269,1119653,1173628,200400,350954.0,22938188.0
2005-04-11,1150430,1188671,1142563,1181219,328132,353248.0,22938188.0
2005-04-12,1162108,1196628,1158241,1188896,110607,355542.0,22938188.0
2005-04-13,1188777,1211831,1184910,1185058,80289,354395.0,22938188.0
2005-04-14,1165897,1227193,1165897,1219607,139600,364717.0,22938188.0
2005-04-15,1219718,1250373,1173597,1242640,96460,371599.0,22938188.0
2005-04-18,1211735,1211735,1161760,1173628,67160,350954.0,22938188.0
2005-04-19,1173456,1211831,1158123,1185058,97710,354395.0,22938188.0
2005-04-20,1188906,1257948,1188906,1258082,245054,376186.0,22938188.0
2005-04-21,1242664,1342334,1227199,1303973,260120,389949.0,22938188.0
2005-04-22,1376661,1453289,1349741,1419050,430248,424356.0,22938188.0
2005-04-25,1418910,1438097,1388256,1399856,130110,418622.0,22938188.0
2005-04-26,1399707,1426494,1361199,1426641,117315,426650.0,22938188.0
2005-04-27,1403582,1449557,1369062,1419050,141810,424356.0,22938188.0
2005-04-28,1403746,1418945,1334718,1388427,117440,415181.0,22938188.0
2005-04-29,1342275,1445690,1326820,1419050,104413,424356.0,22938188.0
2005-05-02,1418960,1434426,1392185,1411373,96318,422063.0,22938188.0
2005-05-03,1388253,1464880,1388253,1426641,120340,426650.0,22938188.0
2005-05-04,1434374,1487948,1434374,1465029,182717,438119.0,22938188.0
2005-05-06,1480131,1495585,1434290,1438157,146022,430091.0,22938188.0
2005-05-09,1449536,1453269,1426349,1442083,65710,431238.0,22938188.0
2005-05-10,1445826,1449693,1392118,1392266,71930,416328.0,22938188.0
2005-05-11,1357380,1384301,1326726,1327006,71210,396831.0,22938188.0
2005-05-12,1323103,1334703,1311637,1311651,60900,392243.0,22938188.0
2005-05-13,1288456,1322976,1280857,1292457,45732,386508.0,22938188.0
2005-05-16,1280850,1338291,1265529,1273263,100170,380774.0,22938188.0
2005-05-17,1315194,1361169,1311461,1319329,144310,394537.0,22938188.0
2005-05-18,1342187,1342187,1203984,1204252,146217,360130.0,22938188.0
2005-05-19,1227038,1250092,1146542,1204252,427174,360130.0,22938188.0
2005-05-20,1200518,1242773,1177464,1242640,225653,371599.0,22938188.0
2005-05-23,1242453,1296027,1238586,1296296,128650,387655.0,22938188.0
2005-05-24,1273031,1326726,1249976,1327006,139280,396831.0,22938188.0
2005-05-25,1307672,1334459,1288351,1327006,95085,396831.0,22938188.0
2005-05-26,1311359,1361200,1303760,1361468,57820,407153.0,22938188.0
2005-05-27,1361200,1376655,1319080,1361468,157430,407153.0,22938188.0
2005-05-30,1342275,1418769,1342275,1419050,100520,424356.0,22938188.0
2005-05-31,1407584,1457425,1395996,1457439,123887,435826.0,22938188.0
2005-06-01,1438133,1453454,1388292,1388427,93414,415181.0,22938188.0
2005-06-02,1407579,1407579,1334683,1334684,115368,399124.0,22938188.0
2005-06-03,1365402,1373001,1334614,1342362,134350,401418.0,22938188.0
2005-06-07,1311405,1357380,1303806,1327006,90197,396831.0,22938188.0
2005-06-08,1322872,1353513,1322872,1327006,90480,396831.0,22938188.0
2005-06-09,1330676,1353597,1330676,1353878,71017,404859.0,22938188.0
2005-06-10,1357516,1365116,1296087,1300222,304081,388802.0,22938188.0
2005-06-13,1288529,1300129,1207900,1215768,334611,363570.0,22938188.0
2005-06-14,1234800,1234800,1158040,1158186,232468,346367.0,22938188.0
2005-06-15,1142684,1196392,1138951,1196661,260778,357836.0,22938188.0
2005-06-16,1181190,1227165,1181190,1223446,204514,365864.0,22938188.0
2005-06-17,1259934,1280191,1259934,1268203,82810,357836.0,22938188.0
2005-06-20,1280141,1292264,1247627,1292544,88000,364717.0,22938188.0
2005-06-21,1292149,1332798,1263769,1333201,97350,376186.0,22938188.0
2005-06-22,1312683,1373577,1312683,1373857,88990,387655.0,22938188.0
2005-06-23,1377823,1377823,1361433,1377958,57200,388802.0,22938188.0
2005-06-24,1357432,1381812,1324918,1377958,91530,388802.0,22938188.0
2005-06-27,1377694,1393817,1345179,1390085,117817,392243.0,22938188.0
2005-06-28,1381753,1410145,1349373,1410413,295341,397978.0,22938188.0
2005-06-29,1414307,1495592,1402172,1495739,356890,422063.0,22938188.0
2005-06-30,1503706,1564746,1479327,1552624,528000,438119.0,22938188.0
2005-07-01,1528311,1548568,1483528,1512054,164140,426650.0,22938188.0
2005-07-04,1511858,1540384,1475343,1483612,252920,418622.0,22938188.0
2005-07-05,1487337,1495472,1397784,1398199,350989,394537.0,22938188.0
2005-07-06,1410379,1418380,1296434,1316973,504009,371599.0,22938188.0
2005-07-07,1316612,1377639,1316612,1353529,262750,381921.0,22938188.0
2005-07-08,1320613,1361261,1304489,1304759,205911,368158.0,22938188.0
2005-07-11,1267941,1320713,1267941,1308859,148747,369305.0,22938188.0
2005-07-12,1308590,1345238,1300589,1308859,162950,369305.0,22938188.0
2005-07-13,1312599,1324722,1263694,1300745,136476,367011.0,22938188.0
2005-07-14,1300533,1328912,1284142,1292544,145342,364717.0,22938188.0
2005-07-15,1292264,1316790,1292264,1292544,138568,364717.0,22938188.0
2005-07-18,1300417,1336932,1300417,1333201,145831,376186.0,22938188.0
2005-07-19,1353268,1361391,1345134,1345415,111569,379627.0,22938188.0
2005-07-20,1332869,1434545,1332869,1402299,358750,395684.0,22938188.0
2005-07-21,1422485,1422485,1345189,1381971,189206,389949.0,22938188.0
2005-07-22,1349322,1381703,1300405,1381971,124611,389949.0,22938188.0
2005-07-25,1361410,1442963,1357543,1434842,180010,404859.0,22938188.0
2005-07-26,1410020,1426277,1393763,1402299,103951,395684.0,22938188.0
2005-07-27,1410207,1450844,1381815,1438855,271671,406006.0,22938188.0
2005-07-28,1438891,1463282,1406377,1463284,201431,412887.0,22938188.0
2005-07-29,1463182,1479439,1446779,1459183,171662,411740.0,22938188.0
2005-08-01,1410095,1458866,1324797,1333201,369121,376186.0,22938188.0
2005-08-02,1341012,1365525,1304498,1345415,246957,455558.0,27526154.0
2005-08-03,1345147,1353135,1296230,1296645,267384,439042.0,27526154.0
2005-08-04,1276085,1312600,1231315,1251975,216199,423903.0,27526154.0
2005-08-05,1235338,1300512,1235338,1247874,190304,422526.0,27526154.0
2005-08-08,1215106,1263877,1202983,1203117,175695,407387.0,27526154.0
2005-08-09,1190855,1251895,1190855,1243774,95615,421150.0,27526154.0
2005-08-10,1247452,1296235,1247452,1255988,116149,425279.0,27526154.0
2005-08-11,1247634,1292404,1247634,1280417,98504,433537.0,27526154.0
2005-08-12,1300335,1316592,1263688,1264102,169290,428032.0,27526154.0
2005-08-16,1267822,1296201,1247431,1264102,138794,428032.0,27526154.0
2005-08-17,1247572,1259828,1231315,1251975,94155,423903.0,27526154.0
2005-08-18,1284218,1284218,1202933,1227459,156257,415645.0,27526154.0
2005-08-19,1219444,1247823,1219444,1223446,71750,414269.0,27526154.0
2005-08-22,1223423,1247815,1223423,1231560,85798,417021.0,27526154.0
2005-08-23,1207097,1243745,1207097,1211231,108025,410140.0,27526154.0
2005-08-24,1211248,1235506,1194991,1195004,70010,404634.0,27526154.0
2005-08-25,1182727,1186861,1146212,1154347,133303,390871.0,27526154.0
2005-08-26,1154325,1178584,1138068,1162461,128020,393624.0,27526154.0
2005-08-29,1133792,1146049,1048361,1121805,331852,379861.0,27526154.0
2005-08-30,1093327,1133964,1056813,1097463,192575,371603.0,27526154.0
2005-08-31,1068936,1109584,1056813,1097463,104401,371603.0,27526154.0
2005-09-01,1097298,1137947,1097298,1113691,122307,377108.0,27526154.0
2005-09-02,1113527,1142041,1113527,1129918,57320,382614.0,27526154.0
2005-09-05,1129821,1154346,1105575,1105577,61802,374356.0,27526154.0
2005-09-06,1105563,1154347,1105563,1154347,92107,390871.0,27526154.0
2005-09-07,1154275,1186801,1138018,1186803,100671,401882.0,27526154.0
2005-09-08,1190757,1194891,1170365,1190903,74040,403258.0,27526154.0
2005-09-09,1174562,1219199,1162293,1219345,121096,412892.0,27526154.0
2005-09-12,1219315,1255829,1186801,1186803,103612,401882.0,27526154.0
2005-09-13,1186705,1215231,1158326,1211231,72571,410140.0,27526154.0
2005-09-14,1202933,1206933,1178419,1178689,31278,399129.0,27526154.0
2005-09-15,1150203,1194975,1142068,1162461,97199,393624.0,27526154.0
2005-09-16,1146149,1194920,1146149,1174675,61545,397753.0,27526154.0
2005-09-20,1178592,1202983,1162334,1203117,85275,407387.0,27526154.0
2005-09-21,1186714,1211106,1186714,1203117,66031,407387.0,27526154.0
2005-09-22,1211056,1227313,1186676,1227459,74944,415645.0,27526154.0
2005-09-23,1227432,1263947,1219444,1223446,121125,414269.0,27526154.0
2005-09-26,1227369,1243760,1203111,1243774,117310,421150.0,27526154.0
2005-09-27,1243442,1316739,1243442,1312872,507039,444547.0,27526154.0
2005-09-28,1336932,1349188,1308540,1333201,248700,451429.0,27526154.0
2005-09-29,1337217,1365597,1296435,1365743,154630,462439.0,27526154.0
2005-09-30,1345217,1377744,1341095,1369757,200267,463816.0,27526154.0
2005-10-04,1353253,1373498,1312604,1312872,212459,444547.0,27526154.0
2005-10-05,1296285,1300420,1259771,1284430,192880,434913.0,27526154.0
2005-10-06,1268089,1276212,1251954,1260089,105805,426655.0,27526154.0
2005-10-07,1239443,1292201,1239443,1264102,173773,428032.0,27526154.0
2005-10-10,1385888,1394023,1300589,1308859,386507,443171.0,27526154.0
2005-10-11,1312458,1316592,1259688,1264102,231455,428032.0,27526154.0
2005-10-12,1267961,1280218,1227313,1227459,265549,415645.0,27526154.0
2005-10-13,1202983,1219240,1166469,1203117,445847,407387.0,27526154.0
2005-10-14,1194819,1219199,1170428,1219345,224099,412892.0,27526154.0
2005-10-17,1210942,1219198,1170293,1170575,192394,396377.0,27526154.0
2005-10-18,1166357,1198870,1166357,1199017,118749,406011.0,27526154.0
2005-10-19,1178550,1219199,1142048,1219345,147870,412892.0,27526154.0
2005-10-20,1203158,1239673,1195024,1239673,132021,419774.0,27526154.0
2005-10-21,1227257,1284162,1202865,1284430,171090,434913.0,27526154.0
2005-10-24,1280079,1280079,1247431,1264102,111305,428032.0,27526154.0
2005-10-25,1263771,1267906,1235257,1235660,71808,418398.0,27526154.0
2005-10-26,1231315,1251706,1198801,1251975,136300,423903.0,27526154.0
2005-10-27,1227313,1251704,1223324,1227459,89388,415645.0,27526154.0
2005-10-28,1207097,1219353,1178583,1211231,135051,410140.0,27526154.0
2005-10-31,1215118,1223386,1186738,1207131,107757,408763.0,27526154.0
2005-11-01,1186801,1211192,1186801,1186803,148685,401882.0,27526154.0
2005-11-02,1186801,1198924,1178666,1186803,93931,401882.0,27526154.0
2005-11-03,1198929,1198929,1166415,1166562,165203,395000.0,27526154.0
2005-11-04,1158225,1182604,1150090,1158360,165530,392248.0,27526154.0
2005-11-07,1158356,1170479,1142099,1146233,143255,388119.0,27526154.0
2005-11-08,1146111,1170490,1146111,1150247,89067,389495.0,27526154.0
2005-11-09,1138026,1154283,1125770,1125905,210034,381237.0,27526154.0
2005-11-10,1125829,1158356,1125829,1146233,74634,388119.0,27526154.0
2005-11-11,1154283,1154283,1121769,1125905,182433,381237.0,27526154.0
2005-11-14,1125850,1138119,1089335,1089349,235405,368850.0,27526154.0
2005-11-15,1101450,1125841,1097449,1097463,135463,371603.0,27526154.0
2005-11-16,1097277,1142048,1097277,1121805,243932,379861.0,27526154.0
2005-11-17,1121650,1133772,1113527,1129918,159730,382614.0,27526154.0
2005-11-18,1137947,1137947,1089297,1113691,198940,377108.0,27526154.0
2005-11-21,1097271,1113528,1077013,1081148,121206,366098.0,27526154.0
2005-11-22,1064682,1081072,1048425,1048693,177158,355087.0,27526154.0
2005-11-23,1052588,1056722,1024196,1032465,227177,349582.0,27526154.0
2005-11-24,1028176,1072825,1028176,1040579,189877,352335.0,27526154.0
2005-11-25,1048302,1068827,1048302,1052706,128474,356464.0,27526154.0
2005-11-28,1060673,1081052,1048404,1056807,139765,357840.0,27526154.0
2005-11-29,1048404,1060673,1044404,1056807,80299,357840.0,27526154.0
2005-11-30,1064732,1080989,1052609,1077135,159080,364722.0,27526154.0
2005-12-01,1081058,1097449,1072936,1097463,167231,371603.0,27526154.0
2005-12-02,1113573,1146221,1089315,1146233,279279,388119.0,27526154.0
2005-12-05,1154325,1162459,1117810,1162461,187302,393624.0,27526154.0
2005-12-06,1154364,1154364,1125850,1138119,145860,385366.0,27526154.0
2005-12-07,1129984,1133984,1085201,1089349,179532,368850.0,27526154.0
2005-12-08,1072979,1125897,1068991,1085249,168059,367474.0,27526154.0
2005-12-09,1085023,1093145,1068766,1073034,105154,363345.0,27526154.0
2005-12-12,1060751,1089265,1056617,1069021,152969,361969.0,27526154.0
2005-12-13,1068866,1085123,1060744,1077135,79408,364722.0,27526154.0
2005-12-14,1077001,1093258,1068866,1077135,117201,364722.0,27526154.0
2005-12-15,1056722,1072979,1032331,1032465,294970,349582.0,27526154.0
2005-12-16,1024058,1044315,1003666,1003936,140769,339948.0,27526154.0
2005-12-19,983560,1015941,983560,983695,172059,333066.0,27526154.0
2005-12-20,958934,983325,958934,979594,174710,331690.0,27526154.0
2005-12-21,979262,1084951,979262,1052706,493000,356464.0,27526154.0
2005-12-22,1076908,1089165,1015735,1016150,273471,344077.0,27526154.0
2005-12-23,1023954,1040211,1015818,1036478,144971,350958.0,27526154.0
2005-12-26,1048374,1052375,1019994,1024264,160037,346830.0,27526154.0
2005-12-27,1028024,1040281,999632,1008036,257871,341324.0,27526154.0
2005-12-28,1007788,1007788,987397,1003936,97597,339948.0,27526154.0
2005-12-29,1003796,1015919,987527,991809,216754,335819.0,27526154.0
2006-01-02,967271,1003796,963148,991809,148907,335819.0,27526154.0
