화승엔터프라이즈(241590),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-03-10,8625,9125,8400,8900,241565,479345.0,26929479.0
2017-03-13,8975,9125,8525,8875,281575,477998.0,26929479.0
2017-03-14,8950,9000,8600,8725,110896,469919.0,26929479.0
2017-03-15,8700,8700,8400,8625,144136,464534.0,26929479.0
2017-03-16,8650,9025,8525,8800,149462,473959.0,26929479.0
2017-03-17,8800,8950,8775,8825,66998,475305.0,26929479.0
2017-03-20,8775,9000,8675,8775,91434,472612.0,26929479.0
2017-03-21,8775,8900,8600,8775,93535,472612.0,26929479.0
2017-03-22,8675,9100,8675,9050,112659,487424.0,26929479.0
2017-03-23,8925,9475,8925,9475,225727,510314.0,26929479.0
2017-03-24,9475,9750,9125,9650,133005,519739.0,26929479.0
2017-03-27,9500,9950,9275,9275,137642,499542.0,26929479.0
2017-03-28,9400,9475,9000,9375,100966,504928.0,26929479.0
2017-03-29,9450,9450,9225,9375,83672,504928.0,26929479.0
2017-03-30,9425,9425,9100,9125,38453,491463.0,26929479.0
2017-03-31,9050,9175,8900,9025,51848,486077.0,26929479.0
2017-04-03,9075,9075,8675,8950,115286,482038.0,26929479.0
2017-04-04,8800,8950,8650,8700,60590,468573.0,26929479.0
2017-04-05,8750,8900,8625,8750,74230,471266.0,26929479.0
2017-04-06,8800,8825,8575,8800,35372,473959.0,26929479.0
2017-04-07,8925,9000,8700,8850,53207,476652.0,26929479.0
2017-04-10,8900,8900,8600,8600,34451,463187.0,26929479.0
2017-04-11,8600,8800,8550,8700,59215,468573.0,26929479.0
2017-04-12,8650,8750,8475,8675,43829,467226.0,26929479.0
2017-04-13,8675,8900,8500,8650,79529,465880.0,26929479.0
2017-04-14,8675,8875,8525,8650,33690,465880.0,26929479.0
2017-04-17,8750,9075,8700,8875,58293,477998.0,26929479.0
2017-04-18,9000,9475,8800,9450,212827,508967.0,26929479.0
2017-04-19,9325,9475,9100,9125,430479,491463.0,26929479.0
2017-04-20,9075,9250,8975,8975,42542,483384.0,26929479.0
2017-04-21,9000,9175,8825,9025,67890,486077.0,26929479.0
2017-04-24,8950,9075,8750,8800,60567,473959.0,26929479.0
2017-04-25,8800,8925,8675,8750,62457,471266.0,26929479.0
2017-04-26,8700,8800,8550,8650,78671,465880.0,26929479.0
2017-04-27,8550,8950,8550,8850,65931,476652.0,26929479.0
2017-04-28,8950,9050,8750,8850,74114,476652.0,26929479.0
2017-05-02,8950,8950,8650,8775,33134,472612.0,26929479.0
2017-05-04,8775,8875,8525,8675,77642,467226.0,26929479.0
2017-05-08,8725,8725,8425,8475,167053,456455.0,26929479.0
2017-05-10,8575,8750,8475,8750,104432,471266.0,26929479.0
2017-05-11,8750,8800,8550,8725,90713,469919.0,26929479.0
2017-05-12,8775,8800,8350,8550,83280,460494.0,26929479.0
2017-05-15,8550,8575,8400,8550,77047,460494.0,26929479.0
2017-05-16,8650,8650,8275,8325,90599,448376.0,26929479.0
2017-05-17,8275,8600,8275,8600,91177,463187.0,26929479.0
2017-05-18,8600,8775,8475,8625,67163,464534.0,26929479.0
2017-05-19,8625,8975,8500,8950,112512,482038.0,26929479.0
2017-05-22,9150,9250,8950,9125,182719,491463.0,26929479.0
2017-05-23,9250,9250,8700,8850,88400,476652.0,26929479.0
2017-05-24,8925,8925,8625,8750,79926,471266.0,26929479.0
2017-05-25,8725,9025,8675,8875,94434,477998.0,26929479.0
2017-05-26,8950,9025,8800,8875,56997,477998.0,26929479.0
2017-05-29,9050,9200,8850,8900,81343,479345.0,26929479.0
2017-05-30,9000,9075,8850,9050,71579,487424.0,26929479.0
2017-05-31,9125,9150,8775,8775,91235,472612.0,26929479.0
2017-06-01,8825,8900,8625,8725,87407,469919.0,26929479.0
2017-06-02,8675,9000,8675,8875,70243,477998.0,26929479.0
2017-06-05,8900,9050,8750,8900,55169,479345.0,26929479.0
2017-06-07,8900,9125,8675,9075,76753,488770.0,26929479.0
2017-06-08,8950,9050,8775,8950,66860,482038.0,26929479.0
2017-06-09,9075,9075,8850,9050,68277,487424.0,26929479.0
2017-06-12,9075,9100,8875,8900,44929,479345.0,26929479.0
2017-06-13,9000,9050,8900,9000,25486,484731.0,26929479.0
2017-06-14,9075,9625,9025,9600,261735,517046.0,26929479.0
2017-06-15,9600,9675,9325,9450,74444,508967.0,26929479.0
2017-06-16,9500,9675,9350,9625,70575,518392.0,26929479.0
2017-06-19,9625,9650,9300,9375,46974,504928.0,26929479.0
2017-06-20,9325,9375,9125,9350,82077,503581.0,26929479.0
2017-06-21,9275,9275,9000,9075,46716,488770.0,26929479.0
2017-06-22,9150,9150,8875,9025,44325,486077.0,26929479.0
2017-06-23,8975,9100,8925,9050,33932,487424.0,26929479.0
2017-06-26,9150,9150,8725,8875,44824,477998.0,26929479.0
2017-06-27,8800,8925,8675,8825,53331,475305.0,26929479.0
2017-06-28,8825,8850,8550,8700,79352,468573.0,26929479.0
2017-06-29,8800,8850,8625,8825,25960,475305.0,26929479.0
2017-06-30,8850,8850,8600,8825,51950,475305.0,26929479.0
2017-07-03,8850,8900,8625,8650,31690,465880.0,26929479.0
2017-07-04,8650,8725,8350,8500,75634,457801.0,26929479.0
2017-07-05,8450,8575,8200,8425,55614,453762.0,26929479.0
2017-07-06,8450,8650,8400,8575,54600,461841.0,26929479.0
2017-07-07,8600,8725,8500,8625,49815,464534.0,26929479.0
2017-07-10,8725,8725,8500,8550,34681,460494.0,26929479.0
2017-07-11,8550,8575,8300,8350,59738,449722.0,26929479.0
2017-07-12,8350,8575,8325,8500,47858,457801.0,26929479.0
2017-07-13,8500,8700,8500,8600,34536,463187.0,26929479.0
2017-07-14,8625,8700,8425,8600,40845,463187.0,26929479.0
2017-07-17,8550,8600,8400,8450,44541,455108.0,26929479.0
2017-07-18,8450,8525,8075,8225,133465,442990.0,26929479.0
2017-07-19,8225,8300,8075,8200,84705,441643.0,26929479.0
2017-07-20,8125,8350,8075,8125,79352,437604.0,26929479.0
2017-07-21,8125,8175,8000,8000,71155,430872.0,26929479.0
2017-07-24,8000,8100,7450,7600,251157,409328.0,26929479.0
2017-07-25,7600,7675,7300,7400,174478,398556.0,26929479.0
2017-07-26,7450,7550,7125,7200,243651,387784.0,26929479.0
2017-07-27,7200,7650,7200,7575,119151,407982.0,26929479.0
2017-07-28,7650,7675,7425,7675,99077,413368.0,26929479.0
2017-07-31,7674,8150,7650,7750,135266,417407.0,26929479.0
2017-08-01,7775,7825,7575,7625,56219,410675.0,26929479.0
2017-08-02,7700,7700,7500,7575,62700,407982.0,26929479.0
2017-08-03,7625,7625,7249,7425,87338,399903.0,26929479.0
2017-08-04,7425,7575,7175,7225,110778,389131.0,26929479.0
2017-08-07,7250,7675,7225,7475,107041,402596.0,26929479.0
2017-08-08,7524,7650,7400,7650,70142,412021.0,26929479.0
2017-08-09,7550,7650,7350,7500,74327,403942.0,26929479.0
2017-08-10,7500,7500,7250,7375,64682,397210.0,26929479.0
2017-08-11,7225,7400,7000,7350,80286,395863.0,26929479.0
2017-08-14,7300,8100,7300,7675,323615,413368.0,26929479.0
2017-08-16,7675,8150,7450,8100,175801,436258.0,26929479.0
2017-08-17,8150,8275,7900,8200,94552,441643.0,26929479.0
2017-08-18,7950,8325,7950,8200,84795,441643.0,26929479.0
2017-08-21,8150,8425,7950,8250,101644,444336.0,26929479.0
2017-08-22,8475,8700,8425,8525,339296,459148.0,26929479.0
2017-08-23,8600,8600,8200,8275,146682,445683.0,26929479.0
2017-08-24,8375,8450,8050,8150,118588,438951.0,26929479.0
2017-08-25,8250,8275,8100,8150,56378,438951.0,26929479.0
2017-08-28,8300,8300,8100,8250,26389,444336.0,26929479.0
2017-08-29,8150,8325,8125,8150,40456,438951.0,26929479.0
2017-08-30,8175,8350,8125,8275,53286,445683.0,26929479.0
2017-08-31,8350,8375,8050,8375,51129,451069.0,26929479.0
2017-09-01,8325,8375,8225,8300,30979,447029.0,26929479.0
2017-09-04,8225,8250,8000,8175,43434,440297.0,26929479.0
2017-09-05,8225,8250,8100,8200,25771,441643.0,26929479.0
2017-09-06,8200,8250,8050,8150,22598,438951.0,26929479.0
2017-09-07,8200,8375,8150,8375,40739,451069.0,26929479.0
2017-09-08,8450,8450,8200,8300,36651,447029.0,26929479.0
2017-09-11,8400,8425,8325,8375,19763,451069.0,26929479.0
2017-09-12,8400,8400,8075,8300,37608,447029.0,26929479.0
2017-09-13,8325,8325,7775,7875,80725,424139.0,26929479.0
2017-09-14,7850,7925,7600,7775,78051,418753.0,26929479.0
2017-09-15,7775,7775,7550,7700,78140,414714.0,26929479.0
2017-09-18,7624,7824,7624,7650,50685,412021.0,26929479.0
2017-09-19,7600,7625,7375,7525,54748,405289.0,26929479.0
2017-09-20,7450,7550,7200,7350,106590,395863.0,26929479.0
2017-09-21,7250,7425,7225,7375,47315,397210.0,26929479.0
2017-09-22,7275,7375,7150,7250,74471,390477.0,26929479.0
2017-09-25,7300,7600,7275,7450,92751,401249.0,26929479.0
2017-09-26,7550,7700,7400,7650,54408,412021.0,26929479.0
2017-09-27,7700,7875,7550,7650,90207,412021.0,26929479.0
2017-09-28,7625,7825,7525,7825,62326,421446.0,26929479.0
2017-09-29,7850,7925,7600,7875,53905,424139.0,26929479.0
2017-10-10,7774,8025,7774,7950,86363,428179.0,26929479.0
2017-10-11,7950,8300,7850,8150,114492,438951.0,26929479.0
2017-10-12,8250,8600,8074,8425,212191,453762.0,26929479.0
2017-10-13,8450,8575,8200,8550,141063,460494.0,26929479.0
2017-10-16,8650,8925,8350,8925,135163,480691.0,26929479.0
2017-10-17,8925,9050,8575,8950,197478,482038.0,26929479.0
2017-10-18,8925,9025,8750,8925,97991,480691.0,26929479.0
2017-10-19,8925,8975,8725,8825,69875,475305.0,26929479.0
2017-10-20,8825,8825,8475,8525,60616,459148.0,26929479.0
2017-10-23,8625,8625,8350,8450,55455,455108.0,26929479.0
2017-10-24,8500,9325,8450,9150,216930,492809.0,26929479.0
2017-10-25,9125,9225,8925,9050,95629,547857.0,30268335.0
2017-10-26,9050,9200,8400,8600,203100,520615.0,30268335.0
2017-10-27,8625,8775,8475,8775,71456,531209.0,30268335.0
2017-10-30,8675,9050,8550,9050,80663,547857.0,30268335.0
2017-10-31,9150,9200,8875,9000,120598,544830.0,30268335.0
2017-11-01,9100,9325,8875,9175,122610,555424.0,30268335.0
2017-11-02,9125,9425,9125,9400,109603,569045.0,30268335.0
2017-11-03,9400,9750,9350,9650,191031,584179.0,30268335.0
2017-11-06,9500,9525,9100,9450,76519,572072.0,30268335.0
2017-11-07,9475,9600,9350,9400,51467,569045.0,30268335.0
2017-11-08,9500,9875,9200,9850,184377,596286.0,30268335.0
2017-11-09,9850,10550,9750,10225,248813,618987.0,30268335.0
2017-11-10,10325,11000,10150,10500,401409,635635.0,30268335.0
2017-11-13,10625,11225,9950,10300,447198,623528.0,30268335.0
2017-11-14,10300,10900,10200,10900,130878,659850.0,30268335.0
2017-11-15,11650,12400,11500,11975,501364,724927.0,30268335.0
2017-11-16,11974,13650,11974,13025,313863,788490.0,30268335.0
2017-11-17,12950,13025,12050,12625,243263,764275.0,30268335.0
2017-11-20,12650,13125,12200,12450,134912,753682.0,30268335.0
2017-11-21,12900,12975,12500,12675,114249,767302.0,30268335.0
2017-11-22,12650,12650,11800,11925,161501,721900.0,30268335.0
2017-11-23,12025,12400,11500,12025,219317,727953.0,30268335.0
2017-11-24,12050,12475,11575,12175,129162,737034.0,30268335.0
2017-11-27,12450,12475,12075,12175,90328,737034.0,30268335.0
2017-11-28,12325,12425,12175,12300,89467,744601.0,30268335.0
2017-11-29,12175,12425,11750,12050,88024,729467.0,30268335.0
2017-11-30,12050,12850,11925,12850,55522,777896.0,30268335.0
2017-12-01,12850,12850,11750,12125,143349,734007.0,30268335.0
2017-12-04,12125,12199,11749,11825,72189,715846.0,30268335.0
2017-12-05,11799,11950,11750,11875,56064,718873.0,30268335.0
2017-12-06,11974,11974,11650,11825,53690,715846.0,30268335.0
2017-12-07,11825,11825,11175,11700,98597,708279.0,30268335.0
2017-12-08,11600,12025,11400,11575,66044,700712.0,30268335.0
2017-12-11,11600,11700,11250,11450,87702,693145.0,30268335.0
2017-12-12,11550,11700,11175,11300,67824,684064.0,30268335.0
2017-12-13,11325,11375,10925,11175,93762,676497.0,30268335.0
2017-12-14,11225,11675,10900,11550,126266,699199.0,30268335.0
2017-12-15,11550,12700,11350,12675,114223,767302.0,30268335.0
2017-12-18,12650,12650,11450,11450,114003,693145.0,30268335.0
2017-12-19,11575,11575,10850,11025,85077,667417.0,30268335.0
2017-12-20,11000,11450,10900,11350,60750,687091.0,30268335.0
2017-12-21,11350,11375,11050,11175,54268,676497.0,30268335.0
2017-12-22,11150,11875,11150,11500,39535,696172.0,30268335.0
2017-12-26,11375,11550,11150,11375,32467,688605.0,30268335.0
2017-12-27,11350,11775,11325,11750,24811,711306.0,30268335.0
2017-12-28,12200,12200,11500,12000,41113,726440.0,30268335.0
2018-01-02,11975,12249,11725,12175,63414,737034.0,30268335.0
2018-01-03,12124,12175,11724,11875,73238,718873.0,30268335.0
2018-01-04,11925,12425,11875,12250,73693,741574.0,30268335.0
2018-01-05,12550,12649,11775,12100,54418,732494.0,30268335.0
2018-01-08,12375,12449,11750,12275,26729,743088.0,30268335.0
2018-01-09,12375,12375,11850,12350,52786,747628.0,30268335.0
2018-01-10,12499,12499,11325,11450,121565,693145.0,30268335.0
2018-01-11,11400,11550,11050,11550,49356,699199.0,30268335.0
2018-01-12,11525,11575,11175,11400,37755,690118.0,30268335.0
2018-01-15,11325,11550,11325,11450,32845,693145.0,30268335.0
2018-01-16,11875,11875,11525,11600,43928,702225.0,30268335.0
2018-01-17,11750,11900,11600,11775,19514,712819.0,30268335.0
2018-01-18,11975,12150,11775,12000,19528,726440.0,30268335.0
2018-01-19,12150,12150,11800,11800,14280,714333.0,30268335.0
2018-01-22,11875,12475,11725,12375,59633,749141.0,30268335.0
2018-01-23,12700,14925,12650,13925,364796,842973.0,30268335.0
2018-01-24,14099,14099,13250,13850,158970,838433.0,30268335.0
2018-01-25,13525,13750,13250,13250,81240,802111.0,30268335.0
2018-01-26,13075,13650,12699,12750,95646,771843.0,30268335.0
2018-01-29,12875,13650,12775,13650,141904,826326.0,30268335.0
2018-01-30,13550,13550,13025,13250,84567,802111.0,30268335.0
2018-01-31,13150,13275,12775,13175,67722,797571.0,30268335.0
2018-02-01,13249,13375,12750,12900,95088,780923.0,30268335.0
2018-02-02,12900,13150,12125,12350,111145,747628.0,30268335.0
2018-02-05,12149,12149,11775,11825,70345,715846.0,30268335.0
2018-02-06,11400,11575,11000,11500,80439,696172.0,30268335.0
2018-02-07,11900,11900,11250,11250,60371,681038.0,30268335.0
2018-02-08,11250,11850,11250,11725,32691,709792.0,30268335.0
2018-02-09,11400,11550,11125,11250,64759,681038.0,30268335.0
2018-02-12,11200,11700,11200,11500,67524,696172.0,30268335.0
2018-02-13,11500,11750,11325,11550,66505,699199.0,30268335.0
2018-02-14,11725,11725,10775,11025,277855,667417.0,30268335.0
2018-02-19,11275,11525,11100,11250,108843,681038.0,30268335.0
2018-02-20,11325,12050,11225,11750,85714,711306.0,30268335.0
2018-02-21,11750,12025,10875,11600,37165,702225.0,30268335.0
2018-02-22,11525,11700,11450,11700,65803,708279.0,30268335.0
2018-02-23,11725,12250,11300,12225,101562,740061.0,30268335.0
2018-02-26,12800,12800,12000,12225,84490,740061.0,30268335.0
2018-02-27,12250,12499,11774,11850,61235,717360.0,30268335.0
2018-02-28,11800,11800,11500,11800,32402,714333.0,30268335.0
2018-03-02,11700,11849,11525,11700,34297,708279.0,30268335.0
2018-03-05,11800,12400,11725,12000,48968,726440.0,30268335.0
2018-03-06,12000,12300,11600,11650,36312,705252.0,30268335.0
2018-03-07,11550,12025,11500,12000,40447,726440.0,30268335.0
2018-03-08,12450,12500,12149,12300,91672,744601.0,30268335.0
2018-03-09,12425,12425,11950,12100,125485,732494.0,30268335.0
2018-03-12,12050,12100,11500,11500,123194,696172.0,30268335.0
2018-03-13,11500,11700,11250,11450,88133,693145.0,30268335.0
2018-03-14,11450,11450,11075,11175,75895,676497.0,30268335.0
2018-03-15,11300,12000,11200,11950,133677,723413.0,30268335.0
2018-03-16,11949,12050,11549,11925,25121,721900.0,30268335.0
2018-03-19,11925,11949,11650,11725,16432,709792.0,30268335.0
2018-03-20,11725,11750,11575,11575,39223,700712.0,30268335.0
2018-03-21,11700,11700,11225,11275,38559,682551.0,30268335.0
2018-03-22,11300,11400,11075,11250,32361,681038.0,30268335.0
2018-03-23,11100,11150,10775,10775,46885,652283.0,30268335.0
2018-03-26,10575,10950,10525,10800,30195,653796.0,30268335.0
2018-03-27,10850,11075,10500,10550,46126,638662.0,30268335.0
2018-03-28,10500,10675,10325,10575,51040,640175.0,30268335.0
2018-03-29,10650,10650,10225,10375,59905,628068.0,30268335.0
2018-03-30,10550,11100,10400,10975,34637,664390.0,30268335.0
2018-04-02,10800,11375,10575,10600,26782,641689.0,30268335.0
2018-04-03,10525,10600,10100,10150,46602,614447.0,30268335.0
2018-04-04,10225,10275,9725,9900,62401,599313.0,30268335.0
2018-04-05,9950,9975,9675,9900,38364,599313.0,30268335.0
2018-04-06,9900,9950,9500,9600,52478,581152.0,30268335.0
2018-04-09,9550,9700,9425,9650,54398,584179.0,30268335.0
2018-04-10,9525,9800,9450,9550,50814,578125.0,30268335.0
2018-04-11,9600,9825,9575,9675,82779,585692.0,30268335.0
2018-04-12,9800,9800,9600,9700,97349,587206.0,30268335.0
2018-04-13,9700,9775,9650,9650,98948,584179.0,30268335.0
2018-04-16,9750,11100,9650,11050,155389,668930.0,30268335.0
2018-04-17,11125,11175,10775,10875,75137,658336.0,30268335.0
2018-04-18,10725,11175,10500,10525,83858,637148.0,30268335.0
2018-04-19,10475,11175,10450,10900,53881,659850.0,30268335.0
2018-04-20,11050,11225,10750,10775,46649,652283.0,30268335.0
2018-04-23,10700,11075,10700,11025,30847,667417.0,30268335.0
2018-04-24,11025,11150,10675,10800,39392,653796.0,30268335.0
2018-04-25,10700,11325,10575,10725,64288,649256.0,30268335.0
2018-04-26,10725,11050,10500,10800,42930,653796.0,30268335.0
2018-04-27,10850,11200,10825,11050,42801,668930.0,30268335.0
2018-04-30,11225,11225,10625,10850,37642,656823.0,30268335.0
2018-05-02,10850,11150,10825,11125,49098,673470.0,30268335.0
2018-05-03,11125,11225,10925,11150,19382,674984.0,30268335.0
2018-05-04,11150,11150,10475,10525,68063,637148.0,30268335.0
2018-05-08,10550,10850,10200,10675,38867,646229.0,30268335.0
2018-05-09,10525,11025,10525,10950,43520,662877.0,30268335.0
2018-05-10,10850,11150,10850,10950,24457,662877.0,30268335.0
2018-05-11,11150,11150,10825,11000,75031,665903.0,30268335.0
2018-05-14,11175,11175,10925,11050,52501,668930.0,30268335.0
2018-05-15,11050,11125,10775,10975,51394,664390.0,30268335.0
2018-05-16,10900,11850,10875,11800,232703,714333.0,30268335.0
2018-05-17,11725,12224,11675,12150,180912,735521.0,30268335.0
2018-05-18,12150,13275,12025,12850,343998,777896.0,30268335.0
2018-05-21,12800,12875,12199,12225,88857,740061.0,30268335.0
2018-05-23,12250,12475,11749,12225,81454,740061.0,30268335.0
2018-05-24,12225,12575,12125,12400,40342,750655.0,30268335.0
2018-05-25,12375,12550,11975,12400,81543,750655.0,30268335.0
2018-05-28,13050,13075,11750,12000,156003,726440.0,30268335.0
2018-05-29,12175,12600,11775,12350,77962,747628.0,30268335.0
2018-05-30,12249,12600,11825,12100,146072,732494.0,30268335.0
2018-05-31,12275,12475,11925,12250,184774,741574.0,30268335.0
2018-06-01,12249,12275,11525,11775,176190,712819.0,30268335.0
2018-06-04,11900,11974,11625,11825,59961,715846.0,30268335.0
2018-06-05,11700,12100,11700,11725,62632,709792.0,30268335.0
2018-06-07,11750,11800,11250,11250,151017,681038.0,30268335.0
2018-06-08,11550,12200,11200,11250,130716,340519.0,30268335.0
2018-06-11,11250,12150,10950,12000,278310,363220.0,30268335.0
2018-06-12,12000,12000,11150,11800,154560,357166.0,30268335.0
2018-06-14,11800,12250,11600,12200,178217,369274.0,30268335.0
2018-06-15,12050,12200,11650,11800,76646,357166.0,30268335.0
2018-06-18,11750,12250,11450,11950,150804,361707.0,30268335.0
2018-06-19,12000,12000,11500,11850,34742,358680.0,30268335.0
2018-06-20,11800,12000,11350,11550,126775,349599.0,30268335.0
2018-06-21,11500,11550,11050,11200,99212,339005.0,30268335.0
