삼성카드(029780),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2007-11-28,53400,53600,52500,52900,190576,6223911.0,117654269.0
2007-11-29,53600,54600,53400,54400,652677,6400392.0,117654269.0
2007-11-30,54400,56500,53900,56500,1020332,6647466.0,117654269.0
2007-12-03,56600,56600,54900,55600,207843,6541577.0,117654269.0
2007-12-04,55900,55900,52000,52300,384936,6153318.0,117654269.0
2007-12-05,52400,52800,49500,50700,831949,5965071.0,117654269.0
2007-12-06,51400,51800,50800,51500,359637,6060427.0,117678198.0
2007-12-07,51800,53100,50600,52500,324952,6178105.0,117678198.0
2007-12-10,52100,52400,51100,51700,172074,6083963.0,117678198.0
2007-12-11,51600,52500,51100,51900,139205,6107498.0,117678198.0
2007-12-12,51100,51900,51100,51800,87581,6095731.0,117678198.0
2007-12-13,52200,52200,51500,52000,135804,6119266.0,117678198.0
2007-12-14,52200,52300,51400,51800,89567,6095731.0,117678198.0
2007-12-17,51500,51800,50400,50500,151541,5942749.0,117678198.0
2007-12-18,50000,50800,49800,50500,129661,5942749.0,117678198.0
2007-12-20,51200,51300,50000,50100,177631,5895678.0,117678198.0
2007-12-21,50400,50600,49750,50400,177894,5931708.0,117692623.0
2007-12-24,50800,51200,50600,51000,183337,6002324.0,117692623.0
2007-12-26,51300,51400,50700,50700,169039,5967016.0,117692623.0
2007-12-27,50700,50900,50200,50900,240505,5990555.0,117692623.0
2007-12-28,50300,50900,50000,50300,155276,5919939.0,117692623.0
2008-01-02,50200,50200,49450,49500,192547,5825785.0,117692623.0
2008-01-03,49000,49000,48250,48600,198764,5719861.0,117692623.0
2008-01-04,48400,48600,47000,47000,337184,5532026.0,117702672.0
2008-01-07,45150,45800,44500,44650,381145,5255424.0,117702672.0
2008-01-08,44600,45400,43650,44500,312613,5237769.0,117702672.0
2008-01-09,43700,44450,43550,44350,160373,5220114.0,117702672.0
2008-01-10,44900,46850,44600,46500,311058,5473174.0,117702672.0
2008-01-11,46900,48400,46700,47500,372786,5590877.0,117702672.0
2008-01-14,46650,47400,46350,46850,142969,5514370.0,117702672.0
2008-01-15,46900,47100,46200,46600,135637,5484945.0,117702672.0
2008-01-16,45500,47100,45000,46600,136341,5484945.0,117702672.0
2008-01-17,46550,48900,46500,48900,156991,5763281.0,117858509.0
2008-01-18,48350,50700,47700,50000,307554,5892925.0,117858509.0
2008-01-21,49700,50000,49000,49600,151327,5845782.0,117858509.0
2008-01-22,48500,49000,46600,48000,151476,5657208.0,117858509.0
2008-01-23,49000,49200,47800,48850,179299,5757388.0,117858509.0
2008-01-24,49000,49500,48550,48950,124179,5769174.0,117858509.0
2008-01-25,48950,48950,47900,48400,149702,5704352.0,117858509.0
2008-01-28,47900,48000,46800,46800,77946,5515778.0,117858509.0
2008-01-29,47000,47500,45900,46000,113089,5421491.0,117858509.0
2008-01-30,45000,45750,42550,42650,343569,5026665.0,117858509.0
2008-01-31,42550,47100,42550,46000,403752,5422583.0,117882231.0
2008-02-01,46550,47900,46400,47900,233512,5646559.0,117882231.0
2008-02-04,47900,49250,47350,48950,196057,5770335.0,117882231.0
2008-02-05,49000,50300,48900,48900,190456,5764441.0,117882231.0
2008-02-11,47000,49350,47000,48900,175474,5764441.0,117882231.0
2008-02-12,48500,49600,48500,49000,116839,5776229.0,117882231.0
2008-02-13,49900,49900,49000,49400,205218,5823382.0,117882231.0
2008-02-14,49800,49800,49000,49100,70740,5788338.0,117888761.0
2008-02-15,48400,49450,48250,49100,91721,5788338.0,117888761.0
2008-02-18,49000,49450,48250,48600,55342,5729394.0,117888761.0
2008-02-19,48650,49300,48550,49300,140354,5811916.0,117888761.0
2008-02-20,49000,49450,48600,49400,106883,5823705.0,117888761.0
2008-02-21,49700,50700,49700,50400,133912,5941594.0,117888761.0
2008-02-22,49950,50300,49300,50000,95709,5894438.0,117888761.0
2008-02-25,50300,50600,49550,49600,74195,5847283.0,117888761.0
2008-02-26,49150,50100,48400,49400,72187,5823705.0,117888761.0
2008-02-27,49900,51000,49600,49600,118937,5847283.0,117888761.0
2008-02-28,49900,50700,49800,50700,109124,5979377.0,117936436.0
2008-02-29,50500,50700,50200,50600,102021,5967584.0,117936436.0
2008-03-03,49150,50000,49000,49600,79661,5849647.0,117936436.0
2008-03-04,49100,49600,47700,48800,126670,5755298.0,117936436.0
2008-03-05,48800,48800,47700,48200,86386,5684536.0,117936436.0
2008-03-06,48000,49000,47200,47350,130951,5584290.0,117936436.0
2008-03-07,47100,47100,45600,45600,139132,5377901.0,117936436.0
2008-03-10,45100,45850,44650,44700,169827,5271759.0,117936436.0
2008-03-11,44000,45000,43850,44250,219326,5218687.0,117936436.0
2008-03-12,46000,46750,45550,46100,150332,5436870.0,117936436.0
2008-03-13,46000,48350,45450,46800,182651,5522826.0,118009092.0
2008-03-14,47450,48000,45500,47500,89409,5605432.0,118009092.0
2008-03-17,47300,47300,45350,46000,91539,5428418.0,118009092.0
2008-03-18,45700,46200,45450,45900,81621,5416617.0,118009092.0
2008-03-19,47000,47400,46650,46800,124447,5522826.0,118009092.0
2008-03-20,46150,47000,45800,47000,72531,5546427.0,118009092.0
2008-03-21,47800,47800,46650,46800,79882,5522826.0,118009092.0
2008-03-24,47300,48900,47000,48900,131864,5770645.0,118009092.0
2008-03-25,49000,49150,47700,48350,142972,5705740.0,118009092.0
2008-03-26,48400,48900,47500,48400,112514,5711640.0,118009092.0
2008-03-27,47800,48100,46250,46300,173731,5464234.0,118018003.0
2008-03-28,45950,48750,45900,47300,260021,5582252.0,118018003.0
2008-03-31,47550,47550,46150,46800,132069,5523243.0,118018003.0
2008-04-01,46950,49000,46350,49000,472839,5782882.0,118018003.0
2008-04-02,50100,51800,49850,51700,652909,6101531.0,118018003.0
2008-04-03,51500,51700,50700,51600,248013,6089729.0,118018003.0
2008-04-04,51300,51800,50600,51500,220981,6077927.0,118018003.0
2008-04-07,51300,51400,50000,50100,183321,5912702.0,118018003.0
2008-04-08,50300,52300,50100,51400,507066,6066125.0,118018003.0
2008-04-10,51500,53100,51200,53100,391383,6266756.0,118018003.0
2008-04-11,53700,55000,53300,55000,577074,6498538.0,118155238.0
2008-04-14,54300,56100,54100,55500,638536,6557616.0,118155238.0
2008-04-15,55800,56200,54800,55400,313219,6545800.0,118155238.0
2008-04-16,56200,56600,55500,56100,414697,6628509.0,118155238.0
2008-04-17,56500,57500,56400,56700,334045,6699402.0,118155238.0
2008-04-18,56700,57100,56400,56500,288390,6675771.0,118155238.0
2008-04-21,56800,57200,55100,55100,314979,6510354.0,118155238.0
2008-04-22,56700,59300,53700,55800,1810344,6593062.0,118155238.0
2008-04-23,56400,56500,53500,53600,503170,6333121.0,118155238.0
2008-04-24,53600,54200,51500,51600,665615,6131200.0,118821705.0
2008-04-25,52300,57500,52300,57300,846177,6808484.0,118821705.0
2008-04-28,57000,57100,55500,56000,251988,6654015.0,118821705.0
2008-04-29,56300,56300,54600,55000,174753,6535194.0,118821705.0
2008-04-30,54500,56400,54200,55800,295543,6630251.0,118821705.0
2008-05-02,56400,56400,54800,55800,242125,6630251.0,118821705.0
2008-05-06,56000,57100,55400,56800,408555,6749073.0,118821705.0
2008-05-07,56900,56900,54600,55000,232254,6535194.0,118821705.0
2008-05-08,54400,54700,53200,53500,303800,6356961.0,118821705.0
2008-05-09,53300,53500,52100,52200,168968,6260810.0,119938886.0
2008-05-13,52300,53300,52200,53300,191170,6392743.0,119938886.0
2008-05-14,52400,53000,51600,51700,168218,6200840.0,119938886.0
2008-05-15,52000,53300,51800,52800,261794,6332773.0,119938886.0
2008-05-16,53400,53400,52700,52800,122938,6332773.0,119938886.0
2008-05-19,52500,52500,51300,52000,243355,6236822.0,119938886.0
2008-05-20,52000,52000,50900,51000,228791,6116883.0,119938886.0
2008-05-21,50500,51400,50000,51300,305034,6152865.0,119938886.0
2008-05-22,50700,51300,50500,50900,380974,6158066.0,120983618.0
2008-05-23,50900,51300,50700,51000,354923,6170165.0,120983618.0
2008-05-26,50700,51500,50100,51500,106131,6230656.0,120983618.0
2008-05-27,51200,52300,50800,52000,179763,6291148.0,120983618.0
2008-05-28,52300,52800,51700,52400,180979,6339542.0,120983618.0
2008-05-29,52500,52700,51600,52500,250127,6455342.0,122958891.0
2008-05-30,52900,53000,52200,52800,162219,6492229.0,122958891.0
2008-06-02,52800,52800,51400,52000,158093,6393862.0,122958891.0
2008-06-03,51500,52200,51300,52000,102940,6393862.0,122958891.0
2008-06-04,51900,52600,51700,52400,109324,6443046.0,122958891.0
2008-06-05,52300,52700,51500,52600,168960,6467638.0,122958891.0
2008-06-09,51500,52700,51300,52500,97162,6455342.0,122958891.0
2008-06-10,52600,52700,51600,52500,138347,6455342.0,122958891.0
2008-06-11,52700,53400,52300,53100,151881,6529117.0,122958891.0
2008-06-12,52800,53300,52600,53200,129845,6541413.0,122958891.0
2008-06-13,53400,54300,52600,54000,218824,6639780.0,122958891.0
2008-06-16,54600,54700,53800,54200,194278,6664372.0,122958891.0
2008-06-17,54400,54400,52700,54000,171692,6639780.0,122958891.0
2008-06-18,53700,54100,53500,54000,154372,6639780.0,122958891.0
2008-06-19,53900,53900,51100,51100,117772,6283199.0,122958891.0
2008-06-20,51800,52100,51100,52000,121959,6393862.0,122958891.0
2008-06-23,51000,51600,50500,51500,98003,6332383.0,122958891.0
2008-06-24,51000,51600,50700,51200,87202,6295495.0,122958891.0
2008-06-25,51000,51100,49800,50700,203494,6234016.0,122958891.0
2008-06-26,50200,50800,49750,50300,139658,6184832.0,122958891.0
2008-06-27,48700,49000,46700,46900,364912,5766772.0,122958891.0
2008-06-30,46200,46400,45250,46200,414970,5680701.0,122958891.0
2008-07-01,46600,46650,45500,46300,157430,5692997.0,122958891.0
2008-07-02,46100,47100,45700,46800,195510,5754476.0,122958891.0
2008-07-03,45500,47000,45400,46800,153785,5754476.0,122958891.0
2008-07-04,46850,47550,46000,46300,104051,5692997.0,122958891.0
2008-07-07,45050,46350,44800,46300,175989,5692997.0,122958891.0
2008-07-08,45850,46150,42500,44550,265338,5477819.0,122958891.0
2008-07-09,45050,45050,41050,42300,730705,5201161.0,122958891.0
2008-07-10,40600,42750,40600,42750,216176,5256493.0,122958891.0
2008-07-11,42100,43150,41750,43000,289872,5287232.0,122958891.0
2008-07-14,43000,43400,42700,42950,141695,5281084.0,122958891.0
2008-07-15,42550,42850,41250,41250,162738,5072054.0,122958891.0
2008-07-16,41750,41750,40050,41000,295654,5041315.0,122958891.0
2008-07-17,42300,42300,40850,41200,183554,5065906.0,122958891.0
2008-07-18,41600,41700,40400,40600,126065,4992131.0,122958891.0
2008-07-21,40700,44500,40600,43750,340980,5379451.0,122958891.0
2008-07-22,42850,43550,42250,43200,161596,5311824.0,122958891.0
2008-07-23,43900,44600,42750,43300,472342,5324120.0,122958891.0
2008-07-24,43650,44650,43100,44500,241667,5471671.0,122958891.0
2008-07-25,43500,44300,42600,44200,262190,5434783.0,122958891.0
2008-07-28,44400,45800,43550,45500,212807,5594630.0,122958891.0
2008-07-29,44650,44650,43300,43900,154232,5397895.0,122958891.0
2008-07-30,44800,44800,41800,42500,272286,5225753.0,122958891.0
2008-07-31,42100,45000,41700,45000,359559,5533150.0,122958891.0
2008-08-01,44000,44500,43200,43400,51033,5336416.0,122958891.0
2008-08-04,43100,43200,41850,42050,90786,5170421.0,122958891.0
2008-08-05,41650,43000,41650,42600,149865,5238049.0,122958891.0
2008-08-06,43300,43600,42300,43000,207096,5287232.0,122958891.0
2008-08-07,43100,43400,42500,42650,140109,5244197.0,122958891.0
2008-08-08,42400,42400,41750,42000,118650,5164273.0,122958891.0
2008-08-11,42750,42850,42150,42250,88044,5195013.0,122958891.0
2008-08-12,42000,42400,41850,42000,49583,5164273.0,122958891.0
2008-08-13,42200,42200,41300,41450,132875,5096646.0,122958891.0
2008-08-14,41500,42400,41400,41900,61292,5151978.0,122958891.0
2008-08-18,41500,41900,41200,41350,54003,5084350.0,122958891.0
2008-08-19,41400,41400,40500,41000,126062,5041315.0,122958891.0
2008-08-20,40550,41800,40550,41500,58210,5102794.0,122958891.0
2008-08-21,41300,41300,39300,39550,215092,4863024.0,122958891.0
2008-08-22,39300,39450,37350,37600,173302,4623254.0,122958891.0
2008-08-25,37600,38000,37350,37800,93647,4647846.0,122958891.0
2008-08-26,37100,38550,36600,37900,87849,4660142.0,122958891.0
2008-08-27,37450,37950,36700,37950,97336,4666290.0,122958891.0
2008-08-28,38350,39650,38250,39000,132145,4795397.0,122958891.0
2008-08-29,38800,40000,38400,40000,162330,4918356.0,122958891.0
2008-09-01,38300,39000,37600,37600,100514,4623254.0,122958891.0
2008-09-02,37800,38000,35700,35850,161915,4408076.0,122958891.0
2008-09-03,34600,37300,34600,37300,180189,4586367.0,122958891.0
2008-09-04,36600,39000,36500,38800,124655,4770805.0,122958891.0
2008-09-05,37600,37700,36750,37000,143193,4549479.0,122958891.0
2008-09-08,38000,41000,37600,41000,522987,5041315.0,122958891.0
2008-09-09,40800,40800,38300,39950,153837,4912208.0,122958891.0
2008-09-10,39200,39650,38400,39000,336507,4795397.0,122958891.0
2008-09-11,39000,39500,38450,39300,113937,4832284.0,122958891.0
2008-09-12,39700,40150,39700,39750,160037,4887616.0,122958891.0
2008-09-16,35000,38800,35000,38650,195330,4752361.0,122958891.0
2008-09-17,38750,39550,38450,38550,160683,4740065.0,122958891.0
2008-09-18,38400,38400,35450,37000,170724,4549479.0,122958891.0
2008-09-19,38200,38450,37400,37400,240331,4598663.0,122958891.0
2008-09-22,38150,39250,37400,37400,120700,4598663.0,122958891.0
2008-09-23,36700,38100,36600,38000,233628,4672438.0,122958891.0
2008-09-24,38000,39950,37600,39800,214869,4893764.0,122958891.0
2008-09-25,39500,39950,39100,39900,72454,4906060.0,122958891.0
2008-09-26,39700,39850,38800,39350,101545,4838432.0,122958891.0
2008-09-29,39700,39850,38150,38750,71993,4764657.0,122958891.0
2008-09-30,36050,42500,36050,40100,138392,4930652.0,122958891.0
2008-10-01,40450,40450,39500,39900,137666,4906060.0,122958891.0
2008-10-02,39800,40100,38600,39250,80635,4826136.0,122958891.0
2008-10-06,38800,38800,36800,36800,149600,4524887.0,122958891.0
2008-10-07,36000,36350,35100,36000,231030,4426520.0,122958891.0
2008-10-08,34850,35750,32700,33500,194865,4119123.0,122958891.0
2008-10-09,33000,35000,32500,33750,175340,4149863.0,122958891.0
2008-10-10,32050,33100,30250,32850,259395,4039200.0,122958891.0
2008-10-13,32900,34400,32900,33400,215239,4106827.0,122958891.0
2008-10-14,35200,36700,34700,36500,266814,4488000.0,122958891.0
2008-10-15,35600,36700,35300,36400,79494,4475704.0,122958891.0
2008-10-16,34850,35100,31700,31900,263137,3922389.0,122958891.0
2008-10-17,32900,33200,30100,31400,344169,3860909.0,122958891.0
2008-10-20,31400,32400,30450,32100,119826,3946980.0,122958891.0
2008-10-21,32750,34500,32750,33800,197993,4156011.0,122958891.0
2008-10-22,33500,33500,30300,32300,258855,3971572.0,122958891.0
2008-10-23,30600,31550,29000,30500,274109,3750246.0,122958891.0
2008-10-24,30100,30500,25950,25950,249216,3190783.0,122958891.0
2008-10-27,24300,27000,24300,25900,185487,3184635.0,122958891.0
2008-10-28,24100,28100,24000,27400,288363,3369074.0,122958891.0
2008-10-29,28200,30550,24300,27800,283906,3418257.0,122958891.0
2008-10-30,29400,30900,27850,30200,417442,3713359.0,122958891.0
2008-10-31,30400,31300,29250,29950,261631,3682619.0,122958891.0
2008-11-03,30100,34350,30100,33800,394672,4156011.0,122958891.0
2008-11-04,33800,35500,33000,34900,323295,4291265.0,122958891.0
2008-11-05,35850,38450,35600,36050,332692,4432668.0,122958891.0
2008-11-06,33800,36450,33800,34900,177935,4291265.0,122958891.0
2008-11-07,33600,37200,33350,37150,194821,4567923.0,122958891.0
2008-11-10,37150,37800,36300,37750,136238,4641698.0,122958891.0
2008-11-11,36550,37350,35500,35600,181192,4377337.0,122958891.0
2008-11-12,33850,35950,33800,35000,163309,4303561.0,122958891.0
2008-11-13,34000,34950,33150,34200,134386,4205194.0,122958891.0
2008-11-14,35500,35500,33500,34300,176096,4217490.0,122958891.0
2008-11-17,33550,33900,33200,33550,118434,4125271.0,122958891.0
2008-11-18,33000,33250,32200,32200,115477,3959276.0,122958891.0
2008-11-19,32200,32450,29600,30500,260432,3750246.0,122958891.0
2008-11-20,28050,29350,28050,28900,126144,3553512.0,122958891.0
2008-11-21,28000,30500,27500,29600,183029,3639583.0,122958891.0
2008-11-24,30000,34000,29900,32900,572335,4045348.0,122958891.0
2008-11-25,33900,34950,32450,34900,294790,4291265.0,122958891.0
2008-11-26,34750,36300,34750,35800,180123,4401928.0,122958891.0
2008-11-27,36000,36450,34500,35050,245826,4309709.0,122958891.0
2008-11-28,35100,35600,34650,35600,134871,4377337.0,122958891.0
2008-12-01,35800,36250,34700,34850,151203,4285117.0,122958891.0
2008-12-02,32800,34650,32800,33600,120507,4131419.0,122958891.0
2008-12-03,34400,34450,33150,33600,125308,4131419.0,122958891.0
2008-12-04,34000,34400,31650,32000,240949,3934685.0,122958891.0
2008-12-05,31500,33100,31200,33000,158848,4057643.0,122958891.0
2008-12-08,33500,34100,32700,33900,270066,4168306.0,122958891.0
2008-12-09,34450,36050,33800,35600,340280,4377337.0,122958891.0
2008-12-10,35300,35500,33850,35000,259105,4303561.0,122958891.0
2008-12-11,35050,38300,35050,37350,305595,4592515.0,122958891.0
2008-12-12,36500,36900,35100,36500,192543,4488000.0,122958891.0
2008-12-15,37000,37200,35700,36500,294758,4488000.0,122958891.0
2008-12-16,36500,36650,35250,35250,155244,4334301.0,122958891.0
2008-12-17,36200,36450,35300,35900,221208,4414224.0,122958891.0
2008-12-18,36100,37400,35700,36700,266880,4512591.0,122958891.0
2008-12-19,36700,37500,35500,37450,207360,4604810.0,122958891.0
2008-12-22,37350,38200,37000,37450,91177,4604810.0,122958891.0
2008-12-23,37400,37400,35650,36700,101435,4512591.0,122958891.0
2008-12-24,36000,36950,35800,36700,102217,4512591.0,122958891.0
2008-12-26,36500,36700,35500,36200,75185,4451112.0,122958891.0
2008-12-29,35300,37000,35300,36300,99801,4463408.0,122958891.0
2008-12-30,36400,37500,36150,36700,169774,4512591.0,122958891.0
2009-01-02,36800,37100,36550,37100,44734,4561775.0,122958891.0
2009-01-05,37400,37650,36000,36450,237853,4481852.0,122958891.0
2009-01-06,36900,36900,36150,36700,194225,4512591.0,122958891.0
2009-01-07,37100,38600,36700,38250,208573,4703178.0,122958891.0
2009-01-08,37600,38950,37600,38500,190403,4733917.0,122958891.0
2009-01-09,38650,39050,37300,37800,161091,4647846.0,122958891.0
2009-01-12,37400,37800,36900,37500,90689,4610958.0,122958891.0
2009-01-13,37500,37500,36300,37000,163934,4549479.0,122958891.0
2009-01-14,36950,36950,35800,35900,314221,4414224.0,122958891.0
2009-01-15,35000,35350,32750,34000,374326,4180602.0,122958891.0
2009-01-16,34000,36050,33850,35500,168408,4365041.0,122958891.0
2009-01-19,36000,36000,35050,35050,159310,4309709.0,122958891.0
2009-01-20,35050,35750,34500,35500,133343,4365041.0,122958891.0
2009-01-21,34900,36800,34700,36500,266234,4488000.0,122958891.0
2009-01-22,36900,37450,36000,37100,131653,4561775.0,122958891.0
2009-01-23,37100,37600,36600,37100,149600,4561775.0,122958891.0
2009-01-28,37150,38400,37150,38000,163406,4672438.0,122958891.0
2009-01-29,38350,38700,32300,38000,163132,4672438.0,122958891.0
2009-01-30,37200,38400,37200,37900,230703,4660142.0,122958891.0
2009-02-02,38000,38100,36800,37800,135987,4647846.0,122958891.0
2009-02-03,37800,38350,37350,38000,166765,4672438.0,122958891.0
2009-02-04,38550,38550,37250,38000,144690,4672438.0,122958891.0
2009-02-05,37850,37850,35500,36300,490047,4463408.0,122958891.0
2009-02-06,36300,36600,34500,35000,590949,4303561.0,122958891.0
2009-02-09,35350,35400,34500,34500,379923,4242082.0,122958891.0
2009-02-10,34750,35000,34350,34600,157260,4254378.0,122958891.0
2009-02-11,33900,34300,33800,33950,249516,4174454.0,122958891.0
2009-02-12,34400,34700,33900,34250,190718,4211342.0,122958891.0
2009-02-13,34300,34650,34250,34500,165001,4242082.0,122958891.0
2009-02-16,34550,34550,33800,33950,154975,4174454.0,122958891.0
2009-02-17,33900,33900,31250,31300,174368,3848613.0,122958891.0
2009-02-18,30450,31000,29700,30000,319274,3688767.0,122958891.0
2009-02-19,30100,30600,28800,29600,105653,3639583.0,122958891.0
2009-02-20,28550,28900,27300,28000,321236,3442849.0,122958891.0
2009-02-23,28000,29200,27700,28800,284484,3541216.0,122958891.0
