CJ(001040),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-05-22,24040,25095,23990,24944,467357,1113472.0,22403856.0
2003-05-23,25046,26200,24594,25949,319014,1158279.0,22403856.0
2003-05-26,26601,29661,26601,28959,428661,1292702.0,22403856.0
2003-05-27,29110,29361,26550,26902,296485,1200847.0,22403856.0
2003-05-28,27052,27353,25496,25848,375103,1153799.0,22403856.0
2003-05-29,25346,26401,25346,25497,199520,1138116.0,22403856.0
2003-05-30,25698,26451,25647,25999,150460,1160520.0,22403856.0
2003-06-02,26098,26500,25797,26048,218494,1162760.0,22403856.0
2003-06-03,26550,26550,24768,25346,382810,1131395.0,22403856.0
2003-06-04,25597,25597,24920,25246,101503,1126914.0,22403856.0
2003-06-05,25396,25597,24845,24844,127510,1108991.0,22403856.0
2003-06-09,24694,24920,24343,24593,171933,1097789.0,22403856.0
2003-06-10,24593,25246,24392,25195,153390,1124674.0,22403856.0
2003-06-11,25296,25496,25019,25020,120339,1116832.0,22403856.0
2003-06-12,25096,25296,24869,25045,198674,1117952.0,22403856.0
2003-06-13,25246,26451,25246,26199,228626,1169481.0,22403856.0
2003-06-16,25748,26401,25748,25999,91960,1160520.0,22403856.0
2003-06-17,26400,26851,26299,26550,200621,1185164.0,22403856.0
2003-06-18,26300,26551,25446,25949,142520,1158279.0,22403856.0
2003-06-19,25948,25998,25045,25145,262552,1122433.0,22403856.0
2003-06-20,24844,25596,24844,25195,128622,1124674.0,22403856.0
2003-06-23,25296,25497,25020,25296,139598,1129154.0,22403856.0
2003-06-24,24845,25196,24845,25095,78907,1120193.0,22403856.0
2003-06-25,25145,25496,25145,25346,99680,1131395.0,22403856.0
2003-06-26,25019,25345,25019,25195,66240,1124674.0,22403856.0
2003-06-27,25497,26300,25497,25949,176180,1158279.0,22403856.0
2003-06-30,25948,26199,25345,26098,113231,1165001.0,22403856.0
2003-07-01,26098,26550,25847,26550,126700,1185164.0,22403856.0
2003-07-02,26701,26802,26300,26400,105864,1178443.0,22403856.0
2003-07-03,26601,26601,25596,25647,141701,1144837.0,22403856.0
2003-07-04,25848,26701,25848,26400,219727,1178443.0,22403856.0
2003-07-07,26400,26550,26098,26299,90762,1173962.0,22403856.0
2003-07-08,27053,27053,25899,25999,187801,1160520.0,22403856.0
2003-07-09,25998,26299,25596,25597,96374,1142597.0,22403856.0
2003-07-10,25748,26099,25396,25497,91200,1138116.0,22403856.0
2003-07-11,25196,25949,25196,25698,103023,1147077.0,22403856.0
2003-07-14,25847,26098,25646,25848,87269,1153799.0,22403856.0
2003-07-15,25848,25949,25497,25949,99148,1158279.0,22403856.0
2003-07-16,26098,26299,25546,25647,53270,1144837.0,22403856.0
2003-07-18,25196,25698,25146,25296,78687,1129154.0,22403856.0
2003-07-21,25295,25546,25145,25346,46030,1131395.0,22403856.0
2003-07-22,25095,25395,25045,25195,62149,1124674.0,22403856.0
2003-07-23,25145,26500,25145,26450,146255,1180683.0,22403856.0
2003-07-24,26551,27304,26300,27304,160249,1218770.0,22403856.0
2003-07-25,27253,27855,27052,27404,182208,1223251.0,22403856.0
2003-07-28,28107,28207,26952,27454,162170,1225491.0,22403856.0
2003-07-29,27605,27907,27455,27705,108749,1236693.0,22403856.0
2003-07-30,27655,27907,27254,27254,103784,1216529.0,22403856.0
2003-07-31,27052,27855,27001,27654,122616,1234452.0,22403856.0
2003-08-01,27856,28358,27655,27956,115792,1247895.0,22403856.0
2003-08-04,28357,28758,27604,28307,142160,1263577.0,22403856.0
2003-08-05,28407,28758,28006,28709,111308,1281501.0,22403856.0
2003-08-06,28408,28609,27404,27705,121820,1236693.0,22403856.0
2003-08-07,27706,27806,26902,27304,120579,1218770.0,22403856.0
2003-08-08,27454,27454,27001,27354,56648,1221010.0,22403856.0
2003-08-11,27102,27102,26500,27002,68992,1205327.0,22403856.0
2003-08-12,26801,26901,26249,26500,125051,1182924.0,22403856.0
2003-08-13,26501,27203,26300,27053,128837,1207568.0,22403856.0
2003-08-14,27304,27304,26651,27254,173090,1216529.0,22403856.0
2003-08-18,27253,27454,26750,26751,161721,1194126.0,22403856.0
2003-08-19,27001,27152,26098,26500,209082,1182924.0,22403856.0
2003-08-20,26450,26851,26350,26450,111930,1180683.0,22403856.0
2003-08-21,26651,27052,26450,26952,168530,1203087.0,22403856.0
2003-08-22,26951,27102,26350,26450,101555,1180683.0,22403856.0
2003-08-25,26351,26902,26300,26651,75980,1189645.0,22403856.0
2003-08-26,26501,27354,26501,27103,124924,1209808.0,22403856.0
2003-08-27,27254,27304,26852,26852,83682,1198606.0,22403856.0
2003-08-28,26751,27153,26351,26350,98000,1176202.0,22403856.0
2003-08-29,26450,26500,25797,26098,137026,1165001.0,22403856.0
2003-09-01,25999,26150,25748,25899,217801,1156039.0,22403856.0
2003-09-02,25847,25898,25395,25647,235868,1144837.0,22403856.0
2003-09-03,25949,26049,25547,25748,177450,1149318.0,22403856.0
2003-09-04,25497,25999,25497,25748,90610,1149318.0,22403856.0
2003-09-05,26098,26500,25948,26048,169593,1162760.0,22403856.0
2003-09-08,26350,26701,26098,26701,152300,1191885.0,22403856.0
2003-09-09,26601,26801,26249,26249,152401,1171722.0,22403856.0
2003-09-15,26250,26501,25899,25899,86879,1156039.0,22403856.0
2003-09-16,25747,27001,25747,26701,189700,1191885.0,22403856.0
2003-09-17,26902,27404,26802,27053,203100,1207568.0,22403856.0
2003-09-18,27053,27655,26852,27254,164120,1216529.0,22403856.0
2003-09-19,27404,27455,26501,26601,149495,1187404.0,22403856.0
2003-09-22,26500,26801,25998,26098,148015,1165001.0,22403856.0
2003-09-23,26299,26500,25797,26500,93010,1182924.0,22403856.0
2003-09-24,26601,27354,26501,27103,188763,1209808.0,22403856.0
2003-09-25,26751,26802,26200,26802,126405,1196366.0,22403856.0
2003-09-26,26400,26651,26098,26098,110380,1165001.0,22403856.0
2003-09-29,25899,26351,25698,26350,74330,1176202.0,22403856.0
2003-09-30,26350,26550,25898,26450,165740,1180683.0,22403856.0
2003-10-01,26149,26350,25948,26249,83460,1171722.0,22403856.0
2003-10-02,26602,26952,26451,26601,167620,1187404.0,22403856.0
2003-10-06,26751,26852,26401,26852,112101,1198606.0,22403856.0
2003-10-07,26851,27805,26801,27604,241550,1232212.0,22403856.0
2003-10-08,27907,28558,27655,27755,314711,1238933.0,22403856.0
2003-10-09,27906,28758,27805,28709,277500,1281501.0,22403856.0
2003-10-10,29011,29412,28106,28859,269325,1288222.0,22403856.0
2003-10-13,28959,30113,28407,29863,307756,1333029.0,22403856.0
2003-10-14,30113,30113,29160,29160,172900,1301664.0,22403856.0
2003-10-15,29512,29612,28759,29060,126351,1297183.0,22403856.0
2003-10-16,29562,29612,28659,28859,180044,1288222.0,22403856.0
2003-10-17,28658,29261,27554,27855,208350,1243414.0,22403856.0
2003-10-20,27505,28207,27103,28207,193463,1259097.0,22403856.0
2003-10-21,28106,28557,27805,28307,124130,1263577.0,22403856.0
2003-10-22,28157,29011,28007,28609,126013,1277020.0,22403856.0
2003-10-23,28608,28608,27604,27604,123670,1232212.0,22403856.0
2003-10-24,27856,28408,27655,28358,151450,1265818.0,22403856.0
2003-10-27,28609,28709,28157,28358,85615,1265818.0,22403856.0
2003-10-28,28207,29211,28207,29060,154990,1297183.0,22403856.0
2003-10-29,29312,29763,29111,29462,154543,1315106.0,22403856.0
2003-10-30,29462,29812,29210,29612,76810,1321828.0,22403856.0
2003-10-31,29110,29712,28859,29662,141265,1324068.0,22403856.0
2003-11-03,29611,29862,29462,29562,76032,1319587.0,22403856.0
2003-11-04,30114,30617,29061,29261,217791,1306145.0,22403856.0
2003-11-05,29210,29512,28859,29411,206754,1312866.0,22403856.0
2003-11-06,29661,29812,28357,28458,266510,1270299.0,22403856.0
2003-11-07,28358,28609,27655,28207,216131,1259097.0,22403856.0
2003-11-10,28007,28508,27655,28358,140493,1265818.0,22403856.0
2003-11-11,28207,28609,27806,27906,104400,1245654.0,22403856.0
2003-11-12,27706,28860,27706,28659,153610,1279260.0,22403856.0
2003-11-13,28859,29160,28457,29160,113621,1301664.0,22403856.0
2003-11-14,28910,29412,28910,29060,82730,1297183.0,22403856.0
2003-11-17,28910,29161,28558,28809,102672,1285981.0,22403856.0
2003-11-18,29060,29060,28357,28909,64170,1290462.0,22403856.0
2003-11-19,28358,28810,27856,27906,136265,1245654.0,22403856.0
2003-11-20,28306,28357,27604,27604,80561,1232212.0,22403856.0
2003-11-21,27403,27705,27102,27354,133631,1221010.0,22403856.0
2003-11-24,27353,27705,26400,26450,85829,1180683.0,22403856.0
2003-11-25,26751,27002,26551,26802,84674,1196366.0,22403856.0
2003-11-26,27002,28558,26902,28358,143810,1265818.0,22403856.0
2003-11-27,28558,28759,28106,28358,71505,1265818.0,22403856.0
2003-11-28,28257,28910,28257,28859,124498,1288222.0,22403856.0
2003-12-01,28860,29011,28408,28859,83951,1288222.0,22403856.0
2003-12-02,29161,29161,28659,28859,57020,1288222.0,22403856.0
2003-12-03,29010,29913,28708,29662,236860,1324068.0,22403856.0
2003-12-04,29562,31168,29061,30616,296880,1366635.0,22403856.0
2003-12-05,30717,31118,30165,30616,124589,1366635.0,22403856.0
2003-12-08,30616,31669,30365,31369,227382,1400241.0,22403856.0
2003-12-09,31620,31620,30767,31068,90587,1386799.0,22403856.0
2003-12-10,30717,31570,30265,31470,143030,1404722.0,22403856.0
2003-12-11,31469,31619,30917,30917,162894,1380078.0,22403856.0
2003-12-12,31117,31720,30616,30967,149878,1382318.0,22403856.0
2003-12-15,31318,31971,31217,31870,186591,1422645.0,22403856.0
2003-12-16,31369,32624,31118,32373,216780,1445049.0,22403856.0
2003-12-17,32373,32473,31118,31520,173732,1406962.0,22403856.0
2003-12-18,31118,31520,30466,30616,222840,1366635.0,22403856.0
2003-12-19,30917,31018,30366,30616,191144,1366635.0,22403856.0
2003-12-22,30366,31570,30366,31269,122012,1395760.0,22403856.0
2003-12-23,31418,31669,30716,31168,78613,1391279.0,22403856.0
2003-12-24,31217,31368,30264,30314,88550,1353193.0,22403856.0
2003-12-26,30113,30566,30013,30314,78341,1353193.0,22403856.0
2003-12-29,29963,31318,29913,31118,78920,1389039.0,22403856.0
2003-12-30,30716,31268,30716,31168,102284,1391279.0,22403856.0
2004-01-02,31217,31770,31017,31419,107248,1402481.0,22403856.0
2004-01-05,31269,32423,31269,32122,194960,1433847.0,22403856.0
2004-01-06,32522,32623,31720,32272,130560,1440568.0,22403856.0
2004-01-07,32723,33276,32372,32674,142970,1458491.0,22403856.0
2004-01-08,33125,33276,32472,32674,140722,1458491.0,22403856.0
2004-01-09,32673,33276,32673,33125,148488,1478654.0,22403856.0
2004-01-12,32674,33126,31922,32875,126270,1467453.0,22403856.0
2004-01-13,32173,33427,32173,33326,165453,1487616.0,22403856.0
2004-01-14,33577,33577,33125,33175,107065,1480895.0,22403856.0
2004-01-15,33225,33777,33025,33225,164440,1483135.0,22403856.0
2004-01-16,33426,33627,32623,33125,96565,1478654.0,22403856.0
2004-01-19,32824,33276,32824,33125,78554,1478654.0,22403856.0
2004-01-20,32774,33126,32123,32624,153851,1456251.0,22403856.0
2004-01-26,32975,32975,32022,32423,99869,1447289.0,22403856.0
2004-01-27,32222,32773,32071,32674,184270,1458491.0,22403856.0
2004-01-28,32673,32824,32322,32473,88310,1449529.0,22403856.0
2004-01-29,32223,32875,31922,32574,64128,1454010.0,22403856.0
2004-01-30,32473,33076,32423,33075,107023,1476414.0,22403856.0
2004-02-02,33075,33777,32974,33426,102613,1492097.0,22403856.0
2004-02-03,33527,33627,32272,33125,133642,1478654.0,22403856.0
2004-02-04,33126,33377,32423,32624,89671,1456251.0,22403856.0
2004-02-05,32975,34180,32774,34130,169771,1523462.0,22403856.0
2004-02-06,34381,34481,33528,34381,112400,1534664.0,22403856.0
2004-02-09,34381,34883,34079,34431,107693,1536905.0,22403856.0
2004-02-10,34381,34682,34180,34631,78102,1545866.0,22403856.0
2004-02-11,34782,35284,34029,35284,186383,1574991.0,22403856.0
2004-02-12,34933,35334,34180,34631,133880,1545866.0,22403856.0
2004-02-13,34682,34682,34029,34631,92463,1545866.0,22403856.0
2004-02-16,34381,34381,33728,33778,84977,1507780.0,22403856.0
2004-02-17,33728,33929,33528,33929,91541,1514501.0,22403856.0
2004-02-18,33728,33928,33225,33376,107026,1489856.0,22403856.0
2004-02-19,33628,33628,33176,33326,112780,1487616.0,22403856.0
2004-02-20,33376,33978,33276,33878,85970,1512260.0,22403856.0
2004-02-23,33878,34079,33678,33678,48980,1503299.0,22403856.0
2004-02-24,33728,33877,33376,33376,56892,1489856.0,22403856.0
2004-02-25,33376,33728,33326,33376,44980,1489856.0,22403856.0
2004-02-26,33627,34229,33326,33878,105660,1512260.0,22403856.0
2004-02-27,33877,34329,33627,34330,106580,1532424.0,22403856.0
2004-03-02,34832,35233,34631,35133,233756,1568270.0,22403856.0
2004-03-03,34682,35284,34632,34631,96130,1545866.0,22403856.0
2004-03-04,34682,34883,34230,34381,122917,1534664.0,22403856.0
2004-03-05,34279,34982,34028,34932,111806,1559308.0,22403856.0
2004-03-08,35133,35183,34782,34832,122209,1554828.0,22403856.0
2004-03-09,34933,35133,34833,35083,127117,1566030.0,22403856.0
2004-03-10,35083,35485,34732,34832,130780,1554828.0,22403856.0
2004-03-11,34731,34832,33978,34230,151803,1527943.0,22403856.0
2004-03-12,34129,34129,32874,33376,154515,1489856.0,22403856.0
2004-03-15,33125,33777,33125,33577,64550,1498818.0,22403856.0
2004-03-16,33427,34431,33277,34130,99174,1523462.0,22403856.0
2004-03-17,34229,34731,34179,34731,122485,1550347.0,22403856.0
2004-03-18,34631,34781,34078,34280,106524,1530183.0,22403856.0
2004-03-19,34531,35083,34330,34882,82175,1557068.0,22403856.0
2004-03-22,34932,35182,34028,34029,57600,1518981.0,22403856.0
2004-03-23,33628,34130,33377,33929,53948,1514501.0,22403856.0
2004-03-24,33728,33728,33327,33477,46970,1494337.0,22403856.0
2004-03-25,33125,33477,32974,33125,109615,1478654.0,22403856.0
2004-03-26,33276,33426,32974,32975,137214,1471933.0,22403856.0
2004-03-29,32774,33728,32774,32825,60824,1465212.0,22403856.0
2004-03-30,32825,33226,32523,33075,90503,1476414.0,22403856.0
2004-03-31,33377,33528,33026,33527,64124,1496578.0,22403856.0
2004-04-01,33277,34130,33277,34130,619367,1523462.0,22403856.0
2004-04-02,34129,35383,33577,35133,168570,1678091.0,23972727.0
2004-04-06,35584,35785,34832,35133,171067,1678091.0,23972727.0
2004-04-07,35384,35384,34531,34631,75934,1654118.0,23972727.0
2004-04-08,34681,35133,34430,35133,94830,1678091.0,23972727.0
2004-04-09,34682,35034,34330,34882,65134,1666105.0,23972727.0
2004-04-12,34882,35885,34882,35886,125670,1714050.0,23972727.0
2004-04-13,36036,36036,35383,35384,83453,1690077.0,23972727.0
2004-04-14,34983,35034,34381,34631,60867,1654118.0,23972727.0
2004-04-16,34380,34380,33827,33828,49810,1615762.0,23972727.0
2004-04-19,34079,34481,33478,34431,53959,1644529.0,23972727.0
2004-04-20,34581,35885,34329,35886,95480,1714050.0,23972727.0
2004-04-21,35182,35885,35083,35585,82177,1699666.0,23972727.0
2004-04-22,35485,35736,35133,35535,92441,1697269.0,23972727.0
2004-04-23,35885,36137,35182,35183,76798,1680488.0,23972727.0
2004-04-26,35383,35383,34480,34480,40417,1646926.0,23972727.0
2004-04-27,34832,35083,34430,34480,46773,1646926.0,23972727.0
2004-04-28,34632,35635,34481,35535,110930,1697269.0,23972727.0
2004-04-29,35133,35484,34681,34932,91400,1668502.0,23972727.0
2004-04-30,34430,35083,34179,34932,73730,1668502.0,23972727.0
2004-05-03,34983,35334,34531,34631,54859,1654118.0,23972727.0
2004-05-04,34782,34833,34381,34631,52851,1654118.0,23972727.0
2004-05-06,34130,34632,33427,33678,96194,1608570.0,23972727.0
2004-05-07,33426,33627,32673,33376,77508,1594186.0,23972727.0
2004-05-10,33527,33527,29661,30716,91975,1467131.0,23972727.0
2004-05-11,29713,31018,29662,30165,104955,1440761.0,23972727.0
2004-05-12,30165,31369,30114,30817,83118,1471925.0,23972727.0
2004-05-13,31368,31368,30013,30114,103354,1438364.0,23972727.0
2004-05-14,30113,30566,28306,28307,123741,1352062.0,23972727.0
2004-05-17,28758,29661,27906,29662,126900,1416788.0,23972727.0
2004-05-18,29311,30113,28859,29612,84410,1414391.0,23972727.0
2004-05-19,29611,30966,29512,30716,105770,1467131.0,23972727.0
2004-05-20,29863,30868,29662,30365,65751,1450350.0,23972727.0
2004-05-21,30917,31117,30465,30917,65760,1476720.0,23972727.0
2004-05-24,30867,31318,30415,30716,53690,1467131.0,23972727.0
2004-05-25,30215,30667,29462,30666,67922,1464734.0,23972727.0
2004-05-27,30766,31167,30063,30716,78348,1467131.0,23972727.0
2004-05-28,31368,31569,30716,30917,89564,1476720.0,23972727.0
2004-05-31,30766,31067,30113,30264,42520,1445555.0,23972727.0
2004-06-01,30366,31018,30366,30867,72033,1474323.0,23972727.0
2004-06-02,30867,30867,29661,30114,77732,1438364.0,23972727.0
2004-06-03,30215,30416,28458,28609,83705,1366445.0,23972727.0
2004-06-04,28859,29611,28658,29160,160388,1392815.0,23972727.0
2004-06-07,29161,30818,29161,30616,74350,1462336.0,23972727.0
2004-06-08,30867,31068,30315,30867,52100,1474323.0,23972727.0
2004-06-09,30867,31217,30365,30515,36970,1457542.0,23972727.0
2004-06-10,29361,30063,28859,30064,192900,1435966.0,23972727.0
2004-06-11,30014,30014,28860,29110,86257,1390418.0,23972727.0
2004-06-14,29111,29713,28408,28609,48651,1366445.0,23972727.0
2004-06-15,29160,29210,27956,28056,91010,1340618.0,23982427.0
2004-06-16,28006,29661,28006,28709,97700,1371795.0,23982427.0
2004-06-17,29060,29561,28457,29411,90555,1405370.0,23982427.0
2004-06-18,29411,29411,28206,28909,125611,1381388.0,23982427.0
2004-06-21,28909,29411,28256,28709,101703,1371795.0,23982427.0
2004-06-22,28507,28859,28056,28709,49027,1371795.0,23982427.0
2004-06-23,29110,29311,28256,28257,73780,1350211.0,23982427.0
2004-06-24,29011,29312,28558,29010,74212,1386184.0,23982427.0
2004-06-25,29261,29762,28909,29612,56880,1414963.0,23982427.0
2004-06-28,29762,30214,29261,30114,65973,1438946.0,23982427.0
2004-06-29,30365,30817,29762,30766,77990,1470123.0,23982427.0
2004-06-30,30666,31770,30666,31369,90095,1498902.0,23982427.0
2004-07-01,31369,31620,30416,30415,65422,1453335.0,23982427.0
2004-07-02,30466,30466,29763,30215,48594,1443742.0,23982427.0
2004-07-05,29963,31619,29862,31419,52980,1501300.0,23982427.0
2004-07-06,31569,31921,31217,31670,58880,1513291.0,23982427.0
2004-07-07,31368,32322,31167,32322,73440,1544468.0,23982427.0
2004-07-08,32522,32522,31368,31369,72940,1498902.0,23982427.0
2004-07-09,31368,32422,31368,32021,39963,1530079.0,23982427.0
2004-07-12,32372,32522,31619,32021,39811,1530079.0,23982427.0
2004-07-13,32522,32522,31117,32473,62125,1551663.0,23982427.0
2004-07-14,32122,32272,31569,31670,42804,1513291.0,23982427.0
2004-07-15,31619,31870,30716,31620,39880,1510893.0,23982427.0
2004-07-16,31870,31870,30415,31369,41690,1498902.0,23982427.0
2004-07-19,30867,32123,30717,32122,37870,1534875.0,23982427.0
2004-07-20,31520,31620,30917,31068,56981,1484512.0,23982427.0
2004-07-21,31418,31619,30867,31118,70881,1486910.0,23982427.0
2004-07-22,30415,30566,29963,30114,76574,1438946.0,23982427.0
2004-07-23,30114,30315,29713,29964,37572,1431751.0,23982427.0
2004-07-26,29662,30114,29662,29713,32242,1419760.0,23982427.0
2004-07-27,30063,30465,29411,30465,31675,1455733.0,23982427.0
2004-07-28,30867,30867,30013,30314,34880,1448539.0,23982427.0
2004-07-29,30265,30265,29111,29110,53941,1390981.0,23982427.0
2004-07-30,29361,29561,28658,28709,100490,1371795.0,23982427.0
2004-08-02,28609,28609,27053,27103,122255,1295051.0,23982427.0
2004-08-03,27103,27605,26351,26400,118460,1261476.0,23982427.0
2004-08-04,25999,26602,25497,25899,94615,1237493.0,23982427.0
2004-08-05,26098,26851,26098,26550,73151,1268670.0,23982427.0
2004-08-06,26249,27152,26048,26701,101530,1275865.0,23982427.0
2004-08-09,26701,27504,26500,27354,66220,1307042.0,23982427.0
2004-08-10,27202,27504,26851,27354,103420,1307042.0,23982427.0
2004-08-11,27756,28257,27455,27906,165051,1333423.0,23982427.0
2004-08-12,28056,28810,28007,28809,135682,1376591.0,23982427.0
2004-08-13,28810,28810,28056,28609,117251,1366998.0,23982427.0
2004-08-16,28658,28809,28156,28508,51740,1362202.0,23982427.0
2004-08-17,28558,28759,28207,28358,43861,1355007.0,23982427.0
2004-08-18,28207,28558,28207,28358,35641,1355007.0,23982427.0
2004-08-19,28507,28859,28306,28508,76411,1362202.0,23982427.0
2004-08-20,28306,28357,28106,28257,136489,1350211.0,23982427.0
2004-08-23,28458,29111,28408,28408,56648,1357405.0,23982427.0
2004-08-24,28758,28809,28457,28759,40420,1374193.0,23982427.0
2004-08-25,28758,29361,28608,29160,54150,1393379.0,23982427.0
2004-08-26,29160,29712,29160,29210,77990,1395777.0,23982427.0
2004-08-27,29561,29611,29210,29411,26471,1405370.0,23982427.0
2004-08-30,29462,29462,28507,29210,25570,1395777.0,23982427.0
2004-08-31,28759,29512,28759,29512,40322,1410167.0,23982427.0
2004-09-01,29511,30566,29210,30114,61708,1438946.0,23982427.0
2004-09-02,30114,30617,29713,30215,47110,1443742.0,23982427.0
2004-09-03,30215,30215,29662,29713,31258,1419760.0,23982427.0
2004-09-06,29612,30114,29612,29964,45072,1431751.0,23982427.0
2004-09-07,29862,29913,29411,29612,72210,1414963.0,23982427.0
2004-09-08,29611,29712,28557,28558,88439,1364600.0,23982427.0
2004-09-09,28558,29061,28257,28609,104932,1366998.0,23982427.0
2004-09-10,28609,29061,28458,29010,61182,1386184.0,23982427.0
2004-09-13,28960,29512,28960,29311,57110,1400574.0,23982427.0
2004-09-14,29261,29512,28809,28909,52241,1381388.0,23982427.0
2004-09-15,29311,29311,28909,28959,47849,1383786.0,23982427.0
2004-09-16,29261,29712,29060,29662,75119,1417361.0,23982427.0
2004-09-17,29913,30214,29512,30064,100831,1436547.0,23982427.0
2004-09-20,30165,30867,30165,30616,78784,1462928.0,23982427.0
2004-09-21,30617,30617,29964,30215,64617,1443742.0,23982427.0
2004-09-22,30666,30666,29661,29662,42048,1417361.0,23982427.0
2004-09-23,29763,30567,29612,30415,59820,1453335.0,23982427.0
2004-09-24,30063,30566,30063,30465,50290,1455733.0,23982427.0
2004-09-30,30867,31469,30515,31118,175311,1486910.0,23982427.0
2004-10-01,31067,32422,31017,31870,164369,1522884.0,23982427.0
2004-10-04,31821,32473,31721,32423,133311,1549265.0,23982427.0
2004-10-05,32372,32472,31469,32272,57990,1542070.0,23982427.0
2004-10-06,32173,32674,31771,32624,80781,1558858.0,23982427.0
2004-10-07,32673,33025,32322,32473,63285,1551663.0,23982427.0
2004-10-08,32122,32573,31669,31820,55505,1520486.0,23982427.0
2004-10-11,31620,32072,30917,31018,91224,1482114.0,23982427.0
2004-10-12,30767,30868,29914,29914,138380,1429353.0,23982427.0
2004-10-13,30314,30867,30063,30114,76224,1438946.0,23982427.0
2004-10-14,30415,30716,29812,29813,97770,1424556.0,23982427.0
2004-10-15,29662,29964,29362,29763,107744,1422158.0,23982427.0
2004-10-18,29762,30566,29762,29863,61100,1426954.0,23982427.0
2004-10-19,30416,30667,30315,30616,71342,1462928.0,23982427.0
2004-10-20,30566,30616,29611,29612,62981,1414963.0,23982427.0
2004-10-21,29612,29964,28709,28809,96529,1376591.0,23982427.0
2004-10-22,28810,29713,28759,29311,41068,1400574.0,23982427.0
2004-10-25,28859,28959,27654,28006,112229,1338219.0,23982427.0
2004-10-26,28106,28558,27957,27956,91561,1335821.0,23982427.0
2004-10-27,28608,28658,28006,28257,82540,1350211.0,23982427.0
2004-10-28,28608,30214,28608,30114,97472,1438946.0,23982427.0
2004-10-29,30164,31619,30164,31218,147921,1491707.0,23982427.0
2004-11-01,30867,31520,30416,31319,113046,1496503.0,23982427.0
2004-11-02,31117,31418,30616,31168,121860,1489309.0,23982427.0
2004-11-03,31368,31368,30616,30967,66070,1479716.0,23982427.0
2004-11-04,30966,31167,30666,30967,64890,1479716.0,23982427.0
2004-11-05,31167,31971,31067,31670,159360,1513291.0,23982427.0
2004-11-08,31971,31971,30566,31670,56320,1513291.0,23982427.0
2004-11-09,31821,32373,31771,32122,100640,1534875.0,23982427.0
2004-11-10,32272,32473,32022,32423,101965,1549265.0,23982427.0
2004-11-11,32373,32473,31721,31971,82331,1527681.0,23982427.0
2004-11-12,31971,33175,31870,32774,120780,1566052.0,23982427.0
2004-11-15,32773,33225,32522,32523,56532,1554061.0,23982427.0
2004-11-16,32373,32624,31721,31720,46923,1515689.0,23982427.0
2004-11-17,32173,32624,31821,32423,91906,1549265.0,23982427.0
2004-11-18,32522,32874,31971,32774,73845,1566052.0,23982427.0
2004-11-19,32974,33075,31418,31620,59709,1510893.0,23982427.0
2004-11-22,31821,31821,30567,31068,61685,1484512.0,23982427.0
2004-11-23,31520,31972,31369,31720,54882,1515689.0,23982427.0
2004-11-24,31720,32974,31669,32975,98243,1575645.0,23982427.0
2004-11-25,33277,33277,32173,32574,54595,1556460.0,23982427.0
2004-11-26,32574,33327,32173,32222,99434,1539672.0,23982427.0
2004-11-29,32373,32925,32072,32875,43481,1570849.0,23982427.0
2004-11-30,32774,34883,32774,34882,223896,1666779.0,23982427.0
2004-12-01,34681,34982,34380,34781,50449,1661982.0,23982427.0
2004-12-02,35384,35434,34833,35033,147872,1673973.0,23982427.0
2004-12-03,34883,36188,34381,34631,117955,1654787.0,23982427.0
2004-12-06,34632,35034,34029,34180,79526,1633203.0,23982427.0
2004-12-07,34130,34632,33327,33527,62964,1602026.0,23982427.0
2004-12-08,33527,34781,33426,33828,135120,1616416.0,23982427.0
2004-12-09,33827,34129,32874,33125,199735,1582840.0,23982427.0
2004-12-10,33427,33528,31570,32875,117870,1571668.0,23994927.0
2004-12-13,31971,32522,31870,32523,77942,1554871.0,23994927.0
2004-12-14,32173,32825,32173,32624,107604,1559670.0,23994927.0
2004-12-15,33376,35133,33276,34982,291222,1672446.0,23994927.0
2004-12-16,35384,35535,34632,35033,118248,1674846.0,23994927.0
2004-12-17,35034,35083,34230,35033,49461,1674846.0,23994927.0
2004-12-20,35034,35034,34079,34431,49126,1646052.0,23994927.0
2004-12-21,33978,34982,33978,34932,64781,1670047.0,23994927.0
2004-12-22,35183,35183,33778,34882,87492,1667647.0,23994927.0
2004-12-23,35083,35083,34330,34832,45770,1665248.0,23994927.0
2004-12-24,34932,34932,34430,34932,42490,1670047.0,23994927.0
2004-12-27,35033,35033,34279,34280,29569,1638854.0,23994927.0
2004-12-28,33678,34430,33678,34230,43002,1636454.0,23994927.0
2004-12-29,33728,34883,33628,34882,64140,1667647.0,23994927.0
2004-12-30,34883,35535,34531,35535,64480,1698841.0,23994927.0
2005-01-03,35183,35283,34380,34530,67705,1650851.0,23994927.0
2005-01-04,34230,34632,33578,33929,104923,1622057.0,23994927.0
2005-01-05,33376,33777,33376,33627,64268,1607660.0,23994927.0
2005-01-06,33477,33678,32974,33125,145848,1583665.0,23994927.0
2005-01-07,33125,33426,32623,32774,92283,1566869.0,23994927.0
2005-01-10,32774,34180,32724,33979,118070,1624457.0,23994927.0
2005-01-11,33877,34430,33827,34280,59040,1638854.0,23994927.0
2005-01-12,34481,34481,33478,33527,104327,1602861.0,23994927.0
2005-01-13,33728,33827,33527,33828,60050,1617258.0,23994927.0
2005-01-14,33376,33577,32924,33577,171650,1605261.0,23994927.0
