현대중공업지주(267250),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2017-09-15,434500,436000,430000,435500,136603,7092822.0,16286617.0
2017-09-18,435000,437000,430500,432000,40021,7035819.0,16286617.0
2017-09-19,431000,449500,430000,440500,75654,7174255.0,16286617.0
2017-09-20,445500,445500,436000,440500,45269,7174255.0,16286617.0
2017-09-21,431500,436000,422000,428500,362635,6978815.0,16286617.0
2017-09-22,428500,433000,415500,415500,69324,6767089.0,16286617.0
2017-09-25,414500,424500,410500,417000,46698,6791519.0,16286617.0
2017-09-26,420000,424500,417500,424500,58461,6913669.0,16286617.0
2017-09-27,425000,427000,420500,424500,37146,6913669.0,16286617.0
2017-09-28,418000,422000,413000,421500,36415,6864809.0,16286617.0
2017-09-29,424500,428500,421000,426000,37773,6938099.0,16286617.0
2017-10-10,426000,439000,421000,434500,90887,7076535.0,16286617.0
2017-10-11,434000,441000,430000,437500,72209,7125395.0,16286617.0
2017-10-12,435000,441500,434500,440500,48790,7174255.0,16286617.0
2017-10-13,438000,445000,435000,440000,42434,7166111.0,16286617.0
2017-10-16,445000,459500,442500,458500,102533,7467414.0,16286617.0
2017-10-17,456000,468000,455500,463500,60809,7548847.0,16286617.0
2017-10-18,463500,465500,453500,461000,41682,7508130.0,16286617.0
2017-10-19,461000,470000,458500,460500,38297,7499987.0,16286617.0
2017-10-20,456000,459000,445500,452000,43514,7361551.0,16286617.0
2017-10-23,448000,453000,442500,444500,34841,7239401.0,16286617.0
2017-10-24,443500,449500,435000,438000,38328,7133538.0,16286617.0
2017-10-25,437500,446500,434000,446000,32442,7263831.0,16286617.0
2017-10-26,444000,445500,428500,430000,49797,7003245.0,16286617.0
2017-10-27,430000,435500,423000,430500,55059,7011389.0,16286617.0
2017-10-30,432000,442500,429000,436000,50872,7100965.0,16286617.0
2017-10-31,438500,459000,437000,451500,116274,7353408.0,16286617.0
2017-11-01,447000,449000,434000,440500,105166,7174255.0,16286617.0
2017-11-02,440500,443000,426000,428500,80144,6978815.0,16286617.0
2017-11-03,430000,432000,424000,432000,42150,7035819.0,16286617.0
2017-11-06,430500,431500,425500,429500,35390,6995102.0,16286617.0
2017-11-07,424000,441000,424000,434000,55499,7068392.0,16286617.0
2017-11-08,430000,433500,417000,419000,87941,6824093.0,16286617.0
2017-11-09,421000,421000,406000,411500,105061,6701943.0,16286617.0
2017-11-10,410500,411000,403000,406000,73094,6612367.0,16286617.0
2017-11-13,404000,404500,389000,391000,113099,6368067.0,16286617.0
2017-11-14,391000,401500,387000,396000,62231,6449500.0,16286617.0
2017-11-15,394000,394000,377500,378000,124684,6156341.0,16286617.0
2017-11-16,377000,385500,377000,381000,58783,6205201.0,16286617.0
2017-11-17,382500,394000,381500,390000,65617,6351781.0,16286617.0
2017-11-20,389500,393000,382000,384500,55573,6262204.0,16286617.0
2017-11-21,386000,388000,381000,385500,38810,6278491.0,16286617.0
2017-11-22,386000,389000,380000,383500,45938,6245918.0,16286617.0
2017-11-23,384000,385000,378000,380500,33908,6197058.0,16286617.0
2017-11-24,383000,383000,375500,379000,48555,6172628.0,16286617.0
2017-11-27,382000,385000,378000,380000,36653,6188914.0,16286617.0
2017-11-28,381500,396500,380000,394500,73904,6425070.0,16286617.0
2017-11-29,394000,403500,391000,401500,71400,6539077.0,16286617.0
2017-11-30,404000,404500,399000,399000,69167,6498360.0,16286617.0
2017-12-01,399000,403500,392000,400500,50280,6522790.0,16286617.0
2017-12-04,404500,411000,395500,411000,48639,6693800.0,16286617.0
2017-12-05,409500,419000,406500,415000,67940,6758946.0,16286617.0
2017-12-06,411000,415000,393000,395000,86022,6433214.0,16286617.0
2017-12-07,399000,400000,382500,384000,63249,6254061.0,16286617.0
2017-12-08,382500,388000,377500,382500,55155,6229631.0,16286617.0
2017-12-11,381000,388000,379500,387000,47217,6302921.0,16286617.0
2017-12-12,383000,388000,382500,388000,30823,6319207.0,16286617.0
2017-12-13,385000,399000,385000,398500,66330,6490217.0,16286617.0
2017-12-14,399500,401000,391000,399000,101287,6498360.0,16286617.0
2017-12-15,396000,399000,391500,391500,64894,6376211.0,16286617.0
2017-12-18,391000,394500,381500,383500,43292,6245918.0,16286617.0
2017-12-19,382000,388500,381500,383000,34217,6237774.0,16286617.0
2017-12-20,381000,385000,380500,382500,38660,6229631.0,16286617.0
2017-12-21,380000,382000,375500,375500,44511,6115625.0,16286617.0
2017-12-22,378000,378000,366000,369000,62616,6009762.0,16286617.0
2017-12-26,369500,385500,369500,374500,79395,6099338.0,16286617.0
2017-12-27,344000,363500,333500,360500,154501,5871325.0,16286617.0
2017-12-28,361000,385000,361000,381000,84750,6205201.0,16286617.0
2018-01-02,387500,414500,387000,414500,145399,6750803.0,16286617.0
2018-01-03,411000,421500,409000,417000,107997,6791519.0,16286617.0
2018-01-04,423500,443500,423500,434500,217691,7076535.0,16286617.0
2018-01-05,444500,444500,427500,443000,121510,7214971.0,16286617.0
2018-01-08,443000,444000,430000,437500,58029,7125395.0,16286617.0
2018-01-09,437500,444000,431500,443500,61388,7223115.0,16286617.0
2018-01-10,442000,457000,440500,455000,98849,7410411.0,16286617.0
2018-01-11,449500,457500,444500,452500,55837,7369694.0,16286617.0
2018-01-12,449500,456500,441000,450000,48570,7328978.0,16286617.0
2018-01-15,446500,448000,436000,441000,46531,7182398.0,16286617.0
2018-01-16,438500,442000,432000,441500,47720,7190541.0,16286617.0
2018-01-17,438000,445000,433500,439000,38759,7149825.0,16286617.0
2018-01-18,436500,441500,427500,433000,47152,7052105.0,16286617.0
2018-01-19,428000,432500,426500,427500,36163,6962529.0,16286617.0
2018-01-22,427500,432000,411000,432000,64226,7035819.0,16286617.0
2018-01-23,433500,452000,431500,451000,73811,7345264.0,16286617.0
2018-01-24,449500,451000,444500,450500,37328,7337121.0,16286617.0
2018-01-25,447000,463500,447000,462000,67291,7524417.0,16286617.0
2018-01-26,455500,468000,453500,467000,53723,7605850.0,16286617.0
2018-01-29,469500,488500,467500,488000,110533,7947869.0,16286617.0
2018-01-30,484000,487000,463500,471500,100308,7679140.0,16286617.0
2018-01-31,471000,471000,452500,457000,76013,7442984.0,16286617.0
2018-02-01,455500,466000,455000,463000,41913,7540704.0,16286617.0
2018-02-02,463000,468500,450000,455500,43063,7418554.0,16286617.0
2018-02-05,443000,449500,436000,445500,45450,7255688.0,16286617.0
2018-02-06,435000,445000,431000,444000,58257,7231258.0,16286617.0
2018-02-07,447000,454500,434500,434500,46275,7076535.0,16286617.0
2018-02-08,436000,451500,435000,450500,56292,7337121.0,16286617.0
2018-02-09,434000,436500,421500,426500,87509,6946242.0,16286617.0
2018-02-12,421500,429000,416500,425000,48623,6921812.0,16286617.0
2018-02-13,426500,426500,385000,392500,224453,6392497.0,16286617.0
2018-02-14,395000,400500,393500,398500,79187,6490217.0,16286617.0
2018-02-19,402000,412000,400000,412000,59406,6710086.0,16286617.0
2018-02-20,408000,418000,400500,406000,54553,6612367.0,16286617.0
2018-02-21,408000,412000,401000,410500,39326,6685656.0,16286617.0
2018-02-22,410000,417000,405500,411500,54146,6701943.0,16286617.0
2018-02-23,415500,419000,411500,418500,64131,6815949.0,16286617.0
2018-02-26,420500,438000,420500,434500,70641,7076535.0,16286617.0
2018-02-27,435000,447000,435000,439500,61113,7157968.0,16286617.0
2018-02-28,433000,447500,432000,442500,59480,7206828.0,16286617.0
2018-03-02,431000,437000,423500,426000,36061,6938099.0,16286617.0
2018-03-05,422500,431500,418000,421500,25694,6864809.0,16286617.0
2018-03-06,427500,447500,425000,445000,57857,7247545.0,16286617.0
2018-03-07,438000,445500,429000,432500,50898,7043962.0,16286617.0
2018-03-08,431500,443000,425500,443000,68714,7214971.0,16286617.0
2018-03-09,443000,451000,439000,445000,47705,7247545.0,16286617.0
2018-03-12,448500,451000,439500,446500,37349,7271974.0,16286617.0
2018-03-13,440000,445000,422000,427000,68734,6954385.0,16286617.0
2018-03-14,422000,434500,421500,425500,50789,6929956.0,16286617.0
2018-03-15,427000,429500,420500,425000,37924,6921812.0,16286617.0
2018-03-16,428500,428500,422500,425000,43399,6921812.0,16286617.0
2018-03-19,425000,426500,418000,420500,37267,6848522.0,16286617.0
2018-03-20,418500,424500,413000,414500,34668,6750803.0,16286617.0
2018-03-21,413000,418500,412500,416500,37367,6783376.0,16286617.0
2018-03-22,415500,433500,415500,431500,78108,7027675.0,16286617.0
2018-03-23,422500,427500,415500,417000,45896,6791519.0,16286617.0
2018-03-26,413000,428500,401500,427000,67207,6954385.0,16286617.0
2018-03-27,426000,430500,423000,425000,39764,6921812.0,16286617.0
2018-03-28,421000,427500,419500,427500,25462,6962529.0,16286617.0
2018-03-29,427500,427500,419000,426000,860596,6938099.0,16286617.0
2018-03-30,450000,459000,425000,436500,97795,7109108.0,16286617.0
2018-04-02,434000,436500,422500,426000,40680,6938099.0,16286617.0
2018-04-03,420000,422500,412500,417000,66910,6791519.0,16286617.0
2018-04-04,418000,421500,408500,409000,35700,6661226.0,16286617.0
2018-04-05,409000,418500,407000,417000,40413,6791519.0,16286617.0
2018-04-06,416000,418500,412000,417000,21204,6791519.0,16286617.0
2018-04-09,413000,415000,400000,404000,53191,6579793.0,16286617.0
2018-04-10,404000,409000,401500,408000,47236,6644940.0,16286617.0
2018-04-11,404500,424500,404000,421500,45463,6864809.0,16286617.0
2018-04-12,421500,427000,421500,426500,30093,6946242.0,16286617.0
2018-04-13,423000,426500,420500,421500,32284,6864809.0,16286617.0
2018-04-16,427000,427500,422000,426000,31754,6938099.0,16286617.0
2018-04-17,429500,431000,426000,427500,27747,6962529.0,16286617.0
2018-04-18,423500,429000,423000,425000,32793,6921812.0,16286617.0
2018-04-19,419500,425000,411000,417000,50514,6791519.0,16286617.0
2018-04-20,412500,416500,408000,411000,35070,6693800.0,16286617.0
2018-04-23,411000,415000,410000,413000,21383,6726373.0,16286617.0
2018-04-24,410500,417500,409000,413500,27502,6734516.0,16286617.0
2018-04-25,416000,416000,402000,402500,31735,6555363.0,16286617.0
2018-04-26,402000,421000,401500,421000,43114,6856666.0,16286617.0
2018-04-27,412500,426500,412500,421000,30420,6856666.0,16286617.0
2018-04-30,421500,425500,419000,422500,29819,6881096.0,16286617.0
2018-05-02,420500,426000,413500,420000,33894,6840379.0,16286617.0
2018-05-03,415500,419500,411000,411000,17749,6693800.0,16286617.0
2018-05-04,404000,429000,404000,414000,57306,6742659.0,16286617.0
2018-05-08,410000,419000,410000,410000,36385,6677513.0,16286617.0
2018-05-09,408000,413500,406000,408500,34650,6653083.0,16286617.0
2018-05-10,410000,433000,407500,433000,74068,7052105.0,16286617.0
2018-05-11,428000,441500,427500,437000,61379,7117252.0,16286617.0
2018-05-14,437000,443500,436000,440500,35222,7174255.0,16286617.0
2018-05-15,434500,440000,425000,431000,46604,7019532.0,16286617.0
2018-05-16,427500,433000,423000,431500,30478,7027675.0,16286617.0
2018-05-17,428500,430500,421000,421000,36025,6856666.0,16286617.0
2018-05-18,421500,429500,421500,429500,13358,6995102.0,16286617.0
2018-05-21,432500,435000,422000,423500,18514,6897382.0,16286617.0
2018-05-23,415000,423500,409000,409500,58888,6669370.0,16286617.0
2018-05-24,409500,412000,407500,408500,26078,6653083.0,16286617.0
2018-05-25,408500,413000,405000,406000,33733,6612367.0,16286617.0
2018-05-28,407000,411000,401500,403500,46514,6571650.0,16286617.0
2018-05-29,402500,405500,396000,397000,49819,6465787.0,16286617.0
2018-05-30,393000,396500,378500,380000,74150,6188914.0,16286617.0
2018-05-31,382000,392500,381500,388000,63174,6319207.0,16286617.0
2018-06-01,389000,390000,381000,385500,30489,6278491.0,16286617.0
2018-06-04,390000,394000,382500,394000,26098,6416927.0,16286617.0
2018-06-05,388000,392000,382000,386500,59549,6294777.0,16286617.0
2018-06-07,387000,397000,386500,391000,38840,6368067.0,16286617.0
2018-06-08,388500,391000,374500,377000,78457,6140055.0,16286617.0
2018-06-11,371500,384500,371500,381500,43794,6213344.0,16286617.0
2018-06-12,384500,387000,381500,385500,46729,6278491.0,16286617.0
2018-06-14,382500,386500,365500,365500,170418,5952759.0,16286617.0
2018-06-15,374500,379000,367000,374000,131914,6091195.0,16286617.0
2018-06-18,371500,377000,365000,369000,50829,6009762.0,16286617.0
2018-06-19,369000,370500,351500,353000,61749,5749176.0,16286617.0
2018-06-20,353000,369000,352500,366000,46714,5960902.0,16286617.0
2018-06-21,361500,376500,361000,367500,41478,5985332.0,16286617.0
2018-06-22,367000,373500,364500,367500,34760,5985332.0,16286617.0
2018-06-25,368500,379000,367500,369000,43944,6009762.0,16286617.0
2018-06-26,369000,369000,350500,354500,82650,5773606.0,16286617.0
2018-06-27,351500,357500,339500,342000,110970,5570023.0,16286617.0
2018-06-28,342000,347000,339500,341000,83402,5553736.0,16286617.0
2018-06-29,341500,355500,336500,353500,86065,5757319.0,16286617.0
2018-07-02,348000,351500,336000,339000,51785,5521163.0,16286617.0
2018-07-03,339000,344500,335500,340500,25966,5545593.0,16286617.0
2018-07-04,336500,343500,331000,333000,37491,5423443.0,16286617.0
2018-07-05,332000,342000,331000,341000,34258,5553736.0,16286617.0
2018-07-06,337500,351000,337500,346500,56884,5643313.0,16286617.0
2018-07-09,346000,346500,336000,340500,36625,5545593.0,16286617.0
2018-07-10,340500,344500,338500,340000,33154,5537450.0,16286617.0
2018-07-11,336500,347000,335000,344000,50391,5602596.0,16286617.0
2018-07-12,350000,354000,348500,350000,69512,5700316.0,16286617.0
2018-07-13,355500,358000,342500,347500,35511,5659599.0,16286617.0
2018-07-16,347000,358500,344000,353500,45423,5757319.0,16286617.0
2018-07-17,350500,357500,340500,342000,53295,5570023.0,16286617.0
2018-07-18,346500,348000,340000,341500,22312,5561880.0,16286617.0
2018-07-19,340500,344500,335000,336000,33872,5472303.0,16286617.0
2018-07-20,339500,339500,334500,337500,25504,5496733.0,16286617.0
2018-07-23,340000,349500,338500,347500,44356,5659599.0,16286617.0
2018-07-24,347500,351500,339500,348500,36743,5675886.0,16286617.0
2018-07-25,343500,354500,343500,348500,56358,5675886.0,16286617.0
2018-07-26,350500,350500,328500,330500,138093,5382727.0,16286617.0
2018-07-27,333500,335500,327000,328000,57221,5342010.0,16286617.0
2018-07-30,326000,329000,321000,326000,62936,5309437.0,16286617.0
2018-07-31,326000,344000,326000,335500,90125,5464160.0,16286617.0
2018-08-01,336500,349000,336500,349000,48443,5684029.0,16286617.0
2018-08-02,349000,353000,316500,340000,197813,5537450.0,16286617.0
2018-08-03,338500,363500,338000,360500,100101,5871325.0,16286617.0
2018-08-06,362500,371500,358500,366000,81656,5960902.0,16286617.0
2018-08-07,366500,375500,362500,375000,56311,6107481.0,16286617.0
2018-08-08,371000,374500,366500,368500,40858,6001618.0,16286617.0
2018-08-09,368500,378500,367000,372500,58149,6066765.0,16286617.0
2018-08-10,375000,377000,362500,366500,42362,5969045.0,16286617.0
2018-08-13,365000,369000,358000,363500,25850,5920185.0,16286617.0
2018-08-14,368000,380000,360500,376500,73135,6131911.0,16286617.0
2018-08-16,373500,377000,369500,372000,36149,6058622.0,16286617.0
2018-08-17,372500,379500,370000,379000,34016,6172628.0,16286617.0
2018-08-20,382500,390000,379500,386000,58684,6286634.0,16286617.0
2018-08-21,384000,390000,380000,385000,29765,6270348.0,16286617.0
2018-08-22,388000,394500,382000,386000,45189,6286634.0,16286617.0
2018-08-23,400000,410000,387000,391500,113407,6376211.0,16286617.0
2018-08-24,391500,391500,374500,378500,52577,6164485.0,16286617.0
2018-08-27,378500,381000,368500,373000,38306,6074908.0,16286617.0
2018-08-28,374000,380500,373500,377500,25670,6148198.0,16286617.0
2018-08-29,377500,390000,377000,386500,37218,6294777.0,16286617.0
2018-08-30,387000,397500,386500,387000,38510,6302921.0,16286617.0
2018-08-31,387000,388000,374500,377500,50358,6148198.0,16286617.0
2018-09-03,375000,385500,373500,384000,25619,6254061.0,16286617.0
2018-09-04,380500,380500,370000,370500,58053,6034192.0,16286617.0
2018-09-05,369000,371000,356000,357500,85381,5822466.0,16286617.0
2018-09-06,357000,368000,353000,364500,41848,5936472.0,16286617.0
2018-09-07,368500,370000,363000,366500,21735,5969045.0,16286617.0
2018-09-10,361500,372000,361500,370000,21760,6026048.0,16286617.0
2018-09-11,367500,373000,365000,371500,22017,6050478.0,16286617.0
2018-09-12,373500,374000,366500,373000,27413,6074908.0,16286617.0
2018-09-13,375000,384000,369500,383000,51320,6237774.0,16286617.0
2018-09-14,381500,390500,381500,390000,42500,6351781.0,16286617.0
2018-09-17,387000,390000,380000,388500,32584,6327351.0,16286617.0
2018-09-18,383500,391000,382500,389500,25024,6343637.0,16286617.0
2018-09-19,387000,395000,381000,384500,26828,6262204.0,16286617.0
2018-09-20,380500,388500,378000,387000,31353,6302921.0,16286617.0
2018-09-21,393000,393000,383000,384500,38871,6262204.0,16286617.0
2018-09-27,380500,400000,380500,399500,69334,6506503.0,16286617.0
2018-09-28,400000,407000,398000,405000,54200,6596080.0,16286617.0
2018-10-01,403000,417500,403000,413500,61377,6734516.0,16286617.0
2018-10-02,413500,426000,411500,421500,68335,6864809.0,16286617.0
2018-10-04,425000,426000,405000,409000,59960,6661226.0,16286617.0
2018-10-05,406000,415000,403000,413000,32114,6726373.0,16286617.0
2018-10-08,413000,415000,394000,394000,44915,6416927.0,16286617.0
2018-10-10,393000,400500,392500,395000,48993,6433214.0,16286617.0
2018-10-11,390000,390000,374000,375000,54965,6107481.0,16286617.0
2018-10-12,371000,383500,370500,381000,38173,6205201.0,16286617.0
2018-10-15,376500,395000,372000,382000,31997,6221488.0,16286617.0
2018-10-16,382500,386000,376500,378500,25230,6164485.0,16286617.0
2018-10-17,385000,389000,377500,386000,29389,6286634.0,16286617.0
2018-10-18,383500,391000,381000,386500,24731,6294777.0,16286617.0
2018-10-19,383500,383500,361500,374000,70002,6091195.0,16286617.0
2018-10-22,371500,377500,365000,367500,28167,5985332.0,16286617.0
2018-10-23,366000,371000,353000,358000,56516,5830609.0,16286617.0
2018-10-24,363000,364000,356500,359000,25380,5846896.0,16286617.0
2018-10-25,352000,361000,345000,361000,37022,5879469.0,16286617.0
2018-10-26,358000,361500,339000,344000,38872,5602596.0,16286617.0
2018-10-29,344000,352500,338000,340500,41364,5545593.0,16286617.0
2018-10-30,336500,350000,335500,346500,34176,5643313.0,16286617.0
2018-10-31,342000,357500,340000,356500,33701,5806179.0,16286617.0
2018-11-01,349500,357000,346000,346500,28250,5643313.0,16286617.0
2018-11-02,352500,377500,347000,368000,44295,5993475.0,16286617.0
2018-11-05,362500,376000,362500,372000,29391,6058622.0,16286617.0
2018-11-06,376000,388500,371000,388000,39876,6319207.0,16286617.0
2018-11-07,385000,395000,373000,380000,52283,6188914.0,16286617.0
2018-11-08,383500,389500,378500,381000,36412,6205201.0,16286617.0
2018-11-09,377000,380000,363000,376500,46122,6131911.0,16286617.0
2018-11-12,376500,382000,367500,377000,26408,6140055.0,16286617.0
2018-11-13,369000,374500,361500,368500,55500,6001618.0,16286617.0
2018-11-14,364000,367000,351000,357500,48220,5822466.0,16286617.0
2018-11-15,355000,369500,355000,369500,20197,6017905.0,16286617.0
2018-11-16,369000,379000,365500,376500,25858,6131911.0,16286617.0
2018-11-19,375500,381500,373500,376000,19467,6123768.0,16286617.0
2018-11-20,375000,390000,371000,389000,43384,6335494.0,16286617.0
2018-11-21,384500,392500,378500,386500,25516,6294777.0,16286617.0
2018-11-22,384000,391500,383500,386500,13113,6294777.0,16286617.0
2018-11-23,386000,390000,383500,390000,19034,6351781.0,16286617.0
2018-11-26,390000,394000,381000,390000,20669,6351781.0,16286617.0
2018-11-27,387500,394000,386000,392000,24158,6384354.0,16286617.0
2018-11-28,392500,400000,389000,397500,26381,6473930.0,16286617.0
2018-11-29,401000,404000,386500,395500,35115,6441357.0,16286617.0
2018-11-30,395500,398000,393000,395000,47629,6433214.0,16286617.0
2018-12-03,400000,402000,394500,395000,22372,6433214.0,16286617.0
2018-12-04,393000,398500,388500,393000,24572,6400640.0,16286617.0
2018-12-05,385000,402500,385000,401000,33409,6530933.0,16286617.0
2018-12-06,404000,404000,395500,397500,28250,6473930.0,16286617.0
2018-12-07,400000,403000,397500,400500,28766,6522790.0,16286617.0
2018-12-10,393500,399500,388500,393500,23410,6408784.0,16286617.0
2018-12-11,390500,394000,385000,389500,25558,6343637.0,16286617.0
2018-12-12,386500,399500,386500,397500,22550,6473930.0,16286617.0
2018-12-13,395000,401000,395000,397500,49656,6473930.0,16286617.0
2018-12-14,396000,401500,386000,389000,46799,6335494.0,16286617.0
2018-12-17,390500,402500,385500,386500,44225,6294777.0,16286617.0
2018-12-18,387000,389500,381500,386000,25594,6286634.0,16286617.0
2018-12-19,387000,390500,374500,375500,41857,6115625.0,16286617.0
2018-12-20,375500,377500,369500,375500,33591,6115625.0,16286617.0
2018-12-21,377000,377000,365000,368500,55347,6001618.0,16286617.0
2018-12-24,367000,367500,359000,361000,45109,5879469.0,16286617.0
2018-12-26,355500,361000,353000,356500,45872,5806179.0,16286617.0
2018-12-27,350000,357000,345500,351000,63748,5716603.0,16286617.0
2018-12-28,352000,358500,346000,346000,46619,5635169.0,16286617.0
2019-01-02,348000,350000,337500,337500,39972,5496733.0,16286617.0
2019-01-03,339000,348500,338000,341000,36395,5553736.0,16286617.0
2019-01-04,342500,351500,338500,351000,43729,5716603.0,16286617.0
2019-01-07,353000,363500,353000,362000,42203,5895755.0,16286617.0
2019-01-08,363000,363500,354000,359500,20938,5855039.0,16286617.0
2019-01-09,358000,364000,356000,358000,31317,5830609.0,16286617.0
2019-01-10,358000,362500,354500,356000,30009,5798036.0,16286617.0
