LG상사(001120),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-08-10,12511,12911,12111,12454,1193890,545000.0,50000000.0
1999-08-11,12797,13939,12454,13139,4224110,575000.0,50000000.0
1999-08-12,13654,13654,12683,12682,1609970,555000.0,50000000.0
1999-08-13,12911,13082,12111,12111,1584400,530000.0,50000000.0
1999-08-16,11540,12111,11426,11768,1052290,515000.0,50000000.0
1999-08-17,11769,12111,11094,11197,1055850,490000.0,50000000.0
1999-08-18,10740,11186,10317,11025,1279970,482500.0,50000000.0
1999-08-19,11369,12283,11060,11997,2074510,525000.0,50000000.0
1999-08-20,11769,11883,11369,11539,779170,505000.0,50000000.0
1999-08-23,11997,12111,11597,11997,1366890,525000.0,50000000.0
1999-08-24,12340,12854,11997,12396,1691850,542500.0,50000000.0
1999-08-25,12511,12968,12397,12511,1313980,547500.0,50000000.0
1999-08-26,12568,12797,11940,11997,1187810,525000.0,50000000.0
1999-08-27,11883,12111,11426,11654,1415200,510000.0,50000000.0
1999-08-30,11883,11997,11311,11425,1087510,500000.0,50000000.0
1999-08-31,11311,11769,11197,11539,1050090,505000.0,50000000.0
1999-09-01,11426,11540,11140,11368,1152420,497500.0,50000000.0
1999-09-02,9666,11197,9666,10854,849750,475000.0,50000000.0
1999-09-03,10866,11083,10420,11082,1216470,485000.0,50000000.0
1999-09-06,11197,11426,10809,11060,741970,484000.0,50000000.0
1999-09-07,11197,11883,10912,11311,1698530,495000.0,50000000.0
1999-09-08,11540,11597,10809,10854,615250,475000.0,50000000.0
1999-09-09,11083,11083,10694,10751,633460,470500.0,50000000.0
1999-09-10,10797,11197,10797,10820,966430,473500.0,50000000.0
1999-09-13,11083,11254,10877,11105,1281290,486000.0,50000000.0
1999-09-14,11254,12054,11254,11711,2143370,512500.0,50000000.0
1999-09-15,11769,11883,11209,11368,871150,497500.0,50000000.0
1999-09-16,11769,11940,11369,11482,2159300,502500.0,50000000.0
1999-09-17,11426,11654,10854,11311,1102530,495000.0,50000000.0
1999-09-20,11483,11597,11186,11185,885690,489500.0,50000000.0
1999-09-21,10980,11357,10980,11082,1075520,485000.0,50000000.0
1999-09-22,11186,11186,10603,10603,1415310,464000.0,50000000.0
1999-09-27,10660,10797,9940,9963,1198060,436000.0,50000000.0
1999-09-28,9986,10203,9712,9746,874540,426500.0,50000000.0
1999-09-29,9598,9826,9266,9380,854420,410500.0,50000000.0
1999-09-30,9141,9540,8809,9026,1067680,395000.0,50000000.0
1999-10-01,8912,9129,7884,8226,1485680,360000.0,50000000.0
1999-10-04,8341,8546,7827,7826,1561410,342500.0,50000000.0
1999-10-05,7827,8055,7427,7426,1456490,325000.0,50000000.0
1999-10-06,7427,8341,7427,8237,1715740,360500.0,50000000.0
1999-10-07,8569,8684,8295,8500,1756030,372000.0,50000000.0
1999-10-08,8626,8844,8341,8455,1184810,370000.0,50000000.0
1999-10-11,8912,9243,8718,8854,2061310,387500.0,50000000.0
1999-10-12,8912,9369,8798,9369,1654120,410000.0,50000000.0
1999-10-13,9369,9369,8992,9197,1161390,402500.0,50000000.0
1999-10-14,9083,9483,8969,9449,1491180,413500.0,50000000.0
1999-10-15,9643,9643,9083,9140,1269700,400000.0,50000000.0
1999-10-18,7827,8855,7827,8409,921920,368000.0,50000000.0
1999-10-19,8684,8786,8409,8477,859600,371000.0,50000000.0
1999-10-20,8581,9358,8581,8912,1543880,390000.0,50000000.0
1999-10-21,9072,9141,8569,8569,760850,375000.0,50000000.0
1999-10-22,8626,8855,8284,8455,615720,370000.0,50000000.0
1999-10-25,8455,8535,7998,8089,506440,354000.0,50000000.0
1999-10-26,8055,8227,7827,7918,1078310,346500.0,50000000.0
1999-10-27,7998,8032,7644,7712,829320,337500.0,50000000.0
1999-10-28,7712,8112,7541,7975,1078680,349000.0,50000000.0
1999-10-29,7998,8204,7884,7998,917710,350000.0,50000000.0
1999-11-01,8124,8569,8067,8569,1150330,375000.0,50000000.0
1999-11-02,8558,8855,8364,8637,1184660,378000.0,50000000.0
1999-11-03,8569,8786,8295,8455,1558500,370000.0,50000000.0
1999-11-04,8684,8969,8626,8969,1873880,392500.0,50000000.0
1999-11-05,9083,9346,8969,9140,1879390,400000.0,50000000.0
1999-11-08,9369,10203,9369,9940,3826840,435000.0,50000000.0
1999-11-09,9929,10055,9620,9883,3519740,432500.0,50000000.0
1999-11-10,10034,10335,9607,9858,2117170,392500.0,50000000.0
1999-11-11,9858,10863,9682,10486,2390440,417500.0,50000000.0
1999-11-12,11051,11240,9846,10021,1934810,399000.0,50000000.0
1999-11-15,10047,10172,9481,9619,1289920,383000.0,50000000.0
1999-11-16,9318,9883,9142,9418,2051550,375000.0,50000000.0
1999-11-17,9532,9670,8728,8727,1859440,347500.0,50000000.0
1999-11-18,8715,8916,8514,8552,1033670,340500.0,50000000.0
1999-11-19,8665,9167,8552,9029,1475320,359500.0,50000000.0
1999-11-22,9180,9795,9054,9443,2436570,376000.0,50000000.0
1999-11-23,9532,9532,9105,9142,925410,364000.0,50000000.0
1999-11-24,9356,9381,8791,8790,1241300,350000.0,50000000.0
1999-11-25,8866,9733,8866,9041,2708860,360000.0,50000000.0
1999-11-26,8979,9142,8288,8351,1188390,332500.0,50000000.0
1999-11-29,8226,8979,8200,8753,1556620,348500.0,50000000.0
1999-11-30,8665,8916,8477,8665,1644190,345000.0,50000000.0
1999-12-01,8552,8766,8313,8351,1196840,332500.0,50000000.0
1999-12-02,8414,8640,7974,8024,1513130,319500.0,50000000.0
1999-12-03,8100,8213,7773,7886,1077340,314000.0,50000000.0
1999-12-06,7949,8012,7573,7723,1497720,307500.0,50000000.0
1999-12-07,7660,7723,7033,7032,1407860,280000.0,50000000.0
1999-12-08,7158,7409,6932,7158,1283980,285000.0,50000000.0
1999-12-09,6970,7158,6907,6944,1220100,276500.0,50000000.0
1999-12-10,6907,7761,6668,7409,2262630,295000.0,50000000.0
1999-12-13,7535,8138,7233,7848,2503480,312500.0,50000000.0
1999-12-14,7786,8263,7573,7622,1636830,303500.0,50000000.0
1999-12-15,7573,7723,7095,7133,994740,284000.0,50000000.0
1999-12-16,6970,7409,6970,7032,784300,280000.0,50000000.0
1999-12-17,6982,7158,6719,6869,1017590,273500.0,50000000.0
1999-12-20,6781,7007,6656,6655,839630,265000.0,50000000.0
1999-12-21,6656,6882,6279,6417,1186240,255500.0,50000000.0
1999-12-22,6040,6279,5714,6153,1375240,245000.0,50000000.0
1999-12-23,5789,6091,5676,5676,1423660,226000.0,50000000.0
1999-12-24,5651,6084,5651,5852,1504940,316880.0,68000000.0
1999-12-27,5965,6216,5840,6027,1503760,326400.0,68000000.0
1999-12-28,5965,5990,5551,5776,1334500,312800.0,68000000.0
2000-01-04,5588,6405,5588,6153,972720,333200.0,68000000.0
2000-01-05,6028,6028,5714,5776,831700,312800.0,68000000.0
2000-01-06,6279,6342,5777,5776,1815280,312800.0,68000000.0
2000-01-07,5833,5877,5720,5751,820940,311440.0,68000000.0
2000-01-10,5821,5953,5651,5651,974230,306000.0,68000000.0
2000-01-11,5626,5651,5450,5525,1429340,299200.0,68000000.0
2000-01-12,5488,5513,5274,5274,1275050,285600.0,68000000.0
2000-01-13,5274,5318,5067,5211,1032020,282200.0,68000000.0
2000-01-14,5149,5337,5023,5211,1350550,282200.0,68000000.0
2000-01-17,5990,5990,5940,5990,1649260,324360.0,68000000.0
2000-01-18,6304,6656,5676,5902,6111940,319600.0,68000000.0
2000-01-19,5777,5777,5161,5211,1366410,282200.0,68000000.0
2000-01-20,5274,5519,5086,5274,1504390,285600.0,68000000.0
2000-01-21,5036,5513,5036,5286,1702370,286280.0,68000000.0
2000-01-24,5274,5601,5174,5286,1762100,286280.0,68000000.0
2000-01-25,5218,5400,5187,5286,1432050,286280.0,68000000.0
2000-01-26,5526,5777,5337,5701,2832350,308720.0,68000000.0
2000-01-27,5651,6216,5538,6153,2950960,333200.0,68000000.0
2000-01-28,6241,6267,5915,6027,2233510,326400.0,68000000.0
2000-01-31,5796,6153,5777,5965,1273860,323000.0,68000000.0
2000-02-01,6091,6216,5902,5902,1447770,319600.0,68000000.0
2000-02-02,5840,6128,5777,6002,1559760,325040.0,68000000.0
2000-02-03,6091,6141,5915,5927,1330780,320960.0,68000000.0
2000-02-07,5978,6015,5764,5764,1317940,312120.0,68000000.0
2000-02-08,5777,5840,5620,5676,1352570,307360.0,68000000.0
2000-02-09,5789,5877,5488,5713,2106390,309400.0,68000000.0
2000-02-10,5915,5915,5463,5588,3294830,302600.0,68000000.0
2000-02-11,5576,5613,5187,5199,1870570,281520.0,68000000.0
2000-02-14,5036,5149,4778,4778,1410600,258740.0,68000000.0
2000-02-15,4709,4822,4584,4640,1589600,251260.0,68000000.0
2000-02-16,4659,4803,4508,4646,1456000,251600.0,68000000.0
2000-02-17,4496,4697,4483,4583,1557770,248200.0,68000000.0
2000-02-18,4521,4559,4408,4458,1500430,241400.0,68000000.0
2000-02-21,4333,4370,4063,4081,1495860,221000.0,68000000.0
2000-02-22,4050,4370,4031,4156,1686780,225080.0,68000000.0
2000-02-23,4207,4778,4207,4778,2286630,258740.0,68000000.0
2000-02-24,4647,4778,4471,4633,1654720,250920.0,68000000.0
2000-02-25,4533,5111,4414,4960,1912260,268600.0,68000000.0
2000-02-28,4709,4954,4647,4709,1360660,255000.0,68000000.0
2000-02-29,4772,4960,4672,4772,1700730,258400.0,68000000.0
2000-03-02,4772,4885,4709,4715,1380740,255340.0,68000000.0
2000-03-03,4785,4785,4446,4458,1118140,241400.0,68000000.0
2000-03-06,4647,4979,4559,4860,2541510,263160.0,68000000.0
2000-03-07,4734,4960,4665,4897,1874000,265200.0,68000000.0
2000-03-08,4785,5187,4734,4922,1981210,266560.0,68000000.0
2000-03-09,5023,5381,4960,5224,3219350,282880.0,68000000.0
2000-03-10,5463,5463,5048,5098,1359880,276080.0,68000000.0
2000-03-13,5086,5287,4935,5180,1360000,280500.0,68000000.0
2000-03-14,5149,5149,4960,5035,1122620,272680.0,68000000.0
2000-03-15,4910,4973,4816,4897,845420,265200.0,68000000.0
2000-03-16,5061,5086,4810,4834,897280,261800.0,68000000.0
2000-03-17,4898,5086,4898,5060,1543990,274040.0,68000000.0
2000-03-20,5149,5268,4992,5098,1226040,276080.0,68000000.0
2000-03-21,5099,5124,4917,4916,770290,266220.0,68000000.0
2000-03-22,4935,5262,4873,5261,1436710,284920.0,68000000.0
2000-03-23,5212,5400,5174,5249,1389500,284240.0,68000000.0
2000-03-24,5274,5312,5149,5211,866170,282200.0,68000000.0
2000-03-27,5086,5526,5023,5462,2679110,295800.0,68000000.0
2000-03-28,5475,5739,5419,5525,1917000,299200.0,68000000.0
2000-03-29,5526,5965,5431,5713,3279890,309400.0,68000000.0
2000-03-30,5777,5777,5161,5312,1272390,287640.0,68000000.0
2000-03-31,5312,5312,5149,5286,737970,286280.0,68000000.0
2000-04-03,5337,5526,5067,5073,957720,274720.0,68000000.0
2000-04-04,5023,5099,4772,5023,667360,272000.0,68000000.0
2000-04-06,4960,5023,4810,4897,516020,265200.0,68000000.0
2000-04-07,4835,5274,4835,5274,938390,285600.0,68000000.0
2000-04-10,5526,5965,5419,5789,4445530,313480.0,68000000.0
2000-04-11,5789,5840,5218,5324,2161790,288320.0,68000000.0
2000-04-12,5249,5381,5212,5236,819240,283560.0,68000000.0
2000-04-14,5036,5136,4960,5042,937520,273020.0,68000000.0
2000-04-17,4427,4647,4307,4332,1176510,234600.0,68000000.0
2000-04-18,4584,4697,4439,4514,1001010,244460.0,68000000.0
2000-04-19,4546,4772,4546,4558,781610,246840.0,68000000.0
2000-04-20,4439,4621,4439,4533,471380,245480.0,68000000.0
2000-04-21,4596,4647,4552,4608,469320,249560.0,68000000.0
2000-04-24,4584,4609,4483,4483,402520,242760.0,68000000.0
2000-04-25,4458,4458,4295,4370,473590,236640.0,68000000.0
2000-04-26,4533,4584,4245,4244,903470,229840.0,68000000.0
2000-04-27,4270,4270,4081,4119,576430,223040.0,68000000.0
2000-04-28,4144,4220,4069,4219,1545520,228480.0,68000000.0
2000-05-02,4182,4439,4176,4206,1607720,227800.0,68000000.0
2000-05-03,4207,4213,4138,4150,701580,224740.0,68000000.0
2000-05-04,4100,4194,4094,4119,583840,223040.0,68000000.0
2000-05-08,4245,4245,4138,4144,549860,224400.0,68000000.0
2000-05-09,4100,4132,4006,4037,740740,218620.0,68000000.0
2000-05-10,4012,4207,3943,4037,976380,218620.0,68000000.0
2000-05-12,4044,4044,3899,3899,460090,211140.0,68000000.0
2000-05-15,3774,3880,3560,3880,892880,210120.0,68000000.0
2000-05-16,3786,3843,3654,3717,359950,201280.0,68000000.0
2000-05-17,3780,3780,3209,3265,1280540,176800.0,68000000.0
2000-05-18,3058,3140,2775,2775,1453190,150280.0,68000000.0
2000-05-19,2826,3008,2713,2963,1083900,160480.0,68000000.0
2000-05-22,3001,3039,2650,2737,848520,148240.0,68000000.0
2000-05-23,2593,2888,2593,2882,764750,156060.0,68000000.0
2000-05-24,2882,3309,2763,3309,1560960,179180.0,68000000.0
2000-05-25,3416,3805,3353,3805,2333880,206040.0,68000000.0
2000-05-26,3830,3893,3328,3767,2074760,204000.0,68000000.0
2000-05-29,3667,4006,3541,3893,1648060,210800.0,68000000.0
2000-05-30,3906,4119,3793,3905,1183090,211480.0,68000000.0
2000-05-31,4031,4081,3906,4018,1602410,217600.0,68000000.0
2000-06-01,3956,4019,3793,3792,705070,205360.0,68000000.0
2000-06-02,3837,3950,3705,3805,1023220,206040.0,68000000.0
2000-06-05,3987,4370,3987,4370,1655360,236640.0,68000000.0
2000-06-07,4647,5023,4584,5023,3359000,272000.0,68000000.0
2000-06-08,5262,5425,4370,4703,3208310,254660.0,68000000.0
2000-06-09,4521,4697,4333,4696,1547920,254320.0,68000000.0
2000-06-12,4709,4898,4584,4834,1429240,261800.0,68000000.0
2000-06-13,4709,4772,4333,4395,922300,238000.0,68000000.0
2000-06-14,4395,4835,4157,4483,2059620,242760.0,68000000.0
2000-06-15,4295,4395,3830,3955,985460,214200.0,68000000.0
2000-06-16,3830,4019,3780,3811,752030,206380.0,68000000.0
2000-06-19,3767,3843,3680,3767,903320,204000.0,68000000.0
2000-06-20,3767,3981,3711,3880,696800,210120.0,68000000.0
2000-06-21,3880,4044,3786,3830,1203190,207400.0,68000000.0
2000-06-22,3912,4201,3893,3962,2191150,214540.0,68000000.0
2000-06-23,4019,4044,3830,3893,1052070,210800.0,68000000.0
2000-06-26,3893,3956,3824,3861,778590,209100.0,68000000.0
2000-06-27,3868,3956,3843,3936,1259530,213180.0,68000000.0
2000-06-28,3975,4213,3937,4056,1780530,219640.0,68000000.0
2000-06-29,4169,4176,3880,4131,1401080,223720.0,68000000.0
2000-06-30,3956,4132,3956,4050,645560,219300.0,68000000.0
2000-07-03,4056,4257,4056,4163,1109830,225420.0,68000000.0
2000-07-04,4169,4220,4031,4043,790910,218960.0,68000000.0
2000-07-05,4019,4113,3931,4081,802170,221000.0,68000000.0
2000-07-06,4069,4320,4056,4282,1608340,231880.0,68000000.0
2000-07-07,4295,4760,4295,4520,2237790,244800.0,68000000.0
2000-07-10,4760,4973,4697,4778,2940610,258740.0,68000000.0
2000-07-11,4778,5017,4546,4703,3569470,254660.0,68000000.0
2000-07-12,4684,4772,4458,4571,1469600,247520.0,68000000.0
2000-07-13,4483,4684,4458,4596,1198430,248880.0,68000000.0
2000-07-14,4621,4709,4546,4633,1304910,250920.0,68000000.0
2000-07-18,4584,4697,4370,4451,921630,241060.0,68000000.0
2000-07-19,4446,4634,4232,4326,2206110,234260.0,68000000.0
2000-07-20,4251,4408,4163,4213,908570,228140.0,68000000.0
2000-07-21,4232,4320,4163,4219,770880,228480.0,68000000.0
2000-07-24,4163,4163,3893,3893,828620,210800.0,68000000.0
2000-07-25,3830,4019,3742,4018,623690,217600.0,68000000.0
2000-07-26,4019,4056,3893,4056,534930,219640.0,68000000.0
2000-07-27,4006,4069,3906,4006,474270,216920.0,68000000.0
2000-07-28,3931,3950,3830,3905,469750,211480.0,68000000.0
2000-07-31,3830,3912,3786,3911,432250,211820.0,68000000.0
2000-08-01,3912,3968,3868,3943,917490,213520.0,68000000.0
2000-08-02,3918,3981,3874,3880,675130,210120.0,68000000.0
2000-08-03,3918,3924,3880,3924,489110,212500.0,68000000.0
2000-08-04,3931,3956,3830,3955,488940,214200.0,68000000.0
2000-08-07,3931,3931,3811,3886,261180,210460.0,68000000.0
2000-08-08,3880,3880,3786,3880,423340,210120.0,68000000.0
2000-08-09,3918,3924,3874,3880,498880,210120.0,68000000.0
2000-08-10,3868,3880,3830,3849,426640,208420.0,68000000.0
2000-08-11,3837,3906,3830,3899,462340,211140.0,68000000.0
2000-08-14,4037,4113,3987,4062,1008600,219980.0,68000000.0
2000-08-16,4081,4107,3981,4081,394250,221000.0,68000000.0
2000-08-17,4081,4094,3956,3955,445190,214200.0,68000000.0
2000-08-18,3968,4069,3956,3999,387560,216580.0,68000000.0
2000-08-21,3912,3981,3906,3949,249170,213860.0,68000000.0
2000-08-22,3950,3968,3880,3905,360380,211480.0,68000000.0
2000-08-23,3868,3918,3811,3861,433840,209100.0,68000000.0
2000-08-24,3862,3893,3755,3893,545550,210800.0,68000000.0
2000-08-25,3830,3887,3774,3886,329030,210460.0,68000000.0
2000-08-28,3893,3893,3837,3836,279390,207740.0,68000000.0
2000-08-29,3849,3868,3818,3842,260060,208080.0,68000000.0
2000-08-30,3855,3855,3830,3836,221630,207740.0,68000000.0
2000-08-31,3837,3837,3749,3817,481350,206720.0,68000000.0
2000-09-01,3755,3811,3742,3798,265050,205700.0,68000000.0
2000-09-04,3774,3780,3742,3767,203520,204000.0,68000000.0
