SK텔레콤(017670),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-10,65090,65181,63814,64725,55600,4576926.0,6446374.0
1999-03-11,64270,66093,63267,63813,197500,4514377.0,6449110.0
1999-03-12,64726,67916,64726,67278,140210,4759443.0,6449110.0
1999-03-15,68007,68190,65090,65090,58100,4604665.0,6449110.0
1999-03-16,66275,66549,64087,66457,62500,4701401.0,6449110.0
1999-03-17,67369,67369,65728,65819,44700,4656257.0,6449110.0
1999-03-18,65820,67096,64817,65819,114000,4656257.0,6449110.0
1999-03-19,65820,67369,65820,67369,120710,4765892.0,6449110.0
1999-03-22,67460,70104,65728,68372,937260,4839706.0,6452942.0
1999-03-23,68372,72930,67643,72474,413050,5130089.0,6452942.0
1999-03-24,72474,72474,70469,71927,448710,5091371.0,6452942.0
1999-03-25,71107,75665,71107,73021,312100,5168807.0,6452942.0
1999-03-26,73386,75483,71563,72930,110620,5163382.0,6454227.0
1999-03-29,72110,75209,72110,73568,130900,5208561.0,6454227.0
1999-03-30,73933,76121,73842,75665,120600,5357008.0,6454227.0
1999-03-31,74753,75756,74115,74206,64200,5253741.0,6454227.0
1999-04-01,74389,81044,74389,79311,101810,5615177.0,6454227.0
1999-04-02,80953,82047,76121,76120,50400,5389280.0,6454227.0
1999-04-06,79312,82047,79312,81317,85240,5757170.0,6454227.0
1999-04-07,79312,82502,79312,81134,609710,5744262.0,6454227.0
1999-04-08,80770,82867,80679,82046,92900,5808804.0,6454227.0
1999-04-09,82958,83414,79767,81134,74000,5745485.0,6455601.0
1999-04-12,81135,81135,77671,79767,130800,5648651.0,6455601.0
1999-04-13,79403,79403,76577,77488,88800,5487261.0,6455601.0
1999-04-14,77397,77944,76486,77032,89900,5454983.0,6455601.0
1999-04-15,76577,82958,76577,82046,121110,5810041.0,6455601.0
1999-04-16,77488,94353,77488,87607,199750,6389090.0,6648377.0
1999-04-19,100735,100735,89340,100734,192450,7346457.0,6648377.0
1999-04-20,101191,108393,95721,100279,200090,7313215.0,6648377.0
1999-04-21,99367,100097,91254,91253,172100,6655025.0,6648377.0
1999-04-22,89340,94445,88519,91162,126510,6649509.0,6649509.0
1999-04-23,92074,93898,90251,90251,88870,6583014.0,6649509.0
1999-04-26,91163,93442,91163,91162,130780,6649509.0,6649509.0
1999-04-27,91163,102558,91163,101190,351000,7380955.0,6649509.0
1999-04-28,95903,108028,95903,105201,194430,7673533.0,6649509.0
1999-04-29,103014,105202,90251,91345,215000,6665332.0,6652028.0
1999-04-30,91254,98273,90342,90706,323510,6618768.0,6652028.0
1999-05-03,90798,91163,89431,90524,169660,6605464.0,6652028.0
1999-05-04,90616,93624,90616,91162,119670,6652028.0,6652028.0
1999-05-06,91163,104837,91163,104746,208200,7643180.0,6652028.0
1999-05-07,96724,104837,96724,100279,201780,7320741.0,6655219.0
1999-05-10,100279,103926,97727,101190,142000,7387293.0,6655219.0
1999-05-11,102102,102102,93898,93897,133200,6854876.0,6655219.0
1999-05-12,93898,96633,91436,92986,126000,6788323.0,6655219.0
1999-05-13,96633,96633,91619,91618,187100,6688495.0,6655219.0
1999-05-14,95812,98456,92166,94718,140390,6914773.0,6655219.0
1999-05-17,94809,95721,92166,92712,169400,6768358.0,6655219.0
1999-05-18,93442,100279,93442,100279,135750,7320741.0,6655219.0
1999-05-19,100370,112130,98547,112130,243360,8185919.0,6655219.0
1999-05-20,113133,118512,110307,112677,317850,8226550.0,6655785.0
1999-05-21,112130,115777,110216,110215,260130,8046844.0,6655785.0
1999-05-24,111219,111219,104837,108483,80250,7920384.0,6655785.0
1999-05-25,108484,111219,106660,109304,117210,7980286.0,6655785.0
1999-05-26,109487,111127,106752,110945,62540,8100090.0,6655785.0
1999-05-27,110307,115777,110307,112586,127060,8221041.0,6656713.0
1999-05-28,113771,118512,112677,118511,128000,8653727.0,6656713.0
1999-05-31,118603,124437,118603,120790,103730,8820145.0,6656713.0
1999-06-01,120973,126625,116780,121793,75100,8893369.0,6656713.0
1999-06-02,122340,125805,121247,123434,114140,9013189.0,6656713.0
1999-06-03,124073,125349,121702,125348,82320,9156482.0,6659260.0
1999-06-04,125349,128540,125349,127627,111970,9322964.0,6659260.0
1999-06-07,133189,139297,128631,139296,185420,10175349.0,6659260.0
1999-06-08,139297,140391,134921,139479,173650,10188668.0,6659260.0
1999-06-09,135833,136744,127628,127627,141610,9322964.0,6659260.0
1999-06-10,127628,146772,124893,146772,244260,10729154.0,6664071.0
1999-06-11,141302,142123,127354,131274,363960,9596262.0,6664071.0
1999-06-14,123526,126716,111583,111583,496170,8156823.0,6664071.0
1999-06-15,114045,122067,113042,119879,218990,8763253.0,6664071.0
1999-06-16,120335,123070,118603,121793,143340,8903199.0,6664071.0
1999-06-17,125805,137656,125805,134009,328160,9796184.0,6664071.0
1999-06-18,134009,138385,130454,134009,476250,9796184.0,6664071.0
1999-06-21,135833,141758,135012,141758,180860,10362630.0,6664071.0
1999-06-22,141758,141758,136288,137108,160600,10022763.0,6664071.0
1999-06-23,136744,137656,132733,137655,203580,10062747.0,6664071.0
1999-06-24,141120,141120,132915,133006,168470,9722961.0,6664127.0
1999-06-25,130363,140391,129542,140390,635610,10262756.0,6664127.0
1999-06-28,145860,160355,145860,156799,447450,11462298.0,6664127.0
1999-06-29,159900,164000,150000,152000,348500,10129473.0,6664127.0
1999-06-30,158000,169000,150000,155000,495370,10332883.0,6666376.0
1999-07-01,165000,175000,157000,173000,2998840,11532830.0,6666376.0
1999-07-02,163000,168000,160000,161000,575530,10732865.0,6666376.0
1999-07-05,162000,163000,155200,160000,313860,10666202.0,6666376.0
1999-07-06,160000,160000,155200,159900,194020,10659535.0,6666376.0
1999-07-07,159900,160000,156000,157000,333590,10466210.0,6666376.0
1999-07-08,157600,159900,152000,152000,234120,10132892.0,6666376.0
1999-07-09,152000,159000,145200,159000,313280,10599807.0,6666545.0
1999-07-12,159000,160000,151900,151900,199760,10126482.0,6666545.0
1999-07-13,151200,152000,146100,149000,379760,9933152.0,6666545.0
1999-07-14,145000,149000,140000,140000,409990,9333163.0,6666545.0
1999-07-15,141000,148500,141000,148500,254270,9899819.0,6666545.0
1999-07-16,148500,153900,145000,153500,294930,10233147.0,6666545.0
1999-07-19,154000,154100,145000,146500,167340,9766488.0,6666545.0
1999-07-20,148500,149000,142100,142600,155980,9506493.0,6666545.0
1999-07-21,140700,144000,138000,138000,267730,9199832.0,6666545.0
1999-07-22,133900,137400,126000,137400,412960,9159833.0,6666545.0
1999-07-23,136900,136900,129000,129000,252110,8599843.0,6666545.0
1999-07-26,125100,135000,125100,133000,192090,8866505.0,6666545.0
1999-07-27,131000,148000,131000,141800,189100,9453161.0,6666545.0
1999-07-28,141800,144400,137500,143400,224420,9559826.0,6666545.0
1999-07-29,143200,160000,142500,160000,227390,10666472.0,6666545.0
1999-07-30,156800,158000,146100,150000,233620,9999818.0,6666545.0
1999-08-02,142000,148000,139000,139800,137490,9319830.0,6666545.0
1999-08-03,144000,144000,139500,142400,92680,9493160.0,6666545.0
1999-08-04,140000,144000,140000,140700,66230,9379829.0,6666545.0
1999-08-05,139500,143900,139000,140600,150580,9373162.0,6666545.0
1999-08-06,140100,144500,139000,139100,128470,9273164.0,6666545.0
1999-08-09,138600,141000,137000,139000,95480,9266498.0,6666545.0
1999-08-10,150000,150000,141300,147000,251230,9799821.0,6666545.0
1999-08-11,144000,145000,139000,139500,170750,9299830.0,6666545.0
1999-08-12,139500,139500,130000,134500,367470,11202334.0,8328873.0
1999-08-13,133900,133900,123100,123500,360470,10286158.0,8328873.0
1999-08-16,123000,123300,118000,119700,298700,9969661.0,8328873.0
1999-08-17,119000,123000,117600,118000,318560,9828070.0,8328873.0
1999-08-18,111000,125000,111000,122200,235890,10177883.0,8328873.0
1999-08-19,122200,124000,119700,121000,124340,10077936.0,8328873.0
1999-08-20,120100,121500,118000,119900,95740,9986319.0,8328873.0
1999-08-23,120000,125000,119900,124000,8063280,10327803.0,8328873.0
1999-08-24,135000,142600,130000,140000,391370,11660422.0,8328873.0
1999-08-25,144500,144500,135600,142000,263560,11827000.0,8328873.0
1999-08-26,143900,145000,139000,141800,306690,11810342.0,8328873.0
1999-08-27,140000,141500,126000,132900,329430,11069072.0,8328873.0
1999-08-30,128000,130000,121300,122000,378150,10161225.0,8328873.0
1999-08-31,125000,125000,114500,118100,612090,9836399.0,8328873.0
1999-09-01,118100,122900,114000,118200,345300,9844728.0,8328873.0
1999-09-02,116000,119000,116000,118500,224950,9869715.0,8328873.0
1999-09-03,115000,116900,114500,115500,246080,9619848.0,8328873.0
1999-09-06,115500,118700,115500,117100,122730,9753110.0,8328873.0
1999-09-07,117200,124900,117200,120200,397180,10011305.0,8328873.0
1999-09-08,121600,123200,120000,121800,198250,10144567.0,8328873.0
1999-09-09,121900,128000,121800,126700,350010,10552682.0,8328873.0
1999-09-10,126800,138200,126800,133000,391490,11077401.0,8328873.0
1999-09-13,133000,138000,128500,131000,216960,10910824.0,8328873.0
1999-09-14,130500,130500,125600,125900,223890,10486051.0,8328873.0
1999-09-15,125800,129900,122800,127000,149920,10577669.0,8328873.0
1999-09-16,127100,129300,123000,123400,169630,10277829.0,8328873.0
1999-09-17,120500,126400,120500,122400,195910,10194541.0,8328873.0
1999-09-20,125900,126500,123500,126500,151250,10536024.0,8328873.0
1999-09-21,126600,129100,126600,127000,167770,10577669.0,8328873.0
1999-09-22,124500,125900,122000,122000,242710,10164441.0,8331509.0
1999-09-27,122200,122200,115900,115900,289830,9656219.0,8331509.0
1999-09-28,118900,119300,115500,116000,214300,9664550.0,8331509.0
1999-09-29,115500,115500,110000,112000,266900,9331290.0,8331509.0
1999-09-30,110100,118500,108200,112500,480730,9372948.0,8331509.0
1999-10-01,116000,117000,112600,116500,223110,9706208.0,8331509.0
1999-10-04,113000,116500,111000,111100,139550,9256306.0,8331509.0
1999-10-05,113000,115600,111000,111100,220060,9256306.0,8331509.0
1999-10-06,112000,122000,112000,121000,310630,10081126.0,8331509.0
1999-10-07,122000,125800,120000,123600,393950,10297745.0,8331509.0
1999-10-08,121000,129000,121000,127500,309460,10622674.0,8331509.0
1999-10-11,128000,131500,126500,128000,264420,10664332.0,8331509.0
1999-10-12,128100,132000,125100,131500,237200,10955934.0,8331509.0
1999-10-13,131000,131800,128000,131700,178550,10972597.0,8331509.0
1999-10-14,129900,131500,127000,129300,160910,10772641.0,8331509.0
1999-10-15,130900,131100,127600,128000,103300,10664332.0,8331509.0
1999-10-18,123000,127700,121000,122900,121410,10239425.0,8331509.0
1999-10-19,121100,125000,118700,118700,317580,9889501.0,8331509.0
1999-10-20,120800,124400,119200,123900,111090,10322740.0,8331509.0
1999-10-21,123900,127600,121000,127000,225450,10581016.0,8331509.0
1999-10-22,125900,127700,121800,123000,123660,10247756.0,8331509.0
1999-10-25,125000,125400,120000,124500,137400,10372729.0,8331509.0
1999-10-26,121200,127000,121200,124500,134140,10372729.0,8331509.0
1999-10-27,124400,126000,122500,124000,181200,10331071.0,8331509.0
1999-10-28,122100,128900,122100,128000,187600,10664332.0,8331509.0
1999-10-29,131500,139500,130500,138500,446470,11539140.0,8331509.0
1999-11-01,139700,145000,139000,144900,265650,12072357.0,8331509.0
1999-11-02,143000,146000,140200,146000,337000,12164003.0,8331509.0
1999-11-03,145000,145000,140700,141100,231210,11755759.0,8331509.0
1999-11-04,141100,149000,141100,149000,292520,12413948.0,8331509.0
1999-11-05,149000,150100,148500,149400,209880,12447274.0,8331509.0
1999-11-08,149400,150200,147500,149500,184890,12455606.0,8331509.0
1999-11-09,150000,167000,150000,164900,391880,13738658.0,8331509.0
1999-11-10,169900,186000,165200,179400,417510,14951775.0,8334323.0
1999-11-11,179500,192500,176000,180400,436510,15035119.0,8334323.0
1999-11-12,190000,199000,180500,185500,317480,15460169.0,8334323.0
1999-11-15,212900,212900,188000,194500,241400,16210258.0,8334323.0
1999-11-16,193500,210000,192000,210000,267200,17502078.0,8334323.0
1999-11-17,208000,210000,185000,185000,496850,15418498.0,8334323.0
1999-11-18,186100,194000,185000,188000,303380,15668527.0,8334323.0
1999-11-19,192000,212000,189000,204000,328550,17002019.0,8334323.0
1999-11-22,204000,205500,192000,196000,161030,16335273.0,8334323.0
1999-11-23,192000,205000,192000,202900,191030,16910341.0,8334323.0
1999-11-24,202900,203500,196200,201000,168620,16752450.0,8334552.0
1999-11-25,201100,229000,195000,220000,333540,18336014.0,8334552.0
1999-11-26,220000,237000,209000,223100,360100,18594386.0,8334552.0
1999-11-29,231000,236000,225000,233000,208970,19419506.0,8334552.0
1999-11-30,235000,267900,233000,267900,355090,22328265.0,8334552.0
1999-12-01,260000,280000,248100,266000,445980,22172095.0,8335374.0
1999-12-02,260000,270000,226500,226500,443790,18879622.0,8335374.0
1999-12-03,237000,244900,231200,241800,260040,20154934.0,8335374.0
1999-12-06,250000,266000,242100,260000,250870,21671972.0,8335374.0
1999-12-07,261100,299000,260000,299000,474750,24922768.0,8335374.0
1999-12-08,297000,310000,271300,285000,564810,23755816.0,8335374.0
1999-12-09,280000,290000,266000,276900,657180,23080651.0,8335374.0
1999-12-10,276900,291000,258000,280000,373850,23339047.0,8335374.0
1999-12-13,282000,307000,278000,285000,317530,23755816.0,8335374.0
1999-12-14,285000,295000,277000,279700,286860,23315163.0,8335775.0
1999-12-15,270100,279700,259700,270000,213040,22506592.0,8335775.0
1999-12-16,270000,275000,262100,262500,204820,21881409.0,8335775.0
1999-12-17,266500,291000,266500,279900,343910,23331834.0,8335775.0
1999-12-20,321800,321800,311000,321800,258720,26824524.0,8335775.0
1999-12-21,370000,370000,351100,370000,564950,30842368.0,8335775.0
1999-12-22,388000,407000,370000,389000,415310,32426165.0,8335775.0
1999-12-23,389100,445000,380500,400000,427970,33343100.0,8335775.0
1999-12-24,410000,438000,405000,407000,233090,33926604.0,8335775.0
1999-12-27,411500,430000,400000,407000,352310,33926604.0,8335775.0
1999-12-28,407000,430000,380000,407000,323980,33926604.0,8335775.0
2000-01-04,390100,405000,347000,380000,359980,31675945.0,8335775.0
2000-01-05,323000,365000,323000,323000,572480,26924553.0,8335775.0
2000-01-06,350000,352000,322500,328700,418340,27399692.0,8335775.0
2000-01-07,308000,350000,307000,336000,342720,28008204.0,8335775.0
2000-01-10,360000,383000,355000,370000,270250,30842368.0,8335775.0
2000-01-11,365000,378000,347000,351000,258380,29258570.0,8335775.0
2000-01-12,330000,345000,318000,330000,205010,27508058.0,8335775.0
2000-01-13,339500,345000,320100,332800,285170,27741459.0,8335775.0
2000-01-14,341200,355000,332800,340000,221350,28341635.0,8335775.0
2000-01-17,346000,390000,346000,381400,224010,31792646.0,8335775.0
2000-01-18,398000,398000,375500,385000,224060,32092734.0,8335775.0
2000-01-19,379000,389000,362000,385000,278240,32092734.0,8335775.0
2000-01-20,373500,383000,349800,368000,314290,30675652.0,8335775.0
2000-01-21,365000,365000,345300,350500,280240,29216891.0,8335775.0
2000-01-24,345000,400000,340500,381000,320850,31759303.0,8335775.0
2000-01-25,364500,377900,357100,360100,194490,30017126.0,8335775.0
2000-01-26,357000,369000,349200,350100,235550,29183548.0,8335775.0
2000-01-27,350000,357000,348000,357000,171720,29758717.0,8335775.0
2000-01-28,367000,380000,363400,377000,218510,31425872.0,8335775.0
2000-01-31,370000,383000,367700,378000,185770,31509230.0,8335775.0
2000-02-01,378000,384100,360000,366500,188480,30550615.0,8335775.0
2000-02-02,375000,375000,364000,366500,142420,30550615.0,8335775.0
2000-02-03,366500,382000,366500,380000,123520,31675945.0,8335775.0
2000-02-07,381000,401000,381000,394900,273390,32917975.0,8335775.0
2000-02-08,394900,399000,385000,385000,146820,32092734.0,8335775.0
2000-02-09,380000,425000,380000,418000,361190,34843540.0,8335775.0
2000-02-10,430000,480700,423000,450000,518620,37510988.0,8335775.0
2000-02-11,500000,507000,407000,467500,394350,38969748.0,8335775.0
2000-02-14,450000,477800,450000,460000,220890,38344565.0,8335775.0
2000-02-15,459900,459900,420000,420000,255170,35010255.0,8335775.0
2000-02-16,410000,420000,400000,420000,267890,35010255.0,8335775.0
2000-02-17,410000,432000,410000,421100,171110,35101949.0,8335775.0
2000-02-18,421100,445000,380000,380000,182960,31675945.0,8335775.0
2000-02-21,400100,422000,396000,409100,236670,34101656.0,8335775.0
2000-02-22,421400,440000,414000,431300,145950,35952198.0,8335775.0
2000-02-23,432000,449000,401000,438000,304290,36510694.0,8335775.0
2000-02-24,440000,457000,430200,434100,167590,36185599.0,8335775.0
2000-02-25,434100,452000,429100,445200,220160,37110870.0,8335775.0
2000-02-28,452900,452900,420000,420000,251850,35010255.0,8335775.0
2000-02-29,437000,439000,411000,420000,280990,35010255.0,8335775.0
2000-03-02,483000,483000,430000,475000,336660,39594931.0,8335775.0
2000-03-03,470000,487000,450100,470000,206220,39178142.0,8335775.0
2000-03-06,474600,485000,470000,481000,167620,40095078.0,8335775.0
2000-03-07,488000,488000,466000,473000,165150,39428216.0,8335775.0
2000-03-08,468900,473000,462000,473000,106380,39428216.0,8335775.0
2000-03-09,475500,476300,440000,440000,377120,36677410.0,8335775.0
2000-03-10,455000,458800,445000,455000,210540,37927776.0,8335775.0
2000-03-13,431100,441000,420000,430000,179760,35843832.0,8335775.0
2000-03-14,401000,427000,401000,412200,130940,34360065.0,8335775.0
2000-03-15,403000,409900,381100,400000,255710,33343100.0,8335775.0
2000-03-16,403600,416000,390000,410000,218210,34176678.0,8335775.0
2000-03-17,420000,440000,413000,414000,247880,34510108.0,8335775.0
2000-03-20,404000,410000,379900,385000,175070,32092734.0,8335775.0
2000-03-21,390000,405000,363000,399800,205320,33326428.0,8335775.0
2000-03-22,392000,408000,392000,395500,170690,32967990.0,8335775.0
2000-03-23,390000,400000,381100,385500,116220,32134413.0,8335775.0
2000-03-24,391000,393000,380000,381600,114180,31809317.0,8335775.0
2000-03-27,380000,381000,370000,373300,148860,31117448.0,8335775.0
2000-03-28,368000,380000,362000,362100,174350,30183841.0,8335775.0
2000-03-29,355000,393500,350100,392000,294900,32676238.0,8335775.0
2000-03-30,389000,389000,375000,381100,179730,31767639.0,8335775.0
2000-03-31,367000,380000,360000,360000,186040,30008790.0,8335775.0
2000-04-03,365100,366000,318000,335000,208720,27924846.0,8335775.0
2000-04-04,310000,334500,297000,315100,399330,26266027.0,8335775.0
2000-04-06,314900,327000,303000,305000,237550,25424114.0,8335775.0
2000-04-07,310000,335000,310000,334800,196920,27908175.0,8335775.0
2000-04-10,360000,380000,351000,379000,289530,31592587.0,8335775.0
2000-04-11,369000,379000,355000,379000,189050,31592587.0,8335775.0
2000-04-12,357000,360000,345000,350000,262770,29175212.0,8335775.0
2000-04-14,321000,330000,308000,310000,322170,25840902.0,8335775.0
2000-04-17,263600,288000,263500,263500,566670,21964767.0,8335775.0
2000-04-18,299900,300000,265000,280000,606130,23340170.0,8335775.0
2000-04-19,305000,310000,288000,294000,659640,24507178.0,8335775.0
2000-04-20,294000,294000,294000,294000,0,24507178.0,8335775.0
2000-04-21,294000,294000,294000,294000,0,,
2000-04-24,305000,326000,301000,302000,389062,25174040.0,83357750.0
2000-04-25,290000,298000,283000,290000,196260,24173748.0,83357750.0
2000-04-26,304500,306000,285000,286000,279975,23840316.0,83357750.0
2000-04-27,262000,280000,261000,271000,355001,22589950.0,83357750.0
2000-04-28,278000,297000,278000,295000,360404,24590536.0,83357750.0
2000-05-02,310000,339000,301000,339000,677661,28258277.0,83357750.0
2000-05-03,339000,350000,333000,340000,602378,28341635.0,83357750.0
2000-05-04,335000,344000,326000,337000,267938,28091562.0,83357750.0
2000-05-08,349000,360000,343500,350000,341966,29175212.0,83357750.0
2000-05-09,345000,351500,339000,344000,211640,28675066.0,83357750.0
2000-05-10,344000,344000,334000,334000,207241,27841488.0,83357750.0
2000-05-12,336000,339000,323000,328000,222156,27341342.0,83357750.0
2000-05-15,319000,326000,311000,316000,171541,26341049.0,83357750.0
2000-05-16,315000,332000,315000,332000,237993,27674773.0,83357750.0
2000-05-17,342000,344000,325000,325000,252221,27091269.0,83357750.0
2000-05-18,315000,340000,313000,340000,330939,28341635.0,83357750.0
2000-05-19,350000,388500,337000,381000,696171,33967167.0,89152670.0
2000-05-22,362000,369500,338000,350000,452070,31203434.0,89152670.0
2000-05-23,339000,359000,337000,338000,402637,30133602.0,89152670.0
2000-05-24,331000,342000,309500,328000,293071,29242076.0,89152670.0
2000-05-25,365000,371000,339000,355000,466144,31649198.0,89152670.0
2000-05-26,353000,355000,341000,345000,285070,30757671.0,89152670.0
2000-05-29,332000,347000,332000,337000,163904,30044450.0,89152670.0
2000-05-30,343000,356000,336500,343000,284728,30579366.0,89152670.0
2000-05-31,361000,385000,354000,385000,532846,34323778.0,89152670.0
2000-06-01,379000,409000,376000,406000,550024,36195984.0,89152670.0
2000-06-02,416000,426000,394000,398000,510043,35482763.0,89152670.0
2000-06-05,418000,418000,389000,394000,298464,35126152.0,89152670.0
2000-06-07,390000,400000,383000,400000,344464,35661068.0,89152670.0
2000-06-08,400000,400000,375000,377000,395869,33610557.0,89152670.0
2000-06-09,371000,399500,371000,399000,440782,35571915.0,89152670.0
2000-06-12,395000,400000,392000,395000,218728,35215305.0,89152670.0
2000-06-13,393000,393000,380000,384000,187606,34234625.0,89152670.0
2000-06-14,384500,387000,366500,376000,295251,33521404.0,89152670.0
2000-06-15,379500,379500,356500,357500,352696,31872080.0,89152670.0
2000-06-16,348000,357500,347000,352000,271704,31381740.0,89152670.0
2000-06-19,344000,366500,343000,355000,189619,31649198.0,89152670.0
2000-06-20,356000,364000,353500,359500,162203,32050385.0,89152670.0
2000-06-21,363000,364500,356000,358500,144072,31961232.0,89152670.0
2000-06-22,363000,370000,350500,360000,180034,32094961.0,89152670.0
2000-06-23,350000,354000,348000,352000,155720,31381740.0,89152670.0
2000-06-26,348000,356000,344000,356000,118286,31738351.0,89152670.0
2000-06-27,356000,359500,352500,355000,123170,31649198.0,89152670.0
2000-06-28,351000,359000,345500,355000,301000,31649198.0,89152670.0
2000-06-29,362000,376000,356500,368500,336641,32852759.0,89152670.0
2000-06-30,361500,370000,360000,365000,201994,32540725.0,89152670.0
2000-07-03,363000,375000,360000,368000,228136,32808183.0,89152670.0
2000-07-04,370000,372000,353000,358000,157240,31916656.0,89152670.0
2000-07-05,356000,365000,354500,364500,113509,32496148.0,89152670.0
2000-07-06,360000,373000,355500,371000,180772,33075641.0,89152670.0
2000-07-07,372000,378500,369000,371000,164073,33075641.0,89152670.0
2000-07-10,373000,388500,373000,376500,247934,33565980.0,89152670.0
2000-07-11,382000,382000,367000,367000,156436,32719030.0,89152670.0
2000-07-12,363000,370000,363000,364500,117204,32496148.0,89152670.0
2000-07-13,369500,381000,366500,379000,268618,33788862.0,89152670.0
2000-07-14,384000,387000,377000,378000,219989,33699709.0,89152670.0
2000-07-18,378000,385000,372000,379000,141541,33788862.0,89152670.0
2000-07-19,366000,378000,366000,375000,172475,33432251.0,89152670.0
2000-07-20,370000,376000,365000,370000,141708,32986488.0,89152670.0
2000-07-21,375000,375000,367000,369500,101971,32941912.0,89152670.0
2000-07-24,360000,362000,339000,344500,129769,30713095.0,89152670.0
2000-07-25,339000,350000,334500,346000,139187,30846824.0,89152670.0
2000-07-26,346000,346000,320000,339000,207355,30222755.0,89152670.0
2000-07-27,331000,334500,318000,320000,205191,28528854.0,89152670.0
2000-07-28,292000,300000,279000,279000,385374,24873595.0,89152670.0
2000-07-31,275000,279000,260000,278000,356228,24784442.0,89152670.0
2000-08-01,275000,292000,269000,290000,393705,25854274.0,89152670.0
2000-08-02,287000,296500,282000,294500,194325,26255461.0,89152670.0
2000-08-03,294000,297500,290000,292000,160763,26032580.0,89152670.0
2000-08-04,287500,290000,274000,280000,216921,24962748.0,89152670.0
2000-08-07,263000,269000,250500,250500,294386,22332744.0,89152670.0
2000-08-08,247500,254000,236000,239000,394940,21307488.0,89152670.0
2000-08-09,251000,274500,246000,274500,539191,24472408.0,89152670.0
2000-08-10,275000,286500,261000,286500,559168,25542240.0,89152670.0
2000-08-11,276000,295000,275000,289500,384774,25809698.0,89152670.0
2000-08-14,298000,299000,285000,288000,177825,25675969.0,89152670.0
2000-08-16,285000,295000,285000,293000,175765,26121732.0,89152670.0
2000-08-17,290000,292000,283000,285000,139423,25408511.0,89152670.0
2000-08-18,279000,285000,263000,267000,279756,23803763.0,89152670.0
2000-08-21,260000,265500,250500,253000,266691,22555626.0,89152670.0
2000-08-22,255000,271000,255000,262500,204631,23402576.0,89152670.0
2000-08-23,257000,262000,253000,255000,145128,22733931.0,89152670.0
2000-08-24,250000,259500,239000,250000,428527,22288168.0,89152670.0
2000-08-25,252000,255500,245000,255000,222882,22733931.0,89152670.0
2000-08-28,257000,264000,253000,262500,169210,23402576.0,89152670.0
