유유제약(000220),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-06-30,6510,6890,6510,6620,6000,38604.0,5831450.0
2010-07-01,6790,6790,6530,6530,2000,38079.0,5831450.0
2010-07-02,6500,6500,6310,6410,6590,37380.0,5831450.0
2010-07-05,6220,6440,6220,6310,4380,36796.0,5831450.0
2010-07-06,6220,6390,6220,6330,2868,36913.0,5831450.0
2010-07-07,6480,6480,6320,6450,1091,37613.0,5831450.0
2010-07-08,6400,6540,6400,6490,760,37846.0,5831450.0
2010-07-09,6450,6630,6370,6620,3101,38604.0,5831450.0
2010-07-12,6650,6660,6500,6530,1740,38079.0,5831450.0
2010-07-13,6500,6650,6500,6510,2770,37963.0,5831450.0
2010-07-14,6420,6620,6400,6600,5010,38488.0,5831450.0
2010-07-15,6650,6650,6550,6570,1650,38313.0,5831450.0
2010-07-16,6470,6600,6470,6530,1990,38079.0,5831450.0
2010-07-19,6400,6590,6330,6420,1500,37438.0,5831450.0
2010-07-20,6430,6710,6420,6500,9020,37904.0,5831450.0
2010-07-21,6500,6750,6500,6650,3491,38779.0,5831450.0
2010-07-22,6570,6700,6570,6620,1900,38604.0,5831450.0
2010-07-23,6590,6790,6590,6750,6451,39362.0,5831450.0
2010-07-26,6720,7760,6700,7760,96898,45252.0,5831450.0
2010-07-27,8700,8920,8610,8920,284608,52017.0,5831450.0
2010-07-28,10200,10250,10000,10250,115791,59772.0,5831450.0
2010-07-29,9810,11650,9610,10300,1588756,60064.0,5831450.0
2010-07-30,10350,11800,9100,9100,1089054,53066.0,5831450.0
2010-08-02,9800,9990,8680,8860,450722,51667.0,5831450.0
2010-08-03,8870,8930,8370,8850,362110,51608.0,5831450.0
2010-08-04,9040,9090,8230,8270,421344,48226.0,5831450.0
2010-08-05,8240,8630,7950,8260,307261,48168.0,5831450.0
2010-08-06,8330,8440,8080,8190,195254,47760.0,5831450.0
2010-08-09,8270,8650,8010,8650,296312,50442.0,5831450.0
2010-08-10,8720,8720,8010,8060,177891,47001.0,5831450.0
2010-08-11,8010,8010,7370,7450,165692,43444.0,5831450.0
2010-08-12,7300,7580,7290,7440,64282,43386.0,5831450.0
2010-08-13,7500,7630,7370,7440,45331,43386.0,5831450.0
2010-08-16,7410,7570,7300,7350,58712,42861.0,5831450.0
2010-08-17,7400,7400,7100,7220,65282,42103.0,5831450.0
2010-08-18,7240,7520,7180,7260,47780,42336.0,5831450.0
2010-08-19,7300,7600,7130,7400,70715,43153.0,5831450.0
2010-08-20,7350,7530,7250,7400,54091,43153.0,5831450.0
2010-08-23,7370,7400,6990,7020,86610,40937.0,5831450.0
2010-08-24,7030,7080,6700,6770,76556,39479.0,5831450.0
2010-08-25,6770,6940,6610,6610,38379,38546.0,5831450.0
2010-08-26,6710,6880,6530,6720,49933,39187.0,5831450.0
2010-08-27,6720,6760,6600,6720,23700,39187.0,5831450.0
2010-08-30,6770,6830,6630,6700,23905,39071.0,5831450.0
2010-08-31,6620,6690,6530,6690,21345,39012.0,5831450.0
2010-09-01,6670,6890,6520,6690,21930,39012.0,5831450.0
2010-09-02,6750,7120,6750,6910,72568,40295.0,5831450.0
2010-09-03,6990,7100,6870,6980,20090,40704.0,5831450.0
2010-09-06,6900,7070,6850,6960,20762,40587.0,5831450.0
2010-09-07,6900,6980,6730,6830,45377,39829.0,5831450.0
2010-09-08,6810,7080,6720,6790,43383,39596.0,5831450.0
2010-09-09,6770,6890,6720,6790,31753,39596.0,5831450.0
2010-09-10,6800,6800,6680,6690,33230,39012.0,5831450.0
2010-09-13,6690,6910,6690,6830,34300,39829.0,5831450.0
2010-09-14,6810,6920,6720,6830,30545,39829.0,5831450.0
2010-09-15,6790,6890,6770,6820,16847,39770.0,5831450.0
2010-09-16,6820,7170,6800,6860,62343,40004.0,5831450.0
2010-09-17,6890,6940,6810,6920,21602,40354.0,5831450.0
2010-09-20,6920,7000,6790,6840,21630,39887.0,5831450.0
2010-09-24,6840,6890,6730,6740,15734,39304.0,5831450.0
2010-09-27,6780,7100,6740,6820,13379,39770.0,5831450.0
2010-09-28,6760,6820,6660,6800,20207,39654.0,5831450.0
2010-09-29,6760,6870,6710,6730,15160,39246.0,5831450.0
2010-09-30,6750,6820,6710,6730,12664,39246.0,5831450.0
2010-10-01,6730,6890,6730,6800,17314,39654.0,5831450.0
2010-10-04,6820,7140,6820,6900,35859,40237.0,5831450.0
2010-10-05,6850,7030,6850,7030,34924,40995.0,5831450.0
2010-10-06,7080,7100,6950,7000,21080,40820.0,5831450.0
2010-10-07,7000,7000,6770,6800,31850,39654.0,5831450.0
2010-10-08,6850,6920,6750,6850,15070,39945.0,5831450.0
2010-10-11,6830,6880,6790,6860,17521,40004.0,5831450.0
2010-10-12,6800,6920,6740,6760,27393,39421.0,5831450.0
2010-10-13,6760,6880,6720,6820,12986,39770.0,5831450.0
2010-10-14,6820,6870,6760,6800,14598,39654.0,5831450.0
2010-10-15,6800,6830,6670,6700,18090,39071.0,5831450.0
2010-10-18,6710,6790,6690,6700,11963,39071.0,5831450.0
2010-10-19,6700,6800,6670,6710,14961,39129.0,5831450.0
2010-10-20,6700,6790,6650,6740,12649,39304.0,5831450.0
2010-10-21,6800,6820,6720,6730,12874,39246.0,5831450.0
2010-10-22,6710,6780,6710,6730,11845,39246.0,5831450.0
2010-10-25,6710,6800,6660,6720,15852,39187.0,5831450.0
2010-10-26,6680,6740,6640,6680,24584,38954.0,5831450.0
2010-10-27,6680,6710,6620,6640,50733,38721.0,5831450.0
2010-10-28,6650,6670,6550,6580,21032,38371.0,5831450.0
2010-10-29,6540,6770,6460,6480,34680,37788.0,5831450.0
2010-11-01,6570,6570,6200,6290,60252,36680.0,5831450.0
2010-11-02,6300,6440,6250,6330,13020,36913.0,5831450.0
2010-11-03,6400,6400,6270,6270,14780,36563.0,5831450.0
2010-11-04,6240,6580,6190,6450,35374,37613.0,5831450.0
2010-11-05,6510,6550,6320,6320,19010,36855.0,5831450.0
2010-11-08,6370,6440,6250,6310,6511,36796.0,5831450.0
2010-11-09,6360,6470,6300,6430,11820,37496.0,5831450.0
2010-11-10,6500,6590,6400,6510,22900,37963.0,5831450.0
2010-11-11,6550,6800,6460,6750,30950,39362.0,5831450.0
2010-11-12,6750,6830,6260,6440,37990,37555.0,5831450.0
2010-11-15,6350,6600,6350,6360,24850,37088.0,5831450.0
2010-11-16,6370,6390,6280,6300,21128,36738.0,5831450.0
2010-11-17,6260,6500,6210,6460,27352,37671.0,5831450.0
2010-11-18,6450,6460,6220,6390,15383,37263.0,5831450.0
2010-11-19,6290,6430,6290,6340,8970,36971.0,5831450.0
2010-11-22,6310,6720,6310,6650,30390,38779.0,5831450.0
2010-11-23,6450,6580,6450,6550,10845,38196.0,5831450.0
2010-11-24,6190,6370,6150,6370,16895,37146.0,5831450.0
2010-11-25,6350,6440,6320,6400,14180,37321.0,5831450.0
2010-11-26,6380,6390,6230,6240,11102,36388.0,5831450.0
2010-11-29,6200,6290,6200,6290,5960,36680.0,5831450.0
2010-11-30,6290,6340,6230,6290,6215,36680.0,5831450.0
2010-12-01,6280,6350,6280,6320,6113,36855.0,5831450.0
2010-12-02,6390,6410,6310,6350,5560,37030.0,5831450.0
2010-12-03,6450,6450,6240,6270,6153,36563.0,5831450.0
2010-12-06,6270,6380,6270,6300,3330,36738.0,5831450.0
2010-12-07,6300,6530,6260,6450,7998,37613.0,5831450.0
2010-12-08,6530,6530,6300,6400,3970,37321.0,5831450.0
2010-12-09,6430,6450,6310,6390,3628,37263.0,5831450.0
2010-12-10,6320,6390,6290,6350,2742,37030.0,5831450.0
2010-12-13,6350,6350,6260,6300,6750,36738.0,5831450.0
2010-12-14,6330,6390,6300,6390,13530,37263.0,5831450.0
2010-12-15,6350,6400,6280,6300,10550,36738.0,5831450.0
2010-12-16,6300,6490,6300,6350,4601,37030.0,5831450.0
2010-12-17,6350,6420,6290,6320,7480,36855.0,5831450.0
2010-12-20,6350,6420,6270,6400,19363,37321.0,5831450.0
2010-12-21,6400,7280,6400,6900,104268,40237.0,5831450.0
2010-12-22,7030,7030,6560,6620,35223,38604.0,5831450.0
2010-12-23,6720,6810,6470,6500,20528,37904.0,5831450.0
2010-12-24,6500,7180,6480,7070,43305,41228.0,5831450.0
2010-12-27,7140,7900,7110,7110,142962,41462.0,5831450.0
2010-12-28,7120,7230,6700,7000,45284,40820.0,5831450.0
2010-12-29,7240,7240,6730,6730,24384,39246.0,5831450.0
2010-12-30,6750,7360,6660,7130,63181,41578.0,5831450.0
2011-01-03,7150,7560,7050,7300,65323,42570.0,5831450.0
2011-01-04,7350,7360,7080,7100,33870,41403.0,5831450.0
2011-01-05,7070,7130,7010,7020,27705,40937.0,5831450.0
2011-01-06,7040,7120,6770,6770,21025,39479.0,5831450.0
2011-01-07,6710,6970,6700,6750,12710,39362.0,5831450.0
2011-01-10,6760,7290,6720,7090,22367,41345.0,5831450.0
2011-01-11,7250,7250,6970,6980,15863,40704.0,5831450.0
2011-01-12,7000,7100,6800,6970,22331,40645.0,5831450.0
2011-01-13,6880,7030,6800,6800,13556,39654.0,5831450.0
2011-01-14,6800,6860,6700,6860,10830,40004.0,5831450.0
2011-01-17,6920,6920,6690,6690,11012,39012.0,5831450.0
2011-01-18,6660,6780,6610,6720,7180,39187.0,5831450.0
2011-01-19,6640,6760,6580,6580,7285,38371.0,5831450.0
2011-01-20,6610,6750,6580,6630,11723,38663.0,5831450.0
2011-01-21,6600,6690,6300,6310,21920,36796.0,5831450.0
2011-01-24,6350,6540,6350,6520,5262,38021.0,5831450.0
2011-01-25,6570,6590,6460,6570,5250,38313.0,5831450.0
2011-01-26,6420,6610,6400,6520,16260,38021.0,5831450.0
2011-01-27,6550,6640,6550,6560,2190,38254.0,5831450.0
2011-01-28,6680,6700,6540,6610,8416,38546.0,5831450.0
2011-01-31,6500,6630,6420,6450,9120,37613.0,5831450.0
2011-02-01,6400,6500,6360,6450,10100,37613.0,5831450.0
2011-02-07,6460,6530,6310,6500,9895,37904.0,5831450.0
2011-02-08,6420,6670,6400,6440,4025,37555.0,5831450.0
2011-02-09,6440,6480,6360,6380,5240,37205.0,5831450.0
2011-02-10,6380,6430,6300,6430,4041,37496.0,5831450.0
2011-02-11,6520,6520,6250,6310,5821,36796.0,5831450.0
2011-02-14,6470,6470,6220,6320,9130,36855.0,5831450.0
2011-02-15,6320,6420,6290,6320,6778,36855.0,5831450.0
2011-02-16,6340,6390,6320,6320,5510,36855.0,5831450.0
2011-02-17,6420,6420,6280,6300,7062,36738.0,5831450.0
2011-02-18,6300,6390,6250,6390,6570,37263.0,5831450.0
2011-02-21,6350,7340,6310,7340,158001,42803.0,5831450.0
2011-02-22,7350,7450,6900,7060,83944,41170.0,5831450.0
2011-02-23,7300,7930,7150,7210,83042,42045.0,5831450.0
2011-02-24,7000,7140,6660,6670,41313,38896.0,5831450.0
2011-02-25,6880,6900,6400,6560,16242,38254.0,5831450.0
2011-02-28,6460,6780,6460,6700,15590,39071.0,5831450.0
2011-03-02,6600,6960,6310,6750,11870,39362.0,5831450.0
2011-03-03,6920,6920,6600,6750,7139,39362.0,5831450.0
2011-03-04,6800,6890,6600,6730,13940,39246.0,5831450.0
2011-03-07,6800,6800,6650,6750,9720,39362.0,5831450.0
2011-03-08,6750,6790,6650,6760,8112,39421.0,5831450.0
2011-03-09,6730,6790,6570,6570,10610,38313.0,5831450.0
2011-03-10,6650,6650,6500,6500,5986,37904.0,5831450.0
2011-03-11,6370,6510,6370,6430,7581,37496.0,5831450.0
2011-03-14,6430,6880,6300,6580,10800,38371.0,5831450.0
2011-03-15,6470,6560,6260,6480,21340,37788.0,5831450.0
2011-03-16,6330,6530,6330,6440,11042,37555.0,5831450.0
2011-03-17,6360,6470,6350,6430,11871,37496.0,5831450.0
2011-03-18,6380,6650,6380,6460,10625,37671.0,5831450.0
2011-03-21,6490,6610,6460,6540,3040,38138.0,5831450.0
2011-03-22,6610,6610,6480,6550,5674,38196.0,5831450.0
2011-03-23,6550,6750,6550,6590,16980,38429.0,5831450.0
2011-03-24,6600,7040,6600,6830,24125,39829.0,5831450.0
2011-03-25,6900,6900,6640,6650,24770,38779.0,5831450.0
2011-03-28,6680,6840,6560,6560,9330,38254.0,5831450.0
2011-03-29,6680,6710,6560,6620,12230,38604.0,5831450.0
2011-03-30,6630,6760,6600,6700,6267,39071.0,5831450.0
2011-03-31,6800,6900,6660,6710,15320,39129.0,5831450.0
2011-04-01,6820,6820,6720,6730,8897,39246.0,5831450.0
2011-04-04,6690,6800,6680,6780,7942,39537.0,5831450.0
2011-04-05,6850,6850,6670,6850,7581,39945.0,5831450.0
2011-04-06,6770,6880,6720,6740,10229,39304.0,5831450.0
2011-04-07,6690,6820,6690,6800,5632,39654.0,5831450.0
2011-04-08,6800,6840,6630,6630,7310,38663.0,5831450.0
2011-04-11,6640,6760,6590,6640,16410,38721.0,5831450.0
2011-04-12,6650,6750,6600,6600,8680,38488.0,5831450.0
2011-04-13,6600,6950,6600,6930,8030,40412.0,5831450.0
2011-04-14,6930,6960,6740,6830,8190,39829.0,5831450.0
2011-04-15,6800,7280,6800,7170,27518,41811.0,5831450.0
2011-04-18,8230,8240,8220,8240,83380,48051.0,5831450.0
2011-04-19,8500,9090,7510,7550,476064,44027.0,5831450.0
2011-04-20,7420,7680,7300,7350,106096,42861.0,5831450.0
2011-04-21,7350,7450,7020,7140,85946,41637.0,5831450.0
2011-04-22,7000,7120,6850,7010,52046,40878.0,5831450.0
2011-04-25,7040,7090,6800,6960,58892,40587.0,5831450.0
2011-04-26,6950,6950,6710,6780,27201,39537.0,5831450.0
2011-04-27,6780,6860,6720,6840,31530,39887.0,5831450.0
2011-04-28,6840,6900,6780,6900,17659,40237.0,5831450.0
2011-04-29,6900,6960,6680,6700,18819,39071.0,5831450.0
2011-05-02,6700,6890,6630,6790,13654,39596.0,5831450.0
2011-05-03,6750,6870,6690,6790,7262,39596.0,5831450.0
2011-05-04,6790,6850,6680,6830,14559,39829.0,5831450.0
2011-05-06,6750,6950,6710,6890,38044,40179.0,5831450.0
2011-05-09,6900,7000,6800,6800,15420,39654.0,5831450.0
2011-05-11,7010,7500,6900,7000,81569,40820.0,5831450.0
2011-05-12,7000,7000,6700,6730,32436,39246.0,5831450.0
2011-05-13,6730,6800,6610,6640,26541,38721.0,5831450.0
2011-05-16,6590,6670,6560,6630,6834,38663.0,5831450.0
2011-05-17,6610,6630,6550,6630,13300,38663.0,5831450.0
2011-05-18,6580,6680,6550,6560,11333,38254.0,5831450.0
2011-05-19,6570,6700,6500,6500,23690,37904.0,5831450.0
2011-05-20,6460,6570,6420,6460,6730,37671.0,5831450.0
2011-05-23,6400,6530,6340,6450,15430,37613.0,5831450.0
2011-05-24,6370,6470,6360,6360,7440,37088.0,5831450.0
2011-05-25,6350,6460,6300,6310,11740,36796.0,5831450.0
2011-05-26,6340,6450,6320,6340,3383,36971.0,5831450.0
2011-05-27,6340,6390,6310,6310,7320,36796.0,5831450.0
2011-05-30,6310,6530,6310,6420,6380,37438.0,5831450.0
2011-05-31,6420,6550,6420,6480,3598,37788.0,5831450.0
2011-06-01,6480,6560,6360,6400,6540,37321.0,5831450.0
2011-06-02,6400,6400,6290,6350,6040,37030.0,5831450.0
2011-06-03,6320,6470,6320,6400,5340,37321.0,5831450.0
2011-06-07,6410,6410,6300,6370,2930,37146.0,5831450.0
2011-06-08,6370,6370,6300,6300,3110,36738.0,5831450.0
2011-06-09,6300,6430,6300,6370,2140,37146.0,5831450.0
2011-06-10,6370,6550,6250,6370,19310,37146.0,5831450.0
2011-06-13,6370,6470,6300,6300,8610,36738.0,5831450.0
2011-06-14,6370,6370,6280,6350,5120,37030.0,5831450.0
2011-06-15,6310,6350,6210,6260,14490,36505.0,5831450.0
2011-06-16,6250,6330,6200,6210,3441,36213.0,5831450.0
2011-06-17,6210,6210,5880,5920,23392,34522.0,5831450.0
2011-06-20,5910,6000,5800,5850,9690,34114.0,5831450.0
2011-06-21,5850,6190,5850,6040,4720,35222.0,5831450.0
2011-06-22,6130,6150,5960,6110,2370,35630.0,5831450.0
2011-06-23,6110,6110,5970,5990,3411,34930.0,5831450.0
2011-06-24,5910,6070,5910,6000,4530,34989.0,5831450.0
2011-06-27,6000,6400,5960,6090,7130,35514.0,5831450.0
2011-06-28,6190,6190,6020,6020,5737,35105.0,5831450.0
2011-06-29,6030,6080,6000,6000,7979,34989.0,5831450.0
2011-06-30,6180,6180,6050,6120,2102,35688.0,5831450.0
2011-07-01,6090,6280,6070,6100,5600,35572.0,5831450.0
2011-07-04,6100,6190,6100,6190,1990,36097.0,5831450.0
2011-07-05,6190,6240,6120,6210,2730,36213.0,5831450.0
2011-07-06,6210,6220,6160,6220,2020,36272.0,5831450.0
2011-07-07,6220,6230,6140,6150,6950,35863.0,5831450.0
2011-07-08,6150,6240,6120,6120,5980,35688.0,5831450.0
2011-07-11,6120,6360,6120,6220,4159,36272.0,5831450.0
2011-07-12,6150,6240,6150,6210,6120,36213.0,5831450.0
2011-07-13,6200,6200,6030,6050,11698,35280.0,5831450.0
2011-07-14,5970,6070,5950,5970,10495,34814.0,5831450.0
2011-07-15,6080,6650,6000,6350,28490,37030.0,5831450.0
2011-07-18,6440,6480,6250,6480,14238,37788.0,5831450.0
2011-07-19,6480,6490,6330,6330,15330,36913.0,5831450.0
2011-07-20,6320,6460,6290,6450,24282,37613.0,5831450.0
2011-07-21,6500,7150,6430,6600,133088,38488.0,5831450.0
2011-07-22,6600,7190,6600,6890,123461,40179.0,5831450.0
2011-07-25,6990,6990,6700,6800,31531,39654.0,5831450.0
2011-07-26,6700,6940,6680,6750,24503,39362.0,5831450.0
2011-07-27,6790,7150,6790,6910,56758,40295.0,5831450.0
2011-07-28,6760,7090,6720,6910,16716,40295.0,5831450.0
2011-07-29,7020,7790,6880,7270,110195,42395.0,5831450.0
2011-08-01,7290,7670,7290,7490,81733,43678.0,5831450.0
2011-08-02,7570,7570,7060,7090,42752,41345.0,5831450.0
2011-08-03,7000,7140,6670,6820,46668,39770.0,5831450.0
2011-08-04,7040,7840,7000,7840,115701,45719.0,5831450.0
2011-08-05,7130,8900,6890,8200,790051,47818.0,5831450.0
2011-08-08,8300,8550,6970,6970,404931,40645.0,5831450.0
2011-08-09,6310,7040,5930,7040,337564,41053.0,5831450.0
2011-08-10,7840,8000,7090,7100,242525,41403.0,5831450.0
2011-08-11,6440,7100,6330,7020,122768,40937.0,5831450.0
2011-08-12,7360,7440,6000,6870,162262,40062.0,5831450.0
2011-08-16,7100,7180,6810,6900,147358,40237.0,5831450.0
2011-08-17,6920,6960,6650,6830,67350,39829.0,5831450.0
2011-08-18,6840,6990,6570,6570,52350,38313.0,5831450.0
2011-08-19,6280,6500,5970,5980,57806,34872.0,5831450.0
2011-08-22,5820,6090,5740,5840,38775,34056.0,5831450.0
2011-08-23,6050,6050,5890,5920,24361,34522.0,5831450.0
2011-08-24,5970,6260,5920,6040,55021,35222.0,5831450.0
2011-08-25,6040,6140,5810,5920,28990,34522.0,5831450.0
2011-08-26,5900,6030,5870,5960,17055,34755.0,5831450.0
2011-08-29,6010,6100,5900,6100,22900,35572.0,5831450.0
2011-08-30,6180,6250,6030,6030,29848,35164.0,5831450.0
2011-08-31,6080,6140,5960,6110,26570,35630.0,5831450.0
2011-09-01,6170,6600,6130,6300,55743,36738.0,5831450.0
2011-09-02,6230,6350,6100,6210,20070,36213.0,5831450.0
2011-09-05,6190,6190,5870,5870,33361,34231.0,5831450.0
2011-09-06,5770,5950,5610,5890,35767,34347.0,5831450.0
2011-09-07,5890,5950,5850,5900,8624,34406.0,5831450.0
2011-09-08,5920,6000,5800,5810,19410,33881.0,5831450.0
2011-09-09,5900,5970,5750,5900,13820,34406.0,5831450.0
2011-09-14,5900,6100,5640,5640,22961,32889.0,5831450.0
2011-09-15,5780,5890,5400,5490,16091,32015.0,5831450.0
2011-09-16,5700,5700,5490,5600,8881,32656.0,5831450.0
2011-09-19,5600,5840,5600,5700,13290,33239.0,5831450.0
2011-09-20,5470,5680,5470,5650,15311,32948.0,5831450.0
2011-09-21,5630,6060,5630,5850,24946,34114.0,5831450.0
2011-09-22,5620,5900,5620,5880,6320,34289.0,5831450.0
2011-09-23,5450,5740,5450,5490,17195,32015.0,5831450.0
2011-09-26,5480,5700,4920,4920,36484,28691.0,5831450.0
2011-09-27,4920,5150,4920,5010,19286,29216.0,5831450.0
2011-09-28,5250,5250,5000,5040,5232,29391.0,5831450.0
2011-09-29,4885,5050,4720,5030,51250,29332.0,5831450.0
2011-09-30,5030,5140,4970,5030,11130,29332.0,5831450.0
2011-10-04,4900,4900,4690,4750,12750,27699.0,5831450.0
2011-10-05,4850,4860,4670,4670,20192,27233.0,5831450.0
2011-10-06,4750,4795,4730,4750,5423,27699.0,5831450.0
2011-10-07,4805,5100,4805,5090,10201,29682.0,5831450.0
2011-10-10,5090,5090,4990,5020,4542,29274.0,5831450.0
2011-10-11,5070,5190,5020,5100,11921,29740.0,5831450.0
2011-10-12,5030,5180,5030,5140,4930,29974.0,5831450.0
2011-10-13,5140,5200,5110,5200,5540,30324.0,5831450.0
2011-10-14,5270,5270,5110,5120,3461,29857.0,5831450.0
2011-10-17,5120,5180,5010,5180,11080,30207.0,5831450.0
2011-10-18,5100,5190,5100,5190,5980,30265.0,5831450.0
2011-10-19,5170,5250,5100,5190,4041,30265.0,5831450.0
2011-10-20,5190,5470,5160,5160,16670,30090.0,5831450.0
2011-10-21,5280,5410,5160,5190,6590,30265.0,5831450.0
2011-10-24,5190,5320,5150,5220,9030,30440.0,5831450.0
2011-10-25,5280,5360,5170,5320,11560,31023.0,5831450.0
2011-10-26,5290,5350,5200,5250,12492,30615.0,5831450.0
2011-10-27,5300,5350,5240,5310,12990,30965.0,5831450.0
2011-10-28,5180,5400,5180,5350,14795,31198.0,5831450.0
2011-10-31,5360,5540,5290,5360,18730,31257.0,5831450.0
2011-11-01,5370,5400,5230,5320,6690,31023.0,5831450.0
2011-11-02,5260,5300,5120,5300,5421,30907.0,5831450.0
2011-11-03,5300,5300,5110,5200,3582,30324.0,5831450.0
2011-11-04,5290,5290,5180,5260,7050,30673.0,5831450.0
2011-11-07,5310,5340,5210,5230,7570,30498.0,5831450.0
2011-11-08,5210,5270,5110,5110,8620,29799.0,5831450.0
2011-11-09,5070,5170,5070,5170,4640,30149.0,5831450.0
2011-11-10,5020,5090,4990,5080,6950,29624.0,5831450.0
2011-11-11,5020,5100,5020,5040,3873,29391.0,5831450.0
2011-11-14,5050,5140,5030,5100,14171,29740.0,5831450.0
2011-11-15,5250,5250,5060,5100,6360,29740.0,5831450.0
2011-11-16,5060,5860,5060,5860,139606,34172.0,5831450.0
2011-11-17,6250,6680,5890,5900,410333,34406.0,5831450.0
2011-11-18,6050,6050,5400,5550,113784,32365.0,5831450.0
2011-11-21,5630,5850,5400,5400,96797,31490.0,5831450.0
2011-11-22,5350,5480,5300,5400,47690,31490.0,5831450.0
2011-11-23,5490,5490,5100,5150,43861,30032.0,5831450.0
2011-11-24,5020,5170,5000,5040,30750,29391.0,5831450.0
2011-11-25,5050,5080,4900,4905,30306,28603.0,5831450.0
2011-11-28,4900,4965,4840,4915,11770,28662.0,5831450.0
2011-11-29,4960,5020,4900,5000,11608,29157.0,5831450.0
2011-11-30,4960,5000,4905,5000,6740,29157.0,5831450.0
2011-12-01,5030,5170,5000,5050,17205,29449.0,5831450.0
2011-12-02,5050,5170,5050,5120,18080,29857.0,5831450.0
2011-12-05,5180,5180,5070,5100,12630,29740.0,5831450.0
2011-12-06,5100,5200,5050,5100,13570,29740.0,5831450.0
2011-12-07,5100,5180,5050,5180,18223,30207.0,5831450.0
2011-12-08,5180,5650,5120,5300,25273,30907.0,5831450.0
2011-12-09,5180,5420,5170,5290,13240,30848.0,5831450.0
2011-12-12,5390,5390,5190,5190,9270,30265.0,5831450.0
2011-12-13,5170,5290,5160,5210,9220,30382.0,5831450.0
2011-12-14,5390,5400,5170,5240,11810,30557.0,5831450.0
2011-12-15,5250,5250,5130,5150,6243,30032.0,5831450.0
2011-12-16,5230,5270,5100,5230,12950,30498.0,5831450.0
2011-12-19,5150,5150,4910,4990,24521,29099.0,5831450.0
2011-12-20,4940,5020,4940,5000,7173,29157.0,5831450.0
2011-12-21,5050,5140,5030,5050,9140,29449.0,5831450.0
2011-12-22,5160,5160,5060,5060,5350,29507.0,5831450.0
2011-12-23,5190,5190,5070,5130,8850,29915.0,5831450.0
2011-12-26,5150,5150,5060,5100,13090,29740.0,5831450.0
2011-12-27,5100,5260,5050,5160,14940,30090.0,5831450.0
2011-12-28,5120,5540,5110,5420,33422,31606.0,5831450.0
2011-12-29,5340,5450,5210,5260,12156,30673.0,5831450.0
2012-01-02,5360,5450,5180,5430,27531,31665.0,5831450.0
2012-01-03,5450,5900,5440,5640,61945,32889.0,5831450.0
2012-01-04,5690,5700,5480,5600,18697,32656.0,5831450.0
2012-01-05,5600,5990,5550,5890,40671,34347.0,5831450.0
2012-01-06,5990,6200,5890,6120,59902,35688.0,5831450.0
2012-01-09,6120,6350,5990,6000,53311,34989.0,5831450.0
2012-01-10,6000,6230,5910,5910,47568,34464.0,5831450.0
2012-01-11,6040,6780,6010,6150,121759,35863.0,5831450.0
2012-01-12,6150,6280,5850,5870,32679,34231.0,5831450.0
2012-01-13,5840,5990,5750,5990,25169,34930.0,5831450.0
2012-01-16,5990,6040,5800,6010,14190,35047.0,5831450.0
2012-01-17,6010,6310,5940,6110,20152,35630.0,5831450.0
2012-01-18,6120,6140,5990,5990,4698,34930.0,5831450.0
2012-01-19,6020,6040,5840,5940,18810,34639.0,5831450.0
2012-01-20,5940,6080,5850,5950,7080,34697.0,5831450.0
2012-01-25,5950,6180,5810,5820,9330,33939.0,5831450.0
2012-01-26,5820,5980,5800,5900,8480,34406.0,5831450.0
2012-01-27,5850,5960,5790,5830,17002,33997.0,5831450.0
2012-01-30,5890,6250,5810,5960,15077,34755.0,5831450.0
2012-01-31,5810,6100,5810,5980,7043,34872.0,5831450.0
2012-02-01,5920,6100,5880,5960,10890,34755.0,5831450.0
2012-02-02,5990,6150,5870,6100,10226,35572.0,5831450.0
2012-02-03,6000,6090,5950,6080,6080,35455.0,5831450.0
2012-02-06,6020,6150,5980,6040,9870,35222.0,5831450.0
2012-02-07,6000,6340,6000,6290,31399,36680.0,5831450.0
2012-02-08,6290,6370,6070,6200,20927,36155.0,5831450.0
2012-02-09,6240,6350,6110,6320,18259,36855.0,5831450.0
2012-02-10,6260,6300,6100,6280,12800,36622.0,5831450.0
2012-02-13,6270,6380,6120,6270,13850,36563.0,5831450.0
2012-02-14,6250,6440,6250,6280,18161,36622.0,5831450.0
2012-02-15,6260,6340,6160,6160,19448,35922.0,5831450.0
2012-02-16,6100,6340,6090,6230,22100,36330.0,5831450.0
2012-02-17,6230,6290,6170,6230,9793,36330.0,5831450.0
2012-02-20,6180,6250,6140,6180,12060,36038.0,5831450.0
2012-02-21,6130,6280,6130,6270,10110,36563.0,5831450.0
2012-02-22,6240,6490,6240,6480,24524,37788.0,5831450.0
2012-02-23,6460,6590,6360,6400,17481,37321.0,5831450.0
2012-02-24,6400,6400,6280,6370,11960,37146.0,5831450.0
2012-02-27,6470,6470,6170,6280,6021,36622.0,5831450.0
2012-02-28,6200,6200,5810,6140,35571,35805.0,5831450.0
2012-02-29,6190,6350,6000,6200,8110,36155.0,5831450.0
2012-03-02,6080,6250,6080,6160,2379,35922.0,5831450.0
2012-03-05,6220,6220,6030,6220,8301,36272.0,5831450.0
2012-03-06,6220,6260,6030,6070,8040,35397.0,5831450.0
2012-03-07,6130,6130,5940,6050,14030,35280.0,5831450.0
