동원수산(030720),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-08-21,3290,3320,3285,3320,4240,9839.0,2963512.0
2002-08-22,3320,3420,3320,3400,30220,10076.0,2963512.0
2002-08-23,3430,3430,3350,3350,7140,9928.0,2963512.0
2002-08-26,3390,3400,3300,3350,9380,9928.0,2963512.0
2002-08-27,3400,3540,3400,3400,41430,10076.0,2963512.0
2002-08-28,3470,3470,3370,3470,7860,10283.0,2963512.0
2002-08-29,3470,3555,3400,3510,23400,10402.0,2963512.0
2002-08-30,3595,3595,3470,3500,13530,10372.0,2963512.0
2002-09-02,3520,3540,3455,3500,12620,10372.0,2963512.0
2002-09-03,3455,3500,3455,3460,7483,10254.0,2963512.0
2002-09-04,3420,3460,3420,3460,11620,10254.0,2963512.0
2002-09-05,3500,3620,3490,3610,28183,10698.0,2963512.0
2002-09-06,3560,3615,3450,3450,12420,10224.0,2963512.0
2002-09-09,3470,3470,3370,3370,12000,9987.0,2963512.0
2002-09-10,3350,3420,3350,3400,6950,10076.0,2963512.0
2002-09-11,3450,3480,3385,3390,10170,10046.0,2963512.0
2002-09-12,3350,3420,3350,3410,8480,10106.0,2963512.0
2002-09-13,3400,3400,3320,3370,4020,9987.0,2963512.0
2002-09-16,3370,3370,3320,3330,6000,9868.0,2963512.0
2002-09-17,3350,3350,3320,3330,8670,9868.0,2963512.0
2002-09-18,3310,3375,3290,3330,13320,9868.0,2963512.0
2002-09-19,3335,3335,3295,3300,4070,9780.0,2963512.0
2002-09-23,3250,3315,3210,3220,9060,9543.0,2963512.0
2002-09-24,3160,3200,3140,3190,9580,9454.0,2963512.0
2002-09-25,3110,3210,3055,3060,16240,9068.0,2963512.0
2002-09-26,3100,3150,3065,3080,12520,9128.0,2963512.0
2002-09-27,3100,3140,3040,3055,10990,9054.0,2963512.0
2002-09-30,3010,3050,3000,3020,12140,8950.0,2963512.0
2002-10-01,2960,3460,2960,3290,180980,9750.0,2963512.0
2002-10-02,3300,3420,3100,3150,92120,9335.0,2963512.0
2002-10-04,3200,3270,3150,3265,39880,9676.0,2963512.0
2002-10-07,3310,3720,3310,3450,311840,10224.0,2963512.0
2002-10-08,3600,3600,3170,3275,94240,9706.0,2963512.0
2002-10-09,3450,3700,3330,3400,182080,10076.0,2963512.0
2002-10-10,3410,3410,3090,3100,90530,9187.0,2963512.0
2002-10-11,3190,3190,3050,3080,34240,9128.0,2963512.0
2002-10-14,3120,3170,3080,3170,34950,9394.0,2963512.0
2002-10-15,3220,3370,3170,3250,51580,9631.0,2963512.0
2002-10-16,3400,3400,3170,3220,38780,9543.0,2963512.0
2002-10-17,3150,3230,3140,3200,26310,9483.0,2963512.0
2002-10-18,3250,3270,3200,3260,35171,9661.0,2963512.0
2002-10-21,3280,3280,3210,3210,26051,9513.0,2963512.0
2002-10-22,3255,3265,3185,3200,27648,9483.0,2963512.0
2002-10-23,3190,3250,3190,3220,6490,9543.0,2963512.0
2002-10-24,3235,3265,3190,3190,28412,9454.0,2963512.0
2002-10-25,3135,3205,3135,3205,17850,9498.0,2963512.0
2002-10-28,3210,3220,3185,3195,14100,9468.0,2963512.0
2002-10-29,3185,3240,3185,3200,9710,9483.0,2963512.0
2002-10-30,3230,3240,3185,3185,16390,9439.0,2963512.0
2002-10-31,3230,3250,3195,3220,11790,9543.0,2963512.0
2002-11-01,3210,3220,3190,3220,10390,9543.0,2963512.0
2002-11-04,3210,3300,3210,3280,16420,9720.0,2963512.0
2002-11-05,3280,3280,3230,3265,5650,9676.0,2963512.0
2002-11-06,3265,3290,3220,3260,11675,9661.0,2963512.0
2002-11-07,3270,3270,3220,3220,14050,9543.0,2963512.0
2002-11-08,3220,3250,3200,3240,12360,9602.0,2963512.0
2002-11-11,3220,3255,3200,3250,9230,9631.0,2963512.0
2002-11-12,3220,3245,3205,3230,4550,9572.0,2963512.0
2002-11-13,3240,3240,3205,3210,11071,9513.0,2963512.0
2002-11-14,3230,3245,3195,3230,9381,9572.0,2963512.0
2002-11-15,3230,3330,3230,3280,23410,9720.0,2963512.0
2002-11-18,3280,3310,3265,3310,9120,9809.0,2963512.0
2002-11-19,3310,3325,3255,3325,5500,9854.0,2963512.0
2002-11-20,3300,3360,3290,3350,7660,9928.0,2963512.0
2002-11-21,3370,3390,3335,3340,13120,9898.0,2963512.0
2002-11-22,3385,3430,3325,3415,17180,10120.0,2963512.0
2002-11-25,3420,3425,3405,3425,5330,10150.0,2963512.0
2002-11-26,3410,3475,3410,3470,11211,10283.0,2963512.0
2002-11-27,3470,3930,3450,3720,159970,11024.0,2963512.0
2002-11-28,3750,3800,3530,3560,44270,10550.0,2963512.0
2002-11-29,3610,3640,3520,3520,24546,10432.0,2963512.0
2002-12-02,3480,3560,3480,3520,28640,10432.0,2963512.0
2002-12-03,3505,3570,3500,3550,13710,10520.0,2963512.0
2002-12-04,3520,3650,3520,3540,12180,10491.0,2963512.0
2002-12-05,3540,3585,3540,3555,3380,10535.0,2963512.0
2002-12-06,3570,3590,3550,3555,5030,10535.0,2963512.0
2002-12-09,3565,3575,3520,3520,6090,10432.0,2963512.0
2002-12-10,3500,3700,3460,3595,42707,10654.0,2963512.0
2002-12-11,3600,3620,3535,3590,6860,10639.0,2963512.0
2002-12-12,3630,3630,3560,3560,12390,10550.0,2963512.0
2002-12-13,3590,3590,3530,3540,12280,10491.0,2963512.0
2002-12-16,3540,3575,3500,3530,6580,10461.0,2963512.0
2002-12-17,3565,3790,3550,3640,103510,10787.0,2963512.0
2002-12-18,3600,3740,3580,3670,34312,10876.0,2963512.0
2002-12-20,3700,3775,3610,3665,40630,10861.0,2963512.0
2002-12-23,3615,3695,3555,3600,28120,10669.0,2963512.0
2002-12-24,3565,3590,3430,3540,23310,10491.0,2963512.0
2002-12-26,3455,3545,3455,3535,38617,10476.0,2963512.0
2002-12-27,3290,3290,3155,3175,21666,9409.0,2963512.0
2002-12-30,2950,3110,2810,2990,35430,8861.0,2963512.0
2003-01-02,2910,3075,2910,3045,5020,9024.0,2963512.0
2003-01-03,3110,3110,3040,3085,15010,9142.0,2963512.0
2003-01-06,3085,3085,3030,3080,10210,9128.0,2963512.0
2003-01-07,3080,3130,3020,3060,8030,9068.0,2963512.0
2003-01-08,3005,3135,3005,3060,14422,9068.0,2963512.0
2003-01-09,3080,3110,3000,3110,8520,9217.0,2963512.0
2003-01-10,3110,3280,2920,2970,26781,8802.0,2963512.0
2003-01-13,2990,3020,2940,3020,3210,8950.0,2963512.0
2003-01-14,3000,3040,2920,3010,9530,8920.0,2963512.0
2003-01-15,2960,3020,2950,2970,7590,8802.0,2963512.0
2003-01-16,2970,3000,2945,2990,4070,8861.0,2963512.0
2003-01-17,2990,3050,2920,2940,9850,8713.0,2963512.0
2003-01-20,2940,3050,2940,2940,15380,8713.0,2963512.0
2003-01-21,2940,2940,2910,2940,5150,8713.0,2963512.0
2003-01-22,2900,2900,2830,2850,6330,8446.0,2963512.0
2003-01-23,2795,2890,2795,2850,5220,8446.0,2963512.0
2003-01-24,2940,2940,2715,2800,10050,8298.0,2963512.0
2003-01-27,2800,2800,2620,2680,9850,7942.0,2963512.0
2003-01-28,2600,2720,2600,2630,8042,7794.0,2963512.0
2003-01-29,2670,2675,2620,2620,3170,7764.0,2963512.0
2003-01-30,2670,2675,2620,2665,5790,7898.0,2963512.0
2003-02-03,2690,2700,2630,2700,1670,8001.0,2963512.0
2003-02-04,2700,2760,2620,2735,2230,8105.0,2963512.0
2003-02-05,2670,2760,2670,2735,1340,8105.0,2963512.0
2003-02-06,2735,2900,2700,2790,6850,8268.0,2963512.0
2003-02-07,2750,2810,2670,2750,1790,8150.0,2963512.0
2003-02-10,2710,2710,2610,2710,2250,8031.0,2963512.0
2003-02-11,2710,2730,2620,2670,5850,7913.0,2963512.0
2003-02-12,2640,2660,2630,2660,1590,7883.0,2963512.0
2003-02-13,2660,2685,2620,2685,2340,7957.0,2963512.0
2003-02-14,2690,2690,2645,2690,810,7972.0,2963512.0
2003-02-17,2755,2780,2665,2760,1720,8179.0,2963512.0
2003-02-18,2780,2780,2700,2750,1890,8150.0,2963512.0
2003-02-19,2810,2810,2720,2735,14020,8105.0,2963512.0
2003-02-20,2760,2760,2700,2725,1980,8076.0,2963512.0
2003-02-21,2700,2750,2690,2695,1410,7987.0,2963512.0
2003-02-24,2750,2750,2660,2690,3380,7972.0,2963512.0
2003-02-25,2665,2725,2665,2725,450,8076.0,2963512.0
2003-02-26,2660,2715,2650,2650,8170,7853.0,2963512.0
2003-02-27,2700,2700,2665,2685,4000,7957.0,2963512.0
2003-02-28,2630,2670,2600,2670,4400,7913.0,2963512.0
2003-03-03,2635,2700,2635,2685,1190,7957.0,2963512.0
2003-03-04,2610,2665,2610,2620,4080,7764.0,2963512.0
2003-03-05,2620,2630,2550,2610,2991,7735.0,2963512.0
2003-03-06,2520,2550,2520,2530,4039,7498.0,2963512.0
2003-03-07,2500,2500,2435,2440,2790,7231.0,2963512.0
2003-03-10,2350,2490,2350,2490,6170,7379.0,2963512.0
2003-03-11,2460,2460,2325,2350,3970,6964.0,2963512.0
2003-03-12,2410,2410,2330,2390,6802,7083.0,2963512.0
2003-03-13,2355,2430,2330,2350,2451,6964.0,2963512.0
2003-03-14,2525,2525,2375,2515,5190,7453.0,2963512.0
2003-03-17,2470,2470,2310,2440,1020,7231.0,2963512.0
2003-03-18,2540,2570,2445,2455,3360,7275.0,2963512.0
2003-03-19,2500,2655,2500,2550,22520,7557.0,2963512.0
2003-03-20,2600,2780,2555,2655,26663,7868.0,2963512.0
2003-03-21,2605,2695,2600,2650,14322,7853.0,2963512.0
2003-03-24,2680,2950,2680,2790,100960,8268.0,2963512.0
2003-03-25,2765,2765,2620,2660,8230,7883.0,2963512.0
2003-03-26,2605,2700,2605,2700,13670,8001.0,2963512.0
2003-03-27,2695,2840,2680,2750,23140,8150.0,2963512.0
2003-03-28,2790,2790,2690,2710,19930,8031.0,2963512.0
2003-03-31,2710,2710,2560,2685,14120,7957.0,2963512.0
2003-04-01,2560,2740,2560,2700,11670,8001.0,2963512.0
2003-04-02,2640,2760,2580,2580,11060,7646.0,2963512.0
2003-04-03,2660,2660,2580,2655,10840,7868.0,2963512.0
2003-04-04,2665,2665,2590,2590,12710,7675.0,2963512.0
2003-04-07,2590,2670,2590,2660,21920,7883.0,2963512.0
2003-04-08,2630,2700,2620,2670,9440,7913.0,2963512.0
2003-04-09,2670,2670,2570,2570,9282,7616.0,2963512.0
2003-04-10,2570,2620,2560,2600,5000,7705.0,2963512.0
2003-04-11,2600,2645,2590,2635,8850,7809.0,2963512.0
2003-04-14,2610,2660,2610,2655,6440,7868.0,2963512.0
2003-04-15,2690,2720,2660,2660,10182,7883.0,2963512.0
2003-04-16,2670,2810,2670,2700,27411,8001.0,2963512.0
2003-04-17,2660,2740,2660,2695,4300,7987.0,2963512.0
2003-04-18,2700,2745,2700,2745,5771,8135.0,2963512.0
2003-04-21,2740,2750,2700,2725,2900,8076.0,2963512.0
2003-04-22,2750,2750,2670,2680,8720,7942.0,2963512.0
2003-04-23,2665,2715,2665,2670,5490,7913.0,2963512.0
2003-04-24,2700,2700,2620,2640,7990,7824.0,2963512.0
2003-04-25,2600,2600,2470,2500,9480,7409.0,2963512.0
2003-04-28,2455,2550,2455,2540,3430,7527.0,2963512.0
2003-04-29,2590,2590,2525,2590,6330,7675.0,2963512.0
2003-04-30,2525,2590,2525,2570,4590,7616.0,2963512.0
2003-05-02,2590,2590,2530,2580,2250,7646.0,2963512.0
2003-05-06,2595,2630,2560,2620,16850,7764.0,2963512.0
2003-05-07,2580,2610,2550,2590,26530,7675.0,2963512.0
2003-05-09,2580,2610,2550,2610,9393,7735.0,2963512.0
2003-05-12,2680,2680,2600,2610,11600,7735.0,2963512.0
2003-05-13,2640,2650,2600,2600,16680,7705.0,2963512.0
2003-05-14,2555,2630,2555,2580,6060,7646.0,2963512.0
2003-05-15,2560,2620,2560,2600,8870,7705.0,2963512.0
2003-05-16,2640,2640,2570,2600,9750,7705.0,2963512.0
2003-05-19,2560,2580,2500,2560,3660,7587.0,2963512.0
2003-05-20,2500,2560,2500,2560,2563,7587.0,2963512.0
2003-05-21,2630,2840,2580,2580,93920,7646.0,2963512.0
2003-05-22,2600,2600,2550,2550,8430,7557.0,2963512.0
2003-05-23,2605,2605,2525,2570,5370,7616.0,2963512.0
2003-05-26,2535,2570,2530,2565,9630,7601.0,2963512.0
2003-05-27,2540,2570,2515,2520,7506,7468.0,2963512.0
2003-05-28,2560,2560,2520,2525,8670,7483.0,2963512.0
2003-05-29,2520,2555,2510,2555,9750,7572.0,2963512.0
2003-05-30,2515,2555,2500,2505,9797,7424.0,2963512.0
2003-06-02,2515,2565,2515,2550,7340,7557.0,2963512.0
2003-06-03,2520,2545,2520,2545,5650,7542.0,2963512.0
2003-06-04,2580,2580,2510,2550,2780,7557.0,2963512.0
2003-06-05,2550,2580,2530,2530,7230,7498.0,2963512.0
2003-06-09,2520,2530,2520,2530,1610,7498.0,2963512.0
2003-06-10,2530,2545,2500,2545,5830,7542.0,2963512.0
2003-06-11,2545,2550,2510,2530,3250,7498.0,2963512.0
2003-06-12,2530,2550,2515,2530,2280,7498.0,2963512.0
2003-06-13,2520,2550,2520,2545,6990,7542.0,2963512.0
2003-06-16,2550,2550,2510,2520,10152,7468.0,2963512.0
2003-06-17,2520,2550,2520,2550,4700,7557.0,2963512.0
2003-06-18,2530,2590,2530,2590,10268,7675.0,2963512.0
2003-06-19,2590,2620,2580,2610,18690,7735.0,2963512.0
2003-06-20,2615,2680,2600,2660,22280,7883.0,2963512.0
2003-06-23,2710,2780,2670,2720,29350,8061.0,2963512.0
2003-06-24,2730,2755,2600,2655,23700,7868.0,2963512.0
2003-06-25,2600,2640,2570,2570,15720,7616.0,2963512.0
2003-06-26,2580,2640,2560,2575,3920,7631.0,2963512.0
2003-06-27,2630,2630,2550,2580,13970,7646.0,2963512.0
2003-06-30,2580,2620,2580,2600,4098,7705.0,2963512.0
2003-07-01,2570,2640,2570,2630,10060,7794.0,2963512.0
2003-07-02,2640,2695,2620,2630,14560,7794.0,2963512.0
2003-07-03,2635,2720,2630,2690,27240,7972.0,2963512.0
2003-07-04,2685,2690,2600,2680,8619,7942.0,2963512.0
2003-07-07,2625,2710,2625,2675,9870,7927.0,2963512.0
2003-07-08,2645,2720,2645,2700,8390,8001.0,2963512.0
2003-07-09,2650,2730,2650,2675,5310,7927.0,2963512.0
2003-07-10,2660,2695,2660,2680,11206,7942.0,2963512.0
2003-07-11,2690,2700,2630,2680,7980,7942.0,2963512.0
2003-07-14,2695,2700,2650,2690,9260,7972.0,2963512.0
2003-07-15,2700,2700,2660,2660,6950,7883.0,2963512.0
2003-07-16,2625,2640,2620,2630,16460,7794.0,2963512.0
2003-07-18,2610,2620,2590,2590,14600,7675.0,2963512.0
2003-07-21,2620,2620,2555,2555,7210,7572.0,2963512.0
2003-07-22,2530,2615,2520,2545,10180,7542.0,2963512.0
2003-07-23,2480,2550,2480,2515,12850,7453.0,2963512.0
2003-07-24,2510,2590,2510,2525,1390,7483.0,2963512.0
2003-07-25,2520,2575,2500,2545,6850,7542.0,2963512.0
2003-07-28,2550,2630,2550,2630,4130,7794.0,2963512.0
2003-07-29,2640,2640,2535,2535,1530,7513.0,2963512.0
2003-07-30,2530,2600,2520,2590,7790,7675.0,2963512.0
2003-07-31,2620,2620,2545,2610,2290,7735.0,2963512.0
2003-08-01,2570,2600,2540,2600,830,7705.0,2963512.0
2003-08-04,2560,2595,2560,2560,5640,7587.0,2963512.0
2003-08-05,2560,2595,2505,2560,10780,7587.0,2963512.0
2003-08-06,2505,2525,2475,2500,17200,7409.0,2963512.0
2003-08-07,2490,2510,2480,2490,2610,7379.0,2963512.0
2003-08-08,2495,2525,2480,2525,4960,7483.0,2963512.0
2003-08-11,2505,2525,2475,2480,5300,7350.0,2963512.0
2003-08-12,2480,2515,2450,2500,8730,7409.0,2963512.0
2003-08-13,2470,2520,2470,2500,3680,7409.0,2963512.0
2003-08-14,2465,2525,2465,2490,3870,7379.0,2963512.0
2003-08-18,2460,2525,2450,2525,8350,7483.0,2963512.0
2003-08-19,2500,2520,2480,2480,10410,7350.0,2963512.0
2003-08-20,2480,2500,2450,2450,12560,7261.0,2963512.0
2003-08-21,2450,2570,2435,2485,13160,7364.0,2963512.0
2003-08-22,2500,2500,2440,2480,13340,7350.0,2963512.0
2003-08-25,2480,2500,2480,2500,9010,7409.0,2963512.0
2003-08-26,2450,2680,2450,2475,17950,7335.0,2963512.0
2003-08-27,2460,2540,2460,2540,11420,7527.0,2963512.0
2003-08-28,2500,2500,2470,2470,3220,7320.0,2963512.0
2003-08-29,2500,2500,2440,2440,9890,7231.0,2963512.0
2003-09-01,2405,2485,2390,2465,17670,7305.0,2963512.0
2003-09-02,2425,2470,2425,2470,2910,7320.0,2963512.0
2003-09-03,2485,2485,2440,2475,13430,7335.0,2963512.0
2003-09-04,2485,2515,2475,2505,16960,7424.0,2963512.0
2003-09-05,2470,2515,2455,2480,5580,7350.0,2963512.0
2003-09-08,2490,2490,2425,2465,6070,7305.0,2963512.0
2003-09-09,2480,2510,2440,2475,6560,7335.0,2963512.0
2003-09-15,2480,2480,2410,2440,6010,7231.0,2963512.0
2003-09-16,2400,2430,2400,2430,2400,7201.0,2963512.0
2003-09-17,2395,2455,2395,2420,3830,7172.0,2963512.0
2003-09-18,2410,2450,2410,2450,770,7261.0,2963512.0
2003-09-19,2440,2470,2380,2445,5661,7246.0,2963512.0
2003-09-22,2410,2445,2360,2400,7170,7112.0,2963512.0
2003-09-23,2400,2400,2310,2380,8130,7053.0,2963512.0
2003-09-24,2405,2430,2335,2350,3280,6964.0,2963512.0
2003-09-25,2420,2420,2310,2380,3230,7053.0,2963512.0
2003-09-26,2355,2385,2310,2385,3920,7068.0,2963512.0
2003-09-29,2380,2380,2260,2335,1360,6920.0,2963512.0
2003-09-30,2345,2345,2270,2275,6870,6742.0,2963512.0
2003-10-01,2225,2275,2210,2250,10460,6668.0,2963512.0
2003-10-02,2330,2330,2265,2330,2690,6905.0,2963512.0
2003-10-06,2250,2370,2250,2350,4780,6964.0,2963512.0
2003-10-07,2300,2350,2300,2305,3380,6831.0,2963512.0
2003-10-08,2345,2350,2345,2350,1210,6964.0,2963512.0
2003-10-09,2315,2365,2300,2310,1600,6846.0,2963512.0
2003-10-10,2285,2330,2285,2320,3020,6875.0,2963512.0
2003-10-13,2335,2335,2285,2290,480,6786.0,2963512.0
2003-10-14,2295,2325,2290,2325,300,6890.0,2963512.0
2003-10-15,2300,2330,2300,2330,6080,6905.0,2963512.0
2003-10-16,2330,2370,2330,2370,1790,7024.0,2963512.0
2003-10-17,2350,2410,2330,2330,2820,6905.0,2963512.0
2003-10-20,2295,2370,2295,2305,4100,6831.0,2963512.0
2003-10-21,2395,2395,2280,2300,6660,6816.0,2963512.0
2003-10-22,2290,2295,2280,2280,2040,6757.0,2963512.0
2003-10-23,2270,2270,2230,2240,1260,6638.0,2963512.0
2003-10-24,2230,2280,2195,2245,3130,6653.0,2963512.0
2003-10-27,2280,2390,2280,2290,4060,6786.0,2963512.0
2003-10-28,2300,2375,2290,2330,8620,6905.0,2963512.0
2003-10-29,2390,2390,2295,2295,1622,6801.0,2963512.0
2003-10-30,2345,2345,2285,2300,1990,6816.0,2963512.0
2003-10-31,2375,2375,2285,2315,680,6861.0,2963512.0
2003-11-03,2295,2325,2295,2320,1720,6875.0,2963512.0
2003-11-04,2260,2335,2260,2330,50,6905.0,2963512.0
2003-11-05,2330,2400,2280,2340,3190,6935.0,2963512.0
2003-11-06,2270,2385,2265,2385,4380,7068.0,2963512.0
2003-11-07,2300,2300,2275,2275,2610,6742.0,2963512.0
2003-11-10,2270,2300,2270,2300,390,6816.0,2963512.0
2003-11-11,2270,2325,2270,2325,20,6890.0,2963512.0
2003-11-12,2320,2320,2220,2310,3890,6846.0,2963512.0
2003-11-13,2255,2290,2250,2290,1810,6786.0,2963512.0
2003-11-14,2310,2315,2290,2300,1250,6816.0,2963512.0
2003-11-17,2270,2305,2270,2305,20,6831.0,2963512.0
2003-11-18,2300,2300,2300,2300,6709,6816.0,2963512.0
2003-11-19,2255,2280,2210,2270,3080,6727.0,2963512.0
2003-11-20,2250,2250,2210,2245,1250,6653.0,2963512.0
2003-11-21,2280,2280,2235,2245,3570,6653.0,2963512.0
2003-11-24,2270,2270,2220,2225,6040,6594.0,2963512.0
2003-11-25,2205,2270,2205,2230,9770,6609.0,2963512.0
2003-11-26,2230,2255,2200,2255,5690,6683.0,2963512.0
2003-11-27,2265,2265,2250,2250,30,6668.0,2963512.0
2003-11-28,2285,2285,2260,2285,2390,6772.0,2963512.0
2003-12-01,2250,2285,2225,2255,6220,6683.0,2963512.0
2003-12-02,2300,2305,2260,2260,6840,6698.0,2963512.0
2003-12-03,2240,2260,2240,2260,5340,6698.0,2963512.0
2003-12-04,2245,2250,2245,2250,2030,6668.0,2963512.0
2003-12-05,2295,2350,2245,2350,24630,6964.0,2963512.0
2003-12-08,2350,2650,2315,2500,82380,7409.0,2963512.0
2003-12-09,2510,2510,2360,2430,35880,7201.0,2963512.0
2003-12-10,2495,2495,2305,2360,23080,6994.0,2963512.0
2003-12-11,2415,2430,2350,2425,7230,7187.0,2963512.0
2003-12-12,2450,2475,2425,2475,12740,7335.0,2963512.0
2003-12-15,2510,2510,2385,2420,13900,7172.0,2963512.0
2003-12-16,2480,2480,2410,2455,21930,7275.0,2963512.0
2003-12-17,2455,2455,2400,2400,12860,7112.0,2963512.0
2003-12-18,2455,2500,2440,2500,12090,7409.0,2963512.0
2003-12-19,2470,2530,2450,2520,16270,7468.0,2963512.0
2003-12-22,2600,2895,2560,2895,179978,8579.0,2963512.0
2003-12-23,3240,3325,3080,3325,571548,9854.0,2963512.0
2003-12-24,3600,3820,3500,3820,574840,11321.0,2963512.0
2003-12-26,4390,4390,4390,4390,86660,13010.0,2963512.0
2003-12-29,5040,5040,3760,4000,1761500,11854.0,2963512.0
2003-12-30,3850,3870,3400,3400,704130,10076.0,2963512.0
2004-01-02,3330,3495,3180,3330,683866,9868.0,2963512.0
2004-01-05,3500,3590,3285,3325,449010,9854.0,2963512.0
2004-01-06,3050,3310,2950,3000,351015,8891.0,2963512.0
2004-01-07,3010,3075,2930,3020,184485,8950.0,2963512.0
2004-01-08,3085,3470,3085,3470,824050,10283.0,2963512.0
2004-01-09,3700,3900,3010,3210,1359190,9513.0,2963512.0
2004-01-12,3300,3620,2950,3620,720996,10728.0,2963512.0
2004-01-13,3650,4160,3400,4160,2134504,12328.0,2963512.0
2004-01-14,4500,4780,4330,4780,438120,14166.0,2963512.0
2004-01-15,5480,5490,4320,4400,2447409,13039.0,2963512.0
2004-01-16,4200,5060,4200,5060,1940124,14995.0,2963512.0
2004-01-19,5250,5810,5200,5810,1701163,17218.0,2963512.0
2004-01-20,6180,6350,4940,4940,1673748,14640.0,2963512.0
2004-01-26,5680,5680,5600,5680,264515,16833.0,2963512.0
2004-01-27,6530,6530,6000,6530,1133850,19352.0,2963512.0
2004-01-28,6290,7500,6290,7500,1356103,22226.0,2963512.0
2004-01-29,8600,8620,8220,8620,198660,25545.0,2963512.0
2004-01-30,9890,9910,7560,9910,2678210,29368.0,2963512.0
2004-02-02,10100,11350,10000,11350,1107210,33636.0,2963512.0
2004-02-03,12850,13050,11700,13050,509156,38674.0,2963512.0
2004-02-04,14250,15000,14000,15000,386391,44453.0,2963512.0
2004-02-05,17200,17250,12750,12750,1555040,37785.0,2963512.0
2004-02-06,10850,10850,10850,10850,69800,32154.0,2963512.0
2004-02-09,9250,12450,9250,12450,3562860,36896.0,2963512.0
2004-02-10,13200,13650,10600,10600,2137590,31413.0,2963512.0
2004-02-11,10100,10750,9050,9050,761650,26820.0,2963512.0
2004-02-12,8550,9580,7700,8500,2719295,25190.0,2963512.0
2004-02-13,8630,9770,8430,9770,2878850,28954.0,2963512.0
2004-02-16,10200,10350,8310,8310,2521914,24627.0,2963512.0
2004-02-17,8100,9550,7330,8500,3752018,25190.0,2963512.0
2004-02-18,8500,9170,8120,8200,1983538,24301.0,2963512.0
2004-02-19,7800,8020,6970,6970,1481087,20656.0,2963512.0
2004-02-20,7170,7540,6700,6800,1410312,20152.0,2963512.0
2004-02-23,6500,6510,5780,5780,733602,17129.0,2963512.0
2004-02-24,5020,6240,4920,5250,3816513,15558.0,2963512.0
2004-02-25,5300,5550,4535,4555,953560,13499.0,2963512.0
2004-02-26,4555,4680,4100,4200,684680,12447.0,2963512.0
2004-02-27,4100,4570,4000,4050,747652,12002.0,2963512.0
2004-03-02,4200,4350,4060,4270,435316,12654.0,2963512.0
2004-03-03,4250,4400,4140,4140,401900,12269.0,2963512.0
2004-03-04,4170,4490,4050,4105,599736,12165.0,2963512.0
2004-03-05,4130,4250,4060,4070,252420,12061.0,2963512.0
2004-03-08,4150,4200,3810,3840,221670,11380.0,2963512.0
2004-03-09,3750,4050,3750,3830,373990,11350.0,2963512.0
2004-03-10,3885,3940,3620,3630,214480,10758.0,2963512.0
2004-03-11,3630,3780,3440,3450,202100,10224.0,2963512.0
2004-03-12,3390,3700,3000,3270,570310,9691.0,2963512.0
2004-03-15,3310,3760,3310,3760,411130,11143.0,2963512.0
2004-03-16,3850,4320,3790,4320,1082200,12802.0,2963512.0
2004-03-17,4640,4800,4100,4320,1153727,12802.0,2963512.0
2004-03-18,4470,4965,4190,4965,1449670,14714.0,2963512.0
2004-03-19,5140,5680,4845,5280,1593686,15647.0,2963512.0
2004-03-22,6070,6070,6070,6070,112645,17989.0,2963512.0
2004-03-23,6860,6980,6410,6980,2206910,20685.0,2963512.0
2004-03-24,6550,7920,6550,7310,2192431,21663.0,2963512.0
2004-03-25,7350,7740,6220,6220,1768851,18433.0,2963512.0
2004-03-26,6150,6330,5380,5760,2061975,17070.0,2963512.0
2004-03-29,5600,6300,5400,5400,1664559,16003.0,2963512.0
2004-03-30,5400,5660,4850,4855,816703,14388.0,2963512.0
2004-03-31,4870,5260,4610,4950,1539660,14669.0,2963512.0
2004-04-01,4995,5250,4800,4850,815563,14373.0,2963512.0
2004-04-02,4980,5000,4695,4700,353310,13929.0,2963512.0
2004-04-06,4725,4840,4400,4430,390280,13128.0,2963512.0
2004-04-07,4470,5090,4470,5090,973400,15084.0,2963512.0
2004-04-08,5250,5840,5150,5770,1070330,17099.0,2963512.0
2004-04-09,5860,6130,4920,5100,1027260,15114.0,2963512.0
2004-04-12,5640,5860,5450,5860,951300,17366.0,2963512.0
2004-04-13,6240,6630,5610,6100,2423160,18077.0,2963512.0
2004-04-14,5920,6140,5600,5600,1144756,16596.0,2963512.0
2004-04-16,5700,5760,4900,5200,532084,15410.0,2963512.0
2004-04-19,5000,5900,4910,5800,1180316,17188.0,2963512.0
2004-04-20,5830,6180,5480,5700,1578755,16892.0,2963512.0
2004-04-21,5790,5900,5420,5500,476580,16299.0,2963512.0
2004-04-22,5700,5700,5410,5420,346371,16062.0,2963512.0
2004-04-23,5440,5820,5250,5500,432140,16299.0,2963512.0
2004-04-26,5600,6320,5600,6320,1160956,18729.0,2963512.0
2004-04-27,6620,6800,5800,5920,1051415,17544.0,2963512.0
2004-04-28,5920,6010,5500,5610,385941,16625.0,2963512.0
2004-04-29,5610,6450,5610,6450,1241171,19115.0,2963512.0
2004-04-30,6580,7410,6400,7090,2390456,21011.0,2963512.0
2004-05-03,7240,7370,6510,6750,908577,20004.0,2963512.0
2004-05-04,6950,6950,6410,6410,951720,18996.0,2963512.0
2004-05-06,6320,6730,5830,5870,667920,17396.0,2963512.0
2004-05-07,6000,6480,5930,6300,755090,18670.0,2963512.0
2004-05-10,6140,6300,5360,5400,589081,16003.0,2963512.0
