SK(034730),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-03-15,63300,64000,61400,64000,274452,3200000.0,50000000.0
2010-03-16,64000,64800,63500,63500,160984,3175000.0,50000000.0
2010-03-17,63700,64200,63100,64100,163737,3205000.0,50000000.0
2010-03-18,63400,65000,63400,63600,170741,3180000.0,50000000.0
2010-03-19,64200,65300,63300,65000,191923,3250000.0,50000000.0
2010-03-22,65000,65000,64000,64000,113055,3200000.0,50000000.0
2010-03-23,64500,64500,63300,64000,93985,3200000.0,50000000.0
2010-03-24,64000,64400,62600,62700,146146,3135000.0,50000000.0
2010-03-25,62700,63600,62500,62900,117832,3145000.0,50000000.0
2010-03-26,63300,64600,62900,63500,224635,3175000.0,50000000.0
2010-03-29,62500,63200,60500,61500,290480,3075000.0,50000000.0
2010-03-30,61800,62300,60500,62300,244816,3115000.0,50000000.0
2010-03-31,62300,62900,61700,62000,141365,3100000.0,50000000.0
2010-04-01,60500,62000,58200,61700,699944,3085000.0,50000000.0
2010-04-02,62300,63200,59000,59400,269176,2970000.0,50000000.0
2010-04-05,59400,59400,57900,58200,349832,2910000.0,50000000.0
2010-04-06,58300,59900,58200,58800,192106,2940000.0,50000000.0
2010-04-07,59000,60400,57500,60000,175947,3000000.0,50000000.0
2010-04-08,60000,60300,58700,58700,143991,2935000.0,50000000.0
2010-04-09,59300,61400,59200,60900,419008,3045000.0,50000000.0
2010-04-12,61000,61400,60200,60400,131521,3020000.0,50000000.0
2010-04-13,60600,60800,59100,59300,121271,2965000.0,50000000.0
2010-04-14,59400,60400,59100,60100,113995,3005000.0,50000000.0
2010-04-15,60600,60600,58600,59100,187911,2955000.0,50000000.0
2010-04-16,59000,60200,58500,60200,146402,3010000.0,50000000.0
2010-04-19,59700,60300,59100,59700,82744,2985000.0,50000000.0
2010-04-20,59600,62200,59500,62200,183044,3110000.0,50000000.0
2010-04-21,62600,64200,61800,64000,329315,3200000.0,50000000.0
2010-04-22,63400,64700,62700,63700,156929,3185000.0,50000000.0
2010-04-23,63600,64200,62400,62500,150461,3125000.0,50000000.0
2010-04-26,62600,63000,61500,61900,148762,3095000.0,50000000.0
2010-04-27,61900,62300,60300,61700,199592,3085000.0,50000000.0
2010-04-28,60400,61300,60100,60100,253844,3005000.0,50000000.0
2010-04-29,60300,63900,60300,63900,512994,3195000.0,50000000.0
2010-04-30,64700,66600,63900,66100,442497,3305000.0,50000000.0
2010-05-03,66100,67100,64800,66000,368406,3300000.0,50000000.0
2010-05-04,67000,69000,65000,69000,558287,3450000.0,50000000.0
2010-05-06,67600,70000,67500,69500,470650,3475000.0,50000000.0
2010-05-07,67500,68400,66300,66300,486414,3315000.0,50000000.0
2010-05-10,66400,67100,64600,65500,404338,3275000.0,50000000.0
2010-05-11,66400,71200,65400,70000,705800,3500000.0,50000000.0
2010-05-12,70500,74400,70200,72700,640555,3635000.0,50000000.0
2010-05-13,73300,74400,71700,72500,423827,3625000.0,50000000.0
2010-05-14,71700,74600,71300,73700,336842,3685000.0,50000000.0
2010-05-17,73100,74900,72700,74200,339898,3710000.0,50000000.0
2010-05-18,75300,76400,70300,72200,456966,3610000.0,50000000.0
2010-05-19,71200,72600,69000,72000,327111,3600000.0,50000000.0
2010-05-20,71800,72300,68000,68800,339856,3440000.0,50000000.0
2010-05-24,68100,71100,67500,69700,198068,3485000.0,50000000.0
2010-05-25,69000,70000,64700,69000,401176,3450000.0,50000000.0
2010-05-26,69000,73000,68200,72000,1138792,3600000.0,50000000.0
2010-05-27,71600,74300,71300,72600,377459,3630000.0,50000000.0
2010-05-28,73800,73800,71200,71400,205640,3570000.0,50000000.0
2010-05-31,71500,72200,70600,72000,138127,3600000.0,50000000.0
2010-06-01,72200,72300,68500,68900,313769,3445000.0,50000000.0
2010-06-03,69700,70800,67500,69300,407427,3465000.0,50000000.0
2010-06-04,69500,70600,68200,69000,276022,3450000.0,50000000.0
2010-06-07,67100,69700,66500,69300,275590,3465000.0,50000000.0
2010-06-08,69800,69800,68000,68000,271161,3400000.0,50000000.0
2010-06-09,68200,71500,68000,70900,353074,3545000.0,50000000.0
2010-06-10,71300,71700,70200,70700,187756,3535000.0,50000000.0
2010-06-11,71400,73200,70300,73200,410695,3660000.0,50000000.0
2010-06-14,74100,74200,73000,73400,169624,3670000.0,50000000.0
2010-06-15,74000,74500,73000,74500,200126,3725000.0,50000000.0
2010-06-16,74800,77000,74000,77000,347771,3850000.0,50000000.0
2010-06-17,77400,79100,76200,78400,381238,3920000.0,50000000.0
2010-06-18,78400,80100,77700,79500,215954,3975000.0,50000000.0
2010-06-21,80000,80100,77700,79600,241640,3980000.0,50000000.0
2010-06-22,78900,80000,78200,79200,150276,3960000.0,50000000.0
2010-06-23,78500,79700,77800,77800,1266828,3890000.0,50000000.0
2010-06-24,77700,78400,77100,77200,160240,3860000.0,50000000.0
2010-06-25,77200,79300,77000,78300,195929,3915000.0,50000000.0
2010-06-28,78400,82200,78400,82200,233999,4110000.0,50000000.0
2010-06-29,82700,83600,81300,83000,216800,4150000.0,50000000.0
2010-06-30,81800,84100,81200,84000,166560,4200000.0,50000000.0
2010-07-01,84100,85300,83400,84900,223950,4245000.0,50000000.0
2010-07-02,84700,86300,77800,77900,552698,3895000.0,50000000.0
2010-07-05,77900,80000,74000,79100,656600,3955000.0,50000000.0
2010-07-06,79000,81300,78200,80400,272144,4020000.0,50000000.0
2010-07-07,81300,81300,78300,79300,242228,3965000.0,50000000.0
2010-07-08,80000,82800,80000,82400,228953,4120000.0,50000000.0
2010-07-09,83500,85800,82100,85800,223654,4290000.0,50000000.0
2010-07-12,86900,89000,86800,87400,289166,4370000.0,50000000.0
2010-07-13,87600,89000,86700,87400,212067,4370000.0,50000000.0
2010-07-14,88500,88700,84100,84800,460105,4240000.0,50000000.0
2010-07-15,84800,85800,81300,83000,577225,4150000.0,50000000.0
2010-07-16,83500,86600,82700,86400,448045,4320000.0,50000000.0
2010-07-19,85700,90200,85600,90200,454672,4510000.0,50000000.0
2010-07-20,91400,93000,89500,90400,426398,4520000.0,50000000.0
2010-07-21,91100,93000,89400,92300,280444,4615000.0,50000000.0
2010-07-22,92000,93200,89700,91400,345832,4570000.0,50000000.0
2010-07-23,92000,93500,88500,91800,425741,4590000.0,50000000.0
2010-07-26,92000,94400,91500,93200,207944,4660000.0,50000000.0
2010-07-27,93700,93800,91200,91400,196868,4570000.0,50000000.0
2010-07-28,91400,92300,90300,90700,125480,4535000.0,50000000.0
2010-07-29,90600,91400,88500,89800,131117,4490000.0,50000000.0
2010-07-30,89100,91200,88600,90100,170922,4505000.0,50000000.0
2010-08-02,91000,93000,90100,93000,193303,4650000.0,50000000.0
2010-08-03,93400,94500,92800,93700,249718,4685000.0,50000000.0
2010-08-04,94000,94900,92900,94400,153302,4720000.0,50000000.0
2010-08-05,95000,95000,91200,91300,190459,4565000.0,50000000.0
2010-08-06,91800,92500,90300,91000,131380,4550000.0,50000000.0
2010-08-09,91600,93100,91400,92300,118960,4615000.0,50000000.0
2010-08-10,92600,95500,92100,95100,252014,4755000.0,50000000.0
2010-08-11,95500,96400,94000,95600,191233,4780000.0,50000000.0
2010-08-12,94200,95800,93000,93000,146793,4650000.0,50000000.0
2010-08-13,94000,94600,92600,94600,196403,4730000.0,50000000.0
2010-08-16,93800,95100,93500,95000,94991,4750000.0,50000000.0
2010-08-17,95000,95300,94000,94200,75022,4710000.0,50000000.0
2010-08-18,94900,94900,91600,92600,241593,4630000.0,50000000.0
2010-08-19,92700,93400,91700,92400,213726,4620000.0,50000000.0
2010-08-20,91600,93100,91200,92900,133260,4645000.0,50000000.0
2010-08-23,93200,95400,92700,92700,254391,4635000.0,50000000.0
2010-08-24,92700,92700,89600,90300,227573,4515000.0,50000000.0
2010-08-25,89200,90000,85500,86600,311979,4330000.0,50000000.0
2010-08-26,86500,88300,86500,86500,179268,4325000.0,50000000.0
2010-08-27,86000,87300,83700,85900,218234,4295000.0,50000000.0
2010-08-30,87100,90000,86400,90000,218183,4500000.0,50000000.0
2010-08-31,89400,91400,88600,91400,182493,4570000.0,50000000.0
2010-09-01,91600,92600,90200,92000,181860,4600000.0,50000000.0
2010-09-02,92400,94000,91700,91800,150170,4590000.0,50000000.0
2010-09-03,92500,93000,89800,89800,193350,4490000.0,50000000.0
2010-09-06,90200,91200,87600,88300,269339,4415000.0,50000000.0
2010-09-07,88700,89300,87900,88100,106184,4405000.0,50000000.0
2010-09-08,88700,89700,87800,88200,120285,4410000.0,50000000.0
2010-09-09,89000,92100,87200,91800,258970,4590000.0,50000000.0
2010-09-10,92800,92800,90900,90900,118163,4545000.0,50000000.0
2010-09-13,91600,94100,91500,93500,292161,4675000.0,50000000.0
2010-09-14,93500,95200,88900,90100,444550,4505000.0,50000000.0
2010-09-15,90600,90900,86000,89500,636841,4475000.0,50000000.0
2010-09-16,90500,91800,89500,90700,251416,4535000.0,50000000.0
2010-09-17,91100,93600,90800,93600,307778,4680000.0,50000000.0
2010-09-20,94100,94600,93000,93700,172691,4685000.0,50000000.0
2010-09-24,93700,98300,92900,97600,387512,4880000.0,50000000.0
2010-09-27,99000,100500,97600,99300,439267,4965000.0,50000000.0
2010-09-28,99300,104000,97800,103500,466079,5175000.0,50000000.0
2010-09-29,103500,104500,100000,102500,353681,5125000.0,50000000.0
2010-09-30,103000,104000,99900,101500,296904,5075000.0,50000000.0
2010-10-01,101000,101500,97300,99400,333546,4970000.0,50000000.0
2010-10-04,98800,101000,97500,99500,287644,4975000.0,50000000.0
2010-10-05,98800,100000,97600,98300,172871,4915000.0,50000000.0
2010-10-06,99800,102000,98700,101500,279397,5075000.0,50000000.0
2010-10-07,101000,101500,98100,98900,275432,4945000.0,50000000.0
2010-10-08,98900,101500,97400,101000,196966,5050000.0,50000000.0
2010-10-11,100500,101000,98500,98500,369484,4925000.0,50000000.0
2010-10-12,98100,98500,95400,95400,292956,4770000.0,50000000.0
2010-10-13,95700,96600,93400,94400,212871,4720000.0,50000000.0
2010-10-14,94500,96500,94500,96300,207453,4815000.0,50000000.0
2010-10-15,95600,97000,94900,95200,160398,4760000.0,50000000.0
2010-10-18,94500,95000,92900,92900,180592,4645000.0,50000000.0
2010-10-19,93700,93800,90100,91000,323195,4550000.0,50000000.0
2010-10-20,89900,92600,89900,91900,149576,4595000.0,50000000.0
2010-10-21,92900,94100,92000,93600,211755,4680000.0,50000000.0
2010-10-22,94000,94300,91800,92800,237099,4640000.0,50000000.0
2010-10-25,92900,93100,91000,91800,234776,4590000.0,50000000.0
2010-10-26,92100,95900,91000,95900,343374,4795000.0,50000000.0
2010-10-27,96000,98800,95000,97700,296536,4885000.0,50000000.0
2010-10-28,98100,99400,95900,99000,441131,4950000.0,50000000.0
2010-10-29,99400,99400,96500,96500,136750,4825000.0,50000000.0
2010-11-01,96500,97700,94500,96200,129244,4810000.0,50000000.0
2010-11-02,96200,97700,93600,95900,216349,4795000.0,50000000.0
2010-11-03,95900,96600,93600,93700,240746,4685000.0,50000000.0
2010-11-04,93900,94600,92300,92400,295787,4620000.0,50000000.0
2010-11-05,93200,93300,90600,90600,393518,4530000.0,50000000.0
2010-11-08,91200,92500,91000,92000,244962,4600000.0,50000000.0
2010-11-09,92200,93000,92000,92900,196355,4645000.0,50000000.0
2010-11-10,93000,93900,92500,92700,259101,4635000.0,50000000.0
2010-11-11,92700,93000,91500,91500,461737,4575000.0,50000000.0
2010-11-12,91500,92600,91200,92000,299346,4600000.0,50000000.0
2010-11-15,91500,92600,91500,92400,162756,4620000.0,50000000.0
2010-11-16,92500,93000,92200,93000,147970,4650000.0,50000000.0
2010-11-17,92400,93200,92300,92600,145622,4630000.0,50000000.0
2010-11-18,92600,92700,91800,92200,196116,4610000.0,50000000.0
2010-11-19,92100,93200,91500,92600,151281,4630000.0,50000000.0
2010-11-22,92900,93000,91700,92300,187528,4615000.0,50000000.0
2010-11-23,91900,92300,91200,91900,150032,4595000.0,50000000.0
2010-11-24,89500,91300,89000,90600,199100,4530000.0,50000000.0
2010-11-25,90600,91000,88900,89200,192571,4460000.0,50000000.0
2010-11-26,89500,91000,88900,89500,172072,4475000.0,50000000.0
2010-11-29,89500,90000,88300,88500,147267,4425000.0,50000000.0
2010-11-30,88000,90200,88000,89400,116251,4470000.0,50000000.0
2010-12-01,88900,90900,88900,90500,110941,4525000.0,50000000.0
2010-12-02,91400,91900,90800,91800,121586,4590000.0,50000000.0
2010-12-03,91800,92100,88500,89400,478693,4470000.0,50000000.0
2010-12-06,89500,91500,89200,91500,167741,4575000.0,50000000.0
2010-12-07,91500,92000,90400,91700,154045,4585000.0,50000000.0
2010-12-08,91600,93000,91600,92500,257231,4625000.0,50000000.0
2010-12-09,92300,93300,92300,92500,191388,4625000.0,50000000.0
2010-12-10,92500,93900,92100,93000,210527,4650000.0,50000000.0
2010-12-13,93000,93400,89500,90000,228021,4500000.0,50000000.0
2010-12-14,90200,90200,86300,87100,362791,4355000.0,50000000.0
2010-12-15,88000,88700,87200,87400,251526,4370000.0,50000000.0
2010-12-16,87200,87800,85300,86000,246700,4300000.0,50000000.0
2010-12-17,86300,86800,85200,85400,163724,4270000.0,50000000.0
2010-12-20,84600,84800,81900,82300,318643,4115000.0,50000000.0
2010-12-21,82500,84500,82500,83900,303761,4195000.0,50000000.0
2010-12-22,84200,88300,84200,87000,397284,4350000.0,50000000.0
2010-12-23,87400,87900,86500,87400,117309,4370000.0,50000000.0
2010-12-24,87500,88900,86900,88400,201301,4420000.0,50000000.0
2010-12-27,87700,90700,87700,90700,286827,4535000.0,50000000.0
2010-12-28,90100,90100,88500,88500,174592,4425000.0,50000000.0
2010-12-29,89100,90300,88000,88700,73943,4435000.0,50000000.0
2010-12-30,88300,88900,87100,87200,95538,4360000.0,50000000.0
2011-01-03,87000,88300,86000,87900,99066,4395000.0,50000000.0
2011-01-04,87800,90100,87800,89500,153855,4475000.0,50000000.0
2011-01-05,89200,90400,88600,89000,78499,4450000.0,50000000.0
2011-01-06,89400,89400,86400,86600,158814,4330000.0,50000000.0
2011-01-07,86200,88400,86000,88400,90811,4420000.0,50000000.0
2011-01-10,88400,89600,88000,89400,143993,4470000.0,50000000.0
2011-01-11,89100,90700,88800,90700,158643,4535000.0,50000000.0
2011-01-12,91200,97500,91200,97500,704053,4875000.0,50000000.0
2011-01-13,98600,99800,96600,98200,327958,4910000.0,50000000.0
2011-01-14,98500,98900,96500,97000,138718,4850000.0,50000000.0
2011-01-17,97200,98300,94400,95500,145869,4775000.0,50000000.0
2011-01-18,95600,98400,94000,97300,217617,4865000.0,50000000.0
2011-01-19,97800,97900,95600,96700,105363,4835000.0,50000000.0
2011-01-20,96900,97700,95200,95500,134073,4775000.0,50000000.0
2011-01-21,95900,95900,92600,93000,159103,4650000.0,50000000.0
2011-01-24,93400,96800,92700,96300,182482,4815000.0,50000000.0
2011-01-25,97800,98700,96100,97000,257839,4850000.0,50000000.0
2011-01-26,98300,98600,96600,97600,153691,4880000.0,50000000.0
2011-01-27,97600,102000,96900,101500,539601,5075000.0,50000000.0
2011-01-28,102000,103500,99600,103500,306149,5175000.0,50000000.0
2011-01-31,102000,106000,101500,102000,366731,5100000.0,50000000.0
2011-02-01,104000,104000,102000,102500,142964,5125000.0,50000000.0
2011-02-07,103500,104500,100000,100500,200613,5025000.0,50000000.0
2011-02-08,100500,106500,100000,103500,270676,5175000.0,50000000.0
2011-02-09,103500,103500,98800,99600,176858,4980000.0,50000000.0
2011-02-10,99100,99400,95000,97900,296840,4895000.0,50000000.0
2011-02-11,97900,97900,93800,93800,2231661,4690000.0,50000000.0
2011-02-14,94700,98500,94700,97300,172096,4865000.0,50000000.0
2011-02-15,96900,100500,96300,99500,114692,4975000.0,50000000.0
2011-02-16,99800,100500,94300,94500,157068,4725000.0,50000000.0
2011-02-17,95100,97000,91500,92300,248690,4615000.0,50000000.0
2011-02-18,92400,95300,92400,94600,74317,4730000.0,50000000.0
2011-02-21,95300,95500,94000,94500,52998,4725000.0,50000000.0
2011-02-22,93500,93500,91800,92500,76902,4625000.0,50000000.0
2011-02-23,91700,93000,91100,91100,84264,4555000.0,50000000.0
2011-02-24,91000,94000,89900,93000,118579,4650000.0,50000000.0
2011-02-25,93300,95500,92200,95500,99073,4775000.0,50000000.0
2011-02-28,95000,95600,93100,94900,90968,4745000.0,50000000.0
2011-03-02,94000,96000,94000,94900,97117,4745000.0,50000000.0
2011-03-03,94900,97000,94900,97000,110250,4850000.0,50000000.0
2011-03-04,97900,98800,96600,96600,64627,4830000.0,50000000.0
2011-03-07,96600,97700,95700,96600,46382,4830000.0,50000000.0
2011-03-08,96800,97300,96600,97300,72563,4865000.0,50000000.0
2011-03-09,97400,98200,95600,97100,96266,4855000.0,50000000.0
2011-03-10,96900,97700,96500,97400,67142,4870000.0,50000000.0
2011-03-11,96400,98500,95500,97000,93916,4850000.0,50000000.0
2011-03-14,96400,97600,94200,96000,121375,4800000.0,50000000.0
2011-03-15,96100,98000,92000,95000,179659,4750000.0,50000000.0
2011-03-16,95000,96000,92800,93300,141645,4665000.0,50000000.0
2011-03-17,92700,97100,91400,96100,199832,4805000.0,50000000.0
2011-03-18,96500,100500,96500,100500,406101,5025000.0,50000000.0
2011-03-21,100500,101500,99000,99300,140496,4965000.0,50000000.0
2011-03-22,100000,103000,98600,98700,278172,4935000.0,50000000.0
2011-03-23,98900,100000,95400,95500,269136,4775000.0,50000000.0
2011-03-24,96300,98400,95600,98100,130478,4905000.0,50000000.0
2011-03-25,98900,99400,96000,96100,157152,4805000.0,50000000.0
2011-03-28,96200,97600,95500,96500,85900,4825000.0,50000000.0
2011-03-29,96000,97600,95700,97000,122705,4850000.0,50000000.0
2011-03-30,97100,98600,95200,95500,256039,4775000.0,50000000.0
2011-03-31,95100,97200,94500,97200,159656,4860000.0,50000000.0
2011-04-01,97300,97300,94500,95200,323982,4760000.0,50000000.0
2011-04-04,95600,95800,94400,95400,239257,4770000.0,50000000.0
2011-04-05,95600,95900,94700,95600,134872,4780000.0,50000000.0
2011-04-06,95300,96700,95200,96000,185265,4800000.0,50000000.0
2011-04-07,96500,96600,94700,95700,166686,4785000.0,50000000.0
2011-04-08,96000,96100,93500,93500,300242,4675000.0,50000000.0
2011-04-11,93500,94200,92000,93100,185539,4655000.0,50000000.0
2011-04-12,93000,94100,93000,93000,108225,4650000.0,50000000.0
2011-04-13,93300,94600,92400,93700,114736,4685000.0,50000000.0
2011-04-14,93400,93700,91300,91500,221534,4575000.0,50000000.0
2011-04-15,91500,92100,89600,89800,225925,4490000.0,50000000.0
2011-04-18,89500,93100,87500,91800,341957,4590000.0,50000000.0
2011-04-19,93000,95500,92800,93600,371677,4680000.0,50000000.0
2011-04-20,93800,95000,92100,94800,230743,4740000.0,50000000.0
2011-04-21,95300,99800,94100,98400,467206,4920000.0,50000000.0
2011-04-22,101000,112000,100500,107500,1245374,5375000.0,50000000.0
2011-04-25,106000,113000,104500,109000,835238,5450000.0,50000000.0
2011-04-26,112000,122500,111500,119000,1223148,5950000.0,50000000.0
2011-04-27,120500,121000,111000,118000,687615,5900000.0,50000000.0
2011-04-28,117000,120500,112000,112500,353900,5625000.0,50000000.0
2011-04-29,113000,116000,106500,110000,454301,5500000.0,50000000.0
2011-05-02,111500,112500,106500,110000,303279,5500000.0,50000000.0
2011-05-03,110000,114500,107000,109000,379164,5450000.0,50000000.0
2011-05-04,110000,113000,106500,112500,270565,5625000.0,50000000.0
2011-05-06,110500,112500,105000,105000,241368,5250000.0,50000000.0
2011-05-09,106000,110000,105000,109500,229879,5475000.0,50000000.0
2011-05-11,112000,114500,110000,113000,273550,5650000.0,50000000.0
2011-05-12,110500,115500,109500,114500,196828,5725000.0,50000000.0
2011-05-13,117000,118500,114500,118000,329433,5900000.0,50000000.0
2011-05-16,117000,119000,115000,118000,235171,5900000.0,50000000.0
2011-05-17,117000,118500,112500,113500,177246,5675000.0,50000000.0
2011-05-18,114000,120000,112000,119500,297056,5975000.0,50000000.0
2011-05-19,119500,124500,118000,119000,311571,5950000.0,50000000.0
2011-05-20,122000,122000,117000,120000,200928,6000000.0,50000000.0
2011-05-23,119000,119500,116500,116500,118004,5825000.0,50000000.0
2011-05-24,115000,119500,114000,118500,173617,5925000.0,50000000.0
2011-05-25,117500,121000,114000,114000,203597,5700000.0,50000000.0
2011-05-26,116500,121000,114000,121000,272280,6050000.0,50000000.0
2011-05-27,121000,127000,120000,126000,457529,6300000.0,50000000.0
2011-05-30,127000,129000,122500,126000,217300,6300000.0,50000000.0
2011-05-31,126500,130000,123500,130000,275922,6500000.0,50000000.0
2011-06-01,130000,133500,128500,130500,326767,6525000.0,50000000.0
2011-06-02,128000,138000,127500,137000,457321,6850000.0,50000000.0
2011-06-03,140000,141500,131000,131500,421771,6575000.0,50000000.0
2011-06-07,131500,135000,130500,135000,326561,6750000.0,50000000.0
2011-06-08,135500,141500,135000,141500,395295,7075000.0,50000000.0
2011-06-09,141500,145500,138000,140000,594203,7000000.0,50000000.0
2011-06-10,141000,142500,134500,140500,351099,7025000.0,50000000.0
2011-06-13,139500,143000,137000,142500,211657,7125000.0,50000000.0
2011-06-14,143000,143500,130500,131000,883785,6550000.0,50000000.0
2011-06-15,132500,135000,129000,133000,390851,6650000.0,50000000.0
2011-06-16,131000,137500,130000,136000,303946,6800000.0,50000000.0
2011-06-17,139500,140500,136000,139000,342458,6950000.0,50000000.0
2011-06-20,138000,140000,132500,135500,306948,6775000.0,50000000.0
2011-06-21,139000,139000,131000,133500,250204,6675000.0,50000000.0
2011-06-22,136000,137000,134500,137000,127522,6850000.0,50000000.0
2011-06-23,137000,141000,135000,139500,182567,6975000.0,50000000.0
2011-06-24,139000,140500,135500,139000,154035,6950000.0,50000000.0
2011-06-27,135000,135500,126500,126500,353462,6325000.0,50000000.0
2011-06-28,129500,131500,128000,129500,219217,6475000.0,50000000.0
2011-06-29,131000,134000,130500,133500,113480,6675000.0,50000000.0
2011-06-30,133000,133500,128000,130000,149304,6500000.0,50000000.0
2011-07-01,131500,133000,131000,133000,80790,6650000.0,50000000.0
