티비에이치글로벌(084870),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-03-23,11371,11505,10869,10969,60190,186960.0,11400000.0
2006-03-24,10769,10936,10000,10400,83940,177270.0,11400000.0
2006-03-27,10234,10368,9598,10033,211315,171000.0,11400000.0
2006-03-28,10033,10033,9632,9698,78487,165300.0,11400000.0
2006-03-29,9465,9966,9465,9832,101147,167580.0,11400000.0
2006-03-30,9832,10568,9766,10568,106986,180120.0,11400000.0
2006-03-31,10568,11304,10234,11303,120740,192660.0,11400000.0
2006-04-03,11304,11304,10936,11170,92140,190380.0,11400000.0
2006-04-04,11304,11304,10869,10869,65950,185250.0,11400000.0
2006-04-05,11003,11371,10769,11237,97860,191520.0,11400000.0
2006-04-06,11137,11505,10836,10835,99690,184680.0,11400000.0
2006-04-07,10836,11003,10501,10635,58678,181260.0,11400000.0
2006-04-10,10702,10836,10501,10501,59010,178980.0,11400000.0
2006-04-11,10501,10602,10301,10434,81537,177840.0,11400000.0
2006-04-12,10334,11638,10334,11504,270710,196080.0,11400000.0
2006-04-13,11505,12040,11471,11872,150830,202350.0,11400000.0
2006-04-14,12040,12107,11505,11571,88460,197220.0,11400000.0
2006-04-17,11572,11839,11538,11738,89069,200070.0,11400000.0
2006-04-18,11705,11939,11404,11939,56571,203490.0,11400000.0
2006-04-19,12006,12608,11839,12407,159650,211470.0,11400000.0
2006-04-20,12441,12709,12073,12340,65190,210330.0,11400000.0
2006-04-21,12341,12441,11572,11839,78645,201780.0,11400000.0
2006-04-24,11471,11806,11304,11538,53170,202923.0,11763636.0
2006-04-25,11538,11772,11170,11571,88650,203511.0,11763636.0
2006-04-26,11505,11705,11438,11571,58235,203511.0,11763636.0
2006-04-27,11672,12140,11538,11772,76868,207040.0,11763636.0
2006-04-28,11906,12107,11638,11805,118600,207628.0,11763636.0
2006-05-02,11939,12073,11638,11638,58446,204687.0,11763636.0
2006-05-03,11538,11873,11538,11772,52650,207040.0,11763636.0
2006-05-04,11739,12608,11739,12474,158947,219392.0,11763636.0
2006-05-08,12575,12976,12441,12608,127970,221745.0,11763636.0
2006-05-09,12608,12608,12006,12240,147278,215275.0,11763636.0
2006-05-10,12040,12240,11772,12039,89530,211745.0,11763636.0
2006-05-11,12040,12374,11973,12273,128705,215863.0,11763636.0
2006-05-12,12006,12006,11505,11705,183535,205864.0,11763636.0
2006-05-15,11705,11705,11337,11437,115270,201158.0,11763636.0
2006-05-16,11438,11605,11438,11437,97001,201158.0,11763636.0
2006-05-17,11438,12107,11438,11839,138698,208216.0,11763636.0
2006-05-18,11505,11538,11271,11504,109549,202335.0,11763636.0
2006-05-19,11538,11672,11371,11504,56424,202335.0,11763636.0
2006-05-22,11505,11739,10903,10902,111571,191747.0,11763636.0
2006-05-23,10702,11304,10468,11002,111789,193512.0,11763636.0
2006-05-24,10836,11137,10769,10936,95845,192335.0,11763636.0
2006-05-25,10903,11070,10702,10936,65321,192335.0,11763636.0
2006-05-26,10970,11070,10769,10835,34705,190571.0,11763636.0
2006-05-29,10769,10936,10368,10467,65820,184101.0,11763636.0
2006-05-30,10468,10602,10133,10367,107973,182336.0,11763636.0
2006-06-01,10167,10334,9766,9865,93588,173514.0,11763636.0
2006-06-02,9899,10100,9766,9899,54180,174102.0,11763636.0
2006-06-05,9832,9866,9498,9498,62670,167044.0,11763636.0
2006-06-07,9097,9465,9097,9364,59177,164691.0,11763636.0
2006-06-08,9264,9632,9264,9564,36824,168220.0,11763636.0
2006-06-09,9699,9832,9498,9498,31508,167044.0,11763636.0
2006-06-12,9431,9531,9130,9130,26571,160574.0,11763636.0
2006-06-13,9130,9498,8896,9263,24000,162926.0,11763636.0
2006-06-14,9498,9832,9398,9531,43965,167632.0,11763636.0
2006-06-15,9565,9933,9230,9297,61919,163515.0,11763636.0
2006-06-16,9531,9699,9364,9364,27002,164691.0,11763636.0
2006-06-19,9531,9699,9398,9531,53730,167632.0,11763636.0
2006-06-20,9398,9431,9197,9230,35945,162338.0,11763636.0
2006-06-21,9097,9264,8695,8695,20850,152927.0,11763636.0
2006-06-22,8829,8896,8695,8695,59040,152927.0,11763636.0
2006-06-23,8461,9097,8461,8962,26300,157633.0,11763636.0
2006-06-26,8963,9030,8729,8762,29050,154104.0,11763636.0
2006-06-27,8896,8896,8595,8728,62822,153515.0,11763636.0
2006-06-28,8628,9699,8461,9063,49698,159397.0,11763636.0
2006-06-29,8996,9297,8996,9263,18560,162926.0,11763636.0
2006-06-30,9364,9498,8829,9197,51429,161750.0,11763636.0
2006-07-03,8896,9230,8896,8929,17879,157045.0,11763636.0
2006-07-04,9063,9431,9030,9330,100855,164103.0,11763636.0
2006-07-05,9030,9398,8762,9330,112987,164103.0,11763636.0
2006-07-06,9164,9465,8996,9297,37500,163515.0,11763636.0
2006-07-07,9264,9665,8963,9029,96185,158809.0,11763636.0
2006-07-10,8963,9097,8695,8762,44156,154104.0,11763636.0
2006-07-11,8762,8829,8528,8528,46370,149986.0,11763636.0
2006-07-12,8628,8662,8461,8494,61190,149398.0,11763636.0
2006-07-13,8495,8695,8361,8394,100522,147634.0,11763636.0
2006-07-14,8194,8327,7893,8093,59667,142340.0,11763636.0
2006-07-18,8294,8294,7558,7926,76030,139399.0,11763636.0
2006-07-19,7960,8093,7692,7892,32140,138811.0,11763636.0
2006-07-20,7993,8160,7792,7892,40820,138811.0,11763636.0
2006-07-21,7759,8160,7692,7825,49430,137635.0,11763636.0
2006-07-24,7759,7993,7592,7591,39570,133517.0,11763636.0
2006-07-25,7625,7692,7491,7625,48156,134105.0,11763636.0
2006-07-26,7692,7692,7425,7424,31218,130576.0,11763636.0
2006-07-27,7458,8528,7425,8528,133199,149986.0,11763636.0
2006-07-28,8695,8896,8294,8394,62284,147634.0,11763636.0
2006-07-31,8394,8461,8194,8394,27643,147634.0,11763636.0
2006-08-01,8294,8562,8194,8294,18594,145869.0,11763636.0
2006-08-02,8093,8495,7960,8427,32274,148222.0,11763636.0
2006-08-03,8495,8562,8394,8394,10711,147634.0,11763636.0
2006-08-04,8595,8896,8327,8795,33936,154692.0,11763636.0
2006-08-07,9030,9030,8495,8695,44681,152927.0,11763636.0
2006-08-08,8528,8762,8528,8628,23015,151751.0,11763636.0
2006-08-09,8829,8863,8562,8829,38211,155280.0,11763636.0
2006-08-10,8327,8796,8327,8728,21700,153515.0,11763636.0
2006-08-11,8796,8863,8562,8661,7021,152339.0,11763636.0
2006-08-14,8461,8628,8294,8394,7520,147634.0,11763636.0
2006-08-16,8394,8461,8093,8294,12622,145869.0,11763636.0
2006-08-17,8294,8461,8294,8294,3377,145869.0,11763636.0
2006-08-18,8294,8461,8127,8294,11244,145869.0,11763636.0
2006-08-21,8394,8394,8093,8260,11236,145281.0,11763636.0
2006-08-22,8194,9030,8194,8762,33094,154104.0,11763636.0
2006-08-23,8695,8729,8428,8561,15030,150575.0,11763636.0
2006-08-24,8628,8996,8595,8829,50797,155280.0,11763636.0
2006-08-25,8829,8896,8662,8728,14353,153515.0,11763636.0
2006-08-28,8628,8762,8628,8695,21201,152927.0,11763636.0
2006-08-29,8829,8829,8562,8695,17965,152927.0,11763636.0
2006-08-30,8695,8796,8662,8695,26407,152927.0,11763636.0
2006-08-31,8695,9164,8695,8929,30942,157045.0,11763636.0
2006-09-01,8963,8963,8796,8896,8140,156456.0,11763636.0
2006-09-04,8896,9097,8896,9096,19202,159985.0,11763636.0
2006-09-05,9030,9097,8929,8962,13662,157633.0,11763636.0
2006-09-06,8963,8963,8662,8695,39050,152927.0,11763636.0
2006-09-07,8695,8695,8428,8628,19613,151751.0,11763636.0
2006-09-08,8528,8695,8528,8561,10277,150575.0,11763636.0
2006-09-11,8662,8695,8495,8494,13672,149398.0,11763636.0
2006-09-12,8461,8662,8428,8427,14438,148222.0,11763636.0
2006-09-13,8595,8595,8428,8494,14430,149398.0,11763636.0
2006-09-14,8428,8662,8428,8661,22800,152339.0,11763636.0
2006-09-15,8562,9097,8528,9063,47609,159397.0,11763636.0
2006-09-18,8963,9230,8796,9096,32332,159985.0,11763636.0
2006-09-19,8996,9264,8996,9263,24010,162926.0,11763636.0
2006-09-20,9230,9297,9130,9197,11588,161750.0,11763636.0
2006-09-21,9364,9364,9164,9163,12490,161162.0,11763636.0
2006-09-22,9164,9164,8896,9029,13521,158809.0,11763636.0
2006-09-25,8863,9297,8863,9263,18360,162926.0,11763636.0
2006-09-26,9498,9498,9164,9297,15580,163515.0,11763636.0
2006-09-27,9297,9465,9230,9364,21891,164691.0,11763636.0
2006-09-28,8963,9364,8963,9364,9676,164691.0,11763636.0
2006-09-29,9364,9832,9164,9832,39756,172925.0,11763636.0
2006-10-02,9799,9966,9632,9799,10314,172337.0,11763636.0
2006-10-04,9732,9766,9297,9330,7515,164103.0,11763636.0
2006-10-09,9130,9331,7993,8728,34528,153515.0,11763636.0
2006-10-10,8461,8996,8461,8762,13540,154104.0,11763636.0
2006-10-11,8628,8829,8528,8628,9628,151751.0,11763636.0
2006-10-12,8528,9097,8528,8996,2502,158221.0,11763636.0
2006-10-13,8996,9364,8996,9096,10390,159985.0,11763636.0
2006-10-16,9364,9398,9164,9397,11554,165279.0,11763636.0
2006-10-17,9398,9398,9097,9364,12270,164691.0,11763636.0
2006-10-18,9632,9632,9230,9397,15150,165279.0,11763636.0
2006-10-19,9398,9431,9063,9297,10034,163515.0,11763636.0
2006-10-20,9230,9531,9230,9431,12170,165867.0,11763636.0
2006-10-23,9431,9498,9230,9431,8410,165867.0,11763636.0
2006-10-24,9465,9598,9297,9531,18500,167632.0,11763636.0
2006-10-25,9498,9799,9498,9765,26580,171749.0,11763636.0
2006-10-26,10033,10301,9766,10166,39630,178807.0,11763636.0
2006-10-27,10334,10334,9966,10033,25470,176455.0,11763636.0
2006-10-30,10033,10167,9832,10033,20200,176455.0,11763636.0
2006-10-31,9933,10301,9832,10267,26140,180572.0,11763636.0
2006-11-01,10267,10334,10067,10200,21054,179395.0,11763636.0
2006-11-02,10067,10133,9933,10100,21734,177631.0,11763636.0
2006-11-03,9933,10000,9866,9899,23232,174102.0,11763636.0
2006-11-06,9899,10000,9699,9999,22810,175866.0,11763636.0
2006-11-07,9866,10702,9866,10635,62871,187042.0,11763636.0
2006-11-08,10635,10836,10434,10434,27880,183513.0,11763636.0
2006-11-09,10334,10568,10200,10367,20020,182336.0,11763636.0
2006-11-10,10200,10635,10200,10534,25100,185277.0,11763636.0
2006-11-13,10468,10602,10401,10568,25170,185865.0,11763636.0
2006-11-14,10535,10769,10468,10534,30660,185277.0,11763636.0
2006-11-15,10568,10936,10434,10802,51827,189983.0,11763636.0
2006-11-16,10836,11036,10769,11036,52820,194100.0,11763636.0
2006-11-17,11170,11438,11036,11237,68100,197629.0,11763636.0
2006-11-20,11237,11371,11170,11270,62440,198217.0,11763636.0
2006-11-21,11371,11371,10836,11103,21288,195276.0,11763636.0
2006-11-22,10936,11036,10702,10768,31543,189395.0,11763636.0
2006-11-23,10635,10836,10568,10835,36791,190571.0,11763636.0
2006-11-24,10970,11070,10501,10835,48583,190571.0,11763636.0
2006-11-27,10669,10936,10669,10701,22897,188218.0,11763636.0
2006-11-28,10535,10735,10501,10735,17030,188806.0,11763636.0
2006-11-29,10769,10903,10635,10902,26210,191747.0,11763636.0
2006-11-30,10836,11237,10802,10969,60825,192924.0,11763636.0
2006-12-01,11003,11505,10903,11471,83410,201746.0,11763636.0
2006-12-04,11572,11906,10970,11303,342722,198805.0,11763636.0
2006-12-05,11237,11304,10368,10768,110970,189395.0,11763636.0
2006-12-06,10702,10769,10167,10568,66690,185865.0,11763636.0
2006-12-07,10434,10702,10301,10635,27420,187042.0,11763636.0
2006-12-08,10501,11137,10501,10802,61970,189983.0,11763636.0
2006-12-11,10769,10802,10401,10568,35620,185865.0,11763636.0
2006-12-12,10434,11204,10301,10568,116452,185865.0,11763636.0
2006-12-13,10602,10903,10535,10735,42880,188806.0,11763636.0
2006-12-14,10702,10903,10635,10902,26170,191747.0,11763636.0
2006-12-15,10903,10936,10669,10802,17190,189983.0,11763636.0
2006-12-18,10702,10769,10535,10768,16920,189395.0,11763636.0
2006-12-19,10702,10702,10535,10701,13230,188218.0,11763636.0
2006-12-20,10501,10903,10468,10902,27290,191747.0,11763636.0
2006-12-21,10970,10970,10535,10902,658070,191747.0,11763636.0
2006-12-22,10903,11705,10869,11136,83660,195865.0,11763636.0
2006-12-26,10936,11237,10836,11036,35530,194100.0,11763636.0
2006-12-27,11036,11036,10735,10768,11250,224266.0,13929546.0
2006-12-28,10669,11638,10635,11370,66722,236802.0,13929546.0
2007-01-02,11337,11337,11003,11103,20430,231230.0,13929546.0
2007-01-03,11070,11070,10702,10936,17990,227748.0,13929546.0
2007-01-04,10769,10936,10468,10735,49270,223569.0,13929546.0
2007-01-05,10735,11003,10033,10902,32760,227052.0,13929546.0
2007-01-08,10936,10936,10568,10568,10838,220087.0,13929546.0
2007-01-09,10468,10735,10468,10601,11860,220783.0,13929546.0
2007-01-10,10501,10735,10368,10735,7780,223569.0,13929546.0
2007-01-11,10769,10802,10535,10701,10220,222873.0,13929546.0
2007-01-12,10702,10702,10535,10701,13260,222873.0,13929546.0
2007-01-15,10535,10802,10535,10802,10600,224962.0,13929546.0
2007-01-16,10702,10769,10167,10768,10070,224266.0,13929546.0
2007-01-17,10501,10702,10401,10568,13040,220087.0,13929546.0
2007-01-18,10568,10568,10334,10467,17190,217997.0,13929546.0
2007-01-19,10301,10301,9899,9899,29180,206157.0,13929546.0
2007-01-22,10000,10000,9398,9431,13086,196407.0,13929546.0
2007-01-23,9498,9565,9030,9163,10685,190835.0,13929546.0
2007-01-24,9063,9899,9063,9297,20508,193621.0,13929546.0
2007-01-25,9331,9565,9130,9197,31460,191531.0,13929546.0
2007-01-26,9164,9197,8896,8896,35360,185263.0,13929546.0
2007-01-29,8929,9097,8762,8996,21250,187352.0,13929546.0
2007-01-30,8929,9364,8863,9163,28820,190835.0,13929546.0
2007-01-31,9565,9899,9030,9297,173868,193621.0,13929546.0
2007-02-01,9063,9063,8729,8929,56144,185959.0,13929546.0
2007-02-02,9030,9164,8896,9029,136429,188049.0,13929546.0
2007-02-05,9097,9398,9097,9297,42802,193621.0,13929546.0
2007-02-06,9297,9431,9264,9330,15610,194317.0,13929546.0
2007-02-07,9364,9431,9164,9163,32694,190835.0,13929546.0
2007-02-08,9097,9230,8929,8962,67974,186656.0,13929546.0
2007-02-09,8963,9063,8829,8862,51533,184566.0,13929546.0
2007-02-12,8796,8796,8327,8427,85380,175512.0,13929546.0
2007-02-13,8361,8762,8261,8762,103519,182477.0,13929546.0
2007-02-14,8796,8829,8528,8661,30390,180388.0,13929546.0
2007-02-15,8662,8996,8662,8728,52757,181781.0,13929546.0
2007-02-16,8829,8929,8762,8929,46086,185959.0,13929546.0
2007-02-20,8996,8996,8695,8829,57823,183870.0,13929546.0
2007-02-21,8863,8996,8729,8896,56160,185263.0,13929546.0
2007-02-22,8996,9565,8929,9431,68450,196407.0,13929546.0
2007-02-23,9297,9498,9197,9364,22397,195014.0,13929546.0
2007-02-26,9565,9565,9130,9230,19149,192228.0,13929546.0
2007-02-27,9230,9297,9063,9063,15114,188745.0,13929546.0
2007-02-28,8695,8963,8595,8695,31925,181084.0,13929546.0
2007-03-02,8595,8796,8595,8628,34739,179691.0,13929546.0
2007-03-05,8595,8695,8294,8394,27830,174816.0,13929546.0
2007-03-06,8294,8595,8294,8595,19170,178995.0,13929546.0
2007-03-07,8595,8729,8562,8628,20630,179691.0,13929546.0
2007-03-08,8695,8762,8394,8494,107780,176905.0,13929546.0
2007-03-09,8528,8628,8361,8427,51709,175512.0,13929546.0
2007-03-12,8461,8528,8361,8427,79811,175512.0,13929546.0
2007-03-13,8461,8662,8461,8561,89346,178298.0,13929546.0
2007-03-14,8428,8528,8327,8461,36470,176209.0,13929546.0
2007-03-15,8495,8796,8495,8728,35706,181781.0,13929546.0
2007-03-16,8896,8896,8628,8695,20520,181084.0,13929546.0
2007-03-19,8628,8796,8562,8661,48267,180388.0,13929546.0
2007-03-20,8762,8762,8528,8661,41381,180388.0,13929546.0
2007-03-21,8662,8762,8562,8561,28395,178298.0,13929546.0
2007-03-22,8695,8695,8461,8461,42255,176209.0,13929546.0
2007-03-23,8461,8562,8428,8494,24423,176905.0,13929546.0
2007-03-26,8528,8562,8361,8360,57650,174119.0,13929546.0
2007-03-27,8361,8495,8361,8394,33746,174816.0,13929546.0
2007-03-28,8461,8562,8361,8427,34880,175512.0,13929546.0
2007-03-29,8428,8729,8361,8728,47909,181781.0,13929546.0
2007-03-30,8796,9063,8628,8996,62999,187352.0,13929546.0
2007-04-02,9230,9297,8963,9163,77748,190835.0,13929546.0
2007-04-03,9230,9230,8896,9130,61543,190138.0,13929546.0
2007-04-04,9130,9297,9130,9263,40930,192924.0,13929546.0
2007-04-05,9364,9632,9331,9498,70435,197800.0,13929546.0
2007-04-06,9598,9598,9230,9297,54211,193621.0,13929546.0
2007-04-09,9331,10000,9230,9999,73331,208247.0,13929546.0
2007-04-10,10033,10434,10000,10166,154626,211729.0,13929546.0
2007-04-11,10301,10401,10133,10267,72490,213819.0,13929546.0
2007-04-12,10267,10401,10167,10367,59240,215908.0,13929546.0
2007-04-13,10234,10267,9966,10166,38120,211729.0,13929546.0
2007-04-16,10100,10535,10100,10534,36048,219390.0,13929546.0
2007-04-17,10535,10535,10267,10267,36903,213819.0,13929546.0
2007-04-18,10267,10368,10167,10233,49261,213122.0,13929546.0
2007-04-19,10234,10334,10033,10300,51530,214515.0,13929546.0
2007-04-20,10267,10468,10234,10434,35141,217301.0,13929546.0
2007-04-23,10368,10535,10267,10501,50976,218694.0,13929546.0
2007-04-24,10635,10970,10301,10802,63536,224962.0,13929546.0
2007-04-25,10802,10970,10635,10902,55802,227052.0,13929546.0
2007-04-26,10970,10970,10702,10735,28930,223569.0,13929546.0
2007-04-27,10769,10769,10301,10568,37042,220087.0,13929546.0
2007-04-30,10568,10836,10535,10735,36960,223569.0,13929546.0
2007-05-02,10903,10970,10669,10969,56211,228445.0,13929546.0
2007-05-03,10903,10903,10368,10568,123721,220087.0,13929546.0
2007-05-04,10234,10301,9766,9765,176398,203371.0,13929546.0
2007-05-07,9598,9866,9598,9698,67203,201978.0,13929546.0
2007-05-08,9699,9899,9598,9698,56068,201978.0,13929546.0
2007-05-09,9699,9699,8695,8929,237272,185959.0,13929546.0
2007-05-10,8863,8929,8461,8595,176595,178995.0,13929546.0
2007-05-11,8562,8929,8528,8795,73983,183174.0,13929546.0
2007-05-14,8829,8963,8662,8695,50440,181084.0,13929546.0
2007-05-15,8762,8829,8628,8762,38813,182477.0,13929546.0
2007-05-16,8863,8963,8762,8962,27430,186656.0,13929546.0
2007-05-17,9097,9130,8963,8996,27350,187352.0,13929546.0
2007-05-18,9030,9030,8863,8929,20440,185959.0,13929546.0
2007-05-21,8963,9431,8929,9297,49832,193621.0,13929546.0
2007-05-22,9398,9699,9030,9130,134650,190138.0,13929546.0
2007-05-23,9264,9498,8996,9364,45101,195014.0,13929546.0
2007-05-25,9297,9398,9197,9364,53470,195014.0,13929546.0
2007-05-28,9364,9465,9264,9431,46316,196407.0,13929546.0
2007-05-29,9431,9766,9364,9431,43946,196407.0,13929546.0
2007-05-30,9565,10267,9565,10066,184648,209640.0,13929546.0
2007-05-31,10401,10802,9933,10701,247970,222873.0,13929546.0
2007-06-01,10434,10903,10434,10701,91196,222873.0,13929546.0
2007-06-04,10735,11036,10501,10635,149600,221480.0,13929546.0
2007-06-05,10468,10635,9699,9932,71474,206854.0,13929546.0
2007-06-07,9899,10468,9665,10434,88436,217301.0,13929546.0
2007-06-08,10368,10635,10167,10300,66830,214515.0,13929546.0
2007-06-11,10368,10802,10334,10334,71910,215211.0,13929546.0
2007-06-12,10334,10669,10334,10334,88850,215211.0,13929546.0
2007-06-13,10368,10769,10368,10467,156812,217997.0,13929546.0
2007-06-14,10468,10602,9632,9631,236799,200585.0,13929546.0
2007-06-15,9766,10000,9498,9865,155660,205461.0,13929546.0
2007-06-18,9866,9966,9598,9665,126363,201282.0,13929546.0
2007-06-19,9598,9632,9364,9498,117463,197800.0,13929546.0
2007-06-20,9465,9565,9364,9364,53107,195014.0,13929546.0
2007-06-21,9364,9498,9230,9397,74970,195710.0,13929546.0
2007-06-22,9565,9565,9331,9330,66351,194317.0,13929546.0
2007-06-25,9297,9498,9197,9230,51571,192228.0,13929546.0
2007-06-26,9398,9398,9030,9230,55281,192228.0,13929546.0
2007-06-27,9230,9230,8896,8896,53371,185263.0,13929546.0
2007-06-28,8929,9063,8829,8829,51420,183870.0,13929546.0
2007-06-29,8896,9130,8863,8962,85420,186656.0,13929546.0
2007-07-02,9063,9164,8963,9029,73530,188049.0,13929546.0
2007-07-03,9030,9164,8863,8929,137330,185959.0,13929546.0
2007-07-04,9030,10267,8996,10267,439025,213819.0,13929546.0
2007-07-05,10334,10434,9699,9865,277512,205461.0,13929546.0
2007-07-06,9732,9866,9531,9665,100365,201282.0,13929546.0
2007-07-09,9732,9966,9598,9598,78750,199889.0,13929546.0
2007-07-10,9565,9665,9331,9397,126580,195710.0,13929546.0
2007-07-11,9297,9598,9297,9464,63418,197103.0,13929546.0
2007-07-12,9465,9732,9465,9665,50356,201282.0,13929546.0
2007-07-13,9699,10033,9699,9865,79596,205461.0,13929546.0
2007-07-16,9799,9933,9632,9832,57124,204764.0,13929546.0
2007-07-18,9966,10100,9732,10100,109770,210336.0,13929546.0
2007-07-19,10550,10700,10050,10200,98993,142081.0,13929546.0
2007-07-20,10150,10300,9990,10000,81530,139295.0,13929546.0
2007-07-23,10200,10200,9910,10000,53700,139295.0,13929546.0
2007-07-24,10000,10150,9800,9910,41319,138042.0,13929546.0
2007-07-25,9950,9950,9710,9900,46355,137903.0,13929546.0
2007-07-26,9830,9960,9710,9710,35243,135256.0,13929546.0
2007-07-27,9600,9600,9300,9300,54971,129545.0,13929546.0
2007-07-30,9060,9280,9060,9140,50050,127316.0,13929546.0
2007-07-31,9180,9280,9150,9180,68020,127873.0,13929546.0
2007-08-01,9060,9150,8840,8990,67340,125227.0,13929546.0
2007-08-02,8880,9030,8710,8800,42823,122580.0,13929546.0
2007-08-03,8810,9030,8780,8850,36310,123276.0,13929546.0
2007-08-06,8840,8840,8130,8290,84131,115476.0,13929546.0
2007-08-07,8310,8600,8310,8450,54730,117705.0,13929546.0
2007-08-08,8450,8900,8450,8900,38070,123973.0,13929546.0
2007-08-09,8810,8990,8700,8700,30320,121187.0,13929546.0
2007-08-10,8400,8500,8170,8340,90613,173946.0,20856819.0
2007-08-13,8300,8400,8200,8280,53094,172694.0,20856819.0
2007-08-14,8300,8350,7980,7980,129501,166437.0,20856819.0
2007-08-16,7600,7700,6900,6910,99790,144121.0,20856819.0
2007-08-17,7260,7260,6920,6920,70410,144329.0,20856819.0
2007-08-20,7100,7390,7000,7390,43370,154132.0,20856819.0
2007-08-21,7450,7650,7390,7610,45412,158720.0,20856819.0
2007-08-22,7540,7700,7400,7460,72040,155592.0,20856819.0
2007-08-23,7640,7760,7560,7720,60646,161015.0,20856819.0
2007-08-24,7800,7800,7630,7730,30106,161223.0,20856819.0
2007-08-27,7840,8040,7810,7940,31680,165603.0,20856819.0
2007-08-28,7720,7960,7720,7940,59653,165603.0,20856819.0
2007-08-29,7840,7850,7610,7820,27735,163100.0,20856819.0
