DB손해보험(005830),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-02-23,8400,8750,8320,8550,339766,605340.0,70800000.0
2005-02-24,8600,8790,8480,8650,327957,612420.0,70800000.0
2005-02-25,8840,8840,8330,8370,467462,592596.0,70800000.0
2005-02-28,8500,9620,8500,9320,840435,659856.0,70800000.0
2005-03-02,9590,10550,9450,9730,700745,688884.0,70800000.0
2005-03-03,9920,10000,9330,9500,643344,672600.0,70800000.0
2005-03-04,9660,10200,9420,10200,616710,722160.0,70800000.0
2005-03-07,10300,10400,9930,9940,191211,703752.0,70800000.0
2005-03-08,9850,9940,9360,9530,287779,674724.0,70800000.0
2005-03-09,9400,9500,9330,9440,243090,668352.0,70800000.0
2005-03-10,9360,9600,9310,9480,175300,671184.0,70800000.0
2005-03-11,9650,9760,9510,9530,215741,674724.0,70800000.0
2005-03-14,9520,9640,9370,9530,149320,674724.0,70800000.0
2005-03-15,9620,9710,9200,9300,322830,658440.0,70800000.0
2005-03-16,9220,9390,8900,9090,293120,643572.0,70800000.0
2005-03-17,9210,9210,8820,8900,233930,630120.0,70800000.0
2005-03-18,8810,8950,8790,8800,321490,623040.0,70800000.0
2005-03-21,8710,8900,8520,8900,163830,630120.0,70800000.0
2005-03-22,8720,8900,8640,8900,181740,630120.0,70800000.0
2005-03-23,8740,8860,8680,8860,170110,627288.0,70800000.0
2005-03-24,8800,8950,8130,8700,547019,615960.0,70800000.0
2005-03-25,8470,8900,8450,8900,156500,630120.0,70800000.0
2005-03-28,8950,8990,8700,8710,231577,616668.0,70800000.0
2005-03-29,8630,8690,8400,8470,393564,599676.0,70800000.0
2005-03-30,8190,8290,8100,8260,557431,584808.0,70800000.0
2005-03-31,8270,8350,8120,8300,647318,587640.0,70800000.0
2005-04-01,8200,8310,8180,8220,581490,581976.0,70800000.0
2005-04-04,8100,8230,8040,8170,520741,578436.0,70800000.0
2005-04-06,8180,8400,8160,8400,564366,594720.0,70800000.0
2005-04-07,8460,8580,8110,8110,693120,574188.0,70800000.0
2005-04-08,8170,8170,7820,7820,559963,553656.0,70800000.0
2005-04-11,7850,7890,7740,7790,244540,551532.0,70800000.0
2005-04-12,7710,7850,7710,7800,170752,552240.0,70800000.0
2005-04-13,7760,7900,7760,7840,202745,555072.0,70800000.0
2005-04-14,7860,7940,7810,7900,265260,559320.0,70800000.0
2005-04-15,7910,8100,7810,8100,241050,573480.0,70800000.0
2005-04-18,8020,8070,7700,7810,258529,552948.0,70800000.0
2005-04-19,7980,8080,7770,8080,237990,572064.0,70800000.0
2005-04-20,8080,8080,7900,8070,161820,571356.0,70800000.0
2005-04-21,7860,8190,7850,8190,256080,579852.0,70800000.0
2005-04-22,8300,8300,8050,8050,91920,569940.0,70800000.0
2005-04-25,7960,8090,7860,8000,142651,566400.0,70800000.0
2005-04-26,7950,8040,7880,8040,82560,569232.0,70800000.0
2005-04-27,7990,8000,7820,7950,82451,562860.0,70800000.0
2005-04-28,7900,7980,7860,7900,63930,559320.0,70800000.0
2005-04-29,7810,7950,7580,7950,211512,562860.0,70800000.0
2005-05-02,7890,7950,7780,7850,51801,555780.0,70800000.0
2005-05-03,7850,7910,7660,7660,127689,542328.0,70800000.0
2005-05-04,7630,7780,7550,7630,946730,540204.0,70800000.0
2005-05-06,7740,7740,7630,7680,333907,543744.0,70800000.0
2005-05-09,7700,7730,7600,7600,184755,538080.0,70800000.0
2005-05-10,7610,7620,7360,7380,818645,522504.0,70800000.0
2005-05-11,7260,7340,7210,7290,256531,516132.0,70800000.0
2005-05-12,7290,7330,7010,7100,262521,502680.0,70800000.0
2005-05-13,7000,7080,6840,6980,413672,494184.0,70800000.0
2005-05-16,7140,7340,7040,7340,202080,519672.0,70800000.0
2005-05-17,7430,7450,7140,7200,433521,509760.0,70800000.0
2005-05-18,7210,7300,7200,7220,227249,511176.0,70800000.0
2005-05-19,7300,7470,7300,7430,457160,526044.0,70800000.0
2005-05-20,7450,7830,7430,7700,502142,545160.0,70800000.0
2005-05-23,7750,7840,7700,7760,162930,549408.0,70800000.0
2005-05-24,7760,7910,7690,7880,135480,557904.0,70800000.0
2005-05-25,7800,8150,7800,8000,424290,566400.0,70800000.0
2005-05-26,7910,8130,7910,8090,295185,572772.0,70800000.0
2005-05-27,8130,8200,8130,8150,409386,577020.0,70800000.0
2005-05-30,8130,8500,8010,8440,256548,597552.0,70800000.0
2005-05-31,8600,8600,8460,8570,353551,606756.0,70800000.0
2005-06-01,8520,8580,8490,8500,403780,601800.0,70800000.0
2005-06-02,8510,8900,8510,8640,325378,611712.0,70800000.0
2005-06-03,8890,9400,8720,9190,617183,650652.0,70800000.0
2005-06-07,9190,9390,9100,9180,559106,649944.0,70800000.0
2005-06-08,9500,9500,9110,9290,440622,657732.0,70800000.0
2005-06-09,9250,9410,9210,9280,383468,657024.0,70800000.0
2005-06-10,9280,9480,9250,9270,253523,656316.0,70800000.0
2005-06-13,9230,9420,9200,9250,201660,654900.0,70800000.0
2005-06-14,9010,9170,8900,8940,129072,632952.0,70800000.0
2005-06-15,8920,9010,8810,8980,190043,635784.0,70800000.0
2005-06-16,9050,9080,8930,8990,66590,636492.0,70800000.0
2005-06-17,9030,9100,8970,8970,107298,635076.0,70800000.0
2005-06-20,8880,9090,8880,9000,145840,637200.0,70800000.0
2005-06-21,9020,9240,9000,9130,200682,646404.0,70800000.0
2005-06-22,9200,9780,9200,9560,311487,676848.0,70800000.0
2005-06-23,9610,9800,9550,9740,169710,689592.0,70800000.0
2005-06-24,9700,10200,9700,10000,373008,708000.0,70800000.0
2005-06-27,10150,10400,9950,10400,532250,736320.0,70800000.0
2005-06-28,10400,11050,10250,10850,729635,768180.0,70800000.0
2005-06-29,11000,11000,10500,10700,369815,757560.0,70800000.0
2005-06-30,10800,11050,10550,10700,337541,757560.0,70800000.0
2005-07-01,10800,11800,10800,11250,768158,796500.0,70800000.0
2005-07-04,11300,11400,10850,11400,689100,807120.0,70800000.0
2005-07-05,11600,11600,10800,10950,393477,775260.0,70800000.0
2005-07-06,10850,10900,10250,10450,424730,739860.0,70800000.0
2005-07-07,10400,10600,10200,10500,319791,743400.0,70800000.0
2005-07-08,10300,10550,10250,10400,218940,736320.0,70800000.0
2005-07-11,10450,10600,10250,10500,228218,743400.0,70800000.0
2005-07-12,10600,11050,10500,10800,312496,764640.0,70800000.0
2005-07-13,10800,10900,10500,10500,233143,743400.0,70800000.0
2005-07-14,10500,10700,10400,10600,170483,750480.0,70800000.0
2005-07-15,10750,10900,10650,10900,145480,771720.0,70800000.0
2005-07-18,11100,11200,10800,11200,178250,792960.0,70800000.0
2005-07-19,11150,11700,11050,11700,354002,828360.0,70800000.0
2005-07-20,11900,11950,11000,11050,251990,782340.0,70800000.0
2005-07-21,11300,11350,10800,11100,219350,785880.0,70800000.0
2005-07-22,10850,11000,10450,10850,131980,768180.0,70800000.0
2005-07-25,10600,10800,10350,10400,455186,736320.0,70800000.0
2005-07-26,10500,11200,10500,10600,262956,750480.0,70800000.0
2005-07-27,10800,11000,10550,11000,161186,778800.0,70800000.0
2005-07-28,11000,11100,10700,11050,205650,782340.0,70800000.0
2005-07-29,11150,12000,11100,11600,553250,821280.0,70800000.0
2005-08-01,11550,11800,11200,11500,216733,814200.0,70800000.0
2005-08-02,11600,12100,11500,11700,490990,828360.0,70800000.0
2005-08-03,11700,11900,11250,11250,188810,796500.0,70800000.0
2005-08-04,11050,11250,10750,11050,127410,782340.0,70800000.0
2005-08-05,10700,11300,10500,11300,181290,800040.0,70800000.0
2005-08-08,10850,11300,10850,11000,133170,778800.0,70800000.0
2005-08-09,10850,11000,10750,10900,115340,771720.0,70800000.0
2005-08-10,10900,11600,10900,11550,475111,817740.0,70800000.0
2005-08-11,11500,11900,11450,11700,514580,828360.0,70800000.0
2005-08-12,11800,12100,11550,11850,305839,838980.0,70800000.0
2005-08-16,11750,11950,11550,11900,95760,842520.0,70800000.0
2005-08-17,11600,11800,11400,11800,85200,835440.0,70800000.0
2005-08-18,11800,11800,10950,11150,264010,789420.0,70800000.0
2005-08-19,11250,11400,10900,11150,238800,789420.0,70800000.0
2005-08-22,11050,11550,11050,11250,112790,796500.0,70800000.0
2005-08-23,11300,12100,11150,12050,604482,853140.0,70800000.0
2005-08-24,12100,12100,11600,11800,563000,835440.0,70800000.0
2005-08-25,11800,11950,11450,11700,351186,828360.0,70800000.0
2005-08-26,11900,12650,11900,12400,1236190,877920.0,70800000.0
2005-08-29,12150,12700,11800,12600,495536,892080.0,70800000.0
2005-08-30,12800,12800,12300,12650,220100,895620.0,70800000.0
2005-08-31,12600,12600,12150,12450,370657,881460.0,70800000.0
2005-09-01,12600,12950,12400,12400,643160,877920.0,70800000.0
2005-09-02,12550,12750,11800,12200,1152077,863760.0,70800000.0
2005-09-05,12200,12300,11650,11900,561500,842520.0,70800000.0
2005-09-06,11950,12250,11600,11950,1012326,846060.0,70800000.0
2005-09-07,12200,12650,12000,12550,592042,888540.0,70800000.0
2005-09-08,12500,12700,12100,12400,543810,877920.0,70800000.0
2005-09-09,12300,13150,12300,13150,1044377,931020.0,70800000.0
2005-09-12,13150,13300,12800,12850,486453,909780.0,70800000.0
2005-09-13,12800,12850,12300,12500,396980,885000.0,70800000.0
2005-09-14,12400,12850,12350,12750,738075,902700.0,70800000.0
2005-09-15,12600,12950,12000,12400,721253,877920.0,70800000.0
2005-09-16,12200,12250,11700,11950,1057131,846060.0,70800000.0
2005-09-20,12100,12250,11900,12000,1122800,849600.0,70800000.0
2005-09-21,12000,12800,11950,12650,994820,895620.0,70800000.0
2005-09-22,12650,13300,12550,13250,800737,938100.0,70800000.0
2005-09-23,13050,13200,12750,13000,416794,920400.0,70800000.0
2005-09-26,13200,14650,13150,14200,1151310,1005360.0,70800000.0
2005-09-27,14500,15700,14250,15700,711999,1111560.0,70800000.0
2005-09-28,15450,16900,15450,16700,851980,1182360.0,70800000.0
2005-09-29,16800,16850,15400,15700,633872,1111560.0,70800000.0
2005-09-30,15900,15900,15000,15150,678256,1072620.0,70800000.0
2005-10-04,15050,15300,14700,15300,658515,1083240.0,70800000.0
2005-10-05,15150,15950,14900,15600,838415,1104480.0,70800000.0
2005-10-06,15150,15750,14850,15400,300465,1090320.0,70800000.0
2005-10-07,15200,15400,14650,14650,688435,1037220.0,70800000.0
2005-10-10,14400,15350,14400,15300,529938,1083240.0,70800000.0
2005-10-11,14950,15200,14800,15000,652621,1062000.0,70800000.0
2005-10-12,15100,15150,14450,14450,337010,1023060.0,70800000.0
2005-10-13,14350,14600,13650,14000,585225,991200.0,70800000.0
2005-10-14,14100,14150,12900,13200,802557,934560.0,70800000.0
2005-10-17,13250,13350,12600,12700,523188,899160.0,70800000.0
2005-10-18,12750,13200,12650,12900,690435,913320.0,70800000.0
2005-10-19,12550,13100,12500,13000,712320,920400.0,70800000.0
2005-10-20,13300,13450,12650,13100,616515,927480.0,70800000.0
2005-10-21,12700,13800,12700,13800,425196,977040.0,70800000.0
2005-10-24,13650,13850,13350,13750,434485,973500.0,70800000.0
2005-10-25,13950,14000,13400,13550,404520,959340.0,70800000.0
2005-10-26,13550,13600,13100,13500,629670,955800.0,70800000.0
2005-10-27,13250,13300,12900,12950,630770,916860.0,70800000.0
2005-10-28,12600,12700,12200,12200,411761,863760.0,70800000.0
2005-10-31,12500,13100,12400,13050,628491,923940.0,70800000.0
2005-11-01,13000,14200,13000,14200,1173299,1005360.0,70800000.0
2005-11-02,14150,14300,13950,14200,537824,1005360.0,70800000.0
2005-11-03,14400,14400,13600,14200,754716,1005360.0,70800000.0
2005-11-04,14600,14800,14450,14750,447316,1044300.0,70800000.0
2005-11-07,15100,15150,14500,15100,253290,1069080.0,70800000.0
2005-11-08,15350,15500,14650,15500,416810,1097400.0,70800000.0
2005-11-09,15300,15650,15150,15400,223840,1090320.0,70800000.0
2005-11-10,15250,15800,15250,15650,315530,1108020.0,70800000.0
2005-11-11,15750,15850,15450,15750,183920,1115100.0,70800000.0
2005-11-14,15900,15900,15450,15500,134300,1097400.0,70800000.0
2005-11-15,15200,15500,14800,15200,294110,1076160.0,70800000.0
2005-11-16,15000,15250,14650,14850,330580,1051380.0,70800000.0
2005-11-17,14900,16200,14900,16200,571883,1146960.0,70800000.0
2005-11-18,16550,16750,16150,16600,649810,1175280.0,70800000.0
2005-11-21,16700,17500,16250,17000,475567,1203600.0,70800000.0
2005-11-22,17200,17400,16800,17000,668620,1203600.0,70800000.0
2005-11-23,17200,19500,17200,19350,996086,1369980.0,70800000.0
2005-11-24,19150,19800,18350,19000,1031461,1345200.0,70800000.0
2005-11-25,19000,21000,18500,19000,1367565,1345200.0,70800000.0
2005-11-28,19400,19450,17700,18300,757480,1295640.0,70800000.0
2005-11-29,17850,18350,17550,17600,726640,1246080.0,70800000.0
2005-11-30,17600,18250,17600,17750,678745,1256700.0,70800000.0
2005-12-01,17500,18750,17500,18300,631297,1295640.0,70800000.0
2005-12-02,18600,18650,18100,18250,428524,1292100.0,70800000.0
2005-12-05,18250,18300,17400,18150,397778,1285020.0,70800000.0
2005-12-06,18000,18150,17700,17800,228610,1260240.0,70800000.0
2005-12-07,18000,18700,17800,18300,492430,1295640.0,70800000.0
2005-12-08,18200,19000,18100,18950,526110,1341660.0,70800000.0
2005-12-09,18950,20250,18900,20150,1002781,1426620.0,70800000.0
2005-12-12,20000,20600,19650,19900,616631,1408920.0,70800000.0
2005-12-13,20000,21200,19900,20550,1502023,1454940.0,70800000.0
2005-12-14,20600,20850,19750,20400,725910,1444320.0,70800000.0
2005-12-15,20100,20400,19700,19800,434165,1401840.0,70800000.0
2005-12-16,19100,19450,18800,18850,423832,1334580.0,70800000.0
2005-12-19,19100,19650,18900,19400,1041010,1373520.0,70800000.0
2005-12-20,19050,19850,19050,19450,1085323,1377060.0,70800000.0
2005-12-21,19700,19800,19250,19800,722160,1401840.0,70800000.0
2005-12-22,19800,20550,19100,19450,863955,1377060.0,70800000.0
2005-12-23,19450,19650,19100,19150,286115,1355820.0,70800000.0
2005-12-26,19000,19550,18750,19350,280827,1369980.0,70800000.0
2005-12-27,19100,19800,18900,19300,384805,1366440.0,70800000.0
2005-12-28,19050,19700,18950,19600,473443,1387680.0,70800000.0
2005-12-29,19800,20600,19800,20450,2033659,1447860.0,70800000.0
2006-01-02,21000,21550,20250,21000,1524721,1486800.0,70800000.0
2006-01-03,20750,21050,20150,20700,858322,1465560.0,70800000.0
2006-01-04,21400,23500,21350,22400,2062967,1585920.0,70800000.0
2006-01-05,22200,22550,21300,22200,602616,1571760.0,70800000.0
2006-01-06,22500,23250,21650,23250,504420,1646100.0,70800000.0
2006-01-09,23000,23550,22400,22400,460278,1585920.0,70800000.0
2006-01-10,22000,22300,20300,21500,1097738,1522200.0,70800000.0
2006-01-11,20800,21400,20150,21400,934083,1515120.0,70800000.0
2006-01-12,20850,21800,20600,21200,668421,1500960.0,70800000.0
2006-01-13,20600,21250,20550,21200,462957,1500960.0,70800000.0
2006-01-16,21200,21450,20900,21250,733795,1504500.0,70800000.0
2006-01-17,21400,21850,20000,20000,772299,1416000.0,70800000.0
2006-01-18,19850,20000,18200,19000,777027,1345200.0,70800000.0
2006-01-19,19000,19800,18600,19750,503870,1398300.0,70800000.0
2006-01-20,19450,19900,17900,19200,447955,1359360.0,70800000.0
2006-01-23,18200,19300,17600,18150,406001,1285020.0,70800000.0
2006-01-24,18150,18650,17200,18400,704124,1302720.0,70800000.0
2006-01-25,18500,19600,18100,18900,528451,1338120.0,70800000.0
2006-01-26,19400,20200,19400,19500,471114,1380600.0,70800000.0
2006-01-27,19700,20400,19300,20350,266860,1440780.0,70800000.0
2006-01-31,20500,20850,20050,20300,322545,1437240.0,70800000.0
2006-02-01,20100,20500,19000,19250,413811,1362900.0,70800000.0
2006-02-02,19950,19950,18300,18500,603075,1309800.0,70800000.0
2006-02-03,18100,18100,16300,16350,1124074,1157580.0,70800000.0
2006-02-06,16050,16850,15650,16650,895716,1178820.0,70800000.0
2006-02-07,16750,17000,16250,16400,436756,1161120.0,70800000.0
2006-02-08,16100,16700,15800,15800,276280,1118640.0,70800000.0
2006-02-09,16100,16500,15700,16500,506088,1168200.0,70800000.0
2006-02-10,16750,17250,16250,17250,411215,1221300.0,70800000.0
2006-02-13,17200,17550,16600,16600,435758,1175280.0,70800000.0
2006-02-14,16500,17250,16500,17100,707524,1210680.0,70800000.0
2006-02-15,17500,17600,17000,17000,452063,1203600.0,70800000.0
2006-02-16,17000,17500,16900,17500,453427,1239000.0,70800000.0
2006-02-17,17650,18200,17350,18200,328055,1288560.0,70800000.0
2006-02-20,18100,18800,18000,18550,339483,1313340.0,70800000.0
2006-02-21,18800,18800,18100,18150,189381,1285020.0,70800000.0
2006-02-22,18150,18650,17950,18000,305770,1274400.0,70800000.0
2006-02-23,18200,18450,17450,18300,540680,1295640.0,70800000.0
2006-02-24,18300,18350,17800,18000,311724,1274400.0,70800000.0
2006-02-27,18100,18700,18000,18400,449201,1302720.0,70800000.0
2006-02-28,18600,19100,18500,19100,633123,1352280.0,70800000.0
2006-03-02,19450,20450,19350,20050,1140690,1419540.0,70800000.0
2006-03-03,20250,20300,19550,19700,296406,1394760.0,70800000.0
2006-03-06,19950,20400,19800,20400,387652,1444320.0,70800000.0
2006-03-07,20000,20400,18950,19450,452460,1377060.0,70800000.0
2006-03-08,19050,19650,18850,19000,249585,1345200.0,70800000.0
2006-03-09,18850,19700,18850,19450,193910,1377060.0,70800000.0
2006-03-10,19200,19900,19050,19150,211150,1355820.0,70800000.0
2006-03-13,19150,19900,19150,19900,279111,1408920.0,70800000.0
2006-03-14,20100,20200,19000,19450,284020,1377060.0,70800000.0
2006-03-15,19850,20500,19700,20400,493318,1444320.0,70800000.0
2006-03-16,20550,20650,20000,20050,419822,1419540.0,70800000.0
2006-03-17,19950,20100,19500,20000,320312,1416000.0,70800000.0
2006-03-20,20050,20250,19700,20100,324296,1423080.0,70800000.0
2006-03-21,20000,20400,19800,19800,245762,1401840.0,70800000.0
2006-03-22,19700,19750,19300,19750,202090,1398300.0,70800000.0
2006-03-23,19950,20100,19150,19750,438110,1398300.0,70800000.0
2006-03-24,19300,19650,18600,19100,443257,1352280.0,70800000.0
2006-03-27,18900,19350,18900,19000,317630,1345200.0,70800000.0
2006-03-28,18800,19200,18800,19000,131449,1345200.0,70800000.0
2006-03-29,18500,18800,18500,18600,501233,1316880.0,70800000.0
2006-03-30,18550,18950,18400,18800,386950,1331040.0,70800000.0
2006-03-31,18700,19150,18700,18800,358167,1331040.0,70800000.0
2006-04-03,19050,19400,18850,19350,568862,1369980.0,70800000.0
2006-04-04,19650,20450,19400,20400,853532,1444320.0,70800000.0
2006-04-05,20950,21350,20450,20650,517013,1462020.0,70800000.0
2006-04-06,20750,21200,20500,20900,407235,1479720.0,70800000.0
2006-04-07,21000,21200,20400,21200,292641,1500960.0,70800000.0
2006-04-10,20800,21450,20650,21350,306225,1511580.0,70800000.0
2006-04-11,21200,21350,20550,21100,260107,1493880.0,70800000.0
2006-04-12,21100,21800,20700,21800,250455,1543440.0,70800000.0
2006-04-13,21900,22100,21350,22000,263461,1557600.0,70800000.0
2006-04-14,22100,22650,21650,22350,329827,1582380.0,70800000.0
2006-04-17,22400,22600,21900,22150,264265,1568220.0,70800000.0
2006-04-18,22150,23050,22050,22950,310753,1624860.0,70800000.0
2006-04-19,23600,24700,23500,24100,826440,1706280.0,70800000.0
2006-04-20,24000,24000,23100,23750,486205,1681500.0,70800000.0
2006-04-21,23750,23900,23350,23750,233854,1681500.0,70800000.0
2006-04-24,23600,24700,23150,24000,398184,1699200.0,70800000.0
2006-04-25,23800,24500,23350,23400,272985,1656720.0,70800000.0
2006-04-26,23200,24050,23200,24000,274937,1699200.0,70800000.0
2006-04-27,24100,24750,24050,24700,321663,1748760.0,70800000.0
2006-04-28,24800,24800,23600,23600,273621,1670880.0,70800000.0
2006-05-02,23600,25000,23400,25000,440646,1770000.0,70800000.0
2006-05-03,25000,26350,24850,25900,837375,1833720.0,70800000.0
2006-05-04,26150,26800,25500,25850,702305,1830180.0,70800000.0
2006-05-08,26000,26000,24700,25000,734634,1770000.0,70800000.0
2006-05-09,25300,26000,25050,25250,600787,1787700.0,70800000.0
2006-05-10,25550,25750,24800,25400,353721,1798320.0,70800000.0
2006-05-11,25150,26600,25150,26350,384318,1865580.0,70800000.0
2006-05-12,25800,26700,25750,26500,323771,1876200.0,70800000.0
2006-05-15,26150,26400,24550,25100,402009,1777080.0,70800000.0
2006-05-16,25200,25300,22300,25000,802374,1770000.0,70800000.0
2006-05-17,24500,25400,23700,25150,756315,1780620.0,70800000.0
2006-05-18,23500,24350,23500,23500,465940,1663800.0,70800000.0
2006-05-19,23600,23900,22500,23650,241522,1674420.0,70800000.0
2006-05-22,23650,23850,22000,22000,282893,1557600.0,70800000.0
2006-05-23,21750,22200,20950,21500,460857,1522200.0,70800000.0
2006-05-24,21500,21850,21100,21650,719162,1532820.0,70800000.0
2006-05-25,22000,22000,20250,21050,433678,1490340.0,70800000.0
2006-05-26,21300,22700,21250,22700,515999,1607160.0,70800000.0
2006-05-29,22700,23600,22250,23300,386121,1649640.0,70800000.0
2006-05-30,23600,24200,23350,24200,699883,1713360.0,70800000.0
2006-06-01,23500,24900,23200,23200,544831,1642560.0,70800000.0
2006-06-02,23900,24000,23000,23700,175160,1677960.0,70800000.0
2006-06-05,23950,24000,22600,22750,208994,1610700.0,70800000.0
2006-06-07,21650,22400,21600,22300,266411,1578840.0,70800000.0
2006-06-08,22200,22950,21600,22800,293751,1614240.0,70800000.0
2006-06-09,22750,23800,21850,22650,281219,1603620.0,70800000.0
2006-06-12,22850,23700,22500,23700,338640,1677960.0,70800000.0
2006-06-13,23250,24000,23100,23450,249945,1660260.0,70800000.0
2006-06-14,23700,23850,22850,23000,428306,1628400.0,70800000.0
2006-06-15,23450,23450,21800,22150,462430,1568220.0,70800000.0
2006-06-16,22700,23350,22550,22900,398578,1621320.0,70800000.0
2006-06-19,22900,23000,22250,23000,177460,1628400.0,70800000.0
2006-06-20,22950,22950,21900,21900,200491,1550520.0,70800000.0
2006-06-21,22150,22700,21050,22700,124993,1607160.0,70800000.0
2006-06-22,22800,22950,22500,22950,225183,1624860.0,70800000.0
2006-06-23,22700,22700,21750,22450,180090,1589460.0,70800000.0
2006-06-26,22300,22300,21450,21750,208332,1539900.0,70800000.0
2006-06-27,21700,22050,21600,22000,173417,1557600.0,70800000.0
2006-06-28,21450,22000,21200,21300,302382,1508040.0,70800000.0
2006-06-29,21500,22800,21400,22800,361146,1614240.0,70800000.0
2006-06-30,23400,23800,23250,23800,366262,1685040.0,70800000.0
2006-07-03,23900,23900,23300,23600,176456,1670880.0,70800000.0
2006-07-04,23900,23900,23150,23450,238734,1660260.0,70800000.0
2006-07-05,22700,23950,22700,23200,228968,1642560.0,70800000.0
2006-07-06,23300,23300,22850,23100,276180,1635480.0,70800000.0
2006-07-07,23100,23750,23100,23450,172894,1660260.0,70800000.0
2006-07-10,23300,24000,22850,24000,133072,1699200.0,70800000.0
2006-07-11,24100,24150,23550,23750,211889,1681500.0,70800000.0
2006-07-12,23650,23800,22550,23200,1045980,1642560.0,70800000.0
2006-07-13,22700,23600,22650,22900,259863,1621320.0,70800000.0
2006-07-14,22600,22700,22050,22200,232483,1571760.0,70800000.0
2006-07-18,21650,21950,20250,21400,461670,1515120.0,70800000.0
2006-07-19,21200,21600,20750,20750,300745,1469100.0,70800000.0
2006-07-20,21350,21700,21000,21050,277734,1490340.0,70800000.0
2006-07-21,20500,21650,20500,21500,162470,1522200.0,70800000.0
2006-07-24,21200,21750,20800,21750,243097,1539900.0,70800000.0
2006-07-25,22000,22000,21000,21000,546406,1486800.0,70800000.0
2006-07-26,21150,21200,20700,20700,711824,1465560.0,70800000.0
2006-07-27,20650,20650,19450,19450,1731510,1377060.0,70800000.0
2006-07-28,19600,19850,19200,19550,1428146,1384140.0,70800000.0
2006-07-31,19850,20300,19600,19800,1206034,1401840.0,70800000.0
2006-08-01,19800,20100,19300,19900,615937,1408920.0,70800000.0
2006-08-02,19550,19850,19000,19850,581130,1405380.0,70800000.0
2006-08-03,19900,20000,19350,19450,279662,1377060.0,70800000.0
2006-08-04,19400,19650,19350,19400,500160,1373520.0,70800000.0
2006-08-07,19400,19450,18550,18700,636591,1323960.0,70800000.0
2006-08-08,18450,18550,17550,18250,1557403,1292100.0,70800000.0
2006-08-09,18100,18800,17950,18750,1009961,1327500.0,70800000.0
2006-08-10,18600,19400,18500,19350,694926,1369980.0,70800000.0
2006-08-11,19500,19800,19250,19450,512451,1377060.0,70800000.0
2006-08-14,19100,19200,17800,17850,1404343,1263780.0,70800000.0
2006-08-16,18100,18500,17750,18200,938578,1288560.0,70800000.0
2006-08-17,18450,19200,18450,18900,743814,1338120.0,70800000.0
2006-08-18,19050,19700,18850,19650,739680,1391220.0,70800000.0
2006-08-21,19750,19800,19250,19350,407219,1369980.0,70800000.0
2006-08-22,19200,19350,18850,19000,429894,1345200.0,70800000.0
2006-08-23,19100,19250,18800,19050,334709,1348740.0,70800000.0
2006-08-24,18900,19750,18850,19700,490175,1394760.0,70800000.0
2006-08-25,19800,20250,19650,20250,513270,1433700.0,70800000.0
2006-08-28,20250,20400,19950,20400,388320,1444320.0,70800000.0
2006-08-29,20400,20700,20150,20500,338034,1451400.0,70800000.0
2006-08-30,20600,20800,20300,20800,292811,1472640.0,70800000.0
2006-08-31,20900,21900,20750,21650,605540,1532820.0,70800000.0
2006-09-01,21650,21850,21100,21850,388546,1546980.0,70800000.0
2006-09-04,21750,22550,21450,22100,725238,1564680.0,70800000.0
2006-09-05,22050,22100,20800,21100,486557,1493880.0,70800000.0
2006-09-06,21400,21900,20950,21800,491645,1543440.0,70800000.0
2006-09-07,21400,22300,21300,22250,368461,1575300.0,70800000.0
2006-09-08,22100,23000,22000,22700,331205,1607160.0,70800000.0
2006-09-11,22550,22950,22450,22500,184771,1593000.0,70800000.0
2006-09-12,22450,22450,21200,21500,436530,1522200.0,70800000.0
2006-09-13,21700,22500,21300,22500,330261,1593000.0,70800000.0
2006-09-14,22600,22750,22100,22700,256006,1607160.0,70800000.0
2006-09-15,22700,23050,22300,22800,106477,1614240.0,70800000.0
2006-09-18,22750,22950,22700,22850,213841,1617780.0,70800000.0
2006-09-19,22900,22950,22050,22200,273801,1571760.0,70800000.0
2006-09-20,22100,22350,21900,22150,110395,1568220.0,70800000.0
2006-09-21,22400,23250,22350,23100,265847,1635480.0,70800000.0
2006-09-22,23100,23100,22200,22900,214440,1621320.0,70800000.0
2006-09-25,22900,23100,22300,22900,302010,1621320.0,70800000.0
2006-09-26,22550,22950,22250,22500,197825,1593000.0,70800000.0
2006-09-27,23100,23100,22350,22600,206646,1600080.0,70800000.0
2006-09-28,22850,22850,22050,22400,272061,1585920.0,70800000.0
2006-09-29,22300,22500,21750,22400,492838,1585920.0,70800000.0
2006-10-02,22100,22400,21950,22300,211454,1578840.0,70800000.0
2006-10-04,22250,22300,21500,21800,264160,1543440.0,70800000.0
2006-10-09,21500,21900,19850,20250,236601,1433700.0,70800000.0
2006-10-10,20250,20850,20250,20400,422328,1444320.0,70800000.0
2006-10-11,20150,20400,19650,19850,449570,1405380.0,70800000.0
2006-10-12,19850,20500,19850,20500,260275,1451400.0,70800000.0
2006-10-13,20950,21100,20450,20500,448650,1451400.0,70800000.0
2006-10-16,20950,21050,20600,20800,274481,1472640.0,70800000.0
2006-10-17,20850,21000,20350,20600,140542,1458480.0,70800000.0
2006-10-18,20050,21100,20000,21100,198537,1493880.0,70800000.0
2006-10-19,20850,21400,20800,21350,220720,1511580.0,70800000.0
2006-10-20,21350,22150,21300,22000,378773,1557600.0,70800000.0
