하이트진로홀딩스(000140),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-01-04,6307.0,6668.0,6100.0,6306.0,58110.0,98393.0,8064996.0
1999-01-05,6410.0,7236.0,6410.0,7236.0,205790.0,112910.0,8064996.0
1999-01-06,7392.0,8322.0,7133.0,8322.0,380240.0,129846.0,8064996.0
1999-01-07,8529.0,9047.0,7960.0,8477.0,269530.0,132266.0,8064996.0
1999-01-08,8477.0,8580.0,8064.0,8167.0,152740.0,127427.0,8064996.0
1999-01-11,7960.0,9098.0,7960.0,8994.0,178540.0,140331.0,8064996.0
1999-01-12,8788.0,9098.0,8684.0,8787.0,161600.0,137105.0,8064996.0
1999-01-13,8735.0,9252.0,8425.0,8890.0,187870.0,138718.0,8064996.0
1999-01-14,8322.0,8787.0,7779.0,7857.0,79070.0,122588.0,8064996.0
1999-01-15,7702.0,8787.0,7702.0,8529.0,166190.0,133072.0,8064996.0
1999-01-18,8787.0,9796.0,8684.0,9795.0,184510.0,152832.0,8064996.0
1999-01-19,9821.0,10312.0,9407.0,9821.0,258010.0,153235.0,8064996.0
1999-01-20,9614.0,11294.0,9356.0,11294.0,426090.0,176220.0,8064996.0
1999-01-21,11476.0,11992.0,10752.0,10906.0,291960.0,170171.0,8064996.0
1999-01-22,10906.0,11320.0,9821.0,9821.0,172410.0,153235.0,8064996.0
1999-01-25,9562.0,10183.0,8787.0,10131.0,84210.0,158074.0,8064996.0
1999-01-26,9821.0,11165.0,9821.0,10648.0,102510.0,166139.0,8064996.0
1999-01-27,10648.0,11165.0,10493.0,10803.0,60800.0,168558.0,8064996.0
1999-01-28,11113.0,11113.0,10545.0,11010.0,41850.0,171784.0,8064996.0
1999-01-29,10700.0,10829.0,10390.0,10751.0,63420.0,167752.0,8064996.0
1999-02-01,10364.0,11114.0,10338.0,11113.0,84500.0,173397.0,8064996.0
1999-02-02,10648.0,11087.0,10648.0,10855.0,41490.0,169365.0,8064996.0
1999-02-03,10856.0,10856.0,10105.0,10131.0,42160.0,158074.0,8064996.0
1999-02-04,9640.0,10235.0,9356.0,9821.0,45390.0,153235.0,8064996.0
1999-02-05,9821.0,10183.0,9511.0,9511.0,65550.0,148396.0,8064996.0
1999-02-08,9795.0,9821.0,9562.0,9562.0,22600.0,149202.0,8064996.0
1999-02-09,9304.0,9562.0,8529.0,8529.0,105930.0,133072.0,8064996.0
1999-02-10,8529.0,8788.0,8271.0,8632.0,26810.0,134685.0,8064996.0
1999-02-11,8632.0,9097.0,8529.0,8761.0,11170.0,136702.0,8064996.0
1999-02-12,8942.0,9485.0,8761.0,9407.0,33540.0,146783.0,8064996.0
1999-02-18,9356.0,9356.0,8891.0,9149.0,31190.0,142750.0,8064996.0
1999-02-19,8684.0,8995.0,8529.0,8942.0,14350.0,139524.0,8064996.0
1999-02-22,8012.0,8735.0,7624.0,8529.0,12030.0,133072.0,8064996.0
1999-02-23,8943.0,8943.0,8426.0,8425.0,14290.0,131459.0,8064996.0
1999-02-24,8477.0,8865.0,8374.0,8477.0,43940.0,132266.0,8064996.0
1999-02-25,8374.0,8684.0,8271.0,8477.0,10280.0,132266.0,8064996.0
1999-02-26,8477.0,9304.0,8477.0,9252.0,28000.0,144363.0,8064996.0
1999-03-02,9459.0,10622.0,9407.0,10622.0,66630.0,165736.0,8064996.0
1999-03-03,10855.0,11372.0,10442.0,10544.0,41180.0,164526.0,8064996.0
1999-03-04,10855.0,10855.0,9821.0,10389.0,8740.0,162106.0,8064996.0
1999-03-05,10131.0,10390.0,10080.0,10183.0,9410.0,158880.0,8064996.0
1999-03-08,10131.0,11113.0,10131.0,10441.0,13690.0,162913.0,8064996.0
1999-03-09,10441.0,11320.0,10441.0,10855.0,45830.0,169365.0,8064996.0
1999-03-10,10829.0,10855.0,10442.0,10570.0,8970.0,164929.0,8064996.0
1999-03-11,9976.0,11113.0,9976.0,10855.0,25500.0,169365.0,8064996.0
1999-03-12,11268.0,11630.0,10907.0,11372.0,48240.0,177430.0,8064996.0
1999-03-15,11888.0,12664.0,11372.0,12405.0,46270.0,193560.0,8064996.0
1999-03-16,11992.0,12406.0,11992.0,12043.0,240030.0,187914.0,8064996.0
1999-03-17,12664.0,12664.0,12044.0,12043.0,27250.0,187914.0,8064996.0
1999-03-18,11631.0,12457.0,11114.0,11268.0,73770.0,175817.0,8064996.0
1999-03-19,12044.0,12044.0,11423.0,11785.0,28270.0,183882.0,8064996.0
1999-03-22,11786.0,12302.0,11786.0,12147.0,25800.0,189527.0,8064996.0
1999-03-23,11785.0,12147.0,11630.0,11785.0,8450.0,183882.0,8064996.0
1999-03-24,11527.0,11630.0,10752.0,11165.0,22540.0,174204.0,8064996.0
1999-03-25,11321.0,11889.0,11165.0,11268.0,52150.0,175817.0,8064996.0
1999-03-26,11320.0,11785.0,11320.0,11372.0,16530.0,177430.0,8064996.0
1999-03-29,11372.0,11527.0,11217.0,11372.0,42320.0,177430.0,8064996.0
1999-03-30,11630.0,11630.0,11371.0,11578.0,50680.0,180656.0,8064996.0
1999-03-31,11579.0,11579.0,10597.0,11268.0,61980.0,175817.0,8064996.0
1999-04-01,11372.0,11372.0,11165.0,11268.0,32430.0,175817.0,8064996.0
1999-04-02,11527.0,12949.0,11527.0,12948.0,138910.0,202028.0,8064996.0
1999-04-06,13285.0,13440.0,12768.0,13439.0,116990.0,209690.0,8064996.0
1999-04-07,13698.0,13698.0,13129.0,13129.0,51540.0,204851.0,8064996.0
1999-04-08,13000.0,13801.0,12664.0,13749.0,92700.0,214529.0,8064996.0
1999-04-09,13750.0,14732.0,13750.0,14473.0,104780.0,225820.0,8064996.0
1999-04-12,14473.0,14473.0,13750.0,13956.0,45960.0,217755.0,8064996.0
1999-04-13,13956.0,14111.0,12406.0,13698.0,238320.0,213722.0,8064996.0
1999-04-14,14008.0,14163.0,13543.0,13646.0,28210.0,212916.0,8064996.0
1999-04-15,13698.0,14059.0,13439.0,14008.0,93650.0,218561.0,8064996.0
1999-04-16,13930.0,14732.0,13698.0,14680.0,85960.0,229046.0,8064996.0
1999-04-19,14990.0,14990.0,13957.0,14473.0,70970.0,225820.0,8064996.0
1999-04-20,14732.0,14938.0,13956.0,14266.0,41780.0,222594.0,8064996.0
1999-04-21,14525.0,14628.0,13698.0,13956.0,54310.0,217755.0,8064996.0
1999-04-22,13956.0,15455.0,13852.0,13904.0,339530.0,216948.0,8064996.0
1999-04-23,14215.0,14473.0,14034.0,14111.0,226560.0,220174.0,8064996.0
1999-04-26,14111.0,14473.0,13749.0,14214.0,99260.0,221787.0,8064996.0
1999-04-27,14267.0,14473.0,13957.0,14111.0,90770.0,220174.0,8064996.0
1999-04-28,13698.0,14370.0,13698.0,14214.0,120810.0,221787.0,8064996.0
1999-04-29,14163.0,14990.0,14111.0,14266.0,177460.0,222594.0,8064996.0
