삼성전기(009150),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-06-10,26100,30450,26100,30450,2384530,1790276.0,58793955.0
1999-06-11,31000,33500,30200,31600,4314130,1857889.0,58793955.0
1999-06-14,31200,31400,29600,30450,1169470,1790276.0,58793955.0
1999-06-15,30200,32400,29600,31900,2408380,1875527.0,58793955.0
1999-06-16,32400,32800,31350,31800,2194560,1869648.0,58793955.0
1999-06-17,32500,33500,32000,32000,2289060,1881407.0,58793955.0
1999-06-18,32000,32600,31000,31400,902760,1846130.0,58793955.0
1999-06-21,31500,36100,31500,36100,2689390,2122462.0,58793955.0
1999-06-22,36500,37200,35000,36000,2178870,2116582.0,58793955.0
1999-06-23,36500,37700,36000,37000,1904530,2175376.0,58793955.0
1999-06-24,37000,37500,36000,36300,823860,2134221.0,58793955.0
1999-06-25,35200,35900,34850,35500,703230,2087185.0,58793955.0
1999-06-28,36000,36700,35800,36300,760430,2134221.0,58793955.0
1999-06-29,36000,39700,35500,38150,1300610,2242989.0,58793955.0
1999-06-30,38500,43850,37600,40000,6792010,2351758.0,58793955.0
1999-07-01,43900,46000,42500,46000,2407370,2704522.0,58793955.0
1999-07-02,47900,51000,46600,49300,3511960,2898542.0,58793955.0
1999-07-05,49000,51000,47000,49500,2144480,2910301.0,58793955.0
1999-07-06,49500,56700,49200,55500,2284490,3263065.0,58793955.0
1999-07-07,56500,58500,54000,54000,2015470,3174874.0,58793955.0
1999-07-08,53100,58500,51300,53000,2348550,3116080.0,58793955.0
1999-07-09,54100,55000,52300,52800,1495080,3104321.0,58793955.0
1999-07-12,51500,53000,49000,50200,1710340,3704457.0,73793955.0
1999-07-13,49600,55000,49600,52100,2163560,3844665.0,73793955.0
1999-07-14,52200,53000,49600,50000,1408230,3689698.0,73793955.0
1999-07-15,50000,51900,49600,51500,813310,3800389.0,73793955.0
1999-07-16,51400,53900,51200,53000,1216240,3911080.0,73793955.0
1999-07-19,54900,56800,53300,54500,1208460,4021771.0,73793955.0
1999-07-20,54200,54900,53000,54300,753070,4007012.0,73793955.0
1999-07-21,53800,54000,51700,53500,1160420,3947977.0,73793955.0
1999-07-22,55000,58000,54500,57000,1650520,4206255.0,73793955.0
1999-07-23,56000,56500,52700,53800,1019550,3970115.0,73793955.0
1999-07-26,52500,53500,50000,51500,1004200,3800389.0,73793955.0
1999-07-27,52000,54500,51800,53800,822300,3970115.0,73793955.0
1999-07-28,53600,59400,53400,56500,2007850,4169358.0,73793955.0
1999-07-29,59000,64900,57600,64900,2391920,4789228.0,73793955.0
1999-07-30,66000,69700,63100,67600,1982690,4988889.0,73800132.0
1999-08-02,67000,69700,63500,65000,1042610,4797009.0,73800132.0
1999-08-03,64900,66000,61200,62800,671190,4634648.0,73800132.0
1999-08-04,63000,64600,61500,61500,666490,4538708.0,73800132.0
1999-08-05,60100,61000,58600,59600,663400,4398488.0,73800132.0
1999-08-06,59900,61000,57500,59000,510660,4354208.0,73800132.0
1999-08-09,57000,60400,56700,58000,665250,4280408.0,73800132.0
1999-08-10,57900,59500,57100,58300,483050,4302548.0,73800132.0
1999-08-11,58700,60700,56800,58300,937350,4302548.0,73800132.0
1999-08-12,59500,59900,58500,58500,471220,4317308.0,73800132.0
1999-08-13,57500,58500,57000,57500,480990,4264997.0,74173867.0
1999-08-16,55000,57000,55000,56200,581080,4168571.0,74173867.0
1999-08-17,56000,56800,52000,53000,1025310,3931215.0,74173867.0
1999-08-18,51000,53000,50200,52000,589270,3857041.0,74173867.0
1999-08-19,52500,53000,51400,51500,312560,3819954.0,74173867.0
1999-08-20,52000,55000,51600,54600,745170,4049893.0,74173867.0
1999-08-23,55500,56300,55000,55600,500646,4124067.0,74173867.0
1999-08-24,56100,56400,55000,55600,437465,4124067.0,74173867.0
1999-08-25,55000,57900,54700,57500,749443,4264997.0,74173867.0
1999-08-26,58000,60400,56600,58000,1012300,4302084.0,74173867.0
1999-08-27,57900,61500,56800,61100,844739,4532023.0,74173867.0
1999-08-30,63000,63300,61300,62800,617953,4658119.0,74173867.0
1999-08-31,61500,62400,60900,62000,656634,4598780.0,74173867.0
1999-09-01,62000,64900,61500,62100,652487,4606197.0,74173867.0
1999-09-02,61000,63600,61000,61500,591270,4561693.0,74173867.0
1999-09-03,60900,62000,60300,61500,379942,4561693.0,74173867.0
1999-09-06,63100,63500,61500,62500,269923,4635867.0,74173867.0
1999-09-07,62500,64000,62400,62500,361610,4635867.0,74173867.0
1999-09-08,63000,65500,62500,63300,657350,4695206.0,74173867.0
1999-09-09,62500,62900,61700,62400,439790,4628449.0,74173867.0
1999-09-10,61500,62400,60000,61200,1030087,4539441.0,74173867.0
1999-09-13,61000,62900,61000,62700,590912,4650701.0,74173867.0
1999-09-14,62000,64200,61800,62800,436967,4658119.0,74173867.0
1999-09-15,62800,63600,62000,63500,371477,4710041.0,74173867.0
1999-09-16,62800,64500,62800,63700,521210,4724875.0,74173867.0
1999-09-17,63500,65500,59000,65000,602840,4835315.0,74389461.0
1999-09-20,65500,68000,63300,67000,769501,4984094.0,74389461.0
1999-09-21,68000,68700,66500,67000,872900,4984094.0,74389461.0
1999-09-22,67300,68300,66000,66800,467120,4969216.0,74389461.0
1999-09-27,66800,66800,64000,64100,214330,4768364.0,74389461.0
1999-09-28,64200,66600,64000,64400,548122,4797245.0,74491388.0
1999-09-29,62400,63700,61500,63000,467450,4692957.0,74491388.0
1999-09-30,63000,63900,61500,62000,420611,4618466.0,74491388.0
1999-10-01,62500,65000,56500,65000,564835,4841940.0,74491388.0
1999-10-04,63000,64600,61000,61000,317705,4543975.0,74491388.0
1999-10-05,63000,63000,57000,58400,356900,4350297.0,74491388.0
1999-10-06,58900,60900,58400,60500,303450,4506729.0,74491388.0
1999-10-07,60200,61300,59300,60900,282914,4536526.0,74491388.0
1999-10-08,60100,60300,59800,59900,230180,4462034.0,74491388.0
1999-10-11,61000,61500,59000,59000,198900,4394992.0,74491388.0
1999-10-12,57500,60500,57500,60400,223470,4499280.0,74491388.0
1999-10-13,59300,60000,58900,59900,219992,4462034.0,74491388.0
1999-10-14,59400,60100,58800,59600,232799,4439687.0,74491388.0
1999-10-15,60500,60700,59600,60400,236287,4499280.0,74491388.0
1999-10-18,59000,59900,58000,58100,169142,4327950.0,74491388.0
1999-10-19,58300,59000,55700,57400,328725,4275806.0,74491388.0
1999-10-20,58300,59500,57600,59400,235021,4424788.0,74491388.0
1999-10-21,59500,59900,56000,57000,373969,4246009.0,74491388.0
1999-10-22,56100,57800,56100,56900,189130,4238560.0,74491388.0
1999-10-25,57500,57500,53600,55200,228840,4111925.0,74491388.0
1999-10-26,53500,55000,53500,54000,193422,4022535.0,74491388.0
1999-10-27,54000,54700,52700,53600,174030,3992738.0,74491388.0
1999-10-28,52500,57000,52500,57000,305030,4246009.0,74491388.0
1999-10-29,57000,59000,57000,58000,252856,4320501.0,74491388.0
1999-11-01,58500,60500,58500,60000,352991,4469483.0,74491388.0
1999-11-02,60000,62900,59200,62200,476224,4633364.0,74491388.0
1999-11-03,64000,68000,63500,64500,968283,4804695.0,74491388.0
1999-11-04,66500,68200,66000,67100,873898,4998372.0,74491388.0
1999-11-05,67800,68000,65700,67500,583059,5028169.0,74491388.0
1999-11-08,68000,69000,67100,69000,517416,5139906.0,74491388.0
1999-11-09,69000,72000,68300,71300,550518,5311236.0,74491388.0
1999-11-10,71000,71200,69100,70000,344186,5214397.0,74491388.0
1999-11-11,71000,71000,68200,68500,540435,5102660.0,74491388.0
1999-11-12,70500,74900,70100,72000,878052,5363380.0,74491388.0
1999-11-15,76500,76500,71500,73000,500360,5437871.0,74491388.0
1999-11-16,73000,74000,72000,74000,432691,5512363.0,74491388.0
1999-11-17,75000,75500,72600,72600,554242,5408075.0,74491388.0
1999-11-18,72600,73600,70000,71800,333825,5348482.0,74491388.0
1999-11-19,72800,73500,71000,72000,338977,5363380.0,74491388.0
1999-11-22,72000,72100,69600,70400,414486,5244194.0,74491388.0
1999-11-23,69100,71000,69000,70400,261570,5244194.0,74491388.0
1999-11-24,70500,70900,68400,69500,192899,5177151.0,74491388.0
1999-11-25,70800,76000,68300,73000,886437,5437871.0,74491388.0
1999-11-26,73100,79000,72400,77700,938570,5787981.0,74491388.0
1999-11-29,79900,84900,79000,84900,785761,6326941.0,74522275.0
1999-11-30,90000,97000,87000,90000,1131440,6707005.0,74522275.0
1999-12-01,90000,91900,87500,90500,790835,6744266.0,74522275.0
1999-12-02,91600,92000,80100,84500,549937,6297132.0,74522275.0
1999-12-03,84300,84300,79500,82500,664720,6148088.0,74522275.0
1999-12-06,81600,90900,81600,90000,563595,6707005.0,74522275.0
1999-12-07,88500,91000,86400,89000,531300,6632482.0,74522275.0
1999-12-08,87000,91500,86000,90000,442970,6709785.0,74553162.0
1999-12-09,90000,91500,87000,88000,689679,6560678.0,74553162.0
1999-12-10,88000,89500,82000,85200,839360,6351929.0,74553162.0
1999-12-13,86000,86900,82500,84000,712110,6262466.0,74553162.0
1999-12-14,83800,84900,81600,83000,455786,6187912.0,74553162.0
1999-12-15,81500,82000,75000,78000,403910,5815147.0,74553162.0
1999-12-16,75500,80000,75500,78100,272420,5822602.0,74553162.0
1999-12-17,79500,80000,76000,76000,314590,5666040.0,74553162.0
1999-12-20,76000,77500,74000,77000,383536,5740593.0,74553162.0
1999-12-21,77000,81900,75100,81700,457556,6090993.0,74553162.0
1999-12-22,81700,82300,76000,79000,457120,5889700.0,74553162.0
1999-12-23,77500,81900,76600,79000,405260,5889700.0,74553162.0
1999-12-24,79000,80000,76600,79000,424420,5889700.0,74553162.0
1999-12-27,79000,79500,71800,73500,795900,5480225.0,74560883.0
1999-12-28,73400,81000,70100,75500,730641,5629347.0,74560883.0
2000-01-04,76000,85900,75500,81000,607520,6039432.0,74560883.0
2000-01-05,77000,82000,77000,78800,492588,5875398.0,74560883.0
2000-01-06,79000,80000,75100,76000,473870,5666627.0,74560883.0
2000-01-07,73600,75500,73000,75000,294910,5592066.0,74560883.0
2000-01-10,75000,77000,74100,76300,321110,5688995.0,74560883.0
2000-01-11,76500,81700,76500,79900,739761,5957415.0,74560883.0
2000-01-12,78000,79000,76000,76200,295561,5681539.0,74560883.0
2000-01-13,76000,78500,74500,77000,305524,5741188.0,74560883.0
2000-01-14,77000,78400,75100,76000,195540,5666627.0,74560883.0
2000-01-17,76100,80700,76000,80000,399958,5964871.0,74560883.0
2000-01-18,80000,88400,79700,85000,1163710,6337675.0,74560883.0
2000-01-19,84500,87700,82700,83100,796020,6196009.0,74560883.0
2000-01-20,83100,85500,73100,85000,492354,6337675.0,74560883.0
2000-01-21,85000,85700,83000,84000,281447,6263114.0,74560883.0
2000-01-24,84600,86000,83100,84000,247402,6263114.0,74560883.0
2000-01-25,82000,83500,80500,80500,287280,6002151.0,74560883.0
2000-01-26,80500,81000,76100,78500,211596,5853029.0,74560883.0
2000-01-27,77100,79400,76300,78100,214730,5823205.0,74560883.0
2000-01-28,78500,81700,77800,80900,274000,6031975.0,74560883.0
2000-01-31,80000,82300,79400,82000,283620,6113992.0,74560883.0
2000-02-01,81500,83000,79800,80300,245011,5987239.0,74560883.0
2000-02-02,80000,83200,80000,81700,381528,6091624.0,74560883.0
2000-02-03,82900,82900,81100,81700,207425,6091624.0,74560883.0
2000-02-07,82000,88500,82000,85700,571324,6389868.0,74560883.0
2000-02-08,87000,89100,85700,85700,576920,6389868.0,74560883.0
2000-02-09,86300,94000,85800,88600,845535,6606094.0,74560883.0
2000-02-10,87200,90700,86200,88600,446032,6606094.0,74560883.0
2000-02-11,89500,89500,85800,86000,261981,6412236.0,74560883.0
2000-02-14,84100,84100,81300,82500,401061,6151273.0,74560883.0
2000-02-15,82500,83000,79000,80000,333620,5964871.0,74560883.0
2000-02-16,80400,80500,75100,79900,347096,5957415.0,74560883.0
2000-02-17,80000,84000,79500,82400,420231,6143817.0,74560883.0
2000-02-18,82400,85000,80000,80000,482862,5964871.0,74560883.0
2000-02-21,80000,81500,77000,79900,228370,5957415.0,74560883.0
2000-02-22,77100,80600,77000,77000,230460,5741188.0,74560883.0
2000-02-23,80000,80100,77000,77000,297113,5741188.0,74560883.0
2000-02-24,77500,79800,76200,77500,236498,5778468.0,74560883.0
2000-02-25,76800,78600,75700,76000,215029,5666627.0,74560883.0
2000-02-28,73600,74900,70000,70500,236389,5256542.0,74560883.0
2000-02-29,71000,72100,65800,68600,370610,5114877.0,74560883.0
2000-03-02,72500,78500,70500,78500,551951,5853029.0,74560883.0
2000-03-03,80000,80000,74200,77600,306680,5785925.0,74560883.0
2000-03-06,79000,83000,77600,82500,485205,6151273.0,74560883.0
2000-03-07,81000,81000,79200,80300,237130,5987239.0,74560883.0
2000-03-08,79500,81500,78000,80200,199650,5979783.0,74560883.0
2000-03-09,80500,80700,76200,76200,421510,5681539.0,74560883.0
2000-03-10,79900,81500,77600,79200,433050,5905222.0,74560883.0
2000-03-13,80200,80300,76500,79900,299995,5957415.0,74560883.0
2000-03-14,79000,79900,77700,78800,269960,5875398.0,74560883.0
2000-03-15,78500,79300,77500,78900,276023,5882854.0,74560883.0
2000-03-16,81800,82800,80500,81400,645320,6069256.0,74560883.0
2000-03-17,82900,84000,81000,83300,278520,6210922.0,74560883.0
2000-03-20,84700,84900,80600,81500,182740,6076712.0,74560883.0
2000-03-21,80100,82000,78300,82000,157381,6113992.0,74560883.0
2000-03-22,82500,83500,80400,80600,398610,6009856.0,74563971.0
2000-03-23,80600,81100,79000,79100,287840,5898010.0,74563971.0
2000-03-24,80000,81300,77800,80000,315544,5965118.0,74563971.0
2000-03-27,80500,81600,79300,80000,291682,5965118.0,74563971.0
2000-03-28,79500,82500,79300,79600,320836,5935292.0,74563971.0
2000-03-29,79600,80500,78200,78900,391509,5883097.0,74563971.0
2000-03-30,78900,81500,77900,79500,578570,5927836.0,74563971.0
2000-03-31,78900,79000,77000,77200,389400,5756339.0,74563971.0
2000-04-03,77200,78500,76900,77000,289330,5741426.0,74563971.0
2000-04-04,77000,78900,77000,78000,362999,5815990.0,74563971.0
2000-04-06,79800,81400,78500,80000,475540,5965118.0,74563971.0
2000-04-07,79500,81500,79200,80900,456470,6032225.0,74563971.0
2000-04-10,82900,89200,81400,87700,1220913,6539260.0,74563971.0
2000-04-11,86700,90000,86000,87800,606439,6546717.0,74563971.0
2000-04-12,87000,90500,86500,86800,425127,6472153.0,74563971.0
2000-04-14,87300,87300,83000,83000,437848,6188810.0,74563971.0
2000-04-17,70800,76300,70600,70900,559981,5286586.0,74563971.0
2000-04-18,74800,78000,72700,75900,555439,5659405.0,74563971.0
2000-04-19,78000,78500,76500,77300,425291,5763795.0,74563971.0
2000-04-20,76000,77800,76000,77500,124762,5778708.0,74563971.0
2000-04-21,76600,78000,76100,77500,242131,5783495.0,74625745.0
2000-04-24,78000,78000,75100,75400,142320,5626781.0,74625745.0
2000-04-25,74100,75800,73700,75300,149993,5619319.0,74625745.0
2000-04-26,76500,77000,70700,71500,241804,5335741.0,74625745.0
2000-04-27,71500,74000,69500,72100,234130,5380516.0,74625745.0
2000-04-28,73700,76800,72100,75500,276467,5634710.0,74631922.0
2000-05-02,75900,80000,74500,80000,522190,5970554.0,74631922.0
2000-05-03,80000,81400,78500,80900,274483,6037722.0,74631922.0
2000-05-04,80900,83400,79800,82000,196826,6119818.0,74631922.0
2000-05-08,82000,84200,82000,83000,225970,6194450.0,74631922.0
2000-05-09,82000,82500,81000,82000,166622,6119818.0,74631922.0
2000-05-10,82000,82400,80200,81000,227252,6045186.0,74631922.0
2000-05-12,81000,81300,79500,80800,328375,6030259.0,74631922.0
2000-05-15,80000,80600,79100,79400,185320,5925775.0,74631922.0
2000-05-16,77100,79400,77100,79200,303130,5910848.0,74631922.0
2000-05-17,80500,81000,78000,79100,412751,5903385.0,74631922.0
2000-05-18,79000,80000,75200,78900,337378,5888459.0,74631922.0
2000-05-19,79400,79700,76900,78800,256600,5880995.0,74631922.0
2000-05-22,77100,78900,75000,77000,423060,5746658.0,74631922.0
2000-05-23,75500,77500,73000,73900,474132,5515299.0,74631922.0
2000-05-24,71500,71500,65500,66000,699241,4925707.0,74631922.0
2000-05-25,66000,69800,64100,66900,944580,4992876.0,74631922.0
2000-05-26,66000,66000,57500,61600,766985,4597326.0,74631922.0
2000-05-29,55100,63000,55100,63000,438231,4705703.0,74693696.0
2000-05-30,65000,68400,64500,68000,354730,5079171.0,74693696.0
2000-05-31,71000,76900,70100,71000,705522,5303252.0,74693696.0
2000-06-01,72000,73500,70500,72800,374305,5437701.0,74693696.0
2000-06-02,75000,76900,73500,74000,583449,5527334.0,74693696.0
2000-06-05,76000,76000,72300,74100,461109,5534803.0,74693696.0
2000-06-07,74000,74600,72500,74100,427066,5534803.0,74693696.0
2000-06-08,74100,75000,69100,69300,577861,5176273.0,74693696.0
2000-06-09,69300,77000,68900,74500,550402,5564680.0,74693696.0
2000-06-12,74500,74700,71800,74000,342499,5527334.0,74693696.0
2000-06-13,72900,73800,71500,73100,291231,5460109.0,74693696.0
2000-06-14,72500,74400,69900,71700,388361,5355538.0,74693696.0
2000-06-15,71700,71700,68000,68000,241866,5079171.0,74693696.0
2000-06-16,66100,69500,66100,68000,334310,5079171.0,74693696.0
2000-06-19,65200,69300,65200,67500,226774,5041824.0,74693696.0
2000-06-20,67000,71000,67000,70000,365650,5228559.0,74693696.0
2000-06-21,71000,71000,68700,68800,199609,5138926.0,74693696.0
2000-06-22,69400,71200,68000,68500,280880,5116518.0,74693696.0
2000-06-23,67500,67900,66700,67700,225940,5056763.0,74693696.0
2000-06-26,67500,68600,67500,68000,281598,5079171.0,74693696.0
2000-06-27,68700,71300,68400,68900,327796,5146396.0,74693696.0
2000-06-28,68900,69300,68100,68900,357117,5146396.0,74693696.0
2000-06-29,70000,72900,69000,71600,748600,5348069.0,74693696.0
2000-06-30,71000,71600,68500,69900,657918,5221089.0,74693696.0
2000-07-03,69900,70300,69000,69600,247720,5198681.0,74693696.0
2000-07-04,69600,70300,68800,68800,203680,5138926.0,74693696.0
2000-07-05,68800,71000,68600,70000,473950,5228559.0,74693696.0
2000-07-06,69000,69300,67500,68700,598210,5131457.0,74693696.0
2000-07-07,67300,68000,64200,64500,1191959,4817743.0,74693696.0
2000-07-10,63000,64000,60500,61700,1058325,4608601.0,74693696.0
2000-07-11,62500,64100,61700,62000,842913,4631009.0,74693696.0
2000-07-12,61100,62500,60000,61000,557190,4556315.0,74693696.0
2000-07-13,60000,62400,59500,61200,553960,4571254.0,74693696.0
2000-07-14,61000,61900,60300,60500,284036,4518969.0,74693696.0
2000-07-18,60000,61400,59700,61000,293860,4556315.0,74693696.0
2000-07-19,60600,61000,58500,58500,291591,4369581.0,74693696.0
2000-07-20,56100,58200,56100,58200,412062,4347173.0,74693696.0
2000-07-21,58500,59000,56800,57100,256140,4265010.0,74693696.0
2000-07-24,57100,57700,55100,55800,585888,4167908.0,74693696.0
2000-07-25,56500,56700,55600,55900,362601,4175378.0,74693696.0
2000-07-26,56000,56400,54200,55000,566661,4108153.0,74693696.0
2000-07-27,55100,56000,54400,56000,355643,4182847.0,74693696.0
2000-07-28,54000,54900,48700,50700,1132365,3786970.0,74693696.0
2000-07-31,49000,50000,47150,50000,767405,3734685.0,74693696.0
2000-08-01,50000,51800,49200,51300,695751,3831787.0,74693696.0
2000-08-02,50100,51200,49500,50500,353847,3772032.0,74693696.0
2000-08-03,50300,51000,49300,49900,322665,3727215.0,74693696.0
2000-08-04,49500,49700,47300,48000,439484,3585297.0,74693696.0
2000-08-07,47000,47500,45300,46000,496540,3435910.0,74693696.0
2000-08-08,46100,46500,44650,45000,710192,3361216.0,74693696.0
2000-08-09,45000,47000,45000,46350,1218907,3462053.0,74693696.0
2000-08-10,47000,50000,46500,50000,1365271,3734685.0,74693696.0
2000-08-11,49500,52900,48600,51300,1217820,3831787.0,74693696.0
2000-08-14,53000,53000,49300,49300,761540,3682399.0,74693696.0
2000-08-16,49600,50300,48200,49100,868880,3667460.0,74693696.0
2000-08-17,49100,49500,46800,47000,716781,3510604.0,74693696.0
2000-08-18,47000,49950,47000,48400,1483595,3615175.0,74693696.0
2000-08-21,48000,50800,47400,50300,1663202,3757093.0,74693696.0
2000-08-22,51100,51900,50100,50800,802667,3794440.0,74693696.0
2000-08-23,50200,50700,48800,48800,623449,3645052.0,74693696.0
2000-08-24,49000,49600,45700,47000,934593,3510604.0,74693696.0
