동양고속(084670),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2005-09-20,6397,6699,6397,6514,5350,14234.0,1016727.0
2005-09-21,6513,7490,6513,7492,73590,16369.0,1016727.0
2005-09-22,7398,7469,6956,7260,34740,15861.0,1016727.0
2005-09-23,7141,7165,6839,6887,22300,15048.0,1016727.0
2005-09-26,6839,7212,6839,6887,14749,15048.0,1016727.0
2005-09-27,7071,7071,6769,6933,8521,15149.0,1016727.0
2005-09-28,6885,6955,6769,6887,8770,15048.0,1016727.0
2005-09-29,6980,7910,6980,7818,214778,17081.0,1016727.0
2005-09-30,7677,8329,7514,8051,45200,17589.0,1016727.0
2005-10-04,8096,8491,7910,8142,29300,17793.0,1016727.0
2005-10-05,8073,8259,7863,8004,12770,17488.0,1016727.0
2005-10-06,7770,7979,7723,7840,11425,17132.0,1016727.0
2005-10-07,7817,7817,7654,7655,7710,16725.0,1016727.0
2005-10-10,7514,8072,7514,7724,8515,16878.0,1016727.0
2005-10-11,7722,7910,7630,7724,11050,16878.0,1016727.0
2005-10-12,7724,8144,7654,7910,17560,17284.0,1016727.0
2005-10-13,8096,8096,7445,8051,25845,17589.0,1016727.0
2005-10-14,7910,7980,7794,7910,5420,17284.0,1016727.0
2005-10-17,7911,7956,7306,7469,11920,16318.0,1016727.0
2005-10-18,7306,7911,7306,7446,4910,16268.0,1016727.0
2005-10-19,7118,7305,6955,6979,11643,15251.0,1016727.0
2005-10-20,6980,7119,6607,6747,11549,14743.0,1016727.0
2005-10-21,6747,6980,6747,6747,7480,14743.0,1016727.0
2005-10-24,6746,7188,6746,6887,2779,15048.0,1016727.0
2005-10-25,6886,7119,6793,6817,9910,14895.0,1016727.0
2005-10-26,6747,7049,6678,6841,6250,14946.0,1016727.0
2005-10-27,6839,6932,6839,6864,4730,14997.0,1016727.0
2005-10-28,6840,6863,6700,6841,2778,14946.0,1016727.0
2005-10-31,6747,6840,6747,6747,4872,14743.0,1016727.0
2005-11-01,6746,6979,6746,6933,3790,15149.0,1016727.0
2005-11-02,6932,6932,6839,6864,2073,14997.0,1016727.0
2005-11-03,6862,6909,6862,6864,1130,14997.0,1016727.0
2005-11-04,6816,6956,6700,6864,1720,14997.0,1016727.0
2005-11-07,6862,6932,6815,6909,1540,15098.0,1016727.0
2005-11-08,6816,7421,6816,7305,4430,15963.0,1016727.0
2005-11-09,7421,7421,7212,7260,2692,15861.0,1016727.0
2005-11-10,7259,8190,7259,7910,13670,17284.0,1016727.0
2005-11-11,8096,8329,7701,7818,18260,17081.0,1016727.0
2005-11-14,8096,8096,7654,7655,9180,16725.0,1016727.0
2005-11-15,7630,7793,7445,7632,4050,16674.0,1016727.0
2005-11-16,7911,7911,7258,7632,12010,16674.0,1016727.0
2005-11-17,7538,8608,7538,8190,47672,17894.0,1016727.0
2005-11-18,8351,9398,8281,9399,111975,20538.0,1016727.0
2005-11-21,9841,10795,9841,10795,82982,23588.0,1016727.0
2005-11-22,11679,11865,10120,10238,172264,22368.0,1016727.0
2005-11-23,10190,11771,9771,11773,127336,25723.0,1016727.0
2005-11-24,11842,12424,10028,10238,113777,22368.0,1016727.0
2005-11-25,10167,10306,9399,9517,72604,20792.0,1016727.0
2005-11-28,9701,9979,9492,9725,55630,21250.0,1016727.0
2005-11-29,9562,9702,8794,9074,63030,19826.0,1016727.0
2005-11-30,8980,9561,8840,9306,68239,20335.0,1016727.0
2005-12-01,9307,9586,8840,9074,38395,19826.0,1016727.0
2005-12-02,9212,9701,8956,8957,40782,19572.0,1016727.0
2005-12-05,9050,9050,8468,8469,32560,18504.0,1016727.0
2005-12-06,8653,8794,8375,8562,30990,18708.0,1016727.0
2005-12-07,8724,9842,8446,9842,94080,21504.0,1016727.0
2005-12-08,9958,10887,9677,9725,141519,21250.0,1016727.0
2005-12-09,9772,10050,9167,9493,70012,20741.0,1016727.0
2005-12-12,9445,10376,9445,9517,64780,20792.0,1016727.0
2005-12-13,9444,9608,8840,9306,39898,20335.0,1016727.0
2005-12-14,9259,9771,9259,9353,32442,20436.0,1016727.0
2005-12-15,9445,9817,9213,9215,34948,20131.0,1016727.0
2005-12-16,9073,9632,9073,9260,27209,20233.0,1016727.0
2005-12-19,9118,9352,8933,8934,26061,19521.0,1016727.0
2005-12-20,8865,9330,8840,9074,23651,19826.0,1016727.0
2005-12-21,8980,9166,8910,8934,9683,19521.0,1016727.0
2005-12-22,8934,8981,8446,8446,23018,18454.0,1016727.0
2005-12-23,8446,8772,8305,8423,16870,18403.0,1016727.0
2005-12-26,8421,8771,8375,8609,7518,18809.0,1016727.0
2005-12-27,8702,8887,8515,8702,9010,19013.0,1016727.0
2005-12-28,8863,9049,8561,8586,9362,18759.0,1016727.0
2005-12-29,8514,8561,8468,8492,9040,18555.0,1016727.0
2006-01-02,8513,8747,8468,8586,8520,18759.0,1016727.0
2006-01-03,8537,8748,8492,8539,5356,18657.0,1016727.0
2006-01-04,8562,8817,8562,8725,9543,19064.0,1016727.0
2006-01-05,8910,8934,8654,8725,13809,19064.0,1016727.0
2006-01-06,8887,9237,8702,9145,12176,19979.0,1016727.0
2006-01-09,9352,9515,8933,8934,12016,19521.0,1016727.0
2006-01-10,8865,8957,8678,8702,7153,19013.0,1016727.0
2006-01-11,8608,9074,8608,8725,3640,19064.0,1016727.0
2006-01-12,8608,8840,8608,8702,8600,19013.0,1016727.0
2006-01-13,8632,8981,8632,8888,7410,19419.0,1016727.0
2006-01-16,8864,9096,8864,8934,5310,19521.0,1016727.0
2006-01-17,8933,9026,8631,8632,7270,18860.0,1016727.0
2006-01-18,8631,8631,7979,8190,11530,17894.0,1016727.0
2006-01-19,8422,8422,8026,8051,8962,17589.0,1016727.0
2006-01-20,7955,8328,7770,7864,15400,17183.0,1016727.0
2006-01-23,7864,8003,6723,7446,19060,16268.0,1016727.0
2006-01-24,7445,7609,6980,7446,31012,16268.0,1016727.0
2006-01-25,7328,7676,7258,7399,8360,16166.0,1016727.0
2006-01-26,7328,7515,7259,7446,9361,16268.0,1016727.0
2006-01-27,7491,7654,7398,7562,6710,16522.0,1016727.0
2006-01-31,7560,7979,7560,7840,4090,17132.0,1016727.0
2006-02-01,7817,7817,7352,7446,3640,16268.0,1016727.0
2006-02-02,7469,7654,7374,7585,3080,16573.0,1016727.0
2006-02-03,7444,7490,7236,7305,2320,15963.0,1016727.0
2006-02-06,7003,7258,6537,7143,3390,15607.0,1016727.0
2006-02-07,6909,7118,6909,6909,2780,15098.0,1016727.0
2006-02-08,6793,7258,6770,6771,2080,14793.0,1016727.0
2006-02-09,6792,6955,6746,6887,360,15048.0,1016727.0
2006-02-10,6514,6793,6514,6795,2500,14844.0,1016727.0
2006-02-13,6792,6979,6792,6909,3640,15098.0,1016727.0
2006-02-14,6909,6932,6909,6909,1192,15098.0,1016727.0
2006-02-15,7002,7025,6699,6701,4660,14641.0,1016727.0
2006-02-16,6700,6933,6561,6747,2950,14743.0,1016727.0
2006-02-17,6699,7095,6699,6909,4090,15098.0,1016727.0
2006-02-20,6980,7561,6980,7562,4940,16522.0,1016727.0
2006-02-21,7630,8305,7630,8306,14580,18149.0,1016727.0
2006-02-22,8305,8537,7792,8142,5500,17793.0,1016727.0
2006-02-23,8351,8537,8073,8190,11420,17894.0,1016727.0
2006-02-24,8096,8840,8096,8748,10290,19114.0,1016727.0
2006-02-27,9026,9026,8212,8492,5311,18555.0,1016727.0
2006-02-28,8050,8282,7841,7958,13740,17386.0,1016727.0
2006-03-02,8096,8096,7722,7794,6866,17030.0,1016727.0
2006-03-03,8003,8003,7700,7701,4790,16827.0,1016727.0
2006-03-06,7538,7955,7538,7771,5020,16979.0,1016727.0
2006-03-07,7886,7886,7700,7724,840,16878.0,1016727.0
2006-03-08,7792,7863,7700,7794,1990,17030.0,1016727.0
2006-03-09,7700,7840,7700,7724,2070,16878.0,1016727.0
2006-03-10,7676,8073,7676,7840,1309,17132.0,1016727.0
2006-03-13,7955,7955,7538,7840,3850,17132.0,1016727.0
2006-03-14,7841,8049,7841,8004,5421,17488.0,1016727.0
2006-03-15,8003,8678,7817,8051,8200,17589.0,1016727.0
2006-03-16,8096,8329,7841,7981,5700,17437.0,1016727.0
2006-03-17,8074,8074,7678,7888,3650,17234.0,1016727.0
2006-03-20,7817,7817,7561,7608,5032,16623.0,1016727.0
2006-03-21,7817,7863,7537,7724,2260,16878.0,1016727.0
2006-03-22,7630,7723,7491,7655,1610,16725.0,1016727.0
2006-03-23,7539,7654,7515,7538,4380,16471.0,1016727.0
2006-03-24,7677,7677,7398,7585,5665,16573.0,1016727.0
2006-03-27,7538,7654,7491,7655,31820,16725.0,1016727.0
2006-03-28,7653,7676,7608,7678,1660,16776.0,1016727.0
2006-03-29,7654,7654,7469,7632,983,16674.0,1016727.0
2006-03-30,7539,7609,7539,7538,720,16471.0,1016727.0
2006-03-31,7444,7608,7444,7585,1510,16573.0,1016727.0
2006-04-03,7469,7677,7469,7562,3590,16522.0,1016727.0
2006-04-04,7469,7561,7469,7538,1660,16471.0,1016727.0
2006-04-05,7514,7630,7514,7632,6550,16674.0,1016727.0
2006-04-06,7351,7701,7351,7632,2199,16674.0,1016727.0
2006-04-07,7630,7676,7560,7678,1780,16776.0,1016727.0
2006-04-10,7677,7956,7630,7632,3737,16674.0,1016727.0
2006-04-11,7887,7887,7630,7678,735,16776.0,1016727.0
2006-04-12,7630,7771,7514,7655,1630,16725.0,1016727.0
2006-04-13,7677,7677,7514,7655,2700,16725.0,1016727.0
2006-04-14,7538,7746,7538,7678,2470,16776.0,1016727.0
2006-04-17,7817,7817,7630,7678,2377,16776.0,1016727.0
2006-04-18,7561,7701,7561,7632,4520,16674.0,1016727.0
2006-04-19,7887,8772,7841,8772,87974,19165.0,1016727.0
2006-04-20,9307,9586,8329,8330,91841,18199.0,1016727.0
2006-04-21,8445,8747,8329,8562,42610,18708.0,1016727.0
2006-04-24,8562,8935,8259,8260,29852,18047.0,1016727.0
2006-04-25,8096,8305,7910,7981,18371,17437.0,1016727.0
2006-04-26,8074,8119,7841,7981,7110,17437.0,1016727.0
2006-04-27,8119,8212,8003,8073,5010,17640.0,1016727.0
2006-04-28,8259,8259,7677,7910,8084,17284.0,1016727.0
2006-05-02,7701,7887,7676,7748,5039,16929.0,1016727.0
2006-05-03,7746,7978,7700,7724,5031,16878.0,1016727.0
2006-05-04,7724,7724,7445,7446,8430,16268.0,1016727.0
2006-05-08,7421,7585,7398,7538,4623,16471.0,1016727.0
2006-05-09,7539,7585,7445,7446,4200,16268.0,1016727.0
2006-05-10,7445,7585,7445,7446,5580,16268.0,1016727.0
2006-05-11,7444,7514,7398,7492,3240,16369.0,1016727.0
2006-05-12,7352,7630,7352,7538,3220,16471.0,1016727.0
2006-05-15,7398,7561,7306,7562,3560,16522.0,1016727.0
2006-05-16,7700,7700,7305,7515,3940,16420.0,1016727.0
2006-05-17,7445,7585,7445,7538,5190,16471.0,1016727.0
2006-05-18,7444,7444,7095,7352,2370,16064.0,1016727.0
2006-05-19,7282,7282,7166,7260,1670,15861.0,1016727.0
2006-05-22,7257,7328,6955,6979,8840,15251.0,1016727.0
2006-05-23,7119,7119,6747,6747,10280,14743.0,1016727.0
2006-05-24,6746,6886,6700,6864,3231,14997.0,1016727.0
2006-05-25,7259,7259,6793,6795,2110,14844.0,1016727.0
2006-05-26,6769,7212,6769,7073,670,15454.0,1016727.0
2006-05-29,7118,7350,6979,6979,2110,15251.0,1016727.0
2006-05-30,6979,6979,6769,6979,770,15251.0,1016727.0
2006-06-01,7072,7072,6305,6841,890,14946.0,1016727.0
2006-06-02,6885,6885,6490,6561,1380,14336.0,1016727.0
2006-06-05,6607,6886,6561,6747,2990,14743.0,1016727.0
2006-06-07,6513,6839,6420,6655,7041,14539.0,1016727.0
2006-06-08,6515,6515,6282,6282,8481,13726.0,1016727.0
2006-06-09,6305,6748,6305,6375,6070,13929.0,1016727.0
2006-06-12,6607,6700,6513,6655,2611,14539.0,1016727.0
2006-06-13,6653,6792,6653,6701,5487,14641.0,1016727.0
2006-06-14,6699,7165,6559,7073,2310,15454.0,1016727.0
2006-06-15,7095,7351,6792,6887,3850,15048.0,1016727.0
2006-06-16,7305,7351,7141,7329,2790,16013.0,1016727.0
2006-06-19,7212,7444,7165,7305,5064,15963.0,1016727.0
2006-06-20,7259,7259,7166,7260,2910,15861.0,1016727.0
2006-06-21,7258,7282,7119,7282,2447,15912.0,1016727.0
2006-06-22,7306,7306,7166,7236,480,15810.0,1016727.0
2006-06-23,7188,7212,7072,7212,2250,15759.0,1016727.0
2006-06-26,6956,7189,6956,7167,870,15658.0,1016727.0
2006-06-27,7118,7118,6979,6979,130,15251.0,1016727.0
2006-06-28,7212,7212,6746,6979,500,15251.0,1016727.0
2006-06-29,6723,7259,6723,7190,1560,15708.0,1016727.0
2006-06-30,7004,7306,6980,7167,440,15658.0,1016727.0
2006-07-03,7189,7189,6980,7190,630,15708.0,1016727.0
2006-07-04,7166,7166,7025,7167,50,15658.0,1016727.0
2006-07-05,6769,7141,6607,6607,1181,14438.0,1016727.0
2006-07-06,6678,6956,6607,6817,2250,14895.0,1016727.0
2006-07-07,6955,6955,6955,6957,19,15200.0,1016727.0
2006-07-10,6327,6746,6327,6677,3558,14590.0,1016727.0
2006-07-11,6700,7026,6700,6747,1900,14743.0,1016727.0
2006-07-12,6746,6980,6746,6957,160,15200.0,1016727.0
2006-07-13,6792,6932,6677,6933,340,15149.0,1016727.0
2006-07-14,6746,6885,6746,6887,500,15048.0,1016727.0
2006-07-18,6653,6769,6327,6655,3620,14539.0,1016727.0
2006-07-19,6653,6769,6513,6607,2220,14438.0,1016727.0
2006-07-20,6630,6770,6630,6771,360,14793.0,1016727.0
2006-07-21,6583,6979,6583,6979,610,15251.0,1016727.0
2006-07-24,6815,6932,6746,6933,400,15149.0,1016727.0
2006-07-25,6909,6980,6862,6864,1450,14997.0,1016727.0
2006-07-26,6885,6979,6862,6979,1400,15251.0,1016727.0
2006-07-27,6979,6979,6909,6909,700,15098.0,1016727.0
2006-07-28,6909,6979,6909,6979,500,15251.0,1016727.0
2006-07-31,6840,7212,6840,7212,1600,15759.0,1016727.0
2006-08-01,7004,7259,6980,7236,880,15810.0,1016727.0
2006-08-02,7189,7282,7165,7282,630,15912.0,1016727.0
2006-08-03,7282,7282,7119,7282,760,15912.0,1016727.0
2006-08-04,7002,7257,6979,7073,1220,15454.0,1016727.0
2006-08-07,7071,7118,6979,6979,1060,15251.0,1016727.0
2006-08-08,6980,7282,6980,7236,2162,15810.0,1016727.0
2006-08-09,7072,7212,7072,7212,770,15759.0,1016727.0
2006-08-10,7212,7259,7096,7260,142,15861.0,1016727.0
2006-08-11,7212,7212,7049,7212,620,15759.0,1016727.0
2006-08-14,7142,7189,7142,7190,420,15708.0,1016727.0
2006-08-16,7212,7258,6980,7027,1550,15353.0,1016727.0
2006-08-17,7004,7119,7004,7120,580,15556.0,1016727.0
2006-08-18,7119,7189,6980,7097,2960,15505.0,1016727.0
2006-08-21,6979,7094,6979,7003,2320,15302.0,1016727.0
2006-08-22,6887,7539,6887,7236,3140,15810.0,1016727.0
2006-08-23,7212,7237,7212,7236,30,15810.0,1016727.0
2006-08-24,7677,7677,7259,7260,120,15861.0,1016727.0
2006-08-25,7328,7678,7306,7446,7450,16268.0,1016727.0
2006-08-28,7282,7375,7096,7167,2590,15658.0,1016727.0
2006-08-29,7165,7421,7165,7376,3771,16115.0,1016727.0
2006-08-30,7306,7352,7166,7167,1694,15658.0,1016727.0
2006-08-31,7258,7444,7258,7376,3950,16115.0,1016727.0
2006-09-01,7351,7398,7258,7399,1940,16166.0,1016727.0
2006-09-04,7350,7514,7350,7515,619,16420.0,1016727.0
2006-09-05,7538,7792,7538,7701,6997,16827.0,1016727.0
2006-09-06,7817,8003,7793,7934,9490,17335.0,1016727.0
2006-09-07,7817,7887,7817,7888,620,17234.0,1016727.0
2006-09-08,7933,7956,7793,7934,2060,17335.0,1016727.0
2006-09-11,7863,7932,7722,7724,584,16878.0,1016727.0
2006-09-12,7585,7747,7561,7585,3520,16573.0,1016727.0
2006-09-13,7490,7607,7444,7492,5031,16369.0,1016727.0
2006-09-14,7467,7514,7373,7515,970,16420.0,1016727.0
2006-09-15,7469,7539,7445,7538,1030,16471.0,1016727.0
2006-09-18,7539,7630,7539,7608,880,16623.0,1016727.0
2006-09-19,7490,7585,7374,7376,3450,16115.0,1016727.0
2006-09-20,7351,7654,7351,7562,1980,16522.0,1016727.0
2006-09-21,7630,8446,7561,7910,3710,17284.0,1016727.0
2006-09-22,7722,7955,7722,7794,1990,17030.0,1016727.0
2006-09-25,7886,7886,7840,7864,830,17183.0,1016727.0
2006-09-26,7817,7887,7701,7888,1120,17234.0,1016727.0
2006-09-27,7770,7770,7746,7771,990,16979.0,1016727.0
2006-09-28,7676,8073,7630,7771,2330,16979.0,1016727.0
2006-09-29,7771,7957,7771,7958,3338,17386.0,1016727.0
2006-10-02,7956,8143,7933,7934,940,17335.0,1016727.0
2006-10-04,7933,7933,7724,7910,530,17284.0,1016727.0
2006-10-09,7723,7723,7072,7655,5910,16725.0,1016727.0
2006-10-10,7306,7609,7306,7446,170,16268.0,1016727.0
2006-10-11,7445,8306,7445,7446,3603,16268.0,1016727.0
2006-10-12,7469,7491,7445,7469,920,16318.0,1016727.0
2006-10-13,7514,7746,7514,7724,960,16878.0,1016727.0
2006-10-16,7887,7887,7515,7538,2080,16471.0,1016727.0
2006-10-17,7469,7561,7398,7562,1210,16522.0,1016727.0
2006-10-18,7445,7561,7351,7562,360,16522.0,1016727.0
2006-10-19,7630,8608,7630,8354,16550,18250.0,1016727.0
2006-10-20,8281,8398,8025,8142,2570,17793.0,1016727.0
2006-10-23,8143,8538,7979,8375,5890,18301.0,1016727.0
2006-10-24,8281,8608,8281,8492,4630,18555.0,1016727.0
2006-10-25,8608,8933,8142,8655,27310,18911.0,1016727.0
2006-10-26,8654,8956,8632,8818,6300,19267.0,1016727.0
2006-10-27,8981,9213,8772,9121,6901,19928.0,1016727.0
2006-10-30,9143,9377,9051,9051,3200,19775.0,1016727.0
2006-10-31,8980,9027,8724,8841,6930,19318.0,1016727.0
2006-11-01,8700,9026,8700,9027,3590,19725.0,1016727.0
2006-11-02,9026,9352,8840,9283,18856,20284.0,1016727.0
2006-11-03,9283,9352,9050,9260,3610,20233.0,1016727.0
2006-11-06,9189,9538,9166,9283,3750,20284.0,1016727.0
2006-11-07,9306,9375,9259,9353,13941,20436.0,1016727.0
2006-11-08,9307,9772,9260,9586,17412,20945.0,1016727.0
2006-11-09,10088,10976,9940,10326,6950,17742.0,1016727.0
2006-11-10,10502,10502,10058,10295,7840,17691.0,1016727.0
2006-11-13,10236,11536,10236,11095,13340,19064.0,1016727.0
2006-11-14,11006,11479,10946,11125,2810,19114.0,1016727.0
2006-11-15,11242,11242,10710,11035,3810,18962.0,1016727.0
2006-11-16,10827,11123,10827,10976,3360,18860.0,1016727.0
2006-11-17,10886,11005,10710,10740,2880,18454.0,1016727.0
2006-11-20,10946,10946,10412,10415,2810,17894.0,1016727.0
2006-11-21,10354,10354,10176,10207,2920,17539.0,1016727.0
2006-11-22,10175,10384,9969,10355,4661,17793.0,1016727.0
2006-11-23,10353,10473,10147,10473,3220,17996.0,1016727.0
2006-11-24,10443,11006,10354,10947,5040,18809.0,1016727.0
2006-11-27,10946,10946,10533,10769,1280,18504.0,1016727.0
2006-11-28,10532,10946,10532,10918,2641,18759.0,1016727.0
2006-11-29,10827,10946,10649,10918,3320,18759.0,1016727.0
2006-11-30,10828,11006,10828,10947,4110,18809.0,1016727.0
2006-12-01,10946,10946,10798,10918,3840,18759.0,1016727.0
2006-12-04,10828,11243,10769,11065,2503,19013.0,1016727.0
2006-12-05,11094,11331,11065,11331,3898,19470.0,1016727.0
2006-12-06,11242,11508,11242,11361,11520,19521.0,1016727.0
2006-12-07,11359,11359,11242,11361,5090,19521.0,1016727.0
2006-12-08,11242,12070,11242,12012,4870,20640.0,1016727.0
2006-12-11,11833,12247,11833,12071,5843,20741.0,1016727.0
2006-12-12,13069,13877,11224,11879,73210,15708.0,1016727.0
2006-12-13,11724,12070,10916,11149,17050,14743.0,1016727.0
2006-12-14,11032,11685,10955,11533,5627,15251.0,1016727.0
2006-12-15,11378,11916,11378,11763,3470,15556.0,1016727.0
2006-12-18,11147,11916,11147,11533,2310,15251.0,1016727.0
2006-12-19,11378,11531,11224,11263,3352,14895.0,1016727.0
2006-12-20,11263,11301,10916,11149,3955,14743.0,1016727.0
2006-12-21,11070,11147,10609,11149,3670,14743.0,1016727.0
2006-12-22,10533,10840,10533,10687,17672,28356.0,2040000.0
2006-12-26,10417,10609,10378,10533,5202,27948.0,2040000.0
2006-12-27,10378,10455,10109,10264,4590,27234.0,2040000.0
2006-12-28,10378,10955,10378,10841,3270,28764.0,2040000.0
2007-01-02,10763,10763,10417,10456,1311,27744.0,2040000.0
2007-01-03,10455,10455,10225,10303,3946,27336.0,2040000.0
2007-01-04,10225,10378,10186,10380,3688,27540.0,2040000.0
2007-01-05,10032,10225,9994,10148,11981,35006.0,2652000.0
2007-01-08,9878,10032,9840,9918,6077,34211.0,2652000.0
2007-01-09,9840,9994,9802,9957,3302,34343.0,2652000.0
2007-01-10,9878,9994,9725,9995,1947,34476.0,2652000.0
2007-01-11,10109,10533,10032,10533,3222,36332.0,2652000.0
2007-01-12,10533,10725,10417,10687,3361,36863.0,2652000.0
2007-01-15,10417,10840,10417,10533,2300,36332.0,2652000.0
2007-01-16,10225,10533,10225,10495,1382,36200.0,2652000.0
2007-01-17,10378,10417,10186,10380,1519,35802.0,2652000.0
2007-01-18,10378,10378,10070,10148,2690,35006.0,2652000.0
2007-01-19,10148,10148,9686,9918,6810,34211.0,2652000.0
2007-01-22,9763,9917,9763,9918,770,34211.0,2652000.0
2007-01-23,10070,10109,9610,9995,29280,34476.0,2652000.0
2007-01-24,9994,10301,9994,10226,950,35272.0,2652000.0
2007-01-25,10301,10570,10301,10380,3620,35802.0,2652000.0
2007-01-26,10070,10648,10070,10572,700,36465.0,2652000.0
2007-01-29,10763,10801,10609,10803,6550,37261.0,2652000.0
2007-01-30,10763,10763,10378,10495,4060,36200.0,2652000.0
2007-01-31,10225,10378,10225,10380,1390,35802.0,2652000.0
2007-02-01,10378,10570,10032,10456,4640,36067.0,2652000.0
2007-02-02,10455,10840,10301,10841,6400,37393.0,2652000.0
2007-02-05,10801,10916,10801,10919,55088,37658.0,2652000.0
2007-02-06,10916,12223,10648,11456,29130,39515.0,2652000.0
2007-02-07,11455,11608,11147,11610,4110,40045.0,2652000.0
2007-02-08,11647,11685,11224,11533,3207,39780.0,2652000.0
2007-02-09,11493,11531,11301,11533,4880,39780.0,2652000.0
2007-02-12,10955,11455,10955,11379,1080,39250.0,2652000.0
2007-02-13,11108,11608,11108,11533,3420,39780.0,2652000.0
2007-02-14,11531,11724,11531,11533,10940,39780.0,2652000.0
2007-02-15,11531,11571,11301,11533,1330,39780.0,2652000.0
2007-02-16,11763,11763,11378,11571,4422,39913.0,2652000.0
2007-02-20,11571,11685,11378,11649,2640,40178.0,2652000.0
2007-02-21,11685,11685,11416,11533,2790,39780.0,2652000.0
2007-02-22,11301,11493,11301,11456,1700,39515.0,2652000.0
2007-02-23,11378,11455,11224,11418,1720,39382.0,2652000.0
2007-02-26,11108,11531,11070,11494,5470,39647.0,2652000.0
2007-02-27,11186,11378,11147,11341,1000,39117.0,2652000.0
2007-02-28,11108,11339,11070,11341,1140,39117.0,2652000.0
2007-03-02,11416,11416,10840,11149,1330,38454.0,2652000.0
2007-03-05,10993,11224,10993,11225,1970,38719.0,2652000.0
2007-03-06,11186,11224,11032,11149,1630,38454.0,2652000.0
2007-03-07,11147,11147,10916,11149,6110,38454.0,2652000.0
2007-03-08,11147,11147,11070,11071,340,38189.0,2652000.0
2007-03-09,11032,11070,10878,11071,740,38189.0,2652000.0
2007-03-12,10878,11070,10878,11071,730,38189.0,2652000.0
2007-03-13,11032,11224,10916,11225,1660,38719.0,2652000.0
2007-03-14,10955,11147,10878,11111,770,38321.0,2652000.0
2007-03-15,10916,11032,10916,11033,490,38056.0,2652000.0
2007-03-16,10916,11301,10840,11225,7038,38719.0,2652000.0
2007-03-19,11339,11378,11186,11341,6550,39117.0,2652000.0
2007-03-20,11263,11801,11263,11763,6118,40576.0,2652000.0
2007-03-21,11916,11916,11416,11841,3910,40841.0,2652000.0
2007-03-22,11954,11954,11571,11649,1960,40178.0,2652000.0
2007-03-23,11416,11647,11416,11649,2882,40178.0,2652000.0
2007-03-26,11685,11724,11531,11725,5910,40443.0,2652000.0
2007-03-27,11647,11839,11531,11802,8000,40708.0,2652000.0
2007-03-28,11763,11763,11647,11725,6210,40443.0,2652000.0
2007-03-29,11724,11954,11647,11763,4850,40576.0,2652000.0
2007-03-30,11916,11993,11763,11994,7020,41371.0,2652000.0
2007-04-02,12301,12301,11954,12148,1290,41902.0,2652000.0
2007-04-03,12301,12915,12146,12917,7010,44554.0,2652000.0
2007-04-04,13531,14069,12685,13225,1850,45614.0,2652000.0
