NICE(034310),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-01-28,6366,6875,6299,6299,5685,157450.0,6700000.0
2008-01-29,6326,6433,6312,6433,140,160800.0,6700000.0
2008-01-30,6486,6486,6272,6299,1093,157450.0,6700000.0
2008-01-31,6540,6607,6312,6313,3910,157785.0,6700000.0
2008-02-01,6312,6312,6245,6246,190,156110.0,6700000.0
2008-02-04,6245,6486,6165,6246,1430,156110.0,6700000.0
2008-02-05,6326,6326,6192,6326,30,158120.0,6700000.0
2008-02-11,6312,6312,6178,6313,80,157785.0,6700000.0
2008-02-12,6071,6419,6071,6407,1900,160130.0,6700000.0
2008-02-13,6352,6406,6192,6407,420,160130.0,6700000.0
2008-02-14,6406,6567,6406,6567,1540,164150.0,6700000.0
2008-02-15,6567,6567,6285,6514,650,162810.0,6700000.0
2008-02-18,6366,6567,6326,6567,860,164150.0,6700000.0
2008-02-19,6554,6554,6554,6554,0,163815.0,6700000.0
2008-02-20,6553,6553,6299,6407,373,160130.0,6700000.0
2008-02-21,6406,6446,6326,6433,6950,160800.0,6700000.0
2008-02-22,6285,6554,6259,6554,1740,163815.0,6700000.0
2008-02-25,6554,6674,6393,6675,5360,166830.0,6700000.0
2008-02-26,6540,6607,6460,6608,2060,165155.0,6700000.0
2008-02-27,6446,6567,6406,6567,4100,164150.0,6700000.0
2008-02-28,6460,6513,6379,6514,2700,162810.0,6700000.0
2008-02-29,6486,6486,6379,6487,390,162140.0,6700000.0
2008-03-03,6406,6446,6406,6447,680,161135.0,6700000.0
2008-03-04,6192,6446,6192,6447,1480,161135.0,6700000.0
2008-03-05,6299,6446,6299,6447,3420,161135.0,6700000.0
2008-03-06,6446,6446,6366,6447,2460,161135.0,6700000.0
2008-03-07,6460,6460,6352,6433,710,160800.0,6700000.0
2008-03-10,6446,6446,6406,6407,220,160130.0,6700000.0
2008-03-11,6406,6419,6178,6407,3500,160130.0,6700000.0
2008-03-12,6433,6433,6232,6407,6720,160130.0,6700000.0
2008-03-13,6285,6326,6232,6232,260,155775.0,6700000.0
2008-03-14,6232,6339,6232,6340,220,158455.0,6700000.0
2008-03-17,6339,6339,6165,6165,360,154100.0,6700000.0
2008-03-18,6165,6165,6031,6125,340,153095.0,6700000.0
2008-03-19,6125,6299,6111,6299,1420,157450.0,6700000.0
2008-03-20,6138,6299,6138,6299,1250,157450.0,6700000.0
2008-03-21,6299,6339,6299,6340,1510,158455.0,6700000.0
2008-03-24,6205,6393,6205,6393,1230,159795.0,6700000.0
2008-03-25,6299,6419,6299,6420,3400,160465.0,6700000.0
2008-03-26,6312,6379,6299,6326,2240,158120.0,6700000.0
2008-03-27,6312,6312,6299,6299,908,157450.0,6700000.0
2008-03-28,6138,6299,6138,6165,1130,154100.0,6700000.0
2008-03-31,6178,6299,6178,6299,980,157450.0,6700000.0
2008-04-01,6393,6393,6379,6393,60,159795.0,6700000.0
2008-04-02,6285,6433,6285,6433,3200,160800.0,6700000.0
2008-04-03,6433,6433,6433,6433,100,160800.0,6700000.0
2008-04-04,6433,6433,6299,6393,290,159795.0,6700000.0
2008-04-07,6419,6433,6245,6433,3310,160800.0,6700000.0
2008-04-08,6419,6433,6419,6433,2150,160800.0,6700000.0
2008-04-10,6352,6486,6352,6487,720,162140.0,6700000.0
2008-04-11,6433,6486,6433,6487,520,162140.0,6700000.0
2008-04-14,6433,6486,6433,6487,1100,162140.0,6700000.0
2008-04-15,6433,6433,6433,6433,60,160800.0,6700000.0
2008-04-16,6165,6352,6071,6125,16350,153095.0,6700000.0
2008-04-17,6245,6339,6111,6326,281750,158120.0,6700000.0
2008-04-18,6352,6379,6352,6380,110,159460.0,6700000.0
2008-04-21,6205,6553,6205,6487,3050,162140.0,6700000.0
2008-04-22,6500,6500,6326,6393,420,159795.0,6700000.0
2008-04-23,6379,6379,6165,6286,780,157115.0,6700000.0
2008-04-24,6165,6165,6111,6165,2440,154100.0,6700000.0
2008-04-25,6165,6165,6017,6031,3440,150750.0,6700000.0
2008-04-28,6084,6165,6031,6031,480,150750.0,6700000.0
2008-04-29,6031,6031,5924,6031,1220,150750.0,6700000.0
2008-04-30,6031,6138,5897,6139,15030,153430.0,6700000.0
2008-05-02,6111,6111,5977,6098,6150,152425.0,6700000.0
2008-05-06,6178,6178,5991,6152,4310,153765.0,6700000.0
2008-05-07,6031,6125,5991,6098,2620,152425.0,6700000.0
2008-05-08,6111,6111,6111,6112,10,152760.0,6700000.0
2008-05-09,6031,6111,6031,6112,40,152760.0,6700000.0
2008-05-13,6111,6111,6004,6072,1130,151755.0,6700000.0
2008-05-14,5990,6058,5977,5978,1010,149410.0,6700000.0
2008-05-15,5924,6500,5830,6500,6270,162475.0,6700000.0
2008-05-16,6165,6433,6151,6433,7550,160800.0,6700000.0
2008-05-19,6433,6486,6352,6420,14880,160465.0,6700000.0
2008-05-20,6473,6486,6352,6420,6890,160465.0,6700000.0
2008-05-21,6312,6406,6245,6313,4960,157785.0,6700000.0
2008-05-22,6379,6567,6312,6433,23231,160800.0,6700000.0
2008-05-23,6527,6540,6393,6541,18210,163480.0,6700000.0
2008-05-26,6460,6460,6460,6460,300,161470.0,6700000.0
2008-05-27,6433,6554,6433,6554,250,163815.0,6700000.0
2008-05-28,6446,6460,6232,6433,8440,160800.0,6700000.0
2008-05-29,6433,6433,6285,6313,14340,157785.0,6700000.0
2008-05-30,6312,6312,6205,6313,3095,157785.0,6700000.0
2008-06-02,6205,6366,6205,6313,5620,157785.0,6700000.0
2008-06-03,6245,6312,6125,6125,10885,153095.0,6700000.0
2008-06-04,6285,6285,5991,6219,1750,155440.0,6700000.0
2008-06-05,6165,6259,6031,6165,8150,154100.0,6700000.0
2008-06-09,5977,6192,5977,6165,19281,154100.0,6700000.0
2008-06-10,6058,6071,6044,6058,11391,151420.0,6700000.0
2008-06-11,5991,6071,5977,6058,15501,151420.0,6700000.0
2008-06-12,5977,5977,5977,5978,210,149410.0,6700000.0
2008-06-13,6138,6138,5642,5643,18186,141035.0,6700000.0
2008-06-16,5883,6098,5843,6031,8992,150750.0,6700000.0
2008-06-17,6098,6245,6004,6246,8410,156110.0,6700000.0
2008-06-18,6245,6259,6165,6259,730,156445.0,6700000.0
2008-06-19,6272,6272,6272,6273,111,156780.0,6700000.0
2008-06-20,6259,6299,6205,6206,717,155105.0,6700000.0
2008-06-23,6232,6299,6232,6273,630,156780.0,6700000.0
2008-06-24,6299,6393,6272,6273,4480,156780.0,6700000.0
2008-06-25,6192,6326,6192,6326,1670,158120.0,6700000.0
2008-06-26,6299,6352,6232,6353,2530,158790.0,6700000.0
2008-06-27,6044,6326,6044,6299,2720,157450.0,6700000.0
2008-06-30,6500,6500,6433,6487,1850,162140.0,6700000.0
2008-07-01,6473,6486,6312,6313,3630,157785.0,6700000.0
2008-07-02,6058,6366,6058,6326,1110,158120.0,6700000.0
2008-07-03,6326,6326,6044,6165,1420,154100.0,6700000.0
2008-07-04,6352,6352,6084,6085,610,152090.0,6700000.0
2008-07-07,6084,6192,6084,6192,160,154770.0,6700000.0
2008-07-08,6071,6192,6071,6192,120,154770.0,6700000.0
2008-07-09,6071,6192,5977,6165,3160,154100.0,6700000.0
2008-07-10,6192,6192,5924,6165,5560,154100.0,6700000.0
2008-07-11,6031,6151,5924,6031,7100,150750.0,6700000.0
2008-07-14,6031,6071,5937,6058,220,151420.0,6700000.0
2008-07-15,6058,6058,5843,5870,880,146730.0,6700000.0
2008-07-16,5977,6098,5897,6004,185,150080.0,6700000.0
2008-07-17,6004,6125,5990,5991,140,149745.0,6700000.0
2008-07-18,6098,6098,5843,6058,2630,151420.0,6700000.0
2008-07-21,5950,6138,5950,6139,1670,153430.0,6700000.0
2008-07-22,6031,6138,5950,5951,2932,148740.0,6700000.0
2008-07-23,6058,6111,6031,6085,840,152090.0,6700000.0
2008-07-24,6138,6138,5897,6098,10710,152425.0,6700000.0
2008-07-25,6084,6138,6031,6139,750,153430.0,6700000.0
2008-07-28,6031,6098,6004,6085,1350,152090.0,6700000.0
2008-07-29,6058,6058,6058,6058,10,151420.0,6700000.0
2008-07-30,5977,6084,5937,5937,2520,148405.0,6700000.0
2008-07-31,5977,6138,5977,6112,2780,152760.0,6700000.0
2008-08-01,6165,6165,6165,6165,870,154100.0,6700000.0
2008-08-04,6004,6111,6004,6004,280,150080.0,6700000.0
2008-08-05,6004,6084,5830,5978,9180,149410.0,6700000.0
2008-08-06,6044,6044,5897,5978,3590,149410.0,6700000.0
2008-08-07,5964,5990,5883,5884,1923,147065.0,6700000.0
2008-08-08,6004,6084,5883,6072,5780,151755.0,6700000.0
2008-08-11,6326,6326,6084,6246,2700,156110.0,6700000.0
2008-08-12,6352,6419,6285,6407,1390,160130.0,6700000.0
2008-08-13,6406,6406,6406,6407,10,160130.0,6700000.0
2008-08-14,6393,6406,6259,6366,2450,159125.0,6700000.0
2008-08-18,6634,6634,6285,6353,1740,158790.0,6700000.0
2008-08-19,6352,6393,6218,6273,870,156780.0,6700000.0
2008-08-20,6245,6339,6178,6273,2660,156780.0,6700000.0
2008-08-21,6272,6272,6178,6179,1290,154435.0,6700000.0
2008-08-22,6004,6178,6004,6179,2630,154435.0,6700000.0
2008-08-25,6058,6245,6058,6246,2190,156110.0,6700000.0
2008-08-26,6192,6299,6192,6299,1390,157450.0,6700000.0
2008-08-27,6165,6245,6165,6246,70,156110.0,6700000.0
2008-08-28,6111,6178,6004,6004,1907,150080.0,6700000.0
2008-08-29,6031,6138,5991,6085,500,152090.0,6700000.0
2008-09-01,6031,6165,5897,6031,2430,150750.0,6700000.0
2008-09-02,5923,6004,5897,5924,1240,148070.0,6700000.0
2008-09-03,6151,6151,5495,5522,60840,138020.0,6700000.0
2008-09-04,5521,5803,5361,5763,2390,144050.0,6700000.0
2008-09-05,5763,5763,5763,5763,610,144050.0,6700000.0
2008-09-08,5897,6111,5897,6112,1960,152760.0,6700000.0
2008-09-09,5924,6138,5924,6058,810,151420.0,6700000.0
2008-09-10,6058,6058,6058,6058,20,151420.0,6700000.0
2008-09-11,6084,6084,6084,6085,10,152090.0,6700000.0
2008-09-12,6084,6084,6084,6085,0,152090.0,6700000.0
2008-09-16,5897,5950,5883,5897,190,147400.0,6700000.0
2008-09-17,5830,6151,5830,6152,110,153765.0,6700000.0
2008-09-18,5830,6125,5789,5817,20631,145390.0,6700000.0
2008-09-19,6084,6084,5789,5991,2400,149745.0,6700000.0
2008-09-22,5950,6111,5870,6112,180,152760.0,6700000.0
2008-09-23,5977,6098,5937,6098,200,152425.0,6700000.0
2008-09-24,5991,6138,5964,6139,910,153430.0,6700000.0
2008-09-25,5964,6111,5964,6098,210,152425.0,6700000.0
2008-09-26,6165,6165,6151,6152,20,153765.0,6700000.0
2008-09-29,5991,6151,5991,6152,860,153765.0,6700000.0
2008-09-30,6151,6151,6151,6152,3800,153765.0,6700000.0
2008-10-01,6058,6111,5977,6112,360,152760.0,6700000.0
2008-10-02,6004,6031,5964,6031,180,150750.0,6700000.0
2008-10-06,6098,6098,5897,6058,1090,151420.0,6700000.0
2008-10-07,5629,6111,5629,5830,1990,145725.0,6700000.0
2008-10-08,5977,5977,5629,5629,131,140700.0,6700000.0
2008-10-09,5790,5803,5374,5616,1070,140365.0,6700000.0
2008-10-10,5334,5602,5334,5576,1610,139360.0,6700000.0
2008-10-13,5883,5883,5575,5790,1410,144720.0,6700000.0
2008-10-14,5870,5883,5655,5884,960,147065.0,6700000.0
2008-10-15,5682,5923,5682,5870,320,146730.0,6700000.0
2008-10-16,5615,5629,5414,5629,520,140700.0,6700000.0
2008-10-17,5535,5682,5441,5629,460,140700.0,6700000.0
2008-10-20,5790,5790,5749,5750,20,143715.0,6700000.0
2008-10-21,5589,5830,5589,5750,330,143715.0,6700000.0
2008-10-22,5548,5696,5508,5616,240,140365.0,6700000.0
2008-10-23,5186,5575,5119,5334,1230,133330.0,6700000.0
2008-10-24,5092,5508,4556,4557,2050,113900.0,6700000.0
2008-10-27,4556,4891,4543,4544,451,113565.0,6700000.0
2008-10-28,3913,4704,3913,4530,399,113230.0,6700000.0
2008-10-29,4530,4597,4288,4356,1090,108875.0,6700000.0
2008-10-30,4543,4958,4503,4959,530,123950.0,6700000.0
2008-10-31,4959,5227,4905,5227,740,130650.0,6700000.0
2008-11-03,5334,5334,5267,5308,230,132660.0,6700000.0
2008-11-04,5012,5267,4597,4678,9330,116915.0,6700000.0
2008-11-05,4744,4892,4650,4718,2840,117920.0,6700000.0
2008-11-06,4556,4784,4422,4785,830,119595.0,6700000.0
2008-11-07,4302,4985,4302,4986,2160,124620.0,6700000.0
2008-11-10,4610,5160,4610,5039,1360,125960.0,6700000.0
2008-11-11,4878,5012,4771,4999,270,124955.0,6700000.0
2008-11-12,4891,5092,4891,4999,1210,124955.0,6700000.0
2008-11-13,4798,4999,4798,4999,1160,124955.0,6700000.0
2008-11-14,5092,5106,4985,4986,290,124620.0,6700000.0
2008-11-17,5186,5186,4623,4745,340,118590.0,6700000.0
2008-11-18,4771,4972,4664,4852,160,121270.0,6700000.0
2008-11-19,4824,4918,4610,4905,4400,122610.0,6700000.0
2008-11-20,4892,4892,4530,4637,1590,115910.0,6700000.0
2008-11-21,4556,4878,4556,4812,1320,120265.0,6700000.0
2008-11-24,4918,4918,4637,4812,2430,120265.0,6700000.0
2008-11-25,4811,4811,4664,4664,1090,116580.0,6700000.0
2008-11-26,4570,4892,4570,4825,1530,120600.0,6700000.0
2008-11-27,5012,5012,4771,4986,100,124620.0,6700000.0
2008-11-28,4865,5052,4865,5053,570,126295.0,6700000.0
2008-12-01,4717,4999,4704,4704,890,117585.0,6700000.0
2008-12-02,4677,4892,4677,4852,590,121270.0,6700000.0
2008-12-03,5026,5026,4744,4852,530,121270.0,6700000.0
2008-12-04,4717,4825,4623,4825,1800,120600.0,6700000.0
2008-12-05,4811,4811,4811,4812,0,120265.0,6700000.0
2008-12-08,4932,4932,4597,4798,4500,119930.0,6700000.0
2008-12-09,4691,4865,4691,4771,1980,119260.0,6700000.0
2008-12-10,4905,4918,4744,4852,150,121270.0,6700000.0
2008-12-11,4892,4892,4691,4798,2020,119930.0,6700000.0
2008-12-12,4878,4945,4811,4919,1080,122945.0,6700000.0
2008-12-15,4865,4918,4865,4919,1350,122945.0,6700000.0
2008-12-16,4905,4905,4905,4905,0,122610.0,6700000.0
2008-12-17,4985,4985,4878,4986,400,124620.0,6700000.0
2008-12-18,5039,5173,4798,5147,840,128640.0,6700000.0
2008-12-19,5146,5146,4731,5147,12560,128640.0,6700000.0
2008-12-22,5213,5213,4905,5147,4880,128640.0,6700000.0
2008-12-23,5186,5495,5146,5442,3590,136010.0,6700000.0
2008-12-24,5146,5682,5146,5629,1700,140700.0,6700000.0
2008-12-26,5602,5682,5428,5683,1010,142040.0,6700000.0
2008-12-29,5656,5656,5656,5656,100,141370.0,6700000.0
2008-12-30,5495,6460,5495,6460,7865,161470.0,6700000.0
2009-01-02,5816,6299,5495,5495,7735,137350.0,6700000.0
2009-01-05,5200,5495,5146,5415,11902,135340.0,6700000.0
2009-01-06,5414,5481,5414,5482,46,137015.0,6700000.0
2009-01-07,5253,5495,5253,5495,4235,137350.0,6700000.0
2009-01-08,5468,5535,5468,5535,80,138355.0,6700000.0
2009-01-09,5843,5843,5374,5442,460,136010.0,6700000.0
2009-01-12,5548,5548,5280,5281,640,131990.0,6700000.0
2009-01-13,5387,5508,5267,5482,1590,137015.0,6700000.0
2009-01-14,5508,5535,5307,5308,74,132660.0,6700000.0
2009-01-15,5307,5629,5173,5495,1921,137350.0,6700000.0
2009-01-16,5629,5629,5521,5602,170,140030.0,6700000.0
2009-01-19,5642,5656,5642,5656,30,141370.0,6700000.0
2009-01-20,5629,5629,5629,5629,0,140700.0,6700000.0
2009-01-21,5629,5629,5374,5375,230,134335.0,6700000.0
2009-01-22,5843,5843,5401,5602,1080,140030.0,6700000.0
2009-01-23,5441,5589,5441,5576,1150,139360.0,6700000.0
2009-01-28,5575,5790,5575,5763,220,144050.0,6700000.0
2009-01-29,5763,5843,5602,5723,3700,143045.0,6700000.0
2009-01-30,5722,5897,5454,5844,5700,146060.0,6700000.0
2009-02-02,5843,6004,5843,5951,3800,148740.0,6700000.0
2009-02-03,5950,6071,5950,6045,4130,151085.0,6700000.0
2009-02-04,6058,6259,5964,6031,6070,150750.0,6700000.0
2009-02-05,5937,6058,5937,5991,1390,149745.0,6700000.0
2009-02-06,6071,6071,5897,6004,4340,150080.0,6700000.0
2009-02-09,5924,6259,5763,5763,4330,144050.0,6700000.0
2009-02-10,5856,6031,5722,5803,4280,145055.0,6700000.0
2009-02-11,5910,5910,5521,5602,13953,140030.0,6700000.0
2009-02-12,5548,5548,5414,5495,22711,137350.0,6700000.0
2009-02-13,5696,5696,5481,5576,4850,139360.0,6700000.0
2009-02-16,5602,5816,5602,5763,910,144050.0,6700000.0
2009-02-17,5629,5763,5629,5629,140,140700.0,6700000.0
2009-02-18,5723,5723,5723,5723,10,143045.0,6700000.0
2009-02-19,5723,5723,5723,5723,0,143045.0,6700000.0
2009-02-20,6165,6165,5856,5857,590,146395.0,6700000.0
2009-02-23,5682,5856,5575,5857,1730,146395.0,6700000.0
2009-02-24,5669,5856,5655,5857,800,146395.0,6700000.0
2009-02-25,5749,5803,5723,5777,150,144385.0,6700000.0
2009-02-26,5682,5763,5656,5763,250,144050.0,6700000.0
2009-02-27,5615,6165,5615,5897,2920,147400.0,6700000.0
2009-03-02,5508,5923,5508,5924,350,148070.0,6700000.0
2009-03-03,5736,6031,5736,6031,1720,150750.0,6700000.0
2009-03-04,6031,6031,6031,6031,10,150750.0,6700000.0
2009-03-05,5495,6031,5495,5897,2110,147400.0,6700000.0
2009-03-06,6017,6017,6017,6018,10,150415.0,6700000.0
2009-03-09,6017,6017,6017,6018,0,150415.0,6700000.0
2009-03-10,5763,5964,5736,5924,3240,148070.0,6700000.0
2009-03-11,5924,6151,5843,6125,2010,153095.0,6700000.0
2009-03-12,6125,6125,6125,6125,0,153095.0,6700000.0
2009-03-13,5991,6111,5991,6112,40,152760.0,6700000.0
2009-03-16,6111,6111,6111,6112,10,152760.0,6700000.0
2009-03-17,5856,6996,5856,6299,1850,157450.0,6700000.0
2009-03-18,6071,6272,6071,6206,70,155105.0,6700000.0
2009-03-19,6004,6272,5991,6206,1490,155105.0,6700000.0
2009-03-20,6031,6058,5870,5870,8850,146730.0,6700000.0
2009-03-23,5897,6084,5897,5897,4170,147400.0,6700000.0
2009-03-24,5923,6058,5883,5884,1570,147065.0,6700000.0
2009-03-25,5923,5937,5843,5924,350,148070.0,6700000.0
2009-03-26,5870,5923,5856,5897,310,147400.0,6700000.0
2009-03-27,5950,6031,5789,5897,3030,147400.0,6700000.0
2009-03-30,6004,6004,6004,6004,10,150080.0,6700000.0
2009-03-31,5883,5883,5883,5884,100,147065.0,6700000.0
2009-04-01,6098,6098,5883,5951,1130,148740.0,6700000.0
2009-04-02,5950,6044,5950,6031,5831,150750.0,6700000.0
2009-04-03,5977,6138,5977,6139,1550,153430.0,6700000.0
2009-04-06,5991,6138,5977,6085,1490,152090.0,6700000.0
2009-04-07,6017,6031,5897,6004,1270,150080.0,6700000.0
2009-04-08,5990,5990,5776,5844,860,146060.0,6700000.0
2009-04-09,5937,6138,5830,5830,4430,145725.0,6700000.0
2009-04-10,6004,6004,5629,5629,2347,140700.0,6700000.0
2009-04-13,5656,5883,5656,5683,2923,142040.0,6700000.0
2009-04-14,5682,5870,5615,5656,12692,141370.0,6700000.0
2009-04-15,5656,5682,5575,5656,8071,141370.0,6700000.0
2009-04-16,5709,5843,5629,5629,3991,140700.0,6700000.0
2009-04-17,5642,5803,5562,5763,9650,144050.0,6700000.0
2009-04-20,5763,5763,5629,5723,3224,143045.0,6700000.0
2009-04-21,5521,5723,5521,5656,1195,141370.0,6700000.0
2009-04-22,5669,5709,5589,5710,1150,142710.0,6700000.0
2009-04-23,5642,5696,5361,5522,6449,138020.0,6700000.0
2009-04-24,5629,5629,5414,5509,1944,137685.0,6700000.0
2009-04-27,5468,5575,5468,5576,2400,139360.0,6700000.0
2009-04-28,5454,5548,5334,5442,5420,136010.0,6700000.0
2009-04-29,5361,5468,5280,5455,7922,136345.0,6700000.0
2009-04-30,5454,5454,5361,5442,7007,136010.0,6700000.0
2009-05-04,5414,5562,5361,5482,5080,137015.0,6700000.0
2009-05-06,5401,5414,5361,5388,6540,134670.0,6700000.0
2009-05-07,5361,5401,5307,5388,7198,134670.0,6700000.0
2009-05-08,5361,5428,5361,5361,3932,134000.0,6700000.0
2009-05-11,5374,5629,5361,5522,2370,138020.0,6700000.0
2009-05-12,5414,5575,5401,5549,1700,138690.0,6700000.0
2009-05-13,5468,5589,5468,5589,180,139695.0,6700000.0
2009-05-14,5414,5575,5414,5495,754,137350.0,6700000.0
2009-05-15,5575,5575,5454,5455,550,136345.0,6700000.0
2009-05-18,5521,5562,5441,5549,1230,138690.0,6700000.0
2009-05-19,5521,5535,5454,5522,190,138020.0,6700000.0
2009-05-20,5454,5495,5441,5482,721,137015.0,6700000.0
2009-05-21,5521,5521,5441,5482,487905,137015.0,6700000.0
2009-05-22,5508,5629,5267,5468,76930,136680.0,6700000.0
2009-05-25,5387,5468,5320,5442,22510,136010.0,6700000.0
2009-05-26,5387,5387,5240,5281,13391,131990.0,6700000.0
2009-05-27,5320,5320,5200,5267,1000,131655.0,6700000.0
2009-05-28,5173,5361,5093,5267,25600,131655.0,6700000.0
2009-05-29,5334,5334,5200,5334,880,133330.0,6700000.0
2009-06-01,5334,5334,5253,5334,1210,133330.0,6700000.0
2009-06-02,5387,5387,5280,5334,1090,133330.0,6700000.0
2009-06-03,5307,5307,5173,5187,11556,129645.0,6700000.0
2009-06-04,5186,5186,5025,5026,16128,125625.0,6700000.0
2009-06-05,5039,5092,5025,5066,7003,126630.0,6700000.0
2009-06-08,5066,5227,5039,5227,6500,130650.0,6700000.0
2009-06-09,5092,5146,5039,5039,5606,125960.0,6700000.0
2009-06-10,4999,5092,4999,5080,1081,126965.0,6700000.0
2009-06-11,5092,5092,5039,5093,1140,127300.0,6700000.0
2009-06-12,5119,5361,5052,5321,10379,132995.0,6700000.0
2009-06-15,5186,5267,5146,5187,3351,129645.0,6700000.0
2009-06-16,5093,5294,5066,5227,5940,130650.0,6700000.0
2009-06-17,5173,5361,5173,5281,8038,131990.0,6700000.0
2009-06-18,5414,5414,5307,5308,3000,132660.0,6700000.0
2009-06-19,5200,5253,5133,5160,2510,128975.0,6700000.0
2009-06-22,5173,5320,5119,5308,5230,132660.0,6700000.0
2009-06-23,5294,5361,5133,5308,5480,132660.0,6700000.0
2009-06-24,5240,5414,5240,5361,1520,134000.0,6700000.0
2009-06-25,5307,5347,5240,5334,3371,133330.0,6700000.0
2009-06-26,5374,5374,5267,5294,151,132325.0,6700000.0
2009-06-29,5267,5361,5227,5294,6120,132325.0,6700000.0
2009-06-30,5294,5361,5240,5361,5430,134000.0,6700000.0
2009-07-01,5454,5575,5267,5549,5680,138690.0,6700000.0
2009-07-02,5495,5589,5374,5589,3690,139695.0,6700000.0
2009-07-03,5589,5615,5468,5589,390,139695.0,6700000.0
2009-07-06,5589,5589,5589,5589,50,139695.0,6700000.0
2009-07-07,5589,5589,5414,5576,6900,139360.0,6700000.0
2009-07-08,5575,5575,5401,5455,5320,136345.0,6700000.0
2009-07-09,5454,5454,5387,5442,290,136010.0,6700000.0
2009-07-10,5361,5428,5320,5321,130,132995.0,6700000.0
2009-07-13,5334,5361,5119,5120,5980,127970.0,6700000.0
2009-07-14,5213,5267,5119,5227,7356,130650.0,6700000.0
2009-07-15,5307,5361,5294,5361,5370,134000.0,6700000.0
2009-07-16,5495,5495,5495,5495,1730,137350.0,6700000.0
2009-07-17,5495,5589,5495,5589,9614,139695.0,6700000.0
2009-07-20,5575,5615,5548,5616,13760,140365.0,6700000.0
2009-07-21,5615,5615,5454,5602,25430,140030.0,6700000.0
2009-07-22,5669,5669,5562,5602,8945,140030.0,6700000.0
2009-07-23,5548,5629,5535,5576,6040,139360.0,6700000.0
2009-07-24,5575,5575,5481,5482,9390,137015.0,6700000.0
2009-07-27,5521,5521,5441,5442,540,136010.0,6700000.0
2009-07-28,5481,5481,5387,5468,1550,136680.0,6700000.0
2009-07-29,5468,5468,5374,5455,1170,136345.0,6700000.0
2009-07-30,5374,5495,5374,5482,3820,137015.0,6700000.0
2009-07-31,5481,5535,5441,5495,340,137350.0,6700000.0
2009-08-03,5414,5521,5361,5468,5091,136680.0,6700000.0
2009-08-04,5454,5468,5361,5455,5910,136345.0,6700000.0
2009-08-05,5401,5428,5361,5361,7142,134000.0,6700000.0
2009-08-06,5334,5387,5267,5281,3469,131990.0,6700000.0
2009-08-07,5253,5749,5253,5281,5620,131990.0,6700000.0
2009-08-10,5280,5307,5227,5227,7474,130650.0,6700000.0
2009-08-11,5240,5240,5173,5174,11922,129310.0,6700000.0
2009-08-12,5173,5294,5173,5254,3820,131320.0,6700000.0
2009-08-13,5240,5347,5227,5267,2960,131655.0,6700000.0
2009-08-14,5253,5280,5227,5267,1390,131655.0,6700000.0
2009-08-17,5267,5267,5200,5200,2549,129980.0,6700000.0
2009-08-18,5173,5227,5160,5174,3055,129310.0,6700000.0
2009-08-19,5173,5253,5160,5241,970,130985.0,6700000.0
2009-08-20,5240,5240,5200,5241,580,130985.0,6700000.0
2009-08-21,5240,5347,5240,5348,9030,133665.0,6700000.0
2009-08-24,5347,5347,5106,5334,9410,133330.0,6700000.0
2009-08-25,5334,5334,5052,5093,16301,127300.0,6700000.0
2009-08-26,5119,5186,5093,5160,2100,128975.0,6700000.0
2009-08-27,5160,5160,5093,5107,1358,127635.0,6700000.0
2009-08-28,5106,5320,5106,5227,11920,130650.0,6700000.0
2009-08-31,5200,5280,5173,5281,466,131990.0,6700000.0
2009-09-01,5227,5280,5227,5267,2800,131655.0,6700000.0
2009-09-02,5253,5347,5200,5241,5606,130985.0,6700000.0
2009-09-03,5213,5253,5133,5133,15562,128305.0,6700000.0
2009-09-04,5146,5253,5119,5174,1110,129310.0,6700000.0
2009-09-07,5200,5200,5052,5093,9855,127300.0,6700000.0
2009-09-08,5066,5092,5066,5080,8722,126965.0,6700000.0
2009-09-09,5066,5119,5066,5080,730,126965.0,6700000.0
2009-09-10,5079,5092,5066,5093,8750,127300.0,6700000.0
2009-09-11,5119,5119,5092,5093,1210,127300.0,6700000.0
2009-09-14,5106,5146,5079,5147,270,128640.0,6700000.0
2009-09-15,5146,5146,5052,5066,10500,126630.0,6700000.0
2009-09-16,5092,5092,5066,5093,2520,127300.0,6700000.0
2009-09-17,5119,5133,5012,5093,10071,127300.0,6700000.0
2009-09-18,5092,5092,5025,5039,665,125960.0,6700000.0
2009-09-21,5066,5160,5025,5066,7549,126630.0,6700000.0
2009-09-22,5066,5106,5039,5066,2930,126630.0,6700000.0
2009-09-23,5079,5119,4985,5053,5911,126295.0,6700000.0
2009-09-24,5025,5039,4972,5013,2880,125290.0,6700000.0
2009-09-25,4972,5039,4958,5013,2750,125290.0,6700000.0
2009-09-28,4999,5092,4985,4999,2710,124955.0,6700000.0
2009-09-29,5012,5173,4999,5066,4630,126630.0,6700000.0
2009-09-30,5093,5227,5026,5200,4330,129980.0,6700000.0
2009-10-01,5213,5213,5052,5174,4370,129310.0,6700000.0
2009-10-05,5173,5173,4999,5147,5990,128640.0,6700000.0
2009-10-06,5092,5146,4851,4879,12121,121940.0,6700000.0
2009-10-07,4905,5025,4905,4999,4240,124955.0,6700000.0
2009-10-08,4932,5186,4932,5120,10940,127970.0,6700000.0
2009-10-09,5039,5200,5039,5107,7301,127635.0,6700000.0
2009-10-12,5173,5173,5052,5107,371,127635.0,6700000.0
