SK이노베이션(096770),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-04-11,109500,112500,109000,111000,540435,10263678.0,92465564.0
2008-04-14,109500,115000,108500,113000,719486,10448609.0,92465564.0
2008-04-15,114500,118500,114000,115000,1148614,10633540.0,92465564.0
2008-04-16,118000,123000,117000,120500,1180302,11142100.0,92465564.0
2008-04-17,123500,124500,119000,121000,780394,11188333.0,92465564.0
2008-04-18,121500,122000,116500,120000,526080,11095868.0,92465564.0
2008-04-21,120500,123000,117000,123000,1058363,11373264.0,92465564.0
2008-04-22,122000,124500,121000,121000,482207,11188333.0,92465564.0
2008-04-23,120000,123500,118000,122500,645497,11327032.0,92465564.0
2008-04-24,124500,125000,121500,124000,513199,11465730.0,92465564.0
2008-04-25,124500,127000,123500,126500,572653,11696894.0,92465564.0
2008-04-28,127000,127000,120500,122000,559842,11280799.0,92465564.0
2008-04-29,123000,123000,118000,121000,560711,11188333.0,92465564.0
2008-04-30,121000,124000,120000,123000,375312,11373264.0,92465564.0
2008-05-02,123500,124500,121000,123000,401440,11373264.0,92465564.0
2008-05-06,123000,123500,118500,119500,713476,11049635.0,92465564.0
2008-05-07,119000,121500,117500,118000,516800,10910937.0,92465564.0
2008-05-08,116500,120000,115500,116000,713603,10726005.0,92465564.0
2008-05-09,116000,116500,110500,112500,914827,10402376.0,92465564.0
2008-05-13,110500,111500,107000,109500,932622,10124979.0,92465564.0
2008-05-14,108000,111000,107500,109000,414659,10078746.0,92465564.0
2008-05-15,111000,114000,110000,112000,724652,10356143.0,92465564.0
2008-05-16,113000,116000,112000,113000,637216,10448609.0,92465564.0
2008-05-19,115000,119500,114000,119000,943307,11003402.0,92465564.0
2008-05-20,121000,124500,120500,122000,660663,11280799.0,92465564.0
2008-05-21,121000,124000,118500,119000,639680,11003402.0,92465564.0
2008-05-22,117500,119000,114000,117000,572463,10818471.0,92465564.0
2008-05-23,117000,119000,115000,117500,401231,10864704.0,92465564.0
2008-05-26,116500,120500,115500,118500,427777,10957169.0,92465564.0
2008-05-27,121000,128500,120000,128500,1760516,11881825.0,92465564.0
2008-05-28,129500,130500,120500,123500,1292474,11419497.0,92465564.0
2008-05-29,126000,127500,124000,126000,402080,11650661.0,92465564.0
2008-05-30,127500,128000,123500,128000,648393,11835592.0,92465564.0
2008-06-02,127500,128500,124000,125500,446135,11604428.0,92465564.0
2008-06-03,123500,124000,120000,122500,607951,11327032.0,92465564.0
2008-06-04,121500,122000,119500,121000,453967,11188333.0,92465564.0
2008-06-05,120000,120500,116500,117000,661679,10818471.0,92465564.0
2008-06-09,114500,116500,112000,116500,629388,10772238.0,92465564.0
2008-06-10,116500,117000,113500,113500,381073,10494842.0,92465564.0
2008-06-11,113000,115000,111500,112500,387531,10402376.0,92465564.0
2008-06-12,111500,114500,111500,112500,707090,10402376.0,92465564.0
2008-06-13,114000,117000,111000,112000,504428,10356143.0,92465564.0
2008-06-16,114000,114000,111500,113500,341986,10494842.0,92465564.0
2008-06-17,114500,114500,110000,111000,356033,10263678.0,92465564.0
2008-06-18,110000,113500,109500,113000,372444,10448609.0,92465564.0
2008-06-19,113000,118000,112500,114000,608423,10541074.0,92465564.0
2008-06-20,114000,114500,107000,109000,1136051,10078746.0,92465564.0
2008-06-23,107000,110000,106500,109000,454132,10078746.0,92465564.0
2008-06-24,108500,112000,108500,110500,433925,10217445.0,92465564.0
2008-06-25,109500,113500,109500,111500,335769,10309910.0,92465564.0
2008-06-26,112000,115000,111500,113000,341330,10448609.0,92465564.0
2008-06-27,111500,116000,111000,114500,585881,10587307.0,92465564.0
2008-06-30,116000,118500,115000,116500,620870,10772238.0,92465564.0
2008-07-01,117500,121000,117500,117500,745382,10864704.0,92465564.0
2008-07-02,118500,119000,113000,115000,566724,10633540.0,92465564.0
2008-07-03,112000,115500,111000,112000,608386,10356143.0,92465564.0
2008-07-04,112000,112500,108500,110000,391862,10171212.0,92465564.0
2008-07-07,109000,112000,108500,110500,310328,10217445.0,92465564.0
2008-07-08,112500,112500,106000,107000,439460,9893815.0,92465564.0
2008-07-09,108000,109500,104500,105500,623291,9755117.0,92465564.0
2008-07-10,103000,108000,102500,106500,580351,9847583.0,92465564.0
2008-07-11,108500,110000,106000,108000,411011,9986281.0,92465564.0
2008-07-14,108000,110000,106500,107000,277027,9893815.0,92465564.0
2008-07-15,107500,108000,105500,106000,286897,9801350.0,92465564.0
2008-07-16,107000,107500,105000,107000,364302,9893815.0,92465564.0
2008-07-17,109000,109000,103500,106000,502992,9801350.0,92465564.0
2008-07-18,106500,106500,101500,103000,476679,9523953.0,92465564.0
2008-07-21,103500,107000,103000,105500,462499,9755117.0,92465564.0
2008-07-22,106000,109000,106000,106500,400114,9847583.0,92465564.0
2008-07-23,107500,108500,105000,107500,497670,9940048.0,92465564.0
2008-07-24,107000,111000,106500,109000,559249,10078746.0,92465564.0
2008-07-25,108000,110500,107000,107500,353153,9940048.0,92465564.0
2008-07-28,109000,110500,107500,109000,434777,10078746.0,92465564.0
2008-07-29,106500,107500,105000,107000,461972,9893815.0,92465564.0
2008-07-30,108500,108500,103000,105000,796185,9708884.0,92465564.0
2008-07-31,105500,106000,101500,104000,584218,9616419.0,92465564.0
2008-08-01,102000,103000,100000,102000,568334,9431488.0,92465564.0
2008-08-04,101500,102500,99800,100500,266451,9292789.0,92465564.0
2008-08-05,98600,99900,95600,96500,1210376,8922927.0,92465564.0
2008-08-06,98000,99300,96600,98700,473898,9126351.0,92465564.0
2008-08-07,99800,99800,95800,96800,545010,8950667.0,92465564.0
2008-08-08,96400,97500,95700,96600,361033,8932173.0,92465564.0
2008-08-11,96500,97400,94800,96000,581988,8876694.0,92465564.0
2008-08-12,95000,95800,94100,95400,471536,8821215.0,92465564.0
2008-08-13,94500,95500,94100,95400,266490,8821215.0,92465564.0
2008-08-14,95400,95700,94600,95400,457307,8821215.0,92465564.0
2008-08-18,95500,96200,94400,95100,319157,8793475.0,92465564.0
2008-08-19,94000,94700,91600,92900,426064,8590051.0,92465564.0
2008-08-20,91600,94900,91500,93900,503999,8682516.0,92465564.0
2008-08-21,94200,94300,92700,92800,454057,8580804.0,92465564.0
2008-08-22,92800,93300,90500,92100,271910,8516078.0,92465564.0
2008-08-25,91000,91900,90600,91700,270186,8479092.0,92465564.0
2008-08-26,91000,91900,90000,91000,353192,8414366.0,92465564.0
2008-08-27,91000,91100,89800,90300,391443,8349640.0,92465564.0
2008-08-28,91000,91700,88400,89100,427662,8238682.0,92465564.0
2008-08-29,89100,90000,85000,86000,899518,7952039.0,92465564.0
2008-09-01,83500,85000,80800,81200,739516,7508204.0,92465564.0
2008-09-02,80400,82100,74000,78400,1223091,7249300.0,92465564.0
2008-09-03,75100,77800,74300,76700,1425870,7092109.0,92465564.0
2008-09-04,77800,81400,76700,80300,1144738,7424985.0,92465564.0
2008-09-05,77800,79600,77700,78900,602959,7295533.0,92465564.0
2008-09-08,80800,84800,79200,83300,1064912,7702381.0,92465564.0
2008-09-09,83800,85400,83000,84000,850913,7767107.0,92465564.0
2008-09-10,82800,85300,82800,85000,579875,7859573.0,92465564.0
2008-09-11,85100,85300,83100,83500,1055162,7720875.0,92465564.0
2008-09-12,85000,89600,84600,89500,1642084,8275668.0,92465564.0
2008-09-16,84200,86000,80800,86000,1212221,7952039.0,92465564.0
2008-09-17,88000,89400,86700,88400,936735,8173956.0,92465564.0
2008-09-18,86300,88800,85600,88000,712559,8136970.0,92465564.0
2008-09-19,90700,96000,90600,93900,1031475,8682516.0,92465564.0
2008-09-22,96200,98000,95900,95900,642729,8867448.0,92465564.0
2008-09-23,96000,98600,95100,98000,676461,9061625.0,92465564.0
2008-09-24,98700,99400,96700,98500,409139,9107858.0,92465564.0
2008-09-25,99500,99500,95900,98000,591962,9061625.0,92465564.0
2008-09-26,97000,98100,94500,96800,530956,8950667.0,92465564.0
2008-09-29,97100,98100,89700,92000,1106505,8506832.0,92465564.0
2008-09-30,87000,89200,86000,89000,926484,8229435.0,92465564.0
2008-10-01,89000,89500,85100,87600,791780,8099983.0,92465564.0
2008-10-02,87900,88700,83700,85000,558205,7859573.0,92465564.0
2008-10-06,82600,83000,76800,79500,916375,7351012.0,92465564.0
2008-10-07,76500,78400,74200,76300,1015553,7055123.0,92465564.0
2008-10-08,72800,73700,65300,66600,1368904,6158207.0,92465564.0
2008-10-09,65700,68400,62000,65400,1751432,6047248.0,92465564.0
2008-10-10,60300,69100,57600,67000,1735328,6195193.0,92465564.0
2008-10-13,69600,73800,69300,72500,1619845,6703753.0,92465564.0
2008-10-14,77700,79600,75500,78800,1129232,7286286.0,92465564.0
2008-10-15,76900,79500,76400,79000,1071654,7304780.0,92465564.0
2008-10-16,73000,74800,69000,73100,1127073,6759233.0,92465564.0
2008-10-17,75000,75500,69400,69500,781092,6426357.0,92465564.0
2008-10-20,71300,72500,66300,72000,877899,6657521.0,92465564.0
2008-10-21,73500,75100,73200,73400,664331,6786972.0,92465564.0
2008-10-22,72000,74000,63000,68900,1070355,6370877.0,92465564.0
2008-10-23,63000,64400,58600,59000,1426437,5455468.0,92465564.0
2008-10-24,59000,60300,50200,50200,1840735,4641771.0,92465564.0
2008-10-27,49900,52600,43950,48650,2037642,4498450.0,92465564.0
2008-10-28,45000,55900,45000,55900,1179566,5168825.0,92465564.0
2008-10-29,59900,63900,49700,55000,1362079,5085606.0,92465564.0
2008-10-30,61800,63200,58000,63200,821483,5843824.0,92465564.0
2008-10-31,65100,72600,63500,72600,1525682,6713000.0,92465564.0
2008-11-03,71600,76900,69600,69700,1724128,6444850.0,92465564.0
2008-11-04,69000,70100,64800,70000,1323477,6472589.0,92465564.0
2008-11-05,73000,73200,67600,71000,1152245,6565055.0,92465564.0
2008-11-06,65600,67900,61300,63500,756002,5871563.0,92465564.0
2008-11-07,58500,66700,58500,66700,710471,6167453.0,92465564.0
2008-11-10,67000,71700,66500,70400,1042836,6509576.0,92465564.0
2008-11-11,69900,70400,67400,68500,678576,6333891.0,92465564.0
2008-11-12,65000,67700,65000,67500,799640,6241426.0,92465564.0
2008-11-13,63100,64300,60800,62200,785228,5751358.0,92465564.0
2008-11-14,65700,66100,62100,63300,1016311,5853070.0,92465564.0
2008-11-17,61500,62900,60200,62100,756417,5742112.0,92465564.0
2008-11-18,60100,62700,59700,59700,725438,5520194.0,92465564.0
2008-11-19,59900,59900,54700,56700,1139207,5242797.0,92465564.0
2008-11-20,52500,54200,52300,53000,616180,4900675.0,92465564.0
2008-11-21,51200,58100,49700,57900,797115,5353756.0,92465564.0
2008-11-24,58000,58800,55400,55400,566775,5122592.0,92465564.0
2008-11-25,59200,62800,56600,59000,883741,5455468.0,92465564.0
2008-11-26,59600,63500,59000,62300,822429,5760605.0,92465564.0
2008-11-27,65000,68900,64700,68600,1276094,6343138.0,92465564.0
2008-11-28,68800,71000,67200,68000,691065,6287658.0,92465564.0
2008-12-01,68200,71400,66300,67200,603772,6213686.0,92465564.0
2008-12-02,62800,69000,62800,66500,665213,6148960.0,92465564.0
2008-12-03,67300,67900,64700,66500,619230,6148960.0,92465564.0
2008-12-04,67100,68000,63800,64900,480579,6001015.0,92465564.0
2008-12-05,64900,67700,64900,66600,461957,6158207.0,92465564.0
2008-12-08,67400,75400,66700,73300,997241,6777726.0,92465564.0
2008-12-09,74500,76900,72900,73400,895899,6786972.0,92465564.0
2008-12-10,74700,76500,73500,76200,645553,7045876.0,92465564.0
2008-12-11,77200,80000,76700,79900,1338523,7387999.0,92465564.0
2008-12-12,78200,79500,75000,77000,762491,7119848.0,92465564.0
2008-12-15,80000,80900,77500,78900,706612,7295533.0,92465564.0
2008-12-16,77900,79400,75500,78200,795687,7230807.0,92465564.0
2008-12-17,80000,80700,77200,78300,561922,7240054.0,92465564.0
2008-12-18,78300,82000,76800,80900,898179,7480464.0,92465564.0
2008-12-19,80300,84500,80300,81600,755220,7545190.0,92465564.0
2008-12-22,82500,82500,77600,80300,612043,7424985.0,92465564.0
2008-12-23,80100,80100,74900,76500,751117,7073616.0,92465564.0
2008-12-24,76500,76900,73100,73600,618528,6805466.0,92465564.0
2008-12-26,73000,74000,72000,72600,529461,6713000.0,92465564.0
2008-12-29,72500,72500,68800,70000,1114481,6472589.0,92465564.0
2008-12-30,71500,79000,70800,75300,1585882,6962657.0,92465564.0
2009-01-02,77700,81700,75800,81000,715483,7489711.0,92465564.0
2009-01-05,82600,85800,80000,82800,1011096,7656149.0,92465564.0
2009-01-06,83700,84700,80600,83400,611399,7711628.0,92465564.0
2009-01-07,84400,84400,81000,84200,737769,7785600.0,92465564.0
2009-01-08,82000,82700,79500,79500,640125,7351012.0,92465564.0
2009-01-09,80800,81600,76500,78000,867640,7212314.0,92465564.0
2009-01-12,76900,78900,75100,77700,494380,7184574.0,92465564.0
2009-01-13,78100,80500,75700,78800,424448,7286286.0,92465564.0
2009-01-14,78800,82200,77500,80500,529452,7443478.0,92465564.0
2009-01-15,78000,78400,74200,74500,544242,6888685.0,92465564.0
2009-01-16,74700,75900,73200,75300,589750,6962657.0,92465564.0
2009-01-19,76100,76400,74300,74700,662509,6907178.0,92465564.0
2009-01-20,73200,73200,71500,72600,518065,6713000.0,92465564.0
2009-01-21,69300,73200,69100,71100,547032,6574302.0,92465564.0
2009-01-22,74000,74400,72100,73000,1086625,6749986.0,92465564.0
2009-01-23,72200,74300,71400,72800,838556,6731493.0,92465564.0
2009-01-28,74400,77800,74100,77300,673742,7147588.0,92465564.0
2009-01-29,78000,81000,77300,79500,686488,7351012.0,92465564.0
2009-01-30,78000,81500,77500,80500,539463,7443478.0,92465564.0
2009-02-02,78400,82000,78200,80700,555460,7461971.0,92465564.0
2009-02-03,80100,81500,78700,81000,558865,7489711.0,92465564.0
2009-02-04,82200,85500,81000,85000,601103,7859573.0,92465564.0
2009-02-05,83600,85000,81600,82300,491185,7609916.0,92465564.0
2009-02-06,83600,84900,82300,84900,369954,7850326.0,92465564.0
2009-02-09,84200,85600,83200,84700,340044,7831833.0,92465564.0
2009-02-10,85000,85200,82600,84300,392175,7794847.0,92465564.0
2009-02-11,82000,82800,81200,82000,461674,7582176.0,92465564.0
2009-02-12,80900,85000,80200,82000,586589,7582176.0,92465564.0
2009-02-13,81700,83800,80600,83600,411006,7730121.0,92465564.0
2009-02-16,82300,85200,82300,82400,308756,7619162.0,92465564.0
2009-02-17,81600,82300,78300,78600,414644,7267793.0,92465564.0
2009-02-18,77800,78300,75800,76500,530499,7073616.0,92465564.0
2009-02-19,77000,77200,73700,76500,604272,7073616.0,92465564.0
2009-02-20,75700,76600,72100,73700,485693,6814712.0,92465564.0
2009-02-23,73500,77800,71900,76900,463898,7110602.0,92465564.0
2009-02-24,73800,75000,72500,73500,432717,6796219.0,92465564.0
2009-02-25,75900,76200,72200,73300,290765,6777726.0,92465564.0
2009-02-26,73500,76600,71500,71500,428489,6611288.0,92465564.0
2009-02-27,72500,75100,71700,72500,361438,6703753.0,92465564.0
2009-03-02,71500,71600,68000,70000,529227,6472589.0,92465564.0
2009-03-03,68500,70700,67700,70700,367574,6537315.0,92465564.0
2009-03-04,69800,74800,68000,73600,574947,6805466.0,92465564.0
2009-03-05,74500,76400,73400,73700,509423,6814712.0,92465564.0
2009-03-06,72500,74300,71400,73100,274073,6759233.0,92465564.0
2009-03-09,74600,75600,73100,75600,321011,6990397.0,92465564.0
2009-03-10,74600,79000,74600,77600,579066,7175328.0,92465564.0
2009-03-11,79300,82300,79000,81500,534873,7535943.0,92465564.0
2009-03-12,81300,84600,78300,81100,1103549,7498957.0,92465564.0
2009-03-13,81500,82700,79200,80100,476626,7406492.0,92465564.0
2009-03-16,79300,81700,78600,80200,500519,7415738.0,92465564.0
2009-03-17,80700,82500,80300,82200,654995,7600669.0,92465564.0
2009-03-18,83100,83100,81000,82200,320991,7600669.0,92465564.0
2009-03-19,82900,84400,82800,83000,568942,7674642.0,92465564.0
