현대건설기계(267270),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-01-15,50900,51400,50000,51000,158981,1004740.0,19700793.0
2019-01-16,51300,53900,51000,53700,277727,1057933.0,19700793.0
2019-01-17,53600,53700,52000,52300,138977,1030351.0,19700793.0
2019-01-18,52300,53000,51300,51700,112621,1018531.0,19700793.0
2019-01-21,51900,53800,51900,53200,118433,1048082.0,19700793.0
2019-01-22,53700,54400,52300,52600,100041,1036262.0,19700793.0
2019-01-23,51900,53300,51400,52900,97118,1042172.0,19700793.0
2019-01-24,53400,53900,52200,52900,90002,1042172.0,19700793.0
2019-01-25,53000,53200,51100,52200,229779,1028381.0,19700793.0
2019-01-28,52500,54500,51700,54200,247542,1067783.0,19700793.0
2019-01-29,52900,53300,50000,51000,581957,1004740.0,19700793.0
2019-01-30,51400,54100,50500,54000,394947,1063843.0,19700793.0
2019-01-31,54200,56300,54200,55100,344056,1085514.0,19700793.0
2019-02-01,55700,56200,54300,55900,170425,1101274.0,19700793.0
2019-02-07,57000,58600,56600,58100,207377,1144616.0,19700793.0
2019-02-08,57100,57800,56000,56900,157785,1120975.0,19700793.0
2019-02-11,56400,56700,55000,55300,119356,1089454.0,19700793.0
2019-02-12,55300,56600,54600,55100,95716,1085514.0,19700793.0
2019-02-13,55500,55800,53600,54500,166953,1073693.0,19700793.0
2019-02-14,54900,55100,52500,53600,180362,1055963.0,19700793.0
2019-02-15,53700,54500,53100,53300,123528,1050052.0,19700793.0
2019-02-18,53700,55800,53400,55800,179367,1099304.0,19700793.0
2019-02-19,55800,56300,55100,55600,91922,1095364.0,19700793.0
2019-02-20,55600,56500,54600,56500,136491,1113095.0,19700793.0
2019-02-21,56900,58200,56400,58200,223659,1146586.0,19700793.0
2019-02-22,58000,58000,56100,56200,121947,1107185.0,19700793.0
2019-02-25,56700,57000,55900,56200,62715,1107185.0,19700793.0
2019-02-26,56400,57500,56300,56900,107311,1120975.0,19700793.0
2019-02-27,57400,57400,56000,56200,69211,1107185.0,19700793.0
2019-02-28,56200,56500,53100,53800,101919,1059903.0,19700793.0
2019-03-04,53900,54900,53000,54100,151245,1065813.0,19700793.0
2019-03-05,53500,54100,52200,52400,141329,1032322.0,19700793.0
2019-03-06,52300,53400,51500,53100,147908,1046112.0,19700793.0
2019-03-07,52900,55500,52300,55300,282484,1089454.0,19700793.0
2019-03-08,55200,55200,51500,53000,302856,1044142.0,19700793.0
2019-03-11,53000,53100,49600,50700,242123,998830.0,19700793.0
2019-03-12,51100,51700,50200,51700,150975,1018531.0,19700793.0
2019-03-13,51300,51900,50900,51400,68940,1012621.0,19700793.0
2019-03-14,51300,51800,50900,51300,67587,1010651.0,19700793.0
2019-03-15,51300,52000,50100,50500,107203,994890.0,19700793.0
2019-03-18,51000,51600,50200,50500,80241,994890.0,19700793.0
2019-03-19,51000,51400,50500,50700,60232,998830.0,19700793.0
2019-03-20,50500,50800,48200,49600,253367,977159.0,19700793.0
2019-03-21,49600,50100,47900,48400,185818,953518.0,19700793.0
2019-03-22,48500,49450,48300,48600,114063,957459.0,19700793.0
2019-03-25,47900,48400,46650,46900,136800,923967.0,19700793.0
2019-03-26,47000,48350,47000,48000,105181,945638.0,19700793.0
2019-03-27,48000,48200,46750,47000,78161,925937.0,19700793.0
2019-03-28,46750,46850,45700,45950,98291,905251.0,19700793.0
2019-03-29,45950,47900,45950,47650,129837,938743.0,19700793.0
2019-04-01,48150,49800,47800,49400,133654,973219.0,19700793.0
2019-04-02,50300,50500,49500,49850,63306,982085.0,19700793.0
2019-04-03,50000,51300,49300,50900,156153,1002770.0,19700793.0
2019-04-04,50900,51500,50000,51100,62837,1006711.0,19700793.0
2019-04-05,51100,52700,50800,52200,162433,1028381.0,19700793.0
2019-04-08,52800,52800,51100,51600,131008,1016561.0,19700793.0
2019-04-09,51600,52100,50500,50800,78154,1000800.0,19700793.0
2019-04-10,51000,51200,50000,50500,87994,994890.0,19700793.0
2019-04-11,50800,51500,50400,51200,75913,1008681.0,19700793.0
2019-04-12,50800,51000,50000,50300,68942,990950.0,19700793.0
2019-04-15,50300,52000,50100,50500,160801,994890.0,19700793.0
2019-04-16,50800,51300,50300,50500,81252,994890.0,19700793.0
2019-04-17,50600,50900,50200,50400,52335,992920.0,19700793.0
2019-04-18,50800,50800,48250,48950,165261,964354.0,19700793.0
2019-04-19,49100,49200,47850,48100,113743,947608.0,19700793.0
2019-04-22,48450,48600,48000,48350,52954,952533.0,19700793.0
2019-04-23,48400,48600,47200,47800,73097,941698.0,19700793.0
2019-04-24,48200,48900,47500,47750,104412,940713.0,19700793.0
2019-04-25,48000,48650,47350,48650,62593,958444.0,19700793.0
2019-04-26,48550,48550,47550,47700,101616,939728.0,19700793.0
2019-04-29,48050,48600,47350,48600,93702,957459.0,19700793.0
2019-04-30,48450,49000,47550,49000,148266,965339.0,19700793.0
2019-05-02,48900,49050,47800,47900,132140,943668.0,19700793.0
2019-05-03,47900,48350,47700,47700,69103,939728.0,19700793.0
2019-05-07,47250,47300,45700,46000,132267,906236.0,19700793.0
2019-05-08,45200,45700,44750,44750,146579,881610.0,19700793.0
2019-05-09,44800,45350,43200,43400,127430,855014.0,19700793.0
2019-05-10,43050,43850,41900,42550,135528,838269.0,19700793.0
2019-05-13,42350,42600,41300,41500,105807,817583.0,19700793.0
2019-05-14,41000,43700,40650,42800,101866,843194.0,19700793.0
2019-05-15,43250,44200,43150,43500,76455,856984.0,19700793.0
2019-05-16,44100,44100,42300,42450,50596,836299.0,19700793.0
2019-05-17,42850,43350,42200,42400,50630,835314.0,19700793.0
2019-05-20,42450,42800,41500,41600,60594,819553.0,19700793.0
2019-05-21,41250,42350,41150,42250,77234,832359.0,19700793.0
2019-05-22,42300,43300,40800,40950,147159,806747.0,19700793.0
2019-05-23,40850,40850,39300,39650,200526,781136.0,19700793.0
2019-05-24,39050,39950,38700,39000,110989,768331.0,19700793.0
2019-05-27,38500,39750,38350,38800,101404,764391.0,19700793.0
2019-05-28,38900,40950,38850,40450,121121,796897.0,19700793.0
2019-05-29,40150,41000,39700,40450,78556,796897.0,19700793.0
2019-05-30,40500,40850,40050,40700,40346,801822.0,19700793.0
2019-05-31,40550,41900,40400,40700,88396,801822.0,19700793.0
2019-06-03,40450,40550,40000,40400,49204,795912.0,19700793.0
2019-06-04,40750,41900,40550,41650,72844,820538.0,19700793.0
2019-06-05,42150,42500,41450,41700,48459,821523.0,19700793.0
2019-06-07,41700,41750,40650,40850,72988,804777.0,19700793.0
2019-06-10,41100,41700,40050,40400,112603,795912.0,19700793.0
2019-06-11,40650,42400,40400,42350,153240,834329.0,19700793.0
2019-06-12,42550,43600,42300,43100,127439,849104.0,19700793.0
2019-06-13,43100,43350,42250,43300,64137,853044.0,19700793.0
2019-06-14,43200,43700,42800,42800,73175,843194.0,19700793.0
2019-06-17,42700,43000,42100,42100,63997,829403.0,19700793.0
2019-06-18,42150,42600,41400,42100,42482,829403.0,19700793.0
2019-06-19,42350,43250,42100,42850,74553,844179.0,19700793.0
2019-06-20,43000,43400,42800,43100,47883,849104.0,19700793.0
2019-06-21,43300,43450,42050,42200,60424,831373.0,19700793.0
2019-06-24,42200,42550,41950,42450,31432,836299.0,19700793.0
2019-06-25,42500,42600,41050,41100,58101,809703.0,19700793.0
2019-06-26,41200,41450,40800,41000,40480,807733.0,19700793.0
2019-06-27,41300,42050,41200,41600,89966,819553.0,19700793.0
2019-06-28,41600,41600,40400,40550,67662,798867.0,19700793.0
2019-07-01,41200,41850,40950,41150,61374,810688.0,19700793.0
2019-07-02,41300,41550,40650,40800,36952,803792.0,19700793.0
2019-07-03,40800,40900,40000,40150,63235,790987.0,19700793.0
2019-07-04,40200,40400,39100,39500,87291,778181.0,19700793.0
2019-07-05,39650,39900,39100,39550,58165,779166.0,19700793.0
2019-07-08,39600,39600,38200,38250,81753,753555.0,19700793.0
2019-07-09,38350,38750,36800,37000,89837,728929.0,19700793.0
2019-07-10,36600,37650,36600,37300,46717,734840.0,19700793.0
2019-07-11,37450,37700,37100,37250,55731,733855.0,19700793.0
2019-07-12,37500,37500,36350,36700,105055,723019.0,19700793.0
2019-07-15,36800,37550,36200,36450,95153,718094.0,19700793.0
2019-07-16,36500,36750,36100,36350,85029,716124.0,19700793.0
2019-07-17,36450,36450,34800,35500,201869,699378.0,19700793.0
2019-07-18,35300,36600,35300,36350,84103,716124.0,19700793.0
2019-07-19,36550,36550,35700,36450,56737,718094.0,19700793.0
2019-07-22,36450,36700,36050,36400,27364,717109.0,19700793.0
2019-07-23,36650,37350,36600,36950,65097,727944.0,19700793.0
2019-07-24,37000,37600,35250,35600,127191,701348.0,19700793.0
2019-07-25,35800,35800,32100,32750,474728,645201.0,19700793.0
2019-07-26,32100,32500,31150,31550,202915,621560.0,19700793.0
2019-07-29,31700,32150,30750,31400,130636,618605.0,19700793.0
2019-07-30,31050,32300,31050,32000,71876,630425.0,19700793.0
2019-07-31,32000,32050,30400,31200,115402,614665.0,19700793.0
2019-08-01,31200,31700,30650,31200,82739,614665.0,19700793.0
2019-08-02,30400,30700,29800,30200,177207,594964.0,19700793.0
2019-08-05,29900,30200,27350,27350,305457,538817.0,19700793.0
2019-08-06,26200,27850,26050,27250,300393,536847.0,19700793.0
2019-08-07,27300,27500,26250,26550,155620,523056.0,19700793.0
2019-08-08,26850,28400,26850,28150,153607,554577.0,19700793.0
2019-08-09,28200,29000,27850,27950,93800,550637.0,19700793.0
2019-08-12,28100,28200,27500,28150,82949,554577.0,19700793.0
2019-08-13,27600,27900,27200,27400,120714,539802.0,19700793.0
2019-08-14,27900,29000,27800,27900,133563,549652.0,19700793.0
2019-08-16,27350,27450,27100,27350,72688,538817.0,19700793.0
2019-08-19,27450,29050,27450,28900,107759,569353.0,19700793.0
2019-08-20,29400,29650,28750,29400,85211,579203.0,19700793.0
2019-08-21,29400,29900,29050,29700,47169,585114.0,19700793.0
2019-08-22,29750,29850,29100,29250,59423,576248.0,19700793.0
2019-08-23,29050,29400,28500,29050,74170,572308.0,19700793.0
2019-08-26,28000,28650,28000,28150,68714,554577.0,19700793.0
2019-08-27,28300,29150,28300,28400,51716,559503.0,19700793.0
2019-08-28,28300,28850,28200,28600,44005,563443.0,19700793.0
2019-08-29,28600,28700,28000,28300,61031,557532.0,19700793.0
2019-08-30,28800,29950,28700,29600,122981,583143.0,19700793.0
2019-09-02,29600,30100,29350,30050,55729,592009.0,19700793.0
2019-09-03,30250,30250,29450,29500,48194,581173.0,19700793.0
2019-09-04,29500,30450,29350,30100,65870,592994.0,19700793.0
2019-09-05,30300,30850,30150,30300,58899,596934.0,19700793.0
2019-09-06,30700,31000,30300,30550,64905,601859.0,19700793.0
2019-09-09,30550,31000,30500,30700,50663,604814.0,19700793.0
2019-09-10,30800,31950,30800,31800,84552,626485.0,19700793.0
2019-09-11,32050,32200,31400,31700,47526,624515.0,19700793.0
2019-09-16,31900,33150,31850,32900,129000,648156.0,19700793.0
2019-09-17,32600,32600,31800,31950,133857,629440.0,19700793.0
2019-09-18,31950,32000,31050,31450,121889,619590.0,19700793.0
2019-09-19,31600,32000,31200,31350,77211,617620.0,19700793.0
2019-09-20,31450,31500,31000,31450,88283,619590.0,19700793.0
2019-09-23,31350,32700,31350,32700,151279,644216.0,19700793.0
2019-09-24,32700,32900,32000,32650,75940,643231.0,19700793.0
2019-09-25,32000,32400,31550,31550,86948,621560.0,19700793.0
2019-09-26,31800,32650,31800,32300,86485,636336.0,19700793.0
2019-09-27,32000,32350,31500,31850,59548,627470.0,19700793.0
2019-09-30,31900,31900,30750,31600,56340,,
2019-10-01,31600,32350,31350,31850,66878,,
2019-10-02,32000,32050,31150,31150,42039,,
2019-10-04,31000,31050,30050,30300,100798,,
2019-10-07,30450,31000,29500,29600,65772,,
