현대리바트(079430),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-07-27,8200,8320,8000,8050,56973,138956.0,17261650.0
2009-07-28,7910,8060,7770,7900,74792,136367.0,17261650.0
2009-07-29,7900,8000,7860,7900,61330,136367.0,17261650.0
2009-07-30,7900,7900,7650,7760,36713,133950.0,17261650.0
2009-07-31,7680,7880,7640,7800,40543,134641.0,17261650.0
2009-08-03,7800,7950,7780,7880,34710,136022.0,17261650.0
2009-08-04,7900,8100,7830,8090,46070,139647.0,17261650.0
2009-08-05,8090,8120,7940,8000,31965,138093.0,17261650.0
2009-08-06,7950,8000,7850,7990,32842,137921.0,17261650.0
2009-08-07,8090,8090,7750,7850,47312,135504.0,17261650.0
2009-08-10,7970,7970,7770,7900,27220,136367.0,17261650.0
2009-08-11,7900,7980,7820,7880,24288,136022.0,17261650.0
2009-08-12,7880,8020,7860,8020,20595,138438.0,17261650.0
2009-08-13,8080,8120,8000,8050,31840,138956.0,17261650.0
2009-08-14,8050,8090,7970,8050,26310,138956.0,17261650.0
2009-08-17,8120,8120,7800,7900,37105,136367.0,17261650.0
2009-08-18,7840,7960,7820,7920,39066,136712.0,17261650.0
2009-08-19,7870,8040,7870,7930,16040,136885.0,17261650.0
2009-08-20,7910,8030,7900,7930,18260,136885.0,17261650.0
2009-08-21,7940,8100,7940,8000,21050,138093.0,17261650.0
2009-08-24,8010,8010,6800,7700,33193,132915.0,17261650.0
2009-08-25,7550,7680,7450,7520,33982,129808.0,17261650.0
2009-08-26,7500,7630,7450,7630,25039,131706.0,17261650.0
2009-08-27,7870,7870,7100,7630,15392,131706.0,17261650.0
2009-08-28,7630,7680,7500,7500,8362,129462.0,17261650.0
2009-08-31,7320,7620,7320,7400,9372,127736.0,17261650.0
2009-09-01,7400,7600,7310,7440,14230,128427.0,17261650.0
2009-09-02,7400,7550,7110,7270,19075,125492.0,17261650.0
2009-09-03,7410,7420,7310,7400,9020,127736.0,17261650.0
2009-09-04,7400,7400,7130,7400,9034,127736.0,17261650.0
2009-09-07,7280,7380,7280,7300,17024,126010.0,17261650.0
2009-09-08,7210,7340,7210,7280,23342,125665.0,17261650.0
2009-09-09,7210,7680,7210,7430,29102,128254.0,17261650.0
2009-09-10,7430,7680,7310,7660,23500,132224.0,17261650.0
2009-09-11,7660,7790,7460,7600,19952,131189.0,17261650.0
2009-09-14,7570,7600,7480,7540,2510,130153.0,17261650.0
2009-09-15,7540,7650,7420,7450,18240,128599.0,17261650.0
2009-09-16,7320,7490,7320,7450,21370,128599.0,17261650.0
2009-09-17,7530,7530,7390,7400,20660,127736.0,17261650.0
2009-09-18,7520,7520,7400,7430,23330,128254.0,17261650.0
2009-09-21,7430,7530,7390,7400,7880,127736.0,17261650.0
2009-09-22,7400,7600,7400,7510,23030,129635.0,17261650.0
2009-09-23,7490,7650,7470,7550,19430,130325.0,17261650.0
2009-09-24,7550,7680,7550,7610,15229,131361.0,17261650.0
2009-09-25,7510,7650,7480,7500,14370,129462.0,17261650.0
2009-09-28,7600,7690,7580,7690,19450,132742.0,17261650.0
2009-09-29,7780,7800,7520,7780,20740,134296.0,17261650.0
2009-09-30,7880,7890,7520,7600,17120,131189.0,17261650.0
2009-10-01,7600,7600,7500,7580,19141,130843.0,17261650.0
2009-10-05,7520,7610,7470,7560,19681,130498.0,17261650.0
2009-10-06,7500,7670,7500,7550,15280,130325.0,17261650.0
2009-10-07,7620,7620,7350,7580,24640,130843.0,17261650.0
2009-10-08,7670,7670,7460,7550,16400,130325.0,17261650.0
2009-10-09,7550,7560,7450,7540,11650,130153.0,17261650.0
2009-10-12,7560,7770,7480,7530,5500,129980.0,17261650.0
2009-10-13,7520,7600,7500,7570,1500,130671.0,17261650.0
2009-10-14,7570,7580,7460,7560,4390,130498.0,17261650.0
2009-10-15,7460,7700,7460,7600,38370,131189.0,17261650.0
2009-10-16,7620,7620,7500,7550,12240,130325.0,17261650.0
2009-10-19,7420,7600,7420,7490,3770,129290.0,17261650.0
2009-10-20,7410,7560,7410,7500,18420,129462.0,17261650.0
2009-10-21,7500,7510,7440,7500,18540,129462.0,17261650.0
2009-10-22,7450,7570,7450,7500,5560,129462.0,17261650.0
2009-10-23,7460,7520,7450,7510,11800,129635.0,17261650.0
2009-10-26,7510,7540,7460,7480,18650,129117.0,17261650.0
2009-10-27,7480,7510,6360,7400,42520,127736.0,17261650.0
2009-10-28,7400,7480,7240,7350,28306,126873.0,17261650.0
2009-10-29,7200,7410,7050,7350,15680,126873.0,17261650.0
2009-10-30,7420,7600,7340,7600,26520,131189.0,17261650.0
2009-11-02,7600,7640,7500,7600,17240,131189.0,17261650.0
2009-11-03,7650,7650,7550,7550,6620,130325.0,17261650.0
2009-11-04,7700,7700,7500,7590,7130,131016.0,17261650.0
2009-11-05,7680,7680,7550,7550,4990,130325.0,17261650.0
2009-11-06,7550,7590,7450,7560,5670,130498.0,17261650.0
2009-11-09,7400,7600,7400,7520,9350,129808.0,17261650.0
2009-11-10,7520,7550,7500,7500,6410,129462.0,17261650.0
2009-11-11,7360,7540,7360,7540,5440,130153.0,17261650.0
2009-11-12,7540,7540,7480,7480,8330,129117.0,17261650.0
2009-11-13,7450,7590,7450,7460,4510,128772.0,17261650.0
2009-11-16,7500,7500,7490,7500,3400,129462.0,17261650.0
2009-11-17,7510,7670,7450,7550,20378,130325.0,17261650.0
2009-11-18,7560,7620,7500,7550,6965,130325.0,17261650.0
2009-11-19,7550,7720,7470,7630,21820,131706.0,17261650.0
2009-11-20,7560,7700,7520,7670,12830,132397.0,17261650.0
2009-11-23,7850,7850,7600,7610,1530,131361.0,17261650.0
2009-11-24,7610,7800,7550,7700,16700,132915.0,17261650.0
2009-11-25,7710,7800,7600,7670,8070,132397.0,17261650.0
2009-11-26,7610,7740,7600,7600,19470,131189.0,17261650.0
2009-11-27,7550,7600,7500,7600,60580,131189.0,17261650.0
2009-11-30,7650,7660,7560,7660,23700,132224.0,17261650.0
2009-12-01,7600,7650,7550,7620,14301,131534.0,17261650.0
2009-12-02,7620,7650,7550,7580,25810,130843.0,17261650.0
2009-12-03,7580,7620,7550,7560,6330,130498.0,17261650.0
2009-12-04,7550,7800,7500,7790,15940,134468.0,17261650.0
2009-12-07,7790,7790,7650,7740,12970,133605.0,17261650.0
2009-12-08,7660,7760,7600,7610,5960,131361.0,17261650.0
2009-12-09,7600,7730,7600,7610,3850,131361.0,17261650.0
2009-12-10,7580,7690,7560,7610,5570,131361.0,17261650.0
2009-12-11,7620,7650,7570,7600,22950,131189.0,17261650.0
2009-12-14,7610,7810,7580,7780,23948,134296.0,17261650.0
2009-12-15,7710,7850,7710,7840,10990,135331.0,17261650.0
2009-12-16,7750,7920,7750,7920,16467,136712.0,17261650.0
2009-12-17,7930,8270,7850,8000,22267,138093.0,17261650.0
2009-12-18,8070,8070,7930,8040,3380,138784.0,17261650.0
2009-12-21,8100,8100,7910,7960,9370,137403.0,17261650.0
2009-12-22,7710,8000,7710,7980,11440,137748.0,17261650.0
2009-12-23,7980,8050,7870,8040,15370,138784.0,17261650.0
2009-12-24,8040,8070,7850,8000,25907,138093.0,17261650.0
2009-12-28,8000,8120,7910,8050,21267,138956.0,17261650.0
2009-12-29,8050,8050,7900,7990,5980,137921.0,17261650.0
2009-12-30,8000,8000,7840,7900,5450,136367.0,17261650.0
2010-01-04,7900,7930,7730,7730,9520,133433.0,17261650.0
2010-01-05,7730,7760,7600,7680,12706,132569.0,17261650.0
2010-01-06,7700,7790,7680,7790,9770,134468.0,17261650.0
2010-01-07,7790,7850,7690,7750,22331,133778.0,17261650.0
2010-01-08,7820,7850,7700,7810,16080,134813.0,17261650.0
2010-01-11,7810,7840,7740,7800,11980,134641.0,17261650.0
2010-01-12,7750,7800,7720,7750,17770,133778.0,17261650.0
2010-01-13,7850,7950,7850,7910,14060,136540.0,17261650.0
2010-01-14,7910,8020,7800,8020,16880,138438.0,17261650.0
2010-01-15,8050,8500,8050,8150,44272,140682.0,17261650.0
2010-01-18,8240,8410,8150,8250,41590,142409.0,17261650.0
2010-01-19,8300,8400,8200,8290,22881,143099.0,17261650.0
2010-01-20,8170,8290,8160,8180,13190,141200.0,17261650.0
2010-01-21,8150,8290,8120,8200,23742,141546.0,17261650.0
2010-01-22,8250,8250,8150,8200,19290,141546.0,17261650.0
2010-01-25,8250,8310,8080,8080,31890,139474.0,17261650.0
2010-01-26,8080,8090,7800,7830,12330,135159.0,17261650.0
2010-01-27,7940,8240,7940,8200,14011,141546.0,17261650.0
2010-01-28,8200,8310,8110,8250,27550,142409.0,17261650.0
2010-01-29,8250,8330,8000,8200,19720,141546.0,17261650.0
2010-02-01,8210,8510,8210,8310,54701,143444.0,17261650.0
2010-02-02,8450,8450,8240,8330,34430,143790.0,17261650.0
2010-02-03,8390,9500,8260,8340,48770,143962.0,17261650.0
2010-02-04,8220,8400,8220,8350,17292,144135.0,17261650.0
2010-02-05,8380,8410,8200,8400,42240,144998.0,17261650.0
2010-02-08,8420,8750,8400,8500,94920,146724.0,17261650.0
2010-02-09,8580,8670,8350,8350,37342,144135.0,17261650.0
2010-02-10,8350,8420,8290,8350,23251,144135.0,17261650.0
2010-02-11,8400,8400,8170,8370,14400,144480.0,17261650.0
2010-02-12,8260,8400,8220,8220,11310,141891.0,17261650.0
2010-02-16,8190,8230,8090,8180,4260,141200.0,17261650.0
2010-02-17,8140,8230,8050,8220,7010,141891.0,17261650.0
2010-02-18,8060,8090,8020,8050,6290,138956.0,17261650.0
2010-02-19,8000,8130,7600,7990,5410,137921.0,17261650.0
2010-02-22,8020,8030,7800,8020,4240,138438.0,17261650.0
2010-02-23,8040,8040,7900,7910,1370,136540.0,17261650.0
2010-02-24,7850,7910,7800,7820,7430,134986.0,17261650.0
2010-02-25,7890,7930,7750,7840,4880,135331.0,17261650.0
2010-02-26,7900,8000,7770,7990,2480,137921.0,17261650.0
2010-03-02,7830,7920,7800,7910,10640,136540.0,17261650.0
2010-03-03,7810,7980,7810,7900,5130,136367.0,17261650.0
2010-03-04,7770,8000,7770,7990,5420,137921.0,17261650.0
2010-03-05,7860,8500,7860,8140,6580,140510.0,17261650.0
2010-03-08,8140,8180,7930,7970,15630,137575.0,17261650.0
2010-03-09,7990,8070,7900,7910,10500,136540.0,17261650.0
2010-03-10,7920,8070,7860,7950,17290,137230.0,17261650.0
2010-03-11,7950,8020,7820,7820,11080,134986.0,17261650.0
2010-03-12,7890,7980,7830,7900,8960,136367.0,17261650.0
2010-03-15,7850,7900,7760,7890,25720,136194.0,17261650.0
2010-03-16,7930,8170,7770,7950,44860,137230.0,17261650.0
2010-03-17,8000,8080,7760,7870,49600,135849.0,17261650.0
2010-03-18,7950,7990,7870,7960,26550,137403.0,17261650.0
2010-03-19,7980,8000,7900,7900,24980,136367.0,17261650.0
2010-03-22,7900,8080,7850,7970,19760,137575.0,17261650.0
2010-03-23,8050,8050,7970,8030,31551,138611.0,17261650.0
2010-03-24,8080,8170,8000,8150,19760,140682.0,17261650.0
2010-03-25,8220,8280,8120,8200,10661,141546.0,17261650.0
2010-03-26,8200,8200,8090,8150,10462,140682.0,17261650.0
2010-03-29,8150,8200,7900,8090,40240,139647.0,17261650.0
2010-03-30,8010,8200,8000,8100,37330,139819.0,17261650.0
2010-03-31,8100,8150,8000,8100,61300,139819.0,17261650.0
2010-04-01,8010,8100,7950,7970,23240,137575.0,17261650.0
2010-04-02,7900,8090,7900,7960,14950,137403.0,17261650.0
2010-04-05,7970,8000,7900,7950,11380,137230.0,17261650.0
2010-04-06,7950,8020,7880,8000,19830,138093.0,17261650.0
2010-04-07,8050,8100,7900,8000,21040,138093.0,17261650.0
2010-04-08,7990,8020,7890,7950,28280,137230.0,17261650.0
2010-04-09,7920,8000,7900,7960,26160,137403.0,17261650.0
2010-04-12,8060,8090,7930,7950,22681,137230.0,17261650.0
2010-04-13,7950,8150,7950,8100,19470,139819.0,17261650.0
2010-04-14,7980,8150,7980,8070,12891,139302.0,17261650.0
2010-04-15,8070,8500,8050,8220,40920,141891.0,17261650.0
2010-04-16,8190,8220,8050,8060,20420,139129.0,17261650.0
2010-04-19,8140,8180,8050,8100,13680,139819.0,17261650.0
2010-04-20,8060,8350,8000,8250,85670,142409.0,17261650.0
2010-04-21,8450,8600,8300,8400,91390,144998.0,17261650.0
2010-04-22,8400,8820,8400,8650,59970,149313.0,17261650.0
2010-04-23,8890,8890,8560,8640,12603,149141.0,17261650.0
2010-04-26,8700,8700,8500,8580,32720,148105.0,17261650.0
2010-04-27,8570,8690,8400,8690,53783,150004.0,17261650.0
2010-04-28,8740,8740,8400,8440,23250,145688.0,17261650.0
2010-04-29,8370,8440,8230,8400,17680,144998.0,17261650.0
2010-04-30,8400,8550,8400,8500,14260,146724.0,17261650.0
2010-05-03,8500,8650,8030,8630,26255,148968.0,17261650.0
2010-05-04,8610,8610,8420,8420,7910,145343.0,17261650.0
2010-05-06,8330,8420,8260,8300,5440,143272.0,17261650.0
2010-05-07,8210,8290,8150,8170,7790,141028.0,17261650.0
2010-05-10,8170,8340,8170,8310,12760,143444.0,17261650.0
2010-05-11,8320,8350,8220,8350,8890,144135.0,17261650.0
2010-05-12,8430,8430,8270,8380,740,144653.0,17261650.0
2010-05-13,8390,8490,8260,8390,9130,144825.0,17261650.0
2010-05-14,8500,8500,8310,8310,4610,143444.0,17261650.0
2010-05-17,8230,8410,8230,8350,27550,144135.0,17261650.0
2010-05-18,8350,8470,8320,8380,640,144653.0,17261650.0
2010-05-19,8490,8490,8380,8400,7000,144998.0,17261650.0
2010-05-20,8000,8320,8000,8130,7540,140337.0,17261650.0
2010-05-24,8130,8200,7530,8150,23640,140682.0,17261650.0
2010-05-25,8150,8180,8000,8000,35401,138093.0,17261650.0
2010-05-26,7900,8500,7900,8300,25410,143272.0,17261650.0
2010-05-27,8480,8480,8240,8380,4190,144653.0,17261650.0
2010-05-28,8350,8350,8250,8340,350,143962.0,17261650.0
2010-05-31,8040,8260,8040,8220,4830,141891.0,17261650.0
2010-06-01,8150,8340,8100,8300,16200,143272.0,17261650.0
2010-06-03,8310,8310,8260,8260,3440,142581.0,17261650.0
2010-06-04,8220,8390,8210,8350,12120,144135.0,17261650.0
2010-06-07,8330,8380,8170,8380,8690,144653.0,17261650.0
2010-06-08,8350,8350,8180,8350,1481,144135.0,17261650.0
2010-06-09,8270,8270,8190,8230,19790,142063.0,17261650.0
2010-06-10,8230,8300,8080,8170,42100,141028.0,17261650.0
2010-06-11,8170,8380,8110,8330,43310,143790.0,17261650.0
2010-06-14,8250,8310,8180,8250,25230,142409.0,17261650.0
2010-06-15,8300,8300,8150,8180,2300,141200.0,17261650.0
2010-06-16,8150,8180,8100,8170,2120,141028.0,17261650.0
2010-06-17,8110,9390,8080,8440,53970,145688.0,17261650.0
2010-06-18,8280,8400,8200,8290,14371,143099.0,17261650.0
2010-06-21,8290,8350,8150,8150,14031,140682.0,17261650.0
2010-06-22,8170,8200,8110,8150,14830,140682.0,17261650.0
2010-06-23,8110,8280,8100,8150,16110,140682.0,17261650.0
2010-06-24,8060,8270,8020,8260,24940,142581.0,17261650.0
2010-06-25,8130,8300,8120,8250,9580,142409.0,17261650.0
2010-06-28,8190,8400,8080,8140,8522,140510.0,17261650.0
2010-06-29,8140,8280,7970,8090,10294,139647.0,17261650.0
2010-06-30,8090,8150,7710,8080,4970,139474.0,17261650.0
2010-07-01,8100,8400,8010,8240,34820,142236.0,17261650.0
2010-07-02,8150,8230,8100,8110,5240,139992.0,17261650.0
2010-07-05,8270,8270,8100,8110,12000,139992.0,17261650.0
2010-07-06,8050,8110,8050,8080,14950,139474.0,17261650.0
2010-07-07,8100,8100,8050,8050,6850,138956.0,17261650.0
2010-07-08,8010,8100,8010,8050,16076,138956.0,17261650.0
2010-07-09,8020,8100,8020,8050,7610,138956.0,17261650.0
2010-07-12,8000,8050,8000,8000,2180,138093.0,17261650.0
2010-07-13,8200,8230,7980,8010,14872,138266.0,17261650.0
2010-07-14,8010,8130,7990,8050,19420,138956.0,17261650.0
2010-07-15,8050,8120,7970,7990,14560,137921.0,17261650.0
2010-07-16,7990,8230,7990,8120,16420,140165.0,17261650.0
2010-07-19,8100,8180,8030,8100,4940,139819.0,17261650.0
2010-07-20,8040,8070,7980,8020,21100,138438.0,17261650.0
2010-07-21,7910,7980,7710,7720,48560,133260.0,17261650.0
2010-07-22,7720,7810,7710,7720,19381,133260.0,17261650.0
2010-07-23,7720,7850,7700,7820,80080,134986.0,17261650.0
2010-07-26,7610,7800,7610,7800,17500,134641.0,17261650.0
2010-07-27,7770,7850,7750,7810,11670,134813.0,17261650.0
2010-07-28,7800,8070,7770,7940,17250,137058.0,17261650.0
2010-07-29,7930,8000,7750,8000,25130,138093.0,17261650.0
2010-07-30,8000,8030,7900,8000,16640,138093.0,17261650.0
2010-08-02,7980,8000,7870,7900,2070,136367.0,17261650.0
2010-08-03,7900,7950,7850,7850,8280,135504.0,17261650.0
2010-08-04,7860,8040,7810,8000,18810,138093.0,17261650.0
2010-08-05,7980,7990,7940,7990,260,137921.0,17261650.0
2010-08-06,7930,7990,7860,7990,1540,137921.0,17261650.0
2010-08-09,7900,7970,7890,7970,510,137575.0,17261650.0
2010-08-10,7910,7910,7820,7860,1900,135677.0,17261650.0
2010-08-11,7930,8020,7910,7990,2450,137921.0,17261650.0
2010-08-12,7930,7990,7900,7900,2590,136367.0,17261650.0
2010-08-13,7940,8200,7770,8070,27670,139302.0,17261650.0
2010-08-16,7960,8070,7880,8050,14220,138956.0,17261650.0
2010-08-17,8010,8050,7940,8050,4570,138956.0,17261650.0
2010-08-18,8050,8150,7950,8100,81640,139819.0,17261650.0
2010-08-19,8110,8200,8110,8160,13970,140855.0,17261650.0
2010-08-20,8160,8350,8160,8350,55200,144135.0,17261650.0
2010-08-23,8350,8380,8080,8080,15950,139474.0,17261650.0
2010-08-24,8100,8190,8060,8160,107890,140855.0,17261650.0
2010-08-25,8140,8170,8080,8080,11960,139474.0,17261650.0
2010-08-26,8050,8170,8050,8090,4200,139647.0,17261650.0
2010-08-27,8100,8100,8010,8090,2521,139647.0,17261650.0
2010-08-30,8050,8110,7990,8110,5320,139992.0,17261650.0
2010-08-31,8020,8020,7960,8020,3400,138438.0,17261650.0
2010-09-01,8080,8090,7950,7950,125430,137230.0,17261650.0
2010-09-02,8000,8150,8000,8100,26870,139819.0,17261650.0
2010-09-03,8090,8100,8020,8100,6580,139819.0,17261650.0
2010-09-06,8110,8110,8010,8050,3830,138956.0,17261650.0
2010-09-07,8010,8120,8000,8050,9560,138956.0,17261650.0
2010-09-08,8000,8080,7990,8010,19690,138266.0,17261650.0
2010-09-09,7980,8180,7980,8180,245990,141200.0,17261650.0
2010-09-10,8230,8330,8150,8300,15900,143272.0,17261650.0
2010-09-13,8250,8290,8140,8290,12660,143099.0,17261650.0
2010-09-14,8240,8240,8130,8190,3234,141373.0,17261650.0
2010-09-15,8120,8120,8030,8030,11629,138611.0,17261650.0
2010-09-16,8090,8110,8020,8100,1290,139819.0,17261650.0
2010-09-17,8100,8210,8020,8200,8870,141546.0,17261650.0
2010-09-20,8230,8230,8080,8190,4760,141373.0,17261650.0
2010-09-24,8110,8200,8100,8200,5470,141546.0,17261650.0
2010-09-27,8110,8110,8050,8060,9570,139129.0,17261650.0
2010-09-28,8120,8120,8030,8040,3480,138784.0,17261650.0
2010-09-29,8100,8140,8040,8040,1350,138784.0,17261650.0
2010-09-30,8070,8130,8040,8130,6940,140337.0,17261650.0
2010-10-01,8030,8130,8030,8100,4490,139819.0,17261650.0
2010-10-04,8100,8130,8050,8050,4500,138956.0,17261650.0
2010-10-05,8050,8100,8030,8050,8940,138956.0,17261650.0
2010-10-06,8050,8050,7960,8050,11170,138956.0,17261650.0
2010-10-07,7980,8030,7900,7970,18490,137575.0,17261650.0
2010-10-08,7970,7970,7800,7950,18150,137230.0,17261650.0
2010-10-11,7890,8000,7880,7920,14400,136712.0,17261650.0
2010-10-12,7810,7950,7810,7950,2610,137230.0,17261650.0
2010-10-13,7930,8190,7920,8190,12060,141373.0,17261650.0
2010-10-14,8200,8200,8050,8140,4120,140510.0,17261650.0
2010-10-15,8070,8120,7980,7980,2890,137748.0,17261650.0
2010-10-18,8010,9170,8010,8400,618990,144998.0,17261650.0
2010-10-19,8650,9380,8500,8910,558698,153801.0,17261650.0
2010-10-20,8770,8840,8430,8550,129845,147587.0,17261650.0
2010-10-21,8800,8800,8300,8300,107816,143272.0,17261650.0
2010-10-22,8300,8430,8250,8300,71771,143272.0,17261650.0
2010-10-25,8390,8770,8360,8620,84842,148795.0,17261650.0
2010-10-26,8700,8770,8520,8540,54281,147414.0,17261650.0
2010-10-27,8560,8590,8360,8530,69161,147242.0,17261650.0
2010-10-28,8350,8500,8120,8250,78390,142409.0,17261650.0
2010-10-29,8250,8250,8060,8140,37594,140510.0,17261650.0
2010-11-01,8140,8170,8010,8060,19470,139129.0,17261650.0
2010-11-02,8070,8200,7950,7980,36749,137748.0,17261650.0
2010-11-03,8010,8100,7940,8020,19482,138438.0,17261650.0
2010-11-04,8020,8090,7940,7960,34540,137403.0,17261650.0
2010-11-05,7960,8000,7900,8000,25200,138093.0,17261650.0
2010-11-08,8020,8020,7920,7950,26661,137230.0,17261650.0
2010-11-09,7950,8050,7910,7980,16020,137748.0,17261650.0
2010-11-10,7980,8030,7810,7860,42388,135677.0,17261650.0
2010-11-11,7830,7920,7760,7890,28230,136194.0,17261650.0
2010-11-12,7820,7910,7770,7820,15020,134986.0,17261650.0
2010-11-15,7810,7850,7370,7600,36291,131189.0,17261650.0
2010-11-16,7530,7550,7300,7450,29839,128599.0,17261650.0
2010-11-17,7400,7670,7290,7670,6370,132397.0,17261650.0
2010-11-18,7740,7780,7580,7740,7700,133605.0,17261650.0
2010-11-19,7760,7770,7580,7700,5236,132915.0,17261650.0
2010-11-22,7590,7660,7560,7650,14170,132052.0,17261650.0
2010-11-23,7690,7700,7650,7660,1710,132224.0,17261650.0
2010-11-24,7530,7590,7300,7590,12077,131016.0,17261650.0
2010-11-25,7660,7780,7600,7700,4490,132915.0,17261650.0
2010-11-26,7600,7660,7450,7450,11530,128599.0,17261650.0
2010-11-29,7500,7500,7400,7480,9814,129117.0,17261650.0
2010-11-30,7490,7540,7450,7500,7800,129462.0,17261650.0
2010-12-01,7510,7560,7420,7480,1910,129117.0,17261650.0
2010-12-02,7550,7750,7550,7700,2930,132915.0,17261650.0
2010-12-03,7620,7680,7590,7660,2440,132224.0,17261650.0
2010-12-06,7690,7810,7600,7600,6690,131189.0,17261650.0
2010-12-07,7560,7640,7530,7590,4100,131016.0,17261650.0
2010-12-08,7590,7590,7410,7420,9403,128081.0,17261650.0
2010-12-09,7360,7450,7350,7450,4290,128599.0,17261650.0
2010-12-10,7410,7480,7410,7460,5162,128772.0,17261650.0
2010-12-13,7420,7460,7390,7410,4430,127909.0,17261650.0
2010-12-14,7380,7480,7350,7450,4980,128599.0,17261650.0
2010-12-15,7420,7470,7390,7450,6601,128599.0,17261650.0
2010-12-16,7440,7450,7340,7440,6661,128427.0,17261650.0
2010-12-17,7440,7500,7350,7450,29829,128599.0,17261650.0
2010-12-20,7400,7450,7320,7400,50510,127736.0,17261650.0
2010-12-21,7400,7490,7380,7410,4095,127909.0,17261650.0
2010-12-22,7450,7450,7380,7390,6320,127564.0,17261650.0
2010-12-23,7390,7470,7370,7430,16970,128254.0,17261650.0
2010-12-24,7450,7450,7370,7430,85700,128254.0,17261650.0
2010-12-27,7430,7620,7350,7510,6205,129635.0,17261650.0
2010-12-28,7350,7640,7350,7500,5363,129462.0,17261650.0
2010-12-29,7490,7490,7150,7350,6780,126873.0,17261650.0
2010-12-30,7350,7400,7240,7400,2070,127736.0,17261650.0
2011-01-03,7330,7340,7250,7340,5090,126701.0,17261650.0
2011-01-04,7390,7420,7250,7330,4572,126528.0,17261650.0
2011-01-05,7260,7280,7210,7240,14670,124974.0,17261650.0
2011-01-06,7270,7280,7210,7260,2380,125320.0,17261650.0
2011-01-07,7270,7270,7200,7210,4396,124456.0,17261650.0
2011-01-10,7200,7200,7040,7180,4190,123939.0,17261650.0
2011-01-11,7180,7220,7150,7220,2175,124629.0,17261650.0
2011-01-12,7250,7280,7200,7250,3862,125147.0,17261650.0
2011-01-13,7210,7270,7160,7250,1350,125147.0,17261650.0
2011-01-14,7270,7270,7170,7250,5904,125147.0,17261650.0
2011-01-17,7240,7250,7170,7200,1990,124284.0,17261650.0
2011-01-18,7200,7250,7140,7200,2225,124284.0,17261650.0
2011-01-19,7140,7250,7140,7250,4960,125147.0,17261650.0
2011-01-20,7240,7280,7150,7250,11562,125147.0,17261650.0
2011-01-21,7250,7500,7160,7490,14675,129290.0,17261650.0
2011-01-24,7410,7630,7410,7490,16618,129290.0,17261650.0
2011-01-25,7360,7520,7320,7320,7290,126355.0,17261650.0
2011-01-26,7320,7320,7200,7240,5610,124974.0,17261650.0
2011-01-27,7200,7200,7120,7190,5194,124111.0,17261650.0
2011-01-28,7110,7170,7110,7130,2800,123076.0,17261650.0
2011-01-31,7120,7180,7050,7180,1040,123939.0,17261650.0
2011-02-01,7170,7210,7050,7100,5399,122558.0,17261650.0
2011-02-07,7170,7180,7050,7050,5730,121695.0,17261650.0
2011-02-08,7090,7110,7000,7090,2720,122385.0,17261650.0
2011-02-09,7090,7090,7000,7050,1930,121695.0,17261650.0
2011-02-10,7050,7050,7000,7040,710,121522.0,17261650.0
2011-02-11,7040,7140,7040,7100,9400,122558.0,17261650.0
2011-02-14,7100,7150,7100,7150,9950,123421.0,17261650.0
2011-02-15,7190,7200,7000,7140,1760,123248.0,17261650.0
2011-02-16,7140,7300,7140,7200,9920,124284.0,17261650.0
2011-02-17,7200,7210,7030,7140,5740,123248.0,17261650.0
2011-02-18,7220,7220,7000,7080,4010,122212.0,17261650.0
2011-02-21,7070,7070,6730,6820,3794,117724.0,17261650.0
2011-02-22,6820,6820,6560,6700,5330,115653.0,17261650.0
2011-02-23,6700,7000,6550,6680,1580,115308.0,17261650.0
2011-02-24,6680,6750,6640,6730,2480,116171.0,17261650.0
2011-02-25,6730,6780,6630,6780,2180,117034.0,17261650.0
2011-02-28,6590,7000,6590,6770,4970,116861.0,17261650.0
2011-03-02,6700,7220,6700,7120,10424,122903.0,17261650.0
2011-03-03,7120,7190,7100,7120,9250,122903.0,17261650.0
2011-03-04,7120,7220,7120,7120,7411,122903.0,17261650.0
2011-03-07,7120,7450,7120,7430,18520,128254.0,17261650.0
2011-03-08,7420,7740,7420,7700,28110,132915.0,17261650.0
2011-03-09,7740,7870,7700,7820,13480,134986.0,17261650.0
2011-03-10,7820,7900,7800,7850,20550,135504.0,17261650.0
2011-03-11,7820,7900,7800,7870,30600,135849.0,17261650.0
2011-03-14,7700,7900,7590,7890,6930,136194.0,17261650.0
2011-03-15,7880,7890,7600,7720,9670,133260.0,17261650.0
2011-03-16,7600,7810,7600,7790,8740,134468.0,17261650.0
2011-03-17,7790,7830,7790,7790,9530,134468.0,17261650.0
2011-03-18,7830,7840,7820,7820,7170,134986.0,17261650.0
2011-03-21,7870,7880,7800,7870,8520,135849.0,17261650.0
2011-03-22,7900,8000,7900,7980,4980,137748.0,17261650.0
2011-03-23,7990,8040,7940,8010,45280,138266.0,17261650.0
2011-03-24,7960,8040,7930,8040,55170,138784.0,17261650.0
2011-03-25,8050,8050,7910,7960,24560,137403.0,17261650.0
2011-03-28,7910,7990,7910,7990,9660,137921.0,17261650.0
2011-03-29,7990,7990,7860,7980,11480,137748.0,17261650.0
2011-03-30,7980,7990,7930,7980,6490,137748.0,17261650.0
2011-03-31,7990,7990,7920,7980,3090,137748.0,17261650.0
2011-04-01,7920,7930,7870,7920,5270,136712.0,17261650.0
