HDC(012630),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-01-04,5332,5954,5273,5865,614020,279906.0,28273311.0
1999-01-05,5865,5865,5332,5598,920480,267183.0,28273311.0
1999-01-06,5693,5806,5450,5711,513370,272555.0,28273311.0
1999-01-07,5687,5711,5473,5474,437100,261245.0,28273311.0
1999-01-08,5450,5622,5332,5391,329600,257287.0,28273311.0
1999-01-11,5272,5510,5107,5361,397440,255873.0,28273311.0
1999-01-12,5569,5658,4947,5332,2209710,264450.0,29383364.0
1999-01-13,5432,5432,5213,5273,348360,261512.0,29383364.0
1999-01-14,5154,5154,4633,4739,314470,235067.0,29383364.0
1999-01-15,4621,5029,4562,4976,442380,246820.0,29383364.0
1999-01-18,4976,5095,4917,5036,508600,249759.0,29383364.0
1999-01-19,5095,5391,4858,5154,493070,262533.0,30176259.0
1999-01-20,5184,5213,5035,5124,305670,261025.0,30176259.0
1999-01-21,5094,5094,4638,4739,172810,241410.0,30176259.0
1999-01-22,4621,4739,4336,4597,204530,234168.0,30176259.0
1999-01-25,4799,4799,4508,4573,153420,232961.0,30176259.0
1999-01-26,4858,4887,4574,4621,228730,235375.0,30176259.0
1999-01-27,4680,4793,4502,4793,178190,244126.0,30176259.0
1999-01-28,4799,4851,4633,4650,212270,236884.0,30176259.0
1999-01-29,4709,4857,4680,4698,113250,239298.0,30176259.0
1999-02-01,4739,4828,4709,4828,173590,245937.0,30176259.0
1999-02-02,4935,4935,4745,4793,225430,244126.0,30176259.0
1999-02-03,4851,4851,4733,4739,217660,241410.0,30176259.0
1999-02-04,4799,4799,4532,4609,293230,234771.0,30176259.0
1999-02-05,4956,4956,4555,4555,293550,202181.0,30176259.0
1999-02-08,4357,4555,4357,4487,127800,199163.0,30176259.0
1999-02-09,4350,4350,4181,4201,139970,186489.0,30176259.0
1999-02-10,4065,4684,4065,4521,220230,200672.0,30176259.0
1999-02-11,4555,4622,4418,4487,139160,199163.0,30176259.0
1999-02-12,4724,4737,4555,4629,214730,205500.0,30176259.0
1999-02-18,4731,4738,4486,4507,144170,200069.0,30176259.0
1999-02-19,4350,4419,4160,4412,93530,195844.0,30176259.0
1999-02-22,4412,4419,4215,4235,83590,187998.0,30176259.0
1999-02-23,4214,4350,4201,4201,92700,186489.0,30176259.0
1999-02-24,4201,4350,4092,4147,86620,184075.0,30176259.0
1999-02-25,4106,4194,4045,4079,65470,181058.0,30176259.0
1999-02-26,4147,4309,4147,4310,127010,191317.0,30176259.0
1999-03-02,4404,4555,4371,4487,171430,199163.0,30176259.0
1999-03-03,4486,4540,4350,4385,143560,194637.0,30176259.0
1999-03-04,4452,4622,4357,4385,364310,194637.0,30176259.0
1999-03-05,4486,4956,4317,4697,12737480,208518.0,30176259.0
1999-03-08,5064,5397,4996,5398,698190,239599.0,30176259.0
1999-03-09,6206,6206,6057,6207,1545370,275509.0,30176259.0
1999-03-10,6526,6594,6050,6594,3563280,292710.0,30176259.0
1999-03-11,6593,7069,6593,6866,1748810,304780.0,30176259.0
1999-03-12,6798,6900,6608,6798,911740,301763.0,30176259.0
1999-03-15,7069,7716,7002,7410,2067140,328921.0,30176259.0
1999-03-16,7410,8021,7205,7818,1694890,347027.0,30176259.0
1999-03-17,7987,8089,7138,7342,1367890,325904.0,30176259.0
1999-03-18,7342,7478,6798,6900,1022260,306289.0,30176259.0
1999-03-19,7036,7341,6798,7206,1187740,319868.0,30176259.0
1999-03-22,7069,7376,6934,7206,828070,319868.0,30176259.0
1999-03-23,7410,7885,7341,7716,1225760,346100.0,30493417.0
1999-03-24,7545,8838,7512,8837,1715100,396414.0,30493417.0
1999-03-25,8769,9993,8497,9381,2405070,420809.0,30493417.0
1999-03-26,9313,9585,9109,9245,678020,414710.0,30493417.0
1999-03-29,9245,9245,8633,8633,416680,387266.0,30493417.0
1999-03-30,9041,9585,8905,9007,845440,404038.0,30493417.0
1999-03-31,9347,9347,8769,8837,546530,396414.0,30493417.0
1999-04-01,8838,9177,8735,8939,508910,400988.0,30493417.0
1999-04-02,9042,10028,9042,9857,1149840,442155.0,30493417.0
1999-04-06,9857,10332,9517,9959,867230,446729.0,30493417.0
1999-04-07,9993,10129,9653,9653,636810,433007.0,30493417.0
1999-04-08,9381,9483,9143,9211,1335030,413186.0,30493417.0
1999-04-09,9381,9517,8769,9109,1457480,451159.0,33668575.0
1999-04-12,8871,9178,8804,9041,1483430,673892.0,50668575.0
1999-04-13,9041,9721,8905,9313,2353830,694159.0,50668575.0
1999-04-14,9245,9517,8973,9041,811980,673892.0,50668575.0
1999-04-15,9042,9449,9042,9381,1265850,699226.0,50668575.0
1999-04-16,9517,9517,8838,8837,1268700,658691.0,50668575.0
1999-04-19,8973,9109,8735,8871,986430,661225.0,50668575.0
1999-04-20,8905,9449,8871,8973,947780,668825.0,50668575.0
1999-04-21,9041,9245,8735,8769,981960,653625.0,50668575.0
1999-04-22,8973,9177,8293,8497,1090260,633357.0,50668575.0
1999-04-23,8701,9075,8565,8871,914990,661225.0,50668575.0
1999-04-26,8769,9993,8701,9551,1759150,711893.0,50668575.0
1999-04-27,10197,10979,9857,10979,3212270,818297.0,50668575.0
1999-04-28,11557,12542,11081,11760,2921180,878987.0,50808499.0
1999-04-29,11557,11557,10400,10401,1063720,777370.0,50808499.0
1999-04-30,10605,10843,9584,10673,1352600,797693.0,50808499.0
1999-05-03,10333,10809,10197,10503,788230,784991.0,50808499.0
1999-05-04,10571,11352,10536,10639,876950,795153.0,50808499.0
1999-05-06,10877,11217,10673,11047,1010760,825638.0,50808499.0
1999-05-07,11217,11386,10673,10741,926920,802774.0,50808499.0
1999-05-10,10741,11013,10333,10945,930160,818017.0,50808499.0
1999-05-11,10809,11012,10400,10401,679240,777370.0,50808499.0
1999-05-12,10061,10299,9619,9857,577860,736723.0,50808499.0
1999-05-13,9619,10061,9211,9211,601950,688455.0,50808499.0
1999-05-14,9517,9551,8701,8837,502510,660510.0,50808499.0
1999-05-17,8838,9109,8566,8565,440410,640187.0,50808499.0
1999-05-18,8565,8838,8497,8837,622380,679412.0,52262483.0
1999-05-19,9109,9653,8837,9245,817610,710770.0,52262483.0
1999-05-20,9381,9653,8633,8939,3080980,687252.0,52262483.0
1999-05-21,9177,9211,8871,9075,1091390,697704.0,52262483.0
1999-05-24,8973,8973,8633,8837,504220,679412.0,52262483.0
1999-05-25,8633,9279,8633,9109,648540,700317.0,52262483.0
1999-05-26,9245,9653,9109,9415,996240,723835.0,52262483.0
1999-05-27,9381,9449,9075,9075,530940,697704.0,52262483.0
1999-05-28,9075,9585,8871,9449,834360,726449.0,52262483.0
1999-05-31,10061,10469,9721,9925,4335380,763032.0,52262483.0
1999-06-01,9993,10333,9755,9857,1436210,757806.0,52262483.0
1999-06-02,9721,10197,9585,9857,1352250,757806.0,52262483.0
1999-06-03,10394,10394,9677,10036,934890,731675.0,52262483.0
1999-06-04,10036,10251,9821,9821,635180,715996.0,52262483.0
1999-06-07,10108,10932,9965,10896,1612790,794390.0,52262483.0
1999-06-08,11111,11111,10466,10753,1065870,783937.0,52262483.0
1999-06-09,10717,11255,10609,10646,1187660,776098.0,52262483.0
1999-06-10,10466,10897,10287,10896,922470,794390.0,52262483.0
1999-06-11,10825,12509,10788,12187,3411090,888462.0,52262483.0
1999-06-14,12402,12725,11971,12187,2854500,888462.0,52262483.0
1999-06-15,11900,12079,10861,11470,1619260,836200.0,52262483.0
1999-06-16,11685,11828,11040,11470,1085650,836200.0,52262483.0
1999-06-17,11326,11613,11040,11327,1158240,825747.0,52262483.0
1999-06-18,11291,12115,11291,11398,1432640,841853.0,52946710.0
1999-06-21,11542,11828,10968,11327,868740,836558.0,52946710.0
1999-06-22,11326,11828,11219,11613,1340340,857737.0,52946710.0
1999-06-23,11828,12294,11613,11613,1391100,857737.0,52946710.0
1999-06-24,11828,12115,11470,11649,1207830,860384.0,52946710.0
1999-06-25,11685,11828,11040,11255,1046140,831263.0,52946710.0
1999-06-28,11255,11542,11040,11040,825370,815379.0,52946710.0
1999-06-29,11183,12186,11183,11864,2593790,876268.0,52946710.0
1999-06-30,11864,11971,11111,11613,816990,857737.0,52946710.0
1999-07-01,11828,12545,11685,12187,1892620,900094.0,52946710.0
1999-07-02,12546,13621,12259,13621,2721400,1005987.0,52946710.0
1999-07-05,14051,14266,13190,13621,2314150,1005987.0,52946710.0
1999-07-06,13692,14051,13334,13621,1255610,1005987.0,52946710.0
1999-07-07,13692,13979,13334,13621,1411980,1005987.0,52946710.0
1999-07-08,13979,14911,13764,13979,2301770,1032461.0,52946710.0
1999-07-09,14051,14194,13405,13656,1130180,1008635.0,52946710.0
1999-07-12,14338,15413,13979,14337,2638880,1058934.0,52946710.0
1999-07-13,14338,14804,13549,13836,843360,1021872.0,52946710.0
1999-07-14,13621,13836,12688,12760,1168330,942451.0,52946710.0
1999-07-15,12330,12832,12186,12832,781260,947746.0,52946710.0
1999-07-16,12975,13405,12939,13190,1192660,974219.0,52946710.0
1999-07-19,13191,13621,12725,12975,948420,958335.0,52946710.0
1999-07-20,12760,13548,12365,12832,960100,947746.0,52946710.0
1999-07-21,12473,12688,11900,11972,708440,884210.0,52946710.0
1999-07-22,11757,11972,11076,11900,1490810,878915.0,52946710.0
1999-07-23,11828,12402,10968,11112,1654830,822285.0,53050619.0
1999-07-26,11111,11326,10179,10395,855250,769234.0,53050619.0
1999-07-27,10682,10968,10466,10825,841690,801064.0,53050619.0
1999-07-28,10681,11255,10609,11112,878090,822285.0,53050619.0
1999-07-29,11469,12115,11254,12115,1218040,896555.0,53050619.0
1999-07-30,12330,12330,11326,11506,1165350,1011962.0,63050619.0
1999-08-02,11542,11900,10896,11004,869710,967827.0,63050619.0
1999-08-03,10968,11613,10825,10968,1108230,973072.0,63599466.0
1999-08-04,11040,11398,10932,11076,1181660,982612.0,63599466.0
1999-08-05,11255,11721,10968,11147,1713490,988972.0,63599466.0
1999-08-06,11184,11398,10610,10861,567490,963532.0,63599466.0
1999-08-09,10968,11219,10753,10932,578810,969892.0,63599466.0
1999-08-10,10682,10932,10466,10717,667600,950812.0,63599466.0
1999-08-11,10538,10717,10179,10251,807610,909472.0,63599466.0
1999-08-12,10036,10681,10036,10395,875630,922192.0,63599466.0
1999-08-13,10717,10788,10107,10610,1031270,941272.0,63599466.0
1999-08-16,10682,10932,10538,10681,866710,947632.0,63599466.0
1999-08-17,10825,11040,10753,11040,1184980,979432.0,63599466.0
1999-08-18,10896,11326,10179,11112,962350,985792.0,63599466.0
1999-08-19,11184,12474,11111,12079,3172680,1071651.0,63599466.0
1999-08-20,12294,12330,11828,12079,1502050,1071651.0,63599466.0
1999-08-23,12474,12617,12187,12438,1303090,1103451.0,63599466.0
1999-08-24,12473,12904,12438,12725,1203030,1128891.0,63599466.0
1999-08-25,12725,13226,12725,13190,1247340,1171056.0,63644333.0
1999-08-26,13334,13585,12975,13047,1184620,1158327.0,63644333.0
1999-08-27,12904,13477,12760,13406,1090090,1190149.0,63644333.0
1999-08-30,13692,14481,13621,13621,1819620,1209242.0,63644333.0
1999-08-31,13477,13764,12975,13190,759190,1171056.0,63644333.0
1999-09-01,13334,13334,12259,12259,1055370,1088318.0,63644333.0
1999-09-02,11470,12545,11398,12187,1024070,1081954.0,63644333.0
1999-09-03,12186,12509,11900,12187,726310,1081954.0,63644333.0
1999-09-06,12259,12438,11757,12043,821110,1069225.0,63644333.0
1999-09-07,12007,12546,11685,12043,1091860,1069225.0,63644333.0
1999-09-08,11865,12187,11399,11398,551590,1011945.0,63644333.0
1999-09-09,11290,11685,11255,11506,523190,1021492.0,63644333.0
1999-09-10,11578,11972,11578,11900,401200,1056496.0,63644333.0
1999-09-13,11900,12080,11326,11542,689980,1033510.0,64193180.0
1999-09-14,11470,11470,11183,11327,530350,1014252.0,64193180.0
1999-09-15,11326,11506,11184,11398,534490,1020672.0,64193180.0
1999-09-16,11254,11613,11111,11255,477580,1007833.0,64193180.0
1999-09-17,11040,11363,10538,11040,612990,988575.0,64193180.0
1999-09-20,11219,11542,11040,11470,514150,1027091.0,64193180.0
1999-09-21,11757,11792,11255,11327,724750,1014252.0,64193180.0
1999-09-22,11469,11721,11326,11434,898570,1023881.0,64193180.0
1999-09-27,11434,11434,10896,11004,457200,985365.0,64193180.0
1999-09-28,10897,11255,10610,10717,597930,959688.0,64193180.0
1999-09-29,10753,11075,10430,10431,1315690,934011.0,64193180.0
1999-09-30,10287,10717,9534,9570,727330,856979.0,64193180.0
1999-10-01,9570,9785,8961,9391,939920,840931.0,64193180.0
1999-10-04,9319,9642,9211,9212,931650,824882.0,64193180.0
1999-10-05,9211,9426,7849,7850,1218680,702915.0,64193180.0
1999-10-06,8244,8996,8244,8997,1848930,805624.0,64193180.0
1999-10-07,9427,9678,9140,9678,1225610,866608.0,64193180.0
1999-10-08,9892,9965,9319,9570,885340,856979.0,64193180.0
1999-10-11,9606,9857,9499,9606,452370,860189.0,64193180.0
1999-10-12,9463,9892,9463,9893,664110,885866.0,64193180.0
1999-10-13,9893,9965,9606,9929,524600,889076.0,64193180.0
1999-10-14,9821,10538,9677,10395,824740,930801.0,64193180.0
1999-10-15,10359,10502,9678,10323,1004570,924382.0,64193180.0
1999-10-18,9606,10000,9355,9355,516620,837721.0,64193180.0
1999-10-19,9749,9892,9247,9391,646450,840931.0,64193180.0
1999-10-20,9607,9714,9463,9678,580610,866608.0,64193180.0
1999-10-21,9893,9893,9320,9319,505640,834511.0,64193180.0
1999-10-22,9175,9390,8996,9176,304630,821673.0,64193180.0
1999-10-25,9176,9320,8531,8782,509780,786366.0,64193180.0
1999-10-26,8530,8889,8387,8853,331220,792786.0,64193180.0
1999-10-27,8531,8818,8459,8602,316290,770318.0,64193180.0
1999-10-28,8387,8925,8387,8782,421470,786366.0,64193180.0
1999-10-29,8996,9104,8746,8997,687900,805624.0,64193180.0
1999-11-01,9294,9368,8848,9145,903090,789576.0,64193180.0
1999-11-02,9145,9889,9145,9740,1318530,840931.0,64193180.0
1999-11-03,10000,10037,9517,9740,1067280,840931.0,64193180.0
1999-11-04,9740,9963,9665,9777,528570,844140.0,64193180.0
1999-11-05,9777,10483,9665,9852,1402500,850560.0,64193180.0
1999-11-08,10149,10260,9889,10001,572170,863398.0,64193180.0
1999-11-09,9740,10000,9665,10001,560350,863398.0,64193180.0
1999-11-10,9814,9889,9442,9554,745170,824882.0,64193180.0
1999-11-11,9480,9777,9219,9331,930030,805624.0,64193180.0
1999-11-12,9480,9665,8996,9331,1300440,805624.0,64193180.0
1999-11-15,9517,9814,9108,9369,1319740,808834.0,64193180.0
1999-11-16,9368,9517,8922,8997,808610,776737.0,64193180.0
1999-11-17,9071,9219,8178,8290,1078270,715754.0,64193180.0
1999-11-18,8141,8662,8067,8439,736010,728593.0,64193180.0
1999-11-19,8550,8922,8327,8811,746370,760689.0,64193180.0
1999-11-22,8922,8922,8401,8439,550030,728593.0,64193180.0
1999-11-23,8476,8662,8327,8439,536240,728593.0,64193180.0
1999-11-24,8327,8439,7658,8179,3060370,706125.0,64193180.0
1999-11-25,8327,8327,7584,7733,992020,667609.0,64193180.0
1999-11-26,7732,7807,7137,7212,1003850,622674.0,64193180.0
1999-11-29,6691,7204,6654,6722,1439910,580306.0,64193180.0
1999-11-30,6773,7212,6766,6989,1527970,603416.0,64193180.0
1999-12-01,6981,7063,6543,6684,1007960,577097.0,64193180.0
1999-12-02,6543,7323,6483,6766,1835110,584158.0,64193180.0
1999-12-03,7026,7420,6922,7145,1393180,616896.0,64193180.0
1999-12-06,7175,7175,6803,6818,898340,588651.0,64193180.0
1999-12-07,6766,6788,6178,6179,1080430,533445.0,64193180.0
1999-12-08,5732,6096,5576,5807,937230,501349.0,64193180.0
1999-12-09,5807,5940,5591,5614,1163330,484659.0,64193180.0
1999-12-10,5762,6453,5717,6454,1065430,557197.0,64193180.0
1999-12-13,7346,7420,6914,7420,2104650,640648.0,64193180.0
1999-12-14,7338,7769,7063,7584,1561720,654770.0,64193180.0
1999-12-15,7413,8178,7212,7435,1618220,641932.0,64193180.0
1999-12-16,7286,7769,7078,7101,799130,613045.0,64193180.0
1999-12-17,7100,7353,6327,6617,958090,571319.0,64193180.0
1999-12-20,6617,6914,6320,6320,693840,545642.0,64193180.0
1999-12-21,6171,6617,5948,6112,878060,527668.0,64193180.0
1999-12-22,5955,6394,5948,6134,621010,529594.0,64193180.0
1999-12-23,6208,6320,5836,5874,523660,507126.0,64193180.0
1999-12-24,6171,6580,6171,6394,796030,552061.0,64193180.0
1999-12-27,6617,6639,6186,6290,605430,543074.0,64193180.0
1999-12-28,6245,6357,5955,6246,810990,623223.0,74193180.0
2000-01-04,6401,7182,6394,7183,830300,716706.0,74193180.0
2000-01-05,7115,7115,6662,6848,1216410,683319.0,74193180.0
2000-01-06,6847,7063,6320,6461,986540,644739.0,74193180.0
2000-01-07,6468,6669,6327,6372,501150,635836.0,74193180.0
2000-01-10,6431,6639,6394,6394,591040,638061.0,74193180.0
2000-01-11,6394,6461,6178,6223,731550,620997.0,74193180.0
2000-01-12,6223,6394,5970,6394,682090,638061.0,74193180.0
2000-01-13,6320,6372,6096,6097,597230,608384.0,74193180.0
2000-01-14,6208,6386,6096,6171,549370,615803.0,74193180.0
2000-01-17,6245,6245,5985,6216,473450,620255.0,74193180.0
2000-01-18,6223,6253,6000,6127,493670,611352.0,74193180.0
2000-01-19,5985,6022,5576,5577,800780,556449.0,74193180.0
2000-01-20,5576,5635,5130,5577,615500,556449.0,74193180.0
2000-01-21,5650,6015,5219,5502,813810,549030.0,74193180.0
2000-01-24,5539,5754,5316,5413,1269800,540126.0,74193180.0
2000-01-25,5346,5569,5279,5353,1024810,534191.0,74193180.0
2000-01-26,5427,5710,5323,5577,1255760,556449.0,74193180.0
2000-01-27,5725,6409,5725,6409,2457930,639545.0,74193180.0
2000-01-28,6728,7026,6691,6692,4248240,667739.0,74193180.0
2000-01-31,6543,7026,6476,6893,1932270,687771.0,74193180.0
2000-02-01,6825,7026,6654,6863,971640,684803.0,74193180.0
2000-02-02,6847,7398,6773,7064,1532820,704835.0,74193180.0
2000-02-03,7056,7130,6699,6699,1076710,668481.0,74193180.0
2000-02-07,6691,6699,6320,6357,1468270,634352.0,74193180.0
2000-02-08,6327,6431,6149,6261,1076110,624707.0,74193180.0
2000-02-09,6208,6327,6022,6030,995370,601707.0,74193180.0
2000-02-10,5911,5933,5688,5725,1199120,571287.0,74193180.0
2000-02-11,5650,5940,5650,5688,995170,567578.0,74193180.0
2000-02-14,5583,5688,5323,5353,1019500,534191.0,74193180.0
2000-02-15,5353,5688,5353,5450,657950,543836.0,74193180.0
2000-02-16,5569,5799,5219,5472,1035110,546062.0,74193180.0
2000-02-17,5427,5502,5279,5428,688550,541610.0,74193180.0
2000-02-18,5464,5464,5241,5257,721390,524546.0,74193180.0
2000-02-21,5204,5204,4773,4796,805600,478546.0,74193180.0
2000-02-22,4684,4885,4461,4610,1014200,459998.0,74193180.0
2000-02-23,4832,5301,4617,5301,2138040,528997.0,74193180.0
2000-02-24,5018,5189,4803,4982,1437020,497094.0,74193180.0
2000-02-25,4914,5279,4832,5019,894740,500804.0,74193180.0
2000-02-28,4840,5167,4773,5056,843220,504514.0,74193180.0
2000-02-29,5167,5264,5026,5056,973380,504514.0,74193180.0
2000-03-02,5814,5814,5130,5577,2078180,556449.0,74193180.0
2000-03-03,5502,5502,5122,5123,678040,511191.0,74193180.0
2000-03-06,5204,5539,4981,5212,1638560,520094.0,74193180.0
2000-03-07,5286,5725,5212,5428,1893580,541610.0,74193180.0
2000-03-08,5227,5561,5204,5502,1463570,549030.0,74193180.0
2000-03-09,5539,6096,5323,5324,3279330,531223.0,74193180.0
2000-03-10,5702,5717,5249,5301,1429440,528997.0,74193180.0
2000-03-13,5279,5390,5160,5160,934590,514901.0,74193180.0
2000-03-14,5018,5197,4937,4982,704540,497094.0,74193180.0
2000-03-15,4855,5056,4832,4930,854360,491901.0,74193180.0
2000-03-16,4996,5033,4788,4855,992800,484481.0,74193180.0
2000-03-17,4966,5130,4862,4930,1272510,491901.0,74193180.0
2000-03-20,5048,5056,4847,4878,796690,486707.0,74193180.0
2000-03-21,4736,4840,4736,4759,603760,474836.0,74193180.0
2000-03-22,4780,4899,4736,4766,700630,475578.0,74193180.0
2000-03-23,4684,4714,4587,4602,1404740,459256.0,74193180.0
2000-03-24,4609,4632,4490,4588,947790,457772.0,74193180.0
2000-03-27,4572,4736,4461,4632,1117040,462224.0,74193180.0
2000-03-28,4647,4758,4595,4617,724940,460740.0,74193180.0
2000-03-29,4557,4654,4498,4498,1252530,448869.0,74193180.0
2000-03-30,4535,4609,4409,4439,1608960,442933.0,74193180.0
2000-03-31,4349,4446,4349,4357,727050,434772.0,74193180.0
2000-04-03,4550,4959,4386,4424,2357710,441449.0,74193180.0
2000-04-04,4461,4490,4126,4201,806980,419191.0,74193180.0
2000-04-06,4200,4312,3985,4015,840710,400643.0,74193180.0
2000-04-07,3873,4082,3873,3956,882920,394708.0,74193180.0
2000-04-10,4312,4542,4163,4543,2380550,453320.0,74193180.0
2000-04-11,4609,4832,4163,4164,2305610,415482.0,74193180.0
2000-04-12,4089,4305,4022,4149,897440,413998.0,74193180.0
2000-04-14,3948,4238,3948,4023,1051400,401385.0,74193180.0
2000-04-17,3710,3992,3576,3740,1565030,373192.0,74193180.0
2000-04-18,3940,4015,3799,3896,909200,388772.0,74193180.0
2000-04-19,3940,3977,3792,3792,981170,378385.0,74193180.0
2000-04-20,3903,4156,3821,3941,1550300,393224.0,74193180.0
2000-04-21,4052,4238,3977,4231,1395250,422159.0,74193180.0
2000-04-24,4253,4312,4089,4134,830740,412514.0,74193180.0
2000-04-25,4089,4193,4029,4134,565030,412514.0,74193180.0
2000-04-26,4200,4267,3516,3718,1404810,370966.0,74193180.0
2000-04-27,3680,3784,3160,3539,1320790,353160.0,74193180.0
2000-04-28,3568,3747,3502,3554,1289870,354643.0,74193180.0
2000-05-02,3568,3621,3435,3569,1314870,356127.0,74193180.0
2000-05-03,3598,3702,3531,3628,858890,362063.0,74193180.0
2000-05-04,3650,3754,3598,3673,631310,366514.0,74193180.0
2000-05-08,3747,3777,3643,3673,512450,366514.0,74193180.0
2000-05-09,3576,3650,3576,3588,467530,357982.0,74193180.0
2000-05-10,3568,3680,3420,3476,1034700,346853.0,74193180.0
2000-05-12,3476,3520,3397,3457,623820,344998.0,74193180.0
2000-05-15,3383,3420,3197,3246,538420,323853.0,74193180.0
2000-05-16,3174,3420,3174,3420,568170,341289.0,74193180.0
2000-05-17,3316,3457,3018,3086,825520,307902.0,74193180.0
2000-05-18,2974,3029,2907,2944,625130,293805.0,74193180.0
2000-05-19,2899,2989,2847,2937,726110,293063.0,74193180.0
2000-05-22,2870,2936,2684,2788,797350,278224.0,74193180.0
2000-05-23,2788,2899,2713,2885,534950,287870.0,74193180.0
2000-05-24,2758,3316,2725,3316,1524920,330902.0,74193180.0
2000-05-25,3435,3792,3353,3792,2026710,378385.0,74193180.0
2000-05-26,3799,3866,3345,3346,1578600,333869.0,74193180.0
2000-05-29,2914,3494,2914,3220,1412970,321256.0,74193180.0
2000-05-30,3338,3531,3256,3391,1232390,338321.0,74193180.0
2000-05-31,3427,3866,3353,3532,2970220,352418.0,74193180.0
2000-06-01,3531,3531,3271,3309,1145210,330160.0,74193180.0
2000-06-02,3390,3442,3241,3309,1341870,330160.0,74193180.0
2000-06-05,3717,3799,3576,3799,1593490,379127.0,74193180.0
2000-06-07,4364,4364,4238,4365,1292370,435514.0,74193180.0
2000-06-08,5018,5018,4163,4669,8853430,465933.0,74193180.0
2000-06-09,4238,4528,3985,4335,4269250,432546.0,74193180.0
2000-06-12,4104,4386,4089,4327,2824720,431804.0,74193180.0
2000-06-13,3792,4230,3680,3680,1818590,367256.0,74193180.0
2000-06-14,3725,4223,3568,3866,3383110,385805.0,74193180.0
2000-06-15,3866,3896,3286,3309,1916620,330160.0,74193180.0
2000-06-16,3234,3435,3130,3197,1472950,319031.0,74193180.0
2000-06-19,3055,3293,3055,3197,1118290,319031.0,74193180.0
2000-06-20,3085,3345,3085,3346,1117100,333869.0,74193180.0
2000-06-21,3308,3539,3197,3234,2424280,322740.0,74193180.0
2000-06-22,3271,3345,3137,3197,1152780,319031.0,74193180.0
2000-06-23,3286,3420,3197,3383,2358920,337579.0,74193180.0
2000-06-26,3420,3494,3390,3450,1143810,344256.0,74193180.0
2000-06-27,3494,3606,3197,3521,1590140,351305.0,74193180.0
2000-06-28,3557,3866,3464,3495,2855990,348708.0,74193180.0
2000-06-29,3472,3509,3308,3309,1258870,330160.0,74193180.0
2000-06-30,3342,3427,3286,3320,941940,331273.0,74193180.0
2000-07-03,3290,3383,3282,3309,805410,330160.0,74193180.0
2000-07-04,3457,3490,3319,3331,1713770,332385.0,74193180.0
2000-07-05,3271,3345,3215,3331,1808220,332385.0,74193180.0
2000-07-06,3353,3598,3286,3569,2536170,356127.0,74193180.0
2000-07-07,3717,4104,3717,4104,3391140,409546.0,74193180.0
2000-07-10,4371,4535,4171,4298,7358290,428837.0,74193180.0
2000-07-11,4305,4937,4305,4461,8996450,445159.0,74193180.0
2000-07-12,4609,4669,4022,4127,3292040,411772.0,74193180.0
2000-07-13,4037,4275,3873,4127,2136930,411772.0,74193180.0
2000-07-14,4015,4327,3985,4000,2591380,399159.0,74193180.0
2000-07-18,3717,3940,3621,3673,1564870,366514.0,74193180.0
2000-07-19,3792,3836,3650,3792,1716510,378385.0,74193180.0
2000-07-20,3792,3866,3591,3628,1500060,362063.0,74193180.0
2000-07-21,3725,3762,3479,3625,2450780,361692.0,74193180.0
2000-07-24,3628,3635,3122,3186,1924680,317918.0,74193180.0
2000-07-25,3115,3360,3048,3272,1791910,326450.0,74193180.0
2000-07-26,3286,3316,3107,3227,1118750,321998.0,74193180.0
2000-07-27,3256,3286,3160,3160,941710,315321.0,74193180.0
2000-07-28,3093,3193,3085,3123,1047760,311611.0,74193180.0
2000-07-31,3167,3167,3055,3160,650070,315321.0,74193180.0
2000-08-01,3197,3457,3122,3309,1635090,330160.0,74193180.0
2000-08-02,3278,3383,3234,3290,985400,328305.0,74193180.0
2000-08-03,3401,3401,3245,3283,764150,327563.0,74193180.0
2000-08-04,3308,3338,3249,3338,860980,333127.0,74193180.0
2000-08-07,3197,3308,3122,3123,528480,311611.0,74193180.0
2000-08-08,3160,3267,3089,3115,570170,310869.0,74193180.0
2000-08-09,3197,3264,3167,3231,993170,322369.0,74193180.0
2000-08-10,3230,3264,3163,3264,704570,325708.0,74193180.0
2000-08-11,3308,3331,3234,3272,778150,326450.0,74193180.0
2000-08-14,3606,3702,3494,3591,1701490,358353.0,74193180.0
2000-08-16,3531,3568,3386,3398,1167060,339063.0,74193180.0
2000-08-17,3394,3394,3286,3346,793400,333869.0,74193180.0
2000-08-18,3323,3397,3293,3331,529300,332385.0,74193180.0
2000-08-21,3234,3278,3219,3223,448710,321627.0,74193180.0
2000-08-22,3197,3282,3197,3257,458890,324966.0,74193180.0
2000-08-23,3345,3427,3234,3234,1159760,322740.0,74193180.0
2000-08-24,3308,3308,3137,3201,604970,319402.0,74193180.0
2000-08-25,3197,3234,3137,3212,520170,320515.0,74193180.0
2000-08-28,3197,3342,3197,3342,545660,333498.0,74193180.0
2000-08-29,3405,3476,3308,3420,1354350,341289.0,74193180.0
2000-08-30,3405,3442,3308,3309,590650,330160.0,74193180.0
2000-08-31,3308,3308,3152,3301,958450,329418.0,74193180.0
2000-09-01,3345,3360,3223,3257,360500,324966.0,74193180.0
2000-09-04,3197,3256,3182,3197,224040,319031.0,74193180.0
2000-09-05,3200,3234,3133,3234,623360,322740.0,74193180.0
2000-09-06,3197,3223,3174,3175,324320,316805.0,74193180.0
