고려개발(004200),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-09-13,64888,64888,61400,61636,23360,79500.0,6000000.0
1999-09-14,61636,61636,60476,60706,25180,78300.0,6000000.0
1999-09-15,60475,61404,60007,60938,18090,78600.0,6000000.0
1999-09-16,60477,60939,59544,60473,27220,78000.0,6000000.0
1999-09-17,58148,60476,58148,60008,17950,77400.0,6000000.0
1999-09-20,57214,60475,57214,58147,35680,75000.0,6000000.0
1999-09-21,60476,60476,58148,60008,43560,77400.0,6000000.0
1999-09-22,60942,60942,57685,57682,40450,74400.0,6000000.0
1999-09-27,50005,56288,49075,52565,296610,67800.0,6000000.0
1999-09-28,52565,55825,52100,53263,391870,68700.0,6000000.0
1999-09-29,53261,55123,50238,52100,59280,67200.0,6000000.0
1999-09-30,46521,51869,46521,51170,44830,66000.0,6000000.0
1999-10-01,49776,52333,48845,51170,39320,66000.0,6000000.0
1999-10-04,48842,51403,48842,49309,22430,63600.0,6000000.0
1999-10-05,49304,49304,44653,44657,32620,57600.0,6000000.0
1999-10-06,44651,44651,41537,42796,47850,55200.0,6000000.0
1999-10-07,44053,46985,43029,45122,105790,58200.0,6000000.0
1999-10-08,48378,49307,46147,47448,108960,61200.0,6000000.0
1999-10-11,48846,49776,46753,47913,25170,61800.0,6000000.0
1999-10-12,48843,48843,47214,47448,29910,61200.0,6000000.0
1999-10-13,46748,47914,45443,46053,48020,59400.0,6000000.0
1999-10-14,46050,48378,45123,48378,73640,62400.0,6000000.0
1999-10-15,49542,49776,47446,47448,44190,61200.0,6000000.0
1999-10-18,45821,46985,45126,45122,27060,58200.0,6000000.0
1999-10-19,48613,51406,46052,51402,150830,66300.0,6000000.0
1999-10-20,54426,57215,49306,50239,199040,64800.0,6000000.0
1999-10-21,50701,53493,50239,50239,79200,64800.0,6000000.0
1999-10-22,50241,51174,47917,47913,26950,61800.0,6000000.0
1999-10-25,49308,51407,47917,48611,127810,62700.0,6000000.0
1999-10-26,44191,50702,44191,47448,27080,61200.0,6000000.0
1999-10-27,47914,48378,46519,47448,34080,61200.0,6000000.0
1999-10-28,46521,51173,46053,51170,45740,66000.0,6000000.0
1999-10-29,48149,50705,48149,48146,59160,62100.0,6000000.0
1999-11-01,48614,50240,47448,48146,71930,62100.0,6000000.0
1999-11-02,50238,50238,47916,48378,67760,62400.0,6000000.0
1999-11-03,48843,49776,47446,47448,140720,61200.0,6000000.0
1999-11-04,48150,48846,47448,47913,56320,61800.0,6000000.0
1999-11-05,47917,50705,47448,47913,158260,61800.0,6000000.0
1999-11-08,49775,54889,48842,53030,235280,68400.0,6000000.0
1999-11-09,52561,53958,51169,52565,78630,67800.0,6000000.0
1999-11-10,53959,54430,51173,51170,91140,66000.0,6000000.0
1999-11-11,51170,51403,48377,49309,206390,63600.0,6000000.0
1999-11-12,48378,49775,46983,48378,121050,62400.0,6000000.0
1999-11-15,48378,50702,47446,47448,150080,61200.0,6000000.0
1999-11-16,47681,47681,46052,46146,96130,59520.0,6000000.0
1999-11-17,46517,47677,42792,42796,97150,55200.0,6000000.0
1999-11-18,41913,43729,41913,41959,42540,54120.0,6000000.0
1999-11-19,41869,48149,41869,45122,105250,58200.0,6000000.0
1999-11-22,45587,47216,45125,45262,47300,58380.0,6000000.0
1999-11-23,46052,46052,44193,44517,86130,57420.0,6000000.0
1999-11-24,43263,45122,43263,44192,39710,57000.0,6000000.0
1999-11-25,40983,44194,40983,42331,61340,54600.0,6000000.0
1999-11-26,42096,42330,37213,38145,47940,49200.0,6000000.0
1999-11-29,36285,37215,34656,35307,46590,45540.0,6000000.0
1999-11-30,35400,39076,34655,36284,130060,46800.0,6000000.0
1999-12-01,35588,36748,33772,36284,70050,46800.0,6000000.0
1999-12-02,36283,38099,33491,33958,117930,43800.0,6000000.0
1999-12-03,37680,37680,33492,34191,178260,44100.0,6000000.0
1999-12-06,33726,34194,31682,32562,75760,42000.0,6000000.0
1999-12-07,32563,33259,28607,29260,126000,37740.0,6000000.0
1999-12-08,27443,28794,26514,28376,102790,36600.0,6000000.0
1999-12-09,27443,28373,27259,28376,99700,36600.0,6000000.0
1999-12-10,27490,32604,27441,32609,264140,42060.0,6000000.0
1999-12-13,35216,36704,31166,35400,274250,45660.0,6000000.0
1999-12-14,35587,35587,33680,34191,122820,44100.0,6000000.0
1999-12-15,33490,36189,32561,32609,129740,42060.0,6000000.0
1999-12-16,31679,34374,30934,31632,85210,40800.0,6000000.0
1999-12-17,31633,33028,30236,31167,51360,40200.0,6000000.0
1999-12-20,33490,33490,30465,30469,43150,39300.0,6000000.0
1999-12-21,30004,31168,28467,28655,46230,36960.0,6000000.0
1999-12-22,28376,30706,26609,29771,75530,38400.0,6000000.0
1999-12-23,28050,29769,28050,28841,80390,37200.0,6000000.0
1999-12-24,29349,33165,29349,30004,49380,38700.0,6000000.0
1999-12-27,30283,31492,27910,29957,158010,38640.0,6000000.0
1999-12-28,30235,30235,28054,29771,47190,38400.0,6000000.0
2000-01-04,29770,32562,28374,30237,135160,39000.0,6000000.0
2000-01-05,30237,30237,28285,29074,86520,37500.0,6000000.0
2000-01-06,30005,30144,27492,27678,84520,35700.0,6000000.0
2000-01-07,26607,28747,26607,28376,45780,36600.0,6000000.0
2000-01-10,28423,29770,28423,28888,60960,37260.0,6000000.0
2000-01-11,28003,30333,27956,30330,68860,39120.0,6000000.0
2000-01-12,29818,34189,28838,33028,214370,42600.0,6000000.0
2000-01-13,37915,37915,29773,29771,372370,38400.0,6000000.0
2000-01-14,31490,32093,29307,30469,296320,39300.0,6000000.0
2000-01-17,30004,32096,29820,30702,102690,39600.0,6000000.0
2000-01-18,30332,31027,29308,30795,80120,39720.0,6000000.0
2000-01-19,30706,30887,29308,29771,57570,38400.0,6000000.0
2000-01-20,28469,29773,27445,29771,46100,38400.0,6000000.0
2000-01-21,28889,30236,28839,29306,28880,37800.0,6000000.0
2000-01-24,28838,29954,28373,28376,124070,36600.0,6000000.0
2000-01-25,28375,28375,26655,27399,59160,35340.0,6000000.0
2000-01-26,26979,28145,26841,27911,52170,36000.0,6000000.0
2000-01-27,28142,32093,27909,32097,255290,41400.0,6000000.0
2000-01-28,31630,33490,31209,31399,112630,40500.0,6000000.0
2000-01-31,31861,33214,30331,31632,91020,40800.0,6000000.0
2000-02-01,31725,33492,30237,30702,27710,39600.0,6000000.0
2000-02-02,30007,31355,30007,30934,35120,39900.0,6000000.0
2000-02-03,32052,32052,30515,31027,33020,40020.0,6000000.0
2000-02-07,31169,31865,30658,31818,43140,41040.0,6000000.0
2000-02-08,30746,31165,27954,30004,28230,38700.0,6000000.0
2000-02-09,30004,30235,29075,29167,19340,37620.0,6000000.0
2000-02-10,28698,28838,27909,27957,61610,36060.0,6000000.0
2000-02-11,27026,28607,27026,28376,41780,36600.0,6000000.0
2000-02-14,27678,28373,24654,27073,31670,34920.0,6000000.0
2000-02-15,26563,27258,26002,26980,27620,34800.0,6000000.0
2000-02-16,26286,29774,26286,27306,33440,35220.0,6000000.0
2000-02-17,26978,27679,26051,26980,24000,34800.0,6000000.0
2000-02-18,25913,26285,25585,26050,29710,33600.0,6000000.0
2000-02-21,24234,25582,23301,24189,42920,31200.0,6000000.0
2000-02-22,20607,23957,20607,22794,87810,29400.0,6000000.0
2000-02-23,21861,26183,21861,25585,137820,33000.0,6000000.0
2000-02-24,24327,24327,21769,23305,75440,30060.0,6000000.0
2000-02-25,20931,24655,20931,23259,43130,30000.0,6000000.0
2000-02-28,23262,23724,21862,22794,42020,29400.0,6000000.0
2000-02-29,22374,24186,22374,23236,58280,29970.0,6000000.0
2000-03-02,23541,25120,23304,23538,54620,30360.0,6000000.0
2000-03-03,27025,27025,24280,25585,54140,33000.0,6000000.0
2000-03-06,26516,29399,26051,29399,92460,37920.0,6000000.0
2000-03-07,28840,32099,26565,29771,64150,38400.0,6000000.0
2000-03-08,28839,31631,27912,29818,56700,38460.0,6000000.0
2000-03-09,28840,32468,28840,30702,72850,39600.0,6000000.0
2000-03-10,30746,32562,30702,31865,87950,41100.0,6000000.0
2000-03-13,31630,33215,30466,30795,167210,39720.0,6000000.0
2000-03-14,29491,32002,28655,28841,38620,37200.0,6000000.0
2000-03-15,28838,28838,27490,27864,18500,35940.0,6000000.0
2000-03-16,26745,28749,26745,27445,14000,35400.0,6000000.0
2000-03-17,27913,28840,26566,28143,23650,36300.0,6000000.0
2000-03-20,28838,30466,27911,28376,25140,36600.0,6000000.0
2000-03-21,28607,28607,27026,28376,25960,36600.0,6000000.0
2000-03-22,28841,30467,27212,29539,36540,38100.0,6000000.0
2000-03-23,30234,32094,30191,30237,100420,39000.0,6000000.0
2000-03-24,31632,31632,29077,29399,24190,37920.0,6000000.0
2000-03-27,29397,29397,28140,28469,38700,36720.0,6000000.0
2000-03-28,29307,29538,27953,28841,24220,37200.0,6000000.0
2000-03-29,28142,28606,26978,28004,53430,36120.0,6000000.0
2000-03-30,27863,27863,26606,27213,29060,35100.0,6000000.0
2000-03-31,26565,26748,26146,26283,17030,33900.0,6000000.0
2000-04-03,26052,29308,26052,27352,57540,35280.0,6000000.0
2000-04-04,26980,26980,24797,26050,38360,33600.0,6000000.0
2000-04-06,25632,26468,24658,24654,12410,31800.0,6000000.0
2000-04-07,24701,25541,24657,24887,24230,32100.0,6000000.0
2000-04-10,25582,28606,25582,27213,365100,35100.0,6000000.0
2000-04-11,26980,26980,23773,24654,168470,31800.0,6000000.0
2000-04-12,23865,26425,23865,24654,47200,31800.0,6000000.0
2000-04-14,23722,24655,23722,24189,47670,31200.0,6000000.0
2000-04-17,22378,22702,20933,21398,56180,27600.0,6000000.0
2000-04-18,21929,23209,21861,21933,38180,28290.0,6000000.0
2000-04-19,22093,23209,22093,22933,96270,29580.0,6000000.0
2000-04-20,22930,24422,22418,24189,71630,31200.0,6000000.0
2000-04-21,23210,25582,23210,25120,77400,32400.0,6000000.0
2000-04-24,25630,26002,23259,24236,39370,31260.0,6000000.0
2000-04-25,23305,24147,23030,23398,13600,30180.0,6000000.0
2000-04-26,24145,24519,22797,23491,115350,30300.0,6000000.0
2000-04-27,23259,23955,22186,23724,133430,30600.0,6000000.0
2000-04-28,23302,24654,22838,22840,53100,29460.0,6000000.0
2000-05-02,22797,23260,22329,22375,25510,28860.0,6000000.0
2000-05-03,22324,22792,22093,22445,63500,28950.0,6000000.0
2000-05-04,22326,22539,21864,22329,31250,28800.0,6000000.0
2000-05-08,22749,22749,22120,22142,45650,28560.0,6000000.0
2000-05-09,22560,22560,21955,22003,13360,28380.0,6000000.0
2000-05-10,21676,24053,21632,22142,45450,28560.0,6000000.0
2000-05-12,21722,21722,21301,21305,44380,27480.0,6000000.0
2000-05-15,21302,21302,19814,19817,22920,25560.0,6000000.0
2000-05-16,20930,20930,19533,20328,93290,26220.0,6000000.0
2000-05-17,20654,20697,17770,18933,139400,24420.0,6000000.0
2000-05-18,18376,19048,17212,18979,18040,24480.0,6000000.0
2000-05-19,16375,18583,16375,18421,23440,23760.0,6000000.0
2000-05-22,18466,18557,16418,16421,10990,21180.0,6000000.0
2000-05-23,16279,16651,14932,16049,12860,20700.0,6000000.0
2000-05-24,15350,18445,15350,17770,156420,22920.0,6000000.0
2000-05-25,18143,20003,17772,18956,79610,24450.0,6000000.0
2000-05-26,17745,17905,16117,16165,72100,20850.0,6000000.0
2000-05-29,15793,17910,14884,16746,58030,21600.0,6000000.0
2000-05-30,16696,18605,16696,17677,115300,22800.0,6000000.0
2000-05-31,18140,18374,17672,17793,345830,22950.0,6000000.0
2000-06-01,17355,17633,16750,16746,150410,21600.0,6000000.0
2000-06-02,17211,17676,16281,16886,146140,21780.0,6000000.0
2000-06-05,18609,19401,17957,19398,477210,25020.0,6000000.0
2000-06-07,21398,22301,21026,22305,202120,28770.0,6000000.0
2000-06-08,25631,25631,20467,23724,669480,30600.0,6000000.0
2000-06-09,21026,22558,20558,20793,285610,26820.0,6000000.0
2000-06-12,20930,21559,19302,20049,193910,25860.0,6000000.0
2000-06-13,20096,20444,17046,17444,172740,22500.0,6000000.0
2000-06-14,17953,19746,16789,18165,415300,23430.0,6000000.0
2000-06-15,18606,18606,15814,15909,169990,20520.0,6000000.0
2000-06-16,16607,16607,15137,15444,143820,19920.0,6000000.0
2000-06-19,15584,16139,15163,15351,163780,19800.0,6000000.0
2000-06-20,15629,16277,15301,16281,199210,21000.0,6000000.0
2000-06-21,16374,17210,15886,16653,198590,21480.0,6000000.0
2000-06-22,16049,17397,16049,16607,103060,21420.0,6000000.0
2000-06-23,16043,17020,16043,16793,155220,21660.0,6000000.0
2000-06-26,16981,18145,16748,17351,181320,22380.0,6000000.0
2000-06-27,18046,18046,17143,17281,150640,22290.0,6000000.0
2000-06-28,17723,18838,17278,17305,300040,22320.0,6000000.0
2000-06-29,17864,17864,16840,16886,139110,21780.0,6000000.0
2000-06-30,16514,17119,16301,16770,62460,21630.0,6000000.0
2000-07-03,16536,17214,16536,16746,120290,21600.0,6000000.0
2000-07-04,16980,17649,16906,17025,135890,21960.0,6000000.0
2000-07-05,17214,17214,16378,16746,88560,21600.0,6000000.0
2000-07-06,16770,17677,16519,17119,156950,22080.0,6000000.0
2000-07-07,17908,19537,17586,18142,407320,23400.0,6000000.0
2000-07-10,19536,19536,18469,18886,247390,24360.0,6000000.0
2000-07-11,18979,21350,18651,19584,315490,25260.0,6000000.0
2000-07-12,20886,21327,19813,20165,330210,26010.0,6000000.0
2000-07-13,20003,20746,19582,19840,127150,25590.0,6000000.0
2000-07-14,19536,20236,18700,18979,173770,24480.0,6000000.0
2000-07-18,18376,18467,17443,17560,163450,22650.0,6000000.0
2000-07-19,17234,17582,16839,17025,102290,21960.0,6000000.0
2000-07-20,17025,17262,16355,16746,59470,21600.0,6000000.0
2000-07-21,16840,17212,16560,16979,61790,21900.0,6000000.0
2000-07-24,16560,16611,15931,15956,79120,20580.0,6000000.0
2000-07-25,15750,16516,15676,15956,70250,20580.0,6000000.0
2000-07-26,16047,16094,15699,16025,52090,20670.0,6000000.0
2000-07-27,15815,16279,15768,16049,42020,20700.0,6000000.0
2000-07-28,15864,15864,15419,15676,48590,20220.0,6000000.0
2000-07-31,15469,16957,15007,16235,69550,20940.0,6000000.0
2000-08-01,16002,17020,15812,16281,105430,21000.0,6000000.0
2000-08-02,16442,16491,16003,16142,79970,20820.0,6000000.0
2000-08-03,16189,16701,16098,16514,127540,21300.0,6000000.0
2000-08-04,16749,16749,15909,16374,47510,21120.0,6000000.0
2000-08-07,15958,16051,15496,15607,57820,20130.0,6000000.0
2000-08-08,15790,15863,15395,15700,24420,20250.0,6000000.0
2000-08-09,15909,16121,15445,15863,115690,20460.0,6000000.0
2000-08-10,15866,16006,15585,15863,57600,20460.0,6000000.0
2000-08-11,15749,16097,15749,15886,46850,20490.0,6000000.0
2000-08-14,16749,17164,16281,16374,53050,21120.0,6000000.0
2000-08-16,16467,16631,16094,16142,46610,20820.0,6000000.0
2000-08-17,16277,16277,15648,15770,155150,20340.0,6000000.0
2000-08-18,15816,15956,15723,15816,38430,20400.0,6000000.0
2000-08-21,16047,16097,15792,15886,43860,20490.0,6000000.0
2000-08-22,16096,16096,15748,15816,37410,20400.0,6000000.0
2000-08-23,16005,16189,15586,15630,71700,20160.0,6000000.0
2000-08-24,15862,15862,15442,15537,41980,20040.0,6000000.0
2000-08-25,15583,15632,15328,15583,46840,20100.0,6000000.0
2000-08-28,15584,15932,15444,15839,60500,20430.0,6000000.0
2000-08-29,15812,16605,15812,16281,91520,21000.0,6000000.0
2000-08-30,16517,16517,16005,16211,57170,20910.0,6000000.0
2000-08-31,16278,16278,15608,15816,27630,20400.0,6000000.0
2000-09-01,15887,15887,15631,15676,23490,20220.0,6000000.0
2000-09-04,15394,15672,15350,15653,52340,20190.0,6000000.0
2000-09-05,15932,16561,15818,16211,68630,20910.0,6000000.0
2000-09-06,16516,16516,15932,16049,37310,20700.0,6000000.0
2000-09-07,15952,15952,15581,15793,33470,20370.0,6000000.0
2000-09-08,16049,16049,15511,15723,20830,20280.0,6000000.0
2000-09-14,15583,15698,15393,15676,39740,20220.0,6000000.0
2000-09-15,15470,18027,15470,17212,559450,22200.0,6000000.0
2000-09-18,17210,19534,16279,19072,748390,24600.0,6000000.0
