한화갤러리아타임월드(027390),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-02-24,3900,3900,3690,3690,240,10037.0,2720000.0
1999-02-25,3300,3790,3300,3350,6590,9112.0,2720000.0
1999-02-26,3100,3750,3100,3750,10600,10200.0,2720000.0
1999-03-02,3520,3800,3520,3690,5200,10037.0,2720000.0
1999-03-03,3800,3800,3520,3520,3520,9574.0,2720000.0
1999-03-04,3500,3800,3450,3680,2890,10010.0,2720000.0
1999-03-05,3520,3950,3520,3950,13410,10744.0,2720000.0
1999-03-08,3950,4200,3940,4100,13690,11152.0,2720000.0
1999-03-09,4400,4400,3800,3800,3990,10336.0,2720000.0
1999-03-10,3820,4000,3700,3950,6940,10744.0,2720000.0
1999-03-11,3720,4200,3720,4200,20720,11424.0,2720000.0
1999-03-12,4200,4480,4050,4200,28980,11424.0,2720000.0
1999-03-15,4400,4400,4080,4190,11800,11397.0,2720000.0
1999-03-16,4200,4240,4000,4010,6430,10907.0,2720000.0
1999-03-17,4150,4190,3900,4050,18140,11016.0,2720000.0
1999-03-18,3850,4130,3800,3800,4620,10336.0,2720000.0
1999-03-19,3940,3940,3805,3805,7750,10350.0,2720000.0
1999-03-22,3850,3850,3750,3760,7530,10227.0,2720000.0
1999-03-23,3850,3850,3710,3750,7710,10200.0,2720000.0
1999-03-24,4020,4020,3800,3950,6860,10744.0,2720000.0
1999-03-25,3990,4485,3950,4240,41660,11533.0,2720000.0
1999-03-26,4595,4595,3900,3900,17930,10608.0,2720000.0
1999-03-29,4000,4000,3920,3950,12360,10744.0,2720000.0
1999-03-30,3950,4200,3950,3950,6120,10744.0,2720000.0
1999-03-31,4010,4180,4000,4060,14460,11043.0,2720000.0
1999-04-01,4190,4230,4060,4100,9590,11152.0,2720000.0
1999-04-02,4280,4280,4000,4100,8070,11152.0,2720000.0
1999-04-06,4135,4150,3810,4000,9650,10880.0,2720000.0
1999-04-07,4000,4300,4000,4150,14100,11288.0,2720000.0
1999-04-08,3900,4750,3900,4690,78600,12757.0,2720000.0
1999-04-09,4990,5040,4750,4850,58220,13192.0,2720000.0
1999-04-12,5100,5570,5050,5570,71930,15150.0,2720000.0
1999-04-13,5600,6250,5010,5650,76170,15368.0,2720000.0
1999-04-14,5700,5800,5200,5200,35310,14144.0,2720000.0
1999-04-15,5240,5650,5240,5400,26110,14688.0,2720000.0
1999-04-16,5400,5400,4590,4950,37300,13464.0,2720000.0
1999-04-19,5200,5200,4755,4800,17300,13056.0,2720000.0
1999-04-20,4800,5400,4800,5200,34710,14144.0,2720000.0
1999-04-21,5210,5500,5000,5200,36740,14144.0,2720000.0
1999-04-22,5210,5470,5010,5210,25300,14171.0,2720000.0
1999-04-23,5600,5600,5250,5500,25500,14960.0,2720000.0
1999-04-26,5600,5790,5300,5520,33790,15014.0,2720000.0
1999-04-27,5350,6240,5230,5900,106750,16048.0,2720000.0
1999-04-28,6050,6780,6050,6780,69200,18442.0,2720000.0
1999-04-29,7490,7790,7300,7790,92600,21189.0,2720000.0
1999-04-30,7790,7790,6650,6700,81480,18224.0,2720000.0
1999-05-03,6300,7190,6200,6690,54680,18197.0,2720000.0
1999-05-04,6350,7400,6350,6760,43600,18387.0,2720000.0
1999-05-06,7200,7200,6600,6900,29930,18768.0,2720000.0
1999-05-07,7000,7000,6560,6750,23610,18360.0,2720000.0
1999-05-10,6750,7000,5760,5760,44210,15667.0,2720000.0
1999-05-11,6620,6620,6620,6620,21640,18006.0,2720000.0
1999-05-12,6700,6900,6030,6600,55990,17952.0,2720000.0
1999-05-13,6780,7590,6700,7590,122680,20645.0,2720000.0
1999-05-14,7060,7500,6800,6900,29380,18768.0,2720000.0
1999-05-17,6660,6900,6030,6300,25030,17136.0,2720000.0
1999-05-18,6000,6300,5800,5800,9700,15776.0,2720000.0
1999-05-19,6470,6470,5810,6400,27290,17408.0,2720000.0
1999-05-20,6400,6500,6200,6230,31420,16946.0,2720000.0
1999-05-21,6200,6410,6100,6410,15000,17435.0,2720000.0
1999-05-24,6650,6900,6120,6140,18260,16701.0,2720000.0
1999-05-25,6400,6500,6160,6500,12870,17680.0,2720000.0
1999-05-26,6700,7470,6700,7470,39970,20318.0,2720000.0
1999-05-27,7500,8400,7500,8050,54800,21896.0,2720000.0
1999-05-28,8280,8800,8100,8500,38700,23120.0,2720000.0
1999-05-31,8600,9100,8500,9100,23040,24752.0,2720000.0
1999-06-01,9000,10450,8950,10300,26870,28016.0,2720000.0
1999-06-02,10000,10100,9600,9800,39520,26656.0,2720000.0
1999-06-03,10100,10100,9150,9950,21790,27064.0,2720000.0
1999-06-04,9800,10300,9700,10000,31580,27200.0,2720000.0
1999-06-07,9600,10300,8500,10000,22650,27200.0,2720000.0
1999-06-08,9900,11000,9600,10700,28180,29104.0,2720000.0
1999-06-09,11100,11100,10600,10800,7820,29376.0,2720000.0
1999-06-10,10750,11000,10700,10800,10260,29376.0,2720000.0
1999-06-11,10600,11000,10600,10700,6850,29104.0,2720000.0
1999-06-14,10900,10900,10400,10700,13480,29104.0,2720000.0
1999-06-15,10200,11000,10200,10600,15240,28832.0,2720000.0
1999-06-16,10200,11400,10200,11400,17670,31008.0,2720000.0
1999-06-17,11500,12300,11500,11850,27920,32232.0,2720000.0
1999-06-18,11600,12500,11600,12000,30630,32640.0,2720000.0
1999-06-21,11800,12200,11600,12200,28350,33184.0,2720000.0
1999-06-22,12200,13100,12100,12300,47110,33456.0,2720000.0
1999-06-23,12450,13500,12450,13400,27780,36448.0,2720000.0
1999-06-24,13500,13700,12900,13000,23010,35360.0,2720000.0
1999-06-25,12800,13000,12600,12900,25680,35088.0,2720000.0
1999-06-28,12700,13500,12700,13400,38720,36448.0,2720000.0
1999-06-29,12000,13400,12000,13200,27110,35904.0,2720000.0
1999-06-30,13200,13300,12500,13100,21810,35632.0,2720000.0
1999-07-01,12900,13000,12050,12300,24450,33456.0,2720000.0
1999-07-02,12300,13300,11800,13000,52710,35360.0,2720000.0
1999-07-05,12500,12700,11900,11900,38110,32368.0,2720000.0
1999-07-06,11900,12700,11600,12700,43940,34544.0,2720000.0
1999-07-07,12700,12700,11400,11500,24740,31280.0,2720000.0
1999-07-08,11300,12300,11300,11500,31920,31280.0,2720000.0
1999-07-09,11300,11750,10200,11050,21880,30056.0,2720000.0
1999-07-12,11400,12500,10800,12500,68810,34000.0,2720000.0
1999-07-13,12500,12500,11500,11500,15780,31280.0,2720000.0
1999-07-14,10500,12000,10500,11500,43520,31280.0,2720000.0
1999-07-15,11800,13200,11650,13000,68910,35360.0,2720000.0
1999-07-16,13500,14700,13200,14700,95950,39984.0,2720000.0
1999-07-19,16000,16300,15150,16200,87390,44064.0,2720000.0
1999-07-20,16000,16600,15800,16200,168920,44064.0,2720000.0
1999-07-21,16600,17900,15500,16500,55300,44880.0,2720000.0
1999-07-22,16500,16800,15900,16800,96170,45696.0,2720000.0
1999-07-23,16800,16800,16100,16100,36170,43792.0,2720000.0
1999-07-26,15500,16000,14150,16000,54900,43520.0,2720000.0
1999-07-27,14200,16000,14200,15800,13770,42976.0,2720000.0
1999-07-28,16000,16000,15200,15200,19470,41344.0,2720000.0
1999-07-29,13600,15000,13600,14800,49150,40256.0,2720000.0
1999-07-30,14300,14800,13600,14000,15590,38080.0,2720000.0
1999-08-02,12500,15000,12500,14150,23790,38488.0,2720000.0
1999-08-03,14050,15000,13600,14500,12210,39440.0,2720000.0
1999-08-04,14500,15000,14500,14950,24390,40664.0,2720000.0
1999-08-05,15150,15500,14200,14800,17510,40256.0,2720000.0
1999-08-06,14600,14800,14100,14800,13100,40256.0,2720000.0
1999-08-09,14800,14800,13800,13800,4890,37536.0,2720000.0
1999-08-10,12400,13650,11750,13650,34780,37128.0,2720000.0
1999-08-11,13100,13100,12000,12000,13210,32640.0,2720000.0
1999-08-12,11600,12300,11300,12000,49010,32640.0,2720000.0
1999-08-13,12000,12400,11200,11400,12890,31008.0,2720000.0
1999-08-16,12200,12200,10800,10800,8110,29376.0,2720000.0
1999-08-17,10850,11500,9800,11100,21020,30192.0,2720000.0
1999-08-18,10600,11500,10000,11500,11400,31280.0,2720000.0
1999-08-19,11500,11900,10600,11700,14730,31824.0,2720000.0
1999-08-20,11900,11900,11000,11400,5360,31008.0,2720000.0
1999-08-23,11400,12000,11000,11500,11930,31280.0,2720000.0
1999-08-24,11500,11950,11350,11500,12060,31280.0,2720000.0
1999-08-25,11800,11800,11000,11100,7160,30192.0,2720000.0
1999-08-26,10600,11500,10600,11350,13210,30872.0,2720000.0
1999-08-27,11750,11750,10900,11050,9980,30056.0,2720000.0
1999-08-30,11200,12300,11000,11000,7550,29920.0,2720000.0
1999-08-31,11000,11100,10800,10900,3880,29648.0,2720000.0
1999-09-01,10550,10950,10000,10550,11840,28696.0,2720000.0
1999-09-02,10550,11200,10000,11000,10090,29920.0,2720000.0
1999-09-03,11000,11000,10200,10200,7010,27744.0,2720000.0
1999-09-06,10900,11300,10500,11000,15120,29920.0,2720000.0
1999-09-07,11100,11400,10500,11000,5070,29920.0,2720000.0
1999-09-08,10600,11000,10200,10300,3090,28016.0,2720000.0
1999-09-09,9700,10250,9700,10250,7520,27880.0,2720000.0
1999-09-10,10250,10800,10250,10800,10500,29376.0,2720000.0
1999-09-13,10800,11500,10800,10850,5150,29512.0,2720000.0
1999-09-14,10850,10850,10500,10600,15640,28832.0,2720000.0
1999-09-15,10100,10500,10000,10500,10260,28560.0,2720000.0
1999-09-16,10000,10350,9900,9950,9990,27064.0,2720000.0
1999-09-17,10200,10400,9950,10000,8820,27200.0,2720000.0
1999-09-20,9560,10800,9560,10000,12720,27200.0,2720000.0
1999-09-21,9610,10250,9610,9700,11820,26384.0,2720000.0
1999-09-22,10000,10000,8250,9750,27610,26520.0,2720000.0
1999-09-27,9500,9740,9200,9680,8970,26330.0,2720000.0
1999-09-28,10900,10900,9600,9650,21560,26248.0,2720000.0
1999-09-29,9800,9890,9660,9700,7930,26384.0,2720000.0
1999-09-30,9700,9800,9500,9700,8940,26384.0,2720000.0
1999-10-01,9500,9660,8250,9100,12260,24752.0,2720000.0
1999-10-04,8620,9500,8620,9000,8770,24480.0,2720000.0
1999-10-05,8050,9440,7650,9000,12320,24480.0,2720000.0
1999-10-06,8320,9500,8320,9090,15920,24725.0,2720000.0
1999-10-07,9200,9200,8600,8690,17320,23637.0,2720000.0
1999-10-08,8600,8660,8500,8500,22890,23120.0,2720000.0
1999-10-11,8500,8730,8210,8600,41350,23392.0,2720000.0
1999-10-12,8900,9890,8720,9890,30340,26901.0,2720000.0
1999-10-13,10100,10900,10000,10600,36870,28832.0,2720000.0
1999-10-14,10200,10500,9800,10000,8630,27200.0,2720000.0
1999-10-15,10300,11500,10300,10500,19920,28560.0,2720000.0
1999-10-18,10500,10500,9600,9650,8380,26248.0,2720000.0
1999-10-19,9330,10100,9100,9420,7400,25622.0,2720000.0
1999-10-20,9430,9850,9430,9850,5120,26792.0,2720000.0
1999-10-21,10000,10000,9510,9800,4210,26656.0,2720000.0
1999-10-22,10000,11250,10000,10500,57110,28560.0,2720000.0
1999-10-25,10500,10700,10200,10500,25850,28560.0,2720000.0
1999-10-26,10500,10500,9850,9850,12740,26792.0,2720000.0
1999-10-27,9500,9900,9400,9400,15450,25568.0,2720000.0
1999-10-28,9110,9590,8720,9300,9650,25296.0,2720000.0
1999-10-29,9100,9700,9010,9500,13970,25840.0,2720000.0
1999-11-01,9300,10900,9300,9900,36850,26928.0,2720000.0
1999-11-02,10500,10900,9950,10700,31170,29104.0,2720000.0
1999-11-03,11000,12300,10500,12300,87140,33456.0,2720000.0
1999-11-04,12500,12800,11600,12600,57110,34272.0,2720000.0
1999-11-05,12050,12500,11900,11900,47270,32368.0,2720000.0
1999-11-08,11600,11900,11250,11500,21330,31280.0,2720000.0
1999-11-09,11500,11700,10200,10800,19750,29376.0,2720000.0
1999-11-10,10900,11350,10100,10100,41030,27472.0,2720000.0
1999-11-11,10000,11000,10000,10300,36380,28016.0,2720000.0
1999-11-12,10600,10750,10000,10500,32470,28560.0,2720000.0
1999-11-15,10800,12000,10500,10500,34200,28560.0,2720000.0
1999-11-16,10500,10900,9900,10700,43110,29104.0,2720000.0
1999-11-17,10900,10900,9800,10150,44720,27608.0,2720000.0
1999-11-18,9450,11650,9450,11650,71060,31688.0,2720000.0
1999-11-19,13000,13000,10750,11000,128500,29920.0,2720000.0
1999-11-22,11000,11400,9800,9900,65470,26928.0,2720000.0
1999-11-23,9700,10000,9310,9400,31380,25568.0,2720000.0
1999-11-24,8720,9510,8720,8850,18840,24072.0,2720000.0
1999-11-25,8400,9500,8400,8700,17930,23664.0,2720000.0
1999-11-26,8700,8700,7400,8490,37100,23093.0,2720000.0
1999-11-29,8020,8350,7230,7240,24230,19693.0,2720000.0
1999-11-30,6550,7500,6550,7000,26610,19040.0,2720000.0
1999-12-01,7100,7400,6700,6900,14910,18768.0,2720000.0
1999-12-02,6950,7000,6430,6700,54390,18224.0,2720000.0
1999-12-03,6500,6700,6430,6440,14410,17517.0,2720000.0
1999-12-06,6450,6580,5830,5860,18230,15939.0,2720000.0
1999-12-07,5440,5860,4990,4990,61910,13573.0,2720000.0
1999-12-08,4990,5730,4270,5350,82440,14552.0,2720000.0
1999-12-09,5420,5420,4900,5000,32170,13600.0,2720000.0
1999-12-10,4810,5490,4700,5200,62740,14144.0,2720000.0
1999-12-13,5390,5980,5300,5980,42810,16266.0,2720000.0
1999-12-14,6510,6870,6100,6870,31820,18686.0,2720000.0
1999-12-15,7100,7900,6950,7440,77780,20237.0,2720000.0
1999-12-16,8550,8550,6500,6600,39780,17952.0,2720000.0
1999-12-17,6130,6850,5680,5750,30520,15640.0,2720000.0
1999-12-20,5260,6610,5260,5750,18940,15640.0,2720000.0
1999-12-21,5400,5990,5250,5280,7680,14362.0,2720000.0
1999-12-22,5020,5200,4850,5100,12860,13872.0,2720000.0
1999-12-23,5000,5380,4920,5000,24580,13600.0,2720000.0
1999-12-24,4820,5400,4700,4900,10490,13328.0,2720000.0
1999-12-27,4900,5000,4500,4700,11320,12784.0,2720000.0
1999-12-28,4600,5180,4600,4710,14470,12811.0,2720000.0
2000-01-04,4960,5410,4960,5410,5420,14715.0,2720000.0
2000-01-05,6200,6220,6010,6220,13350,16918.0,2720000.0
2000-01-06,7150,7150,5500,6000,56450,16320.0,2720000.0
2000-01-07,6300,6500,6000,6200,15640,16864.0,2720000.0
2000-01-10,6000,6200,5680,5680,11010,15450.0,2720000.0
2000-01-11,5210,5650,5210,5600,20170,15232.0,2720000.0
2000-01-12,5600,5800,5150,5230,11370,14226.0,2720000.0
2000-01-13,5780,5780,5140,5200,8690,14144.0,2720000.0
2000-01-14,5080,5490,5080,5300,6190,14416.0,2720000.0
2000-01-17,5300,5500,5300,5500,5370,14960.0,2720000.0
2000-01-18,5600,5600,4680,5030,13150,13682.0,2720000.0
2000-01-19,5100,5120,4725,4900,10000,13328.0,2720000.0
2000-01-20,5000,5300,4650,5100,16420,13872.0,2720000.0
2000-01-21,5020,5090,4800,4980,13060,13546.0,2720000.0
2000-01-24,5100,5100,4900,5080,5380,13818.0,2720000.0
2000-01-25,5000,5150,4750,5000,5310,13600.0,2720000.0
2000-01-26,5100,5100,4800,4800,3970,13056.0,2720000.0
2000-01-27,4950,5100,4830,5000,10290,13600.0,2720000.0
2000-01-28,5100,5190,4880,4950,7390,13464.0,2720000.0
2000-01-31,5000,5100,4830,4900,7290,13328.0,2720000.0
2000-02-01,4900,5050,4850,4965,10160,13505.0,2720000.0
2000-02-02,4950,5480,4820,5350,34840,14552.0,2720000.0
2000-02-03,5550,5550,5150,5250,12690,14280.0,2720000.0
2000-02-07,4930,5300,4930,5090,20790,13845.0,2720000.0
2000-02-08,5350,5350,4900,4990,17170,13573.0,2720000.0
2000-02-09,5100,5140,4900,4915,11190,13369.0,2720000.0
2000-02-10,4915,5000,4600,4820,20620,13110.0,2720000.0
2000-02-11,4610,4940,4450,4450,11320,12104.0,2720000.0
2000-02-14,4260,4345,3900,3950,15880,10744.0,2720000.0
2000-02-15,4000,4100,3630,3700,8910,10064.0,2720000.0
2000-02-16,3800,4090,3800,3995,10720,10866.0,2720000.0
2000-02-17,4150,4150,3710,4010,7030,10907.0,2720000.0
2000-02-18,4000,4090,3640,3700,11530,10064.0,2720000.0
2000-02-21,3720,3900,3450,3750,8010,10200.0,2720000.0
2000-02-22,3950,3950,3500,3865,4700,10513.0,2720000.0
2000-02-23,4200,4440,3920,4440,19160,12077.0,2720000.0
2000-02-24,4900,4900,4000,4175,19480,11356.0,2720000.0
2000-02-25,4010,4500,3920,4500,25170,12240.0,2720000.0
2000-02-28,4400,4800,4150,4480,34660,12186.0,2720000.0
2000-02-29,4800,4800,4200,4200,32130,11424.0,2720000.0
2000-03-02,4200,4350,4030,4240,27050,11533.0,2720000.0
2000-03-03,4300,4400,4010,4135,14810,11247.0,2720000.0
2000-03-06,4290,4440,4050,4300,39120,11696.0,2720000.0
2000-03-07,4320,4700,4320,4600,36550,12512.0,2720000.0
2000-03-08,4410,4540,4230,4300,19250,11696.0,2720000.0
2000-03-09,4400,4850,4400,4700,26550,12784.0,2720000.0
2000-03-10,5200,5400,4450,5400,46810,14688.0,2720000.0
2000-03-13,6000,6210,5500,6210,79400,16891.0,2720000.0
2000-03-14,6200,6210,5280,5280,52590,14362.0,2720000.0
2000-03-15,5280,5380,4750,5010,26880,13627.0,2720000.0
2000-03-16,4710,5200,4710,4750,20860,12920.0,2720000.0
2000-03-17,4750,4980,4510,4745,18840,12906.0,2720000.0
2000-03-20,4500,4895,4500,4670,12370,12702.0,2720000.0
2000-03-21,4670,4670,4250,4500,19310,12240.0,2720000.0
2000-03-22,4500,4780,4200,4500,23240,12240.0,2720000.0
2000-03-23,4650,4695,4220,4530,9460,12322.0,2720000.0
2000-03-24,4485,4890,4310,4400,13520,11968.0,2720000.0
2000-03-27,4220,4650,4220,4530,15510,12322.0,2720000.0
2000-03-28,4690,4690,4400,4550,8780,12376.0,2720000.0
2000-03-29,4260,4600,4260,4320,7650,11750.0,2720000.0
2000-03-30,4500,4500,4200,4350,9280,11832.0,2720000.0
2000-03-31,4350,4395,4150,4370,5080,11886.0,2720000.0
2000-04-03,4160,4465,4115,4120,8390,11206.0,2720000.0
2000-04-04,4100,4300,3950,4040,8990,10989.0,2720000.0
2000-04-06,3920,4100,3850,3940,6090,10717.0,2720000.0
2000-04-07,3700,4150,3700,4000,3240,10880.0,2720000.0
2000-04-10,3820,4310,3710,4010,12500,10907.0,2720000.0
2000-04-11,4000,4130,3900,4000,6200,10880.0,2720000.0
2000-04-12,3900,4090,3750,3750,7240,10200.0,2720000.0
2000-04-14,3750,3795,3225,3700,3920,10064.0,2720000.0
2000-04-17,3500,3500,3200,3350,12380,9112.0,2720000.0
2000-04-18,3600,3790,3225,3395,2620,9234.0,2720000.0
2000-04-19,3690,3690,3400,3580,3840,9738.0,2720000.0
2000-04-20,3320,3580,3300,3310,13970,9003.0,2720000.0
2000-04-21,3340,3750,3340,3735,19780,10159.0,2720000.0
2000-04-24,3700,3750,3430,3430,9740,9330.0,2720000.0
2000-04-25,3300,3650,3250,3600,5620,9792.0,2720000.0
2000-04-26,3600,3600,3300,3300,8560,8976.0,2720000.0
2000-04-27,3350,3350,3030,3150,4990,8568.0,2720000.0
2000-04-28,2910,3290,2910,3000,9010,8160.0,2720000.0
2000-05-02,3020,3290,3020,3240,3160,8813.0,2720000.0
2000-05-03,3000,3200,3000,3170,5390,8622.0,2720000.0
2000-05-04,3200,3200,3100,3190,2530,8677.0,2720000.0
2000-05-08,3150,3590,3110,3150,15980,8568.0,2720000.0
2000-05-09,3595,3595,3200,3330,16590,9058.0,2720000.0
2000-05-10,3420,3420,3150,3300,9270,8976.0,2720000.0
2000-05-12,3250,3250,3040,3190,7430,8677.0,2720000.0
2000-05-15,2920,3100,2730,2950,12600,8024.0,2720000.0
2000-05-16,2900,2975,2830,2940,5260,7997.0,2720000.0
2000-05-17,2650,2750,2500,2500,5550,6800.0,2720000.0
2000-05-18,2310,2375,2150,2300,12100,6256.0,2720000.0
2000-05-19,2250,2400,2170,2400,6740,6528.0,2720000.0
2000-05-22,2375,2460,2330,2350,6230,6392.0,2720000.0
2000-05-23,2200,2260,2000,2260,11610,6147.0,2720000.0
2000-05-24,2000,2245,1965,2210,9230,6011.0,2720000.0
2000-05-25,2020,2530,2020,2485,17090,6759.0,2720000.0
2000-05-26,2485,2500,2210,2240,6170,6093.0,2720000.0
2000-05-29,2300,2300,2080,2190,4610,5957.0,2720000.0
2000-05-30,2100,2470,2100,2400,10640,6528.0,2720000.0
2000-05-31,2500,2580,2315,2410,23200,6555.0,2720000.0
2000-06-01,2320,2380,2190,2195,9860,5970.0,2720000.0
2000-06-02,2200,2350,2040,2225,12540,6052.0,2720000.0
2000-06-05,2200,2555,2200,2555,29810,6950.0,2720000.0
2000-06-07,2900,2930,2420,2570,34330,6990.0,2720000.0
2000-06-08,2600,2650,2350,2500,38310,6800.0,2720000.0
2000-06-09,2450,2690,2350,2690,11960,7317.0,2720000.0
2000-06-12,2850,2950,2455,2680,28180,7290.0,2720000.0
2000-06-13,2795,2795,2460,2550,34180,6936.0,2720000.0
2000-06-14,2410,2595,2410,2480,17660,6746.0,2720000.0
2000-06-15,2510,2670,2400,2550,16540,6936.0,2720000.0
2000-06-16,2515,2700,2410,2700,15760,7344.0,2720000.0
2000-06-19,2700,2800,2550,2645,26590,7194.0,2720000.0
2000-06-20,2505,2790,2505,2690,17790,7317.0,2720000.0
2000-06-21,2620,2770,2460,2560,15970,6963.0,2720000.0
2000-06-22,2410,2600,2300,2395,11520,6514.0,2720000.0
2000-06-23,2305,2600,2305,2510,20270,6827.0,2720000.0
2000-06-26,2410,2700,2360,2500,19660,6800.0,2720000.0
2000-06-27,2550,2590,2460,2485,11870,6759.0,2720000.0
2000-06-28,2600,2855,2475,2855,28990,7766.0,2720000.0
2000-06-29,3280,3280,2430,2530,53910,6882.0,2720000.0
2000-06-30,2650,2780,2500,2625,21150,7140.0,2720000.0
2000-07-03,2650,2890,2650,2750,11120,7480.0,2720000.0
2000-07-04,2750,2920,2670,2850,23960,7752.0,2720000.0
2000-07-05,2900,3275,2700,3050,44430,8296.0,2720000.0
2000-07-06,2950,3210,2850,3040,26060,8269.0,2720000.0
2000-07-07,3130,3495,3120,3495,37170,9506.0,2720000.0
2000-07-10,3695,3840,3400,3400,146530,9248.0,2720000.0
2000-07-11,3330,3690,3200,3250,36990,8840.0,2720000.0
2000-07-12,3200,3250,3100,3100,19090,8432.0,2720000.0
2000-07-13,2930,3140,2900,3045,14990,8282.0,2720000.0
2000-07-14,2910,3000,2850,2850,31290,7752.0,2720000.0
2000-07-18,2895,2895,2630,2630,8270,7154.0,2720000.0
2000-07-19,2630,2750,2610,2700,4260,7344.0,2720000.0
2000-07-20,2560,2840,2560,2840,11870,7725.0,2720000.0
2000-07-21,2840,3000,2750,2750,4790,7480.0,2720000.0
2000-07-24,2700,2750,2455,2480,7640,6746.0,2720000.0
2000-07-25,2480,2640,2355,2635,6080,7167.0,2720000.0
2000-07-26,2510,2770,2510,2560,6640,6963.0,2720000.0
2000-07-27,2370,2700,2370,2600,11250,7072.0,2720000.0
2000-07-28,2690,2690,2440,2600,3520,7072.0,2720000.0
2000-07-31,2650,2650,2470,2480,2670,6746.0,2720000.0
2000-08-01,2480,2600,2455,2550,4450,6936.0,2720000.0
2000-08-02,2565,2930,2510,2550,14080,6936.0,2720000.0
2000-08-03,2560,2930,2560,2845,35510,7738.0,2720000.0
2000-08-04,2980,2980,2535,2540,10620,6909.0,2720000.0
2000-08-07,2645,2670,2465,2600,8550,7072.0,2720000.0
2000-08-08,2450,2660,2450,2515,12910,6841.0,2720000.0
2000-08-09,2500,2600,2500,2570,13710,6990.0,2720000.0
2000-08-10,2610,2610,2530,2550,12130,6936.0,2720000.0
2000-08-11,2575,2680,2560,2660,12650,7235.0,2720000.0
2000-08-14,2770,3055,2610,3055,51550,8310.0,2720000.0
2000-08-16,3510,3510,3210,3510,207600,9547.0,2720000.0
2000-08-17,3055,3480,2985,2985,154910,8119.0,2720000.0
2000-08-18,3380,3390,3100,3300,109500,8976.0,2720000.0
2000-08-21,3100,3495,2900,3000,67340,8160.0,2720000.0
2000-08-22,3050,3050,2800,2950,32300,8024.0,2720000.0
2000-08-23,2900,2930,2750,2840,55580,7725.0,2720000.0
2000-08-24,3020,3265,2705,3265,112920,8881.0,2720000.0
2000-08-25,3265,3650,3025,3250,228350,8840.0,2720000.0
2000-08-28,3560,3560,3250,3400,65800,9248.0,2720000.0
2000-08-29,3250,3350,3200,3220,34120,8758.0,2720000.0
2000-08-30,3130,3280,3120,3140,20500,8541.0,2720000.0
2000-08-31,3045,3090,2950,2950,17790,8024.0,2720000.0
2000-09-01,3000,3200,2950,3140,23760,8541.0,2720000.0
2000-09-04,3260,3610,3150,3430,38210,9330.0,2720000.0
2000-09-05,3430,3490,3200,3220,16410,8758.0,2720000.0
2000-09-06,3220,3330,3170,3175,14430,8636.0,2720000.0
2000-09-07,3175,3650,3175,3650,61720,9928.0,2720000.0
2000-09-08,3800,4195,3500,4195,400340,11410.0,2720000.0
2000-09-14,4400,4820,3610,3670,654140,9982.0,2720000.0
2000-09-15,3790,4220,3575,4220,117770,11478.0,2720000.0
2000-09-18,4850,4850,4400,4850,374120,13192.0,2720000.0
