경동도시가스(267290),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2019-01-31,38300,39450,37900,39100,5030,184437.0,4717063.0
2019-02-01,39150,39150,37800,39000,8453,183965.0,4717063.0
2019-02-07,38850,39400,37150,37600,20918,177362.0,4717063.0
2019-02-08,37800,37800,37450,37700,4230,177833.0,4717063.0
2019-02-11,37850,37850,36850,36850,5839,173824.0,4717063.0
2019-02-12,36800,37500,36500,37500,7363,176890.0,4717063.0
2019-02-13,37900,37900,37000,37300,6611,175946.0,4717063.0
2019-02-14,37300,38500,36950,37900,5000,178777.0,4717063.0
2019-02-15,38100,38100,37300,37850,5500,178541.0,4717063.0
2019-02-18,37500,38000,37300,37850,3850,178541.0,4717063.0
2019-02-19,37850,38000,37250,37750,3779,178069.0,4717063.0
2019-02-20,37700,38100,37500,38050,4790,179484.0,4717063.0
2019-02-21,38800,39450,37450,37750,11712,178069.0,4717063.0
2019-02-22,37750,37750,36550,37550,14940,177126.0,4717063.0
2019-02-25,37550,37600,37200,37550,4847,177126.0,4717063.0
2019-02-26,37200,37450,36800,37400,6489,176418.0,4717063.0
2019-02-27,37400,37400,36600,36600,7900,172645.0,4717063.0
2019-02-28,36850,36900,35900,36100,5494,170286.0,4717063.0
2019-03-04,36100,36400,35800,35800,6731,168871.0,4717063.0
2019-03-05,36000,36150,35600,36000,4359,169814.0,4717063.0
2019-03-06,36000,36950,36000,36900,5709,174060.0,4717063.0
2019-03-07,36850,37050,36350,37050,5587,174767.0,4717063.0
2019-03-08,36750,37050,36450,36500,4158,172173.0,4717063.0
2019-03-11,36200,36650,35500,35900,3363,169343.0,4717063.0
2019-03-12,35850,36600,35600,36600,2974,172645.0,4717063.0
2019-03-13,36900,36900,36000,36100,3650,170286.0,4717063.0
2019-03-14,36400,36450,35950,35950,3043,169578.0,4717063.0
2019-03-15,36000,36800,36000,36700,4871,173116.0,4717063.0
2019-03-18,36700,36700,36050,36600,5610,172645.0,4717063.0
2019-03-19,36250,36250,35450,35700,16554,168399.0,4717063.0
2019-03-20,35650,35650,34950,35050,10749,165333.0,4717063.0
2019-03-21,35450,35450,34550,35300,16098,166512.0,4717063.0
2019-03-22,35300,35450,34100,35350,10716,166748.0,4717063.0
2019-03-25,35000,35000,34150,34250,6071,161559.0,4717063.0
2019-03-26,34500,34500,34050,34300,6424,161795.0,4717063.0
2019-03-27,34350,35150,33850,34200,7823,161324.0,4717063.0
2019-03-28,34450,34450,33450,33600,10242,158493.0,4717063.0
2019-03-29,33600,33850,33250,33550,3989,158257.0,4717063.0
2019-04-01,33650,34250,33550,34250,4875,161559.0,4717063.0
2019-04-02,34250,34300,33800,34250,5412,161559.0,4717063.0
2019-04-03,33650,34000,33650,34000,49411,160380.0,4717063.0
2019-04-04,33850,34000,33850,34000,21805,160380.0,4717063.0
2019-04-05,34000,34350,33850,34250,29333,161559.0,4717063.0
2019-04-08,34300,35900,34300,35050,25081,165333.0,4717063.0
2019-04-09,35500,35500,34750,34950,13961,164861.0,4717063.0
2019-04-10,34750,35500,34500,35400,11961,166984.0,4717063.0
2019-04-11,35150,35650,35150,35500,5775,167456.0,4717063.0
2019-04-12,35500,35700,35250,35600,4557,167927.0,4717063.0
2019-04-15,35600,35650,34850,35300,7147,166512.0,4717063.0
2019-04-16,35450,35450,34850,35300,4305,166512.0,4717063.0
2019-04-17,34950,35200,34900,35150,6098,165805.0,4717063.0
2019-04-18,34950,35100,34800,34950,10084,164861.0,4717063.0
2019-04-19,34850,35000,34700,34800,11125,164154.0,4717063.0
2019-04-22,35050,35650,34950,35400,9591,166984.0,4717063.0
2019-04-23,35400,37000,35400,36650,37014,172880.0,4717063.0
2019-04-24,36650,38150,36650,37850,65411,178541.0,4717063.0
2019-04-25,37800,37900,37100,37550,14865,177126.0,4717063.0
2019-04-26,37000,37550,35850,36200,19614,170758.0,4717063.0
2019-04-29,36450,36800,36100,36600,4812,172645.0,4717063.0
2019-04-30,36600,37850,36250,37350,18234,176182.0,4717063.0
2019-05-02,36750,37350,36750,37200,5833,175475.0,4717063.0
2019-05-03,36950,37200,36250,37150,11503,175239.0,4717063.0
2019-05-07,37100,37100,35850,35900,22390,169343.0,4717063.0
2019-05-08,35900,36100,35700,35850,3246,169107.0,4717063.0
2019-05-09,35900,35900,35350,35450,8096,167220.0,4717063.0
2019-05-10,35000,35900,34450,34850,27589,164390.0,4717063.0
2019-05-13,34850,34850,33850,33850,34600,159673.0,4717063.0
2019-05-14,33850,35200,33700,34950,15204,164861.0,4717063.0
2019-05-15,35000,35300,34800,35300,7622,166512.0,4717063.0
2019-05-16,34850,35100,34200,34800,12118,164154.0,4717063.0
2019-05-17,34800,35000,34100,34300,11054,161795.0,4717063.0
2019-05-20,33950,34200,33000,33100,20975,156135.0,4717063.0
2019-05-21,32800,33000,32000,32100,27683,151418.0,4717063.0
2019-05-22,32100,32400,31200,31650,37873,149295.0,4717063.0
2019-05-23,31650,31650,30600,31000,31688,146229.0,4717063.0
2019-05-24,30350,30850,30250,30500,30669,143870.0,4717063.0
2019-05-27,30800,31150,30050,30800,8894,145286.0,4717063.0
2019-05-28,30500,31000,30500,31000,6273,146229.0,4717063.0
2019-05-29,30950,31200,30100,30200,8905,142455.0,4717063.0
2019-05-30,30050,30700,30000,30100,8861,141984.0,4717063.0
2019-05-31,30100,30350,29950,30200,8021,142455.0,4717063.0
2019-06-03,30250,30550,30000,30450,7582,143635.0,4717063.0
2019-06-04,30700,30750,29900,30350,20671,143163.0,4717063.0
2019-06-05,30500,30550,29700,30000,31699,141512.0,4717063.0
2019-06-07,30050,30350,29950,30250,20207,142691.0,4717063.0
2019-06-10,30300,30650,30050,30250,10940,142691.0,4717063.0
2019-06-11,30250,30600,29750,30500,26562,143870.0,4717063.0
2019-06-12,30650,31300,30450,30900,15929,145757.0,4717063.0
2019-06-13,31150,31150,30250,31050,23708,146465.0,4717063.0
2019-06-14,31250,31250,30750,30850,5368,145521.0,4717063.0
2019-06-17,30850,31250,30700,31000,6535,146229.0,4717063.0
2019-06-18,31300,31400,30950,31150,3798,146937.0,4717063.0
2019-06-19,31150,31400,31100,31350,5118,147880.0,4717063.0
2019-06-20,31050,31400,30950,31200,3617,147172.0,4717063.0
2019-06-21,31200,31350,31050,31200,2848,147172.0,4717063.0
2019-06-24,31200,31550,31050,31200,4260,147172.0,4717063.0
2019-06-25,31400,31400,30650,30700,6367,144814.0,4717063.0
2019-06-26,30700,31300,30450,30700,2594,144814.0,4717063.0
2019-06-27,30700,31150,30650,30800,4021,145286.0,4717063.0
2019-06-28,30850,31000,30650,30750,4962,145050.0,4717063.0
2019-07-01,31000,31000,30650,30700,5604,144814.0,4717063.0
2019-07-02,30750,31250,30750,30850,4122,145521.0,4717063.0
2019-07-03,30950,31500,30850,31000,6988,146229.0,4717063.0
2019-07-04,31000,31300,30900,30950,4350,145993.0,4717063.0
2019-07-05,31250,31750,30900,31650,13053,149295.0,4717063.0
2019-07-08,31850,31850,31000,31050,9658,146465.0,4717063.0
2019-07-09,31050,31150,30800,30900,9917,145757.0,4717063.0
2019-07-10,31000,31400,30700,31250,7329,147408.0,4717063.0
2019-07-11,31300,31550,31150,31250,5591,147408.0,4717063.0
2019-07-12,31350,31400,31100,31250,6145,147408.0,4717063.0
2019-07-15,31250,31500,31000,31100,4004,146701.0,4717063.0
2019-07-16,31000,31400,30850,31000,5439,146229.0,4717063.0
2019-07-17,30800,30850,30500,30500,4018,143870.0,4717063.0
2019-07-18,30600,30600,30300,30450,1594,143635.0,4717063.0
2019-07-19,30550,31000,30350,30650,3212,144578.0,4717063.0
2019-07-22,30650,30800,30500,30750,1578,145050.0,4717063.0
2019-07-23,30550,31150,29950,30200,18084,142455.0,4717063.0
2019-07-24,30200,30250,29700,30050,10851,141748.0,4717063.0
2019-07-25,30000,30300,29800,30200,9730,142455.0,4717063.0
2019-07-26,30000,30000,29600,29900,7602,141040.0,4717063.0
2019-07-29,29800,29900,29100,29800,12279,140568.0,4717063.0
2019-07-30,29700,30150,29650,29800,9119,140568.0,4717063.0
2019-07-31,29500,29800,29100,29450,10982,138918.0,4717063.0
2019-08-01,28800,29200,28700,28750,10625,135616.0,4717063.0
2019-08-02,28300,28350,27550,27700,21932,130663.0,4717063.0
2019-08-05,27700,27700,25750,26100,40250,123115.0,4717063.0
2019-08-06,25300,26000,24300,25150,48110,118634.0,4717063.0
2019-08-07,24750,25850,24750,25300,16304,119342.0,4717063.0
2019-08-08,25350,26150,25250,26050,11356,122879.0,4717063.0
2019-08-09,26350,26600,26050,26400,6720,124530.0,4717063.0
2019-08-12,26050,26450,25900,26450,3826,124766.0,4717063.0
2019-08-13,26450,26550,26000,26450,4167,124766.0,4717063.0
2019-08-14,27000,27000,26300,26450,2191,124766.0,4717063.0
2019-08-16,25800,26450,25350,25500,10217,120285.0,4717063.0
2019-08-19,26000,26150,25700,26050,3181,122879.0,4717063.0
2019-08-20,26600,26600,25950,26100,2313,123115.0,4717063.0
2019-08-21,26150,26450,25850,26100,2366,123115.0,4717063.0
2019-08-22,26350,26400,25800,26100,3657,123115.0,4717063.0
2019-08-23,26100,26250,25700,26000,4737,122644.0,4717063.0
2019-08-26,26000,26000,25350,25500,4691,120285.0,4717063.0
2019-08-27,25350,25800,25350,25500,2920,120285.0,4717063.0
2019-08-28,25300,25650,25300,25650,2950,120993.0,4717063.0
2019-08-29,25850,25850,25300,25600,4914,120757.0,4717063.0
2019-08-30,25500,26550,25500,26050,4513,122879.0,4717063.0
2019-09-02,26050,26400,25800,26400,3827,124530.0,4717063.0
2019-09-03,26050,26400,26050,26300,2771,124059.0,4717063.0
2019-09-04,26400,26400,26000,26150,2037,123351.0,4717063.0
2019-09-05,26500,26500,26100,26350,4619,124295.0,4717063.0
2019-09-06,26250,26250,25950,26050,4872,122879.0,4717063.0
2019-09-09,26000,26250,25750,26200,5444,123587.0,4717063.0
2019-09-10,26150,26500,25950,26500,18946,125002.0,4717063.0
2019-09-11,26500,27000,26400,26700,4526,125946.0,4717063.0
2019-09-16,27050,27800,27000,27400,18605,129248.0,4717063.0
2019-09-17,27500,27800,27500,27550,9704,129955.0,4717063.0
2019-09-18,27550,27600,27150,27550,6313,129955.0,4717063.0
2019-09-19,27600,27600,27100,27450,4332,129483.0,4717063.0
2019-09-20,27500,27500,27200,27400,1921,129248.0,4717063.0
2019-09-23,27250,27250,27000,27100,4981,127832.0,4717063.0
2019-09-24,27100,27300,27050,27300,3683,128776.0,4717063.0
2019-09-25,27300,27300,26900,27100,4886,127832.0,4717063.0
2019-09-26,27100,27300,27100,27150,1823,128068.0,4717063.0
2019-09-27,27150,27200,26950,27100,1047,127832.0,4717063.0
2019-09-30,27400,27400,26950,27200,1577,128304.0,4717063.0
2019-10-01,27250,27250,27000,27250,1780,128540.0,4717063.0
2019-10-02,27100,27250,26750,26750,6157,126181.0,4717063.0
2019-10-04,26750,27000,26450,26700,4374,125946.0,4717063.0
2019-10-07,26700,27100,26500,26800,2478,,
