더존비즈온(012510),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2003-07-15,11108,11228,10827,10828,195540,14458.0,10710000.0
2003-07-16,10747,10908,10466,10667,279730,14244.0,10710000.0
2003-07-18,10507,10747,10306,10427,207910,13923.0,10710000.0
2003-07-21,10547,10587,9785,9865,150510,13173.0,10710000.0
2003-07-22,9624,9905,9223,9785,225130,13066.0,10710000.0
2003-07-23,9664,10025,9464,9665,119020,12906.0,10710000.0
2003-07-24,9544,9985,9544,9946,115500,13280.0,10710000.0
2003-07-25,9985,10426,9704,10026,144850,13388.0,10710000.0
2003-07-28,9905,10346,9865,10186,108880,13602.0,10710000.0
2003-07-29,10346,10346,9785,9785,120480,13066.0,10710000.0
2003-07-30,9624,9905,9624,9665,96470,12906.0,10710000.0
2003-07-31,9664,9865,9664,9825,68240,13120.0,10710000.0
2003-08-01,9664,10025,9464,9825,179140,13120.0,10710000.0
2003-08-04,9825,10226,9745,9986,169130,13334.0,10710000.0
2003-08-05,10025,11068,9985,10828,713970,14458.0,10710000.0
2003-08-06,10507,10667,10065,10587,190500,14137.0,10710000.0
2003-08-07,10827,10827,10226,10226,288530,13655.0,10710000.0
2003-08-08,10306,10346,9905,10106,197860,13495.0,10710000.0
2003-08-11,10386,10507,9945,10146,96700,13548.0,10710000.0
2003-08-12,10065,10507,9945,9946,119220,13280.0,10710000.0
2003-08-13,9865,10587,9865,10306,233990,13762.0,10710000.0
2003-08-14,10426,11148,10186,10828,258040,14458.0,10710000.0
2003-08-18,10507,10747,9223,9946,494060,13280.0,10710000.0
2003-08-19,10186,10186,9624,9865,444940,13173.0,10710000.0
2003-08-20,10105,10105,9704,9705,121780,12959.0,10710000.0
2003-08-21,9704,9865,9424,9545,412070,12745.0,10710000.0
2003-08-22,9384,9704,9303,9344,187490,12477.0,10710000.0
2003-08-25,9464,9464,8983,8983,257490,11995.0,10710000.0
2003-08-26,8822,9063,8782,8903,151320,11888.0,10710000.0
2003-08-27,8983,9344,8983,9184,155950,12263.0,10710000.0
2003-08-28,9303,9344,9143,9184,127360,12263.0,10710000.0
2003-08-29,9183,9344,8983,9023,128890,12049.0,10710000.0
2003-09-01,9103,9263,9023,9144,56420,12209.0,10710000.0
2003-09-02,9143,9263,8862,9224,141120,12316.0,10710000.0
2003-09-03,9223,9303,8942,8983,84970,11995.0,10710000.0
2003-09-04,8942,9103,8862,8863,91130,11835.0,10710000.0
2003-09-05,8822,8862,8541,8662,119810,11567.0,10710000.0
2003-09-08,8582,8702,8421,8542,41190,11406.0,10710000.0
2003-09-09,8421,8662,8301,8542,107677,11406.0,10710000.0
2003-09-15,8301,8582,8301,8422,57940,11246.0,10710000.0
2003-09-16,8541,9103,8501,8823,192740,11781.0,10710000.0
2003-09-17,8782,8983,8622,8662,85260,11567.0,10710000.0
2003-09-18,8742,8822,8461,8462,64260,11299.0,10710000.0
2003-09-19,8461,8622,8461,8462,53580,11299.0,10710000.0
2003-09-22,8421,8501,8020,8181,87760,10924.0,10710000.0
2003-09-23,7940,8100,7900,7981,80150,10656.0,10710000.0
2003-09-24,8020,8060,7860,7981,77770,10656.0,10710000.0
2003-09-25,7499,7739,7459,7579,73600,10121.0,10710000.0
2003-09-26,7579,7940,7579,7660,109100,10228.0,10710000.0
2003-09-29,7579,7619,7419,7459,53510,9960.0,10710000.0
2003-09-30,7459,7780,7378,7419,58030,9907.0,10710000.0
2003-10-01,7298,7579,7058,7219,61460,9639.0,10710000.0
2003-10-02,7258,7739,7178,7539,135040,10067.0,10710000.0
2003-10-06,7539,8020,7338,7900,142270,10549.0,10710000.0
2003-10-07,7820,8181,7820,7900,75970,10549.0,10710000.0
2003-10-08,7980,8100,7699,7700,53320,10282.0,10710000.0
2003-10-09,7699,7739,7579,7660,58220,10228.0,10710000.0
2003-10-10,7699,7780,7459,7620,54040,10174.0,10710000.0
2003-10-13,7459,7619,7419,7499,51720,10014.0,10710000.0
2003-10-14,7539,7780,7539,7620,96130,10174.0,10710000.0
2003-10-15,7699,7780,7619,7780,84940,10389.0,10710000.0
2003-10-16,7699,8942,7699,8582,928554,11460.0,10710000.0
2003-10-17,8541,8541,7940,8101,302694,10817.0,10710000.0
2003-10-20,8421,9143,8140,8742,404410,11674.0,10710000.0
2003-10-21,8501,8862,8221,8742,273380,11674.0,10710000.0
2003-10-22,8742,9664,8261,8261,649705,11031.0,10710000.0
2003-10-23,8221,8341,7780,7860,208130,10496.0,10710000.0
2003-10-24,7860,8261,7860,7900,134612,10549.0,10710000.0
2003-10-27,7980,8221,7900,8141,138622,10871.0,10710000.0
2003-10-28,8221,8301,7820,8221,178110,10978.0,10710000.0
2003-10-29,8421,8421,8060,8101,118240,10817.0,10710000.0
2003-10-30,8221,8301,8020,8261,133320,11031.0,10710000.0
2003-10-31,8301,8421,7940,7940,141561,10603.0,10710000.0
2003-11-03,7860,7980,7739,7780,98950,10389.0,10710000.0
2003-11-04,7820,7940,7619,7620,90820,10174.0,10710000.0
2003-11-05,7579,7699,7298,7459,139850,9960.0,10710000.0
2003-11-06,7378,7860,7378,7620,95650,10174.0,10710000.0
2003-11-07,7539,7619,7378,7379,74420,9853.0,10710000.0
2003-11-10,7218,7539,7218,7219,116000,9639.0,10710000.0
2003-11-11,7178,7419,7178,7259,45820,9693.0,10710000.0
2003-11-12,7258,7539,7218,7219,73920,9639.0,10710000.0
2003-11-13,7258,7659,7218,7539,174060,10067.0,10710000.0
2003-11-14,7539,7699,7419,7499,109000,10014.0,10710000.0
2003-11-17,7579,7659,7419,7539,154477,10067.0,10710000.0
2003-11-18,7459,7820,7459,7660,214920,10228.0,10710000.0
2003-11-19,7780,7780,7459,7539,128980,10067.0,10710000.0
2003-11-20,7459,7619,7218,7459,170910,9960.0,10710000.0
2003-11-21,7298,7459,7298,7299,25700,9746.0,10710000.0
2003-11-24,7298,7378,6977,6978,58510,9318.0,10710000.0
2003-11-25,7018,7218,7018,7098,38830,9478.0,10710000.0
2003-11-26,7218,7218,6977,7138,101910,9532.0,10710000.0
2003-11-27,7098,7178,6977,7138,113130,9532.0,10710000.0
2003-11-28,7058,7178,7018,7178,58950,9585.0,10710000.0
2003-12-01,7218,7338,7138,7178,108550,9585.0,10710000.0
2003-12-02,7218,7378,7178,7259,85490,9693.0,10710000.0
2003-12-03,7218,7419,7218,7259,54350,9693.0,10710000.0
2003-12-04,7258,7378,7138,7138,63600,9532.0,10710000.0
2003-12-05,7138,7298,7018,7178,85850,9585.0,10710000.0
2003-12-08,7258,7298,7138,7219,43810,9639.0,10710000.0
2003-12-09,7218,7298,7138,7178,65010,9585.0,10710000.0
2003-12-10,7218,7820,7218,7579,464220,10121.0,10710000.0
2003-12-11,7579,7619,7258,7419,149640,9907.0,10710000.0
2003-12-12,7459,7579,7298,7459,109050,9960.0,10710000.0
2003-12-15,7619,7739,7419,7660,196457,10228.0,10710000.0
2003-12-16,7579,7579,7298,7379,91010,9853.0,10710000.0
2003-12-17,7338,7459,7258,7299,98500,9746.0,10710000.0
2003-12-18,7258,7338,7138,7299,65410,9746.0,10710000.0
2003-12-19,7218,7298,7138,7138,64117,9532.0,10710000.0
2003-12-22,7058,7178,7018,7058,48400,9425.0,10710000.0
2003-12-23,6977,7098,6897,6898,53880,9211.0,10710000.0
2003-12-24,6897,6897,6456,6457,63770,8622.0,10710000.0
2003-12-26,6456,6496,6376,6457,56130,8622.0,10710000.0
2003-12-29,6336,6897,6336,6617,16360,8836.0,10710000.0
2003-12-30,6817,6817,6657,6818,7940,9104.0,10710000.0
2004-01-02,6897,6977,6617,6978,11990,9318.0,10710000.0
2004-01-05,6937,6937,6617,6617,79880,8836.0,10710000.0
2004-01-06,6617,6777,6576,6697,43720,8943.0,10710000.0
2004-01-07,6737,6777,6536,6537,28960,8729.0,10710000.0
2004-01-08,6456,6617,6416,6457,35733,8622.0,10710000.0
2004-01-09,6697,6697,6456,6537,29390,8729.0,10710000.0
2004-01-12,6536,6737,6496,6537,33280,8729.0,10710000.0
2004-01-13,6576,6576,6496,6497,15250,8675.0,10710000.0
2004-01-14,6496,6536,6416,6457,25840,8622.0,10710000.0
2004-01-15,6456,6456,6336,6336,66410,8461.0,10710000.0
2004-01-16,6296,6416,6296,6296,48760,8407.0,10710000.0
2004-01-19,6256,6256,5975,6056,96810,8086.0,10710000.0
2004-01-20,5975,6095,5975,6096,25420,8140.0,10710000.0
2004-01-26,5975,5975,5614,5614,131340,7497.0,10710000.0
2004-01-27,5734,6456,5654,6457,169560,8622.0,10710000.0
2004-01-28,7419,7419,7218,7419,566810,9907.0,10710000.0
2004-01-29,7860,8501,7780,8502,1398027,11353.0,10710000.0
2004-01-30,9063,9464,7699,8141,2974900,10871.0,10710000.0
2004-02-02,8301,9344,7980,7981,4391012,10656.0,10710000.0
2004-02-03,8341,9063,7739,8422,2362460,11246.0,10710000.0
2004-02-04,8181,8742,7258,7660,1056741,10228.0,10710000.0
2004-02-05,7619,7659,6977,7539,1024600,10067.0,10710000.0
2004-02-06,7419,7820,7178,7539,1153125,10067.0,10710000.0
2004-02-09,7900,8221,7298,7379,1464480,9853.0,10710000.0
2004-02-10,7378,7860,7178,7860,821530,10496.0,10710000.0
2004-02-11,7739,7940,7459,7700,615070,10282.0,10710000.0
2004-02-12,7699,7699,7298,7299,447900,9746.0,10710000.0
2004-02-13,7298,7459,6897,6898,409182,9211.0,10710000.0
2004-02-16,6817,7058,6657,6777,539610,9050.0,10710000.0
2004-02-17,6617,6977,6617,6777,478289,9050.0,10710000.0
2004-02-18,6737,7780,6737,7780,1365570,10389.0,10710000.0
2004-02-19,7699,8100,7138,7459,879871,9960.0,10710000.0
2004-02-20,7378,7459,6817,7058,385660,9425.0,10710000.0
2004-02-23,6977,7058,6737,6938,241000,9264.0,10710000.0
2004-02-24,6817,7058,6777,6938,342281,9264.0,10710000.0
2004-02-25,6897,7298,6897,7018,450600,9371.0,10710000.0
2004-02-26,7178,7900,7098,7259,946162,9693.0,10710000.0
2004-02-27,7218,7378,7138,7379,540290,9853.0,10710000.0
2004-03-02,7659,8261,7499,7499,1221572,10014.0,10710000.0
2004-03-03,7378,7378,7058,7299,471940,9746.0,10710000.0
2004-03-04,7218,7419,7098,7098,387038,9478.0,10710000.0
2004-03-05,7138,7258,6817,6938,294810,9264.0,10710000.0
2004-03-08,6857,7218,6857,7018,275191,9371.0,10710000.0
2004-03-09,7098,7699,7098,7219,882134,9639.0,10710000.0
2004-03-10,7218,7579,7098,7098,545580,9478.0,10710000.0
2004-03-11,7058,7058,6817,6978,220100,9318.0,10710000.0
2004-03-12,6937,6977,6015,6657,336590,8889.0,10710000.0
2004-03-15,6617,6897,6617,6737,137940,8996.0,10710000.0
2004-03-16,6617,6737,6617,6617,200420,8836.0,10710000.0
2004-03-17,6617,6817,6536,6737,155670,8996.0,10710000.0
2004-03-18,6737,6937,6737,6818,191210,9104.0,10710000.0
2004-03-19,6897,6897,6777,6777,91134,9050.0,10710000.0
2004-03-22,6937,7338,6817,7058,273664,9425.0,10710000.0
2004-03-23,6937,7218,6817,6938,98940,9264.0,10710000.0
2004-03-24,6937,7218,6817,7219,241130,9639.0,10710000.0
2004-03-25,7338,7860,7218,7379,1379360,9853.0,10710000.0
2004-03-26,7539,7739,7338,7579,567530,10121.0,10710000.0
2004-03-29,7860,8702,7739,8702,1216870,11620.0,10710000.0
2004-03-30,9223,9785,8181,8582,3507295,11460.0,10710000.0
2004-03-31,8742,9384,8381,8943,3335170,11942.0,10710000.0
2004-04-01,9103,9704,8822,8823,1990054,11781.0,10710000.0
2004-04-02,8822,8983,7980,8261,1030306,11031.0,10710000.0
2004-04-06,8181,8622,8020,8462,1201760,11299.0,10710000.0
2004-04-07,8341,8862,8181,8261,832630,11031.0,10710000.0
2004-04-08,8221,8662,8100,8582,930949,11460.0,10710000.0
2004-04-09,8541,8782,8221,8341,1404000,11138.0,10710000.0
2004-04-12,8421,8501,8261,8382,534520,11192.0,10710000.0
2004-04-13,8662,9624,8622,9625,1876060,12852.0,10710000.0
2004-04-14,10266,11068,8822,9304,6825262,12424.0,10710000.0
2004-04-16,9464,9865,8782,8783,2032431,11727.0,10710000.0
2004-04-19,8742,8742,8181,8181,1139362,10924.0,10710000.0
2004-04-20,8060,8341,8020,8021,1599560,10710.0,10710000.0
2004-04-21,8100,8140,7780,8021,1158650,10710.0,10710000.0
2004-04-22,8020,8181,7739,7740,775450,10335.0,10710000.0
2004-04-23,7980,7980,7739,7740,572628,10335.0,10710000.0
2004-04-26,7780,8181,7780,8181,943407,10924.0,10710000.0
2004-04-27,8301,8822,7860,7860,2154157,10496.0,10710000.0
2004-04-28,7900,8020,7619,7780,511540,10389.0,10710000.0
2004-04-29,7659,7699,7218,7219,515460,9639.0,10710000.0
2004-04-30,6897,7178,6897,7018,394660,9371.0,10710000.0
2004-05-03,7018,7459,7018,7379,402191,9853.0,10710000.0
2004-05-04,7419,7699,7298,7379,355720,9853.0,10710000.0
2004-05-06,7338,7499,7018,7178,234329,9585.0,10710000.0
2004-05-07,7098,7459,7098,7459,415290,9960.0,10710000.0
2004-05-10,7539,7739,7178,7620,843990,10174.0,10710000.0
2004-05-11,7780,8742,7098,7219,5686320,9639.0,10710000.0
2004-05-12,7218,7459,7058,7379,750891,9853.0,10710000.0
2004-05-13,7378,7378,7138,7178,380104,9585.0,10710000.0
2004-05-14,7218,7298,6897,6898,482180,9211.0,10710000.0
2004-05-17,6937,7138,6576,6777,267570,9050.0,10710000.0
2004-05-18,6617,6897,6576,6697,181140,8943.0,10710000.0
2004-05-19,6697,6897,6697,6818,184095,9104.0,10710000.0
2004-05-20,6697,6817,6175,6376,209129,8514.0,10710000.0
2004-05-21,6416,6697,6416,6537,147640,8729.0,10710000.0
2004-05-24,7058,7499,6857,7138,723300,9532.0,10710000.0
2004-05-25,6977,6977,6737,6938,247978,9264.0,10710000.0
2004-05-27,7138,7780,6977,7219,963761,9639.0,10710000.0
2004-05-28,7378,7579,7138,7339,364180,9800.0,10710000.0
2004-05-31,7338,7338,7058,7299,164640,9746.0,10710000.0
2004-06-01,6977,7338,6977,7058,182600,9425.0,10710000.0
2004-06-02,7018,7058,6897,6938,243180,9264.0,10710000.0
2004-06-03,7018,7218,6897,6898,281890,9211.0,10710000.0
2004-06-04,7018,7178,6897,6978,233765,9318.0,10710000.0
2004-06-07,7218,7378,7058,7259,280075,9693.0,10710000.0
2004-06-08,7298,7539,7218,7259,559220,9693.0,10710000.0
2004-06-09,7338,7459,7178,7299,152860,9746.0,10710000.0
2004-06-10,7138,7338,7138,7339,147810,9800.0,10710000.0
2004-06-11,7218,7258,7098,7138,249240,9532.0,10710000.0
2004-06-14,7058,7258,7018,7058,190020,9425.0,10710000.0
2004-06-15,7178,7298,7058,7299,133890,9746.0,10710000.0
2004-06-16,7378,7419,7218,7299,134287,9746.0,10710000.0
2004-06-17,7539,8381,7459,8382,2707660,11192.0,10710000.0
2004-06-18,8822,9303,7940,8422,3169492,11246.0,10710000.0
2004-06-21,8582,9063,7659,7740,3992758,10335.0,10710000.0
2004-06-22,7739,7820,7338,7780,2298842,10389.0,10710000.0
2004-06-23,7539,7860,7419,7700,722360,10282.0,10710000.0
2004-06-24,7699,8181,7378,7379,1841188,9853.0,10710000.0
2004-06-25,7298,7298,7018,7058,810560,9425.0,10710000.0
2004-06-28,7058,7178,6897,6978,317820,9318.0,10710000.0
2004-06-29,6977,7098,6897,7058,379282,9425.0,10710000.0
2004-06-30,7058,7298,7058,7138,482418,9532.0,10710000.0
2004-07-01,7178,7338,7098,7339,305260,9800.0,10710000.0
2004-07-02,7218,7338,7138,7219,272420,9639.0,10710000.0
2004-07-05,7178,7579,7178,7499,601670,10014.0,10710000.0
2004-07-06,7860,8622,7780,8622,3832532,11513.0,10710000.0
2004-07-07,8461,8822,7900,8101,2567941,10817.0,10710000.0
2004-07-08,8261,9303,7739,8181,5919809,10924.0,10710000.0
2004-07-09,8341,9384,8100,9384,2532158,12531.0,10710000.0
2004-07-12,9905,10787,8942,9625,6074700,12852.0,10710000.0
2004-07-13,9544,9624,8421,9103,1590240,12156.0,10710000.0
2004-07-14,9344,10426,8862,10266,2703350,13709.0,10710000.0
2004-07-15,9905,10186,9183,9184,1140762,12263.0,10710000.0
2004-07-16,8902,9143,8301,8582,1085120,11460.0,10710000.0
2004-07-19,8501,8983,8421,8983,942790,11995.0,10710000.0
2004-07-20,8742,9303,8421,8422,1237300,11246.0,10710000.0
2004-07-21,8501,9063,8501,8903,784400,11888.0,10710000.0
2004-07-22,8742,9223,8582,8983,821116,11995.0,10710000.0
2004-07-23,9424,9945,8782,8783,2816426,11727.0,10710000.0
2004-07-26,8421,8662,7820,7860,974430,10496.0,10710000.0
2004-07-27,8020,8301,7820,8021,636971,10710.0,10710000.0
2004-07-28,8020,8181,7619,7780,783930,10389.0,10710000.0
2004-07-29,7659,7699,7058,7178,645703,9585.0,10710000.0
2004-07-30,7218,7459,7098,7178,423541,9585.0,10710000.0
2004-08-02,7018,7138,6937,6938,450429,9264.0,10710000.0
2004-08-03,6937,7138,6937,7098,265144,9478.0,10710000.0
2004-08-04,7018,7499,6977,7379,459030,9853.0,10710000.0
2004-08-05,7419,7619,7298,7419,351130,9907.0,10710000.0
2004-08-06,7338,7338,7138,7299,269329,9746.0,10710000.0
2004-08-09,7218,7539,7218,7379,265790,9853.0,10710000.0
2004-08-10,7378,7459,7218,7299,405659,9746.0,10710000.0
2004-08-11,7378,7459,7298,7379,273070,9853.0,10710000.0
2004-08-12,7659,8421,7619,7780,1877040,10389.0,10710000.0
2004-08-13,7940,8020,7579,7660,430330,10228.0,10710000.0
2004-08-16,7659,8060,7579,7940,362380,10603.0,10710000.0
2004-08-17,7940,8702,7940,8141,960170,10871.0,10710000.0
2004-08-18,8100,8221,7780,7780,503046,10389.0,10710000.0
2004-08-19,7820,7940,7659,7660,278250,10228.0,10710000.0
2004-08-20,7619,7780,7378,7379,362680,9853.0,10710000.0
2004-08-23,7419,7579,7378,7459,269140,9960.0,10710000.0
2004-08-24,7419,7699,7419,7620,263155,10174.0,10710000.0
2004-08-25,7619,8221,7579,7860,1350525,10496.0,10710000.0
2004-08-26,7940,7940,7699,7860,315556,10496.0,10710000.0
2004-08-27,7980,8341,7860,8061,889746,10764.0,10710000.0
2004-08-30,8341,8341,7780,7780,343271,10389.0,10710000.0
2004-08-31,7699,7940,7699,7780,221080,10389.0,10710000.0
2004-09-01,7780,7940,7739,7900,224990,10549.0,10710000.0
2004-09-02,8060,8100,7860,7900,281370,10549.0,10710000.0
2004-09-03,7940,8181,7900,8181,408544,10924.0,10710000.0
2004-09-06,8501,8942,8060,8061,1275902,10764.0,10710000.0
2004-09-07,8100,8181,7860,7940,283810,10603.0,10710000.0
2004-09-08,8060,8381,7980,8301,662960,11085.0,10710000.0
2004-09-09,8501,8582,7980,7981,573220,10656.0,10710000.0
2004-09-10,7980,8020,7780,7820,345630,10442.0,10710000.0
2004-09-13,7820,7940,7419,7700,310160,10282.0,10710000.0
2004-09-14,7659,7860,7619,7820,236680,10442.0,10710000.0
2004-09-15,7820,7860,7659,7660,211526,10228.0,10710000.0
2004-09-16,7579,7739,7539,7539,187590,10067.0,10710000.0
2004-09-17,7539,7619,7499,7579,239680,10121.0,10710000.0
2004-09-20,7579,7820,7539,7780,249736,10389.0,10710000.0
2004-09-21,7820,8100,7780,8061,530156,10764.0,10710000.0
2004-09-22,8100,8381,7539,7539,1081370,10067.0,10710000.0
2004-09-23,7459,7539,7258,7259,264110,9693.0,10710000.0
2004-09-24,7138,7419,7138,7259,198366,9693.0,10710000.0
2004-09-30,7218,7419,7218,7259,145916,9693.0,10710000.0
2004-10-01,7338,7419,7258,7419,156520,9907.0,10710000.0
2004-10-04,7419,7539,7378,7539,124140,10067.0,10710000.0
2004-10-05,7499,7579,7298,7459,162780,9960.0,10710000.0
2004-10-06,7378,7459,7298,7299,168740,9746.0,10710000.0
2004-10-07,7378,7499,7338,7459,101330,9960.0,10710000.0
2004-10-08,7378,7459,7298,7379,100460,9853.0,10710000.0
2004-10-11,7258,7338,7218,7299,181204,9746.0,10710000.0
2004-10-12,7338,7419,7258,7299,92320,9746.0,10710000.0
2004-10-13,7419,7419,7258,7299,110570,9746.0,10710000.0
2004-10-14,7298,7378,7258,7339,102460,9800.0,10710000.0
2004-10-15,7258,7378,7218,7219,58040,9639.0,10710000.0
2004-10-18,7098,7258,7098,7138,57900,9532.0,10710000.0
2004-10-19,7138,7258,7138,7178,70160,9585.0,10710000.0
2004-10-20,7098,7218,6977,6978,75280,9318.0,10710000.0
2004-10-21,7098,7178,6977,7098,77906,9478.0,10710000.0
2004-10-22,7018,7178,6977,7138,47249,9532.0,10710000.0
2004-10-25,7058,7218,6897,7219,48200,9639.0,10710000.0
2004-10-26,7098,7378,7098,7339,59546,9800.0,10710000.0
2004-10-27,7338,7378,7178,7219,66100,9639.0,10710000.0
2004-10-28,7338,7338,7138,7219,56810,9639.0,10710000.0
2004-10-29,7098,7138,6977,6978,57880,9318.0,10710000.0
2004-11-01,6937,7058,6937,6978,74520,9318.0,10710000.0
2004-11-02,7018,7058,6977,7018,38770,9371.0,10710000.0
2004-11-03,6977,7178,6977,7058,46530,9425.0,10710000.0
2004-11-04,7058,7178,6977,7018,62870,9371.0,10710000.0
2004-11-05,7058,7138,7018,7098,35390,9478.0,10710000.0
2004-11-08,7098,7098,6977,6978,52990,9318.0,10710000.0
2004-11-09,6937,7058,6897,6898,126400,9211.0,10710000.0
2004-11-10,6897,7058,6897,6978,64520,9318.0,10710000.0
2004-11-11,6937,7138,6937,7018,88980,9371.0,10710000.0
2004-11-12,7058,7138,7018,7058,76106,9425.0,10710000.0
2004-11-15,7058,7298,7058,7219,144290,9639.0,10710000.0
2004-11-16,7218,7218,6937,6938,76730,9264.0,10710000.0
2004-11-17,6977,7058,6777,6978,184930,9318.0,10710000.0
2004-11-18,6977,7018,6817,6818,92324,9104.0,10710000.0
2004-11-19,6737,6817,6496,6617,81210,8836.0,10710000.0
2004-11-22,6496,6576,6456,6497,106180,8675.0,10710000.0
2004-11-23,6456,6657,6456,6657,83440,8889.0,10710000.0
2004-11-24,6456,6817,6456,6497,95590,8675.0,10710000.0
2004-11-25,6536,6657,6496,6657,43890,8889.0,10710000.0
2004-11-26,6737,6737,6456,6457,60320,8622.0,10710000.0
2004-11-29,6416,6536,6416,6416,48010,8568.0,10710000.0
2004-11-30,6416,6496,6376,6376,35120,8514.0,10710000.0
2004-12-01,6416,7298,6416,6777,734900,9050.0,10710000.0
2004-12-02,6817,6817,6617,6657,153520,8889.0,10710000.0
2004-12-03,6657,6697,6536,6577,76520,8782.0,10710000.0
2004-12-06,6576,6737,6496,6537,78540,8729.0,10710000.0
2004-12-07,6496,6576,6456,6497,75840,8675.0,10710000.0
2004-12-08,6536,6576,6496,6537,42220,8729.0,10710000.0
2004-12-09,6576,6576,6416,6457,36430,8622.0,10710000.0
2004-12-10,6416,6456,6336,6376,36940,8514.0,10710000.0
2004-12-13,6336,6416,6175,6176,63998,8247.0,10710000.0
2004-12-14,6215,6376,6095,6216,73580,8300.0,10710000.0
2004-12-15,6456,7098,6416,7018,815150,9371.0,10710000.0
2004-12-16,6897,6977,6536,6657,243320,8889.0,10710000.0
2004-12-17,6737,6737,6376,6537,139380,8729.0,10710000.0
2004-12-20,6496,6496,6416,6416,87250,8568.0,10710000.0
2004-12-21,6416,6576,6336,6416,115360,8568.0,10710000.0
2004-12-22,6416,6456,6296,6457,113920,8622.0,10710000.0
2004-12-23,6416,6536,6336,6336,100090,8461.0,10710000.0
2004-12-24,6336,6416,6256,6336,61150,8461.0,10710000.0
2004-12-27,6416,6416,6296,6336,41680,8461.0,10710000.0
2004-12-28,6296,6376,6296,6376,46200,8514.0,10710000.0
2004-12-29,6376,6496,6376,6416,51660,8568.0,10710000.0
2004-12-30,6416,7098,6376,6577,805150,8782.0,10710000.0
2005-01-03,6817,7338,6817,7138,667110,9532.0,10710000.0
2005-01-04,7138,7298,6897,6898,368260,9211.0,10710000.0
2005-01-05,6897,7058,6576,7058,419080,9425.0,10710000.0
2005-01-06,7138,7138,6857,6898,195050,9211.0,10710000.0
2005-01-07,6817,7218,6817,7058,432050,9425.0,10710000.0
2005-01-10,6937,7098,6897,7058,139820,9425.0,10710000.0
2005-01-11,7058,7138,6897,7098,160580,9478.0,10710000.0
2005-01-12,7138,7699,7138,7379,680130,9853.0,10710000.0
2005-01-13,7378,7619,7138,7299,146270,9746.0,10710000.0
2005-01-14,7378,7699,7178,7339,340130,9800.0,10710000.0
2005-01-17,7298,7499,7258,7299,194990,9746.0,10710000.0
2005-01-18,7338,7980,7338,7539,544740,10067.0,10710000.0
2005-01-19,7539,7579,7338,7339,204080,9800.0,10710000.0
2005-01-20,7258,7338,7058,7098,300290,9478.0,10710000.0
2005-01-21,7018,7178,6897,7098,178100,9478.0,10710000.0
2005-01-24,7138,7539,7138,7339,137000,9800.0,10710000.0
2005-01-25,7298,7378,7178,7219,191640,9639.0,10710000.0
2005-01-26,7218,7378,7018,7018,238070,9371.0,10710000.0
2005-01-27,7058,7138,7018,7018,92030,9371.0,10710000.0
2005-01-28,7138,7338,7138,7138,166440,9532.0,10710000.0
2005-01-31,7138,7218,7018,7098,141730,9478.0,10710000.0
2005-02-01,7098,7539,7098,7299,295696,9746.0,10710000.0
2005-02-02,7298,7459,7138,7219,113294,9639.0,10710000.0
2005-02-03,7138,7338,7138,7299,154826,9746.0,10710000.0
2005-02-04,7419,8100,7338,7379,791942,9853.0,10710000.0
2005-02-07,7378,7419,7218,7259,326460,9693.0,10710000.0
2005-02-11,7258,7378,7218,7379,108660,9853.0,10710000.0
2005-02-14,7539,7619,7378,7459,200367,9960.0,10710000.0
2005-02-15,7579,7820,7499,7740,399040,10335.0,10710000.0
2005-02-16,7780,7780,7459,7499,239887,10014.0,10710000.0
2005-02-17,7579,7900,7539,7860,379848,10496.0,10710000.0
2005-02-18,7940,8702,7900,8422,1512320,11246.0,10710000.0
2005-02-21,8742,9344,8181,8823,1179050,11781.0,10710000.0
2005-02-22,9063,9063,8261,8422,653600,11246.0,10710000.0
2005-02-23,8421,8421,7780,7860,338640,10496.0,10710000.0
2005-02-24,8020,8261,7900,8181,370340,10924.0,10710000.0
2005-02-25,8100,8301,7860,7981,313730,10656.0,10710000.0
2005-02-28,8100,8140,7780,7780,304430,10389.0,10710000.0
2005-03-02,7780,7980,7780,7900,238490,10549.0,10710000.0
2005-03-03,7940,7940,7018,7058,1075511,9425.0,10710000.0
2005-03-04,7018,7699,7018,7499,751060,10014.0,10710000.0
2005-03-07,7378,7419,7258,7339,410451,9800.0,10710000.0
2005-03-08,7378,7459,7258,7339,182560,9800.0,10710000.0
2005-03-09,7258,7298,7178,7178,175660,9585.0,10710000.0
2005-03-10,6857,7378,6857,7379,341020,9853.0,10710000.0
2005-03-11,7138,7539,7138,7299,229990,9746.0,10710000.0
2005-03-14,7419,7499,7258,7499,179070,10014.0,10710000.0
2005-03-15,7539,8181,7539,7740,432600,10335.0,10710000.0
2005-03-16,7659,7980,7419,7820,345821,10442.0,10710000.0
2005-03-17,8181,8301,7459,7820,636830,10442.0,10710000.0
2005-03-18,7699,7860,7298,7299,235340,9746.0,10710000.0
2005-03-21,7258,7419,6937,7058,321380,9425.0,10710000.0
2005-03-22,7058,7378,7058,7098,234460,9478.0,10710000.0
2005-03-23,7178,7459,7098,7379,261820,9853.0,10710000.0
2005-03-24,7298,7419,7138,7339,130280,9800.0,10710000.0
2005-03-25,7459,7619,7338,7620,279810,10174.0,10710000.0
2005-03-28,7579,8020,7579,7620,251650,10174.0,10710000.0
2005-03-29,7619,7780,7378,7419,124800,9907.0,10710000.0
