강원랜드(035250),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-07-29,15200,15600,15200,15400,426230,3080000.0,20000000.0
2002-07-30,15500,16000,15500,15800,543490,3160000.0,20000000.0
2002-07-31,15800,16050,15700,15800,389930,3160000.0,20000000.0
2002-08-01,15800,15900,15650,15700,379200,3140000.0,20000000.0
2002-08-02,15500,15500,15200,15300,410180,3060000.0,20000000.0
2002-08-05,15000,15150,14700,14700,577000,2940000.0,20000000.0
2002-08-06,14300,14500,14000,14200,811000,2840000.0,20000000.0
2002-08-07,14300,14550,13950,14550,2257160,2910000.0,20000000.0
2002-08-08,14500,14500,14150,14250,604460,2850000.0,20000000.0
2002-08-09,14500,14600,14250,14250,667840,2850000.0,20000000.0
2002-08-12,14250,14500,14250,14500,471620,2900000.0,20000000.0
2002-08-13,14500,14500,14100,14350,840100,2870000.0,20000000.0
2002-08-14,14200,14200,13600,13850,1889820,2770000.0,20000000.0
2002-08-16,14000,14100,13650,13750,1340140,2750000.0,20000000.0
2002-08-19,13950,14550,13850,14550,1720900,2910000.0,20000000.0
2002-08-20,14700,14800,14500,14650,1076180,2930000.0,20000000.0
2002-08-21,14600,14800,14250,14500,1282830,2900000.0,20000000.0
2002-08-22,14600,15100,14500,14750,1194440,2950000.0,20000000.0
2002-08-23,14950,15600,14800,15350,2419510,3070000.0,20000000.0
2002-08-26,15200,15550,14900,15200,922040,3040000.0,20000000.0
2002-08-27,15300,15500,15000,15050,615630,3010000.0,20000000.0
2002-08-28,14750,15050,14700,14800,661530,2960000.0,20000000.0
2002-08-29,14500,14650,14150,14500,1139600,2900000.0,20000000.0
2002-08-30,14350,14650,14350,14600,538330,2920000.0,20000000.0
2002-09-02,14450,14700,14400,14500,868760,2900000.0,20000000.0
2002-09-03,14500,14700,14100,14100,1182630,2820000.0,20000000.0
2002-09-04,13900,14050,13750,14000,1433430,2800000.0,20000000.0
2002-09-05,14100,14200,13800,13800,1287680,2760000.0,20000000.0
2002-09-06,13600,13700,13150,13300,1604990,2660000.0,20000000.0
2002-09-09,13100,13350,12400,12400,1913520,2480000.0,20000000.0
2002-09-10,12450,13150,12450,13050,1606890,2610000.0,20000000.0
2002-09-11,13050,13350,13050,13150,829840,2630000.0,20000000.0
2002-09-12,13050,13600,13050,13450,1012180,2690000.0,20000000.0
2002-09-13,13150,13300,13050,13100,675060,2620000.0,20000000.0
2002-09-16,13100,13400,12950,13100,1049880,2620000.0,20000000.0
2002-09-17,13450,13800,13300,13800,1210630,2760000.0,20000000.0
2002-09-18,13500,14000,13300,13850,1071440,2770000.0,20000000.0
2002-09-19,13900,14000,13500,13650,832270,2730000.0,20000000.0
2002-09-23,13500,13500,13150,13250,534960,2650000.0,20000000.0
2002-09-24,13100,13500,12900,13200,723480,2640000.0,20000000.0
2002-09-25,13050,13200,12600,12800,1012570,2560000.0,20000000.0
2002-09-26,13150,13200,12900,12950,604230,2590000.0,20000000.0
2002-09-27,13000,13150,12950,13150,510740,2630000.0,20000000.0
2002-09-30,12800,12950,12650,12700,361710,2540000.0,20000000.0
2002-10-01,12400,12800,12400,12800,528570,2560000.0,20000000.0
2002-10-02,13100,13200,12550,12650,362580,2530000.0,20000000.0
2002-10-04,12400,12500,12000,12300,985350,2460000.0,20000000.0
2002-10-07,11900,12100,11500,11600,965740,2320000.0,20000000.0
2002-10-08,11350,11500,10300,11100,3152890,2220000.0,20000000.0
2002-10-09,11100,11100,10200,10200,2043880,2040000.0,20000000.0
2002-10-10,9610,9800,9000,9000,6028430,1800000.0,20000000.0
2002-10-11,9200,9280,8570,8850,4142730,1770000.0,20000000.0
2002-10-14,9250,9830,9150,9700,4465670,1940000.0,20000000.0
2002-10-15,9780,10850,9780,10850,3403970,2170000.0,20000000.0
2002-10-16,11450,11600,11000,11100,3687260,2220000.0,20000000.0
2002-10-17,10900,11650,10600,11650,3124580,2330000.0,20000000.0
2002-10-18,12000,12200,11800,11950,1639630,2390000.0,20000000.0
2002-10-21,11700,11850,11200,11200,2012130,2240000.0,20000000.0
2002-10-22,11350,11600,10700,10800,1998040,2160000.0,20000000.0
2002-10-23,10650,11350,10650,11350,1318720,2270000.0,20000000.0
2002-10-24,11450,11650,11050,11100,1188780,2220000.0,20000000.0
2002-10-25,10800,11100,10800,11050,606490,2210000.0,20000000.0
2002-10-28,11250,11450,11000,11400,1149520,2280000.0,20000000.0
2002-10-29,11200,11950,11200,11350,1715280,2270000.0,20000000.0
2002-10-30,11550,11600,11050,11200,993350,2240000.0,20000000.0
2002-10-31,11250,11450,11100,11200,726980,2240000.0,20000000.0
2002-11-01,11100,11250,11050,11200,587100,2240000.0,20000000.0
2002-11-04,11500,11750,11350,11750,1296080,2350000.0,20000000.0
2002-11-05,11800,11850,11250,11300,933240,2260000.0,20000000.0
2002-11-06,11500,11900,11400,11750,1490380,2350000.0,20000000.0
2002-11-07,11750,12150,11600,11850,1832210,2370000.0,20000000.0
2002-11-08,11450,11750,11450,11700,818760,2340000.0,20000000.0
2002-11-11,11550,11700,11350,11350,543130,2270000.0,20000000.0
2002-11-12,11000,11800,11000,11800,1175720,2360000.0,20000000.0
2002-11-13,11950,12050,11700,11850,894290,2370000.0,20000000.0
2002-11-14,12000,12450,11600,11650,3211390,2330000.0,20000000.0
2002-11-15,11900,12000,11550,11600,1074380,2320000.0,20000000.0
2002-11-18,11500,11750,11250,11500,864420,2300000.0,20000000.0
2002-11-19,11350,11600,11350,11500,509150,2300000.0,20000000.0
2002-11-20,11450,11650,11450,11550,707250,2310000.0,20000000.0
2002-11-21,11750,11750,11500,11550,710510,2310000.0,20000000.0
2002-11-22,11750,11800,11550,11600,848550,2320000.0,20000000.0
2002-11-25,11600,11850,11600,11850,895560,2370000.0,20000000.0
2002-11-26,11850,11850,11600,11650,566550,2330000.0,20000000.0
2002-11-27,11550,12950,11550,12850,2353310,2570000.0,20000000.0
2002-11-28,13150,13350,12800,13000,2568230,2600000.0,20000000.0
2002-11-29,13050,13350,13050,13200,863230,2640000.0,20000000.0
2002-12-02,13350,13600,13000,13450,1149320,2690000.0,20000000.0
2002-12-03,13500,14450,13450,14000,1985000,2800000.0,20000000.0
2002-12-04,13750,13900,13200,13200,1478180,2640000.0,20000000.0
2002-12-05,13100,13750,13100,13750,1010920,2750000.0,20000000.0
2002-12-06,13400,13600,13350,13500,579970,2700000.0,20000000.0
2002-12-09,13500,13850,13350,13450,789060,2690000.0,20000000.0
2002-12-10,13250,13750,13100,13600,823730,2720000.0,20000000.0
2002-12-11,13850,13850,13550,13550,454710,2710000.0,20000000.0
2002-12-12,13500,13950,13500,13650,682050,2730000.0,20000000.0
2002-12-13,13600,13700,13400,13500,501330,2700000.0,20000000.0
2002-12-16,13250,13450,13100,13100,591980,2620000.0,20000000.0
2002-12-17,13250,13400,13150,13250,405780,2650000.0,20000000.0
2002-12-18,12950,13200,11800,12450,2356100,2490000.0,20000000.0
2002-12-20,12550,12700,12300,12550,1340340,2510000.0,20000000.0
2002-12-23,12550,12650,12050,12100,928080,2420000.0,20000000.0
2002-12-24,11850,12200,11300,12100,1048090,2420000.0,20000000.0
2002-12-26,11750,12100,11550,11800,652310,2360000.0,20000000.0
2002-12-27,11300,11750,11300,11650,557940,2330000.0,20000000.0
2002-12-30,11600,11650,10650,11200,1099710,2240000.0,20000000.0
2003-01-02,11300,11800,11100,11800,817190,2360000.0,20000000.0
2003-01-03,12050,12550,12050,12200,987990,2440000.0,20000000.0
2003-01-06,12200,12350,12100,12200,1018200,2440000.0,20000000.0
2003-01-07,12500,12600,12200,12250,785390,2450000.0,20000000.0
2003-01-08,12250,12550,12250,12450,471080,2490000.0,20000000.0
2003-01-09,12250,13200,12200,13100,2226970,2620000.0,20000000.0
2003-01-10,13350,13400,12500,12950,1673180,2590000.0,20000000.0
2003-01-13,12900,13450,12800,13450,1264640,2690000.0,20000000.0
2003-01-14,13250,13350,13050,13100,394420,2620000.0,20000000.0
2003-01-15,13200,13350,12950,13100,392660,2620000.0,20000000.0
2003-01-16,12800,13000,12750,12800,1345930,2560000.0,20000000.0
2003-01-17,12600,12650,12450,12500,664420,2500000.0,20000000.0
2003-01-20,12200,12550,12200,12550,500580,2510000.0,20000000.0
2003-01-21,12500,12650,12400,12450,553880,2490000.0,20000000.0
2003-01-22,12350,12450,12150,12200,441450,2440000.0,20000000.0
2003-01-23,12200,12950,12000,12950,806290,2590000.0,20000000.0
2003-01-24,12950,13100,12450,12600,657180,2520000.0,20000000.0
2003-01-27,12350,13050,12300,12750,621110,2550000.0,20000000.0
2003-01-28,12850,12950,12700,12850,568000,2570000.0,20000000.0
2003-01-29,13000,13050,12600,12750,696760,2550000.0,20000000.0
2003-01-30,12600,13000,12600,13000,678410,2600000.0,20000000.0
2003-02-03,13000,13650,13000,13500,942360,2700000.0,20000000.0
2003-02-04,13650,13850,13500,13550,611320,2710000.0,20000000.0
2003-02-05,13450,13500,13300,13500,462530,2700000.0,20000000.0
2003-02-06,13500,13550,13200,13300,508060,2660000.0,20000000.0
2003-02-07,13100,13200,12700,12950,512230,2590000.0,20000000.0
2003-02-10,12750,13450,12750,13300,818110,2660000.0,20000000.0
2003-02-11,13550,13600,13050,13550,767900,2710000.0,20000000.0
2003-02-12,13400,13600,13300,13600,685090,2720000.0,20000000.0
2003-02-13,13750,14200,13500,13500,1757570,2700000.0,20000000.0
2003-02-14,13500,14000,13500,13950,757270,2790000.0,20000000.0
2003-02-17,14300,14600,14100,14200,1791370,2840000.0,20000000.0
2003-02-18,14500,14500,13850,14000,1109950,2800000.0,20000000.0
2003-02-19,14100,14200,13850,13900,1007480,2780000.0,20000000.0
2003-02-20,13800,14000,13800,14000,843640,2800000.0,20000000.0
2003-02-21,13900,13950,13700,13850,432170,2770000.0,20000000.0
2003-02-24,13850,14000,13500,13500,982990,2700000.0,20000000.0
2003-02-25,13300,13650,13250,13250,669860,2650000.0,20000000.0
2003-02-26,13350,13450,13100,13150,380070,2630000.0,20000000.0
2003-02-27,12900,13350,12800,13350,666770,2670000.0,20000000.0
2003-02-28,13250,13350,12650,12850,704600,2570000.0,20000000.0
2003-03-03,12700,13000,12700,12900,545830,2580000.0,20000000.0
2003-03-04,13050,13150,12750,12900,563870,2580000.0,20000000.0
2003-03-05,12900,13250,12550,12550,962830,2510000.0,20000000.0
2003-03-06,12500,12600,11100,11400,2293130,2280000.0,20000000.0
2003-03-07,10650,11100,10350,10600,2638110,2120000.0,20000000.0
2003-03-10,10700,10850,10350,10650,834520,2130000.0,20000000.0
2003-03-11,10500,10550,10100,10250,1278180,2050000.0,20000000.0
2003-03-12,10250,11200,10100,11200,1886990,2240000.0,20000000.0
2003-03-13,11000,11150,10650,10850,1134600,2170000.0,20000000.0
2003-03-14,11500,11650,11100,11100,1213710,2220000.0,20000000.0
2003-03-17,11100,11150,10200,10500,1258830,2100000.0,20000000.0
2003-03-18,11100,11200,10750,11000,1813920,2200000.0,20000000.0
2003-03-19,11050,11350,10950,11100,1444660,2220000.0,20000000.0
2003-03-20,11300,11950,11250,11950,1572260,2390000.0,20000000.0
2003-03-21,12100,12200,11800,12150,1220940,2430000.0,20000000.0
2003-03-24,12150,12350,11750,11750,1670430,2350000.0,20000000.0
2003-03-25,11350,12800,11350,11600,3676830,2320000.0,20000000.0
2003-03-26,11900,12100,11650,11750,2079100,2350000.0,20000000.0
2003-03-27,11600,12000,11600,11800,1097070,2360000.0,20000000.0
2003-03-28,11800,12100,11800,12050,1218020,2410000.0,20000000.0
2003-03-31,12100,12100,11700,11750,1153240,2350000.0,20000000.0
2003-04-01,11650,11750,11400,11750,987960,2350000.0,20000000.0
2003-04-02,11850,11900,11500,11750,750280,2350000.0,20000000.0
2003-04-03,11950,12000,11450,11550,1268930,2310000.0,20000000.0
2003-04-04,11300,11500,11150,11450,1453600,2290000.0,20000000.0
2003-04-07,11500,11750,11500,11700,120250,2340000.0,20000000.0
2003-04-08,11700,12200,11600,11750,207629,2350000.0,20000000.0
2003-04-09,11500,11600,11250,11350,115221,2270000.0,20000000.0
2003-04-10,11250,11500,11200,11400,52051,2280000.0,20000000.0
2003-04-11,11400,11550,11400,11400,80966,2280000.0,20000000.0
2003-04-14,11450,11750,11450,11500,81771,2300000.0,20000000.0
2003-04-15,11700,12000,11600,12000,144325,2400000.0,20000000.0
2003-04-16,12300,12350,12050,12200,123501,2440000.0,20000000.0
2003-04-17,12050,12250,11950,12050,76079,2410000.0,20000000.0
2003-04-18,12250,12250,12050,12100,70129,2420000.0,20000000.0
2003-04-21,12000,12500,11800,12400,150315,2480000.0,20000000.0
2003-04-22,12250,12300,12000,12000,60839,2400000.0,20000000.0
2003-04-23,12150,12250,11900,11900,70875,2380000.0,20000000.0
2003-04-24,11900,12050,11350,11400,105246,2280000.0,20000000.0
2003-04-25,11000,11150,10200,10550,251396,2110000.0,20000000.0
2003-04-28,10200,10500,10100,10250,206098,2050000.0,20000000.0
2003-04-29,10500,10850,10450,10800,143741,2160000.0,20000000.0
2003-04-30,10850,11300,10850,11100,216254,2220000.0,20000000.0
2003-05-02,11250,11300,10900,11150,110192,2230000.0,20000000.0
2003-05-06,11200,11450,11150,11350,106178,2270000.0,20000000.0
2003-05-07,11450,11500,11200,11300,85303,2260000.0,20000000.0
2003-05-09,11200,11350,11200,11350,62776,2270000.0,20000000.0
2003-05-12,11600,11650,11200,11400,134061,2280000.0,20000000.0
2003-05-13,11500,11700,11400,11550,129217,2310000.0,20000000.0
2003-05-14,11450,11600,11250,11350,130152,2270000.0,20000000.0
2003-05-15,11250,11450,11000,11400,153746,2280000.0,20000000.0
2003-05-16,11350,11950,11350,11950,261197,2390000.0,20000000.0
2003-05-19,11950,12150,11850,12000,138446,2400000.0,20000000.0
2003-05-20,11700,11900,11600,11850,84619,2370000.0,20000000.0
2003-05-21,12050,12450,11800,11800,292313,2360000.0,20000000.0
2003-05-22,12000,12300,11700,12000,158496,2400000.0,20000000.0
2003-05-23,12200,12300,11950,12200,124618,2440000.0,20000000.0
2003-05-26,12100,12950,12000,12850,256676,2570000.0,20000000.0
2003-05-27,13000,13100,12650,12900,138671,2580000.0,20000000.0
2003-05-28,13200,13200,12650,13100,157416,2620000.0,20000000.0
2003-05-29,12900,13050,12700,12700,110353,2540000.0,20000000.0
2003-05-30,12550,12950,12300,12950,186656,2590000.0,20000000.0
2003-06-02,13000,13100,12600,12600,149291,2520000.0,20000000.0
2003-06-03,12600,12650,12000,12000,92202,2400000.0,20000000.0
2003-06-04,12300,12600,12250,12600,80505,2520000.0,20000000.0
2003-06-05,12650,12800,12500,12600,91389,2520000.0,20000000.0
2003-06-09,12700,13050,12550,13000,138189,2600000.0,20000000.0
2003-06-10,13000,13100,12800,13100,102066,2620000.0,20000000.0
2003-06-11,13000,13100,12900,12900,65838,2580000.0,20000000.0
2003-06-12,13000,13100,12850,13000,73771,2600000.0,20000000.0
2003-06-13,13250,13550,13100,13500,231928,2700000.0,20000000.0
