AJ렌터카(068400),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2014-04-10,15400,15750,15000,15500,195436,343268.0,22146300.0
2014-04-11,15200,16150,15150,15850,160829,351019.0,22146300.0
2014-04-14,15850,16000,15700,15850,80348,351019.0,22146300.0
2014-04-15,16000,16250,15850,16050,109510,355448.0,22146300.0
2014-04-16,16050,16500,16050,16400,141283,363199.0,22146300.0
2014-04-17,16450,16450,15600,15650,183397,346590.0,22146300.0
2014-04-18,15550,16000,15500,15950,86808,353233.0,22146300.0
2014-04-21,16200,16200,15500,15600,74012,345482.0,22146300.0
2014-04-22,15800,16300,15700,15900,119379,352126.0,22146300.0
2014-04-23,16000,16100,15700,16100,70512,356555.0,22146300.0
2014-04-24,16100,16300,15700,16050,97442,355448.0,22146300.0
2014-04-25,16050,16500,15750,16300,186365,360985.0,22146300.0
2014-04-28,16350,17100,16350,16500,261836,365414.0,22146300.0
2014-04-29,16500,16750,16450,16500,134013,365414.0,22146300.0
2014-04-30,16550,16700,16150,16550,120330,366521.0,22146300.0
2014-05-02,16550,16850,16350,16800,118133,372058.0,22146300.0
2014-05-07,16750,16850,16400,16500,71938,365414.0,22146300.0
2014-05-08,16500,17200,16200,17050,97957,377594.0,22146300.0
2014-05-09,17100,17400,16800,17300,132768,383131.0,22146300.0
2014-05-12,17400,18000,17000,17950,250729,397526.0,22146300.0
2014-05-13,17950,18000,17300,17500,375136,387560.0,22146300.0
2014-05-14,17400,17500,17000,17200,369964,380916.0,22146300.0
2014-05-15,17350,17700,17150,17200,264553,380916.0,22146300.0
2014-05-16,17150,17300,16850,17150,175968,379809.0,22146300.0
2014-05-19,17250,17350,16900,17000,161212,376487.0,22146300.0
2014-05-20,16800,17200,16350,16500,462209,365414.0,22146300.0
2014-05-21,16450,17200,16350,16700,369159,369843.0,22146300.0
2014-05-22,16900,16900,16150,16450,298641,364307.0,22146300.0
2014-05-23,16500,17050,16250,16750,291612,370951.0,22146300.0
2014-05-26,16650,17250,16500,17150,208713,379809.0,22146300.0
2014-05-27,17150,17350,16850,17000,217417,376487.0,22146300.0
2014-05-28,17000,17700,17000,17200,374014,380916.0,22146300.0
2014-05-29,17300,17350,16300,16400,779671,363199.0,22146300.0
2014-05-30,16600,16650,15300,15600,795181,345482.0,22146300.0
2014-06-02,15450,15950,15350,15650,397089,346590.0,22146300.0
2014-06-03,15650,16000,15450,15500,305872,343268.0,22146300.0
2014-06-05,15500,15700,14200,14700,797067,325551.0,22146300.0
2014-06-09,14700,15900,14500,15900,494183,352126.0,22146300.0
2014-06-10,15800,16100,15250,15350,660508,339946.0,22146300.0
2014-06-11,15500,15900,15300,15450,384134,342160.0,22146300.0
2014-06-12,15400,15800,15350,15650,160091,346590.0,22146300.0
2014-06-13,15800,15800,15350,15350,130429,339946.0,22146300.0
2014-06-16,15350,15500,14800,15250,361666,337731.0,22146300.0
2014-06-17,15200,15200,14850,15050,242342,333302.0,22146300.0
2014-06-18,15000,15500,14950,15250,257677,337731.0,22146300.0
2014-06-19,15250,15400,14950,15200,341573,336624.0,22146300.0
2014-06-20,15250,15400,15150,15300,155908,338838.0,22146300.0
2014-06-23,15300,15750,15200,15600,387846,345482.0,22146300.0
2014-06-24,15600,16000,15350,15900,255652,352126.0,22146300.0
2014-06-25,15850,16000,15500,15600,241233,345482.0,22146300.0
2014-06-26,15600,15800,15350,15750,167141,348804.0,22146300.0
2014-06-27,15800,16050,15600,15700,245033,347697.0,22146300.0
2014-06-30,15800,16100,15750,16050,222589,355448.0,22146300.0
2014-07-01,16150,16450,15900,16300,343839,360985.0,22146300.0
2014-07-02,16300,16400,15750,15800,310072,349912.0,22146300.0
2014-07-03,15850,16400,15800,16400,329861,363199.0,22146300.0
2014-07-04,16500,16750,15950,16000,322228,354341.0,22146300.0
2014-07-07,16000,16200,15750,15750,134758,348804.0,22146300.0
2014-07-08,15750,16050,15500,15750,181285,348804.0,22146300.0
2014-07-09,15750,16050,15500,15600,109797,345482.0,22146300.0
2014-07-10,15600,15800,15250,15550,222654,344375.0,22146300.0
2014-07-11,15650,15750,15450,15450,140329,342160.0,22146300.0
2014-07-14,15450,16000,15100,15500,410001,343268.0,22146300.0
2014-07-15,15500,15600,15150,15200,250900,336624.0,22146300.0
2014-07-16,15200,15600,14900,15300,236697,338838.0,22146300.0
2014-07-17,15400,15550,14950,15200,230058,336624.0,22146300.0
2014-07-18,15100,15200,15000,15150,148476,335516.0,22146300.0
2014-07-21,15150,15250,14950,15050,253273,333302.0,22146300.0
2014-07-22,14950,14950,14450,14550,396561,322229.0,22146300.0
2014-07-23,14650,14750,14250,14350,315832,317799.0,22146300.0
2014-07-24,14250,14500,14000,14500,320000,321121.0,22146300.0
2014-07-25,14450,14650,14350,14450,107493,320014.0,22146300.0
2014-07-28,14500,14650,13600,14150,295664,313370.0,22146300.0
2014-07-29,14000,14350,13750,14200,165730,314477.0,22146300.0
2014-07-30,14050,14150,13700,14000,246404,310048.0,22146300.0
2014-07-31,14200,14200,13600,13750,156118,304512.0,22146300.0
2014-08-01,13500,14600,13450,14500,177570,321121.0,22146300.0
2014-08-04,14550,14700,14100,14250,182658,315585.0,22146300.0
2014-08-05,14350,14350,13800,13950,183437,308941.0,22146300.0
2014-08-06,13900,14750,13850,14500,346195,321121.0,22146300.0
2014-08-07,14550,15000,14400,14950,465221,331087.0,22146300.0
2014-08-08,14950,15050,14650,14850,165716,328873.0,22146300.0
2014-08-11,14950,14950,14600,14800,79079,327765.0,22146300.0
2014-08-12,14700,14800,14000,14250,212719,315585.0,22146300.0
2014-08-13,14250,14650,14250,14450,110683,320014.0,22146300.0
2014-08-14,14500,15050,14500,15050,213322,333302.0,22146300.0
2014-08-18,15150,15150,14750,14750,100784,326658.0,22146300.0
2014-08-19,15050,15300,14750,14950,340629,331087.0,22146300.0
2014-08-20,15000,15350,14900,15200,157370,336624.0,22146300.0
2014-08-21,15200,15500,14900,15050,326379,333302.0,22146300.0
2014-08-22,15000,15150,14200,14600,328907,323336.0,22146300.0
2014-08-25,14600,14750,14150,14600,198027,323336.0,22146300.0
2014-08-26,14550,16750,14400,16500,1108204,365414.0,22146300.0
2014-08-27,16700,17250,16100,16400,878334,363199.0,22146300.0
2014-08-28,16600,16850,15950,16000,400882,354341.0,22146300.0
2014-08-29,16250,16400,15900,16150,234291,357663.0,22146300.0
2014-09-01,16150,16150,15500,15550,317164,344375.0,22146300.0
2014-09-02,15550,16150,15550,16100,238184,356555.0,22146300.0
2014-09-03,16200,16350,15900,16100,178886,356555.0,22146300.0
2014-09-04,16500,17250,16050,16800,774762,372058.0,22146300.0
2014-09-05,16950,16950,16600,16700,134819,369843.0,22146300.0
2014-09-11,16700,17200,16700,16900,176177,374272.0,22146300.0
2014-09-12,16950,17050,16550,16600,167400,367629.0,22146300.0
2014-09-15,16650,16850,16400,16750,91927,370951.0,22146300.0
2014-09-16,16900,17200,16550,16950,168532,375380.0,22146300.0
2014-09-17,17200,18050,16850,17950,419471,397526.0,22146300.0
2014-09-18,17850,18950,17550,18200,401018,403063.0,22146300.0
2014-09-19,18100,18400,17900,18050,118390,399741.0,22146300.0
2014-09-22,17900,18250,17750,18050,161811,399741.0,22146300.0
2014-09-23,18000,18600,17650,18050,140561,399741.0,22146300.0
2014-09-24,18150,18350,17600,17700,150078,391990.0,22146300.0
2014-09-25,17750,18300,17450,17500,313350,387560.0,22146300.0
2014-09-26,17550,18050,17550,17950,115933,397526.0,22146300.0
2014-09-29,17950,18000,17500,17700,102102,391990.0,22146300.0
2014-09-30,17700,17850,17150,17650,166444,390882.0,22146300.0
2014-10-01,17450,17700,17300,17600,106742,389775.0,22146300.0
2014-10-02,17350,18200,16750,18000,221030,398633.0,22146300.0
2014-10-06,18000,18100,17700,17950,200219,397526.0,22146300.0
2014-10-07,17950,18050,17650,17950,116344,397526.0,22146300.0
2014-10-08,17650,18100,17500,17700,118719,391990.0,22146300.0
2014-10-10,17500,17600,16800,16800,166743,372058.0,22146300.0
2014-10-13,16600,16800,16150,16600,153361,367629.0,22146300.0
2014-10-14,16400,17150,16400,16800,127362,372058.0,22146300.0
2014-10-15,16750,16800,16250,16550,103475,366521.0,22146300.0
2014-10-16,16300,16950,15900,16950,157033,375380.0,22146300.0
2014-10-17,16950,17250,16750,17000,106582,376487.0,22146300.0
2014-10-20,17100,17250,16850,16950,66976,375380.0,22146300.0
2014-10-21,17050,17400,16900,17250,128612,382024.0,22146300.0
2014-10-22,17250,17950,17200,17850,126630,395311.0,22146300.0
2014-10-23,17900,17900,17650,17850,59938,395311.0,22146300.0
2014-10-24,18000,18000,16800,17150,147481,379809.0,22146300.0
2014-10-27,17200,17350,16800,17300,60084,383131.0,22146300.0
2014-10-28,17200,17500,16950,17100,54049,378702.0,22146300.0
2014-10-29,17250,17300,16850,17000,59117,376487.0,22146300.0
2014-10-30,17050,17100,16150,16850,160991,373165.0,22146300.0
2014-10-31,16800,16950,16450,16950,45778,375380.0,22146300.0
2014-11-03,16900,17800,16900,17650,195516,390882.0,22146300.0
2014-11-04,17750,17800,17300,17650,118703,390882.0,22146300.0
2014-11-05,17700,18300,17500,18050,170801,399741.0,22146300.0
2014-11-06,18100,18150,17250,17700,169587,391990.0,22146300.0
2014-11-07,17700,17750,17100,17250,139986,382024.0,22146300.0
2014-11-10,17250,17500,16900,17350,84114,384238.0,22146300.0
2014-11-11,17350,17750,17250,17550,107450,388668.0,22146300.0
2014-11-12,17750,17750,17000,17550,144205,388668.0,22146300.0
2014-11-13,17650,17650,17250,17550,84846,388668.0,22146300.0
2014-11-14,17450,17850,17200,17200,98290,380916.0,22146300.0
2014-11-17,17100,17450,16450,16500,131079,365414.0,22146300.0
2014-11-18,16500,16850,16300,16400,63715,363199.0,22146300.0
2014-11-19,16400,17600,16400,17350,298893,384238.0,22146300.0
2014-11-20,17450,17550,17250,17300,62812,383131.0,22146300.0
2014-11-21,17600,17650,17100,17200,75968,380916.0,22146300.0
2014-11-24,17100,17550,16650,16700,63937,369843.0,22146300.0
2014-11-25,16600,17150,16600,17000,53182,376487.0,22146300.0
2014-11-26,16950,17600,16900,17450,98137,386453.0,22146300.0
2014-11-27,17500,17550,16700,16700,127097,369843.0,22146300.0
2014-11-28,17000,17600,17000,17150,97128,379809.0,22146300.0
2014-12-01,17350,17900,17100,17800,307638,394204.0,22146300.0
2014-12-02,17900,18100,15150,15150,843864,335516.0,22146300.0
2014-12-03,15200,16000,14900,15500,2029449,343268.0,22146300.0
2014-12-04,15750,15800,14650,15400,863509,341053.0,22146300.0
2014-12-05,16650,16800,15950,16000,824642,354341.0,22146300.0
2014-12-08,15850,16200,15450,15650,221104,346590.0,22146300.0
2014-12-09,15500,15800,15450,15600,100027,345482.0,22146300.0
2014-12-10,15700,16150,15650,15950,143135,353233.0,22146300.0
2014-12-11,16150,16350,15950,16150,189672,357663.0,22146300.0
2014-12-12,16250,16300,15750,16150,165541,357663.0,22146300.0
2014-12-15,15750,16100,15650,15800,81328,349912.0,22146300.0
2014-12-16,15850,15950,15500,15500,114310,343268.0,22146300.0
2014-12-17,15650,15900,15550,15800,98047,349912.0,22146300.0
2014-12-18,15900,16300,15600,15950,146707,353233.0,22146300.0
2014-12-19,16150,16600,15950,16450,151122,364307.0,22146300.0
2014-12-22,16500,16900,16400,16700,91146,369843.0,22146300.0
2014-12-23,16900,16900,16350,16450,59608,364307.0,22146300.0
2014-12-24,16700,16800,16500,16600,59179,367629.0,22146300.0
2014-12-26,16500,16800,16350,16350,51983,362092.0,22146300.0
2014-12-29,16150,16650,16150,16400,19496,363199.0,22146300.0
2014-12-30,16200,16700,16200,16300,51315,360985.0,22146300.0
2015-01-02,16250,17150,16250,17000,117784,376487.0,22146300.0
2015-01-05,17000,17650,16900,17600,185903,389775.0,22146300.0
2015-01-06,17250,18200,17250,17650,240994,390882.0,22146300.0
2015-01-07,17850,17900,17500,17750,93187,393097.0,22146300.0
2015-01-08,17800,17850,17550,17550,74996,388668.0,22146300.0
2015-01-09,17800,17800,17300,17700,94516,391990.0,22146300.0
2015-01-12,17450,18100,17450,18050,83751,399741.0,22146300.0
2015-01-13,18200,18250,17650,17650,129248,390882.0,22146300.0
2015-01-14,17650,17950,17200,17200,49606,380916.0,22146300.0
2015-01-15,17350,17600,17250,17300,30586,383131.0,22146300.0
2015-01-16,17300,17450,17050,17300,31003,383131.0,22146300.0
2015-01-19,17300,17450,17100,17250,55225,382024.0,22146300.0
2015-01-20,17350,17850,17200,17550,38407,388668.0,22146300.0
2015-01-21,17550,17650,17000,17000,78795,376487.0,22146300.0
2015-01-22,17000,17250,16700,17000,60939,376487.0,22146300.0
2015-01-23,17000,17050,16550,16750,89948,370951.0,22146300.0
2015-01-26,16550,16850,16450,16750,85315,370951.0,22146300.0
2015-01-27,16800,16950,16650,16900,55659,374272.0,22146300.0
2015-01-28,16950,16950,16600,16800,85671,372058.0,22146300.0
2015-01-29,16900,17150,16700,16700,97755,369843.0,22146300.0
2015-01-30,16850,16850,16250,16550,99708,366521.0,22146300.0
2015-02-02,16650,17000,16600,17000,148458,376487.0,22146300.0
2015-02-03,17050,17400,16850,17350,88098,384238.0,22146300.0
2015-02-04,17500,18650,17500,17850,397538,395311.0,22146300.0
2015-02-05,17850,17900,17100,17250,155299,382024.0,22146300.0
2015-02-06,17300,17750,17000,17700,105221,391990.0,22146300.0
2015-02-09,17850,17900,16500,16550,232255,366521.0,22146300.0
2015-02-10,16600,16750,16150,16300,204777,360985.0,22146300.0
2015-02-11,16300,16500,16000,16250,118419,359877.0,22146300.0
2015-02-12,16250,16500,15850,16500,161637,365414.0,22146300.0
2015-02-13,16400,17000,15850,16700,257719,369843.0,22146300.0
2015-02-16,16800,17050,16400,16700,222943,369843.0,22146300.0
2015-02-17,16700,16750,16200,16450,113863,364307.0,22146300.0
2015-02-23,16700,16700,16150,16500,169040,365414.0,22146300.0
2015-02-24,16400,16950,16250,16850,209273,373165.0,22146300.0
2015-02-25,16800,17500,16600,17350,271041,384238.0,22146300.0
2015-02-26,17350,17350,16850,17000,137349,376487.0,22146300.0
2015-02-27,17000,17100,16550,16800,111244,372058.0,22146300.0
2015-03-02,16700,16700,16150,16150,203228,357663.0,22146300.0
2015-03-03,16200,16350,16000,16050,115774,355448.0,22146300.0
2015-03-04,16200,16200,15750,15900,131433,352126.0,22146300.0
2015-03-05,15900,16300,15850,16050,120545,355448.0,22146300.0
2015-03-06,16200,16200,15850,16000,97763,354341.0,22146300.0
2015-03-09,16000,16000,15500,15700,132360,347697.0,22146300.0
2015-03-10,15600,15850,15100,15250,176955,337731.0,22146300.0
2015-03-11,15150,15500,15100,15250,108778,337731.0,22146300.0
2015-03-12,15250,15500,15200,15450,69598,342160.0,22146300.0
2015-03-13,15300,15350,15000,15100,178788,334409.0,22146300.0
2015-03-16,14850,15200,14850,15200,72353,336624.0,22146300.0
2015-03-17,15200,15450,15100,15350,101415,339946.0,22146300.0
2015-03-18,15200,15300,14950,15000,113416,332194.0,22146300.0
2015-03-19,15150,15350,14850,15300,175067,338838.0,22146300.0
2015-03-20,15400,15600,15100,15600,106395,345482.0,22146300.0
2015-03-23,15800,15850,15350,15350,121842,339946.0,22146300.0
2015-03-24,15350,15900,15350,15850,132886,351019.0,22146300.0
2015-03-25,15900,16100,15450,15550,137813,344375.0,22146300.0
2015-03-26,15400,15750,15000,15500,165203,343268.0,22146300.0
2015-03-27,15500,15800,15300,15800,68350,349912.0,22146300.0
2015-03-30,15700,15750,15200,15300,161138,338838.0,22146300.0
2015-03-31,15450,15500,15100,15200,98291,336624.0,22146300.0
2015-04-01,15100,15650,15100,15650,152768,346590.0,22146300.0
2015-04-02,15650,16150,15600,15950,272509,353233.0,22146300.0
2015-04-03,16050,16350,16000,16200,215754,358770.0,22146300.0
2015-04-06,16450,16800,16200,16450,360898,364307.0,22146300.0
2015-04-07,16450,16700,16300,16650,287506,368736.0,22146300.0
2015-04-08,16700,16800,16550,16750,197035,370951.0,22146300.0
2015-04-09,16800,17200,16550,16600,128600,367629.0,22146300.0
2015-04-10,16350,16750,16350,16350,222574,362092.0,22146300.0
2015-04-13,16250,16600,16000,16000,174336,354341.0,22146300.0
2015-04-14,16050,17100,16050,17100,329657,378702.0,22146300.0
2015-04-15,16900,17700,16500,17650,276954,390882.0,22146300.0
2015-04-16,17650,17800,17100,17500,173077,387560.0,22146300.0
2015-04-17,17500,17700,16900,17000,146697,376487.0,22146300.0
2015-04-20,17000,17350,16900,17250,65721,382024.0,22146300.0
2015-04-21,17450,17450,16350,16450,310266,364307.0,22146300.0
2015-04-22,16450,16650,16250,16400,229300,363199.0,22146300.0
2015-04-23,16400,16550,15900,15950,245738,353233.0,22146300.0
2015-04-24,16100,16350,15800,15950,91214,353233.0,22146300.0
2015-04-27,16000,16000,15600,15750,143870,348804.0,22146300.0
2015-04-28,16000,16000,15650,15750,169220,348804.0,22146300.0
2015-04-29,15800,16350,15700,15800,200423,349912.0,22146300.0
2015-04-30,16000,16100,15700,15800,125945,349912.0,22146300.0
2015-05-04,15950,15950,15300,15650,136654,346590.0,22146300.0
2015-05-06,15650,15650,14850,15000,233925,332194.0,22146300.0
2015-05-07,15050,15150,14400,15000,210712,332194.0,22146300.0
2015-05-08,14900,15000,14550,14650,215708,324443.0,22146300.0
2015-05-11,14750,15050,14700,14850,113973,328873.0,22146300.0
2015-05-12,15050,16100,14950,15800,304345,349912.0,22146300.0
2015-05-13,15750,16250,15450,15950,173071,353233.0,22146300.0
2015-05-14,16000,16250,15750,16150,143745,357663.0,22146300.0
2015-05-15,16000,16200,15950,16150,89957,357663.0,22146300.0
2015-05-18,16100,16200,15800,16100,127276,356555.0,22146300.0
2015-05-19,16150,16400,15950,16350,127249,362092.0,22146300.0
2015-05-20,16250,16700,16250,16350,113228,362092.0,22146300.0
2015-05-21,16400,16400,15700,15800,127980,349912.0,22146300.0
2015-05-22,15800,16100,15750,15850,87738,351019.0,22146300.0
2015-05-26,16000,16200,15750,15900,64440,352126.0,22146300.0
2015-05-27,15950,16000,15700,15900,85257,352126.0,22146300.0
2015-05-28,15850,16000,15350,15600,147016,345482.0,22146300.0
2015-05-29,15600,15650,15150,15200,117646,336624.0,22146300.0
2015-06-01,15150,15400,14950,15000,105710,332194.0,22146300.0
2015-06-02,15000,15200,14550,15200,169786,336624.0,22146300.0
2015-06-03,15150,15150,14750,14800,151624,327765.0,22146300.0
2015-06-04,14900,15050,14550,14850,135208,328873.0,22146300.0
2015-06-05,14700,14950,14650,14850,72402,328873.0,22146300.0
2015-06-08,14750,14900,14600,14650,60388,324443.0,22146300.0
2015-06-09,14600,14850,14550,14850,311248,328873.0,22146300.0
2015-06-10,14850,15500,14750,14900,331845,329980.0,22146300.0
2015-06-11,15000,15350,14500,15000,197979,332194.0,22146300.0
2015-06-12,14850,15150,14550,14600,105585,323336.0,22146300.0
2015-06-15,14500,14750,14000,14300,184206,316692.0,22146300.0
2015-06-16,14100,14400,13900,14050,169558,311156.0,22146300.0
2015-06-17,14000,14400,13500,14200,200550,314477.0,22146300.0
2015-06-18,14200,14350,13900,13950,169709,308941.0,22146300.0
2015-06-19,14000,14100,13750,13850,158513,306726.0,22146300.0
2015-06-22,14000,14350,13900,14150,167672,313370.0,22146300.0
2015-06-23,14250,14350,14000,14050,155902,311156.0,22146300.0
2015-06-24,14050,14150,13800,13950,146601,308941.0,22146300.0
2015-06-25,13950,14150,13900,13900,205780,307834.0,22146300.0
2015-06-26,13950,14350,13850,14000,170957,310048.0,22146300.0
2015-06-29,14700,15100,13700,13750,668847,304512.0,22146300.0
2015-06-30,13850,14250,13850,14050,359957,311156.0,22146300.0
2015-07-01,14100,14250,14050,14200,144673,314477.0,22146300.0
2015-07-02,14300,14700,14300,14650,274677,324443.0,22146300.0
2015-07-03,14600,14800,14350,14400,114181,318907.0,22146300.0
2015-07-06,14300,14600,13950,14100,190380,312263.0,22146300.0
2015-07-07,14150,14450,13700,13850,276538,306726.0,22146300.0
2015-07-08,13850,14250,13850,13950,140426,308941.0,22146300.0
2015-07-09,13900,14050,13400,13600,224680,301190.0,22146300.0
2015-07-10,13700,13700,13400,13500,96535,298975.0,22146300.0
2015-07-13,13550,14150,13500,14100,148716,312263.0,22146300.0
2015-07-14,14200,14400,14100,14350,115380,317799.0,22146300.0
2015-07-15,14250,14350,14100,14150,85163,313370.0,22146300.0
2015-07-16,14200,14600,14000,14600,155153,323336.0,22146300.0
2015-07-17,14600,14850,14050,14750,200728,326658.0,22146300.0
2015-07-20,14750,14750,14150,14200,164829,314477.0,22146300.0
2015-07-21,14150,15000,14050,14900,453331,329980.0,22146300.0
2015-07-22,14800,15000,14400,14900,247381,329980.0,22146300.0
2015-07-23,15000,15200,14650,14750,218181,326658.0,22146300.0
2015-07-24,14750,14950,14650,14650,144387,324443.0,22146300.0
2015-07-27,14600,14950,14200,14500,285659,321121.0,22146300.0
2015-07-28,14450,15250,14250,15100,295204,334409.0,22146300.0
2015-07-29,15200,15300,14900,15100,186823,334409.0,22146300.0
2015-07-30,15100,15300,14700,15000,146981,332194.0,22146300.0
2015-07-31,14800,15350,14550,14550,299097,322229.0,22146300.0
2015-08-03,14600,15350,14600,15100,288136,334409.0,22146300.0
2015-08-04,15250,15500,15050,15250,208307,337731.0,22146300.0
2015-08-05,15450,15550,15200,15500,157406,343268.0,22146300.0
2015-08-06,15550,15650,14850,15250,320011,337731.0,22146300.0
2015-08-07,15300,15400,14900,15100,150857,334409.0,22146300.0
2015-08-10,15100,15250,14900,15050,121592,333302.0,22146300.0
2015-08-11,15150,15250,14800,14900,125976,329980.0,22146300.0
2015-08-12,14850,14850,13950,14200,380981,314477.0,22146300.0
2015-08-13,14300,14600,14200,14400,163026,318907.0,22146300.0
2015-08-17,14500,14650,14200,14500,86355,321121.0,22146300.0
2015-08-18,14550,14550,13900,14000,141219,310048.0,22146300.0
2015-08-19,13900,14300,13650,13900,191390,307834.0,22146300.0
2015-08-20,13700,13850,13400,13450,121601,297868.0,22146300.0
2015-08-21,12700,13600,12450,13450,301705,297868.0,22146300.0
2015-08-24,13050,13350,12450,12500,186151,276829.0,22146300.0
2015-08-25,12600,12850,12200,12650,171611,280151.0,22146300.0
2015-08-26,12700,13450,12650,13300,133153,294546.0,22146300.0
2015-08-27,13300,13450,12600,12800,273035,283473.0,22146300.0
2015-08-28,12900,13050,12800,12800,79845,283473.0,22146300.0
2015-08-31,13200,13550,12900,13000,250381,287902.0,22146300.0
2015-09-01,12900,13050,12550,12550,150220,277936.0,22146300.0
2015-09-02,12450,12750,12300,12550,142897,277936.0,22146300.0
2015-09-03,12600,12700,12000,12250,284681,271292.0,22146300.0
2015-09-04,12100,12200,11400,11750,287643,260219.0,22146300.0
2015-09-07,11700,12050,11450,11550,147228,255790.0,22146300.0
2015-09-08,11450,11800,11050,11650,308773,258004.0,22146300.0
2015-09-09,11800,12050,11600,12000,203153,265756.0,22146300.0
2015-09-10,11800,12200,11750,12200,101810,270185.0,22146300.0
2015-09-11,12150,12200,11700,11850,170570,262434.0,22146300.0
2015-09-14,12000,12400,11800,12350,234642,273507.0,22146300.0
2015-09-15,12350,12500,12200,12350,80681,273507.0,22146300.0
2015-09-16,12500,12550,12250,12450,111728,275721.0,22146300.0
2015-09-17,12450,12600,12300,12500,81230,276829.0,22146300.0
2015-09-18,12650,12650,12400,12500,69749,276829.0,22146300.0
2015-09-21,12400,12500,11950,12050,97164,266863.0,22146300.0
2015-09-22,12100,12550,12050,12350,159706,273507.0,22146300.0
2015-09-23,12300,12300,11750,11950,99681,264648.0,22146300.0
2015-09-24,12000,12100,11650,11750,143699,260219.0,22146300.0
2015-09-25,11800,12250,11750,12250,108556,271292.0,22146300.0
2015-09-30,12000,12200,11800,12050,85755,266863.0,22146300.0
2015-10-01,12200,12650,12050,12600,201226,279043.0,22146300.0
2015-10-02,12550,12600,12300,12400,58001,274614.0,22146300.0
2015-10-05,12400,12500,12150,12300,97156,272399.0,22146300.0
2015-10-06,12400,12400,12150,12400,67764,274614.0,22146300.0
2015-10-07,12400,12400,12150,12150,61665,269078.0,22146300.0
2015-10-08,12200,12300,11900,12100,103884,267970.0,22146300.0
2015-10-12,12050,12300,12050,12250,116450,271292.0,22146300.0
2015-10-13,12300,12350,11800,12000,143873,265756.0,22146300.0
2015-10-14,12000,12050,11800,11950,69568,264648.0,22146300.0
2015-10-15,11950,12300,11900,12200,68873,270185.0,22146300.0
2015-10-16,12250,12450,12000,12000,88888,265756.0,22146300.0
2015-10-19,12100,12200,11800,11800,98449,261326.0,22146300.0
2015-10-20,11900,12150,11800,12150,119918,269078.0,22146300.0
2015-10-21,12150,12300,12000,12200,102396,270185.0,22146300.0
2015-10-22,12100,12150,11600,11650,118940,258004.0,22146300.0
2015-10-23,11750,11800,11500,11600,84814,256897.0,22146300.0
2015-10-26,11500,11700,11350,11600,96360,256897.0,22146300.0
2015-10-27,11550,11600,11000,11150,307831,246931.0,22146300.0
2015-10-28,11150,11250,10800,10900,219730,241395.0,22146300.0
2015-10-29,11000,11200,10750,10950,256593,242502.0,22146300.0
2015-10-30,10950,11000,10500,10600,213355,234751.0,22146300.0
2015-11-02,10600,10600,10200,10500,320073,232536.0,22146300.0
2015-11-03,10500,10600,10350,10600,285475,234751.0,22146300.0
2015-11-04,10650,11000,10650,10850,301188,240287.0,22146300.0
2015-11-05,10900,11150,10850,11000,284920,243609.0,22146300.0
2015-11-06,11100,11150,10600,10650,203825,235858.0,22146300.0
2015-11-09,10650,10700,10300,10400,116432,230322.0,22146300.0
2015-11-10,10400,10400,9980,10000,234935,221463.0,22146300.0
2015-11-11,9950,10350,9950,10300,134086,228107.0,22146300.0
2015-11-12,10350,10350,10050,10200,158385,225892.0,22146300.0
2015-11-13,10100,10350,10100,10350,80268,229214.0,22146300.0
2015-11-16,10200,10350,10100,10150,106314,224785.0,22146300.0
2015-11-17,10300,11500,10300,11500,513615,254682.0,22146300.0
2015-11-18,11450,11600,11250,11500,231351,254682.0,22146300.0
2015-11-19,11650,11800,11400,11800,174852,261326.0,22146300.0
2015-11-20,12200,12500,11650,11950,504609,264648.0,22146300.0
2015-11-23,11950,12350,11900,11950,175197,264648.0,22146300.0
2015-11-24,11850,12400,11850,12050,280079,266863.0,22146300.0
2015-11-25,12350,12450,12000,12050,164927,266863.0,22146300.0
2015-11-26,12050,12350,11400,12100,272528,267970.0,22146300.0
2015-11-27,12050,12100,11650,11900,238749,263541.0,22146300.0
2015-11-30,11850,11900,11450,11700,160838,259112.0,22146300.0
2015-12-01,12100,12350,11800,11800,272221,261326.0,22146300.0
2015-12-02,12150,12150,11800,11950,157263,264648.0,22146300.0
2015-12-03,11800,12000,11700,11950,69627,264648.0,22146300.0
2015-12-04,12100,12450,11900,12050,247688,266863.0,22146300.0
2015-12-07,12200,12250,11600,11750,165348,260219.0,22146300.0
2015-12-08,11650,11800,11250,11300,123832,250253.0,22146300.0
2015-12-09,11500,11750,11300,11750,108218,260219.0,22146300.0
2015-12-10,12400,12400,11700,12000,314945,265756.0,22146300.0
2015-12-11,12100,12100,11600,11800,126977,261326.0,22146300.0
2015-12-14,11550,11550,10900,10900,176764,241395.0,22146300.0
2015-12-15,11200,11200,10600,10750,160290,238073.0,22146300.0
2015-12-16,10850,11050,10650,10850,228611,240287.0,22146300.0
2015-12-17,10850,11200,10850,11200,148816,248039.0,22146300.0
2015-12-18,11100,11300,11000,11200,63740,248039.0,22146300.0
2015-12-21,11200,11250,11000,11200,110156,248039.0,22146300.0
2015-12-22,11200,11250,11050,11200,89032,248039.0,22146300.0
2015-12-23,11300,11350,11050,11150,98612,246931.0,22146300.0
2015-12-24,11150,11150,10750,10900,103762,241395.0,22146300.0
