동일산업(004890),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2008-08-06,97000,98300,91500,96000,23902,232821.0,2425215.0
2008-08-07,98000,98000,91500,97400,15888,236216.0,2425215.0
2008-08-08,96100,98000,85000,90000,114133,218269.0,2425215.0
2008-08-11,91300,91800,82100,82100,49040,199110.0,2425215.0
2008-08-12,81100,82500,78500,81200,35597,196927.0,2425215.0
2008-08-13,80300,82600,78300,78300,18255,189894.0,2425215.0
2008-08-14,79300,81000,78500,79000,20859,191592.0,2425215.0
2008-08-18,79100,79400,74700,76100,20785,184559.0,2425215.0
2008-08-19,74400,75900,69500,69900,72860,169523.0,2425215.0
2008-08-20,69200,72300,69200,71800,28927,174130.0,2425215.0
2008-08-21,71800,73400,69200,69200,23668,167825.0,2425215.0
2008-08-22,69000,70400,65300,67300,30598,163217.0,2425215.0
2008-08-25,68000,69600,66800,68000,20246,164915.0,2425215.0
2008-08-26,65300,66800,65300,65500,22219,158852.0,2425215.0
2008-08-27,65500,70500,64400,69100,19544,167582.0,2425215.0
2008-08-28,69100,70400,67900,70100,14873,170008.0,2425215.0
2008-08-29,70900,74000,70300,73200,19802,177526.0,2425215.0
2008-09-01,72500,72500,62900,62900,25552,152546.0,2425215.0
2008-09-02,62700,65700,56000,58700,36370,142360.0,2425215.0
2008-09-03,56200,63500,55700,63500,24175,154001.0,2425215.0
2008-09-04,62000,65800,62000,64200,8827,155699.0,2425215.0
2008-09-05,60600,65400,60600,62100,7133,150606.0,2425215.0
2008-09-08,64400,66500,63200,66000,7768,160064.0,2425215.0
2008-09-09,66100,69200,65200,69000,9355,167340.0,2425215.0
2008-09-10,68800,68900,65600,67100,21332,162732.0,2425215.0
2008-09-11,66600,68400,64800,65000,13529,157639.0,2425215.0
2008-09-12,66400,68500,65200,66500,12925,161277.0,2425215.0
2008-09-16,59300,62000,58300,59100,15480,143330.0,2425215.0
2008-09-17,62000,62900,60200,60200,19853,145998.0,2425215.0
2008-09-18,59000,59600,56300,58400,11287,141633.0,2425215.0
2008-09-19,60700,62300,59900,61000,15217,147938.0,2425215.0
2008-09-22,62100,62700,60200,60200,13688,145998.0,2425215.0
2008-09-23,57500,62000,57500,61600,12868,149393.0,2425215.0
2008-09-24,61700,63500,61400,62000,13576,150363.0,2425215.0
2008-09-25,61500,66600,60900,65200,23980,158124.0,2425215.0
2008-09-26,65800,67500,64000,64900,20557,157396.0,2425215.0
2008-09-29,66300,66300,63000,63500,16255,154001.0,2425215.0
2008-09-30,58000,63000,58000,61200,21910,148423.0,2425215.0
2008-10-01,62500,64900,61000,64900,39908,157396.0,2425215.0
2008-10-02,64900,65200,60600,62200,20198,150848.0,2425215.0
2008-10-06,60600,60600,56600,57000,9517,138237.0,2425215.0
2008-10-07,55000,58000,53500,56700,11628,137510.0,2425215.0
2008-10-08,53400,56900,52300,53100,15479,128779.0,2425215.0
2008-10-09,51500,53900,48200,48500,28311,117623.0,2425215.0
2008-10-10,46000,46100,41550,46000,38662,111560.0,2425215.0
2008-10-13,46800,49600,46500,48650,9852,117987.0,2425215.0
2008-10-14,52000,54800,52000,54500,9620,132174.0,2425215.0
2008-10-15,53900,54000,51800,52000,6542,126111.0,2425215.0
2008-10-16,48000,49250,44200,44200,40164,107195.0,2425215.0
2008-10-17,47000,47000,40000,40000,16067,97009.0,2425215.0
2008-10-20,40100,44250,37800,44250,37239,107316.0,2425215.0
2008-10-21,44550,47400,44550,47000,19330,113985.0,2425215.0
2008-10-22,46450,47800,40700,43500,10024,105497.0,2425215.0
2008-10-23,42950,42950,38600,40000,13650,97009.0,2425215.0
2008-10-24,39250,41700,34000,34000,48926,82457.0,2425215.0
2008-10-27,31100,33500,28900,28900,32066,70089.0,2425215.0
2008-10-28,25550,33200,25550,33200,23237,80517.0,2425215.0
2008-10-29,36000,37200,30000,32500,21672,78819.0,2425215.0
2008-10-30,35050,37350,34000,37350,16309,90582.0,2425215.0
2008-10-31,38000,40600,37200,38450,20345,93250.0,2425215.0
2008-11-03,37900,40000,37900,40000,15252,97009.0,2425215.0
2008-11-04,40000,40700,38100,40700,13990,98706.0,2425215.0
2008-11-05,41500,45600,40200,41800,29922,101374.0,2425215.0
2008-11-06,37200,38900,35550,35550,15011,86216.0,2425215.0
2008-11-07,33800,40850,33600,40400,41707,97979.0,2425215.0
2008-11-10,41600,45000,39100,43000,45706,104284.0,2425215.0
2008-11-11,42800,42800,40300,41400,27162,100404.0,2425215.0
2008-11-12,40400,41200,39000,39300,22190,95311.0,2425215.0
2008-11-13,37350,37350,33600,35600,27566,86338.0,2425215.0
2008-11-14,38000,38600,37050,37400,13716,90703.0,2425215.0
2008-11-17,36500,38200,36150,37400,7638,90703.0,2425215.0
2008-11-18,37000,38000,35850,35900,8398,87065.0,2425215.0
2008-11-19,35950,36800,32550,34000,11140,82457.0,2425215.0
2008-11-20,30700,32800,28900,28900,14806,70089.0,2425215.0
2008-11-21,27200,33100,27200,31850,20466,77243.0,2425215.0
2008-11-24,32500,33100,30700,31100,5360,75424.0,2425215.0
2008-11-25,32600,33900,30100,30600,8444,74212.0,2425215.0
2008-11-26,31300,32400,30600,32200,7493,78092.0,2425215.0
2008-11-27,35800,37000,35050,35450,123807,85974.0,2425215.0
2008-11-28,35900,37000,35000,35650,41451,86459.0,2425215.0
2008-12-01,36550,36800,35500,36300,14220,88035.0,2425215.0
2008-12-02,35000,35500,34400,34850,24634,84519.0,2425215.0
2008-12-03,36000,36000,34550,34550,9616,83791.0,2425215.0
2008-12-04,34800,35200,33000,33000,14124,80032.0,2425215.0
2008-12-05,33050,34000,32500,33900,10713,82215.0,2425215.0
2008-12-08,34800,37450,34650,37000,21781,89733.0,2425215.0
2008-12-09,38700,38700,36700,36700,17680,89005.0,2425215.0
2008-12-10,37600,41950,36700,41900,26902,101617.0,2425215.0
2008-12-11,41900,44400,41100,41700,24403,101131.0,2425215.0
2008-12-12,41550,42400,37350,39150,26118,94947.0,2425215.0
2008-12-15,40900,43350,40250,42000,16137,101859.0,2425215.0
2008-12-16,41000,43000,40500,43000,18348,104284.0,2425215.0
2008-12-17,45500,45500,40800,41800,21428,101374.0,2425215.0
2008-12-18,42500,44500,40650,41650,17580,101010.0,2425215.0
2008-12-19,41100,42000,38200,41750,11284,101253.0,2425215.0
2008-12-22,42800,42900,41450,42750,18424,103678.0,2425215.0
2008-12-23,42250,43000,41150,42850,15447,103920.0,2425215.0
2008-12-24,43200,43200,41050,41700,11315,101131.0,2425215.0
2008-12-26,41700,42450,40100,41400,9334,100404.0,2425215.0
2008-12-29,42000,42000,39300,40400,7892,97979.0,2425215.0
2008-12-30,40700,41300,39650,40150,7431,97372.0,2425215.0
2009-01-02,40700,40700,39600,40550,7904,98342.0,2425215.0
2009-01-05,41050,41500,40500,40800,6831,98949.0,2425215.0
2009-01-06,41800,44650,41000,43150,21561,104648.0,2425215.0
2009-01-07,43500,47500,43500,47000,23073,113985.0,2425215.0
2009-01-08,46700,47000,45200,46200,8391,112045.0,2425215.0
2009-01-09,46200,46500,44100,45000,16065,109135.0,2425215.0
2009-01-12,44500,44700,43550,43700,9607,105982.0,2425215.0
2009-01-13,43350,43700,42550,43200,16011,104769.0,2425215.0
2009-01-14,43500,44500,42500,43900,13139,106467.0,2425215.0
2009-01-15,42000,43100,41150,41150,16991,99798.0,2425215.0
2009-01-16,40800,41900,40800,41450,7297,100525.0,2425215.0
2009-01-19,42500,44150,41950,43100,13900,104527.0,2425215.0
2009-01-20,43500,43500,41000,42000,10489,101859.0,2425215.0
2009-01-21,39800,42950,39800,42000,11878,101859.0,2425215.0
2009-01-22,43400,48300,42250,43500,85037,105497.0,2425215.0
2009-01-23,43400,43900,42400,42450,11176,102950.0,2425215.0
2009-01-28,43050,44250,43050,43800,10082,106224.0,2425215.0
2009-01-29,45100,45300,43850,43900,14626,106467.0,2425215.0
2009-01-30,43900,44800,43000,44200,17506,107195.0,2425215.0
2009-02-02,44000,45200,43500,44000,10291,106709.0,2425215.0
2009-02-03,44200,44900,43750,44400,11249,107680.0,2425215.0
2009-02-04,45000,46900,44700,45600,24782,110590.0,2425215.0
2009-02-05,45400,46000,44200,44200,11711,107195.0,2425215.0
2009-02-06,44850,46200,44450,45900,12830,111317.0,2425215.0
2009-02-09,46150,47200,45850,45850,10708,111196.0,2425215.0
2009-02-10,46700,46700,45450,46000,10058,111560.0,2425215.0
2009-02-11,44700,45150,44350,45150,8692,109498.0,2425215.0
2009-02-12,45150,45600,44300,45050,8397,109256.0,2425215.0
2009-02-13,45150,46600,44800,45950,11609,111439.0,2425215.0
2009-02-16,45950,47300,45400,45400,16582,110105.0,2425215.0
2009-02-17,45500,45500,42350,42700,17554,103557.0,2425215.0
2009-02-18,43000,43250,42050,43100,14374,104527.0,2425215.0
2009-02-19,43300,44800,40600,41000,77503,99434.0,2425215.0
2009-02-20,39800,40000,36200,38400,47112,93128.0,2425215.0
2009-02-23,37500,39500,36800,38500,11628,93371.0,2425215.0
2009-02-24,36600,40900,36200,36200,12239,87793.0,2425215.0
2009-02-25,37850,37850,35350,35350,12668,85731.0,2425215.0
2009-02-26,35050,36700,34650,34800,8029,84397.0,2425215.0
2009-02-27,34800,35500,34500,34850,7543,84519.0,2425215.0
2009-03-02,34500,34500,31750,32500,9894,78819.0,2425215.0
2009-03-03,31050,33000,27650,32000,10133,77607.0,2425215.0
2009-03-04,32050,34700,31200,33950,3977,82336.0,2425215.0
2009-03-05,34850,35500,34500,34800,7825,84397.0,2425215.0
2009-03-06,34300,34800,33000,34200,4416,82942.0,2425215.0
2009-03-09,35200,35200,34050,34550,5366,83791.0,2425215.0
2009-03-10,34550,36400,34500,35550,6059,86216.0,2425215.0
2009-03-11,36050,37150,36000,36350,6561,88157.0,2425215.0
2009-03-12,36550,37700,36350,36800,5200,89248.0,2425215.0
2009-03-13,36950,38000,36450,36750,30746,89127.0,2425215.0
2009-03-16,36800,37800,36800,36900,2816,89490.0,2425215.0
2009-03-17,38000,38500,37100,38500,9160,93371.0,2425215.0
2009-03-18,38600,39000,38200,39000,4365,94583.0,2425215.0
2009-03-19,39700,39700,37950,38300,9267,92886.0,2425215.0
2009-03-20,38050,39500,38050,39000,10794,94583.0,2425215.0
2009-03-23,39550,40800,39400,39950,10199,96887.0,2425215.0
2009-03-24,41400,41400,40000,40000,8373,97009.0,2425215.0
2009-03-25,40300,40300,38600,40200,11807,97494.0,2425215.0
2009-03-26,40200,40250,38500,40000,22891,97009.0,2425215.0
2009-03-27,40200,40750,38900,40000,17770,97009.0,2425215.0
2009-03-30,39250,40300,38300,38800,9325,94098.0,2425215.0
2009-03-31,38800,39750,38500,39250,10381,95190.0,2425215.0
2009-04-01,39550,40500,39400,40150,10305,97372.0,2425215.0
2009-04-02,40600,44000,40600,43650,35023,105861.0,2425215.0
2009-04-03,44750,44900,43200,43500,27177,105497.0,2425215.0
2009-04-06,43500,44700,43150,43700,21513,105982.0,2425215.0
2009-04-07,43800,45750,43650,45750,36051,110954.0,2425215.0
2009-04-08,45800,49650,45800,47750,71542,115804.0,2425215.0
2009-04-09,48000,51500,48000,50100,40980,121503.0,2425215.0
2009-04-10,51900,52000,48700,50000,33999,121261.0,2425215.0
2009-04-13,50600,55600,50600,53000,58233,128536.0,2425215.0
2009-04-14,53800,54400,52300,53300,31579,129264.0,2425215.0
2009-04-15,52300,56000,52000,54300,29545,131689.0,2425215.0
2009-04-16,55100,58000,52700,53300,52677,129264.0,2425215.0
2009-04-17,54000,54900,49300,50000,37251,121261.0,2425215.0
2009-04-20,50700,53400,49600,53400,24807,129506.0,2425215.0
2009-04-21,52000,52900,50900,52900,29320,128294.0,2425215.0
2009-04-22,53500,55000,53300,53400,20972,129506.0,2425215.0
2009-04-23,53400,54900,52600,53500,16678,129749.0,2425215.0
2009-04-24,54000,54000,51400,52500,20830,127324.0,2425215.0
2009-04-27,52700,55200,52500,52600,30619,127566.0,2425215.0
2009-04-28,52600,53800,50800,51100,22729,123928.0,2425215.0
2009-04-29,50800,52300,50800,51900,9689,125869.0,2425215.0
2009-04-30,52500,53800,51900,52000,35689,126111.0,2425215.0
2009-05-04,52600,53800,52000,53500,30645,129749.0,2425215.0
2009-05-06,56200,57700,55000,57000,70255,138237.0,2425215.0
2009-05-07,58600,61200,57900,58600,98703,142118.0,2425215.0
2009-05-08,59100,62800,58800,62800,78943,152304.0,2425215.0
2009-05-11,64800,72000,64100,69700,127106,169037.0,2425215.0
2009-05-12,71500,74400,69000,72900,134961,176798.0,2425215.0
2009-05-13,73000,73100,68500,71800,81389,174130.0,2425215.0
2009-05-14,69400,70400,66500,68000,68695,164915.0,2425215.0
2009-05-15,68800,73900,67600,68300,66420,165642.0,2425215.0
2009-05-18,67700,68300,64100,66000,52456,160064.0,2425215.0
2009-05-19,67900,72400,67500,72100,70056,174858.0,2425215.0
2009-05-20,72800,72800,69600,70500,28204,170978.0,2425215.0
2009-05-21,70800,70800,66800,69300,47387,168067.0,2425215.0
2009-05-22,69000,71000,66700,66700,29544,161762.0,2425215.0
2009-05-25,66900,68100,59200,66000,50363,160064.0,2425215.0
2009-05-26,67800,67800,63500,64200,20213,155699.0,2425215.0
2009-05-27,66000,66500,61000,61300,21965,148666.0,2425215.0
2009-05-28,59300,62900,59000,62300,23709,151091.0,2425215.0
2009-05-29,61500,67200,61500,66000,26224,160064.0,2425215.0
2009-06-01,66400,69300,66400,69300,28852,168067.0,2425215.0
2009-06-02,70600,71200,68000,69200,30205,167825.0,2425215.0
2009-06-03,69600,71000,68000,70000,12714,169765.0,2425215.0
2009-06-04,69500,69500,67200,67700,16082,164187.0,2425215.0
2009-06-05,67600,68200,64800,68200,18095,165400.0,2425215.0
2009-06-08,67300,67400,64500,65000,30602,157639.0,2425215.0
2009-06-09,64000,64700,61000,61800,40921,149878.0,2425215.0
2009-06-10,61300,62500,59500,60700,35332,147211.0,2425215.0
2009-06-11,60300,62800,59500,61000,28754,147938.0,2425215.0
2009-06-12,61400,64300,60300,63900,24416,154971.0,2425215.0
2009-06-15,65000,65000,62600,63300,10598,153516.0,2425215.0
2009-06-16,61500,62800,60500,60900,25373,147696.0,2425215.0
2009-06-17,60400,61000,59500,60000,9909,145513.0,2425215.0
2009-06-18,60200,63100,60000,62000,26885,150363.0,2425215.0
2009-06-19,62000,63700,61600,63300,18994,153516.0,2425215.0
2009-06-22,64300,65300,63200,64800,16500,157154.0,2425215.0
2009-06-23,63900,63900,61400,61800,8378,149878.0,2425215.0
2009-06-24,62000,63800,59700,63800,25711,154729.0,2425215.0
2009-06-25,61300,65000,61300,62600,12650,151818.0,2425215.0
2009-06-26,63100,63800,60700,61000,14827,147938.0,2425215.0
2009-06-29,60300,61500,59000,59000,21081,143088.0,2425215.0
2009-06-30,59200,60200,57800,57900,22039,140420.0,2425215.0
2009-07-01,57000,58500,56900,56900,17170,137995.0,2425215.0
2009-07-02,57100,57300,55500,56600,19845,137267.0,2425215.0
2009-07-03,55500,56600,55000,56400,13248,136782.0,2425215.0
2009-07-06,56500,58600,56100,58000,25907,140662.0,2425215.0
2009-07-07,58400,58400,57000,57500,10900,139450.0,2425215.0
2009-07-08,56500,58300,56500,58300,11122,141390.0,2425215.0
2009-07-09,57800,58700,57700,58500,6898,141875.0,2425215.0
2009-07-10,58500,59400,58100,59200,10122,143573.0,2425215.0
2009-07-13,58600,59000,56000,57300,7424,138965.0,2425215.0
2009-07-14,57600,61800,57000,61500,25235,149151.0,2425215.0
2009-07-15,62300,62900,61600,62700,25847,152061.0,2425215.0
2009-07-16,63000,63600,62300,63000,22682,152789.0,2425215.0
2009-07-17,63300,63300,61000,61200,8712,148423.0,2425215.0
2009-07-20,61400,62100,60700,60700,9175,147211.0,2425215.0
2009-07-21,61300,62500,60900,61800,10608,149878.0,2425215.0
2009-07-22,61900,62700,60700,61600,9346,149393.0,2425215.0
2009-07-23,62000,62000,61000,62000,8570,150363.0,2425215.0
2009-07-24,62000,62700,61500,62100,6337,150606.0,2425215.0
2009-07-27,62400,64700,61600,63000,24006,152789.0,2425215.0
2009-07-28,63300,63800,61800,62500,10830,151576.0,2425215.0
2009-07-29,62600,62600,61200,61500,8568,149151.0,2425215.0
2009-07-30,61500,61700,60600,61000,6635,147938.0,2425215.0
2009-07-31,60900,61900,60900,61900,10064,150121.0,2425215.0
2009-08-03,62600,62600,61600,61700,8985,149636.0,2425215.0
2009-08-04,62000,62800,60500,61300,12341,148666.0,2425215.0
2009-08-05,61300,61900,59000,59600,16600,144543.0,2425215.0
2009-08-06,59600,60300,58900,60200,6562,145998.0,2425215.0
2009-08-07,60200,62500,60100,62300,22277,151091.0,2425215.0
2009-08-10,63300,65500,62300,62300,33602,151091.0,2425215.0
2009-08-11,62000,64400,62000,63300,25534,153516.0,2425215.0
2009-08-12,63700,64300,62500,63800,11750,154729.0,2425215.0
2009-08-13,64100,65000,63700,64200,11513,155699.0,2425215.0
2009-08-14,64800,64800,62800,62800,11183,152304.0,2425215.0
2009-08-17,62800,63300,60500,61000,10029,147938.0,2425215.0
2009-08-18,59000,61000,59000,60600,10537,146968.0,2425215.0
2009-08-19,60600,61500,59700,59700,10270,144785.0,2425215.0
2009-08-20,60000,60500,58900,60000,7871,145513.0,2425215.0
2009-08-21,60200,60800,59000,59600,5396,144543.0,2425215.0
2009-08-24,59600,60300,58300,59700,18227,144785.0,2425215.0
2009-08-25,59100,60500,59100,60000,19894,145513.0,2425215.0
2009-08-26,60100,61000,59400,59700,8189,144785.0,2425215.0
2009-08-27,59500,60100,59000,59800,7158,145028.0,2425215.0
2009-08-28,59200,60500,59200,59800,4317,145028.0,2425215.0
2009-08-31,59800,62000,59400,61600,18844,149393.0,2425215.0
2009-09-01,61800,62100,60300,61100,13737,148181.0,2425215.0
2009-09-02,60500,60700,59100,59900,7570,145270.0,2425215.0
2009-09-03,60200,60900,59000,59300,9199,143815.0,2425215.0
2009-09-04,59500,59800,58500,58700,4608,142360.0,2425215.0
2009-09-07,58500,59300,58300,58800,8855,142603.0,2425215.0
2009-09-08,58800,59000,57000,58000,17270,140662.0,2425215.0
2009-09-09,58400,58500,57200,58200,5900,141148.0,2425215.0
2009-09-10,58600,60200,57900,59900,18590,145270.0,2425215.0
2009-09-11,60000,62300,59500,61200,15693,148423.0,2425215.0
2009-09-14,61400,61900,59800,61300,12924,148666.0,2425215.0
2009-09-15,61900,62900,61700,62500,26153,151576.0,2425215.0
2009-09-16,63100,64000,61800,62900,14634,152546.0,2425215.0
2009-09-17,63500,63500,61200,61900,11279,150121.0,2425215.0
2009-09-18,61900,62500,60600,62200,7384,150848.0,2425215.0
2009-09-21,62200,62300,60700,61500,4746,149151.0,2425215.0
2009-09-22,61000,62400,60200,62400,12036,151333.0,2425215.0
2009-09-23,62900,62900,61300,61700,4933,149636.0,2425215.0
2009-09-24,61000,61600,57000,59700,48107,144785.0,2425215.0
2009-09-25,59000,59300,57500,58900,9527,142845.0,2425215.0
2009-09-28,57800,59900,57800,58900,6478,142845.0,2425215.0
2009-09-29,59200,59500,57800,57900,9832,140420.0,2425215.0
2009-09-30,57900,58100,55900,56700,16250,137510.0,2425215.0
2009-10-01,56700,56700,54500,55600,10134,134842.0,2425215.0
2009-10-05,55800,56900,55000,56600,5558,137267.0,2425215.0
2009-10-06,56600,56900,48250,55300,10739,134114.0,2425215.0
2009-10-07,55700,55700,52900,52900,7417,128294.0,2425215.0
2009-10-08,52900,54700,52800,54700,4811,132659.0,2425215.0
2009-10-09,54700,55800,54700,55500,2142,134599.0,2425215.0
2009-10-12,55500,56300,55000,56200,3399,136297.0,2425215.0
2009-10-13,56400,56400,55600,56200,2077,136297.0,2425215.0
2009-10-14,56800,56800,56000,56000,2990,135812.0,2425215.0
2009-10-15,56100,56900,56000,56400,3908,136782.0,2425215.0
2009-10-16,57000,57000,55200,56300,1857,136540.0,2425215.0
2009-10-19,55700,56500,54900,55500,2202,134599.0,2425215.0
2009-10-20,55800,55800,54500,54600,3393,132417.0,2425215.0
2009-10-21,55200,55400,54400,55400,5174,134357.0,2425215.0
2009-10-22,56000,56300,54900,55900,4625,135570.0,2425215.0
2009-10-23,56200,56200,55100,55800,1934,135327.0,2425215.0
2009-10-26,55600,56000,54400,54400,2467,131932.0,2425215.0
2009-10-27,54200,54400,53000,53400,3972,129506.0,2425215.0
2009-10-28,54400,54400,51400,52000,5589,126111.0,2425215.0
2009-10-29,51500,53900,50000,53900,9745,130719.0,2425215.0
2009-10-30,53500,55400,52000,55400,6752,134357.0,2425215.0
2009-11-02,54500,54500,52600,52600,2298,127566.0,2425215.0
2009-11-03,54000,54000,52200,52200,1578,126596.0,2425215.0
2009-11-04,52300,53200,52000,52200,1056,126596.0,2425215.0
2009-11-05,52500,52900,51400,52100,535,126354.0,2425215.0
2009-11-06,52200,53300,51700,52000,1356,126111.0,2425215.0
2009-11-09,52200,53000,51000,51500,2860,124899.0,2425215.0
2009-11-10,52200,52400,51200,51600,1717,125141.0,2425215.0
2009-11-11,51900,51900,50800,51500,396,124899.0,2425215.0
2009-11-12,51500,51900,51000,51600,699,125141.0,2425215.0
2009-11-13,50700,51500,50000,51000,2435,123686.0,2425215.0
2009-11-16,51200,51400,50400,50900,24932,123443.0,2425215.0
2009-11-17,51400,51400,49900,50500,2360,122473.0,2425215.0
2009-11-18,50500,50800,48900,48900,3751,118593.0,2425215.0
2009-11-19,49000,50000,48150,48300,8043,117138.0,2425215.0
2009-11-20,48000,48200,47000,47450,12683,115076.0,2425215.0
2009-11-23,47450,47750,47450,47600,3959,115440.0,2425215.0
2009-11-24,47700,48150,47550,47750,3300,115804.0,2425215.0
2009-11-25,47800,49000,47400,49000,3806,118836.0,2425215.0
2009-11-26,49900,50300,48100,50100,3904,121503.0,2425215.0
2009-11-27,49100,50000,47250,47250,4543,114591.0,2425215.0
2009-11-30,47350,48850,47300,48000,2299,116410.0,2425215.0
2009-12-01,47300,49350,47300,49200,2813,119321.0,2425215.0
2009-12-02,49350,50900,49300,50800,4710,123201.0,2425215.0
2009-12-03,50600,51100,50100,51100,3934,123928.0,2425215.0
2009-12-04,50400,51000,49950,51000,1613,123686.0,2425215.0
2009-12-07,51000,51500,50600,50600,3052,122716.0,2425215.0
2009-12-08,50800,50800,49250,50000,1115,121261.0,2425215.0
2009-12-09,50000,50000,49500,49950,578,121139.0,2425215.0
2009-12-10,49150,50100,49150,49900,1863,121018.0,2425215.0
2009-12-11,51300,52200,50500,52200,4007,126596.0,2425215.0
2009-12-14,52500,53400,52000,53100,3918,128779.0,2425215.0
2009-12-15,53000,54500,53000,54500,3798,132174.0,2425215.0
2009-12-16,55500,59300,55500,59000,21593,143088.0,2425215.0
2009-12-17,59500,60900,58100,59500,13578,144300.0,2425215.0
2009-12-18,58900,59200,57500,57800,8537,140177.0,2425215.0
2009-12-21,57800,58500,57300,58000,2561,140662.0,2425215.0
2009-12-22,58000,58700,56100,58100,5621,140905.0,2425215.0
2009-12-23,57300,58200,57000,58100,2566,140905.0,2425215.0
2009-12-24,58000,59800,57700,59800,11747,145028.0,2425215.0
2009-12-28,59200,59900,58900,59600,3756,144543.0,2425215.0
2009-12-29,58800,59400,58000,58200,1121,141148.0,2425215.0
2009-12-30,58200,60700,57100,60500,8574,146726.0,2425215.0
2010-01-04,60600,60600,59500,60000,1929,145513.0,2425215.0
2010-01-05,60000,60100,58800,58900,3214,142845.0,2425215.0
2010-01-06,58500,59500,58000,59000,3003,143088.0,2425215.0
2010-01-07,59000,59700,58100,58100,12333,140905.0,2425215.0
2010-01-08,58100,60000,57500,58900,4975,142845.0,2425215.0
2010-01-11,59600,59600,57800,59600,6580,144543.0,2425215.0
2010-01-12,60000,61400,59200,60500,5807,146726.0,2425215.0
2010-01-13,60200,60200,58600,59500,6523,144300.0,2425215.0
2010-01-14,59800,59800,58600,58700,6458,142360.0,2425215.0
2010-01-15,58700,58700,55600,55600,19014,134842.0,2425215.0
2010-01-18,55600,57500,55500,57500,5642,139450.0,2425215.0
2010-01-19,57500,58000,56900,57700,720,139935.0,2425215.0
2010-01-20,58000,58500,57500,58500,6247,141875.0,2425215.0
2010-01-21,58500,59000,57400,58400,3066,141633.0,2425215.0
2010-01-22,58400,58400,56800,57400,863,139207.0,2425215.0
2010-01-25,56700,56700,55700,56700,1970,137510.0,2425215.0
2010-01-26,56700,57700,56600,57200,2821,138722.0,2425215.0
2010-01-27,57200,57200,55100,55300,1849,134114.0,2425215.0
2010-01-28,55400,56000,55100,56000,2401,135812.0,2425215.0
2010-01-29,55600,55700,54500,54800,1635,132902.0,2425215.0
2010-02-01,54400,56200,54400,56200,1998,136297.0,2425215.0
2010-02-02,56200,56700,55500,56100,547,136055.0,2425215.0
2010-02-03,56100,57100,56100,56400,417,136782.0,2425215.0
2010-02-04,55800,56200,55600,56100,377,136055.0,2425215.0
2010-02-05,53200,55800,53100,55200,3865,133872.0,2425215.0
2010-02-08,55200,56200,55200,55800,2271,135327.0,2425215.0
2010-02-09,54800,56000,54600,55800,1843,135327.0,2425215.0
2010-02-10,56200,56200,55300,55500,258,134599.0,2425215.0
2010-02-11,55500,56200,55000,55500,3033,134599.0,2425215.0
2010-02-12,55700,56000,55000,56000,927,135812.0,2425215.0
2010-02-16,56000,56500,55300,56100,1067,136055.0,2425215.0
2010-02-17,56100,57600,56100,57100,3118,138480.0,2425215.0
2010-02-18,57100,57500,55900,57100,861,138480.0,2425215.0
2010-02-19,57100,57100,55300,55600,1195,134842.0,2425215.0
2010-02-22,55900,56700,55500,56500,1350,137025.0,2425215.0
2010-02-23,56900,57900,56900,57600,5906,139692.0,2425215.0
2010-02-24,57500,57900,57400,57800,4988,140177.0,2425215.0
2010-02-25,57800,58000,57300,57600,5613,139692.0,2425215.0
2010-02-26,58000,58500,56700,58500,4401,141875.0,2425215.0
2010-03-02,58900,58900,56400,58000,11291,140662.0,2425215.0
2010-03-03,57400,57400,56000,57400,12078,139207.0,2425215.0
2010-03-04,56700,57200,55900,56600,5038,137267.0,2425215.0
2010-03-05,56600,57700,56600,57500,4061,139450.0,2425215.0
2010-03-08,58200,58200,56500,56500,4593,137025.0,2425215.0
2010-03-09,56700,57400,56000,56000,5531,135812.0,2425215.0
2010-03-10,56000,57000,56000,57000,7057,138237.0,2425215.0
2010-03-11,56800,58400,56700,57800,5085,140177.0,2425215.0
2010-03-12,57800,58100,57300,57800,6539,140177.0,2425215.0
2010-03-15,57900,57900,57200,57800,6122,140177.0,2425215.0
2010-03-16,57400,58400,57400,58300,6208,141390.0,2425215.0
2010-03-17,58300,59800,58300,59400,10968,144058.0,2425215.0
2010-03-18,59400,60200,58700,59600,9035,144543.0,2425215.0
2010-03-19,59600,60200,59300,59900,5831,145270.0,2425215.0
2010-03-22,60100,60200,58800,59500,3340,144300.0,2425215.0
2010-03-23,60000,60100,59400,60100,3233,145755.0,2425215.0
2010-03-24,60200,61100,59700,59800,4407,145028.0,2425215.0
2010-03-25,59800,60500,59600,60000,3534,145513.0,2425215.0
2010-03-26,59900,60000,58500,59400,7475,144058.0,2425215.0
2010-03-29,59400,59600,58900,59400,5076,144058.0,2425215.0
2010-03-30,59900,60000,59300,59700,3304,144785.0,2425215.0
2010-03-31,60200,61000,59800,60200,4476,145998.0,2425215.0
2010-04-01,60800,66000,60800,63400,37685,153759.0,2425215.0
2010-04-02,64300,64500,62000,62900,12173,152546.0,2425215.0
2010-04-05,63300,63600,60000,61700,8487,149636.0,2425215.0
2010-04-06,62400,65000,60700,64000,15077,155214.0,2425215.0
2010-04-07,64100,65900,63600,65100,16381,157881.0,2425215.0
2010-04-08,65000,65500,64000,65200,6089,158124.0,2425215.0
2010-04-09,65200,65200,64200,65100,2669,157881.0,2425215.0
2010-04-12,65300,65700,63000,64000,5406,155214.0,2425215.0
