부국증권(001270),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-01-27,0,0,0,23500,0,243692.0,10369886.0
2010-01-28,23400,23500,23400,23500,160,243692.0,10369886.0
2010-01-29,22950,22950,22900,22900,81,237470.0,10369886.0
2010-02-01,22800,23600,22600,23300,170,241618.0,10369886.0
2010-02-02,22800,22800,22600,22600,150,234359.0,10369886.0
2010-02-03,23300,23400,22650,22650,860,234878.0,10369886.0
2010-02-04,22650,22650,22650,22650,100,234878.0,10369886.0
2010-02-05,0,0,0,22450,0,232804.0,10369886.0
2010-02-08,22450,22450,22400,22400,20,232285.0,10369886.0
2010-02-09,22400,22400,22250,22250,320,230730.0,10369886.0
2010-02-10,22300,22300,22300,22300,10,231248.0,10369886.0
2010-02-11,21600,22600,21600,22600,620,234359.0,10369886.0
2010-02-12,22400,22600,22250,22500,80,233322.0,10369886.0
2010-02-16,22300,22550,22300,22550,740,233841.0,10369886.0
2010-02-17,22350,22800,22350,22800,20,236433.0,10369886.0
2010-02-18,22450,22600,22450,22600,30,234359.0,10369886.0
2010-02-19,22000,22600,21900,22000,1960,228137.0,10369886.0
2010-02-22,22000,22400,22000,22400,514,232285.0,10369886.0
2010-02-23,22100,22400,22000,22200,357,230211.0,10369886.0
2010-02-24,22100,22100,22100,22100,30,229174.0,10369886.0
2010-02-25,22950,22950,22300,22300,40,231248.0,10369886.0
2010-02-26,22000,22050,21800,21900,1700,227101.0,10369886.0
2010-03-02,21700,22250,21650,21850,500,226582.0,10369886.0
2010-03-03,21650,21800,21650,21800,40,226064.0,10369886.0
2010-03-04,21600,21850,21600,21850,70,226582.0,10369886.0
2010-03-05,21600,21900,21600,21900,490,227101.0,10369886.0
2010-03-08,22000,22050,21550,21950,2710,227619.0,10369886.0
2010-03-09,22000,22000,21850,22000,840,228137.0,10369886.0
2010-03-10,21850,22000,21850,22000,35050,228137.0,10369886.0
2010-03-11,21950,22000,21900,22000,2480,228137.0,10369886.0
2010-03-12,22200,22300,22150,22250,190,230730.0,10369886.0
2010-03-15,22500,22500,22300,22400,230,232285.0,10369886.0
2010-03-16,22450,22500,22350,22350,1420,231767.0,10369886.0
2010-03-17,22350,22400,22000,22200,1620,230211.0,10369886.0
2010-03-18,22200,22250,22200,22250,981,230730.0,10369886.0
2010-03-19,22300,22300,22050,22050,20,228656.0,10369886.0
2010-03-22,22050,22100,21950,22000,1820,228137.0,10369886.0
2010-03-23,22150,22250,21950,22150,560,229693.0,10369886.0
2010-03-24,22150,22350,22150,22200,1625,230211.0,10369886.0
2010-03-25,22150,22350,21350,22150,540,229693.0,10369886.0
2010-03-26,22250,22250,22000,22150,1316,229693.0,10369886.0
2010-03-29,22800,22800,22150,22400,22713,232285.0,10369886.0
2010-03-30,21900,22000,21700,21750,3081,225545.0,10369886.0
2010-03-31,21800,21800,21550,21550,2940,223471.0,10369886.0
2010-04-01,21550,21700,21500,21650,1190,224508.0,10369886.0
2010-04-02,21700,21700,21200,21200,830,219842.0,10369886.0
2010-04-05,21450,21500,21100,21300,1530,220879.0,10369886.0
2010-04-06,21150,21700,21050,21050,450,218286.0,10369886.0
2010-04-07,21200,21350,21100,21100,170,218805.0,10369886.0
2010-04-08,21050,21100,20900,21000,650,217768.0,10369886.0
2010-04-09,21000,21000,20000,20850,680,216212.0,10369886.0
2010-04-12,20950,20950,20550,20900,350,216731.0,10369886.0
2010-04-13,20600,20900,20550,20900,91,216731.0,10369886.0
2010-04-14,20900,20900,20650,20750,300,215175.0,10369886.0
2010-04-15,20950,21000,20600,20700,10660,214657.0,10369886.0
2010-04-16,20900,20900,20300,20500,2070,212583.0,10369886.0
2010-04-19,20300,20300,20150,20200,750,209472.0,10369886.0
2010-04-20,20400,20400,20400,20400,60,211546.0,10369886.0
2010-04-21,20200,20800,20200,20400,2620,211546.0,10369886.0
2010-04-22,20400,20500,20400,20500,5790,212583.0,10369886.0
2010-04-23,20200,20200,19000,20000,1990,207398.0,10369886.0
2010-04-26,20300,20300,20300,20300,10,210509.0,10369886.0
2010-04-27,20150,20200,20000,20200,181,209472.0,10369886.0
2010-04-28,19550,20000,19550,19700,1120,204287.0,10369886.0
2010-04-29,19700,19750,19700,19750,91,204805.0,10369886.0
2010-04-30,20000,20000,19200,19750,570,204805.0,10369886.0
2010-05-03,19800,19800,19800,19800,1000,205324.0,10369886.0
2010-05-04,19950,19950,19950,19950,190,206879.0,10369886.0
2010-05-06,19800,19800,19750,19750,210,204805.0,10369886.0
2010-05-07,18150,20850,18150,20850,2810,216212.0,10369886.0
2010-05-10,19950,19950,19450,19500,2920,202213.0,10369886.0
2010-05-11,19550,19600,19050,19150,2450,198583.0,10369886.0
2010-05-12,19100,19600,19000,19300,2391,200139.0,10369886.0
2010-05-13,19100,19100,18700,18850,1990,195472.0,10369886.0
2010-05-14,18800,19000,18750,18750,501,194435.0,10369886.0
2010-05-17,18650,18650,18400,18400,1311,190806.0,10369886.0
2010-05-18,17950,18000,17250,17400,2460,180436.0,10369886.0
2010-05-19,17500,17500,16900,17250,4321,178881.0,10369886.0
2010-05-20,17250,17250,16700,17000,1180,176288.0,10369886.0
2010-05-24,16900,17000,16700,16700,240,173177.0,10369886.0
2010-05-25,16700,16700,16100,16700,1240,173177.0,10369886.0
2010-05-26,16650,16650,16200,16250,670,168511.0,10369886.0
2010-05-27,16450,17000,16100,16150,3380,167474.0,10369886.0
2010-05-28,16400,16500,16150,16150,900,167474.0,10369886.0
2010-05-31,16200,16200,15700,16200,1232,167992.0,10369886.0
2010-06-01,16200,16250,15800,16250,2872,168511.0,10369886.0
2010-06-03,16250,16700,16250,16500,2012,171103.0,10369886.0
2010-06-04,16200,16500,16200,16500,1720,171103.0,10369886.0
2010-06-07,16000,16000,15900,16000,5631,165918.0,10369886.0
2010-06-08,16000,16050,15800,16050,1382,166437.0,10369886.0
2010-06-09,16050,16050,15900,16050,990,166437.0,10369886.0
2010-06-10,16050,16250,16000,16250,713,168511.0,10369886.0
2010-06-11,16350,16500,16150,16500,8120,171103.0,10369886.0
2010-06-14,16600,16600,16350,16500,4019,171103.0,10369886.0
2010-06-15,16450,16750,16450,16500,3460,171103.0,10369886.0
2010-06-16,16700,16850,16400,16500,6392,171103.0,10369886.0
2010-06-17,16450,16450,16000,16300,3346,169029.0,10369886.0
2010-06-18,16150,16200,16100,16200,1242,167992.0,10369886.0
2010-06-21,16100,16100,15900,16000,13060,165918.0,10369886.0
2010-06-22,15900,16000,15700,16000,1470,165918.0,10369886.0
2010-06-23,15800,16000,15800,16000,470,165918.0,10369886.0
2010-06-24,16150,16150,15900,16000,2692,165918.0,10369886.0
2010-06-25,15850,16000,15850,16000,1873,165918.0,10369886.0
2010-06-28,16000,16200,15950,16000,2030,165918.0,10369886.0
2010-06-29,15950,16000,15900,15950,690,165400.0,10369886.0
2010-06-30,15800,16000,15700,15900,2044,164881.0,10369886.0
2010-07-01,15900,15950,15650,15900,3631,164881.0,10369886.0
2010-07-02,15700,15850,15700,15750,1262,163326.0,10369886.0
2010-07-05,15700,15750,15650,15750,5540,163326.0,10369886.0
2010-07-06,15750,15850,15700,15750,2697,163326.0,10369886.0
2010-07-07,15750,15750,15600,15700,2363,162807.0,10369886.0
2010-07-08,15850,16250,15700,15700,3643,162807.0,10369886.0
2010-07-09,15700,15800,15700,15800,4510,163844.0,10369886.0
2010-07-12,16100,16100,15750,15800,1700,163844.0,10369886.0
2010-07-13,15800,15850,15700,15700,1640,162807.0,10369886.0
2010-07-14,16000,16600,15850,16250,24110,168511.0,10369886.0
2010-07-15,16200,16200,15900,16000,4620,165918.0,10369886.0
2010-07-16,16050,16200,15700,15900,8812,164881.0,10369886.0
2010-07-19,15800,15800,15650,15800,6065,163844.0,10369886.0
2010-07-20,15700,15850,15700,15800,2620,163844.0,10369886.0
2010-07-21,15750,16000,15750,16000,4460,165918.0,10369886.0
2010-07-22,15800,15800,15600,15700,5029,162807.0,10369886.0
2010-07-23,15800,15850,15600,15750,19798,163326.0,10369886.0
2010-07-26,15700,15850,15600,15700,15522,162807.0,10369886.0
2010-07-27,15700,15750,15600,15700,6840,162807.0,10369886.0
2010-07-28,15700,15800,15650,15750,11065,163326.0,10369886.0
2010-07-29,15750,15800,15600,15650,8823,162289.0,10369886.0
2010-07-30,15650,15700,15600,15600,6500,161770.0,10369886.0
2010-08-02,15700,15750,15600,15700,2908,162807.0,10369886.0
2010-08-03,15700,15800,15650,15750,4894,163326.0,10369886.0
2010-08-04,15750,15750,15600,15750,3390,163326.0,10369886.0
2010-08-05,15650,15800,15650,15750,3803,163326.0,10369886.0
2010-08-06,15700,16000,15700,15950,3901,165400.0,10369886.0
2010-08-09,15950,16500,15900,16500,6410,171103.0,10369886.0
2010-08-10,16550,16600,15950,16000,5142,165918.0,10369886.0
2010-08-11,16000,16000,15750,15800,3421,163844.0,10369886.0
2010-08-12,15700,15950,15600,15600,9025,161770.0,10369886.0
2010-08-13,15600,15700,15600,15650,3080,162289.0,10369886.0
2010-08-16,15650,15700,15600,15700,1161,162807.0,10369886.0
2010-08-17,15650,15800,15650,15800,250,163844.0,10369886.0
2010-08-18,15750,15800,15600,15750,2951,163326.0,10369886.0
2010-08-19,15650,15850,15600,15700,5746,162807.0,10369886.0
2010-08-20,15600,15700,15500,15600,4850,161770.0,10369886.0
2010-08-23,15750,15750,15600,15650,1940,162289.0,10369886.0
2010-08-24,15600,15650,15600,15600,8340,161770.0,10369886.0
2010-08-25,15550,15600,15200,15400,6995,159696.0,10369886.0
2010-08-26,15350,15500,15250,15350,2950,159178.0,10369886.0
2010-08-27,15450,15450,15300,15450,2150,160215.0,10369886.0
2010-08-30,15450,15550,15400,15500,430,160733.0,10369886.0
2010-08-31,15400,15450,15300,15400,1613,159696.0,10369886.0
2010-09-01,15450,15450,15350,15450,250,160215.0,10369886.0
2010-09-02,15600,15600,15400,15500,730,160733.0,10369886.0
2010-09-03,15500,15650,15500,15650,1470,162289.0,10369886.0
2010-09-06,15700,15700,15450,15650,1250,162289.0,10369886.0
2010-09-07,15550,15700,15450,15600,334,161770.0,10369886.0
2010-09-08,15450,15600,15400,15600,810,161770.0,10369886.0
2010-09-09,15600,15600,15450,15550,510,161252.0,10369886.0
2010-09-10,15550,15800,15450,15600,3790,161770.0,10369886.0
2010-09-13,15550,16000,15550,15800,3890,163844.0,10369886.0
2010-09-14,15800,15800,15550,15800,1710,163844.0,10369886.0
2010-09-15,15650,15700,15600,15650,1140,162289.0,10369886.0
2010-09-16,15700,15850,15600,15600,2260,161770.0,10369886.0
2010-09-17,15600,15900,15550,15850,2470,164363.0,10369886.0
2010-09-20,15800,15900,15650,15850,2060,164363.0,10369886.0
2010-09-24,15900,16050,15800,16050,821,166437.0,10369886.0
2010-09-27,16250,16450,16150,16350,7758,169548.0,10369886.0
2010-09-28,16250,16500,16200,16450,4725,170585.0,10369886.0
2010-09-29,16400,16650,16250,16600,3930,172140.0,10369886.0
2010-09-30,16600,16800,16450,16650,2555,172659.0,10369886.0
2010-10-01,16650,17000,16450,16550,4983,171622.0,10369886.0
2010-10-04,16750,16900,16750,16800,5600,174214.0,10369886.0
2010-10-05,16800,17300,16800,17300,309549,179399.0,10369886.0
2010-10-06,17850,17850,17300,17350,20736,179918.0,10369886.0
2010-10-07,17400,17400,16700,16900,7573,175251.0,10369886.0
2010-10-08,16900,16900,16700,16850,2221,174733.0,10369886.0
2010-10-11,16800,17050,16700,16950,2600,175770.0,10369886.0
2010-10-12,17100,17300,16900,17300,4060,179399.0,10369886.0
2010-10-13,17100,17400,17100,17350,810,179918.0,10369886.0
2010-10-14,17500,18500,17500,17550,6151,181991.0,10369886.0
2010-10-15,17700,17800,17650,17800,479,184584.0,10369886.0
2010-10-18,17750,18300,17600,17950,913,186139.0,10369886.0
2010-10-19,17850,18400,17850,18250,12550,189250.0,10369886.0
2010-10-20,17900,18050,17800,18050,1625,187176.0,10369886.0
2010-10-21,18000,18050,17850,18000,2200,186658.0,10369886.0
2010-10-22,18000,18250,17850,18100,1501,187695.0,10369886.0
2010-10-25,17850,18000,17850,17850,1240,185102.0,10369886.0
2010-10-26,17850,18000,17750,17850,4313,185102.0,10369886.0
2010-10-27,17800,17850,17700,17800,4121,184584.0,10369886.0
2010-10-28,17700,18000,17600,17800,2810,184584.0,10369886.0
2010-10-29,17700,17800,17550,17800,3032,184584.0,10369886.0
2010-11-01,17650,17850,17650,17850,2330,185102.0,10369886.0
2010-11-02,17650,17750,17650,17650,1090,183028.0,10369886.0
2010-11-03,18000,18000,17600,17600,1120,182510.0,10369886.0
2010-11-04,17900,17900,17550,17800,1627,184584.0,10369886.0
2010-11-05,18000,18000,17500,17700,3470,183547.0,10369886.0
2010-11-08,17550,17950,17200,17850,2079,185102.0,10369886.0
2010-11-09,17850,17850,17750,17750,560,184065.0,10369886.0
2010-11-10,17750,17750,17400,17700,1530,183547.0,10369886.0
2010-11-11,17700,17700,17500,17500,1080,181473.0,10369886.0
2010-11-12,17600,17700,17100,17450,1490,180955.0,10369886.0
2010-11-15,17500,17500,17000,17400,3940,180436.0,10369886.0
2010-11-16,17550,17550,17400,17400,34,180436.0,10369886.0
2010-11-17,17300,17300,16800,17300,1290,179399.0,10369886.0
2010-11-18,16700,17550,16700,17550,5853,181991.0,10369886.0
2010-11-19,17400,17900,17200,17900,4788,185621.0,10369886.0
2010-11-22,17450,17650,17450,17450,530,180955.0,10369886.0
2010-11-23,17300,17300,17200,17300,191,179399.0,10369886.0
2010-11-24,16900,17250,16900,17250,2174,178881.0,10369886.0
2010-11-25,17300,18250,17300,18250,10746,189250.0,10369886.0
2010-11-26,17950,18200,17750,18200,93,188732.0,10369886.0
2010-11-29,17650,17650,17600,17600,320,182510.0,10369886.0
2010-11-30,17600,17850,17600,17850,300,185102.0,10369886.0
2010-12-01,17600,17850,17600,17600,330,182510.0,10369886.0
2010-12-02,18000,18000,17300,17750,750,184065.0,10369886.0
2010-12-03,17600,17750,17350,17750,590,184065.0,10369886.0
2010-12-06,17350,17700,17350,17650,130,183028.0,10369886.0
2010-12-07,17650,18000,17350,17650,1500,183028.0,10369886.0
2010-12-08,17400,17900,17350,17650,630,183028.0,10369886.0
2010-12-09,17650,17900,17500,17700,2864,183547.0,10369886.0
2010-12-10,17900,18000,17550,18000,1630,186658.0,10369886.0
2010-12-13,17800,18300,17800,18100,820,187695.0,10369886.0
2010-12-14,18100,18100,17850,18100,2800,187695.0,10369886.0
2010-12-15,17950,18500,17950,18150,3340,188213.0,10369886.0
2010-12-16,18300,18300,18300,18300,21,189769.0,10369886.0
2010-12-17,18300,18500,18200,18500,2530,191843.0,10369886.0
2010-12-20,18700,18700,18200,18400,2770,190806.0,10369886.0
2010-12-21,18200,18300,18000,18000,2010,186658.0,10369886.0
2010-12-22,18400,18400,17750,18100,260,187695.0,10369886.0
2010-12-23,18100,18100,17550,17850,860,185102.0,10369886.0
2010-12-24,17650,17850,17600,17850,1100,185102.0,10369886.0
2010-12-27,17850,17850,17800,17800,160,184584.0,10369886.0
2010-12-28,17750,17850,17600,17800,330,184584.0,10369886.0
2010-12-29,17800,18050,17700,17850,230,185102.0,10369886.0
2010-12-30,18000,18000,17650,17750,600,184065.0,10369886.0
2011-01-03,17700,17850,17600,17700,3260,183547.0,10369886.0
2011-01-04,17600,17850,17600,17800,2410,184584.0,10369886.0
2011-01-05,17850,17850,17750,17750,1520,184065.0,10369886.0
2011-01-06,18150,18150,17600,17600,402,182510.0,10369886.0
2011-01-07,17550,17850,17500,17850,2902,185102.0,10369886.0
2011-01-10,17850,18000,17000,17750,2500,184065.0,10369886.0
2011-01-11,17700,17750,17500,17750,3270,184065.0,10369886.0
2011-01-12,17800,18000,17600,17700,3470,183547.0,10369886.0
2011-01-13,17600,17900,17600,17800,1860,184584.0,10369886.0
2011-01-14,17600,18150,17600,17800,6250,184584.0,10369886.0
2011-01-17,18000,18250,18000,18000,4380,186658.0,10369886.0
2011-01-18,18000,18400,18000,18400,2470,190806.0,10369886.0
2011-01-19,18100,18300,18100,18150,1100,188213.0,10369886.0
2011-01-20,17950,18000,17600,17850,1330,185102.0,10369886.0
2011-01-21,17650,17850,17450,17600,3230,182510.0,10369886.0
2011-01-24,17550,17600,17500,17600,1180,182510.0,10369886.0
2011-01-25,17800,17800,17550,17800,836,184584.0,10369886.0
2011-01-26,17600,17950,17600,17800,220,184584.0,10369886.0
2011-01-27,17650,18000,17600,17800,850,184584.0,10369886.0
2011-01-28,17650,17800,17650,17750,510,184065.0,10369886.0
2011-01-31,17350,17800,17350,17650,2410,183028.0,10369886.0
2011-02-01,0,0,0,17650,0,183028.0,10369886.0
2011-02-07,17850,18000,17800,18000,1291,186658.0,10369886.0
2011-02-08,17600,17750,17600,17600,753,182510.0,10369886.0
2011-02-09,17550,17800,17550,17800,510,184584.0,10369886.0
2011-02-10,17500,17750,17500,17750,122,184065.0,10369886.0
2011-02-11,17350,17500,17250,17250,765,178881.0,10369886.0
2011-02-14,17600,17600,17600,17600,20,182510.0,10369886.0
2011-02-15,17250,17600,17250,17600,410,182510.0,10369886.0
2011-02-16,17600,17600,17300,17600,310,182510.0,10369886.0
2011-02-17,17600,17600,17600,17600,230,182510.0,10369886.0
2011-02-18,17600,17600,17600,17600,490,182510.0,10369886.0
2011-02-21,17350,17550,17350,17550,40,181991.0,10369886.0
2011-02-22,17250,17300,17000,17250,1390,178881.0,10369886.0
2011-02-23,17200,17250,17000,17250,378,178881.0,10369886.0
2011-02-24,17000,17100,16400,16800,940,174214.0,10369886.0
2011-02-25,16650,17150,16650,17150,60,177844.0,10369886.0
2011-02-28,16800,17000,16800,17000,40,176288.0,10369886.0
2011-03-02,16700,16800,16700,16700,871,173177.0,10369886.0
2011-03-03,16750,17000,16750,17000,80,176288.0,10369886.0
2011-03-04,17100,17100,17000,17000,20,176288.0,10369886.0
2011-03-07,17000,17000,17000,17000,390,176288.0,10369886.0
2011-03-08,16750,17250,16750,17250,250,178881.0,10369886.0
2011-03-09,17000,17500,17000,17500,464,181473.0,10369886.0
2011-03-10,0,0,0,17500,0,181473.0,10369886.0
2011-03-11,17500,17500,17500,17500,90,181473.0,10369886.0
2011-03-14,17000,17150,16900,17150,1370,177844.0,10369886.0
2011-03-15,16850,17000,16750,17000,1080,176288.0,10369886.0
2011-03-16,16900,17000,16900,17000,1340,176288.0,10369886.0
2011-03-17,16650,16950,16650,16950,130,175770.0,10369886.0
2011-03-18,17000,17000,17000,17000,139,176288.0,10369886.0
2011-03-21,17000,17150,16800,16950,2390,175770.0,10369886.0
2011-03-22,17150,17500,17100,17500,160,181473.0,10369886.0
2011-03-23,0,0,0,17500,0,,
2011-03-24,17500,17550,17500,17550,32,181991.0,10369886.0
2011-03-25,17500,17700,17500,17500,1640,181473.0,10369886.0
2011-03-28,17350,17700,17300,17700,200,183547.0,10369886.0
2011-03-29,17250,17600,17250,17500,3272,181473.0,10369886.0
2011-03-30,17400,17400,16850,17000,270,176288.0,10369886.0
2011-03-31,16800,16800,16750,16750,62,173696.0,10369886.0
2011-04-01,16450,16600,16450,16600,460,172140.0,10369886.0
2011-04-04,16700,17050,16700,17050,120,176807.0,10369886.0
2011-04-05,0,0,0,16950,0,175770.0,10369886.0
2011-04-06,16550,16700,16550,16700,70,173177.0,10369886.0
2011-04-07,16700,16700,16700,16700,60,173177.0,10369886.0
2011-04-08,16700,16900,16700,16700,90,173177.0,10369886.0
2011-04-11,16700,16950,16700,16950,480,175770.0,10369886.0
2011-04-12,16550,16950,16550,16950,30,175770.0,10369886.0
2011-04-13,16550,17150,16500,17150,440,177844.0,10369886.0
2011-04-14,16750,17000,16750,17000,120,176288.0,10369886.0
2011-04-15,17000,17750,16850,17200,430,178362.0,10369886.0
2011-04-18,17000,17000,16850,16850,140,174733.0,10369886.0
2011-04-19,16650,17350,16500,16750,26740,173696.0,10369886.0
2011-04-20,16600,18750,16550,18450,3940,191324.0,10369886.0
2011-04-21,18300,18300,17150,17650,1230,183028.0,10369886.0
2011-04-22,17650,18050,16300,17000,960,176288.0,10369886.0
2011-04-25,17000,17000,17000,17000,380,176288.0,10369886.0
2011-04-26,16950,17100,16500,17000,1650,176288.0,10369886.0
2011-04-27,17100,17950,16800,17300,1540,179399.0,10369886.0
2011-04-28,17350,17750,17050,17050,50,176807.0,10369886.0
2011-04-29,17250,17250,17000,17000,280,176288.0,10369886.0
2011-05-02,17000,17500,16900,17500,1690,181473.0,10369886.0
2011-05-03,17150,17150,16900,17000,1010,176288.0,10369886.0
2011-05-04,17050,17050,16900,17000,1020,176288.0,10369886.0
2011-05-06,16850,17000,16500,17000,180,176288.0,10369886.0
2011-05-09,17050,17050,17000,17000,110,176288.0,10369886.0
2011-05-11,16800,17000,16800,17000,680,176288.0,10369886.0
2011-05-12,16750,17000,16750,17000,760,176288.0,10369886.0
2011-05-13,17000,17000,16500,16950,930,175770.0,10369886.0
2011-05-16,17000,17000,16550,16950,310,175770.0,10369886.0
2011-05-17,16700,16950,16550,16700,720,173177.0,10369886.0
2011-05-18,16600,16850,16600,16850,20,174733.0,10369886.0
2011-05-19,16550,16550,16550,16550,290,171622.0,10369886.0
2011-05-20,16550,16550,16500,16500,260,171103.0,10369886.0
2011-05-23,16800,16800,16500,16500,80,171103.0,10369886.0
2011-05-24,16800,17000,16800,17000,160,176288.0,10369886.0
2011-05-25,0,0,0,17000,0,176288.0,10369886.0
2011-05-26,17000,17000,17000,17000,10,176288.0,10369886.0
2011-05-27,0,0,0,17000,0,,
2011-05-30,0,0,0,17000,0,,
2011-05-31,17150,17150,17150,17150,14980,177844.0,10369886.0
2011-06-01,16650,17000,16650,17000,16020,176288.0,10369886.0
2011-06-02,16650,17000,16650,17000,250,176288.0,10369886.0
2011-06-03,17000,17000,16650,17000,1040,176288.0,10369886.0
2011-06-07,16700,17000,16700,17000,150,176288.0,10369886.0
2011-06-08,17000,17000,16300,16850,1250,174733.0,10369886.0
2011-06-09,16950,17050,16950,17050,111,176807.0,10369886.0
2011-06-10,17000,17000,17000,17000,20,176288.0,10369886.0
2011-06-13,16650,17000,16650,17000,40,176288.0,10369886.0
2011-06-14,17000,17000,17000,17000,90,176288.0,10369886.0
2011-06-15,16900,17000,16900,17000,110,176288.0,10369886.0
2011-06-16,0,0,0,17000,0,,
2011-06-17,16700,17000,16700,17000,30,176288.0,10369886.0
2011-06-20,0,0,0,17000,0,,
2011-06-21,0,0,0,17000,0,,
2011-06-22,0,0,0,17000,0,,
2011-06-23,16700,17000,16700,17000,20,176288.0,10369886.0
2011-06-24,17150,17150,17000,17100,160,177325.0,10369886.0
2011-06-27,0,0,0,17100,0,177325.0,10369886.0
2011-06-28,0,0,0,17100,0,,
2011-06-29,0,0,0,17100,0,,
2011-06-30,16400,17000,16400,17000,100,176288.0,10369886.0
2011-07-01,16700,17000,16700,17000,2770,176288.0,10369886.0
2011-07-04,17000,17000,16700,16800,740,174214.0,10369886.0
2011-07-05,17000,17000,17000,17000,40,176288.0,10369886.0
2011-07-06,16900,16900,16900,16900,60,175251.0,10369886.0
2011-07-07,17000,17100,16900,17100,1380,177325.0,10369886.0
2011-07-08,17000,17000,17000,17000,210,176288.0,10369886.0
2011-07-11,0,0,0,17000,0,,
2011-07-12,16800,16800,16800,16800,221,174214.0,10369886.0
2011-07-13,17000,17500,16750,17450,380,180955.0,10369886.0
2011-07-14,17400,17550,16800,17500,740,181473.0,10369886.0
2011-07-15,17050,17600,17050,17500,400,181473.0,10369886.0
2011-07-18,17700,17700,17100,17200,80,178362.0,10369886.0
2011-07-19,17050,17050,17050,17050,40,176807.0,10369886.0
2011-07-20,17500,17500,17450,17500,500,181473.0,10369886.0
2011-07-21,17500,17500,17050,17500,81,181473.0,10369886.0
2011-07-22,17500,17500,17500,17500,100,181473.0,10369886.0
2011-07-25,17550,18150,17550,17800,830,184584.0,10369886.0
2011-07-26,17900,18150,17850,18050,190,187176.0,10369886.0
2011-07-27,18050,18200,18000,18200,2100,188732.0,10369886.0
2011-07-28,18150,18200,17800,18100,72,187695.0,10369886.0
2011-07-29,18100,18100,18000,18000,230,186658.0,10369886.0
2011-08-01,16100,18000,16100,18000,1920,186658.0,10369886.0
2011-08-02,17650,18000,17650,18000,160,186658.0,10369886.0
2011-08-03,17550,17750,17500,17750,70,184065.0,10369886.0
2011-08-04,17750,17750,17750,17750,10,184065.0,10369886.0
2011-08-05,17350,17350,16300,17200,230,178362.0,10369886.0
2011-08-08,17000,17000,16850,16850,320,174733.0,10369886.0
2011-08-09,16650,16950,15150,16000,730,165918.0,10369886.0
2011-08-10,16350,16700,13600,16000,4155,165918.0,10369886.0
2011-08-11,15900,17300,15900,17300,670,179399.0,10369886.0
2011-08-12,16600,17000,16350,17000,1030,176288.0,10369886.0
2011-08-16,17000,17000,17000,17000,20,176288.0,10369886.0
2011-08-17,16650,17000,16650,17000,350,176288.0,10369886.0
2011-08-18,17000,17000,17000,17000,70,176288.0,10369886.0
2011-08-19,16650,16650,16350,16350,51,169548.0,10369886.0
2011-08-22,17000,17000,16000,16000,180,165918.0,10369886.0
2011-08-23,16700,17000,16700,17000,340,176288.0,10369886.0
2011-08-24,17000,17000,17000,17000,130,176288.0,10369886.0
2011-08-25,17000,17000,17000,17000,30,176288.0,10369886.0
2011-08-26,16050,17000,16050,17000,210,176288.0,10369886.0
2011-08-29,0,0,0,17000,0,,
2011-08-30,17200,17650,17200,17650,30,183028.0,10369886.0
2011-08-31,0,0,0,17350,0,179918.0,10369886.0
2011-09-01,0,0,0,17350,0,179918.0,10369886.0
2011-09-02,16850,16850,16850,16850,20,174733.0,10369886.0
2011-09-05,17000,17000,17000,17000,10,176288.0,10369886.0
2011-09-06,16650,17000,16650,17000,1020,176288.0,10369886.0
2011-09-07,16650,17200,16500,17200,220,178362.0,10369886.0
2011-09-08,16850,17000,16750,16750,40,173696.0,10369886.0
2011-09-09,16700,17000,16650,17000,180,176288.0,10369886.0
2011-09-14,17000,17150,17000,17150,30,177844.0,10369886.0
2011-09-15,17000,17000,17000,17000,30,176288.0,10369886.0
2011-09-16,17000,17000,16700,16700,1060,173177.0,10369886.0
2011-09-19,16650,17000,16650,16700,70,173177.0,10369886.0
2011-09-20,17000,17000,17000,17000,340,176288.0,10369886.0
2011-09-21,17000,17000,17000,17000,50,176288.0,10369886.0
2011-09-22,17000,17000,16700,16700,120,173177.0,10369886.0
2011-09-23,16650,17000,16650,17000,950,176288.0,10369886.0
2011-09-26,17000,17000,16650,17000,1570,176288.0,10369886.0
2011-09-27,0,0,0,17000,0,,
2011-09-28,17000,17000,17000,17000,100,176288.0,10369886.0
2011-09-29,17000,17000,17000,17000,1250,176288.0,10369886.0
2011-09-30,0,0,0,17000,0,,
2011-10-04,16650,16650,16650,16650,20,172659.0,10369886.0
2011-10-05,17000,17000,16350,16900,2380,175251.0,10369886.0
2011-10-06,16900,16900,16900,16900,300,175251.0,10369886.0
2011-10-07,16900,19000,16550,19000,2210,197028.0,10369886.0
2011-10-10,17550,21800,17050,17050,3900,176807.0,10369886.0
2011-10-11,17450,17450,16800,17000,880,176288.0,10369886.0
2011-10-12,16900,17050,16800,17000,390,176288.0,10369886.0
2011-10-13,17000,17000,17000,17000,10,,
2011-10-14,16800,17000,16750,16800,590,174214.0,10369886.0
2011-10-17,16750,17000,16550,17000,710,176288.0,10369886.0
2011-10-18,16750,16900,16750,16900,40,175251.0,10369886.0
2011-10-19,16950,17000,16550,16750,1580,173696.0,10369886.0
2011-10-20,16750,16900,16750,16900,30,175251.0,10369886.0
2011-10-21,16900,16950,16750,16750,60,173696.0,10369886.0
2011-10-24,16800,16800,16650,16650,147,172659.0,10369886.0
2011-10-25,16900,16950,16750,16750,130,173696.0,10369886.0
2011-10-26,16900,16900,16850,16900,80,175251.0,10369886.0
