메타랩스(090370),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-01-04,15336,15979,15297,15554,17660,39900.0,10000000.0
2010-01-05,15554,15788,15358,15515,27850,39800.0,10000000.0
2010-01-06,15491,15530,15218,15301,33660,39250.0,10000000.0
2010-01-07,15298,15437,15125,15125,51333,38800.0,10000000.0
2010-01-08,15100,15296,14145,14385,123762,36900.0,10000000.0
2010-01-11,14382,14733,14325,14482,55892,37150.0,10000000.0
2010-01-12,14519,15084,14498,15067,52423,38650.0,10000000.0
2010-01-13,15082,15082,14613,14813,26230,38000.0,10000000.0
2010-01-14,14809,14809,14301,14540,35162,37300.0,10000000.0
2010-01-15,14535,15004,14457,14696,29350,37700.0,10000000.0
2010-01-18,14967,15123,14693,14989,36710,38450.0,10000000.0
2010-01-19,15082,15082,14652,14813,28010,38000.0,10000000.0
2010-01-20,14809,14966,14419,14423,37120,37000.0,10000000.0
2010-01-21,14460,14578,14031,14248,55209,36550.0,10000000.0
2010-01-22,14246,14246,13951,14112,37397,36200.0,10000000.0
2010-01-25,13951,14029,13564,14034,36210,36000.0,10000000.0
2010-01-26,13680,13914,13580,13780,20290,35350.0,10000000.0
2010-01-27,13723,14187,13723,13975,14920,35850.0,10000000.0
2010-01-28,13836,14105,13641,13780,17178,35350.0,10000000.0
2010-01-29,13681,13815,12861,13312,54714,34150.0,10000000.0
2010-02-01,13371,13388,12941,13254,29970,34000.0,10000000.0
2010-02-02,13097,13566,13036,13254,24350,34000.0,10000000.0
2010-02-03,13154,13427,12980,13176,217187,33800.0,10000000.0
2010-02-04,13291,14832,13291,13956,183848,35800.0,10000000.0
2010-02-05,13488,13800,13253,13293,78588,34100.0,10000000.0
2010-02-08,13332,13545,12924,13098,52870,33600.0,10000000.0
2010-02-09,13017,13230,12648,13040,53232,33450.0,10000000.0
2010-02-10,13035,13213,12765,13118,33461,33650.0,10000000.0
2010-02-11,12957,14207,12957,14034,90671,36000.0,10000000.0
2010-02-12,14089,14692,13815,14423,68510,37000.0,10000000.0
2010-02-16,14714,14753,14146,14268,51941,36600.0,10000000.0
2010-02-17,14262,14558,14106,14423,22586,37000.0,10000000.0
2010-02-18,14578,15203,14539,15008,71431,38500.0,10000000.0
2010-02-19,15203,15281,14929,15086,72710,38700.0,10000000.0
2010-02-22,15336,15766,15280,15593,52791,40000.0,10000000.0
2010-02-23,15866,15866,15397,15476,36861,39700.0,10000000.0
2010-02-24,15258,15553,15258,15554,16922,39900.0,10000000.0
2010-02-25,15552,15787,14732,15067,31359,38650.0,10000000.0
2010-02-26,14834,15980,14834,15242,20890,39100.0,10000000.0
2010-03-02,15281,15398,14912,15008,11680,38500.0,10000000.0
2010-03-03,15006,15162,14615,14872,15650,38150.0,10000000.0
2010-03-04,15177,15177,14674,14891,10150,38200.0,10000000.0
2010-03-05,14887,14887,14613,14852,16520,38100.0,10000000.0
2010-03-08,14715,15257,14715,15106,21306,38750.0,10000000.0
2010-03-09,15279,15279,14676,15067,22170,38650.0,10000000.0
2010-03-10,15062,15201,14810,14950,16570,38350.0,10000000.0
2010-03-11,14945,15162,14849,14989,21330,38450.0,10000000.0
2010-03-12,15007,15476,15007,15203,16161,39000.0,10000000.0
2010-03-15,15202,15632,15202,15593,36800,40000.0,10000000.0
2010-03-16,15591,16524,15512,16490,78188,42300.0,10000000.0
2010-03-17,16837,16837,15843,16256,47451,41700.0,10000000.0
2010-03-18,16390,16759,16212,16217,25257,41600.0,10000000.0
2010-03-19,16526,16526,15979,16275,20980,41750.0,10000000.0
2010-03-22,16274,16587,16213,16587,24230,42550.0,10000000.0
2010-03-23,16666,17247,16566,17152,47885,44000.0,10000000.0
2010-03-24,17345,17345,16681,16899,28852,43350.0,10000000.0
2010-03-25,16781,17150,16781,16938,13510,43450.0,10000000.0
2010-03-26,16931,17148,16719,16723,17160,42900.0,10000000.0
2010-03-29,16682,16760,16135,16626,34390,42650.0,10000000.0
2010-03-30,16719,16719,16329,16412,11240,42100.0,10000000.0
2010-03-31,16329,16563,15977,16295,24370,41800.0,10000000.0
2010-04-01,16054,16875,16054,16840,16440,43200.0,10000000.0
2010-04-02,16679,17031,16584,16801,17390,43100.0,10000000.0
2010-04-05,16799,16799,15649,16509,25080,42350.0,10000000.0
2010-04-06,16428,16818,16271,16801,10450,43100.0,10000000.0
2010-04-07,16796,16914,16445,16879,8738,43300.0,10000000.0
2010-04-08,16857,16992,16584,16879,18273,43300.0,10000000.0
2010-04-09,16876,17072,16564,17055,8522,43750.0,10000000.0
2010-04-12,17151,17464,16956,17269,21111,44300.0,10000000.0
2010-04-13,17151,17442,17073,17269,16741,44300.0,10000000.0
2010-04-14,17266,17557,17049,17367,18890,44550.0,10000000.0
2010-04-15,17365,17482,17113,17113,12143,43900.0,10000000.0
2010-04-16,17110,17149,16389,16529,33007,42400.0,10000000.0
2010-04-19,16329,16585,15843,16100,23589,41300.0,10000000.0
2010-04-20,15979,16331,15979,16275,13000,41750.0,10000000.0
2010-04-21,16253,16509,16253,16470,10260,42250.0,10000000.0
2010-04-22,16485,16563,16328,16490,6050,42300.0,10000000.0
2010-04-23,16565,16565,16196,16470,12060,42250.0,10000000.0
2010-04-26,16467,16545,16311,16529,4930,42400.0,10000000.0
2010-04-27,16116,16546,16116,16451,7286,42200.0,10000000.0
2010-04-28,16250,16485,16233,16490,7630,42300.0,10000000.0
2010-04-29,16370,16604,16274,16548,6480,42450.0,10000000.0
2010-04-30,16547,16587,16369,16587,8630,42550.0,10000000.0
2010-05-03,16602,16602,16367,16529,4570,42400.0,10000000.0
2010-05-04,16602,16602,16350,16568,3920,42500.0,10000000.0
2010-05-06,16055,16624,16055,16529,15251,42400.0,10000000.0
2010-05-07,16370,16509,16040,16509,8030,42350.0,10000000.0
2010-05-10,16370,16721,16370,16509,8310,42350.0,10000000.0
2010-05-11,16368,16563,16172,16490,12041,42300.0,10000000.0
2010-05-12,16643,16643,16292,16353,7281,41950.0,10000000.0
2010-05-13,16274,16682,16252,16587,15570,42550.0,10000000.0
2010-05-14,16584,16858,16389,16723,14580,42900.0,10000000.0
2010-05-17,16604,16933,16508,16743,17600,42950.0,10000000.0
2010-05-18,17131,17131,16761,16957,21981,43500.0,10000000.0
2010-05-19,16956,19296,16800,19140,137465,49100.0,10000000.0
2010-05-20,18748,19451,17659,17659,56225,45300.0,10000000.0
2010-05-24,17227,17540,16389,16412,45618,42100.0,10000000.0
2010-05-25,16370,16409,14421,16236,27371,41650.0,10000000.0
2010-05-26,16135,16509,15007,16509,10410,42350.0,10000000.0
2010-05-27,15977,16702,15825,16256,8548,41700.0,10000000.0
2010-05-28,16251,16563,15687,16256,12001,41700.0,10000000.0
2010-05-31,16250,16485,16038,16490,7890,42300.0,10000000.0
2010-06-01,16391,16509,16040,16470,13370,42250.0,10000000.0
2010-06-03,16468,16468,16173,16334,12350,41900.0,10000000.0
2010-06-04,16253,16353,16175,16353,8321,41950.0,10000000.0
2010-06-07,16251,16290,16038,16295,8230,41800.0,10000000.0
2010-06-08,16094,16563,16094,16373,3730,42000.0,10000000.0
2010-06-09,16626,16626,16253,16392,1830,42050.0,10000000.0
2010-06-10,16196,16509,16135,16392,5690,42050.0,10000000.0
2010-06-11,16641,16641,16250,16490,2970,42300.0,10000000.0
2010-06-14,16485,16563,16055,16412,5680,42100.0,10000000.0
2010-06-15,16392,16392,16097,16314,3320,41850.0,10000000.0
2010-06-16,16468,16468,15864,16295,7110,41800.0,10000000.0
2010-06-17,16017,16525,16017,16139,2020,41400.0,10000000.0
2010-06-18,16368,16368,16038,16295,2520,41800.0,10000000.0
2010-06-21,16175,16331,15940,16275,16070,41750.0,10000000.0
2010-06-22,16175,16292,16001,16236,8890,41650.0,10000000.0
2010-06-23,16056,16234,15999,16178,3850,41500.0,10000000.0
2010-06-24,16253,16370,16040,16236,1041,41650.0,10000000.0
2010-06-25,16290,16290,16055,16256,1530,41700.0,10000000.0
2010-06-28,16155,16234,16116,16217,2190,41600.0,10000000.0
2010-06-29,16253,16253,16058,16197,4671,41550.0,10000000.0
2010-06-30,16095,16117,15904,16022,8122,41100.0,10000000.0
2010-07-01,15941,16488,15884,16197,2670,41550.0,10000000.0
2010-07-02,16058,16331,15980,16197,2690,41550.0,10000000.0
2010-07-05,16197,16197,15962,16158,1880,41450.0,10000000.0
2010-07-06,16058,16197,15962,16158,7645,41450.0,10000000.0
2010-07-07,16019,16158,15767,16080,10220,41250.0,10000000.0
2010-07-08,16001,16236,15941,16158,3180,41450.0,10000000.0
2010-07-09,16001,16275,15923,16236,3080,41650.0,10000000.0
2010-07-12,16058,16236,16058,16197,2861,41550.0,10000000.0
2010-07-13,16056,16195,15882,16061,5940,41200.0,10000000.0
2010-07-14,15980,16215,15867,15963,4975,40950.0,10000000.0
2010-07-15,15963,16080,15750,15963,16200,40950.0,10000000.0
2010-07-16,16080,16080,15807,15963,3401,40950.0,10000000.0
2010-07-19,15885,15980,15789,15924,3150,40850.0,10000000.0
2010-07-20,15865,16134,15687,15983,6230,41000.0,10000000.0
2010-07-21,15885,15980,15533,15963,13840,40950.0,10000000.0
2010-07-22,15863,15959,15724,15885,3890,40750.0,10000000.0
2010-07-23,15787,16156,15609,15983,4780,41000.0,10000000.0
2010-07-26,15978,16156,15670,15749,6790,40400.0,10000000.0
2010-07-27,15670,16078,15531,15788,5700,40500.0,10000000.0
2010-07-28,15707,15976,15607,15768,1269,40450.0,10000000.0
2010-07-29,15766,15766,15514,15749,7850,40400.0,10000000.0
2010-07-30,15532,16314,15532,16314,3590,41850.0,10000000.0
2010-08-02,16291,16291,15787,15944,4933,40900.0,10000000.0
2010-08-03,15842,15902,15590,15768,7000,40450.0,10000000.0
2010-08-04,16039,16039,15514,15944,740,40900.0,10000000.0
2010-08-05,15939,15939,15670,15788,490,40500.0,10000000.0
2010-08-06,15844,15844,15648,15788,110,40500.0,10000000.0
2010-08-09,15553,15979,15514,15671,2980,40200.0,10000000.0
2010-08-10,15649,15649,15202,15476,10480,39700.0,10000000.0
2010-08-11,15260,15555,14678,14969,8810,38400.0,10000000.0
2010-08-12,14616,15063,14481,14716,5049,37750.0,10000000.0
2010-08-13,15063,15063,14520,14716,3100,37750.0,10000000.0
2010-08-16,14536,14636,13916,14229,15190,36500.0,10000000.0
2010-08-17,14362,14362,14028,14307,2390,36700.0,10000000.0
2010-08-18,14012,14403,13621,13722,38510,35200.0,10000000.0
2010-08-19,13797,13797,13424,13663,11790,35050.0,10000000.0
2010-08-20,13700,13700,13487,13683,4791,35100.0,10000000.0
2010-08-23,13463,13720,13346,13546,7980,34750.0,10000000.0
2010-08-24,13446,13620,13368,13507,5440,34650.0,10000000.0
2010-08-25,13370,13544,13214,13410,4180,34400.0,10000000.0
2010-08-26,13407,13485,13212,13390,4211,34350.0,10000000.0
2010-08-27,13134,13542,12882,13390,13122,34350.0,10000000.0
2010-08-30,13056,13542,13056,13507,389,34650.0,10000000.0
2010-08-31,13505,13505,13331,13449,360,34500.0,10000000.0
2010-09-01,13449,13527,12941,13176,9680,33800.0,10000000.0
2010-09-02,13252,13464,12922,13118,5350,33650.0,10000000.0
2010-09-03,13098,13115,12885,13020,8463,33400.0,10000000.0
2010-09-06,12941,13254,12863,13020,7891,33400.0,10000000.0
2010-09-07,12978,12996,12783,13001,8980,33350.0,10000000.0
2010-09-08,12998,13137,12924,13137,3990,33700.0,10000000.0
2010-09-09,13175,13505,13058,13293,3250,34100.0,10000000.0
2010-09-10,13642,13642,12995,13312,3350,34150.0,10000000.0
2010-09-13,13310,13310,12941,13215,4500,33900.0,10000000.0
2010-09-14,12941,13349,12941,13059,3490,33500.0,10000000.0
2010-09-15,12900,13230,12861,13118,5210,33650.0,10000000.0
2010-09-16,12941,13137,12863,13137,6410,33700.0,10000000.0
2010-09-17,12981,13115,12863,12981,7000,33300.0,10000000.0
2010-09-20,12921,13368,12900,13312,12630,34150.0,10000000.0
2010-09-24,12998,13254,12885,13098,9150,33600.0,10000000.0
2010-09-27,13036,13644,13036,13566,4970,34800.0,10000000.0
2010-09-28,13563,13563,13190,13429,4770,34450.0,10000000.0
2010-09-29,13076,13410,13059,13059,3091,33500.0,10000000.0
2010-09-30,12995,13308,12995,13157,730,33750.0,10000000.0
2010-10-01,12958,13410,12958,13371,13220,34300.0,10000000.0
2010-10-04,13253,13488,13231,13410,3340,34400.0,10000000.0
2010-10-05,13115,13466,13115,13293,1350,34100.0,10000000.0
2010-10-06,13134,13347,13134,13312,7860,34150.0,10000000.0
2010-10-07,13212,13407,13212,13390,2410,34350.0,10000000.0
2010-10-08,13251,13407,13134,13351,4170,34250.0,10000000.0
2010-10-11,13427,13427,13192,13371,3650,34300.0,10000000.0
2010-10-12,13369,13408,13112,13235,5122,33950.0,10000000.0
2010-10-13,13331,14108,13175,13527,12250,34700.0,10000000.0
2010-10-14,13524,13581,13268,13546,4332,34750.0,10000000.0
2010-10-15,13329,13563,13329,13468,4290,34550.0,10000000.0
2010-10-18,13253,13488,13136,13410,7990,34400.0,10000000.0
2010-10-19,13409,13487,13136,13488,6140,34600.0,10000000.0
2010-10-20,13466,13527,13253,13410,8430,34400.0,10000000.0
2010-10-21,13407,13464,13268,13429,3910,34450.0,10000000.0
2010-10-22,13427,13427,13409,13410,370,34400.0,10000000.0
2010-10-25,13370,13449,13292,13410,1440,34400.0,10000000.0
2010-10-26,13407,13620,13307,13624,10090,34950.0,10000000.0
2010-10-27,13604,13721,13583,13644,12651,35000.0,10000000.0
2010-10-28,13721,13739,13487,13644,5461,35000.0,10000000.0
2010-10-29,13485,15551,13485,14813,81890,38000.0,10000000.0
2010-11-01,14792,15357,14185,15184,32374,38950.0,10000000.0
2010-11-02,15138,15373,14730,14774,17772,37900.0,10000000.0
2010-11-03,14808,15177,14652,14852,15834,38100.0,10000000.0
2010-11-04,14986,15767,14851,15008,92280,38500.0,10000000.0
2010-11-05,14812,15203,14638,15125,19335,38800.0,10000000.0
2010-11-08,15201,16703,15201,15866,58520,40700.0,10000000.0
2010-11-09,15906,16487,15593,16275,38871,41750.0,10000000.0
2010-11-10,16447,18669,16447,17893,172870,45900.0,10000000.0
2010-11-11,18316,18706,17283,17795,85890,45650.0,10000000.0
2010-11-12,18185,18185,16566,16957,65040,43500.0,10000000.0
2010-11-15,16955,17988,16760,17776,41610,45600.0,10000000.0
2010-11-16,17539,17773,16584,16762,35380,43000.0,10000000.0
2010-11-17,17111,17111,16447,16938,15530,43450.0,10000000.0
2010-11-18,17461,17461,16623,16723,29421,42900.0,10000000.0
2010-11-19,16760,17815,16721,17503,26160,44900.0,10000000.0
2010-11-22,17540,19724,17540,19160,178463,49150.0,10000000.0
2010-11-23,19155,19215,18317,18322,59769,47000.0,10000000.0
2010-11-24,16272,18199,16211,17640,25561,45250.0,10000000.0
2010-11-25,17464,18124,17152,17152,9039,44000.0,10000000.0
2010-11-26,17539,17578,16367,16801,37421,43100.0,10000000.0
2010-11-29,16448,17872,16448,17464,23902,44800.0,10000000.0
2010-11-30,17423,17870,16993,17172,15730,44050.0,10000000.0
2010-12-01,17229,18553,17168,17620,14301,45200.0,10000000.0
2010-12-02,18472,18511,17656,17873,8771,45850.0,10000000.0
2010-12-03,18004,18199,17461,17601,15321,45150.0,10000000.0
2010-12-06,17579,18122,17071,17328,9771,44450.0,10000000.0
2010-12-07,17307,17324,16742,16860,9300,43250.0,10000000.0
2010-12-08,17597,17597,15631,16860,10530,43250.0,10000000.0
2010-12-09,16857,16857,16367,16762,3030,43000.0,10000000.0
2010-12-10,16173,17110,15978,16178,15559,41500.0,10000000.0
2010-12-13,16175,16448,16097,16314,4194,41850.0,10000000.0
2010-12-14,16313,16722,15397,15437,26750,39600.0,10000000.0
2010-12-15,15437,15979,15181,15320,13620,39300.0,10000000.0
2010-12-16,15084,15319,14498,14716,21571,37750.0,10000000.0
2010-12-17,14713,14848,14167,14618,14840,37500.0,10000000.0
2010-12-20,14614,15161,14223,14579,15180,37400.0,10000000.0
2010-12-21,14811,15727,14577,15398,11810,39500.0,10000000.0
2010-12-22,15611,15789,15007,15203,14580,39000.0,10000000.0
2010-12-23,15513,16524,15200,16217,15660,41600.0,10000000.0
2010-12-24,16329,18317,16212,18049,57970,46300.0,10000000.0
2010-12-27,18240,19100,18184,18575,30319,47650.0,10000000.0
2010-12-28,18161,18960,17597,17971,25140,46100.0,10000000.0
2010-12-29,18006,18787,18006,18614,27840,47750.0,10000000.0
2010-12-30,18356,19684,18356,19199,35611,49250.0,10000000.0
2011-01-03,19374,21714,19374,21012,80440,53900.0,10000000.0
2011-01-04,21323,21635,20424,21362,39257,54800.0,10000000.0
2011-01-05,20737,21753,20737,21128,15660,54200.0,10000000.0
2011-01-06,20774,21633,19685,20193,53030,51800.0,10000000.0
2011-01-07,20188,20423,19880,20115,12700,51600.0,10000000.0
2011-01-10,19763,20384,19646,19842,6742,50900.0,10000000.0
2011-01-11,20268,20268,18515,19179,26650,49200.0,10000000.0
2011-01-12,19491,19491,18732,19218,5343,49300.0,10000000.0
2011-01-13,19257,19882,18710,19140,7690,49100.0,10000000.0
2011-01-14,18632,19353,18632,19140,4650,49100.0,10000000.0
2011-01-17,19803,19803,18770,19608,8450,50300.0,10000000.0
2011-01-18,19490,19686,18553,19647,6380,50400.0,10000000.0
2011-01-19,19764,19764,18943,19686,3009,50500.0,10000000.0
2011-01-20,19763,20033,19529,19842,13269,50900.0,10000000.0
2011-01-21,19840,20812,19566,20700,13350,53100.0,10000000.0
2011-01-24,20694,21241,20265,20856,11714,53500.0,10000000.0
2011-01-25,21085,21203,19488,20700,6944,53100.0,10000000.0
2011-01-26,20696,20696,19411,20115,19040,51600.0,10000000.0
2011-01-27,20112,21362,19530,21167,38268,54300.0,10000000.0
2011-01-28,21437,23659,21046,22805,115832,58500.0,10000000.0
2011-01-31,22527,22996,21867,22454,39255,57600.0,10000000.0
2011-02-01,22997,22997,21478,22064,27486,56600.0,10000000.0
2011-02-07,22411,22489,21517,22025,16750,56500.0,10000000.0
2011-02-08,21672,22332,21672,22337,16910,57300.0,10000000.0
2011-02-09,22019,22996,22019,22532,7920,57800.0,10000000.0
2011-02-10,21942,22606,21751,22220,6442,57000.0,10000000.0
2011-02-11,22568,22568,21674,21674,5370,55600.0,10000000.0
2011-02-14,21360,22332,21086,22337,7740,57300.0,10000000.0
2011-02-15,22840,22840,21828,22376,1080,57400.0,10000000.0
2011-02-16,22605,22605,21789,22454,620,57600.0,10000000.0
2011-02-17,22528,22919,21517,21869,3523,56100.0,10000000.0
2011-02-18,22607,22607,20892,21830,11163,56000.0,10000000.0
2011-02-21,21280,21940,19991,20856,25970,53500.0,10000000.0
2011-02-22,20656,20812,20500,20661,22660,53000.0,10000000.0
2011-02-23,20656,20812,20617,20661,4150,53000.0,10000000.0
2011-02-24,20305,20656,20266,20427,2293,52400.0,10000000.0
2011-02-25,20539,20656,20226,20622,7640,52900.0,10000000.0
2011-02-28,20617,20617,20148,20427,3030,52400.0,10000000.0
2011-03-02,20734,20734,20227,20427,5121,52400.0,10000000.0
2011-03-03,19954,20423,18904,19043,42680,48850.0,10000000.0
2011-03-04,19077,21830,19038,19881,37459,51000.0,10000000.0
2011-03-07,19841,20072,19646,19881,4523,51000.0,10000000.0
2011-03-08,20070,20578,19840,20583,5130,52800.0,10000000.0
2011-03-09,20890,20929,20343,20661,2580,53000.0,10000000.0
2011-03-10,20929,20929,19879,20583,2780,52800.0,10000000.0
2011-03-11,20305,20500,19801,20505,1830,52600.0,10000000.0
2011-03-14,19881,19881,19099,19842,25470,50900.0,10000000.0
2011-03-15,20109,20109,18494,18712,20845,48000.0,10000000.0
2011-03-16,18709,19038,18418,18848,8570,48350.0,10000000.0
2011-03-17,18902,18902,18121,18556,4240,47600.0,10000000.0
2011-03-18,18121,19193,18121,18790,5240,48200.0,10000000.0
2011-03-21,18942,18942,18395,18400,1250,47200.0,10000000.0
2011-03-22,18498,19062,18398,19023,780,48800.0,10000000.0
2011-03-23,18745,19193,18706,18867,3705,48400.0,10000000.0
2011-03-24,17581,19022,17581,18458,16678,47350.0,10000000.0
2011-03-25,18455,18707,18338,18634,1380,47800.0,10000000.0
2011-03-28,18514,18709,18397,18614,1600,47750.0,10000000.0
2011-03-29,18224,19296,18224,19101,6320,49000.0,10000000.0
2011-03-30,20463,20463,18709,18731,7300,48050.0,10000000.0
2011-03-31,20226,20226,18863,18867,1950,48400.0,10000000.0
2011-04-01,19765,19765,18962,19179,160,49200.0,10000000.0
2011-04-04,19489,19489,18886,19238,2570,49350.0,10000000.0
2011-04-05,18749,19101,18515,19023,7400,48800.0,10000000.0
2011-04-06,18729,19410,18551,18595,4060,47700.0,10000000.0
2011-04-07,18690,18690,18299,18478,6960,47400.0,10000000.0
2011-04-08,18162,19100,18123,18692,9070,47950.0,10000000.0
2011-04-11,18591,18982,18535,18848,690,48350.0,10000000.0
2011-04-12,18513,18847,18240,18848,1380,48350.0,10000000.0
2011-04-13,18512,18769,18122,18205,8150,46700.0,10000000.0
2011-04-14,18317,18317,17870,18283,840,46900.0,10000000.0
2011-04-15,17753,18708,17753,18205,4470,46700.0,10000000.0
2011-04-18,18652,18652,17775,18088,3220,46400.0,10000000.0
2011-04-19,17735,17926,17227,17328,8337,44450.0,10000000.0
2011-04-20,17385,17676,15671,17542,11680,45000.0,10000000.0
2011-04-21,18472,18472,17226,17795,6000,45650.0,10000000.0
2011-04-22,18162,18162,17207,17815,13640,45700.0,10000000.0
2011-04-25,17071,18395,17071,18400,8380,47200.0,10000000.0
2011-04-26,17926,18495,17735,18400,3510,47200.0,10000000.0
2011-04-27,17926,19294,17926,18283,6950,46900.0,10000000.0
2011-04-28,18690,18690,17306,18283,1710,46900.0,10000000.0
2011-04-29,18512,18512,17557,18517,2150,47500.0,10000000.0
2011-05-02,17852,19137,17852,18517,5080,47500.0,10000000.0
2011-05-03,18005,18552,17580,18010,5710,46200.0,10000000.0
2011-05-04,18004,18278,18004,18283,20,46900.0,10000000.0
2011-05-06,18163,18163,18146,18146,300,46550.0,10000000.0
2011-05-09,17501,18239,17479,18205,800,46700.0,10000000.0
2011-05-11,18181,18181,17382,17873,1250,45850.0,10000000.0
2011-05-12,18028,18028,17229,17542,2550,45000.0,10000000.0
2011-05-13,17540,18513,17540,18127,8359,46500.0,10000000.0
2011-05-16,18122,18122,17440,18127,1170,46500.0,10000000.0
2011-05-17,18162,20736,18162,19569,52570,50200.0,10000000.0
2011-05-18,20189,20189,18418,19569,25280,50200.0,10000000.0
2011-05-19,19567,19606,18629,19316,24600,49550.0,10000000.0
2011-05-20,19685,19685,18357,18809,33761,48250.0,10000000.0
2011-05-23,19099,19099,17597,18166,7600,46600.0,10000000.0
2011-05-24,18162,18223,17385,17737,4180,45500.0,10000000.0
2011-05-25,17542,17698,17169,17308,12665,44400.0,10000000.0
2011-05-26,17343,18181,15668,17834,12760,45750.0,10000000.0
2011-05-27,18395,18395,17128,17250,10729,44250.0,10000000.0
2011-05-30,17191,17404,16410,17074,12600,43800.0,10000000.0
2011-05-31,17422,17422,16367,16684,9272,42800.0,10000000.0
2011-06-01,16900,17482,15845,17074,9240,43800.0,10000000.0
2011-06-02,17035,17052,16449,17035,3821,43700.0,10000000.0
2011-06-03,17110,19528,16681,18283,15840,46900.0,10000000.0
2011-06-07,17581,18475,17581,18458,2620,47350.0,10000000.0
2011-06-08,18317,18495,17926,18478,4250,47400.0,10000000.0
2011-06-09,18004,18707,18004,18439,1130,47300.0,10000000.0
2011-06-10,18707,19193,18238,18712,10861,48000.0,10000000.0
2011-06-13,18709,19334,18631,18692,1200,47950.0,10000000.0
2011-06-14,18693,19062,18537,19023,770,48800.0,10000000.0
2011-06-15,19294,19294,18708,19160,3520,49150.0,10000000.0
2011-06-16,18849,19140,18710,18984,870,48700.0,10000000.0
2011-06-17,18786,19216,18474,19082,5300,48950.0,10000000.0
2011-06-20,19140,19179,18771,19140,2660,49100.0,10000000.0
2011-06-21,18732,19140,18693,18906,964,48500.0,10000000.0
2011-06-22,18710,18905,18263,18263,23222,46850.0,10000000.0
2011-06-23,18263,18497,18085,18302,2550,46950.0,10000000.0
2011-06-24,18514,18514,18145,18302,3360,46950.0,10000000.0
2011-06-27,18044,18395,17948,18127,5901,46500.0,10000000.0
2011-06-28,18122,18239,17927,18088,8530,46400.0,10000000.0
2011-06-29,18825,18825,17927,18088,9900,46400.0,10000000.0
2011-06-30,18044,18261,17966,18205,4260,46700.0,10000000.0
2011-07-01,18319,18983,18084,18458,5760,47350.0,10000000.0
2011-07-04,18472,18767,18043,18751,2040,48100.0,10000000.0
2011-07-05,19118,19196,18732,19179,4168,49200.0,10000000.0
2011-07-06,19430,19430,19039,19374,3240,49700.0,10000000.0
2011-07-07,19451,20541,19295,19725,22290,50600.0,10000000.0
2011-07-08,20072,20189,19764,19764,5300,50700.0,10000000.0
2011-07-11,20305,20305,19841,20271,1460,52000.0,10000000.0
2011-07-12,19880,20227,19489,20193,2210,51800.0,10000000.0
2011-07-13,21636,21714,20230,21012,21060,53900.0,10000000.0
2011-07-14,21011,21441,20737,21051,5438,54000.0,10000000.0
2011-07-15,21048,21712,20149,20154,11610,51700.0,10000000.0
2011-07-18,20266,20813,20071,20232,1310,51900.0,10000000.0
2011-07-19,20266,20461,19875,20271,1142,52000.0,10000000.0
2011-07-20,20267,20267,19490,19764,5581,50700.0,10000000.0
2011-07-21,20228,20228,19117,19764,6720,50700.0,10000000.0
2011-07-22,20423,20423,18904,19842,14070,50900.0,10000000.0
2011-07-25,19843,20620,19196,19218,4723,49300.0,10000000.0
2011-07-26,19255,20930,19255,20115,23110,51600.0,10000000.0
2011-07-27,20227,20227,19880,20154,680,51700.0,10000000.0
2011-07-28,19880,20266,19763,20154,9060,51700.0,10000000.0
2011-07-29,20071,22215,20071,20271,32790,52000.0,10000000.0
2011-08-01,21008,21281,20422,20622,11280,52900.0,10000000.0
2011-08-02,20617,20617,20109,20544,2310,52700.0,10000000.0
2011-08-03,19881,20501,19803,19803,9890,50800.0,10000000.0
2011-08-04,19916,20775,19764,19764,880,50700.0,10000000.0
2011-08-05,17926,20617,17926,20622,4430,52900.0,10000000.0
2011-08-08,20463,21206,18709,19413,9240,49800.0,10000000.0
2011-08-09,20034,20034,17442,19413,5980,49800.0,10000000.0
2011-08-10,19881,20424,18709,19491,3600,50000.0,10000000.0
2011-08-11,19491,19491,18748,19491,1440,50000.0,10000000.0
2011-08-12,20541,20541,19490,19803,2080,50800.0,10000000.0
2011-08-16,20619,20658,19803,19803,4990,50800.0,10000000.0
2011-08-17,20812,22566,20265,20661,190781,53000.0,10000000.0
2011-08-18,20659,21323,20268,21323,74853,54700.0,10000000.0
2011-08-19,20655,21437,20460,20856,47161,53500.0,10000000.0
2011-08-22,20462,20852,19216,20076,65640,51500.0,10000000.0
2011-08-23,19882,20034,19178,19374,46304,49700.0,10000000.0
2011-08-24,19450,20149,19099,20154,14539,51700.0,10000000.0
2011-08-25,20464,21011,19765,21012,26300,53900.0,10000000.0
2011-08-26,22175,23269,21164,22688,51180,58200.0,10000000.0
2011-08-29,24753,24753,22804,22961,37985,58900.0,10000000.0
2011-08-30,23036,23892,22216,23779,32580,61000.0,10000000.0
2011-08-31,23893,23893,22647,23389,26551,60000.0,10000000.0
2011-09-01,23347,23347,22449,22610,12480,58000.0,10000000.0
2011-09-02,22214,22566,21711,22571,12640,57900.0,10000000.0
2011-09-05,22803,22803,21440,21440,5610,55000.0,10000000.0
2011-09-06,21046,21554,20304,20661,24220,53000.0,10000000.0
2011-09-07,22607,22607,20970,21752,1010,55800.0,10000000.0
2011-09-08,21752,22373,20658,21518,4440,55200.0,10000000.0
2011-09-09,22216,22216,20970,22025,4810,56500.0,10000000.0
