천일고속(000650),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-05-28,9631,9715,9589,9631,940,13740.0,1200000.0
2002-05-29,9674,9674,9590,9589,410,13680.0,1200000.0
2002-05-30,9463,9758,9463,9757,1290,13920.0,1200000.0
2002-05-31,9589,9758,9589,9631,240,13740.0,1200000.0
2002-06-03,9547,9673,9547,9672,2490,13800.0,1200000.0
2002-06-04,9505,9632,9421,9547,1400,13620.0,1200000.0
2002-06-05,9547,9631,9505,9631,1860,13740.0,1200000.0
2002-06-07,9758,9758,9463,9547,660,13620.0,1200000.0
2002-06-10,9631,9673,9547,9672,460,13800.0,1200000.0
2002-06-11,9673,9715,9673,9672,600,13800.0,1200000.0
2002-06-12,9380,10011,9380,9841,2180,14040.0,1200000.0
2002-06-14,9632,9927,9632,9925,460,14160.0,1200000.0
2002-06-17,10052,10052,9968,10009,350,14280.0,1200000.0
2002-06-18,9758,9967,9673,9672,932,13800.0,1200000.0
2002-06-19,9589,10347,9589,10093,1850,14400.0,1200000.0
2002-06-20,9926,9926,9758,9757,1410,13920.0,1200000.0
2002-06-21,9674,9967,9252,9252,2280,13200.0,1200000.0
2002-06-24,9253,9422,9085,9210,2060,13140.0,1200000.0
2002-06-25,9128,9843,9085,9210,4030,13140.0,1200000.0
2002-06-26,8832,9842,8832,8873,3030,12660.0,1200000.0
2002-06-27,8875,9085,8875,9084,260,12960.0,1200000.0
2002-06-28,7907,9463,7907,9041,2000,12900.0,1200000.0
2002-07-02,8539,9674,8539,9589,2305,13680.0,1200000.0
2002-07-03,9295,9715,9295,9672,230,13800.0,1200000.0
2002-07-04,9758,10095,9673,10093,3320,14400.0,1200000.0
2002-07-05,10053,11020,9716,10220,3901,14580.0,1200000.0
2002-07-08,10473,10473,9842,10220,1260,14580.0,1200000.0
2002-07-09,9842,10221,9758,10093,970,14400.0,1200000.0
2002-07-10,9884,10136,9758,10093,1250,14400.0,1200000.0
2002-07-11,10432,10432,9927,10220,340,14580.0,1200000.0
2002-07-12,9842,10935,9800,10766,5040,15360.0,1200000.0
2002-07-15,10684,10684,10095,10093,3230,14400.0,1200000.0
2002-07-16,9842,10600,9842,10430,1240,14880.0,1200000.0
2002-07-18,10389,10600,10011,10220,3700,14580.0,1200000.0
2002-07-19,9927,9927,9758,9925,1340,14160.0,1200000.0
2002-07-22,9296,10768,9253,10093,4300,14400.0,1200000.0
2002-07-23,9758,10180,9758,10178,970,14520.0,1200000.0
2002-07-24,9799,10051,9463,9883,2960,14100.0,1200000.0
2002-07-25,9884,10179,9842,10052,4950,14340.0,1200000.0
2002-07-26,10052,10515,9631,9631,1630,13740.0,1200000.0
2002-07-29,9715,10430,9547,9883,4370,14100.0,1200000.0
2002-07-30,9884,10095,9716,9715,647,13860.0,1200000.0
2002-07-31,9758,10810,9758,10598,2990,15120.0,1200000.0
2002-08-01,10431,10431,10010,10009,2270,14280.0,1200000.0
2002-08-02,9842,10053,9674,10052,1770,14340.0,1200000.0
2002-08-05,10011,10011,9716,9715,750,13860.0,1200000.0
2002-08-06,9715,10052,9715,10009,380,14280.0,1200000.0
2002-08-07,9883,10220,9883,9883,360,14100.0,1200000.0
2002-08-08,9885,10180,9842,10178,1310,14520.0,1200000.0
2002-08-09,10180,10180,9674,9968,2500,14220.0,1200000.0
2002-08-12,9758,9968,9505,9841,1020,14040.0,1200000.0
2002-08-13,9716,10557,9716,10093,7240,14400.0,1200000.0
2002-08-14,9715,10304,9715,10261,1240,14640.0,1200000.0
2002-08-16,10220,10431,9884,9925,920,14160.0,1200000.0
2002-08-19,9673,9967,9673,9883,1350,14100.0,1200000.0
2002-08-20,9884,10347,9757,10345,3930,14760.0,1200000.0
2002-08-21,10346,10346,10010,10135,1130,14460.0,1200000.0
2002-08-22,10094,10430,10051,10135,1800,14460.0,1200000.0
2002-08-23,10053,10432,10053,10220,1590,14580.0,1200000.0
2002-08-26,10263,11104,9884,10934,8760,15600.0,1200000.0
2002-08-27,10684,11441,10557,11439,6280,16320.0,1200000.0
2002-08-28,11187,12281,10935,11649,11700,16620.0,1200000.0
2002-08-29,11357,11567,10978,10977,3620,15660.0,1200000.0
2002-08-30,10936,11777,10936,11439,10405,16320.0,1200000.0
2002-09-02,11440,12281,11145,11776,6390,16800.0,1200000.0
2002-09-03,11019,11651,11019,11397,5740,16260.0,1200000.0
2002-09-04,11145,11608,11145,11397,4593,16260.0,1200000.0
2002-09-05,11230,11945,11104,11818,11534,16860.0,1200000.0
2002-09-06,11945,12029,10725,10724,5960,15300.0,1200000.0
2002-09-09,10726,10726,9590,9589,4907,13680.0,1200000.0
2002-09-10,9295,9799,9295,9420,4500,13440.0,1200000.0
2002-09-11,9505,9883,9505,9631,1790,13740.0,1200000.0
2002-09-12,9715,9883,9715,9883,1490,14100.0,1200000.0
2002-09-13,9715,9799,9463,9504,1760,13560.0,1200000.0
2002-09-16,9505,10011,9505,9715,2450,13860.0,1200000.0
2002-09-17,9927,9927,9716,9841,900,14040.0,1200000.0
2002-09-18,9843,9927,9674,9841,380,14040.0,1200000.0
2002-09-19,9674,9758,9505,9757,640,13920.0,1200000.0
2002-09-23,9547,9758,9336,9420,740,13440.0,1200000.0
2002-09-24,9084,9252,9084,9252,560,13200.0,1200000.0
2002-09-25,9505,9505,9084,9168,2050,13080.0,1200000.0
2002-09-26,9463,9463,9000,9252,1660,13200.0,1200000.0
2002-09-27,9042,9252,9042,9252,570,13200.0,1200000.0
2002-09-30,9084,9252,8832,9252,1750,13200.0,1200000.0
2002-10-01,8917,9128,8623,8832,710,12600.0,1200000.0
2002-10-02,9212,9212,9212,9210,10,13140.0,1200000.0
2002-10-04,8749,10095,8749,9841,2030,14040.0,1200000.0
2002-10-07,9336,9463,8874,8915,1080,12720.0,1200000.0
2002-10-08,9128,9591,8833,8832,1750,12600.0,1200000.0
2002-10-09,8831,8915,8790,8915,1490,12720.0,1200000.0
2002-10-10,9000,9000,8664,8748,1320,12480.0,1200000.0
2002-10-11,8790,8874,8411,8411,960,12000.0,1200000.0
2002-10-14,8344,8790,8344,8789,1950,12540.0,1200000.0
2002-10-15,8538,8874,8538,8873,150,12660.0,1200000.0
2002-10-16,8958,9210,8915,9125,1630,13020.0,1200000.0
2002-10-17,8706,8874,8495,8873,180,12660.0,1200000.0
2002-10-18,8875,9253,8707,9210,1950,13140.0,1200000.0
2002-10-21,9212,9212,9212,9210,0,13140.0,1200000.0
2002-10-22,9212,9212,8833,8958,1550,12780.0,1200000.0
2002-10-23,8959,9000,8916,9000,1130,12840.0,1200000.0
2002-10-24,8917,9085,8917,9084,510,12960.0,1200000.0
2002-10-25,9085,9085,9085,9084,910,12960.0,1200000.0
2002-10-28,9084,9252,9084,9252,67,13200.0,1200000.0
2002-10-29,9252,9252,9000,9000,470,12840.0,1200000.0
2002-10-30,9168,9168,8915,8915,490,12720.0,1200000.0
2002-10-31,9042,9042,9042,9041,10,12900.0,1200000.0
2002-11-01,8915,8958,8747,8915,670,12720.0,1200000.0
2002-11-04,8915,8915,8915,8915,0,12720.0,1200000.0
2002-11-05,9000,9000,9000,9000,50,12840.0,1200000.0
2002-11-06,9000,9000,9000,9000,0,12840.0,1200000.0
2002-11-07,9210,9210,8831,9125,50,13020.0,1200000.0
2002-11-08,9126,9126,9126,9125,30,13020.0,1200000.0
2002-11-11,9126,9126,9126,9125,0,13020.0,1200000.0
2002-11-12,9085,9085,9085,9084,0,12960.0,1200000.0
2002-11-13,9085,9085,9085,9084,430,12960.0,1200000.0
2002-11-14,8833,9085,8833,9084,180,12960.0,1200000.0
2002-11-15,9001,9085,8917,9084,340,12960.0,1200000.0
2002-11-18,8958,9042,8958,9041,40,12900.0,1200000.0
2002-11-19,9211,9211,9168,9168,650,13080.0,1200000.0
2002-11-20,8833,9085,8833,9084,210,12960.0,1200000.0
2002-11-21,8915,9084,8915,8915,500,12720.0,1200000.0
2002-11-22,9085,9085,9085,9084,110,12960.0,1200000.0
2002-11-25,9168,9168,9168,9168,60,13080.0,1200000.0
2002-11-26,8916,9168,8832,9168,310,13080.0,1200000.0
2002-11-27,9084,9168,9084,9168,50,13080.0,1200000.0
2002-11-28,9043,9168,8832,9168,5200,13080.0,1200000.0
2002-11-29,9084,9168,8959,9168,240,13080.0,1200000.0
2002-12-02,9168,9168,9000,9000,3130,12840.0,1200000.0
2002-12-03,8959,9211,8917,9084,1900,12960.0,1200000.0
2002-12-04,8959,9043,8916,9000,860,12840.0,1200000.0
2002-12-05,9000,9168,9000,9168,980,13080.0,1200000.0
2002-12-06,9043,9043,9000,9000,1721,12840.0,1200000.0
2002-12-09,9000,9000,9000,9000,650,12840.0,1200000.0
2002-12-10,8916,9168,8916,9168,60,13080.0,1200000.0
2002-12-11,9169,9169,8917,9084,910,12960.0,1200000.0
2002-12-12,8917,9085,8917,9084,160,12960.0,1200000.0
2002-12-13,9000,9126,9000,9125,890,13020.0,1200000.0
2002-12-16,9000,9589,8958,9252,5160,13200.0,1200000.0
2002-12-17,9126,9505,9084,9252,2760,13200.0,1200000.0
2002-12-18,9252,9336,9084,9252,1031,13200.0,1200000.0
2002-12-20,9253,9296,9128,9210,290,13140.0,1200000.0
2002-12-23,9211,9211,8959,9084,550,12960.0,1200000.0
2002-12-24,9001,9001,8833,8958,1550,12780.0,1200000.0
2002-12-26,8958,9042,8916,9041,193,12900.0,1200000.0
2002-12-27,9042,9443,9042,9443,270,12720.0,1200000.0
2002-12-30,9177,9177,8954,9131,130,12300.0,1200000.0
2003-01-02,9266,9266,8580,8846,950,11916.0,1200000.0
2003-01-03,8953,9042,8757,9041,1300,12180.0,1200000.0
2003-01-06,8909,9042,8748,9041,180,12180.0,1200000.0
2003-01-07,8820,9087,8820,8953,720,12060.0,1200000.0
2003-01-08,8910,8910,8910,8908,0,12000.0,1200000.0
2003-01-09,8909,8909,7955,8730,610,11760.0,1200000.0
2003-01-10,8954,8954,8731,8820,680,11880.0,1200000.0
2003-01-13,8803,8910,8731,8908,1180,12000.0,1200000.0
2003-01-14,8776,8883,8776,8882,510,11964.0,1200000.0
2003-01-15,8900,8900,8731,8820,210,11880.0,1200000.0
2003-01-16,8339,8793,8339,8792,770,11844.0,1200000.0
2003-01-17,8331,8731,8331,8721,180,11748.0,1200000.0
2003-01-20,8713,8767,8339,8766,280,11808.0,1200000.0
2003-01-21,8481,8730,8481,8730,210,11760.0,1200000.0
2003-01-22,8643,8643,8375,8615,1580,11604.0,1200000.0
2003-01-23,8536,8536,8500,8499,120,11448.0,1200000.0
2003-01-24,8499,8686,8374,8685,510,11700.0,1200000.0
2003-01-27,8374,8552,8374,8551,70,11520.0,1200000.0
2003-01-28,8375,8456,8313,8454,60,11388.0,1200000.0
2003-01-29,8240,8445,8222,8347,360,11244.0,1200000.0
2003-01-30,8347,8455,7635,8364,270,11268.0,1200000.0
2003-02-03,8356,8356,8018,8347,320,11244.0,1200000.0
2003-02-04,8321,8321,8321,8320,0,11208.0,1200000.0
2003-02-05,8035,8258,8035,8258,150,11124.0,1200000.0
2003-02-06,8445,8445,8445,8445,10,11376.0,1200000.0
2003-02-07,8019,8251,7315,7572,1620,10200.0,1200000.0
2003-02-10,7876,7876,7574,7581,820,10212.0,1200000.0
2003-02-11,7590,7688,7573,7688,2170,10356.0,1200000.0
2003-02-12,7670,7670,7341,7402,530,9972.0,1200000.0
2003-02-13,7652,7652,7341,7483,60,10080.0,1200000.0
2003-02-14,6869,7476,6869,7456,1990,10044.0,1200000.0
2003-02-17,7235,7458,7235,7456,1010,10044.0,1200000.0
2003-02-18,7662,7662,7367,7483,320,10080.0,1200000.0
2003-02-19,7475,7483,7242,7242,805,9756.0,1200000.0
2003-02-20,7465,7465,7394,7402,230,9972.0,1200000.0
2003-02-21,7698,7698,7128,7599,110,10236.0,1200000.0
2003-02-24,7618,7618,7351,7617,80,10260.0,1200000.0
2003-02-25,7608,7608,7608,7607,0,10248.0,1200000.0
2003-02-26,7047,7483,7047,7483,140,10080.0,1200000.0
2003-02-27,7653,8010,7653,8009,560,10788.0,1200000.0
2003-02-28,7519,7519,7510,7509,170,10116.0,1200000.0
2003-03-03,7395,7582,7395,7581,260,10212.0,1200000.0
2003-03-04,7787,7787,7787,7786,10,10488.0,1200000.0
2003-03-05,7190,7510,7190,7509,110,10116.0,1200000.0
2003-03-06,7162,7465,7145,7465,110,10056.0,1200000.0
2003-03-07,7750,7750,7563,7563,1750,10188.0,1200000.0
2003-03-10,6799,7146,6504,7145,1690,9624.0,1200000.0
2003-03-11,7039,7039,6451,6450,940,8688.0,1200000.0
2003-03-12,7198,7198,5836,5968,1400,8040.0,1200000.0
2003-03-13,6058,6058,5702,5880,1270,7920.0,1200000.0
2003-03-14,6593,6593,5880,6280,4150,8460.0,1200000.0
2003-03-17,6451,6451,6451,6450,20,8688.0,1200000.0
2003-03-18,6424,6433,5961,6370,5620,8580.0,1200000.0
2003-03-19,6673,6673,6068,6414,3930,8640.0,1200000.0
2003-03-20,6503,6672,6503,6672,5636,8988.0,1200000.0
2003-03-21,6575,6664,6290,6663,6240,8976.0,1200000.0
2003-03-24,6309,6504,6309,6352,5430,8556.0,1200000.0
2003-03-25,6014,6237,6014,6049,890,8148.0,1200000.0
2003-03-26,6485,6485,6236,6235,6070,8400.0,1200000.0
2003-03-27,6371,6371,6371,6370,4000,8580.0,1200000.0
2003-03-28,6120,6405,6120,6404,6180,8628.0,1200000.0
2003-03-31,6104,6397,6104,6396,20,9133.0,1272000.0
2003-04-01,6298,6414,5790,6404,100,9146.0,1272000.0
2003-04-02,6111,6361,6111,6360,60,9082.0,1272000.0
2003-04-03,6236,6245,6227,6235,462,8904.0,1272000.0
2003-04-04,6157,6415,5978,6414,399,9158.0,1272000.0
2003-04-07,6682,7367,6370,7367,1370,10519.0,1272000.0
2003-04-08,6565,6975,6565,6832,470,9756.0,1272000.0
2003-04-09,6744,6833,6726,6832,350,9756.0,1272000.0
2003-04-10,6736,6941,6736,6940,60,9909.0,1272000.0
2003-04-11,6531,7608,6531,7607,450,10863.0,1272000.0
2003-04-14,7136,7394,7109,7340,190,10481.0,1272000.0
2003-04-15,7270,7305,7172,7278,1310,10392.0,1272000.0
2003-04-16,7271,7796,7128,7251,231,10354.0,1272000.0
2003-04-17,7253,7466,7253,7438,1030,10621.0,1272000.0
2003-04-18,7217,7413,6950,7046,2763,10062.0,1272000.0
2003-04-21,7048,7181,6958,7127,2220,10176.0,1272000.0
2003-04-22,7217,7217,7208,7207,300,10290.0,1272000.0
2003-04-23,7146,7235,6950,7225,780,10316.0,1272000.0
2003-04-24,7225,7260,7083,7260,110,10367.0,1272000.0
2003-04-25,7084,7084,6781,6860,682,9794.0,1272000.0
2003-04-28,6727,7039,6718,6717,712,9591.0,1272000.0
2003-04-29,7110,7128,6771,7127,70,10176.0,1272000.0
2003-04-30,7048,7128,7004,7002,150,9998.0,1272000.0
2003-05-02,7706,7706,7483,7483,110,10685.0,1272000.0
2003-05-06,7394,7394,7216,7215,20,10303.0,1272000.0
2003-05-07,7394,7394,7216,7260,140,10367.0,1272000.0
2003-05-09,7074,7208,7074,7207,150,10290.0,1272000.0
2003-05-12,7127,7367,7127,7367,2010,10519.0,1272000.0
2003-05-13,7376,7376,7136,7340,878,10481.0,1272000.0
2003-05-14,7377,7377,6691,6779,2580,9680.0,1272000.0
2003-05-15,6788,7742,6788,7340,3760,10481.0,1272000.0
2003-05-16,6967,6967,6949,6948,320,9922.0,1272000.0
2003-05-19,6771,7458,6771,7438,6940,10621.0,1272000.0
2003-05-20,6833,7234,6833,6993,1332,9985.0,1272000.0
2003-05-21,6833,7162,6824,7162,3490,10227.0,1272000.0
2003-05-22,6860,7038,6860,6948,5126,9922.0,1272000.0
2003-05-23,6949,6949,6949,6948,80,9922.0,1272000.0
2003-05-26,6950,7084,6950,7082,4650,10112.0,1272000.0
2003-05-27,7047,7198,7038,7153,930,10214.0,1272000.0
2003-05-28,7083,7083,6913,6912,123,9871.0,1272000.0
2003-05-29,6770,6904,6717,6894,9300,9845.0,1272000.0
2003-05-30,6799,7012,6771,6860,2440,9794.0,1272000.0
2003-06-02,6949,7029,6860,6993,1280,9985.0,1272000.0
2003-06-03,6914,6914,6896,6904,390,9858.0,1272000.0
2003-06-04,6949,6949,6949,6948,20,9922.0,1272000.0
2003-06-05,6843,6843,6834,6842,1185,9769.0,1272000.0
2003-06-09,6861,6950,6861,6860,430,9794.0,1272000.0
2003-06-10,6869,6869,6770,6770,230,9667.0,1272000.0
2003-06-11,6913,6913,6788,6788,330,9693.0,1272000.0
2003-06-12,6958,6958,6834,6904,170,9858.0,1272000.0
2003-06-13,6905,6905,6905,6904,40,9858.0,1272000.0
2003-06-16,6861,6861,6771,6860,270,9794.0,1272000.0
2003-06-17,6861,6914,6753,6860,1280,9794.0,1272000.0
2003-06-18,6861,6861,6861,6860,0,9794.0,1272000.0
2003-06-19,6949,6985,6949,6948,3330,9922.0,1272000.0
2003-06-20,7038,7038,7038,7037,20,10049.0,1272000.0
2003-06-23,6860,6860,6851,6850,340,9782.0,1272000.0
2003-06-24,6424,6763,6424,6761,620,9654.0,1272000.0
2003-06-25,6763,6763,6683,6743,4750,9629.0,1272000.0
2003-06-26,6744,6806,6744,6806,200,9718.0,1272000.0
2003-06-27,6709,6861,6638,6860,4950,9794.0,1272000.0
2003-06-30,7884,7884,7020,7019,34633,10023.0,1272000.0
2003-07-01,6993,7216,6798,7215,5020,10303.0,1272000.0
2003-07-02,6895,7083,6895,7037,3320,10049.0,1272000.0
2003-07-03,6708,7172,6708,6948,3820,9922.0,1272000.0
2003-07-04,6815,6869,6788,6868,1390,9807.0,1272000.0
2003-07-07,6781,6879,6781,6877,820,9820.0,1272000.0
2003-07-08,6950,6950,6861,6860,1270,9794.0,1272000.0
2003-07-09,6860,7127,6798,6912,940,9871.0,1272000.0
2003-07-10,6824,6949,6824,6948,330,9922.0,1272000.0
2003-07-11,6851,6851,6851,6850,260,9782.0,1272000.0
2003-07-14,7029,7029,6788,6788,520,9693.0,1272000.0
2003-07-15,6771,6799,6771,6797,80,9705.0,1272000.0
2003-07-16,6799,6941,6771,6940,30,9909.0,1272000.0
2003-07-18,6860,7011,6833,7011,870,10011.0,1272000.0
2003-07-21,7136,7136,6780,6806,1130,9718.0,1272000.0
2003-07-22,6806,6806,6806,6806,0,9718.0,1272000.0
2003-07-23,6806,6806,6806,6806,0,,
2003-07-24,6833,7047,6700,7019,910,10023.0,1272000.0
2003-07-25,6860,7100,6690,6690,160,9553.0,1272000.0
2003-07-28,6726,6726,6726,6725,0,9604.0,1272000.0
2003-07-29,6780,7011,6744,6948,80,9922.0,1272000.0
2003-07-30,6682,6975,6682,6975,20,9960.0,1272000.0
2003-07-31,6781,6781,6781,6779,30,9680.0,1272000.0
2003-08-01,6781,6941,6781,6940,110,9909.0,1272000.0
2003-08-04,6468,6941,6468,6940,30,9909.0,1272000.0
2003-08-05,6683,6852,6683,6824,400,9744.0,1272000.0
2003-08-06,6683,6683,6683,6681,22,9540.0,1272000.0
2003-08-07,6683,6683,6683,6681,40,9540.0,1272000.0
2003-08-08,6770,6770,6503,6752,1160,9642.0,1272000.0
2003-08-11,6806,6806,6806,6806,150,9718.0,1272000.0
2003-08-12,6806,6806,6806,6806,30,9718.0,1272000.0
2003-08-13,6594,7084,6594,7082,610,10112.0,1272000.0
2003-08-14,7038,7198,6993,6993,1450,9985.0,1272000.0
2003-08-18,6949,6949,6949,6948,0,9922.0,1272000.0
2003-08-19,6504,7030,6504,6940,460,9909.0,1272000.0
2003-08-20,6833,6833,6682,6690,160,9553.0,1272000.0
2003-08-21,6975,6975,6975,6975,10,9960.0,1272000.0
2003-08-22,6968,6968,6968,6966,0,9947.0,1272000.0
2003-08-25,6968,6968,6968,6966,0,9947.0,1272000.0
2003-08-26,7110,7110,7110,7109,10,10151.0,1272000.0
2003-08-27,7092,7092,7092,7091,0,10125.0,1272000.0
2003-08-28,7092,7092,7092,7091,0,10125.0,1272000.0
2003-08-29,6700,6949,6700,6948,50,9922.0,1272000.0
2003-09-01,6799,6799,6799,6797,200,9705.0,1272000.0
2003-09-02,6762,6762,6601,6601,50,9426.0,1272000.0
2003-09-03,6548,6745,6522,6743,2270,9629.0,1272000.0
2003-09-04,6672,6672,6672,6672,0,9527.0,1272000.0
2003-09-05,6514,6594,6514,6592,5950,9413.0,1272000.0
2003-09-08,6548,6727,6548,6717,3050,9591.0,1272000.0
2003-09-09,6709,7261,6504,6743,7700,9629.0,1272000.0
2003-09-15,6745,7208,6611,6860,1020,9794.0,1272000.0
2003-09-16,6752,6922,6601,6627,5915,9464.0,1272000.0
2003-09-17,6638,6638,6638,6637,4420,9476.0,1272000.0
2003-09-18,6986,6986,6986,6984,0,9972.0,1272000.0
2003-09-19,6594,6923,6594,6922,5850,9883.0,1272000.0
2003-09-22,6602,6602,6594,6592,320,9413.0,1272000.0
2003-09-23,6594,6594,6594,6592,5800,9413.0,1272000.0
2003-09-24,6682,6682,6423,6422,130,9171.0,1272000.0
2003-09-25,6414,6967,6414,6547,5380,9349.0,1272000.0
2003-09-26,6495,6895,6495,6894,4520,9845.0,1272000.0
2003-09-29,6789,6789,6371,6370,5420,9095.0,1272000.0
2003-09-30,6683,6683,6683,6681,230,9540.0,1272000.0
2003-10-01,6683,6683,6683,6681,0,9540.0,1272000.0
2003-10-02,6433,6433,6433,6432,10,9184.0,1272000.0
2003-10-06,6433,6433,6433,6432,0,9184.0,1272000.0
2003-10-07,6353,6879,6353,6414,170,9158.0,1272000.0
2003-10-08,6415,6433,6415,6414,1410,9158.0,1272000.0
2003-10-09,6414,6770,6414,6770,200,9667.0,1272000.0
2003-10-10,6503,6503,6503,6503,0,9286.0,1272000.0
2003-10-13,6415,6415,6415,6414,1005,9158.0,1272000.0
2003-10-14,6424,6451,6237,6450,1130,9209.0,1272000.0
2003-10-15,6335,6371,6326,6370,390,9095.0,1272000.0
2003-10-16,6370,6370,6156,6235,410,8904.0,1272000.0
2003-10-17,6619,6619,6085,6360,190,9082.0,1272000.0
2003-10-20,6262,6262,6156,6155,80,8790.0,1272000.0
2003-10-21,6433,6433,6433,6432,10,9184.0,1272000.0
2003-10-22,6389,6389,6076,6307,160,9006.0,1272000.0
2003-10-23,6291,6291,6291,6289,0,8980.0,1272000.0
2003-10-24,6316,6316,5621,6057,830,8650.0,1272000.0
2003-10-27,6058,6058,6058,6057,100,8650.0,1272000.0
2003-10-28,6058,6058,6058,6057,0,8650.0,1272000.0
2003-10-29,5925,6210,5925,6066,790,8662.0,1272000.0
2003-10-30,6068,6068,6068,6066,0,8662.0,1272000.0
2003-10-31,6254,6254,6254,6253,10,8929.0,1272000.0
2003-11-03,6228,6228,6228,6227,0,8891.0,1272000.0
2003-11-04,6058,6309,6058,6307,2160,9006.0,1272000.0
2003-11-05,6255,6255,6246,6245,220,8917.0,1272000.0
2003-11-06,6148,6148,6148,6147,50,8777.0,1272000.0
2003-11-07,6058,6218,6058,6218,60,8879.0,1272000.0
2003-11-10,6184,6184,5667,5880,1790,8395.0,1272000.0
2003-11-11,5881,5881,5881,5880,110,8395.0,1272000.0
2003-11-12,5756,5756,5756,5755,10,8217.0,1272000.0
2003-11-13,5746,5755,5746,5745,2200,8204.0,1272000.0
2003-11-14,5747,5881,5747,5862,2400,8370.0,1272000.0
2003-11-17,5863,5863,5837,5835,820,8332.0,1272000.0
2003-11-18,5837,5961,5711,5960,1150,8510.0,1272000.0
2003-11-19,5845,5845,5756,5755,20,8217.0,1272000.0
2003-11-20,5756,5756,5756,5755,0,8217.0,1272000.0
2003-11-21,5951,5951,5951,5950,0,8497.0,1272000.0
2003-11-24,5943,6130,5783,6129,4440,8751.0,1272000.0
2003-11-25,6013,6013,6013,6013,0,8586.0,1272000.0
2003-11-26,6236,6236,5728,5728,4895,8179.0,1272000.0
2003-11-27,6076,6076,5738,6040,30,8624.0,1272000.0
2003-11-28,5863,6193,5863,6191,5040,8840.0,1272000.0
2003-12-01,6023,6227,6013,6013,1600,8586.0,1272000.0
2003-12-02,6316,6316,6174,6173,4300,8815.0,1272000.0
2003-12-03,6086,6104,6086,6102,250,8713.0,1272000.0
2003-12-04,6014,6255,6014,6227,5610,8891.0,1272000.0
2003-12-05,6014,6130,6014,6129,1500,8751.0,1272000.0
2003-12-08,6013,6138,5969,6137,710,8764.0,1272000.0
2003-12-09,6138,6138,6138,6137,50,8764.0,1272000.0
2003-12-10,6130,6130,6130,6129,0,8751.0,1272000.0
2003-12-11,6130,6130,6130,6129,300,8751.0,1272000.0
2003-12-12,6014,6397,5907,6396,5410,9133.0,1272000.0
2003-12-15,6316,6503,6103,6503,3590,9286.0,1272000.0
2003-12-16,6129,6156,6111,6137,740,8764.0,1272000.0
2003-12-17,6325,6325,6325,6324,4220,9031.0,1272000.0
2003-12-18,6298,6298,6298,6298,30,8993.0,1272000.0
2003-12-19,6326,6371,6326,6370,70,9095.0,1272000.0
2003-12-22,5969,6548,5969,6547,5760,9349.0,1272000.0
2003-12-23,6006,6753,6006,6414,2479,9158.0,1272000.0
2003-12-24,6316,6477,6316,6467,6240,9235.0,1272000.0
2003-12-26,6334,6593,6325,6342,4330,9057.0,1272000.0
2003-12-29,6683,6683,6683,6681,10,9540.0,1272000.0
2003-12-30,6620,6620,6620,6619,0,9451.0,1272000.0
2004-01-02,6620,6620,6620,6619,0,9451.0,1272000.0
2004-01-05,6620,6620,6620,6619,0,,
2004-01-06,6272,6308,5639,5906,7780,8433.0,1272000.0
2004-01-07,6050,6058,5524,5897,6160,8421.0,1272000.0
2004-01-08,5952,5961,5720,5897,2540,8421.0,1272000.0
2004-01-09,5898,5915,5898,5914,210,8446.0,1272000.0
2004-01-12,5791,6024,5729,6022,850,8599.0,1272000.0
2004-01-13,5790,5871,5790,5790,1220,8268.0,1272000.0
2004-01-14,5791,5791,5756,5755,2550,8217.0,1272000.0
2004-01-15,5756,5756,5756,5755,0,,
2004-01-16,6175,6175,5819,5817,1573,8306.0,1272000.0
2004-01-19,5790,5977,5790,5977,100,8535.0,1272000.0
2004-01-20,6032,6032,5952,5960,1010,8510.0,1272000.0
2004-01-26,5791,5925,5791,5924,140,8459.0,1272000.0
2004-01-27,5925,5925,5925,5924,1100,8459.0,1272000.0
2004-01-28,5969,5969,5969,5968,100,8522.0,1272000.0
2004-01-29,5783,5961,5783,5960,600,8510.0,1272000.0
2004-01-30,6058,6058,5906,5906,1400,8433.0,1272000.0
2004-02-02,5899,5907,5533,5835,5990,8332.0,1272000.0
2004-02-03,5746,5906,5702,5906,1740,8433.0,1272000.0
2004-02-04,5907,5907,5720,5880,1360,8395.0,1272000.0
2004-02-05,5881,5881,5881,5880,0,8395.0,1272000.0
2004-02-06,5969,5969,5969,5968,50,8522.0,1272000.0
2004-02-09,5702,5995,5702,5995,40,8561.0,1272000.0
2004-02-10,5621,5969,5621,5968,40,8522.0,1272000.0
2004-02-11,6049,6049,6013,6013,400,8586.0,1272000.0
2004-02-12,5880,6013,5880,6013,400,8586.0,1272000.0
2004-02-13,6013,6013,6013,6013,0,8586.0,1272000.0
2004-02-16,5710,6013,5710,6013,1110,8586.0,1272000.0
2004-02-17,6013,6013,6013,6013,0,,
2004-02-18,5881,6006,5765,6004,160,8573.0,1272000.0
2004-02-19,5961,5961,5961,5960,0,8510.0,1272000.0
2004-02-20,5925,5925,5925,5924,0,8459.0,1272000.0
2004-02-23,5871,5871,5871,5870,0,8382.0,1272000.0
2004-02-24,5872,5881,5872,5880,220,8395.0,1272000.0
2004-02-25,5881,5881,5881,5880,0,,
2004-02-26,5710,5951,5710,5950,210,8497.0,1272000.0
2004-02-27,5988,5988,5988,5986,7306,8548.0,1272000.0
2004-03-02,5987,6023,5585,5808,1050,8293.0,1272000.0
