현대백화점(069960),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2010-10-13,139000,140500,136500,138500,109136,3145573.0,22711722.0
2010-10-14,139000,139500,132500,134000,161551,3043371.0,22711722.0
2010-10-15,135000,135000,132000,133000,166926,3020659.0,22711722.0
2010-10-18,135000,136500,132500,136000,104506,3088794.0,22711722.0
2010-10-19,136500,137000,132000,132000,105377,2997947.0,22711722.0
2010-10-20,131000,131000,126500,129000,163697,2929812.0,22711722.0
2010-10-21,130500,131000,127000,129500,109831,2941168.0,22711722.0
2010-10-22,130500,133500,130500,132000,82980,2997947.0,22711722.0
2010-10-25,130500,132500,129000,132000,86921,2997947.0,22711722.0
2010-10-26,130000,130500,123500,125000,530860,2838965.0,22711722.0
2010-10-27,126000,128000,125500,126000,216518,2861677.0,22711722.0
2010-10-28,126500,128500,126000,128500,137887,2918456.0,22711722.0
2010-10-29,127000,127500,124000,124500,137477,2827609.0,22711722.0
2010-11-01,123500,124000,120500,122000,213302,2770830.0,22711722.0
2010-11-02,121500,123000,119500,123000,251683,2793542.0,22711722.0
2010-11-03,122500,129000,122500,129000,301140,2929812.0,22711722.0
2010-11-04,130000,130000,127000,127000,147764,2884389.0,22711722.0
2010-11-05,128500,130500,126500,127000,213479,2884389.0,22711722.0
2010-11-08,127000,128000,124000,126500,183462,2873033.0,22711722.0
2010-11-09,128000,129000,127000,128500,83126,2918456.0,22711722.0
2010-11-10,127500,134000,127000,133500,205471,3032015.0,22711722.0
2010-11-11,133000,134500,128000,128000,197049,2907100.0,22711722.0
2010-11-12,131500,133500,125000,128000,198614,2907100.0,22711722.0
2010-11-15,128500,130500,127000,128500,66405,2918456.0,22711722.0
2010-11-16,128500,129000,125000,128000,91268,2907100.0,22711722.0
2010-11-17,127000,127000,124500,125000,97859,2838965.0,22711722.0
2010-11-18,125500,128500,123500,128000,102893,2907100.0,22711722.0
2010-11-19,128500,129500,126500,129000,80502,2929812.0,22711722.0
2010-11-22,129000,129500,126000,126500,56602,2873033.0,22711722.0
2010-11-23,126000,127000,124000,125000,84887,2838965.0,22711722.0
2010-11-24,122000,125000,121000,122500,84835,2782186.0,22711722.0
2010-11-25,123500,123500,120500,121000,78783,2748118.0,22711722.0
2010-11-26,121000,123500,121000,122000,80954,2770830.0,22711722.0
2010-11-29,121500,122500,117000,118500,152631,2691339.0,22711722.0
2010-11-30,118000,122000,117500,120000,112913,2725407.0,22711722.0
2010-12-01,121000,127000,120500,127000,156517,2884389.0,22711722.0
2010-12-02,127000,127500,124500,126000,62923,2861677.0,22711722.0
2010-12-03,127000,128000,125000,128000,65245,2907100.0,22711722.0
2010-12-06,128000,128000,126500,127000,87060,2884389.0,22711722.0
2010-12-07,126500,127500,123500,124000,85386,2816254.0,22711722.0
2010-12-08,124000,128500,124000,124500,129261,2827609.0,22711722.0
2010-12-09,125500,126000,124000,126000,93709,2861677.0,22711722.0
2010-12-10,125000,127500,125000,127500,98822,2895745.0,22711722.0
2010-12-13,127500,129000,125500,127500,95785,2895745.0,22711722.0
2010-12-14,127500,128500,126000,127500,92860,2895745.0,22711722.0
2010-12-15,128500,131000,127500,130000,112957,2952524.0,22711722.0
2010-12-16,130500,130500,127500,128500,82560,2918456.0,22711722.0
2010-12-17,129500,131000,129000,129500,97101,2941168.0,22711722.0
2010-12-20,128000,129000,126500,128500,57428,2918456.0,22711722.0
2010-12-21,129500,131500,128500,130000,90704,2952524.0,22711722.0
2010-12-22,131000,133000,127500,128000,95690,2907100.0,22711722.0
2010-12-23,129500,134000,128500,134000,186817,3043371.0,22711722.0
2010-12-24,134000,136500,131500,133000,115805,3020659.0,22711722.0
2010-12-27,134000,135000,132000,134000,38506,3043371.0,22711722.0
2010-12-28,134000,136000,133500,134500,62979,3054727.0,22711722.0
2010-12-29,133500,137500,133500,137000,94451,3111506.0,22711722.0
2010-12-30,138000,142000,137500,139500,118662,3168285.0,22711722.0
2011-01-03,140000,140000,136000,137000,56609,3111506.0,22711722.0
2011-01-04,137500,138000,135000,135500,104091,3077438.0,22711722.0
2011-01-05,134500,137000,133500,135000,138351,3066082.0,22711722.0
2011-01-06,136500,137000,132500,135000,145424,3066082.0,22711722.0
2011-01-07,134000,137000,133500,136000,76207,3088794.0,22711722.0
2011-01-10,136500,137000,135500,136000,56389,3088794.0,22711722.0
2011-01-11,137500,139500,136000,138500,146961,3145573.0,22711722.0
2011-01-12,138000,138500,135000,135000,80179,3066082.0,22711722.0
2011-01-13,134500,135500,132000,132000,126688,2997947.0,22711722.0
2011-01-14,132000,132000,130000,131500,64528,2986591.0,22711722.0
2011-01-17,131500,132000,126000,126500,152555,2873033.0,22711722.0
2011-01-18,126500,129000,125000,126000,124740,2861677.0,22711722.0
2011-01-19,127500,128000,125000,126000,95435,2861677.0,22711722.0
2011-01-20,126000,130500,126000,129500,255165,2941168.0,22711722.0
2011-01-21,130000,130500,125500,125500,168686,2850321.0,22711722.0
2011-01-24,125500,127000,123500,127000,90122,2884389.0,22711722.0
2011-01-25,128500,128500,124500,124500,112465,2827609.0,22711722.0
2011-01-26,125000,128500,125000,127500,124185,2895745.0,22711722.0
2011-01-27,129000,134500,128000,134500,175651,3054727.0,22711722.0
2011-01-28,135500,135500,131500,132000,190082,2997947.0,22711722.0
2011-01-31,130500,132000,128500,131000,91163,2975236.0,22711722.0
2011-02-01,131000,131500,129500,130500,55950,2963880.0,22711722.0
2011-02-07,132000,133000,130000,130500,87460,2963880.0,22711722.0
2011-02-08,132500,135500,131000,133500,185697,3032015.0,22711722.0
2011-02-09,132500,134000,129000,131000,75340,2975236.0,22711722.0
2011-02-10,128000,131000,123500,124000,171417,2816254.0,22711722.0
2011-02-11,123500,127000,121500,125000,108576,2838965.0,22711722.0
2011-02-14,125000,126500,123500,126500,41401,2873033.0,22711722.0
2011-02-15,123500,125000,123000,124000,86999,2816254.0,22711722.0
2011-02-16,122500,124500,122500,123500,52441,2804898.0,22711722.0
2011-02-17,123000,125000,123000,123500,61387,2804898.0,22711722.0
2011-02-18,125000,126500,123500,126000,82339,2861677.0,22711722.0
2011-02-21,126000,127500,124500,126500,38170,2873033.0,22711722.0
2011-02-22,125000,127000,124000,125000,51913,2838965.0,22711722.0
2011-02-23,124500,125000,121500,123000,91774,2793542.0,22711722.0
2011-02-24,123500,124000,122000,123500,87674,2804898.0,22711722.0
2011-02-25,122500,126500,122000,124500,99259,2827609.0,22711722.0
2011-02-28,124500,125000,121500,121500,74966,2759474.0,22711722.0
2011-03-02,121500,124000,121500,122000,93610,2770830.0,22711722.0
2011-03-03,123500,123500,122000,123000,27920,2793542.0,22711722.0
2011-03-04,124500,129500,124000,129000,102969,2929812.0,22711722.0
2011-03-07,127000,129000,125000,127000,101167,2884389.0,22711722.0
2011-03-08,127500,134000,127500,130000,104371,2952524.0,22711722.0
2011-03-09,130500,134000,130500,133500,60088,3032015.0,22711722.0
2011-03-10,133500,134000,130500,130500,112575,2963880.0,22711722.0
2011-03-11,128500,132000,127500,130500,83657,2963880.0,22711722.0
2011-03-14,128000,129000,122500,127000,83716,2884389.0,22711722.0
2011-03-15,126000,129000,122000,122500,109874,2782186.0,22711722.0
2011-03-16,124000,127500,124000,125000,97224,2838965.0,22711722.0
2011-03-17,125000,127500,122500,124500,63956,2827609.0,22711722.0
2011-03-18,125500,126000,122500,122500,100630,2782186.0,22711722.0
2011-03-21,123000,124500,122500,123000,120603,2793542.0,22711722.0
2011-03-22,124000,133000,124000,132000,204662,2997947.0,22711722.0
2011-03-23,135000,136500,131500,133500,112929,3032015.0,22711722.0
2011-03-24,134000,134500,129500,132000,96558,2997947.0,22711722.0
2011-03-25,133500,134000,128500,130500,97250,2963880.0,22711722.0
2011-03-28,130500,137000,130500,136500,151775,3100150.0,22711722.0
2011-03-29,136500,140500,135500,139500,129885,3168285.0,22711722.0
2011-03-30,139000,145500,139000,140000,164371,3179641.0,22711722.0
2011-03-31,140500,142500,137500,142000,122745,3225065.0,22711722.0
2011-04-01,141500,148500,140000,146500,187587,3327267.0,22711722.0
2011-04-04,147000,150000,147000,150000,89285,3406758.0,22711722.0
2011-04-05,149000,151500,143500,144500,105120,3281844.0,22711722.0
2011-04-06,145000,145500,140500,143000,162330,3247776.0,22711722.0
2011-04-07,143000,145000,141000,145000,80540,3293200.0,22711722.0
2011-04-08,144500,150000,144000,146000,78385,3315911.0,22711722.0
2011-04-11,145000,148500,142500,143500,155619,3259132.0,22711722.0
2011-04-12,143000,144500,141000,142000,83503,3225065.0,22711722.0
2011-04-13,142000,143000,137500,141000,80086,3202353.0,22711722.0
2011-04-14,139000,144500,138500,144500,75055,3281844.0,22711722.0
2011-04-15,144500,149500,143500,149500,80646,3395402.0,22711722.0
2011-04-18,151000,153000,146000,149000,52738,3384047.0,22711722.0
2011-04-19,148500,151500,147000,149500,80212,3395402.0,22711722.0
2011-04-20,149500,152000,148500,151000,64060,3429470.0,22711722.0
2011-04-21,151000,156000,151000,152500,169479,3463538.0,22711722.0
2011-04-22,151500,152000,145000,146500,93047,3327267.0,22711722.0
2011-04-25,147000,154000,145500,151500,86150,3440826.0,22711722.0
2011-04-26,154000,156000,151000,154000,78113,3497605.0,22711722.0
2011-04-27,159500,166000,157000,159000,193598,3611164.0,22711722.0
2011-04-28,159000,168500,159000,165000,101344,3747434.0,22711722.0
2011-04-29,163000,163500,157000,157000,109546,3565740.0,22711722.0
2011-05-02,156000,168000,156000,166500,79399,3781502.0,22711722.0
2011-05-03,169000,173000,164500,165000,84862,3747434.0,22711722.0
2011-05-04,161500,165500,157000,159000,137707,3611164.0,22711722.0
2011-05-06,161000,166500,159500,160500,199679,3645231.0,22711722.0
2011-05-09,160000,162500,156500,158000,89595,3588452.0,22711722.0
2011-05-11,161000,162000,158000,160000,57636,3633876.0,22711722.0
2011-05-12,159500,160000,156000,157500,82004,3577096.0,22711722.0
2011-05-13,157500,161000,156500,158000,65791,3588452.0,22711722.0
2011-05-16,159500,172000,158500,168500,161973,3826925.0,22711722.0
2011-05-17,168500,174500,166500,170000,156247,3860993.0,22711722.0
2011-05-18,171000,171500,162000,165500,165509,3758790.0,22711722.0
2011-05-19,164000,167000,158500,164500,229161,3736078.0,22711722.0
2011-05-20,167000,177000,164500,171000,140471,3883704.0,22711722.0
2011-05-23,172000,175000,165000,166000,77736,3770146.0,22711722.0
2011-05-24,166000,176000,166000,175000,94190,3974551.0,22711722.0
2011-05-25,179000,181000,169000,173000,121059,3929128.0,22711722.0
2011-05-26,172500,174000,170000,172500,103784,3917772.0,22711722.0
2011-05-27,172500,183500,172000,178000,152748,4042687.0,22711722.0
2011-05-30,179000,179000,174500,178000,64922,4042687.0,22711722.0
2011-05-31,178500,186000,177500,183500,87906,4167601.0,22711722.0
2011-06-01,183500,184000,175000,178000,147415,4042687.0,22711722.0
2011-06-02,178500,180500,173000,174000,147038,3951840.0,22711722.0
2011-06-03,175500,186000,174000,181500,118565,4122178.0,22711722.0
2011-06-07,182500,193000,179500,190000,205116,4315227.0,22711722.0
2011-06-08,189000,191500,179000,179500,169165,4076754.0,22711722.0
2011-06-09,180500,185000,175500,178000,229048,4042687.0,22711722.0
2011-06-10,182000,182000,175000,177500,173525,4031331.0,22711722.0
2011-06-13,175500,177500,170500,174500,161029,3963195.0,22711722.0
2011-06-14,175000,187000,174500,187000,173290,4247092.0,22711722.0
2011-06-15,187500,188500,179500,183000,136362,4156245.0,22711722.0
2011-06-16,181500,181500,174500,180000,190943,4088110.0,22711722.0
2011-06-17,179000,180000,167500,168000,275951,3815569.0,22711722.0
2011-06-20,169500,177000,168500,176500,161260,4008619.0,22711722.0
2011-06-21,177000,177000,169000,172500,109014,3917772.0,22711722.0
2011-06-22,178000,179500,174500,179000,100706,4065398.0,22711722.0
2011-06-23,180000,180000,174500,175500,72069,3985907.0,22711722.0
2011-06-24,175000,181500,175000,180000,111095,4088110.0,22711722.0
2011-06-27,178500,178500,174500,176500,42116,4008619.0,22711722.0
2011-06-28,177000,180000,175500,177000,58923,4019975.0,22711722.0
2011-06-29,179500,180500,175500,176000,109743,3997263.0,22711722.0
2011-06-30,176500,178000,171000,173500,126338,3940484.0,22711722.0
2011-07-01,175500,177000,169500,170500,109054,3872349.0,22711722.0
2011-07-04,172500,173500,168000,171000,145978,3883704.0,22711722.0
2011-07-05,172500,175000,171500,173000,100852,3929128.0,22711722.0
2011-07-06,174000,174000,172000,174000,60103,3951840.0,22711722.0
2011-07-07,174000,187500,173500,185500,235777,4213024.0,22711722.0
2011-07-08,186000,186000,181500,182500,101999,4144889.0,22711722.0
2011-07-11,182500,182500,176000,176500,101334,4008619.0,22711722.0
2011-07-12,175000,177500,170000,170500,100709,3872349.0,22711722.0
2011-07-13,171500,179000,170500,178500,84458,4054042.0,22711722.0
2011-07-14,178000,180500,174500,175500,131222,3985907.0,22711722.0
2011-07-15,174500,182000,173000,180500,125599,4099466.0,22711722.0
2011-07-18,179000,186500,178000,184000,118737,4306049.0,23402441.0
2011-07-19,184000,188500,181500,185500,82641,4341153.0,23402441.0
2011-07-20,185500,189000,183500,188500,59843,4411360.0,23402441.0
2011-07-21,189500,194500,188500,190000,49130,4446464.0,23402441.0
2011-07-22,189000,190000,183000,187000,91478,4376256.0,23402441.0
2011-07-25,184000,191500,182500,190500,86355,4458165.0,23402441.0
2011-07-26,190000,194000,182000,192000,171117,4493269.0,23402441.0
2011-07-27,192500,193500,188000,191000,83112,4469866.0,23402441.0
2011-07-28,185500,190500,185000,187000,93160,4376256.0,23402441.0
2011-07-29,186000,187500,183000,184000,94448,4306049.0,23402441.0
2011-08-01,185000,190500,185000,190500,59088,4458165.0,23402441.0
2011-08-02,190500,201000,190000,200000,213655,4680488.0,23402441.0
2011-08-03,200500,203500,189500,200000,210654,4680488.0,23402441.0
2011-08-04,201000,201500,191000,194500,177465,4551775.0,23402441.0
2011-08-05,183000,188500,180000,188500,215674,4411360.0,23402441.0
2011-08-08,189000,189000,170000,174500,152336,4083726.0,23402441.0
2011-08-09,167500,174000,159000,165000,185962,3861403.0,23402441.0
2011-08-10,171500,173000,164000,172500,182665,4036921.0,23402441.0
2011-08-11,164000,173000,164000,170000,135071,3978415.0,23402441.0
2011-08-12,174000,176000,169500,173500,176109,4060324.0,23402441.0
2011-08-16,182000,182000,177000,180000,121970,4212439.0,23402441.0
2011-08-17,178500,184500,177500,181500,89156,4247543.0,23402441.0
2011-08-18,183000,196000,181500,191500,175948,4481567.0,23402441.0
2011-08-19,186000,197500,175500,178000,220383,4165634.0,23402441.0
2011-08-22,178500,185000,167000,171000,134391,4001817.0,23402441.0
2011-08-23,175000,184000,167500,177000,105211,4142232.0,23402441.0
2011-08-24,178500,182000,175000,178000,66296,4165634.0,23402441.0
2011-08-25,178000,184500,170000,173500,113806,4060324.0,23402441.0
2011-08-26,170500,173500,161000,163500,205061,3826299.0,23402441.0
2011-08-29,164500,170000,162000,167000,118983,3908208.0,23402441.0
2011-08-30,171000,176500,169000,173500,90356,4060324.0,23402441.0
2011-08-31,174500,187500,173500,180000,163582,4212439.0,23402441.0
2011-09-01,181000,187000,178500,180000,118880,4212439.0,23402441.0
2011-09-02,183500,190500,182500,184000,114724,4306049.0,23402441.0
2011-09-05,182000,187000,177000,182500,103405,4270945.0,23402441.0
2011-09-06,180000,184500,173500,178000,87154,4165634.0,23402441.0
2011-09-07,182000,184500,178000,183500,158944,4294348.0,23402441.0
2011-09-08,186500,186500,176000,182000,109882,4259244.0,23402441.0
2011-09-09,180000,188000,178000,184000,127014,4306049.0,23402441.0
2011-09-14,182000,184500,172500,176000,90924,4118830.0,23402441.0
2011-09-15,178500,181500,170500,171500,113306,4013519.0,23402441.0
2011-09-16,174000,178000,173000,174000,73144,4072025.0,23402441.0
2011-09-19,178000,181000,173000,174500,79737,4083726.0,23402441.0
2011-09-20,175000,176500,167500,169000,147182,3955013.0,23402441.0
2011-09-21,170500,171000,164000,166000,243465,3884805.0,23402441.0
2011-09-22,161500,164000,153000,160000,319990,3744391.0,23402441.0
2011-09-23,153000,164000,152000,160000,206375,3744391.0,23402441.0
2011-09-26,160000,164000,155500,161000,124172,3767793.0,23402441.0
2011-09-27,165000,174000,163500,171500,121424,4013519.0,23402441.0
2011-09-28,173000,174000,169000,170000,123623,3978415.0,23402441.0
2011-09-29,168000,170000,163500,168000,107294,3931610.0,23402441.0
2011-09-30,168000,170500,166000,168000,128188,3931610.0,23402441.0
2011-10-04,161000,163000,150000,155500,188893,3639080.0,23402441.0
2011-10-05,156500,159500,153000,155500,128956,3639080.0,23402441.0
2011-10-06,158000,162000,156500,159000,97454,3720988.0,23402441.0
2011-10-07,160000,169500,160000,166000,97995,3884805.0,23402441.0
2011-10-10,165000,171000,163000,164500,47191,3849702.0,23402441.0
2011-10-11,169000,175000,166000,172000,66112,4025220.0,23402441.0
2011-10-12,172000,175000,170000,175000,60180,4095427.0,23402441.0
2011-10-13,174500,185500,174000,183000,64098,4282647.0,23402441.0
2011-10-14,187000,187500,180500,180500,54939,4224141.0,23402441.0
2011-10-17,180500,187000,179000,179000,46292,4189037.0,23402441.0
2011-10-18,177000,188500,176000,182000,78614,4259244.0,23402441.0
2011-10-19,182500,183500,179000,182000,43150,4259244.0,23402441.0
2011-10-20,181500,184000,173500,178500,74112,4177336.0,23402441.0
2011-10-21,176500,178500,168500,170000,196941,3978415.0,23402441.0
2011-10-24,170000,174000,166000,166500,193135,3896506.0,23402441.0
2011-10-25,167500,170500,166000,170000,180286,3978415.0,23402441.0
2011-10-26,167500,172000,167500,169000,134326,3955013.0,23402441.0
2011-10-27,171500,174500,168500,171500,214624,4013519.0,23402441.0
2011-10-28,174000,174500,167000,170000,99505,3978415.0,23402441.0
2011-10-31,167000,169000,160000,161000,144095,3767793.0,23402441.0
2011-11-01,158500,167500,158500,164000,128999,3838000.0,23402441.0
2011-11-02,162000,167000,162000,165000,123513,3861403.0,23402441.0
2011-11-03,167500,169000,163500,166500,69902,3896506.0,23402441.0
2011-11-04,167000,169000,164000,164000,89815,3838000.0,23402441.0
2011-11-07,165000,166500,163000,163500,76577,3826299.0,23402441.0
2011-11-08,167000,169500,165500,167000,80246,3908208.0,23402441.0
2011-11-09,171000,172500,164500,165500,138173,3873104.0,23402441.0
2011-11-10,163000,168000,163000,163500,110558,3826299.0,23402441.0
2011-11-11,166000,166000,161000,164500,81263,3849702.0,23402441.0
2011-11-14,167500,168000,163000,166000,90362,3884805.0,23402441.0
2011-11-15,166000,166500,160500,161000,110172,3767793.0,23402441.0
2011-11-16,161000,162000,155500,156000,105567,3650781.0,23402441.0
2011-11-17,157000,157500,147000,153000,277307,3580573.0,23402441.0
2011-11-18,150000,150000,143500,146500,239797,3428458.0,23402441.0
2011-11-21,148500,151500,147500,151000,231140,3533769.0,23402441.0
2011-11-22,147500,151500,147500,149000,146284,3486964.0,23402441.0
2011-11-23,151000,154000,147500,154000,166307,3603976.0,23402441.0
2011-11-24,152500,159000,152000,157500,164323,3685884.0,23402441.0
2011-11-25,156500,159000,154500,157500,75779,3685884.0,23402441.0
2011-11-28,159000,159500,154000,154500,82834,3615677.0,23402441.0
2011-11-29,155000,160000,154500,160000,91056,3744391.0,23402441.0
2011-11-30,160500,162000,159500,162000,127476,3791195.0,23402441.0
2011-12-01,170500,170500,158000,159000,225598,3720988.0,23402441.0
2011-12-02,161000,166500,160500,164500,130177,3849702.0,23402441.0
2011-12-05,167000,170000,165500,170000,92260,3978415.0,23402441.0
2011-12-06,168500,168500,163500,167500,111226,3919909.0,23402441.0
2011-12-07,167500,168000,164000,165000,92896,3861403.0,23402441.0
2011-12-08,164500,166000,163500,164500,78618,3849702.0,23402441.0
2011-12-09,164500,166000,161000,165000,58447,3861403.0,23402441.0
2011-12-12,165000,167000,160500,167000,110867,3908208.0,23402441.0
2011-12-13,166000,166000,160000,165000,100111,3861403.0,23402441.0
2011-12-14,162500,164000,156500,158500,175975,3709287.0,23402441.0
2011-12-15,157000,158500,150500,155000,166656,3627378.0,23402441.0
2011-12-16,153000,155000,149000,150000,134531,3510366.0,23402441.0
2011-12-19,152000,153000,147500,149000,151250,3486964.0,23402441.0
2011-12-20,150500,154500,150000,154000,82203,3603976.0,23402441.0
2011-12-21,156500,158000,153000,156500,93247,3662482.0,23402441.0
2011-12-22,155000,159000,154500,158000,32995,3697586.0,23402441.0
2011-12-23,159000,164000,158500,160500,127321,3756092.0,23402441.0
2011-12-26,160000,160000,158500,159000,17680,3720988.0,23402441.0
2011-12-27,157000,164500,157000,159000,59296,3720988.0,23402441.0
2011-12-28,157500,159000,154500,157000,34339,3674183.0,23402441.0
2011-12-29,154500,164000,154500,163000,91860,3814598.0,23402441.0
2012-01-02,161000,162500,155000,156000,70114,3650781.0,23402441.0
2012-01-03,157000,164000,156500,163500,87515,3826299.0,23402441.0
2012-01-04,164000,168000,162500,165000,71343,3861403.0,23402441.0
2012-01-05,165000,167000,159500,161500,61924,3779494.0,23402441.0
2012-01-06,161500,162500,155000,156500,118338,3662482.0,23402441.0
2012-01-09,157500,159000,154500,159000,58371,3720988.0,23402441.0
2012-01-10,159500,161500,158000,159500,131200,3732689.0,23402441.0
2012-01-11,161000,163000,160000,162000,49077,3791195.0,23402441.0
2012-01-12,163500,170000,161500,170000,94937,3978415.0,23402441.0
2012-01-13,168500,171500,165500,167000,158075,3908208.0,23402441.0
2012-01-16,165000,167500,162500,166000,50637,3884805.0,23402441.0
2012-01-17,169000,177000,169000,177000,146076,4142232.0,23402441.0
2012-01-18,176000,176000,170000,174500,128573,4083726.0,23402441.0
2012-01-19,174000,176500,167000,169000,139118,3955013.0,23402441.0
2012-01-20,168000,177000,168000,176500,87137,4130531.0,23402441.0
2012-01-25,174500,182500,174500,181000,87590,4235842.0,23402441.0
2012-01-26,179500,184500,178500,179500,89490,4200738.0,23402441.0
2012-01-27,181000,183000,179000,182000,79366,4259244.0,23402441.0
2012-01-30,182000,183000,174500,176000,134873,4118830.0,23402441.0
2012-01-31,175500,187500,175000,183000,122799,4282647.0,23402441.0
2012-02-01,181000,183000,175500,177000,119550,4142232.0,23402441.0
2012-02-02,178500,181000,176500,177000,130328,4142232.0,23402441.0
2012-02-03,178000,180000,177000,178000,57692,4165634.0,23402441.0
2012-02-06,178000,183500,178000,182000,54274,4259244.0,23402441.0
2012-02-07,186000,186000,183000,184500,55362,4317750.0,23402441.0
2012-02-08,182000,183000,180000,181000,101091,4235842.0,23402441.0
2012-02-09,182500,183000,177000,180000,87915,4212439.0,23402441.0
2012-02-10,178000,179000,170000,171000,165740,4001817.0,23402441.0
2012-02-13,172000,177500,171000,175000,74672,4095427.0,23402441.0
2012-02-14,173500,175000,172500,173000,50222,4048622.0,23402441.0
2012-02-15,172500,178000,172500,178000,55979,4165634.0,23402441.0
2012-02-16,174500,176000,172000,172500,47610,4036921.0,23402441.0
2012-02-17,172500,174000,168500,168500,65580,3943311.0,23402441.0
2012-02-20,168500,172500,167500,169000,70864,3955013.0,23402441.0
2012-02-21,168500,173500,168000,173500,50660,4060324.0,23402441.0
2012-02-22,173000,175000,170500,175000,55063,4095427.0,23402441.0
2012-02-23,172000,174500,171000,173000,68919,4048622.0,23402441.0
2012-02-24,174500,174500,171500,173500,65773,4060324.0,23402441.0
2012-02-27,173500,177000,171000,176500,70292,4130531.0,23402441.0
2012-02-28,175500,175500,171500,173500,48844,4060324.0,23402441.0
2012-02-29,171000,172500,166500,167000,165763,3908208.0,23402441.0
2012-03-02,168500,170000,165000,167500,105023,3919909.0,23402441.0
2012-03-05,168000,171500,167500,171000,97026,4001817.0,23402441.0
2012-03-06,169000,172500,168500,170000,97896,3978415.0,23402441.0
2012-03-07,170000,171500,168000,170500,42195,3990116.0,23402441.0
2012-03-08,171000,172500,170000,172000,63303,4025220.0,23402441.0
2012-03-09,174500,174500,170000,170500,44502,3990116.0,23402441.0
2012-03-12,170500,172000,169000,169500,42231,3966714.0,23402441.0
2012-03-13,169500,171000,169500,170000,80623,3978415.0,23402441.0
2012-03-14,171000,178000,170000,177500,126963,4153933.0,23402441.0
2012-03-15,177500,180500,176000,179500,78496,4200738.0,23402441.0
2012-03-16,179000,180000,173500,174500,43998,4083726.0,23402441.0
2012-03-19,174500,177500,171500,174000,38079,4072025.0,23402441.0
2012-03-20,171000,176000,170500,172000,97356,4025220.0,23402441.0
2012-03-21,170000,172000,169000,170000,96786,3978415.0,23402441.0
2012-03-22,169000,172500,168500,169500,97023,3966714.0,23402441.0
2012-03-23,166500,168000,165000,165500,127049,3873104.0,23402441.0
2012-03-26,166000,169500,166000,169500,67485,3966714.0,23402441.0
2012-03-27,170500,175000,170000,174000,71695,4072025.0,23402441.0
2012-03-28,172500,177500,172500,177500,118442,4153933.0,23402441.0
2012-03-29,178000,178500,173000,174500,72695,4083726.0,23402441.0
2012-03-30,173000,177000,169500,174000,115221,4072025.0,23402441.0
2012-04-02,176500,184000,175500,179000,131960,4189037.0,23402441.0
2012-04-03,185000,185000,177500,179000,119819,4189037.0,23402441.0
2012-04-04,176000,179500,176000,177000,55055,4142232.0,23402441.0
2012-04-05,179000,179000,172500,175500,106351,4107128.0,23402441.0
2012-04-06,174500,183500,174000,182000,115410,4259244.0,23402441.0
2012-04-09,183000,185500,180000,180000,71600,4212439.0,23402441.0
2012-04-10,180000,183500,175500,178000,84803,4165634.0,23402441.0
2012-04-12,177000,182000,176500,177500,65891,4153933.0,23402441.0
2012-04-13,180000,184500,179000,181500,50945,4247543.0,23402441.0
2012-04-16,181000,181000,177500,178000,57375,4165634.0,23402441.0
2012-04-17,178000,178500,175500,177000,60701,4142232.0,23402441.0
2012-04-18,179000,180500,176000,176000,74216,4118830.0,23402441.0
2012-04-19,176000,180500,176000,179000,58969,4189037.0,23402441.0
2012-04-20,180500,181000,171000,173500,110421,4060324.0,23402441.0
2012-04-23,173500,174000,164000,168500,169655,3943311.0,23402441.0
2012-04-24,167500,168000,157500,160500,232299,3756092.0,23402441.0
2012-04-25,160000,162500,159000,160000,160713,3744391.0,23402441.0
2012-04-26,159500,160500,153000,158000,271727,3697586.0,23402441.0
2012-04-27,160000,161500,154500,157000,198326,3674183.0,23402441.0
2012-04-30,158500,160500,157500,159500,130608,3732689.0,23402441.0
2012-05-02,160500,162500,157000,158000,142883,3697586.0,23402441.0
2012-05-03,161000,161000,158000,158500,66512,3709287.0,23402441.0
2012-05-04,159000,164000,158000,164000,90539,3838000.0,23402441.0
2012-05-07,162000,166000,160500,163500,102591,3826299.0,23402441.0
2012-05-08,162500,165500,161500,162500,125416,3802897.0,23402441.0
2012-05-09,162500,166000,161500,165500,89247,3873104.0,23402441.0
2012-05-10,165500,166500,162000,162000,64922,3791195.0,23402441.0
2012-05-11,162000,163500,161500,162000,95563,3791195.0,23402441.0
2012-05-14,160000,163000,158500,159500,85626,3732689.0,23402441.0
2012-05-15,159000,162500,158500,160000,169118,3744391.0,23402441.0
2012-05-16,159000,160500,157000,157500,74569,3685884.0,23402441.0
2012-05-17,157500,159000,154000,155000,66353,3627378.0,23402441.0
2012-05-18,153000,153000,143500,145500,120514,3405055.0,23402441.0
2012-05-21,146500,146500,139500,143000,181240,3346549.0,23402441.0
2012-05-22,145000,148500,141000,147000,287062,3440159.0,23402441.0
2012-05-23,147000,147500,142500,143500,124918,3358250.0,23402441.0
2012-05-24,143500,143500,138000,140500,242247,3288043.0,23402441.0
2012-05-25,139500,143500,138500,140500,146388,3288043.0,23402441.0
2012-05-29,140000,148000,138500,148000,119882,3463561.0,23402441.0
2012-05-30,146000,147500,144500,144500,82942,3381653.0,23402441.0
2012-05-31,141500,145500,140000,145000,74188,3393354.0,23402441.0
2012-06-01,143500,146500,142000,143000,90378,3346549.0,23402441.0
2012-06-04,136500,138000,134000,135500,142968,3171031.0,23402441.0
