한진(002320),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2002-09-10,14800,15800,14800,15700,149120,188002.0,11974656.0
2002-09-11,15500,16550,15500,16500,175940,197582.0,11974656.0
2002-09-12,16600,16850,16150,16400,160260,196384.0,11974656.0
2002-09-13,16100,16300,15900,16000,60780,191594.0,11974656.0
2002-09-16,16200,16800,16200,16550,156602,198181.0,11974656.0
2002-09-17,16700,16850,16500,16800,127750,201174.0,11974656.0
2002-09-18,16300,16400,15300,15600,111510,186805.0,11974656.0
2002-09-19,15500,16000,15000,15200,101244,182015.0,11974656.0
2002-09-23,14800,14900,14600,14650,122080,175429.0,11974656.0
2002-09-24,14100,14450,14100,14300,62140,171238.0,11974656.0
2002-09-25,14000,14300,13650,13900,71270,166448.0,11974656.0
2002-09-26,14250,14500,13300,13400,112610,160460.0,11974656.0
2002-09-27,13400,13500,12650,13000,285230,155671.0,11974656.0
2002-09-30,12500,12600,11750,12100,352097,144893.0,11974656.0
2002-10-01,12150,12350,11700,12300,312603,147288.0,11974656.0
2002-10-02,12700,12900,12250,12350,251260,147887.0,11974656.0
2002-10-04,12100,12700,12000,12700,186490,152078.0,11974656.0
2002-10-07,12400,12650,11600,12000,219920,143696.0,11974656.0
2002-10-08,11800,12100,11450,11900,162940,142498.0,11974656.0
2002-10-09,12100,12150,11450,11500,85060,137709.0,11974656.0
2002-10-10,11000,11300,10300,10700,292230,128129.0,11974656.0
2002-10-11,11100,11150,9900,10600,434240,126931.0,11974656.0
2002-10-14,10900,11700,10700,11700,431360,140103.0,11974656.0
2002-10-15,11700,12100,11350,12000,391500,143696.0,11974656.0
2002-10-16,12400,12400,11900,12000,131120,143696.0,11974656.0
2002-10-17,11750,12500,11750,12250,173840,146690.0,11974656.0
2002-10-18,12600,13800,12550,13500,309821,161658.0,11974656.0
2002-10-21,13500,13500,12800,12800,70360,153276.0,11974656.0
2002-10-22,13100,13450,12050,12600,189530,150881.0,11974656.0
2002-10-23,12900,13450,12350,13300,149622,159263.0,11974656.0
2002-10-24,13500,13700,12900,13100,116344,156868.0,11974656.0
2002-10-25,12700,13400,12700,13250,113575,158664.0,11974656.0
2002-10-28,13500,14100,13450,14000,161620,167645.0,11974656.0
2002-10-29,13750,14600,13750,14350,129483,171836.0,11974656.0
2002-10-30,14400,14400,13500,14150,71680,169441.0,11974656.0
2002-10-31,14200,14200,13600,13700,61700,164053.0,11974656.0
2002-11-01,13500,13650,13100,13100,67932,156868.0,11974656.0
2002-11-04,13400,13600,13200,13500,78360,161658.0,11974656.0
2002-11-05,13350,13600,13250,13400,46380,160460.0,11974656.0
2002-11-06,13450,13850,13450,13700,77932,164053.0,11974656.0
2002-11-07,13800,13850,13550,13600,175580,162855.0,11974656.0
2002-11-08,13300,13400,13050,13300,59185,159263.0,11974656.0
2002-11-11,13100,13150,12500,12500,77690,149683.0,11974656.0
2002-11-12,12150,12250,12000,12050,117877,144295.0,11974656.0
2002-11-13,12100,12450,12100,12400,68950,148486.0,11974656.0
2002-11-14,12550,12900,12550,12800,55340,153276.0,11974656.0
2002-11-15,13100,13200,12850,13000,88214,155671.0,11974656.0
2002-11-18,13100,13200,12800,13050,61680,156269.0,11974656.0
2002-11-19,12950,13650,12900,13400,88063,160460.0,11974656.0
2002-11-20,13400,14100,13400,14000,138570,167645.0,11974656.0
2002-11-21,14200,14300,13750,14000,68330,167645.0,11974656.0
2002-11-22,14500,14500,13950,14000,52535,167645.0,11974656.0
2002-11-25,14100,14550,14100,14550,86160,174231.0,11974656.0
2002-11-26,14550,15000,14200,14450,124060,173034.0,11974656.0
2002-11-27,14450,14750,14400,14700,50722,176027.0,11974656.0
2002-11-28,14900,15400,14800,14800,78590,177225.0,11974656.0
2002-11-29,14900,15150,14700,15050,40547,180219.0,11974656.0
2002-12-02,15050,16000,15050,15500,91586,185607.0,11974656.0
2002-12-03,15500,15600,15200,15400,68530,184410.0,11974656.0
2002-12-04,15000,15250,14600,14600,68310,174830.0,11974656.0
2002-12-05,14750,15000,14600,14700,80360,176027.0,11974656.0
2002-12-06,14400,14800,14400,14600,68650,174830.0,11974656.0
2002-12-09,14350,14800,14350,14700,53356,176027.0,11974656.0
2002-12-10,14450,14800,14400,14800,32530,177225.0,11974656.0
2002-12-11,15000,15600,14800,15000,101228,179620.0,11974656.0
2002-12-12,15000,15450,14750,14750,53794,176626.0,11974656.0
2002-12-13,14750,15250,14700,15200,45850,182015.0,11974656.0
2002-12-16,15200,15200,14800,15200,60250,182015.0,11974656.0
2002-12-17,15350,15600,15050,15100,60970,180817.0,11974656.0
2002-12-18,15250,15750,15000,15700,205688,188002.0,11974656.0
2002-12-20,15450,15650,15200,15500,88511,185607.0,11974656.0
2002-12-23,15500,15700,14700,14700,130055,176027.0,11974656.0
2002-12-24,14550,14650,13750,13750,128898,164652.0,11974656.0
2002-12-26,13650,13800,13500,13650,100750,163454.0,11974656.0
2002-12-27,13350,13500,13350,13400,32130,160460.0,11974656.0
2002-12-30,12900,13200,12300,13150,68140,157467.0,11974656.0
2003-01-02,12900,13600,12900,13450,29410,161059.0,11974656.0
2003-01-03,14000,14000,13600,13850,71890,165849.0,11974656.0
2003-01-06,13750,14150,13550,14150,55953,169441.0,11974656.0
2003-01-07,14200,14300,13800,13850,54140,165849.0,11974656.0
2003-01-08,13800,14400,13800,14250,57611,170639.0,11974656.0
2003-01-09,14300,14300,13700,14100,32900,168843.0,11974656.0
2003-01-10,14200,14400,13650,14100,49650,168843.0,11974656.0
2003-01-13,13700,14550,13700,14500,81584,173633.0,11974656.0
2003-01-14,14400,14750,14250,14400,236859,172435.0,11974656.0
2003-01-15,14450,15000,14450,15000,221001,179620.0,11974656.0
2003-01-16,14800,14850,14450,14800,110748,177225.0,11974656.0
2003-01-17,14400,14900,14400,14400,77684,172435.0,11974656.0
2003-01-20,13900,14300,13900,14150,34030,169441.0,11974656.0
2003-01-21,14100,14200,13900,14200,25408,170040.0,11974656.0
2003-01-22,14300,14350,13550,13800,67430,165250.0,11974656.0
2003-01-23,13700,13800,13450,13800,16102,165250.0,11974656.0
2003-01-24,13750,14000,13150,13600,36700,162855.0,11974656.0
2003-01-27,13200,13400,12300,13400,25690,160460.0,11974656.0
2003-01-28,13300,13400,12900,13150,1239720,157467.0,11974656.0
2003-01-29,13200,13450,12550,12550,39320,150282.0,11974656.0
2003-01-30,12400,13000,12400,13000,132410,155671.0,11974656.0
2003-02-03,12700,13250,12700,13250,28050,158664.0,11974656.0
2003-02-04,13100,13700,13100,13500,49060,161658.0,11974656.0
2003-02-05,13500,13500,13100,13150,31590,157467.0,11974656.0
2003-02-06,13100,13250,12750,12750,15100,152677.0,11974656.0
2003-02-07,12500,12500,12050,12100,139770,144893.0,11974656.0
2003-02-10,12250,12250,11500,11800,64576,141301.0,11974656.0
2003-02-11,11800,12100,11650,11800,129690,141301.0,11974656.0
2003-02-12,11650,11800,11350,11500,67915,137709.0,11974656.0
2003-02-13,11600,11750,11350,11500,37775,137709.0,11974656.0
2003-02-14,11350,11450,11150,11400,75510,136511.0,11974656.0
2003-02-17,11850,12050,11400,12000,244549,143696.0,11974656.0
2003-02-18,12100,12150,11800,12000,76560,143696.0,11974656.0
2003-02-19,12250,12400,11700,11700,94319,140103.0,11974656.0
2003-02-20,11600,11850,11500,11750,89730,140702.0,11974656.0
2003-02-21,11850,12100,11700,12000,40031,143696.0,11974656.0
2003-02-24,12050,12200,12000,12200,47390,146091.0,11974656.0
2003-02-25,12100,12250,11900,12100,142380,144893.0,11974656.0
2003-02-26,12100,12450,12100,12300,62980,147288.0,11974656.0
2003-02-27,11900,12250,11800,11800,46690,141301.0,11974656.0
2003-02-28,11900,12050,11750,11750,40440,140702.0,11974656.0
2003-03-03,11800,11850,11600,11850,66090,141900.0,11974656.0
2003-03-04,11650,11700,11450,11450,29900,137110.0,11974656.0
2003-03-05,11100,11400,10850,10900,41970,130524.0,11974656.0
2003-03-06,10950,11000,10200,10550,56761,126333.0,11974656.0
2003-03-07,10150,10250,9990,10250,93180,122740.0,11974656.0
2003-03-10,9940,10300,9700,9950,72610,119148.0,11974656.0
2003-03-11,9610,9800,9450,9750,53040,116753.0,11974656.0
2003-03-12,9630,9630,8290,8290,974330,99270.0,11974656.0
2003-03-13,8390,8400,7050,7050,1356340,84421.0,11974656.0
2003-03-14,7600,8100,7400,7760,1772115,92923.0,11974656.0
2003-03-17,7760,8000,7280,7280,734250,87175.0,11974656.0
2003-03-18,7920,8030,7480,7890,949410,94480.0,11974656.0
2003-03-19,8000,8540,7950,8490,576737,101665.0,11974656.0
2003-03-20,8900,9400,8710,9160,566629,109688.0,11974656.0
2003-03-21,9280,9290,8850,9140,327544,109448.0,11974656.0
2003-03-24,9470,9470,8950,8950,384990,107173.0,11974656.0
2003-03-25,8400,8550,8320,8400,351000,100587.0,11974656.0
2003-03-26,8540,8640,8220,8260,240410,98911.0,11974656.0
2003-03-27,7910,8080,7910,8000,218758,95797.0,11974656.0
2003-03-28,8140,8390,8020,8320,218488,99629.0,11974656.0
2003-03-31,8130,8200,7800,7800,181747,93402.0,11974656.0
2003-04-01,7650,8070,7650,8060,268440,96516.0,11974656.0
2003-04-02,8120,8200,7960,8200,197990,98192.0,11974656.0
2003-04-03,8550,8900,8520,8900,689731,106574.0,11974656.0
2003-04-04,8950,9600,8710,9360,595865,112083.0,11974656.0
2003-04-07,9600,9800,9410,9800,580557,117352.0,11974656.0
2003-04-08,9650,10400,9600,10350,579419,123938.0,11974656.0
2003-04-09,10500,10500,9800,10000,293970,119747.0,11974656.0
2003-04-10,9900,10200,9820,10050,222550,120345.0,11974656.0
2003-04-11,10150,10450,9960,9960,317161,119268.0,11974656.0
2003-04-14,10100,10300,9980,10150,180693,121543.0,11974656.0
2003-04-15,10350,10850,10350,10800,405914,129326.0,11974656.0
2003-04-16,11100,11300,10700,11100,380990,132919.0,11974656.0
2003-04-17,10850,11100,10800,11050,160581,132320.0,11974656.0
2003-04-18,11300,11300,10900,10900,222740,130524.0,11974656.0
2003-04-21,11000,11000,10650,10750,179599,128728.0,11974656.0
2003-04-22,10600,10650,10200,10300,127269,123339.0,11974656.0
2003-04-23,10500,10500,10000,10100,146903,120944.0,11974656.0
2003-04-24,10000,10250,9860,10000,122218,119747.0,11974656.0
2003-04-25,9700,9800,9000,9300,270100,111364.0,11974656.0
2003-04-28,9060,9640,9060,9640,137180,115436.0,11974656.0
2003-04-29,9790,10250,9770,10250,165630,122740.0,11974656.0
2003-04-30,10200,10350,10000,10200,152210,122141.0,11974656.0
2003-05-02,10300,10300,9930,10300,75370,123339.0,11974656.0
2003-05-06,10600,10600,10150,10150,188004,121543.0,11974656.0
2003-05-07,10200,10450,10200,10400,201740,124536.0,11974656.0
2003-05-09,10400,10900,10250,10900,230590,130524.0,11974656.0
2003-05-12,11200,11200,10800,11100,245790,132919.0,11974656.0
2003-05-13,11100,11450,11000,11100,318375,132919.0,11974656.0
2003-05-14,11100,11450,11050,11200,149560,134116.0,11974656.0
2003-05-15,11400,12200,11400,12050,702478,144295.0,11974656.0
2003-05-16,12100,12100,11500,12000,371930,143696.0,11974656.0
2003-05-19,11600,11650,11250,11250,104549,134715.0,11974656.0
2003-05-20,10800,11400,10800,11400,157430,136511.0,11974656.0
2003-05-21,11400,11550,11050,11500,236140,137709.0,11974656.0
2003-05-22,11400,11650,10800,10800,234180,129326.0,11974656.0
2003-05-23,11050,11350,10950,11300,240960,135314.0,11974656.0
2003-05-26,11350,11850,11150,11850,470740,141900.0,11974656.0
2003-05-27,11800,12100,11600,12100,331313,144893.0,11974656.0
2003-05-28,12250,12450,11850,11950,457470,143097.0,11974656.0
2003-05-29,12100,12750,12000,12450,285240,149084.0,11974656.0
2003-05-30,12400,12850,12250,12700,165210,152078.0,11974656.0
2003-06-02,12950,13100,12700,12700,139709,152078.0,11974656.0
2003-06-03,12850,12850,12200,12750,141080,152677.0,11974656.0
2003-06-04,12900,12950,12250,12400,99965,148486.0,11974656.0
2003-06-05,12600,12650,12300,12400,112540,148486.0,11974656.0
2003-06-09,12400,12650,12300,12500,66546,149683.0,11974656.0
2003-06-10,12500,12500,12200,12450,94740,149084.0,11974656.0
2003-06-11,12350,12400,12100,12300,138830,147288.0,11974656.0
2003-06-12,12400,12600,12150,12600,94990,150881.0,11974656.0
2003-06-13,12450,12900,12400,12500,205636,149683.0,11974656.0
2003-06-16,12550,12550,12250,12500,99010,149683.0,11974656.0
2003-06-17,12700,13150,12600,13000,356771,155671.0,11974656.0
2003-06-18,13150,13450,13000,13400,155540,160460.0,11974656.0
2003-06-19,13500,13500,13100,13350,110370,159862.0,11974656.0
2003-06-20,13050,13300,12850,12950,64245,155072.0,11974656.0
2003-06-23,13100,13150,12550,13150,120990,157467.0,11974656.0
2003-06-24,12950,13350,12650,13250,177134,158664.0,11974656.0
2003-06-25,13100,14050,13100,14000,194160,167645.0,11974656.0
2003-06-26,13700,14000,13600,13650,81517,163454.0,11974656.0
2003-06-27,13850,14200,13450,13450,80374,161059.0,11974656.0
2003-06-30,13600,13700,13250,13700,52420,164053.0,11974656.0
2003-07-01,13750,13750,13450,13450,26003,161059.0,11974656.0
2003-07-02,13600,13650,13300,13600,66930,162855.0,11974656.0
2003-07-03,13900,13900,13100,13150,177169,157467.0,11974656.0
2003-07-04,13150,13400,12900,13000,105271,155671.0,11974656.0
2003-07-07,13000,13250,12950,13050,100911,156269.0,11974656.0
2003-07-08,13200,13500,13100,13300,187840,159263.0,11974656.0
2003-07-09,13450,13550,12950,12950,121868,155072.0,11974656.0
2003-07-10,12800,13150,12800,12800,87554,153276.0,11974656.0
2003-07-11,12800,12800,12450,12700,81493,152078.0,11974656.0
2003-07-14,12500,12800,12400,12500,161698,149683.0,11974656.0
2003-07-15,12550,12950,12400,12400,131310,148486.0,11974656.0
2003-07-16,12550,12850,12500,12850,146161,153874.0,11974656.0
2003-07-18,12600,12650,12200,12600,83064,150881.0,11974656.0
2003-07-21,12800,12800,11850,11850,71288,141900.0,11974656.0
2003-07-22,12000,12000,11250,11700,192639,140103.0,11974656.0
2003-07-23,11850,12000,11650,12000,99840,143696.0,11974656.0
2003-07-24,11800,12250,11800,11950,73732,143097.0,11974656.0
2003-07-25,11850,12250,11750,12250,70902,146690.0,11974656.0
2003-07-28,12400,12600,12200,12500,77645,149683.0,11974656.0
2003-07-29,12600,12600,12250,12400,40476,148486.0,11974656.0
2003-07-30,12300,12600,12150,12200,79580,146091.0,11974656.0
2003-07-31,12200,12400,12200,12300,33070,147288.0,11974656.0
2003-08-01,12350,12850,12350,12850,100100,153874.0,11974656.0
2003-08-04,12650,13200,12550,13100,125040,156868.0,11974656.0
2003-08-05,13200,13200,12850,12900,81892,154473.0,11974656.0
2003-08-06,12700,12800,12450,12650,62090,151479.0,11974656.0
2003-08-07,13100,13350,12950,13350,222010,159862.0,11974656.0
2003-08-08,13350,13550,13150,13300,119440,159263.0,11974656.0
2003-08-11,13250,13300,12850,13100,64540,156868.0,11974656.0
2003-08-12,13100,13600,13000,13600,117760,162855.0,11974656.0
2003-08-13,13450,13600,13350,13550,68971,162257.0,11974656.0
2003-08-14,13550,14100,13550,13800,127387,165250.0,11974656.0
2003-08-18,13900,14300,13700,14100,201448,168843.0,11974656.0
2003-08-19,14300,14300,13650,13950,164712,167046.0,11974656.0
2003-08-20,14000,14000,13650,13750,128450,164652.0,11974656.0
2003-08-21,13900,13950,13650,13700,100986,164053.0,11974656.0
2003-08-22,13900,14100,13700,13800,419960,165250.0,11974656.0
2003-08-25,13800,14000,13350,13500,194923,161658.0,11974656.0
2003-08-26,13500,13550,13000,13200,217102,158065.0,11974656.0
2003-08-27,13200,13500,12950,13000,653092,155671.0,11974656.0
2003-08-28,13050,13200,12150,12200,475862,146091.0,11974656.0
2003-08-29,12350,12450,12100,12450,206850,149084.0,11974656.0
2003-09-01,12700,13150,12650,13050,303523,156269.0,11974656.0
2003-09-02,13100,13200,12800,13200,207920,158065.0,11974656.0
2003-09-03,13400,13400,12650,12650,189257,151479.0,11974656.0
2003-09-04,12750,13000,12150,12200,310922,146091.0,11974656.0
2003-09-05,12350,12500,12250,12300,117510,147288.0,11974656.0
2003-09-08,12200,12450,12200,12200,86910,146091.0,11974656.0
2003-09-09,12200,12400,12150,12250,99400,146690.0,11974656.0
2003-09-15,12050,12300,12000,12050,76045,144295.0,11974656.0
2003-09-16,12100,12200,11900,12100,84840,144893.0,11974656.0
2003-09-17,12300,12550,12200,12550,103377,150282.0,11974656.0
2003-09-18,12550,12600,12350,12400,82050,148486.0,11974656.0
2003-09-19,12500,12600,12100,12300,121860,147288.0,11974656.0
2003-09-22,12100,12100,11400,11600,123880,138906.0,11974656.0
2003-09-23,11500,11800,11100,11650,88346,139505.0,11974656.0
2003-09-24,11550,11850,11450,11500,70359,137709.0,11974656.0
2003-09-25,11200,11300,10900,11300,96208,135314.0,11974656.0
2003-09-26,11100,11300,10850,10850,99055,129925.0,11974656.0
2003-09-29,10850,11000,10600,10650,69480,127530.0,11974656.0
2003-09-30,10900,11400,10800,10950,189096,131122.0,11974656.0
2003-10-01,10850,11250,10750,11200,64590,134116.0,11974656.0
2003-10-02,11450,11500,11200,11250,55076,134715.0,11974656.0
2003-10-06,11150,11500,11150,11350,62242,135912.0,11974656.0
2003-10-07,11450,11450,11200,11350,37720,135912.0,11974656.0
2003-10-08,11350,11400,11000,11000,41840,131721.0,11974656.0
2003-10-09,11000,11300,10950,11200,51590,134116.0,11974656.0
2003-10-10,11250,11450,11150,11400,94000,136511.0,11974656.0
2003-10-13,11400,12100,11250,12000,170720,143696.0,11974656.0
2003-10-14,12050,12150,11900,12100,85036,144893.0,11974656.0
2003-10-15,12150,12150,11650,11650,86904,139505.0,11974656.0
2003-10-16,11700,12650,11650,12500,359425,149683.0,11974656.0
2003-10-17,12400,12600,12200,12500,89882,149683.0,11974656.0
2003-10-20,12350,12600,12300,12500,61371,149683.0,11974656.0
2003-10-21,12650,12650,12000,12200,88313,146091.0,11974656.0
2003-10-22,12100,12200,11900,11900,48090,142498.0,11974656.0
2003-10-23,11600,11900,11450,11750,77385,140702.0,11974656.0
2003-10-24,11650,11700,11300,11300,52714,135314.0,11974656.0
2003-10-27,11500,11550,11300,11350,37170,135912.0,11974656.0
2003-10-28,11500,11700,11400,11400,141060,136511.0,11974656.0
2003-10-29,11550,12000,11550,12000,199947,143696.0,11974656.0
2003-10-30,12250,12750,11900,12750,300092,152677.0,11974656.0
2003-10-31,12900,13150,12600,12850,283051,153874.0,11974656.0
2003-11-03,12750,13050,12500,13050,151491,156269.0,11974656.0
2003-11-04,13150,13650,12950,13650,449790,163454.0,11974656.0
2003-11-05,13600,13950,13450,13950,304398,167046.0,11974656.0
2003-11-06,13950,14000,12500,12900,238562,154473.0,11974656.0
2003-11-07,13100,13300,12750,13050,187496,156269.0,11974656.0
2003-11-10,13100,13100,12750,12800,172935,153276.0,11974656.0
2003-11-11,12600,13150,12550,12900,204215,154473.0,11974656.0
2003-11-12,12950,13600,12950,13300,242400,159263.0,11974656.0
2003-11-13,13400,13600,13200,13550,121175,162257.0,11974656.0
2003-11-14,13500,13500,13150,13200,140673,158065.0,11974656.0
2003-11-17,13000,13000,12550,12600,166661,150881.0,11974656.0
2003-11-18,12450,12650,12150,12600,152902,150881.0,11974656.0
2003-11-19,12200,12300,11900,11900,183820,142498.0,11974656.0
2003-11-20,11950,12050,11350,11500,202345,137709.0,11974656.0
2003-11-21,11300,11750,11300,11600,114925,138906.0,11974656.0
2003-11-24,11550,11600,11050,11050,67371,132320.0,11974656.0
2003-11-25,11250,11350,11100,11250,161142,134715.0,11974656.0
2003-11-26,11300,11700,11300,11600,110440,138906.0,11974656.0
2003-11-27,11750,11750,11450,11700,178488,140103.0,11974656.0
2003-11-28,11800,11950,11650,11850,119159,141900.0,11974656.0
2003-12-01,11900,12500,11750,12300,207601,147288.0,11974656.0
2003-12-02,12400,12600,12100,12300,224042,147288.0,11974656.0
2003-12-03,12250,12550,12100,12150,96207,145492.0,11974656.0
2003-12-04,12250,12550,11850,11900,154868,142498.0,11974656.0
2003-12-05,11850,12050,11650,11800,82082,141301.0,11974656.0
2003-12-08,11950,11950,11600,11750,65150,140702.0,11974656.0
2003-12-09,11800,12350,11800,12300,99401,147288.0,11974656.0
2003-12-10,12200,12550,12150,12500,81590,149683.0,11974656.0
2003-12-11,12450,12550,12150,12350,87105,147887.0,11974656.0
2003-12-12,12450,12600,12150,12400,166980,148486.0,11974656.0
2003-12-15,12650,13050,12500,13000,250008,155671.0,11974656.0
2003-12-16,12600,13200,12600,13000,189556,155671.0,11974656.0
2003-12-17,13200,13500,12850,13000,220275,155671.0,11974656.0
2003-12-18,12900,13100,12500,12700,160018,152078.0,11974656.0
2003-12-19,12900,12900,12600,12750,132911,152677.0,11974656.0
2003-12-22,12800,12800,12150,12300,145912,147288.0,11974656.0
2003-12-23,12300,12500,12200,12450,143060,149084.0,11974656.0
2003-12-24,12400,12500,11900,11950,117080,143097.0,11974656.0
2003-12-26,11750,12150,11750,12100,89411,144893.0,11974656.0
2003-12-29,11700,12100,11700,12000,67623,143696.0,11974656.0
2003-12-30,12200,12850,12200,12850,151460,153874.0,11974656.0
2004-01-02,12600,13050,12600,13050,202120,156269.0,11974656.0
2004-01-05,13000,13250,12800,13050,125710,156269.0,11974656.0
2004-01-06,13200,13200,12600,12650,81047,151479.0,11974656.0
2004-01-07,12650,12700,12450,12600,143640,150881.0,11974656.0
2004-01-08,12750,13050,12650,12900,201613,154473.0,11974656.0
2004-01-09,12900,13200,12800,12850,200563,153874.0,11974656.0
2004-01-12,12800,13150,12650,12900,147945,154473.0,11974656.0
2004-01-13,13050,13050,12850,12900,103917,154473.0,11974656.0
2004-01-14,12800,12950,12450,12550,195003,150282.0,11974656.0
2004-01-15,12550,12700,12000,12000,255151,143696.0,11974656.0
2004-01-16,12150,12300,12150,12200,160160,146091.0,11974656.0
2004-01-19,12300,12400,12050,12050,123920,144295.0,11974656.0
2004-01-20,12100,12150,11900,12000,124790,143696.0,11974656.0
2004-01-26,12000,12050,11700,11800,107261,141301.0,11974656.0
2004-01-27,12000,12000,11500,11500,136630,137709.0,11974656.0
2004-01-28,11500,11750,11350,11500,133810,137709.0,11974656.0
2004-01-29,11500,11700,11250,11600,92100,138906.0,11974656.0
2004-01-30,11800,11850,11500,11600,125530,138906.0,11974656.0
2004-02-02,11550,11750,11500,11700,78730,140103.0,11974656.0
2004-02-03,11700,11750,11350,11650,114290,139505.0,11974656.0
2004-02-04,11550,11600,11200,11300,97220,135314.0,11974656.0
2004-02-05,11250,11550,11250,11500,64480,137709.0,11974656.0
2004-02-06,11450,11650,11450,11600,59520,138906.0,11974656.0
2004-02-09,11550,11600,11100,11150,248865,133517.0,11974656.0
2004-02-10,10900,10900,9850,10000,626681,119747.0,11974656.0
2004-02-11,9950,10150,9730,9900,283810,118549.0,11974656.0
2004-02-12,10000,10250,9900,10100,197640,120944.0,11974656.0
2004-02-13,10050,10150,9980,10000,95220,119747.0,11974656.0
2004-02-16,10050,10150,9910,9910,120740,118669.0,11974656.0
2004-02-17,9950,9990,9700,9740,146380,116633.0,11974656.0
2004-02-18,9780,10000,9780,9970,105071,119387.0,11974656.0
2004-02-19,9900,10250,9900,10050,124194,120345.0,11974656.0
2004-02-20,9970,10050,9920,9920,96029,118789.0,11974656.0
2004-02-23,9920,9970,9760,9930,55061,118908.0,11974656.0
2004-02-24,9820,9980,9820,9870,60326,118190.0,11974656.0
2004-02-25,9850,9980,9830,9870,32120,118190.0,11974656.0
2004-02-26,9880,10100,9810,9810,50400,117471.0,11974656.0
2004-02-27,9800,9810,9700,9750,67260,116753.0,11974656.0
2004-03-02,9760,9820,9700,9810,97487,117471.0,11974656.0
2004-03-03,9850,10250,9850,10000,177575,119747.0,11974656.0
2004-03-04,10150,10150,9930,10000,115197,119747.0,11974656.0
2004-03-05,10050,10600,9960,10600,341541,126931.0,11974656.0
2004-03-08,10750,10800,10350,10400,120190,124536.0,11974656.0
2004-03-09,10250,10350,10050,10100,102900,120944.0,11974656.0
2004-03-10,10100,10300,10000,10100,137700,120944.0,11974656.0
2004-03-11,9950,10100,9950,10000,95641,119747.0,11974656.0
2004-03-12,9900,9950,8520,9550,211726,114358.0,11974656.0
2004-03-15,9600,9770,9430,9440,94280,113041.0,11974656.0
2004-03-16,9400,9400,9130,9160,102600,109688.0,11974656.0
2004-03-17,9230,9450,9220,9370,115090,112203.0,11974656.0
2004-03-18,9450,9520,9410,9460,68952,113280.0,11974656.0
2004-03-19,9400,9500,9380,9470,108850,113400.0,11974656.0
2004-03-22,9470,9490,8050,9200,118832,110167.0,11974656.0
2004-03-23,8990,9270,8950,9250,32596,110766.0,11974656.0
2004-03-24,9110,9280,9110,9200,34670,110167.0,11974656.0
2004-03-25,9130,9290,9000,9000,83500,107772.0,11974656.0
2004-03-26,9110,9180,8950,8950,64090,107173.0,11974656.0
2004-03-29,8950,9050,8850,8950,172114,107173.0,11974656.0
2004-03-30,9050,9050,8910,9020,46600,108011.0,11974656.0
2004-03-31,9040,9310,9040,9310,60620,111484.0,11974656.0
2004-04-01,9330,9500,9230,9240,165023,110646.0,11974656.0
2004-04-02,9250,9450,9240,9450,57870,113160.0,11974656.0
2004-04-06,9570,9730,9410,9450,94842,113160.0,11974656.0
2004-04-07,9520,9580,9420,9450,70672,113160.0,11974656.0
2004-04-08,9470,9620,9400,9600,90713,114957.0,11974656.0
2004-04-09,9550,9580,9450,9570,36775,114597.0,11974656.0
2004-04-12,9570,9570,9400,9450,78057,113160.0,11974656.0
2004-04-13,9470,9520,9160,9300,54720,111364.0,11974656.0
2004-04-14,9130,9290,9130,9200,27770,110167.0,11974656.0
2004-04-16,9210,9210,9100,9130,42092,109329.0,11974656.0
2004-04-19,9110,9520,9100,9520,72586,113999.0,11974656.0
2004-04-20,9600,10300,9450,10250,321790,122740.0,11974656.0
2004-04-21,10150,10300,9950,10150,115480,121543.0,11974656.0
2004-04-22,10400,11050,10350,11000,539397,131721.0,11974656.0
2004-04-23,11050,11350,11050,11300,275554,135314.0,11974656.0
2004-04-26,11400,11400,10950,11000,208520,131721.0,11974656.0
2004-04-27,10850,11000,10700,10850,176240,129925.0,11974656.0
2004-04-28,10850,10900,10700,10800,56398,129326.0,11974656.0
2004-04-29,10600,10800,10100,10300,102720,123339.0,11974656.0
2004-04-30,10100,10800,10050,10800,76750,129326.0,11974656.0
2004-05-03,10450,10650,10350,10500,30170,125734.0,11974656.0
2004-05-04,10450,10700,10350,10700,67909,128129.0,11974656.0
2004-05-06,10700,10700,10150,10600,87680,126931.0,11974656.0
2004-05-07,10350,10550,10100,10550,118250,126333.0,11974656.0
2004-05-10,10400,10450,9810,9850,66860,117950.0,11974656.0
2004-05-11,9520,9850,9450,9700,47260,116154.0,11974656.0
2004-05-12,9750,9920,9650,9900,92840,118549.0,11974656.0
2004-05-13,9750,9940,9600,9900,51920,118549.0,11974656.0
2004-05-14,9810,10150,9650,9850,82080,117950.0,11974656.0
2004-05-17,9610,9850,8800,9700,76640,116154.0,11974656.0
2004-05-18,9060,9550,9060,9110,66600,109089.0,11974656.0
2004-05-19,9310,9440,9200,9370,65927,112203.0,11974656.0
2004-05-20,9410,9410,8870,9290,36010,111245.0,11974656.0
2004-05-21,9300,9340,9200,9290,27787,111245.0,11974656.0
2004-05-24,9260,9450,9240,9360,47880,112083.0,11974656.0
2004-05-25,9180,9290,9060,9180,24550,109927.0,11974656.0
2004-05-27,9250,9350,9130,9200,47860,110167.0,11974656.0
2004-05-28,9400,9400,9170,9200,90938,110167.0,11974656.0
2004-05-31,9200,9200,8870,8930,79860,106934.0,11974656.0
