영원무역(111770),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2009-11-16,8620,8730,8500,8500,454782,346897.0,40811468.0
2009-11-17,8500,8810,8430,8750,382254,357100.0,40811468.0
2009-11-18,8750,9110,8740,8980,860548,366487.0,40811468.0
2009-11-19,9070,9430,9050,9310,881866,379955.0,40811468.0
2009-11-20,9280,9480,9120,9160,403287,373833.0,40811468.0
2009-11-23,9200,9370,8830,9140,363181,373017.0,40811468.0
2009-11-24,9200,9230,8960,9010,427240,367711.0,40811468.0
2009-11-25,9050,9060,8520,8720,606267,355876.0,40811468.0
2009-11-26,8710,9120,8710,9040,519358,368936.0,40811468.0
2009-11-27,8830,8990,8670,8730,633308,356284.0,40811468.0
2009-11-30,8900,9010,8760,8950,395443,365263.0,40811468.0
2009-12-01,8960,9190,8550,9180,388169,374649.0,40811468.0
2009-12-02,9290,9450,9130,9400,401550,383628.0,40811468.0
2009-12-03,9370,9520,9270,9340,273983,381179.0,40811468.0
2009-12-04,9340,9470,9270,9290,134569,379139.0,40811468.0
2009-12-07,9230,9400,9210,9400,140606,383628.0,40811468.0
2009-12-08,9460,9460,9270,9290,112627,379139.0,40811468.0
2009-12-09,9130,9330,9130,9320,107770,380363.0,40811468.0
2009-12-10,9350,9690,9320,9650,273582,393831.0,40811468.0
2009-12-11,9720,9870,9600,9800,322103,399952.0,40811468.0
2009-12-14,9950,10100,9800,10100,459708,412196.0,40811468.0
2009-12-15,10150,10450,10100,10300,364543,420358.0,40811468.0
2009-12-16,10400,10700,10100,10350,328105,422399.0,40811468.0
2009-12-17,10200,10950,10200,10750,350036,438723.0,40811468.0
2009-12-18,10600,11000,10600,10900,196919,444845.0,40811468.0
2009-12-21,11000,11600,10750,11400,261998,465251.0,40811468.0
2009-12-22,11600,11600,11000,11250,276800,459129.0,40811468.0
2009-12-23,11200,11350,10750,10950,290559,446886.0,40811468.0
2009-12-24,10950,11650,10950,11650,359984,475454.0,40811468.0
2009-12-28,11950,11950,11500,11700,226760,477494.0,40811468.0
2009-12-29,11700,11700,11300,11650,197299,475454.0,40811468.0
2009-12-30,11700,11750,11300,11700,274701,477494.0,40811468.0
2010-01-04,11550,11600,11150,11350,264831,463210.0,40811468.0
2010-01-05,11400,11500,11200,11200,273792,457088.0,40811468.0
2010-01-06,11200,11300,10800,11000,361354,448926.0,40811468.0
2010-01-07,11050,11700,10900,11400,304521,465251.0,40811468.0
2010-01-08,11400,11450,11000,11100,135263,453007.0,40811468.0
2010-01-11,11100,11200,10350,10400,413477,424439.0,40811468.0
2010-01-12,10200,10500,10100,10300,187899,420358.0,40811468.0
2010-01-13,10350,10700,10300,10450,278893,426480.0,40811468.0
2010-01-14,10450,10600,10200,10500,202417,428520.0,40811468.0
2010-01-15,10650,10650,10450,10500,155138,428520.0,40811468.0
2010-01-18,10500,10650,10450,10450,178580,426480.0,40811468.0
2010-01-19,10500,10600,10200,10350,209761,422399.0,40811468.0
2010-01-20,10350,10450,9900,9900,343301,404034.0,40811468.0
2010-01-21,9890,10250,9740,10250,127745,418318.0,40811468.0
2010-01-22,10000,10350,10000,10250,122429,418318.0,40811468.0
2010-01-25,10200,10350,10050,10150,84080,414236.0,40811468.0
2010-01-26,10300,10450,9950,10150,134000,414236.0,40811468.0
2010-01-27,10100,10250,9970,10000,109499,408115.0,40811468.0
2010-01-28,10000,10000,9870,9950,122872,406074.0,40811468.0
2010-01-29,9810,9990,9810,9820,83221,400769.0,40811468.0
2010-02-01,9820,10100,9800,9810,69216,400361.0,40811468.0
2010-02-02,9870,10000,9870,9950,78690,406074.0,40811468.0
2010-02-03,10150,10150,9960,9960,143487,406482.0,40811468.0
2010-02-04,9950,10050,9660,9840,125892,401585.0,40811468.0
2010-02-05,9500,9600,9390,9460,118580,386076.0,40811468.0
2010-02-08,9500,9600,9410,9480,138410,386893.0,40811468.0
2010-02-09,9300,9600,9200,9500,94017,387709.0,40811468.0
2010-02-10,9620,9630,9500,9590,64881,391382.0,40811468.0
2010-02-11,9590,9830,9590,9770,48599,398728.0,40811468.0
2010-02-12,9730,9960,9720,9940,62669,405666.0,40811468.0
2010-02-16,9860,10100,9860,10100,128602,412196.0,40811468.0
2010-02-17,10200,10200,9980,10000,69749,408115.0,40811468.0
2010-02-18,9980,10150,9920,10050,39352,410155.0,40811468.0
2010-02-19,9950,10050,9840,9860,60072,402401.0,40811468.0
2010-02-22,10050,10350,9980,10150,143492,414236.0,40811468.0
2010-02-23,10200,10200,9970,10000,43402,408115.0,40811468.0
2010-02-24,10000,10100,9920,9970,41485,406890.0,40811468.0
2010-02-25,9860,10050,9820,9930,59140,405258.0,40811468.0
2010-02-26,9800,9850,9350,9520,187363,388525.0,40811468.0
2010-03-02,9410,9540,9260,9530,177829,388933.0,40811468.0
2010-03-03,9610,9620,9540,9560,33190,390158.0,40811468.0
2010-03-04,9640,9640,9480,9570,30806,390566.0,40811468.0
2010-03-05,9490,9590,9470,9580,31148,390974.0,40811468.0
2010-03-08,9630,9790,9610,9700,90083,395871.0,40811468.0
2010-03-09,9630,9800,9600,9800,91807,399952.0,40811468.0
2010-03-10,9810,9930,9790,9930,114208,405258.0,40811468.0
2010-03-11,9850,9910,9710,9790,98604,399544.0,40811468.0
2010-03-12,9700,9880,9700,9870,87025,402809.0,40811468.0
2010-03-15,9930,9930,9800,9870,40310,402809.0,40811468.0
2010-03-16,9870,9900,9770,9780,133173,399136.0,40811468.0
2010-03-17,9750,9880,9730,9790,22097,399544.0,40811468.0
2010-03-18,9760,9780,9680,9700,122889,395871.0,40811468.0
2010-03-19,9750,9770,9580,9660,179447,394239.0,40811468.0
2010-03-22,9410,9570,9410,9490,111007,387301.0,40811468.0
2010-03-23,9480,9510,9250,9360,183450,381995.0,40811468.0
2010-03-24,9260,9290,9080,9130,173121,372609.0,40811468.0
2010-03-25,9010,9070,8940,9010,167965,367711.0,40811468.0
2010-03-26,8990,9190,8990,9130,105744,372609.0,40811468.0
2010-03-29,9100,9100,9000,9030,89041,368528.0,40811468.0
2010-03-30,9050,9060,8950,8980,163150,366487.0,40811468.0
2010-03-31,8960,8980,8860,8980,158123,366487.0,40811468.0
2010-04-01,8980,9260,8980,9250,183495,377506.0,40811468.0
2010-04-02,9270,9420,9250,9420,132430,384444.0,40811468.0
2010-04-05,9350,9410,9210,9370,72811,382403.0,40811468.0
2010-04-06,9400,9440,9270,9410,54221,384036.0,40811468.0
2010-04-07,9340,9420,9190,9350,101822,381587.0,40811468.0
2010-04-08,9340,9350,9220,9310,25741,379955.0,40811468.0
2010-04-09,9480,9480,9310,9390,66939,383220.0,40811468.0
2010-04-12,9270,9410,9250,9300,82176,379547.0,40811468.0
2010-04-13,9260,9580,9260,9580,99575,390974.0,40811468.0
2010-04-14,9580,9820,9510,9770,86621,398728.0,40811468.0
2010-04-15,9800,9810,9670,9800,80979,399952.0,40811468.0
2010-04-16,9780,9890,9720,9840,47866,401585.0,40811468.0
2010-04-19,9800,9800,9350,9450,51605,385668.0,40811468.0
2010-04-20,9500,9710,9500,9650,26070,393831.0,40811468.0
2010-04-21,9600,9900,9600,9890,52737,403625.0,40811468.0
2010-04-22,9890,9900,9800,9900,31958,404034.0,40811468.0
2010-04-23,9820,9900,9760,9900,20730,404034.0,40811468.0
2010-04-26,9860,9910,9560,9580,107661,390974.0,40811468.0
2010-04-27,9530,9650,9520,9650,54560,393831.0,40811468.0
2010-04-28,9500,9630,9450,9520,53902,388525.0,40811468.0
2010-04-29,9530,9530,9200,9310,136018,379955.0,40811468.0
2010-04-30,9320,9450,9320,9440,30151,385260.0,40811468.0
2010-05-03,9700,9700,9470,9560,31715,390158.0,40811468.0
2010-05-04,9450,9560,9450,9470,22105,386485.0,40811468.0
2010-05-06,9380,9380,9200,9250,35120,377506.0,40811468.0
2010-05-07,9160,9190,8850,9050,113940,369344.0,40811468.0
2010-05-10,9050,9220,9050,9140,36405,373017.0,40811468.0
2010-05-11,9190,9200,9100,9140,36189,373017.0,40811468.0
2010-05-12,9100,9260,9050,9100,39830,371384.0,40811468.0
2010-05-13,9110,9200,9110,9130,40800,372609.0,40811468.0
2010-05-14,9120,9190,9080,9130,21833,372609.0,40811468.0
2010-05-17,9100,9120,8990,9080,103301,370568.0,40811468.0
2010-05-18,9050,9180,9050,9180,34820,374649.0,40811468.0
2010-05-19,9050,9150,9030,9150,13019,373425.0,40811468.0
2010-05-20,9100,9190,9000,9000,41081,367303.0,40811468.0
2010-05-24,8840,8980,8710,8780,51179,358325.0,40811468.0
2010-05-25,8600,8800,8430,8800,88180,359141.0,40811468.0
2010-05-26,8540,8850,8450,8800,44336,359141.0,40811468.0
2010-05-27,8650,8910,8610,8890,39433,362814.0,40811468.0
2010-05-28,9090,9150,8910,9100,35072,371384.0,40811468.0
2010-05-31,9030,9290,9030,9230,57622,376690.0,40811468.0
2010-06-01,9230,9270,9090,9130,64120,372609.0,40811468.0
2010-06-03,9130,9280,9030,9210,58468,375874.0,40811468.0
2010-06-04,9220,9340,9170,9210,48979,375874.0,40811468.0
2010-06-07,8910,9150,8910,9100,62960,371384.0,40811468.0
2010-06-08,9100,9210,9020,9150,21410,373425.0,40811468.0
2010-06-09,9140,9190,9110,9150,26191,373425.0,40811468.0
2010-06-10,9170,9240,9000,9150,47390,373425.0,40811468.0
2010-06-11,9160,9250,9030,9060,113231,369752.0,40811468.0
2010-06-14,9030,9070,9000,9000,64847,367303.0,40811468.0
2010-06-15,9000,9040,8950,8980,51277,366487.0,40811468.0
2010-06-16,8980,9060,8950,9000,58627,367303.0,40811468.0
2010-06-17,8960,9040,8730,8790,159662,358733.0,40811468.0
2010-06-18,8800,8860,8740,8740,35400,356692.0,40811468.0
2010-06-21,8740,8780,8600,8680,98090,354244.0,40811468.0
2010-06-22,8650,8700,8580,8650,156195,353019.0,40811468.0
2010-06-23,8600,8640,8410,8420,95075,343633.0,40811468.0
2010-06-24,8390,8620,8390,8590,83294,350571.0,40811468.0
2010-06-25,8530,8650,8510,8650,39170,353019.0,40811468.0
2010-06-28,8700,8700,8540,8590,37201,350571.0,40811468.0
2010-06-29,8590,8650,8330,8330,109001,339960.0,40811468.0
2010-06-30,8210,8360,8180,8300,74580,338735.0,40811468.0
2010-07-01,8240,8380,8220,8300,59144,338735.0,40811468.0
2010-07-02,8260,8360,8210,8300,70316,338735.0,40811468.0
2010-07-05,8310,8420,8270,8310,31256,339143.0,40811468.0
2010-07-06,8300,8300,8050,8070,75600,329349.0,40811468.0
2010-07-07,8070,8080,7750,7900,134240,322411.0,40811468.0
2010-07-08,7910,8000,7750,7880,61144,321594.0,40811468.0
2010-07-09,7910,7950,7820,7880,66797,321594.0,40811468.0
2010-07-12,7900,8240,7850,8050,119870,328532.0,40811468.0
2010-07-13,8140,8140,7990,8020,64088,327308.0,40811468.0
2010-07-14,8040,8080,7960,8020,1103723,327308.0,40811468.0
2010-07-15,8070,8330,8040,8200,325993,334654.0,40811468.0
2010-07-16,8190,8330,8100,8110,83692,330981.0,40811468.0
2010-07-19,8100,8140,8010,8100,86330,330573.0,40811468.0
2010-07-20,8070,8110,8040,8060,84515,328940.0,40811468.0
2010-07-21,8080,8130,7920,8000,134630,326492.0,40811468.0
2010-07-22,7920,8130,7820,7860,179109,320778.0,40811468.0
2010-07-23,7860,8000,7800,7960,108423,324859.0,40811468.0
2010-07-26,8000,8260,7970,8260,147205,337103.0,40811468.0
2010-07-27,8480,8910,8460,8800,492292,359141.0,40811468.0
2010-07-28,8790,8790,8530,8750,123136,357100.0,40811468.0
2010-07-29,8650,8940,8550,8940,172289,364855.0,40811468.0
2010-07-30,8800,9020,8730,8950,128264,365263.0,40811468.0
2010-08-02,8960,9100,8840,9080,107810,370568.0,40811468.0
2010-08-03,9080,9140,8790,9020,86342,368119.0,40811468.0
2010-08-04,8890,9040,8820,9000,58603,367303.0,40811468.0
2010-08-05,9000,9000,8870,8880,63221,362406.0,40811468.0
2010-08-06,8840,9090,8840,9050,71341,369344.0,40811468.0
2010-08-09,9150,9150,8950,9050,46577,369344.0,40811468.0
2010-08-10,8960,9060,8750,9030,52973,368528.0,40811468.0
2010-08-11,8900,8910,8600,8740,94074,356692.0,40811468.0
2010-08-12,8700,9040,8570,9000,83086,367303.0,40811468.0
2010-08-13,8990,9190,8860,9180,145329,374649.0,40811468.0
2010-08-16,9280,9280,9100,9170,82200,374241.0,40811468.0
2010-08-17,9250,9250,8930,9170,73540,374241.0,40811468.0
2010-08-18,9250,9470,9120,9370,131261,382403.0,40811468.0
2010-08-19,9390,9650,9280,9540,126840,389341.0,40811468.0
2010-08-20,9540,9550,9310,9540,50431,389341.0,40811468.0
2010-08-23,9540,9860,9510,9810,144891,400361.0,40811468.0
2010-08-24,9810,9810,9650,9700,29234,395871.0,40811468.0
2010-08-25,9630,9630,9250,9580,58746,390974.0,40811468.0
2010-08-26,9470,9590,9400,9500,66718,387709.0,40811468.0
2010-08-27,9500,9600,9440,9500,41699,387709.0,40811468.0
2010-08-30,9450,9620,9400,9590,77783,391382.0,40811468.0
2010-08-31,9430,9600,9430,9600,57386,391790.0,40811468.0
2010-09-01,9600,9650,9500,9600,77771,391790.0,40811468.0
2010-09-02,9550,9700,9540,9600,48035,391790.0,40811468.0
2010-09-03,9750,9760,9610,9690,101320,395463.0,40811468.0
2010-09-06,9690,9730,9600,9660,45566,394239.0,40811468.0
2010-09-07,9680,9790,9600,9660,43956,394239.0,40811468.0
2010-09-08,9800,9800,9510,9590,31947,391382.0,40811468.0
2010-09-09,9500,9680,9440,9520,24862,388525.0,40811468.0
2010-09-10,9530,9720,9530,9720,44197,396687.0,40811468.0
2010-09-13,9780,9790,9700,9780,49840,399136.0,40811468.0
2010-09-14,9780,10100,9770,10000,164887,408115.0,40811468.0
2010-09-15,10150,10300,10000,10100,140818,412196.0,40811468.0
2010-09-16,10250,10550,10200,10450,219450,426480.0,40811468.0
2010-09-17,10300,10300,9930,10150,211416,414236.0,40811468.0
2010-09-20,10050,10100,9930,10000,49329,408115.0,40811468.0
2010-09-24,10000,10100,9950,10050,85891,410155.0,40811468.0
2010-09-27,9940,10000,9900,9950,77109,406074.0,40811468.0
2010-09-28,9960,9960,9520,9550,167621,389750.0,40811468.0
2010-09-29,9550,9790,9530,9570,158773,390566.0,40811468.0
2010-09-30,9570,9840,9560,9830,148471,401177.0,40811468.0
2010-10-01,9980,9980,9790,9920,49484,404850.0,40811468.0
2010-10-04,9930,9960,9700,9760,102609,398320.0,40811468.0
2010-10-05,9690,9950,9640,9950,53450,406074.0,40811468.0
2010-10-06,10000,10000,9850,9870,86346,402809.0,40811468.0
2010-10-07,9820,9830,9680,9720,93326,396687.0,40811468.0
2010-10-08,9700,9750,9460,9500,198968,387709.0,40811468.0
2010-10-11,9450,9540,9430,9520,138910,388525.0,40811468.0
2010-10-12,9460,9520,9390,9480,104916,386893.0,40811468.0
2010-10-13,9500,9730,9480,9630,569950,393014.0,40811468.0
2010-10-14,9660,9910,9630,9840,412941,401585.0,40811468.0
2010-10-15,9940,10550,9930,10500,751886,428520.0,40811468.0
2010-10-18,10500,10700,10250,10500,363239,428520.0,40811468.0
2010-10-19,10600,10650,10300,10450,175620,426480.0,40811468.0
2010-10-20,10250,10450,10200,10400,198810,424439.0,40811468.0
2010-10-21,10500,10850,10400,10800,252423,440764.0,40811468.0
2010-10-22,10900,10950,10400,10450,174404,426480.0,40811468.0
2010-10-25,10400,10650,10350,10500,137191,428520.0,40811468.0
2010-10-26,10600,10650,10400,10500,86480,428520.0,40811468.0
2010-10-27,10500,10650,10400,10450,144446,426480.0,40811468.0
2010-10-28,10500,10900,10350,10700,217077,436683.0,40811468.0
2010-10-29,10750,11150,10650,11000,370164,448926.0,40811468.0
2010-11-01,11200,11300,10600,10700,414400,436683.0,40811468.0
2010-11-02,10800,10800,10350,10600,187030,432602.0,40811468.0
2010-11-03,10500,10900,10500,10800,201113,440764.0,40811468.0
2010-11-04,10600,10800,10600,10650,119640,434642.0,40811468.0
2010-11-05,10750,10850,10350,10500,247267,428520.0,40811468.0
2010-11-08,10450,10950,10450,10900,323556,444845.0,40811468.0
2010-11-09,10850,10950,10750,10800,141670,440764.0,40811468.0
2010-11-10,10700,10750,10450,10650,203014,434642.0,40811468.0
2010-11-11,10750,11200,10650,10650,432482,434642.0,40811468.0
2010-11-12,10850,10900,10000,10300,190189,420358.0,40811468.0
2010-11-15,10200,10500,10050,10200,92935,416277.0,40811468.0
2010-11-16,10300,10650,10200,10450,139410,426480.0,40811468.0
2010-11-17,10200,10700,10200,10450,75282,426480.0,40811468.0
2010-11-18,10500,10800,10400,10700,110724,436683.0,40811468.0
2010-11-19,10700,10800,10500,10600,78234,432602.0,40811468.0
2010-11-22,10600,10700,10500,10600,123049,432602.0,40811468.0
2010-11-23,10600,11100,10600,11050,318199,450967.0,40811468.0
2010-11-24,10600,11000,10500,10900,219020,444845.0,40811468.0
2010-11-25,10900,11150,10750,10950,121115,446886.0,40811468.0
2010-11-26,10750,11000,10500,10500,94040,428520.0,40811468.0
2010-11-29,10500,10600,10350,10600,77000,432602.0,40811468.0
2010-11-30,10600,10650,10400,10400,66620,424439.0,40811468.0
2010-12-01,10450,10550,10350,10400,66792,424439.0,40811468.0
2010-12-02,10550,10650,10400,10600,48082,432602.0,40811468.0
2010-12-03,10850,11000,10550,10600,194293,432602.0,40811468.0
2010-12-06,10800,11700,10700,11500,800553,469332.0,40811468.0
2010-12-07,11600,11600,11150,11300,331032,461170.0,40811468.0
2010-12-08,11250,11550,11200,11450,224542,467291.0,40811468.0
2010-12-09,11400,11650,11300,11350,219134,463210.0,40811468.0
2010-12-10,11400,11800,11400,11450,423452,467291.0,40811468.0
2010-12-13,10650,10700,10100,10600,1401115,432602.0,40811468.0
2010-12-14,10800,10950,10650,10800,603118,440764.0,40811468.0
2010-12-15,10950,10950,10600,10800,268268,440764.0,40811468.0
2010-12-16,10750,11150,10700,10750,329538,438723.0,40811468.0
2010-12-17,10750,10900,10600,10650,137640,434642.0,40811468.0
2010-12-20,10600,10700,10350,10500,165894,428520.0,40811468.0
2010-12-21,10700,10900,10550,10600,172008,432602.0,40811468.0
2010-12-22,10750,10800,10500,10700,150067,436683.0,40811468.0
2010-12-23,10850,11100,10800,10900,302802,444845.0,40811468.0
2010-12-24,11000,11250,10950,11150,159908,455048.0,40811468.0
2010-12-27,11200,11350,11000,11000,106751,448926.0,40811468.0
2010-12-28,11150,11150,10750,10800,106650,440764.0,40811468.0
2010-12-29,10800,10950,10600,10800,119412,440764.0,40811468.0
2010-12-30,10800,10950,10550,10550,95210,430561.0,40811468.0
2011-01-03,10500,10650,10450,10500,164072,428520.0,40811468.0
2011-01-04,10650,10850,10600,10800,160120,440764.0,40811468.0
2011-01-05,10850,10950,10600,10650,112561,434642.0,40811468.0
2011-01-06,10700,10750,10450,10500,148841,428520.0,40811468.0
2011-01-07,10500,10550,10350,10400,115693,424439.0,40811468.0
2011-01-10,10400,10700,10350,10700,137909,436683.0,40811468.0
2011-01-11,10700,10900,10650,10900,155883,444845.0,40811468.0
2011-01-12,10950,11100,10800,11000,172010,448926.0,40811468.0
2011-01-13,11000,11200,11000,11100,144767,453007.0,40811468.0
2011-01-14,11200,11450,11150,11300,226327,461170.0,40811468.0
2011-01-17,11300,11450,11250,11300,134228,461170.0,40811468.0
2011-01-18,11350,11700,11350,11550,206364,471372.0,40811468.0
2011-01-19,11650,11800,11550,11650,132072,475454.0,40811468.0
2011-01-20,11700,11850,11650,11850,233676,483616.0,40811468.0
2011-01-21,11950,11950,11500,11700,124261,477494.0,40811468.0
2011-01-24,11600,11750,11450,11600,118800,473413.0,40811468.0
2011-01-25,11600,11800,11550,11650,168662,475454.0,40811468.0
2011-01-26,11750,12400,11600,12100,238027,493819.0,40811468.0
2011-01-27,12100,12700,11950,12450,285279,508103.0,40811468.0
2011-01-28,12500,12900,12300,12800,198620,522387.0,40811468.0
2011-01-31,12600,12800,12500,12550,125059,512184.0,40811468.0
2011-02-01,12600,12650,12400,12500,110074,510143.0,40811468.0
2011-02-07,12600,13050,12600,12700,144360,518306.0,40811468.0
2011-02-08,12800,12800,12450,12500,119624,510143.0,40811468.0
2011-02-09,12500,12650,12500,12650,70707,516265.0,40811468.0
2011-02-10,12600,12700,12200,12550,164762,512184.0,40811468.0
2011-02-11,12500,12750,12500,12700,62114,518306.0,40811468.0
2011-02-14,12700,12900,12550,12550,53098,512184.0,40811468.0
2011-02-15,12550,12600,12450,12500,125811,510143.0,40811468.0
2011-02-16,12500,12700,12450,12650,73980,516265.0,40811468.0
2011-02-17,12700,12800,12500,12550,101604,512184.0,40811468.0
2011-02-18,12550,12650,12550,12550,61651,512184.0,40811468.0
2011-02-21,12550,12650,12500,12500,61944,510143.0,40811468.0
2011-02-22,12600,12750,12250,12500,159823,510143.0,40811468.0
2011-02-23,12500,12750,12500,12550,155370,512184.0,40811468.0
2011-02-24,12550,12600,12500,12500,64549,510143.0,40811468.0
2011-02-25,12500,12550,12200,12500,233136,510143.0,40811468.0
2011-02-28,12500,12650,12000,12000,174193,489738.0,40811468.0
2011-03-02,11750,12000,11200,11200,203152,457088.0,40811468.0
2011-03-03,11150,12050,11150,11950,174136,487697.0,40811468.0
2011-03-04,12250,12300,11800,11900,58835,485656.0,40811468.0
2011-03-07,11900,12000,11250,11350,135054,463210.0,40811468.0
2011-03-08,11400,12050,11350,11700,130023,477494.0,40811468.0
2011-03-09,11900,11900,11650,11650,31778,475454.0,40811468.0
2011-03-10,11700,12100,11600,11850,62199,483616.0,40811468.0
2011-03-11,11800,11950,11500,11900,68401,485656.0,40811468.0
2011-03-14,11950,11950,11400,11700,61551,477494.0,40811468.0
2011-03-15,11500,11750,10600,11100,95231,453007.0,40811468.0
2011-03-16,11350,11350,10850,10950,50230,446886.0,40811468.0
2011-03-17,10800,11200,10400,10600,100293,432602.0,40811468.0
2011-03-18,10750,10950,10650,10800,44531,440764.0,40811468.0
2011-03-21,10900,11200,10900,11000,50751,448926.0,40811468.0
2011-03-22,11000,11100,10800,11100,72810,453007.0,40811468.0
2011-03-23,11100,11100,10750,10750,66661,438723.0,40811468.0
2011-03-24,10700,10700,10250,10300,269483,420358.0,40811468.0
2011-03-25,10400,10500,9970,10350,464704,422399.0,40811468.0
2011-03-28,10350,10500,10200,10450,109461,426480.0,40811468.0
2011-03-29,10350,10750,10350,10550,188127,430561.0,40811468.0
2011-03-30,10600,10650,10300,10400,195577,424439.0,40811468.0
2011-03-31,10400,10650,10350,10400,299311,424439.0,40811468.0
2011-04-01,10450,10900,10450,10750,189198,438723.0,40811468.0
2011-04-04,10800,10900,10600,10650,103254,434642.0,40811468.0
