CS홀딩스(000590),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
1999-03-24,7250,7308,7134,7194,5980,7440.0,600000.0
1999-03-25,7308,7366,7221,7368,1940,7620.0,600000.0
1999-03-26,7424,7830,7424,7513,7460,7770.0,600000.0
1999-03-29,7250,7714,7250,7310,1400,7560.0,600000.0
1999-03-30,7366,7598,7366,7484,1990,7740.0,600000.0
1999-03-31,7482,7830,7482,7600,8830,7860.0,600000.0
1999-04-01,7540,7830,7453,7716,5100,7980.0,600000.0
1999-04-02,8411,8411,7569,7571,5670,7830.0,600000.0
1999-04-06,7831,8702,7715,8702,27330,9000.0,600000.0
1999-04-07,8818,9050,8151,8963,46210,9270.0,600000.0
1999-04-08,8702,8702,8354,8412,5630,8700.0,600000.0
1999-04-09,8644,8702,8064,8064,5890,8340.0,600000.0
1999-04-12,8064,8412,7889,8354,6380,8640.0,600000.0
1999-04-13,8296,8296,8035,8035,3580,8310.0,600000.0
1999-04-14,8122,8412,8035,8180,8990,8460.0,600000.0
1999-04-15,8180,8876,8180,8180,10380,8460.0,600000.0
1999-04-16,8296,8499,8296,8354,5230,8640.0,600000.0
1999-04-19,7193,8528,7193,8412,2370,8700.0,600000.0
1999-04-20,8180,8354,8122,8122,7400,8400.0,600000.0
1999-04-21,8122,8412,8064,8180,6930,8460.0,600000.0
1999-04-22,8412,8412,8006,8006,7500,8280.0,600000.0
1999-04-23,9195,9195,9166,9195,22350,9510.0,600000.0
1999-04-26,10557,10557,9774,10559,24630,10920.0,600000.0
1999-04-27,11544,12125,11138,12125,17080,12540.0,600000.0
1999-04-28,13922,13922,13168,13924,14460,14400.0,600000.0
1999-04-29,13923,16012,13923,16012,21330,16560.0,600000.0
1999-04-30,16765,17403,14125,14214,10780,14700.0,600000.0
1999-05-03,14212,14212,13052,14098,15160,14580.0,600000.0
1999-05-04,16185,16185,14502,14504,11130,15000.0,600000.0
1999-05-06,14502,15372,14009,14475,9260,14970.0,600000.0
1999-05-07,15082,15662,14386,14504,21910,15000.0,600000.0
1999-05-10,14502,14618,14096,14446,11640,14940.0,600000.0
1999-05-11,15082,16591,14502,14504,25460,15000.0,600000.0
1999-05-12,15662,16127,14502,15664,30400,16200.0,600000.0
1999-05-13,15662,16533,14850,14968,9830,15480.0,600000.0
1999-05-14,14561,15373,12763,13285,10740,13740.0,600000.0
1999-05-17,13169,13401,11893,12009,6790,12420.0,600000.0
1999-05-18,10209,12472,10209,11603,10950,12000.0,600000.0
1999-05-19,12763,12763,12183,12415,8490,12840.0,600000.0
1999-05-20,12762,13284,10557,10965,28620,11340.0,600000.0
1999-05-21,11021,11601,10905,11603,8560,12000.0,600000.0
1999-05-24,10151,11311,10151,10733,5890,11100.0,600000.0
1999-05-25,10731,11427,10731,11081,6680,11460.0,600000.0
1999-05-26,12414,12414,11253,11719,9930,12120.0,600000.0
1999-05-27,11717,12182,11601,11661,7340,12060.0,600000.0
1999-05-28,11775,11834,11253,11661,7580,12060.0,600000.0
1999-05-31,11892,11892,11427,11429,3820,11820.0,600000.0
1999-06-01,11834,11834,11311,11371,2450,11760.0,600000.0
1999-06-02,11370,13053,11080,13053,22450,13500.0,600000.0
1999-06-03,13633,14996,12183,12473,33270,12900.0,600000.0
1999-06-04,12763,13111,12473,12618,5580,13050.0,600000.0
1999-06-07,13227,13343,12647,12647,9670,13080.0,600000.0
1999-06-08,12705,13343,12647,12647,8500,13080.0,600000.0
1999-06-09,12647,12763,12299,12357,6260,12780.0,600000.0
1999-06-10,12183,12647,12067,12125,8560,12540.0,600000.0
1999-06-11,12183,12415,11893,12067,8460,12480.0,600000.0
1999-06-14,12357,12589,12067,12357,5690,12780.0,600000.0
1999-06-15,11021,12356,11021,11661,5350,12060.0,600000.0
1999-06-16,11602,12125,11602,12125,2090,12540.0,600000.0
1999-06-17,11776,12125,11776,11835,2250,12240.0,600000.0
1999-06-18,12646,12646,11601,11719,2780,12120.0,600000.0
1999-06-21,11601,11717,11311,11487,4400,11880.0,600000.0
1999-06-22,11601,11835,11312,11835,4260,12240.0,600000.0
1999-06-23,12473,12473,11835,11951,5030,12360.0,600000.0
1999-06-24,11893,12473,11660,11893,3870,12300.0,600000.0
1999-06-25,12357,12357,12009,12009,4620,12420.0,600000.0
1999-06-28,12009,12009,11660,11893,5760,12300.0,600000.0
1999-06-29,12183,12183,11893,12009,3840,12420.0,600000.0
1999-06-30,12183,13169,12183,13169,11920,13620.0,600000.0
1999-07-01,13865,13865,13053,13343,12850,13800.0,600000.0
1999-07-02,13342,14908,13342,14156,13010,14640.0,600000.0
1999-07-05,14502,15053,14154,14185,6900,14670.0,600000.0
1999-07-06,14444,14444,13864,13866,5140,14340.0,600000.0
1999-07-07,14039,14039,12879,13633,4980,14100.0,600000.0
1999-07-08,13053,14097,13053,13633,7730,14100.0,600000.0
1999-07-09,14213,14213,13401,13633,3230,14100.0,600000.0
1999-07-12,14155,14155,13633,13633,8350,14100.0,600000.0
1999-07-13,13865,13865,13227,13343,4090,13800.0,600000.0
1999-07-14,12763,13633,12763,13517,4150,13980.0,600000.0
1999-07-15,13256,13546,12821,13140,4870,13590.0,600000.0
1999-07-16,12994,14618,12994,14620,7870,15120.0,600000.0
1999-07-19,13980,15662,13980,14620,4470,15120.0,600000.0
1999-07-20,14502,14618,13806,13924,4520,14400.0,600000.0
1999-07-21,13922,14125,13052,13808,470,14280.0,600000.0
1999-07-22,13807,13807,12995,13575,1640,14040.0,600000.0
1999-07-23,12821,13227,12821,13227,3190,13680.0,600000.0
1999-07-26,11282,13139,11282,11545,1930,11940.0,600000.0
1999-07-27,11544,12183,11544,12183,1050,12600.0,600000.0
1999-07-28,12125,13053,11660,12705,910,13140.0,600000.0
1999-07-29,12473,12473,11835,12183,1400,12600.0,600000.0
1999-07-30,12994,13052,11601,11719,3710,12120.0,600000.0
1999-08-02,11079,11775,11079,11603,1830,12000.0,600000.0
1999-08-03,11602,12879,11602,12009,5280,12420.0,600000.0
1999-08-04,12183,12879,12183,12763,4110,13200.0,600000.0
1999-08-05,13111,13111,12183,12241,7300,12660.0,600000.0
1999-08-06,12241,13053,12009,13053,4310,13500.0,600000.0
1999-08-09,13343,13691,12937,13633,6760,14100.0,600000.0
1999-08-10,12937,14503,12183,13285,3780,13740.0,600000.0
1999-08-11,13053,13198,12473,13198,2580,13650.0,600000.0
1999-08-12,13342,13864,13052,13866,5500,14340.0,600000.0
1999-08-13,13342,15662,13342,15606,11490,16140.0,600000.0
1999-08-16,16185,16185,14502,14852,6050,15360.0,600000.0
1999-08-17,14503,14851,12879,12937,5600,13380.0,600000.0
1999-08-18,11717,13864,11601,13866,4420,14340.0,600000.0
1999-08-19,12067,13749,12067,12937,3430,13380.0,600000.0
1999-08-20,13401,13633,13401,13459,1610,13920.0,600000.0
1999-08-23,13632,13922,13342,13924,2090,14400.0,600000.0
1999-08-24,12820,13922,12820,13924,930,14400.0,600000.0
1999-08-25,13922,14270,13342,13866,3990,14340.0,600000.0
1999-08-26,14213,14213,13053,13343,2450,13800.0,600000.0
1999-08-27,13053,13343,13053,13053,1120,13500.0,600000.0
1999-08-30,12299,13488,12299,13227,900,13680.0,600000.0
1999-08-31,12531,13227,12531,12589,510,13020.0,600000.0
1999-09-01,11951,13053,11951,12183,1110,12600.0,600000.0
1999-09-02,12067,12531,11835,11835,2400,12240.0,600000.0
1999-09-03,12415,12473,11835,12473,1450,12900.0,600000.0
1999-09-06,12473,13053,11718,12879,1930,13320.0,600000.0
1999-09-07,13284,14792,12878,14794,13550,15300.0,600000.0
1999-09-08,15082,16649,14212,14272,26620,14760.0,600000.0
1999-09-09,14183,14676,13371,14446,3240,14940.0,600000.0
1999-09-10,14097,14793,13749,13749,4150,14220.0,600000.0
1999-09-13,13865,14909,13343,13401,5510,13860.0,600000.0
1999-09-14,13633,13691,12763,12821,4890,13260.0,600000.0
1999-09-15,13633,13633,12821,12879,1890,13320.0,600000.0
1999-09-16,13053,13807,12879,13343,3450,13800.0,600000.0
1999-09-17,13546,13546,12763,12763,1680,13200.0,600000.0
1999-09-20,12850,14097,12821,13633,3520,14100.0,600000.0
1999-09-21,13343,13575,13053,13111,3280,13560.0,600000.0
1999-09-22,13575,13575,12821,12821,1930,13260.0,600000.0
1999-09-27,12531,13053,12299,12299,2350,12720.0,600000.0
1999-09-28,12009,13169,12009,12473,1720,12900.0,600000.0
1999-09-29,12183,12763,12009,12763,3270,13200.0,600000.0
1999-09-30,13285,14677,13053,13111,23780,13560.0,600000.0
1999-10-01,13343,14184,12473,13372,10820,13830.0,600000.0
1999-10-04,12763,13401,12589,12763,4830,13200.0,600000.0
1999-10-05,11893,13111,11893,11893,5660,12300.0,600000.0
1999-10-06,11660,12328,11660,12183,2170,12600.0,600000.0
1999-10-07,11835,12473,11835,12473,6430,12900.0,600000.0
1999-10-08,12473,12647,12067,12589,2330,13020.0,600000.0
1999-10-11,12589,12589,12067,12241,1740,12660.0,600000.0
1999-10-12,12009,12531,12009,12415,2370,12840.0,600000.0
1999-10-13,12299,12415,12009,12096,3050,12510.0,600000.0
1999-10-14,12183,12415,11893,11951,4240,12360.0,600000.0
1999-10-15,12473,13343,12299,12415,6480,12840.0,600000.0
1999-10-18,11951,12647,11776,11980,3020,12390.0,600000.0
1999-10-19,12415,12415,11922,12067,950,12480.0,600000.0
1999-10-20,12183,12357,12009,12183,3420,12600.0,600000.0
1999-10-21,12183,12357,11980,12067,1440,12480.0,600000.0
1999-10-22,11893,12154,11893,11951,1830,12360.0,600000.0
1999-10-25,11630,12008,11601,11603,4080,12000.0,600000.0
1999-10-26,11195,11601,11195,11487,3400,11880.0,600000.0
1999-10-27,11311,11485,10151,10153,3440,10500.0,600000.0
1999-10-28,10789,11021,10615,10617,2670,10980.0,600000.0
1999-10-29,10615,11311,10615,11313,4290,11700.0,600000.0
1999-11-01,11601,11659,11253,11545,4230,11940.0,600000.0
1999-11-02,10789,11775,10789,11139,1740,11520.0,600000.0
1999-11-03,11021,11311,10905,11023,3320,11400.0,600000.0
1999-11-04,10905,11543,10905,11545,3480,11940.0,600000.0
1999-11-05,11630,11659,11137,11284,2240,11670.0,600000.0
1999-11-08,11021,11456,11021,11284,3480,11670.0,600000.0
1999-11-09,11224,11311,10992,11255,3120,11640.0,600000.0
1999-11-10,11079,11253,10963,11197,3320,11580.0,600000.0
1999-11-11,11195,11892,10905,11197,2890,11580.0,600000.0
1999-11-12,11253,11485,11021,11487,2990,11880.0,600000.0
1999-11-15,11717,11717,11137,11197,2740,11580.0,600000.0
1999-11-16,11021,11485,10905,11081,1780,11460.0,600000.0
1999-11-17,10789,11137,10789,10965,3040,11340.0,600000.0
1999-11-18,10731,11427,10731,10849,2360,11220.0,600000.0
1999-11-19,10673,10992,10673,10791,680,11160.0,600000.0
1999-11-22,10615,11427,10557,11023,2020,11400.0,600000.0
1999-11-23,10963,11021,10789,10907,920,11280.0,600000.0
1999-11-24,11195,11195,10789,11139,2900,11520.0,600000.0
1999-11-25,11021,11311,11021,11168,4770,11550.0,600000.0
1999-11-26,11369,11369,10673,10849,1370,11220.0,600000.0
1999-11-29,10557,10789,10557,10559,610,10920.0,600000.0
1999-11-30,9397,10731,9397,10617,490,10980.0,600000.0
1999-12-01,10267,11137,9049,10994,1180,11370.0,600000.0
1999-12-02,10209,10557,10209,10443,270,10800.0,600000.0
1999-12-03,10441,10441,10441,10443,410,10800.0,600000.0
1999-12-06,10151,10441,10151,10327,1400,10680.0,600000.0
1999-12-07,10441,10441,9977,10269,1730,10620.0,600000.0
1999-12-08,10093,10267,10035,10269,2220,10620.0,600000.0
1999-12-09,10151,10383,9919,9979,1370,10320.0,600000.0
1999-12-10,10209,10673,10209,10675,5410,11040.0,600000.0
1999-12-13,10847,10963,10731,10733,1260,11100.0,600000.0
1999-12-14,11253,11369,10731,11313,480,11700.0,600000.0
1999-12-15,10209,11079,9948,10733,3270,11100.0,600000.0
1999-12-16,11021,11137,10731,10849,4320,11220.0,600000.0
1999-12-17,10905,10905,10615,10849,1730,11220.0,600000.0
1999-12-20,10905,10905,10731,10733,510,11100.0,600000.0
1999-12-21,10731,11021,10731,10733,2750,11100.0,600000.0
1999-12-22,11021,11021,11021,11023,10,11400.0,600000.0
1999-12-23,10499,10731,10441,10443,500,10800.0,600000.0
1999-12-24,9571,10180,9397,10182,12620,10530.0,600000.0
1999-12-27,9513,10151,9513,9979,750,10320.0,600000.0
1999-12-28,9571,10151,9571,10153,1270,10500.0,600000.0
2000-01-04,11311,11311,10151,10733,1230,11100.0,600000.0
2000-01-05,10470,10470,9919,9921,2030,10260.0,600000.0
2000-01-06,9513,10209,9455,10211,770,10560.0,600000.0
2000-01-07,9978,9978,9427,9427,560,9750.0,600000.0
2000-01-10,9427,9688,9427,9514,1240,9840.0,600000.0
2000-01-11,9514,10935,9224,9340,990,9660.0,600000.0
2000-01-12,9456,9456,9166,9166,480,9480.0,600000.0
2000-01-13,8412,9137,8412,9137,370,9450.0,600000.0
2000-01-14,8818,9137,8818,9137,930,9450.0,600000.0
2000-01-17,9862,9862,9224,9224,460,9540.0,600000.0
2000-01-18,9224,9514,8296,8296,450,8580.0,600000.0
2000-01-19,8412,8470,8412,8470,480,8760.0,600000.0
2000-01-20,7628,8702,7628,8702,90,9000.0,600000.0
2000-01-21,7889,8586,7889,8499,440,8790.0,600000.0
2000-01-24,8702,8702,8006,8122,450,8400.0,600000.0
2000-01-25,7772,7772,7598,7600,400,7860.0,600000.0
2000-01-26,8122,8122,8122,8122,200,8400.0,600000.0
2000-01-27,8006,8412,7831,8412,410,8700.0,600000.0
2000-01-28,8006,8238,7889,8238,710,8520.0,600000.0
2000-01-31,8383,8992,8383,8992,1720,9300.0,600000.0
2000-02-01,8615,9224,8615,9166,340,9480.0,600000.0
2000-02-02,9282,9340,8992,9282,650,9600.0,600000.0
2000-02-03,9398,9456,9282,9398,580,9720.0,600000.0
2000-02-07,9282,9427,8992,9427,760,9750.0,600000.0
2000-02-08,8992,9427,8818,9398,530,9720.0,600000.0
2000-02-09,8992,9398,8064,8470,1800,8760.0,600000.0
2000-02-10,8470,8760,8412,8760,870,9060.0,600000.0
2000-02-11,8702,9282,8412,9282,70,9600.0,600000.0
2000-02-14,8006,9224,8006,8006,1190,8280.0,600000.0
2000-02-15,7308,8005,7308,7600,340,7860.0,600000.0
2000-02-16,7890,7890,7890,7890,10,8160.0,600000.0
2000-02-17,7830,7830,7308,7542,680,7800.0,600000.0
2000-02-18,7540,7830,7453,7832,720,8100.0,600000.0
2000-02-21,7250,7540,6960,6962,180,7200.0,600000.0
2000-02-22,6960,7714,6960,7716,610,7980.0,600000.0
2000-02-23,8006,8296,6671,8296,200,8580.0,600000.0
2000-02-24,8006,8006,8006,8006,10,8280.0,600000.0
2000-02-25,8528,8528,8528,8528,10,8820.0,600000.0
2000-02-28,8586,9630,8470,8702,1200,9000.0,600000.0
2000-02-29,9456,9456,8586,9282,120,9600.0,600000.0
2000-03-02,7948,9224,7948,9224,1260,9540.0,600000.0
2000-03-03,9572,9572,8354,9166,350,9480.0,600000.0
2000-03-06,9166,9572,8441,9514,490,9840.0,600000.0
2000-03-07,8760,9166,8760,9166,220,9480.0,600000.0
2000-03-08,8528,9050,8354,9050,1420,9360.0,600000.0
2000-03-09,8702,8992,8702,8992,700,9300.0,600000.0
2000-03-10,8992,9224,8702,8702,630,9000.0,600000.0
2000-03-13,8846,10006,8846,10008,6280,10350.0,600000.0
2000-03-14,10094,10094,9224,9804,2090,10140.0,600000.0
2000-03-15,9804,10065,9804,9804,1140,10140.0,600000.0
2000-03-16,8528,9862,8354,8528,4550,8820.0,600000.0
2000-03-17,8528,9224,8412,9224,1240,9540.0,600000.0
2000-03-20,9224,9224,8151,8528,1000,8820.0,600000.0
2000-03-21,8644,8644,7977,8528,270,8820.0,600000.0
2000-03-22,8296,8499,7890,8122,1750,8400.0,600000.0
2000-03-23,8644,8644,8006,8354,700,8640.0,600000.0
2000-03-24,8644,8644,8006,8122,740,8400.0,600000.0
2000-03-27,8528,8528,8296,8528,530,8820.0,600000.0
2000-03-28,8325,8325,7948,8325,730,8610.0,600000.0
2000-03-29,8412,8644,8122,8354,970,8640.0,600000.0
2000-03-30,8180,8296,7831,8296,450,8580.0,600000.0
2000-03-31,8267,8441,8180,8238,960,8520.0,600000.0
2000-04-03,8470,8586,8122,8441,1690,8730.0,600000.0
2000-04-04,8441,8441,7831,8325,1320,8610.0,600000.0
2000-04-06,7367,8296,7367,8296,120,8580.0,600000.0
2000-04-07,7599,8528,7599,8528,350,8820.0,600000.0
2000-04-10,8528,9456,8209,8992,2680,9300.0,600000.0
2000-04-11,8702,8702,7860,8180,1890,8460.0,600000.0
2000-04-12,8034,8034,7830,7832,990,8100.0,600000.0
2000-04-14,8006,8064,7599,7919,2350,8190.0,600000.0
2000-04-17,7830,7830,7279,7716,4760,7980.0,600000.0
2000-04-18,8614,8614,7598,7716,1320,7980.0,600000.0
2000-04-19,7715,8383,7715,8180,1880,8460.0,600000.0
2000-04-20,8208,8208,7685,7832,760,8100.0,600000.0
2000-04-21,7831,8412,7831,8064,960,8340.0,600000.0
2000-04-24,7773,8238,7599,8238,4600,8520.0,600000.0
2000-04-25,8238,8325,8122,8325,2080,8610.0,600000.0
2000-04-26,8122,8296,7919,7919,4700,8190.0,600000.0
2000-04-27,7773,8122,7773,8122,380,8400.0,600000.0
2000-04-28,7977,8470,7977,8470,2990,8760.0,600000.0
2000-05-02,8296,8818,8296,8412,1330,8700.0,600000.0
2000-05-03,9340,9340,8354,8702,290,9000.0,600000.0
2000-05-04,8006,9108,8006,9108,1280,9420.0,600000.0
2000-05-08,8557,9398,8557,9224,340,9540.0,600000.0
2000-05-09,9224,9224,9224,9224,910,9540.0,600000.0
2000-05-10,9224,9282,9224,9282,1140,9600.0,600000.0
2000-05-12,9282,9398,9282,9398,730,9720.0,600000.0
2000-05-15,9166,9456,9166,9282,1450,9600.0,600000.0
2000-05-16,9050,10326,9050,9746,10110,10080.0,600000.0
2000-05-17,8992,9572,8586,8586,4350,8880.0,600000.0
2000-05-18,8296,8992,8122,8209,10470,8490.0,600000.0
2000-05-19,7019,9427,6990,9427,25290,9750.0,600000.0
2000-05-22,9514,9862,8035,8035,47190,8310.0,600000.0
2000-05-23,8411,8411,6844,6846,12480,7080.0,600000.0
2000-05-24,6438,6612,5974,6150,5390,6360.0,600000.0
2000-05-25,5829,6757,5829,6643,6340,6870.0,600000.0
2000-05-26,6700,6700,5714,5801,4040,6000.0,600000.0
2000-05-29,5714,6033,5517,5743,2630,5940.0,600000.0
2000-05-30,5974,6583,5974,6382,2400,6600.0,600000.0
2000-05-31,6380,6670,6322,6556,5140,6780.0,600000.0
2000-06-01,6496,6786,6380,6759,5560,6990.0,600000.0
2000-06-02,6438,7250,6438,6817,3130,7050.0,600000.0
2000-06-05,6931,7366,6902,7368,4470,7620.0,600000.0
2000-06-07,7134,7772,7134,7397,1090,7650.0,600000.0
2000-06-08,7250,7366,7134,7368,4350,7620.0,600000.0
2000-06-09,7540,7540,7250,7252,560,7500.0,600000.0
2000-06-12,7250,7772,7250,7252,1440,7500.0,600000.0
2000-06-13,6960,7482,6960,7252,1260,7500.0,600000.0
2000-06-14,7250,7366,7076,7252,2460,7500.0,600000.0
2000-06-15,7250,7308,7076,7310,2720,7560.0,600000.0
2000-06-16,7540,7540,7018,7484,1240,7740.0,600000.0
2000-06-19,7366,7482,7192,7484,180,7740.0,600000.0
2000-06-20,7308,7482,7250,7484,480,7740.0,600000.0
2000-06-21,7250,7569,7250,7571,430,7830.0,600000.0
2000-06-22,7395,7569,7250,7252,670,7500.0,600000.0
2000-06-23,7250,7656,7134,7252,360,7500.0,600000.0
2000-06-26,7250,7250,7250,7252,110,7500.0,600000.0
2000-06-27,7656,7830,7656,7832,70,8100.0,600000.0
2000-06-28,7830,8034,7192,7426,840,7680.0,600000.0
2000-06-29,7628,8354,7483,8296,670,8580.0,600000.0
2000-06-30,7483,8209,7483,8209,1480,8490.0,600000.0
2000-07-03,8180,8702,8180,8702,200,9000.0,600000.0
2000-07-04,8992,8992,7919,8238,1930,8520.0,600000.0
2000-07-05,8122,8122,8122,8122,30,8400.0,600000.0
2000-07-06,8064,8064,8064,8064,0,8340.0,600000.0
2000-07-07,7831,8151,7831,8122,410,8400.0,600000.0
2000-07-10,7656,8179,7656,7774,1140,8040.0,600000.0
2000-07-11,7772,7976,7569,7571,230,7830.0,600000.0
2000-07-12,7830,7830,7569,7571,630,7830.0,600000.0
2000-07-13,7830,8701,6438,7310,4270,7560.0,600000.0
2000-07-14,7251,7890,7251,7890,450,8160.0,600000.0
2000-07-18,8701,9049,7656,7716,1280,7980.0,600000.0
2000-07-19,7250,8179,7250,7339,580,7590.0,600000.0
2000-07-20,7772,7772,6467,6788,1190,7020.0,600000.0
2000-07-21,7018,7221,7018,7194,350,7440.0,600000.0
2000-07-24,7076,7308,6786,7136,270,7380.0,600000.0
2000-07-25,6960,6960,6902,6933,240,7170.0,600000.0
2000-07-26,6902,7134,6902,7136,20,7380.0,600000.0
2000-07-27,6902,7163,6902,7165,50,7410.0,600000.0
2000-07-28,6902,6902,6902,6904,30,7140.0,600000.0
2000-07-31,7482,7482,6583,6962,430,7200.0,600000.0
2000-08-01,7250,7424,6960,7426,410,7680.0,600000.0
2000-08-02,7076,7134,7076,7078,250,7320.0,600000.0
2000-08-03,7076,7308,7076,7252,60,7500.0,600000.0
2000-08-04,7482,7482,7163,7165,20,7410.0,600000.0
2000-08-07,7250,7250,7192,7194,200,7440.0,600000.0
2000-08-08,6786,7192,6786,7194,330,7440.0,600000.0
2000-08-09,7366,8266,6815,7136,2780,7380.0,600000.0
2000-08-10,6960,7192,6960,7194,160,7440.0,600000.0
2000-08-11,6960,7308,6960,7310,190,7560.0,600000.0
2000-08-14,7308,8382,7308,7629,2840,7890.0,600000.0
2000-08-16,8005,8005,7395,7513,1140,7770.0,600000.0
2000-08-17,7976,7976,7482,7484,690,7740.0,600000.0
2000-08-18,7308,7947,7308,7629,620,7890.0,600000.0
2000-08-21,7366,7540,7221,7281,1640,7530.0,600000.0
2000-08-22,7482,8237,7134,7774,3480,8040.0,600000.0
2000-08-23,7656,7656,6960,7049,3100,7290.0,600000.0
2000-08-24,7018,7250,6960,7252,2020,7500.0,600000.0
2000-08-25,7308,7424,7076,7426,860,7680.0,600000.0
2000-08-28,7134,7279,6902,7049,2340,7290.0,600000.0
2000-08-29,7018,7308,7018,7194,1940,7440.0,600000.0
2000-08-30,7250,7656,7134,7600,1860,7860.0,600000.0
2000-08-31,7743,8237,7395,7571,3790,7830.0,600000.0
2000-09-01,8093,8702,8093,8702,7100,9000.0,600000.0
2000-09-04,9224,9804,8151,8354,11110,8640.0,600000.0
2000-09-05,8499,9572,8499,8586,5660,8880.0,600000.0
2000-09-06,8702,8818,8093,8818,2430,9120.0,600000.0
2000-09-07,8064,8499,8064,8151,2220,8430.0,600000.0
2000-09-08,7772,8034,7685,7687,1680,7950.0,600000.0
2000-09-14,7714,7714,7279,7310,1060,7560.0,600000.0
2000-09-15,8035,8180,7309,8180,2710,8460.0,600000.0
2000-09-18,8063,8063,6960,6962,1980,7200.0,600000.0
2000-09-19,6960,7308,6960,7107,1890,7350.0,600000.0
2000-09-20,7367,8151,7367,8122,5570,8400.0,600000.0
2000-09-21,8702,9224,7715,8180,3900,8460.0,600000.0
2000-09-22,7918,8324,6960,7832,7560,8100.0,600000.0
2000-09-25,7831,8934,7599,8354,5670,8640.0,600000.0
2000-09-26,8528,8760,7948,8412,4820,8700.0,600000.0
2000-09-27,8557,8760,7948,8412,5320,8700.0,600000.0
2000-09-28,7977,8412,7977,8238,2780,8520.0,600000.0
2000-09-29,8296,8296,8035,8035,2400,8310.0,600000.0
2000-10-02,7598,8063,7598,7803,2450,8070.0,600000.0
2000-10-04,7830,8005,7772,7832,1230,8100.0,600000.0
2000-10-05,8209,8209,7860,8064,1030,8340.0,600000.0
2000-10-06,8064,8412,8006,8035,840,8310.0,600000.0
2000-10-09,8180,8238,7860,8064,370,8340.0,600000.0
2000-10-10,8093,8354,7948,8093,2720,8370.0,600000.0
2000-10-11,8702,8702,7890,8267,1690,8550.0,600000.0
2000-10-12,8006,8238,7860,8035,840,8310.0,600000.0
